date,DXCM,DXCM_EPS,PE Ratio
2005-08-17,10.14,-1.01,-10.03960396039604
2005-08-18,11.55,-1.01,-11.435643564356436
2005-08-19,11.75,-1.01,-11.633663366336634
2005-08-22,12.09,-1.01,-11.97029702970297
2005-08-23,12.38,-1.01,-12.257425742574258
2005-08-24,12.32,-1.01,-12.198019801980198
2005-08-25,12.34,-1.01,-12.217821782178218
2005-08-26,11.69,-1.01,-11.574257425742573
2005-08-29,11.9,-1.01,-11.782178217821782
2005-08-30,12.1,-1.01,-11.98019801980198
2005-08-31,12.44,-1.01,-12.316831683168317
2005-09-01,12.1,-1.01,-11.98019801980198
2005-09-02,12.42,-1.01,-12.297029702970297
2005-09-06,12.58,-1.01,-12.455445544554456
2005-09-07,12.5,-1.01,-12.376237623762377
2005-09-08,12.35,-1.01,-12.227722772277227
2005-09-09,12.45,-1.01,-12.326732673267326
2005-09-12,12.25,-1.01,-12.128712871287128
2005-09-13,12.31,-1.01,-12.18811881188119
2005-09-14,12.48,-1.01,-12.356435643564357
2005-09-15,12.4,-1.01,-12.277227722772277
2005-09-16,12.43,-1.01,-12.306930693069306
2005-09-19,12.13,-1.01,-12.00990099009901
2005-09-20,11.96,-1.01,-11.841584158415841
2005-09-21,12.31,-1.01,-12.18811881188119
2005-09-22,12.19,-1.01,-12.069306930693068
2005-09-23,12.28,-1.01,-12.158415841584159
2005-09-26,12.46,-1.01,-12.336633663366337
2005-09-27,12.14,-1.01,-12.01980198019802
2005-09-28,11.74,-1.01,-11.623762376237623
2005-09-29,11.77,-1.01,-11.653465346534652
2005-09-30,11.62,-1.01,-11.504950495049505
2005-10-03,11.9,-1.01,-11.782178217821782
2005-10-04,12.15,-1.01,-12.02970297029703
2005-10-05,12.01,-1.01,-11.89108910891089
2005-10-06,12.16,-1.01,-12.03960396039604
2005-10-07,12.17,-1.01,-12.049504950495049
2005-10-10,12.3,-1.01,-12.178217821782178
2005-10-11,11.82,-1.01,-11.702970297029703
2005-10-12,11.24,-1.01,-11.128712871287128
2005-10-13,10.84,-1.01,-10.732673267326733
2005-10-14,11.01,-1.01,-10.900990099009901
2005-10-17,11.42,-1.01,-11.306930693069306
2005-10-18,11.41,-1.01,-11.297029702970297
2005-10-19,11.72,-1.01,-11.603960396039604
2005-10-20,11.61,-1.01,-11.495049504950494
2005-10-21,11.75,-1.01,-11.633663366336634
2005-10-24,11.96,-1.01,-11.841584158415841
2005-10-25,12.45,-1.01,-12.326732673267326
2005-10-26,12.79,-1.01,-12.663366336633663
2005-10-27,12.44,-1.01,-12.316831683168317
2005-10-28,12.61,-1.01,-12.485148514851485
2005-10-31,13.01,-1.01,-12.881188118811881
2005-11-01,13.45,-1.12,-12.00892857142857
2005-11-02,13.68,-1.12,-12.214285714285714
2005-11-03,13.8,-1.12,-12.321428571428571
2005-11-04,13.27,-1.12,-11.848214285714285
2005-11-07,13.1,-1.12,-11.69642857142857
2005-11-08,12.86,-1.12,-11.482142857142856
2005-11-09,13.39,-1.12,-11.955357142857142
2005-11-10,13.34,-1.12,-11.910714285714285
2005-11-11,13.53,-1.12,-12.08035714285714
2005-11-14,14.12,-1.12,-12.607142857142856
2005-11-15,13.91,-1.12,-12.419642857142856
2005-11-16,13.9,-1.12,-12.410714285714285
2005-11-17,14.19,-1.12,-12.669642857142856
2005-11-18,14.39,-1.12,-12.848214285714285
2005-11-21,14.88,-1.12,-13.285714285714285
2005-11-22,15.01,-1.12,-13.401785714285714
2005-11-23,15.2,-1.12,-13.57142857142857
2005-11-25,15.2,-1.12,-13.57142857142857
2005-11-28,14.11,-1.12,-12.598214285714285
2005-11-29,13.96,-1.12,-12.464285714285714
2005-11-30,14.02,-1.12,-12.51785714285714
2005-12-01,14.03,-1.12,-12.526785714285712
2005-12-02,14.57,-1.12,-13.008928571428571
2005-12-05,14.14,-1.12,-12.625
2005-12-06,14.26,-1.12,-12.732142857142856
2005-12-07,14.3,-1.12,-12.767857142857142
2005-12-08,14.23,-1.12,-12.705357142857142
2005-12-09,14.49,-1.12,-12.937499999999998
2005-12-12,14.16,-1.12,-12.642857142857142
2005-12-13,14.1,-1.12,-12.589285714285714
2005-12-14,14.0,-1.12,-12.499999999999998
2005-12-15,15.28,-1.12,-13.64285714285714
2005-12-16,15.43,-1.12,-13.776785714285714
2005-12-19,15.95,-1.12,-14.241071428571427
2005-12-20,15.99,-1.12,-14.276785714285714
2005-12-21,15.56,-1.12,-13.892857142857142
2005-12-22,15.51,-1.12,-13.848214285714285
2005-12-23,15.58,-1.12,-13.910714285714285
2005-12-27,15.55,-1.12,-13.883928571428571
2005-12-28,15.6,-1.12,-13.928571428571427
2005-12-29,15.21,-1.12,-13.580357142857142
2005-12-30,14.92,-1.12,-13.32142857142857
2006-01-03,14.5,-1.12,-12.94642857142857
2006-01-04,15.25,-1.12,-13.616071428571427
2006-01-05,15.8,-1.12,-14.107142857142856
2006-01-06,15.65,-1.12,-13.973214285714285
2006-01-09,15.58,-1.12,-13.910714285714285
2006-01-10,15.61,-1.12,-13.937499999999998
2006-01-11,15.42,-1.12,-13.767857142857142
2006-01-12,15.25,-1.12,-13.616071428571427
2006-01-13,15.08,-1.12,-13.464285714285714
2006-01-17,14.71,-1.12,-13.133928571428571
2006-01-18,14.7,-1.12,-13.124999999999998
2006-01-19,14.8,-1.12,-13.214285714285714
2006-01-20,15.07,-1.12,-13.455357142857142
2006-01-23,14.99,-1.12,-13.383928571428571
2006-01-24,14.87,-1.12,-13.276785714285712
2006-01-25,15.59,-1.12,-13.919642857142856
2006-01-26,16.3,-1.12,-14.553571428571427
2006-01-27,16.24,-1.12,-14.499999999999996
2006-01-30,17.72,-1.12,-15.82142857142857
2006-01-31,19.0,-1.12,-16.96428571428571
2006-02-01,18.41,-1.12,-16.4375
2006-02-02,18.0,-1.12,-16.07142857142857
2006-02-03,17.88,-1.12,-15.964285714285712
2006-02-06,18.0,-1.12,-16.07142857142857
2006-02-07,17.86,-1.12,-15.94642857142857
2006-02-08,18.0,-1.12,-16.07142857142857
2006-02-09,18.0,-1.12,-16.07142857142857
2006-02-10,17.97,-1.12,-16.044642857142854
2006-02-13,17.64,-1.12,-15.749999999999998
2006-02-14,17.49,-1.12,-15.616071428571425
2006-02-15,17.25,-1.12,-15.401785714285714
2006-02-16,17.25,-1.12,-15.401785714285714
2006-02-17,17.27,-1.12,-15.419642857142856
2006-02-21,16.97,-1.12,-15.151785714285712
2006-02-22,17.31,-1.12,-15.45535714285714
2006-02-23,17.04,-1.12,-15.214285714285712
2006-02-24,17.0,-1.12,-15.178571428571427
2006-02-27,16.99,-1.63,-10.423312883435582
2006-02-28,17.45,-1.63,-10.705521472392638
2006-03-01,18.2,-1.63,-11.16564417177914
2006-03-02,18.92,-1.63,-11.607361963190186
2006-03-03,18.2,-1.63,-11.16564417177914
2006-03-06,18.1,-1.63,-11.104294478527608
2006-03-07,17.86,-1.63,-10.957055214723926
2006-03-08,18.12,-1.63,-11.116564417177916
2006-03-09,18.35,-1.63,-11.257668711656443
2006-03-10,18.56,-1.63,-11.386503067484663
2006-03-13,18.68,-1.63,-11.460122699386504
2006-03-14,19.53,-1.63,-11.981595092024541
2006-03-15,20.8,-1.63,-12.76073619631902
2006-03-16,20.05,-1.63,-12.300613496932517
2006-03-17,19.28,-1.63,-11.828220858895707
2006-03-20,18.44,-1.63,-11.312883435582824
2006-03-21,18.49,-1.63,-11.343558282208589
2006-03-22,18.66,-1.63,-11.447852760736197
2006-03-23,19.25,-1.63,-11.809815950920246
2006-03-24,19.81,-1.63,-12.153374233128835
2006-03-27,21.2,-1.63,-13.006134969325155
2006-03-28,21.06,-1.63,-12.920245398773007
2006-03-29,20.61,-1.63,-12.644171779141105
2006-03-30,20.25,-1.63,-12.423312883435583
2006-03-31,20.27,-1.63,-12.43558282208589
2006-04-03,20.56,-1.63,-12.613496932515337
2006-04-04,20.61,-1.63,-12.644171779141105
2006-04-05,20.6,-1.63,-12.638036809815953
2006-04-06,20.22,-1.63,-12.404907975460123
2006-04-07,19.71,-1.63,-12.092024539877302
2006-04-10,19.86,-1.63,-12.184049079754601
2006-04-11,19.3,-1.63,-11.840490797546014
2006-04-12,20.31,-1.63,-12.460122699386503
2006-04-13,20.38,-1.63,-12.503067484662576
2006-04-17,20.65,-1.63,-12.668711656441717
2006-04-18,21.62,-1.63,-13.263803680981596
2006-04-19,21.81,-1.63,-13.38036809815951
2006-04-20,22.25,-1.63,-13.650306748466258
2006-04-21,23.3,-1.63,-14.294478527607364
2006-04-24,23.5,-1.63,-14.41717791411043
2006-04-25,24.99,-1.63,-15.331288343558283
2006-04-26,24.87,-1.63,-15.257668711656443
2006-04-27,25.02,-1.63,-15.349693251533743
2006-04-28,25.16,-1.63,-15.435582822085891
2006-05-01,25.05,-1.63,-15.368098159509204
2006-05-02,25.13,-1.63,-15.41717791411043
2006-05-03,25.27,-1.63,-15.503067484662578
2006-05-04,25.8,-1.63,-15.828220858895707
2006-05-05,25.25,-1.63,-15.49079754601227
2006-05-08,24.55,-1.63,-15.061349693251534
2006-05-09,23.48,-1.63,-14.404907975460123
2006-05-10,23.21,-1.63,-14.239263803680982
2006-05-11,22.3,-1.63,-13.680981595092026
2006-05-12,22.05,-1.63,-13.527607361963192
2006-05-15,21.81,-0.43,-50.72093023255814
2006-05-16,22.04,-0.43,-51.25581395348837
2006-05-17,21.84,-0.43,-50.7906976744186
2006-05-18,21.18,-0.43,-49.25581395348837
2006-05-19,21.0,-0.43,-48.83720930232558
2006-05-22,20.72,-0.43,-48.18604651162791
2006-05-23,21.04,-0.43,-48.93023255813954
2006-05-24,20.82,-0.43,-48.418604651162795
2006-05-25,20.6,-0.43,-47.90697674418605
2006-05-26,19.8,-0.43,-46.04651162790698
2006-05-30,19.75,-0.43,-45.93023255813954
2006-05-31,19.46,-0.43,-45.25581395348838
2006-06-01,19.75,-0.43,-45.93023255813954
2006-06-02,21.17,-0.43,-49.23255813953489
2006-06-05,21.23,-0.43,-49.372093023255815
2006-06-06,21.1,-0.43,-49.06976744186047
2006-06-07,20.33,-0.43,-47.279069767441854
2006-06-08,18.9,-0.43,-43.95348837209302
2006-06-09,18.7,-0.43,-43.48837209302325
2006-06-12,16.83,-0.43,-39.13953488372093
2006-06-13,13.97,-0.43,-32.48837209302326
2006-06-14,13.9,-0.43,-32.32558139534884
2006-06-15,13.49,-0.43,-31.372093023255815
2006-06-16,13.52,-0.43,-31.441860465116278
2006-06-19,13.58,-0.43,-31.58139534883721
2006-06-20,13.44,-0.43,-31.25581395348837
2006-06-21,12.83,-0.43,-29.837209302325583
2006-06-22,12.1,-0.43,-28.13953488372093
2006-06-23,12.46,-0.43,-28.976744186046513
2006-06-26,12.24,-0.43,-28.46511627906977
2006-06-27,11.89,-0.43,-27.651162790697676
2006-06-28,12.64,-0.43,-29.395348837209305
2006-06-29,13.11,-0.43,-30.488372093023255
2006-06-30,13.58,-0.43,-31.58139534883721
2006-07-03,13.79,-0.43,-32.06976744186046
2006-07-05,13.34,-0.43,-31.02325581395349
2006-07-06,13.0,-0.43,-30.232558139534884
2006-07-07,12.88,-0.43,-29.953488372093027
2006-07-10,13.25,-0.43,-30.813953488372093
2006-07-11,12.77,-0.43,-29.697674418604652
2006-07-12,12.37,-0.43,-28.767441860465116
2006-07-13,12.02,-0.43,-27.953488372093023
2006-07-14,12.13,-0.43,-28.209302325581397
2006-07-17,11.64,-0.43,-27.069767441860467
2006-07-18,11.68,-0.43,-27.162790697674417
2006-07-19,12.45,-0.43,-28.953488372093023
2006-07-20,12.06,-0.43,-28.046511627906977
2006-07-21,11.28,-0.84,-13.428571428571429
2006-07-24,10.99,-0.84,-13.083333333333334
2006-07-25,11.24,-0.84,-13.380952380952381
2006-07-26,11.39,-0.84,-13.55952380952381
2006-07-27,11.02,-0.84,-13.119047619047619
2006-07-28,11.92,-0.84,-14.190476190476192
2006-07-31,11.89,-0.84,-14.154761904761905
2006-08-01,11.68,-0.84,-13.904761904761905
2006-08-02,11.7,-0.84,-13.928571428571429
2006-08-03,11.7,-0.84,-13.928571428571429
2006-08-04,11.57,-0.84,-13.773809523809526
2006-08-07,11.38,-0.84,-13.54761904761905
2006-08-08,11.33,-0.84,-13.488095238095239
2006-08-09,11.09,-0.84,-13.202380952380953
2006-08-10,11.35,-0.84,-13.511904761904763
2006-08-11,11.19,-0.84,-13.321428571428571
2006-08-14,11.53,-0.84,-13.726190476190476
2006-08-15,11.75,-0.84,-13.988095238095239
2006-08-16,12.16,-0.84,-14.476190476190476
2006-08-17,12.22,-0.84,-14.54761904761905
2006-08-18,14.18,-0.84,-16.88095238095238
2006-08-21,13.67,-0.84,-16.273809523809526
2006-08-22,13.35,-0.84,-15.892857142857142
2006-08-23,13.0,-0.84,-15.476190476190476
2006-08-24,12.92,-0.84,-15.380952380952381
2006-08-25,12.93,-0.84,-15.392857142857142
2006-08-28,12.87,-0.84,-15.321428571428571
2006-08-29,12.81,-0.84,-15.250000000000002
2006-08-30,13.05,-0.84,-15.535714285714286
2006-08-31,12.84,-0.84,-15.285714285714286
2006-09-01,11.66,-0.84,-13.880952380952381
2006-09-05,12.0,-0.84,-14.285714285714286
2006-09-06,11.65,-0.84,-13.86904761904762
2006-09-07,11.15,-0.84,-13.273809523809526
2006-09-08,11.45,-0.84,-13.630952380952381
2006-09-11,11.57,-0.84,-13.773809523809526
2006-09-12,11.54,-0.84,-13.738095238095237
2006-09-13,11.09,-0.84,-13.202380952380953
2006-09-14,10.72,-0.84,-12.761904761904763
2006-09-15,10.63,-0.84,-12.654761904761907
2006-09-18,10.46,-0.84,-12.452380952380954
2006-09-19,10.23,-0.84,-12.178571428571429
2006-09-20,10.57,-0.84,-12.583333333333334
2006-09-21,10.71,-0.84,-12.750000000000002
2006-09-22,10.46,-0.84,-12.452380952380954
2006-09-25,10.55,-0.84,-12.55952380952381
2006-09-26,10.7,-0.84,-12.738095238095237
2006-09-27,10.94,-0.84,-13.023809523809524
2006-09-28,10.78,-0.84,-12.833333333333334
2006-09-29,11.13,-0.84,-13.250000000000002
2006-10-02,11.02,-0.84,-13.119047619047619
2006-10-03,10.67,-0.84,-12.702380952380953
2006-10-04,10.69,-0.84,-12.726190476190476
2006-10-05,11.21,-0.84,-13.345238095238097
2006-10-06,11.15,-0.84,-13.273809523809526
2006-10-09,11.14,-0.84,-13.261904761904763
2006-10-10,11.91,-0.84,-14.178571428571429
2006-10-11,11.54,-0.84,-13.738095238095237
2006-10-12,11.54,-0.84,-13.738095238095237
2006-10-13,11.22,-0.84,-13.357142857142858
2006-10-16,10.97,-0.84,-13.05952380952381
2006-10-17,10.98,-0.84,-13.071428571428573
2006-10-18,10.55,-0.84,-12.55952380952381
2006-10-19,10.2,-0.84,-12.142857142857142
2006-10-20,9.8,-0.84,-11.666666666666668
2006-10-23,9.79,-1.32,-7.416666666666666
2006-10-24,9.03,-1.32,-6.84090909090909
2006-10-25,9.02,-1.32,-6.833333333333333
2006-10-26,9.18,-1.32,-6.954545454545454
2006-10-27,9.15,-1.32,-6.931818181818182
2006-10-30,8.78,-1.32,-6.6515151515151505
2006-10-31,8.8,-1.32,-6.666666666666667
2006-11-01,8.62,-1.32,-6.530303030303029
2006-11-02,8.91,-1.32,-6.75
2006-11-03,9.15,-1.32,-6.931818181818182
2006-11-06,9.32,-1.32,-7.0606060606060606
2006-11-07,9.22,-1.32,-6.984848484848485
2006-11-08,9.06,-1.32,-6.863636363636363
2006-11-09,9.2,-1.32,-6.969696969696969
2006-11-10,9.71,-1.32,-7.356060606060606
2006-11-13,10.23,-1.32,-7.75
2006-11-14,10.59,-1.32,-8.022727272727272
2006-11-15,10.5,-1.32,-7.954545454545454
2006-11-16,10.48,-1.32,-7.9393939393939394
2006-11-17,10.57,-1.32,-8.007575757575758
2006-11-20,10.83,-1.32,-8.204545454545455
2006-11-21,11.7,-1.32,-8.863636363636363
2006-11-22,11.3,-1.32,-8.56060606060606
2006-11-24,11.74,-1.32,-8.893939393939394
2006-11-27,11.0,-1.32,-8.333333333333332
2006-11-28,10.58,-1.32,-8.015151515151516
2006-11-29,10.95,-1.32,-8.295454545454545
2006-11-30,11.26,-1.32,-8.53030303030303
2006-12-01,11.51,-1.32,-8.719696969696969
2006-12-04,11.69,-1.32,-8.856060606060606
2006-12-05,11.51,-1.32,-8.719696969696969
2006-12-06,11.6,-1.32,-8.787878787878787
2006-12-07,11.51,-1.32,-8.719696969696969
2006-12-08,11.4,-1.32,-8.636363636363637
2006-12-11,11.39,-1.32,-8.628787878787879
2006-12-12,11.3,-1.32,-8.56060606060606
2006-12-13,10.98,-1.32,-8.318181818181818
2006-12-14,10.59,-1.32,-8.022727272727272
2006-12-15,10.73,-1.32,-8.128787878787879
2006-12-18,10.55,-1.32,-7.992424242424242
2006-12-19,10.79,-1.32,-8.174242424242424
2006-12-20,11.02,-1.32,-8.348484848484848
2006-12-21,10.22,-1.32,-7.742424242424242
2006-12-22,10.0,-1.32,-7.575757575757575
2006-12-26,10.31,-1.32,-7.8106060606060606
2006-12-27,10.23,-1.32,-7.75
2006-12-28,10.07,-1.32,-7.628787878787879
2006-12-29,9.86,-1.32,-7.469696969696969
2007-01-03,9.88,-1.32,-7.484848484848485
2007-01-04,9.79,-1.32,-7.416666666666666
2007-01-05,9.68,-1.32,-7.333333333333333
2007-01-08,9.64,-1.32,-7.303030303030303
2007-01-09,9.42,-1.32,-7.136363636363636
2007-01-10,9.47,-1.32,-7.174242424242425
2007-01-11,9.16,-1.32,-6.9393939393939394
2007-01-12,8.99,-1.32,-6.8106060606060606
2007-01-16,8.6,-1.32,-6.515151515151515
2007-01-17,8.81,-1.32,-6.674242424242424
2007-01-18,8.53,-1.32,-6.462121212121211
2007-01-19,8.71,-1.32,-6.598484848484849
2007-01-22,8.43,-1.32,-6.386363636363636
2007-01-23,8.52,-1.32,-6.454545454545454
2007-01-24,8.91,-1.32,-6.75
2007-01-25,9.0,-1.32,-6.8181818181818175
2007-01-26,9.01,-1.32,-6.825757575757575
2007-01-29,9.2,-1.32,-6.969696969696969
2007-01-30,9.11,-1.32,-6.9015151515151505
2007-01-31,8.9,-1.32,-6.742424242424242
2007-02-01,8.95,-1.32,-6.780303030303029
2007-02-02,8.9,-1.32,-6.742424242424242
2007-02-05,9.0,-1.32,-6.8181818181818175
2007-02-06,8.89,-1.32,-6.734848484848485
2007-02-07,8.85,-1.32,-6.704545454545454
2007-02-08,8.8,-1.32,-6.666666666666667
2007-02-09,8.78,-1.32,-6.6515151515151505
2007-02-12,8.63,-1.32,-6.537878787878788
2007-02-13,8.98,-1.32,-6.803030303030303
2007-02-14,8.8,-1.32,-6.666666666666667
2007-02-15,8.86,-1.32,-6.712121212121211
2007-02-16,8.82,-1.32,-6.681818181818182
2007-02-20,9.0,-1.32,-6.8181818181818175
2007-02-21,8.74,-1.32,-6.621212121212121
2007-02-22,8.71,-1.32,-6.598484848484849
2007-02-23,9.25,-1.32,-7.007575757575757
2007-02-26,9.06,-1.32,-6.863636363636363
2007-02-27,8.48,-1.71,-4.959064327485381
2007-02-28,8.09,-1.71,-4.730994152046784
2007-03-01,7.94,-1.71,-4.64327485380117
2007-03-02,6.78,-1.71,-3.9649122807017547
2007-03-05,6.5,-1.71,-3.801169590643275
2007-03-06,6.97,-1.71,-4.076023391812865
2007-03-07,7.38,-1.71,-4.315789473684211
2007-03-08,7.33,-1.71,-4.286549707602339
2007-03-09,7.25,-1.71,-4.239766081871345
2007-03-12,7.42,-1.71,-4.3391812865497075
2007-03-13,7.35,-1.71,-4.298245614035087
2007-03-14,7.34,-1.71,-4.292397660818714
2007-03-15,7.25,-1.71,-4.239766081871345
2007-03-16,7.0,-1.71,-4.093567251461988
2007-03-19,6.94,-1.71,-4.058479532163743
2007-03-20,7.0,-1.71,-4.093567251461988
2007-03-21,7.0,-1.71,-4.093567251461988
2007-03-22,7.21,-1.71,-4.216374269005848
2007-03-23,7.3,-1.71,-4.269005847953216
2007-03-26,7.3,-1.71,-4.269005847953216
2007-03-27,7.29,-1.71,-4.2631578947368425
2007-03-28,7.25,-1.71,-4.239766081871345
2007-03-29,7.7,-1.71,-4.502923976608187
2007-03-30,7.86,-1.71,-4.5964912280701755
2007-04-02,7.72,-1.71,-4.514619883040935
2007-04-03,7.89,-1.71,-4.614035087719298
2007-04-04,7.66,-1.71,-4.47953216374269
2007-04-05,7.64,-1.71,-4.4678362573099415
2007-04-09,8.83,-1.71,-5.16374269005848
2007-04-10,8.67,-1.71,-5.0701754385964914
2007-04-11,8.31,-1.71,-4.859649122807018
2007-04-12,8.41,-1.71,-4.918128654970761
2007-04-13,8.17,-1.71,-4.777777777777778
2007-04-16,8.35,-1.71,-4.883040935672515
2007-04-17,8.35,-1.71,-4.883040935672515
2007-04-18,8.25,-1.71,-4.824561403508772
2007-04-19,7.94,-1.71,-4.64327485380117
2007-04-20,8.25,-1.71,-4.824561403508772
2007-04-23,8.15,-1.71,-4.76608187134503
2007-04-24,7.98,-1.71,-4.666666666666667
2007-04-25,8.16,-1.71,-4.771929824561404
2007-04-26,8.26,-1.71,-4.830409356725146
2007-04-27,8.17,-1.71,-4.777777777777778
2007-04-30,7.97,-1.71,-4.6608187134502925
2007-05-01,7.72,-1.71,-4.514619883040935
2007-05-02,7.7,-1.71,-4.502923976608187
2007-05-03,7.47,-1.71,-4.368421052631579
2007-05-04,7.38,-1.71,-4.315789473684211
2007-05-07,7.52,-1.71,-4.39766081871345
2007-05-08,7.4,-1.71,-4.3274853801169595
2007-05-09,7.53,-0.39,-19.307692307692307
2007-05-10,7.73,-0.39,-19.82051282051282
2007-05-11,7.63,-0.39,-19.564102564102562
2007-05-14,7.47,-0.39,-19.153846153846153
2007-05-15,7.2,-0.39,-18.46153846153846
2007-05-16,7.15,-0.39,-18.333333333333332
2007-05-17,6.91,-0.39,-17.71794871794872
2007-05-18,6.87,-0.39,-17.615384615384617
2007-05-21,7.1,-0.39,-18.205128205128204
2007-05-22,7.28,-0.39,-18.666666666666668
2007-05-23,7.31,-0.39,-18.74358974358974
2007-05-24,7.11,-0.39,-18.23076923076923
2007-05-25,7.19,-0.39,-18.435897435897438
2007-05-29,7.02,-0.39,-18.0
2007-05-30,6.7,-0.39,-17.17948717948718
2007-05-31,6.56,-0.39,-16.820512820512818
2007-06-01,6.49,-0.39,-16.641025641025642
2007-06-04,6.56,-0.39,-16.820512820512818
2007-06-05,6.57,-0.39,-16.846153846153847
2007-06-06,6.57,-0.39,-16.846153846153847
2007-06-07,6.62,-0.39,-16.974358974358974
2007-06-08,6.54,-0.39,-16.76923076923077
2007-06-11,6.56,-0.39,-16.820512820512818
2007-06-12,6.62,-0.39,-16.974358974358974
2007-06-13,6.55,-0.39,-16.794871794871796
2007-06-14,6.77,-0.39,-17.358974358974358
2007-06-15,6.82,-0.39,-17.48717948717949
2007-06-18,6.73,-0.39,-17.256410256410255
2007-06-19,6.85,-0.39,-17.564102564102562
2007-06-20,7.45,-0.39,-19.102564102564102
2007-06-21,7.7,-0.39,-19.743589743589745
2007-06-22,7.83,-0.39,-20.076923076923077
2007-06-25,8.13,-0.39,-20.846153846153847
2007-06-26,8.28,-0.39,-21.23076923076923
2007-06-27,8.09,-0.39,-20.74358974358974
2007-06-28,7.95,-0.39,-20.384615384615383
2007-06-29,8.19,-0.39,-20.999999999999996
2007-07-02,8.38,-0.39,-21.48717948717949
2007-07-03,8.42,-0.39,-21.589743589743588
2007-07-05,8.34,-0.39,-21.384615384615383
2007-07-06,8.53,-0.39,-21.87179487179487
2007-07-09,9.21,-0.39,-23.615384615384617
2007-07-10,9.26,-0.39,-23.74358974358974
2007-07-11,9.12,-0.39,-23.384615384615383
2007-07-12,9.41,-0.39,-24.128205128205128
2007-07-13,9.68,-0.39,-24.820512820512818
2007-07-16,9.51,-0.39,-24.384615384615383
2007-07-17,9.51,-0.39,-24.384615384615383
2007-07-18,9.4,-0.39,-24.102564102564102
2007-07-19,9.45,-0.39,-24.230769230769226
2007-07-20,9.52,-0.39,-24.41025641025641
2007-07-23,9.03,-0.39,-23.15384615384615
2007-07-24,8.58,-0.39,-22.0
2007-07-25,8.62,-0.39,-22.1025641025641
2007-07-26,8.33,-0.39,-21.358974358974358
2007-07-27,8.18,-0.39,-20.974358974358974
2007-07-30,8.3,-0.79,-10.506329113924052
2007-07-31,8.03,-0.79,-10.164556962025316
2007-08-01,7.43,-0.79,-9.40506329113924
2007-08-02,7.79,-0.79,-9.860759493670885
2007-08-03,7.7,-0.79,-9.746835443037975
2007-08-06,7.53,-0.79,-9.531645569620252
2007-08-07,8.03,-0.79,-10.164556962025316
2007-08-08,9.2,-0.79,-11.645569620253163
2007-08-09,9.56,-0.79,-12.10126582278481
2007-08-10,8.72,-0.79,-11.037974683544304
2007-08-13,8.42,-0.79,-10.658227848101266
2007-08-14,8.05,-0.79,-10.18987341772152
2007-08-15,8.01,-0.79,-10.139240506329113
2007-08-16,8.56,-0.79,-10.835443037974684
2007-08-17,8.99,-0.79,-11.379746835443038
2007-08-20,9.13,-0.79,-11.556962025316457
2007-08-21,9.13,-0.79,-11.556962025316457
2007-08-22,9.19,-0.79,-11.632911392405061
2007-08-23,8.9,-0.79,-11.265822784810126
