date,TSN,TSN_EPS,PE Ratio
1992-01-07,13.42,,
1992-01-08,13.5,,
1992-01-09,13.83,,
1992-01-10,13.67,,
1992-01-13,13.58,,
1992-01-14,13.58,,
1992-01-15,13.58,,
1992-01-16,13.08,,
1992-01-17,13.0,,
1992-01-20,12.33,,
1992-01-21,12.17,,
1992-01-22,12.0,,
1992-01-23,11.92,,
1992-01-24,12.33,,
1992-01-27,12.42,,
1992-01-28,12.33,,
1992-01-29,11.75,,
1992-01-30,11.75,,
1992-01-31,12.08,,
1992-02-03,12.33,,
1992-02-04,12.33,,
1992-02-05,12.0,,
1992-02-06,12.0,,
1992-02-07,12.17,,
1992-02-10,12.17,,
1992-02-11,12.17,,
1992-02-12,12.25,,
1992-02-13,12.0,,
1992-02-14,12.33,,
1992-02-18,12.17,,
1992-02-19,12.17,,
1992-02-20,11.92,,
1992-02-21,11.75,,
1992-02-24,11.83,,
1992-02-25,11.75,,
1992-02-26,12.0,,
1992-02-27,11.67,,
1992-02-28,12.25,,
1992-03-02,12.08,,
1992-03-03,12.0,,
1992-03-04,12.08,,
1992-03-05,11.92,,
1992-03-06,11.67,,
1992-03-09,11.67,,
1992-03-10,11.42,,
1992-03-11,11.17,,
1992-03-12,11.33,,
1992-03-13,11.42,,
1992-03-16,11.33,,
1992-03-17,11.5,,
1992-03-18,11.5,,
1992-03-19,11.33,,
1992-03-20,11.42,,
1992-03-23,11.25,,
1992-03-24,11.42,,
1992-03-25,11.42,,
1992-03-26,11.5,,
1992-03-27,11.25,,
1992-03-30,11.33,,
1992-03-31,11.25,,
1992-04-01,11.67,,
1992-04-02,11.58,,
1992-04-03,11.58,,
1992-04-06,11.67,,
1992-04-07,11.17,,
1992-04-08,11.25,,
1992-04-09,11.58,,
1992-04-10,11.33,,
1992-04-13,11.25,,
1992-04-14,11.25,,
1992-04-15,11.42,,
1992-04-16,11.25,,
1992-04-20,11.17,,
1992-04-21,11.0,,
1992-04-22,11.17,,
1992-04-23,11.08,,
1992-04-24,11.08,,
1992-04-27,10.67,,
1992-04-28,10.58,,
1992-04-29,10.67,,
1992-04-30,10.5,,
1992-05-01,10.58,,
1992-05-04,10.83,,
1992-05-05,11.17,,
1992-05-06,11.17,,
1992-05-07,11.17,,
1992-05-08,11.42,,
1992-05-11,11.5,,
1992-05-12,11.5,,
1992-05-13,11.5,,
1992-05-14,11.67,,
1992-05-15,11.83,,
1992-05-18,11.75,,
1992-05-19,11.67,,
1992-05-20,11.92,,
1992-05-21,12.33,,
1992-05-22,12.83,,
1992-05-26,12.58,,
1992-05-27,12.42,,
1992-05-28,12.42,,
1992-05-29,12.42,,
1992-06-01,12.33,,
1992-06-02,12.33,,
1992-06-03,12.5,,
1992-06-04,12.5,,
1992-06-05,12.42,,
1992-06-08,12.58,,
1992-06-09,12.58,,
1992-06-10,12.5,,
1992-06-11,12.58,,
1992-06-12,12.67,,
1992-06-15,12.33,,
1992-06-16,11.67,,
1992-06-17,11.67,,
1992-06-18,11.58,,
1992-06-19,11.58,,
1992-06-22,11.5,,
1992-06-23,11.42,,
1992-06-24,11.42,,
1992-06-25,11.33,,
1992-06-26,11.33,,
1992-06-29,11.42,,
1992-06-30,11.42,,
1992-07-01,11.42,,
1992-07-02,11.5,,
1992-07-06,11.42,,
1992-07-07,11.42,,
1992-07-08,11.42,,
1992-07-09,11.42,,
1992-07-10,11.67,,
1992-07-13,12.0,,
1992-07-14,12.33,,
1992-07-15,12.33,,
1992-07-16,12.33,,
1992-07-17,12.17,,
1992-07-20,12.08,,
1992-07-21,12.17,,
1992-07-22,12.25,,
1992-07-23,12.25,,
1992-07-24,12.75,,
1992-07-27,13.67,,
1992-07-28,13.33,,
1992-07-29,13.0,,
1992-07-30,13.17,,
1992-07-31,13.33,,
1992-08-03,13.42,,
1992-08-04,13.33,,
1992-08-05,13.33,,
1992-08-06,13.67,,
1992-08-07,13.67,,
1992-08-10,13.58,,
1992-08-11,13.75,,
1992-08-12,13.83,,
1992-08-13,13.92,,
1992-08-14,13.92,,
1992-08-17,14.0,,
1992-08-18,14.08,,
1992-08-19,14.0,,
1992-08-20,14.08,,
1992-08-21,13.83,,
1992-08-24,13.58,,
1992-08-25,13.5,,
1992-08-26,13.5,,
1992-08-27,13.42,,
1992-08-28,13.5,,
1992-08-31,13.25,,
1992-09-01,13.08,,
1992-09-02,13.42,,
1992-09-03,13.25,,
1992-09-04,13.25,,
1992-09-08,13.0,,
1992-09-09,13.17,,
1992-09-10,13.17,,
1992-09-11,13.17,,
1992-09-14,13.17,,
1992-09-15,13.0,,
1992-09-16,13.08,,
1992-09-17,13.0,,
1992-09-18,13.17,,
1992-09-21,13.17,,
1992-09-22,13.5,,
1992-09-23,13.75,,
1992-09-24,14.08,,
1992-09-25,14.33,,
1992-09-28,14.17,,
1992-09-29,14.25,,
1992-09-30,14.92,,
1992-10-01,14.5,,
1992-10-02,14.33,,
1992-10-05,14.17,,
1992-10-06,13.83,,
1992-10-07,13.75,,
1992-10-08,14.17,,
1992-10-09,13.75,,
1992-10-12,13.92,,
1992-10-13,13.92,,
1992-10-14,13.75,,
1992-10-15,13.75,,
1992-10-16,13.92,,
1992-10-19,14.08,,
1992-10-20,14.0,,
1992-10-21,13.92,,
1992-10-22,14.0,,
1992-10-23,13.92,,
1992-10-26,14.0,,
1992-10-27,13.83,,
1992-10-28,13.75,,
1992-10-29,13.92,,
1992-10-30,13.92,,
1992-11-02,14.17,,
1992-11-03,14.0,,
1992-11-04,14.33,,
1992-11-05,13.92,,
1992-11-06,14.58,,
1992-11-09,14.67,,
1992-11-10,14.83,,
1992-11-11,15.25,,
1992-11-12,15.5,,
1992-11-13,15.33,,
1992-11-16,15.25,,
1992-11-17,15.08,,
1992-11-18,14.83,,
1992-11-19,15.0,,
1992-11-20,15.25,,
1992-11-23,15.33,,
1992-11-24,15.58,,
1992-11-25,15.67,,
1992-11-27,15.5,,
1992-11-30,15.75,,
1992-12-01,15.92,,
1992-12-02,15.83,,
1992-12-03,16.0,,
1992-12-04,15.92,,
1992-12-07,16.0,,
1992-12-08,16.0,,
1992-12-09,15.75,,
1992-12-10,15.67,,
1992-12-11,15.83,,
1992-12-14,15.67,,
1992-12-15,15.58,,
1992-12-16,15.67,,
1992-12-17,15.92,,
1992-12-18,15.83,,
1992-12-21,16.0,,
1992-12-22,15.75,,
1992-12-23,15.92,,
1992-12-24,15.92,,
1992-12-28,16.08,,
1992-12-29,16.5,,
1992-12-30,16.33,,
1992-12-31,16.17,,
1993-01-04,15.75,,
1993-01-05,15.83,,
1993-01-06,15.67,,
1993-01-07,15.25,,
1993-01-08,14.92,,
1993-01-11,15.17,,
1993-01-12,15.0,,
1993-01-13,15.0,,
1993-01-14,15.33,,
1993-01-15,15.75,,
1993-01-18,15.75,,
1993-01-19,15.92,,
1993-01-20,16.17,,
1993-01-21,16.17,,
1993-01-22,15.92,,
1993-01-25,16.0,,
1993-01-26,15.83,,
1993-01-27,15.5,,
1993-01-28,15.92,,
1993-01-29,15.75,,
1993-02-01,15.5,,
1993-02-02,15.58,,
1993-02-03,15.83,,
1993-02-04,15.75,,
1993-02-05,15.83,,
1993-02-08,15.92,,
1993-02-09,15.75,,
1993-02-10,15.83,,
1993-02-11,15.92,,
1993-02-12,16.0,,
1993-02-16,15.83,,
1993-02-17,15.92,,
1993-02-18,15.83,,
1993-02-19,15.58,,
1993-02-22,15.83,,
1993-02-23,16.0,,
1993-02-24,16.5,,
1993-02-25,16.5,,
1993-02-26,16.5,,
1993-03-01,16.58,,
1993-03-02,16.67,,
1993-03-03,16.92,,
1993-03-04,17.08,,
1993-03-05,17.33,,
1993-03-08,17.67,,
1993-03-09,17.92,,
1993-03-10,17.75,,
1993-03-11,16.83,,
1993-03-12,16.25,,
1993-03-15,16.0,,
1993-03-16,16.0,,
1993-03-17,15.67,,
1993-03-18,16.17,,
1993-03-19,16.08,,
1993-03-22,15.58,,
1993-03-23,15.17,,
1993-03-24,15.5,,
1993-03-25,15.67,,
1993-03-26,15.58,,
1993-03-29,15.5,,
1993-03-30,15.25,,
1993-03-31,15.5,,
1993-04-01,15.42,,
1993-04-02,15.17,,
1993-04-05,15.33,,
1993-04-06,14.75,,
1993-04-07,14.33,,
1993-04-08,14.25,,
1993-04-12,14.17,,
1993-04-13,14.25,,
1993-04-14,14.25,,
1993-04-15,14.0,,
1993-04-16,13.92,,
1993-04-19,14.0,,
1993-04-20,14.25,,
1993-04-21,15.25,,
1993-04-22,14.58,,
1993-04-23,14.67,,
1993-04-26,14.42,,
1993-04-27,15.17,,
1993-04-28,15.08,,
1993-04-29,15.0,,
1993-04-30,14.83,,
1993-05-03,14.83,,
1993-05-04,15.42,,
1993-05-05,15.33,,
1993-05-06,15.17,,
1993-05-07,14.92,,
1993-05-10,14.83,,
1993-05-11,14.58,,
1993-05-12,14.58,,
1993-05-13,14.17,,
1993-05-14,14.17,,
1993-05-17,14.08,,
1993-05-18,13.92,,
1993-05-19,14.25,,
1993-05-20,14.67,,
1993-05-21,15.17,,
1993-05-24,15.17,,
1993-05-25,15.33,,
1993-05-26,15.5,,
1993-05-27,15.83,,
1993-05-28,16.08,,
1993-06-01,15.83,,
1993-06-02,15.83,,
1993-06-03,15.92,,
1993-06-04,15.75,,
1993-06-07,15.33,,
1993-06-08,15.33,,
1993-06-09,15.42,,
1993-06-10,15.33,,
1993-06-11,15.0,,
1993-06-14,15.08,,
1993-06-15,15.08,,
1993-06-16,15.25,,
1993-06-17,15.33,,
1993-06-18,15.17,,
1993-06-21,15.08,,
1993-06-22,15.17,,
1993-06-23,14.92,,
1993-06-24,14.92,,
1993-06-25,14.58,,
1993-06-28,14.67,,
1993-06-29,14.5,,
1993-06-30,14.67,,
1993-07-01,14.5,,
1993-07-02,14.58,,
1993-07-06,14.67,,
1993-07-07,14.08,,
1993-07-08,14.17,,
1993-07-09,14.08,,
1993-07-12,13.92,,
1993-07-13,14.08,,
1993-07-14,14.0,,
1993-07-15,14.0,,
1993-07-16,13.92,,
1993-07-19,13.92,,
1993-07-20,13.83,,
1993-07-21,13.5,,
1993-07-22,13.42,,
1993-07-23,13.08,,
1993-07-26,13.0,,
1993-07-27,13.0,,
1993-07-28,13.25,,
1993-07-29,13.58,,
1993-07-30,13.75,,
1993-08-02,13.67,,
1993-08-03,13.67,,
1993-08-04,13.42,,
1993-08-05,13.42,,
1993-08-06,13.58,,
1993-08-09,13.75,,
1993-08-10,13.75,,
1993-08-11,13.83,,
1993-08-12,13.67,,
1993-08-13,13.83,,
1993-08-16,13.83,,
1993-08-17,14.0,,
1993-08-18,14.08,,
1993-08-19,14.58,,
1993-08-20,14.5,,
1993-08-23,14.25,,
1993-08-24,14.25,,
1993-08-25,14.08,,
1993-08-26,14.0,,
1993-08-27,14.17,,
1993-08-30,14.42,,
1993-08-31,14.58,,
1993-09-01,14.5,,
1993-09-02,14.58,,
1993-09-03,14.42,,
1993-09-07,14.42,,
1993-09-08,14.33,,
1993-09-09,14.25,,
1993-09-10,14.25,,
1993-09-13,14.25,,
1993-09-14,14.25,,
1993-09-15,14.33,,
1993-09-16,13.83,,
1993-09-17,13.67,,
1993-09-20,13.75,,
1993-09-21,13.67,,
1993-09-22,13.5,,
1993-09-23,13.5,,
1993-09-24,13.5,,
1993-09-27,13.42,,
1993-09-28,13.75,,
1993-09-29,14.17,,
1993-09-30,14.25,,
1993-10-01,14.25,,
1993-10-04,14.17,,
1993-10-05,14.17,,
1993-10-06,14.58,,
1993-10-07,14.42,,
1993-10-08,14.25,,
1993-10-11,14.5,,
1993-10-12,14.25,,
1993-10-13,14.25,,
1993-10-14,14.33,,
1993-10-15,14.75,,
1993-10-18,15.67,,
1993-10-19,15.5,,
1993-10-20,15.42,,
1993-10-21,15.58,,
1993-10-22,15.25,,
1993-10-25,15.33,,
1993-10-26,15.25,,
1993-10-27,15.42,,
1993-10-28,15.67,,
1993-10-29,15.42,,
1993-11-01,15.67,,
1993-11-02,15.5,,
1993-11-03,15.25,,
1993-11-04,15.25,,
1993-11-05,15.33,,
1993-11-08,15.42,,
1993-11-09,15.92,,
1993-11-10,15.83,,
1993-11-11,15.42,,
1993-11-12,15.17,,
1993-11-15,15.17,,
1993-11-16,15.25,,
1993-11-17,15.33,,
1993-11-18,15.25,,
1993-11-19,15.5,,
1993-11-22,15.25,,
1993-11-23,15.83,,
1993-11-24,16.0,,
1993-11-26,15.83,,
1993-11-29,15.83,,
1993-11-30,15.83,,
1993-12-01,15.92,,
1993-12-02,15.92,,
1993-12-03,15.92,,
1993-12-06,15.92,,
1993-12-07,15.92,,
1993-12-08,16.0,,
1993-12-09,16.0,,
1993-12-10,15.83,,
1993-12-13,15.92,,
1993-12-14,15.92,,
1993-12-15,16.0,,
1993-12-16,16.0,,
1993-12-17,15.92,,
1993-12-20,16.08,,
1993-12-21,15.83,,
1993-12-22,15.83,,
1993-12-23,15.83,,
1993-12-27,15.83,,
1993-12-28,15.75,,
1993-12-29,15.83,,
1993-12-30,15.92,,
1993-12-31,16.0,,
1994-01-03,16.0,,
1994-01-04,16.5,,
1994-01-05,16.08,,
1994-01-06,16.5,,
1994-01-07,16.33,,
1994-01-10,16.33,,
1994-01-11,16.17,,
1994-01-12,16.17,,
1994-01-13,16.17,,
1994-01-14,16.17,,
1994-01-17,15.92,,
1994-01-18,15.83,,
1994-01-19,15.75,,
1994-01-20,15.83,,
1994-01-21,15.42,,
1994-01-24,15.42,,
1994-01-25,15.5,,
1994-01-26,15.42,,
1994-01-27,15.5,,
1994-01-28,15.58,,
1994-01-31,15.25,,
1994-02-01,15.17,,
1994-02-02,15.0,,
1994-02-03,14.58,,
1994-02-04,14.58,,
1994-02-07,14.5,,
1994-02-08,14.5,,
1994-02-09,14.5,,
1994-02-10,14.5,,
1994-02-11,14.5,,
1994-02-14,14.58,,
1994-02-15,15.0,,
1994-02-16,14.75,,
1994-02-17,14.67,,
1994-02-18,14.67,,
1994-02-22,14.58,,
1994-02-23,14.58,,
1994-02-24,14.33,,
1994-02-25,14.17,,
1994-02-28,14.33,,
1994-03-01,14.83,,
1994-03-02,14.33,,
1994-03-03,13.83,,
1994-03-04,13.75,,
1994-03-07,13.83,,
1994-03-08,13.67,,
1994-03-09,13.67,,
1994-03-10,13.67,,
1994-03-11,13.67,,
1994-03-14,13.58,,
1994-03-15,13.33,,
1994-03-16,13.5,,
1994-03-17,13.5,,
1994-03-18,13.42,,
1994-03-21,13.17,,
1994-03-22,12.5,,
1994-03-23,13.42,,
1994-03-24,13.25,,
1994-03-25,13.58,,
1994-03-28,13.42,,
1994-03-29,13.42,,
1994-03-30,13.08,,
1994-03-31,13.17,,
1994-04-04,13.0,,
1994-04-05,13.0,,
1994-04-06,12.83,,
1994-04-07,12.83,,
1994-04-08,12.83,,
1994-04-11,12.67,,
1994-04-12,13.08,,
1994-04-13,13.08,,
1994-04-14,13.0,,
1994-04-15,13.17,,
1994-04-18,13.17,,
1994-04-19,13.5,,
1994-04-20,13.54,,
1994-04-21,13.75,,
1994-04-22,13.75,,
1994-04-25,13.75,,
1994-04-26,13.33,,
1994-04-28,13.0,,
1994-04-29,13.0,,
1994-05-02,13.33,,
1994-05-03,13.08,,
1994-05-04,13.17,,
1994-05-05,13.17,,
1994-05-06,13.08,,
1994-05-09,12.96,,
1994-05-10,13.42,,
1994-05-11,13.42,,
1994-05-12,13.42,,
1994-05-13,13.67,,
1994-05-16,13.83,,
1994-05-17,14.17,,
1994-05-18,14.83,,
1994-05-19,14.71,,
1994-05-20,14.42,,
1994-05-23,14.5,,
1994-05-24,14.33,,
1994-05-25,14.33,,
1994-05-26,14.42,,
1994-05-27,14.42,,
1994-05-31,14.38,,
1994-06-01,14.25,,
1994-06-02,14.42,,
1994-06-03,14.5,,
1994-06-06,15.17,,
1994-06-07,15.17,,
1994-06-08,15.33,,
1994-06-09,15.33,,
1994-06-10,15.17,,
1994-06-13,15.33,,
1994-06-14,15.17,,
1994-06-15,15.17,,
1994-06-16,15.17,,
1994-06-17,14.83,,
1994-06-20,14.58,,
1994-06-21,14.58,,
1994-06-22,15.08,,
1994-06-23,15.08,,
1994-06-24,15.25,,
1994-06-27,15.42,,
1994-06-28,15.46,,
1994-06-29,15.5,,
1994-06-30,15.58,,
1994-07-01,15.63,,
1994-07-05,15.67,,
1994-07-06,15.67,,
1994-07-07,15.92,,
1994-07-08,15.88,,
1994-07-11,15.75,,
1994-07-12,15.92,,
1994-07-13,16.0,,
1994-07-14,16.0,,
1994-07-15,15.83,,
1994-07-18,15.83,,
1994-07-19,15.83,,
1994-07-20,16.33,,
1994-07-21,16.0,,
1994-07-22,15.83,,
1994-07-25,15.83,,
1994-07-26,15.83,,
1994-07-27,15.92,,
1994-07-28,15.92,,
1994-07-29,16.08,,
1994-08-01,15.42,,
1994-08-02,15.42,,
1994-08-03,15.75,,
1994-08-04,15.96,,
1994-08-05,16.0,,
1994-08-08,16.0,,
1994-08-09,15.92,,
1994-08-10,15.92,,
1994-08-11,15.96,,
1994-08-12,16.08,,
1994-08-15,16.08,,
1994-08-16,15.92,,
1994-08-17,15.75,,
1994-08-18,15.83,,
1994-08-19,15.83,,
1994-08-22,15.75,,
1994-08-23,16.17,,
1994-08-24,15.92,,
1994-08-25,15.92,,
1994-08-26,15.92,,
1994-08-29,15.92,,
1994-08-30,16.0,,
1994-08-31,16.17,,
1994-09-01,16.17,,
1994-09-02,16.17,,
1994-09-06,16.33,,
1994-09-07,16.25,,
1994-09-08,16.29,,
1994-09-09,16.25,,
1994-09-12,16.08,,
1994-09-13,16.17,,
1994-09-14,16.42,,
1994-09-15,16.5,,
1994-09-16,16.58,,
1994-09-19,16.42,,
1994-09-20,16.33,,
1994-09-21,16.25,,
1994-09-22,16.25,,
1994-09-23,16.08,,
1994-09-26,16.0,,
1994-09-27,16.0,,
1994-09-28,16.08,,
1994-09-29,15.92,,
1994-09-30,16.0,,
1994-10-03,15.92,,
1994-10-04,15.83,,
1994-10-05,15.83,,
1994-10-06,15.92,,
1994-10-07,15.75,,
1994-10-10,15.83,,
1994-10-11,15.67,,
1994-10-12,15.75,,
1994-10-13,15.88,,
1994-10-14,15.92,,
1994-10-17,16.08,,
1994-10-18,15.75,,
1994-10-19,15.92,,
1994-10-20,16.08,,
1994-10-21,15.63,,
1994-10-24,15.75,,
1994-10-25,15.75,,
1994-10-26,15.83,,
1994-10-27,16.0,,
1994-10-28,16.0,,
1994-10-31,15.5,,
1994-11-01,15.33,,
1994-11-02,15.42,,
1994-11-03,15.33,,
1994-11-04,14.92,,
1994-11-07,15.0,,
1994-11-08,15.5,,
1994-11-09,15.42,,
1994-11-10,15.58,,
1994-11-11,15.42,,
1994-11-14,15.42,,
1994-11-15,15.25,,
1994-11-16,15.08,,
1994-11-17,15.33,,
1994-11-18,15.33,,
1994-11-21,15.33,,
1994-11-22,15.17,,
1994-11-23,15.08,,
1994-11-25,15.25,,
1994-11-28,15.33,,
1994-11-29,15.13,,
1994-11-30,15.17,,
1994-12-01,14.83,,
1994-12-02,15.25,,
1994-12-05,15.17,,
1994-12-06,14.92,,
1994-12-07,15.08,,
1994-12-08,14.92,,
1994-12-09,15.08,,
1994-12-12,14.42,,
1994-12-13,14.42,,
1994-12-14,14.67,,
1994-12-15,14.67,,
1994-12-16,14.42,,
1994-12-19,13.92,,
1994-12-20,14.08,,
1994-12-21,14.17,,
1994-12-22,14.08,,
1994-12-23,14.04,,
1994-12-27,13.92,,
1994-12-28,13.92,,
1994-12-29,14.08,,
1994-12-30,14.17,,
1995-01-03,13.83,,
1995-01-04,14.0,,
1995-01-05,14.33,,
1995-01-06,14.42,,
1995-01-09,14.25,,
1995-01-10,14.04,,
1995-01-11,14.0,,
1995-01-12,14.08,,
1995-01-13,14.33,,
1995-01-16,14.5,,
1995-01-17,15.0,,
1995-01-18,14.75,,
1995-01-19,14.92,,
1995-01-20,14.71,,
1995-01-23,15.0,,
1995-01-24,15.17,,
1995-01-25,15.08,,
1995-01-26,15.0,,
1995-01-27,15.17,,
1995-01-30,15.33,,
1995-01-31,16.08,,
1995-02-01,15.83,,
1995-02-02,15.67,,
1995-02-03,16.0,,
1995-02-06,16.33,,
1995-02-07,16.38,,
1995-02-08,16.25,,
1995-02-09,15.92,,
1995-02-10,16.17,,
1995-02-13,16.0,,
1995-02-14,15.83,,
1995-02-15,16.08,,
1995-02-16,16.08,,
1995-02-17,16.17,,
1995-02-21,16.63,,
1995-02-22,16.67,,
1995-02-23,16.58,,
1995-02-24,16.25,,
1995-02-27,16.25,,
1995-02-28,16.42,,
1995-03-01,16.25,,
1995-03-02,16.0,,
1995-03-03,16.67,,
1995-03-06,16.58,,
1995-03-07,16.17,,
1995-03-08,16.33,,
1995-03-09,16.33,,
1995-03-10,16.42,,
1995-03-13,16.33,,
1995-03-14,16.42,,
1995-03-15,16.25,,
1995-03-16,16.5,,
1995-03-17,16.33,,
1995-03-20,16.33,,
1995-03-21,16.58,,
1995-03-22,16.58,,
1995-03-23,16.58,,
1995-03-24,16.5,,
1995-03-27,16.5,,
1995-03-28,16.46,,
1995-03-29,16.17,,
1995-03-30,16.08,,
1995-03-31,16.08,,
1995-04-03,15.58,,
1995-04-04,15.33,,
1995-04-05,15.33,,
1995-04-06,15.75,,
1995-04-07,15.92,,
1995-04-10,16.0,,
1995-04-11,15.75,,
1995-04-12,15.92,,
1995-04-13,15.83,,
1995-04-17,15.75,,
1995-04-18,15.67,,
1995-04-19,15.5,,
1995-04-20,15.67,,
1995-04-21,15.67,,
1995-04-24,15.75,,
1995-04-25,15.83,,
1995-04-26,15.75,,
1995-04-27,15.67,,
1995-04-28,15.83,,
1995-05-01,15.33,,
1995-05-02,15.42,,
1995-05-03,16.08,,
1995-05-04,16.25,,
1995-05-05,16.17,,
1995-05-08,16.58,,
1995-05-09,16.58,,
1995-05-10,16.38,,
1995-05-11,16.17,,
1995-05-12,16.17,,
1995-05-15,16.08,,
1995-05-16,15.92,,
1995-05-17,16.08,,
1995-05-18,15.67,,
1995-05-19,15.58,,
1995-05-22,15.92,,
1995-05-23,15.58,,
1995-05-24,15.5,,
1995-05-25,15.42,,
1995-05-26,15.33,,
1995-05-30,15.5,,
1995-05-31,14.92,,
1995-06-01,14.5,,
1995-06-02,14.5,,
1995-06-05,14.54,,
1995-06-06,15.08,,
1995-06-07,15.17,,
1995-06-08,15.92,,
1995-06-09,15.58,,
1995-06-12,15.5,,
1995-06-13,15.75,,
1995-06-14,15.5,,
1995-06-15,15.17,,
1995-06-16,15.5,,
1995-06-19,15.75,,
1995-06-20,15.58,,
1995-06-21,15.42,,
1995-06-22,15.42,,
1995-06-23,15.42,,
1995-06-26,15.25,,
1995-06-27,15.25,,
1995-06-28,15.25,,
1995-06-29,15.33,,
1995-06-30,15.42,,
1995-07-03,15.33,,
1995-07-05,15.33,,
1995-07-06,15.42,,
1995-07-07,15.58,,
1995-07-10,15.5,,
1995-07-11,15.33,,
1995-07-12,15.5,,
1995-07-13,15.17,,
1995-07-14,15.33,,
1995-07-17,15.25,,
1995-07-18,15.25,,
1995-07-19,15.17,,
1995-07-20,15.25,,
1995-07-21,15.25,,
1995-07-24,15.58,,
1995-07-25,15.67,,
1995-07-26,15.67,,
1995-07-27,16.17,,
1995-07-28,16.42,,
1995-07-31,16.54,,
1995-08-01,16.67,,
1995-08-02,16.63,,
1995-08-03,16.67,,
1995-08-04,16.67,,
1995-08-07,17.0,,
1995-08-08,17.08,,
1995-08-09,17.13,,
1995-08-10,17.08,,
1995-08-11,17.17,,
1995-08-14,17.17,,
1995-08-15,16.83,,
1995-08-16,17.17,,
1995-08-17,17.42,,
1995-08-18,17.17,,
1995-08-21,17.0,,
1995-08-22,16.92,,
1995-08-23,17.08,,
1995-08-24,17.0,,
1995-08-25,16.92,,
1995-08-28,16.96,,
1995-08-29,17.08,,
1995-08-30,17.17,,
1995-08-31,17.17,,
1995-09-01,17.0,,
1995-09-05,17.17,,
1995-09-06,17.33,,
1995-09-07,17.33,,
1995-09-08,17.17,,
1995-09-11,17.42,,
1995-09-12,17.33,,
1995-09-13,17.5,,
1995-09-14,18.13,,
1995-09-15,18.17,,
1995-09-18,17.92,,
1995-09-19,17.79,,
1995-09-20,17.75,,
1995-09-21,17.75,,
1995-09-22,17.75,,
1995-09-25,17.42,,
1995-09-26,17.42,,
1995-09-27,17.38,,
1995-09-28,17.67,,
1995-09-29,17.92,,
1995-10-02,17.08,,
1995-10-03,17.25,,
1995-10-04,17.0,,
1995-10-05,17.08,,
1995-10-06,17.33,,
1995-10-09,17.0,,
1995-10-10,16.5,,
1995-10-11,16.67,,
1995-10-12,16.58,,
1995-10-13,16.58,,
1995-10-16,16.83,,
1995-10-17,17.0,,
1995-10-18,17.08,,
1995-10-19,17.42,,
1995-10-20,17.58,,
1995-10-23,17.42,,
1995-10-24,17.08,,
1995-10-25,16.25,,
1995-10-26,15.92,,
1995-10-27,16.17,,
1995-10-30,16.0,,
1995-10-31,15.92,,
1995-11-01,16.0,,
1995-11-02,16.42,,
1995-11-03,16.83,,
1995-11-06,16.75,,
1995-11-07,16.83,,
1995-11-08,16.75,,
1995-11-09,16.83,,
1995-11-10,16.42,,
1995-11-13,15.75,,
1995-11-14,15.25,,
1995-11-15,15.67,,
1995-11-16,15.5,,
1995-11-17,15.5,,
1995-11-20,15.17,,
1995-11-21,15.33,,
1995-11-22,15.17,,
1995-11-24,15.67,,
1995-11-27,16.17,,
1995-11-28,16.08,,
1995-11-29,16.0,,
1995-11-30,15.83,,
1995-12-01,16.17,,
1995-12-04,16.42,,
1995-12-05,16.17,,
1995-12-06,16.25,,
1995-12-07,16.17,,
1995-12-08,16.42,,
1995-12-11,16.08,,
1995-12-12,16.08,,
1995-12-13,16.33,,
1995-12-14,16.25,,
1995-12-15,16.58,,
1995-12-18,16.5,,
1995-12-19,16.5,,
1995-12-20,16.58,,
1995-12-21,17.17,,
1995-12-22,17.33,,
1995-12-26,17.25,,
1995-12-27,17.42,,
1995-12-28,17.25,,
1995-12-29,17.42,,
1996-01-02,17.33,,
1996-01-03,17.17,,
1996-01-04,16.83,,
1996-01-05,16.67,,
1996-01-08,16.71,,
1996-01-09,16.58,,
1996-01-10,17.17,,
1996-01-11,16.67,,
1996-01-12,15.92,,
1996-01-15,15.75,,
1996-01-16,15.75,,
1996-01-17,16.0,,
1996-01-18,16.08,,
1996-01-19,16.25,,
1996-01-22,16.5,,
1996-01-23,16.25,,
1996-01-24,16.58,,
1996-01-25,16.42,,
1996-01-26,16.58,,
1996-01-29,16.0,,
1996-01-30,16.67,,
1996-01-31,17.33,,
1996-02-01,17.08,,
1996-02-02,16.58,,
1996-02-05,16.42,,
1996-02-06,16.25,,
1996-02-07,16.0,,
1996-02-08,16.25,,
1996-02-09,16.33,,
1996-02-12,16.67,,
1996-02-13,16.75,,
1996-02-14,16.83,,
1996-02-15,16.96,,
1996-02-16,17.25,,
1996-02-20,17.08,,
1996-02-21,15.33,,
1996-02-22,15.75,,
1996-02-23,15.67,,
1996-02-26,15.83,,
1996-02-27,15.83,,
1996-02-28,15.0,,
1996-02-29,15.0,,
1996-03-01,15.0,,
1996-03-04,14.0,,
1996-03-05,14.83,,
1996-03-06,15.17,,
1996-03-07,14.67,,
1996-03-08,14.67,,
1996-03-11,14.92,,
1996-03-12,14.58,,
1996-03-13,14.92,,
1996-03-14,14.75,,
1996-03-15,15.0,,
1996-03-18,15.08,,
1996-03-19,14.92,,
1996-03-20,14.67,,
1996-03-21,14.67,,
1996-03-22,15.0,,
1996-03-25,15.5,,
1996-03-26,16.17,,
1996-03-27,15.58,,
1996-03-28,15.08,,
1996-03-29,15.5,,
1996-04-01,15.25,,
1996-04-02,15.25,,
1996-04-03,15.0,,
1996-04-04,15.25,,
