date,LEG,LEG_EPS,PE Ratio
1980-12-04,0.5,0.08,6.25
1980-12-05,0.51,0.08,6.375
1980-12-08,0.5,0.08,6.25
1980-12-09,0.52,0.08,6.5
1980-12-10,0.51,0.08,6.375
1980-12-11,0.51,0.08,6.375
1980-12-12,0.51,0.08,6.375
1980-12-15,0.5,0.08,6.25
1980-12-16,0.5,0.08,6.25
1980-12-17,0.5,0.08,6.25
1980-12-18,0.5,0.08,6.25
1980-12-19,0.5,0.08,6.25
1980-12-22,0.5,0.08,6.25
1980-12-23,0.5,0.08,6.25
1980-12-24,0.5,0.08,6.25
1980-12-26,0.5,0.08,6.25
1980-12-29,0.5,0.08,6.25
1980-12-30,0.5,0.08,6.25
1980-12-31,0.51,0.08,6.375
1981-01-02,0.51,0.08,6.375
1981-01-05,0.52,0.08,6.5
1981-01-06,0.52,0.08,6.5
1981-01-07,0.52,0.08,6.5
1981-01-08,0.52,0.08,6.5
1981-01-09,0.52,0.08,6.5
1981-01-12,0.51,0.08,6.375
1981-01-13,0.52,0.08,6.5
1981-01-14,0.52,0.08,6.5
1981-01-15,0.51,0.08,6.375
1981-01-16,0.51,0.08,6.375
1981-01-19,0.52,0.08,6.5
1981-01-20,0.52,0.08,6.5
1981-01-21,0.51,0.08,6.375
1981-01-22,0.51,0.08,6.375
1981-01-23,0.51,0.08,6.375
1981-01-26,0.52,0.08,6.5
1981-01-27,0.52,0.08,6.5
1981-01-28,0.52,0.08,6.5
1981-01-29,0.53,0.08,6.625
1981-01-30,0.53,0.08,6.625
1981-02-02,0.54,0.08,6.75
1981-02-03,0.54,0.08,6.75
1981-02-04,0.53,0.08,6.625
1981-02-05,0.54,0.08,6.75
1981-02-06,0.54,0.08,6.75
1981-02-09,0.54,0.08,6.75
1981-02-10,0.54,0.08,6.75
1981-02-11,0.56,0.08,7.000000000000001
1981-02-12,0.57,0.08,7.124999999999999
1981-02-13,0.57,0.08,7.124999999999999
1981-02-17,0.57,0.08,7.124999999999999
1981-02-18,0.57,0.08,7.124999999999999
1981-02-19,0.57,0.08,7.124999999999999
1981-02-20,0.57,0.08,7.124999999999999
1981-02-23,0.58,0.08,7.249999999999999
1981-02-24,0.58,0.08,7.249999999999999
1981-02-25,0.58,0.08,7.249999999999999
1981-02-26,0.58,0.08,7.249999999999999
1981-02-27,0.58,0.08,7.249999999999999
1981-03-02,0.59,0.08,7.374999999999999
1981-03-03,0.59,0.08,7.374999999999999
1981-03-04,0.61,0.08,7.625
1981-03-05,0.61,0.08,7.625
1981-03-06,0.62,0.08,7.75
1981-03-09,0.6,0.08,7.5
1981-03-10,0.6,0.08,7.5
1981-03-11,0.6,0.08,7.5
1981-03-12,0.61,0.08,7.625
1981-03-13,0.6,0.08,7.5
1981-03-16,0.61,0.08,7.625
1981-03-17,0.63,0.08,7.875
1981-03-18,0.63,0.08,7.875
1981-03-19,0.64,0.08,8.0
1981-03-20,0.67,0.08,8.375
1981-03-23,0.69,0.08,8.625
1981-03-24,0.72,0.08,9.0
1981-03-25,0.72,0.08,9.0
1981-03-26,0.71,0.08,8.875
1981-03-27,0.71,0.08,8.875
1981-03-30,0.72,0.08,9.0
1981-03-31,0.71,0.08,8.875
1981-04-01,0.71,0.08,8.875
1981-04-02,0.71,0.08,8.875
1981-04-03,0.71,0.08,8.875
1981-04-06,0.7,0.08,8.75
1981-04-07,0.67,0.08,8.375
1981-04-08,0.66,0.08,8.25
1981-04-09,0.66,0.08,8.25
1981-04-10,0.7,0.08,8.75
1981-04-13,0.7,0.08,8.75
1981-04-14,0.72,0.08,9.0
1981-04-15,0.72,0.08,9.0
1981-04-16,0.72,0.08,9.0
1981-04-20,0.7,0.08,8.75
1981-04-21,0.71,0.08,8.875
1981-04-22,0.71,0.08,8.875
1981-04-23,0.71,0.08,8.875
1981-04-24,0.72,0.08,9.0
1981-04-27,0.73,0.08,9.125
1981-04-28,0.74,0.08,9.25
1981-04-29,0.74,0.08,9.25
1981-04-30,0.77,0.08,9.625
1981-05-01,0.76,0.08,9.5
1981-05-04,0.76,0.08,9.5
1981-05-05,0.75,0.08,9.375
1981-05-06,0.76,0.08,9.5
1981-05-07,0.77,0.08,9.625
1981-05-08,0.76,0.08,9.5
1981-05-11,0.75,0.08,9.375
1981-05-12,0.75,0.08,9.375
1981-05-13,0.75,0.08,9.375
1981-05-14,0.75,0.08,9.375
1981-05-15,0.76,0.08,9.5
1981-05-18,0.76,0.08,9.5
1981-05-19,0.76,0.08,9.5
1981-05-20,0.76,0.08,9.5
1981-05-21,0.76,0.08,9.5
1981-05-22,0.75,0.08,9.375
1981-05-26,0.76,0.08,9.5
1981-05-27,0.75,0.08,9.375
1981-05-28,0.76,0.08,9.5
1981-05-29,0.77,0.08,9.625
1981-06-01,0.76,0.08,9.5
1981-06-02,0.77,0.08,9.625
1981-06-03,0.77,0.08,9.625
1981-06-04,0.79,0.08,9.875
1981-06-05,0.78,0.08,9.75
1981-06-08,0.78,0.08,9.75
1981-06-09,0.8,0.08,10.0
1981-06-10,0.8,0.08,10.0
1981-06-11,0.83,0.08,10.375
1981-06-12,0.83,0.08,10.375
1981-06-15,0.83,0.08,10.375
1981-06-16,0.83,0.08,10.375
1981-06-17,0.84,0.08,10.5
1981-06-18,0.84,0.08,10.5
1981-06-19,0.85,0.08,10.625
1981-06-22,0.86,0.08,10.75
1981-06-23,0.86,0.08,10.75
1981-06-24,0.9,0.08,11.25
1981-06-25,0.97,0.08,12.125
1981-06-26,0.93,0.08,11.625
1981-06-29,0.95,0.08,11.875
1981-06-30,0.98,0.08,12.25
1981-07-01,0.98,0.08,12.25
1981-07-02,0.98,0.08,12.25
1981-07-06,0.97,0.08,12.125
1981-07-07,0.94,0.08,11.749999999999998
1981-07-08,0.94,0.08,11.749999999999998
1981-07-09,0.92,0.08,11.5
1981-07-10,0.8,0.08,10.0
1981-07-13,0.75,0.08,9.375
1981-07-14,0.75,0.08,9.375
1981-07-15,0.79,0.08,9.875
1981-07-16,0.83,0.08,10.375
1981-07-17,0.83,0.08,10.375
1981-07-20,0.82,0.08,10.25
1981-07-21,0.8,0.08,10.0
1981-07-22,0.8,0.08,10.0
1981-07-23,0.77,0.08,9.625
1981-07-24,0.79,0.08,9.875
1981-07-27,0.8,0.08,10.0
1981-07-28,0.81,0.08,10.125
1981-07-29,0.77,0.08,9.625
1981-07-30,0.77,0.08,9.625
1981-07-31,0.79,0.08,9.875
1981-08-03,0.8,0.08,10.0
1981-08-04,0.8,0.08,10.0
1981-08-05,0.81,0.08,10.125
1981-08-06,0.83,0.08,10.375
1981-08-07,0.84,0.08,10.5
1981-08-10,0.81,0.08,10.125
1981-08-11,0.81,0.08,10.125
1981-08-12,0.81,0.08,10.125
1981-08-13,0.79,0.08,9.875
1981-08-14,0.8,0.08,10.0
1981-08-17,0.82,0.08,10.25
1981-08-18,0.84,0.08,10.5
1981-08-19,0.85,0.08,10.625
1981-08-20,0.88,0.08,11.0
1981-08-21,0.89,0.08,11.125
1981-08-24,0.86,0.08,10.75
1981-08-25,0.86,0.08,10.75
1981-08-26,0.85,0.08,10.625
1981-08-27,0.85,0.08,10.625
1981-08-28,0.85,0.08,10.625
1981-08-31,0.85,0.08,10.625
1981-09-01,0.85,0.08,10.625
1981-09-02,0.85,0.08,10.625
1981-09-03,0.85,0.08,10.625
1981-09-04,0.84,0.08,10.5
1981-09-08,0.84,0.08,10.5
1981-09-09,0.81,0.08,10.125
1981-09-10,0.81,0.08,10.125
1981-09-11,0.81,0.08,10.125
1981-09-14,0.82,0.08,10.25
1981-09-15,0.8,0.08,10.0
1981-09-16,0.8,0.08,10.0
1981-09-17,0.8,0.08,10.0
1981-09-18,0.77,0.08,9.625
1981-09-21,0.76,0.08,9.5
1981-09-22,0.77,0.08,9.625
1981-09-23,0.76,0.08,9.5
1981-09-24,0.75,0.08,9.375
1981-09-25,0.73,0.08,9.125
1981-09-28,0.73,0.08,9.125
1981-09-29,0.74,0.08,9.25
1981-09-30,0.74,0.08,9.25
1981-10-01,0.74,0.08,9.25
1981-10-02,0.77,0.08,9.625
1981-10-05,0.79,0.08,9.875
1981-10-06,0.79,0.08,9.875
1981-10-07,0.79,0.08,9.875
1981-10-08,0.79,0.08,9.875
1981-10-09,0.79,0.08,9.875
1981-10-12,0.78,0.08,9.75
1981-10-13,0.78,0.08,9.75
1981-10-14,0.78,0.08,9.75
1981-10-15,0.78,0.08,9.75
1981-10-16,0.78,0.08,9.75
1981-10-19,0.79,0.08,9.875
1981-10-20,0.79,0.08,9.875
1981-10-21,0.79,0.08,9.875
1981-10-22,0.79,0.08,9.875
1981-10-23,0.79,0.08,9.875
1981-10-26,0.79,0.08,9.875
1981-10-27,0.82,0.08,10.25
1981-10-28,0.83,0.08,10.375
1981-10-29,0.84,0.08,10.5
1981-10-30,0.83,0.08,10.375
1981-11-02,0.82,0.08,10.25
1981-11-03,0.83,0.08,10.375
1981-11-04,0.83,0.08,10.375
1981-11-05,0.81,0.08,10.125
1981-11-06,0.79,0.08,9.875
1981-11-09,0.8,0.08,10.0
1981-11-10,0.81,0.08,10.125
1981-11-11,0.81,0.08,10.125
1981-11-12,0.81,0.08,10.125
1981-11-13,0.8,0.08,10.0
1981-11-16,0.79,0.08,9.875
1981-11-17,0.8,0.08,10.0
1981-11-18,0.79,0.08,9.875
1981-11-19,0.82,0.08,10.25
1981-11-20,0.88,0.08,11.0
1981-11-23,0.92,0.08,11.5
1981-11-24,0.89,0.08,11.125
1981-11-25,0.94,0.08,11.749999999999998
1981-11-27,1.02,0.08,12.75
1981-11-30,1.05,0.08,13.125
1981-12-01,1.04,0.08,13.0
1981-12-02,0.99,0.08,12.375
1981-12-03,0.98,0.08,12.25
1981-12-04,0.98,0.08,12.25
1981-12-07,0.99,0.08,12.375
1981-12-08,0.97,0.08,12.125
1981-12-09,0.98,0.08,12.25
1981-12-10,1.01,0.08,12.625
1981-12-11,1.01,0.08,12.625
1981-12-14,0.97,0.08,12.125
1981-12-15,0.99,0.08,12.375
1981-12-16,0.99,0.08,12.375
1981-12-17,0.97,0.08,12.125
1981-12-18,0.96,0.08,12.0
1981-12-21,0.96,0.08,12.0
1981-12-22,0.94,0.08,11.749999999999998
1981-12-23,0.92,0.08,11.5
1981-12-24,0.92,0.08,11.5
1981-12-28,0.93,0.08,11.625
1981-12-29,0.94,0.08,11.749999999999998
1981-12-30,0.92,0.08,11.5
1981-12-31,0.92,0.08,11.5
1982-01-04,0.93,0.08,11.625
1982-01-05,0.91,0.08,11.375
1982-01-06,0.91,0.08,11.375
1982-01-07,0.9,0.08,11.25
1982-01-08,0.9,0.08,11.25
1982-01-11,0.88,0.08,11.0
1982-01-12,0.91,0.08,11.375
1982-01-13,0.9,0.08,11.25
1982-01-14,0.9,0.08,11.25
1982-01-15,0.9,0.08,11.25
1982-01-18,0.89,0.08,11.125
1982-01-19,0.88,0.08,11.0
1982-01-20,0.89,0.08,11.125
1982-01-21,0.89,0.08,11.125
1982-01-22,0.86,0.08,10.75
1982-01-25,0.83,0.08,10.375
1982-01-26,0.81,0.08,10.125
1982-01-27,0.8,0.08,10.0
1982-01-28,0.84,0.08,10.5
1982-01-29,0.91,0.08,11.375
1982-02-01,0.92,0.08,11.5
1982-02-02,0.93,0.08,11.625
1982-02-03,0.93,0.08,11.625
1982-02-04,0.91,0.08,11.375
1982-02-05,0.91,0.08,11.375
1982-02-08,0.91,0.08,11.375
1982-02-09,0.93,0.08,11.625
1982-02-10,0.93,0.08,11.625
1982-02-11,0.91,0.08,11.375
1982-02-12,0.92,0.08,11.5
1982-02-16,0.93,0.08,11.625
1982-02-17,0.92,0.08,11.5
1982-02-18,0.92,0.08,11.5
1982-02-19,0.92,0.08,11.5
1982-02-22,0.89,0.08,11.125
1982-02-23,0.88,0.08,11.0
1982-02-24,0.87,0.08,10.875
1982-02-25,0.82,0.08,10.25
1982-02-26,0.81,0.08,10.125
1982-03-01,0.79,0.08,9.875
1982-03-02,0.79,0.08,9.875
1982-03-03,0.79,0.08,9.875
1982-03-04,0.78,0.08,9.75
1982-03-05,0.73,0.08,9.125
1982-03-08,0.7,0.08,8.75
1982-03-09,0.67,0.08,8.375
1982-03-10,0.65,0.08,8.125
1982-03-11,0.65,0.08,8.125
1982-03-12,0.67,0.08,8.375
1982-03-15,0.65,0.08,8.125
1982-03-16,0.66,0.08,8.25
1982-03-17,0.66,0.08,8.25
1982-03-18,0.66,0.08,8.25
1982-03-19,0.66,0.08,8.25
1982-03-22,0.67,0.08,8.375
1982-03-23,0.68,0.08,8.5
1982-03-24,0.68,0.08,8.5
1982-03-25,0.67,0.08,8.375
1982-03-26,0.67,0.08,8.375
1982-03-29,0.66,0.08,8.25
1982-03-30,0.67,0.08,8.375
1982-03-31,0.67,0.08,8.375
1982-04-01,0.7,0.08,8.75
1982-04-02,0.73,0.08,9.125
1982-04-05,0.68,0.08,8.5
1982-04-06,0.67,0.08,8.375
1982-04-07,0.69,0.08,8.625
1982-04-08,0.7,0.08,8.75
1982-04-12,0.69,0.08,8.625
1982-04-13,0.69,0.08,8.625
1982-04-14,0.7,0.08,8.75
1982-04-15,0.71,0.08,8.875
1982-04-16,0.71,0.08,8.875
1982-04-19,0.71,0.08,8.875
1982-04-20,0.7,0.08,8.75
1982-04-21,0.69,0.08,8.625
1982-04-22,0.7,0.08,8.75
1982-04-23,0.69,0.08,8.625
1982-04-26,0.68,0.08,8.5
1982-04-27,0.69,0.08,8.625
1982-04-28,0.69,0.08,8.625
1982-04-29,0.68,0.08,8.5
1982-04-30,0.67,0.08,8.375
1982-05-03,0.67,0.08,8.375
1982-05-04,0.67,0.08,8.375
1982-05-05,0.66,0.08,8.25
1982-05-06,0.67,0.08,8.375
1982-05-07,0.69,0.08,8.625
1982-05-10,0.67,0.08,8.375
1982-05-11,0.69,0.08,8.625
1982-05-12,0.69,0.08,8.625
1982-05-13,0.69,0.08,8.625
1982-05-14,0.69,0.08,8.625
1982-05-17,0.69,0.08,8.625
1982-05-18,0.7,0.08,8.75
1982-05-19,0.7,0.08,8.75
1982-05-20,0.7,0.08,8.75
1982-05-21,0.69,0.08,8.625
1982-05-24,0.67,0.08,8.375
1982-05-25,0.67,0.08,8.375
1982-05-26,0.65,0.08,8.125
1982-05-27,0.64,0.08,8.0
1982-05-28,0.67,0.08,8.375
1982-06-01,0.67,0.08,8.375
1982-06-02,0.67,0.08,8.375
1982-06-03,0.67,0.08,8.375
1982-06-04,0.67,0.08,8.375
1982-06-07,0.67,0.08,8.375
1982-06-08,0.67,0.08,8.375
1982-06-09,0.67,0.08,8.375
1982-06-10,0.67,0.08,8.375
1982-06-11,0.69,0.08,8.625
1982-06-14,0.7,0.08,8.75
1982-06-15,0.68,0.08,8.5
1982-06-16,0.68,0.08,8.5
1982-06-17,0.67,0.08,8.375
1982-06-18,0.67,0.08,8.375
1982-06-21,0.67,0.08,8.375
1982-06-22,0.68,0.08,8.5
1982-06-23,0.69,0.08,8.625
1982-06-24,0.69,0.08,8.625
1982-06-25,0.71,0.08,8.875
1982-06-28,0.71,0.08,8.875
1982-06-29,0.71,0.08,8.875
1982-06-30,0.73,0.08,9.125
1982-07-01,0.73,0.08,9.125
1982-07-02,0.74,0.08,9.25
1982-07-06,0.73,0.08,9.125
1982-07-07,0.74,0.08,9.25
1982-07-08,0.73,0.08,9.125
1982-07-09,0.75,0.08,9.375
1982-07-12,0.76,0.08,9.5
1982-07-13,0.76,0.08,9.5
1982-07-14,0.77,0.08,9.625
1982-07-15,0.77,0.08,9.625
1982-07-16,0.77,0.08,9.625
1982-07-19,0.78,0.08,9.75
1982-07-20,0.83,0.08,10.375
1982-07-21,0.86,0.08,10.75
1982-07-22,0.85,0.08,10.625
1982-07-23,0.84,0.08,10.5
1982-07-26,0.83,0.08,10.375
1982-07-27,0.83,0.08,10.375
1982-07-28,0.8,0.08,10.0
1982-07-29,0.78,0.08,9.75
1982-07-30,0.77,0.08,9.625
1982-08-02,0.75,0.08,9.375
1982-08-03,0.73,0.08,9.125
1982-08-04,0.69,0.08,8.625
1982-08-05,0.68,0.08,8.5
1982-08-06,0.69,0.08,8.625
1982-08-09,0.66,0.08,8.25
1982-08-10,0.67,0.08,8.375
1982-08-11,0.67,0.08,8.375
1982-08-12,0.68,0.08,8.5
1982-08-13,0.7,0.08,8.75
1982-08-16,0.75,0.08,9.375
1982-08-17,0.78,0.08,9.75
1982-08-18,0.81,0.08,10.125
1982-08-19,0.83,0.08,10.375
1982-08-20,0.82,0.08,10.25
1982-08-23,0.8,0.08,10.0
1982-08-24,0.79,0.08,9.875
1982-08-25,0.8,0.08,10.0
1982-08-26,0.79,0.08,9.875
1982-08-27,0.79,0.08,9.875
1982-08-30,0.79,0.08,9.875
1982-08-31,0.81,0.08,10.125
1982-09-01,0.8,0.08,10.0
1982-09-02,0.8,0.08,10.0
1982-09-03,0.82,0.08,10.25
1982-09-07,0.83,0.08,10.375
1982-09-08,0.82,0.08,10.25
1982-09-09,0.82,0.08,10.25
1982-09-10,0.81,0.08,10.125
1982-09-13,0.82,0.08,10.25
1982-09-14,0.82,0.08,10.25
1982-09-15,0.82,0.08,10.25
1982-09-16,0.81,0.08,10.125
1982-09-17,0.79,0.08,9.875
1982-09-20,0.78,0.08,9.75
1982-09-21,0.79,0.08,9.875
1982-09-22,0.82,0.08,10.25
1982-09-23,0.82,0.08,10.25
1982-09-24,0.85,0.08,10.625
1982-09-27,0.85,0.08,10.625
1982-09-28,0.86,0.08,10.75
1982-09-29,0.86,0.08,10.75
1982-09-30,0.86,0.08,10.75
1982-10-01,0.85,0.08,10.625
1982-10-04,0.85,0.08,10.625
1982-10-05,0.85,0.08,10.625
1982-10-06,0.86,0.08,10.75
1982-10-07,0.88,0.08,11.0
1982-10-08,0.87,0.08,10.875
1982-10-11,0.86,0.08,10.75
1982-10-12,0.86,0.08,10.75
1982-10-13,0.89,0.08,11.125
1982-10-14,0.9,0.08,11.25
1982-10-15,0.91,0.08,11.375
1982-10-18,0.94,0.08,11.749999999999998
1982-10-19,0.96,0.08,12.0
1982-10-20,0.95,0.08,11.875
1982-10-21,0.96,0.08,12.0
1982-10-22,0.96,0.08,12.0
1982-10-25,0.96,0.08,12.0
1982-10-26,0.96,0.08,12.0
1982-10-27,0.98,0.08,12.25
1982-10-28,1.01,0.08,12.625
1982-10-29,1.02,0.08,12.75
1982-11-01,1.04,0.08,13.0
1982-11-02,1.03,0.08,12.875
1982-11-03,1.06,0.08,13.25
1982-11-04,1.1,0.08,13.75
1982-11-05,1.13,0.08,14.124999999999998
1982-11-08,1.08,0.08,13.5
1982-11-09,1.04,0.08,13.0
1982-11-10,1.05,0.08,13.125
1982-11-11,1.06,0.08,13.25
1982-11-12,1.04,0.08,13.0
1982-11-15,1.04,0.08,13.0
1982-11-16,1.03,0.08,12.875
1982-11-17,1.04,0.08,13.0
1982-11-18,1.07,0.08,13.375
1982-11-19,1.07,0.08,13.375
1982-11-22,1.06,0.08,13.25
1982-11-23,1.05,0.08,13.125
1982-11-24,1.04,0.08,13.0
1982-11-26,1.07,0.08,13.375
1982-11-29,1.07,0.08,13.375
1982-11-30,1.11,0.08,13.875000000000002
1982-12-01,1.12,0.08,14.000000000000002
1982-12-02,1.13,0.08,14.124999999999998
1982-12-03,1.16,0.08,14.499999999999998
1982-12-06,1.17,0.08,14.624999999999998
1982-12-07,1.23,0.08,15.375
1982-12-08,1.27,0.08,15.875
1982-12-09,1.24,0.08,15.5
1982-12-10,1.22,0.08,15.25
1982-12-13,1.19,0.08,14.874999999999998
1982-12-14,1.14,0.08,14.249999999999998
1982-12-15,1.1,0.08,13.75
1982-12-16,1.1,0.08,13.75
1982-12-17,1.13,0.08,14.124999999999998
1982-12-20,1.14,0.08,14.249999999999998
1982-12-21,1.11,0.08,13.875000000000002
1982-12-22,1.11,0.08,13.875000000000002
1982-12-23,1.11,0.08,13.875000000000002
1982-12-27,1.11,0.08,13.875000000000002
1982-12-28,1.08,0.08,13.5
1982-12-29,1.07,0.08,13.375
1982-12-30,1.09,0.08,13.625
1982-12-31,1.07,0.08,13.375
1983-01-03,1.07,0.08,13.375
1983-01-04,1.06,0.08,13.25
1983-01-05,1.06,0.08,13.25
1983-01-06,1.08,0.08,13.5
1983-01-07,1.09,0.08,13.625
1983-01-10,1.09,0.08,13.625
1983-01-11,1.11,0.08,13.875000000000002
1983-01-12,1.12,0.08,14.000000000000002
1983-01-13,1.12,0.08,14.000000000000002
1983-01-14,1.13,0.08,14.124999999999998
1983-01-17,1.11,0.08,13.875000000000002
1983-01-18,1.09,0.08,13.625
1983-01-19,1.1,0.08,13.75
1983-01-20,1.11,0.08,13.875000000000002
