date,XOM,XOM_EPS,PE Ratio
1962-08-23,1.64,0.41,4.0
1962-08-24,1.63,0.41,3.975609756097561
1962-08-27,1.63,0.41,3.975609756097561
1962-08-28,1.62,0.41,3.9512195121951224
1962-08-29,1.63,0.41,3.975609756097561
1962-08-30,1.63,0.41,3.975609756097561
1962-08-31,1.63,0.41,3.975609756097561
1962-09-04,1.62,0.41,3.9512195121951224
1962-09-05,1.62,0.41,3.9512195121951224
1962-09-06,1.62,0.41,3.9512195121951224
1962-09-07,1.63,0.41,3.975609756097561
1962-09-10,1.63,0.41,3.975609756097561
1962-09-11,1.63,0.41,3.975609756097561
1962-09-12,1.65,0.41,4.024390243902439
1962-09-13,1.65,0.41,4.024390243902439
1962-09-14,1.65,0.41,4.024390243902439
1962-09-17,1.65,0.41,4.024390243902439
1962-09-18,1.66,0.41,4.048780487804878
1962-09-19,1.66,0.41,4.048780487804878
1962-09-20,1.67,0.41,4.073170731707317
1962-09-21,1.66,0.41,4.048780487804878
1962-09-24,1.63,0.41,3.975609756097561
1962-09-25,1.62,0.41,3.9512195121951224
1962-09-26,1.59,0.41,3.878048780487805
1962-09-27,1.59,0.41,3.878048780487805
1962-09-28,1.61,0.41,3.9268292682926833
1962-10-01,1.6,0.41,3.9024390243902443
1962-10-02,1.59,0.41,3.878048780487805
1962-10-03,1.61,0.41,3.9268292682926833
1962-10-04,1.62,0.41,3.9512195121951224
1962-10-05,1.64,0.41,4.0
1962-10-08,1.64,0.41,4.0
1962-10-09,1.65,0.41,4.024390243902439
1962-10-10,1.65,0.41,4.024390243902439
1962-10-11,1.64,0.41,4.0
1962-10-12,1.63,0.41,3.975609756097561
1962-10-15,1.65,0.41,4.024390243902439
1962-10-16,1.65,0.41,4.024390243902439
1962-10-17,1.65,0.41,4.024390243902439
1962-10-18,1.63,0.41,3.975609756097561
1962-10-19,1.62,0.41,3.9512195121951224
1962-10-22,1.58,0.41,3.853658536585366
1962-10-23,1.52,0.41,3.707317073170732
1962-10-24,1.6,0.41,3.9024390243902443
1962-10-25,1.57,0.41,3.829268292682927
1962-10-26,1.57,0.41,3.829268292682927
1962-10-29,1.6,0.41,3.9024390243902443
1962-10-30,1.6,0.41,3.9024390243902443
1962-10-31,1.62,0.41,3.9512195121951224
1962-11-01,1.64,0.41,4.0
1962-11-02,1.68,0.41,4.097560975609756
1962-11-05,1.69,0.41,4.121951219512195
1962-11-07,1.68,0.41,4.097560975609756
1962-11-08,1.68,0.41,4.097560975609756
1962-11-09,1.68,0.41,4.097560975609756
1962-11-12,1.69,0.41,4.121951219512195
1962-11-13,1.68,0.41,4.097560975609756
1962-11-14,1.7,0.41,4.146341463414634
1962-11-15,1.7,0.41,4.146341463414634
1962-11-16,1.7,0.41,4.146341463414634
1962-11-19,1.71,0.41,4.170731707317073
1962-11-20,1.72,0.41,4.195121951219512
1962-11-21,1.72,0.41,4.195121951219512
1962-11-23,1.75,0.41,4.2682926829268295
1962-11-26,1.75,0.41,4.2682926829268295
1962-11-27,1.74,0.41,4.2439024390243905
1962-11-28,1.75,0.41,4.2682926829268295
1962-11-29,1.78,0.41,4.341463414634147
1962-11-30,1.76,0.41,4.2926829268292686
1962-12-03,1.76,0.41,4.2926829268292686
1962-12-04,1.78,0.41,4.341463414634147
1962-12-05,1.8,0.41,4.390243902439025
1962-12-06,1.79,0.41,4.365853658536586
1962-12-07,1.81,0.41,4.414634146341464
1962-12-10,1.77,0.41,4.317073170731708
1962-12-11,1.79,0.41,4.365853658536586
1962-12-12,1.81,0.41,4.414634146341464
1962-12-13,1.81,0.41,4.414634146341464
1962-12-14,1.8,0.41,4.390243902439025
1962-12-17,1.8,0.41,4.390243902439025
1962-12-18,1.8,0.41,4.390243902439025
1962-12-19,1.82,0.41,4.439024390243903
1962-12-20,1.83,0.41,4.463414634146342
1962-12-21,1.85,0.41,4.51219512195122
1962-12-24,1.84,0.41,4.487804878048781
1962-12-26,1.86,0.41,4.536585365853659
1962-12-27,1.86,0.41,4.536585365853659
1962-12-28,1.85,0.41,4.51219512195122
1962-12-31,1.86,0.41,4.536585365853659
1963-01-02,1.83,0.41,4.463414634146342
1963-01-03,1.85,0.41,4.51219512195122
1963-01-04,1.86,0.41,4.536585365853659
1963-01-07,1.86,0.41,4.536585365853659
1963-01-08,1.87,0.41,4.560975609756098
1963-01-09,1.86,0.41,4.536585365853659
1963-01-10,1.85,0.41,4.51219512195122
1963-01-11,1.85,0.41,4.51219512195122
1963-01-14,1.86,0.41,4.536585365853659
1963-01-15,1.86,0.41,4.536585365853659
1963-01-16,1.86,0.41,4.536585365853659
1963-01-17,1.86,0.41,4.536585365853659
1963-01-18,1.86,0.41,4.536585365853659
1963-01-21,1.85,0.41,4.51219512195122
1963-01-22,1.85,0.41,4.51219512195122
1963-01-23,1.86,0.41,4.536585365853659
1963-01-24,1.86,0.41,4.536585365853659
1963-01-25,1.86,0.41,4.536585365853659
1963-01-28,1.88,0.41,4.585365853658536
1963-01-29,1.88,0.41,4.585365853658536
1963-01-30,1.87,0.41,4.560975609756098
1963-01-31,1.87,0.41,4.560975609756098
1963-02-01,1.88,0.41,4.585365853658536
1963-02-04,1.88,0.41,4.585365853658536
1963-02-05,1.89,0.41,4.609756097560975
1963-02-06,1.89,0.41,4.609756097560975
1963-02-07,1.89,0.41,4.609756097560975
1963-02-08,1.88,0.41,4.585365853658536
1963-02-11,1.87,0.41,4.560975609756098
1963-02-12,1.87,0.41,4.560975609756098
1963-02-13,1.87,0.41,4.560975609756098
1963-02-14,1.87,0.41,4.560975609756098
1963-02-15,1.87,0.41,4.560975609756098
1963-02-18,1.88,0.41,4.585365853658536
1963-02-19,1.87,0.41,4.560975609756098
1963-02-20,1.87,0.41,4.560975609756098
1963-02-21,1.87,0.41,4.560975609756098
1963-02-25,1.87,0.41,4.560975609756098
1963-02-26,1.88,0.41,4.585365853658536
1963-02-27,1.87,0.41,4.560975609756098
1963-02-28,1.86,0.41,4.536585365853659
1963-03-01,1.86,0.41,4.536585365853659
1963-03-04,1.87,0.41,4.560975609756098
1963-03-05,1.88,0.41,4.585365853658536
1963-03-06,1.89,0.41,4.609756097560975
1963-03-07,1.91,0.41,4.658536585365853
1963-03-08,1.93,0.41,4.7073170731707314
1963-03-11,1.96,0.41,4.780487804878049
1963-03-12,1.96,0.41,4.780487804878049
1963-03-13,1.96,0.41,4.780487804878049
1963-03-14,1.95,0.41,4.7560975609756095
1963-03-15,1.98,0.41,4.829268292682927
1963-03-18,1.96,0.41,4.780487804878049
1963-03-19,1.97,0.41,4.804878048780488
1963-03-20,1.99,0.41,4.853658536585366
1963-03-21,2.0,0.41,4.878048780487805
1963-03-22,1.99,0.41,4.853658536585366
1963-03-25,1.98,0.41,4.829268292682927
1963-03-26,1.99,0.41,4.853658536585366
1963-03-27,1.98,0.41,4.829268292682927
1963-03-28,1.98,0.41,4.829268292682927
1963-03-29,1.98,0.41,4.829268292682927
1963-04-01,1.99,0.41,4.853658536585366
1963-04-02,2.0,0.41,4.878048780487805
1963-04-03,2.0,0.41,4.878048780487805
1963-04-04,2.01,0.41,4.902439024390244
1963-04-05,2.01,0.41,4.902439024390244
1963-04-08,2.01,0.41,4.902439024390244
1963-04-09,2.01,0.41,4.902439024390244
1963-04-10,2.04,0.41,4.975609756097561
1963-04-11,2.08,0.41,5.073170731707317
1963-04-15,2.11,0.41,5.146341463414634
1963-04-16,2.11,0.41,5.146341463414634
1963-04-17,2.09,0.41,5.097560975609756
1963-04-18,2.08,0.41,5.073170731707317
1963-04-19,2.08,0.41,5.073170731707317
1963-04-22,2.09,0.41,5.097560975609756
1963-04-23,2.09,0.41,5.097560975609756
1963-04-24,2.1,0.41,5.121951219512195
1963-04-25,2.09,0.41,5.097560975609756
1963-04-26,2.09,0.41,5.097560975609756
1963-04-29,2.1,0.41,5.121951219512195
1963-04-30,2.11,0.41,5.146341463414634
1963-05-01,2.12,0.41,5.170731707317073
1963-05-02,2.12,0.41,5.170731707317073
1963-05-03,2.12,0.41,5.170731707317073
1963-05-06,2.08,0.41,5.073170731707317
1963-05-07,2.05,0.41,5.0
1963-05-08,2.02,0.41,4.926829268292683
1963-05-09,2.07,0.41,5.048780487804878
1963-05-10,2.09,0.41,5.097560975609756
1963-05-13,2.1,0.41,5.121951219512195
1963-05-14,2.08,0.41,5.073170731707317
1963-05-15,2.05,0.41,5.0
1963-05-16,2.03,0.41,4.951219512195122
1963-05-17,2.04,0.41,4.975609756097561
1963-05-20,2.02,0.41,4.926829268292683
1963-05-21,2.03,0.41,4.951219512195122
1963-05-22,2.06,0.41,5.024390243902439
1963-05-23,2.06,0.41,5.024390243902439
1963-05-24,2.07,0.41,5.048780487804878
1963-05-27,2.09,0.41,5.097560975609756
1963-05-28,2.11,0.41,5.146341463414634
1963-05-29,2.12,0.41,5.170731707317073
1963-05-31,2.12,0.41,5.170731707317073
1963-06-03,2.08,0.41,5.073170731707317
1963-06-04,2.08,0.41,5.073170731707317
1963-06-05,2.11,0.41,5.146341463414634
1963-06-06,2.12,0.41,5.170731707317073
1963-06-07,2.11,0.41,5.146341463414634
1963-06-10,2.11,0.41,5.146341463414634
1963-06-11,2.12,0.41,5.170731707317073
1963-06-12,2.13,0.41,5.195121951219512
1963-06-13,2.11,0.41,5.146341463414634
1963-06-14,2.11,0.41,5.146341463414634
1963-06-17,2.1,0.41,5.121951219512195
1963-06-18,2.09,0.41,5.097560975609756
1963-06-19,2.09,0.41,5.097560975609756
1963-06-20,2.09,0.41,5.097560975609756
1963-06-21,2.1,0.41,5.121951219512195
1963-06-24,2.11,0.41,5.146341463414634
1963-06-25,2.13,0.41,5.195121951219512
1963-06-26,2.12,0.41,5.170731707317073
1963-06-27,2.12,0.41,5.170731707317073
1963-06-28,2.14,0.41,5.219512195121951
1963-07-01,2.11,0.41,5.146341463414634
1963-07-02,2.14,0.41,5.219512195121951
1963-07-03,2.16,0.41,5.2682926829268295
1963-07-05,2.16,0.41,5.2682926829268295
1963-07-08,2.15,0.41,5.2439024390243905
1963-07-09,2.18,0.41,5.317073170731708
1963-07-10,2.18,0.41,5.317073170731708
1963-07-11,2.18,0.41,5.317073170731708
1963-07-12,2.16,0.41,5.2682926829268295
1963-07-15,2.16,0.41,5.2682926829268295
1963-07-16,2.16,0.41,5.2682926829268295
1963-07-17,2.16,0.41,5.2682926829268295
1963-07-18,2.15,0.41,5.2439024390243905
1963-07-19,2.14,0.41,5.219512195121951
1963-07-22,2.13,0.41,5.195121951219512
1963-07-23,2.14,0.41,5.219512195121951
1963-07-24,2.15,0.41,5.2439024390243905
1963-07-25,2.16,0.41,5.2682926829268295
1963-07-26,2.18,0.41,5.317073170731708
1963-07-29,2.18,0.41,5.317073170731708
1963-07-30,2.2,0.41,5.365853658536586
1963-07-31,2.19,0.41,5.341463414634147
1963-08-01,2.19,0.41,5.341463414634147
1963-08-02,2.2,0.41,5.365853658536586
1963-08-05,2.21,0.41,5.390243902439025
1963-08-06,2.24,0.41,5.463414634146342
1963-08-07,2.22,0.41,5.414634146341464
1963-08-08,2.22,0.41,5.414634146341464
1963-08-09,2.21,0.41,5.390243902439025
1963-08-12,2.2,0.41,5.365853658536586
1963-08-13,2.2,0.41,5.365853658536586
1963-08-14,2.2,0.41,5.365853658536586
1963-08-15,2.21,0.41,5.390243902439025
1963-08-16,2.2,0.41,5.365853658536586
1963-08-19,2.19,0.41,5.341463414634147
1963-08-20,2.2,0.41,5.365853658536586
1963-08-21,2.19,0.41,5.341463414634147
1963-08-22,2.2,0.41,5.365853658536586
1963-08-23,2.2,0.41,5.365853658536586
1963-08-26,2.21,0.41,5.390243902439025
1963-08-27,2.2,0.41,5.365853658536586
1963-08-28,2.21,0.41,5.390243902439025
1963-08-29,2.23,0.41,5.439024390243903
1963-08-30,2.23,0.41,5.439024390243903
1963-09-03,2.24,0.41,5.463414634146342
1963-09-04,2.23,0.41,5.439024390243903
1963-09-05,2.23,0.41,5.439024390243903
1963-09-06,2.22,0.41,5.414634146341464
1963-09-09,2.21,0.41,5.390243902439025
1963-09-10,2.19,0.41,5.341463414634147
1963-09-11,2.2,0.41,5.365853658536586
1963-09-12,2.21,0.41,5.390243902439025
1963-09-13,2.22,0.41,5.414634146341464
1963-09-16,2.23,0.41,5.439024390243903
1963-09-17,2.25,0.41,5.487804878048781
1963-09-18,2.25,0.41,5.487804878048781
1963-09-19,2.27,0.41,5.536585365853659
1963-09-20,2.28,0.41,5.560975609756097
1963-09-23,2.26,0.41,5.512195121951219
1963-09-24,2.27,0.41,5.536585365853659
1963-09-25,2.27,0.41,5.536585365853659
1963-09-26,2.26,0.41,5.512195121951219
1963-09-27,2.22,0.41,5.414634146341464
1963-09-30,2.14,0.41,5.219512195121951
1963-10-01,2.19,0.41,5.341463414634147
1963-10-02,2.19,0.41,5.341463414634147
1963-10-03,2.2,0.41,5.365853658536586
1963-10-04,2.21,0.41,5.390243902439025
1963-10-07,2.22,0.41,5.414634146341464
1963-10-08,2.21,0.41,5.390243902439025
1963-10-09,2.2,0.41,5.365853658536586
1963-10-10,2.18,0.41,5.317073170731708
1963-10-11,2.18,0.41,5.317073170731708
1963-10-14,2.17,0.41,5.2926829268292686
1963-10-15,2.18,0.41,5.317073170731708
1963-10-16,2.21,0.41,5.390243902439025
1963-10-17,2.18,0.41,5.317073170731708
1963-10-18,2.2,0.41,5.365853658536586
1963-10-21,2.2,0.41,5.365853658536586
1963-10-22,2.2,0.41,5.365853658536586
1963-10-23,2.18,0.41,5.317073170731708
1963-10-24,2.2,0.41,5.365853658536586
1963-10-25,2.24,0.41,5.463414634146342
1963-10-28,2.28,0.41,5.560975609756097
1963-10-29,2.25,0.41,5.487804878048781
1963-10-30,2.21,0.41,5.390243902439025
1963-10-31,2.22,0.41,5.414634146341464
1963-11-01,2.22,0.41,5.414634146341464
1963-11-04,2.25,0.41,5.487804878048781
1963-11-06,2.21,0.41,5.390243902439025
1963-11-07,2.22,0.41,5.414634146341464
1963-11-08,2.22,0.41,5.414634146341464
1963-11-11,2.21,0.41,5.390243902439025
1963-11-12,2.2,0.41,5.365853658536586
1963-11-13,2.17,0.41,5.2926829268292686
1963-11-14,2.14,0.41,5.219512195121951
1963-11-15,2.1,0.41,5.121951219512195
1963-11-18,2.06,0.41,5.024390243902439
1963-11-19,2.09,0.41,5.097560975609756
1963-11-20,2.16,0.41,5.2682926829268295
1963-11-21,2.15,0.41,5.2439024390243905
1963-11-22,2.11,0.41,5.146341463414634
1963-11-26,2.17,0.41,5.2926829268292686
1963-11-27,2.17,0.41,5.2926829268292686
1963-11-29,2.22,0.41,5.414634146341464
1963-12-02,2.25,0.41,5.487804878048781
1963-12-03,2.25,0.41,5.487804878048781
1963-12-04,2.24,0.41,5.463414634146342
1963-12-05,2.28,0.41,5.560975609756097
1963-12-06,2.27,0.41,5.536585365853659
1963-12-09,2.27,0.41,5.536585365853659
1963-12-10,2.27,0.41,5.536585365853659
1963-12-11,2.28,0.41,5.560975609756097
1963-12-12,2.28,0.41,5.560975609756097
1963-12-13,2.29,0.41,5.585365853658537
1963-12-16,2.34,0.41,5.7073170731707314
1963-12-17,2.34,0.41,5.7073170731707314
1963-12-18,2.36,0.41,5.7560975609756095
1963-12-19,2.36,0.41,5.7560975609756095
1963-12-20,2.39,0.41,5.829268292682928
1963-12-23,2.37,0.41,5.7804878048780495
1963-12-24,2.33,0.41,5.682926829268293
1963-12-26,2.34,0.41,5.7073170731707314
1963-12-27,2.34,0.41,5.7073170731707314
1963-12-30,2.34,0.41,5.7073170731707314
1963-12-31,2.38,0.41,5.804878048780488
1964-01-02,2.37,0.41,5.7804878048780495
1964-01-03,2.39,0.41,5.829268292682928
1964-01-06,2.4,0.41,5.853658536585366
1964-01-07,2.42,0.41,5.902439024390244
1964-01-08,2.41,0.41,5.878048780487806
1964-01-09,2.41,0.41,5.878048780487806
1964-01-10,2.42,0.41,5.902439024390244
1964-01-13,2.4,0.41,5.853658536585366
1964-01-14,2.4,0.41,5.853658536585366
1964-01-15,2.4,0.41,5.853658536585366
1964-01-16,2.38,0.41,5.804878048780488
1964-01-17,2.36,0.41,5.7560975609756095
1964-01-20,2.38,0.41,5.804878048780488
1964-01-21,2.41,0.41,5.878048780487806
1964-01-22,2.43,0.41,5.926829268292684
1964-01-23,2.45,0.41,5.975609756097562
1964-01-24,2.45,0.41,5.975609756097562
1964-01-27,2.49,0.41,6.073170731707318
1964-01-28,2.56,0.41,6.2439024390243905
1964-01-29,2.55,0.41,6.219512195121951
1964-01-30,2.53,0.41,6.170731707317073
1964-01-31,2.57,0.41,6.2682926829268295
1964-02-03,2.58,0.41,6.2926829268292686
1964-02-04,2.58,0.41,6.2926829268292686
1964-02-05,2.54,0.41,6.195121951219512
1964-02-06,2.53,0.41,6.170731707317073
1964-02-07,2.55,0.41,6.219512195121951
1964-02-10,2.54,0.41,6.195121951219512
1964-02-11,2.54,0.41,6.195121951219512
1964-02-12,2.52,0.41,6.146341463414634
1964-02-13,2.52,0.41,6.146341463414634
1964-02-14,2.5,0.41,6.097560975609756
1964-02-17,2.51,0.41,6.121951219512195
1964-02-18,2.53,0.41,6.170731707317073
1964-02-19,2.54,0.41,6.195121951219512
1964-02-20,2.53,0.41,6.170731707317073
1964-02-24,2.55,0.41,6.219512195121951
1964-02-25,2.56,0.41,6.2439024390243905
1964-02-26,2.56,0.41,6.2439024390243905
1964-02-27,2.55,0.41,6.219512195121951
1964-02-28,2.57,0.41,6.2682926829268295
1964-03-02,2.56,0.41,6.2439024390243905
1964-03-03,2.57,0.41,6.2682926829268295
1964-03-04,2.56,0.41,6.2439024390243905
1964-03-05,2.57,0.41,6.2682926829268295
1964-03-06,2.56,0.41,6.2439024390243905
1964-03-09,2.54,0.41,6.195121951219512
1964-03-10,2.55,0.41,6.219512195121951
1964-03-11,2.56,0.41,6.2439024390243905
1964-03-12,2.56,0.41,6.2439024390243905
1964-03-13,2.58,0.41,6.2926829268292686
1964-03-16,2.57,0.41,6.2682926829268295
1964-03-17,2.63,0.41,6.414634146341464
1964-03-18,2.64,0.41,6.439024390243903
1964-03-19,2.66,0.41,6.487804878048781
1964-03-20,2.64,0.41,6.439024390243903
1964-03-23,2.65,0.41,6.463414634146342
1964-03-24,2.65,0.41,6.463414634146342
1964-03-25,2.64,0.41,6.439024390243903
1964-03-26,2.64,0.41,6.439024390243903
1964-03-30,2.63,0.41,6.414634146341464
1964-03-31,2.63,0.41,6.414634146341464
1964-04-01,2.63,0.41,6.414634146341464
1964-04-02,2.71,0.41,6.609756097560976
1964-04-03,2.69,0.41,6.560975609756098
1964-04-06,2.68,0.41,6.536585365853659
1964-04-07,2.71,0.41,6.609756097560976
1964-04-08,2.7,0.41,6.585365853658537
1964-04-09,2.68,0.41,6.536585365853659
1964-04-10,2.66,0.41,6.487804878048781
1964-04-13,2.68,0.41,6.536585365853659
1964-04-14,2.71,0.41,6.609756097560976
1964-04-15,2.7,0.41,6.585365853658537
1964-04-16,2.69,0.41,6.560975609756098
1964-04-17,2.7,0.41,6.585365853658537
1964-04-20,2.7,0.41,6.585365853658537
1964-04-21,2.7,0.41,6.585365853658537
1964-04-22,2.68,0.41,6.536585365853659
1964-04-23,2.7,0.41,6.585365853658537
1964-04-24,2.66,0.41,6.487804878048781
1964-04-27,2.65,0.41,6.463414634146342
1964-04-28,2.68,0.41,6.536585365853659
1964-04-29,2.72,0.41,6.634146341463415
1964-04-30,2.69,0.41,6.560975609756098
1964-05-01,2.73,0.41,6.658536585365854
1964-05-04,2.78,0.41,6.780487804878049
1964-05-05,2.82,0.41,6.878048780487805
1964-05-06,2.78,0.41,6.780487804878049
1964-05-07,2.77,0.41,6.75609756097561
1964-05-08,2.75,0.41,6.707317073170732
1964-05-11,2.75,0.41,6.707317073170732
1964-05-12,2.76,0.41,6.7317073170731705
1964-05-13,2.75,0.41,6.707317073170732
1964-05-14,2.74,0.41,6.682926829268293
1964-05-15,2.73,0.41,6.658536585365854
1964-05-18,2.7,0.41,6.585365853658537
1964-05-19,2.68,0.41,6.536585365853659
1964-05-20,2.71,0.41,6.609756097560976
1964-05-21,2.72,0.41,6.634146341463415
1964-05-22,2.75,0.41,6.707317073170732
1964-05-25,2.73,0.41,6.658536585365854
1964-05-26,2.71,0.41,6.609756097560976
