date,EFX,EFX_EPS,PE Ratio
1994-06-24,14.31,,
1994-06-27,14.5,,
1994-06-28,14.44,,
1994-06-29,14.44,,
1994-06-30,14.13,,
1994-07-01,14.31,,
1994-07-05,14.13,,
1994-07-06,14.06,,
1994-07-07,14.19,,
1994-07-08,14.0,,
1994-07-11,14.0,,
1994-07-12,14.0,,
1994-07-13,14.38,,
1994-07-14,14.44,,
1994-07-15,14.38,,
1994-07-18,14.19,,
1994-07-19,14.06,,
1994-07-20,14.13,,
1994-07-21,13.94,,
1994-07-22,14.06,,
1994-07-25,14.19,,
1994-07-26,14.38,,
1994-07-27,14.63,,
1994-07-28,14.75,,
1994-07-29,14.56,,
1994-08-01,15.06,,
1994-08-02,14.81,,
1994-08-03,14.69,,
1994-08-04,14.56,,
1994-08-05,14.5,,
1994-08-08,14.5,,
1994-08-09,14.5,,
1994-08-10,14.69,,
1994-08-11,14.5,,
1994-08-12,14.44,,
1994-08-15,14.5,,
1994-08-16,14.38,,
1994-08-17,14.38,,
1994-08-18,14.38,,
1994-08-19,14.38,,
1994-08-22,14.44,,
1994-08-23,14.38,,
1994-08-24,14.5,,
1994-08-25,14.31,,
1994-08-26,14.38,,
1994-08-29,14.38,,
1994-08-30,14.63,,
1994-08-31,14.75,,
1994-09-01,14.69,,
1994-09-02,14.69,,
1994-09-06,14.56,,
1994-09-07,14.94,,
1994-09-08,14.88,,
1994-09-09,14.88,,
1994-09-12,14.63,,
1994-09-13,14.88,,
1994-09-14,14.44,,
1994-09-15,14.75,,
1994-09-16,14.38,,
1994-09-19,14.56,,
1994-09-20,14.13,,
1994-09-21,13.56,,
1994-09-22,13.94,,
1994-09-23,14.19,,
1994-09-26,14.56,,
1994-09-27,14.38,,
1994-09-28,14.69,,
1994-09-29,14.75,,
1994-09-30,14.81,,
1994-10-03,14.94,,
1994-10-04,14.69,,
1994-10-05,14.5,,
1994-10-06,14.56,,
1994-10-07,14.75,,
1994-10-10,15.0,,
1994-10-11,15.0,,
1994-10-12,14.94,,
1994-10-13,14.94,,
1994-10-14,15.06,,
1994-10-17,15.0,,
1994-10-18,15.0,,
1994-10-19,15.13,,
1994-10-20,14.94,,
1994-10-21,14.94,,
1994-10-24,14.31,,
1994-10-25,14.44,,
1994-10-26,14.44,,
1994-10-27,14.38,,
1994-10-28,14.75,,
1994-10-31,14.56,,
1994-11-01,14.44,,
1994-11-02,14.13,,
1994-11-03,14.38,,
1994-11-04,14.31,,
1994-11-07,14.19,,
1994-11-08,14.19,,
1994-11-09,14.25,,
1994-11-10,14.38,,
1994-11-11,14.25,,
1994-11-14,14.38,,
1994-11-15,14.19,,
1994-11-16,14.0,,
1994-11-17,13.81,,
1994-11-18,13.75,,
1994-11-21,13.69,,
1994-11-22,13.75,,
1994-11-23,13.5,,
1994-11-25,13.63,,
1994-11-28,13.13,,
1994-11-29,12.19,,
1994-11-30,12.88,,
1994-12-01,12.81,,
1994-12-02,12.94,,
1994-12-05,13.0,,
1994-12-06,13.06,,
1994-12-07,12.88,,
1994-12-08,12.69,,
1994-12-09,12.63,,
1994-12-12,12.69,,
1994-12-13,12.69,,
1994-12-14,13.06,,
1994-12-15,13.0,,
1994-12-16,12.88,,
1994-12-19,12.88,,
1994-12-20,12.94,,
1994-12-21,13.0,,
1994-12-22,13.13,,
1994-12-23,13.5,,
1994-12-27,13.56,,
1994-12-28,13.38,,
1994-12-29,13.06,,
1994-12-30,13.19,,
1995-01-03,13.0,,
1995-01-04,12.81,,
1995-01-05,13.0,,
1995-01-06,13.13,,
1995-01-09,12.69,,
1995-01-10,13.0,,
1995-01-11,13.19,,
1995-01-12,13.25,,
1995-01-13,13.19,,
1995-01-16,12.88,,
1995-01-17,13.56,,
1995-01-18,14.31,,
1995-01-19,14.06,,
1995-01-20,14.19,,
1995-01-23,14.13,,
1995-01-24,14.13,,
1995-01-25,14.31,,
1995-01-26,14.31,,
1995-01-27,14.31,,
1995-01-30,14.06,,
1995-01-31,14.19,,
1995-02-01,14.44,,
1995-02-02,14.31,,
1995-02-03,14.63,,
1995-02-06,14.75,,
1995-02-07,14.63,,
1995-02-08,14.88,,
1995-02-09,15.13,,
1995-02-10,15.25,,
1995-02-13,15.81,,
1995-02-14,15.44,,
1995-02-15,15.25,,
1995-02-16,15.13,,
1995-02-17,15.06,,
1995-02-21,14.88,,
1995-02-22,15.25,,
1995-02-23,15.25,,
1995-02-24,15.25,,
1995-02-27,15.13,,
1995-02-28,15.44,,
1995-03-01,15.31,,
1995-03-02,15.06,,
1995-03-03,15.25,,
1995-03-06,15.0,,
1995-03-07,14.69,,
1995-03-08,14.81,,
1995-03-09,15.19,,
1995-03-10,15.25,,
1995-03-13,15.25,,
1995-03-14,16.0,,
1995-03-15,15.81,,
1995-03-16,16.38,,
1995-03-17,16.56,,
1995-03-20,16.19,,
1995-03-21,16.56,,
1995-03-22,16.63,,
1995-03-23,16.38,,
1995-03-24,16.25,,
1995-03-27,16.13,,
1995-03-28,16.38,,
1995-03-29,16.69,,
1995-03-30,16.75,,
1995-03-31,16.88,,
1995-04-03,16.63,,
1995-04-04,17.13,,
1995-04-05,17.13,,
1995-04-06,17.31,,
1995-04-07,16.81,,
1995-04-10,16.44,,
1995-04-11,16.69,,
1995-04-12,16.38,,
1995-04-13,16.5,,
1995-04-17,16.69,,
1995-04-18,16.25,,
1995-04-19,16.06,,
1995-04-20,16.0,,
1995-04-21,15.94,,
1995-04-24,15.88,,
1995-04-25,15.5,,
1995-04-26,15.5,,
1995-04-27,15.75,,
1995-04-28,16.19,,
1995-05-01,16.25,,
1995-05-02,16.06,,
1995-05-03,16.13,,
1995-05-04,16.06,,
1995-05-05,16.06,,
1995-05-08,16.06,,
1995-05-09,15.94,,
1995-05-10,16.0,,
1995-05-11,16.06,,
1995-05-12,16.06,,
1995-05-15,16.06,,
1995-05-16,16.0,,
1995-05-17,16.06,,
1995-05-18,15.81,,
1995-05-19,15.63,,
1995-05-22,15.5,,
1995-05-23,15.38,,
1995-05-24,15.5,,
1995-05-25,15.63,,
1995-05-26,15.69,,
1995-05-30,15.44,,
1995-05-31,15.69,,
1995-06-01,15.75,,
1995-06-02,15.5,,
1995-06-05,15.69,,
1995-06-06,15.69,,
1995-06-07,16.0,,
1995-06-08,16.13,,
1995-06-09,16.13,,
1995-06-12,16.13,,
1995-06-13,16.88,,
1995-06-14,17.06,,
1995-06-15,17.13,,
1995-06-16,17.06,,
1995-06-19,17.19,,
1995-06-20,17.13,,
1995-06-21,17.13,,
1995-06-22,17.25,,
1995-06-23,17.13,,
1995-06-26,17.0,,
1995-06-27,16.94,,
1995-06-28,16.94,,
1995-06-29,16.5,,
1995-06-30,16.63,,
1995-07-03,16.88,,
1995-07-05,16.94,,
1995-07-06,17.0,,
1995-07-07,17.06,,
1995-07-10,17.44,,
1995-07-11,17.19,,
1995-07-12,17.19,,
1995-07-13,16.94,,
1995-07-14,16.75,,
1995-07-17,17.88,,
1995-07-18,17.88,,
1995-07-19,17.5,,
1995-07-20,17.75,,
1995-07-21,18.25,,
1995-07-24,18.63,,
1995-07-25,18.94,,
1995-07-26,18.94,,
1995-07-27,19.38,,
1995-07-28,19.19,,
1995-07-31,19.19,,
1995-08-01,19.13,,
1995-08-02,19.25,,
1995-08-03,19.31,,
1995-08-04,19.44,,
1995-08-07,19.75,,
1995-08-08,19.25,,
1995-08-09,19.44,,
1995-08-10,19.38,,
1995-08-11,19.31,,
1995-08-14,19.13,,
1995-08-15,19.19,,
1995-08-16,19.19,,
1995-08-17,19.19,,
1995-08-18,19.0,,
1995-08-21,19.0,,
1995-08-22,19.06,,
1995-08-23,19.0,,
1995-08-24,19.0,,
1995-08-25,19.0,,
1995-08-28,19.31,,
1995-08-29,19.19,,
1995-08-30,19.5,,
1995-08-31,19.44,,
1995-09-01,19.56,,
1995-09-05,19.69,,
1995-09-06,20.06,,
1995-09-07,20.25,,
1995-09-08,20.31,,
1995-09-11,20.19,,
1995-09-12,20.13,,
1995-09-13,20.19,,
1995-09-14,20.44,,
1995-09-15,20.5,,
1995-09-18,20.38,,
1995-09-19,20.0,,
1995-09-20,20.31,,
1995-09-21,20.06,,
1995-09-22,20.13,,
1995-09-25,19.94,,
1995-09-26,20.0,,
1995-09-27,20.25,,
1995-09-28,20.06,,
1995-09-29,20.94,,
1995-10-02,20.5,,
1995-10-03,20.69,,
1995-10-04,20.5,,
1995-10-05,20.75,,
1995-10-06,20.81,,
1995-10-09,20.5,,
1995-10-10,20.0,,
1995-10-11,20.5,,
1995-10-12,20.88,,
1995-10-13,21.06,,
1995-10-16,20.94,,
1995-10-17,20.19,,
1995-10-18,19.44,,
1995-10-19,19.31,,
1995-10-20,19.0,,
1995-10-23,19.0,,
1995-10-24,19.0,,
1995-10-25,18.75,,
1995-10-26,18.5,,
1995-10-27,18.63,,
1995-10-30,19.06,,
1995-10-31,19.5,,
1995-11-01,19.25,,
1995-11-02,19.19,,
1995-11-03,19.63,,
1995-11-06,19.63,,
1995-11-07,19.75,,
1995-11-08,20.19,,
1995-11-09,20.38,,
1995-11-10,20.25,,
1995-11-13,20.19,,
1995-11-14,19.94,,
1995-11-15,19.38,,
1995-11-16,19.5,,
1995-11-17,19.56,,
1995-11-20,19.63,,
1995-11-21,19.56,,
1995-11-22,19.81,,
1995-11-24,19.94,,
1995-11-27,19.94,,
1995-11-28,20.13,,
1995-11-29,20.19,,
1995-11-30,20.81,,
1995-12-01,20.94,,
1995-12-04,20.88,,
1995-12-05,20.69,,
1995-12-06,20.31,,
1995-12-07,20.5,,
1995-12-08,20.75,,
1995-12-11,20.81,,
1995-12-12,20.44,,
1995-12-13,20.19,,
1995-12-14,20.0,,
1995-12-15,20.13,,
1995-12-18,20.0,,
1995-12-19,19.88,,
1995-12-20,20.38,,
1995-12-21,21.0,,
1995-12-22,20.88,,
1995-12-26,21.38,,
1995-12-27,20.13,,
1995-12-28,21.0,,
1995-12-29,21.38,,
1996-01-02,22.38,,
1996-01-03,20.88,,
1996-01-04,20.5,,
1996-01-05,19.5,,
1996-01-08,19.63,,
1996-01-09,19.25,,
1996-01-10,18.75,,
1996-01-11,18.75,,
1996-01-12,19.25,,
1996-01-15,19.13,,
1996-01-16,19.0,,
1996-01-17,19.5,,
1996-01-18,19.63,,
1996-01-19,20.0,,
1996-01-22,19.0,,
1996-01-23,18.38,,
1996-01-24,18.25,,
1996-01-25,18.38,,
1996-01-26,18.38,,
1996-01-29,18.25,,
1996-01-30,18.5,,
1996-01-31,18.63,,
1996-02-01,18.75,,
1996-02-02,18.88,,
1996-02-05,19.13,,
1996-02-06,19.38,,
1996-02-07,19.5,,
1996-02-08,19.75,,
1996-02-09,20.38,,
1996-02-12,20.5,,
1996-02-13,20.75,,
1996-02-14,20.88,,
1996-02-15,21.38,,
1996-02-16,20.63,,
1996-02-20,20.25,,
1996-02-21,20.38,,
1996-02-22,20.88,,
1996-02-23,20.5,,
1996-02-26,20.5,,
1996-02-27,20.88,,
1996-02-28,20.75,,
1996-02-29,20.75,,
1996-03-01,20.5,,
1996-03-04,21.0,,
1996-03-05,20.75,,
1996-03-06,20.63,,
1996-03-07,20.75,,
1996-03-08,20.13,,
1996-03-11,19.38,,
1996-03-12,19.88,,
1996-03-13,19.88,,
1996-03-14,20.0,,
1996-03-15,19.88,,
1996-03-18,20.38,,
1996-03-19,20.13,,
1996-03-20,20.25,,
1996-03-21,20.25,,
1996-03-22,20.25,,
1996-03-25,20.38,,
1996-03-26,20.25,,
1996-03-27,20.13,,
1996-03-28,20.25,,
1996-03-29,20.13,,
1996-04-01,20.13,,
1996-04-02,20.13,,
1996-04-03,20.13,,
1996-04-04,20.5,,
1996-04-08,20.0,,
1996-04-09,20.0,,
1996-04-10,20.5,,
1996-04-11,20.5,,
1996-04-12,20.88,,
1996-04-15,21.0,,
1996-04-16,23.25,,
1996-04-17,23.63,,
1996-04-18,24.5,,
1996-04-19,24.63,,
1996-04-22,24.75,,
1996-04-23,24.5,,
1996-04-24,23.88,,
1996-04-25,25.0,,
1996-04-26,24.75,,
1996-04-29,24.13,,
1996-04-30,24.5,,
1996-05-01,24.5,,
1996-05-02,23.88,,
1996-05-03,23.5,,
1996-05-06,24.0,,
1996-05-07,24.63,,
1996-05-08,24.5,,
1996-05-09,25.5,,
1996-05-10,25.5,,
1996-05-13,25.75,,
1996-05-14,25.5,,
1996-05-15,25.75,,
1996-05-16,26.13,,
1996-05-17,26.5,,
1996-05-20,26.5,,
1996-05-21,26.5,,
1996-05-22,26.25,,
1996-05-23,25.5,,
1996-05-24,25.5,,
1996-05-28,25.25,,
1996-05-29,24.88,,
1996-05-30,25.0,,
1996-05-31,24.75,,
1996-06-03,24.5,,
1996-06-04,24.38,,
1996-06-05,25.0,,
1996-06-06,25.0,,
1996-06-07,24.5,,
1996-06-10,25.13,,
1996-06-11,25.0,,
1996-06-12,25.88,,
1996-06-13,25.75,,
1996-06-14,26.75,,
1996-06-17,25.13,,
1996-06-18,25.63,,
1996-06-19,25.38,,
1996-06-20,25.88,,
1996-06-21,24.75,,
1996-06-24,25.88,,
1996-06-25,25.63,,
1996-06-26,25.5,,
1996-06-27,25.38,,
1996-06-28,26.25,,
1996-07-01,26.0,,
1996-07-02,26.0,,
1996-07-03,26.0,,
1996-07-05,26.13,,
1996-07-08,25.38,,
1996-07-09,25.5,,
1996-07-10,24.88,,
1996-07-11,24.63,,
1996-07-12,25.0,,
1996-07-15,24.63,,
1996-07-16,24.5,,
1996-07-17,24.75,,
1996-07-18,25.0,,
1996-07-19,25.38,,
1996-07-22,25.5,,
1996-07-23,25.13,,
1996-07-24,25.13,,
1996-07-25,25.38,,
1996-07-26,25.25,,
1996-07-29,25.5,,
1996-07-30,25.63,,
1996-07-31,25.13,,
1996-08-01,25.13,,
1996-08-02,24.75,,
1996-08-05,25.0,,
1996-08-06,25.0,,
1996-08-07,25.0,,
1996-08-08,24.88,,
1996-08-09,24.88,,
1996-08-12,24.88,,
1996-08-13,25.13,,
1996-08-14,25.38,,
1996-08-15,25.25,,
1996-08-16,25.25,,
1996-08-19,25.25,,
1996-08-20,25.5,,
1996-08-21,25.63,,
1996-08-22,26.0,,
1996-08-23,25.5,,
1996-08-26,25.75,,
1996-08-27,25.88,,
1996-08-28,25.88,,
1996-08-29,25.88,,
1996-08-30,25.5,,
1996-09-03,25.5,,
1996-09-04,25.5,,
1996-09-05,25.63,,
1996-09-06,25.63,,
1996-09-09,25.63,,
1996-09-10,25.88,,
1996-09-11,25.88,,
1996-09-12,26.0,,
1996-09-13,25.88,,
1996-09-16,26.13,,
1996-09-17,25.88,,
1996-09-18,25.75,,
1996-09-19,26.0,,
1996-09-20,26.13,,
1996-09-23,26.13,,
1996-09-24,26.38,,
1996-09-25,26.0,,
1996-09-26,26.0,,
1996-09-27,26.25,,
1996-09-30,26.38,,
1996-10-01,27.5,,
1996-10-02,28.0,,
1996-10-03,27.63,,
1996-10-04,28.75,,
1996-10-07,29.38,,
1996-10-08,29.25,,
1996-10-09,28.88,,
1996-10-10,29.25,,
1996-10-11,30.0,,
1996-10-14,29.63,,
1996-10-15,29.38,,
1996-10-16,29.63,,
1996-10-17,31.25,,
1996-10-18,31.25,,
1996-10-21,31.13,,
1996-10-22,31.25,,
1996-10-23,30.75,,
1996-10-24,29.88,,
1996-10-25,29.75,,
1996-10-28,29.25,,
1996-10-29,28.63,,
1996-10-30,29.63,,
1996-10-31,29.75,,
1996-11-01,30.63,,
1996-11-04,30.25,,
1996-11-05,30.25,,
1996-11-06,30.88,,
1996-11-07,30.5,,
1996-11-08,31.88,,
1996-11-11,34.0,,
1996-11-12,33.0,,
1996-11-13,32.88,,
1996-11-14,33.13,,
1996-11-15,33.0,,
1996-11-18,32.88,,
1996-11-19,32.25,,
1996-11-20,33.63,,
1996-11-21,32.0,,
1996-11-22,32.13,,
1996-11-25,33.13,,
1996-11-26,33.13,,
1996-11-27,32.5,,
1996-11-29,32.75,,
1996-12-02,32.63,,
1996-12-03,32.25,,
1996-12-04,31.88,,
1996-12-05,31.75,,
1996-12-06,31.63,,
1996-12-09,33.75,,
1996-12-10,33.38,,
1996-12-11,32.5,,
1996-12-12,31.38,,
1996-12-13,31.63,,
1996-12-16,31.5,,
1996-12-17,31.13,,
1996-12-18,31.38,,
1996-12-19,32.0,,
1996-12-20,31.75,,
1996-12-23,31.25,,
1996-12-24,31.25,,
1996-12-26,31.13,,
1996-12-27,31.25,,
1996-12-30,31.25,,
1996-12-31,30.63,,
1997-01-02,30.5,,
1997-01-03,31.25,,
1997-01-06,31.38,,
1997-01-07,31.63,,
1997-01-08,31.63,,
1997-01-09,31.75,,
1997-01-10,32.38,,
1997-01-13,32.25,,
1997-01-14,32.25,,
1997-01-15,31.88,,
1997-01-16,32.0,,
1997-01-17,32.13,,
1997-01-20,32.38,,
1997-01-21,32.13,,
1997-01-22,31.75,,
1997-01-23,31.25,,
1997-01-24,31.13,,
1997-01-27,29.38,,
1997-01-28,29.88,,
1997-01-29,29.5,,
1997-01-30,32.0,,
1997-01-31,31.5,,
1997-02-03,33.25,,
1997-02-04,32.75,,
1997-02-05,33.25,,
1997-02-06,32.63,,
1997-02-07,32.13,,
1997-02-10,32.13,,
1997-02-11,31.75,,
1997-02-12,31.88,,
1997-02-13,31.38,,
1997-02-14,31.13,,
1997-02-18,30.75,,
1997-02-19,29.88,,
1997-02-20,29.75,,
1997-02-21,30.63,,
1997-02-24,29.88,,
1997-02-25,29.5,,
1997-02-26,29.5,,
1997-02-27,29.75,,
1997-02-28,29.75,,
1997-03-03,29.25,,
1997-03-04,28.88,,
1997-03-05,29.5,,
1997-03-06,30.0,,
1997-03-07,30.5,,
1997-03-10,31.25,,
1997-03-11,31.25,,
1997-03-12,30.88,,
1997-03-13,30.0,,
1997-03-14,30.25,,
1997-03-17,30.0,,
1997-03-18,29.5,,
1997-03-19,29.75,,
1997-03-20,29.75,,
1997-03-21,29.88,,
1997-03-24,29.38,,
1997-03-25,28.13,,
1997-03-26,28.63,,
1997-03-27,28.5,,
1997-03-31,27.13,,
1997-04-01,27.0,,
1997-04-02,26.88,,
1997-04-03,26.75,,
1997-04-04,27.88,,
1997-04-07,27.88,,
1997-04-08,27.88,,
1997-04-09,28.25,,
1997-04-10,28.38,,
1997-04-11,27.88,,
1997-04-14,27.88,,
1997-04-15,28.0,,
1997-04-16,30.5,,
1997-04-17,29.0,,
1997-04-18,29.0,,
1997-04-21,28.5,,
1997-04-22,28.88,,
1997-04-23,28.88,,
1997-04-24,28.5,,
1997-04-25,27.88,,
1997-04-28,28.0,,
1997-04-29,27.88,,
1997-04-30,28.75,,
1997-05-01,28.88,,
1997-05-02,29.63,,
1997-05-05,30.88,,
1997-05-06,29.63,,
1997-05-07,29.75,,
1997-05-08,29.88,,
1997-05-09,29.75,,
1997-05-12,30.25,,
1997-05-13,30.38,,
1997-05-14,30.75,,
1997-05-15,31.0,,
1997-05-16,30.88,,
1997-05-19,31.0,,
1997-05-20,31.75,,
1997-05-21,31.63,,
1997-05-22,31.0,,
1997-05-23,31.38,,
1997-05-27,31.88,,
1997-05-28,31.38,,
1997-05-29,31.0,,
1997-05-30,31.25,,
1997-06-02,31.75,,
1997-06-03,31.63,,
1997-06-04,30.75,,
1997-06-05,30.88,,
1997-06-06,31.13,,
1997-06-09,31.25,,
1997-06-10,31.38,,
1997-06-11,31.5,,
1997-06-12,32.13,,
1997-06-13,32.13,,
1997-06-16,32.13,,
1997-06-17,36.13,,
1997-06-18,35.5,,
1997-06-19,35.25,,
1997-06-20,35.25,,
1997-06-23,34.63,,
1997-06-24,36.38,,
1997-06-25,35.88,,
1997-06-26,35.94,,
1997-06-27,36.44,,
1997-06-30,37.19,,
1997-07-01,35.69,,
1997-07-02,35.19,,
1997-07-03,35.13,,
1997-07-07,33.81,,
1997-07-08,34.63,,
1997-07-09,33.88,,
1997-07-10,33.69,,
1997-07-11,33.88,,
1997-07-14,33.06,,
1997-07-15,33.13,,
1997-07-16,33.69,,
1997-07-17,33.31,,
1997-07-18,31.94,,
1997-07-21,32.13,,
1997-07-22,31.5,,
1997-07-23,32.5,,
1997-07-24,34.44,,
1997-07-25,33.56,,
1997-07-28,33.94,,
1997-07-29,33.75,,
1997-07-30,33.94,,
1997-07-31,33.94,,
1997-08-01,33.88,,
1997-08-04,34.0,,
1997-08-05,33.88,,
1997-08-06,34.38,,
1997-08-07,33.94,,
1997-08-08,30.38,,
1997-08-11,30.56,,
1997-08-12,30.44,,
1997-08-13,30.31,,
1997-08-14,29.94,,
1997-08-15,29.56,,
1997-08-18,29.5,,
1997-08-19,29.5,,
1997-08-20,29.31,,
1997-08-21,28.94,,
1997-08-22,29.44,,
1997-08-25,29.31,,
1997-08-26,29.75,,
1997-08-27,29.31,,
1997-08-28,29.38,,
1997-08-29,29.44,,
1997-09-02,29.81,,
1997-09-03,30.38,,
1997-09-04,29.94,,
1997-09-05,30.38,,
1997-09-08,30.63,,
1997-09-09,30.69,,
1997-09-10,30.0,,
1997-09-11,29.25,,
1997-09-12,29.5,,
1997-09-15,29.38,,
1997-09-16,30.06,,
1997-09-17,30.19,,
1997-09-18,32.06,,
1997-09-19,31.81,,
1997-09-22,32.13,,
1997-09-23,31.69,,
1997-09-24,32.19,,
1997-09-25,31.06,,
1997-09-26,31.06,,
1997-09-29,30.81,,
1997-09-30,31.44,,
1997-10-01,31.69,,
1997-10-02,32.56,,
1997-10-03,32.31,,
1997-10-06,32.5,,
1997-10-07,32.69,,
1997-10-08,32.63,,
1997-10-09,32.5,,
1997-10-10,31.69,,
1997-10-13,32.0,,
1997-10-14,32.0,,
1997-10-15,31.94,,
1997-10-16,31.25,,
1997-10-17,30.88,,
1997-10-20,31.44,,
1997-10-21,32.38,,
1997-10-22,33.06,,
1997-10-23,32.63,,
1997-10-24,32.25,,
1997-10-27,30.56,,
1997-10-28,31.38,,
1997-10-29,30.13,,
1997-10-30,31.5,,
1997-10-31,31.06,,
1997-11-03,32.0,,
1997-11-04,33.63,,
1997-11-05,33.56,,
1997-11-06,34.19,,
1997-11-07,33.81,,
1997-11-10,34.06,,
1997-11-11,34.19,,
1997-11-12,33.31,,
1997-11-13,34.06,,
1997-11-14,33.88,,
1997-11-17,34.0,,
1997-11-18,34.06,,
1997-11-19,34.19,,
1997-11-20,34.25,,
1997-11-21,34.31,,
1997-11-24,33.81,,
1997-11-25,34.06,,
1997-11-26,33.75,,
1997-11-28,34.13,,
1997-12-01,34.25,,
1997-12-02,34.13,,
1997-12-03,34.19,,
1997-12-04,34.13,,
1997-12-05,34.44,,
1997-12-08,35.69,,
1997-12-09,33.94,,
1997-12-10,33.31,,
1997-12-11,32.69,,
1997-12-12,33.19,,
1997-12-15,33.81,,
1997-12-16,34.56,,
1997-12-17,34.63,,
1997-12-18,34.31,,
1997-12-19,33.75,,
1997-12-22,33.88,,
1997-12-23,33.63,,
1997-12-24,33.69,,
1997-12-26,33.94,,
1997-12-29,34.0,,
1997-12-30,34.88,,
1997-12-31,35.44,,
1998-01-02,35.31,,
1998-01-05,34.69,,
1998-01-06,34.88,,
1998-01-07,34.25,,
1998-01-08,35.31,,
1998-01-09,33.63,,
1998-01-12,34.13,,
1998-01-13,34.0,,
1998-01-14,34.0,,
1998-01-15,33.81,,
1998-01-16,34.0,,
1998-01-20,35.31,,
1998-01-21,33.94,,
1998-01-22,33.5,,
1998-01-23,32.13,,
1998-01-26,33.0,,
1998-01-27,32.25,,
1998-01-28,32.69,,
1998-01-29,33.94,,
1998-01-30,32.88,,
1998-02-02,34.31,,
1998-02-03,33.06,,
1998-02-04,32.19,,
1998-02-05,32.19,,
1998-02-06,31.94,,
1998-02-09,32.38,,
1998-02-10,32.63,,
1998-02-11,33.81,,
1998-02-12,34.25,,
1998-02-13,33.38,,
1998-02-17,34.06,,
1998-02-18,34.19,,
1998-02-19,34.44,,
1998-02-20,34.19,,
1998-02-23,34.13,,
1998-02-24,34.75,,
1998-02-25,34.63,,
1998-02-26,35.44,,
1998-02-27,35.94,,
1998-03-02,35.25,,
1998-03-03,35.75,,
1998-03-04,35.81,,
1998-03-05,35.88,,
1998-03-06,37.0,,
1998-03-09,36.38,,
1998-03-10,36.63,,
1998-03-11,36.94,,
1998-03-12,36.25,,
1998-03-13,36.38,,
1998-03-16,37.0,,
1998-03-17,36.5,,
1998-03-18,36.75,,
1998-03-19,37.31,,
1998-03-20,37.19,,
1998-03-23,36.63,,
1998-03-24,36.81,,
1998-03-25,36.5,,
1998-03-26,36.19,,
1998-03-27,36.81,,
1998-03-30,36.06,,
1998-03-31,36.5,,
1998-04-01,36.56,,
1998-04-02,37.56,,
1998-04-03,37.19,,
1998-04-06,38.13,,
1998-04-07,38.38,,
1998-04-08,37.75,,
1998-04-09,39.06,,
1998-04-13,39.06,,
1998-04-14,38.81,,
1998-04-15,40.13,,
1998-04-16,39.13,,
1998-04-17,40.06,,
1998-04-20,39.69,,
1998-04-21,39.81,,
1998-04-22,40.19,,
1998-04-23,39.63,,
1998-04-24,38.69,,
1998-04-27,37.38,,
1998-04-28,37.13,,
1998-04-29,38.13,,
1998-04-30,38.69,,
1998-05-01,38.81,,
1998-05-04,38.69,,
1998-05-05,38.25,,
1998-05-06,36.63,,
1998-05-07,37.13,,
1998-05-08,37.56,,
1998-05-11,38.5,,
1998-05-12,38.44,,
1998-05-13,38.06,,
1998-05-14,37.69,,
1998-05-15,36.19,,
1998-05-18,36.31,,
1998-05-19,37.0,,
1998-05-20,36.25,,
1998-05-21,36.75,,
1998-05-22,35.88,,
1998-05-26,34.63,,
1998-05-27,36.13,,
1998-05-28,36.06,,
1998-05-29,36.38,,
1998-06-01,37.25,,
1998-06-02,36.56,,
1998-06-03,35.38,,
1998-06-04,35.88,,
1998-06-05,36.0,,
1998-06-08,36.88,,
1998-06-09,37.44,,
1998-06-10,37.13,,
1998-06-11,36.56,,
1998-06-12,36.31,,
1998-06-15,35.75,,
1998-06-16,35.19,,
1998-06-17,36.69,,
1998-06-18,35.88,,
1998-06-19,35.81,,
1998-06-22,35.94,,
1998-06-23,37.13,,
1998-06-24,36.75,,
1998-06-25,36.88,,
1998-06-26,37.19,,
1998-06-29,36.56,,
1998-06-30,36.31,,
1998-07-01,36.75,,
1998-07-02,36.69,,
1998-07-06,37.0,,
1998-07-07,36.63,,
1998-07-08,37.88,,
1998-07-09,37.38,,
1998-07-10,37.06,,
1998-07-13,37.25,,
1998-07-14,38.56,,
1998-07-15,38.06,,
1998-07-16,38.94,,
1998-07-17,38.63,,
1998-07-20,40.75,,
1998-07-21,41.81,,
1998-07-22,42.19,,
1998-07-23,41.5,,
1998-07-24,40.69,,
1998-07-27,41.13,,
1998-07-28,41.5,,
1998-07-29,40.44,,
1998-07-30,42.38,,
1998-07-31,40.88,,
1998-08-03,40.56,,
1998-08-04,40.06,,
1998-08-05,40.44,,
1998-08-06,40.56,,
1998-08-07,41.19,,
1998-08-10,42.38,,
1998-08-11,43.06,,
1998-08-12,43.38,,
1998-08-13,43.44,,
1998-08-14,41.69,,
1998-08-17,41.38,,
1998-08-18,41.81,,
1998-08-19,43.06,,
1998-08-20,43.94,,
1998-08-21,43.69,,
1998-08-24,43.69,,
1998-08-25,42.88,,
1998-08-26,42.88,,
1998-08-27,41.0,,
1998-08-28,40.0,,
1998-08-31,35.63,,
1998-09-01,36.56,,
1998-09-02,37.5,,
1998-09-03,36.88,,
1998-09-04,37.38,,
1998-09-08,37.25,,
1998-09-09,34.88,,
1998-09-10,31.69,,
1998-09-11,32.31,,
1998-09-14,33.44,,
1998-09-15,34.63,,
1998-09-16,35.63,,
1998-09-17,35.19,,
1998-09-18,34.88,,
1998-09-21,34.56,,
1998-09-22,35.69,,
1998-09-23,37.44,,
1998-09-24,37.75,,
