date,VZ,VZ_EPS,PE Ratio
1997-05-28,30.86,,
1997-05-29,30.86,,
1997-05-30,31.48,,
1997-06-02,31.98,,
1997-06-03,32.09,,
1997-06-04,32.04,,
1997-06-05,31.81,,
1997-06-06,32.94,,
1997-06-09,32.21,,
1997-06-10,33.05,,
1997-06-11,33.27,,
1997-06-12,33.89,,
1997-06-13,34.74,,
1997-06-16,34.79,,
1997-06-17,34.96,,
1997-06-18,34.68,,
1997-06-19,34.46,,
1997-06-20,34.4,,
1997-06-23,33.61,,
1997-06-24,33.72,,
1997-06-25,33.16,,
1997-06-26,32.91,,
1997-06-27,33.22,,
1997-06-30,34.12,,
1997-07-01,33.25,,
1997-07-02,33.58,,
1997-07-03,33.98,,
1997-07-07,34.01,,
1997-07-08,33.19,,
1997-07-09,32.21,,
1997-07-10,32.94,,
1997-07-11,32.12,,
1997-07-14,31.36,,
1997-07-15,32.43,,
1997-07-16,32.18,,
1997-07-17,31.05,,
1997-07-18,31.53,,
1997-07-21,32.15,,
1997-07-22,33.36,,
1997-07-23,32.52,,
1997-07-24,31.93,,
1997-07-25,31.59,,
1997-07-28,32.18,,
1997-07-29,32.32,,
1997-07-30,32.52,,
1997-07-31,32.63,,
1997-08-01,32.26,,
1997-08-04,33.33,,
1997-08-05,32.8,,
1997-08-06,33.87,,
1997-08-07,33.19,,
1997-08-08,32.91,,
1997-08-11,34.06,,
1997-08-12,34.01,,
1997-08-13,33.58,,
1997-08-14,34.15,,
1997-08-15,33.92,,
1997-08-18,33.58,,
1997-08-19,33.27,,
1997-08-20,33.61,,
1997-08-21,33.87,,
1997-08-22,32.71,,
1997-08-25,33.16,,
1997-08-26,33.13,,
1997-08-27,33.78,,
1997-08-28,33.11,,
1997-08-29,32.54,,
1997-09-02,33.05,,
1997-09-03,33.58,,
1997-09-04,34.17,,
1997-09-05,34.17,,
1997-09-08,34.48,,
1997-09-09,35.1,,
1997-09-10,34.82,,
1997-09-11,34.85,,
1997-09-12,35.61,,
1997-09-15,34.57,,
1997-09-16,35.86,,
1997-09-17,35.55,,
1997-09-18,35.92,,
1997-09-19,35.41,,
1997-09-22,35.41,,
1997-09-23,35.69,,
1997-09-24,35.64,,
1997-09-25,34.88,,
1997-09-26,35.72,,
1997-09-29,35.69,,
1997-09-30,36.17,,
1997-10-01,36.59,,
1997-10-02,36.62,,
1997-10-03,36.68,,
1997-10-06,37.27,,
1997-10-07,38.05,,
1997-10-08,37.55,,
1997-10-09,36.34,,
1997-10-10,36.03,,
1997-10-13,36.48,,
1997-10-14,36.09,,
1997-10-15,36.65,,
1997-10-16,36.17,,
1997-10-17,36.42,,
1997-10-20,36.84,,
1997-10-21,37.04,,
1997-10-22,37.83,,
1997-10-23,37.1,,
1997-10-24,36.87,,
1997-10-27,35.58,,
1997-10-28,36.42,,
1997-10-29,35.86,,
1997-10-30,35.52,,
1997-10-31,35.97,,
1997-11-03,36.56,,
1997-11-04,36.48,,
1997-11-05,36.84,,
1997-11-06,36.03,,
1997-11-07,36.87,,
1997-11-10,36.48,,
1997-11-11,37.52,,
1997-11-12,37.18,,
1997-11-13,36.93,,
1997-11-14,37.49,,
1997-11-17,37.97,,
1997-11-18,38.81,,
1997-11-19,38.95,,
1997-11-20,38.53,,
1997-11-21,38.98,,
1997-11-24,38.02,,
1997-11-25,38.98,,
1997-11-26,39.71,,
1997-11-28,40.13,,
1997-12-01,40.08,,
1997-12-02,39.88,,
1997-12-03,40.24,,
1997-12-04,40.41,,
1997-12-05,40.33,,
1997-12-08,40.44,,
1997-12-09,40.3,,
1997-12-10,40.75,,
1997-12-11,40.1,,
1997-12-12,40.24,,
1997-12-15,40.67,,
1997-12-16,40.36,,
1997-12-17,40.44,,
1997-12-18,40.36,,
1997-12-19,40.67,,
1997-12-22,40.5,,
1997-12-23,40.1,,
1997-12-24,39.96,,
1997-12-26,39.85,,
1997-12-29,40.53,,
1997-12-30,40.92,,
1997-12-31,40.92,,
1998-01-02,40.89,,
1998-01-05,39.65,,
1998-01-06,40.61,,
1998-01-07,39.8,,
1998-01-08,39.23,,
1998-01-09,38.92,,
1998-01-12,39.63,,
1998-01-13,40.16,,
1998-01-14,40.16,,
1998-01-15,40.02,,
1998-01-16,40.08,,
1998-01-20,40.75,,
1998-01-21,40.55,,
1998-01-22,40.92,,
1998-01-23,40.92,,
1998-01-26,40.81,,
1998-01-27,41.2,,
1998-01-28,41.26,,
1998-01-29,41.43,,
1998-01-30,41.62,,
1998-02-02,41.76,,
1998-02-03,42.04,,
1998-02-04,41.48,,
1998-02-05,40.92,,
1998-02-06,40.92,,
1998-02-09,40.78,,
1998-02-10,40.41,,
1998-02-11,40.55,,
1998-02-12,40.22,,
1998-02-13,39.96,,
1998-02-17,40.33,,
1998-02-18,40.5,,
1998-02-19,39.82,,
1998-02-20,40.02,,
1998-02-23,40.1,,
1998-02-24,39.82,,
1998-02-25,39.96,,
1998-02-26,40.1,,
1998-02-27,40.36,,
1998-03-02,41.51,,
1998-03-03,41.87,,
1998-03-04,41.34,,
1998-03-05,41.48,,
1998-03-06,42.86,,
1998-03-09,42.27,,
1998-03-10,42.16,,
1998-03-11,43.0,,
1998-03-12,42.72,,
1998-03-13,43.31,,
1998-03-16,44.4,,
1998-03-17,44.46,,
1998-03-18,44.97,,
1998-03-19,46.32,,
1998-03-20,46.99,,
1998-03-23,46.71,,
1998-03-24,47.13,,
1998-03-25,46.51,,
1998-03-26,45.89,,
1998-03-27,45.42,,
1998-03-30,45.61,,
1998-03-31,45.98,,
1998-04-01,45.58,,
1998-04-02,45.81,,
1998-04-03,46.01,,
1998-04-06,45.39,,
1998-04-07,45.13,,
1998-04-08,43.2,,
1998-04-09,43.59,,
1998-04-13,42.32,,
1998-04-14,42.35,,
1998-04-15,41.51,,
1998-04-16,41.59,,
1998-04-17,43.14,,
1998-04-20,43.03,,
1998-04-21,43.28,,
1998-04-22,43.95,,
1998-04-23,42.55,,
1998-04-24,41.85,,
1998-04-27,41.26,,
1998-04-28,41.17,,
1998-04-29,41.45,,
1998-04-30,42.07,,
1998-05-01,43.73,,
1998-05-04,44.57,,
1998-05-05,44.54,,
1998-05-06,43.39,,
1998-05-07,42.77,,
1998-05-08,42.49,,
1998-05-11,41.9,,
1998-05-12,42.21,,
1998-05-13,41.45,,
1998-05-14,40.98,,
1998-05-15,41.0,,
1998-05-18,40.69,,
1998-05-19,40.39,,
1998-05-20,41.48,,
1998-05-21,41.68,,
1998-05-22,41.82,,
1998-05-26,41.14,,
1998-05-27,40.81,,
1998-05-28,40.98,,
1998-05-29,41.2,,
1998-06-01,42.55,,
1998-06-02,42.55,,
1998-06-03,42.75,,
1998-06-04,42.75,,
1998-06-05,43.53,,
1998-06-08,42.61,,
1998-06-09,43.39,,
1998-06-10,43.22,,
1998-06-11,42.77,,
1998-06-12,42.86,,
1998-06-15,42.72,,
1998-06-16,42.52,,
1998-06-17,42.8,,
1998-06-18,42.97,,
1998-06-19,43.65,,
1998-06-22,43.17,,
1998-06-23,44.24,,
1998-06-24,41.59,,
1998-06-25,41.26,,
1998-06-26,40.98,,
1998-06-29,41.06,,
1998-06-30,41.03,,
1998-07-01,41.76,,
1998-07-02,41.82,,
1998-07-06,42.32,,
1998-07-07,42.16,,
1998-07-08,42.16,,
1998-07-09,41.87,,
1998-07-10,41.76,,
1998-07-13,42.27,,
1998-07-14,41.31,,
1998-07-15,40.3,,
1998-07-16,40.69,,
1998-07-17,40.53,,
1998-07-20,40.86,,
1998-07-21,39.85,,
1998-07-22,41.2,,
1998-07-23,39.57,,
1998-07-24,40.64,,
1998-07-27,40.47,,
1998-07-28,39.85,,
1998-07-29,41.2,,
1998-07-30,41.31,,
1998-07-31,40.78,,
1998-08-03,41.93,,
1998-08-04,39.57,,
1998-08-05,38.56,,
1998-08-06,38.95,,
1998-08-07,37.88,,
1998-08-10,37.04,,
1998-08-11,37.55,,
1998-08-12,37.32,,
1998-08-13,38.61,,
1998-08-14,36.98,,
1998-08-17,38.33,,
1998-08-18,38.9,,
1998-08-19,38.9,,
1998-08-20,39.29,,
1998-08-21,38.9,,
1998-08-24,39.35,,
1998-08-25,38.73,,
1998-08-26,38.67,,
1998-08-27,38.84,,
1998-08-28,40.64,,
1998-08-31,39.68,,
1998-09-01,39.06,,
1998-09-02,37.43,,
1998-09-03,37.66,,
1998-09-04,37.88,,
1998-09-08,39.57,,
1998-09-09,39.23,,
1998-09-10,38.61,,
1998-09-11,40.08,,
1998-09-14,41.09,,
1998-09-15,40.58,,
1998-09-16,39.91,,
1998-09-17,38.67,,
1998-09-18,40.69,,
1998-09-21,40.3,,
1998-09-22,41.26,,
1998-09-23,41.99,,
1998-09-24,42.27,,
1998-09-25,42.49,,
1998-09-28,42.83,,
1998-09-29,44.63,,
1998-09-30,43.56,,
1998-10-01,43.62,,
1998-10-02,46.2,,
1998-10-05,47.66,,
1998-10-06,46.76,,
1998-10-07,45.87,,
1998-10-08,46.43,,
1998-10-09,44.74,,
1998-10-12,43.5,,
1998-10-13,44.29,,
1998-10-14,45.02,,
1998-10-15,46.09,,
1998-10-16,44.54,,
1998-10-19,44.57,,
1998-10-20,44.4,,
1998-10-21,45.02,,
1998-10-22,45.92,,
1998-10-23,46.32,,
1998-10-26,46.71,,
1998-10-27,47.1,,
1998-10-28,45.53,,
1998-10-29,47.21,,
1998-10-30,47.83,,
1998-11-02,48.73,,
1998-11-03,49.58,,
1998-11-04,49.8,,
1998-11-05,50.14,,
1998-11-06,50.02,,
1998-11-09,49.91,,
1998-11-10,50.25,,
1998-11-11,49.41,,
1998-11-12,48.51,,
1998-11-13,48.45,,
1998-11-16,49.13,,
1998-11-17,50.36,,
1998-11-18,49.52,,
1998-11-19,49.8,,
1998-11-20,51.21,,
1998-11-23,51.65,,
1998-11-24,51.65,,
1998-11-25,52.61,,
1998-11-27,51.32,,
1998-11-30,50.02,,
1998-12-01,49.69,,
1998-12-02,49.35,,
1998-12-03,50.7,,
1998-12-04,51.09,,
1998-12-07,51.49,,
1998-12-08,52.16,,
1998-12-09,50.47,,
1998-12-10,50.47,,
1998-12-11,49.18,,
1998-12-14,48.11,,
1998-12-15,48.68,,
1998-12-16,48.62,,
1998-12-17,50.19,,
1998-12-18,51.04,,
1998-12-21,52.72,,
1998-12-22,51.49,,
1998-12-23,51.77,,
1998-12-24,51.99,,
1998-12-28,52.44,,
1998-12-29,53.73,,
1998-12-30,51.71,,
1998-12-31,48.56,,
1999-01-04,46.71,,
1999-01-05,49.46,,
1999-01-06,50.25,,
1999-01-07,50.36,,
1999-01-08,50.92,,
1999-01-11,49.41,,
1999-01-12,48.34,,
1999-01-13,49.41,,
1999-01-14,48.39,,
1999-01-15,47.78,,
1999-01-19,52.05,,
1999-01-20,51.71,,
1999-01-21,52.44,,
1999-01-22,52.78,,
1999-01-25,48.96,,
1999-01-26,49.97,,
1999-01-27,50.14,,
1999-01-28,52.89,,
1999-01-29,53.96,,
1999-02-01,53.51,,
1999-02-02,53.96,,
1999-02-03,53.9,,
1999-02-04,53.68,,
1999-02-05,52.33,,
1999-02-08,52.89,,
1999-02-09,52.39,,
1999-02-10,52.1,,
1999-02-11,52.1,,
1999-02-12,51.99,,
1999-02-16,52.05,,
1999-02-17,51.54,,
1999-02-18,52.55,,
1999-02-19,51.65,,
1999-02-22,54.02,,
1999-02-23,51.43,,
1999-02-24,52.67,,
1999-02-25,51.88,,
1999-02-26,51.82,,
1999-03-01,50.19,,
1999-03-02,49.01,,
1999-03-03,49.13,,
1999-03-04,49.13,,
1999-03-05,49.74,,
1999-03-08,49.13,,
1999-03-09,49.07,,
1999-03-10,48.68,,
1999-03-11,49.52,,
1999-03-12,49.63,,
1999-03-15,49.29,,
1999-03-16,49.52,,
1999-03-17,48.68,,
1999-03-18,48.73,,
1999-03-19,47.72,,
1999-03-22,47.66,,
1999-03-23,45.87,,
1999-03-24,47.16,,
1999-03-25,46.99,,
1999-03-26,46.26,,
1999-03-29,47.1,,
1999-03-30,47.33,,
1999-03-31,46.48,,
1999-04-01,46.54,,
1999-04-05,46.65,,
1999-04-06,47.33,,
1999-04-07,48.34,,
1999-04-08,49.63,,
1999-04-09,50.25,,
1999-04-12,50.47,,
1999-04-13,49.69,,
1999-04-14,49.74,,
1999-04-15,51.32,,
1999-04-16,52.27,,
1999-04-19,52.33,,
1999-04-20,51.15,,
1999-04-21,52.61,,
1999-04-22,52.05,,
1999-04-23,53.4,,
1999-04-26,51.65,,
1999-04-27,53.17,,
1999-04-28,52.33,,
1999-04-29,52.89,,
1999-04-30,51.82,,
1999-05-03,54.07,,
1999-05-04,51.6,,
1999-05-05,52.5,,
1999-05-06,50.25,,
1999-05-07,52.33,,
1999-05-10,50.08,,
1999-05-11,52.22,,
1999-05-12,51.09,,
1999-05-13,52.61,,
1999-05-14,50.36,,
1999-05-17,52.61,,
1999-05-18,50.25,,
1999-05-19,51.6,,
1999-05-20,49.91,,
1999-05-21,49.91,,
1999-05-24,49.97,,
1999-05-25,49.63,,
1999-05-26,50.19,,
1999-05-27,48.62,,
1999-05-28,49.24,,
1999-06-01,49.35,,
1999-06-02,49.13,,
1999-06-03,48.9,,
1999-06-04,49.58,,
1999-06-07,49.86,,
1999-06-08,51.21,,
1999-06-09,51.26,,
1999-06-10,51.54,,
1999-06-11,51.54,,
1999-06-14,54.75,,
1999-06-15,53.45,,
1999-06-16,53.73,,
1999-06-17,54.52,,
1999-06-18,54.8,,
1999-06-21,54.8,,
1999-06-22,54.13,,
1999-06-23,53.73,,
1999-06-24,53.06,,
1999-06-25,53.85,,
1999-06-28,52.84,,
1999-06-29,54.35,,
1999-06-30,58.79,,
1999-07-01,56.99,,
1999-07-02,56.21,,
1999-07-06,56.21,,
1999-07-07,57.5,,
1999-07-08,56.15,,
1999-07-09,56.26,,
1999-07-12,56.6,,
1999-07-13,55.98,,
1999-07-14,57.33,,
1999-07-15,58.91,,
1999-07-16,59.64,,
1999-07-19,59.37,,
1999-07-20,58.62,,
1999-07-21,58.91,,
1999-07-22,58.62,,
1999-07-23,58.85,,
1999-07-26,58.17,,
1999-07-27,57.84,,
1999-07-28,58.62,,
1999-07-29,58.68,,
1999-07-30,57.56,,
1999-08-02,58.46,,
1999-08-03,57.56,,
1999-08-04,56.21,,
1999-08-05,58.06,,
1999-08-06,57.5,,
1999-08-09,57.56,,
1999-08-10,56.83,,
1999-08-11,55.53,,
1999-08-12,55.87,,
1999-08-13,57.73,,
1999-08-16,58.12,,
1999-08-17,58.79,,
1999-08-18,58.06,,
1999-08-19,55.98,,
1999-08-20,54.91,,
1999-08-23,55.87,,
1999-08-24,56.54,,
1999-08-25,57.44,,
1999-08-26,58.74,,
1999-08-27,57.22,,
1999-08-30,55.65,,
1999-08-31,55.14,,
1999-09-01,55.98,,
1999-09-02,55.42,,
1999-09-03,57.33,,
1999-09-07,57.67,,
1999-09-08,57.89,,
1999-09-09,56.26,,
1999-09-10,56.21,,
1999-09-13,57.78,,
1999-09-14,57.73,,
1999-09-15,56.77,,
1999-09-16,57.56,,
1999-09-17,58.01,,
1999-09-20,57.22,,
1999-09-21,58.06,,
1999-09-22,60.37,,
1999-09-23,58.57,,
1999-09-24,57.89,,
1999-09-27,59.02,,
1999-09-28,60.37,,
1999-09-29,59.19,,
1999-09-30,60.54,,
1999-10-01,59.69,,
1999-10-04,62.5,,
1999-10-05,58.96,,
1999-10-06,59.97,,
1999-10-07,59.75,,
1999-10-08,60.2,,
1999-10-11,59.19,,
1999-10-12,57.61,,
1999-10-13,58.01,,
1999-10-14,56.99,,
1999-10-15,57.44,,
1999-10-18,58.79,,
1999-10-19,57.5,,
1999-10-20,57.39,,
1999-10-21,57.05,,
1999-10-22,56.66,,
1999-10-25,56.49,,
1999-10-26,55.81,,
1999-10-27,56.54,,
1999-10-28,58.12,,
1999-10-29,58.4,,
1999-11-01,57.95,,
1999-11-02,56.66,,
1999-11-03,57.11,,
1999-11-04,56.32,,
1999-11-05,56.04,,
1999-11-08,57.95,,
1999-11-09,56.54,,
1999-11-10,57.22,,
1999-11-11,57.11,,
1999-11-12,56.54,,
1999-11-15,56.99,,
1999-11-16,57.95,,
1999-11-17,58.62,,
1999-11-18,57.56,,
1999-11-19,58.29,,
1999-11-22,57.18,,
1999-11-23,55.65,,
1999-11-24,55.87,,
1999-11-26,56.54,,
1999-11-29,56.32,,
1999-11-30,57.36,,
1999-12-01,57.95,,
1999-12-02,58.3,,
1999-12-03,59.36,,
1999-12-06,57.89,,
1999-12-07,57.56,,
1999-12-08,57.6,,
1999-12-09,57.89,,
1999-12-10,56.88,,
1999-12-13,58.74,,
1999-12-14,58.29,,
1999-12-15,58.17,,
1999-12-16,57.84,,
1999-12-17,58.4,,
1999-12-20,58.34,,
1999-12-21,58.96,,
1999-12-22,58.01,,
1999-12-23,57.5,,
1999-12-27,54.07,,
1999-12-28,55.93,,
1999-12-29,55.53,,
1999-12-30,55.31,,
1999-12-31,55.36,,
2000-01-03,53.9,,
2000-01-04,52.16,,
2000-01-05,53.9,,
2000-01-06,53.28,,
2000-01-07,52.89,,
2000-01-10,52.61,,
2000-01-11,52.12,,
2000-01-12,50.36,,
2000-01-13,49.97,,
2000-01-14,50.64,,
2000-01-18,52.84,,
2000-01-19,51.82,,
2000-01-20,51.99,,
2000-01-21,54.02,,
2000-01-24,54.07,,
2000-01-25,52.61,,
2000-01-26,51.94,,
2000-01-27,52.39,,
2000-01-28,51.82,,
2000-01-31,55.7,,
2000-02-01,53.57,,
2000-02-02,53.34,,
2000-02-03,52.55,,
2000-02-04,52.67,,
2000-02-07,53.73,,
2000-02-08,53.06,,
2000-02-09,51.99,,
2000-02-10,51.32,,
2000-02-11,50.36,,
2000-02-14,49.74,,
2000-02-15,48.79,,
2000-02-16,49.52,,
2000-02-17,48.34,,
2000-02-18,46.65,,
2000-02-22,46.99,,
2000-02-23,45.19,,
2000-02-24,43.17,,
2000-02-25,42.77,,
2000-02-28,44.85,,
2000-02-29,44.01,,
2000-03-01,49.41,,
2000-03-02,49.69,,
2000-03-03,49.74,,
2000-03-06,51.26,,
2000-03-07,50.02,,
2000-03-08,50.81,,
2000-03-09,52.72,,
2000-03-10,51.54,,
2000-03-13,51.43,,
2000-03-14,50.42,,
2000-03-15,50.42,,
2000-03-16,52.05,,
2000-03-17,53.23,,
2000-03-20,53.17,,
2000-03-21,52.95,,
2000-03-22,52.05,,
2000-03-23,53.62,,
2000-03-24,53.51,,
2000-03-27,54.52,,
2000-03-28,54.41,,
2000-03-29,55.76,,
2000-03-30,55.08,,
2000-03-31,54.97,,
2000-04-03,56.71,,
2000-04-04,57.33,,
2000-04-05,56.83,,
2000-04-06,58.62,,
2000-04-07,58.12,,
2000-04-10,56.83,,
2000-04-11,57.61,,
2000-04-12,57.89,,
2000-04-13,56.71,,
2000-04-14,54.97,,
2000-04-17,54.52,,
2000-04-18,54.58,,
2000-04-19,55.53,,
2000-04-20,54.18,,
2000-04-24,55.7,,
2000-04-25,56.6,,
2000-04-26,55.31,,
2000-04-27,53.96,,
2000-04-28,53.96,,
2000-05-01,52.16,,
2000-05-02,49.46,,
2000-05-03,49.86,,
2000-05-04,48.39,,
2000-05-05,48.51,,
2000-05-08,48.98,,
2000-05-09,48.54,,
2000-05-10,48.23,,
2000-05-11,49.22,,
2000-05-12,47.66,,
2000-05-15,49.52,,
2000-05-16,49.69,,
2000-05-17,48.79,,
2000-05-18,48.45,,
2000-05-19,47.33,,
2000-05-22,47.05,,
2000-05-23,45.7,,
2000-05-24,46.37,,
2000-05-25,45.53,,
2000-05-26,46.48,,
2000-05-30,47.27,,
2000-05-31,47.55,,
2000-06-01,48.13,,
2000-06-02,48.23,,
2000-06-05,47.66,,
2000-06-06,48.62,,
2000-06-07,48.62,,
2000-06-08,49.13,,
2000-06-09,48.51,,
2000-06-12,48.39,,
2000-06-13,49.86,,
2000-06-14,51.6,,
2000-06-15,50.87,,
2000-06-16,49.52,,
2000-06-19,51.26,,
2000-06-20,51.65,,
2000-06-21,51.09,,
2000-06-22,52.33,,
2000-06-23,51.6,,
2000-06-26,49.91,,
2000-06-27,48.23,,
2000-06-28,47.31,,
2000-06-29,46.32,,
2000-06-30,45.7,,
2000-07-03,49.46,,
2000-07-05,48.96,,
2000-07-06,48.39,,
2000-07-07,49.8,,
2000-07-10,49.18,,
2000-07-11,47.27,,
2000-07-12,46.88,,
2000-07-13,46.32,,
2000-07-14,44.52,,
2000-07-17,44.52,,
2000-07-18,43.9,,
2000-07-19,42.27,,
2000-07-20,39.8,,
2000-07-21,43.17,,
2000-07-24,43.84,,
2000-07-25,43.67,,
2000-07-26,42.27,,
2000-07-27,42.27,,
2000-07-28,42.27,,
2000-07-31,42.04,,
2000-08-01,43.11,,
2000-08-02,43.06,,
2000-08-03,43.17,,
2000-08-04,42.21,,
2000-08-07,43.06,,
2000-08-08,38.22,,
2000-08-09,36.31,,
2000-08-10,37.88,,
2000-08-11,37.32,,
2000-08-14,38.22,,
2000-08-15,37.77,,
2000-08-16,37.55,,
2000-08-17,36.65,,
2000-08-18,38.17,,
2000-08-21,38.5,,
2000-08-22,37.55,,
2000-08-23,36.42,,
2000-08-24,37.43,,
2000-08-25,38.78,,
2000-08-28,39.4,,
2000-08-29,38.56,,
2000-08-30,39.8,,
2000-08-31,39.13,,
2000-09-01,39.63,,
2000-09-05,39.12,,
2000-09-06,38.33,,
2000-09-07,39.23,,
2000-09-08,39.85,,
2000-09-11,40.53,,
2000-09-12,40.36,,
2000-09-13,39.01,,
2000-09-14,39.12,,
2000-09-15,40.02,,
2000-09-18,39.01,,
2000-09-19,39.29,,
2000-09-20,37.77,,
2000-09-21,37.1,,
2000-09-22,39.06,,
2000-09-25,38.78,,
2000-09-26,39.01,,
2000-09-27,39.06,,
2000-09-28,42.49,,
2000-09-29,43.56,,
2000-10-02,42.61,,
2000-10-03,42.83,,
2000-10-04,44.46,,
2000-10-05,46.65,,
2000-10-06,45.3,,
2000-10-09,44.63,,
2000-10-10,43.67,,
2000-10-11,41.76,,
2000-10-12,41.31,,
2000-10-13,41.82,,
2000-10-16,41.76,,
2000-10-17,43.5,,
2000-10-18,43.0,,
2000-10-19,43.22,,
2000-10-20,43.56,,
2000-10-23,44.69,,
2000-10-24,45.13,,
2000-10-25,44.85,,
2000-10-26,45.87,,
2000-10-27,47.72,,
2000-10-30,49.8,,
2000-10-31,51.99,,
2000-11-01,50.14,,
2000-11-02,51.94,,
2000-11-03,51.26,,
2000-11-06,49.97,,
2000-11-07,49.41,,
2000-11-08,49.52,,
2000-11-09,50.36,,
2000-11-10,50.76,,
2000-11-13,51.21,,
2000-11-14,50.14,,
2000-11-15,48.73,,
2000-11-16,48.39,,
2000-11-17,46.65,,
2000-11-20,46.99,,
2000-11-21,47.16,,
2000-11-22,47.66,,
2000-11-24,47.44,,
2000-11-27,48.28,,
2000-11-28,49.46,,
2000-11-29,50.19,,
2000-11-30,50.53,,
2000-12-01,50.42,,
2000-12-04,51.26,,
2000-12-05,51.94,,
2000-12-06,52.84,,
2000-12-07,52.05,,
2000-12-08,50.53,,
2000-12-11,49.58,,
2000-12-12,49.8,,
2000-12-13,51.77,,
2000-12-14,51.04,,
2000-12-15,49.74,,
2000-12-18,50.19,,
2000-12-19,46.65,,
2000-12-20,45.08,,
2000-12-21,43.9,,
2000-12-22,43.28,,
2000-12-26,44.74,,
2000-12-27,45.47,,
2000-12-28,44.01,,
2000-12-29,45.08,,
2001-01-02,45.19,,
2001-01-03,47.78,,
2001-01-04,49.18,,
2001-01-05,49.07,,
2001-01-08,48.79,,
2001-01-09,49.91,,
2001-01-10,50.53,,
2001-01-11,50.14,,
2001-01-12,49.91,,
2001-01-16,48.9,,
2001-01-17,48.51,,
2001-01-18,50.14,,
2001-01-19,49.8,,
2001-01-22,48.51,,
2001-01-23,48.39,,
2001-01-24,46.65,,
2001-01-25,46.03,,
2001-01-26,46.65,,
2001-01-29,47.92,,
2001-01-30,48.46,,
2001-01-31,49.42,,
2001-02-01,49.46,,
2001-02-02,46.76,,
2001-02-05,47.21,,
2001-02-06,48.92,,
2001-02-07,47.62,,
2001-02-08,47.8,,
2001-02-09,47.21,,
2001-02-12,48.07,,
2001-02-13,48.74,,
2001-02-14,46.94,,
2001-02-15,46.86,,
2001-02-16,47.23,,
2001-02-20,46.27,,
2001-02-21,44.07,,
2001-02-22,44.07,,
2001-02-23,44.17,,
2001-02-26,45.82,,
2001-02-27,45.73,,
2001-02-28,44.52,,
2001-03-01,43.56,,
2001-03-02,44.53,,
2001-03-05,43.28,,
2001-03-06,43.28,,
2001-03-07,42.95,,
2001-03-08,44.29,,
2001-03-09,42.93,,
2001-03-12,42.68,,
2001-03-13,44.23,,
2001-03-14,42.18,,
2001-03-15,43.21,,
2001-03-16,42.56,,
2001-03-19,43.96,,
2001-03-20,42.3,,
2001-03-21,41.47,,
2001-03-22,41.37,,
2001-03-23,42.22,,
2001-03-26,43.17,,
2001-03-27,45.07,,
2001-03-28,42.44,,
2001-03-29,43.35,,
2001-03-30,44.34,,
2001-04-02,43.75,,
2001-04-03,42.81,,
2001-04-04,43.98,,
2001-04-05,44.52,,
2001-04-06,44.47,,
2001-04-09,45.19,,
2001-04-10,45.9,,
2001-04-11,45.37,,
2001-04-12,46.84,,
2001-04-16,46.76,,
2001-04-17,47.57,,
2001-04-18,47.9,,
2001-04-19,48.11,,
2001-04-20,47.72,,
2001-04-23,47.58,,
2001-04-24,47.49,,
2001-04-25,49.62,,
2001-04-26,49.9,,
2001-04-27,50.09,,
2001-04-30,49.53,,
2001-05-01,50.98,,
2001-05-02,51.17,,
2001-05-03,50.18,,
2001-05-04,50.18,,
2001-05-07,51.11,,
2001-05-08,50.0,,
2001-05-09,48.4,,
2001-05-10,48.03,,
2001-05-11,47.92,,
2001-05-14,48.44,,
2001-05-15,48.56,,
2001-05-16,49.37,,
2001-05-17,48.32,,
2001-05-18,48.71,,
2001-05-21,49.17,,
2001-05-22,48.95,,
2001-05-23,48.29,,
2001-05-24,48.49,,
2001-05-25,48.54,,
2001-05-29,49.04,,
2001-05-30,48.56,,
2001-05-31,49.33,,
2001-06-01,49.23,,
2001-06-04,49.82,,
2001-06-05,49.91,,
2001-06-06,48.95,,
2001-06-07,47.93,,
2001-06-08,48.11,,
2001-06-11,48.39,,
2001-06-12,48.88,,
2001-06-13,48.2,,
2001-06-14,47.98,,
2001-06-15,47.17,,
2001-06-18,46.94,,
2001-06-19,46.85,,
2001-06-20,47.43,,
2001-06-21,47.84,,
2001-06-22,47.26,,
2001-06-25,46.58,,
2001-06-26,47.66,,
2001-06-27,47.03,,
2001-06-28,48.21,,
2001-06-29,48.11,,
2001-07-02,48.9,,
2001-07-03,49.44,,
2001-07-05,48.56,,
2001-07-06,47.91,,
2001-07-09,48.56,,
2001-07-10,49.64,,
2001-07-11,50.22,,
2001-07-12,49.87,,
2001-07-13,49.69,,
2001-07-16,50.27,,
2001-07-17,50.78,,
2001-07-18,50.55,,
2001-07-19,51.41,,
2001-07-20,50.48,,
2001-07-23,49.46,,
2001-07-24,48.62,,
2001-07-25,50.21,,
2001-07-26,50.55,,
2001-07-27,50.48,,
2001-07-30,50.38,,
2001-07-31,48.7,,
2001-08-01,50.13,,
2001-08-02,49.01,,
2001-08-03,48.28,,
2001-08-06,47.91,,
2001-08-07,48.18,,
2001-08-08,47.71,,
2001-08-09,47.44,,
2001-08-10,48.5,,
2001-08-13,48.24,,
2001-08-14,48.28,,
2001-08-15,47.57,,
2001-08-16,47.93,,
2001-08-17,47.21,,
2001-08-20,47.93,,
2001-08-21,47.93,,
2001-08-22,47.25,,
2001-08-23,46.76,,
2001-08-24,46.86,,
2001-08-27,46.18,,
2001-08-28,45.48,,
2001-08-29,44.97,,
