date,O,O_EPS,PE Ratio
1995-07-13,10.63,0.18,59.055555555555564
1995-07-14,10.69,0.18,59.388888888888886
1995-07-17,10.63,0.18,59.055555555555564
1995-07-18,10.63,0.18,59.055555555555564
1995-07-19,10.63,0.18,59.055555555555564
1995-07-20,10.63,0.18,59.055555555555564
1995-07-21,10.63,0.18,59.055555555555564
1995-07-24,10.94,0.18,60.77777777777778
1995-07-25,10.75,0.18,59.72222222222222
1995-07-26,10.75,0.18,59.72222222222222
1995-07-27,10.75,0.18,59.72222222222222
1995-07-28,10.75,0.18,59.72222222222222
1995-07-31,10.75,0.18,59.72222222222222
1995-08-01,10.81,0.18,60.05555555555556
1995-08-02,10.81,0.18,60.05555555555556
1995-08-03,10.88,0.18,60.44444444444445
1995-08-04,10.94,0.18,60.77777777777778
1995-08-07,10.94,0.18,60.77777777777778
1995-08-08,10.88,0.18,60.44444444444445
1995-08-09,10.69,0.18,59.388888888888886
1995-08-10,10.63,0.18,59.055555555555564
1995-08-11,10.63,0.18,59.055555555555564
1995-08-14,10.56,0.18,58.66666666666667
1995-08-15,10.56,0.18,58.66666666666667
1995-08-16,10.63,0.18,59.055555555555564
1995-08-17,10.69,0.18,59.388888888888886
1995-08-18,10.81,0.18,60.05555555555556
1995-08-21,10.88,0.18,60.44444444444445
1995-08-22,10.69,0.18,59.388888888888886
1995-08-23,10.56,0.18,58.66666666666667
1995-08-24,10.69,0.18,59.388888888888886
1995-08-25,10.69,0.18,59.388888888888886
1995-08-28,10.63,0.18,59.055555555555564
1995-08-29,10.69,0.18,59.388888888888886
1995-08-30,10.75,0.18,59.72222222222222
1995-08-31,10.81,0.18,60.05555555555556
1995-09-01,10.69,0.18,59.388888888888886
1995-09-05,10.69,0.18,59.388888888888886
1995-09-06,10.75,0.18,59.72222222222222
1995-09-07,10.75,0.18,59.72222222222222
1995-09-08,10.81,0.18,60.05555555555556
1995-09-11,10.69,0.18,59.388888888888886
1995-09-12,10.56,0.18,58.66666666666667
1995-09-13,10.44,0.18,58.0
1995-09-14,10.69,0.18,59.388888888888886
1995-09-15,10.69,0.18,59.388888888888886
1995-09-18,10.63,0.18,59.055555555555564
1995-09-19,10.63,0.18,59.055555555555564
1995-09-20,10.5,0.18,58.333333333333336
1995-09-21,10.5,0.18,58.333333333333336
1995-09-22,10.63,0.18,59.055555555555564
1995-09-25,10.63,0.18,59.055555555555564
1995-09-26,10.69,0.18,59.388888888888886
1995-09-27,10.56,0.18,58.66666666666667
1995-09-28,10.25,0.18,56.94444444444445
1995-09-29,10.56,0.18,58.66666666666667
1995-10-02,10.5,0.18,58.333333333333336
1995-10-03,10.44,0.18,58.0
1995-10-04,10.31,0.18,57.277777777777786
1995-10-05,10.25,0.18,56.94444444444445
1995-10-06,10.25,0.18,56.94444444444445
1995-10-09,10.25,0.18,56.94444444444445
1995-10-10,10.19,0.18,56.61111111111111
1995-10-11,10.06,0.18,55.88888888888889
1995-10-12,10.13,0.18,56.277777777777786
1995-10-13,10.0,0.18,55.55555555555556
1995-10-16,10.13,0.18,56.277777777777786
1995-10-17,10.19,0.18,56.61111111111111
1995-10-18,10.25,0.18,56.94444444444445
1995-10-19,10.38,0.18,57.66666666666667
1995-10-20,10.5,0.18,58.333333333333336
1995-10-23,10.31,0.18,57.277777777777786
1995-10-24,10.13,0.18,56.277777777777786
1995-10-25,10.0,0.18,55.55555555555556
1995-10-26,10.06,0.18,55.88888888888889
1995-10-27,10.0,0.18,55.55555555555556
1995-10-30,9.88,0.18,54.88888888888889
1995-10-31,9.81,0.18,54.50000000000001
1995-11-01,9.88,0.18,54.88888888888889
1995-11-02,9.81,0.18,54.50000000000001
1995-11-03,9.88,0.18,54.88888888888889
1995-11-06,9.88,0.18,54.88888888888889
1995-11-07,9.81,0.18,54.50000000000001
1995-11-08,9.81,0.18,54.50000000000001
1995-11-09,9.81,0.18,54.50000000000001
1995-11-10,9.88,0.18,54.88888888888889
1995-11-13,9.88,0.18,54.88888888888889
1995-11-14,9.81,0.15,65.4
1995-11-15,9.81,0.15,65.4
1995-11-16,9.81,0.15,65.4
1995-11-17,9.94,0.15,66.26666666666667
1995-11-20,9.88,0.15,65.86666666666667
1995-11-21,9.88,0.15,65.86666666666667
1995-11-22,9.88,0.15,65.86666666666667
1995-11-24,9.88,0.15,65.86666666666667
1995-11-27,9.88,0.15,65.86666666666667
1995-11-28,9.81,0.15,65.4
1995-11-29,9.81,0.15,65.4
1995-11-30,9.75,0.15,65.0
1995-12-01,9.69,0.15,64.6
1995-12-04,9.63,0.15,64.2
1995-12-05,9.69,0.15,64.6
1995-12-06,9.69,0.15,64.6
1995-12-07,9.81,0.15,65.4
1995-12-08,9.81,0.15,65.4
1995-12-11,9.81,0.15,65.4
1995-12-12,9.88,0.15,65.86666666666667
1995-12-13,10.31,0.15,68.73333333333333
1995-12-14,10.31,0.15,68.73333333333333
1995-12-15,10.25,0.15,68.33333333333334
1995-12-18,10.5,0.15,70.0
1995-12-19,10.69,0.15,71.26666666666667
1995-12-20,10.75,0.15,71.66666666666667
1995-12-21,10.5,0.15,70.0
1995-12-22,10.5,0.15,70.0
1995-12-26,10.5,0.15,70.0
1995-12-27,10.75,0.15,71.66666666666667
1995-12-28,10.94,0.15,72.93333333333334
1995-12-29,11.25,0.15,75.0
1996-01-02,11.19,0.15,74.6
1996-01-03,11.13,0.15,74.2
1996-01-04,11.06,0.15,73.73333333333333
1996-01-05,10.88,0.15,72.53333333333335
1996-01-08,10.88,0.15,72.53333333333335
1996-01-09,11.19,0.15,74.6
1996-01-10,11.06,0.15,73.73333333333333
1996-01-11,11.38,0.15,75.86666666666667
1996-01-12,11.56,0.15,77.06666666666668
1996-01-15,11.38,0.15,75.86666666666667
1996-01-16,11.44,0.15,76.26666666666667
1996-01-17,11.38,0.15,75.86666666666667
1996-01-18,11.44,0.15,76.26666666666667
1996-01-19,11.38,0.15,75.86666666666667
1996-01-22,11.44,0.15,76.26666666666667
1996-01-23,11.31,0.15,75.4
1996-01-24,11.31,0.15,75.4
1996-01-25,11.38,0.15,75.86666666666667
1996-01-26,11.44,0.15,76.26666666666667
1996-01-29,11.25,0.15,75.0
1996-01-30,11.38,0.15,75.86666666666667
1996-01-31,11.56,0.15,77.06666666666668
1996-02-01,11.44,0.15,76.26666666666667
1996-02-02,11.25,0.15,75.0
1996-02-05,11.19,0.15,74.6
1996-02-06,11.19,0.15,74.6
1996-02-07,11.0,0.15,73.33333333333334
1996-02-08,10.94,0.15,72.93333333333334
1996-02-09,11.0,0.15,73.33333333333334
1996-02-12,10.94,0.15,72.93333333333334
1996-02-13,10.75,0.15,71.66666666666667
1996-02-14,10.75,0.15,71.66666666666667
1996-02-15,10.44,0.15,69.6
1996-02-16,10.63,0.15,70.86666666666667
1996-02-20,10.44,0.15,69.6
1996-02-21,10.31,0.15,68.73333333333333
1996-02-22,10.44,0.15,69.6
1996-02-23,10.5,0.15,70.0
1996-02-26,11.0,0.15,73.33333333333334
1996-02-27,10.88,0.15,72.53333333333335
1996-02-28,10.69,0.15,71.26666666666667
1996-02-29,10.81,0.15,72.06666666666668
1996-03-01,10.63,0.15,70.86666666666667
1996-03-04,10.94,0.15,72.93333333333334
1996-03-05,11.19,0.15,74.6
1996-03-06,11.0,0.15,73.33333333333334
1996-03-07,11.19,0.15,74.6
1996-03-08,10.63,0.15,70.86666666666667
1996-03-11,10.81,0.15,72.06666666666668
1996-03-12,10.88,0.15,72.53333333333335
1996-03-13,10.88,0.15,72.53333333333335
1996-03-14,10.81,0.15,72.06666666666668
1996-03-15,10.63,0.15,70.86666666666667
1996-03-18,10.5,0.15,70.0
1996-03-19,10.56,0.15,70.4
1996-03-20,10.5,0.15,70.0
1996-03-21,10.56,0.15,70.4
1996-03-22,10.69,0.15,71.26666666666667
1996-03-25,10.81,0.15,72.06666666666668
1996-03-26,10.69,0.15,71.26666666666667
1996-03-27,10.69,0.15,71.26666666666667
1996-03-28,10.44,0.15,69.6
1996-03-29,10.38,0.15,69.2
1996-04-01,10.31,0.15,68.73333333333333
1996-04-02,10.31,0.15,68.73333333333333
1996-04-03,10.19,0.15,67.93333333333334
1996-04-04,10.06,0.15,67.06666666666668
1996-04-08,10.0,0.15,66.66666666666667
1996-04-09,10.0,0.15,66.66666666666667
1996-04-10,9.94,0.15,66.26666666666667
1996-04-11,9.94,0.15,66.26666666666667
1996-04-12,10.25,0.15,68.33333333333334
1996-04-15,10.19,0.15,67.93333333333334
1996-04-16,10.25,0.15,68.33333333333334
1996-04-17,10.25,0.15,68.33333333333334
1996-04-18,10.19,0.15,67.93333333333334
1996-04-19,10.06,0.15,67.06666666666668
1996-04-22,10.0,0.15,66.66666666666667
1996-04-23,9.94,0.15,66.26666666666667
1996-04-24,10.0,0.15,66.66666666666667
1996-04-25,10.0,0.15,66.66666666666667
1996-04-26,10.06,0.15,67.06666666666668
1996-04-29,9.88,0.15,65.86666666666667
1996-04-30,10.13,0.15,67.53333333333335
1996-05-01,10.06,0.15,67.06666666666668
1996-05-02,10.0,0.15,66.66666666666667
1996-05-03,10.0,0.15,66.66666666666667
1996-05-06,9.81,0.15,65.4
1996-05-07,9.94,0.15,66.26666666666667
1996-05-08,10.0,0.15,66.66666666666667
1996-05-09,10.0,0.15,66.66666666666667
1996-05-10,10.0,0.16,62.5
1996-05-13,10.0,0.16,62.5
1996-05-14,10.06,0.16,62.875
1996-05-15,10.31,0.16,64.4375
1996-05-16,10.19,0.16,63.68749999999999
1996-05-17,10.13,0.16,63.31250000000001
1996-05-20,10.25,0.16,64.0625
1996-05-21,10.38,0.16,64.875
1996-05-22,10.31,0.16,64.4375
1996-05-23,10.25,0.16,64.0625
1996-05-24,10.25,0.16,64.0625
1996-05-28,10.25,0.16,64.0625
1996-05-29,10.19,0.16,63.68749999999999
1996-05-30,10.31,0.16,64.4375
1996-05-31,10.44,0.16,65.25
1996-06-03,10.38,0.16,64.875
1996-06-04,10.31,0.16,64.4375
1996-06-05,10.25,0.16,64.0625
1996-06-06,10.19,0.16,63.68749999999999
1996-06-07,10.25,0.16,64.0625
1996-06-10,10.38,0.16,64.875
1996-06-11,10.31,0.16,64.4375
1996-06-12,10.38,0.16,64.875
1996-06-13,10.31,0.16,64.4375
1996-06-14,10.44,0.16,65.25
1996-06-17,10.5,0.16,65.625
1996-06-18,10.5,0.16,65.625
1996-06-19,10.38,0.16,64.875
1996-06-20,10.38,0.16,64.875
1996-06-21,10.38,0.16,64.875
1996-06-24,10.56,0.16,66.0
1996-06-25,10.56,0.16,66.0
1996-06-26,10.69,0.16,66.8125
1996-06-27,10.5,0.16,65.625
1996-06-28,10.38,0.16,64.875
1996-07-01,10.63,0.16,66.4375
1996-07-02,10.81,0.16,67.5625
1996-07-03,10.63,0.16,66.4375
1996-07-05,10.56,0.16,66.0
1996-07-08,10.5,0.16,65.625
1996-07-09,10.63,0.16,66.4375
1996-07-10,10.56,0.16,66.0
1996-07-11,10.38,0.16,64.875
1996-07-12,10.38,0.16,64.875
1996-07-15,10.25,0.16,64.0625
1996-07-16,10.5,0.16,65.625
1996-07-17,10.75,0.16,67.1875
1996-07-18,10.75,0.16,67.1875
1996-07-19,10.75,0.16,67.1875
1996-07-22,10.75,0.16,67.1875
1996-07-23,10.75,0.16,67.1875
1996-07-24,10.44,0.16,65.25
1996-07-25,10.38,0.16,64.875
1996-07-26,10.38,0.16,64.875
1996-07-29,10.5,0.16,65.625
1996-07-30,10.38,0.16,64.875
1996-07-31,10.81,0.16,67.5625
1996-08-01,10.56,0.16,66.0
1996-08-02,10.63,0.16,66.4375
1996-08-05,10.69,0.16,66.8125
1996-08-06,10.81,0.16,67.5625
1996-08-07,10.75,0.16,67.1875
1996-08-08,10.75,0.16,67.1875
1996-08-09,10.63,0.16,66.4375
1996-08-12,10.69,0.16,66.8125
1996-08-13,10.69,0.16,66.8125
1996-08-14,10.88,0.16,68.0
1996-08-15,10.88,0.16,68.0
1996-08-16,10.88,0.16,68.0
1996-08-19,10.81,0.16,67.5625
1996-08-20,10.88,0.16,68.0
1996-08-21,10.88,0.16,68.0
1996-08-22,10.94,0.16,68.375
1996-08-23,11.25,0.16,70.3125
1996-08-26,11.38,0.16,71.125
1996-08-27,11.38,0.16,71.125
1996-08-28,11.38,0.16,71.125
1996-08-29,11.31,0.16,70.6875
1996-08-30,11.19,0.16,69.9375
1996-09-03,11.19,0.16,69.9375
1996-09-04,11.38,0.16,71.125
1996-09-05,11.31,0.16,70.6875
1996-09-06,11.25,0.16,70.3125
1996-09-09,11.13,0.16,69.5625
1996-09-10,11.13,0.16,69.5625
1996-09-11,11.25,0.16,70.3125
1996-09-12,11.31,0.16,70.6875
1996-09-13,11.38,0.16,71.125
1996-09-16,11.31,0.16,70.6875
1996-09-17,11.38,0.16,71.125
1996-09-18,11.38,0.16,71.125
1996-09-19,11.31,0.16,70.6875
1996-09-20,11.25,0.16,70.3125
1996-09-23,11.25,0.16,70.3125
1996-09-24,11.44,0.16,71.5
1996-09-25,11.44,0.16,71.5
1996-09-26,11.56,0.16,72.25
1996-09-27,11.38,0.16,71.125
1996-09-30,11.38,0.16,71.125
1996-10-01,11.44,0.16,71.5
1996-10-02,11.38,0.16,71.125
1996-10-03,11.13,0.16,69.5625
1996-10-04,11.19,0.16,69.9375
1996-10-07,11.25,0.16,70.3125
1996-10-08,11.31,0.16,70.6875
1996-10-09,11.44,0.16,71.5
1996-10-10,11.38,0.16,71.125
1996-10-11,11.5,0.16,71.875
1996-10-14,11.5,0.16,71.875
1996-10-15,11.44,0.16,71.5
1996-10-16,11.44,0.16,71.5
1996-10-17,11.44,0.16,71.5
1996-10-18,11.38,0.16,71.125
1996-10-21,11.25,0.16,70.3125
1996-10-22,11.31,0.16,70.6875
1996-10-23,11.31,0.16,70.6875
1996-10-24,11.44,0.16,71.5
1996-10-25,11.44,0.16,71.5
1996-10-28,11.44,0.16,71.5
1996-10-29,11.38,0.16,71.125
1996-10-30,11.25,0.16,70.3125
1996-10-31,11.5,0.16,71.875
1996-11-01,11.56,0.16,72.25
1996-11-04,11.69,0.16,73.0625
1996-11-05,11.94,0.16,74.625
1996-11-06,12.06,0.16,75.375
1996-11-07,11.94,0.16,74.625
1996-11-08,11.69,0.16,73.0625
1996-11-11,11.56,0.16,72.25
1996-11-12,11.63,0.16,72.6875
1996-11-13,11.75,0.17,69.11764705882352
1996-11-14,11.75,0.17,69.11764705882352
1996-11-15,11.56,0.17,68.0
1996-11-18,11.5,0.17,67.6470588235294
1996-11-19,11.63,0.17,68.41176470588235
1996-11-20,11.69,0.17,68.76470588235293
1996-11-21,11.69,0.17,68.76470588235293
1996-11-22,11.75,0.17,69.11764705882352
1996-11-25,11.94,0.17,70.23529411764704
1996-11-26,11.88,0.17,69.88235294117646
1996-11-27,11.88,0.17,69.88235294117646
1996-11-29,11.88,0.17,69.88235294117646
1996-12-02,11.88,0.17,69.88235294117646
1996-12-03,12.06,0.17,70.94117647058823
1996-12-04,12.06,0.17,70.94117647058823
1996-12-05,11.69,0.17,68.76470588235293
1996-12-06,11.63,0.17,68.41176470588235
1996-12-09,11.75,0.17,69.11764705882352
1996-12-10,11.88,0.17,69.88235294117646
1996-12-11,11.69,0.17,68.76470588235293
1996-12-12,11.75,0.17,69.11764705882352
1996-12-13,12.0,0.17,70.58823529411764
1996-12-16,11.63,0.17,68.41176470588235
1996-12-17,11.69,0.17,68.76470588235293
1996-12-18,11.75,0.17,69.11764705882352
1996-12-19,11.81,0.17,69.47058823529412
1996-12-20,11.75,0.17,69.11764705882352
1996-12-23,11.81,0.17,69.47058823529412
1996-12-24,11.94,0.17,70.23529411764704
1996-12-26,11.94,0.17,70.23529411764704
1996-12-27,11.94,0.17,70.23529411764704
1996-12-30,11.94,0.17,70.23529411764704
1996-12-31,11.94,0.17,70.23529411764704
1997-01-02,11.81,0.17,69.47058823529412
1997-01-03,12.0,0.17,70.58823529411764
1997-01-06,11.94,0.17,70.23529411764704
1997-01-07,11.94,0.17,70.23529411764704
1997-01-08,11.94,0.17,70.23529411764704
1997-01-09,11.94,0.17,70.23529411764704
1997-01-10,11.94,0.17,70.23529411764704
1997-01-13,11.88,0.17,69.88235294117646
1997-01-14,11.94,0.17,70.23529411764704
1997-01-15,11.88,0.17,69.88235294117646
1997-01-16,12.0,0.17,70.58823529411764
1997-01-17,12.0,0.17,70.58823529411764
1997-01-20,12.19,0.17,71.70588235294117
1997-01-21,12.31,0.17,72.41176470588235
1997-01-22,12.38,0.17,72.82352941176471
1997-01-23,12.38,0.17,72.82352941176471
1997-01-24,13.0,0.17,76.47058823529412
1997-01-27,12.88,0.17,75.76470588235294
1997-01-28,12.75,0.17,75.0
1997-01-29,12.75,0.17,75.0
1997-01-30,12.81,0.17,75.35294117647058
1997-01-31,13.25,0.17,77.94117647058823
1997-02-03,13.0,0.17,76.47058823529412
1997-02-04,13.06,0.17,76.82352941176471
1997-02-05,12.94,0.17,76.11764705882352
1997-02-06,12.88,0.17,75.76470588235294
1997-02-07,13.0,0.17,76.47058823529412
1997-02-10,12.94,0.17,76.11764705882352
1997-02-11,12.88,0.17,75.76470588235294
1997-02-12,12.81,0.17,75.35294117647058
1997-02-13,12.94,0.17,76.11764705882352
1997-02-14,13.06,0.17,76.82352941176471
1997-02-18,12.94,0.17,76.11764705882352
1997-02-19,13.0,0.17,76.47058823529412
1997-02-20,12.94,0.17,76.11764705882352
1997-02-21,12.81,0.17,75.35294117647058
1997-02-24,12.94,0.17,76.11764705882352
1997-02-25,12.88,0.17,75.76470588235294
1997-02-26,12.81,0.17,75.35294117647058
1997-02-27,12.69,0.17,74.6470588235294
1997-02-28,12.5,0.17,73.52941176470588
1997-03-03,12.63,0.17,74.29411764705883
1997-03-04,12.81,0.17,75.35294117647058
1997-03-05,12.88,0.17,75.76470588235294
1997-03-06,12.94,0.17,76.11764705882352
1997-03-07,13.06,0.17,76.82352941176471
1997-03-10,13.0,0.17,76.47058823529412
1997-03-11,13.0,0.17,76.47058823529412
1997-03-12,13.06,0.17,76.82352941176471
1997-03-13,13.0,0.17,76.47058823529412
1997-03-14,13.19,0.17,77.58823529411764
1997-03-17,13.0,0.17,76.47058823529412
1997-03-18,12.56,0.17,73.88235294117646
1997-03-19,12.06,0.17,70.94117647058823
1997-03-20,11.75,0.17,69.11764705882352
1997-03-21,11.81,0.17,69.47058823529412
1997-03-24,11.94,0.17,70.23529411764704
1997-03-25,11.94,0.17,70.23529411764704
1997-03-26,11.94,0.17,70.23529411764704
1997-03-27,11.81,0.17,69.47058823529412
1997-03-31,11.5,0.17,67.6470588235294
1997-04-01,11.63,0.17,68.41176470588235
1997-04-02,11.75,0.17,69.11764705882352
1997-04-03,11.88,0.17,69.88235294117646
1997-04-04,11.63,0.17,68.41176470588235
1997-04-07,11.75,0.17,69.11764705882352
1997-04-08,11.94,0.17,70.23529411764704
1997-04-09,11.88,0.17,69.88235294117646
1997-04-10,11.69,0.17,68.76470588235293
1997-04-11,11.69,0.17,68.76470588235293
1997-04-14,11.88,0.17,69.88235294117646
1997-04-15,11.94,0.17,70.23529411764704
1997-04-16,12.06,0.17,70.94117647058823
1997-04-17,11.94,0.17,70.23529411764704
1997-04-18,12.13,0.17,71.3529411764706
1997-04-21,11.88,0.17,69.88235294117646
1997-04-22,12.0,0.17,70.58823529411764
1997-04-23,12.13,0.17,71.3529411764706
