date,VRSK,VRSK_EPS,PE Ratio
2010-02-25,27.98,,
2010-02-26,28.3,,
2010-03-01,28.4,,
2010-03-02,28.02,,
2010-03-03,27.63,,
2010-03-04,27.24,,
2010-03-05,27.38,,
2010-03-08,29.03,,
2010-03-09,28.45,0.72,39.51388888888889
2010-03-10,28.53,0.72,39.625
2010-03-11,28.19,0.72,39.15277777777778
2010-03-12,28.2,0.72,39.166666666666664
2010-03-15,28.1,0.72,39.02777777777778
2010-03-16,28.05,0.72,38.958333333333336
2010-03-17,28.01,0.72,38.90277777777778
2010-03-18,28.37,0.72,39.40277777777778
2010-03-19,28.29,0.72,39.291666666666664
2010-03-22,28.2,0.72,39.166666666666664
2010-03-23,28.0,0.72,38.88888888888889
2010-03-24,28.02,0.72,38.916666666666664
2010-03-25,28.0,0.72,38.88888888888889
2010-03-26,28.07,0.72,38.986111111111114
2010-03-29,28.0,0.72,38.88888888888889
2010-03-30,27.91,0.72,38.76388888888889
2010-03-31,28.2,0.72,39.166666666666664
2010-04-01,27.99,0.72,38.875
2010-04-05,27.89,0.72,38.736111111111114
2010-04-06,28.16,0.72,39.111111111111114
2010-04-07,27.81,0.72,38.625
2010-04-08,27.65,0.72,38.40277777777778
2010-04-09,27.98,0.72,38.861111111111114
2010-04-12,28.04,0.72,38.94444444444444
2010-04-13,28.07,0.72,38.986111111111114
2010-04-14,28.56,0.72,39.666666666666664
2010-04-15,28.19,0.72,39.15277777777778
2010-04-16,28.02,0.72,38.916666666666664
2010-04-19,28.24,0.72,39.22222222222222
2010-04-20,28.29,0.72,39.291666666666664
2010-04-21,28.16,0.72,39.111111111111114
2010-04-22,28.2,0.72,39.166666666666664
2010-04-23,28.31,0.72,39.31944444444444
2010-04-26,28.56,0.72,39.666666666666664
2010-04-27,28.51,0.72,39.59722222222223
2010-04-28,27.8,0.72,38.611111111111114
2010-04-29,28.03,0.72,38.93055555555556
2010-04-30,28.02,0.72,38.916666666666664
2010-05-03,28.15,0.72,39.09722222222222
2010-05-04,28.35,0.72,39.375
2010-05-05,28.3,0.72,39.30555555555556
2010-05-06,27.99,0.31,90.29032258064515
2010-05-07,27.72,0.31,89.41935483870968
2010-05-10,27.83,0.31,89.77419354838709
2010-05-11,28.46,0.31,91.80645161290323
2010-05-12,29.92,0.31,96.51612903225806
2010-05-13,30.3,0.31,97.74193548387098
2010-05-14,30.83,0.31,99.45161290322581
2010-05-17,30.75,0.31,99.19354838709677
2010-05-18,30.3,0.31,97.74193548387098
2010-05-19,29.99,0.31,96.74193548387096
2010-05-20,29.24,0.31,94.32258064516128
2010-05-21,29.01,0.31,93.58064516129033
2010-05-24,29.23,0.31,94.29032258064517
2010-05-25,29.73,0.31,95.90322580645162
2010-05-26,29.25,0.31,94.35483870967742
2010-05-27,29.76,0.31,96.0
2010-05-28,30.25,0.31,97.58064516129032
2010-06-01,29.7,0.31,95.80645161290322
2010-06-02,30.26,0.31,97.61290322580646
2010-06-03,30.71,0.31,99.06451612903226
2010-06-04,30.02,0.31,96.83870967741936
2010-06-07,29.58,0.31,95.41935483870967
2010-06-08,29.58,0.31,95.41935483870967
2010-06-09,28.95,0.31,93.38709677419355
2010-06-10,29.47,0.31,95.06451612903226
2010-06-11,29.55,0.31,95.3225806451613
2010-06-14,30.4,0.31,98.06451612903226
2010-06-15,30.53,0.31,98.48387096774194
2010-06-16,30.22,0.31,97.48387096774194
2010-06-17,30.35,0.31,97.90322580645162
2010-06-18,30.4,0.31,98.06451612903226
2010-06-21,29.97,0.31,96.6774193548387
2010-06-22,30.66,0.31,98.90322580645162
2010-06-23,30.37,0.31,97.96774193548387
2010-06-24,30.12,0.31,97.16129032258065
2010-06-25,30.93,0.31,99.7741935483871
2010-06-28,30.82,0.31,99.41935483870968
2010-06-29,29.7,0.31,95.80645161290322
2010-06-30,29.9,0.31,96.45161290322581
2010-07-01,30.2,0.31,97.41935483870968
2010-07-02,30.13,0.31,97.19354838709677
2010-07-06,30.05,0.31,96.93548387096774
2010-07-07,29.58,0.31,95.41935483870967
2010-07-08,29.41,0.31,94.87096774193549
2010-07-09,29.37,0.31,94.74193548387098
2010-07-12,29.19,0.31,94.16129032258065
2010-07-13,29.21,0.31,94.22580645161291
2010-07-14,29.31,0.31,94.54838709677419
2010-07-15,29.0,0.31,93.54838709677419
2010-07-16,28.85,0.31,93.06451612903226
2010-07-19,28.75,0.31,92.74193548387098
2010-07-20,28.8,0.31,92.90322580645162
2010-07-21,28.53,0.31,92.03225806451613
2010-07-22,28.79,0.31,92.87096774193549
2010-07-23,29.45,0.31,95.0
2010-07-26,29.98,0.31,96.70967741935485
2010-07-27,29.6,0.31,95.48387096774194
2010-07-28,29.12,0.31,93.93548387096774
2010-07-29,29.14,0.31,94.0
2010-07-30,29.69,0.31,95.7741935483871
2010-08-02,29.39,0.31,94.80645161290323
2010-08-03,28.82,0.31,92.96774193548387
2010-08-04,29.43,0.63,46.714285714285715
2010-08-05,28.6,0.63,45.3968253968254
2010-08-06,28.5,0.63,45.23809523809524
2010-08-09,28.47,0.63,45.19047619047619
2010-08-10,28.42,0.63,45.111111111111114
2010-08-11,28.37,0.63,45.03174603174603
2010-08-12,28.34,0.63,44.98412698412698
2010-08-13,28.31,0.63,44.93650793650794
2010-08-16,28.2,0.63,44.76190476190476
2010-08-17,28.4,0.63,45.079365079365076
2010-08-18,28.19,0.63,44.74603174603175
2010-08-19,28.32,0.63,44.95238095238095
2010-08-20,28.47,0.63,45.19047619047619
2010-08-23,27.96,0.63,44.38095238095238
2010-08-24,28.0,0.63,44.44444444444444
2010-08-25,27.77,0.63,44.079365079365076
2010-08-26,27.6,0.63,43.80952380952381
2010-08-27,27.92,0.63,44.317460317460316
2010-08-30,27.75,0.63,44.047619047619044
2010-08-31,27.82,0.63,44.15873015873016
2010-09-01,28.14,0.63,44.666666666666664
2010-09-02,28.37,0.63,45.03174603174603
2010-09-03,28.15,0.63,44.68253968253968
2010-09-07,27.86,0.63,44.22222222222222
2010-09-08,27.56,0.63,43.74603174603175
2010-09-09,27.8,0.63,44.12698412698413
2010-09-10,27.85,0.63,44.20634920634921
2010-09-13,28.0,0.63,44.44444444444444
2010-09-14,27.83,0.63,44.17460317460317
2010-09-15,28.42,0.63,45.111111111111114
2010-09-16,27.84,0.63,44.19047619047619
2010-09-17,28.0,0.63,44.44444444444444
2010-09-20,28.19,0.63,44.74603174603175
2010-09-21,28.01,0.63,44.46031746031746
2010-09-22,28.47,0.63,45.19047619047619
2010-09-23,28.31,0.63,44.93650793650794
2010-09-24,28.39,0.63,45.06349206349206
2010-09-27,27.54,0.63,43.714285714285715
2010-09-28,27.25,0.63,43.25396825396825
2010-09-29,27.87,0.63,44.23809523809524
2010-09-30,28.01,0.63,44.46031746031746
2010-10-01,28.32,0.63,44.95238095238095
2010-10-04,28.08,0.63,44.57142857142857
2010-10-05,27.7,0.63,43.96825396825397
2010-10-06,27.92,0.63,44.317460317460316
2010-10-07,27.64,0.63,43.87301587301587
2010-10-08,28.0,0.63,44.44444444444444
2010-10-11,28.2,0.63,44.76190476190476
2010-10-12,28.63,0.63,45.44444444444444
2010-10-13,28.4,0.63,45.079365079365076
2010-10-14,28.62,0.63,45.42857142857143
2010-10-15,28.88,0.63,45.84126984126984
2010-10-18,29.53,0.63,46.87301587301587
2010-10-19,29.49,0.63,46.80952380952381
2010-10-20,29.67,0.63,47.095238095238095
2010-10-21,29.32,0.63,46.53968253968254
2010-10-22,29.81,0.63,47.317460317460316
2010-10-25,29.77,0.63,47.25396825396825
2010-10-26,30.0,0.63,47.61904761904762
2010-10-27,29.89,0.63,47.44444444444444
2010-10-28,29.59,0.63,46.96825396825397
2010-10-29,29.81,0.63,47.317460317460316
2010-11-01,29.7,0.63,47.14285714285714
2010-11-02,29.34,0.63,46.57142857142857
2010-11-03,29.39,0.98,29.98979591836735
2010-11-04,30.51,0.98,31.13265306122449
2010-11-05,30.27,0.98,30.887755102040817
2010-11-08,30.1,0.98,30.714285714285715
2010-11-09,29.99,0.98,30.60204081632653
2010-11-10,30.53,0.98,31.153061224489797
2010-11-11,30.09,0.98,30.70408163265306
2010-11-12,29.98,0.98,30.591836734693878
2010-11-15,30.11,0.98,30.724489795918366
2010-11-16,30.4,0.98,31.020408163265305
2010-11-17,30.55,0.98,31.1734693877551
2010-11-18,31.0,0.98,31.63265306122449
2010-11-19,30.73,0.98,31.357142857142858
2010-11-22,30.89,0.98,31.52040816326531
2010-11-23,30.45,0.98,31.071428571428573
2010-11-24,30.59,0.98,31.214285714285715
2010-11-26,30.46,0.98,31.081632653061227
2010-11-29,30.08,0.98,30.693877551020407
2010-11-30,30.27,0.98,30.887755102040817
2010-12-01,30.89,0.98,31.52040816326531
2010-12-02,30.97,0.98,31.60204081632653
2010-12-03,31.57,0.98,32.214285714285715
2010-12-06,31.92,0.98,32.57142857142858
2010-12-07,32.51,0.98,33.1734693877551
2010-12-08,33.3,0.98,33.97959183673469
2010-12-09,33.41,0.98,34.09183673469388
2010-12-10,33.0,0.98,33.673469387755105
2010-12-13,32.97,0.98,33.64285714285714
2010-12-14,33.19,0.98,33.86734693877551
2010-12-15,33.19,0.98,33.86734693877551
2010-12-16,33.51,0.98,34.19387755102041
2010-12-17,33.93,0.98,34.62244897959184
2010-12-20,34.41,0.98,35.11224489795918
2010-12-21,34.44,0.98,35.14285714285714
2010-12-22,34.45,0.98,35.1530612244898
2010-12-23,34.2,0.98,34.89795918367347
2010-12-27,34.6,0.98,35.30612244897959
2010-12-28,34.31,0.98,35.01020408163266
2010-12-29,34.36,0.98,35.06122448979592
2010-12-30,34.39,0.98,35.09183673469388
2010-12-31,34.08,0.98,34.775510204081634
2011-01-03,34.47,0.98,35.1734693877551
2011-01-04,34.27,0.98,34.96938775510205
2011-01-05,34.32,0.98,35.02040816326531
2011-01-06,34.34,0.98,35.04081632653062
2011-01-07,34.24,0.98,34.93877551020408
2011-01-10,34.29,0.98,34.98979591836735
2011-01-11,33.94,0.98,34.63265306122449
2011-01-12,34.1,0.98,34.79591836734694
2011-01-13,34.0,0.98,34.69387755102041
2011-01-14,33.73,0.98,34.41836734693877
2011-01-18,33.59,0.98,34.275510204081634
2011-01-19,33.58,0.98,34.265306122448976
2011-01-20,33.41,0.98,34.09183673469388
2011-01-21,33.36,0.98,34.04081632653061
2011-01-24,33.84,0.98,34.530612244897966
2011-01-25,34.13,0.98,34.8265306122449
2011-01-26,34.06,0.98,34.75510204081633
2011-01-27,34.22,0.98,34.91836734693877
2011-01-28,33.75,0.98,34.43877551020408
2011-01-31,33.83,0.98,34.5204081632653
2011-02-01,34.18,0.98,34.87755102040816
2011-02-02,33.88,0.98,34.57142857142858
2011-02-03,33.85,0.98,34.54081632653062
2011-02-04,33.76,0.98,34.44897959183673
2011-02-07,33.9,0.98,34.59183673469388
2011-02-08,33.77,0.98,34.45918367346939
2011-02-09,33.9,0.98,34.59183673469388
2011-02-10,33.76,0.98,34.44897959183673
2011-02-11,33.86,0.98,34.55102040816327
2011-02-14,33.85,0.98,34.54081632653062
2011-02-15,33.73,0.98,34.41836734693877
2011-02-16,33.75,0.98,34.43877551020408
2011-02-17,33.43,0.98,34.11224489795919
2011-02-18,33.78,0.98,34.46938775510204
2011-02-22,33.19,0.98,33.86734693877551
2011-02-23,32.57,0.98,33.234693877551024
2011-02-24,32.44,0.98,33.10204081632653
2011-02-25,32.49,0.98,33.1530612244898
2011-02-28,32.35,1.36,23.78676470588235
2011-03-01,31.02,1.36,22.808823529411764
2011-03-02,31.31,1.36,23.02205882352941
2011-03-03,31.3,1.36,23.01470588235294
2011-03-04,31.17,1.36,22.919117647058822
2011-03-07,31.95,1.36,23.492647058823525
2011-03-08,32.3,1.36,23.749999999999996
2011-03-09,32.41,1.36,23.830882352941174
2011-03-10,32.01,1.36,23.53676470588235
2011-03-11,32.2,1.36,23.676470588235293
2011-03-14,31.76,1.36,23.352941176470587
2011-03-15,31.73,1.36,23.330882352941174
2011-03-16,31.23,1.36,22.963235294117645
2011-03-17,30.97,1.36,22.77205882352941
2011-03-18,31.62,1.36,23.25
2011-03-21,31.91,1.36,23.463235294117645
2011-03-22,31.71,1.36,23.316176470588236
2011-03-23,31.95,1.36,23.492647058823525
2011-03-24,32.49,1.36,23.889705882352942
2011-03-25,32.4,1.36,23.823529411764703
2011-03-28,32.22,1.36,23.691176470588232
2011-03-29,32.71,1.36,24.051470588235293
2011-03-30,32.77,1.36,24.09558823529412
2011-03-31,32.76,1.36,24.088235294117645
2011-04-01,33.3,1.36,24.485294117647054
2011-04-04,33.13,1.36,24.360294117647058
2011-04-05,33.46,1.36,24.602941176470587
2011-04-06,33.45,1.36,24.59558823529412
2011-04-07,33.0,1.36,24.26470588235294
2011-04-08,32.61,1.36,23.977941176470587
2011-04-11,32.54,1.36,23.926470588235293
2011-04-12,32.62,1.36,23.985294117647054
2011-04-13,33.14,1.36,24.36764705882353
2011-04-14,33.34,1.36,24.514705882352942
2011-04-15,33.08,1.36,24.323529411764703
2011-04-18,33.0,1.36,24.26470588235294
2011-04-19,32.98,1.36,24.249999999999996
2011-04-20,32.97,1.36,24.242647058823525
2011-04-21,33.02,1.36,24.279411764705884
2011-04-25,33.16,1.36,24.382352941176467
2011-04-26,33.45,1.36,24.59558823529412
2011-04-27,33.09,1.36,24.330882352941178
2011-04-28,33.0,1.36,24.26470588235294
2011-04-29,32.9,1.36,24.191176470588232
2011-05-02,32.85,1.36,24.15441176470588
2011-05-03,33.39,0.39,85.61538461538461
2011-05-04,33.6,0.39,86.15384615384616
2011-05-05,34.16,0.39,87.58974358974358
2011-05-06,33.97,0.39,87.1025641025641
2011-05-09,34.01,0.39,87.20512820512819
2011-05-10,34.41,0.39,88.23076923076921
2011-05-11,34.37,0.39,88.12820512820512
2011-05-12,34.7,0.39,88.97435897435898
2011-05-13,34.5,0.39,88.46153846153845
2011-05-16,34.16,0.39,87.58974358974358
2011-05-17,34.07,0.39,87.35897435897435
2011-05-18,34.62,0.39,88.76923076923076
2011-05-19,34.72,0.39,89.02564102564102
2011-05-20,34.02,0.39,87.23076923076924
2011-05-23,33.95,0.39,87.05128205128206
2011-05-24,33.73,0.39,86.48717948717947
2011-05-25,33.84,0.39,86.76923076923077
2011-05-26,33.79,0.39,86.64102564102564
2011-05-27,33.92,0.39,86.97435897435898
2011-05-31,34.05,0.39,87.30769230769229
2011-06-01,33.93,0.39,87.0
2011-06-02,34.1,0.39,87.43589743589743
2011-06-03,34.12,0.39,87.48717948717947
2011-06-06,34.06,0.39,87.33333333333334
2011-06-07,33.59,0.39,86.12820512820514
2011-06-08,33.57,0.39,86.07692307692308
2011-06-09,33.89,0.39,86.8974358974359
2011-06-10,33.7,0.39,86.41025641025641
2011-06-13,33.56,0.39,86.05128205128206
2011-06-14,33.83,0.39,86.74358974358974
2011-06-15,33.82,0.39,86.71794871794872
2011-06-16,34.05,0.39,87.30769230769229
2011-06-17,33.87,0.39,86.84615384615384
2011-06-20,33.94,0.39,87.02564102564102
2011-06-21,34.0,0.39,87.17948717948718
2011-06-22,34.2,0.39,87.6923076923077
2011-06-23,34.33,0.39,88.02564102564102
2011-06-24,33.99,0.39,87.15384615384616
2011-06-27,33.97,0.39,87.1025641025641
2011-06-28,34.27,0.39,87.87179487179488
2011-06-29,34.37,0.39,88.12820512820512
2011-06-30,34.62,0.39,88.76923076923076
2011-07-01,34.91,0.39,89.5128205128205
2011-07-05,34.75,0.39,89.1025641025641
2011-07-06,34.98,0.39,89.69230769230768
2011-07-07,35.15,0.39,90.12820512820512
2011-07-08,34.95,0.39,89.61538461538461
2011-07-11,34.45,0.39,88.33333333333334
2011-07-12,34.05,0.39,87.30769230769229
2011-07-13,34.14,0.39,87.53846153846153
2011-07-14,33.54,0.39,86.0
2011-07-15,33.31,0.39,85.41025641025641
2011-07-18,33.7,0.39,86.41025641025641
2011-07-19,33.38,0.39,85.58974358974359
2011-07-20,33.4,0.39,85.64102564102564
2011-07-21,33.55,0.39,86.02564102564102
2011-07-22,33.51,0.39,85.92307692307692
2011-07-25,33.67,0.39,86.33333333333333
2011-07-26,33.5,0.39,85.8974358974359
2011-07-27,33.16,0.39,85.02564102564101
2011-07-28,33.23,0.39,85.20512820512819
2011-07-29,33.3,0.39,85.38461538461537
2011-08-01,32.8,0.39,84.10256410256409
2011-08-02,31.45,0.78,40.32051282051282
2011-08-03,33.43,0.78,42.85897435897436
2011-08-04,32.99,0.78,42.294871794871796
2011-08-05,33.18,0.78,42.53846153846154
2011-08-08,31.5,0.78,40.38461538461538
2011-08-09,31.93,0.78,40.93589743589743
2011-08-10,30.98,0.78,39.717948717948715
2011-08-11,31.92,0.78,40.92307692307693
2011-08-12,32.22,0.78,41.30769230769231
2011-08-15,32.21,0.78,41.294871794871796
2011-08-16,32.5,0.78,41.666666666666664
2011-08-17,32.39,0.78,41.52564102564102
2011-08-18,31.68,0.78,40.61538461538461
2011-08-19,31.64,0.78,40.56410256410256
2011-08-22,32.83,0.78,42.089743589743584
2011-08-23,33.97,0.78,43.55128205128205
2011-08-24,33.97,0.78,43.55128205128205
2011-08-25,33.32,0.78,42.717948717948715
2011-08-26,33.67,0.78,43.166666666666664
2011-08-29,34.42,0.78,44.12820512820513
2011-08-30,34.52,0.78,44.256410256410255
2011-08-31,34.84,0.78,44.66666666666667
2011-09-01,34.54,0.78,44.28205128205128
2011-09-02,33.92,0.78,43.48717948717949
2011-09-06,33.46,0.78,42.8974358974359
2011-09-07,34.33,0.78,44.01282051282051
2011-09-08,34.2,0.78,43.84615384615385
2011-09-09,33.44,0.78,42.87179487179487
2011-09-12,33.26,0.78,42.641025641025635
2011-09-13,33.66,0.78,43.153846153846146
2011-09-14,34.74,0.78,44.53846153846154
2011-09-15,34.79,0.78,44.6025641025641
2011-09-16,34.78,0.78,44.58974358974359
2011-09-19,34.36,0.78,44.05128205128205
2011-09-20,34.87,0.78,44.7051282051282
2011-09-21,35.0,0.78,44.87179487179487
2011-09-22,33.93,0.78,43.5
2011-09-23,33.13,0.78,42.47435897435898
2011-09-26,33.62,0.78,43.102564102564095
2011-09-27,34.49,0.78,44.21794871794872
2011-09-28,34.17,0.78,43.80769230769231
2011-09-29,34.49,0.78,44.21794871794872
2011-09-30,34.77,0.78,44.57692307692308
2011-10-03,33.06,0.78,42.38461538461539
2011-10-04,34.64,0.78,44.41025641025641
2011-10-05,34.25,0.78,43.91025641025641
2011-10-06,34.31,0.78,43.98717948717949
2011-10-07,34.62,0.78,44.38461538461538
2011-10-10,34.95,0.78,44.80769230769231
2011-10-11,35.0,0.78,44.87179487179487
2011-10-12,35.08,0.78,44.97435897435897
2011-10-13,34.73,0.78,44.52564102564102
2011-10-14,34.9,0.78,44.74358974358974
2011-10-17,33.9,0.78,43.46153846153846
2011-10-18,33.9,0.78,43.46153846153846
2011-10-19,34.03,0.78,43.62820512820513
2011-10-20,34.43,0.78,44.14102564102564
2011-10-21,34.58,0.78,44.33333333333333
2011-10-24,34.77,0.78,44.57692307692308
2011-10-25,33.97,0.78,43.55128205128205
2011-10-26,34.14,0.78,43.76923076923077
2011-10-27,34.77,0.78,44.57692307692308
2011-10-28,34.96,0.78,44.82051282051282
2011-10-31,35.15,0.78,45.06410256410256
2011-11-01,33.72,1.21,27.867768595041323
2011-11-02,35.8,1.21,29.58677685950413
2011-11-03,37.42,1.21,30.925619834710748
2011-11-04,37.97,1.21,31.380165289256198
2011-11-07,37.88,1.21,31.305785123966945
2011-11-08,37.8,1.21,31.2396694214876
2011-11-09,37.46,1.21,30.958677685950416
2011-11-10,37.72,1.21,31.173553719008265
2011-11-11,37.78,1.21,31.22314049586777
2011-11-14,37.24,1.21,30.776859504132233
2011-11-15,37.71,1.21,31.16528925619835
2011-11-16,37.06,1.21,30.62809917355372
2011-11-17,36.45,1.21,30.123966942148762
2011-11-18,36.19,1.21,29.909090909090907
2011-11-21,36.54,1.21,30.198347107438018
2011-11-22,36.89,1.21,30.487603305785125
2011-11-23,36.8,1.21,30.413223140495866
2011-11-25,37.15,1.21,30.702479338842974
2011-11-28,37.28,1.21,30.8099173553719
2011-11-29,37.36,1.21,30.87603305785124
2011-11-30,39.28,1.21,32.46280991735537
2011-12-01,38.75,1.21,32.02479338842975
2011-12-02,39.3,1.21,32.4793388429752
2011-12-05,38.74,1.21,32.01652892561984
2011-12-06,38.06,1.21,31.454545454545457
2011-12-07,38.57,1.21,31.87603305785124
2011-12-08,38.0,1.21,31.40495867768595
2011-12-09,38.91,1.21,32.15702479338843
2011-12-12,38.57,1.21,31.87603305785124
2011-12-13,38.54,1.21,31.85123966942149
2011-12-14,38.27,1.21,31.62809917355372
2011-12-15,38.48,1.21,31.801652892561982
2011-12-16,39.4,1.21,32.56198347107438
2011-12-19,39.07,1.21,32.28925619834711
2011-12-20,39.83,1.21,32.917355371900825
2011-12-21,39.5,1.21,32.64462809917355
2011-12-22,39.18,1.21,32.3801652892562
2011-12-23,39.63,1.21,32.75206611570248
2011-12-27,39.95,1.21,33.01652892561984
2011-12-28,39.87,1.21,32.950413223140494
2011-12-29,40.01,1.21,33.06611570247934
2011-12-30,40.13,1.21,33.16528925619835
2012-01-03,39.36,1.21,32.52892561983471
2012-01-04,38.98,1.21,32.21487603305785
2012-01-05,39.13,1.21,32.33884297520662
2012-01-06,39.37,1.21,32.53719008264463
2012-01-09,39.38,1.21,32.54545454545455
2012-01-10,39.77,1.21,32.867768595041326
2012-01-11,40.23,1.21,33.24793388429752
2012-01-12,39.8,1.21,32.892561983471076
2012-01-13,40.0,1.21,33.057851239669425
2012-01-17,39.29,1.21,32.47107438016529
2012-01-18,39.97,1.21,33.03305785123967
2012-01-19,40.48,1.21,33.45454545454545
2012-01-20,40.01,1.21,33.06611570247934
2012-01-23,39.96,1.21,33.02479338842976
2012-01-24,39.98,1.21,33.04132231404959
2012-01-25,40.3,1.21,33.30578512396694
2012-01-26,40.09,1.21,33.13223140495868
2012-01-27,40.26,1.21,33.27272727272727
2012-01-30,40.26,1.21,33.27272727272727
2012-01-31,40.06,1.21,33.10743801652893
2012-02-01,39.92,1.21,32.99173553719009
2012-02-02,39.47,1.21,32.6198347107438
2012-02-03,40.61,1.21,33.56198347107438
2012-02-06,41.1,1.21,33.96694214876033
2012-02-07,40.92,1.21,33.81818181818182
2012-02-08,40.81,1.21,33.72727272727273
2012-02-09,40.68,1.21,33.6198347107438
2012-02-10,40.44,1.21,33.421487603305785
2012-02-13,40.47,1.21,33.446280991735534
2012-02-14,40.65,1.21,33.59504132231405
2012-02-15,41.3,1.21,34.132231404958674
2012-02-16,41.54,1.21,34.33057851239669
2012-02-17,41.28,1.21,34.11570247933884
2012-02-21,40.97,1.21,33.85950413223141
2012-02-22,41.23,1.21,34.074380165289256
2012-02-23,41.75,1.21,34.50413223140496
2012-02-24,42.0,1.21,34.710743801652896
2012-02-27,42.14,1.21,34.82644628099174
2012-02-28,42.18,1.7,24.811764705882354
2012-02-29,43.5,1.7,25.58823529411765
2012-03-01,43.2,1.7,25.411764705882355
2012-03-02,42.65,1.7,25.08823529411765
2012-03-05,43.57,1.7,25.629411764705882
2012-03-06,43.8,1.7,25.76470588235294
2012-03-07,44.16,1.7,25.976470588235294
2012-03-08,44.15,1.7,25.970588235294116
2012-03-09,45.1,1.7,26.529411764705884
2012-03-12,44.74,1.7,26.317647058823532
2012-03-13,45.39,1.7,26.7
2012-03-14,44.65,1.7,26.264705882352942
2012-03-15,44.99,1.7,26.46470588235294
2012-03-16,44.73,1.7,26.31176470588235
2012-03-19,45.22,1.7,26.6
2012-03-20,45.44,1.7,26.729411764705883
2012-03-21,45.8,1.7,26.941176470588236
2012-03-22,46.09,1.7,27.111764705882354
2012-03-23,46.0,1.7,27.058823529411764
2012-03-26,47.33,1.7,27.841176470588234
2012-03-27,46.89,1.7,27.58235294117647
2012-03-28,46.77,1.7,27.511764705882356
2012-03-29,46.94,1.7,27.61176470588235
2012-03-30,46.97,1.7,27.629411764705882
2012-04-02,46.82,1.7,27.541176470588237
2012-04-03,47.34,1.7,27.847058823529416
2012-04-04,47.19,1.7,27.758823529411764
2012-04-05,47.13,1.7,27.72352941176471
2012-04-09,46.83,1.7,27.54705882352941
2012-04-10,46.34,1.7,27.258823529411767
2012-04-11,47.91,1.7,28.182352941176468
2012-04-12,47.47,1.7,27.923529411764704
2012-04-13,47.23,1.7,27.78235294117647
2012-04-16,47.04,1.7,27.67058823529412
2012-04-17,47.69,1.7,28.052941176470586
2012-04-18,48.0,1.7,28.235294117647058
2012-04-19,47.62,1.7,28.011764705882353
2012-04-20,47.97,1.7,28.21764705882353
2012-04-23,48.14,1.7,28.317647058823532
2012-04-24,47.77,1.7,28.1
2012-04-25,48.47,1.7,28.511764705882353
2012-04-26,49.23,1.7,28.958823529411763
2012-04-27,49.43,1.7,29.076470588235296
2012-04-30,48.95,1.7,28.794117647058826
2012-05-01,48.17,0.45,107.04444444444445
2012-05-02,49.18,0.45,109.28888888888889
2012-05-03,48.84,0.45,108.53333333333333
2012-05-04,49.03,0.45,108.95555555555555
2012-05-07,48.81,0.45,108.46666666666667
2012-05-08,48.99,0.45,108.86666666666667
2012-05-09,48.19,0.45,107.08888888888887
2012-05-10,48.52,0.45,107.82222222222222
