date,AMAT,AMAT_EPS,PE Ratio
1989-01-16,0.36,0.01,36.0
1989-01-17,0.35,0.01,35.0
1989-01-18,0.35,0.01,35.0
1989-01-19,0.36,0.01,36.0
1989-01-20,0.37,0.01,37.0
1989-01-23,0.37,0.01,37.0
1989-01-24,0.38,0.01,38.0
1989-01-25,0.39,0.01,39.0
1989-01-26,0.4,0.01,40.0
1989-01-27,0.41,0.01,41.0
1989-01-30,0.4,0.01,40.0
1989-01-31,0.41,0.01,41.0
1989-02-01,0.4,0.01,40.0
1989-02-02,0.4,0.01,40.0
1989-02-03,0.4,0.01,40.0
1989-02-06,0.39,0.01,39.0
1989-02-07,0.41,0.01,41.0
1989-02-08,0.4,0.01,40.0
1989-02-09,0.38,0.01,38.0
1989-02-10,0.38,0.01,38.0
1989-02-13,0.39,0.01,39.0
1989-02-14,0.4,0.01,40.0
1989-02-15,0.4,0.01,40.0
1989-02-16,0.39,0.01,39.0
1989-02-17,0.39,0.01,39.0
1989-02-21,0.38,0.01,38.0
1989-02-22,0.38,0.01,38.0
1989-02-23,0.38,0.01,38.0
1989-02-24,0.37,0.01,37.0
1989-02-27,0.37,0.01,37.0
1989-02-28,0.37,0.01,37.0
1989-03-01,0.37,0.01,37.0
1989-03-02,0.37,0.01,37.0
1989-03-03,0.38,0.01,38.0
1989-03-06,0.39,0.01,39.0
1989-03-07,0.39,0.01,39.0
1989-03-08,0.37,0.01,37.0
1989-03-09,0.38,0.01,38.0
1989-03-10,0.38,0.01,38.0
1989-03-13,0.39,0.01,39.0
1989-03-14,0.39,0.01,39.0
1989-03-15,0.38,0.01,38.0
1989-03-16,0.39,0.01,39.0
1989-03-17,0.39,0.01,39.0
1989-03-20,0.38,0.01,38.0
1989-03-21,0.39,0.01,39.0
1989-03-22,0.38,0.01,38.0
1989-03-23,0.36,0.01,36.0
1989-03-27,0.36,0.01,36.0
1989-03-28,0.36,0.01,36.0
1989-03-29,0.37,0.01,37.0
1989-03-30,0.37,0.01,37.0
1989-03-31,0.37,0.01,37.0
1989-04-03,0.36,0.01,36.0
1989-04-04,0.36,0.01,36.0
1989-04-05,0.36,0.01,36.0
1989-04-06,0.36,0.01,36.0
1989-04-07,0.36,0.01,36.0
1989-04-10,0.36,0.01,36.0
1989-04-11,0.38,0.01,38.0
1989-04-12,0.39,0.01,39.0
1989-04-13,0.39,0.01,39.0
1989-04-14,0.41,0.01,41.0
1989-04-17,0.4,0.01,40.0
1989-04-18,0.41,0.01,41.0
1989-04-19,0.41,0.01,41.0
1989-04-20,0.4,0.01,40.0
1989-04-21,0.41,0.01,41.0
1989-04-24,0.42,0.01,42.0
1989-04-25,0.42,0.01,42.0
1989-04-26,0.42,0.01,42.0
1989-04-27,0.43,0.01,43.0
1989-04-28,0.43,0.01,43.0
1989-05-01,0.44,0.01,44.0
1989-05-02,0.45,0.01,45.0
1989-05-03,0.46,0.01,46.0
1989-05-04,0.46,0.01,46.0
1989-05-05,0.46,0.01,46.0
1989-05-08,0.45,0.01,45.0
1989-05-09,0.45,0.01,45.0
1989-05-10,0.45,0.01,45.0
1989-05-11,0.46,0.01,46.0
1989-05-12,0.49,0.01,49.0
1989-05-15,0.48,0.01,48.0
1989-05-16,0.48,0.01,48.0
1989-05-17,0.49,0.01,49.0
1989-05-18,0.48,0.01,48.0
1989-05-19,0.48,0.01,48.0
1989-05-22,0.48,0.01,48.0
1989-05-23,0.47,0.01,46.99999999999999
1989-05-24,0.48,0.01,48.0
1989-05-25,0.49,0.01,49.0
1989-05-26,0.48,0.01,48.0
1989-05-30,0.49,0.01,49.0
1989-05-31,0.49,0.01,49.0
1989-06-01,0.5,0.01,50.0
1989-06-02,0.51,0.01,51.0
1989-06-05,0.47,0.01,46.99999999999999
1989-06-06,0.47,0.01,46.99999999999999
1989-06-07,0.47,0.01,46.99999999999999
1989-06-08,0.46,0.01,46.0
1989-06-09,0.45,0.01,45.0
1989-06-12,0.46,0.01,46.0
1989-06-13,0.45,0.01,45.0
1989-06-14,0.45,0.01,45.0
1989-06-15,0.44,0.01,44.0
1989-06-16,0.43,0.01,43.0
1989-06-19,0.46,0.01,46.0
1989-06-20,0.44,0.01,44.0
1989-06-21,0.43,0.01,43.0
1989-06-22,0.43,0.01,43.0
1989-06-23,0.44,0.01,44.0
1989-06-26,0.44,0.01,44.0
1989-06-27,0.44,0.01,44.0
1989-06-28,0.43,0.01,43.0
1989-06-29,0.41,0.01,41.0
1989-06-30,0.4,0.01,40.0
1989-07-03,0.41,0.01,41.0
1989-07-05,0.41,0.01,41.0
1989-07-06,0.43,0.01,43.0
1989-07-07,0.43,0.01,43.0
1989-07-10,0.44,0.01,44.0
1989-07-11,0.44,0.01,44.0
1989-07-12,0.44,0.01,44.0
1989-07-13,0.43,0.01,43.0
1989-07-14,0.43,0.01,43.0
1989-07-17,0.44,0.01,44.0
1989-07-18,0.42,0.01,42.0
1989-07-19,0.4,0.01,40.0
1989-07-20,0.38,0.01,38.0
1989-07-21,0.38,0.01,38.0
1989-07-24,0.37,0.01,37.0
1989-07-25,0.37,0.01,37.0
1989-07-26,0.37,0.01,37.0
1989-07-27,0.39,0.01,39.0
1989-07-28,0.38,0.01,38.0
1989-07-31,0.39,0.01,39.0
1989-08-01,0.37,0.01,37.0
1989-08-02,0.38,0.01,38.0
1989-08-03,0.39,0.01,39.0
1989-08-04,0.4,0.01,40.0
1989-08-07,0.39,0.01,39.0
1989-08-08,0.42,0.01,42.0
1989-08-09,0.39,0.01,39.0
1989-08-10,0.39,0.01,39.0
1989-08-11,0.39,0.01,39.0
1989-08-14,0.38,0.01,38.0
1989-08-15,0.38,0.01,38.0
1989-08-16,0.38,0.01,38.0
1989-08-17,0.38,0.01,38.0
1989-08-18,0.38,0.01,38.0
1989-08-21,0.38,0.01,38.0
1989-08-22,0.38,0.01,38.0
1989-08-23,0.38,0.01,38.0
1989-08-24,0.38,0.01,38.0
1989-08-25,0.37,0.01,37.0
1989-08-28,0.38,0.01,38.0
1989-08-29,0.38,0.01,38.0
1989-08-30,0.38,0.01,38.0
1989-08-31,0.38,0.01,38.0
1989-09-01,0.4,0.01,40.0
1989-09-05,0.4,0.01,40.0
1989-09-06,0.41,0.01,41.0
1989-09-07,0.41,0.01,41.0
1989-09-08,0.42,0.01,42.0
1989-09-11,0.44,0.01,44.0
1989-09-12,0.45,0.01,45.0
1989-09-13,0.44,0.01,44.0
1989-09-14,0.42,0.01,42.0
1989-09-15,0.42,0.01,42.0
1989-09-18,0.41,0.01,41.0
1989-09-19,0.41,0.01,41.0
1989-09-20,0.42,0.01,42.0
1989-09-21,0.41,0.01,41.0
1989-09-22,0.41,0.01,41.0
1989-09-25,0.41,0.01,41.0
1989-09-26,0.4,0.01,40.0
1989-09-27,0.4,0.01,40.0
1989-09-28,0.41,0.01,41.0
1989-09-29,0.42,0.01,42.0
1989-10-02,0.42,0.01,42.0
1989-10-03,0.42,0.01,42.0
1989-10-04,0.42,0.01,42.0
1989-10-05,0.43,0.01,43.0
1989-10-06,0.43,0.01,43.0
1989-10-09,0.43,0.01,43.0
1989-10-10,0.46,0.01,46.0
1989-10-11,0.45,0.01,45.0
1989-10-12,0.43,0.01,43.0
1989-10-13,0.39,0.01,39.0
1989-10-16,0.39,0.01,39.0
1989-10-17,0.39,0.01,39.0
1989-10-18,0.39,0.01,39.0
1989-10-19,0.41,0.01,41.0
1989-10-20,0.39,0.01,39.0
1989-10-23,0.38,0.01,38.0
1989-10-24,0.38,0.01,38.0
1989-10-25,0.38,0.01,38.0
1989-10-26,0.38,0.01,38.0
1989-10-27,0.39,0.01,39.0
1989-10-30,0.39,0.01,39.0
1989-10-31,0.4,0.01,40.0
1989-11-01,0.4,0.01,40.0
1989-11-02,0.39,0.01,39.0
1989-11-03,0.38,0.01,38.0
1989-11-06,0.37,0.01,37.0
1989-11-07,0.38,0.01,38.0
1989-11-08,0.39,0.01,39.0
1989-11-09,0.39,0.01,39.0
1989-11-10,0.39,0.01,39.0
1989-11-13,0.38,0.01,38.0
1989-11-14,0.38,0.01,38.0
1989-11-15,0.38,0.01,38.0
1989-11-16,0.38,0.01,38.0
1989-11-17,0.39,0.01,39.0
1989-11-20,0.39,0.01,39.0
1989-11-21,0.39,0.01,39.0
1989-11-22,0.39,0.01,39.0
1989-11-24,0.39,0.01,39.0
1989-11-27,0.39,0.01,39.0
1989-11-28,0.39,0.01,39.0
1989-11-29,0.41,0.01,41.0
1989-11-30,0.41,0.01,41.0
1989-12-01,0.43,0.01,43.0
1989-12-04,0.43,0.01,43.0
1989-12-05,0.42,0.01,42.0
1989-12-06,0.42,0.01,42.0
1989-12-07,0.41,0.01,41.0
1989-12-08,0.41,0.01,41.0
1989-12-11,0.4,0.01,40.0
1989-12-12,0.39,0.01,39.0
1989-12-13,0.4,0.01,40.0
1989-12-14,0.4,0.01,40.0
1989-12-15,0.39,0.01,39.0
1989-12-18,0.39,0.01,39.0
1989-12-19,0.41,0.01,41.0
1989-12-20,0.41,0.01,41.0
1989-12-21,0.43,0.01,43.0
1989-12-22,0.43,0.01,43.0
1989-12-26,0.43,0.01,43.0
1989-12-27,0.41,0.01,41.0
1989-12-28,0.43,0.01,43.0
1989-12-29,0.45,0.01,45.0
1990-01-02,0.46,0.01,46.0
1990-01-03,0.45,0.01,45.0
1990-01-04,0.44,0.01,44.0
1990-01-05,0.43,0.01,43.0
1990-01-08,0.43,0.01,43.0
1990-01-09,0.42,0.01,42.0
1990-01-10,0.42,0.01,42.0
1990-01-11,0.41,0.01,41.0
1990-01-12,0.41,0.01,41.0
1990-01-15,0.41,0.01,41.0
1990-01-16,0.43,0.01,43.0
1990-01-17,0.44,0.01,44.0
1990-01-18,0.43,0.01,43.0
1990-01-19,0.43,0.01,43.0
1990-01-22,0.41,0.01,41.0
1990-01-23,0.43,0.01,43.0
1990-01-24,0.42,0.01,42.0
1990-01-25,0.42,0.01,42.0
1990-01-26,0.43,0.01,43.0
1990-01-29,0.42,0.01,42.0
1990-01-30,0.42,0.01,42.0
1990-01-31,0.43,0.01,43.0
1990-02-01,0.42,0.01,42.0
1990-02-02,0.42,0.01,42.0
1990-02-05,0.44,0.01,44.0
1990-02-06,0.44,0.01,44.0
1990-02-07,0.44,0.01,44.0
1990-02-08,0.43,0.01,43.0
1990-02-09,0.43,0.01,43.0
1990-02-12,0.4,0.01,40.0
1990-02-13,0.38,0.01,38.0
1990-02-14,0.39,0.01,39.0
1990-02-15,0.39,0.01,39.0
1990-02-16,0.38,0.01,38.0
1990-02-20,0.38,0.01,38.0
1990-02-21,0.38,0.01,38.0
1990-02-22,0.38,0.01,38.0
1990-02-23,0.38,0.01,38.0
1990-02-26,0.39,0.01,39.0
1990-02-27,0.39,0.01,39.0
1990-02-28,0.41,0.01,41.0
1990-03-01,0.42,0.01,42.0
1990-03-02,0.43,0.01,43.0
1990-03-05,0.44,0.01,44.0
1990-03-06,0.45,0.01,45.0
1990-03-07,0.44,0.01,44.0
1990-03-08,0.44,0.01,44.0
1990-03-09,0.45,0.01,45.0
1990-03-12,0.44,0.01,44.0
1990-03-13,0.45,0.01,45.0
1990-03-14,0.45,0.01,45.0
1990-03-15,0.45,0.01,45.0
1990-03-16,0.45,0.01,45.0
1990-03-19,0.44,0.01,44.0
1990-03-20,0.45,0.01,45.0
1990-03-21,0.45,0.01,45.0
1990-03-22,0.43,0.01,43.0
1990-03-23,0.43,0.01,43.0
1990-03-26,0.44,0.01,44.0
1990-03-27,0.44,0.01,44.0
1990-03-28,0.43,0.01,43.0
1990-03-29,0.44,0.01,44.0
1990-03-30,0.45,0.01,45.0
1990-04-02,0.45,0.01,45.0
1990-04-03,0.45,0.01,45.0
1990-04-04,0.43,0.01,43.0
1990-04-05,0.43,0.01,43.0
1990-04-06,0.42,0.01,42.0
1990-04-09,0.41,0.01,41.0
1990-04-10,0.4,0.01,40.0
1990-04-11,0.42,0.01,42.0
1990-04-12,0.43,0.01,43.0
1990-04-16,0.43,0.01,43.0
1990-04-17,0.43,0.01,43.0
1990-04-18,0.44,0.01,44.0
1990-04-19,0.44,0.01,44.0
1990-04-20,0.43,0.01,43.0
1990-04-23,0.42,0.01,42.0
1990-04-24,0.43,0.01,43.0
1990-04-25,0.43,0.01,43.0
1990-04-26,0.43,0.01,43.0
1990-04-27,0.41,0.01,41.0
1990-04-30,0.42,0.01,42.0
1990-05-01,0.43,0.01,43.0
1990-05-02,0.42,0.01,42.0
1990-05-03,0.42,0.01,42.0
1990-05-04,0.44,0.01,44.0
1990-05-07,0.46,0.01,46.0
1990-05-08,0.46,0.01,46.0
1990-05-09,0.48,0.01,48.0
1990-05-10,0.48,0.01,48.0
1990-05-11,0.47,0.01,46.99999999999999
1990-05-14,0.49,0.01,49.0
1990-05-15,0.51,0.01,51.0
1990-05-16,0.54,0.01,54.0
1990-05-17,0.53,0.01,53.0
1990-05-18,0.52,0.01,52.0
1990-05-21,0.56,0.01,56.00000000000001
1990-05-22,0.59,0.01,58.99999999999999
1990-05-23,0.6,0.01,60.0
1990-05-24,0.58,0.01,57.99999999999999
1990-05-25,0.57,0.01,56.99999999999999
1990-05-29,0.59,0.01,58.99999999999999
1990-05-30,0.59,0.01,58.99999999999999
1990-05-31,0.58,0.01,57.99999999999999
1990-06-01,0.57,0.01,56.99999999999999
1990-06-04,0.57,0.01,56.99999999999999
1990-06-05,0.55,0.01,55.0
1990-06-06,0.55,0.01,55.0
1990-06-07,0.55,0.01,55.0
1990-06-08,0.55,0.01,55.0
1990-06-11,0.55,0.01,55.0
1990-06-12,0.58,0.01,57.99999999999999
1990-06-13,0.58,0.01,57.99999999999999
1990-06-14,0.58,0.01,57.99999999999999
1990-06-15,0.59,0.01,58.99999999999999
1990-06-18,0.58,0.01,57.99999999999999
1990-06-19,0.57,0.01,56.99999999999999
1990-06-20,0.57,0.01,56.99999999999999
1990-06-21,0.57,0.01,56.99999999999999
1990-06-22,0.58,0.01,57.99999999999999
1990-06-25,0.6,0.01,60.0
1990-06-26,0.59,0.01,58.99999999999999
1990-06-27,0.6,0.01,60.0
1990-06-28,0.61,0.01,61.0
1990-06-29,0.59,0.01,58.99999999999999
1990-07-02,0.61,0.01,61.0
1990-07-03,0.61,0.01,61.0
1990-07-05,0.61,0.01,61.0
1990-07-06,0.6,0.01,60.0
1990-07-09,0.61,0.01,61.0
1990-07-10,0.61,0.01,61.0
1990-07-11,0.63,0.01,63.0
1990-07-12,0.63,0.01,63.0
1990-07-13,0.61,0.01,61.0
1990-07-16,0.61,0.01,61.0
1990-07-17,0.6,0.01,60.0
1990-07-18,0.58,0.01,57.99999999999999
1990-07-19,0.57,0.01,56.99999999999999
1990-07-20,0.55,0.01,55.0
1990-07-23,0.54,0.01,54.0
1990-07-24,0.55,0.01,55.0
1990-07-25,0.55,0.01,55.0
1990-07-26,0.54,0.01,54.0
1990-07-27,0.53,0.01,53.0
1990-07-30,0.55,0.01,55.0
1990-07-31,0.54,0.01,54.0
1990-08-01,0.53,0.01,53.0
1990-08-02,0.51,0.01,51.0
1990-08-03,0.49,0.01,49.0
1990-08-06,0.47,0.01,46.99999999999999
1990-08-07,0.48,0.01,48.0
1990-08-08,0.49,0.01,49.0
1990-08-09,0.48,0.01,48.0
1990-08-10,0.46,0.01,46.0
1990-08-13,0.46,0.01,46.0
1990-08-14,0.43,0.01,43.0
1990-08-15,0.46,0.01,46.0
1990-08-16,0.44,0.01,44.0
1990-08-17,0.44,0.01,44.0
1990-08-20,0.41,0.01,41.0
1990-08-21,0.42,0.01,42.0
1990-08-22,0.42,0.01,42.0
1990-08-23,0.4,0.01,40.0
1990-08-24,0.4,0.01,40.0
1990-08-27,0.42,0.01,42.0
1990-08-28,0.41,0.01,41.0
1990-08-29,0.41,0.01,41.0
1990-08-30,0.4,0.01,40.0
1990-08-31,0.43,0.01,43.0
1990-09-04,0.45,0.01,45.0
1990-09-05,0.45,0.01,45.0
1990-09-06,0.42,0.01,42.0
1990-09-07,0.44,0.01,44.0
1990-09-10,0.46,0.01,46.0
1990-09-11,0.42,0.01,42.0
1990-09-12,0.4,0.01,40.0
1990-09-13,0.39,0.01,39.0
1990-09-14,0.38,0.01,38.0
1990-09-17,0.39,0.01,39.0
1990-09-18,0.38,0.01,38.0
1990-09-19,0.38,0.01,38.0
1990-09-20,0.38,0.01,38.0
1990-09-21,0.39,0.01,39.0
1990-09-24,0.38,0.01,38.0
1990-09-25,0.4,0.01,40.0
1990-09-26,0.39,0.01,39.0
1990-09-27,0.39,0.01,39.0
1990-09-28,0.36,0.01,36.0
1990-10-01,0.38,0.01,38.0
1990-10-02,0.39,0.01,39.0
1990-10-03,0.36,0.01,36.0
1990-10-04,0.32,0.01,32.0
1990-10-05,0.33,0.01,33.0
1990-10-08,0.33,0.01,33.0
1990-10-09,0.31,0.01,31.0
1990-10-10,0.3,0.01,30.0
1990-10-11,0.31,0.01,31.0
1990-10-12,0.32,0.01,32.0
1990-10-15,0.31,0.01,31.0
1990-10-16,0.32,0.01,32.0
1990-10-17,0.32,0.01,32.0
1990-10-18,0.36,0.01,36.0
1990-10-19,0.3,0.01,30.0
1990-10-22,0.3,0.01,30.0
1990-10-23,0.29,0.01,28.999999999999996
1990-10-24,0.29,0.01,28.999999999999996
1990-10-25,0.29,0.01,28.999999999999996
1990-10-26,0.3,0.01,30.0
1990-10-29,0.29,0.01,28.999999999999996
1990-10-30,0.29,0.01,28.999999999999996
1990-10-31,0.27,0.01,27.0
1990-11-01,0.27,0.01,27.0
1990-11-02,0.28,0.01,28.000000000000004
1990-11-05,0.28,0.01,28.000000000000004
1990-11-06,0.28,0.01,28.000000000000004
1990-11-07,0.27,0.01,27.0
1990-11-08,0.26,0.01,26.0
1990-11-09,0.26,0.01,26.0
1990-11-12,0.3,0.01,30.0
1990-11-13,0.3,0.01,30.0
1990-11-14,0.31,0.01,31.0
1990-11-15,0.28,0.01,28.000000000000004
1990-11-16,0.27,0.01,27.0
1990-11-19,0.27,0.01,27.0
1990-11-20,0.28,0.01,28.000000000000004
1990-11-21,0.27,0.01,27.0
1990-11-23,0.28,0.01,28.000000000000004
1990-11-26,0.28,0.01,28.000000000000004
1990-11-27,0.29,0.01,28.999999999999996
1990-11-28,0.27,0.01,27.0
1990-11-29,0.28,0.01,28.000000000000004
1990-11-30,0.29,0.01,28.999999999999996
1990-12-03,0.3,0.01,30.0
1990-12-04,0.3,0.01,30.0
1990-12-05,0.3,0.01,30.0
1990-12-06,0.29,0.01,28.999999999999996
1990-12-07,0.29,0.01,28.999999999999996
1990-12-10,0.29,0.01,28.999999999999996
1990-12-11,0.28,0.01,28.000000000000004
1990-12-12,0.29,0.01,28.999999999999996
1990-12-13,0.3,0.01,30.0
1990-12-14,0.29,0.01,28.999999999999996
1990-12-17,0.29,0.01,28.999999999999996
1990-12-18,0.31,0.01,31.0
1990-12-19,0.3,0.01,30.0
1990-12-20,0.32,0.01,32.0
1990-12-21,0.34,0.01,34.0
1990-12-24,0.35,0.01,35.0
1990-12-26,0.35,0.01,35.0
1990-12-27,0.34,0.01,34.0
1990-12-28,0.34,0.01,34.0
1990-12-31,0.34,0.01,34.0
1991-01-02,0.34,0.01,34.0
1991-01-03,0.35,0.01,35.0
1991-01-04,0.34,0.01,34.0
1991-01-07,0.32,0.01,32.0
1991-01-08,0.32,0.01,32.0
1991-01-09,0.31,0.01,31.0
1991-01-10,0.31,0.01,31.0
1991-01-11,0.31,0.01,31.0
1991-01-14,0.31,0.01,31.0
1991-01-15,0.32,0.01,32.0
1991-01-16,0.34,0.01,34.0
1991-01-17,0.36,0.01,36.0
1991-01-18,0.36,0.01,36.0
1991-01-21,0.39,0.01,39.0
1991-01-22,0.4,0.01,40.0
1991-01-23,0.39,0.01,39.0
1991-01-24,0.4,0.01,40.0
1991-01-25,0.4,0.01,40.0
1991-01-28,0.4,0.01,40.0
1991-01-29,0.43,0.01,43.0
1991-01-30,0.45,0.01,45.0
1991-01-31,0.46,0.01,46.0
1991-02-01,0.45,0.01,45.0
1991-02-04,0.43,0.01,43.0
1991-02-05,0.42,0.01,42.0
1991-02-06,0.44,0.01,44.0
1991-02-07,0.45,0.01,45.0
1991-02-08,0.44,0.01,44.0
1991-02-11,0.45,0.01,45.0
1991-02-12,0.47,0.01,46.99999999999999
1991-02-13,0.5,0.01,50.0
1991-02-14,0.46,0.01,46.0
1991-02-15,0.47,0.01,46.99999999999999
1991-02-19,0.46,0.01,46.0
1991-02-20,0.47,0.01,46.99999999999999
1991-02-21,0.46,0.01,46.0
1991-02-22,0.49,0.01,49.0
1991-02-25,0.48,0.01,48.0
1991-02-26,0.46,0.01,46.0
1991-02-27,0.47,0.01,46.99999999999999
1991-02-28,0.46,0.01,46.0
1991-03-01,0.46,0.01,46.0
1991-03-04,0.46,0.01,46.0
1991-03-05,0.53,0.01,53.0
1991-03-06,0.51,0.01,51.0
1991-03-07,0.51,0.01,51.0
1991-03-08,0.5,0.01,50.0
1991-03-11,0.48,0.01,48.0
1991-03-12,0.47,0.01,46.99999999999999
1991-03-13,0.48,0.01,48.0
1991-03-14,0.46,0.01,46.0
1991-03-15,0.43,0.01,43.0
1991-03-18,0.44,0.01,44.0
1991-03-19,0.43,0.01,43.0
1991-03-20,0.43,0.01,43.0
1991-03-21,0.42,0.01,42.0
1991-03-22,0.42,0.01,42.0
1991-03-25,0.42,0.01,42.0
1991-03-26,0.46,0.01,46.0
1991-03-27,0.47,0.01,46.99999999999999
1991-03-28,0.46,0.01,46.0
1991-04-01,0.48,0.01,48.0
1991-04-02,0.49,0.01,49.0
1991-04-03,0.49,0.01,49.0
1991-04-04,0.48,0.01,48.0
1991-04-05,0.48,0.01,48.0
1991-04-08,0.49,0.01,49.0
1991-04-09,0.49,0.01,49.0
1991-04-10,0.49,0.01,49.0
1991-04-11,0.52,0.01,52.0
1991-04-12,0.52,0.01,52.0
1991-04-15,0.51,0.01,51.0
1991-04-16,0.54,0.01,54.0
1991-04-17,0.59,0.01,58.99999999999999
1991-04-18,0.58,0.01,57.99999999999999
1991-04-19,0.57,0.01,56.99999999999999
1991-04-22,0.57,0.01,56.99999999999999
1991-04-23,0.59,0.01,58.99999999999999
1991-04-24,0.54,0.01,54.0
1991-04-25,0.51,0.01,51.0
1991-04-26,0.5,0.01,50.0
1991-04-29,0.48,0.01,48.0
1991-04-30,0.49,0.01,49.0
1991-05-01,0.51,0.01,51.0
1991-05-02,0.49,0.01,49.0
1991-05-03,0.49,0.01,49.0
1991-05-06,0.49,0.01,49.0
1991-05-07,0.48,0.01,48.0
1991-05-08,0.49,0.01,49.0
1991-05-09,0.5,0.01,50.0
1991-05-10,0.48,0.01,48.0
1991-05-13,0.49,0.01,49.0
1991-05-14,0.49,0.01,49.0
1991-05-15,0.46,0.01,46.0
1991-05-16,0.48,0.01,48.0
1991-05-17,0.46,0.01,46.0
1991-05-20,0.46,0.01,46.0
1991-05-21,0.45,0.01,45.0
1991-05-22,0.46,0.01,46.0
1991-05-23,0.45,0.01,45.0
1991-05-24,0.45,0.01,45.0
1991-05-28,0.49,0.01,49.0
1991-05-29,0.47,0.01,46.99999999999999
1991-05-30,0.51,0.01,51.0
1991-05-31,0.52,0.01,52.0
1991-06-03,0.54,0.01,54.0
1991-06-04,0.54,0.01,54.0
1991-06-05,0.54,0.01,54.0
1991-06-06,0.53,0.01,53.0
1991-06-07,0.53,0.01,53.0
1991-06-10,0.52,0.01,52.0
1991-06-11,0.5,0.01,50.0
1991-06-12,0.48,0.01,48.0
1991-06-13,0.48,0.01,48.0
1991-06-14,0.51,0.01,51.0
1991-06-17,0.52,0.01,52.0
1991-06-18,0.5,0.01,50.0
1991-06-19,0.49,0.01,49.0
1991-06-20,0.48,0.01,48.0
1991-06-21,0.47,0.01,46.99999999999999
1991-06-24,0.45,0.01,45.0
1991-06-25,0.44,0.01,44.0
1991-06-26,0.45,0.01,45.0
1991-06-27,0.45,0.01,45.0
1991-06-28,0.45,0.01,45.0
1991-07-01,0.46,0.01,46.0
1991-07-02,0.46,0.01,46.0
1991-07-03,0.45,0.01,45.0
1991-07-05,0.46,0.01,46.0
1991-07-08,0.47,0.01,46.99999999999999
1991-07-09,0.47,0.01,46.99999999999999
1991-07-10,0.47,0.01,46.99999999999999
1991-07-11,0.47,0.01,46.99999999999999
1991-07-12,0.45,0.01,45.0
1991-07-15,0.46,0.01,46.0
1991-07-16,0.46,0.01,46.0
1991-07-17,0.47,0.01,46.99999999999999
1991-07-18,0.48,0.01,48.0
1991-07-19,0.48,0.01,48.0
1991-07-22,0.47,0.01,46.99999999999999
1991-07-23,0.46,0.01,46.0
1991-07-24,0.47,0.01,46.99999999999999
1991-07-25,0.46,0.01,46.0
1991-07-26,0.47,0.01,46.99999999999999
1991-07-29,0.47,0.01,46.99999999999999
1991-07-30,0.48,0.01,48.0
1991-07-31,0.51,0.01,51.0
1991-08-01,0.52,0.01,52.0
1991-08-02,0.5,0.01,50.0
1991-08-05,0.47,0.01,46.99999999999999
1991-08-06,0.47,0.01,46.99999999999999
1991-08-07,0.46,0.01,46.0
1991-08-08,0.47,0.01,46.99999999999999
1991-08-09,0.47,0.01,46.99999999999999
1991-08-12,0.46,0.01,46.0
1991-08-13,0.44,0.01,44.0
1991-08-14,0.43,0.01,43.0
1991-08-15,0.45,0.01,45.0
1991-08-16,0.45,0.01,45.0
1991-08-19,0.45,0.01,45.0
1991-08-20,0.44,0.01,44.0
1991-08-21,0.47,0.01,46.99999999999999
1991-08-22,0.46,0.01,46.0
1991-08-23,0.46,0.01,46.0
1991-08-26,0.5,0.01,50.0
1991-08-27,0.49,0.01,49.0
1991-08-28,0.49,0.01,49.0
1991-08-29,0.48,0.01,48.0
1991-08-30,0.46,0.01,46.0
1991-09-03,0.45,0.01,45.0
1991-09-04,0.45,0.01,45.0
1991-09-05,0.44,0.01,44.0
1991-09-06,0.48,0.01,48.0
1991-09-09,0.49,0.01,49.0
1991-09-10,0.45,0.01,45.0
1991-09-11,0.47,0.01,46.99999999999999
1991-09-12,0.46,0.01,46.0
1991-09-13,0.45,0.01,45.0
1991-09-16,0.45,0.01,45.0
1991-09-17,0.45,0.01,45.0
1991-09-18,0.45,0.01,45.0
1991-09-19,0.45,0.01,45.0
1991-09-20,0.45,0.01,45.0
1991-09-23,0.45,0.01,45.0
1991-09-24,0.44,0.01,44.0
1991-09-25,0.43,0.01,43.0
1991-09-26,0.44,0.01,44.0
1991-09-27,0.43,0.01,43.0
1991-09-30,0.41,0.01,41.0
1991-10-01,0.39,0.01,39.0
1991-10-02,0.39,0.01,39.0
1991-10-03,0.36,0.01,36.0
1991-10-04,0.37,0.01,37.0
1991-10-07,0.38,0.01,38.0
1991-10-08,0.38,0.01,38.0
1991-10-09,0.36,0.01,36.0
1991-10-10,0.38,0.01,38.0
1991-10-11,0.38,0.01,38.0
1991-10-14,0.4,0.01,40.0
1991-10-15,0.43,0.01,43.0
1991-10-16,0.44,0.01,44.0
1991-10-17,0.41,0.01,41.0
1991-10-18,0.41,0.01,41.0
1991-10-21,0.4,0.01,40.0
1991-10-22,0.41,0.01,41.0
1991-10-23,0.4,0.01,40.0
1991-10-24,0.4,0.01,40.0
1991-10-25,0.4,0.01,40.0
1991-10-28,0.4,0.01,40.0
1991-10-29,0.39,0.01,39.0
1991-10-30,0.38,0.01,38.0
1991-10-31,0.38,0.01,38.0
1991-11-01,0.38,0.01,38.0
1991-11-04,0.38,0.01,38.0
1991-11-05,0.37,0.01,37.0
1991-11-06,0.39,0.01,39.0
1991-11-07,0.4,0.01,40.0
1991-11-08,0.39,0.01,39.0
1991-11-11,0.41,0.01,41.0
1991-11-12,0.41,0.01,41.0
1991-11-13,0.4,0.01,40.0
1991-11-14,0.39,0.01,39.0
1991-11-15,0.38,0.01,38.0
