date,TDY,TDY_EPS,PE Ratio
2000-07-26,21.56,,
2000-07-27,19.88,,
2000-07-28,20.0,,
2000-07-31,19.75,,
2000-08-01,18.81,,
2000-08-02,19.25,,
2000-08-03,18.25,,
2000-08-04,15.25,,
2000-08-07,16.75,,
2000-08-08,16.63,,
2000-08-09,19.25,,
2000-08-10,19.25,,
2000-08-11,19.5,,
2000-08-14,19.56,,
2000-08-15,19.25,,
2000-08-16,19.75,,
2000-08-17,20.44,,
2000-08-18,20.13,,
2000-08-21,19.94,,
2000-08-22,19.75,,
2000-08-23,19.5,,
2000-08-24,20.19,,
2000-08-25,19.63,,
2000-08-28,19.0,,
2000-08-29,20.0,,
2000-08-30,20.06,,
2000-08-31,20.13,,
2000-09-01,22.44,,
2000-09-05,21.94,,
2000-09-06,21.31,,
2000-09-07,23.13,,
2000-09-08,25.94,,
2000-09-11,27.75,,
2000-09-12,30.13,,
2000-09-13,28.5,,
2000-09-14,28.88,,
2000-09-15,28.88,,
2000-09-18,26.06,,
2000-09-19,24.44,,
2000-09-20,25.88,,
2000-09-21,27.19,,
2000-09-22,25.56,,
2000-09-25,26.19,,
2000-09-26,27.63,,
2000-09-27,27.75,,
2000-09-28,28.5,,
2000-09-29,29.13,,
2000-10-02,25.31,,
2000-10-03,24.5,,
2000-10-04,24.94,,
2000-10-05,24.38,,
2000-10-06,23.44,,
2000-10-09,23.44,,
2000-10-10,23.19,,
2000-10-11,21.25,,
2000-10-12,21.19,,
2000-10-13,23.63,,
2000-10-16,23.25,,
2000-10-17,22.25,,
2000-10-18,22.69,,
2000-10-19,25.0,,
2000-10-20,27.5,,
2000-10-23,26.31,,
2000-10-24,25.25,,
2000-10-25,23.5,,
2000-10-26,23.0,,
2000-10-27,23.0,,
2000-10-30,23.13,,
2000-10-31,25.06,,
2000-11-01,25.75,,
2000-11-02,25.81,,
2000-11-03,26.5,,
2000-11-06,26.0,,
2000-11-07,26.94,,
2000-11-08,25.25,,
2000-11-09,24.5,,
2000-11-10,23.75,,
2000-11-13,23.94,,
2000-11-14,25.0,,
2000-11-15,25.63,,
2000-11-16,26.19,,
2000-11-17,25.94,,
2000-11-20,25.0,,
2000-11-21,24.69,,
2000-11-22,24.25,,
2000-11-24,24.38,,
2000-11-27,22.38,,
2000-11-28,21.13,,
2000-11-29,20.81,,
2000-11-30,19.25,,
2000-12-01,19.75,,
2000-12-04,19.5,,
2000-12-05,21.88,,
2000-12-06,20.38,,
2000-12-07,20.75,,
2000-12-08,21.88,,
2000-12-11,23.25,,
2000-12-12,23.31,,
2000-12-13,23.56,,
2000-12-14,23.88,,
2000-12-15,22.94,,
2000-12-18,22.88,,
2000-12-19,20.75,,
2000-12-20,18.25,,
2000-12-21,19.25,,
2000-12-22,19.94,,
2000-12-26,19.19,,
2000-12-27,18.81,,
2000-12-28,21.13,,
2000-12-29,23.63,,
2001-01-02,19.75,,
2001-01-03,20.75,,
2001-01-04,20.75,,
2001-01-05,18.44,,
2001-01-08,17.0,,
2001-01-09,16.88,,
2001-01-10,18.0,,
2001-01-11,18.13,,
2001-01-12,18.06,,
2001-01-16,18.13,,
2001-01-17,19.88,,
2001-01-18,18.56,,
2001-01-19,18.75,,
2001-01-22,18.88,,
2001-01-23,19.0,,
2001-01-24,20.0,,
2001-01-25,19.19,,
2001-01-26,18.63,,
2001-01-29,18.4,,
2001-01-30,19.0,,
2001-01-31,19.0,,
2001-02-01,18.98,,
2001-02-02,18.99,,
2001-02-05,18.71,,
2001-02-06,19.45,,
2001-02-07,19.0,,
2001-02-08,18.95,,
2001-02-09,18.09,,
2001-02-12,19.51,,
2001-02-13,19.4,,
2001-02-14,19.66,,
2001-02-15,20.85,,
2001-02-16,20.12,,
2001-02-20,19.39,,
2001-02-21,19.66,,
2001-02-22,19.7,,
2001-02-23,14.3,,
2001-02-26,14.09,,
2001-02-27,14.05,,
2001-02-28,13.06,,
2001-03-01,13.73,,
2001-03-02,14.5,,
2001-03-05,14.27,,
2001-03-06,14.1,,
2001-03-07,14.2,,
2001-03-08,14.01,,
2001-03-09,13.85,,
2001-03-12,13.0,,
2001-03-13,13.15,,
2001-03-14,12.85,,
2001-03-15,13.29,,
2001-03-16,13.15,,
2001-03-19,12.99,,
2001-03-20,12.85,,
2001-03-21,12.19,,
2001-03-22,13.1,,
2001-03-23,13.94,,
2001-03-26,14.14,,
2001-03-27,14.2,,
2001-03-28,13.41,,
2001-03-29,13.45,,
2001-03-30,14.0,,
2001-04-02,13.26,,
2001-04-03,13.04,,
2001-04-04,12.85,,
2001-04-05,14.1,,
2001-04-06,12.9,,
2001-04-09,13.35,,
2001-04-10,13.5,,
2001-04-11,13.52,,
2001-04-12,13.6,,
2001-04-16,13.57,,
2001-04-17,13.0,,
2001-04-18,13.15,,
2001-04-19,13.35,,
2001-04-20,13.3,,
2001-04-23,13.25,,
2001-04-24,13.3,,
2001-04-25,13.14,,
2001-04-26,13.3,,
2001-04-27,13.25,,
2001-04-30,13.15,,
2001-05-01,13.15,,
2001-05-02,13.14,,
2001-05-03,12.9,,
2001-05-04,13.3,,
2001-05-07,13.25,,
2001-05-08,13.74,,
2001-05-09,14.87,,
2001-05-10,15.44,,
2001-05-11,15.7,,
2001-05-14,15.53,,
2001-05-15,16.21,,
2001-05-16,17.95,,
2001-05-17,17.59,,
2001-05-18,17.71,,
2001-05-21,17.99,,
2001-05-22,19.4,,
2001-05-23,17.9,,
2001-05-24,17.5,,
2001-05-25,17.51,,
2001-05-29,17.05,,
2001-05-30,16.55,,
2001-05-31,16.5,,
2001-06-01,16.49,,
2001-06-04,16.82,,
2001-06-05,16.8,,
2001-06-06,17.24,,
2001-06-07,17.01,,
2001-06-08,16.81,,
2001-06-11,16.65,,
2001-06-12,17.24,,
2001-06-13,17.64,,
2001-06-14,16.6,,
2001-06-15,16.75,,
2001-06-18,15.81,,
2001-06-19,15.32,,
2001-06-20,15.54,,
2001-06-21,15.2,,
2001-06-22,14.61,,
2001-06-25,13.75,,
2001-06-26,15.11,,
2001-06-27,15.25,,
2001-06-28,15.3,,
2001-06-29,15.2,,
2001-07-02,14.8,,
2001-07-03,14.85,,
2001-07-05,15.08,,
2001-07-06,14.6,,
2001-07-09,14.58,,
2001-07-10,13.6,,
2001-07-11,13.64,,
2001-07-12,14.0,,
2001-07-13,13.95,,
2001-07-16,13.65,,
2001-07-17,13.4,,
2001-07-18,13.18,,
2001-07-19,13.08,,
2001-07-20,13.0,,
2001-07-23,12.95,,
2001-07-24,13.09,,
2001-07-25,13.01,,
2001-07-26,12.99,,
2001-07-27,13.0,,
2001-07-30,13.15,,
2001-07-31,13.7,,
2001-08-01,14.01,,
2001-08-02,14.55,,
2001-08-03,14.85,,
2001-08-06,15.0,,
2001-08-07,15.24,,
2001-08-08,15.01,,
2001-08-09,14.52,,
2001-08-10,14.1,,
2001-08-13,14.12,,
2001-08-14,14.46,,
2001-08-15,14.4,,
2001-08-16,14.5,,
2001-08-17,14.85,,
2001-08-20,14.99,,
2001-08-21,15.2,,
2001-08-22,15.7,,
2001-08-23,15.3,,
2001-08-24,15.0,,
2001-08-27,15.25,,
2001-08-28,15.5,,
2001-08-29,15.5,,
2001-08-30,15.15,,
2001-08-31,15.43,,
2001-09-04,15.45,,
2001-09-05,15.0,,
2001-09-06,14.75,,
2001-09-07,14.36,,
2001-09-10,14.38,,
2001-09-17,17.0,,
2001-09-18,17.1,,
2001-09-19,16.47,,
2001-09-20,17.4,,
2001-09-21,16.05,,
2001-09-24,17.35,,
2001-09-25,16.9,,
2001-09-26,15.51,,
2001-09-27,15.62,,
2001-09-28,15.95,,
2001-10-01,15.8,,
2001-10-02,15.9,,
2001-10-03,17.33,,
2001-10-04,16.9,,
2001-10-05,17.0,,
2001-10-08,16.97,,
2001-10-09,16.39,,
2001-10-10,16.7,,
2001-10-11,16.4,,
2001-10-12,16.42,,
2001-10-15,16.23,,
2001-10-16,15.95,,
2001-10-17,15.85,,
2001-10-18,15.04,,
2001-10-19,15.02,,
2001-10-22,15.55,,
2001-10-23,15.29,,
2001-10-24,15.95,,
2001-10-25,15.7,,
2001-10-26,15.96,,
2001-10-29,15.0,,
2001-10-30,15.25,,
2001-10-31,15.17,,
2001-11-01,15.33,,
2001-11-02,15.29,,
2001-11-05,15.69,,
2001-11-06,15.55,,
2001-11-07,15.75,,
2001-11-08,15.55,,
2001-11-09,15.36,,
2001-11-12,15.65,,
2001-11-13,15.45,,
2001-11-14,15.48,,
2001-11-15,15.18,,
2001-11-16,14.3,,
2001-11-19,14.75,,
2001-11-20,14.3,,
2001-11-21,14.24,,
2001-11-23,14.38,,
2001-11-26,14.21,,
2001-11-27,14.86,,
2001-11-28,14.52,,
2001-11-29,15.01,,
2001-11-30,14.7,,
2001-12-03,14.86,,
2001-12-04,15.11,,
2001-12-05,15.18,,
2001-12-06,15.5,,
2001-12-07,15.5,,
2001-12-10,15.35,,
2001-12-11,15.5,,
2001-12-12,15.49,,
2001-12-13,15.53,,
2001-12-14,15.52,,
2001-12-17,16.12,,
2001-12-18,16.06,,
2001-12-19,16.5,,
2001-12-20,15.85,,
2001-12-21,17.31,,
2001-12-24,17.61,,
2001-12-26,17.45,,
2001-12-27,17.0,,
2001-12-28,16.6,,
2001-12-31,16.29,,
2002-01-02,16.49,,
2002-01-03,16.73,,
2002-01-04,16.57,,
2002-01-07,16.2,,
2002-01-08,16.84,,
2002-01-09,16.5,,
2002-01-10,16.62,,
2002-01-11,16.1,,
2002-01-14,15.72,,
2002-01-15,15.78,,
2002-01-16,15.68,,
2002-01-17,15.08,,
2002-01-18,14.95,,
2002-01-22,14.0,,
2002-01-23,14.15,,
2002-01-24,14.6,,
2002-01-25,15.1,,
2002-01-28,14.95,,
2002-01-29,14.93,,
2002-01-30,15.15,,
2002-01-31,15.5,,
2002-02-01,15.85,,
2002-02-04,14.94,,
2002-02-05,14.65,,
2002-02-06,14.69,,
2002-02-07,14.67,,
2002-02-08,14.8,,
2002-02-11,14.96,,
2002-02-12,15.0,,
2002-02-13,15.15,,
2002-02-14,15.4,,
2002-02-15,15.85,,
2002-02-19,15.1,,
2002-02-20,15.66,,
2002-02-21,15.25,,
2002-02-22,15.64,,
2002-02-25,15.47,,
2002-02-26,15.81,,
2002-02-27,16.24,,
2002-02-28,16.35,,
2002-03-01,16.85,,
2002-03-04,16.95,,
2002-03-05,17.01,,
2002-03-06,17.0,,
2002-03-07,16.71,,
2002-03-08,16.9,,
2002-03-11,17.0,,
2002-03-12,16.9,,
2002-03-13,16.84,,
2002-03-14,16.94,,
2002-03-15,16.87,,
2002-03-18,16.71,0.21,79.57142857142858
2002-03-19,16.4,0.21,78.09523809523809
2002-03-20,16.29,0.21,77.57142857142857
2002-03-21,15.96,0.21,76.0
2002-03-22,16.16,0.21,76.95238095238095
2002-03-25,15.88,0.21,75.61904761904762
2002-03-26,16.1,0.21,76.66666666666667
2002-03-27,16.85,0.21,80.23809523809524
2002-03-28,16.58,0.21,78.95238095238095
2002-04-01,16.3,0.21,77.61904761904762
2002-04-02,16.03,0.21,76.33333333333334
2002-04-03,16.41,0.21,78.14285714285715
2002-04-04,16.5,0.21,78.57142857142857
2002-04-05,16.43,0.21,78.23809523809524
2002-04-08,16.2,0.21,77.14285714285714
2002-04-09,16.14,0.21,76.85714285714286
2002-04-10,16.51,0.21,78.61904761904763
2002-04-11,16.45,0.21,78.33333333333333
2002-04-12,17.13,0.21,81.57142857142857
2002-04-15,17.5,0.21,83.33333333333334
2002-04-16,17.76,0.21,84.57142857142858
2002-04-17,17.66,0.21,84.0952380952381
2002-04-18,17.57,0.21,83.66666666666667
2002-04-19,17.4,0.21,82.85714285714285
2002-04-22,16.8,0.21,80.0
2002-04-23,16.78,0.21,79.90476190476191
2002-04-24,16.86,0.21,80.28571428571429
2002-04-25,17.05,0.21,81.19047619047619
2002-04-26,17.82,0.21,84.85714285714286
2002-04-29,16.83,0.21,80.14285714285714
2002-04-30,17.0,0.21,80.95238095238095
2002-05-01,17.75,0.21,84.52380952380953
2002-05-02,18.8,0.21,89.52380952380953
2002-05-03,19.17,0.21,91.28571428571429
2002-05-06,18.32,0.21,87.23809523809524
2002-05-07,18.97,0.21,90.33333333333333
2002-05-08,19.14,0.21,91.14285714285715
2002-05-09,19.1,0.21,90.95238095238096
2002-05-10,19.1,0.21,90.95238095238096
2002-05-13,18.98,0.21,90.38095238095238
2002-05-14,19.94,5.1,3.9098039215686278
2002-05-15,19.75,5.1,3.8725490196078436
2002-05-16,20.5,5.1,4.019607843137255
2002-05-17,20.05,5.1,3.931372549019608
2002-05-20,19.52,5.1,3.827450980392157
2002-05-21,19.1,5.1,3.7450980392156867
2002-05-22,20.15,5.1,3.950980392156863
2002-05-23,20.65,5.1,4.049019607843137
2002-05-24,21.24,5.1,4.1647058823529415
2002-05-28,21.05,5.1,4.127450980392157
2002-05-29,20.67,5.1,4.052941176470589
2002-05-30,20.49,5.1,4.017647058823529
2002-05-31,20.15,5.1,3.950980392156863
2002-06-03,19.7,5.1,3.8627450980392157
2002-06-04,19.15,5.1,3.7549019607843137
2002-06-05,18.9,5.1,3.7058823529411766
2002-06-06,19.85,5.1,3.8921568627450984
2002-06-07,19.89,5.1,3.9000000000000004
2002-06-10,19.07,5.1,3.7392156862745103
2002-06-11,18.47,5.1,3.6215686274509804
2002-06-12,18.4,5.1,3.607843137254902
2002-06-13,18.3,5.1,3.5882352941176476
2002-06-14,18.32,5.1,3.592156862745098
2002-06-17,18.96,5.1,3.71764705882353
2002-06-18,18.65,5.1,3.656862745098039
2002-06-19,18.18,5.1,3.5647058823529414
2002-06-20,18.75,5.1,3.6764705882352944
2002-06-21,18.8,5.1,3.686274509803922
2002-06-24,19.03,5.1,3.7313725490196084
2002-06-25,18.9,5.1,3.7058823529411766
2002-06-26,18.9,5.1,3.7058823529411766
2002-06-27,20.15,5.1,3.950980392156863
2002-06-28,20.75,5.1,4.068627450980393
2002-07-01,19.19,5.1,3.762745098039216
2002-07-02,18.85,5.1,3.6960784313725497
2002-07-03,17.87,5.1,3.5039215686274514
2002-07-05,18.44,5.1,3.6156862745098044
2002-07-08,18.38,5.1,3.603921568627451
2002-07-09,18.33,5.1,3.5941176470588236
2002-07-10,17.2,5.1,3.372549019607843
2002-07-11,16.95,5.1,3.323529411764706
2002-07-12,16.75,5.1,3.2843137254901964
2002-07-15,16.83,5.1,3.3
2002-07-16,16.93,5.1,3.319607843137255
2002-07-17,16.85,5.1,3.3039215686274517
2002-07-18,16.04,5.1,3.145098039215686
2002-07-19,14.91,5.1,2.923529411764706
2002-07-22,15.0,5.1,2.9411764705882355
2002-07-23,14.84,5.1,2.9098039215686278
2002-07-24,15.73,5.1,3.0843137254901962
2002-07-25,15.4,5.1,3.0196078431372553
2002-07-26,15.45,5.1,3.0294117647058822
2002-07-29,15.92,5.1,3.1215686274509804
2002-07-30,15.8,5.1,3.098039215686275
2002-07-31,15.55,5.1,3.0490196078431375
2002-08-01,15.65,5.1,3.0686274509803924
2002-08-02,14.97,5.1,2.935294117647059
2002-08-05,14.7,5.1,2.8823529411764706
2002-08-06,15.75,5.1,3.088235294117647
2002-08-07,16.5,5.1,3.235294117647059
2002-08-08,17.15,5.1,3.3627450980392157
2002-08-09,17.09,5.1,3.350980392156863
2002-08-12,17.01,5.1,3.3352941176470594
2002-08-13,15.6,0.35,44.57142857142858
2002-08-14,16.8,0.35,48.00000000000001
2002-08-15,16.75,0.35,47.85714285714286
2002-08-16,16.55,0.35,47.28571428571429
2002-08-19,17.43,0.35,49.800000000000004
2002-08-20,17.65,0.35,50.42857142857143
2002-08-21,17.89,0.35,51.11428571428572
2002-08-22,17.9,0.35,51.14285714285714
2002-08-23,17.64,0.35,50.400000000000006
2002-08-26,18.5,0.35,52.85714285714286
2002-08-27,17.64,0.35,50.400000000000006
2002-08-28,16.84,0.35,48.114285714285714
2002-08-29,18.24,0.35,52.114285714285714
2002-08-30,17.8,0.35,50.85714285714286
2002-09-03,16.95,0.35,48.42857142857143
2002-09-04,17.75,0.35,50.714285714285715
2002-09-05,17.3,0.35,49.42857142857143
2002-09-06,17.5,0.35,50.0
2002-09-09,17.61,0.35,50.31428571428572
2002-09-10,18.33,0.35,52.37142857142857
2002-09-11,18.7,0.35,53.42857142857143
2002-09-12,18.38,0.35,52.51428571428571
2002-09-13,18.4,0.35,52.57142857142857
2002-09-16,18.28,0.35,52.228571428571435
2002-09-17,17.6,0.35,50.28571428571429
2002-09-18,17.97,0.35,51.34285714285714
2002-09-19,17.45,0.35,49.85714285714286
2002-09-20,17.77,0.35,50.77142857142857
2002-09-23,17.38,0.35,49.65714285714286
2002-09-24,17.98,0.35,51.371428571428574
2002-09-25,17.8,0.35,50.85714285714286
2002-09-26,17.78,0.35,50.800000000000004
2002-09-27,17.25,0.35,49.28571428571429
2002-09-30,18.16,0.35,51.885714285714286
2002-10-01,17.9,0.35,51.14285714285714
2002-10-02,17.7,0.35,50.57142857142857
2002-10-03,17.78,0.35,50.800000000000004
2002-10-04,17.62,0.35,50.34285714285715
2002-10-07,17.6,0.35,50.28571428571429
2002-10-08,17.5,0.35,50.0
2002-10-09,13.5,0.35,38.57142857142858
2002-10-10,14.88,0.35,42.51428571428572
2002-10-11,15.35,0.35,43.85714285714286
2002-10-14,15.19,0.35,43.4
2002-10-15,15.1,0.35,43.142857142857146
2002-10-16,15.25,0.35,43.57142857142858
2002-10-17,15.53,0.35,44.371428571428574
2002-10-18,15.24,0.35,43.542857142857144
2002-10-21,15.83,0.35,45.228571428571435
2002-10-22,15.09,0.35,43.114285714285714
2002-10-23,15.85,0.35,45.285714285714285
2002-10-24,14.16,0.35,40.45714285714286
2002-10-25,14.25,0.35,40.714285714285715
2002-10-28,13.95,0.35,39.857142857142854
2002-10-29,13.99,0.35,39.971428571428575
2002-10-30,14.5,0.35,41.42857142857143
2002-10-31,14.45,0.35,41.285714285714285
2002-11-01,14.52,0.35,41.48571428571429
2002-11-04,14.13,0.35,40.371428571428574
2002-11-05,15.0,0.35,42.85714285714286
2002-11-06,15.78,0.35,45.08571428571429
2002-11-07,15.42,0.35,44.05714285714286
2002-11-08,15.3,0.35,43.71428571428572
2002-11-11,14.55,0.35,41.57142857142858
2002-11-12,14.82,0.57,26.000000000000004
2002-11-13,15.02,0.57,26.35087719298246
2002-11-14,15.1,0.57,26.491228070175442
2002-11-15,14.96,0.57,26.245614035087723
2002-11-18,14.85,0.57,26.05263157894737
2002-11-19,14.6,0.57,25.6140350877193
2002-11-20,14.5,0.57,25.438596491228072
2002-11-21,15.05,0.57,26.40350877192983
2002-11-22,14.99,0.57,26.29824561403509
2002-11-25,14.99,0.57,26.29824561403509
2002-11-26,14.94,0.57,26.210526315789476
2002-11-27,15.0,0.57,26.315789473684212
2002-11-29,14.86,0.57,26.070175438596493
2002-12-02,15.0,0.57,26.315789473684212
2002-12-03,14.65,0.57,25.701754385964914
2002-12-04,14.28,0.57,25.05263157894737
2002-12-05,14.2,0.57,24.912280701754387
2002-12-06,14.0,0.57,24.56140350877193
2002-12-09,13.95,0.57,24.473684210526315
2002-12-10,14.0,0.57,24.56140350877193
2002-12-11,14.65,0.57,25.701754385964914
2002-12-12,15.35,0.57,26.92982456140351
2002-12-13,14.8,0.57,25.964912280701757
2002-12-16,15.34,0.57,26.912280701754387
2002-12-17,15.05,0.57,26.40350877192983
2002-12-18,14.85,0.57,26.05263157894737
2002-12-19,14.94,0.57,26.210526315789476
2002-12-20,15.15,0.57,26.578947368421055
2002-12-23,15.11,0.57,26.50877192982456
2002-12-24,14.78,0.57,25.92982456140351
2002-12-26,15.03,0.57,26.36842105263158
2002-12-27,15.05,0.57,26.40350877192983
2002-12-30,15.03,0.57,26.36842105263158
2002-12-31,15.68,0.57,27.50877192982456
2003-01-02,15.78,0.57,27.68421052631579
2003-01-03,15.55,0.57,27.28070175438597
2003-01-06,16.2,0.57,28.42105263157895
2003-01-07,15.7,0.57,27.54385964912281
2003-01-08,15.42,0.57,27.05263157894737
2003-01-09,15.2,0.57,26.666666666666668
2003-01-10,15.4,0.57,27.017543859649127
2003-01-13,15.25,0.57,26.754385964912284
2003-01-14,15.35,0.57,26.92982456140351
2003-01-15,15.33,0.57,26.894736842105267
2003-01-16,15.33,0.57,26.894736842105267
2003-01-17,14.97,0.57,26.263157894736846
2003-01-21,14.51,0.57,25.456140350877195
2003-01-22,14.24,0.57,24.98245614035088
2003-01-23,13.62,0.57,23.894736842105264
2003-01-24,13.36,0.57,23.438596491228072
2003-01-27,12.5,0.57,21.92982456140351
2003-01-28,12.4,0.57,21.754385964912284
2003-01-29,12.45,0.57,21.842105263157894
2003-01-30,12.8,0.57,22.456140350877195
2003-01-31,12.55,0.57,22.017543859649127
2003-02-03,13.21,0.57,23.175438596491233
2003-02-04,13.71,0.57,24.052631578947373
2003-02-05,13.55,0.57,23.771929824561408
2003-02-06,14.18,0.57,24.87719298245614
2003-02-07,13.6,0.57,23.85964912280702
2003-02-10,13.77,0.57,24.157894736842106
2003-02-11,13.55,0.57,23.771929824561408
2003-02-12,13.4,0.57,23.508771929824565
2003-02-13,13.64,0.57,23.92982456140351
2003-02-14,13.95,0.57,24.473684210526315
2003-02-18,13.51,0.57,23.701754385964914
2003-02-19,13.6,0.57,23.85964912280702
2003-02-20,13.16,0.57,23.087719298245617
2003-02-21,12.9,0.57,22.631578947368425
2003-02-24,13.24,0.57,23.2280701754386
2003-02-25,13.02,0.57,22.842105263157897
2003-02-26,12.9,0.57,22.631578947368425
2003-02-27,13.0,0.57,22.80701754385965
2003-02-28,12.75,0.57,22.368421052631582
2003-03-03,12.5,0.57,21.92982456140351
2003-03-04,12.78,0.57,22.42105263157895
2003-03-05,12.5,0.79,15.822784810126581
2003-03-06,12.05,0.79,15.253164556962025
2003-03-07,12.17,0.79,15.40506329113924
2003-03-10,11.42,0.79,14.455696202531644
2003-03-11,11.44,0.79,14.481012658227847
2003-03-12,10.95,0.79,13.860759493670885
2003-03-13,11.5,0.79,14.556962025316455
2003-03-14,12.3,0.79,15.569620253164556
2003-03-17,12.68,0.79,16.050632911392405
2003-03-18,13.03,0.79,16.493670886075947
2003-03-19,12.85,0.79,16.265822784810126
2003-03-20,12.62,0.79,15.974683544303796
2003-03-21,12.9,0.79,16.32911392405063
2003-03-24,12.5,0.79,15.822784810126581
2003-03-25,12.53,0.79,15.860759493670885
2003-03-26,12.4,0.79,15.69620253164557
2003-03-27,12.7,0.79,16.075949367088604
2003-03-28,12.7,0.79,16.075949367088604
2003-03-31,12.66,0.79,16.025316455696203
2003-04-01,13.05,0.79,16.518987341772153
2003-04-02,13.05,0.79,16.518987341772153
2003-04-03,13.03,0.79,16.493670886075947
2003-04-04,13.05,0.79,16.518987341772153
2003-04-07,13.22,0.79,16.734177215189874
2003-04-08,13.22,0.79,16.734177215189874
2003-04-09,12.9,0.79,16.32911392405063
2003-04-10,12.92,0.79,16.354430379746834
2003-04-11,12.7,0.79,16.075949367088604
2003-04-14,13.19,0.79,16.696202531645568
2003-04-15,13.32,0.79,16.860759493670887
2003-04-16,13.36,0.79,16.91139240506329
2003-04-17,13.49,0.79,17.075949367088608
2003-04-21,13.78,0.79,17.44303797468354
2003-04-22,14.1,0.79,17.848101265822784
2003-04-23,14.31,0.79,18.11392405063291
2003-04-24,13.93,0.79,17.632911392405063
