date,CDNS,CDNS_EPS,PE Ratio
1998-05-01,36.5,,
1998-05-04,37.44,,
1998-05-05,37.38,,
1998-05-06,36.69,,
1998-05-07,36.19,,
1998-05-08,36.5,,
1998-05-11,35.94,,
1998-05-12,35.88,,
1998-05-13,36.56,,
1998-05-14,36.19,,
1998-05-15,37.0,,
1998-05-18,36.25,,
1998-05-19,37.94,,
1998-05-20,36.88,,
1998-05-21,36.75,,
1998-05-22,35.75,,
1998-05-26,35.56,,
1998-05-27,34.88,,
1998-05-28,35.44,,
1998-05-29,35.25,,
1998-06-01,34.75,,
1998-06-02,34.19,,
1998-06-03,32.19,,
1998-06-04,32.94,,
1998-06-05,32.5,,
1998-06-08,33.38,,
1998-06-09,34.88,,
1998-06-10,33.19,,
1998-06-11,32.25,,
1998-06-12,32.25,,
1998-06-15,31.13,,
1998-06-16,31.75,,
1998-06-17,32.0,,
1998-06-18,31.5,,
1998-06-19,31.19,,
1998-06-22,32.06,,
1998-06-23,33.0,,
1998-06-24,33.25,,
1998-06-25,33.5,,
1998-06-26,33.0,,
1998-06-29,32.5,,
1998-06-30,31.25,,
1998-07-01,29.88,,
1998-07-02,27.63,,
1998-07-06,28.5,,
1998-07-07,28.63,,
1998-07-08,28.56,,
1998-07-09,27.94,,
1998-07-10,27.81,,
1998-07-13,27.31,,
1998-07-14,26.63,,
1998-07-15,29.19,,
1998-07-16,30.44,,
1998-07-17,29.88,,
1998-07-20,31.13,,
1998-07-21,29.63,,
1998-07-22,28.5,,
1998-07-23,30.13,,
1998-07-24,30.69,,
1998-07-27,30.38,,
1998-07-28,29.94,,
1998-07-29,29.0,,
1998-07-30,30.25,,
1998-07-31,28.81,,
1998-08-03,28.0,,
1998-08-04,27.56,,
1998-08-05,26.69,,
1998-08-06,27.75,,
1998-08-07,28.13,,
1998-08-10,26.94,,
1998-08-11,26.19,,
1998-08-12,27.69,,
1998-08-13,27.38,,
1998-08-14,27.31,,
1998-08-17,28.0,,
1998-08-18,29.13,,
1998-08-19,28.81,,
1998-08-20,28.38,,
1998-08-21,27.56,,
1998-08-24,27.13,,
1998-08-25,26.31,,
1998-08-26,25.06,,
1998-08-27,24.0,,
1998-08-28,24.31,,
1998-08-31,21.13,,
1998-09-01,20.69,,
1998-09-02,20.88,,
1998-09-03,22.5,,
1998-09-04,22.81,,
1998-09-08,25.44,,
1998-09-09,24.56,,
1998-09-10,24.06,,
1998-09-11,24.81,,
1998-09-14,25.5,,
1998-09-15,25.31,,
1998-09-16,25.5,,
1998-09-17,23.56,,
1998-09-18,22.88,,
1998-09-21,23.13,,
1998-09-22,23.94,,
1998-09-23,24.88,,
1998-09-24,23.88,,
1998-09-25,23.94,,
1998-09-28,25.38,,
1998-09-29,25.94,,
1998-09-30,25.56,,
1998-10-01,24.19,,
1998-10-02,24.63,,
1998-10-05,22.5,,
1998-10-06,20.5,,
1998-10-07,20.63,,
1998-10-08,19.75,,
1998-10-09,19.19,,
1998-10-12,21.38,,
1998-10-13,20.81,,
1998-10-14,22.88,,
1998-10-15,24.38,,
1998-10-16,25.0,,
1998-10-19,25.75,,
1998-10-20,24.19,,
1998-10-21,20.88,,
1998-10-22,19.75,,
1998-10-23,20.75,,
1998-10-26,20.56,,
1998-10-27,20.94,,
1998-10-28,22.69,,
1998-10-29,21.81,,
1998-10-30,21.0,,
1998-11-02,20.56,,
1998-11-03,20.0,,
1998-11-04,25.31,,
1998-11-05,25.25,,
1998-11-06,25.38,,
1998-11-09,24.5,,
1998-11-10,24.25,,
1998-11-11,24.19,,
1998-11-12,28.25,,
1998-11-13,29.38,,
1998-11-16,29.13,,
1998-11-17,27.63,,
1998-11-18,27.5,,
1998-11-19,28.25,,
1998-11-20,29.0,,
1998-11-23,29.31,,
1998-11-24,29.13,,
1998-11-25,29.0,,
1998-11-27,29.31,,
1998-11-30,28.13,,
1998-12-01,28.38,,
1998-12-02,30.5,,
1998-12-03,29.69,,
1998-12-04,30.63,,
1998-12-07,29.94,,
1998-12-08,30.0,,
1998-12-09,29.19,,
1998-12-10,27.94,,
1998-12-11,27.56,,
1998-12-14,25.25,,
1998-12-15,26.38,,
1998-12-16,26.19,,
1998-12-17,26.63,,
1998-12-18,28.25,,
1998-12-21,28.31,,
1998-12-22,28.0,,
1998-12-23,28.06,,
1998-12-24,27.63,,
1998-12-28,27.63,,
1998-12-29,27.5,,
1998-12-30,28.0,,
1998-12-31,29.75,,
1999-01-04,30.06,,
1999-01-05,29.69,,
1999-01-06,30.5,,
1999-01-07,30.0,,
1999-01-08,28.75,,
1999-01-11,30.63,,
1999-01-12,33.5,,
1999-01-13,33.0,,
1999-01-14,32.0,,
1999-01-15,32.75,,
1999-01-19,32.38,,
1999-01-20,30.88,,
1999-01-21,29.88,,
1999-01-22,29.5,,
1999-01-25,28.63,,
1999-01-26,29.13,,
1999-01-27,30.69,,
1999-01-28,32.25,,
1999-01-29,32.0,,
1999-02-01,31.81,,
1999-02-02,30.69,,
1999-02-03,31.31,,
1999-02-04,30.63,,
1999-02-05,28.69,,
1999-02-08,29.31,,
1999-02-09,27.88,,
1999-02-10,28.13,,
1999-02-11,30.38,,
1999-02-12,29.63,,
1999-02-16,28.31,,
1999-02-17,26.81,,
1999-02-18,27.13,,
1999-02-19,26.81,,
1999-02-22,27.13,,
1999-02-23,28.0,,
1999-02-24,26.94,,
1999-02-25,26.0,,
1999-02-26,24.06,,
1999-03-01,24.13,,
1999-03-02,24.0,,
1999-03-03,23.25,,
1999-03-04,24.25,,
1999-03-05,23.25,,
1999-03-08,24.06,,
1999-03-09,24.06,,
1999-03-10,23.88,,
1999-03-11,24.31,,
1999-03-12,24.0,,
1999-03-15,24.25,,
1999-03-16,23.19,,
1999-03-17,24.44,,
1999-03-18,22.94,,
1999-03-19,22.44,,
1999-03-22,22.19,,
1999-03-23,22.75,,
1999-03-24,25.06,,
1999-03-25,26.56,,
1999-03-26,26.38,,
1999-03-29,26.75,,
1999-03-30,25.0,,
1999-03-31,25.75,,
1999-04-01,26.19,,
1999-04-05,25.63,,
1999-04-06,25.06,,
1999-04-07,24.06,,
1999-04-08,25.25,,
1999-04-09,25.31,,
1999-04-12,24.88,,
1999-04-13,23.19,,
1999-04-14,24.0,,
1999-04-15,24.0,,
1999-04-16,22.44,,
1999-04-19,21.0,,
1999-04-20,20.81,,
1999-04-21,12.5,,
1999-04-22,12.0,,
1999-04-23,13.0,,
1999-04-26,14.0,,
1999-04-27,14.19,,
1999-04-28,14.0,,
1999-04-29,13.75,,
1999-04-30,13.56,,
1999-05-03,14.0,,
1999-05-04,13.75,,
1999-05-05,13.19,,
1999-05-06,12.88,,
1999-05-07,12.88,,
1999-05-10,12.44,,
1999-05-11,12.5,,
1999-05-12,12.69,,
1999-05-13,12.63,,
1999-05-14,12.13,,
1999-05-17,11.31,,
1999-05-18,11.63,,
1999-05-19,11.63,,
1999-05-20,12.69,,
1999-05-21,13.44,,
1999-05-24,13.31,,
1999-05-25,13.0,,
1999-05-26,12.94,,
1999-05-27,13.06,,
1999-05-28,12.88,,
1999-06-01,12.88,,
1999-06-02,12.88,,
1999-06-03,13.19,,
1999-06-04,13.5,,
1999-06-07,14.38,,
1999-06-08,15.0,,
1999-06-09,15.06,,
1999-06-10,14.63,,
1999-06-11,13.81,,
1999-06-14,12.69,,
1999-06-15,12.94,,
1999-06-16,13.75,,
1999-06-17,13.81,,
1999-06-18,13.56,,
1999-06-21,13.88,,
1999-06-22,14.0,,
1999-06-23,14.38,,
1999-06-24,14.0,,
1999-06-25,13.5,,
1999-06-28,13.06,,
1999-06-29,13.56,,
1999-06-30,12.63,,
1999-07-01,13.44,,
1999-07-02,13.31,,
1999-07-06,13.63,,
1999-07-07,13.25,,
1999-07-08,13.13,,
1999-07-09,13.25,,
1999-07-12,13.19,,
1999-07-13,13.25,,
1999-07-14,13.63,,
1999-07-15,16.0,,
1999-07-16,15.94,,
1999-07-19,15.5,,
1999-07-20,14.88,,
1999-07-21,11.69,,
1999-07-22,11.0,,
1999-07-23,10.75,,
1999-07-26,10.5,,
1999-07-27,10.69,,
1999-07-28,10.88,,
1999-07-29,10.5,,
1999-07-30,10.56,,
1999-08-02,10.5,,
1999-08-03,10.13,,
1999-08-04,9.81,,
1999-08-05,9.81,,
1999-08-06,9.75,,
1999-08-09,9.81,,
1999-08-10,9.5,,
1999-08-11,9.31,,
1999-08-12,9.88,,
1999-08-13,10.0,,
1999-08-16,10.31,,
1999-08-17,10.25,,
1999-08-18,11.75,,
1999-08-19,11.31,,
1999-08-20,11.88,,
1999-08-23,12.06,,
1999-08-24,12.31,,
1999-08-25,12.94,,
1999-08-26,13.06,,
1999-08-27,12.81,,
1999-08-30,12.13,,
1999-08-31,13.63,,
1999-09-01,13.5,,
1999-09-02,13.31,,
1999-09-03,13.81,,
1999-09-07,14.5,,
1999-09-08,14.13,,
1999-09-09,14.19,,
1999-09-10,14.56,,
1999-09-13,14.44,,
1999-09-14,14.44,,
1999-09-15,14.13,,
1999-09-16,13.63,,
1999-09-17,13.69,,
1999-09-20,13.38,,
1999-09-21,13.19,,
1999-09-22,13.88,,
1999-09-23,13.88,,
1999-09-24,13.81,,
1999-09-27,13.56,,
1999-09-28,13.56,,
1999-09-29,13.44,,
1999-09-30,13.38,,
1999-10-01,13.44,,
1999-10-04,14.44,,
1999-10-05,14.69,,
1999-10-06,14.75,,
1999-10-07,14.56,,
1999-10-08,14.5,,
1999-10-11,15.13,,
1999-10-12,14.63,,
1999-10-13,14.13,,
1999-10-14,14.5,,
1999-10-15,14.5,,
1999-10-18,13.94,,
1999-10-19,14.13,,
1999-10-20,13.81,,
1999-10-21,14.5,,
1999-10-22,14.31,,
1999-10-25,14.13,,
1999-10-26,14.31,,
1999-10-27,13.88,,
1999-10-28,14.69,,
1999-10-29,15.19,,
1999-11-01,15.31,,
1999-11-02,15.81,,
1999-11-03,16.31,,
1999-11-04,17.69,,
1999-11-05,17.63,,
1999-11-08,17.56,,
1999-11-09,17.44,,
1999-11-10,17.0,,
1999-11-11,17.44,,
1999-11-12,17.44,,
1999-11-15,16.94,,
1999-11-16,17.06,,
1999-11-17,18.31,,
1999-11-18,17.5,,
1999-11-19,18.0,,
1999-11-22,17.69,,
1999-11-23,17.25,,
1999-11-24,17.63,,
1999-11-26,18.0,,
1999-11-29,17.81,,
1999-11-30,17.75,,
1999-12-01,17.63,,
1999-12-02,18.63,,
1999-12-03,19.44,,
1999-12-06,19.38,,
1999-12-07,19.06,,
1999-12-08,19.06,,
1999-12-09,18.94,,
1999-12-10,18.56,,
1999-12-13,18.69,,
1999-12-14,17.75,,
1999-12-15,19.13,,
1999-12-16,19.75,,
1999-12-17,19.0,,
1999-12-20,18.75,,
1999-12-21,19.5,,
1999-12-22,20.75,,
1999-12-23,22.31,,
1999-12-27,23.31,,
1999-12-28,23.25,,
1999-12-29,22.75,,
1999-12-30,22.81,,
1999-12-31,24.0,,
2000-01-03,22.06,,
2000-01-04,22.0,,
2000-01-05,21.63,,
2000-01-06,20.94,,
2000-01-07,22.31,,
2000-01-10,23.38,,
2000-01-11,22.25,,
2000-01-12,20.69,,
2000-01-13,21.0,,
2000-01-14,22.25,,
2000-01-18,22.63,,
2000-01-19,23.0,,
2000-01-20,23.06,,
2000-01-21,21.88,,
2000-01-24,23.69,,
2000-01-25,24.0,,
2000-01-26,22.69,,
2000-01-27,21.44,,
2000-01-28,21.94,,
2000-01-31,20.63,,
2000-02-01,21.63,,
2000-02-02,22.13,,
2000-02-03,22.25,,
2000-02-04,22.38,,
2000-02-07,22.69,,
2000-02-08,23.0,,
2000-02-09,22.56,,
2000-02-10,21.88,,
2000-02-11,21.81,,
2000-02-14,20.0,,
2000-02-15,18.81,,
2000-02-16,19.5,,
2000-02-17,18.5,,
2000-02-18,18.63,,
2000-02-22,18.19,,
2000-02-23,18.13,,
2000-02-24,18.88,,
2000-02-25,19.63,,
2000-02-28,19.25,,
2000-02-29,19.94,,
2000-03-01,21.25,,
2000-03-02,20.81,,
2000-03-03,20.5,,
2000-03-06,20.63,,
2000-03-07,20.88,,
2000-03-08,20.38,,
2000-03-09,22.06,,
2000-03-10,22.13,,
2000-03-13,21.13,,
2000-03-14,20.94,,
2000-03-15,21.69,,
2000-03-16,22.81,,
2000-03-17,23.0,,
2000-03-20,22.88,,
2000-03-21,22.38,,
2000-03-22,22.81,,
2000-03-23,23.0,,
2000-03-24,23.25,,
2000-03-27,22.63,,
2000-03-28,21.75,,
2000-03-29,20.5,,
2000-03-30,20.0,,
2000-03-31,20.63,,
2000-04-03,18.13,,
2000-04-04,17.06,,
2000-04-05,17.75,,
2000-04-06,18.0,,
2000-04-07,17.88,,
2000-04-10,17.88,,
2000-04-11,17.19,,
2000-04-12,16.0,,
2000-04-13,15.75,,
2000-04-14,13.5,,
2000-04-17,14.75,,
2000-04-18,15.75,,
2000-04-19,16.56,,
2000-04-20,16.19,,
2000-04-24,15.5,,
2000-04-25,16.94,,
2000-04-26,16.75,,
2000-04-27,16.94,,
2000-04-28,16.81,,
2000-05-01,17.69,,
2000-05-02,17.94,,
2000-05-03,17.25,,
2000-05-04,17.38,,
2000-05-05,18.19,,
2000-05-08,18.75,,
2000-05-09,18.06,,
2000-05-10,17.38,,
2000-05-11,17.25,,
2000-05-12,17.0,,
2000-05-15,16.75,,
2000-05-16,16.44,,
2000-05-17,15.63,,
2000-05-18,15.44,,
2000-05-19,14.19,,
2000-05-22,14.38,,
2000-05-23,14.38,,
2000-05-24,14.81,,
2000-05-25,14.19,,
2000-05-26,14.31,,
2000-05-30,16.19,,
2000-05-31,16.0,,
2000-06-01,17.88,,
2000-06-02,19.0,,
2000-06-05,18.19,,
2000-06-06,18.06,,
2000-06-07,19.31,,
2000-06-08,18.88,,
2000-06-09,18.88,,
2000-06-12,18.0,,
2000-06-13,18.31,,
2000-06-14,18.0,,
2000-06-15,18.25,,
2000-06-16,18.94,,
2000-06-19,19.19,,
2000-06-20,20.56,,
2000-06-21,20.31,,
2000-06-22,19.06,,
2000-06-23,19.88,,
2000-06-26,20.0,,
2000-06-27,19.0,,
2000-06-28,20.0,,
2000-06-29,20.81,,
2000-06-30,20.38,,
2000-07-03,20.44,,
2000-07-05,20.06,,
2000-07-06,19.5,,
2000-07-07,19.81,,
2000-07-10,20.0,,
2000-07-11,21.69,,
2000-07-12,22.88,,
2000-07-13,23.25,,
2000-07-14,22.94,,
2000-07-17,22.69,,
2000-07-18,22.19,,
2000-07-19,21.75,,
2000-07-20,22.5,,
2000-07-21,21.69,,
2000-07-24,21.75,,
2000-07-25,22.25,,
2000-07-26,21.88,,
2000-07-27,21.31,,
2000-07-28,20.38,,
2000-07-31,20.88,,
2000-08-01,20.75,,
2000-08-02,20.31,,
2000-08-03,20.31,,
2000-08-04,21.25,,
2000-08-07,21.0,,
2000-08-08,20.69,,
2000-08-09,20.19,,
2000-08-10,19.69,,
2000-08-11,20.44,,
2000-08-14,20.31,,
2000-08-15,20.0,,
2000-08-16,20.06,,
2000-08-17,20.0,,
2000-08-18,20.06,,
2000-08-21,20.31,,
2000-08-22,20.31,,
2000-08-23,19.94,,
2000-08-24,20.19,,
2000-08-25,20.38,,
2000-08-28,20.06,,
2000-08-29,20.5,,
2000-08-30,20.81,,
2000-08-31,21.25,,
2000-09-01,21.94,,
2000-09-05,20.69,,
2000-09-06,22.0,,
2000-09-07,22.0,,
2000-09-08,22.06,,
2000-09-11,23.31,,
2000-09-12,23.63,,
2000-09-13,24.56,,
2000-09-14,25.63,,
2000-09-15,27.13,,
2000-09-18,25.69,,
2000-09-19,26.06,,
2000-09-20,26.38,,
2000-09-21,25.75,,
2000-09-22,24.75,,
2000-09-25,25.31,,
2000-09-26,24.81,,
2000-09-27,25.44,,
2000-09-28,25.81,,
2000-09-29,25.69,,
2000-10-02,25.75,,
2000-10-03,25.63,,
2000-10-04,25.44,,
2000-10-05,24.75,,
2000-10-06,24.63,,
2000-10-09,24.81,,
2000-10-10,23.0,,
2000-10-11,22.25,,
2000-10-12,21.25,,
2000-10-13,22.25,,
2000-10-16,22.25,,
2000-10-17,21.38,,
2000-10-18,24.56,,
2000-10-19,25.81,,
2000-10-20,26.25,,
2000-10-23,26.94,,
2000-10-24,27.19,,
2000-10-25,26.0,,
2000-10-26,25.56,,
2000-10-27,26.06,,
2000-10-30,25.44,,
2000-10-31,25.69,,
2000-11-01,25.63,,
2000-11-02,25.69,,
2000-11-03,25.5,,
2000-11-06,26.31,,
2000-11-07,25.75,,
2000-11-08,25.25,,
2000-11-09,24.56,,
2000-11-10,23.94,,
2000-11-13,23.0,,
2000-11-14,24.44,,
2000-11-15,24.94,,
2000-11-16,24.69,,
2000-11-17,24.81,,
2000-11-20,23.94,,
2000-11-21,23.75,,
2000-11-22,23.56,,
2000-11-24,24.19,,
2000-11-27,24.81,,
2000-11-28,24.38,,
2000-11-29,24.0,,
2000-11-30,23.44,,
2000-12-01,24.0,,
2000-12-04,24.75,,
2000-12-05,26.13,,
2000-12-06,26.0,,
2000-12-07,26.81,,
2000-12-08,28.0,,
2000-12-11,28.69,,
2000-12-12,27.75,,
2000-12-13,26.69,,
2000-12-14,26.88,,
2000-12-15,25.0,,
2000-12-18,25.56,,
2000-12-19,25.88,,
2000-12-20,23.38,,
2000-12-21,23.5,,
2000-12-22,25.25,,
2000-12-26,25.5,,
2000-12-27,27.63,,
2000-12-28,27.63,,
2000-12-29,27.5,,
2001-01-02,24.88,,
2001-01-03,24.81,,
2001-01-04,26.75,,
2001-01-05,25.25,,
2001-01-08,26.5,,
2001-01-09,28.94,,
2001-01-10,29.5,,
2001-01-11,29.63,,
2001-01-12,29.25,,
2001-01-16,29.44,,
2001-01-17,31.0,,
2001-01-18,31.88,,
2001-01-19,32.0,,
2001-01-22,32.31,,
2001-01-23,32.0,,
2001-01-24,30.0,,
2001-01-25,29.0,,
2001-01-26,28.19,,
2001-01-29,28.49,,
2001-01-30,29.8,,
2001-01-31,29.49,,
2001-02-01,28.02,,
2001-02-02,28.32,,
2001-02-05,28.55,,
2001-02-06,28.65,,
2001-02-07,27.76,,
2001-02-08,26.85,,
2001-02-09,26.61,,
2001-02-12,26.46,,
2001-02-13,27.13,,
2001-02-14,27.05,,
2001-02-15,28.37,,
2001-02-16,27.58,,
2001-02-20,26.17,,
2001-02-21,24.46,,
2001-02-22,26.5,,
2001-02-23,27.34,,
2001-02-26,28.21,,
2001-02-27,26.9,,
2001-02-28,25.35,,
2001-03-01,25.1,,
2001-03-02,24.85,,
2001-03-05,23.24,,
2001-03-06,24.4,,
2001-03-07,24.98,,
2001-03-08,24.05,,
2001-03-09,24.0,,
2001-03-12,19.91,,
2001-03-13,20.09,,
2001-03-14,19.85,,
2001-03-15,20.42,,
2001-03-16,19.0,,
2001-03-19,18.75,,
2001-03-20,18.88,,
2001-03-21,18.7,,
2001-03-22,19.2,,
2001-03-23,19.65,,
2001-03-26,19.9,,
2001-03-27,20.05,,
2001-03-28,18.33,,
2001-03-29,18.22,,
2001-03-30,18.49,,
2001-04-02,17.98,,
2001-04-03,16.8,,
2001-04-04,16.69,,
2001-04-05,17.2,,
2001-04-06,17.4,,
2001-04-09,17.6,,
2001-04-10,18.95,,
2001-04-11,19.36,,
2001-04-12,19.3,,
2001-04-16,17.65,,
2001-04-17,16.99,,
2001-04-18,19.55,,
2001-04-19,20.95,,
2001-04-20,21.0,,
2001-04-23,19.43,,
2001-04-24,18.85,,
2001-04-25,19.51,,
2001-04-26,20.2,,
2001-04-27,20.28,,
2001-04-30,20.7,,
2001-05-01,22.12,,
2001-05-02,22.1,,
2001-05-03,21.0,,
2001-05-04,21.8,,
2001-05-07,21.74,,
2001-05-08,21.74,,
2001-05-09,21.45,,
2001-05-10,21.37,,
2001-05-11,20.77,,
2001-05-14,20.86,,
2001-05-15,20.8,,
2001-05-16,22.0,,
2001-05-17,21.95,,
2001-05-18,21.9,,
2001-05-21,23.1,,
2001-05-22,23.71,,
2001-05-23,22.63,,
2001-05-24,23.34,,
2001-05-25,23.6,,
2001-05-29,22.21,,
2001-05-30,21.45,,
2001-05-31,21.15,,
2001-06-01,21.49,,
2001-06-04,22.1,,
2001-06-05,23.46,,
2001-06-06,23.14,,
2001-06-07,24.07,,
2001-06-08,23.75,,
2001-06-11,23.13,,
2001-06-12,23.07,,
2001-06-13,22.59,,
2001-06-14,21.64,,
2001-06-15,21.85,,
2001-06-18,21.69,,
2001-06-19,21.38,,
2001-06-20,20.75,,
2001-06-21,20.15,,
2001-06-22,19.93,,
2001-06-25,19.76,,
2001-06-26,19.65,,
2001-06-27,18.82,,
2001-06-28,18.94,,
2001-06-29,18.63,,
2001-07-02,19.45,,
2001-07-03,18.62,,
2001-07-05,18.95,,
2001-07-06,18.06,,
2001-07-09,18.5,,
2001-07-10,17.49,,
2001-07-11,17.38,,
2001-07-12,18.37,,
2001-07-13,18.37,,
2001-07-16,18.3,,
2001-07-17,18.55,,
2001-07-18,20.5,,
2001-07-19,21.54,,
2001-07-20,21.37,,
2001-07-23,22.0,,
2001-07-24,21.41,,
2001-07-25,22.08,,
2001-07-26,22.35,,
2001-07-27,22.9,,
2001-07-30,22.68,,
2001-07-31,22.06,,
2001-08-01,22.8,,
2001-08-02,23.48,,
2001-08-03,23.03,,
2001-08-06,22.74,,
2001-08-07,23.48,,
2001-08-08,22.95,,
2001-08-09,22.35,,
2001-08-10,22.26,,
2001-08-13,22.96,,
2001-08-14,22.85,,
2001-08-15,23.0,,
2001-08-16,23.0,,
2001-08-17,22.71,,
2001-08-20,22.59,,
2001-08-21,22.6,,
2001-08-22,22.43,,
2001-08-23,22.03,,
2001-08-24,23.03,,
2001-08-27,23.0,,
2001-08-28,22.47,,
2001-08-29,22.5,,
2001-08-30,21.95,,
2001-08-31,21.98,,
2001-09-04,21.33,,
2001-09-05,21.05,,
2001-09-06,20.36,,
2001-09-07,20.04,,
2001-09-10,20.0,,
2001-09-17,18.75,,
2001-09-18,18.06,,
2001-09-19,16.92,,
2001-09-20,16.23,,
2001-09-21,15.7,,
2001-09-24,16.3,,
2001-09-25,16.1,,
2001-09-26,15.48,,
2001-09-27,15.5,,
2001-09-28,16.65,,
2001-10-01,16.12,,
2001-10-02,16.42,,
2001-10-03,17.87,,
2001-10-04,17.5,,
2001-10-05,16.86,,
2001-10-08,16.99,,
2001-10-09,17.21,,
2001-10-10,18.75,,
2001-10-11,19.25,,
2001-10-12,19.17,,
2001-10-15,19.37,,
2001-10-16,18.6,,
2001-10-17,20.0,,
2001-10-18,20.9,,
2001-10-19,20.92,,
2001-10-22,21.5,,
2001-10-23,21.25,,
2001-10-24,21.75,,
2001-10-25,22.0,,
2001-10-26,21.98,,
2001-10-29,21.6,,
2001-10-30,21.12,,
2001-10-31,21.14,,
2001-11-01,22.6,,
2001-11-02,23.63,,
2001-11-05,24.04,,
2001-11-06,24.65,,
2001-11-07,24.5,,
2001-11-08,23.9,,
2001-11-09,24.38,,
2001-11-12,24.55,,
2001-11-13,23.05,,
2001-11-14,23.2,,
2001-11-15,23.1,,
2001-11-16,23.61,,
2001-11-19,24.0,,
2001-11-20,23.35,,
2001-11-21,23.03,,
2001-11-23,23.09,,
2001-11-26,23.73,,
2001-11-27,23.6,,
2001-11-28,23.55,,
2001-11-29,24.25,,
2001-11-30,23.85,,
2001-12-03,23.55,,
2001-12-04,22.0,,
2001-12-05,22.55,,
2001-12-06,22.81,,
2001-12-07,23.0,,
2001-12-10,22.66,,
2001-12-11,23.15,,
2001-12-12,23.18,,
2001-12-13,22.8,,
2001-12-14,22.32,,
2001-12-17,23.27,,
2001-12-18,23.94,,
2001-12-19,23.09,,
2001-12-20,23.1,,
2001-12-21,22.87,,
2001-12-24,22.65,,
2001-12-26,22.6,,
2001-12-27,22.16,,
2001-12-28,22.4,,
2001-12-31,21.92,,
2002-01-02,21.4,,
2002-01-03,22.15,,
2002-01-04,22.0,,
2002-01-07,21.69,,
2002-01-08,21.58,,
2002-01-09,21.6,,
2002-01-10,22.25,,
2002-01-11,21.87,,
2002-01-14,21.3,,
2002-01-15,21.5,,
2002-01-16,20.9,,
2002-01-17,21.32,,
2002-01-18,20.91,,
2002-01-22,21.1,,
2002-01-23,22.19,,
2002-01-24,22.51,,
2002-01-25,22.7,,
2002-01-28,23.38,,
2002-01-29,24.0,,
2002-01-30,23.94,,
2002-01-31,23.7,,
2002-02-01,24.12,,
2002-02-04,23.58,,
2002-02-05,23.68,,
2002-02-06,23.55,,
2002-02-07,22.81,,
2002-02-08,23.09,,
2002-02-11,23.41,,
2002-02-12,22.95,,
2002-02-13,23.18,,
2002-02-14,22.9,,
2002-02-15,22.26,,
2002-02-19,21.41,,
2002-02-20,21.58,,
2002-02-21,20.77,,
2002-02-22,20.82,,
2002-02-25,20.99,,
2002-02-26,21.0,,
2002-02-27,21.38,,
2002-02-28,21.15,,
2002-03-01,21.97,,
2002-03-04,22.5,,
2002-03-05,22.27,,
2002-03-06,22.4,,
2002-03-07,22.75,,
2002-03-08,23.91,,
2002-03-11,23.83,,
2002-03-12,23.19,,
2002-03-13,23.01,,
2002-03-14,22.94,,
2002-03-15,22.56,,
2002-03-18,23.05,,
2002-03-19,22.98,,
2002-03-20,22.39,,
2002-03-21,22.56,,
2002-03-22,22.43,,
2002-03-25,21.96,,
2002-03-26,21.77,,
2002-03-27,22.25,,
2002-03-28,22.61,,
2002-04-01,22.41,,
2002-04-02,21.67,,
2002-04-03,20.4,,
2002-04-04,20.13,,
2002-04-05,20.45,,
2002-04-08,20.61,,
2002-04-09,20.18,,
2002-04-10,20.45,,
2002-04-11,19.77,,
2002-04-12,20.26,,
2002-04-15,21.81,,
2002-04-16,22.72,,
2002-04-17,22.45,,
2002-04-18,22.3,,
2002-04-19,22.07,,
2002-04-22,21.79,,
2002-04-23,21.23,,
2002-04-24,21.07,,
2002-04-25,21.47,,
2002-04-26,20.11,,
2002-04-29,20.16,,
2002-04-30,20.48,,
2002-05-01,20.01,,
2002-05-02,19.7,,
2002-05-03,19.21,,
2002-05-06,19.42,,
2002-05-07,18.92,,
2002-05-08,21.21,,
2002-05-09,20.02,,
2002-05-10,19.7,,
2002-05-13,19.72,,
2002-05-14,20.86,0.09,231.77777777777777
2002-05-15,20.6,0.09,228.8888888888889
2002-05-16,20.66,0.09,229.55555555555557
2002-05-17,20.55,0.09,228.33333333333334
2002-05-20,20.12,0.09,223.55555555555557
2002-05-21,19.96,0.09,221.7777777777778
2002-05-22,19.85,0.09,220.55555555555557
2002-05-23,20.0,0.09,222.22222222222223
2002-05-24,19.72,0.09,219.11111111111111
2002-05-28,19.11,0.09,212.33333333333334
2002-05-29,18.59,0.09,206.55555555555557
2002-05-30,18.9,0.09,210.0
2002-05-31,19.26,0.09,214.00000000000003
2002-06-03,18.05,0.09,200.55555555555557
2002-06-04,18.08,0.09,200.88888888888889
2002-06-05,17.45,0.09,193.88888888888889
2002-06-06,16.91,0.09,187.88888888888889
2002-06-07,17.19,0.09,191.00000000000003
2002-06-10,16.93,0.09,188.11111111111111
2002-06-11,16.21,0.09,180.11111111111111
2002-06-12,16.71,0.09,185.66666666666669
2002-06-13,16.34,0.09,181.55555555555557
2002-06-14,16.45,0.09,182.77777777777777
2002-06-17,16.99,0.09,188.77777777777777
2002-06-18,16.91,0.09,187.88888888888889
2002-06-19,16.38,0.09,182.0
2002-06-20,16.31,0.09,181.22222222222223
2002-06-21,15.73,0.09,174.7777777777778
2002-06-24,16.15,0.09,179.44444444444443
2002-06-25,15.52,0.09,172.44444444444446
2002-06-26,14.7,0.09,163.33333333333334
2002-06-27,15.01,0.09,166.77777777777777
2002-06-28,16.12,0.09,179.11111111111114
2002-07-01,15.26,0.09,169.55555555555557
2002-07-02,15.1,0.09,167.77777777777777
