date,LYB,LYB_EPS,PE Ratio
2011-06-09,40.0,0.0,inf
2011-06-10,39.3,0.0,inf
2011-06-13,38.3,0.0,inf
2011-06-14,39.88,0.0,inf
2011-06-15,38.36,0.0,inf
2011-06-16,37.01,0.0,inf
2011-06-17,36.88,0.0,inf
2011-06-20,36.56,0.0,inf
2011-06-21,38.61,0.0,inf
2011-06-22,38.7,0.0,inf
2011-06-23,38.06,0.0,inf
2011-06-24,37.58,0.0,inf
2011-06-27,37.26,0.0,inf
2011-06-28,37.48,0.0,inf
2011-06-29,38.29,0.0,inf
2011-06-30,38.52,0.0,inf
2011-07-01,38.92,0.0,inf
2011-07-05,39.89,0.0,inf
2011-07-06,39.45,0.0,inf
2011-07-07,41.23,0.0,inf
2011-07-08,40.88,0.0,inf
2011-07-11,38.48,0.0,inf
2011-07-12,38.4,0.0,inf
2011-07-13,38.47,0.0,inf
2011-07-14,37.92,0.0,inf
2011-07-15,38.09,0.0,inf
2011-07-18,36.84,0.0,inf
2011-07-19,37.08,0.0,inf
2011-07-20,37.6,0.0,inf
2011-07-21,39.09,0.0,inf
2011-07-22,39.54,0.0,inf
2011-07-25,38.31,0.0,inf
2011-07-26,38.94,0.0,inf
2011-07-27,38.0,0.0,inf
2011-07-28,37.55,0.0,inf
2011-07-29,39.46,0.0,inf
2011-08-01,40.33,0.0,inf
2011-08-02,37.39,0.0,inf
2011-08-03,37.29,0.0,inf
2011-08-04,33.51,0.0,inf
2011-08-05,33.11,0.0,inf
2011-08-08,28.47,0.0,inf
2011-08-09,31.84,0.0,inf
2011-08-10,31.13,0.0,inf
2011-08-11,34.02,0.0,inf
2011-08-12,33.9,0.0,inf
2011-08-15,33.94,2.58,13.155038759689921
2011-08-16,32.62,2.58,12.643410852713178
2011-08-17,31.91,2.58,12.368217054263566
2011-08-18,29.05,2.58,11.25968992248062
2011-08-19,27.98,2.58,10.844961240310077
2011-08-22,28.75,2.58,11.143410852713178
2011-08-23,29.85,2.58,11.569767441860465
2011-08-24,30.79,2.58,11.934108527131782
2011-08-25,30.42,2.58,11.790697674418604
2011-08-26,31.85,2.58,12.344961240310077
2011-08-29,34.69,2.58,13.445736434108525
2011-08-30,34.06,2.58,13.2015503875969
2011-08-31,34.65,2.58,13.430232558139535
2011-09-01,33.92,2.58,13.147286821705427
2011-09-02,32.11,2.58,12.445736434108527
2011-09-06,32.1,2.58,12.44186046511628
2011-09-07,33.94,2.58,13.155038759689921
2011-09-08,33.35,2.58,12.926356589147288
2011-09-09,31.19,2.58,12.089147286821706
2011-09-12,31.42,2.58,12.178294573643411
2011-09-13,32.51,2.58,12.600775193798448
2011-09-14,33.29,2.58,12.903100775193797
2011-09-15,33.69,2.58,13.05813953488372
2011-09-16,34.0,2.58,13.178294573643411
2011-09-19,32.92,2.58,12.75968992248062
2011-09-20,31.76,2.58,12.310077519379846
2011-09-21,28.89,2.58,11.19767441860465
2011-09-22,27.81,2.58,10.77906976744186
2011-09-23,28.47,2.58,11.034883720930232
2011-09-26,29.0,2.58,11.24031007751938
2011-09-27,29.59,2.58,11.468992248062015
2011-09-28,27.77,2.58,10.763565891472867
2011-09-29,26.65,2.58,10.329457364341085
2011-09-30,24.43,2.58,9.468992248062015
2011-10-03,24.1,2.58,9.34108527131783
2011-10-04,25.88,2.58,10.031007751937985
2011-10-05,26.09,2.58,10.112403100775193
2011-10-06,27.39,2.58,10.616279069767442
2011-10-07,26.52,2.58,10.27906976744186
2011-10-10,27.25,2.58,10.562015503875969
2011-10-11,28.05,2.58,10.872093023255815
2011-10-12,28.7,2.58,11.124031007751938
2011-10-13,28.06,2.58,10.875968992248062
2011-10-14,29.2,2.58,11.31782945736434
2011-10-17,28.24,2.58,10.945736434108527
2011-10-18,28.29,2.58,10.965116279069766
2011-10-19,26.93,2.58,10.437984496124031
2011-10-20,27.39,2.58,10.616279069767442
2011-10-21,31.02,2.58,12.023255813953488
2011-10-24,32.33,2.58,12.531007751937983
2011-10-25,30.73,2.58,11.910852713178294
2011-10-26,31.74,2.58,12.302325581395348
2011-10-27,33.59,2.58,13.019379844961241
2011-10-28,34.5,2.58,13.372093023255813
2011-10-31,32.86,2.58,12.736434108527131
2011-11-01,32.11,1.56,20.583333333333332
2011-11-02,33.21,1.56,21.288461538461537
2011-11-03,34.46,1.56,22.08974358974359
2011-11-04,35.01,1.56,22.44230769230769
2011-11-07,34.79,1.56,22.30128205128205
2011-11-08,34.94,1.56,22.397435897435894
2011-11-09,34.06,1.56,21.833333333333336
2011-11-10,35.07,1.56,22.48076923076923
2011-11-11,36.08,1.56,23.128205128205128
2011-11-14,35.53,1.56,22.775641025641026
2011-11-15,34.92,1.56,22.384615384615383
2011-11-16,35.02,1.56,22.44871794871795
2011-11-17,35.19,1.56,22.557692307692307
2011-11-18,34.53,1.56,22.134615384615383
2011-11-21,34.51,1.56,22.12179487179487
2011-11-22,29.77,1.56,19.083333333333332
2011-11-23,28.33,1.56,18.16025641025641
2011-11-25,28.65,1.56,18.365384615384613
2011-11-28,29.91,1.56,19.173076923076923
2011-11-29,30.36,1.56,19.46153846153846
2011-11-30,32.67,1.56,20.942307692307693
2011-12-01,32.41,1.56,20.775641025641022
2011-12-02,32.8,1.56,21.025641025641022
2011-12-05,33.72,1.56,21.615384615384613
2011-12-06,33.7,1.56,21.602564102564102
2011-12-07,32.94,1.56,21.115384615384613
2011-12-08,32.62,1.56,20.91025641025641
2011-12-09,33.18,1.56,21.26923076923077
2011-12-12,32.28,1.56,20.692307692307693
2011-12-13,31.89,1.56,20.442307692307693
2011-12-14,30.7,1.56,19.67948717948718
2011-12-15,30.8,1.56,19.743589743589745
2011-12-16,32.05,1.56,20.544871794871792
2011-12-19,31.2,1.56,20.0
2011-12-20,32.92,1.56,21.102564102564102
2011-12-21,32.96,1.56,21.128205128205128
2011-12-22,32.89,1.56,21.083333333333332
2011-12-23,32.99,1.56,21.147435897435898
2011-12-27,32.97,1.56,21.134615384615383
2011-12-28,32.25,1.56,20.673076923076923
2011-12-29,32.81,1.56,21.03205128205128
2011-12-30,32.49,1.56,20.826923076923077
2012-01-03,33.47,1.56,21.455128205128204
2012-01-04,34.74,1.56,22.26923076923077
2012-01-05,34.24,1.56,21.94871794871795
2012-01-06,34.45,1.56,22.083333333333336
2012-01-09,34.32,1.56,22.0
2012-01-10,36.95,1.56,23.685897435897438
2012-01-11,37.4,1.56,23.97435897435897
2012-01-12,38.89,1.56,24.92948717948718
2012-01-13,38.91,1.56,24.94230769230769
2012-01-17,39.19,1.56,25.12179487179487
2012-01-18,40.63,1.56,26.044871794871796
2012-01-19,40.0,1.56,25.64102564102564
2012-01-20,39.9,1.56,25.576923076923077
2012-01-23,39.34,1.56,25.21794871794872
2012-01-24,39.97,1.56,25.62179487179487
2012-01-25,40.22,1.56,25.78205128205128
2012-01-26,40.29,1.56,25.826923076923077
2012-01-27,41.23,1.56,26.429487179487175
2012-01-30,42.42,1.56,27.192307692307693
2012-01-31,43.1,1.56,27.628205128205128
2012-02-01,43.6,1.56,27.94871794871795
2012-02-02,43.3,1.56,27.756410256410252
2012-02-03,44.8,1.56,28.717948717948715
2012-02-06,44.75,1.56,28.685897435897434
2012-02-07,44.87,1.56,28.76282051282051
2012-02-08,44.7,1.56,28.653846153846153
2012-02-09,44.58,1.56,28.576923076923073
2012-02-10,44.75,1.56,28.685897435897434
2012-02-13,46.01,1.56,29.49358974358974
2012-02-14,44.61,1.56,28.596153846153843
2012-02-15,43.56,1.56,27.923076923076923
2012-02-16,43.99,1.56,28.19871794871795
2012-02-17,43.98,1.56,28.19230769230769
2012-02-21,42.89,1.56,27.493589743589745
2012-02-22,43.3,1.56,27.756410256410252
2012-02-23,43.19,1.56,27.685897435897434
2012-02-24,44.15,1.56,28.30128205128205
2012-02-27,44.24,1.56,28.358974358974358
2012-02-28,44.0,1.56,28.205128205128204
2012-02-29,43.18,-0.38,-113.63157894736842
2012-03-01,43.57,-0.38,-114.65789473684211
2012-03-02,43.71,-0.38,-115.02631578947368
2012-03-05,41.8,-0.38,-109.99999999999999
2012-03-06,39.28,-0.38,-103.36842105263158
2012-03-07,40.6,-0.38,-106.84210526315789
2012-03-08,42.72,-0.38,-112.42105263157895
2012-03-09,42.14,-0.38,-110.89473684210526
2012-03-12,40.6,-0.38,-106.84210526315789
2012-03-13,42.26,-0.38,-111.21052631578947
2012-03-14,41.96,-0.38,-110.42105263157895
2012-03-15,42.71,-0.38,-112.39473684210526
2012-03-16,42.9,-0.38,-112.89473684210526
2012-03-19,42.54,-0.38,-111.94736842105263
2012-03-20,42.88,-0.38,-112.8421052631579
2012-03-21,43.65,-0.38,-114.86842105263158
2012-03-22,41.61,-0.38,-109.5
2012-03-23,42.52,-0.38,-111.89473684210527
2012-03-26,43.87,-0.38,-115.44736842105263
2012-03-27,43.29,-0.38,-113.92105263157895
2012-03-28,42.64,-0.38,-112.21052631578948
2012-03-29,43.13,-0.38,-113.5
2012-03-30,43.65,-0.38,-114.86842105263158
2012-04-02,44.57,-0.38,-117.28947368421052
2012-04-03,43.83,-0.38,-115.34210526315789
2012-04-04,44.09,-0.38,-116.02631578947368
2012-04-05,43.41,-0.38,-114.23684210526315
2012-04-09,42.47,-0.38,-111.76315789473684
2012-04-10,40.95,-0.38,-107.76315789473685
2012-04-11,41.22,-0.38,-108.47368421052632
2012-04-12,42.83,-0.38,-112.71052631578947
2012-04-13,44.07,-0.38,-115.97368421052632
2012-04-16,44.28,-0.38,-116.52631578947368
2012-04-17,44.13,-0.38,-116.13157894736842
2012-04-18,43.87,-0.38,-115.44736842105263
2012-04-19,44.09,-0.38,-116.02631578947368
2012-04-20,44.16,-0.38,-116.21052631578947
2012-04-23,43.75,-0.38,-115.13157894736842
2012-04-24,44.09,-0.38,-116.02631578947368
2012-04-25,45.18,-0.38,-118.89473684210526
2012-04-26,45.53,-0.38,-119.8157894736842
2012-04-27,45.73,-0.38,-120.34210526315789
2012-04-30,41.78,1.04,40.17307692307692
2012-05-01,42.86,1.04,41.21153846153846
2012-05-02,43.14,1.04,41.480769230769226
2012-05-03,41.25,1.04,39.66346153846154
2012-05-04,39.48,1.04,37.96153846153846
2012-05-07,39.23,1.04,37.72115384615384
2012-05-08,38.85,1.04,37.35576923076923
2012-05-09,40.1,1.04,38.55769230769231
2012-05-10,40.46,1.04,38.90384615384615
2012-05-11,40.08,1.04,38.53846153846153
2012-05-14,39.32,1.04,37.80769230769231
2012-05-15,39.74,1.04,38.21153846153846
2012-05-16,39.22,1.04,37.71153846153846
2012-05-17,36.96,1.04,35.53846153846154
2012-05-18,37.04,1.04,35.61538461538461
2012-05-21,39.0,1.04,37.5
2012-05-22,39.26,1.04,37.75
2012-05-23,38.96,1.04,37.46153846153846
2012-05-24,38.97,1.04,37.47115384615385
2012-05-25,39.6,1.04,38.07692307692308
2012-05-29,40.89,1.04,39.31730769230769
2012-05-30,39.35,1.04,37.83653846153846
2012-05-31,39.46,1.04,37.94230769230769
2012-06-01,37.26,1.04,35.82692307692307
2012-06-04,36.76,1.04,35.34615384615384
2012-06-05,37.52,1.04,36.07692307692308
2012-06-06,38.44,1.04,36.96153846153846
2012-06-07,38.0,1.04,36.53846153846154
2012-06-08,38.23,1.04,36.75961538461538
2012-06-11,37.06,1.04,35.63461538461539
2012-06-12,37.83,1.04,36.375
2012-06-13,37.77,1.04,36.31730769230769
2012-06-14,37.6,1.04,36.15384615384615
2012-06-15,38.94,1.04,37.442307692307686
2012-06-18,40.53,1.04,38.97115384615385
2012-06-19,41.48,1.04,39.88461538461538
2012-06-20,41.42,1.04,39.82692307692308
2012-06-21,39.26,1.04,37.75
2012-06-22,39.62,1.04,38.09615384615384
2012-06-25,39.12,1.04,37.61538461538461
2012-06-26,39.53,1.04,38.00961538461539
2012-06-27,38.9,1.04,37.40384615384615
2012-06-28,38.62,1.04,37.13461538461538
2012-06-29,40.27,1.04,38.72115384615385
2012-07-02,40.85,1.04,39.27884615384615
2012-07-03,41.94,1.04,40.32692307692307
2012-07-05,42.31,1.04,40.68269230769231
2012-07-06,41.15,1.04,39.567307692307686
2012-07-09,40.81,1.04,39.24038461538461
2012-07-10,40.47,1.04,38.91346153846153
2012-07-11,39.68,1.04,38.15384615384615
2012-07-12,39.62,1.04,38.09615384615384
2012-07-13,40.78,1.04,39.21153846153846
2012-07-16,41.21,1.04,39.625
2012-07-17,41.97,1.04,40.355769230769226
2012-07-18,42.24,1.04,40.61538461538461
2012-07-19,41.96,1.04,40.34615384615385
2012-07-20,41.6,1.04,40.0
2012-07-23,41.03,1.04,39.45192307692308
2012-07-24,40.43,1.04,38.875
2012-07-25,40.42,1.04,38.86538461538461
2012-07-26,40.9,1.04,39.32692307692307
2012-07-27,44.51,1.34,33.21641791044776
2012-07-30,44.58,1.34,33.26865671641791
2012-07-31,44.53,1.34,33.23134328358209
2012-08-01,44.23,1.34,33.00746268656716
2012-08-02,44.41,1.34,33.14179104477611
2012-08-03,45.37,1.34,33.85820895522388
2012-08-06,45.96,1.34,34.298507462686565
2012-08-07,46.71,1.34,34.85820895522388
2012-08-08,47.21,1.34,35.231343283582085
2012-08-09,47.35,1.34,35.33582089552239
2012-08-10,47.28,1.34,35.28358208955224
2012-08-13,47.36,1.34,35.34328358208955
2012-08-14,47.55,1.34,35.48507462686567
2012-08-15,47.77,1.34,35.649253731343286
2012-08-16,48.52,1.34,36.2089552238806
2012-08-17,49.24,1.34,36.74626865671642
2012-08-20,49.86,1.34,37.208955223880594
2012-08-21,49.06,1.34,36.61194029850746
2012-08-22,48.58,1.34,36.253731343283576
2012-08-23,47.73,1.34,35.61940298507462
2012-08-24,47.9,1.34,35.74626865671642
2012-08-27,47.13,1.34,35.17164179104478
2012-08-28,47.48,1.34,35.43283582089552
2012-08-29,47.29,1.34,35.2910447761194
2012-08-30,48.67,1.34,36.32089552238806
2012-08-31,48.84,1.34,36.44776119402985
2012-09-04,47.01,1.34,35.082089552238806
2012-09-05,46.97,1.34,35.05223880597015
2012-09-06,48.46,1.34,36.16417910447761
2012-09-07,49.46,1.34,36.91044776119403
2012-09-10,49.33,1.34,36.81343283582089
2012-09-11,49.4,1.34,36.86567164179104
2012-09-12,49.61,1.34,37.02238805970149
2012-09-13,51.92,1.34,38.74626865671642
2012-09-14,53.42,1.34,39.865671641791046
2012-09-17,51.98,1.34,38.7910447761194
2012-09-18,51.94,1.34,38.76119402985074
2012-09-19,52.5,1.34,39.179104477611936
2012-09-20,52.52,1.34,39.19402985074627
2012-09-21,52.37,1.34,39.0820895522388
2012-09-24,52.04,1.34,38.83582089552238
2012-09-25,50.8,1.34,37.91044776119403
2012-09-26,50.96,1.34,38.02985074626866
2012-09-27,51.88,1.34,38.71641791044776
2012-09-28,51.66,1.34,38.55223880597014
2012-10-01,52.2,1.34,38.95522388059702
2012-10-02,52.91,1.34,39.48507462686567
2012-10-03,52.34,1.34,39.059701492537314
2012-10-04,52.0,1.34,38.80597014925373
2012-10-05,52.68,1.34,39.31343283582089
2012-10-08,52.38,1.34,39.08955223880597
2012-10-09,51.22,1.34,38.22388059701492
2012-10-10,50.7,1.34,37.83582089552239
2012-10-11,51.35,1.34,38.32089552238806
2012-10-12,50.86,1.34,37.95522388059701
2012-10-15,51.42,1.34,38.373134328358205
2012-10-16,54.36,1.34,40.56716417910447
2012-10-17,55.74,1.34,41.59701492537313
2012-10-18,55.23,1.34,41.21641791044776
2012-10-19,54.33,1.34,40.54477611940298
2012-10-22,55.47,1.34,41.395522388059696
2012-10-23,53.03,1.34,39.57462686567164
2012-10-24,53.83,1.34,40.17164179104477
2012-10-25,53.4,1.34,39.850746268656714
2012-10-26,53.75,1.47,36.564625850340136
2012-10-31,53.39,1.47,36.31972789115646
2012-11-01,55.05,1.47,37.44897959183673
2012-11-02,53.06,1.47,36.095238095238095
2012-11-05,53.41,1.47,36.33333333333333
2012-11-06,53.82,1.47,36.61224489795919
2012-11-07,52.78,1.47,35.904761904761905
2012-11-08,51.92,1.47,35.31972789115646
2012-11-09,50.85,1.47,34.59183673469388
2012-11-12,50.65,1.47,34.45578231292517
2012-11-13,50.06,1.47,34.054421768707485
2012-11-14,49.21,1.47,33.476190476190474
2012-11-15,45.41,1.47,30.891156462585034
2012-11-16,46.87,1.47,31.884353741496597
2012-11-19,48.0,1.47,32.6530612244898
2012-11-20,47.55,1.47,32.3469387755102
2012-11-21,47.99,1.47,32.64625850340136
2012-11-23,48.62,1.47,33.074829931972786
2012-11-26,48.0,1.47,32.6530612244898
2012-11-27,47.55,1.47,32.3469387755102
2012-11-28,48.07,1.47,32.70068027210885
2012-11-29,48.74,1.47,33.156462585034014
2012-11-30,49.73,1.47,33.82993197278911
2012-12-03,48.88,1.47,33.25170068027211
2012-12-04,49.76,1.47,33.85034013605442
2012-12-05,51.85,1.47,35.27210884353742
2012-12-06,51.9,1.47,35.30612244897959
2012-12-07,53.81,1.47,36.60544217687075
2012-12-10,54.37,1.47,36.986394557823125
2012-12-11,54.05,1.47,36.76870748299319
2012-12-12,54.02,1.47,36.74829931972789
2012-12-13,52.98,1.47,36.04081632653061
2012-12-14,53.79,1.47,36.59183673469388
2012-12-17,54.75,1.47,37.244897959183675
2012-12-18,54.9,1.47,37.3469387755102
2012-12-19,54.85,1.47,37.31292517006803
2012-12-20,55.56,1.47,37.79591836734694
2012-12-21,55.14,1.47,37.51020408163265
2012-12-24,55.86,1.47,38.0
2012-12-26,56.49,1.47,38.42857142857143
2012-12-27,56.39,1.47,38.36054421768708
2012-12-28,55.51,1.47,37.76190476190476
2012-12-31,57.09,1.47,38.83673469387755
2013-01-02,59.17,1.47,40.25170068027211
2013-01-03,57.64,1.47,39.2108843537415
2013-01-04,58.41,1.47,39.73469387755102
2013-01-07,59.14,1.47,40.23129251700681
2013-01-08,59.74,1.47,40.63945578231293
2013-01-09,59.6,1.47,40.544217687074834
2013-01-10,60.61,1.47,41.2312925170068
2013-01-11,60.91,1.47,41.435374149659864
2013-01-14,61.2,1.47,41.632653061224495
2013-01-15,61.34,1.47,41.72789115646259
2013-01-16,60.52,1.47,41.17006802721089
2013-01-17,62.13,1.47,42.26530612244898
2013-01-18,62.59,1.47,42.57823129251701
2013-01-22,61.47,1.47,41.816326530612244
2013-01-23,62.11,1.47,42.25170068027211
2013-01-24,62.52,1.47,42.53061224489796
2013-01-25,62.75,1.47,42.68707482993197
2013-01-28,61.24,1.47,41.65986394557823
2013-01-29,63.26,1.47,43.034013605442176
2013-01-30,63.02,1.47,42.87074829931973
2013-01-31,63.42,1.47,43.142857142857146
2013-02-01,61.37,1.47,41.74829931972789
2013-02-04,61.09,1.47,41.5578231292517
2013-02-05,61.25,1.47,41.666666666666664
2013-02-06,61.06,1.47,41.5374149659864
2013-02-07,61.42,1.47,41.78231292517007
2013-02-08,62.11,1.47,42.25170068027211
2013-02-11,60.54,1.47,41.183673469387756
2013-02-12,60.51,1.12,54.02678571428571
2013-02-13,62.3,1.12,55.62499999999999
2013-02-14,61.17,1.12,54.61607142857142
2013-02-15,60.4,1.12,53.92857142857142
2013-02-19,61.18,1.12,54.62499999999999
2013-02-20,60.26,1.12,53.80357142857142
2013-02-21,57.68,1.12,51.49999999999999
2013-02-22,59.32,1.12,52.96428571428571
2013-02-25,56.98,1.12,50.87499999999999
2013-02-26,56.84,1.12,50.75
2013-02-27,58.2,1.12,51.964285714285715
2013-02-28,58.62,1.12,52.33928571428571
2013-03-01,59.69,1.12,53.29464285714285
2013-03-04,60.44,1.12,53.96428571428571
2013-03-05,60.77,1.12,54.25892857142857
2013-03-06,62.52,1.12,55.82142857142857
2013-03-07,62.13,1.12,55.473214285714285
2013-03-08,63.6,1.12,56.785714285714285
2013-03-11,63.73,1.12,56.90178571428571
2013-03-12,64.08,1.12,57.21428571428571
2013-03-13,63.3,1.12,56.51785714285713
2013-03-14,64.77,1.12,57.83035714285713
