date,MCHP,MCHP_EPS,PE Ratio
2004-06-08,30.99,0.67,46.253731343283576
2004-06-09,30.05,0.67,44.850746268656714
2004-06-10,30.66,0.67,45.76119402985074
2004-06-14,29.68,0.67,44.298507462686565
2004-06-15,30.39,0.67,45.35820895522388
2004-06-16,30.24,0.67,45.13432835820895
2004-06-17,29.33,0.67,43.77611940298507
2004-06-18,29.61,0.67,44.19402985074627
2004-06-21,29.5,0.67,44.02985074626866
2004-06-22,30.62,0.67,45.701492537313435
2004-06-23,30.94,0.67,46.179104477611936
2004-06-24,30.5,0.67,45.52238805970149
2004-06-25,30.7,0.67,45.82089552238806
2004-06-28,31.06,0.67,46.35820895522387
2004-06-29,31.35,0.67,46.7910447761194
2004-06-30,31.54,0.67,47.07462686567164
2004-07-01,30.61,0.67,45.6865671641791
2004-07-02,30.0,0.67,44.776119402985074
2004-07-06,28.64,0.67,42.74626865671642
2004-07-07,28.99,0.67,43.26865671641791
2004-07-08,28.02,0.67,41.82089552238806
2004-07-09,28.29,0.67,42.22388059701492
2004-07-12,26.29,0.67,39.23880597014925
2004-07-13,26.46,0.67,39.492537313432834
2004-07-14,25.71,0.67,38.373134328358205
2004-07-15,26.3,0.67,39.25373134328358
2004-07-16,25.68,0.67,38.32835820895522
2004-07-19,26.77,0.67,39.95522388059701
2004-07-20,27.74,0.67,41.40298507462686
2004-07-21,26.25,0.67,39.179104477611936
2004-07-22,28.23,0.67,42.134328358208954
2004-07-23,27.3,0.67,40.74626865671642
2004-07-26,26.79,0.67,39.98507462686567
2004-07-27,27.51,0.67,41.059701492537314
2004-07-28,27.37,0.67,40.850746268656714
2004-07-29,28.83,0.67,43.02985074626865
2004-07-30,28.97,0.67,43.23880597014925
2004-08-02,29.19,0.67,43.56716417910447
2004-08-03,28.25,0.67,42.16417910447761
2004-08-04,28.24,0.67,42.14925373134328
2004-08-05,28.02,0.67,41.82089552238806
2004-08-06,26.78,0.21,127.52380952380953
2004-08-09,27.23,0.21,129.66666666666669
2004-08-10,26.99,0.21,128.52380952380952
2004-08-11,26.2,0.21,124.76190476190476
2004-08-12,25.82,0.21,122.95238095238096
2004-08-13,26.37,0.21,125.57142857142858
2004-08-16,26.92,0.21,128.1904761904762
2004-08-17,27.37,0.21,130.33333333333334
2004-08-18,27.83,0.21,132.52380952380952
2004-08-19,27.51,0.21,131.0
2004-08-20,27.95,0.21,133.0952380952381
2004-08-23,27.95,0.21,133.0952380952381
2004-08-24,27.45,0.21,130.71428571428572
2004-08-25,26.89,0.21,128.04761904761907
2004-08-26,26.66,0.21,126.95238095238096
2004-08-27,26.76,0.21,127.42857142857144
2004-08-30,26.22,0.21,124.85714285714286
2004-08-31,26.39,0.21,125.66666666666667
2004-09-01,26.84,0.21,127.80952380952381
2004-09-02,27.36,0.21,130.28571428571428
2004-09-03,25.26,0.21,120.28571428571429
2004-09-07,25.55,0.21,121.66666666666667
2004-09-08,25.99,0.21,123.76190476190476
2004-09-09,27.1,0.21,129.04761904761907
2004-09-10,27.59,0.21,131.38095238095238
2004-09-13,28.15,0.21,134.04761904761904
2004-09-14,28.4,0.21,135.23809523809524
2004-09-15,27.39,0.21,130.42857142857144
2004-09-16,27.1,0.21,129.04761904761907
2004-09-17,27.35,0.21,130.23809523809524
2004-09-20,28.22,0.21,134.38095238095238
2004-09-21,28.72,0.21,136.76190476190476
2004-09-22,27.6,0.21,131.42857142857144
2004-09-23,27.91,0.21,132.9047619047619
2004-09-24,27.31,0.21,130.04761904761904
2004-09-27,26.66,0.21,126.95238095238096
2004-09-28,26.11,0.21,124.33333333333333
2004-09-29,26.42,0.21,125.80952380952382
2004-09-30,26.84,0.21,127.80952380952381
2004-10-01,28.1,0.21,133.80952380952382
2004-10-04,28.44,0.21,135.42857142857144
2004-10-05,28.21,0.21,134.33333333333334
2004-10-06,27.95,0.21,133.0952380952381
2004-10-07,28.06,0.21,133.61904761904762
2004-10-08,27.14,0.21,129.23809523809524
2004-10-11,27.59,0.21,131.38095238095238
2004-10-12,27.56,0.21,131.23809523809524
2004-10-13,27.89,0.21,132.80952380952382
2004-10-14,27.38,0.21,130.38095238095238
2004-10-15,27.65,0.21,131.66666666666666
2004-10-18,28.02,0.21,133.42857142857144
2004-10-19,28.15,0.21,134.04761904761904
2004-10-20,28.68,0.21,136.57142857142858
2004-10-21,30.46,0.21,145.04761904761907
2004-10-22,28.8,0.21,137.14285714285714
2004-10-25,29.21,0.21,139.0952380952381
2004-10-26,29.07,0.21,138.42857142857144
2004-10-27,30.45,0.21,145.0
2004-10-28,30.63,0.21,145.85714285714286
2004-10-29,30.25,0.21,144.04761904761907
2004-11-01,29.97,0.21,142.71428571428572
2004-11-02,29.7,0.21,141.42857142857142
2004-11-03,29.96,0.5,59.92
2004-11-04,30.34,0.5,60.68
2004-11-05,30.31,0.5,60.62
2004-11-08,30.04,0.5,60.08
2004-11-09,29.67,0.5,59.34
2004-11-10,28.75,0.5,57.5
2004-11-11,28.89,0.5,57.78
2004-11-12,28.8,0.5,57.6
2004-11-15,28.76,0.5,57.52
2004-11-16,28.54,0.5,57.08
2004-11-17,29.26,0.5,58.52
2004-11-18,29.29,0.5,58.58
2004-11-19,28.53,0.5,57.06
2004-11-22,28.65,0.5,57.3
2004-11-23,28.34,0.5,56.68
2004-11-24,28.61,0.5,57.22
2004-11-26,28.33,0.5,56.66
2004-11-29,28.34,0.5,56.68
2004-11-30,28.18,0.5,56.36
2004-12-01,27.51,0.5,55.02
2004-12-02,27.72,0.5,55.44
2004-12-03,28.02,0.5,56.04
2004-12-06,27.93,0.5,55.86
2004-12-07,26.95,0.5,53.9
2004-12-08,26.64,0.5,53.28
2004-12-09,26.13,0.5,52.26
2004-12-10,26.06,0.5,52.12
2004-12-13,26.52,0.5,53.04
2004-12-14,26.77,0.5,53.54
2004-12-15,27.0,0.5,54.0
2004-12-16,26.48,0.5,52.96
2004-12-17,26.05,0.5,52.1
2004-12-20,26.03,0.5,52.06
2004-12-21,26.41,0.5,52.82
2004-12-22,26.37,0.5,52.74
2004-12-23,26.05,0.5,52.1
2004-12-27,26.04,0.5,52.08
2004-12-28,26.18,0.5,52.36
2004-12-29,26.42,0.5,52.84
2004-12-30,26.3,0.5,52.6
2004-12-31,26.59,0.5,53.18
2005-01-03,26.0,0.5,52.0
2005-01-04,25.55,0.5,51.1
2005-01-05,24.77,0.5,49.54
2005-01-06,24.48,0.5,48.96
2005-01-07,24.53,0.5,49.06
2005-01-10,24.52,0.5,49.04
2005-01-11,24.28,0.5,48.56
2005-01-12,24.47,0.5,48.94
2005-01-13,24.41,0.5,48.82
2005-01-14,25.18,0.5,50.36
2005-01-18,25.19,0.5,50.38
2005-01-19,24.91,0.5,49.82
2005-01-20,24.87,0.5,49.74
2005-01-21,24.93,0.5,49.86
2005-01-24,24.86,0.5,49.72
2005-01-25,25.51,0.5,51.02
2005-01-26,25.86,0.5,51.72
2005-01-27,26.35,0.5,52.7
2005-01-28,25.86,0.5,51.72
2005-01-31,26.05,0.5,52.1
2005-02-01,26.18,0.5,52.36
2005-02-02,26.77,0.5,53.54
2005-02-03,26.51,0.5,53.02
2005-02-04,27.79,0.5,55.58
2005-02-07,27.42,0.5,54.84
2005-02-08,27.9,0.76,36.71052631578947
2005-02-09,27.09,0.76,35.64473684210526
2005-02-10,27.5,0.76,36.18421052631579
2005-02-11,28.34,0.76,37.28947368421053
2005-02-14,28.21,0.76,37.11842105263158
2005-02-15,28.43,0.76,37.4078947368421
2005-02-16,28.26,0.76,37.18421052631579
2005-02-17,27.3,0.76,35.921052631578945
2005-02-18,26.79,0.76,35.25
2005-02-22,26.52,0.76,34.89473684210526
2005-02-23,26.56,0.76,34.94736842105263
2005-02-24,27.63,0.76,36.35526315789473
2005-02-25,28.12,0.76,37.0
2005-02-28,27.46,0.76,36.131578947368425
2005-03-01,28.43,0.76,37.4078947368421
2005-03-02,28.12,0.76,37.0
2005-03-03,27.96,0.76,36.78947368421053
2005-03-04,28.18,0.76,37.078947368421055
2005-03-07,28.49,0.76,37.48684210526316
2005-03-08,27.82,0.76,36.60526315789474
2005-03-09,27.44,0.76,36.10526315789474
2005-03-10,27.47,0.76,36.14473684210526
2005-03-11,27.21,0.76,35.80263157894737
2005-03-14,27.29,0.76,35.9078947368421
2005-03-15,26.65,0.76,35.065789473684205
2005-03-16,26.01,0.76,34.223684210526315
2005-03-17,25.71,0.76,33.828947368421055
2005-03-18,25.89,0.76,34.06578947368421
2005-03-21,25.64,0.76,33.73684210526316
2005-03-22,25.38,0.76,33.39473684210526
2005-03-23,25.5,0.76,33.55263157894737
2005-03-24,25.52,0.76,33.578947368421055
2005-03-28,25.52,0.76,33.578947368421055
2005-03-29,25.65,0.76,33.75
2005-03-30,26.41,0.76,34.75
2005-03-31,26.01,0.76,34.223684210526315
2005-04-01,25.29,0.76,33.276315789473685
2005-04-04,25.02,0.76,32.921052631578945
2005-04-05,25.08,0.76,33.0
2005-04-06,24.81,0.76,32.64473684210526
2005-04-07,25.76,0.76,33.89473684210527
2005-04-08,25.84,0.76,34.0
2005-04-11,25.63,0.76,33.723684210526315
2005-04-12,25.86,0.76,34.026315789473685
2005-04-13,25.29,0.76,33.276315789473685
2005-04-14,24.95,0.76,32.82894736842105
2005-04-15,24.6,0.76,32.36842105263158
2005-04-18,24.91,0.76,32.776315789473685
2005-04-19,25.53,0.76,33.5921052631579
2005-04-20,25.42,0.76,33.44736842105263
2005-04-21,26.14,0.76,34.39473684210526
2005-04-22,25.36,0.76,33.368421052631575
2005-04-25,25.57,0.76,33.64473684210526
2005-04-26,25.5,0.76,33.55263157894737
2005-04-27,25.53,0.76,33.5921052631579
2005-04-28,27.92,0.76,36.73684210526316
2005-04-29,28.48,0.76,37.473684210526315
2005-05-02,28.12,0.76,37.0
2005-05-03,28.05,0.76,36.9078947368421
2005-05-04,28.54,0.76,37.55263157894737
2005-05-05,28.37,0.76,37.328947368421055
2005-05-06,28.64,0.76,37.68421052631579
2005-05-09,28.46,0.76,37.44736842105263
2005-05-10,28.14,0.76,37.026315789473685
2005-05-11,27.95,0.76,36.776315789473685
2005-05-12,28.91,0.76,38.03947368421053
2005-05-13,29.08,0.76,38.26315789473684
2005-05-16,29.33,0.76,38.59210526315789
2005-05-17,30.0,0.76,39.473684210526315
2005-05-18,29.9,0.76,39.34210526315789
2005-05-19,29.77,0.76,39.171052631578945
2005-05-20,29.99,0.76,39.46052631578947
2005-05-23,29.97,1.03,29.097087378640776
2005-05-24,29.93,1.03,29.058252427184463
2005-05-25,29.55,1.03,28.689320388349515
2005-05-26,30.0,1.03,29.126213592233007
2005-05-27,29.68,1.03,28.815533980582522
2005-05-31,29.65,1.03,28.78640776699029
2005-06-01,29.99,1.03,29.11650485436893
2005-06-02,30.07,1.03,29.19417475728155
2005-06-03,29.92,1.03,29.04854368932039
2005-06-06,29.87,1.03,29.0
2005-06-07,29.84,1.03,28.970873786407765
2005-06-08,29.51,1.03,28.650485436893206
2005-06-09,29.89,1.03,29.019417475728154
2005-06-10,29.44,1.03,28.58252427184466
2005-06-13,29.62,1.03,28.75728155339806
2005-06-14,29.59,1.03,28.728155339805824
2005-06-15,29.56,1.03,28.699029126213592
2005-06-16,30.43,1.03,29.54368932038835
2005-06-17,30.68,1.03,29.78640776699029
2005-06-20,30.23,1.03,29.349514563106794
2005-06-21,30.48,1.03,29.59223300970874
2005-06-22,30.43,1.03,29.54368932038835
2005-06-23,30.38,1.03,29.49514563106796
2005-06-24,29.99,1.03,29.11650485436893
2005-06-27,29.36,1.03,28.504854368932037
2005-06-28,29.44,1.03,28.58252427184466
2005-06-29,29.68,1.03,28.815533980582522
2005-06-30,29.62,1.03,28.75728155339806
2005-07-01,29.94,1.03,29.067961165048544
2005-07-05,30.74,1.03,29.844660194174754
2005-07-06,31.24,1.03,30.33009708737864
2005-07-07,30.93,1.03,30.02912621359223
2005-07-08,32.18,1.03,31.24271844660194
2005-07-11,31.94,1.03,31.009708737864077
2005-07-12,32.24,1.03,31.300970873786408
2005-07-13,32.51,1.03,31.563106796116504
2005-07-14,32.61,1.03,31.66019417475728
2005-07-15,32.43,1.03,31.485436893203882
2005-07-18,32.25,1.03,31.310679611650485
2005-07-19,32.38,1.03,31.436893203883496
2005-07-20,32.48,1.03,31.53398058252427
2005-07-21,32.04,1.03,31.106796116504853
2005-07-22,31.71,1.03,30.78640776699029
2005-07-25,31.56,1.03,30.640776699029125
2005-07-26,31.62,1.03,30.699029126213592
2005-07-27,31.26,1.03,30.349514563106798
2005-07-28,31.57,1.03,30.650485436893202
2005-07-29,31.07,1.03,30.16504854368932
2005-08-01,31.01,1.03,30.106796116504857
2005-08-02,31.18,1.03,30.271844660194173
2005-08-03,31.23,1.03,30.320388349514563
2005-08-04,30.85,1.03,29.951456310679614
2005-08-05,30.8,1.03,29.902912621359224
2005-08-08,30.71,1.03,29.815533980582526
2005-08-09,30.89,0.29,106.51724137931035
2005-08-10,30.61,0.29,105.55172413793105
2005-08-11,31.04,0.29,107.0344827586207
2005-08-12,30.77,0.29,106.10344827586208
2005-08-15,30.9,0.29,106.55172413793103
2005-08-16,30.74,0.29,106.0
2005-08-17,31.02,0.29,106.96551724137932
2005-08-18,30.92,0.29,106.62068965517243
2005-08-19,30.76,0.29,106.0689655172414
2005-08-22,31.0,0.29,106.89655172413794
2005-08-23,30.77,0.29,106.10344827586208
2005-08-24,31.16,0.29,107.44827586206897
2005-08-25,31.36,0.29,108.13793103448276
2005-08-26,30.86,0.29,106.41379310344828
2005-08-29,30.84,0.29,106.3448275862069
2005-08-30,30.59,0.29,105.48275862068967
2005-08-31,31.12,0.29,107.31034482758622
2005-09-01,30.25,0.29,104.31034482758622
2005-09-02,30.08,0.29,103.72413793103449
2005-09-06,30.44,0.29,104.96551724137932
2005-09-07,30.46,0.29,105.0344827586207
2005-09-08,29.73,0.29,102.51724137931035
2005-09-09,30.44,0.29,104.96551724137932
2005-09-12,30.12,0.29,103.86206896551725
2005-09-13,30.38,0.29,104.75862068965517
2005-09-14,29.86,0.29,102.96551724137932
2005-09-15,29.71,0.29,102.44827586206898
2005-09-16,29.82,0.29,102.82758620689656
2005-09-19,29.15,0.29,100.51724137931035
2005-09-20,29.15,0.29,100.51724137931035
2005-09-21,28.63,0.29,98.72413793103449
2005-09-22,28.62,0.29,98.68965517241381
2005-09-23,28.97,0.29,99.89655172413794
2005-09-26,28.93,0.29,99.75862068965517
2005-09-27,28.53,0.29,98.3793103448276
2005-09-28,28.52,0.29,98.3448275862069
2005-09-29,29.63,0.29,102.17241379310344
2005-09-30,30.12,0.29,103.86206896551725
2005-10-03,30.04,0.29,103.58620689655173
2005-10-04,29.46,0.29,101.58620689655173
2005-10-05,29.04,0.29,100.13793103448276
2005-10-06,28.36,0.29,97.79310344827587
2005-10-07,28.35,0.29,97.75862068965519
2005-10-10,27.85,0.29,96.0344827586207
2005-10-11,27.3,0.29,94.13793103448276
2005-10-12,27.73,0.29,95.62068965517243
2005-10-13,28.09,0.29,96.86206896551725
2005-10-14,28.01,0.29,96.58620689655173
2005-10-17,28.14,0.29,97.0344827586207
2005-10-18,28.0,0.29,96.55172413793105
2005-10-19,28.31,0.29,97.62068965517241
2005-10-20,28.61,0.29,98.65517241379311
2005-10-21,29.7,0.29,102.41379310344828
2005-10-24,29.95,0.29,103.27586206896552
2005-10-25,29.77,0.29,102.65517241379311
2005-10-26,29.99,0.29,103.41379310344828
2005-10-27,29.79,0.29,102.72413793103449
2005-10-28,30.47,0.29,105.06896551724138
2005-10-31,30.15,0.29,103.96551724137932
2005-11-01,29.37,0.29,101.27586206896552
2005-11-02,29.76,0.29,102.62068965517243
2005-11-03,30.6,0.29,105.51724137931036
2005-11-04,30.56,0.61,50.09836065573771
2005-11-07,31.07,0.61,50.9344262295082
2005-11-08,30.81,0.61,50.50819672131147
2005-11-09,31.49,0.61,51.62295081967213
2005-11-10,31.52,0.61,51.67213114754098
2005-11-11,30.91,0.61,50.67213114754099
2005-11-14,31.0,0.61,50.81967213114754
2005-11-15,30.92,0.61,50.68852459016394
2005-11-16,30.56,0.61,50.09836065573771
2005-11-17,31.03,0.61,50.868852459016395
2005-11-18,32.23,0.61,52.83606557377049
2005-11-21,32.77,0.61,53.72131147540984
2005-11-22,33.19,0.61,54.40983606557377
2005-11-23,32.65,0.61,53.52459016393443
2005-11-25,32.75,0.61,53.68852459016394
2005-11-28,32.08,0.61,52.59016393442623
2005-11-29,32.14,0.61,52.68852459016394
2005-11-30,33.37,0.61,54.704918032786885
2005-12-01,34.64,0.61,56.786885245901644
2005-12-02,34.19,0.61,56.04918032786885
2005-12-05,33.64,0.61,55.14754098360656
2005-12-06,33.66,0.61,55.18032786885245
2005-12-07,33.37,0.61,54.704918032786885
2005-12-08,32.94,0.61,54.0
2005-12-09,33.46,0.61,54.852459016393446
2005-12-12,33.44,0.61,54.81967213114754
2005-12-13,33.48,0.61,54.88524590163934
2005-12-14,33.21,0.61,54.442622950819676
2005-12-15,33.0,0.61,54.09836065573771
2005-12-16,32.41,0.61,53.131147540983605
2005-12-19,31.48,0.61,51.606557377049185
2005-12-20,31.91,0.61,52.31147540983606
2005-12-21,32.13,0.61,52.67213114754099
2005-12-22,32.47,0.61,53.22950819672131
2005-12-23,32.97,0.61,54.049180327868854
2005-12-27,32.75,0.61,53.68852459016394
2005-12-28,32.82,0.61,53.80327868852459
2005-12-29,32.51,0.61,53.295081967213115
2005-12-30,32.15,0.61,52.704918032786885
2006-01-03,32.13,0.61,52.67213114754099
2006-01-04,32.32,0.61,52.98360655737705
2006-01-05,32.94,0.61,54.0
2006-01-06,33.87,0.61,55.52459016393442
2006-01-09,33.92,0.61,55.606557377049185
2006-01-10,34.05,0.61,55.819672131147534
2006-01-11,34.58,0.61,56.68852459016393
2006-01-12,34.67,0.61,56.8360655737705
2006-01-13,34.03,0.61,55.786885245901644
2006-01-17,34.09,0.61,55.88524590163935
2006-01-18,34.43,0.61,56.442622950819676
2006-01-19,36.13,0.61,59.22950819672132
2006-01-20,34.98,0.61,57.34426229508196
2006-01-23,35.2,0.61,57.70491803278689
2006-01-24,35.84,0.61,58.754098360655746
2006-01-25,36.08,0.61,59.147540983606554
2006-01-26,37.34,0.61,61.21311475409837
2006-01-27,36.9,0.61,60.49180327868852
2006-01-30,37.51,0.61,61.49180327868852
2006-01-31,37.51,0.61,61.49180327868852
2006-02-01,37.74,0.61,61.868852459016395
2006-02-02,37.0,0.61,60.65573770491803
2006-02-03,36.62,0.61,60.0327868852459
2006-02-06,37.06,0.61,60.754098360655746
2006-02-07,36.77,0.61,60.27868852459017
2006-02-08,36.69,0.61,60.147540983606554
2006-02-09,36.1,0.8,45.125
2006-02-10,36.13,0.8,45.1625
2006-02-13,35.64,0.8,44.55
2006-02-14,36.12,0.8,45.14999999999999
2006-02-15,36.08,0.8,45.099999999999994
2006-02-16,36.6,0.8,45.75
2006-02-17,36.71,0.8,45.887499999999996
2006-02-21,36.4,0.8,45.49999999999999
2006-02-22,36.62,0.8,45.77499999999999
2006-02-23,35.87,0.8,44.83749999999999
2006-02-24,35.53,0.8,44.4125
2006-02-27,35.57,0.8,44.4625
2006-02-28,35.2,0.8,44.0
2006-03-01,36.1,0.8,45.125
2006-03-02,36.52,0.8,45.65
2006-03-03,36.62,0.8,45.77499999999999
2006-03-06,36.09,0.8,45.112500000000004
2006-03-07,35.78,0.8,44.725
2006-03-08,35.48,0.8,44.349999999999994
2006-03-09,35.25,0.8,44.0625
2006-03-10,34.88,0.8,43.6
2006-03-13,34.63,0.8,43.2875
2006-03-14,35.26,0.8,44.074999999999996
2006-03-15,35.76,0.8,44.699999999999996
2006-03-16,34.82,0.8,43.525
2006-03-17,34.61,0.8,43.262499999999996
2006-03-20,35.0,0.8,43.75
2006-03-21,35.08,0.8,43.849999999999994
2006-03-22,34.86,0.8,43.574999999999996
2006-03-23,35.2,0.8,44.0
2006-03-24,35.86,0.8,44.824999999999996
2006-03-27,35.45,0.8,44.3125
2006-03-28,35.18,0.8,43.974999999999994
2006-03-29,35.39,0.8,44.2375
2006-03-30,35.87,0.8,44.83749999999999
2006-03-31,36.3,0.8,45.37499999999999
2006-04-03,37.06,0.8,46.325
2006-04-04,37.08,0.8,46.349999999999994
2006-04-05,37.46,0.8,46.824999999999996
2006-04-06,37.07,0.8,46.3375
2006-04-07,36.52,0.8,45.65
2006-04-10,36.63,0.8,45.7875
2006-04-11,36.1,0.8,45.125
2006-04-12,36.22,0.8,45.275
2006-04-13,35.96,0.8,44.949999999999996
2006-04-17,35.33,0.8,44.162499999999994
2006-04-18,36.21,0.8,45.262499999999996
2006-04-19,37.1,0.8,46.375
2006-04-20,37.68,0.8,47.099999999999994
2006-04-21,36.87,0.8,46.08749999999999
2006-04-24,37.16,0.8,46.449999999999996
2006-04-25,38.08,0.8,47.599999999999994
2006-04-26,37.3,0.8,46.62499999999999
2006-04-27,37.74,0.8,47.175
2006-04-28,37.26,0.8,46.574999999999996
2006-05-01,36.56,0.8,45.7
2006-05-02,37.34,0.8,46.675000000000004
2006-05-03,37.2,0.8,46.5
2006-05-04,38.15,0.8,47.68749999999999
2006-05-05,37.95,0.8,47.4375
2006-05-08,37.57,0.8,46.9625
2006-05-09,36.5,0.8,45.625
2006-05-10,36.02,0.8,45.025
2006-05-11,34.95,0.8,43.6875
2006-05-12,34.72,0.8,43.4
2006-05-15,34.15,0.8,42.68749999999999
2006-05-16,34.27,0.8,42.8375
2006-05-17,33.5,0.8,41.875
2006-05-18,33.02,0.8,41.275
2006-05-19,33.88,0.8,42.35
2006-05-22,34.4,0.8,42.99999999999999
2006-05-23,33.66,0.8,42.074999999999996
2006-05-24,33.88,0.8,42.35
2006-05-25,34.0,0.8,42.5
2006-05-26,34.11,0.8,42.637499999999996
2006-05-30,33.35,0.8,41.6875
2006-05-31,34.3,1.15,29.82608695652174
2006-06-01,35.37,1.15,30.756521739130434
2006-06-02,34.83,1.15,30.286956521739132
2006-06-05,34.07,1.15,29.626086956521743
2006-06-06,33.26,1.15,28.921739130434784
2006-06-07,33.13,1.15,28.808695652173917
2006-06-08,32.87,1.15,28.582608695652173
2006-06-09,33.35,1.15,29.000000000000004
2006-06-12,32.53,1.15,28.286956521739132
2006-06-13,31.79,1.15,27.643478260869568
2006-06-14,32.27,1.15,28.060869565217395
2006-06-15,33.18,1.15,28.85217391304348
2006-06-16,32.77,1.15,28.495652173913047
2006-06-19,32.17,1.15,27.973913043478266
2006-06-20,31.82,1.15,27.669565217391305
2006-06-21,32.75,1.15,28.47826086956522
2006-06-22,32.17,1.15,27.973913043478266
2006-06-23,32.47,1.15,28.234782608695653
2006-06-26,32.57,1.15,28.321739130434786
2006-06-27,32.64,1.15,28.382608695652177
2006-06-28,33.07,1.15,28.756521739130438
2006-06-29,33.99,1.15,29.55652173913044
2006-06-30,33.55,1.15,29.17391304347826
2006-07-03,33.72,1.15,29.321739130434786
2006-07-05,32.41,1.15,28.182608695652174
2006-07-06,34.35,1.15,29.869565217391308
2006-07-07,34.68,1.15,30.156521739130437
2006-07-10,34.42,1.15,29.9304347826087
2006-07-11,34.85,1.15,30.30434782608696
2006-07-12,33.94,1.15,29.51304347826087
2006-07-13,33.13,1.15,28.808695652173917
2006-07-14,33.18,1.15,28.85217391304348
2006-07-17,32.87,1.15,28.582608695652173
2006-07-18,32.74,1.15,28.46956521739131
2006-07-19,33.21,1.15,28.87826086956522
2006-07-20,32.25,1.15,28.043478260869566
2006-07-21,31.11,1.15,27.05217391304348
2006-07-24,32.18,1.15,27.982608695652175
2006-07-25,32.46,1.15,28.22608695652174
2006-07-26,31.85,1.15,27.695652173913047
2006-07-27,31.96,1.15,27.791304347826088
2006-07-28,32.45,1.15,28.21739130434783
2006-07-31,32.21,1.15,28.008695652173916
2006-08-01,31.29,1.15,27.208695652173915
2006-08-02,31.79,1.15,27.643478260869568
2006-08-03,32.31,1.15,28.09565217391305
2006-08-04,32.0,1.15,27.826086956521742
2006-08-07,31.73,1.15,27.59130434782609
2006-08-08,31.46,0.36,87.3888888888889
2006-08-09,31.5,0.36,87.5
2006-08-10,32.14,0.36,89.27777777777779
2006-08-11,31.26,0.36,86.83333333333334
2006-08-14,31.88,0.36,88.55555555555556
2006-08-15,32.82,0.36,91.16666666666667
2006-08-16,33.5,0.36,93.05555555555556
2006-08-17,33.36,0.36,92.66666666666667
2006-08-18,33.29,0.36,92.47222222222223
2006-08-21,32.64,0.36,90.66666666666667
2006-08-22,33.12,0.36,92.0
2006-08-23,32.48,0.36,90.22222222222221
2006-08-24,32.53,0.36,90.36111111111111
2006-08-25,32.54,0.36,90.38888888888889
2006-08-28,33.19,0.36,92.19444444444444
2006-08-29,33.39,0.36,92.75
2006-08-30,34.08,0.36,94.66666666666667
2006-08-31,34.16,0.36,94.88888888888889
2006-09-01,34.23,0.36,95.08333333333333
2006-09-05,34.54,0.36,95.94444444444444
2006-09-06,33.77,0.36,93.80555555555557
2006-09-07,33.04,0.36,91.77777777777779
2006-09-08,32.99,0.36,91.6388888888889
2006-09-11,33.95,0.36,94.30555555555557
2006-09-12,34.8,0.36,96.66666666666666
2006-09-13,34.88,0.36,96.8888888888889
2006-09-14,34.61,0.36,96.13888888888889
2006-09-15,33.85,0.36,94.02777777777779
2006-09-18,34.13,0.36,94.80555555555557
2006-09-19,33.6,0.36,93.33333333333334
2006-09-20,32.46,0.36,90.16666666666667
2006-09-21,31.55,0.36,87.6388888888889
2006-09-22,31.18,0.36,86.61111111111111
2006-09-25,31.79,0.36,88.30555555555556
2006-09-26,32.34,0.36,89.83333333333334
2006-09-27,32.32,0.36,89.77777777777779
2006-09-28,32.95,0.36,91.52777777777779
2006-09-29,32.42,0.36,90.05555555555556
2006-10-02,31.97,0.36,88.80555555555556
2006-10-03,31.93,0.36,88.69444444444444
2006-10-04,32.24,0.36,89.55555555555557
2006-10-05,32.62,0.36,90.61111111111111
2006-10-06,32.55,0.36,90.41666666666666
2006-10-09,32.48,0.36,90.22222222222221
2006-10-10,31.72,0.36,88.11111111111111
2006-10-11,32.32,0.36,89.77777777777779
2006-10-12,32.38,0.36,89.94444444444446
2006-10-13,33.25,0.36,92.36111111111111
2006-10-16,33.52,0.36,93.11111111111113
2006-10-17,32.99,0.36,91.6388888888889
2006-10-18,31.8,0.36,88.33333333333334
2006-10-19,31.94,0.36,88.72222222222223
2006-10-20,32.03,0.36,88.97222222222223
2006-10-23,32.06,0.36,89.05555555555557
2006-10-24,31.4,0.36,87.22222222222223
2006-10-25,31.56,0.36,87.66666666666667
2006-10-26,33.71,0.36,93.6388888888889
2006-10-27,32.41,0.36,90.02777777777777
2006-10-30,32.88,0.36,91.33333333333334
2006-10-31,32.93,0.36,91.47222222222223
2006-11-01,32.23,0.36,89.52777777777777
2006-11-02,31.82,0.36,88.3888888888889
2006-11-03,32.07,0.36,89.08333333333334
2006-11-06,32.65,0.36,90.69444444444444
2006-11-07,33.01,0.36,91.69444444444444
2006-11-08,33.2,0.73,45.47945205479453
2006-11-09,32.73,0.73,44.83561643835616
2006-11-10,33.3,0.73,45.61643835616438
2006-11-13,34.01,0.73,46.58904109589041
2006-11-14,34.83,0.73,47.71232876712329
2006-11-15,34.78,0.73,47.64383561643836
2006-11-16,34.73,0.73,47.57534246575342
2006-11-17,34.65,0.73,47.465753424657535
2006-11-20,34.8,0.73,47.671232876712324
2006-11-21,34.5,0.73,47.26027397260274
2006-11-22,34.63,0.73,47.43835616438356
2006-11-24,34.63,0.73,47.43835616438356
2006-11-27,33.7,0.73,46.16438356164384
2006-11-28,34.26,0.73,46.93150684931507
2006-11-29,33.91,0.73,46.45205479452054
2006-11-30,34.09,0.73,46.69863013698631
2006-12-01,34.14,0.73,46.76712328767123
