date,RCL,RCL_EPS,PE Ratio
2003-05-22,19.4,,
2003-05-23,19.39,,
2003-05-27,19.85,,
2003-05-28,20.83,,
2003-05-29,20.98,,
2003-05-30,20.76,,
2003-06-02,21.22,,
2003-06-03,21.5,,
2003-06-04,22.35,,
2003-06-05,22.43,,
2003-06-06,22.01,,
2003-06-09,21.4,,
2003-06-10,21.28,,
2003-06-11,21.51,,
2003-06-12,21.9,,
2003-06-13,21.33,,
2003-06-16,21.64,,
2003-06-17,21.83,,
2003-06-18,22.09,,
2003-06-19,22.27,,
2003-06-20,23.18,,
2003-06-23,22.92,,
2003-06-24,22.69,,
2003-06-25,22.55,,
2003-06-26,23.06,,
2003-06-27,22.83,,
2003-06-30,23.16,,
2003-07-01,22.56,,
2003-07-02,23.45,,
2003-07-03,23.45,,
2003-07-07,24.19,,
2003-07-08,24.65,,
2003-07-09,24.91,,
2003-07-10,24.52,,
2003-07-11,25.24,,
2003-07-14,25.65,,
2003-07-15,25.8,,
2003-07-16,25.7,,
2003-07-17,25.05,,
2003-07-18,25.4,,
2003-07-21,25.3,,
2003-07-22,26.77,,
2003-07-23,26.4,,
2003-07-24,26.44,,
2003-07-25,26.85,,
2003-07-28,28.78,,
2003-07-29,29.44,,
2003-07-30,29.22,,
2003-07-31,29.25,,
2003-08-01,28.75,,
2003-08-04,28.58,,
2003-08-05,28.15,,
2003-08-06,27.96,,
2003-08-07,28.08,,
2003-08-08,27.98,,
2003-08-11,28.8,,
2003-08-12,29.52,,
2003-08-13,29.64,,
2003-08-14,30.01,,
2003-08-15,30.02,,
2003-08-18,30.08,,
2003-08-19,29.85,,
2003-08-20,29.8,,
2003-08-21,29.9,,
2003-08-22,29.9,,
2003-08-25,30.01,,
2003-08-26,30.05,,
2003-08-27,30.01,,
2003-08-28,30.59,,
2003-08-29,31.15,,
2003-09-02,30.9,,
2003-09-03,31.55,,
2003-09-04,31.25,,
2003-09-05,31.16,,
2003-09-08,30.95,,
2003-09-09,29.99,,
2003-09-10,29.37,,
2003-09-11,29.67,,
2003-09-12,30.35,,
2003-09-15,30.8,,
2003-09-16,31.75,,
2003-09-17,31.02,,
2003-09-18,32.16,,
2003-09-19,32.29,,
2003-09-22,31.53,,
2003-09-23,31.81,,
2003-09-24,30.67,,
2003-09-25,30.16,,
2003-09-26,28.53,,
2003-09-29,28.98,,
2003-09-30,28.11,,
2003-10-01,29.05,,
2003-10-02,29.39,,
2003-10-03,29.51,,
2003-10-06,29.77,,
2003-10-07,29.82,,
2003-10-08,29.95,,
2003-10-09,30.89,,
2003-10-10,31.12,,
2003-10-13,30.86,,
2003-10-14,31.19,,
2003-10-15,30.99,,
2003-10-16,31.62,,
2003-10-17,31.09,,
2003-10-20,31.48,,
2003-10-21,31.6,,
2003-10-22,31.12,,
2003-10-23,31.15,,
2003-10-24,30.36,,
2003-10-27,30.62,,
2003-10-28,30.1,,
2003-10-29,30.0,,
2003-10-30,29.8,,
2003-10-31,29.71,,
2003-11-03,30.0,,
2003-11-04,29.74,,
2003-11-05,29.43,,
2003-11-06,29.7,,
2003-11-07,29.98,,
2003-11-10,29.24,,
2003-11-11,28.36,,
2003-11-12,28.75,,
2003-11-13,28.89,,
2003-11-14,28.91,,
2003-11-17,28.43,,
2003-11-18,28.28,,
2003-11-19,28.01,,
2003-11-20,27.32,,
2003-11-21,28.6,,
2003-11-24,29.49,,
2003-11-25,30.01,,
2003-11-26,30.28,,
2003-11-28,30.27,,
2003-12-01,30.95,,
2003-12-02,30.69,,
2003-12-03,30.66,,
2003-12-04,30.01,,
2003-12-05,29.82,,
2003-12-08,30.09,,
2003-12-09,31.11,,
2003-12-10,31.7,,
2003-12-11,33.08,,
2003-12-12,33.25,,
2003-12-15,33.08,,
2003-12-16,33.5,,
2003-12-17,33.84,,
2003-12-18,34.28,,
2003-12-19,34.17,,
2003-12-22,34.73,,
2003-12-23,34.59,,
2003-12-24,34.6,,
2003-12-26,34.88,,
2003-12-29,34.92,,
2003-12-30,34.69,,
2003-12-31,34.79,,
2004-01-02,34.99,,
2004-01-05,36.12,,
2004-01-06,36.09,,
2004-01-07,36.65,,
2004-01-08,36.75,,
2004-01-09,37.17,,
2004-01-12,37.15,,
2004-01-13,37.21,,
2004-01-14,37.85,,
2004-01-15,38.92,,
2004-01-16,39.31,,
2004-01-20,39.7,,
2004-01-21,39.95,,
2004-01-22,40.55,,
2004-01-23,40.39,,
2004-01-26,40.1,,
2004-01-27,39.8,,
2004-01-28,38.89,,
2004-01-29,41.21,,
2004-01-30,42.37,,
2004-02-02,42.31,,
2004-02-03,41.11,,
2004-02-04,40.62,,
2004-02-05,40.52,,
2004-02-06,41.05,,
2004-02-09,41.05,,
2004-02-10,41.09,,
2004-02-11,41.88,,
2004-02-12,41.62,,
2004-02-13,41.56,,
2004-02-17,42.0,,
2004-02-18,41.95,,
2004-02-19,42.1,,
2004-02-20,42.0,,
2004-02-23,42.05,,
2004-02-24,42.68,,
2004-02-25,43.28,,
2004-02-26,44.39,,
2004-02-27,44.25,,
2004-03-01,44.99,,
2004-03-02,45.38,,
2004-03-03,45.3,,
2004-03-04,45.9,,
2004-03-05,45.82,,
2004-03-08,45.02,,
2004-03-09,44.56,,
2004-03-10,44.16,,
2004-03-11,42.07,,
2004-03-12,42.2,,
2004-03-15,40.46,,
2004-03-16,39.09,,
2004-03-17,40.06,,
2004-03-18,40.43,,
2004-03-19,40.61,,
2004-03-22,39.42,,
2004-03-23,40.08,,
2004-03-24,39.4,,
2004-03-25,40.78,,
2004-03-26,42.05,,
2004-03-29,43.06,,
2004-03-30,43.5,,
2004-03-31,44.1,,
2004-04-01,44.83,,
2004-04-02,45.8,,
2004-04-05,45.44,,
2004-04-06,45.74,,
2004-04-07,45.54,,
2004-04-08,45.28,,
2004-04-12,45.69,,
2004-04-13,44.55,,
2004-04-14,44.8,,
2004-04-15,44.25,,
2004-04-16,45.17,,
2004-04-19,45.29,,
2004-04-20,44.04,,
2004-04-21,43.86,,
2004-04-22,44.18,,
2004-04-23,44.17,,
2004-04-26,43.71,,
2004-04-27,42.0,,
2004-04-28,41.36,,
2004-04-29,40.76,,
2004-04-30,40.53,,
2004-05-03,40.8,,
2004-05-04,41.65,,
2004-05-05,42.6,,
2004-05-06,41.93,,
2004-05-07,40.8,,
2004-05-10,39.7,,
2004-05-11,39.4,,
2004-05-12,38.94,,
2004-05-13,38.87,,
2004-05-14,39.28,,
2004-05-17,38.37,,
2004-05-18,38.4,,
2004-05-19,38.55,,
2004-05-20,38.96,,
2004-05-21,39.48,,
2004-05-24,39.64,,
2004-05-25,40.08,,
2004-05-26,39.36,,
2004-05-27,39.69,,
2004-05-28,39.12,,
2004-06-01,39.04,,
2004-06-02,38.72,,
2004-06-03,38.17,,
2004-06-04,39.1,,
2004-06-07,40.93,,
2004-06-08,41.64,,
2004-06-09,41.41,,
2004-06-10,41.31,,
2004-06-14,40.34,,
2004-06-15,40.95,,
2004-06-16,40.66,,
2004-06-17,43.26,,
2004-06-18,43.25,,
2004-06-21,43.0,,
2004-06-22,43.25,,
2004-06-23,44.28,,
2004-06-24,44.86,,
2004-06-25,45.28,,
2004-06-28,44.36,,
2004-06-29,43.9,,
2004-06-30,43.41,,
2004-07-01,43.88,,
2004-07-02,42.9,,
2004-07-06,43.13,,
2004-07-07,43.37,,
2004-07-08,42.43,,
2004-07-09,42.37,,
2004-07-12,42.67,,
2004-07-13,42.91,,
2004-07-14,43.1,,
2004-07-15,43.28,,
2004-07-16,43.02,,
2004-07-19,42.82,,
2004-07-20,42.1,,
2004-07-21,41.55,,
2004-07-22,41.38,,
2004-07-23,40.67,,
2004-07-26,39.98,,
2004-07-27,41.19,,
2004-07-28,42.76,,
2004-07-29,43.43,,
2004-07-30,42.75,,
2004-08-02,42.42,,
2004-08-03,42.0,,
2004-08-04,41.71,,
2004-08-05,40.99,,
2004-08-06,40.03,,
2004-08-09,39.59,,
2004-08-10,40.49,,
2004-08-11,40.1,,
2004-08-12,39.42,,
2004-08-13,39.7,,
2004-08-16,40.62,,
2004-08-17,40.93,,
2004-08-18,40.52,,
2004-08-19,40.1,,
2004-08-20,39.3,,
2004-08-23,39.57,,
2004-08-24,39.89,,
2004-08-25,40.71,,
2004-08-26,40.92,,
2004-08-27,40.65,,
2004-08-30,40.78,,
2004-08-31,41.3,,
2004-09-01,41.54,,
2004-09-02,41.97,,
2004-09-03,41.93,,
2004-09-07,42.1,,
2004-09-08,42.23,,
2004-09-09,41.94,,
2004-09-10,42.15,,
2004-09-13,42.4,,
2004-09-14,42.48,,
2004-09-15,43.59,,
2004-09-16,44.17,,
2004-09-17,44.58,,
2004-09-20,43.67,,
2004-09-21,43.99,,
2004-09-22,43.68,,
2004-09-23,43.99,,
2004-09-24,44.3,,
2004-09-27,43.49,,
2004-09-28,43.88,,
2004-09-29,43.65,,
2004-09-30,43.6,,
2004-10-01,44.34,,
2004-10-04,45.75,,
2004-10-05,46.45,,
2004-10-06,47.11,,
2004-10-07,46.69,,
2004-10-08,46.74,,
2004-10-11,47.08,,
2004-10-12,46.65,,
2004-10-13,46.56,,
2004-10-14,46.77,,
2004-10-15,48.32,,
2004-10-18,48.54,,
2004-10-19,48.15,,
2004-10-20,48.25,,
2004-10-21,46.83,,
2004-10-22,46.81,,
2004-10-25,46.95,,
2004-10-26,46.55,,
2004-10-27,46.5,,
2004-10-28,46.28,,
2004-10-29,46.6,,
2004-11-01,46.75,,
2004-11-02,47.5,,
2004-11-03,47.99,,
2004-11-04,48.7,,
2004-11-05,48.45,,
2004-11-08,48.45,,
2004-11-09,48.28,,
2004-11-10,48.52,,
2004-11-11,49.0,,
2004-11-12,49.5,,
2004-11-15,48.91,,
2004-11-16,48.43,,
2004-11-17,48.17,,
2004-11-18,48.4,,
2004-11-19,48.1,,
2004-11-22,47.75,,
2004-11-23,48.33,,
2004-11-24,49.3,,
2004-11-26,49.52,,
2004-11-29,49.37,,
2004-11-30,49.7,,
2004-12-01,50.0,,
2004-12-02,50.34,,
2004-12-03,50.7,,
2004-12-06,51.26,,
2004-12-07,50.59,,
2004-12-08,50.49,,
2004-12-09,50.49,,
2004-12-10,50.5,,
2004-12-13,50.6,,
2004-12-14,51.78,,
2004-12-15,51.68,,
2004-12-16,51.91,,
2004-12-17,52.53,,
2004-12-20,52.83,,
2004-12-21,53.65,,
2004-12-22,53.95,,
2004-12-23,53.9,,
2004-12-27,54.3,,
2004-12-28,55.42,,
2004-12-29,55.25,,
2004-12-30,55.01,,
2004-12-31,54.44,,
2005-01-03,54.15,,
2005-01-04,53.61,,
2005-01-05,52.85,,
2005-01-06,53.25,,
2005-01-07,53.06,,
2005-01-10,52.85,,
2005-01-11,52.35,,
2005-01-12,53.02,,
2005-01-13,53.02,,
2005-01-14,53.86,,
2005-01-18,54.85,,
2005-01-19,54.62,,
2005-01-20,53.48,,
2005-01-21,52.87,,
2005-01-24,52.36,,
2005-01-25,52.55,,
2005-01-26,52.75,,
2005-01-27,52.89,,
2005-01-28,52.4,,
2005-01-31,53.0,,
2005-02-01,49.35,,
2005-02-02,49.02,,
2005-02-03,47.8,,
2005-02-04,48.27,,
2005-02-07,48.5,,
2005-02-08,47.98,,
2005-02-09,47.59,,
2005-02-10,47.92,,
2005-02-11,48.76,,
2005-02-14,49.15,,
2005-02-15,48.75,,
2005-02-16,48.28,,
2005-02-17,47.8,,
2005-02-18,47.95,,
2005-02-22,46.7,,
2005-02-23,45.82,,
2005-02-24,46.77,,
2005-02-25,47.79,,
2005-02-28,47.25,,
2005-03-01,47.0,,
2005-03-02,47.15,,
2005-03-03,46.95,,
2005-03-04,46.57,,
2005-03-07,46.58,,
2005-03-08,46.3,,
2005-03-09,45.93,,
2005-03-10,45.52,,
2005-03-11,45.65,,
2005-03-14,45.35,,
2005-03-15,47.17,,
2005-03-16,47.51,,
2005-03-17,47.87,,
2005-03-18,48.1,,
2005-03-21,45.77,,
2005-03-22,44.36,,
2005-03-23,43.8,,
2005-03-24,43.17,,
2005-03-28,43.41,,
2005-03-29,43.51,,
2005-03-30,44.13,,
2005-03-31,44.69,,
2005-04-01,44.27,,
2005-04-04,43.49,,
2005-04-05,44.0,,
2005-04-06,44.56,,
2005-04-07,44.71,,
2005-04-08,44.25,,
2005-04-11,44.21,,
2005-04-12,44.31,,
2005-04-13,43.85,,
2005-04-14,43.36,,
2005-04-15,42.6,,
2005-04-18,41.97,,
2005-04-19,42.0,,
2005-04-20,42.05,,
2005-04-21,43.21,,
2005-04-22,42.61,,
2005-04-25,42.5,,
2005-04-26,41.85,0.0,inf
2005-04-27,41.3,0.0,inf
2005-04-28,41.15,0.0,inf
2005-04-29,42.02,0.0,inf
2005-05-02,42.08,0.0,inf
2005-05-03,42.16,0.0,inf
2005-05-04,43.03,0.0,inf
2005-05-05,42.91,0.0,inf
2005-05-06,42.58,0.0,inf
2005-05-09,42.76,0.0,inf
2005-05-10,42.33,0.0,inf
2005-05-11,42.49,0.0,inf
2005-05-12,42.7,0.0,inf
2005-05-13,42.88,0.0,inf
2005-05-16,43.95,0.0,inf
2005-05-17,44.69,0.0,inf
2005-05-18,45.28,0.0,inf
2005-05-19,45.25,0.0,inf
2005-05-20,45.07,0.0,inf
2005-05-23,45.44,0.0,inf
2005-05-24,45.38,0.0,inf
2005-05-25,44.9,0.0,inf
2005-05-26,44.81,0.0,inf
2005-05-27,44.86,0.0,inf
2005-05-31,46.11,0.0,inf
2005-06-01,46.16,0.0,inf
2005-06-02,46.28,0.0,inf
2005-06-03,46.44,0.0,inf
2005-06-06,46.52,0.0,inf
2005-06-07,46.4,0.0,inf
2005-06-08,45.91,0.0,inf
2005-06-09,45.93,0.0,inf
2005-06-10,45.44,0.0,inf
2005-06-13,45.6,0.0,inf
2005-06-14,45.98,0.0,inf
2005-06-15,46.41,0.0,inf
2005-06-16,47.74,0.0,inf
2005-06-17,47.68,0.0,inf
2005-06-20,47.27,0.0,inf
2005-06-21,47.41,0.0,inf
2005-06-22,47.59,0.0,inf
2005-06-23,47.68,0.0,inf
2005-06-24,47.2,0.0,inf
2005-06-27,47.18,0.0,inf
2005-06-28,47.85,0.0,inf
2005-06-29,48.72,0.0,inf
2005-06-30,48.36,0.0,inf
2005-07-01,48.72,0.0,inf
2005-07-05,48.94,0.0,inf
2005-07-06,48.15,0.0,inf
2005-07-07,47.95,0.0,inf
2005-07-08,48.98,0.0,inf
2005-07-11,49.19,0.0,inf
2005-07-12,48.77,0.0,inf
2005-07-13,48.58,0.0,inf
2005-07-14,48.23,0.0,inf
2005-07-15,48.37,0.0,inf
2005-07-18,48.72,0.0,inf
2005-07-19,49.04,0.0,inf
2005-07-20,49.08,0.0,inf
2005-07-21,48.78,0.0,inf
2005-07-22,48.41,0.0,inf
2005-07-25,48.17,0.0,inf
2005-07-26,47.5,0.0,inf
2005-07-27,45.5,1.4326521936848764,31.759278491013916
2005-07-28,45.4,1.4326521936848764,31.689477878945755
2005-07-29,45.45,1.4326521936848764,31.724378184979837
2005-08-01,45.08,1.4326521936848764,31.466115920327635
2005-08-02,45.05,1.4326521936848764,31.445175736707185
2005-08-03,45.2,1.4326521936848764,31.54987665480943
2005-08-04,45.74,1.4326521936848764,31.926799959977508
2005-08-05,45.73,1.4326521936848764,31.91981989877069
2005-08-08,45.63,1.4326521936848764,31.85001928670253
2005-08-09,46.18,1.4326521936848764,32.23392265307742
2005-08-10,45.36,1.4326521936848764,31.66155763411849
2005-08-11,45.25,1.4326521936848764,31.584776960843513
2005-08-12,44.91,1.4326521936848764,31.347454879811757
2005-08-15,44.78,1.4326521936848764,31.25671408412315
2005-08-16,44.03,1.4326521936848764,30.73320949361193
2005-08-17,43.97,1.4326521936848764,30.69132912637103
2005-08-18,44.4,1.4326521936848764,30.99147175826413
2005-08-19,44.61,1.4326521936848764,31.13805304360727
2005-08-22,44.84,1.4326521936848764,31.298594451364046
2005-08-23,45.03,1.4326521936848764,31.431215614293556
2005-08-24,44.48,1.4326521936848764,31.047312247918658
2005-08-25,44.02,1.4326521936848764,30.726229432405116
2005-08-26,43.69,1.4326521936848764,30.495887412580174
2005-08-29,43.96,1.4326521936848764,30.684349065164216
2005-08-30,43.41,1.4326521936848764,30.30044569878932
2005-08-31,42.72,1.4326521936848764,29.818821475519
2005-09-01,41.92,1.4326521936848764,29.260416578973704
2005-09-02,41.91,1.4326521936848764,29.253436517766882
2005-09-06,42.3,1.4326521936848764,29.525658904832717
2005-09-07,42.45,1.4326521936848764,29.630359822934963
2005-09-08,42.07,1.4326521936848764,29.365117497075946
2005-09-09,41.88,1.4326521936848764,29.23249633414644
2005-09-12,43.32,1.4326521936848764,30.237625147927975
2005-09-13,42.85,1.4326521936848764,29.909562271207612
2005-09-14,42.76,1.4326521936848764,29.846741720346266
2005-09-15,42.5,1.4326521936848764,29.665260128969045
2005-09-16,42.65,1.4326521936848764,29.769961047071288
2005-09-19,43.25,1.4326521936848764,30.18876471948026
2005-09-20,43.18,1.4326521936848764,30.139904291032547
2005-09-21,42.15,1.4326521936848764,29.420957986730475
2005-09-22,42.22,1.4326521936848764,29.46981841517819
2005-09-23,42.76,1.4326521936848764,29.846741720346266
2005-09-26,44.27,1.4326521936848764,30.900730962575523
2005-09-27,43.49,1.4326521936848764,30.356286188443853
2005-09-28,42.82,1.4326521936848764,29.888622087587162
2005-09-29,42.4,1.4326521936848764,29.59545951690088
2005-09-30,43.2,1.4326521936848764,30.153864413446183
2005-10-03,43.31,1.4326521936848764,30.23064508672116
2005-10-04,43.48,1.4326521936848764,30.349306127237035
2005-10-05,42.89,1.4326521936848764,29.937482516034876
2005-10-06,41.92,1.4326521936848764,29.260416578973704
2005-10-07,41.8,1.4326521936848764,29.176655844491904
2005-10-10,41.06,1.4326521936848764,28.660131315187506
2005-10-11,40.77,1.4326521936848764,28.457709540189835
2005-10-12,40.32,1.4326521936848764,28.1436067858831
2005-10-13,40.56,1.4326521936848764,28.311128254846693
2005-10-14,40.98,1.4326521936848764,28.60429082553297
2005-10-17,40.25,1.4326521936848764,28.09474635743539
2005-10-18,39.36,1.4326521936848764,27.473520910028743
2005-10-19,40.03,1.4326521936848764,27.94118501088543
2005-10-20,39.82,1.4326521936848764,27.79460372554229
2005-10-21,39.63,1.4326521936848764,27.661982562612785
2005-10-24,40.79,1.4326521936848764,28.471669662603464
2005-10-25,40.98,1.4326521936848764,28.60429082553297
2005-10-26,41.26,1.4326521936848764,28.799732539323827
2005-10-27,40.63,1.4326521936848764,28.359988683294407
2005-10-28,40.95,1.4326521936848764,28.583350641912528
2005-10-31,41.44,1.4326521936848764,28.92537364104652
2005-11-01,41.22,1.4326521936848764,28.771812294496563
2005-11-02,41.79,1.4326521936848764,29.16967578328509
2005-11-03,42.5,3.26,13.036809815950921
2005-11-04,43.02,3.26,13.19631901840491
2005-11-07,43.15,3.26,13.236196319018406
2005-11-08,42.65,3.26,13.082822085889571
2005-11-09,43.18,3.26,13.245398773006135
2005-11-10,44.0,3.26,13.496932515337424
2005-11-11,44.77,3.26,13.73312883435583
2005-11-14,43.74,3.26,13.41717791411043
2005-11-15,43.71,3.26,13.407975460122701
2005-11-16,43.71,3.26,13.407975460122701
2005-11-17,44.75,3.26,13.726993865030675
2005-11-18,45.31,3.26,13.89877300613497
2005-11-21,45.08,3.26,13.828220858895707
2005-11-22,44.99,3.26,13.800613496932517
2005-11-23,46.17,3.26,14.162576687116566
2005-11-25,45.75,3.26,14.033742331288344
2005-11-28,45.81,3.26,14.052147239263805
2005-11-29,46.01,3.26,14.113496932515337
2005-11-30,45.86,3.26,14.067484662576687
2005-12-01,46.96,3.26,14.404907975460123
2005-12-02,47.06,3.26,14.435582822085891
2005-12-05,46.73,3.26,14.33435582822086
2005-12-06,46.59,3.26,14.291411042944787
2005-12-07,46.42,3.26,14.239263803680982
2005-12-08,46.57,3.26,14.285276073619633
2005-12-09,47.02,3.26,14.423312883435585
2005-12-12,46.92,3.26,14.392638036809817
2005-12-13,47.14,3.26,14.460122699386504
2005-12-14,47.01,3.26,14.420245398773007
2005-12-15,46.27,3.26,14.193251533742334
2005-12-16,44.11,3.26,13.530674846625768
2005-12-19,44.1,3.26,13.527607361963192
2005-12-20,44.36,3.26,13.607361963190185
2005-12-21,44.66,3.26,13.699386503067485
2005-12-22,45.21,3.26,13.868098159509204
2005-12-23,44.97,3.26,13.794478527607362
2005-12-27,44.41,3.26,13.622699386503067
2005-12-28,44.94,3.26,13.785276073619633
2005-12-29,45.13,3.26,13.84355828220859
2005-12-30,45.06,3.26,13.822085889570554
2006-01-03,44.96,3.26,13.791411042944786
2006-01-04,44.8,3.26,13.742331288343559
2006-01-05,44.72,3.26,13.717791411042946
2006-01-06,45.1,3.26,13.83435582822086
2006-01-09,45.49,3.26,13.953987730061352
2006-01-10,45.21,3.26,13.868098159509204
2006-01-11,44.85,3.26,13.757668711656443
2006-01-12,45.31,3.26,13.89877300613497
2006-01-13,45.75,3.26,14.033742331288344
2006-01-17,44.46,3.26,13.638036809815953
2006-01-18,42.77,3.26,13.119631901840492
2006-01-19,42.9,3.26,13.159509202453988
2006-01-20,41.86,3.26,12.840490797546012
2006-01-23,41.84,3.26,12.834355828220861
2006-01-24,41.9,3.26,12.85276073619632
2006-01-25,42.31,3.26,12.978527607361965
2006-01-26,41.97,3.26,12.874233128834357
2006-01-27,41.3,3.26,12.668711656441717
2006-01-30,41.27,3.26,12.65950920245399
2006-01-31,40.9,3.26,12.54601226993865
2006-02-01,41.56,3.26,12.748466257668714
2006-02-02,43.98,3.26,13.49079754601227
2006-02-03,44.3,3.26,13.588957055214724
2006-02-06,44.39,3.26,13.616564417177916
2006-02-07,43.49,3.26,13.340490797546014
2006-02-08,43.6,3.26,13.374233128834357
2006-02-09,44.09,3.26,13.524539877300615
2006-02-10,44.34,3.26,13.601226993865033
2006-02-13,44.63,3.26,13.690184049079756
2006-02-14,45.66,3.26,14.006134969325153
2006-02-15,46.35,3.26,14.217791411042946
2006-02-16,46.61,3.26,14.29754601226994
2006-02-17,45.9,3.26,14.079754601226995
2006-02-21,45.0,3.26,13.803680981595093
2006-02-22,45.0,3.26,13.803680981595093
2006-02-23,44.87,3.26,13.763803680981596
2006-02-24,44.5,3.22,13.819875776397515
2006-02-27,44.41,3.22,13.791925465838508
2006-02-28,44.06,3.22,13.683229813664596
2006-03-01,44.75,3.22,13.89751552795031
2006-03-02,44.55,3.22,13.835403726708073
2006-03-03,44.69,3.22,13.878881987577639
2006-03-06,43.73,3.22,13.580745341614906
2006-03-07,43.58,3.22,13.534161490683228
2006-03-08,43.2,3.22,13.416149068322982
2006-03-09,42.76,3.22,13.279503105590061
2006-03-10,43.09,3.22,13.381987577639752
2006-03-13,43.77,3.22,13.593167701863354
2006-03-14,43.72,3.22,13.577639751552795
2006-03-15,43.53,3.22,13.51863354037267
2006-03-16,42.28,3.22,13.130434782608695
2006-03-17,42.45,3.22,13.183229813664596
2006-03-20,42.02,3.22,13.04968944099379
2006-03-21,41.99,3.22,13.040372670807454
2006-03-22,42.74,3.22,13.273291925465838
2006-03-23,41.1,3.22,12.763975155279503
2006-03-24,41.78,3.22,12.975155279503106
2006-03-27,42.12,3.22,13.080745341614906
2006-03-28,42.01,3.22,13.046583850931675
2006-03-29,42.27,3.22,13.127329192546584
2006-03-30,42.5,3.22,13.198757763975154
2006-03-31,42.02,3.22,13.04968944099379
2006-04-03,42.67,3.22,13.251552795031056
2006-04-04,42.36,3.22,13.15527950310559
2006-04-05,42.04,3.22,13.055900621118012
2006-04-06,42.16,3.22,13.093167701863353
2006-04-07,42.04,3.22,13.055900621118012
2006-04-10,42.03,3.22,13.0527950310559
2006-04-11,41.81,3.22,12.98447204968944
2006-04-12,41.84,3.22,12.993788819875776
2006-04-13,42.14,3.22,13.086956521739129
2006-04-17,41.89,3.22,13.009316770186334
2006-04-18,41.67,3.22,12.940993788819876
2006-04-19,41.24,3.22,12.807453416149068
2006-04-20,41.55,3.22,12.903726708074533
2006-04-21,42.77,3.22,13.282608695652174
2006-04-24,42.45,3.22,13.183229813664596
2006-04-25,42.0,3.22,13.043478260869565
2006-04-26,42.15,0.5653492420945064,74.55568498481158
2006-04-27,42.03,0.5653492420945064,74.34342680691888
2006-04-28,41.79,0.5653492420945064,73.91891045113347
2006-05-01,41.33,0.5653492420945064,73.10525410254478
2006-05-02,41.89,0.5653492420945064,74.09579226604406
2006-05-03,42.04,0.5653492420945064,74.36111498840994
2006-05-04,42.66,0.5653492420945064,75.45778224085555
2006-05-05,42.87,0.5653492420945064,75.82923405216779
2006-05-08,43.01,0.5653492420945064,76.0768685930426
2006-05-09,42.47,0.5653492420945064,75.12170679252544
2006-05-10,42.16,0.5653492420945064,74.57337316630263
2006-05-11,41.64,0.5653492420945064,73.6535877287676
2006-05-12,40.85,0.5653492420945064,72.25622139097398
2006-05-15,40.2,0.5653492420945064,71.10648959405518
2006-05-16,37.54,0.5653492420945064,66.40143331743361
2006-05-17,36.87,0.5653492420945064,65.2163251575327
2006-05-18,36.98,0.5653492420945064,65.41089515393433
2006-05-19,37.14,0.5653492420945064,65.69390605779127
2006-05-22,36.43,0.5653492420945064,64.43804517192612
2006-05-23,36.0,0.5653492420945064,63.6774533678106
2006-05-24,35.64,0.5653492420945064,63.0406788341325
2006-05-25,35.93,0.5653492420945064,63.55363609737319
2006-05-26,35.29,0.5653492420945064,62.421592481945446
2006-05-30,35.69,0.5653492420945064,63.129119741587786
2006-05-31,38.08,0.5653492420945064,67.35659511795076
2006-06-01,37.98,0.5653492420945064,67.17971330304017
2006-06-02,38.98,0.5653492420945064,68.94853145214603
2006-06-05,38.75,0.5653492420945064,68.5417032778517
2006-06-06,37.32,0.5653492420945064,66.01229332463032
2006-06-07,37.43,0.5653492420945064,66.20686332103196
2006-06-08,36.18,0.5653492420945064,63.99584063464965
2006-06-09,36.76,0.5653492420945064,65.02175516113104
2006-06-12,36.37,0.5653492420945064,64.33191608297976
2006-06-13,35.67,0.5653492420945064,63.09374337860567
2006-06-14,35.42,0.5653492420945064,62.65153884132921
2006-06-15,37.51,0.5653492420945064,66.34836877296043
2006-06-16,37.65,0.5653492420945064,66.59600331383525
2006-06-19,37.55,0.5653492420945064,66.41912149892467
2006-06-20,37.5,0.5653492420945064,66.33068059146937
2006-06-21,38.37,0.5653492420945064,67.86955238119147
2006-06-22,37.79,0.5653492420945064,66.84363785471007
2006-06-23,37.8,0.5653492420945064,66.86132603620112
2006-06-26,38.08,0.5653492420945064,67.35659511795076
2006-06-27,37.74,0.5653492420945064,66.75519694725479
2006-06-28,37.6,0.5653492420945064,66.50756240637996
2006-06-29,38.59,0.5653492420945064,68.25869237399476
2006-06-30,38.25,0.5653492420945064,67.65729420329876
2006-07-03,38.49,0.5653492420945064,68.08181055908418
2006-07-05,38.01,0.5653492420945064,67.23277784751336
2006-07-06,38.0,0.5653492420945064,67.21508966602231
2006-07-07,37.9,0.5653492420945064,67.03820785111172
2006-07-10,37.34,0.5653492420945064,66.04766968761244
2006-07-11,37.09,0.5653492420945064,65.60546515033599
2006-07-12,36.26,0.5653492420945064,64.13734608657812
2006-07-13,35.63,0.5653492420945064,63.02299065264144
2006-07-14,35.79,0.5653492420945064,63.30600155649837
2006-07-17,35.22,0.5653492420945064,62.29777521150804
2006-07-18,34.46,0.5653492420945064,60.95347341818759
2006-07-19,35.8,0.5653492420945064,63.323689737989426
2006-07-20,34.64,0.5653492420945064,61.271860685026645
2006-07-21,34.4,0.5653492420945064,60.84734432924124
2006-07-24,34.95,0.5653492420945064,61.820194311249466
2006-07-25,36.1,0.5653492420945064,63.85433518272119
2006-07-26,36.05,0.5653492420945064,63.76589427526589
2006-07-27,34.76,1.1448758234269705,30.36137132842274
2006-07-28,34.57,1.1448758234269705,30.195414465580388
