date,CTL,CTL_EPS,PE Ratio
2001-12-05,34.9,,
2001-12-06,35.6,,
2001-12-07,34.58,,
2001-12-10,33.7,,
2001-12-11,33.45,,
2001-12-12,33.35,,
2001-12-13,32.9,,
2001-12-14,32.5,,
2001-12-17,32.78,,
2001-12-18,32.85,,
2001-12-19,32.76,,
2001-12-20,33.11,,
2001-12-21,32.8,,
2001-12-24,32.92,,
2001-12-26,32.8,,
2001-12-27,32.85,,
2001-12-28,32.85,,
2001-12-31,32.8,,
2002-01-02,32.88,,
2002-01-03,32.9,,
2002-01-04,32.48,,
2002-01-07,32.1,,
2002-01-08,31.4,,
2002-01-09,31.25,,
2002-01-10,31.1,,
2002-01-11,31.15,,
2002-01-14,30.96,,
2002-01-15,30.7,,
2002-01-16,30.01,,
2002-01-17,30.28,,
2002-01-18,30.37,,
2002-01-22,30.66,,
2002-01-23,30.88,,
2002-01-24,32.0,,
2002-01-25,31.17,,
2002-01-28,30.2,,
2002-01-29,28.8,,
2002-01-30,29.85,,
2002-01-31,30.78,,
2002-02-01,31.88,,
2002-02-04,31.02,,
2002-02-05,30.63,,
2002-02-06,30.04,,
2002-02-07,30.82,,
2002-02-08,31.44,,
2002-02-11,31.81,,
2002-02-12,31.8,,
2002-02-13,31.8,,
2002-02-14,31.35,,
2002-02-15,31.95,,
2002-02-19,31.65,,
2002-02-20,32.19,,
2002-02-21,31.83,,
2002-02-22,32.65,,
2002-02-25,32.99,,
2002-02-26,32.71,,
2002-02-27,32.4,,
2002-02-28,33.2,,
2002-03-01,32.98,,
2002-03-04,33.55,,
2002-03-05,33.89,,
2002-03-06,34.85,,
2002-03-07,34.08,,
2002-03-08,35.0,,
2002-03-11,35.17,,
2002-03-12,35.2,,
2002-03-13,34.51,,
2002-03-14,33.9,,
2002-03-15,33.75,,
2002-03-18,34.03,,
2002-03-19,33.55,,
2002-03-20,33.55,,
2002-03-21,33.53,,
2002-03-22,33.55,,
2002-03-25,33.55,,
2002-03-26,33.72,,
2002-03-27,33.41,,
2002-03-28,34.0,,
2002-04-01,34.19,,
2002-04-02,34.22,,
2002-04-03,34.18,,
2002-04-04,34.27,,
2002-04-05,34.09,,
2002-04-08,33.51,,
2002-04-09,33.0,,
2002-04-10,33.01,,
2002-04-11,33.2,,
2002-04-12,33.15,,
2002-04-15,33.09,,
2002-04-16,34.06,,
2002-04-17,33.79,,
2002-04-18,33.45,,
2002-04-19,32.9,,
2002-04-22,32.25,,
2002-04-23,32.29,,
2002-04-24,32.25,,
2002-04-25,32.65,,
2002-04-26,31.64,,
2002-04-29,30.1,,
2002-04-30,27.7,,
2002-05-01,28.08,,
2002-05-02,28.27,,
2002-05-03,28.95,,
2002-05-06,28.47,,
2002-05-07,28.5,,
2002-05-08,29.25,,
2002-05-09,29.25,,
2002-05-10,29.06,,
2002-05-13,28.91,,
2002-05-14,29.65,,
2002-05-15,29.96,,
2002-05-16,30.46,,
2002-05-17,30.45,,
2002-05-20,30.0,,
2002-05-21,29.7,,
2002-05-22,29.5,,
2002-05-23,29.89,,
2002-05-24,30.02,,
2002-05-28,29.82,,
2002-05-29,30.85,,
2002-05-30,30.78,,
2002-05-31,31.0,,
2002-06-03,30.11,,
2002-06-04,30.9,,
2002-06-05,30.5,,
2002-06-06,29.8,,
2002-06-07,30.7,,
2002-06-10,30.32,,
2002-06-11,29.45,,
2002-06-12,29.85,,
2002-06-13,29.16,,
2002-06-14,29.29,,
2002-06-17,31.0,,
2002-06-18,30.45,,
2002-06-19,29.39,,
2002-06-20,29.09,,
2002-06-21,29.08,,
2002-06-24,29.15,,
2002-06-25,29.14,,
2002-06-26,28.8,,
2002-06-27,29.28,,
2002-06-28,29.5,,
2002-07-01,28.43,,
2002-07-02,27.81,,
2002-07-03,28.32,,
2002-07-05,29.5,,
2002-07-08,29.36,,
2002-07-09,28.97,,
2002-07-10,28.47,,
2002-07-11,28.9,,
2002-07-12,28.32,,
2002-07-15,27.25,,
2002-07-16,28.35,,
2002-07-17,28.03,,
2002-07-18,26.48,,
2002-07-19,24.86,,
2002-07-22,22.99,,
2002-07-23,22.18,,
2002-07-24,23.65,,
2002-07-25,23.8,,
2002-07-26,23.12,,
2002-07-29,24.36,,
2002-07-30,25.1,,
2002-07-31,26.6,,
2002-08-01,26.3,,
2002-08-02,26.3,,
2002-08-05,25.08,,
2002-08-06,25.3,,
2002-08-07,25.69,,
2002-08-08,26.71,,
2002-08-09,26.62,,
2002-08-12,26.42,,
2002-08-13,26.4,,
2002-08-14,28.0,,
2002-08-15,28.28,,
2002-08-16,28.4,,
2002-08-19,30.12,,
2002-08-20,27.9,,
2002-08-21,27.79,,
2002-08-22,28.18,,
2002-08-23,28.04,,
2002-08-26,28.81,,
2002-08-27,28.5,,
2002-08-28,27.82,,
2002-08-29,28.15,,
2002-08-30,27.05,,
2002-09-03,25.84,,
2002-09-04,25.9,,
2002-09-05,25.55,,
2002-09-06,26.2,,
2002-09-09,26.08,,
2002-09-10,26.85,,
2002-09-11,27.14,,
2002-09-12,26.85,,
2002-09-13,26.41,,
2002-09-16,26.05,,
2002-09-17,25.83,,
2002-09-18,25.65,,
2002-09-19,24.58,,
2002-09-20,24.6,,
2002-09-23,24.1,,
2002-09-24,23.45,,
2002-09-25,24.07,,
2002-09-26,24.24,,
2002-09-27,23.27,,
2002-09-30,22.43,,
2002-10-01,23.55,,
2002-10-02,24.01,,
2002-10-03,25.4,,
2002-10-04,25.16,,
2002-10-07,24.4,,
2002-10-08,24.13,,
2002-10-09,23.25,,
2002-10-10,23.9,,
2002-10-11,23.89,,
2002-10-14,24.64,,
2002-10-15,25.07,,
2002-10-16,24.83,,
2002-10-17,25.7,,
2002-10-18,25.7,,
2002-10-21,26.08,,
2002-10-22,26.66,,
2002-10-23,26.8,,
2002-10-24,28.1,,
2002-10-25,28.28,,
2002-10-28,29.43,,
2002-10-29,27.91,,
2002-10-30,29.25,,
2002-10-31,28.33,,
2002-11-01,29.51,,
2002-11-04,29.55,,
2002-11-05,29.44,,
2002-11-06,29.45,,
2002-11-07,28.69,,
2002-11-08,28.61,,
2002-11-11,27.42,,
2002-11-12,27.96,,
2002-11-13,28.35,,
2002-11-14,29.15,,
2002-11-15,29.6,,
2002-11-18,29.74,,
2002-11-19,29.86,,
2002-11-20,30.23,,
2002-11-21,31.55,,
2002-11-22,30.97,,
2002-11-25,30.88,,
2002-11-26,29.91,,
2002-11-27,30.87,,
2002-11-29,30.88,,
2002-12-02,31.42,,
2002-12-03,30.73,,
2002-12-04,30.28,,
2002-12-05,29.71,,
2002-12-06,30.37,,
2002-12-09,29.0,,
2002-12-10,29.09,,
2002-12-11,29.17,,
2002-12-12,29.04,,
2002-12-13,29.21,,
2002-12-16,29.75,,
2002-12-17,30.0,,
2002-12-18,30.11,,
2002-12-19,30.17,,
2002-12-20,30.78,,
2002-12-23,30.65,,
2002-12-24,29.94,,
2002-12-26,29.98,,
2002-12-27,29.41,,
2002-12-30,29.41,,
2002-12-31,29.38,,
2003-01-02,30.31,,
2003-01-03,30.16,,
2003-01-06,31.08,,
2003-01-07,31.04,,
2003-01-08,30.82,,
2003-01-09,31.17,,
2003-01-10,31.17,,
2003-01-13,31.5,,
2003-01-14,31.58,,
2003-01-15,31.38,,
2003-01-16,30.8,,
2003-01-17,30.46,,
2003-01-21,29.7,,
2003-01-22,30.42,,
2003-01-23,29.43,,
2003-01-24,28.75,,
2003-01-27,28.45,,
2003-01-28,28.55,,
2003-01-29,28.62,,
2003-01-30,29.25,,
2003-01-31,30.33,,
2003-02-03,29.18,,
2003-02-04,28.92,,
2003-02-05,28.45,,
2003-02-06,28.13,,
2003-02-07,27.89,,
2003-02-10,27.5,,
2003-02-11,26.96,,
2003-02-12,26.11,,
2003-02-13,26.24,,
2003-02-14,27.1,,
2003-02-18,27.64,,
2003-02-19,27.0,,
2003-02-20,26.18,,
2003-02-21,27.38,,
2003-02-24,27.48,,
2003-02-25,27.57,,
2003-02-26,27.1,,
2003-02-27,27.2,,
2003-02-28,27.4,,
2003-03-03,27.27,,
2003-03-04,27.52,,
2003-03-05,27.73,,
2003-03-06,26.46,,
2003-03-07,26.47,,
2003-03-10,25.73,,
2003-03-11,25.51,,
2003-03-12,25.76,,
2003-03-13,26.76,,
2003-03-14,26.95,,
2003-03-17,27.69,,
2003-03-18,27.76,,
2003-03-19,27.99,,
2003-03-20,28.13,,
2003-03-21,29.22,,
2003-03-24,28.01,,
2003-03-25,28.35,,
2003-03-26,28.36,,
2003-03-27,28.26,,
2003-03-28,28.04,,
2003-03-31,27.6,,
2003-04-01,27.89,,
2003-04-02,28.49,,
2003-04-03,28.0,,
2003-04-04,28.0,,
2003-04-07,28.03,,
2003-04-08,28.16,,
2003-04-09,27.71,,
2003-04-10,27.82,,
2003-04-11,27.58,,
2003-04-14,28.28,,
2003-04-15,28.75,,
2003-04-16,28.82,,
2003-04-17,29.31,,
2003-04-21,29.01,,
2003-04-22,28.7,,
2003-04-23,29.61,,
2003-04-24,29.06,,
2003-04-25,28.68,,
2003-04-28,29.5,,
2003-04-29,29.35,,
2003-04-30,29.45,,
2003-05-01,30.4,,
2003-05-02,31.33,,
2003-05-05,31.15,,
2003-05-06,31.34,,
2003-05-07,31.25,,
2003-05-08,31.4,,
2003-05-09,32.18,,
2003-05-12,32.49,,
2003-05-13,32.69,,
2003-05-14,32.5,,
2003-05-15,32.92,,
2003-05-16,33.0,,
2003-05-19,32.47,,
2003-05-20,32.6,,
2003-05-21,33.32,,
2003-05-22,33.45,,
2003-05-23,34.36,,
2003-05-27,33.97,,
2003-05-28,33.37,,
2003-05-29,32.9,,
2003-05-30,33.67,,
2003-06-02,34.05,,
2003-06-03,34.1,,
2003-06-04,34.46,,
2003-06-05,34.6,,
2003-06-06,34.03,,
2003-06-09,33.4,,
2003-06-10,33.42,,
2003-06-11,34.05,,
2003-06-12,33.79,,
2003-06-13,33.52,,
2003-06-16,34.48,,
2003-06-17,34.33,,
2003-06-18,34.84,,
2003-06-19,34.76,,
2003-06-20,34.98,,
2003-06-23,35.21,,
2003-06-24,35.56,,
2003-06-25,34.69,,
2003-06-26,34.96,,
2003-06-27,34.7,,
2003-06-30,34.85,,
2003-07-01,34.93,,
2003-07-02,35.18,,
2003-07-03,34.8,,
2003-07-07,35.24,,
2003-07-08,35.3,,
2003-07-09,35.08,,
2003-07-10,34.31,,
2003-07-11,34.92,,
2003-07-14,34.15,,
2003-07-15,33.78,,
2003-07-16,33.8,,
2003-07-17,33.33,,
2003-07-18,33.7,,
2003-07-21,32.95,,
2003-07-22,33.87,,
2003-07-23,33.38,,
2003-07-24,32.86,,
2003-07-25,33.14,,
2003-07-28,33.1,,
2003-07-29,32.88,,
2003-07-30,32.82,,
2003-07-31,34.29,,
2003-08-01,34.0,,
2003-08-04,34.8,,
2003-08-05,33.56,,
2003-08-06,34.42,,
2003-08-07,34.25,,
2003-08-08,34.3,,
2003-08-11,34.48,,
2003-08-12,34.72,,
2003-08-13,33.85,,
2003-08-14,33.9,,
2003-08-15,33.62,,
2003-08-18,34.3,,
2003-08-19,34.28,,
2003-08-20,34.38,,
2003-08-21,34.51,,
2003-08-22,34.2,,
2003-08-25,34.2,,
2003-08-26,34.2,,
2003-08-27,33.95,,
2003-08-28,34.66,,
2003-08-29,34.76,,
2003-09-02,34.87,,
2003-09-03,35.33,,
2003-09-04,35.6,,
2003-09-05,35.63,,
2003-09-08,34.61,,
2003-09-09,34.21,,
2003-09-10,34.47,,
2003-09-11,34.2,,
2003-09-12,34.48,,
2003-09-15,33.81,,
2003-09-16,33.81,,
2003-09-17,33.83,,
2003-09-18,34.72,,
2003-09-19,34.47,,
2003-09-22,34.44,,
2003-09-23,34.27,,
2003-09-24,34.03,,
2003-09-25,33.92,,
2003-09-26,34.25,,
2003-09-29,34.31,,
2003-09-30,33.89,,
2003-10-01,34.59,,
2003-10-02,35.05,,
2003-10-03,35.27,,
2003-10-06,35.38,,
2003-10-07,35.56,,
2003-10-08,35.43,,
2003-10-09,35.7,,
2003-10-10,35.7,,
2003-10-13,35.4,,
2003-10-14,35.25,,
2003-10-15,34.91,,
2003-10-16,35.1,,
2003-10-17,35.74,,
2003-10-20,36.63,,
2003-10-21,35.74,,
2003-10-22,35.66,,
2003-10-23,35.56,,
2003-10-24,35.84,,
2003-10-27,35.55,,
2003-10-28,35.8,,
2003-10-29,35.38,,
2003-10-30,35.86,,
2003-10-31,35.75,,
2003-11-03,35.78,,
2003-11-04,34.9,,
2003-11-05,33.95,,
2003-11-06,33.03,,
2003-11-07,33.5,,
2003-11-10,33.37,,
2003-11-11,33.28,,
2003-11-12,33.76,,
2003-11-13,33.43,,
2003-11-14,33.37,,
2003-11-17,32.73,,
2003-11-18,31.91,,
2003-11-19,31.9,,
2003-11-20,31.44,,
2003-11-21,32.03,,
2003-11-24,32.29,,
2003-11-25,32.66,,
2003-11-26,32.65,,
2003-11-28,32.7,,
2003-12-01,33.05,,
2003-12-02,32.81,,
2003-12-03,31.69,,
2003-12-04,32.08,,
2003-12-05,31.82,,
2003-12-08,30.92,,
2003-12-09,30.17,,
2003-12-10,30.7,,
2003-12-11,31.51,,
2003-12-12,31.55,,
2003-12-15,31.4,,
2003-12-16,30.75,,
2003-12-17,31.03,,
2003-12-18,31.54,,
2003-12-19,31.56,,
2003-12-22,32.05,,
2003-12-23,31.9,,
2003-12-24,31.65,,
2003-12-26,31.52,,
2003-12-29,32.23,,
2003-12-30,32.59,,
2003-12-31,32.62,,
2004-01-02,32.74,,
2004-01-05,33.3,,
2004-01-06,33.1,,
2004-01-07,32.98,,
2004-01-08,32.94,,
2004-01-09,32.2,,
2004-01-12,32.6,,
2004-01-13,32.25,,
2004-01-14,31.65,,
2004-01-15,31.45,,
2004-01-16,31.34,,
2004-01-20,31.76,,
2004-01-21,31.74,,
2004-01-22,31.8,,
2004-01-23,31.63,,
2004-01-26,31.57,,
2004-01-27,31.19,,
2004-01-28,31.3,,
2004-01-29,28.0,,
2004-01-30,26.4,,
2004-02-02,27.02,,
2004-02-03,26.33,,
2004-02-04,27.42,,
2004-02-05,27.27,,
2004-02-06,27.53,,
2004-02-09,27.33,,
2004-02-10,27.02,,
2004-02-11,27.0,,
2004-02-12,27.26,,
2004-02-13,27.39,,
2004-02-17,27.79,,
2004-02-18,28.81,,
2004-02-19,29.0,,
2004-02-20,29.35,,
2004-02-23,29.08,,
2004-02-24,28.86,,
2004-02-25,28.34,,
2004-02-26,28.5,,
2004-02-27,28.57,,
2004-03-01,29.21,,
2004-03-02,29.75,,
2004-03-03,29.41,,
2004-03-04,29.07,,
2004-03-05,29.41,,
2004-03-08,28.95,,
2004-03-09,28.94,,
2004-03-10,28.29,,
2004-03-11,28.0,,
2004-03-12,28.72,,
2004-03-15,28.62,,
2004-03-16,28.93,,
2004-03-17,29.05,,
2004-03-18,28.83,,
2004-03-19,28.37,,
2004-03-22,27.6,,
2004-03-23,27.31,,
2004-03-24,26.98,,
2004-03-25,27.46,,
2004-03-26,27.26,,
2004-03-29,27.5,,
2004-03-30,27.41,,
2004-03-31,27.49,,
2004-04-01,27.15,,
2004-04-02,27.17,,
2004-04-05,27.27,,
2004-04-06,27.03,,
2004-04-07,26.59,,
2004-04-08,26.51,,
2004-04-12,26.6,,
2004-04-13,27.59,,
2004-04-14,27.51,,
2004-04-15,27.36,,
2004-04-16,27.2,,
2004-04-19,27.4,,
2004-04-20,27.19,,
2004-04-21,26.75,,
2004-04-22,27.05,,
2004-04-23,27.02,,
2004-04-26,26.9,,
2004-04-27,26.73,,
2004-04-28,26.95,,
2004-04-29,29.02,,
2004-04-30,28.88,,
2004-05-03,29.32,,
2004-05-04,29.55,,
2004-05-05,29.74,,
2004-05-06,29.74,,
2004-05-07,29.7,,
2004-05-10,29.17,,
2004-05-11,29.27,,
2004-05-12,29.3,,
2004-05-13,29.9,,
2004-05-14,30.11,,
2004-05-17,29.84,,
2004-05-18,29.43,,
2004-05-19,29.49,,
2004-05-20,29.43,,
2004-05-21,29.65,,
2004-05-24,29.95,,
2004-05-25,30.16,,
2004-05-26,29.75,,
2004-05-27,29.72,,
2004-05-28,29.89,,
2004-06-01,29.71,,
2004-06-02,30.05,,
2004-06-03,29.62,,
2004-06-04,30.0,,
2004-06-07,29.94,,
2004-06-08,29.8,,
2004-06-09,29.3,,
2004-06-10,29.49,,
2004-06-14,29.45,,
2004-06-15,29.38,,
2004-06-16,29.25,,
2004-06-17,29.54,,
2004-06-18,29.79,,
2004-06-21,29.65,,
2004-06-22,29.77,,
2004-06-23,30.03,,
2004-06-24,29.93,,
2004-06-25,29.9,,
2004-06-28,29.7,,
2004-06-29,29.96,,
2004-06-30,30.04,,
2004-07-01,30.12,,
2004-07-02,30.22,,
2004-07-06,30.17,,
2004-07-07,30.6,,
2004-07-08,30.05,,
2004-07-09,30.39,,
2004-07-12,31.0,,
2004-07-13,31.09,,
2004-07-14,31.12,,
2004-07-15,31.39,,
2004-07-16,31.12,,
2004-07-19,30.95,,
2004-07-20,30.91,,
2004-07-21,30.76,,
2004-07-22,30.44,,
2004-07-23,29.99,,
2004-07-26,30.03,,
2004-07-27,30.36,,
2004-07-28,30.16,,
2004-07-29,31.08,,
2004-07-30,30.99,,
2004-08-02,31.03,,
2004-08-03,30.35,,
2004-08-04,30.68,,
2004-08-05,30.06,,
2004-08-06,29.91,,
2004-08-09,30.65,,
2004-08-10,31.0,,
2004-08-11,30.77,,
2004-08-12,30.61,,
2004-08-13,30.84,,
2004-08-16,31.15,,
2004-08-17,31.17,,
2004-08-18,31.55,,
2004-08-19,31.27,,
2004-08-20,31.15,,
2004-08-23,30.89,,
2004-08-24,30.29,,
2004-08-25,31.14,,
2004-08-26,31.63,,
2004-08-27,31.59,,
2004-08-30,31.5,,
2004-08-31,32.19,,
2004-09-01,32.72,,
2004-09-02,32.97,,
2004-09-03,33.05,,
2004-09-07,33.11,,
2004-09-08,33.08,,
2004-09-09,33.02,,
2004-09-10,33.01,,
2004-09-13,33.08,,
2004-09-14,33.11,,
2004-09-15,33.27,,
2004-09-16,33.64,,
2004-09-17,34.05,,
2004-09-20,33.1,,
2004-09-21,33.93,,
2004-09-22,33.59,,
2004-09-23,33.62,,
2004-09-24,33.64,,
2004-09-27,33.75,,
2004-09-28,34.0,,
2004-09-29,34.34,,
2004-09-30,34.24,,
2004-10-01,34.79,,
2004-10-04,34.6,,
2004-10-05,34.98,,
2004-10-06,35.29,,
2004-10-07,35.49,,
2004-10-08,34.81,,
2004-10-11,34.4,,
2004-10-12,34.8,,
2004-10-13,34.78,,
2004-10-14,34.08,,
2004-10-15,33.82,,
2004-10-18,33.95,,
2004-10-19,34.25,,
2004-10-20,34.01,,
2004-10-21,33.68,,
2004-10-22,33.29,,
2004-10-25,33.37,,
2004-10-26,33.85,,
2004-10-27,33.86,,
2004-10-28,31.4,,
2004-10-29,32.09,,
2004-11-01,32.17,,
2004-11-02,32.33,,
2004-11-03,32.36,,
2004-11-04,33.5,,
2004-11-05,33.2,,
2004-11-08,33.25,,
2004-11-09,33.56,,
2004-11-10,33.24,,
2004-11-11,33.3,,
2004-11-12,33.93,,
2004-11-15,33.74,,
2004-11-16,33.23,,
2004-11-17,33.24,,
2004-11-18,33.12,,
2004-11-19,32.83,,
2004-11-22,33.05,,
2004-11-23,33.05,,
2004-11-24,33.11,,
2004-11-26,33.18,,
2004-11-29,33.1,,
2004-11-30,32.92,,
2004-12-01,33.18,,
2004-12-02,33.89,,
2004-12-03,34.09,,
2004-12-06,34.33,,
2004-12-07,33.96,,
2004-12-08,33.89,,
2004-12-09,33.73,,
2004-12-10,34.07,,
2004-12-13,34.6,,
2004-12-14,34.81,,
2004-12-15,34.28,,
2004-12-16,34.28,,
2004-12-17,34.44,,
2004-12-20,34.5,,
2004-12-21,34.22,,
2004-12-22,33.96,,
2004-12-23,34.26,,
2004-12-27,34.02,,
2004-12-28,34.42,,
2004-12-29,34.65,,
2004-12-30,34.85,,
2004-12-31,35.47,,
2005-01-03,34.8,,
2005-01-04,34.29,,
2005-01-05,33.65,,
2005-01-06,34.1,,
2005-01-07,34.34,,
2005-01-10,33.85,,
2005-01-11,33.65,,
2005-01-12,33.44,,
2005-01-13,33.34,,
2005-01-14,33.41,,
2005-01-18,33.68,,
2005-01-19,33.63,,
2005-01-20,33.21,,
2005-01-21,32.79,,
2005-01-24,32.87,,
2005-01-25,32.94,,
2005-01-26,33.0,,
2005-01-27,32.79,,
2005-01-28,32.52,,
2005-01-31,32.6,,
2005-02-01,33.0,,
2005-02-02,34.05,,
2005-02-03,33.49,,
2005-02-04,33.73,,
2005-02-07,33.93,,
2005-02-08,33.44,,
2005-02-09,33.06,,
2005-02-10,33.15,,
2005-02-11,33.52,,
2005-02-14,33.42,,
2005-02-15,33.44,,
2005-02-16,33.55,,
2005-02-17,33.4,,
2005-02-18,33.35,,
2005-02-22,33.15,,
2005-02-23,33.32,,
2005-02-24,33.35,,
2005-02-25,33.66,,
2005-02-28,33.64,,
2005-03-01,34.22,,
2005-03-02,34.1,,
2005-03-03,34.08,,
2005-03-04,34.45,,
2005-03-07,34.44,,
2005-03-08,34.72,,
2005-03-09,34.55,,
2005-03-10,34.74,,
2005-03-11,34.41,,
2005-03-14,34.3,,
2005-03-15,33.77,,
2005-03-16,33.56,,
2005-03-17,33.5,,
2005-03-18,33.38,,
2005-03-21,33.3,,
2005-03-22,33.08,,
2005-03-23,33.09,,
2005-03-24,32.99,,
2005-03-28,33.18,,
2005-03-29,32.95,,
2005-03-30,32.93,,
2005-03-31,32.84,,
2005-04-01,32.84,,
2005-04-04,32.66,,
2005-04-05,32.76,,
2005-04-06,32.83,,
2005-04-07,32.89,,
2005-04-08,32.87,,
2005-04-11,32.96,,
2005-04-12,33.12,,
2005-04-13,32.7,,
2005-04-14,32.25,,
2005-04-15,31.44,,
2005-04-18,31.38,,
2005-04-19,31.47,,
2005-04-20,31.0,,
2005-04-21,31.28,,
2005-04-22,30.97,,
2005-04-25,30.61,,
2005-04-26,30.5,,
2005-04-27,30.51,,
2005-04-28,30.26,,
2005-04-29,30.69,,
2005-05-02,31.14,,
2005-05-03,31.12,,
2005-05-04,31.15,,
2005-05-05,30.76,,
2005-05-06,30.48,,
2005-05-09,30.43,,
2005-05-10,30.47,,
2005-05-11,30.33,,
2005-05-12,30.35,,
2005-05-13,30.32,,
2005-05-16,30.6,,
2005-05-17,30.88,,
2005-05-18,31.49,,
2005-05-19,32.01,,
2005-05-20,32.0,,
2005-05-23,32.17,,
2005-05-24,31.9,,
2005-05-25,32.04,,
2005-05-26,32.31,,
2005-05-27,32.35,,
2005-05-31,32.79,,
2005-06-01,32.5,,
2005-06-02,32.61,,
2005-06-03,32.59,,
2005-06-06,33.04,,
2005-06-07,33.23,,
2005-06-08,33.57,,
2005-06-09,33.85,,
2005-06-10,33.86,,
2005-06-13,33.94,,
2005-06-14,33.99,,
2005-06-15,34.36,,
2005-06-16,33.98,,
2005-06-17,34.84,,
2005-06-20,34.95,,
2005-06-21,34.87,,
2005-06-22,34.87,,
2005-06-23,34.76,,
2005-06-24,34.03,,
2005-06-27,33.98,,
2005-06-28,34.4,,
2005-06-29,34.47,,
2005-06-30,34.63,,
2005-07-01,34.76,,
2005-07-05,34.37,,
2005-07-06,34.0,,
2005-07-07,33.7,,
2005-07-08,33.62,,
2005-07-11,33.97,,
2005-07-12,34.01,,
2005-07-13,34.1,,
2005-07-14,34.2,,
2005-07-15,34.29,,
2005-07-18,33.85,,
2005-07-19,33.87,,
2005-07-20,33.82,,
2005-07-21,33.56,,
2005-07-22,33.53,,
2005-07-25,33.54,,
2005-07-26,33.58,,
2005-07-27,33.6,,
2005-07-28,34.5,,
2005-07-29,34.37,,
2005-08-01,34.81,,
2005-08-02,35.06,,
2005-08-03,35.55,,
2005-08-04,36.02,,
2005-08-05,36.22,,
2005-08-08,35.89,,
2005-08-09,35.82,,
2005-08-10,36.15,,
2005-08-11,36.28,,
2005-08-12,35.88,,
2005-08-15,35.65,,
2005-08-16,35.44,,
2005-08-17,35.55,,
2005-08-18,35.4,,
2005-08-19,35.46,,
2005-08-22,35.62,,
2005-08-23,35.77,,
2005-08-24,35.56,,
2005-08-25,35.53,,
2005-08-26,35.3,,
2005-08-29,35.44,,
2005-08-30,35.67,,
2005-08-31,35.9,,
2005-09-01,36.1,,
2005-09-02,35.55,,
2005-09-06,35.79,,
2005-09-07,35.67,,
2005-09-08,35.4,,
2005-09-09,35.66,,
2005-09-12,36.13,,
2005-09-13,35.89,,
2005-09-14,35.52,,
2005-09-15,34.98,,
2005-09-16,34.89,,
2005-09-19,34.8,,
2005-09-20,34.63,,
2005-09-21,34.22,,
2005-09-22,34.11,,
2005-09-23,33.56,,
2005-09-26,33.49,,
2005-09-27,33.45,,
2005-09-28,33.86,,
2005-09-29,34.85,,
2005-09-30,34.98,,
2005-10-03,35.1,,
2005-10-04,34.56,,
2005-10-05,34.12,,
2005-10-06,33.44,,
2005-10-07,33.59,,
2005-10-10,33.59,,
2005-10-11,32.8,,
2005-10-12,32.64,,
2005-10-13,32.57,,
2005-10-14,32.5,,
2005-10-17,32.62,,
2005-10-18,32.09,,
2005-10-19,31.9,,
2005-10-20,31.77,,
2005-10-21,32.13,,
2005-10-24,32.17,,
2005-10-25,32.96,,
2005-10-26,32.69,,
2005-10-27,31.98,,
2005-10-28,32.04,,
2005-10-31,32.73,,
2005-11-01,32.18,,
2005-11-02,32.84,,
2005-11-03,33.2,,
2005-11-04,33.18,,
2005-11-07,32.88,,
2005-11-08,32.63,,
2005-11-09,32.14,,
2005-11-10,32.51,,
2005-11-11,32.35,,
2005-11-14,32.02,,
2005-11-15,31.8,,
2005-11-16,32.04,,
2005-11-17,32.29,,
2005-11-18,33.12,,
2005-11-21,33.14,,
2005-11-22,32.72,,
2005-11-23,32.97,,
2005-11-25,33.13,,
2005-11-28,32.73,,
2005-11-29,32.83,,
2005-11-30,33.1,,
2005-12-01,32.71,,
2005-12-02,33.28,,
2005-12-05,33.15,,
2005-12-06,32.87,,
2005-12-07,33.13,,
2005-12-08,32.36,,
2005-12-09,33.05,,
2005-12-12,33.61,,
2005-12-13,33.86,,
2005-12-14,34.25,,
2005-12-15,33.89,,
2005-12-16,33.76,,
2005-12-19,33.56,,
2005-12-20,33.2,,
2005-12-21,33.3,,
2005-12-22,33.38,,
2005-12-23,33.45,,
2005-12-27,33.33,,
2005-12-28,33.32,,
2005-12-29,33.52,,
2005-12-30,33.16,,
2006-01-03,33.11,,
2006-01-04,33.48,,
2006-01-05,33.2,,
2006-01-06,33.5,,
2006-01-09,33.26,,
2006-01-10,32.84,,
2006-01-11,32.85,,
2006-01-12,33.1,,
2006-01-13,33.14,,
2006-01-17,32.92,,
2006-01-18,34.18,,
2006-01-19,34.14,,
2006-01-20,33.67,,
2006-01-23,33.4,,
2006-01-24,33.73,,
2006-01-25,33.97,,
2006-01-26,33.72,,
2006-01-27,33.75,,
2006-01-30,33.88,,
2006-01-31,33.3,,
2006-02-01,33.5,,
2006-02-02,34.38,,
2006-02-03,34.03,,
2006-02-06,34.34,,
2006-02-07,34.55,,
2006-02-08,34.46,,
2006-02-09,34.68,,
2006-02-10,34.82,,
2006-02-13,34.93,,
2006-02-14,35.19,,
2006-02-15,34.74,,
2006-02-16,35.35,,
2006-02-17,35.41,,
2006-02-21,34.83,,
2006-02-22,36.39,,
2006-02-23,36.85,,
2006-02-24,36.42,,
2006-02-27,36.66,,
2006-02-28,35.98,,
2006-03-01,36.63,,
2006-03-02,36.7,,
2006-03-03,36.49,,
2006-03-06,36.47,,
2006-03-07,36.33,,
2006-03-08,36.22,,
2006-03-09,36.45,,
2006-03-10,36.91,,
2006-03-13,37.18,,
2006-03-14,37.43,,
