date,INCY,INCY_EPS,PE Ratio
2003-10-15,5.24,-1.17,-4.478632478632479
2003-10-16,5.26,-1.17,-4.495726495726496
2003-10-17,5.36,-1.17,-4.581196581196582
2003-10-20,5.37,-1.17,-4.58974358974359
2003-10-21,5.41,-1.17,-4.623931623931624
2003-10-22,5.3,-1.17,-4.52991452991453
2003-10-23,5.38,-1.17,-4.598290598290599
2003-10-24,5.31,-1.17,-4.538461538461538
2003-10-27,5.4,-1.17,-4.615384615384616
2003-10-28,5.37,-1.17,-4.58974358974359
2003-10-29,5.3,-1.17,-4.52991452991453
2003-10-30,5.31,-1.17,-4.538461538461538
2003-10-31,5.28,-1.17,-4.512820512820514
2003-11-03,5.29,-1.17,-4.521367521367521
2003-11-04,5.5,-1.17,-4.700854700854701
2003-11-05,5.28,-1.17,-4.512820512820514
2003-11-06,5.41,-1.17,-4.623931623931624
2003-11-07,6.0,-1.17,-5.128205128205129
2003-11-10,5.75,-1.17,-4.914529914529915
2003-11-11,5.49,-1.17,-4.6923076923076925
2003-11-12,5.91,-1.17,-5.051282051282052
2003-11-13,5.75,-1.77,-3.248587570621469
2003-11-14,5.36,-1.77,-3.0282485875706215
2003-11-17,5.25,-1.77,-2.9661016949152543
2003-11-18,5.16,-1.77,-2.915254237288136
2003-11-19,5.28,-1.77,-2.983050847457627
2003-11-20,5.14,-1.77,-2.9039548022598867
2003-11-21,5.18,-1.77,-2.926553672316384
2003-11-24,5.7,-1.77,-3.2203389830508473
2003-11-25,5.83,-1.77,-3.2937853107344632
2003-11-26,6.17,-1.77,-3.485875706214689
2003-11-28,6.05,-1.77,-3.4180790960451977
2003-12-01,6.56,-1.77,-3.7062146892655363
2003-12-02,6.82,-1.77,-3.8531073446327686
2003-12-03,6.4,-1.77,-3.615819209039548
2003-12-04,6.6,-1.77,-3.7288135593220337
2003-12-05,6.25,-1.77,-3.5310734463276834
2003-12-08,6.15,-1.77,-3.4745762711864407
2003-12-09,6.03,-1.77,-3.4067796610169494
2003-12-10,5.88,-1.77,-3.3220338983050848
2003-12-11,6.42,-1.77,-3.6271186440677967
2003-12-12,6.59,-1.77,-3.7231638418079096
2003-12-15,6.2,-1.77,-3.5028248587570623
2003-12-16,6.46,-1.77,-3.6497175141242937
2003-12-17,6.37,-1.77,-3.598870056497175
2003-12-18,6.37,-1.77,-3.598870056497175
2003-12-19,6.14,-1.77,-3.468926553672316
2003-12-22,6.37,-1.77,-3.598870056497175
2003-12-23,6.65,-1.77,-3.7570621468926557
2003-12-24,6.65,-1.77,-3.7570621468926557
2003-12-26,6.61,-1.77,-3.7344632768361583
2003-12-29,6.83,-1.77,-3.8587570621468927
2003-12-30,6.91,-1.77,-3.903954802259887
2003-12-31,6.84,-1.77,-3.864406779661017
2004-01-02,6.82,-1.77,-3.8531073446327686
2004-01-05,7.28,-1.77,-4.112994350282486
2004-01-06,7.35,-1.77,-4.1525423728813555
2004-01-07,7.6,-1.77,-4.293785310734463
2004-01-08,8.17,-1.77,-4.615819209039548
2004-01-09,8.58,-1.77,-4.8474576271186445
2004-01-12,8.49,-1.77,-4.796610169491525
2004-01-13,8.59,-1.77,-4.853107344632768
2004-01-14,9.36,-1.77,-5.288135593220338
2004-01-15,8.89,-1.77,-5.022598870056497
2004-01-16,9.39,-1.77,-5.305084745762712
2004-01-20,9.48,-1.77,-5.3559322033898304
2004-01-21,9.46,-1.77,-5.344632768361582
2004-01-22,8.77,-1.77,-4.954802259887005
2004-01-23,9.35,-1.77,-5.2824858757062145
2004-01-26,9.9,-1.77,-5.593220338983051
2004-01-27,9.41,-1.77,-5.31638418079096
2004-01-28,8.9,-1.77,-5.028248587570622
2004-01-29,8.68,-1.77,-4.903954802259887
2004-01-30,8.92,-1.77,-5.03954802259887
2004-02-02,9.71,-1.77,-5.4858757062146895
2004-02-03,9.42,-1.77,-5.322033898305085
2004-02-04,8.74,-1.77,-4.937853107344633
2004-02-05,8.72,-1.77,-4.926553672316384
2004-02-06,8.87,-1.77,-5.011299435028248
2004-02-09,9.09,-1.77,-5.135593220338983
2004-02-10,9.4,-1.77,-5.3107344632768365
2004-02-11,9.21,-1.77,-5.203389830508475
2004-02-12,8.31,-1.77,-4.694915254237288
2004-02-13,8.19,-1.77,-4.627118644067797
2004-02-17,8.35,-1.77,-4.7175141242937855
2004-02-18,8.34,-1.77,-4.711864406779661
2004-02-19,8.37,-1.77,-4.728813559322034
2004-02-20,8.26,-1.77,-4.666666666666666
2004-02-23,7.98,-1.77,-4.508474576271187
2004-02-24,8.16,-1.77,-4.610169491525424
2004-02-25,8.28,-1.77,-4.677966101694915
2004-02-26,8.36,-1.77,-4.723163841807909
2004-02-27,8.64,-1.77,-4.88135593220339
2004-03-01,8.73,-1.77,-4.932203389830509
2004-03-02,8.71,-1.77,-4.92090395480226
2004-03-03,9.03,-1.77,-5.101694915254237
2004-03-04,9.35,-1.77,-5.2824858757062145
2004-03-05,9.46,-1.77,-5.344632768361582
2004-03-08,9.01,-1.77,-5.090395480225989
2004-03-09,8.68,-1.77,-4.903954802259887
2004-03-10,8.42,-1.77,-4.757062146892656
2004-03-11,8.25,-1.77,-4.661016949152542
2004-03-12,8.69,-1.77,-4.909604519774011
2004-03-15,7.85,-2.33,-3.369098712446352
2004-03-16,7.73,-2.33,-3.3175965665236054
2004-03-17,8.54,-2.33,-3.6652360515021454
2004-03-18,8.45,-2.33,-3.6266094420600856
2004-03-19,8.37,-2.33,-3.5922746781115875
2004-03-22,8.04,-2.33,-3.450643776824034
2004-03-23,7.86,-2.33,-3.3733905579399144
2004-03-24,7.61,-2.33,-3.2660944206008584
2004-03-25,8.0,-2.33,-3.4334763948497855
2004-03-26,7.93,-2.33,-3.4034334763948495
2004-03-29,8.23,-2.33,-3.532188841201717
2004-03-30,8.46,-2.33,-3.630901287553648
2004-03-31,8.31,-2.33,-3.5665236051502145
2004-04-01,8.22,-2.33,-3.5278969957081547
2004-04-02,8.57,-2.33,-3.6781115879828326
2004-04-05,8.49,-2.33,-3.643776824034335
2004-04-06,8.53,-2.33,-3.6609442060085833
2004-04-07,8.41,-2.33,-3.609442060085837
2004-04-08,8.09,-2.33,-3.4721030042918453
2004-04-12,7.95,-2.33,-3.412017167381974
2004-04-13,7.58,-2.33,-3.2532188841201717
2004-04-14,7.65,-2.33,-3.2832618025751072
2004-04-15,7.63,-2.33,-3.2746781115879826
2004-04-16,8.03,-2.33,-3.446351931330472
2004-04-19,8.26,-2.33,-3.545064377682403
2004-04-20,7.86,-2.33,-3.3733905579399144
2004-04-21,8.09,-2.33,-3.4721030042918453
2004-04-22,8.26,-2.33,-3.545064377682403
2004-04-23,8.0,-2.33,-3.4334763948497855
2004-04-26,8.24,-2.33,-3.536480686695279
2004-04-27,8.27,-2.33,-3.549356223175965
2004-04-28,7.78,-2.33,-3.3390557939914163
2004-04-29,7.74,-2.33,-3.3218884120171674
2004-04-30,7.95,-2.33,-3.412017167381974
2004-05-03,7.75,-2.33,-3.3261802575107295
2004-05-04,7.3,-2.33,-3.133047210300429
2004-05-05,7.85,-2.33,-3.369098712446352
2004-05-06,7.53,-2.33,-3.2317596566523603
2004-05-07,7.3,-0.52,-14.038461538461538
2004-05-10,7.06,-0.52,-13.576923076923075
2004-05-11,7.21,-0.52,-13.865384615384615
2004-05-12,7.48,-0.52,-14.384615384615385
2004-05-13,7.32,-0.52,-14.076923076923077
2004-05-14,7.07,-0.52,-13.596153846153847
2004-05-17,6.79,-0.52,-13.057692307692307
2004-05-18,7.0,-0.52,-13.461538461538462
2004-05-19,6.79,-0.52,-13.057692307692307
2004-05-20,6.71,-0.52,-12.903846153846153
2004-05-21,6.77,-0.52,-13.019230769230768
2004-05-24,6.81,-0.52,-13.096153846153845
2004-05-25,7.02,-0.52,-13.499999999999998
2004-05-26,7.47,-0.52,-14.365384615384615
2004-05-27,7.49,-0.52,-14.403846153846153
2004-05-28,7.17,-0.52,-13.788461538461538
2004-06-01,7.17,-0.52,-13.788461538461538
2004-06-02,7.48,-0.52,-14.384615384615385
2004-06-03,7.25,-0.52,-13.942307692307692
2004-06-04,7.2,-0.52,-13.846153846153847
2004-06-07,7.25,-0.52,-13.942307692307692
2004-06-08,7.29,-0.52,-14.019230769230768
2004-06-09,7.0,-0.52,-13.461538461538462
2004-06-10,6.93,-0.52,-13.326923076923077
2004-06-14,6.6,-0.52,-12.692307692307692
2004-06-15,6.8,-0.52,-13.076923076923077
2004-06-16,6.99,-0.52,-13.442307692307692
2004-06-17,6.74,-0.52,-12.961538461538462
2004-06-18,6.71,-0.52,-12.903846153846153
2004-06-21,6.6,-0.52,-12.692307692307692
2004-06-22,6.64,-0.52,-12.769230769230768
2004-06-23,7.05,-0.52,-13.557692307692307
2004-06-24,7.1,-0.52,-13.653846153846153
2004-06-25,6.96,-0.52,-13.384615384615383
2004-06-28,7.02,-0.52,-13.499999999999998
2004-06-29,7.4,-0.52,-14.230769230769232
2004-06-30,7.64,-0.52,-14.692307692307692
2004-07-01,7.46,-0.52,-14.346153846153845
2004-07-02,7.62,-0.52,-14.653846153846153
2004-07-06,7.22,-0.52,-13.884615384615383
2004-07-07,7.07,-0.52,-13.596153846153847
2004-07-08,6.74,-0.52,-12.961538461538462
2004-07-09,6.8,-0.52,-13.076923076923077
2004-07-12,6.46,-0.52,-12.423076923076923
2004-07-13,6.7,-0.52,-12.884615384615385
2004-07-14,6.76,-0.52,-13.0
2004-07-15,6.7,-0.52,-12.884615384615385
2004-07-16,6.35,-0.52,-12.21153846153846
2004-07-19,6.27,-0.52,-12.057692307692307
2004-07-20,6.5,-0.52,-12.5
2004-07-21,6.27,-0.52,-12.057692307692307
2004-07-22,6.18,-0.52,-11.884615384615383
2004-07-23,5.82,-0.52,-11.192307692307692
2004-07-26,5.5,-0.52,-10.576923076923077
2004-07-27,5.76,-0.52,-11.076923076923077
2004-07-28,5.74,-0.52,-11.038461538461538
2004-07-29,5.91,-0.52,-11.365384615384615
2004-07-30,6.13,-0.52,-11.788461538461538
2004-08-02,6.04,-0.52,-11.615384615384615
2004-08-03,5.85,-0.52,-11.249999999999998
2004-08-04,6.08,-0.52,-11.692307692307692
2004-08-05,5.81,-0.52,-11.173076923076922
2004-08-06,5.6,-1.39,-4.028776978417266
2004-08-09,5.6,-1.39,-4.028776978417266
2004-08-10,5.73,-1.39,-4.122302158273382
2004-08-11,5.95,-1.39,-4.280575539568345
2004-08-12,5.45,-1.39,-3.9208633093525185
2004-08-13,5.49,-1.39,-3.9496402877697845
2004-08-16,5.7,-1.39,-4.100719424460432
2004-08-17,5.92,-1.39,-4.258992805755396
2004-08-18,6.28,-1.39,-4.517985611510792
2004-08-19,6.25,-1.39,-4.496402877697842
2004-08-20,6.69,-1.39,-4.81294964028777
2004-08-23,6.39,-1.39,-4.597122302158273
2004-08-24,6.65,-1.39,-4.784172661870504
2004-08-25,6.97,-1.39,-5.014388489208633
2004-08-26,6.72,-1.39,-4.83453237410072
2004-08-27,7.1,-1.39,-5.107913669064748
2004-08-30,6.77,-1.39,-4.870503597122302
2004-08-31,6.83,-1.39,-4.913669064748202
2004-09-01,6.97,-1.39,-5.014388489208633
2004-09-02,7.02,-1.39,-5.0503597122302155
2004-09-03,7.1,-1.39,-5.107913669064748
2004-09-07,7.64,-1.39,-5.496402877697842
2004-09-08,7.73,-1.39,-5.561151079136692
2004-09-09,7.94,-1.39,-5.712230215827339
2004-09-10,8.18,-1.39,-5.884892086330935
2004-09-13,8.46,-1.39,-6.0863309352518
2004-09-14,8.74,-1.39,-6.287769784172663
2004-09-15,8.75,-1.39,-6.294964028776979
2004-09-16,8.44,-1.39,-6.071942446043166
2004-09-17,8.63,-1.39,-6.208633093525181
2004-09-20,8.93,-1.39,-6.424460431654676
2004-09-21,9.61,-1.39,-6.913669064748201
2004-09-22,9.21,-1.39,-6.625899280575541
2004-09-23,9.16,-1.39,-6.589928057553958
2004-09-24,9.05,-1.39,-6.510791366906476
2004-09-27,8.81,-1.39,-6.338129496402878
2004-09-28,9.17,-1.39,-6.597122302158274
2004-09-29,9.37,-1.39,-6.741007194244604
2004-09-30,9.63,-1.39,-6.928057553956836
2004-10-01,9.92,-1.39,-7.136690647482014
2004-10-04,10.96,-1.39,-7.884892086330937
2004-10-05,10.17,-1.39,-7.316546762589929
2004-10-06,10.73,-1.39,-7.7194244604316555
2004-10-07,10.21,-1.39,-7.345323741007196
2004-10-08,10.29,-1.39,-7.402877697841727
2004-10-11,10.29,-1.39,-7.402877697841727
2004-10-12,10.42,-1.39,-7.496402877697842
2004-10-13,9.74,-1.39,-7.007194244604317
2004-10-14,9.66,-1.39,-6.9496402877697845
2004-10-15,9.9,-1.39,-7.122302158273382
2004-10-18,10.03,-1.39,-7.215827338129497
2004-10-19,9.83,-1.39,-7.071942446043166
2004-10-20,10.0,-1.39,-7.194244604316547
2004-10-21,10.25,-1.39,-7.374100719424461
2004-10-22,10.26,-1.39,-7.381294964028777
2004-10-25,10.41,-1.39,-7.489208633093526
2004-10-26,10.16,-1.39,-7.309352517985612
2004-10-27,10.09,-1.39,-7.258992805755396
2004-10-28,10.05,-1.39,-7.230215827338131
2004-10-29,10.4,-1.39,-7.482014388489209
2004-11-01,10.38,-1.39,-7.467625899280576
2004-11-02,9.75,-1.39,-7.014388489208634
2004-11-03,9.51,-1.39,-6.841726618705036
2004-11-04,9.01,-1.39,-6.482014388489209
2004-11-05,9.59,-1.74,-5.511494252873563
2004-11-08,9.75,-1.74,-5.603448275862069
2004-11-09,10.08,-1.74,-5.793103448275862
2004-11-10,10.15,-1.74,-5.833333333333334
2004-11-11,10.41,-1.74,-5.982758620689656
2004-11-12,10.18,-1.74,-5.850574712643678
2004-11-15,10.12,-1.74,-5.816091954022988
2004-11-16,10.07,-1.74,-5.787356321839081
2004-11-17,10.05,-1.74,-5.775862068965518
2004-11-18,10.07,-1.74,-5.787356321839081
2004-11-19,10.0,-1.74,-5.747126436781609
2004-11-22,10.03,-1.74,-5.764367816091954
2004-11-23,10.07,-1.74,-5.787356321839081
2004-11-24,10.13,-1.74,-5.82183908045977
2004-11-26,10.16,-1.74,-5.839080459770115
2004-11-29,10.35,-1.74,-5.948275862068965
2004-11-30,10.27,-1.74,-5.902298850574712
2004-12-01,10.49,-1.74,-6.028735632183908
2004-12-02,10.68,-1.74,-6.137931034482759
2004-12-03,10.9,-1.74,-6.264367816091954
2004-12-06,10.61,-1.74,-6.097701149425287
2004-12-07,10.02,-1.74,-5.758620689655173
2004-12-08,10.08,-1.74,-5.793103448275862
2004-12-09,10.18,-1.74,-5.850574712643678
2004-12-10,10.27,-1.74,-5.902298850574712
2004-12-13,10.67,-1.74,-6.132183908045977
2004-12-14,10.48,-1.74,-6.022988505747127
2004-12-15,10.51,-1.74,-6.040229885057471
2004-12-16,10.22,-1.74,-5.873563218390805
2004-12-17,10.29,-1.74,-5.913793103448276
2004-12-20,9.95,-1.74,-5.718390804597701
2004-12-21,10.01,-1.74,-5.75287356321839
2004-12-22,9.79,-1.74,-5.626436781609195
2004-12-23,9.88,-1.74,-5.678160919540231
2004-12-27,9.92,-1.74,-5.7011494252873565
2004-12-28,10.22,-1.74,-5.873563218390805
2004-12-29,9.98,-1.74,-5.735632183908046
2004-12-30,10.0,-1.74,-5.747126436781609
2004-12-31,9.99,-1.74,-5.741379310344827
2005-01-03,9.64,-1.74,-5.540229885057472
2005-01-04,9.27,-1.74,-5.327586206896552
2005-01-05,9.25,-1.74,-5.316091954022989
2005-01-06,9.3,-1.74,-5.344827586206897
2005-01-07,9.11,-1.74,-5.235632183908046
2005-01-10,9.66,-1.74,-5.551724137931035
2005-01-11,9.34,-1.74,-5.3678160919540225
2005-01-12,9.03,-1.74,-5.189655172413793
2005-01-13,8.93,-1.74,-5.132183908045977
2005-01-14,8.98,-1.74,-5.1609195402298855
2005-01-18,8.99,-1.74,-5.166666666666667
2005-01-19,9.26,-1.74,-5.32183908045977
2005-01-20,8.94,-1.74,-5.137931034482758
2005-01-21,8.97,-1.74,-5.155172413793104
2005-01-24,8.68,-1.74,-4.988505747126436
2005-01-25,8.8,-1.74,-5.057471264367816
2005-01-26,9.0,-1.74,-5.172413793103448
2005-01-27,8.86,-1.74,-5.091954022988506
2005-01-28,8.8,-1.74,-5.057471264367816
2005-01-31,8.96,-1.74,-5.149425287356323
2005-02-01,9.25,-1.74,-5.316091954022989
2005-02-02,9.22,-1.74,-5.298850574712644
2005-02-03,9.13,-1.74,-5.24712643678161
2005-02-04,9.39,-1.74,-5.3965517241379315
2005-02-07,9.12,-1.74,-5.241379310344827
2005-02-08,8.97,-1.74,-5.155172413793104
2005-02-09,8.57,-1.74,-4.92528735632184
2005-02-10,8.5,-1.74,-4.885057471264368
2005-02-11,8.62,-1.74,-4.954022988505747
2005-02-14,8.65,-1.74,-4.971264367816092
2005-02-15,8.75,-1.74,-5.028735632183908
2005-02-16,8.67,-1.74,-4.982758620689655
2005-02-17,8.38,-1.74,-4.816091954022989
2005-02-18,8.23,-1.74,-4.7298850574712645
2005-02-22,7.99,-1.74,-4.591954022988506
2005-02-23,8.17,-1.74,-4.695402298850575
2005-02-24,8.06,-1.74,-4.6321839080459775
2005-02-25,8.82,-1.74,-5.06896551724138
2005-02-28,8.73,-1.74,-5.017241379310345
2005-03-01,8.52,-1.74,-4.896551724137931
2005-03-02,8.08,-1.74,-4.64367816091954
2005-03-03,7.7,-1.74,-4.42528735632184
2005-03-04,7.43,-1.74,-4.2701149425287355
2005-03-07,7.03,-1.74,-4.040229885057472
2005-03-08,7.0,-1.74,-4.022988505747127
2005-03-09,7.24,-1.74,-4.1609195402298855
2005-03-10,7.22,-1.74,-4.149425287356322
2005-03-11,7.63,-2.19,-3.4840182648401825
2005-03-14,7.67,-2.19,-3.502283105022831
2005-03-15,7.5,-2.19,-3.4246575342465753
2005-03-16,7.32,-2.19,-3.3424657534246576
2005-03-17,7.34,-2.19,-3.3515981735159817
2005-03-18,7.3,-2.19,-3.3333333333333335
2005-03-21,7.24,-2.19,-3.3059360730593608
2005-03-22,7.11,-2.19,-3.2465753424657535
2005-03-23,7.21,-2.19,-3.2922374429223744
2005-03-24,7.25,-2.19,-3.310502283105023
2005-03-28,6.92,-2.19,-3.1598173515981736
2005-03-29,6.59,-2.19,-3.009132420091324
2005-03-30,6.88,-2.19,-3.141552511415525
2005-03-31,6.83,-2.19,-3.118721461187215
2005-04-01,6.7,-2.19,-3.0593607305936072
2005-04-04,6.55,-2.19,-2.990867579908676
2005-04-05,6.64,-2.19,-3.0319634703196345
2005-04-06,6.8,-2.19,-3.105022831050228
2005-04-07,7.09,-2.19,-3.2374429223744294
2005-04-08,6.9,-2.19,-3.1506849315068495
2005-04-11,6.97,-2.19,-3.182648401826484
2005-04-12,7.21,-2.19,-3.2922374429223744
2005-04-13,7.05,-2.19,-3.219178082191781
2005-04-14,7.1,-2.19,-3.2420091324200913
2005-04-15,7.03,-2.19,-3.2100456621004567
2005-04-18,6.89,-2.19,-3.146118721461187
2005-04-19,6.95,-2.19,-3.17351598173516
2005-04-20,6.84,-2.19,-3.1232876712328768
2005-04-21,7.06,-2.19,-3.2237442922374426
2005-04-22,7.06,-2.19,-3.2237442922374426
2005-04-25,7.03,-2.19,-3.2100456621004567
2005-04-26,7.07,-2.19,-3.2283105022831053
2005-04-27,6.96,-2.19,-3.178082191780822
2005-04-28,6.65,-2.19,-3.0365296803652972
2005-04-29,6.55,-2.19,-2.990867579908676
2005-05-02,6.95,-2.19,-3.17351598173516
2005-05-03,6.82,-2.19,-3.1141552511415527
2005-05-04,7.36,-2.19,-3.360730593607306
2005-05-05,7.94,-2.19,-3.625570776255708
2005-05-06,7.95,-0.24,-33.125
2005-05-09,8.11,-0.24,-33.791666666666664
2005-05-10,8.3,-0.24,-34.583333333333336
2005-05-11,8.43,-0.24,-35.125
2005-05-12,8.08,-0.24,-33.66666666666667
2005-05-13,7.84,-0.24,-32.666666666666664
2005-05-16,8.03,-0.24,-33.45833333333333
2005-05-17,7.94,-0.24,-33.083333333333336
2005-05-18,7.98,-0.24,-33.25
2005-05-19,8.1,-0.24,-33.75
2005-05-20,7.95,-0.24,-33.125
2005-05-23,7.93,-0.24,-33.041666666666664
2005-05-24,7.89,-0.24,-32.875
2005-05-25,7.7,-0.24,-32.083333333333336
2005-05-26,7.57,-0.24,-31.541666666666668
2005-05-27,7.65,-0.24,-31.875000000000004
2005-05-31,7.63,-0.24,-31.791666666666668
2005-06-01,7.68,-0.24,-32.0
2005-06-02,7.62,-0.24,-31.75
2005-06-03,7.37,-0.24,-30.708333333333336
2005-06-06,7.1,-0.24,-29.583333333333332
2005-06-07,7.23,-0.24,-30.125000000000004
2005-06-08,7.15,-0.24,-29.791666666666668
2005-06-09,7.16,-0.24,-29.833333333333336
2005-06-10,7.2,-0.24,-30.000000000000004
2005-06-13,7.26,-0.24,-30.25
2005-06-14,7.21,-0.24,-30.041666666666668
2005-06-15,6.93,-0.24,-28.875
2005-06-16,7.07,-0.24,-29.458333333333336
2005-06-17,7.14,-0.24,-29.75
2005-06-20,7.3,-0.24,-30.416666666666668
2005-06-21,7.25,-0.24,-30.208333333333336
2005-06-22,7.75,-0.24,-32.29166666666667
2005-06-23,7.57,-0.24,-31.541666666666668
2005-06-24,7.47,-0.24,-31.125
2005-06-27,7.1,-0.24,-29.583333333333332
2005-06-28,7.2,-0.24,-30.000000000000004
2005-06-29,7.3,-0.24,-30.416666666666668
2005-06-30,7.15,-0.24,-29.791666666666668
2005-07-01,7.36,-0.24,-30.666666666666668
2005-07-05,7.79,-0.24,-32.458333333333336
2005-07-06,7.95,-0.24,-33.125
2005-07-07,7.92,-0.24,-33.0
2005-07-08,8.53,-0.24,-35.541666666666664
2005-07-11,8.57,-0.24,-35.708333333333336
2005-07-12,8.66,-0.24,-36.083333333333336
2005-07-13,8.6,-0.24,-35.833333333333336
2005-07-14,8.73,-0.24,-36.375
2005-07-15,8.95,-0.24,-37.291666666666664
2005-07-18,8.84,-0.24,-36.833333333333336
2005-07-19,8.87,-0.24,-36.95833333333333
2005-07-20,8.9,-0.24,-37.083333333333336
2005-07-21,8.82,-0.24,-36.75
2005-07-22,8.76,-0.24,-36.5
2005-07-25,7.42,-0.24,-30.916666666666668
2005-07-26,8.02,-0.24,-33.416666666666664
2005-07-27,7.85,-0.24,-32.708333333333336
2005-07-28,8.05,-0.24,-33.54166666666667
2005-07-29,7.97,-0.24,-33.208333333333336
2005-08-01,8.09,-0.24,-33.708333333333336
2005-08-02,7.96,-0.24,-33.166666666666664
2005-08-03,7.83,-0.24,-32.625
2005-08-04,7.86,-0.24,-32.75
2005-08-05,7.56,-0.54,-13.999999999999998
2005-08-08,7.25,-0.54,-13.425925925925926
2005-08-09,7.25,-0.54,-13.425925925925926
2005-08-10,7.3,-0.54,-13.518518518518517
2005-08-11,7.34,-0.54,-13.592592592592592
2005-08-12,7.24,-0.54,-13.407407407407407
2005-08-15,7.35,-0.54,-13.611111111111109
2005-08-16,7.44,-0.54,-13.777777777777777
2005-08-17,7.3,-0.54,-13.518518518518517
2005-08-18,7.13,-0.54,-13.203703703703702
2005-08-19,7.09,-0.54,-13.129629629629628
2005-08-22,7.05,-0.54,-13.055555555555554
2005-08-23,7.03,-0.54,-13.018518518518517
2005-08-24,7.24,-0.54,-13.407407407407407
2005-08-25,7.25,-0.54,-13.425925925925926
2005-08-26,7.18,-0.54,-13.296296296296294
2005-08-29,7.37,-0.54,-13.648148148148147
2005-08-30,7.27,-0.54,-13.462962962962962
2005-08-31,7.36,-0.54,-13.62962962962963
2005-09-01,7.62,-0.54,-14.11111111111111
2005-09-02,7.53,-0.54,-13.944444444444445
2005-09-06,7.73,-0.54,-14.314814814814815
2005-09-07,7.82,-0.54,-14.481481481481481
2005-09-08,7.91,-0.54,-14.648148148148147
2005-09-09,7.93,-0.54,-14.685185185185183
2005-09-12,8.11,-0.54,-15.018518518518517
2005-09-13,7.91,-0.54,-14.648148148148147
2005-09-14,7.67,-0.54,-14.203703703703702
2005-09-15,7.67,-0.54,-14.203703703703702
2005-09-16,7.64,-0.54,-14.148148148148147
2005-09-19,7.56,-0.54,-13.999999999999998
2005-09-20,7.28,-0.54,-13.481481481481481
2005-09-21,7.18,-0.54,-13.296296296296294
2005-09-22,7.14,-0.54,-13.222222222222221
2005-09-23,7.25,-0.54,-13.425925925925926
2005-09-26,7.39,-0.54,-13.685185185185183
2005-09-27,7.24,-0.54,-13.407407407407407
2005-09-28,4.27,-0.54,-7.907407407407406
2005-09-29,4.65,-0.54,-8.61111111111111
2005-09-30,4.7,-0.54,-8.703703703703704
2005-10-03,4.7,-0.54,-8.703703703703704
2005-10-04,4.67,-0.54,-8.648148148148147
2005-10-05,4.61,-0.54,-8.537037037037036
2005-10-06,4.42,-0.54,-8.185185185185185
2005-10-07,4.46,-0.54,-8.25925925925926
2005-10-10,4.37,-0.54,-8.092592592592592
2005-10-11,4.36,-0.54,-8.074074074074074
2005-10-12,4.32,-0.54,-8.0
2005-10-13,4.33,-0.54,-8.018518518518517
2005-10-14,4.62,-0.54,-8.555555555555555
2005-10-17,4.77,-0.54,-8.833333333333332
2005-10-18,4.71,-0.54,-8.722222222222221
2005-10-19,4.86,-0.54,-9.0
2005-10-20,4.83,-0.54,-8.944444444444445
2005-10-21,4.81,-0.54,-8.907407407407407
2005-10-24,4.94,-0.54,-9.148148148148149
2005-10-25,4.92,-0.54,-9.11111111111111
2005-10-26,4.96,-0.54,-9.185185185185185
2005-10-27,4.8,-0.54,-8.888888888888888
2005-10-28,4.88,-0.54,-9.037037037037036
2005-10-31,4.99,-0.54,-9.24074074074074
2005-11-01,5.05,-0.91,-5.549450549450549
2005-11-02,5.0,-0.91,-5.4945054945054945
2005-11-03,5.08,-0.91,-5.582417582417582
2005-11-04,5.09,-0.91,-5.593406593406593
2005-11-07,5.15,-0.91,-5.65934065934066
2005-11-08,5.08,-0.91,-5.582417582417582
2005-11-09,4.97,-0.91,-5.461538461538461
2005-11-10,5.1,-0.91,-5.604395604395604
2005-11-11,5.0,-0.91,-5.4945054945054945
2005-11-14,4.99,-0.91,-5.483516483516484
2005-11-15,4.79,-0.91,-5.263736263736264
2005-11-16,4.77,-0.91,-5.241758241758241
2005-11-17,4.79,-0.91,-5.263736263736264
2005-11-18,4.8,-0.91,-5.274725274725275
2005-11-21,5.86,-0.91,-6.43956043956044
2005-11-22,5.97,-0.91,-6.56043956043956
2005-11-23,6.0,-0.91,-6.593406593406593
2005-11-25,5.95,-0.91,-6.538461538461538
2005-11-28,5.7,-0.91,-6.263736263736264
2005-11-29,5.85,-0.91,-6.428571428571428
2005-11-30,5.56,-0.91,-6.1098901098901095
2005-12-01,5.93,-0.91,-6.5164835164835155
2005-12-02,5.94,-0.91,-6.527472527472527
2005-12-05,6.03,-0.91,-6.626373626373627
2005-12-06,5.91,-0.91,-6.4945054945054945
2005-12-07,5.79,-0.91,-6.362637362637362
2005-12-08,5.81,-0.91,-6.384615384615384
2005-12-09,6.0,-0.91,-6.593406593406593
2005-12-12,5.92,-0.91,-6.5054945054945055
2005-12-13,5.83,-0.91,-6.406593406593406
2005-12-14,5.75,-0.91,-6.318681318681318
2005-12-15,5.95,-0.91,-6.538461538461538
2005-12-16,5.78,-0.91,-6.351648351648351
2005-12-19,5.65,-0.91,-6.208791208791209
2005-12-20,5.64,-0.91,-6.197802197802197
2005-12-21,5.76,-0.91,-6.329670329670329
2005-12-22,5.64,-0.91,-6.197802197802197
2005-12-23,5.63,-0.91,-6.186813186813186
2005-12-27,5.44,-0.91,-5.978021978021978
2005-12-28,5.38,-0.91,-5.9120879120879115
2005-12-29,5.36,-0.91,-5.8901098901098905
2005-12-30,5.34,-0.91,-5.868131868131868
