date,PLD,PLD_EPS,PE Ratio
2005-01-04,40.48,-0.028978,-1396.9218027469112
2005-01-05,38.82,-0.028978,-1339.6369659741872
2005-01-06,39.18,-0.028978,-1352.060183587549
2005-01-07,39.09,-0.028978,-1348.9543791842088
2005-01-10,38.78,-0.028978,-1338.2566084615917
2005-01-11,38.35,-0.028978,-1323.4177652011872
2005-01-12,37.9,-0.028978,-1307.8887431844846
2005-01-13,38.12,-0.028978,-1315.4807095037613
2005-01-14,38.3,-0.028978,-1321.6923183104423
2005-01-18,39.04,-0.028978,-1347.228932293464
2005-01-19,39.4,-0.028978,-1359.6521499068258
2005-01-20,39.1,-0.028978,-1349.2994685623578
2005-01-21,39.2,-0.028978,-1352.7503623438472
2005-01-24,39.26,-0.028978,-1354.8208986127406
2005-01-25,38.32,-0.028978,-1322.3824970667404
2005-01-26,37.85,-0.028978,-1306.1632962937401
2005-01-27,37.19,-0.028978,-1283.38739733591
2005-01-28,37.19,-0.028978,-1283.38739733591
2005-01-31,37.23,-0.028978,-1284.7677548485055
2005-02-01,37.45,-0.028978,-1292.3597211677825
2005-02-02,37.65,-0.028978,-1299.2615087307613
2005-02-03,38.3,-0.028978,-1321.6923183104423
2005-02-04,38.9,-0.028978,-1342.3976809993787
2005-02-07,38.56,-0.028978,-1330.664642142315
2005-02-08,38.4,-0.028978,-1325.1432120919317
2005-02-09,38.9,-0.028978,-1342.3976809993787
2005-02-10,38.98,-0.028978,-1345.1583960245703
2005-02-11,38.85,-0.028978,-1340.6722341086343
2005-02-14,38.98,-0.028978,-1345.1583960245703
2005-02-15,39.31,-0.028978,-1356.5463455034856
2005-02-16,39.48,-0.028978,-1362.4128649320173
2005-02-17,39.65,-0.028978,-1368.2793843605493
2005-02-18,39.63,-0.028978,-1367.5892056042517
2005-02-22,38.43,-0.028978,-1326.1784802263785
2005-02-23,38.02,-0.028978,-1312.0298157222721
2005-02-24,37.98,-0.028978,-1310.6494582096761
2005-02-25,38.7,-0.028978,-1335.4958934364001
2005-02-28,38.82,-0.028978,-1339.6369659741872
2005-03-01,39.4,-0.028978,-1359.6521499068258
2005-03-02,38.76,-0.028978,-1337.5664297052936
2005-03-03,38.76,-0.028978,-1337.5664297052936
2005-03-04,40.11,-0.028978,-1384.1534957554006
2005-03-07,40.09,-0.028978,-1383.463316999103
2005-03-08,39.72,-0.028978,-1370.695010007592
2005-03-09,38.14,-0.028978,-1316.1708882600594
2005-03-10,38.56,-0.028978,-1330.664642142315
2005-03-11,38.15,-0.037817,-1008.805563635402
2005-03-14,38.8,-0.037817,-1025.993600761562
2005-03-15,38.75,-0.037817,-1024.67144405955
2005-03-16,38.26,-0.037817,-1011.714308379829
2005-03-17,38.6,-0.037817,-1020.7049739535129
2005-03-18,38.44,-0.037817,-1016.4740725070734
2005-03-21,38.18,-0.037817,-1009.5988576566093
2005-03-22,37.38,-0.037817,-988.4443504244123
2005-03-23,36.9,-0.037817,-975.7516460850939
2005-03-24,36.97,-0.037817,-977.6026654679112
2005-03-28,37.06,-0.037817,-979.9825475315334
2005-03-29,37.13,-0.037817,-981.8335669143506
2005-03-30,37.6,-0.037817,-994.2618399132665
2005-03-31,37.8,-0.037817,-999.5504667213156
2005-04-01,37.4,-0.037817,-988.9732131052172
2005-04-04,37.19,-0.037817,-983.4201549567654
2005-04-05,36.89,-0.037817,-975.4872147446914
2005-04-06,37.01,-0.037817,-978.660390829521
2005-04-07,37.23,-0.037817,-984.4778803183751
2005-04-08,37.06,-0.037817,-979.9825475315334
2005-04-11,37.1,-0.037817,-981.0402728931432
2005-04-12,37.69,-0.037817,-996.6417219768886
2005-04-13,37.53,-0.037817,-992.4108205304492
2005-04-14,37.27,-0.037817,-985.5356056799852
2005-04-15,37.3,-0.037817,-986.3288997011924
2005-04-18,37.53,-0.037817,-992.4108205304492
2005-04-19,37.9,-0.037817,-1002.1947801253403
2005-04-20,37.82,-0.037817,-1000.0793294021206
2005-04-21,38.15,-0.037817,-1008.805563635402
2005-04-22,38.21,-0.037817,-1010.3921516778167
2005-04-25,38.77,-0.037817,-1025.2003067403548
2005-04-26,38.73,-0.037817,-1024.1425813787448
2005-04-27,39.05,-0.037817,-1032.6043842716238
2005-04-28,38.58,-0.037817,-1020.1761112727079
2005-04-29,38.99,-0.037817,-1031.0177962292091
2005-05-02,39.1,-0.037817,-1033.926540973636
2005-05-03,39.04,-0.037817,-1032.3399529312212
2005-05-04,39.33,-0.037817,-1040.0084618028927
2005-05-05,39.82,-0.037817,-1052.9655974826135
2005-05-06,39.42,-0.011284,-3493.4420418291384
2005-05-09,40.07,-0.011284,-3551.0457284650834
2005-05-10,40.05,-0.011284,-3549.273307337823
2005-05-11,40.12,-0.011284,-3555.4767812832324
2005-05-12,39.8,-0.011284,-3527.118043247075
2005-05-13,39.54,-0.011284,-3504.076568592697
2005-05-16,40.15,-0.011284,-3558.135412974122
2005-05-17,40.15,-0.011284,-3558.135412974122
2005-05-18,40.6,-0.011284,-3598.014888337469
2005-05-19,41.12,-0.011284,-3644.0978376462244
2005-05-20,40.98,-0.011284,-3631.6908897554054
2005-05-23,41.06,-0.011284,-3638.780574264445
2005-05-24,40.29,-0.011284,-3570.542360864941
2005-05-25,39.7,-0.011284,-3518.2559376107765
2005-05-26,39.87,-0.011284,-3533.3215171924844
2005-05-27,40.01,-0.011284,-3545.7284650833035
2005-05-31,40.31,-0.011284,-3572.3147819922015
2005-06-01,40.8,-0.011284,-3615.739099610067
2005-06-02,40.63,-0.011284,-3600.673520028359
2005-06-03,40.66,-0.011284,-3603.332151719248
2005-06-06,41.99,-0.011284,-3721.1981566820277
2005-06-07,42.45,-0.011284,-3761.963842609004
2005-06-08,42.5,-0.011284,-3766.394895427153
2005-06-09,42.63,-0.011284,-3777.9156327543424
2005-06-10,42.75,-0.011284,-3788.550159517901
2005-06-13,43.13,-0.011284,-3822.2261609358384
2005-06-14,43.75,-0.011284,-3877.171215880893
2005-06-15,43.89,-0.011284,-3889.578163771712
2005-06-16,43.6,-0.011284,-3863.8780574264442
2005-06-17,43.75,-0.011284,-3877.171215880893
2005-06-20,43.64,-0.011284,-3867.422899680964
2005-06-21,43.19,-0.011284,-3827.5434243176173
2005-06-22,43.08,-0.011284,-3817.7951081176884
2005-06-23,43.05,-0.011284,-3815.1364764267987
2005-06-24,42.74,-0.011284,-3787.6639489542713
2005-06-27,42.96,-0.011284,-3807.1605813541296
2005-06-28,43.07,-0.011284,-3816.9088975540585
2005-06-29,43.18,-0.011284,-3826.657213753988
2005-06-30,43.43,-0.011284,-3848.812477844736
2005-07-01,43.64,-0.011284,-3867.422899680964
2005-07-05,44.66,-0.011284,-3957.816377171215
2005-07-06,44.15,-0.011284,-3912.6196384260898
2005-07-07,44.28,-0.011284,-3924.140375753279
2005-07-08,44.65,-0.011284,-3956.9301666075858
2005-07-11,45.2,-0.011284,-4005.6717476072313
2005-07-12,45.12,-0.011284,-3998.5820630981916
2005-07-13,45.34,-0.011284,-4018.0786954980504
2005-07-14,44.78,-0.011284,-3968.450903934775
2005-07-15,44.35,-0.011284,-3930.3438496986882
2005-07-18,44.6,-0.011284,-3952.4991137894363
2005-07-19,45.01,-0.011284,-3988.8337468982627
2005-07-20,46.12,-0.011284,-4087.2031194611836
2005-07-21,45.36,-0.011284,-4019.8511166253097
2005-07-22,45.7,-0.011284,-4049.9822757887273
2005-07-25,45.24,-0.011284,-4009.216589861751
2005-07-26,45.21,-0.011284,-4006.557958170861
2005-07-27,45.21,-0.011284,-4006.557958170861
2005-07-28,46.32,-0.011284,-4104.927330733783
2005-07-29,45.99,-0.011284,-4075.682382133995
2005-08-01,45.75,-0.011284,-4054.413328606877
2005-08-02,46.15,-0.011284,-4089.8617511520733
2005-08-03,45.93,-0.011284,-4070.3651187522155
2005-08-04,44.78,-0.011284,-3968.450903934775
2005-08-05,43.44,-0.011284,-3849.6986884083653
2005-08-08,42.24,-0.011284,-3743.3534207727757
2005-08-09,42.58,-0.022144,-1922.8684971098264
2005-08-10,42.39,-0.022144,-1914.2882947976877
2005-08-11,42.5,-0.022144,-1919.2557803468208
2005-08-12,43.24,-0.022144,-1952.6734104046243
2005-08-15,43.58,-0.022144,-1968.0274566473988
2005-08-16,43.39,-0.022144,-1959.4472543352601
2005-08-17,43.26,-0.022144,-1953.5765895953755
2005-08-18,42.87,-0.022144,-1935.9645953757224
2005-08-19,42.7,-0.022144,-1928.2875722543354
2005-08-22,43.3,-0.022144,-1955.3829479768785
2005-08-23,43.41,-0.022144,-1960.3504335260113
2005-08-24,43.68,-0.022144,-1972.543352601156
2005-08-25,43.97,-0.022144,-1985.639450867052
2005-08-26,43.64,-0.022144,-1970.736994219653
2005-08-29,43.47,-0.022144,-1963.0599710982658
2005-08-30,43.4,-0.022144,-1959.8988439306356
2005-08-31,44.33,-0.022144,-2001.8966763005778
2005-09-01,44.75,-0.022144,-2020.8634393063583
2005-09-02,44.56,-0.022144,-2012.2832369942198
2005-09-06,45.32,-0.022144,-2046.6040462427745
2005-09-07,45.07,-0.022144,-2035.3143063583814
2005-09-08,45.06,-0.022144,-2034.862716763006
2005-09-09,45.29,-0.022144,-2045.2492774566474
2005-09-12,45.31,-0.022144,-2046.1524566473988
2005-09-13,44.9,-0.022144,-2027.637283236994
2005-09-14,45.0,-0.022144,-2032.1531791907514
2005-09-15,45.3,-0.022144,-2045.7008670520229
2005-09-16,45.45,-0.022144,-2052.474710982659
2005-09-19,45.31,-0.022144,-2046.1524566473988
2005-09-20,44.84,-0.022144,-2024.92774566474
2005-09-21,43.56,-0.022144,-1967.1242774566474
2005-09-22,43.85,-0.022144,-1980.2203757225434
2005-09-23,43.85,-0.022144,-1980.2203757225434
2005-09-26,44.25,-0.022144,-1998.2839595375722
2005-09-27,44.18,-0.022144,-1995.1228323699422
2005-09-28,43.5,-0.022144,-1964.414739884393
2005-09-29,44.31,-0.022144,-2000.9934971098266
2005-09-30,44.9,-0.022144,-2027.637283236994
2005-10-03,44.75,-0.022144,-2020.8634393063583
2005-10-04,44.22,-0.022144,-1996.929190751445
2005-10-05,43.2,-0.022144,-1950.8670520231215
2005-10-06,43.42,-0.022144,-1960.8020231213873
2005-10-07,42.93,-0.022144,-1938.674132947977
2005-10-10,42.76,-0.022144,-1930.9971098265894
2005-10-11,42.66,-0.022144,-1926.481213872832
2005-10-12,41.38,-0.022144,-1868.6777456647399
2005-10-13,41.64,-0.022144,-1880.4190751445087
2005-10-14,42.88,-0.022144,-1936.4161849710983
2005-10-17,43.14,-0.022144,-1948.157514450867
2005-10-18,42.43,-0.022144,-1916.0946531791908
2005-10-19,43.0,-0.022144,-1941.8352601156068
2005-10-20,42.75,-0.022144,-1930.545520231214
2005-10-21,43.02,-0.022144,-1942.7384393063585
2005-10-24,44.0,-0.022144,-1986.9942196531792
2005-10-25,43.65,-0.022144,-1971.1885838150288
2005-10-26,43.15,-0.022144,-1948.6091040462427
2005-10-27,42.51,-0.022144,-1919.7073699421965
2005-10-28,44.03,-0.022144,-1988.3489884393064
2005-10-31,44.18,-0.022144,-1995.1228323699422
2005-11-01,43.91,-0.022144,-1982.9299132947974
2005-11-02,44.25,-0.022144,-1998.2839595375722
2005-11-03,43.63,-0.022144,-1970.2854046242776
2005-11-04,43.08,-0.022144,-1945.4479768786125
2005-11-07,43.1,-0.022144,-1946.3511560693642
2005-11-08,42.51,-0.022144,-1919.7073699421965
2005-11-09,43.18,-0.03307,-1305.7151496824915
2005-11-10,44.15,-0.03307,-1335.0468702751737
2005-11-11,44.37,-0.03307,-1341.699425461143
2005-11-14,44.55,-0.03307,-1347.142425158754
2005-11-15,44.18,-0.03307,-1335.9540368914422
2005-11-16,43.93,-0.03307,-1328.3943150892046
2005-11-17,44.5,-0.03307,-1345.6304807983065
2005-11-18,45.01,-0.03307,-1361.0523132748713
2005-11-21,45.0,-0.03307,-1360.749924402782
2005-11-22,45.44,-0.03307,-1374.05503477472
2005-11-23,45.9,-0.03307,-1387.9649228908374
2005-11-25,45.94,-0.03307,-1389.1744783791955
2005-11-28,45.8,-0.03307,-1384.9410341699424
2005-11-29,46.7,-0.03307,-1412.1560326579981
2005-11-30,46.76,-0.03307,-1413.970365890535
2005-12-01,47.4,-0.03307,-1433.3232537042636
2005-12-02,48.0,-0.03307,-1451.466586029634
2005-12-05,47.75,-0.03307,-1443.9068642273962
2005-12-06,47.71,-0.03307,-1442.6973087390384
2005-12-07,47.75,-0.03307,-1443.9068642273962
2005-12-08,49.57,-0.03307,-1498.9416389476867
2005-12-09,49.56,-0.03307,-1498.6392500755971
2005-12-12,49.82,-0.03307,-1506.5013607499243
2005-12-13,49.85,-0.03307,-1507.4085273661929
2005-12-14,49.81,-0.03307,-1506.1989718778348
2005-12-15,49.33,-0.03307,-1491.6843060175383
2005-12-16,49.36,-0.03307,-1492.591472633807
2005-12-19,48.84,-0.03307,-1476.8672512851526
2005-12-20,48.23,-0.03307,-1458.4215300876926
2005-12-21,49.38,-0.03307,-1493.196250377986
2005-12-22,49.25,-0.03307,-1489.2651950408224
2005-12-23,49.5,-0.03307,-1496.82491684306
2005-12-27,49.09,-0.03307,-1484.4269730873905
2005-12-28,49.2,-0.03307,-1487.753250680375
2005-12-29,48.79,-0.03307,-1475.355306924705
2005-12-30,49.17,-0.03307,-1486.8460840641064
2006-01-03,49.75,-0.03307,-1504.3846386452979
2006-01-04,49.6,-0.03307,-1499.8488055639552
2006-01-05,49.6,-0.03307,-1499.8488055639552
2006-01-06,50.07,-0.03307,-1514.061082552162
2006-01-09,50.15,-0.03307,-1516.480193528878
2006-01-10,51.0,-0.03307,-1542.1832476564862
2006-01-11,50.99,-0.03307,-1541.8808587843967
2006-01-12,50.8,-0.03307,-1536.135470214696
2006-01-13,49.85,-0.03307,-1507.4085273661929
2006-01-17,49.75,-0.03307,-1504.3846386452979
2006-01-18,49.32,-0.03307,-1491.381917145449
2006-01-19,50.18,-0.03307,-1517.3873601451467
2006-01-20,49.77,-0.03307,-1504.989416389477
2006-01-23,50.14,-0.03307,-1516.1778046567886
2006-01-24,51.01,-0.03307,-1542.4856365285757
2006-01-25,50.72,-0.03307,-1533.71635923798
2006-01-26,50.91,-0.03307,-1539.4617478076805
2006-01-27,51.16,-0.03307,-1547.021469609918
2006-01-30,51.43,-0.03307,-1555.185969156335
2006-01-31,52.2,-0.03307,-1578.469912307227
2006-02-01,52.55,-0.03307,-1589.0535228303597
2006-02-02,52.0,-0.03307,-1572.4221348654369
2006-02-03,51.8,-0.03307,-1566.3743574236466
2006-02-06,51.92,-0.03307,-1570.003023888721
2006-02-07,51.48,-0.03307,-1556.6979135167824
2006-02-08,50.57,-0.03307,-1529.1805261566374
2006-02-09,50.71,-0.03307,-1533.4139703658905
2006-02-10,50.75,-0.03307,-1534.6235258542486
2006-02-13,50.61,-0.03307,-1530.3900816449952
2006-02-14,50.9,-0.03307,-1539.159358935591
2006-02-15,51.11,-0.03307,-1545.5095252494707
2006-02-16,51.53,-0.03307,-1558.20985787723
2006-02-17,51.8,-0.03307,-1566.3743574236466
2006-02-21,51.97,-0.03307,-1571.5149682491683
2006-02-22,53.43,-0.03307,-1615.6637435742364
2006-02-23,53.52,-0.03307,-1618.385243423042
2006-02-24,53.63,-0.03307,-1621.7115210160266
2006-02-27,53.86,-0.03307,-1628.6664650740852
2006-02-28,53.65,-0.03307,-1622.3162987602054
2006-03-01,53.82,-0.03307,-1627.456909585727
2006-03-02,53.72,-0.03307,-1624.433020864832
2006-03-03,53.1,-0.03307,-1605.6849107952826
2006-03-06,53.38,-0.03307,-1614.151799213789
2006-03-07,52.57,-0.03307,-1589.6583005745388
2006-03-08,52.65,-0.03307,-1592.0774115512547
2006-03-09,53.39,-0.03307,-1614.4541880858783
2006-03-10,53.95,-0.036398,-1482.224298038354
2006-03-13,53.59,-0.036398,-1472.3336447057532
2006-03-14,54.26,-0.036398,-1490.7412495192043
2006-03-15,54.96,-0.036398,-1509.9730754437057
2006-03-16,55.65,-0.036398,-1528.930160997857
2006-03-17,56.53,-0.036398,-1553.1073135886588
2006-03-20,55.42,-0.036398,-1522.6111324798067
2006-03-21,54.73,-0.036398,-1503.6540469256552
2006-03-22,54.89,-0.036398,-1508.0498928512557
2006-03-23,54.73,-0.036398,-1503.6540469256552
2006-03-24,54.67,-0.036398,-1502.0056047035553
2006-03-27,53.96,-0.036398,-1482.4990384087039
2006-03-28,54.07,-0.036398,-1485.521182482554
2006-03-29,55.13,-0.036398,-1514.6436617396562
2006-03-30,54.18,-0.036398,-1488.5433265564043
2006-03-31,54.27,-0.036398,-1491.0159898895545
2006-04-03,52.88,-0.036398,-1452.8270784109018
2006-04-04,51.99,-0.036398,-1428.37518544975
2006-04-05,52.38,-0.036398,-1439.0900598934008
2006-04-06,52.11,-0.036398,-1431.6720698939503
2006-04-07,51.24,-0.036398,-1407.7696576734986
2006-04-10,50.77,-0.036398,-1394.8568602670478
2006-04-11,50.69,-0.036398,-1392.6589373042475
2006-04-12,50.75,-0.036398,-1394.3073795263476
2006-04-13,49.69,-0.036398,-1365.1849002692454
2006-04-17,49.59,-0.036398,-1362.4374965657455
2006-04-18,50.28,-0.036398,-1381.3945821198968
2006-04-19,50.79,-0.036398,-1395.4063410077476
2006-04-20,51.05,-0.036398,-1402.549590636848
2006-04-21,51.17,-0.036398,-1405.8464750810485
2006-04-24,50.68,-0.036398,-1392.3841969338976
2006-04-25,50.46,-0.036398,-1386.3399087861972
2006-04-26,49.94,-0.036398,-1372.0534095279959
2006-04-27,50.39,-0.036398,-1384.4167261937469
2006-04-28,49.99,-0.036398,-1373.4271113797463
2006-05-01,49.46,-0.036398,-1358.865871751195
2006-05-02,48.89,-0.036398,-1343.205670641244
2006-05-03,49.3,-0.036398,-1354.4700258255948
2006-05-04,50.05,-0.036398,-1375.0755536018462
2006-05-05,50.69,-0.036398,-1392.6589373042475
2006-05-08,51.12,-0.036398,-1404.4727732292984
2006-05-09,50.94,-0.036398,-1399.527446562998
2006-05-10,51.26,-0.008825,-5808.498583569405
2006-05-11,50.48,-0.008825,-5720.113314447592
2006-05-12,50.14,-0.008825,-5681.586402266289
2006-05-15,50.69,-0.008825,-5743.909348441926
2006-05-16,50.16,-0.008825,-5683.8526912181305
2006-05-17,49.21,-0.008825,-5576.203966005666
2006-05-18,48.57,-0.008825,-5503.682719546742
2006-05-19,48.56,-0.008825,-5502.549575070822
2006-05-22,47.66,-0.008825,-5400.56657223796
2006-05-23,46.85,-0.008825,-5308.781869688386
2006-05-24,47.56,-0.008825,-5389.235127478754
2006-05-25,48.65,-0.008825,-5512.747875354108
2006-05-26,49.29,-0.008825,-5585.269121813031
2006-05-30,49.3,-0.008825,-5586.402266288952
2006-05-31,49.43,-0.008825,-5601.133144475921
2006-06-01,50.55,-0.008825,-5728.045325779037
2006-06-02,50.85,-0.008825,-5762.039660056657
2006-06-05,50.56,-0.008825,-5729.1784702549585
2006-06-06,50.25,-0.008825,-5694.050991501416
2006-06-07,50.03,-0.008825,-5669.121813031162
2006-06-08,50.0,-0.008825,-5665.7223796033995
2006-06-09,50.49,-0.008825,-5721.246458923513
2006-06-12,49.6,-0.008825,-5620.3966005665725
2006-06-13,49.41,-0.008825,-5598.866855524079
2006-06-14,48.65,-0.008825,-5512.747875354108
2006-06-15,49.25,-0.008825,-5580.736543909349
2006-06-16,49.37,-0.008825,-5594.334277620396
2006-06-19,48.1,-0.008825,-5450.424929178471
2006-06-20,48.06,-0.008825,-5445.892351274788
2006-06-21,48.79,-0.008825,-5528.611898016998
2006-06-22,48.18,-0.008825,-5459.490084985836
2006-06-23,48.04,-0.008825,-5443.626062322946
2006-06-26,48.55,-0.008825,-5501.416430594901
2006-06-27,48.5,-0.008825,-5495.750708215298
2006-06-28,48.86,-0.008825,-5536.543909348442
2006-06-29,49.64,-0.008825,-5624.9291784702555
2006-06-30,50.55,-0.008825,-5728.045325779037
2006-07-03,51.52,-0.008825,-5837.960339943344
2006-07-05,50.56,-0.008825,-5729.1784702549585
2006-07-06,51.05,-0.008825,-5784.70254957507
2006-07-07,51.25,-0.008825,-5807.365439093484
2006-07-10,51.71,-0.008825,-5859.490084985836
2006-07-11,51.65,-0.008825,-5852.691218130311
2006-07-12,52.03,-0.008825,-5895.750708215298
2006-07-13,51.45,-0.008825,-5830.028328611898
2006-07-14,51.19,-0.008825,-5800.566572237961
2006-07-17,51.35,-0.008825,-5818.696883852692
2006-07-18,51.8,-0.008825,-5869.688385269122
2006-07-19,52.39,-0.008825,-5936.543909348442
2006-07-20,51.13,-0.008825,-5793.767705382437
2006-07-21,50.57,-0.008825,-5730.311614730878
2006-07-24,51.85,-0.008825,-5875.354107648725
2006-07-25,52.0,-0.008825,-5892.351274787536
2006-07-26,52.06,-0.008825,-5899.15014164306
2006-07-27,51.69,-0.008825,-5857.223796033994
2006-07-28,52.68,-0.008825,-5969.405099150142
2006-07-31,52.43,-0.008825,-5941.076487252125
2006-08-01,52.71,-0.008825,-5972.804532577904
2006-08-02,53.62,-0.008825,-6075.920679886685
2006-08-03,54.13,-0.008825,-6133.711048158641
2006-08-04,55.01,-0.008825,-6233.427762039661
2006-08-07,54.24,-0.008825,-6146.175637393768
2006-08-08,53.7,-0.017731,-3028.593987930743
2006-08-09,53.0,-0.017731,-2989.1151091309007
2006-08-10,53.0,-0.017731,-2989.1151091309007
2006-08-11,52.61,-0.017731,-2967.11973379956
2006-08-14,52.6,-0.017731,-2966.5557498167054
2006-08-15,53.36,-0.017731,-3009.4185325136764
2006-08-16,53.45,-0.017731,-3014.4943883593705
2006-08-17,53.01,-0.017731,-2989.6790931137552
2006-08-18,53.37,-0.017731,-3009.9825164965314
2006-08-21,53.7,-0.017731,-3028.593987930743
2006-08-22,54.18,-0.017731,-3055.6652191077774
2006-08-23,53.75,-0.017731,-3031.413907845017
2006-08-24,53.75,-0.017731,-3031.413907845017
2006-08-25,53.6,-0.017731,-3022.954148102194
2006-08-28,54.45,-0.017731,-3070.8927866448594
2006-08-29,54.66,-0.017731,-3082.736450284812
2006-08-30,55.37,-0.017731,-3122.7793130675086
2006-08-31,55.83,-0.017731,-3148.7225762788335
2006-09-01,55.54,-0.017731,-3132.367040776042
2006-09-05,55.7,-0.017731,-3141.39078450172
2006-09-06,55.78,-0.017731,-3145.9026563645593
2006-09-07,55.41,-0.017731,-3125.035248998928
2006-09-08,55.99,-0.017731,-3157.7463200045117
2006-09-11,55.55,-0.017731,-3132.9310247588965
2006-09-12,56.55,-0.017731,-3189.3294230443853
2006-09-13,57.0,-0.017731,-3214.7087022728556
2006-09-14,56.83,-0.017731,-3205.1209745643223
2006-09-15,56.99,-0.017731,-3214.1447182900006
2006-09-18,56.55,-0.017731,-3189.3294230443853
2006-09-19,57.87,-0.017731,-3263.7753087812303
2006-09-20,57.65,-0.017731,-3251.367661158423
2006-09-21,56.6,-0.017731,-3192.14934295866
2006-09-22,56.41,-0.017731,-3181.433647284417
2006-09-25,55.51,-0.017731,-3130.6750888274773
2006-09-26,55.33,-0.017731,-3120.523377136089
2006-09-27,55.89,-0.017731,-3152.106480175963
2006-09-28,55.56,-0.017731,-3133.495008741752
2006-09-29,55.11,-0.017731,-3108.1157295132816
2006-10-02,55.04,-0.017731,-3104.1678416332975
2006-10-03,56.42,-0.017731,-3181.997631267272
2006-10-04,56.01,-0.017731,-3158.8742879702213
2006-10-05,55.75,-0.017731,-3144.2107044159948
2006-10-06,54.89,-0.017731,-3095.708081890474
2006-10-09,55.25,-0.017731,-3116.0115052732504
2006-10-10,55.27,-0.017731,-3117.1394732389604
2006-10-11,55.56,-0.017731,-3133.495008741752
2006-10-12,56.52,-0.017731,-3187.637471095821
2006-10-13,57.43,-0.017731,-3238.9600135356154
2006-10-16,57.39,-0.017731,-3236.704077604196
2006-10-17,57.3,-0.017731,-3231.6282217585017
2006-10-18,58.0,-0.017731,-3271.107100558344
2006-10-19,57.55,-0.017731,-3245.727821329874
2006-10-20,57.35,-0.017731,-3234.4481416727767
2006-10-23,57.15,-0.017731,-3223.1684620156784
2006-10-24,56.97,-0.017731,-3213.0167503242906
2006-10-25,57.34,-0.017731,-3233.8841576899217
2006-10-26,57.82,-0.017731,-3260.955388866956
2006-10-27,57.4,-0.017731,-3237.268061587051
2006-10-30,58.18,-0.017731,-3281.2588122497323
2006-10-31,58.41,-0.017731,-3294.2304438553942
2006-11-01,57.83,-0.017731,-3261.519372849811
2006-11-02,57.98,-0.017731,-3269.979132592634
2006-11-03,57.81,-0.017731,-3260.3914048841016
2006-11-06,58.4,-0.017731,-3293.6664598725397
2006-11-07,58.0,-0.017731,-3271.107100558344
2006-11-08,57.73,-0.030145,-1915.077127218444
2006-11-09,57.66,-0.030145,-1912.7550174158232
2006-11-10,57.44,-0.030145,-1905.4569580361583
2006-11-13,57.63,-0.030145,-1911.7598275004145
2006-11-14,58.4,-0.030145,-1937.3030353292418
2006-11-15,58.52,-0.030145,-1941.2837949908774
2006-11-16,59.0,-0.030145,-1957.206833637419
2006-11-17,59.05,-0.030145,-1958.8654834964336
2006-11-20,61.31,-0.030145,-2033.836457123901
2006-11-21,61.0,-0.030145,-2023.5528279980094
2006-11-22,61.4,-0.030145,-2036.8220268701275
2006-11-24,61.92,-0.030145,-2054.071985403881
2006-11-27,59.84,-0.030145,-1985.0721512688672
2006-11-28,59.77,-0.030145,-1982.7500414662466
2006-11-29,60.39,-0.030145,-2003.3172997180295
2006-11-30,61.27,-0.030145,-2032.5095372366893
2006-12-01,61.35,-0.030145,-2035.163377011113
2006-12-04,62.77,-0.030145,-2082.2690330071323
2006-12-05,62.55,-0.030145,-2074.970973627467
2006-12-06,62.02,-0.030145,-2057.3892851219107
2006-12-07,61.67,-0.030145,-2045.7787361088074
2006-12-08,61.88,-0.030145,-2052.7450655166695
2006-12-11,62.2,-0.030145,-2063.360424614364
2006-12-12,62.25,-0.030145,-2065.0190744733786
2006-12-13,61.84,-0.030145,-2051.4181456294577
2006-12-14,61.9,-0.030145,-2053.408525460275
2006-12-15,61.05,-0.030145,-2025.2114778570242
2006-12-18,59.96,-0.030145,-1989.0529109305025
2006-12-19,59.4,-0.030145,-1970.4760325095372
2006-12-20,59.01,-0.030145,-1957.538563609222
2006-12-21,58.45,-0.030145,-1938.9616851882568
2006-12-22,57.45,-0.030145,-1905.7886880079616
2006-12-26,57.96,-0.030145,-1922.706916569912
2006-12-27,58.13,-0.030145,-1928.3463260905623
2006-12-28,58.3,-0.030145,-1933.9857356112122
2006-12-29,58.61,-0.030145,-1944.2693647371038
2007-01-03,58.42,-0.030145,-1937.9664952728479
2007-01-04,57.98,-0.030145,-1923.3703765135178
2007-01-05,56.75,-0.030145,-1882.5675899817547
2007-01-08,56.58,-0.030145,-1876.9281804611046
2007-01-09,57.28,-0.030145,-1900.1492784873112
2007-01-10,58.12,-0.030145,-1928.014596118759
2007-01-11,58.97,-0.030145,-1956.2116437220102
2007-01-12,59.24,-0.030145,-1965.1683529606898
2007-01-16,59.91,-0.030145,-1987.3942610714876
2007-01-17,59.76,-0.030145,-1982.4183114944433
2007-01-18,59.35,-0.030145,-1968.8173826505224
2007-01-19,60.0,-0.030145,-1990.3798308177143
2007-01-22,58.87,-0.030145,-1952.8943440039807
2007-01-23,59.46,-0.030145,-1972.466412340355
2007-01-24,60.55,-0.030145,-2008.6249792668766
2007-01-25,60.62,-0.030145,-2010.9470890694972
2007-01-26,60.35,-0.030145,-2001.9903798308176
2007-01-29,60.58,-0.030145,-2009.6201691822855
2007-01-30,60.49,-0.030145,-2006.634599436059
2007-01-31,60.85,-0.030145,-2018.5768784209652
2007-02-01,61.4,-0.030145,-2036.8220268701275
2007-02-02,61.61,-0.030145,-2043.7883562779896
2007-02-05,61.56,-0.030145,-2042.1297064189748
