date,MAS,MAS_EPS,PE Ratio
1994-05-03,12.91,,
1994-05-04,12.96,,
1994-05-05,12.52,,
1994-05-06,13.24,,
1994-05-09,12.91,,
1994-05-10,12.69,,
1994-05-11,12.63,,
1994-05-12,12.52,,
1994-05-13,12.58,,
1994-05-16,12.3,,
1994-05-17,12.3,,
1994-05-18,12.14,,
1994-05-19,12.96,,
1994-05-20,12.74,,
1994-05-23,12.36,,
1994-05-24,12.63,,
1994-05-25,12.47,,
1994-05-26,12.14,,
1994-05-27,12.19,,
1994-05-31,12.14,,
1994-06-01,12.47,,
1994-06-02,12.85,,
1994-06-03,13.13,,
1994-06-06,13.46,,
1994-06-07,13.13,,
1994-06-08,13.02,,
1994-06-09,13.07,,
1994-06-10,13.07,,
1994-06-13,13.18,,
1994-06-14,13.13,,
1994-06-15,13.13,,
1994-06-16,13.13,,
1994-06-17,13.18,,
1994-06-20,13.13,,
1994-06-21,12.8,,
1994-06-22,12.8,,
1994-06-23,12.47,,
1994-06-24,12.19,,
1994-06-27,12.14,,
1994-06-28,11.7,,
1994-06-29,11.7,,
1994-06-30,12.08,,
1994-07-01,11.92,,
1994-07-05,11.75,,
1994-07-06,11.48,,
1994-07-07,11.75,,
1994-07-08,11.86,,
1994-07-11,11.64,,
1994-07-12,11.48,,
1994-07-13,11.31,,
1994-07-14,11.48,,
1994-07-15,11.59,,
1994-07-18,11.81,,
1994-07-19,11.86,,
1994-07-20,11.7,,
1994-07-21,11.59,,
1994-07-22,11.37,,
1994-07-25,11.31,,
1994-07-26,11.15,,
1994-07-27,10.87,,
1994-07-28,10.76,,
1994-07-29,11.53,,
1994-08-01,11.42,,
1994-08-02,11.42,,
1994-08-03,11.42,,
1994-08-04,11.42,,
1994-08-05,11.2,,
1994-08-08,11.15,,
1994-08-09,10.93,,
1994-08-10,10.98,,
1994-08-11,10.87,,
1994-08-12,11.09,,
1994-08-15,11.53,,
1994-08-16,11.48,,
1994-08-17,11.7,,
1994-08-18,11.64,,
1994-08-19,11.81,,
1994-08-22,11.64,,
1994-08-23,11.64,,
1994-08-24,11.64,,
1994-08-25,11.81,,
1994-08-26,12.08,,
1994-08-29,12.3,,
1994-08-30,12.14,,
1994-08-31,12.19,,
1994-09-01,12.08,,
1994-09-02,11.86,,
1994-09-06,12.41,,
1994-09-07,12.41,,
1994-09-08,12.36,,
1994-09-09,12.25,,
1994-09-12,12.14,,
1994-09-13,11.97,,
1994-09-14,11.53,,
1994-09-15,11.75,,
1994-09-16,11.59,,
1994-09-19,11.53,,
1994-09-20,11.15,,
1994-09-21,10.98,,
1994-09-22,10.82,,
1994-09-23,10.82,,
1994-09-26,10.6,,
1994-09-27,10.82,,
1994-09-28,10.54,,
1994-09-29,10.65,,
1994-09-30,10.6,,
1994-10-03,10.38,,
1994-10-04,10.16,,
1994-10-05,10.16,,
1994-10-06,10.11,,
1994-10-07,9.89,,
1994-10-10,10.27,,
1994-10-11,10.87,,
1994-10-12,10.76,,
1994-10-13,10.87,,
1994-10-14,10.82,,
1994-10-17,10.76,,
1994-10-18,10.65,,
1994-10-19,10.6,,
1994-10-20,10.54,,
1994-10-21,10.54,,
1994-10-24,10.33,,
1994-10-25,10.22,,
1994-10-26,10.22,,
1994-10-27,10.22,,
1994-10-28,10.43,,
1994-10-31,10.43,,
1994-11-01,10.43,,
1994-11-02,10.43,,
1994-11-03,10.43,,
1994-11-04,10.11,,
1994-11-07,10.05,,
1994-11-08,10.0,,
1994-11-09,10.11,,
1994-11-10,10.54,,
1994-11-11,10.05,,
1994-11-14,10.22,,
1994-11-15,10.16,,
1994-11-16,10.16,,
1994-11-17,10.22,,
1994-11-18,10.11,,
1994-11-21,10.11,,
1994-11-22,10.0,,
1994-11-23,10.05,,
1994-11-25,10.05,,
1994-11-28,10.11,,
1994-11-29,9.72,,
1994-11-30,9.78,,
1994-12-01,9.61,,
1994-12-02,9.67,,
1994-12-05,9.61,,
1994-12-06,9.61,,
1994-12-07,9.61,,
1994-12-08,9.61,,
1994-12-09,9.72,,
1994-12-12,9.61,,
1994-12-13,9.61,,
1994-12-14,9.67,,
1994-12-15,9.83,,
1994-12-16,9.83,,
1994-12-19,10.0,,
1994-12-20,10.16,,
1994-12-21,10.38,,
1994-12-22,10.38,,
1994-12-23,10.33,,
1994-12-27,10.49,,
1994-12-28,10.38,,
1994-12-29,10.11,,
1994-12-30,9.94,,
1995-01-03,10.49,,
1995-01-04,10.38,,
1995-01-05,10.22,,
1995-01-06,10.27,,
1995-01-09,10.33,,
1995-01-10,10.38,,
1995-01-11,9.94,,
1995-01-12,10.05,,
1995-01-13,10.38,,
1995-01-16,10.38,,
1995-01-17,10.33,,
1995-01-18,10.49,,
1995-01-19,10.43,,
1995-01-20,10.38,,
1995-01-23,10.27,,
1995-01-24,10.33,,
1995-01-25,10.43,,
1995-01-26,10.49,,
1995-01-27,10.33,,
1995-01-30,10.38,,
1995-01-31,10.33,,
1995-02-01,10.27,,
1995-02-02,10.49,,
1995-02-03,10.87,,
1995-02-06,11.15,,
1995-02-07,10.93,,
1995-02-08,10.82,,
1995-02-09,10.93,,
1995-02-10,10.87,,
1995-02-13,11.37,,
1995-02-14,11.42,,
1995-02-15,11.31,,
1995-02-16,11.42,,
1995-02-17,11.42,,
1995-02-21,11.37,,
1995-02-22,10.87,,
1995-02-23,11.15,,
1995-02-24,11.15,,
1995-02-27,11.26,,
1995-02-28,11.04,,
1995-03-01,11.2,,
1995-03-02,11.31,,
1995-03-03,11.48,,
1995-03-06,11.31,,
1995-03-07,11.2,,
1995-03-08,11.26,,
1995-03-09,10.98,,
1995-03-10,11.26,,
1995-03-13,11.2,,
1995-03-14,11.37,,
1995-03-15,11.2,,
1995-03-16,11.15,,
1995-03-17,11.09,,
1995-03-20,11.31,,
1995-03-21,11.15,,
1995-03-22,10.98,,
1995-03-23,11.04,,
1995-03-24,11.2,,
1995-03-27,11.64,,
1995-03-28,11.81,,
1995-03-29,11.86,,
1995-03-30,11.86,,
1995-03-31,12.14,,
1995-04-03,11.59,,
1995-04-04,11.64,,
1995-04-05,11.37,,
1995-04-06,11.42,,
1995-04-07,11.42,,
1995-04-10,11.37,,
1995-04-11,11.42,,
1995-04-12,11.31,,
1995-04-13,11.37,,
1995-04-17,11.31,,
1995-04-18,11.37,,
1995-04-19,11.26,,
1995-04-20,11.53,,
1995-04-21,11.31,,
1995-04-24,11.26,,
1995-04-25,10.87,,
1995-04-26,11.2,,
1995-04-27,11.64,,
1995-04-28,11.2,,
1995-05-01,11.31,,
1995-05-02,11.42,,
1995-05-03,11.42,,
1995-05-04,11.7,,
1995-05-05,11.81,,
1995-05-08,12.3,,
1995-05-09,12.74,,
1995-05-10,12.52,,
1995-05-11,12.47,,
1995-05-12,12.3,,
1995-05-15,12.69,,
1995-05-16,12.69,,
1995-05-17,12.41,,
1995-05-18,12.41,,
1995-05-19,12.69,,
1995-05-22,12.69,,
1995-05-23,12.63,,
1995-05-24,12.63,,
1995-05-25,12.52,,
1995-05-26,12.25,,
1995-05-30,12.3,,
1995-05-31,12.69,,
1995-06-01,12.58,,
1995-06-02,12.3,,
1995-06-05,12.74,,
1995-06-06,12.91,,
1995-06-07,12.58,,
1995-06-08,12.58,,
1995-06-09,12.14,,
1995-06-12,12.08,,
1995-06-13,12.03,,
1995-06-14,11.97,,
1995-06-15,11.86,,
1995-06-16,11.81,,
1995-06-19,11.48,,
1995-06-20,11.37,,
1995-06-21,11.37,,
1995-06-22,11.42,,
1995-06-23,11.2,,
1995-06-26,11.42,,
1995-06-27,11.48,,
1995-06-28,11.53,,
1995-06-29,11.75,,
1995-06-30,11.86,,
1995-07-03,11.59,,
1995-07-05,11.53,,
1995-07-06,12.36,,
1995-07-07,12.3,,
1995-07-10,12.47,,
1995-07-11,12.41,,
1995-07-12,12.47,,
1995-07-13,12.25,,
1995-07-14,12.14,,
1995-07-17,11.97,,
1995-07-18,11.7,,
1995-07-19,11.42,,
1995-07-20,11.7,,
1995-07-21,11.31,,
1995-07-24,11.64,,
1995-07-25,11.59,,
1995-07-26,11.37,,
1995-07-27,11.64,,
1995-07-28,11.42,,
1995-07-31,11.42,,
1995-08-01,11.48,,
1995-08-02,11.86,,
1995-08-03,11.97,,
1995-08-04,11.86,,
1995-08-07,12.14,,
1995-08-08,12.08,,
1995-08-09,11.86,,
1995-08-10,11.92,,
1995-08-11,12.08,,
1995-08-14,12.19,,
1995-08-15,11.97,,
1995-08-16,11.92,,
1995-08-17,12.14,,
1995-08-18,12.14,,
1995-08-21,12.14,,
1995-08-22,12.41,,
1995-08-23,12.36,,
1995-08-24,12.47,,
1995-08-25,12.63,,
1995-08-28,12.8,,
1995-08-29,12.69,,
1995-08-30,12.47,,
1995-08-31,12.3,,
1995-09-01,12.47,,
1995-09-05,12.69,,
1995-09-06,12.74,,
1995-09-07,12.63,,
1995-09-08,12.74,,
1995-09-11,12.69,,
1995-09-12,12.47,,
1995-09-13,12.74,,
1995-09-14,12.85,,
1995-09-15,12.74,,
1995-09-18,12.96,,
1995-09-19,12.74,,
1995-09-20,12.41,,
1995-09-21,12.47,,
1995-09-22,12.41,,
1995-09-25,12.36,,
1995-09-26,12.25,,
1995-09-27,12.14,,
1995-09-28,12.3,,
1995-09-29,12.08,,
1995-10-02,12.41,,
1995-10-03,12.36,,
1995-10-04,12.36,,
1995-10-05,12.19,,
1995-10-06,12.19,,
1995-10-09,12.19,,
1995-10-10,12.14,,
1995-10-11,11.97,,
1995-10-12,12.08,,
1995-10-13,12.36,,
1995-10-16,12.52,,
1995-10-17,12.52,,
1995-10-18,12.3,,
1995-10-19,12.41,,
1995-10-20,12.36,,
1995-10-23,12.25,,
1995-10-24,12.19,,
1995-10-25,12.03,,
1995-10-26,12.03,,
1995-10-27,12.36,,
1995-10-30,12.41,,
1995-10-31,12.36,,
1995-11-01,12.36,,
1995-11-02,12.58,,
1995-11-03,12.52,,
1995-11-06,12.58,,
1995-11-07,12.74,,
1995-11-08,12.8,,
1995-11-09,12.69,,
1995-11-10,12.8,,
1995-11-13,13.02,,
1995-11-14,12.96,,
1995-11-15,12.85,,
1995-11-16,13.02,,
1995-11-17,13.13,,
1995-11-20,13.29,,
1995-11-21,13.24,,
1995-11-22,13.62,,
1995-11-24,13.4,,
1995-11-27,13.62,,
1995-11-28,13.29,,
1995-11-29,13.35,,
1995-11-30,12.96,,
1995-12-01,13.07,,
1995-12-04,13.07,,
1995-12-05,13.02,,
1995-12-06,13.07,,
1995-12-07,12.96,,
1995-12-08,12.8,,
1995-12-11,12.69,,
1995-12-12,12.74,,
1995-12-13,12.91,,
1995-12-14,12.96,,
1995-12-15,12.96,,
1995-12-18,12.85,,
1995-12-19,13.07,,
1995-12-20,13.24,,
1995-12-21,13.57,,
1995-12-22,13.18,,
1995-12-26,13.02,,
1995-12-27,13.46,,
1995-12-28,13.68,,
1995-12-29,13.79,,
1996-01-02,13.68,,
1996-01-03,13.62,,
1996-01-04,13.13,,
1996-01-05,12.91,,
1996-01-08,12.8,,
1996-01-09,12.58,,
1996-01-10,12.25,,
1996-01-11,12.3,,
1996-01-12,12.41,,
1996-01-15,12.69,,
1996-01-16,12.85,,
1996-01-17,12.58,,
1996-01-18,12.63,,
1996-01-19,12.3,,
1996-01-22,12.69,,
1996-01-23,12.74,,
1996-01-24,12.74,,
1996-01-25,12.63,,
1996-01-26,12.58,,
1996-01-29,12.52,,
1996-01-30,12.96,,
1996-01-31,12.85,,
1996-02-01,12.74,,
1996-02-02,12.8,,
1996-02-05,12.8,,
1996-02-06,12.63,,
1996-02-07,12.74,,
1996-02-08,12.74,,
1996-02-09,12.96,,
1996-02-12,13.02,,
1996-02-13,13.02,,
1996-02-14,12.85,,
1996-02-15,12.74,,
1996-02-16,12.63,,
1996-02-20,12.63,,
1996-02-21,12.85,,
1996-02-22,13.07,,
1996-02-23,12.96,,
1996-02-26,12.74,,
1996-02-27,12.69,,
1996-02-28,12.3,,
1996-02-29,12.52,,
1996-03-01,12.52,,
1996-03-04,12.91,,
1996-03-05,12.85,,
1996-03-06,12.69,,
1996-03-07,12.52,,
1996-03-08,12.47,,
1996-03-11,12.47,,
1996-03-12,12.69,,
1996-03-13,12.69,,
1996-03-14,13.02,,
1996-03-15,13.07,,
1996-03-18,13.46,,
1996-03-19,13.62,,
1996-03-20,13.13,,
1996-03-21,12.91,,
1996-03-22,13.24,,
1996-03-25,13.13,,
1996-03-26,12.91,,
1996-03-27,12.69,,
1996-03-28,12.69,,
1996-03-29,12.74,,
1996-04-01,12.25,,
1996-04-02,12.3,,
1996-04-03,12.52,,
1996-04-04,12.3,,
1996-04-08,12.08,,
1996-04-09,11.81,,
1996-04-10,11.86,,
1996-04-11,11.86,,
1996-04-12,11.81,,
1996-04-15,12.25,,
1996-04-16,12.36,,
1996-04-17,12.36,,
1996-04-18,12.25,,
1996-04-19,12.25,,
1996-04-22,12.19,,
1996-04-23,12.14,,
1996-04-24,12.08,,
1996-04-25,11.97,,
1996-04-26,12.03,,
1996-04-29,12.08,,
1996-04-30,11.97,,
1996-05-01,11.86,,
1996-05-02,12.14,,
1996-05-03,12.96,,
1996-05-06,13.13,,
1996-05-07,13.62,,
1996-05-08,13.62,,
1996-05-09,13.62,,
1996-05-10,13.62,,
1996-05-13,13.57,,
1996-05-14,13.57,,
1996-05-15,13.57,,
1996-05-16,13.89,,
1996-05-17,14.06,,
1996-05-20,14.06,,
1996-05-21,13.84,,
1996-05-22,14.06,,
1996-05-23,13.95,,
1996-05-24,13.84,,
1996-05-28,13.89,,
1996-05-29,13.35,,
1996-05-30,13.57,,
1996-05-31,13.73,,
1996-06-03,13.35,,
1996-06-04,13.62,,
1996-06-05,13.62,,
1996-06-06,13.62,,
1996-06-07,13.46,,
1996-06-10,13.62,,
1996-06-11,13.79,,
1996-06-12,13.4,,
1996-06-13,13.51,,
1996-06-14,13.35,,
1996-06-17,13.35,,
1996-06-18,13.29,,
1996-06-19,13.46,,
1996-06-20,13.29,,
1996-06-21,13.51,,
1996-06-24,13.29,,
1996-06-25,13.02,,
1996-06-26,13.18,,
1996-06-27,13.24,,
1996-06-28,13.29,,
1996-07-01,13.62,,
1996-07-02,13.62,,
1996-07-03,13.46,,
1996-07-05,13.29,,
1996-07-08,12.96,,
1996-07-09,12.8,,
1996-07-10,13.24,,
1996-07-11,13.13,,
1996-07-12,13.07,,
1996-07-15,12.85,,
1996-07-16,12.3,,
1996-07-17,13.18,,
1996-07-18,13.13,,
1996-07-19,12.91,,
1996-07-22,12.74,,
1996-07-23,12.14,,
1996-07-24,11.86,,
1996-07-25,12.19,,
1996-07-26,12.25,,
1996-07-29,12.14,,
1996-07-30,12.19,,
1996-07-31,12.25,,
1996-08-01,12.36,,
1996-08-02,12.8,,
1996-08-05,12.58,,
1996-08-06,12.47,,
1996-08-07,12.85,,
1996-08-08,12.91,,
1996-08-09,12.74,,
1996-08-12,13.07,,
1996-08-13,12.91,,
1996-08-14,12.8,,
1996-08-15,12.74,,
1996-08-16,12.74,,
1996-08-19,12.85,,
1996-08-20,13.07,,
1996-08-21,13.24,,
1996-08-22,13.18,,
1996-08-23,13.18,,
1996-08-26,13.07,,
1996-08-27,13.18,,
1996-08-28,13.13,,
1996-08-29,12.63,,
1996-08-30,12.85,,
1996-09-03,12.91,,
1996-09-04,12.74,,
1996-09-05,12.91,,
1996-09-06,12.91,,
1996-09-09,13.24,,
1996-09-10,13.35,,
1996-09-11,13.24,,
1996-09-12,12.96,,
1996-09-13,12.96,,
1996-09-16,13.29,,
1996-09-17,12.96,,
1996-09-18,12.74,,
1996-09-19,12.74,,
1996-09-20,13.13,,
1996-09-23,13.18,,
1996-09-24,13.24,,
1996-09-25,13.13,,
1996-09-26,13.29,,
1996-09-27,13.24,,
1996-09-30,13.13,,
1996-10-01,12.96,,
1996-10-02,12.85,,
1996-10-03,12.85,,
1996-10-04,12.85,,
1996-10-07,12.96,,
1996-10-08,12.85,,
1996-10-09,13.13,,
1996-10-10,12.96,,
1996-10-11,13.02,,
1996-10-14,12.96,,
1996-10-15,12.85,,
1996-10-16,13.18,,
1996-10-17,13.24,,
1996-10-18,13.46,,
1996-10-21,13.73,,
1996-10-22,13.62,,
1996-10-23,13.95,,
1996-10-24,13.89,,
1996-10-25,13.68,,
1996-10-28,13.68,,
1996-10-29,13.68,,
1996-10-30,13.79,,
1996-10-31,13.79,,
1996-11-01,14.06,,
1996-11-04,14.22,,
1996-11-05,14.11,,
1996-11-06,14.61,,
1996-11-07,14.77,,
1996-11-08,14.72,,
1996-11-11,14.94,,
1996-11-12,14.94,,
1996-11-13,14.94,,
1996-11-14,14.94,,
1996-11-15,14.83,,
1996-11-18,14.88,,
1996-11-19,14.94,,
1996-11-20,15.32,,
1996-11-21,15.49,,
1996-11-22,15.76,,
1996-11-25,15.82,,
1996-11-26,15.98,,
1996-11-27,16.09,,
1996-11-29,16.04,,
1996-12-02,15.76,,
1996-12-03,15.71,,
1996-12-04,15.82,,
1996-12-05,15.76,,
1996-12-06,15.65,,
1996-12-09,15.76,,
1996-12-10,15.76,,
1996-12-11,15.43,,
1996-12-12,15.43,,
1996-12-13,15.32,,
1996-12-16,15.1,,
1996-12-17,15.21,,
1996-12-18,15.38,,
1996-12-19,15.38,,
1996-12-20,15.65,,
1996-12-23,15.76,,
1996-12-24,15.82,,
1996-12-26,15.98,,
1996-12-27,15.82,,
1996-12-30,15.82,,
1996-12-31,15.82,,
1997-01-02,15.43,,
1997-01-03,15.65,,
1997-01-06,15.54,,
1997-01-07,15.32,,
1997-01-08,15.38,,
1997-01-09,15.38,,
1997-01-10,15.32,,
1997-01-13,15.38,,
1997-01-14,15.38,,
1997-01-15,15.32,,
1997-01-16,15.27,,
1997-01-17,15.38,,
1997-01-20,15.38,,
1997-01-21,15.43,,
1997-01-22,15.38,,
1997-01-23,15.1,,
1997-01-24,15.05,,
1997-01-27,15.1,,
1997-01-28,14.99,,
1997-01-29,15.16,,
1997-01-30,15.27,,
1997-01-31,15.16,,
1997-02-03,15.38,,
1997-02-04,15.27,,
1997-02-05,15.05,,
1997-02-06,15.05,,
1997-02-07,15.1,,
1997-02-10,15.21,,
1997-02-11,15.21,,
1997-02-12,15.16,,
1997-02-13,15.43,,
1997-02-14,15.65,,
1997-02-18,15.82,,
1997-02-19,15.87,,
1997-02-20,15.43,,
1997-02-21,15.6,,
1997-02-24,15.6,,
1997-02-25,15.49,,
1997-02-26,15.43,,
1997-02-27,15.38,,
1997-02-28,15.43,,
1997-03-03,15.38,,
1997-03-04,15.49,,
1997-03-05,15.6,,
1997-03-06,15.82,,
1997-03-07,16.42,,
1997-03-10,16.42,,
1997-03-11,16.42,,
1997-03-12,15.98,,
1997-03-13,15.98,,
1997-03-14,16.26,,
1997-03-17,16.31,,
1997-03-18,16.31,,
1997-03-19,15.87,,
1997-03-20,15.98,,
1997-03-21,16.2,,
1997-03-24,16.2,,
1997-03-25,15.87,,
1997-03-26,15.82,,
1997-03-27,15.54,,
1997-03-31,15.54,,
1997-04-01,15.82,,
1997-04-02,15.82,,
1997-04-03,15.65,,
1997-04-04,15.71,,
1997-04-07,16.04,,
1997-04-08,15.98,,
1997-04-09,15.82,,
1997-04-10,15.76,,
1997-04-11,15.54,,
1997-04-14,15.49,,
1997-04-15,16.2,,
1997-04-16,16.26,,
1997-04-17,16.15,,
1997-04-18,16.37,,
1997-04-21,15.98,,
1997-04-22,16.37,,
1997-04-23,16.37,,
1997-04-24,16.26,,
1997-04-25,16.15,,
1997-04-28,16.26,,
1997-04-29,16.42,,
1997-04-30,16.59,,
1997-05-01,16.48,,
1997-05-02,17.08,,
1997-05-05,16.97,,
1997-05-06,16.86,,
1997-05-07,16.86,,
1997-05-08,16.86,,
1997-05-09,16.86,,
1997-05-12,17.19,,
1997-05-13,16.92,,
1997-05-14,17.08,,
1997-05-15,16.92,,
1997-05-16,16.92,,
1997-05-19,16.86,,
1997-05-20,16.92,,
1997-05-21,17.19,,
1997-05-22,17.08,,
1997-05-23,17.08,,
1997-05-27,16.97,,
1997-05-28,17.03,,
1997-05-29,17.14,,
1997-05-30,17.08,,
1997-06-02,17.03,,
1997-06-03,17.03,,
1997-06-04,16.86,,
1997-06-05,16.81,,
1997-06-06,17.03,,
1997-06-09,16.92,,
1997-06-10,17.03,,
1997-06-11,17.08,,
1997-06-12,17.57,,
1997-06-13,17.74,,
1997-06-16,17.85,,
1997-06-17,17.79,,
1997-06-18,18.29,,
1997-06-19,18.56,,
1997-06-20,19.06,,
1997-06-23,18.4,,
1997-06-24,18.34,,
1997-06-25,18.34,,
1997-06-26,18.15,,
1997-06-27,18.23,,
1997-06-30,18.34,,
1997-07-01,18.4,,
1997-07-02,18.4,,
1997-07-03,18.54,,
1997-07-07,18.4,,
1997-07-08,18.21,,
1997-07-09,18.15,,
1997-07-10,18.48,,
1997-07-11,18.62,,
1997-07-14,18.48,,
1997-07-15,18.32,,
1997-07-16,18.26,,
1997-07-17,18.04,,
1997-07-18,18.04,,
1997-07-21,17.9,,
1997-07-22,18.65,,
1997-07-23,18.34,,
1997-07-24,18.51,,
1997-07-25,18.43,,
1997-07-28,18.18,,
1997-07-29,18.87,,
1997-07-30,19.72,,
1997-07-31,20.6,,
1997-08-01,20.57,,
1997-08-04,20.65,,
1997-08-05,20.76,,
1997-08-06,20.43,,
1997-08-07,20.9,,
1997-08-08,20.65,,
1997-08-11,20.46,,
1997-08-12,20.05,,
1997-08-13,19.52,,
1997-08-14,20.21,,
1997-08-15,20.13,,
1997-08-18,20.13,,
1997-08-19,20.21,,
1997-08-20,20.4,,
1997-08-21,20.02,,
1997-08-22,19.85,,
1997-08-25,19.61,,
1997-08-26,19.66,,
1997-08-27,19.74,,
1997-08-28,19.55,,
1997-08-29,19.52,,
1997-09-02,19.61,,
1997-09-03,19.55,,
1997-09-04,20.27,,
1997-09-05,20.05,,
1997-09-08,19.94,,
1997-09-09,20.18,,
1997-09-10,19.8,,
1997-09-11,19.96,,
1997-09-12,20.24,,
1997-09-15,20.46,,
1997-09-16,20.68,,
1997-09-17,20.87,,
1997-09-18,20.95,,
1997-09-19,20.92,,
1997-09-22,20.76,,
1997-09-23,20.62,,
1997-09-24,20.27,,
1997-09-25,20.4,,
1997-09-26,20.29,,
1997-09-29,20.29,,
1997-09-30,20.13,,
1997-10-01,20.02,,
1997-10-02,20.6,,
1997-10-03,20.65,,
1997-10-06,20.54,,
1997-10-07,20.57,,
1997-10-08,20.21,,
1997-10-09,20.35,,
1997-10-10,20.4,,
1997-10-13,20.21,,
1997-10-14,20.07,,
1997-10-15,20.07,,
1997-10-16,19.91,,
1997-10-17,19.41,,
1997-10-20,19.8,,
1997-10-21,20.05,,
1997-10-22,20.18,,
1997-10-23,19.94,,
1997-10-24,19.85,,
1997-10-27,19.11,,
1997-10-28,19.8,,
1997-10-29,19.22,,
1997-10-30,19.17,,
1997-10-31,19.28,,
1997-11-03,19.83,,
1997-11-04,20.27,,
1997-11-05,20.24,,
1997-11-06,20.21,,
1997-11-07,20.29,,
1997-11-10,20.24,,
1997-11-11,20.02,,
1997-11-12,20.02,,
1997-11-13,20.21,,
1997-11-14,20.27,,
1997-11-17,20.35,,
1997-11-18,20.43,,
1997-11-19,20.65,,
1997-11-20,20.51,,
1997-11-21,20.68,,
1997-11-24,20.57,,
1997-11-25,20.62,,
1997-11-26,20.57,,
1997-11-28,20.68,,
1997-12-01,20.95,,
1997-12-02,21.14,,
1997-12-03,21.5,,
1997-12-04,21.58,,
1997-12-05,21.56,,
1997-12-08,21.8,,
1997-12-09,22.85,,
1997-12-10,22.63,,
1997-12-11,22.93,,
1997-12-12,23.31,,
1997-12-15,22.85,,
1997-12-16,23.2,,
1997-12-17,23.01,,
1997-12-18,22.63,,
1997-12-19,22.52,,
1997-12-22,22.41,,
1997-12-23,22.3,,
1997-12-24,22.24,,
1997-12-26,22.24,,
1997-12-29,22.41,,
1997-12-30,22.63,,
1997-12-31,22.35,,
1998-01-02,22.27,,
1998-01-05,22.41,,
1998-01-06,22.24,,
1998-01-07,22.38,,
1998-01-08,22.41,,
1998-01-09,22.02,,
1998-01-12,21.94,,
1998-01-13,22.41,,
1998-01-14,22.33,,
1998-01-15,22.41,,
1998-01-16,22.38,,
1998-01-20,22.38,,
1998-01-21,22.44,,
1998-01-22,22.41,,
1998-01-23,21.78,,
1998-01-26,21.67,,
1998-01-27,21.75,,
1998-01-28,21.72,,
1998-01-29,21.69,,
1998-01-30,21.64,,
1998-02-02,21.97,,
1998-02-03,22.19,,
1998-02-04,22.33,,
1998-02-05,22.27,,
1998-02-06,22.38,,
1998-02-09,22.44,,
1998-02-10,22.6,,
1998-02-11,22.38,,
1998-02-12,22.41,,
1998-02-13,22.41,,
1998-02-17,22.46,,
1998-02-18,22.38,,
1998-02-19,22.05,,
1998-02-20,22.49,,
1998-02-23,22.6,,
1998-02-24,22.52,,
1998-02-25,22.98,,
1998-02-26,23.67,,
1998-02-27,23.89,,
1998-03-02,24.06,,
1998-03-03,23.89,,
1998-03-04,24.0,,
1998-03-05,24.22,,
1998-03-06,24.71,,
1998-03-09,25.13,,
1998-03-10,25.7,,
1998-03-11,25.92,,
1998-03-12,26.22,,
1998-03-13,25.87,,
1998-03-16,26.06,,
1998-03-17,26.17,,
1998-03-18,25.84,,
1998-03-19,26.22,,
1998-03-20,25.59,,
1998-03-23,25.57,,
1998-03-24,25.62,,
1998-03-25,25.57,,
1998-03-26,25.54,,
1998-03-27,25.54,,
1998-03-30,25.73,,
1998-03-31,26.14,,
1998-04-01,26.11,,
1998-04-02,26.53,,
1998-04-03,26.42,,
1998-04-06,26.47,,
1998-04-07,26.14,,
1998-04-08,26.39,,
1998-04-09,26.28,,
1998-04-13,25.87,,
1998-04-14,25.87,,
1998-04-15,25.81,,
1998-04-16,25.46,,
1998-04-17,26.01,,
1998-04-20,25.9,,
1998-04-21,25.95,,
1998-04-22,25.98,,
1998-04-23,25.07,,
1998-04-24,24.6,,
1998-04-27,23.86,,
1998-04-28,24.19,,
1998-04-29,25.1,,
1998-04-30,25.48,,
1998-05-01,25.26,,
1998-05-04,25.15,,
1998-05-05,25.37,,
1998-05-06,25.76,,
1998-05-07,25.92,,
1998-05-08,25.79,,
1998-05-11,25.7,,
1998-05-12,25.87,,
1998-05-13,25.87,,
1998-05-14,25.92,,
1998-05-15,25.43,,
1998-05-18,25.04,,
1998-05-19,25.79,,
1998-05-20,25.54,,
1998-05-21,25.76,,
1998-05-22,25.37,,
1998-05-26,24.96,,
1998-05-27,24.93,,
1998-05-28,24.3,,
1998-05-29,24.71,,
1998-06-01,25.04,,
1998-06-02,25.4,,
1998-06-03,25.04,,
1998-06-04,25.21,,
1998-06-05,25.46,,
1998-06-08,25.07,,
1998-06-09,25.24,,
1998-06-10,25.24,,
1998-06-11,25.04,,
1998-06-12,24.93,,
1998-06-15,24.3,,
1998-06-16,24.03,,
1998-06-17,24.71,,
1998-06-18,25.21,,
1998-06-19,25.81,,
1998-06-22,25.95,,
1998-06-23,26.11,,
1998-06-24,26.14,,
1998-06-25,25.81,,
1998-06-26,25.95,,
1998-06-29,26.06,,
1998-06-30,26.58,,
1998-07-01,27.1,,
1998-07-02,27.19,,
1998-07-06,27.54,,
1998-07-07,27.52,,
1998-07-08,27.82,,
1998-07-09,27.41,,
1998-07-10,27.87,,
1998-07-13,28.23,,
1998-07-14,28.56,,
1998-07-15,27.79,,
1998-07-16,27.84,,
1998-07-17,27.35,,
1998-07-20,27.24,,
1998-07-21,27.13,,
1998-07-22,26.91,,
1998-07-23,26.14,,
1998-07-24,27.02,,
1998-07-27,27.35,,
1998-07-28,27.02,,
1998-07-29,26.69,,
1998-07-30,26.25,,
1998-07-31,25.1,,
1998-08-03,25.76,,
