date,GRMN,GRMN_EPS,PE Ratio
2016-02-08,34.35,0.62,55.403225806451616
2016-02-09,33.95,0.62,54.75806451612904
2016-02-10,34.47,0.62,55.596774193548384
2016-02-11,33.84,0.62,54.58064516129033
2016-02-12,34.36,0.62,55.41935483870968
2016-02-16,35.23,0.62,56.82258064516129
2016-02-17,41.06,0.7,58.657142857142865
2016-02-18,40.77,0.7,58.242857142857154
2016-02-19,39.97,0.7,57.1
2016-02-22,40.98,0.7,58.542857142857144
2016-02-23,40.74,0.7,58.20000000000001
2016-02-24,40.6,0.7,58.00000000000001
2016-02-25,40.31,0.7,57.585714285714296
2016-02-26,40.4,0.7,57.714285714285715
2016-02-29,40.51,0.7,57.871428571428574
2016-03-01,41.44,0.7,59.2
2016-03-02,40.92,0.7,58.45714285714286
2016-03-03,40.94,0.7,58.48571428571429
2016-03-04,40.74,0.7,58.20000000000001
2016-03-07,40.47,0.7,57.81428571428572
2016-03-08,39.37,0.7,56.24285714285714
2016-03-09,39.27,0.7,56.10000000000001
2016-03-10,39.83,0.7,56.9
2016-03-11,39.72,0.7,56.74285714285715
2016-03-14,39.27,0.7,56.10000000000001
2016-03-15,39.02,0.7,55.74285714285715
2016-03-16,39.35,0.7,56.21428571428572
2016-03-17,39.59,0.7,56.557142857142864
2016-03-18,39.63,0.7,56.61428571428572
2016-03-21,39.91,0.7,57.01428571428571
2016-03-22,39.97,0.7,57.1
2016-03-23,39.33,0.7,56.18571428571429
2016-03-24,38.97,0.7,55.67142857142857
2016-03-28,39.1,0.7,55.85714285714286
2016-03-29,39.49,0.7,56.41428571428572
2016-03-30,39.86,0.7,56.94285714285714
2016-03-31,39.96,0.7,57.08571428571429
2016-04-01,39.69,0.7,56.7
2016-04-04,40.01,0.7,57.15714285714286
2016-04-05,40.05,0.7,57.214285714285715
2016-04-06,40.02,0.7,57.17142857142858
2016-04-07,39.57,0.7,56.52857142857143
2016-04-08,39.63,0.7,56.61428571428572
2016-04-11,39.94,0.7,57.05714285714286
2016-04-12,40.42,0.7,57.74285714285715
2016-04-13,42.32,0.7,60.45714285714286
2016-04-14,42.09,0.7,60.12857142857144
2016-04-15,42.23,0.7,60.32857142857143
2016-04-18,42.27,0.7,60.38571428571429
2016-04-19,42.6,0.7,60.85714285714286
2016-04-20,42.89,0.7,61.27142857142858
2016-04-21,42.24,0.7,60.34285714285715
2016-04-22,42.71,0.7,61.01428571428572
2016-04-25,42.08,0.7,60.114285714285714
2016-04-26,42.29,0.7,60.41428571428572
2016-04-27,43.88,0.46,95.3913043478261
2016-04-28,43.26,0.46,94.04347826086956
2016-04-29,42.63,0.46,92.67391304347827
2016-05-02,43.01,0.46,93.49999999999999
2016-05-03,42.28,0.46,91.91304347826087
2016-05-04,41.28,0.46,89.73913043478261
2016-05-05,41.06,0.46,89.26086956521739
2016-05-06,40.84,0.46,88.78260869565217
2016-05-09,40.41,0.46,87.84782608695652
2016-05-10,40.83,0.46,88.76086956521739
2016-05-11,40.28,0.46,87.56521739130434
2016-05-12,40.17,0.46,87.32608695652173
2016-05-13,40.01,0.46,86.9782608695652
2016-05-16,40.42,0.46,87.8695652173913
2016-05-17,40.06,0.46,87.08695652173913
2016-05-18,39.94,0.46,86.82608695652173
2016-05-19,39.82,0.46,86.56521739130434
2016-05-20,40.29,0.46,87.58695652173913
2016-05-23,40.45,0.46,87.93478260869566
2016-05-24,41.13,0.46,89.41304347826087
2016-05-25,41.29,0.46,89.76086956521739
2016-05-26,41.45,0.46,90.10869565217392
2016-05-27,41.71,0.46,90.67391304347827
2016-05-31,42.52,0.46,92.43478260869566
2016-06-01,42.31,0.46,91.97826086956522
2016-06-02,42.8,0.46,93.04347826086955
2016-06-03,42.38,0.46,92.1304347826087
2016-06-06,42.79,0.46,93.02173913043478
2016-06-07,43.22,0.46,93.95652173913042
2016-06-08,43.22,0.46,93.95652173913042
2016-06-09,43.24,0.46,94.0
2016-06-10,42.51,0.46,92.41304347826086
2016-06-13,42.43,0.46,92.23913043478261
2016-06-14,42.53,0.46,92.45652173913044
2016-06-15,42.22,0.46,91.78260869565217
2016-06-16,41.87,0.46,91.02173913043477
2016-06-17,42.08,0.46,91.4782608695652
2016-06-20,42.52,0.46,92.43478260869566
2016-06-21,42.51,0.46,92.41304347826086
2016-06-22,42.3,0.46,91.95652173913042
2016-06-23,43.28,0.46,94.08695652173913
2016-06-24,40.77,0.46,88.6304347826087
2016-06-27,39.68,0.46,86.26086956521739
2016-06-28,40.61,0.46,88.28260869565217
2016-06-29,41.43,0.46,90.06521739130434
2016-06-30,42.42,0.46,92.21739130434783
2016-07-01,42.47,0.46,92.32608695652173
2016-07-05,41.91,0.46,91.1086956521739
2016-07-06,42.02,0.46,91.34782608695653
2016-07-07,42.59,0.46,92.58695652173914
2016-07-08,43.37,0.46,94.28260869565216
2016-07-11,43.74,0.46,95.08695652173913
2016-07-12,44.71,0.46,97.19565217391305
2016-07-13,44.31,0.46,96.32608695652173
2016-07-14,44.74,0.46,97.26086956521739
2016-07-15,45.01,0.46,97.84782608695652
2016-07-18,45.43,0.46,98.76086956521739
2016-07-19,45.66,0.46,99.26086956521738
2016-07-20,45.7,0.46,99.34782608695653
2016-07-21,45.71,0.46,99.3695652173913
2016-07-22,46.05,0.46,100.1086956521739
2016-07-25,45.92,0.46,99.82608695652173
2016-07-26,46.39,0.46,100.84782608695652
2016-07-27,51.79,0.86,60.22093023255814
2016-07-28,53.54,0.86,62.25581395348837
2016-07-29,54.33,0.86,63.17441860465116
2016-08-01,55.75,0.86,64.82558139534883
2016-08-02,54.86,0.86,63.7906976744186
2016-08-03,55.46,0.86,64.48837209302326
2016-08-04,54.54,0.86,63.41860465116279
2016-08-05,54.92,0.86,63.86046511627907
2016-08-08,54.86,0.86,63.7906976744186
2016-08-09,54.36,0.86,63.2093023255814
2016-08-10,55.08,0.86,64.04651162790698
2016-08-11,55.29,0.86,64.29069767441861
2016-08-12,55.1,0.86,64.06976744186046
2016-08-15,55.58,0.86,64.62790697674419
2016-08-16,55.18,0.86,64.16279069767442
2016-08-17,54.75,0.86,63.66279069767442
2016-08-18,54.82,0.86,63.74418604651163
2016-08-19,54.38,0.86,63.23255813953489
2016-08-22,53.16,0.86,61.81395348837209
2016-08-23,53.67,0.86,62.406976744186046
2016-08-24,50.59,0.86,58.82558139534884
2016-08-25,50.52,0.86,58.74418604651163
2016-08-26,50.2,0.86,58.372093023255815
2016-08-29,50.17,0.86,58.33720930232558
2016-08-30,49.32,0.86,57.348837209302324
2016-08-31,49.08,0.86,57.06976744186046
2016-09-01,48.86,0.86,56.81395348837209
2016-09-02,48.75,0.86,56.68604651162791
2016-09-06,49.02,0.86,57.00000000000001
2016-09-07,49.1,0.86,57.093023255813954
2016-09-08,48.92,0.86,56.88372093023256
2016-09-09,47.44,0.86,55.16279069767442
2016-09-12,47.86,0.86,55.651162790697676
2016-09-13,46.95,0.86,54.59302325581396
2016-09-14,46.75,0.86,54.36046511627907
2016-09-15,47.54,0.86,55.27906976744186
2016-09-16,47.23,0.86,54.91860465116279
2016-09-19,47.75,0.86,55.52325581395349
2016-09-20,47.55,0.86,55.2906976744186
2016-09-21,48.36,0.86,56.23255813953488
2016-09-22,48.68,0.86,56.604651162790695
2016-09-23,48.5,0.86,56.395348837209305
2016-09-26,48.29,0.86,56.151162790697676
2016-09-27,49.01,0.86,56.98837209302325
2016-09-28,48.98,0.86,56.95348837209302
2016-09-29,48.15,0.86,55.98837209302326
2016-09-30,48.11,0.86,55.94186046511628
2016-10-03,48.24,0.86,56.093023255813954
2016-10-04,47.95,0.86,55.75581395348838
2016-10-05,48.47,0.86,56.360465116279066
2016-10-06,48.39,0.86,56.26744186046512
2016-10-07,48.51,0.86,56.406976744186046
2016-10-10,48.67,0.86,56.593023255813954
2016-10-11,48.06,0.86,55.88372093023256
2016-10-12,48.25,0.86,56.104651162790695
2016-10-13,47.98,0.86,55.7906976744186
2016-10-14,48.33,0.86,56.19767441860465
2016-10-17,47.88,0.86,55.674418604651166
2016-10-18,48.64,0.86,56.55813953488372
2016-10-19,48.6,0.86,56.51162790697675
2016-10-20,48.59,0.86,56.50000000000001
2016-10-21,48.6,0.86,56.51162790697675
2016-10-24,48.88,0.86,56.83720930232558
2016-10-25,49.51,0.86,57.56976744186046
2016-10-26,49.75,0.66,75.37878787878788
2016-10-27,47.85,0.66,72.5
2016-10-28,47.87,0.66,72.53030303030302
2016-10-31,48.36,0.66,73.27272727272727
2016-11-01,49.0,0.66,74.24242424242424
2016-11-02,48.12,0.66,72.9090909090909
2016-11-03,47.38,0.66,71.78787878787878
2016-11-04,47.01,0.66,71.22727272727272
2016-11-07,47.88,0.66,72.54545454545455
2016-11-08,48.17,0.66,72.98484848484848
2016-11-09,48.94,0.66,74.15151515151514
2016-11-10,49.47,0.66,74.95454545454545
2016-11-11,49.95,0.66,75.68181818181819
2016-11-14,52.24,0.66,79.15151515151516
2016-11-15,52.72,0.66,79.87878787878788
2016-11-16,52.65,0.66,79.77272727272727
2016-11-17,52.01,0.66,78.8030303030303
2016-11-18,51.71,0.66,78.34848484848484
2016-11-21,52.18,0.66,79.06060606060606
2016-11-22,52.69,0.66,79.83333333333333
2016-11-23,52.53,0.66,79.5909090909091
2016-11-25,52.79,0.66,79.98484848484848
2016-11-28,52.87,0.66,80.1060606060606
2016-11-29,51.99,0.66,78.77272727272727
2016-11-30,52.16,0.66,79.03030303030302
2016-12-01,51.54,0.66,78.09090909090908
2016-12-02,51.51,0.66,78.04545454545453
2016-12-05,52.13,0.66,78.98484848484848
2016-12-06,51.52,0.66,78.06060606060606
2016-12-07,51.66,0.66,78.27272727272727
2016-12-08,51.56,0.66,78.12121212121212
2016-12-09,50.02,0.66,75.7878787878788
2016-12-12,49.65,0.66,75.22727272727272
2016-12-13,49.71,0.66,75.31818181818181
2016-12-14,48.89,0.66,74.07575757575758
2016-12-15,49.5,0.66,75.0
2016-12-16,48.99,0.66,74.22727272727273
2016-12-19,49.39,0.66,74.83333333333333
2016-12-20,49.74,0.66,75.36363636363636
2016-12-21,50.05,0.66,75.83333333333333
2016-12-22,50.44,0.66,76.42424242424242
2016-12-23,50.47,0.66,76.46969696969697
2016-12-27,50.65,0.66,76.74242424242424
2016-12-28,49.22,0.66,74.57575757575756
2016-12-29,49.01,0.66,74.25757575757575
2016-12-30,48.49,0.66,73.46969696969697
2017-01-03,49.19,0.66,74.53030303030302
2017-01-04,49.83,0.66,75.5
2017-01-05,49.49,0.66,74.98484848484848
2017-01-06,49.04,0.66,74.3030303030303
2017-01-09,48.09,0.66,72.86363636363636
2017-01-10,47.93,0.66,72.62121212121211
2017-01-11,48.26,0.66,73.12121212121211
2017-01-12,48.37,0.66,73.28787878787878
2017-01-13,48.52,0.66,73.51515151515152
2017-01-17,47.94,0.66,72.63636363636363
2017-01-18,47.76,0.66,72.36363636363636
2017-01-19,47.61,0.66,72.13636363636363
2017-01-20,47.87,0.66,72.53030303030302
2017-01-23,48.18,0.66,73.0
2017-01-24,49.08,0.66,74.36363636363636
2017-01-25,49.75,0.66,75.37878787878788
2017-01-26,49.08,0.66,74.36363636363636
2017-01-27,49.0,0.66,74.24242424242424
2017-01-30,47.35,0.66,71.74242424242424
2017-01-31,48.29,0.66,73.16666666666666
2017-02-01,48.13,0.66,72.92424242424242
2017-02-02,49.8,0.66,75.45454545454545
2017-02-03,49.84,0.66,75.51515151515152
2017-02-06,50.26,0.66,76.15151515151514
2017-02-07,49.53,0.66,75.04545454545455
2017-02-08,48.85,0.66,74.01515151515152
2017-02-09,49.13,0.66,74.43939393939394
2017-02-10,49.78,0.66,75.42424242424242
2017-02-13,50.34,0.66,76.27272727272728
2017-02-14,50.25,0.66,76.13636363636363
2017-02-15,50.82,0.66,77.0
2017-02-16,50.95,0.66,77.1969696969697
2017-02-17,50.81,0.66,76.98484848484848
2017-02-21,50.45,0.66,76.43939393939394
2017-02-22,54.15,0.73,74.17808219178082
2017-02-23,52.31,0.73,71.65753424657535
2017-02-24,53.03,0.73,72.64383561643837
2017-02-27,52.61,0.73,72.06849315068493
2017-02-28,51.61,0.73,70.6986301369863
2017-03-01,52.34,0.73,71.69863013698631
2017-03-02,51.72,0.73,70.84931506849315
2017-03-03,51.52,0.73,70.57534246575344
2017-03-06,51.76,0.73,70.9041095890411
2017-03-07,51.51,0.73,70.56164383561644
2017-03-08,51.99,0.73,71.21917808219179
2017-03-09,52.11,0.73,71.38356164383562
2017-03-10,52.51,0.73,71.93150684931507
2017-03-13,51.85,0.73,71.02739726027397
2017-03-14,51.42,0.73,70.43835616438356
2017-03-15,51.9,0.73,71.0958904109589
2017-03-16,52.36,0.73,71.72602739726028
2017-03-17,52.36,0.73,71.72602739726028
2017-03-20,52.65,0.73,72.12328767123287
2017-03-21,51.52,0.73,70.57534246575344
2017-03-22,51.21,0.73,70.15068493150686
2017-03-23,51.48,0.73,70.52054794520548
2017-03-24,51.1,0.73,70.0
2017-03-27,50.77,0.73,69.54794520547946
2017-03-28,51.01,0.73,69.87671232876713
2017-03-29,50.96,0.73,69.8082191780822
2017-03-30,51.09,0.73,69.98630136986301
2017-03-31,51.11,0.73,70.01369863013699
2017-04-03,50.24,0.73,68.82191780821918
2017-04-04,49.99,0.73,68.47945205479452
2017-04-05,49.82,0.73,68.24657534246576
2017-04-06,50.08,0.73,68.6027397260274
2017-04-07,50.37,0.73,69.0
2017-04-10,50.54,0.73,69.23287671232877
2017-04-11,49.99,0.73,68.47945205479452
2017-04-12,49.29,0.73,67.52054794520548
2017-04-13,48.69,0.73,66.6986301369863
2017-04-17,48.98,0.73,67.0958904109589
2017-04-18,49.26,0.73,67.47945205479452
2017-04-19,49.58,0.73,67.91780821917808
2017-04-20,49.98,0.73,68.46575342465754
2017-04-21,49.95,0.73,68.42465753424658
2017-04-24,50.29,0.73,68.89041095890411
2017-04-25,50.74,0.73,69.5068493150685
2017-04-26,50.57,0.73,69.27397260273973
2017-04-27,51.21,0.73,70.15068493150686
2017-04-28,50.84,0.73,69.64383561643837
2017-05-01,51.83,0.73,71.0
2017-05-02,51.24,0.73,70.19178082191782
2017-05-03,50.68,1.26,40.22222222222222
2017-05-04,51.42,1.26,40.80952380952381
2017-05-05,52.49,1.26,41.65873015873016
2017-05-08,51.96,1.26,41.23809523809524
2017-05-09,52.01,1.26,41.27777777777778
2017-05-10,52.62,1.26,41.76190476190476
2017-05-11,52.36,1.26,41.55555555555556
2017-05-12,52.15,1.26,41.388888888888886
2017-05-15,52.39,1.26,41.57936507936508
2017-05-16,52.6,1.26,41.74603174603175
2017-05-17,51.1,1.26,40.55555555555556
2017-05-18,51.0,1.26,40.476190476190474
2017-05-19,51.22,1.26,40.65079365079365
2017-05-22,52.03,1.26,41.29365079365079
2017-05-23,51.68,1.26,41.01587301587301
2017-05-24,51.49,1.26,40.86507936507937
2017-05-25,52.08,1.26,41.33333333333333
2017-05-26,52.4,1.26,41.58730158730159
2017-05-30,52.11,1.26,41.357142857142854
2017-05-31,52.04,1.26,41.301587301587304
2017-06-01,52.74,1.26,41.85714285714286
2017-06-02,52.95,1.26,42.023809523809526
2017-06-05,53.58,1.26,42.523809523809526
2017-06-06,52.84,1.26,41.93650793650794
2017-06-07,51.89,1.26,41.182539682539684
2017-06-08,51.89,1.26,41.182539682539684
2017-06-09,51.89,1.26,41.182539682539684
2017-06-12,51.91,1.26,41.198412698412696
2017-06-13,51.61,1.26,40.96031746031746
2017-06-14,51.72,1.26,41.047619047619044
2017-06-15,51.7,1.26,41.03174603174603
2017-06-16,51.34,1.26,40.74603174603175
2017-06-19,51.79,1.26,41.1031746031746
2017-06-20,51.36,1.26,40.76190476190476
2017-06-21,51.17,1.26,40.611111111111114
2017-06-22,51.39,1.26,40.785714285714285
2017-06-23,51.28,1.26,40.698412698412696
2017-06-26,51.3,1.26,40.71428571428571
2017-06-27,50.57,1.26,40.13492063492063
2017-06-28,50.95,1.26,40.43650793650794
2017-06-29,50.94,1.26,40.42857142857142
2017-06-30,51.03,1.26,40.5
2017-07-03,51.82,1.26,41.12698412698413
2017-07-05,52.07,1.26,41.32539682539682
2017-07-06,50.98,1.26,40.460317460317455
2017-07-07,51.17,1.26,40.611111111111114
2017-07-10,50.26,1.26,39.888888888888886
2017-07-11,50.3,1.26,39.92063492063492
2017-07-12,50.3,1.26,39.92063492063492
2017-07-13,50.24,1.26,39.87301587301587
2017-07-14,50.3,1.26,39.92063492063492
2017-07-17,50.6,1.26,40.15873015873016
2017-07-18,50.21,1.26,39.84920634920635
2017-07-19,51.66,1.26,41.0
2017-07-20,51.33,1.26,40.738095238095234
2017-07-21,51.59,1.26,40.94444444444445
2017-07-24,51.68,1.26,41.01587301587301
2017-07-25,52.56,1.26,41.714285714285715
2017-07-26,52.25,1.26,41.46825396825397
2017-07-27,51.88,1.26,41.17460317460318
2017-07-28,51.32,1.26,40.73015873015873
2017-07-31,50.19,1.26,39.83333333333333
2017-08-01,49.99,1.26,39.67460317460318
2017-08-02,52.22,0.91,57.38461538461538
2017-08-03,51.82,0.91,56.94505494505494
2017-08-04,51.88,0.91,57.010989010989015
2017-08-07,52.1,0.91,57.252747252747255
2017-08-08,51.76,0.91,56.879120879120876
2017-08-09,52.28,0.91,57.45054945054945
2017-08-10,51.29,0.91,56.36263736263736
2017-08-11,51.21,0.91,56.27472527472527
2017-08-14,51.8,0.91,56.92307692307692
2017-08-15,51.4,0.91,56.48351648351648
2017-08-16,51.88,0.91,57.010989010989015
2017-08-17,51.2,0.91,56.26373626373626
2017-08-18,51.17,0.91,56.23076923076923
2017-08-21,50.98,0.91,56.021978021978015
2017-08-22,51.7,0.91,56.81318681318682
2017-08-23,52.04,0.91,57.18681318681318
2017-08-24,52.18,0.91,57.340659340659336
2017-08-25,52.53,0.91,57.72527472527472
2017-08-28,52.05,0.91,57.19780219780219
2017-08-29,51.49,0.91,56.582417582417584
2017-08-30,51.73,0.91,56.84615384615384
2017-08-31,51.5,0.91,56.59340659340659
2017-09-01,51.82,0.91,56.94505494505494
2017-09-05,51.46,0.91,56.54945054945055
2017-09-06,52.11,0.91,57.26373626373626
2017-09-07,51.96,0.91,57.098901098901095
2017-09-08,52.26,0.91,57.42857142857142
2017-09-11,52.15,0.91,57.30769230769231
2017-09-12,52.01,0.91,57.153846153846146
2017-09-13,52.54,0.91,57.73626373626373
2017-09-14,52.31,0.91,57.48351648351648
2017-09-15,52.48,0.91,57.670329670329664
2017-09-18,52.49,0.91,57.68131868131868
2017-09-19,51.94,0.91,57.07692307692307
2017-09-20,52.18,0.91,57.340659340659336
2017-09-21,52.0,0.91,57.14285714285714
2017-09-22,52.41,0.91,57.593406593406584
2017-09-25,53.2,0.91,58.46153846153846
2017-09-26,53.68,0.91,58.989010989010985
2017-09-27,54.03,0.91,59.37362637362637
2017-09-28,54.04,0.91,59.38461538461538
2017-09-29,53.97,0.91,59.30769230769231
2017-10-02,54.16,0.91,59.51648351648351
2017-10-03,54.42,0.91,59.8021978021978
2017-10-04,54.77,0.91,60.18681318681319
2017-10-05,54.79,0.91,60.208791208791204
2017-10-06,53.83,0.91,59.15384615384615
2017-10-09,53.92,0.91,59.252747252747255
2017-10-10,54.26,0.91,59.62637362637362
2017-10-11,54.38,0.91,59.75824175824176
2017-10-12,54.7,0.91,60.10989010989011
2017-10-13,55.17,0.91,60.62637362637363
2017-10-16,55.15,0.91,60.6043956043956
2017-10-17,55.2,0.91,60.65934065934066
2017-10-18,55.08,0.91,60.527472527472526
2017-10-19,55.45,0.91,60.934065934065934
2017-10-20,55.8,0.91,61.318681318681314
2017-10-23,55.8,0.91,61.318681318681314
2017-10-24,56.41,0.91,61.989010989010985
2017-10-25,56.55,0.91,62.14285714285714
2017-10-26,56.47,0.91,62.05494505494505
2017-10-27,56.29,0.91,61.857142857142854
2017-10-30,56.49,0.91,62.07692307692308
2017-10-31,56.61,0.91,62.208791208791204
2017-11-01,59.8,0.79,75.69620253164557
2017-11-02,58.86,0.79,74.50632911392405
2017-11-03,59.55,0.79,75.37974683544303
2017-11-06,59.3,0.79,75.0632911392405
2017-11-07,59.21,0.79,74.94936708860759
2017-11-08,59.65,0.79,75.50632911392404
2017-11-09,59.72,0.79,75.59493670886076
2017-11-10,60.83,0.79,77.0
2017-11-13,60.58,0.79,76.68354430379746
2017-11-14,60.75,0.79,76.89873417721519
2017-11-15,60.29,0.79,76.31645569620252
2017-11-16,60.75,0.79,76.89873417721519
2017-11-17,61.45,0.79,77.78481012658227
2017-11-20,61.52,0.79,77.87341772151899
2017-11-21,62.49,0.79,79.10126582278481
2017-11-22,61.53,0.79,77.88607594936708
2017-11-24,61.79,0.79,78.21518987341771
2017-11-27,61.7,0.79,78.10126582278481
2017-11-28,62.92,0.79,79.64556962025317
2017-11-29,62.4,0.79,78.9873417721519
2017-11-30,62.08,0.79,78.58227848101265
2017-12-01,61.23,0.79,77.50632911392404
2017-12-04,60.85,0.79,77.0253164556962
2017-12-05,61.52,0.79,77.87341772151899
2017-12-06,61.46,0.79,77.79746835443038
2017-12-07,61.27,0.79,77.55696202531645
2017-12-08,62.27,0.79,78.82278481012658
2017-12-11,61.96,0.79,78.43037974683544
2017-12-12,61.13,0.79,77.37974683544304
2017-12-13,60.83,0.79,77.0
2017-12-14,59.46,0.79,75.26582278481013
2017-12-15,58.36,0.79,73.87341772151899
2017-12-18,58.63,0.79,74.21518987341773
2017-12-19,58.58,0.79,74.15189873417721
2017-12-20,58.8,0.79,74.43037974683544
2017-12-21,59.17,0.79,74.89873417721519
2017-12-22,59.18,0.79,74.91139240506328
2017-12-26,59.27,0.79,75.0253164556962
2017-12-27,59.46,0.79,75.26582278481013
2017-12-28,59.77,0.79,75.65822784810126
2017-12-29,59.57,0.79,75.40506329113924
2018-01-02,59.54,0.79,75.36708860759494
2018-01-03,60.27,0.79,76.29113924050633
2018-01-04,60.27,0.79,76.29113924050633
2018-01-05,59.74,0.79,75.62025316455696
2018-01-08,60.34,0.79,76.37974683544304
2018-01-09,59.85,0.79,75.75949367088607
2018-01-10,60.47,0.79,76.54430379746834
2018-01-11,61.42,0.79,77.74683544303798
2018-01-12,61.96,0.79,78.43037974683544
2018-01-16,61.45,0.79,77.78481012658227
2018-01-17,63.04,0.79,79.79746835443038
2018-01-18,63.24,0.79,80.0506329113924
2018-01-19,63.87,0.79,80.84810126582278
2018-01-22,64.04,0.79,81.0632911392405
2018-01-23,64.52,0.79,81.67088607594935
2018-01-24,64.21,0.79,81.27848101265822
2018-01-25,63.75,0.79,80.69620253164557
2018-01-26,64.58,0.79,81.74683544303797
2018-01-29,63.71,0.79,80.64556962025316
2018-01-30,63.07,0.79,79.83544303797468
2018-01-31,62.94,0.79,79.67088607594935
2018-02-01,62.68,0.79,79.34177215189872
2018-02-02,62.41,0.79,78.99999999999999
2018-02-05,60.79,0.79,76.94936708860759
2018-02-06,62.31,0.79,78.87341772151899
2018-02-07,63.08,0.79,79.84810126582278
2018-02-08,61.13,0.79,77.37974683544304
2018-02-09,61.22,0.79,77.49367088607595
2018-02-12,61.97,0.79,78.44303797468353
2018-02-13,62.43,0.79,79.0253164556962
2018-02-14,64.0,0.79,81.01265822784809
2018-02-15,64.87,0.79,82.11392405063292
2018-02-16,65.21,0.79,82.54430379746834
2018-02-20,64.86,0.79,82.10126582278481
2018-02-21,61.87,0.74,83.60810810810811
2018-02-22,60.39,0.74,81.60810810810811
2018-02-23,60.35,0.74,81.55405405405406
2018-02-26,60.65,0.74,81.95945945945945
2018-02-27,60.22,0.74,81.37837837837837
2018-02-28,59.24,0.74,80.05405405405406
2018-03-01,58.86,0.74,79.54054054054055
2018-03-02,59.42,0.74,80.2972972972973
2018-03-05,59.6,0.74,80.54054054054055
2018-03-06,59.81,0.74,80.82432432432432
2018-03-07,59.99,0.74,81.06756756756756
2018-03-08,59.89,0.74,80.93243243243244
2018-03-09,60.99,0.74,82.41891891891892
2018-03-12,61.01,0.74,82.44594594594595
2018-03-13,61.15,0.74,82.63513513513513
2018-03-14,60.26,0.74,81.43243243243244
2018-03-15,59.68,0.74,80.64864864864865
2018-03-16,60.11,0.74,81.22972972972973
2018-03-19,59.84,0.74,80.86486486486487
2018-03-20,59.99,0.74,81.06756756756756
2018-03-21,59.51,0.74,80.41891891891892
2018-03-22,58.34,0.74,78.83783783783784
2018-03-23,57.68,0.74,77.94594594594595
2018-03-26,58.69,0.74,79.3108108108108
2018-03-27,58.14,0.74,78.56756756756756
2018-03-28,58.21,0.74,78.66216216216216
2018-03-29,58.93,0.74,79.63513513513513
2018-04-02,58.06,0.74,78.45945945945947
2018-04-03,58.8,0.74,79.45945945945945
2018-04-04,59.33,0.74,80.17567567567568
2018-04-05,59.65,0.74,80.60810810810811
2018-04-06,58.42,0.74,78.94594594594595
2018-04-09,58.51,0.74,79.06756756756756
2018-04-10,59.37,0.74,80.22972972972973
2018-04-11,59.29,0.74,80.12162162162163
2018-04-12,59.3,0.74,80.13513513513513
2018-04-13,59.03,0.74,79.77027027027027
2018-04-16,59.43,0.74,80.3108108108108
2018-04-17,59.92,0.74,80.97297297297298
2018-04-18,59.98,0.74,81.05405405405405
2018-04-19,59.23,0.74,80.04054054054053
2018-04-20,58.94,0.74,79.64864864864865
2018-04-23,58.09,0.74,78.5
2018-04-24,57.66,0.74,77.91891891891892
2018-04-25,57.83,0.74,78.14864864864865
2018-04-26,58.96,0.74,79.67567567567568
2018-04-27,59.26,0.74,80.08108108108108
2018-04-30,58.67,0.74,79.28378378378379
2018-05-01,58.99,0.74,79.71621621621622
2018-05-02,61.95,0.69,89.78260869565219
2018-05-03,60.35,0.69,87.46376811594203
2018-05-04,59.89,0.69,86.79710144927537
2018-05-07,59.37,0.69,86.04347826086956
2018-05-08,59.58,0.69,86.34782608695653
2018-05-09,59.41,0.69,86.10144927536233
2018-05-10,59.19,0.69,85.78260869565217
2018-05-11,59.29,0.69,85.92753623188406
2018-05-14,59.39,0.69,86.07246376811595
2018-05-15,59.23,0.69,85.84057971014494
2018-05-16,59.69,0.69,86.5072463768116
2018-05-17,59.74,0.69,86.57971014492755
2018-05-18,59.76,0.69,86.60869565217392
2018-05-21,60.41,0.69,87.55072463768116
2018-05-22,60.47,0.69,87.6376811594203
2018-05-23,60.28,0.69,87.36231884057972
2018-05-24,60.53,0.69,87.72463768115942
2018-05-25,60.56,0.69,87.768115942029
2018-05-29,60.44,0.69,87.59420289855073
2018-05-30,60.9,0.69,88.26086956521739
2018-05-31,60.09,0.69,87.08695652173914
2018-06-01,61.39,0.69,88.97101449275362
2018-06-04,61.01,0.69,88.42028985507247
2018-06-05,61.69,0.69,89.40579710144928
2018-06-06,61.89,0.69,89.69565217391305
2018-06-07,61.43,0.69,89.02898550724639
2018-06-08,61.85,0.69,89.6376811594203
2018-06-11,62.26,0.69,90.23188405797102
2018-06-12,62.37,0.69,90.3913043478261
2018-06-13,62.24,0.69,90.20289855072465
2018-06-14,61.94,0.69,89.76811594202898
2018-06-15,61.24,0.69,88.75362318840581
2018-06-18,61.26,0.69,88.78260869565217
2018-06-19,60.93,0.69,88.30434782608697
2018-06-20,61.44,0.69,89.04347826086956
2018-06-21,60.12,0.69,87.1304347826087
2018-06-22,60.23,0.69,87.28985507246377
2018-06-25,59.71,0.69,86.53623188405798
2018-06-26,60.25,0.69,87.31884057971016
2018-06-27,59.98,0.69,86.92753623188406
2018-06-28,60.96,0.69,88.34782608695653
2018-06-29,61.0,0.69,88.40579710144928
2018-07-02,60.92,0.69,88.28985507246378
2018-07-03,60.62,0.69,87.85507246376812
2018-07-05,60.58,0.69,87.79710144927536
2018-07-06,61.35,0.69,88.91304347826087
2018-07-09,62.39,0.69,90.42028985507247
2018-07-10,63.3,0.69,91.73913043478261
2018-07-11,62.28,0.69,90.2608695652174
