date,DUK,DUK_EPS,PE Ratio
2000-05-23,52.03,,
2000-05-24,51.86,,
2000-05-25,51.59,,
2000-05-26,52.14,,
2000-05-30,50.94,,
2000-05-31,50.77,,
2000-06-01,50.66,,
2000-06-02,50.28,,
2000-06-05,49.36,,
2000-06-06,50.45,,
2000-06-07,50.39,,
2000-06-08,50.77,,
2000-06-09,51.86,,
2000-06-12,51.89,,
2000-06-13,52.57,,
2000-06-14,52.3,,
2000-06-15,52.95,,
2000-06-16,53.74,,
2000-06-19,53.28,,
2000-06-20,52.19,,
2000-06-21,52.03,,
2000-06-22,51.15,,
2000-06-23,51.75,,
2000-06-26,51.54,,
2000-06-27,50.28,,
2000-06-28,51.47,,
2000-06-29,50.28,,
2000-06-30,49.14,,
2000-07-03,50.28,,
2000-07-05,49.36,,
2000-07-06,50.66,,
2000-07-07,52.3,,
2000-07-10,52.95,,
2000-07-11,53.5,,
2000-07-12,53.06,,
2000-07-13,53.44,,
2000-07-14,52.84,,
2000-07-17,53.09,,
2000-07-18,54.1,,
2000-07-19,55.84,,
2000-07-20,54.42,,
2000-07-21,54.26,,
2000-07-24,54.37,,
2000-07-25,55.3,,
2000-07-26,54.42,,
2000-07-27,55.13,,
2000-07-28,54.91,,
2000-07-31,53.77,,
2000-08-01,55.19,,
2000-08-02,56.66,,
2000-08-03,58.52,,
2000-08-04,59.05,,
2000-08-07,60.32,,
2000-08-08,60.96,,
2000-08-09,58.99,,
2000-08-10,59.01,,
2000-08-11,59.33,,
2000-08-14,60.31,,
2000-08-15,60.42,,
2000-08-16,60.05,,
2000-08-17,60.53,,
2000-08-18,60.63,,
2000-08-21,60.74,,
2000-08-22,61.29,,
2000-08-23,62.11,,
2000-08-24,61.45,,
2000-08-25,61.4,,
2000-08-28,62.49,,
2000-08-29,62.6,,
2000-08-30,64.07,,
2000-08-31,65.22,,
2000-09-01,65.17,,
2000-09-05,66.9,,
2000-09-06,68.75,,
2000-09-07,67.77,,
2000-09-08,70.03,,
2000-09-11,72.67,,
2000-09-12,73.49,,
2000-09-13,72.73,,
2000-09-14,72.13,,
2000-09-15,70.84,,
2000-09-18,71.08,,
2000-09-19,67.77,,
2000-09-20,66.68,,
2000-09-21,65.16,,
2000-09-22,66.14,,
2000-09-25,69.24,,
2000-09-26,71.8,,
2000-09-27,71.54,,
2000-09-28,74.04,,
2000-09-29,74.76,,
2000-10-02,75.78,,
2000-10-03,74.85,,
2000-10-04,72.07,,
2000-10-05,70.11,,
2000-10-06,71.31,,
2000-10-09,71.86,,
2000-10-10,72.95,,
2000-10-11,73.06,,
2000-10-12,72.35,,
2000-10-13,74.2,,
2000-10-16,75.51,,
2000-10-17,76.71,,
2000-10-18,75.83,,
2000-10-19,75.72,,
2000-10-20,75.23,,
2000-10-23,74.04,,
2000-10-24,73.65,,
2000-10-25,72.95,,
2000-10-26,70.77,,
2000-10-27,72.35,,
2000-10-30,74.64,,
2000-10-31,75.34,,
2000-11-01,75.62,,
2000-11-02,73.87,,
2000-11-03,74.14,,
2000-11-06,74.47,,
2000-11-07,74.31,,
2000-11-08,73.82,,
2000-11-09,75.4,,
2000-11-10,76.27,,
2000-11-13,75.62,,
2000-11-14,73.76,,
2000-11-15,74.53,,
2000-11-16,75.83,,
2000-11-17,76.92,,
2000-11-20,77.3,,
2000-11-21,74.96,,
2000-11-22,75.02,,
2000-11-24,74.96,,
2000-11-27,74.47,,
2000-11-28,75.02,,
2000-11-29,76.05,,
2000-11-30,78.39,,
2000-12-01,76.05,,
2000-12-04,77.52,,
2000-12-05,78.01,,
2000-12-06,75.29,,
2000-12-07,75.51,,
2000-12-08,74.74,,
2000-12-11,74.09,,
2000-12-12,73.27,,
2000-12-13,74.36,,
2000-12-14,72.13,,
2000-12-15,72.07,,
2000-12-18,74.09,,
2000-12-19,74.14,,
2000-12-20,74.64,,
2000-12-21,73.22,,
2000-12-22,73.65,,
2000-12-26,75.94,,
2000-12-27,75.94,,
2000-12-28,74.8,,
2000-12-29,74.31,,
2001-01-02,72.13,,
2001-01-03,67.5,,
2001-01-04,64.83,,
2001-01-05,63.63,,
2001-01-08,64.07,,
2001-01-09,61.61,,
2001-01-10,60.09,,
2001-01-11,57.42,,
2001-01-12,61.12,,
2001-01-16,61.07,,
2001-01-17,61.02,,
2001-01-18,62.7,,
2001-01-19,63.47,,
2001-01-22,64.5,,
2001-01-23,64.67,,
2001-01-24,65.05,,
2001-01-25,67.55,,
2001-01-26,67.12,,
2001-01-29,64.5,,
2001-01-30,63.28,,
2001-01-31,63.75,,
2001-02-01,64.1,,
2001-02-02,65.51,,
2001-02-05,68.15,,
2001-02-06,69.3,,
2001-02-07,69.71,,
2001-02-08,71.53,,
2001-02-09,72.0,,
2001-02-12,71.74,,
2001-02-13,71.0,,
2001-02-14,71.65,,
2001-02-15,69.91,,
2001-02-16,71.75,,
2001-02-20,73.41,,
2001-02-21,73.92,,
2001-02-22,73.69,,
2001-02-23,71.93,,
2001-02-26,72.35,,
2001-02-27,71.7,,
2001-02-28,71.04,,
2001-03-01,72.12,,
2001-03-02,70.59,,
2001-03-05,71.23,,
2001-03-06,71.82,,
2001-03-07,74.23,,
2001-03-08,75.8,,
2001-03-09,74.91,,
2001-03-12,70.97,,
2001-03-13,67.95,,
2001-03-14,66.12,,
2001-03-15,67.55,,
2001-03-16,67.99,,
2001-03-19,68.69,,
2001-03-20,68.25,,
2001-03-21,68.53,,
2001-03-22,66.23,,
2001-03-23,66.04,,
2001-03-26,68.7,,
2001-03-27,71.95,,
2001-03-28,71.32,,
2001-03-29,72.35,,
2001-03-30,74.51,,
2001-04-02,75.42,,
2001-04-03,74.53,,
2001-04-04,72.71,,
2001-04-05,73.92,,
2001-04-06,69.91,,
2001-04-09,71.37,,
2001-04-10,74.35,,
2001-04-11,74.13,,
2001-04-12,73.22,,
2001-04-16,74.11,,
2001-04-17,77.75,,
2001-04-18,77.77,,
2001-04-19,76.51,,
2001-04-20,78.17,,
2001-04-23,80.19,,
2001-04-24,80.19,,
2001-04-25,79.81,,
2001-04-26,82.77,,
2001-04-27,81.62,,
2001-04-30,81.52,,
2001-05-01,81.24,,
2001-05-02,78.1,,
2001-05-03,77.61,,
2001-05-04,79.91,,
2001-05-07,78.62,,
2001-05-08,77.12,,
2001-05-09,79.91,,
2001-05-10,80.0,,
2001-05-11,80.28,,
2001-05-14,81.66,,
2001-05-15,79.22,,
2001-05-16,80.45,,
2001-05-17,79.02,,
2001-05-18,80.26,,
2001-05-21,82.11,,
2001-05-22,81.94,,
2001-05-23,81.29,,
2001-05-24,80.42,,
2001-05-25,77.87,,
2001-05-29,76.53,,
2001-05-30,77.49,,
2001-05-31,79.7,,
2001-06-01,77.04,,
2001-06-04,77.05,,
2001-06-05,74.09,,
2001-06-06,72.12,,
2001-06-07,73.03,,
2001-06-08,73.17,,
2001-06-11,74.09,,
2001-06-12,74.26,,
2001-06-13,72.52,,
2001-06-14,68.88,,
2001-06-15,71.16,,
2001-06-18,71.28,,
2001-06-19,73.22,,
2001-06-20,72.03,,
2001-06-21,68.42,,
2001-06-22,70.25,,
2001-06-25,68.86,,
2001-06-26,69.45,,
2001-06-27,70.25,,
2001-06-28,68.51,,
2001-06-29,68.01,,
2001-07-02,68.25,,
2001-07-03,68.15,,
2001-07-05,70.08,,
2001-07-06,70.81,,
2001-07-09,71.23,,
2001-07-10,73.2,,
2001-07-11,72.35,,
2001-07-12,72.4,,
2001-07-13,72.1,,
2001-07-16,72.61,,
2001-07-17,73.27,,
2001-07-18,73.67,,
2001-07-19,72.35,,
2001-07-20,70.19,,
2001-07-23,67.88,,
2001-07-24,64.29,,
2001-07-25,65.37,,
2001-07-26,68.69,,
2001-07-27,66.86,,
2001-07-30,68.08,,
2001-07-31,67.31,,
2001-08-01,68.15,,
2001-08-02,69.73,,
2001-08-03,69.56,,
2001-08-06,66.98,,
2001-08-07,67.55,,
2001-08-08,64.38,,
2001-08-09,66.25,,
2001-08-10,66.19,,
2001-08-13,65.18,,
2001-08-14,65.84,,
2001-08-15,65.41,,
2001-08-16,65.86,,
2001-08-17,66.51,,
2001-08-20,67.03,,
2001-08-21,66.72,,
2001-08-22,67.99,,
2001-08-23,67.55,,
2001-08-24,67.55,,
2001-08-27,67.99,,
2001-08-28,68.42,,
2001-08-29,67.81,,
2001-08-30,67.45,,
2001-08-31,68.53,,
2001-09-04,69.17,,
2001-09-05,68.08,,
2001-09-06,69.05,,
2001-09-07,70.08,,
2001-09-10,68.86,,
2001-09-17,66.33,,
2001-09-18,67.73,,
2001-09-19,66.05,,
2001-09-20,67.52,,
2001-09-21,64.8,,
2001-09-24,64.85,,
2001-09-25,65.55,,
2001-09-26,63.75,,
2001-09-27,63.26,,
2001-09-28,65.98,,
2001-10-01,66.54,,
2001-10-02,68.39,,
2001-10-03,69.03,,
2001-10-04,69.68,,
2001-10-05,70.13,,
2001-10-08,69.75,,
2001-10-09,68.16,,
2001-10-10,67.73,,
2001-10-11,67.22,,
2001-10-12,67.47,,
2001-10-15,66.8,,
2001-10-16,69.05,,
2001-10-17,69.38,,
2001-10-18,67.69,,
2001-10-19,68.23,,
2001-10-22,68.63,,
2001-10-23,67.83,,
2001-10-24,64.71,,
2001-10-25,67.71,,
2001-10-26,67.12,,
2001-10-29,68.23,,
2001-10-30,65.74,,
2001-10-31,66.96,,
2001-11-01,67.5,,
2001-11-02,65.3,,
2001-11-05,66.94,,
2001-11-06,66.63,,
2001-11-07,65.23,,
2001-11-08,68.44,,
2001-11-09,69.14,,
2001-11-12,69.82,,
2001-11-13,70.43,,
2001-11-14,65.91,,
2001-11-15,64.48,,
2001-11-16,64.85,,
2001-11-19,64.82,,
2001-11-20,65.97,,
2001-11-21,65.41,,
2001-11-23,65.62,,
2001-11-26,64.68,,
2001-11-27,64.64,,
2001-11-28,63.14,,
2001-11-29,63.7,,
2001-11-30,63.02,,
2001-12-03,62.53,,
2001-12-04,63.96,,
2001-12-05,64.83,,
2001-12-06,62.51,,
2001-12-07,64.17,,
2001-12-10,63.04,,
2001-12-11,59.13,,
2001-12-12,60.13,,
2001-12-13,61.78,,
2001-12-14,61.02,,
2001-12-17,61.1,,
2001-12-18,63.28,,
2001-12-19,65.69,,
2001-12-20,65.64,,
2001-12-21,66.07,,
2001-12-24,67.26,,
2001-12-26,67.33,,
2001-12-27,68.77,,
2001-12-28,69.19,,
2001-12-31,68.44,,
2002-01-02,69.38,,
2002-01-03,68.6,,
2002-01-04,67.12,,
2002-01-07,68.22,,
2002-01-08,66.82,,
2002-01-09,67.54,,
2002-01-10,67.48,,
2002-01-11,66.86,,
2002-01-14,67.31,,
2002-01-15,67.38,,
2002-01-16,66.82,,
2002-01-17,62.76,,
2002-01-18,63.16,,
2002-01-22,62.31,,
2002-01-23,62.06,,
2002-01-24,62.31,,
2002-01-25,62.83,,
2002-01-28,61.8,,
2002-01-29,60.21,,
2002-01-30,59.69,,
2002-01-31,60.79,,
2002-02-01,60.42,,
2002-02-04,59.45,,
2002-02-05,57.53,,
2002-02-06,55.99,,
2002-02-07,56.76,,
2002-02-08,58.03,,
2002-02-11,59.55,,
2002-02-12,60.14,,
2002-02-13,60.72,,
2002-02-14,60.49,,
2002-02-15,58.44,,
2002-02-19,58.44,,
2002-02-20,59.15,,
2002-02-21,59.17,,
2002-02-22,58.92,,
2002-02-25,58.92,,
2002-02-26,59.99,,
2002-02-27,61.12,,
2002-02-28,61.54,,
2002-03-01,63.11,,
2002-03-04,63.65,,
2002-03-05,63.98,,
2002-03-06,65.41,,
2002-03-07,64.41,,
2002-03-08,63.0,,
2002-03-11,62.67,,
2002-03-12,62.39,,
2002-03-13,61.35,,
2002-03-14,61.31,,
2002-03-15,61.43,,
2002-03-18,62.64,,
2002-03-19,62.85,,
2002-03-20,63.56,,
2002-03-21,66.3,,
2002-03-22,66.26,,
2002-03-25,65.51,,
2002-03-26,64.62,,
2002-03-27,65.55,,
2002-03-28,65.9,,
2002-04-01,65.37,,
2002-04-02,66.16,,
2002-04-03,65.81,,
2002-04-04,67.2,,
2002-04-05,67.13,,
2002-04-08,68.34,,
2002-04-09,68.15,,
2002-04-10,68.25,,
2002-04-11,67.4,,
2002-04-12,67.12,,
2002-04-15,65.3,,
2002-04-16,64.85,,
2002-04-17,67.31,,
2002-04-18,66.42,,
2002-04-19,66.28,,
2002-04-22,66.84,,
2002-04-23,67.8,,
2002-04-24,68.02,,
2002-04-25,66.25,,
2002-04-26,64.85,,
2002-04-29,66.45,,
2002-04-30,66.82,,
2002-05-01,66.0,,
2002-05-02,65.55,,
2002-05-03,65.37,,
2002-05-06,64.54,,
2002-05-07,63.33,,
2002-05-08,63.44,,
2002-05-09,63.6,,
2002-05-10,63.19,,
2002-05-13,63.28,,
2002-05-14,64.45,,
2002-05-15,63.09,,
2002-05-16,60.49,,
2002-05-17,58.44,,
2002-05-20,59.88,,
2002-05-21,59.6,,
2002-05-22,61.03,,
2002-05-23,61.61,,
2002-05-24,60.49,,
2002-05-28,60.3,,
2002-05-29,58.42,,
2002-05-30,55.4,,
2002-05-31,55.8,,
2002-06-03,53.52,,
2002-06-04,55.26,,
2002-06-05,54.6,,
2002-06-06,53.48,,
2002-06-07,52.3,,
2002-06-10,50.71,,
2002-06-11,50.76,,
2002-06-12,52.53,,
2002-06-13,54.04,,
2002-06-14,54.06,,
2002-06-17,55.28,,
2002-06-18,57.39,,
2002-06-19,57.23,,
2002-06-20,54.04,,
2002-06-21,55.37,,
2002-06-24,55.19,,
2002-06-25,55.26,,
2002-06-26,54.55,,
2002-06-27,53.76,,
2002-06-28,54.22,,
2002-07-01,52.93,,
2002-07-02,52.3,,
2002-07-03,51.86,,
2002-07-05,52.82,,
2002-07-08,52.84,,
2002-07-09,50.66,,
2002-07-10,45.33,,
2002-07-11,48.73,,
2002-07-12,43.15,,
2002-07-15,41.32,,
2002-07-16,38.81,,
2002-07-17,39.08,,
2002-07-18,36.12,,
2002-07-19,34.78,,
2002-07-22,33.65,,
2002-07-23,33.12,,
2002-07-24,38.47,,
2002-07-25,39.29,,
2002-07-26,39.14,,
2002-07-29,39.05,,
2002-07-30,43.46,,
2002-07-31,44.44,,
2002-08-01,44.35,,
2002-08-02,42.29,,
2002-08-05,42.07,,
2002-08-06,43.58,,
2002-08-07,44.89,,
2002-08-08,45.48,,
2002-08-09,45.9,,
2002-08-12,46.56,,
2002-08-13,46.41,,
2002-08-14,48.38,,
2002-08-15,48.73,,
2002-08-16,46.42,,
2002-08-19,47.96,,
2002-08-20,48.03,,
2002-08-21,49.44,,
2002-08-22,48.81,,
2002-08-23,47.24,,
2002-08-26,48.57,,
2002-08-27,46.65,,
2002-08-28,47.57,,
2002-08-29,47.5,,
2002-08-30,46.77,,
2002-09-03,44.26,,
2002-09-04,44.3,,
2002-09-05,44.37,,
2002-09-06,43.57,,
2002-09-09,43.86,,
2002-09-10,42.0,,
2002-09-11,40.64,,
2002-09-12,39.29,,
2002-09-13,40.06,,
2002-09-16,40.04,,
2002-09-17,38.16,,
2002-09-18,39.43,,
2002-09-19,37.34,,
2002-09-20,35.56,,
2002-09-23,34.53,,
2002-09-24,33.54,,
2002-09-25,31.99,,
2002-09-26,33.35,,
2002-09-27,33.3,,
2002-09-30,34.08,,
2002-10-01,34.83,,
2002-10-02,33.44,,
2002-10-03,33.77,,
2002-10-04,32.01,,
2002-10-07,32.08,,
2002-10-08,31.57,,
2002-10-09,28.87,,
2002-10-10,32.97,,
2002-10-11,33.72,,
2002-10-14,33.33,,
2002-10-15,33.21,,
2002-10-16,32.51,,
2002-10-17,32.62,,
2002-10-18,32.67,,
2002-10-21,35.01,,
2002-10-22,34.26,,
2002-10-23,35.11,,
2002-10-24,33.26,,
2002-10-25,34.06,,
2002-10-28,35.21,,
2002-10-29,34.29,,
2002-10-30,35.16,,
2002-10-31,35.72,,
2002-11-01,35.6,,
2002-11-04,37.18,,
2002-11-05,37.59,,
2002-11-06,38.11,,
2002-11-07,36.28,,
2002-11-08,34.8,,
2002-11-11,32.09,,
2002-11-12,32.7,,
2002-11-13,32.41,,
2002-11-14,32.2,,
2002-11-15,32.53,,
2002-11-18,32.25,,
2002-11-19,32.53,,
2002-11-20,32.43,,
2002-11-21,33.26,,
2002-11-22,35.13,,
2002-11-25,34.92,,
2002-11-26,34.5,,
2002-11-27,34.67,,
2002-11-29,34.41,,
2002-12-02,33.52,,
2002-12-03,36.96,,
2002-12-04,34.34,,
2002-12-05,33.37,,
2002-12-06,34.29,,
2002-12-09,33.56,,
2002-12-10,33.65,,
2002-12-11,33.73,,
2002-12-12,33.68,,
2002-12-13,33.44,,
2002-12-16,33.85,,
2002-12-17,34.69,,
2002-12-18,34.33,,
2002-12-19,34.34,,
2002-12-20,35.02,,
2002-12-23,34.45,,
2002-12-24,34.33,,
2002-12-26,34.47,,
2002-12-27,33.66,,
2002-12-30,33.77,,
2002-12-31,34.06,,
2003-01-02,34.71,,
2003-01-03,35.11,,
2003-01-06,36.7,,
2003-01-07,36.28,,
2003-01-08,37.03,,
2003-01-09,37.22,,
2003-01-10,36.61,,
2003-01-13,31.15,,
2003-01-14,31.29,,
2003-01-15,31.48,,
2003-01-16,31.52,,
2003-01-17,31.21,,
2003-01-21,30.35,,
2003-01-22,29.86,,
2003-01-23,30.35,,
2003-01-24,29.9,,
2003-01-27,28.92,,
2003-01-28,29.81,,
2003-01-29,29.69,,
2003-01-30,29.48,,
2003-01-31,29.69,,
2003-02-03,30.0,,
2003-02-04,29.64,,
2003-02-05,29.27,,
2003-02-06,28.76,,
2003-02-07,28.15,,
2003-02-10,27.63,,
2003-02-11,26.93,,
2003-02-12,24.34,,
2003-02-13,25.56,,
2003-02-14,24.67,,
2003-02-18,25.16,,
2003-02-19,24.74,,
2003-02-20,24.14,,
2003-02-21,23.9,,
2003-02-24,24.01,,
2003-02-25,23.73,,
2003-02-26,23.73,,
2003-02-27,23.53,,
2003-02-28,23.55,,
2003-03-03,23.36,,
2003-03-04,23.4,,
2003-03-05,23.01,,
2003-03-06,22.63,,
2003-03-07,22.23,,
2003-03-10,21.48,,
2003-03-11,21.63,,
2003-03-12,23.1,,
2003-03-13,23.88,,
2003-03-14,24.18,,
2003-03-17,25.52,,
2003-03-18,27.04,,
2003-03-19,26.71,,
2003-03-20,27.39,,
2003-03-21,26.85,,
2003-03-24,25.73,,
2003-03-25,26.41,,
2003-03-26,26.55,,
2003-03-27,26.85,,
2003-03-28,26.2,,
2003-03-31,25.35,,
2003-04-01,23.99,,
2003-04-02,24.6,,
2003-04-03,24.2,,
2003-04-04,24.67,,
2003-04-07,24.53,,
2003-04-08,24.49,,
2003-04-09,24.41,,
2003-04-10,24.56,,
2003-04-11,25.09,,
2003-04-14,25.71,,
2003-04-15,26.39,,
2003-04-16,26.67,,
2003-04-17,27.37,,
2003-04-21,27.18,,
2003-04-22,28.85,,
2003-04-23,29.2,,
2003-04-24,29.46,,
2003-04-25,29.11,,
2003-04-28,30.25,,
2003-04-29,30.12,,
2003-04-30,30.66,,
2003-05-01,29.37,,
2003-05-02,29.27,,
2003-05-05,29.3,,
2003-05-06,29.24,,
2003-05-07,29.2,,
2003-05-08,29.43,,
2003-05-09,29.51,,
2003-05-12,29.36,,
2003-05-13,29.46,,
2003-05-14,29.76,,
2003-05-15,30.4,,
2003-05-16,31.0,,
2003-05-19,30.21,,
2003-05-20,30.25,,
2003-05-21,30.02,,
2003-05-22,31.15,,
2003-05-23,32.43,,
2003-05-27,33.51,,
2003-05-28,33.44,,
2003-05-29,33.04,,
2003-05-30,33.79,,
2003-06-02,33.65,,
2003-06-03,33.56,,
2003-06-04,33.99,,
2003-06-05,33.77,,
2003-06-06,33.12,,
2003-06-09,33.04,,
2003-06-10,33.56,,
2003-06-11,33.31,,
2003-06-12,33.09,,
2003-06-13,32.3,,
2003-06-16,32.97,,
2003-06-17,34.87,,
2003-06-18,35.72,,
2003-06-19,35.42,,
2003-06-20,35.56,,
2003-06-23,35.13,,
2003-06-24,34.85,,
2003-06-25,35.09,,
2003-06-26,35.53,,
2003-06-27,34.92,,
2003-06-30,34.78,,
2003-07-01,34.15,,
2003-07-02,33.94,,
2003-07-03,33.42,,
2003-07-07,33.65,,
2003-07-08,33.26,,
2003-07-09,33.17,,
2003-07-10,32.37,,
2003-07-11,32.65,,
2003-07-14,32.46,,
2003-07-15,32.04,,
2003-07-16,31.55,,
2003-07-17,31.31,,
2003-07-18,32.23,,
2003-07-21,31.27,,
2003-07-22,32.2,,
2003-07-23,31.68,,
2003-07-24,31.97,,
2003-07-25,31.94,,
2003-07-28,31.9,,
2003-07-29,31.76,,
2003-07-30,30.26,,
2003-07-31,30.59,,
2003-08-01,30.37,,
2003-08-04,29.98,,
2003-08-05,29.58,,
2003-08-06,29.71,,
2003-08-07,29.78,,
2003-08-08,29.74,,
2003-08-11,30.09,,
2003-08-12,30.54,,
2003-08-13,29.64,,
2003-08-14,29.92,,
2003-08-15,30.23,,
2003-08-18,29.95,,
2003-08-19,29.69,,
2003-08-20,30.25,,
2003-08-21,30.14,,
2003-08-22,29.64,,
2003-08-25,29.55,,
2003-08-26,29.55,,
2003-08-27,29.69,,
2003-08-28,29.64,,
2003-08-29,29.78,,
2003-09-02,30.7,,
2003-09-03,30.96,,
2003-09-04,30.68,,
2003-09-05,30.26,,
2003-09-08,30.68,,
2003-09-09,30.33,,
2003-09-10,30.73,,
2003-09-11,30.87,,
2003-09-12,31.0,,
2003-09-15,30.82,,
2003-09-16,31.0,,
2003-09-17,30.93,,
2003-09-18,31.8,,
2003-09-19,32.34,,
2003-09-22,31.68,,
2003-09-23,31.97,,
2003-09-24,31.22,,
2003-09-25,31.38,,
2003-09-26,31.31,,
2003-09-29,31.38,,
2003-09-30,31.05,,
2003-10-01,31.19,,
2003-10-02,31.38,,
2003-10-03,31.22,,
2003-10-06,31.21,,
2003-10-07,31.38,,
2003-10-08,32.5,,
2003-10-09,32.16,,
2003-10-10,32.48,,
2003-10-13,32.7,,
2003-10-14,32.51,,
2003-10-15,32.18,,
2003-10-16,32.25,,
2003-10-17,32.09,,
2003-10-20,32.27,,
2003-10-21,32.25,,
2003-10-22,32.27,,
2003-10-23,31.73,,
2003-10-24,31.59,,
2003-10-27,31.34,,
2003-10-28,30.72,,
2003-10-29,30.86,,
2003-10-30,31.27,,
2003-10-31,31.64,,
2003-11-03,31.85,,
2003-11-04,31.14,,
2003-11-05,30.84,,
2003-11-06,30.82,,
2003-11-07,30.7,,
2003-11-10,30.73,,
2003-11-11,30.84,,
2003-11-12,30.42,,
2003-11-13,30.35,,
2003-11-14,30.42,,
2003-11-17,29.88,,
2003-11-18,29.97,,
2003-11-19,30.73,,
2003-11-20,30.79,,
2003-11-21,31.15,,
2003-11-24,31.73,,
2003-11-25,31.45,,
2003-11-26,31.41,,
2003-11-28,31.45,,
2003-12-01,31.55,,
2003-12-02,30.98,,
2003-12-03,30.98,,
2003-12-04,31.48,,
2003-12-05,31.82,,
2003-12-08,32.41,,
2003-12-09,32.43,,
2003-12-10,33.14,,
2003-12-11,33.49,,
2003-12-12,33.24,,
2003-12-15,33.23,,
2003-12-16,33.37,,
2003-12-17,33.68,,
2003-12-18,34.13,,
2003-12-19,34.55,,
2003-12-22,35.14,,
2003-12-23,35.98,,
2003-12-24,35.74,,
2003-12-26,35.48,,
2003-12-29,35.69,,
2003-12-30,36.24,,
2003-12-31,35.65,,
2004-01-02,35.48,,
2004-01-05,35.42,,
2004-01-06,34.92,,
2004-01-07,36.96,,
2004-01-08,36.37,,
2004-01-09,36.1,,
2004-01-12,35.88,,
2004-01-13,35.88,,
2004-01-14,36.43,,
2004-01-15,36.45,,
2004-01-16,36.54,,
2004-01-20,37.06,,
2004-01-21,38.18,,
2004-01-22,37.57,,
2004-01-23,37.05,,
2004-01-26,36.87,,
2004-01-27,36.63,,
2004-01-28,37.46,,
2004-01-29,38.42,,
2004-01-30,37.88,,
2004-02-02,38.27,,
2004-02-03,38.89,,
2004-02-04,38.11,,
2004-02-05,37.9,,
2004-02-06,38.16,,
2004-02-09,38.35,,
2004-02-10,38.72,,
2004-02-11,37.88,,
2004-02-12,37.55,,
2004-02-13,37.15,,
2004-02-17,38.35,,
2004-02-18,38.02,,
2004-02-19,37.6,,
2004-02-20,37.52,,
2004-02-23,37.25,,
2004-02-24,37.05,,
2004-02-25,37.86,,
2004-02-26,37.99,,
2004-02-27,38.28,,
2004-03-01,38.6,,
2004-03-02,38.27,,
2004-03-03,38.37,,
2004-03-04,38.11,,
2004-03-05,38.21,,
2004-03-08,38.37,,
2004-03-09,38.04,,
2004-03-10,37.66,,
2004-03-11,37.46,,
2004-03-12,37.81,,
2004-03-15,37.34,,
2004-03-16,37.76,,
2004-03-17,38.44,,
2004-03-18,38.42,,
2004-03-19,38.4,,
2004-03-22,38.02,,
2004-03-23,37.99,,
2004-03-24,38.35,,
2004-03-25,38.44,,
2004-03-26,38.35,,
2004-03-29,38.7,,
2004-03-30,39.24,,
2004-03-31,39.4,,
2004-04-01,39.54,,
2004-04-02,38.84,,
2004-04-05,38.7,,
2004-04-06,38.42,,
2004-04-07,37.78,,
2004-04-08,37.73,,
2004-04-12,37.45,,
2004-04-13,36.63,,
2004-04-14,36.16,,
2004-04-15,36.14,,
2004-04-16,36.42,,
2004-04-19,36.33,,
2004-04-20,36.43,,
2004-04-21,36.45,,
2004-04-22,36.99,,
2004-04-23,37.41,,
2004-04-26,37.66,,
2004-04-27,37.24,,
2004-04-28,38.04,,
2004-04-29,36.57,,
2004-04-30,36.71,,
2004-05-03,36.52,,
2004-05-04,36.4,,
2004-05-05,35.72,,
2004-05-06,35.65,,
2004-05-07,34.52,,
2004-05-10,33.96,,
2004-05-11,34.08,,
2004-05-12,33.26,,
2004-05-13,33.79,,
2004-05-14,33.8,,
2004-05-17,33.77,,
2004-05-18,33.66,,
2004-05-19,33.58,,
2004-05-20,33.68,,
2004-05-21,33.77,,
2004-05-24,34.24,,
2004-05-25,34.74,,
2004-05-26,34.64,,
2004-05-27,34.85,,
2004-05-28,34.76,,
2004-06-01,34.62,,
2004-06-02,34.59,,
2004-06-03,34.24,,
2004-06-04,34.13,,
2004-06-07,34.73,,
2004-06-08,34.31,,
2004-06-09,33.85,,
2004-06-10,33.82,,
2004-06-14,33.37,,
2004-06-15,33.98,,
2004-06-16,34.34,,
2004-06-17,34.33,,
2004-06-18,34.66,,
2004-06-21,35.14,,
2004-06-22,34.87,,
2004-06-23,35.18,,
2004-06-24,35.65,,
2004-06-25,35.49,,
2004-06-28,35.55,,
2004-06-29,34.99,,
2004-06-30,35.37,,
2004-07-01,35.06,,
2004-07-02,35.18,,
2004-07-06,35.81,,
2004-07-07,35.67,,
2004-07-08,35.46,,
2004-07-09,35.82,,
2004-07-12,35.69,,
2004-07-13,35.89,,
2004-07-14,36.09,,
2004-07-15,36.14,,
2004-07-16,36.8,,
2004-07-19,36.7,,
2004-07-20,37.06,,
2004-07-21,36.45,,
2004-07-22,36.0,,
2004-07-23,35.84,,
2004-07-26,36.02,,
2004-07-27,36.38,,
2004-07-28,36.52,,
2004-07-29,37.29,,
2004-07-30,37.48,,
2004-08-02,37.9,,
2004-08-03,37.93,,
2004-08-04,38.35,,
2004-08-05,37.83,,
2004-08-06,38.61,,
2004-08-09,38.28,,
2004-08-10,39.02,,
2004-08-11,39.07,,
2004-08-12,38.77,,
2004-08-13,38.4,,
2004-08-16,38.46,,
2004-08-17,38.16,,
2004-08-18,38.86,,
2004-08-19,38.28,,
2004-08-20,38.16,,
2004-08-23,38.11,,
2004-08-24,38.0,,
2004-08-25,38.44,,
2004-08-26,38.09,,
2004-08-27,38.32,,
2004-08-30,38.49,,
2004-08-31,38.6,,
2004-09-01,38.35,,
2004-09-02,38.37,,
