date,ORLY,ORLY_EPS,PE Ratio
1993-12-15,3.63,,
1993-12-16,3.59,,
1993-12-17,3.69,,
1993-12-20,3.64,,
1993-12-21,3.66,,
1993-12-22,3.56,,
1993-12-23,3.53,,
1993-12-27,3.63,,
1993-12-28,3.63,,
1993-12-29,3.53,,
1993-12-30,3.63,,
1993-12-31,3.63,,
1994-01-03,3.66,,
1994-01-04,3.78,,
1994-01-05,3.81,,
1994-01-06,3.75,,
1994-01-07,3.78,,
1994-01-10,3.78,,
1994-01-11,3.81,,
1994-01-12,3.88,,
1994-01-13,4.03,,
1994-01-14,4.13,,
1994-01-17,4.13,,
1994-01-18,3.97,,
1994-01-19,4.0,,
1994-01-20,4.03,,
1994-01-21,4.03,,
1994-01-24,3.97,,
1994-01-25,4.03,,
1994-01-26,4.03,,
1994-01-27,4.03,,
1994-01-28,4.03,,
1994-01-31,3.97,,
1994-02-01,4.03,,
1994-02-02,4.09,,
1994-02-03,4.13,,
1994-02-04,4.06,,
1994-02-07,4.19,,
1994-02-08,4.16,,
1994-02-09,4.25,,
1994-02-10,4.28,,
1994-02-11,4.31,,
1994-02-14,4.22,,
1994-02-15,4.13,,
1994-02-16,4.22,,
1994-02-17,4.03,,
1994-02-18,3.94,,
1994-02-22,3.94,,
1994-02-23,3.72,,
1994-02-24,3.66,,
1994-02-25,3.69,,
1994-02-28,3.75,,
1994-03-01,3.7,,
1994-03-02,3.59,,
1994-03-03,3.59,,
1994-03-04,3.59,,
1994-03-07,3.59,,
1994-03-08,3.59,,
1994-03-09,3.66,,
1994-03-10,3.66,,
1994-03-11,3.56,,
1994-03-14,3.66,,
1994-03-15,3.66,,
1994-03-16,3.56,,
1994-03-17,3.63,,
1994-03-18,3.66,,
1994-03-21,3.66,,
1994-03-22,3.66,,
1994-03-23,3.56,,
1994-03-24,3.56,,
1994-03-25,3.63,,
1994-03-28,3.69,,
1994-03-29,3.59,,
1994-03-30,3.56,,
1994-03-31,3.5,,
1994-04-04,3.38,,
1994-04-05,3.41,,
1994-04-06,3.44,,
1994-04-07,3.5,,
1994-04-08,3.41,,
1994-04-11,3.5,,
1994-04-12,3.41,,
1994-04-13,3.53,,
1994-04-14,3.48,,
1994-04-15,3.44,,
1994-04-18,3.42,,
1994-04-19,3.22,,
1994-04-20,3.25,,
1994-04-21,3.19,,
1994-04-22,3.28,,
1994-04-25,3.25,,
1994-04-26,3.17,,
1994-04-28,3.03,,
1994-04-29,3.13,,
1994-05-02,3.13,,
1994-05-03,3.19,,
1994-05-04,3.06,,
1994-05-05,3.16,,
1994-05-06,3.06,,
1994-05-09,3.09,,
1994-05-10,3.03,,
1994-05-11,2.94,,
1994-05-12,3.0,,
1994-05-13,3.0,,
1994-05-16,3.16,,
1994-05-17,3.16,,
1994-05-18,3.25,,
1994-05-19,3.28,,
1994-05-20,3.25,,
1994-05-23,3.19,,
1994-05-24,3.25,,
1994-05-25,3.13,,
1994-05-26,3.16,,
1994-05-27,3.19,,
1994-05-31,3.09,,
1994-06-01,3.19,,
1994-06-02,3.19,,
1994-06-03,3.3,,
1994-06-06,3.44,,
1994-06-07,3.45,,
1994-06-08,3.41,,
1994-06-09,3.38,,
1994-06-10,3.41,,
1994-06-13,3.44,,
1994-06-14,3.44,,
1994-06-15,3.47,,
1994-06-16,3.53,,
1994-06-17,3.53,,
1994-06-20,3.56,,
1994-06-21,3.47,,
1994-06-22,3.47,,
1994-06-23,3.47,,
1994-06-24,3.5,,
1994-06-27,3.44,,
1994-06-28,3.47,,
1994-06-29,3.41,,
1994-06-30,3.25,,
1994-07-01,3.38,,
1994-07-05,3.41,,
1994-07-06,3.41,,
1994-07-07,3.44,,
1994-07-08,3.31,,
1994-07-11,3.38,,
1994-07-12,3.38,,
1994-07-13,3.38,,
1994-07-14,3.44,,
1994-07-15,3.5,,
1994-07-18,3.38,,
1994-07-19,3.44,,
1994-07-20,3.38,,
1994-07-21,3.41,,
1994-07-22,3.44,,
1994-07-25,3.34,,
1994-07-26,3.34,,
1994-07-27,3.34,,
1994-07-28,3.42,,
1994-07-29,3.38,,
1994-08-01,3.38,,
1994-08-02,3.38,,
1994-08-03,3.36,,
1994-08-04,3.31,,
1994-08-05,3.31,,
1994-08-08,3.27,,
1994-08-09,3.22,,
1994-08-10,3.17,,
1994-08-11,3.13,,
1994-08-12,3.11,,
1994-08-15,3.16,,
1994-08-16,3.16,,
1994-08-17,3.16,,
1994-08-18,3.06,,
1994-08-19,3.16,,
1994-08-22,3.16,,
1994-08-23,3.16,,
1994-08-24,3.16,,
1994-08-25,3.25,,
1994-08-26,3.28,,
1994-08-29,3.28,,
1994-08-30,3.28,,
1994-08-31,3.23,,
1994-09-01,3.25,,
1994-09-02,3.19,,
1994-09-06,3.06,,
1994-09-07,3.13,,
1994-09-08,3.03,,
1994-09-09,3.09,,
1994-09-12,3.09,,
1994-09-13,3.03,,
1994-09-14,3.09,,
1994-09-15,3.03,,
1994-09-16,3.03,,
1994-09-19,3.07,,
1994-09-20,3.09,,
1994-09-21,3.19,,
1994-09-22,3.19,,
1994-09-23,3.19,,
1994-09-26,3.25,,
1994-09-27,3.19,,
1994-09-28,3.19,,
1994-09-29,3.13,,
1994-09-30,3.13,,
1994-10-03,3.08,,
1994-10-04,3.09,,
1994-10-05,3.16,,
1994-10-06,3.11,,
1994-10-07,3.11,,
1994-10-10,3.19,,
1994-10-11,3.06,,
1994-10-12,3.25,,
1994-10-13,3.28,,
1994-10-14,3.34,,
1994-10-17,3.31,,
1994-10-18,3.31,,
1994-10-19,3.31,,
1994-10-20,3.31,,
1994-10-21,3.25,,
1994-10-24,3.25,,
1994-10-25,3.16,,
1994-10-26,3.09,,
1994-10-27,3.16,,
1994-10-28,3.13,,
1994-10-31,3.19,,
1994-11-01,3.19,,
1994-11-02,3.22,,
1994-11-03,3.22,,
1994-11-04,3.13,,
1994-11-07,3.22,,
1994-11-08,3.13,,
1994-11-09,3.22,,
1994-11-10,3.13,,
1994-11-11,3.13,,
1994-11-14,3.16,,
1994-11-15,3.16,,
1994-11-16,3.2,,
1994-11-17,3.19,,
1994-11-18,3.22,,
1994-11-21,3.22,,
1994-11-22,3.16,,
1994-11-23,3.06,,
1994-11-25,3.13,,
1994-11-28,3.08,,
1994-11-29,3.06,,
1994-11-30,3.06,,
1994-12-01,3.13,,
1994-12-02,3.13,,
1994-12-05,3.08,,
1994-12-06,3.13,,
1994-12-07,3.06,,
1994-12-08,3.13,,
1994-12-09,3.06,,
1994-12-12,3.06,,
1994-12-13,3.13,,
1994-12-14,3.06,,
1994-12-15,3.13,,
1994-12-16,3.13,,
1994-12-19,3.06,,
1994-12-20,3.06,,
1994-12-21,3.13,,
1994-12-22,3.08,,
1994-12-23,3.03,,
1994-12-27,3.03,,
1994-12-28,3.13,,
1994-12-29,3.03,,
1994-12-30,3.09,,
1995-01-03,2.94,,
1995-01-04,3.0,,
1995-01-05,3.03,,
1995-01-06,3.06,,
1995-01-09,3.0,,
1995-01-10,3.09,,
1995-01-11,3.14,,
1995-01-12,3.06,,
1995-01-13,3.09,,
1995-01-16,3.09,,
1995-01-17,3.09,,
1995-01-18,3.11,,
1995-01-19,3.06,,
1995-01-20,3.16,,
1995-01-23,3.06,,
1995-01-24,3.06,,
1995-01-25,3.06,,
1995-01-26,3.06,,
1995-01-27,3.0,,
1995-01-30,3.06,,
1995-01-31,3.13,,
1995-02-01,3.03,,
1995-02-02,3.03,,
1995-02-03,3.04,,
1995-02-06,3.0,,
1995-02-07,3.11,,
1995-02-08,3.11,,
1995-02-09,3.0,,
1995-02-10,3.09,,
1995-02-13,3.0,,
1995-02-14,2.91,,
1995-02-15,2.97,,
1995-02-16,2.97,,
1995-02-17,2.97,,
1995-02-21,3.06,,
1995-02-22,3.42,,
1995-02-23,3.47,,
1995-02-24,3.47,,
1995-02-27,3.41,,
1995-02-28,3.31,,
1995-03-01,3.25,,
1995-03-02,3.31,,
1995-03-03,3.38,,
1995-03-06,3.38,,
1995-03-07,3.38,,
1995-03-08,3.34,,
1995-03-09,3.31,,
1995-03-10,3.31,,
1995-03-13,3.28,,
1995-03-14,3.31,,
1995-03-15,3.28,,
1995-03-16,3.25,,
1995-03-17,3.25,,
1995-03-20,3.31,,
1995-03-21,3.34,,
1995-03-22,3.2,,
1995-03-23,3.25,,
1995-03-24,3.25,,
1995-03-27,3.19,,
1995-03-28,3.25,,
1995-03-29,3.19,,
1995-03-30,3.19,,
1995-03-31,3.23,,
1995-04-03,3.22,,
1995-04-04,3.34,,
1995-04-05,3.41,,
1995-04-06,3.41,,
1995-04-07,3.38,,
1995-04-10,3.38,,
1995-04-11,3.38,,
1995-04-12,3.38,,
1995-04-13,3.38,,
1995-04-17,3.47,,
1995-04-18,3.38,,
1995-04-19,3.44,,
1995-04-20,3.38,,
1995-04-21,3.43,,
1995-04-24,3.38,,
1995-04-25,3.44,,
1995-04-26,3.34,,
1995-04-27,3.38,,
1995-04-28,3.34,,
1995-05-01,3.22,,
1995-05-02,3.17,,
1995-05-03,3.16,,
1995-05-04,3.16,,
1995-05-05,3.16,,
1995-05-08,3.19,,
1995-05-09,3.22,,
1995-05-10,3.31,,
1995-05-11,3.25,,
1995-05-12,3.25,,
1995-05-15,3.25,,
1995-05-16,3.25,,
1995-05-17,3.28,,
1995-05-18,3.31,,
1995-05-19,3.3,,
1995-05-22,3.25,,
1995-05-23,3.25,,
1995-05-24,3.27,,
1995-05-25,3.27,,
1995-05-26,3.28,,
1995-05-30,3.28,,
1995-05-31,3.25,,
1995-06-01,3.38,,
1995-06-02,3.38,,
1995-06-05,3.36,,
1995-06-06,3.36,,
1995-06-07,3.38,,
1995-06-08,3.38,,
1995-06-09,3.38,,
1995-06-12,3.31,,
1995-06-13,3.31,,
1995-06-14,3.31,,
1995-06-15,3.38,,
1995-06-16,3.31,,
1995-06-19,3.38,,
1995-06-20,3.31,,
1995-06-21,3.38,,
1995-06-22,3.38,,
1995-06-23,3.47,,
1995-06-26,3.47,,
1995-06-27,3.38,,
1995-06-28,3.5,,
1995-06-29,3.55,,
1995-06-30,3.52,,
1995-07-03,3.5,,
1995-07-05,3.56,,
1995-07-06,3.59,,
1995-07-07,3.66,,
1995-07-10,3.66,,
1995-07-11,3.56,,
1995-07-12,3.56,,
1995-07-13,3.56,,
1995-07-14,3.56,,
1995-07-17,3.63,,
1995-07-18,3.56,,
1995-07-19,3.53,,
1995-07-20,3.53,,
1995-07-21,3.56,,
1995-07-24,3.63,,
1995-07-25,3.56,,
1995-07-26,3.59,,
1995-07-27,3.59,,
1995-07-28,3.56,,
1995-07-31,3.66,,
1995-08-01,3.56,,
1995-08-02,3.63,,
1995-08-03,3.64,,
1995-08-04,3.63,,
1995-08-07,3.58,,
1995-08-08,3.56,,
1995-08-09,3.59,,
1995-08-10,3.56,,
1995-08-11,3.56,,
1995-08-14,3.56,,
1995-08-15,3.63,,
1995-08-16,3.58,,
1995-08-17,3.56,,
1995-08-18,3.66,,
1995-08-21,3.69,,
1995-08-22,3.63,,
1995-08-23,3.63,,
1995-08-24,3.63,,
1995-08-25,3.63,,
1995-08-28,3.63,,
1995-08-29,3.63,,
1995-08-30,3.72,,
1995-08-31,3.63,,
1995-09-01,3.69,,
1995-09-05,3.69,,
1995-09-06,3.69,,
1995-09-07,3.72,,
1995-09-08,3.81,,
1995-09-11,3.73,,
1995-09-12,3.73,,
1995-09-13,3.72,,
1995-09-14,3.77,,
1995-09-15,3.75,,
1995-09-18,3.81,,
1995-09-19,3.81,,
1995-09-20,3.81,,
1995-09-21,3.84,,
1995-09-22,3.84,,
1995-09-25,3.83,,
1995-09-26,3.88,,
1995-09-27,3.81,,
1995-09-28,3.81,,
1995-09-29,3.78,,
1995-10-02,3.78,,
1995-10-03,3.78,,
1995-10-04,3.78,,
1995-10-05,3.84,,
1995-10-06,3.75,,
1995-10-09,3.75,,
1995-10-10,3.81,,
1995-10-11,3.75,,
1995-10-12,3.81,,
1995-10-13,3.94,,
1995-10-16,3.89,,
1995-10-17,3.88,,
1995-10-18,3.89,,
1995-10-19,3.88,,
1995-10-20,3.84,,
1995-10-23,3.88,,
1995-10-24,4.13,,
1995-10-25,4.09,,
1995-10-26,4.06,,
1995-10-27,4.03,,
1995-10-30,4.03,,
1995-10-31,4.09,,
1995-11-01,4.06,,
1995-11-02,4.0,,
1995-11-03,4.06,,
1995-11-06,4.0,,
1995-11-07,4.0,,
1995-11-08,3.97,,
1995-11-09,3.97,,
1995-11-10,3.97,,
1995-11-13,3.94,,
1995-11-14,3.94,,
1995-11-15,3.78,,
1995-11-16,3.75,,
1995-11-17,3.81,,
1995-11-20,3.75,,
1995-11-21,3.69,,
1995-11-22,3.61,,
1995-11-24,3.59,,
1995-11-27,3.59,,
1995-11-28,3.72,,
1995-11-29,3.69,,
1995-11-30,3.69,,
1995-12-01,3.75,,
1995-12-04,3.72,,
1995-12-05,3.75,,
1995-12-06,3.69,,
1995-12-07,3.63,,
1995-12-08,3.66,,
1995-12-11,3.63,,
1995-12-12,3.66,,
1995-12-13,3.72,,
1995-12-14,3.75,,
1995-12-15,3.56,,
1995-12-18,3.47,,
1995-12-19,3.44,,
1995-12-20,3.56,,
1995-12-21,3.56,,
1995-12-22,3.53,,
1995-12-26,3.5,,
1995-12-27,3.53,,
1995-12-28,3.59,,
1995-12-29,3.63,,
1996-01-02,3.59,,
1996-01-03,3.59,,
1996-01-04,3.59,,
1996-01-05,3.59,,
1996-01-08,3.59,,
1996-01-09,3.66,,
1996-01-10,3.66,,
1996-01-11,3.63,,
1996-01-12,3.64,,
1996-01-15,3.63,,
1996-01-16,3.66,,
1996-01-17,3.75,,
1996-01-18,3.69,,
1996-01-19,3.69,,
1996-01-22,3.75,,
1996-01-23,3.78,,
1996-01-24,3.84,,
1996-01-25,3.84,,
1996-01-26,3.78,,
1996-01-29,3.78,,
1996-01-30,3.78,,
1996-01-31,3.78,,
1996-02-01,3.78,,
1996-02-02,3.86,,
1996-02-05,3.88,,
1996-02-06,3.81,,
1996-02-07,3.81,,
1996-02-08,3.84,,
1996-02-09,3.84,,
1996-02-12,3.84,,
1996-02-13,3.78,,
1996-02-14,3.75,,
1996-02-15,3.78,,
1996-02-16,3.81,,
1996-02-20,3.8,,
1996-02-21,3.89,,
1996-02-22,3.94,,
1996-02-23,4.13,,
1996-02-26,4.19,,
1996-02-27,4.18,,
1996-02-28,4.19,,
1996-02-29,4.31,,
1996-03-01,4.34,,
1996-03-04,4.36,,
1996-03-05,4.31,,
1996-03-06,4.31,,
1996-03-07,4.39,,
1996-03-08,4.31,,
1996-03-11,4.31,,
1996-03-12,4.31,,
1996-03-13,4.41,,
1996-03-14,4.41,,
1996-03-15,4.31,,
1996-03-18,4.44,,
1996-03-19,4.41,,
1996-03-20,4.39,,
1996-03-21,4.42,,
1996-03-22,4.44,,
1996-03-25,4.34,,
1996-03-26,4.34,,
1996-03-27,4.34,,
1996-03-28,4.34,,
1996-03-29,4.34,,
1996-04-01,4.38,,
1996-04-02,4.47,,
1996-04-03,4.38,,
1996-04-04,4.38,,
1996-04-08,4.38,,
1996-04-09,4.47,,
1996-04-10,4.47,,
1996-04-11,4.38,,
1996-04-12,4.5,,
1996-04-15,4.5,,
1996-04-16,4.52,,
1996-04-17,4.56,,
1996-04-18,4.48,,
1996-04-19,4.47,,
1996-04-22,4.55,,
1996-04-23,4.58,,
1996-04-24,4.8,,
1996-04-25,4.78,,
1996-04-26,4.84,,
1996-04-29,4.88,,
1996-04-30,4.91,,
1996-05-01,5.0,,
1996-05-02,4.94,,
1996-05-03,5.0,,
1996-05-06,4.88,,
1996-05-07,4.81,,
1996-05-08,4.84,,
1996-05-09,4.75,,
1996-05-10,4.88,,
1996-05-13,5.0,,
1996-05-14,5.06,,
1996-05-15,5.0,,
1996-05-16,4.97,,
1996-05-17,4.97,,
1996-05-20,4.97,,
1996-05-21,5.06,,
1996-05-22,5.0,,
1996-05-23,5.0,,
1996-05-24,5.0,,
1996-05-28,4.84,,
1996-05-29,4.86,,
1996-05-30,4.84,,
1996-05-31,4.91,,
1996-06-03,4.78,,
1996-06-04,4.75,,
1996-06-05,4.75,,
1996-06-06,4.75,,
1996-06-07,4.5,,
1996-06-10,4.47,,
1996-06-11,4.45,,
1996-06-12,4.53,,
1996-06-13,4.5,,
1996-06-14,4.59,,
1996-06-17,4.59,,
1996-06-18,4.59,,
1996-06-19,4.59,,
1996-06-20,4.59,,
1996-06-21,4.69,,
1996-06-24,4.61,,
1996-06-25,4.59,,
1996-06-26,4.59,,
1996-06-27,4.56,,
1996-06-28,4.53,,
1996-07-01,4.53,,
1996-07-02,4.53,,
1996-07-03,4.59,,
1996-07-05,4.66,,
1996-07-08,4.66,,
1996-07-09,4.66,,
1996-07-10,4.72,,
1996-07-11,4.7,,
1996-07-12,4.72,,
1996-07-15,4.56,,
1996-07-16,4.38,,
1996-07-17,4.28,,
1996-07-18,4.39,,
1996-07-19,4.38,,
1996-07-22,4.37,,
1996-07-23,4.38,,
1996-07-24,4.44,,
1996-07-25,4.53,,
1996-07-26,4.52,,
1996-07-29,4.5,,
1996-07-30,4.44,,
1996-07-31,4.38,,
1996-08-01,4.34,,
1996-08-02,4.36,,
1996-08-05,4.34,,
1996-08-06,4.38,,
1996-08-07,4.36,,
1996-08-08,4.44,,
1996-08-09,4.44,,
1996-08-12,4.34,,
1996-08-13,4.38,,
1996-08-14,4.38,,
1996-08-15,4.47,,
1996-08-16,4.38,,
1996-08-19,4.48,,
1996-08-20,4.5,,
1996-08-21,4.47,,
1996-08-22,4.5,,
1996-08-23,4.47,,
1996-08-26,4.47,,
1996-08-27,4.47,,
1996-08-28,4.47,,
1996-08-29,4.53,,
1996-08-30,4.53,,
1996-09-03,4.5,,
1996-09-04,4.45,,
1996-09-05,4.38,,
1996-09-06,4.47,,
1996-09-09,4.42,,
1996-09-10,4.42,,
1996-09-11,4.47,,
1996-09-12,4.38,,
1996-09-13,4.33,,
1996-09-16,4.34,,
1996-09-17,4.41,,
1996-09-18,4.44,,
1996-09-19,4.41,,
1996-09-20,4.41,,
1996-09-23,4.44,,
1996-09-24,4.34,,
1996-09-25,4.39,,
1996-09-26,4.36,,
1996-09-27,4.41,,
1996-09-30,4.31,,
1996-10-01,4.31,,
1996-10-02,4.33,,
1996-10-03,4.34,,
1996-10-04,4.31,,
1996-10-07,4.31,,
1996-10-08,4.28,,
1996-10-09,4.28,,
1996-10-10,4.28,,
1996-10-11,4.3,,
1996-10-14,4.39,,
1996-10-15,4.47,,
1996-10-16,4.47,,
1996-10-17,4.44,,
1996-10-18,4.47,,
1996-10-21,4.44,,
1996-10-22,4.5,,
1996-10-23,4.53,,
1996-10-24,4.52,,
1996-10-25,4.56,,
1996-10-28,4.48,,
1996-10-29,4.44,,
1996-10-30,4.44,,
1996-10-31,4.42,,
1996-11-01,4.38,,
1996-11-04,4.38,,
1996-11-05,4.34,,
1996-11-06,4.36,,
1996-11-07,4.36,,
1996-11-08,4.34,,
1996-11-11,4.38,,
1996-11-12,4.31,,
1996-11-13,4.31,,
1996-11-14,4.41,,
1996-11-15,4.38,,
1996-11-18,4.41,,
1996-11-19,4.41,,
1996-11-20,4.38,,
1996-11-21,4.41,,
1996-11-22,4.34,,
1996-11-25,4.41,,
1996-11-26,4.25,,
1996-11-27,4.25,,
1996-11-29,4.28,,
1996-12-02,4.31,,
1996-12-03,4.28,,
1996-12-04,4.28,,
1996-12-05,4.38,,
1996-12-06,4.28,,
1996-12-09,4.28,,
1996-12-10,4.28,,
1996-12-11,4.28,,
1996-12-12,4.38,,
1996-12-13,4.31,,
1996-12-16,4.31,,
1996-12-17,4.23,,
1996-12-18,4.19,,
1996-12-19,4.09,,
1996-12-20,4.0,,
1996-12-23,3.97,,
1996-12-24,3.97,,
1996-12-26,4.0,,
1996-12-27,3.91,,
1996-12-30,3.88,,
1996-12-31,4.0,,
1997-01-02,3.98,,
1997-01-03,3.94,,
1997-01-06,3.91,,
1997-01-07,3.97,,
1997-01-08,3.91,,
1997-01-09,3.94,,
1997-01-10,4.03,,
1997-01-13,4.16,,
1997-01-14,4.28,,
1997-01-15,4.34,,
1997-01-16,4.31,,
1997-01-17,4.31,,
1997-01-20,4.25,,
1997-01-21,4.19,,
1997-01-22,4.25,,
1997-01-23,4.23,,
1997-01-24,4.22,,
1997-01-27,4.13,,
1997-01-28,4.16,,
1997-01-29,4.09,,
1997-01-30,4.03,,
1997-01-31,4.13,,
1997-02-03,4.13,,
1997-02-04,4.13,,
1997-02-05,4.13,,
1997-02-06,4.13,,
1997-02-07,4.03,,
1997-02-10,4.0,,
1997-02-11,3.94,,
1997-02-12,3.91,,
1997-02-13,3.91,,
1997-02-14,3.94,,
1997-02-18,3.92,,
1997-02-19,3.97,,
1997-02-20,3.97,,
1997-02-21,3.97,,
1997-02-24,3.94,,
1997-02-25,3.98,,
1997-02-26,4.06,,
1997-02-27,4.08,,
1997-02-28,4.17,,
1997-03-03,4.31,,
1997-03-04,4.38,,
1997-03-05,4.44,,
1997-03-06,4.61,,
1997-03-07,4.58,,
1997-03-10,4.52,,
1997-03-11,4.47,,
1997-03-12,4.42,,
1997-03-13,4.5,,
1997-03-14,4.59,,
1997-03-17,4.53,,
1997-03-18,4.61,,
1997-03-19,4.72,,
1997-03-20,4.72,,
1997-03-21,4.69,,
1997-03-24,4.69,,
1997-03-25,4.72,,
1997-03-26,4.69,,
1997-03-27,4.67,,
1997-03-31,4.59,,
1997-04-01,4.56,,
1997-04-02,4.59,,
1997-04-03,4.53,,
1997-04-04,4.45,,
1997-04-07,4.56,,
1997-04-08,4.56,,
1997-04-09,4.5,,
1997-04-10,4.45,,
1997-04-11,4.45,,
1997-04-14,4.47,,
1997-04-15,4.44,,
1997-04-16,4.41,,
1997-04-17,4.39,,
1997-04-18,4.41,,
1997-04-21,4.44,,
1997-04-22,4.44,,
1997-04-23,4.44,,
1997-04-24,4.39,,
1997-04-25,4.27,,
1997-04-28,4.23,,
1997-04-29,4.27,,
1997-04-30,4.38,,
1997-05-01,4.38,,
1997-05-02,4.41,,
1997-05-05,4.5,,
1997-05-06,4.64,,
1997-05-07,4.64,,
1997-05-08,4.64,,
1997-05-09,4.69,,
1997-05-12,4.7,,
1997-05-13,4.63,,
1997-05-14,4.63,,
1997-05-15,4.59,,
1997-05-16,4.44,,
1997-05-19,4.44,,
1997-05-20,4.41,,
1997-05-21,4.42,,
1997-05-22,4.34,,
1997-05-23,4.44,,
1997-05-27,4.44,,
1997-05-28,4.53,,
1997-05-29,4.57,,
1997-05-30,4.53,,
1997-06-02,4.56,,
1997-06-03,4.58,,
1997-06-04,4.66,,
1997-06-05,4.7,,
1997-06-06,4.79,,
1997-06-09,4.78,,
1997-06-10,4.69,,
1997-06-11,4.77,,
1997-06-12,4.75,,
1997-06-13,4.91,,
1997-06-16,4.81,,
1997-06-17,4.8,,
1997-06-18,4.84,,
1997-06-19,4.84,,
1997-06-20,4.97,,
1997-06-23,4.89,,
1997-06-24,4.86,,
1997-06-25,4.91,,
1997-06-26,4.81,,
1997-06-27,4.81,,
1997-06-30,4.81,,
1997-07-01,4.72,,
1997-07-02,4.81,,
1997-07-03,4.73,,
1997-07-07,4.75,,
1997-07-08,4.81,,
1997-07-09,4.84,,
1997-07-10,4.89,,
1997-07-11,4.88,,
1997-07-14,4.88,,
1997-07-15,5.0,,
1997-07-16,4.97,,
1997-07-17,4.98,,
1997-07-18,4.99,,
1997-07-21,5.06,,
