date,MLM,MLM_EPS,PE Ratio
1994-11-22,19.13,0.08,239.12499999999997
1994-11-23,19.0,0.08,237.5
1994-11-25,19.13,0.08,239.12499999999997
1994-11-28,18.88,0.08,235.99999999999997
1994-11-29,18.63,0.08,232.87499999999997
1994-11-30,18.0,0.08,225.0
1994-12-01,18.25,0.08,228.125
1994-12-02,18.38,0.08,229.74999999999997
1994-12-05,18.63,0.08,232.87499999999997
1994-12-06,18.38,0.08,229.74999999999997
1994-12-07,18.38,0.08,229.74999999999997
1994-12-08,18.25,0.08,228.125
1994-12-09,18.38,0.08,229.74999999999997
1994-12-12,18.38,0.08,229.74999999999997
1994-12-13,18.38,0.08,229.74999999999997
1994-12-14,18.38,0.08,229.74999999999997
1994-12-15,17.5,0.08,218.75
1994-12-16,17.75,0.08,221.875
1994-12-19,17.63,0.08,220.37499999999997
1994-12-20,17.63,0.08,220.37499999999997
1994-12-21,17.13,0.08,214.12499999999997
1994-12-22,17.0,0.08,212.5
1994-12-23,17.38,0.08,217.24999999999997
1994-12-27,17.75,0.08,221.875
1994-12-28,17.75,0.08,221.875
1994-12-29,17.5,0.08,218.75
1994-12-30,17.75,0.08,221.875
1995-01-03,17.75,0.08,221.875
1995-01-04,17.0,0.08,212.5
1995-01-05,16.75,0.08,209.375
1995-01-06,17.5,0.08,218.75
1995-01-09,17.88,0.08,223.49999999999997
1995-01-10,18.38,0.08,229.74999999999997
1995-01-11,18.25,0.08,228.125
1995-01-12,18.88,0.08,235.99999999999997
1995-01-13,18.75,0.08,234.375
1995-01-16,19.0,0.08,237.5
1995-01-17,19.38,0.08,242.24999999999997
1995-01-18,19.25,0.08,240.625
1995-01-19,18.88,0.08,235.99999999999997
1995-01-20,18.75,0.08,234.375
1995-01-23,19.38,0.08,242.24999999999997
1995-01-24,18.5,0.08,231.25
1995-01-25,18.75,0.08,234.375
1995-01-26,18.75,0.08,234.375
1995-01-27,18.38,0.08,229.74999999999997
1995-01-30,18.5,0.08,231.25
1995-01-31,18.38,0.08,229.74999999999997
1995-02-01,18.63,0.08,232.87499999999997
1995-02-02,18.5,0.08,231.25
1995-02-03,18.75,0.08,234.375
1995-02-06,19.25,0.08,240.625
1995-02-07,19.13,0.08,239.12499999999997
1995-02-08,18.75,0.08,234.375
1995-02-09,19.0,0.08,237.5
1995-02-10,18.75,0.08,234.375
1995-02-13,19.0,0.08,237.5
1995-02-14,19.0,0.08,237.5
1995-02-15,19.13,0.08,239.12499999999997
1995-02-16,19.0,0.08,237.5
1995-02-17,18.5,0.08,231.25
1995-02-21,18.75,0.08,234.375
1995-02-22,18.75,0.08,234.375
1995-02-23,18.75,0.08,234.375
1995-02-24,18.75,0.08,234.375
1995-02-27,18.63,0.08,232.87499999999997
1995-02-28,18.63,0.08,232.87499999999997
1995-03-01,18.63,0.08,232.87499999999997
1995-03-02,18.5,0.08,231.25
1995-03-03,18.5,0.08,231.25
1995-03-06,18.5,0.08,231.25
1995-03-07,18.5,0.08,231.25
1995-03-08,18.63,0.08,232.87499999999997
1995-03-09,18.63,0.08,232.87499999999997
1995-03-10,18.75,0.08,234.375
1995-03-13,18.88,0.08,235.99999999999997
1995-03-14,19.0,0.08,237.5
1995-03-15,19.13,0.08,239.12499999999997
1995-03-16,19.13,0.08,239.12499999999997
1995-03-17,19.13,0.08,239.12499999999997
1995-03-20,19.13,0.08,239.12499999999997
1995-03-21,18.75,0.08,234.375
1995-03-22,18.75,0.08,234.375
1995-03-23,19.0,0.08,237.5
1995-03-24,18.88,0.08,235.99999999999997
1995-03-27,19.0,0.08,237.5
1995-03-28,19.38,0.08,242.24999999999997
1995-03-29,19.13,0.08,239.12499999999997
1995-03-30,19.0,0.08,237.5
1995-03-31,19.13,0.08,239.12499999999997
1995-04-03,19.38,0.08,242.24999999999997
1995-04-04,19.5,0.08,243.75
1995-04-05,19.38,0.08,242.24999999999997
1995-04-06,19.75,0.08,246.875
1995-04-07,19.88,0.08,248.49999999999997
1995-04-10,19.88,0.08,248.49999999999997
1995-04-11,20.0,0.08,250.0
1995-04-12,20.13,0.08,251.62499999999997
1995-04-13,20.13,0.08,251.62499999999997
1995-04-17,20.13,0.08,251.62499999999997
1995-04-18,20.13,0.08,251.62499999999997
1995-04-19,20.13,0.08,251.62499999999997
1995-04-20,20.0,0.08,250.0
1995-04-21,19.63,0.08,245.37499999999997
1995-04-24,20.25,0.08,253.125
1995-04-25,20.5,0.08,256.25
1995-04-26,20.5,0.08,256.25
1995-04-27,20.5,0.08,256.25
1995-04-28,20.75,0.08,259.375
1995-05-01,20.63,0.08,257.875
1995-05-02,20.63,0.08,257.875
1995-05-03,20.63,0.08,257.875
1995-05-04,20.88,0.08,261.0
1995-05-05,20.88,0.08,261.0
1995-05-08,21.0,0.08,262.5
1995-05-09,21.38,0.08,267.25
1995-05-10,21.5,0.08,268.75
1995-05-11,21.5,0.08,268.75
1995-05-12,21.38,0.08,267.25
1995-05-15,21.38,0.08,267.25
1995-05-16,21.5,0.08,268.75
1995-05-17,21.5,0.08,268.75
1995-05-18,21.5,0.08,268.75
1995-05-19,21.75,0.08,271.875
1995-05-22,21.5,0.08,268.75
1995-05-23,21.63,0.08,270.375
1995-05-24,21.38,0.08,267.25
1995-05-25,21.25,0.08,265.625
1995-05-26,21.25,0.08,265.625
1995-05-30,21.25,0.08,265.625
1995-05-31,21.25,0.08,265.625
1995-06-01,21.0,0.08,262.5
1995-06-02,21.0,0.08,262.5
1995-06-05,21.0,0.08,262.5
1995-06-06,21.13,0.08,264.125
1995-06-07,21.0,0.08,262.5
1995-06-08,21.25,0.08,265.625
1995-06-09,21.13,0.08,264.125
1995-06-12,21.38,0.08,267.25
1995-06-13,21.13,0.08,264.125
1995-06-14,21.0,0.08,262.5
1995-06-15,20.38,0.08,254.74999999999997
1995-06-16,20.75,0.08,259.375
1995-06-19,20.0,0.08,250.0
1995-06-20,20.0,0.08,250.0
1995-06-21,19.88,0.08,248.49999999999997
1995-06-22,19.88,0.08,248.49999999999997
1995-06-23,20.0,0.08,250.0
1995-06-26,19.88,0.08,248.49999999999997
1995-06-27,19.88,0.08,248.49999999999997
1995-06-28,19.88,0.08,248.49999999999997
1995-06-29,19.75,0.08,246.875
1995-06-30,20.0,0.08,250.0
1995-07-03,20.0,0.08,250.0
1995-07-05,19.88,0.08,248.49999999999997
1995-07-06,20.0,0.08,250.0
1995-07-07,20.0,0.08,250.0
1995-07-10,20.25,0.08,253.125
1995-07-11,19.88,0.08,248.49999999999997
1995-07-12,20.25,0.08,253.125
1995-07-13,20.5,0.08,256.25
1995-07-14,19.75,0.08,246.875
1995-07-17,20.0,0.08,250.0
1995-07-18,20.0,0.08,250.0
1995-07-19,19.25,0.08,240.625
1995-07-20,19.5,0.08,243.75
1995-07-21,19.5,0.08,243.75
1995-07-24,19.88,0.08,248.49999999999997
1995-07-25,20.0,0.08,250.0
1995-07-26,20.0,0.08,250.0
1995-07-27,20.25,0.08,253.125
1995-07-28,20.13,0.08,251.62499999999997
1995-07-31,20.0,0.08,250.0
1995-08-01,20.0,0.08,250.0
1995-08-02,19.75,0.08,246.875
1995-08-03,20.0,0.08,250.0
1995-08-04,20.0,0.08,250.0
1995-08-07,19.88,0.08,248.49999999999997
1995-08-08,20.0,0.08,250.0
1995-08-09,19.63,0.08,245.37499999999997
1995-08-10,19.63,0.08,245.37499999999997
1995-08-11,19.5,0.08,243.75
1995-08-14,19.75,0.08,246.875
1995-08-15,20.0,0.08,250.0
1995-08-16,19.38,0.08,242.24999999999997
1995-08-17,19.5,0.08,243.75
1995-08-18,19.63,0.08,245.37499999999997
1995-08-21,19.38,0.08,242.24999999999997
1995-08-22,19.38,0.08,242.24999999999997
1995-08-23,19.38,0.08,242.24999999999997
1995-08-24,19.0,0.08,237.5
1995-08-25,18.75,0.08,234.375
1995-08-28,18.75,0.08,234.375
1995-08-29,18.88,0.08,235.99999999999997
1995-08-30,18.75,0.08,234.375
1995-08-31,19.0,0.08,237.5
1995-09-01,18.88,0.08,235.99999999999997
1995-09-05,18.88,0.08,235.99999999999997
1995-09-06,18.88,0.08,235.99999999999997
1995-09-07,18.5,0.08,231.25
1995-09-08,18.63,0.08,232.87499999999997
1995-09-11,18.63,0.08,232.87499999999997
1995-09-12,19.13,0.08,239.12499999999997
1995-09-13,19.38,0.08,242.24999999999997
1995-09-14,19.25,0.08,240.625
1995-09-15,19.38,0.08,242.24999999999997
1995-09-18,19.38,0.08,242.24999999999997
1995-09-19,19.5,0.08,243.75
1995-09-20,19.75,0.08,246.875
1995-09-21,19.5,0.08,243.75
1995-09-22,19.75,0.08,246.875
1995-09-25,19.63,0.08,245.37499999999997
1995-09-26,19.75,0.08,246.875
1995-09-27,19.75,0.08,246.875
1995-09-28,19.75,0.08,246.875
1995-09-29,19.63,0.08,245.37499999999997
1995-10-02,19.63,0.08,245.37499999999997
1995-10-03,19.38,0.08,242.24999999999997
1995-10-04,18.88,0.08,235.99999999999997
1995-10-05,18.88,0.08,235.99999999999997
1995-10-06,19.38,0.08,242.24999999999997
1995-10-09,19.38,0.08,242.24999999999997
1995-10-10,19.5,0.08,243.75
1995-10-11,19.88,0.08,248.49999999999997
1995-10-12,19.75,0.08,246.875
1995-10-13,19.88,0.08,248.49999999999997
1995-10-16,19.88,0.08,248.49999999999997
1995-10-17,20.0,0.08,250.0
1995-10-18,20.38,0.08,254.74999999999997
1995-10-19,20.25,0.08,253.125
1995-10-20,20.0,0.08,250.0
1995-10-23,19.75,0.08,246.875
1995-10-24,19.75,0.08,246.875
1995-10-25,19.5,0.08,243.75
1995-10-26,19.38,0.08,242.24999999999997
1995-10-27,19.25,0.08,240.625
1995-10-30,19.38,0.08,242.24999999999997
1995-10-31,19.0,0.08,237.5
1995-11-01,19.0,0.08,237.5
1995-11-02,19.13,0.08,239.12499999999997
1995-11-03,19.63,0.08,245.37499999999997
1995-11-06,19.75,0.08,246.875
1995-11-07,19.75,0.08,246.875
1995-11-08,19.88,0.08,248.49999999999997
1995-11-09,20.13,0.08,251.62499999999997
1995-11-10,20.0,0.08,250.0
1995-11-13,20.0,0.08,250.0
1995-11-14,20.0,0.08,250.0
1995-11-15,19.88,0.08,248.49999999999997
1995-11-16,20.25,0.08,253.125
1995-11-17,20.25,0.08,253.125
1995-11-20,20.0,0.08,250.0
1995-11-21,20.0,0.08,250.0
1995-11-22,19.75,0.08,246.875
1995-11-24,19.75,0.08,246.875
1995-11-27,20.25,0.08,253.125
1995-11-28,20.25,0.08,253.125
1995-11-29,20.38,0.08,254.74999999999997
1995-11-30,20.38,0.08,254.74999999999997
1995-12-01,20.25,0.08,253.125
1995-12-04,20.5,0.08,256.25
1995-12-05,20.63,0.08,257.875
1995-12-06,20.75,0.08,259.375
1995-12-07,21.0,0.08,262.5
1995-12-08,21.38,0.08,267.25
1995-12-11,21.38,0.08,267.25
1995-12-12,21.5,0.08,268.75
1995-12-13,22.0,0.08,275.0
1995-12-14,21.88,0.08,273.5
1995-12-15,22.0,0.08,275.0
1995-12-18,21.75,0.08,271.875
1995-12-19,21.88,0.08,273.5
1995-12-20,21.5,0.08,268.75
1995-12-21,21.5,0.08,268.75
1995-12-22,21.38,0.08,267.25
1995-12-26,21.38,0.08,267.25
1995-12-27,21.25,0.08,265.625
1995-12-28,21.0,0.08,262.5
1995-12-29,20.63,0.08,257.875
1996-01-02,20.63,0.08,257.875
1996-01-03,20.75,0.08,259.375
1996-01-04,20.5,0.08,256.25
1996-01-05,20.5,0.08,256.25
1996-01-08,20.63,0.08,257.875
1996-01-09,20.88,0.08,261.0
1996-01-10,20.88,0.08,261.0
1996-01-11,21.0,0.08,262.5
1996-01-12,21.25,0.08,265.625
1996-01-15,21.38,0.08,267.25
1996-01-16,21.13,0.08,264.125
1996-01-17,21.13,0.08,264.125
1996-01-18,20.5,0.08,256.25
1996-01-19,20.38,0.08,254.74999999999997
1996-01-22,20.5,0.08,256.25
1996-01-23,21.0,0.08,262.5
1996-01-24,21.0,0.08,262.5
1996-01-25,21.0,0.08,262.5
1996-01-26,20.88,0.08,261.0
1996-01-29,20.63,0.08,257.875
1996-01-30,21.13,0.08,264.125
1996-01-31,21.13,0.08,264.125
1996-02-01,21.75,0.08,271.875
1996-02-02,22.0,0.08,275.0
1996-02-05,22.0,0.08,275.0
1996-02-06,22.13,0.08,276.625
1996-02-07,22.13,0.08,276.625
1996-02-08,22.75,0.08,284.375
1996-02-09,22.75,0.08,284.375
1996-02-12,22.75,0.08,284.375
1996-02-13,22.38,0.08,279.75
1996-02-14,22.5,0.08,281.25
1996-02-15,23.0,0.08,287.5
1996-02-16,23.25,0.08,290.625
1996-02-20,23.0,0.08,287.5
1996-02-21,23.0,0.08,287.5
1996-02-22,22.88,0.08,286.0
1996-02-23,22.75,0.08,284.375
1996-02-26,22.75,0.08,284.375
1996-02-27,22.75,0.08,284.375
1996-02-28,22.63,0.08,282.875
1996-02-29,22.5,0.08,281.25
1996-03-01,22.38,0.08,279.75
1996-03-04,22.75,0.08,284.375
1996-03-05,22.63,0.08,282.875
1996-03-06,22.63,0.08,282.875
1996-03-07,22.5,0.08,281.25
1996-03-08,21.88,0.08,273.5
1996-03-11,21.88,0.08,273.5
1996-03-12,21.75,0.08,271.875
1996-03-13,21.75,0.08,271.875
1996-03-14,22.13,0.08,276.625
1996-03-15,22.38,0.08,279.75
1996-03-18,22.5,0.08,281.25
1996-03-19,22.75,0.08,284.375
1996-03-20,22.88,0.08,286.0
1996-03-21,22.5,0.08,281.25
1996-03-22,22.5,0.08,281.25
1996-03-25,22.75,0.08,284.375
1996-03-26,22.88,0.08,286.0
1996-03-27,22.88,0.08,286.0
1996-03-28,23.0,0.08,287.5
1996-03-29,22.75,0.08,284.375
1996-04-01,22.75,0.08,284.375
1996-04-02,22.5,0.08,281.25
1996-04-03,22.5,0.08,281.25
1996-04-04,22.75,0.08,284.375
1996-04-08,22.63,0.08,282.875
1996-04-09,22.5,0.08,281.25
1996-04-10,22.5,0.08,281.25
1996-04-11,21.88,0.08,273.5
1996-04-12,22.0,0.08,275.0
1996-04-15,22.0,0.08,275.0
1996-04-16,21.5,0.08,268.75
1996-04-17,21.63,0.08,270.375
1996-04-18,21.5,0.08,268.75
1996-04-19,21.75,0.08,271.875
1996-04-22,22.25,0.08,278.125
1996-04-23,21.88,0.08,273.5
1996-04-24,22.0,0.08,275.0
1996-04-25,22.0,0.08,275.0
1996-04-26,22.25,0.08,278.125
1996-04-29,22.25,0.08,278.125
1996-04-30,22.88,0.08,286.0
1996-05-01,23.13,0.08,289.125
1996-05-02,23.0,0.08,287.5
1996-05-03,23.13,0.08,289.125
1996-05-06,23.5,0.08,293.75
1996-05-07,23.63,0.08,295.375
1996-05-08,23.88,0.08,298.5
1996-05-09,24.13,0.08,301.625
1996-05-10,24.38,0.08,304.75
1996-05-13,24.63,0.08,307.875
1996-05-14,24.38,0.08,304.75
1996-05-15,24.25,0.08,303.125
1996-05-16,24.13,0.08,301.625
1996-05-17,24.0,0.08,300.0
1996-05-20,24.13,0.08,301.625
1996-05-21,24.13,0.08,301.625
1996-05-22,24.13,0.08,301.625
1996-05-23,24.13,0.08,301.625
1996-05-24,24.5,0.08,306.25
1996-05-28,24.38,0.08,304.75
1996-05-29,24.25,0.08,303.125
1996-05-30,24.13,0.08,301.625
1996-05-31,24.13,0.08,301.625
1996-06-03,24.0,0.08,300.0
1996-06-04,24.13,0.08,301.625
1996-06-05,24.13,0.08,301.625
1996-06-06,24.0,0.08,300.0
1996-06-07,24.0,0.08,300.0
1996-06-10,24.0,0.08,300.0
1996-06-11,24.13,0.08,301.625
1996-06-12,24.13,0.08,301.625
1996-06-13,24.0,0.08,300.0
1996-06-14,24.13,0.08,301.625
1996-06-17,24.0,0.08,300.0
1996-06-18,24.0,0.08,300.0
1996-06-19,24.0,0.08,300.0
1996-06-20,24.0,0.08,300.0
1996-06-21,24.13,0.08,301.625
1996-06-24,24.0,0.08,300.0
1996-06-25,23.75,0.08,296.875
1996-06-26,23.38,0.08,292.25
1996-06-27,23.63,0.08,295.375
1996-06-28,24.25,0.08,303.125
1996-07-01,24.25,0.08,303.125
1996-07-02,24.13,0.08,301.625
1996-07-03,24.75,0.08,309.375
1996-07-05,24.75,0.08,309.375
1996-07-08,24.38,0.08,304.75
1996-07-09,24.38,0.08,304.75
1996-07-10,24.25,0.08,303.125
1996-07-11,24.0,0.08,300.0
1996-07-12,23.88,0.08,298.5
1996-07-15,23.38,0.08,292.25
1996-07-16,22.88,0.08,286.0
1996-07-17,22.63,0.08,282.875
1996-07-18,22.5,0.08,281.25
1996-07-19,22.63,0.08,282.875
1996-07-22,23.0,0.08,287.5
1996-07-23,22.88,0.08,286.0
1996-07-24,22.5,0.08,281.25
1996-07-25,22.5,0.08,281.25
1996-07-26,23.13,0.08,289.125
1996-07-29,22.88,0.08,286.0
1996-07-30,23.0,0.08,287.5
1996-07-31,22.63,0.08,282.875
1996-08-01,23.25,0.08,290.625
1996-08-02,23.25,0.08,290.625
1996-08-05,23.5,0.08,293.75
1996-08-06,23.13,0.08,289.125
1996-08-07,23.13,0.08,289.125
1996-08-08,23.0,0.08,287.5
1996-08-09,23.13,0.08,289.125
1996-08-12,23.0,0.08,287.5
1996-08-13,22.88,0.08,286.0
1996-08-14,22.75,0.08,284.375
1996-08-15,22.75,0.08,284.375
1996-08-16,22.63,0.08,282.875
1996-08-19,22.63,0.08,282.875
1996-08-20,22.38,0.08,279.75
1996-08-21,22.38,0.08,279.75
1996-08-22,22.5,0.08,281.25
1996-08-23,22.38,0.08,279.75
1996-08-26,22.25,0.08,278.125
1996-08-27,21.88,0.08,273.5
1996-08-28,21.5,0.08,268.75
1996-08-29,22.13,0.08,276.625
1996-08-30,22.0,0.08,275.0
1996-09-03,21.88,0.08,273.5
1996-09-04,22.13,0.08,276.625
1996-09-05,22.0,0.08,275.0
1996-09-06,22.0,0.08,275.0
1996-09-09,22.13,0.08,276.625
1996-09-10,22.0,0.08,275.0
1996-09-11,22.0,0.08,275.0
1996-09-12,22.0,0.08,275.0
1996-09-13,21.75,0.08,271.875
1996-09-16,20.5,0.08,256.25
1996-09-17,20.0,0.08,250.0
1996-09-18,20.5,0.08,256.25
1996-09-19,21.0,0.08,262.5
1996-09-20,21.13,0.08,264.125
1996-09-23,21.5,0.08,268.75
1996-09-24,22.13,0.08,276.625
1996-09-25,22.63,0.08,282.875
1996-09-26,22.0,0.08,275.0
1996-09-27,21.88,0.08,273.5
1996-09-30,21.38,0.08,267.25
1996-10-01,21.38,0.08,267.25
1996-10-02,21.63,0.08,270.375
1996-10-03,21.63,0.08,270.375
1996-10-04,21.75,0.08,271.875
1996-10-07,22.13,0.08,276.625
1996-10-08,22.75,0.08,284.375
1996-10-09,22.0,0.08,275.0
1996-10-10,21.5,0.08,268.75
1996-10-11,21.5,0.08,268.75
1996-10-14,21.25,0.08,265.625
1996-10-15,21.38,0.08,267.25
1996-10-16,21.13,0.08,264.125
1996-10-17,21.0,0.08,262.5
1996-10-18,21.13,0.08,264.125
1996-10-21,24.25,0.08,303.125
1996-10-22,23.88,0.08,298.5
1996-10-23,23.75,0.08,296.875
1996-10-24,23.88,0.08,298.5
1996-10-25,24.75,0.08,309.375
1996-10-28,25.13,0.08,314.125
1996-10-29,24.38,0.08,304.75
1996-10-30,23.88,0.08,298.5
1996-10-31,23.75,0.08,296.875
1996-11-01,23.78,0.08,297.25
1996-11-04,22.88,0.08,286.0
1996-11-05,23.25,0.08,290.625
1996-11-06,23.63,0.08,295.375
1996-11-07,23.5,0.08,293.75
1996-11-08,23.63,0.08,295.375
1996-11-11,23.63,0.08,295.375
1996-11-12,23.38,0.08,292.25
1996-11-13,23.0,0.08,287.5
1996-11-14,23.25,0.08,290.625
1996-11-15,23.63,0.08,295.375
1996-11-18,23.63,0.08,295.375
1996-11-19,23.63,0.08,295.375
1996-11-20,23.75,0.08,296.875
1996-11-21,23.63,0.08,295.375
1996-11-22,23.63,0.08,295.375
1996-11-25,23.5,0.08,293.75
1996-11-26,23.38,0.08,292.25
1996-11-27,23.38,0.08,292.25
1996-11-29,23.5,0.08,293.75
1996-12-02,23.5,0.08,293.75
1996-12-03,23.5,0.08,293.75
1996-12-04,23.5,0.08,293.75
