date,ULTA,ULTA_EPS,PE Ratio
2008-02-14,14.79,,
2008-02-15,14.79,,
2008-02-19,14.78,,
2008-02-20,14.92,,
2008-02-21,14.78,,
2008-02-22,14.0,,
2008-02-25,14.15,,
2008-02-26,15.17,,
2008-02-27,14.82,,
2008-02-28,14.62,,
2008-02-29,14.01,,
2008-03-03,14.75,,
2008-03-04,14.32,,
2008-03-05,14.44,,
2008-03-06,14.3,,
2008-03-07,13.48,,
2008-03-10,12.69,,
2008-03-11,12.82,,
2008-03-12,12.22,,
2008-03-13,10.49,,
2008-03-14,10.7,,
2008-03-17,11.28,,
2008-03-18,11.8,,
2008-03-19,11.5,,
2008-03-20,12.78,,
2008-03-24,13.99,,
2008-03-25,15.02,,
2008-03-26,14.65,,
2008-03-27,14.47,,
2008-03-28,14.02,,
2008-03-31,14.04,,
2008-04-01,14.32,,
2008-04-02,13.98,,
2008-04-03,14.07,,
2008-04-04,13.82,,
2008-04-07,13.52,,
2008-04-08,14.18,,
2008-04-09,13.73,,
2008-04-10,14.91,,
2008-04-11,14.3,,
2008-04-14,14.41,,
2008-04-15,14.22,,
2008-04-16,14.12,0.0,inf
2008-04-17,14.0,0.0,inf
2008-04-18,14.1,0.0,inf
2008-04-21,14.04,0.0,inf
2008-04-22,13.27,0.0,inf
2008-04-23,13.29,0.0,inf
2008-04-24,13.4,0.0,inf
2008-04-25,13.88,0.0,inf
2008-04-28,13.81,0.0,inf
2008-04-29,14.17,0.0,inf
2008-04-30,14.15,0.0,inf
2008-05-01,14.96,0.0,inf
2008-05-02,14.85,0.0,inf
2008-05-05,14.55,0.0,inf
2008-05-06,14.37,0.0,inf
2008-05-07,14.5,0.0,inf
2008-05-08,14.35,0.0,inf
2008-05-09,14.21,0.0,inf
2008-05-12,14.27,0.0,inf
2008-05-13,14.6,0.0,inf
2008-05-14,14.69,0.0,inf
2008-05-15,14.92,0.0,inf
2008-05-16,14.62,0.0,inf
2008-05-19,14.16,0.0,inf
2008-05-20,13.92,0.0,inf
2008-05-21,14.34,0.0,inf
2008-05-22,14.29,0.0,inf
2008-05-23,13.76,0.0,inf
2008-05-27,14.37,0.0,inf
2008-05-28,14.99,0.0,inf
2008-05-29,14.9,0.0,inf
2008-05-30,14.26,0.0,inf
2008-06-02,14.29,0.0,inf
2008-06-03,13.98,0.0,inf
2008-06-04,13.33,0.0,inf
2008-06-05,14.31,0.0,inf
2008-06-06,13.84,0.0,inf
2008-06-09,13.35,0.0,inf
2008-06-10,14.02,0.0,inf
2008-06-11,13.08,0.0,inf
2008-06-12,12.58,0.0,inf
2008-06-13,12.95,0.0,inf
2008-06-16,13.45,0.0,inf
2008-06-17,13.05,0.08,163.125
2008-06-18,12.22,0.08,152.75
2008-06-19,12.23,0.08,152.875
2008-06-20,12.66,0.08,158.25
2008-06-23,11.58,0.08,144.75
2008-06-24,11.62,0.08,145.25
2008-06-25,11.29,0.08,141.125
2008-06-26,10.49,0.08,131.125
2008-06-27,11.27,0.08,140.875
2008-06-30,11.24,0.08,140.5
2008-07-01,11.3,0.08,141.25
2008-07-02,10.79,0.08,134.875
2008-07-03,10.08,0.08,126.0
2008-07-07,9.62,0.08,120.24999999999999
2008-07-08,10.05,0.08,125.625
2008-07-09,9.75,0.08,121.875
2008-07-10,9.75,0.08,121.875
2008-07-11,9.44,0.08,117.99999999999999
2008-07-14,9.57,0.08,119.625
2008-07-15,9.59,0.08,119.875
2008-07-16,10.0,0.08,125.0
2008-07-17,10.35,0.08,129.375
2008-07-18,9.89,0.08,123.625
2008-07-21,10.36,0.08,129.5
2008-07-22,10.73,0.08,134.125
2008-07-23,11.49,0.08,143.625
2008-07-24,11.46,0.08,143.25
2008-07-25,11.39,0.08,142.375
2008-07-28,10.6,0.08,132.5
2008-07-29,11.04,0.08,138.0
2008-07-30,10.93,0.08,136.625
2008-07-31,9.43,0.08,117.875
2008-08-01,9.45,0.08,118.12499999999999
2008-08-04,9.38,0.08,117.25000000000001
2008-08-05,9.5,0.08,118.75
2008-08-06,9.87,0.08,123.37499999999999
2008-08-07,10.22,0.08,127.75
2008-08-08,11.11,0.08,138.875
2008-08-11,11.58,0.08,144.75
2008-08-12,11.76,0.08,147.0
2008-08-13,11.91,0.08,148.875
2008-08-14,11.98,0.08,149.75
2008-08-15,12.17,0.08,152.125
2008-08-18,12.23,0.08,152.875
2008-08-19,11.88,0.08,148.5
2008-08-20,12.01,0.08,150.125
2008-08-21,11.6,0.08,145.0
2008-08-22,12.03,0.08,150.375
2008-08-25,11.44,0.08,143.0
2008-08-26,11.95,0.08,149.375
2008-08-27,11.2,0.08,140.0
2008-08-28,11.45,0.08,143.125
2008-08-29,10.88,0.08,136.0
2008-09-02,11.46,0.08,143.25
2008-09-03,11.38,0.08,142.25
2008-09-04,11.06,0.08,138.25
2008-09-05,12.63,0.08,157.875
2008-09-08,13.76,0.08,172.0
2008-09-09,13.44,0.08,168.0
2008-09-10,13.7,0.14,97.85714285714285
2008-09-11,13.92,0.14,99.42857142857142
2008-09-12,14.0,0.14,99.99999999999999
2008-09-15,13.73,0.14,98.07142857142857
2008-09-16,13.93,0.14,99.49999999999999
2008-09-17,13.86,0.14,98.99999999999999
2008-09-18,13.95,0.14,99.64285714285712
2008-09-19,14.7,0.14,104.99999999999999
2008-09-22,12.84,0.14,91.71428571428571
2008-09-23,12.69,0.14,90.64285714285712
2008-09-24,12.17,0.14,86.92857142857142
2008-09-25,12.58,0.14,89.85714285714285
2008-09-26,13.09,0.14,93.49999999999999
2008-09-29,13.08,0.14,93.42857142857142
2008-09-30,13.28,0.14,94.85714285714285
2008-10-01,13.16,0.14,93.99999999999999
2008-10-02,12.62,0.14,90.14285714285712
2008-10-03,12.16,0.14,86.85714285714285
2008-10-06,11.79,0.14,84.2142857142857
2008-10-07,10.9,0.14,77.85714285714285
2008-10-08,11.1,0.14,79.28571428571428
2008-10-09,10.34,0.14,73.85714285714285
2008-10-10,11.89,0.14,84.92857142857143
2008-10-13,11.45,0.14,81.78571428571428
2008-10-14,11.53,0.14,82.35714285714285
2008-10-15,10.31,0.14,73.64285714285714
2008-10-16,10.45,0.14,74.64285714285712
2008-10-17,10.57,0.14,75.5
2008-10-20,10.6,0.14,75.71428571428571
2008-10-21,10.23,0.14,73.07142857142857
2008-10-22,9.38,0.14,67.0
2008-10-23,9.32,0.14,66.57142857142857
2008-10-24,8.97,0.14,64.07142857142857
2008-10-27,8.05,0.14,57.5
2008-10-28,9.15,0.14,65.35714285714285
2008-10-29,9.88,0.14,70.57142857142857
2008-10-30,9.28,0.14,66.28571428571428
2008-10-31,8.82,0.14,62.99999999999999
2008-11-03,9.0,0.14,64.28571428571428
2008-11-04,10.04,0.14,71.71428571428571
2008-11-05,8.84,0.14,63.14285714285714
2008-11-06,8.63,0.14,61.642857142857146
2008-11-07,8.74,0.14,62.42857142857142
2008-11-10,9.04,0.14,64.57142857142856
2008-11-11,8.5,0.14,60.71428571428571
2008-11-12,7.98,0.14,57.0
2008-11-13,8.05,0.14,57.5
2008-11-14,7.6,0.14,54.28571428571428
2008-11-17,7.79,0.14,55.64285714285714
2008-11-18,7.57,0.14,54.07142857142857
2008-11-19,7.53,0.14,53.785714285714285
2008-11-20,7.18,0.14,51.28571428571428
2008-11-21,7.42,0.14,52.99999999999999
2008-11-24,8.74,0.14,62.42857142857142
2008-11-25,7.03,0.14,50.21428571428571
2008-11-26,7.07,0.14,50.5
2008-11-28,7.18,0.14,51.28571428571428
2008-12-01,5.76,0.14,41.14285714285714
2008-12-02,6.28,0.14,44.857142857142854
2008-12-03,6.99,0.14,49.92857142857142
2008-12-04,7.6,0.14,54.28571428571428
2008-12-05,8.47,0.14,60.5
2008-12-08,9.78,0.14,69.85714285714285
2008-12-09,9.67,0.14,69.07142857142857
2008-12-10,8.49,0.23,36.91304347826087
2008-12-11,8.34,0.23,36.26086956521739
2008-12-12,9.21,0.23,40.04347826086957
2008-12-15,9.01,0.23,39.17391304347826
2008-12-16,9.67,0.23,42.04347826086956
2008-12-17,9.51,0.23,41.347826086956516
2008-12-18,9.88,0.23,42.95652173913044
2008-12-19,10.3,0.23,44.78260869565217
2008-12-22,9.67,0.23,42.04347826086956
2008-12-23,9.27,0.23,40.30434782608695
2008-12-24,9.13,0.23,39.69565217391305
2008-12-26,9.06,0.23,39.391304347826086
2008-12-29,7.7,0.23,33.47826086956522
2008-12-30,8.06,0.23,35.04347826086956
2008-12-31,8.28,0.23,35.99999999999999
2009-01-02,8.3,0.23,36.08695652173913
2009-01-05,8.75,0.23,38.04347826086956
2009-01-06,8.99,0.23,39.08695652173913
2009-01-07,8.78,0.23,38.17391304347826
2009-01-08,6.97,0.23,30.304347826086953
2009-01-09,6.91,0.23,30.043478260869566
2009-01-12,6.78,0.23,29.47826086956522
2009-01-13,6.8,0.23,29.565217391304344
2009-01-14,6.47,0.23,28.130434782608692
2009-01-15,6.11,0.23,26.565217391304348
2009-01-16,6.05,0.23,26.304347826086953
2009-01-20,5.94,0.23,25.82608695652174
2009-01-21,6.5,0.23,28.26086956521739
2009-01-22,6.54,0.23,28.434782608695652
2009-01-23,6.5,0.23,28.26086956521739
2009-01-26,6.51,0.23,28.304347826086953
2009-01-27,6.59,0.23,28.652173913043477
2009-01-28,6.89,0.23,29.956521739130434
2009-01-29,6.43,0.23,27.956521739130434
2009-01-30,5.83,0.23,25.34782608695652
2009-02-02,6.15,0.23,26.73913043478261
2009-02-03,6.1,0.23,26.52173913043478
2009-02-04,5.92,0.23,25.739130434782606
2009-02-05,6.17,0.23,26.82608695652174
2009-02-06,6.75,0.23,29.34782608695652
2009-02-09,6.69,0.23,29.086956521739133
2009-02-10,6.51,0.23,28.304347826086953
2009-02-11,6.18,0.23,26.8695652173913
2009-02-12,6.2,0.23,26.956521739130434
2009-02-13,6.3,0.23,27.391304347826086
2009-02-17,5.96,0.23,25.913043478260867
2009-02-18,6.34,0.23,27.565217391304348
2009-02-19,5.89,0.23,25.60869565217391
2009-02-20,5.51,0.23,23.956521739130434
2009-02-23,5.58,0.23,24.26086956521739
2009-02-24,5.89,0.23,25.60869565217391
2009-02-25,5.67,0.23,24.652173913043477
2009-02-26,5.37,0.23,23.34782608695652
2009-02-27,5.6,0.23,24.34782608695652
2009-03-02,5.47,0.23,23.782608695652172
2009-03-03,5.16,0.23,22.434782608695652
2009-03-04,4.92,0.23,21.391304347826086
2009-03-05,4.62,0.23,20.08695652173913
2009-03-06,4.4,0.23,19.130434782608695
2009-03-09,4.29,0.23,18.652173913043477
2009-03-10,4.51,0.23,19.60869565217391
2009-03-11,4.67,0.23,20.304347826086957
2009-03-12,5.45,0.23,23.695652173913043
2009-03-13,5.62,0.23,24.434782608695652
2009-03-16,5.55,0.23,24.130434782608695
2009-03-17,6.16,0.23,26.782608695652172
2009-03-18,6.45,0.23,28.043478260869566
2009-03-19,6.28,0.23,27.304347826086957
2009-03-20,6.27,0.23,27.260869565217387
2009-03-23,6.48,0.23,28.17391304347826
2009-03-24,6.29,0.23,27.34782608695652
2009-03-25,6.47,0.23,28.130434782608692
2009-03-26,6.97,0.23,30.304347826086953
2009-03-27,6.95,0.23,30.217391304347824
2009-03-30,6.62,0.23,28.782608695652172
2009-03-31,6.62,0.23,28.782608695652172
2009-04-01,6.72,0.23,29.217391304347824
2009-04-02,6.63,0.0,inf
2009-04-03,7.02,0.0,inf
2009-04-06,6.93,0.0,inf
2009-04-07,6.58,0.0,inf
2009-04-08,6.8,0.0,inf
2009-04-09,7.13,0.0,inf
2009-04-13,7.94,0.0,inf
2009-04-14,7.47,0.0,inf
2009-04-15,7.57,0.0,inf
2009-04-16,7.69,0.0,inf
2009-04-17,8.03,0.0,inf
2009-04-20,7.68,0.0,inf
2009-04-21,8.21,0.0,inf
2009-04-22,8.55,0.0,inf
2009-04-23,8.36,0.0,inf
2009-04-24,8.35,0.0,inf
2009-04-27,8.19,0.0,inf
2009-04-28,8.27,0.0,inf
2009-04-29,8.56,0.0,inf
2009-04-30,8.75,0.0,inf
2009-05-01,8.56,0.0,inf
2009-05-04,8.85,0.0,inf
2009-05-05,8.92,0.0,inf
2009-05-06,8.84,0.0,inf
2009-05-07,8.36,0.0,inf
2009-05-08,8.84,0.0,inf
2009-05-11,8.93,0.0,inf
2009-05-12,8.72,0.0,inf
2009-05-13,8.36,0.0,inf
2009-05-14,8.51,0.0,inf
2009-05-15,8.52,0.0,inf
2009-05-18,9.02,0.0,inf
2009-05-19,8.9,0.0,inf
2009-05-20,9.02,0.0,inf
2009-05-21,8.87,0.0,inf
2009-05-22,8.58,0.0,inf
2009-05-26,8.94,0.0,inf
2009-05-27,8.65,0.0,inf
2009-05-28,8.4,0.0,inf
2009-05-29,8.56,0.0,inf
2009-06-01,9.04,0.0,inf
2009-06-02,9.65,0.0,inf
2009-06-03,9.7,0.0,inf
2009-06-04,9.6,0.0,inf
2009-06-05,11.52,0.0,inf
2009-06-08,11.56,0.0,inf
2009-06-09,10.34,0.0,inf
2009-06-10,10.18,0.0,inf
2009-06-11,9.8,0.09,108.8888888888889
2009-06-12,10.46,0.09,116.22222222222224
2009-06-15,9.77,0.09,108.55555555555556
2009-06-16,9.78,0.09,108.66666666666666
2009-06-17,9.75,0.09,108.33333333333334
2009-06-18,9.31,0.09,103.44444444444446
2009-06-19,9.37,0.09,104.1111111111111
2009-06-22,9.63,0.09,107.00000000000001
2009-06-23,9.34,0.09,103.77777777777779
2009-06-24,9.52,0.09,105.77777777777777
2009-06-25,9.96,0.09,110.66666666666669
2009-06-26,10.52,0.09,116.88888888888889
2009-06-29,10.93,0.09,121.44444444444444
2009-06-30,11.12,0.09,123.55555555555556
2009-07-01,11.37,0.09,126.33333333333333
2009-07-02,10.63,0.09,118.11111111111113
2009-07-06,10.96,0.09,121.77777777777779
2009-07-07,10.88,0.09,120.8888888888889
2009-07-08,10.74,0.09,119.33333333333334
2009-07-09,10.98,0.09,122.00000000000001
2009-07-10,10.79,0.09,119.88888888888889
2009-07-13,11.32,0.09,125.77777777777779
2009-07-14,10.54,0.09,117.1111111111111
2009-07-15,10.74,0.09,119.33333333333334
2009-07-16,10.44,0.09,116.0
2009-07-17,10.95,0.09,121.66666666666666
2009-07-20,11.0,0.09,122.22222222222223
2009-07-21,11.18,0.09,124.22222222222223
2009-07-22,11.53,0.09,128.11111111111111
2009-07-23,11.48,0.09,127.55555555555557
2009-07-24,11.38,0.09,126.44444444444446
2009-07-27,11.13,0.09,123.66666666666669
2009-07-28,11.33,0.09,125.8888888888889
2009-07-29,11.36,0.09,126.22222222222221
2009-07-30,11.52,0.09,128.0
2009-07-31,11.33,0.09,125.8888888888889
2009-08-03,11.61,0.09,129.0
2009-08-04,11.32,0.09,125.77777777777779
2009-08-05,11.11,0.09,123.44444444444444
2009-08-06,11.0,0.09,122.22222222222223
2009-08-07,11.54,0.09,128.22222222222223
2009-08-10,11.92,0.09,132.44444444444446
2009-08-11,11.51,0.09,127.88888888888889
2009-08-12,11.46,0.09,127.33333333333334
2009-08-13,11.31,0.09,125.66666666666667
2009-08-14,10.78,0.09,119.77777777777777
2009-08-17,10.28,0.09,114.22222222222221
2009-08-18,10.25,0.09,113.8888888888889
2009-08-19,10.66,0.09,118.44444444444446
2009-08-20,11.28,0.09,125.33333333333333
2009-08-21,11.63,0.09,129.22222222222223
2009-08-24,11.8,0.09,131.11111111111111
2009-08-25,11.93,0.09,132.55555555555557
2009-08-26,11.67,0.09,129.66666666666666
2009-08-27,11.87,0.09,131.88888888888889
2009-08-28,11.79,0.09,131.0
2009-08-31,11.52,0.09,128.0
2009-09-01,11.85,0.09,131.66666666666666
2009-09-02,12.15,0.09,135.0
2009-09-03,12.49,0.09,138.77777777777777
2009-09-04,15.0,0.09,166.66666666666669
2009-09-08,14.9,0.09,165.55555555555557
2009-09-09,14.41,0.09,160.11111111111111
2009-09-10,14.09,0.18,78.27777777777779
2009-09-11,14.03,0.18,77.94444444444444
2009-09-14,14.63,0.18,81.27777777777779
2009-09-15,14.56,0.18,80.8888888888889
2009-09-16,14.99,0.18,83.27777777777779
2009-09-17,15.22,0.18,84.55555555555556
2009-09-18,15.95,0.18,88.61111111111111
2009-09-21,15.62,0.18,86.77777777777777
2009-09-22,15.74,0.18,87.44444444444444
2009-09-23,15.69,0.18,87.16666666666667
2009-09-24,15.81,0.18,87.83333333333334
2009-09-25,15.63,0.18,86.83333333333334
2009-09-28,16.25,0.18,90.27777777777779
2009-09-29,16.53,0.18,91.83333333333334
2009-09-30,16.51,0.18,91.72222222222223
2009-10-01,16.03,0.18,89.05555555555557
2009-10-02,15.75,0.18,87.5
2009-10-05,16.33,0.18,90.72222222222221
2009-10-06,16.99,0.18,94.38888888888889
2009-10-07,16.63,0.18,92.38888888888889
2009-10-08,16.85,0.18,93.61111111111113
2009-10-09,17.41,0.18,96.72222222222223
2009-10-12,17.44,0.18,96.8888888888889
2009-10-13,17.06,0.18,94.77777777777777
2009-10-14,17.14,0.18,95.22222222222223
2009-10-15,17.19,0.18,95.50000000000001
2009-10-16,16.68,0.18,92.66666666666667
2009-10-19,16.95,0.18,94.16666666666667
2009-10-20,16.43,0.18,91.27777777777779
2009-10-21,16.12,0.18,89.55555555555557
2009-10-22,16.87,0.18,93.72222222222223
2009-10-23,16.02,0.18,89.0
2009-10-26,15.91,0.18,88.3888888888889
2009-10-27,15.73,0.18,87.3888888888889
2009-10-28,15.4,0.18,85.55555555555556
2009-10-29,15.88,0.18,88.22222222222223
2009-10-30,15.14,0.18,84.11111111111111
2009-11-02,15.38,0.18,85.44444444444446
2009-11-03,15.76,0.18,87.55555555555556
2009-11-04,15.96,0.18,88.66666666666667
2009-11-05,17.01,0.18,94.50000000000001
2009-11-06,17.02,0.18,94.55555555555556
2009-11-09,17.36,0.18,96.44444444444444
2009-11-10,17.8,0.18,98.8888888888889
2009-11-11,17.49,0.18,97.16666666666666
2009-11-12,17.06,0.18,94.77777777777777
2009-11-13,17.72,0.18,98.44444444444444
2009-11-16,18.15,0.18,100.83333333333333
2009-11-17,18.03,0.18,100.16666666666667
2009-11-18,17.49,0.18,97.16666666666666
2009-11-19,16.86,0.18,93.66666666666667
2009-11-20,16.81,0.18,93.38888888888889
2009-11-23,17.28,0.18,96.00000000000001
2009-11-24,16.94,0.18,94.11111111111113
2009-11-25,16.78,0.18,93.22222222222223
2009-11-27,16.3,0.18,90.55555555555556
2009-11-30,16.43,0.18,91.27777777777779
2009-12-01,17.48,0.18,97.11111111111111
2009-12-02,18.2,0.18,101.11111111111111
2009-12-03,17.91,0.18,99.5
2009-12-04,17.9,0.18,99.44444444444444
2009-12-07,18.24,0.18,101.33333333333333
2009-12-08,17.9,0.18,99.44444444444444
2009-12-09,17.48,0.18,97.11111111111111
2009-12-10,17.44,0.33,52.84848484848485
2009-12-11,18.03,0.33,54.63636363636364
2009-12-14,18.83,0.33,57.060606060606055
2009-12-15,18.61,0.33,56.39393939393939
2009-12-16,18.55,0.33,56.21212121212121
2009-12-17,18.17,0.33,55.06060606060606
2009-12-18,17.86,0.33,54.12121212121212
2009-12-21,17.73,0.33,53.72727272727273
2009-12-22,18.06,0.33,54.72727272727272
2009-12-23,18.4,0.33,55.75757575757575
2009-12-24,18.35,0.33,55.60606060606061
2009-12-28,18.24,0.33,55.272727272727266
2009-12-29,18.45,0.33,55.90909090909091
2009-12-30,18.35,0.33,55.60606060606061
2009-12-31,18.16,0.33,55.03030303030303
2010-01-04,18.85,0.33,57.121212121212125
2010-01-05,18.76,0.33,56.84848484848485
2010-01-06,19.22,0.33,58.242424242424235
2010-01-07,20.86,0.33,63.212121212121204
2010-01-08,21.61,0.33,65.48484848484848
2010-01-11,21.28,0.33,64.48484848484848
2010-01-12,21.14,0.33,64.06060606060606
2010-01-13,21.31,0.33,64.57575757575756
2010-01-14,20.44,0.33,61.93939393939394
2010-01-15,20.35,0.33,61.66666666666667
2010-01-19,20.21,0.33,61.24242424242424
2010-01-20,20.1,0.33,60.909090909090914
2010-01-21,20.0,0.33,60.6060606060606
2010-01-22,20.05,0.33,60.75757575757576
2010-01-25,19.74,0.33,59.81818181818181
2010-01-26,19.97,0.33,60.51515151515151
2010-01-27,19.91,0.33,60.33333333333333
2010-01-28,19.29,0.33,58.454545454545446
2010-01-29,19.4,0.33,58.78787878787878
2010-02-01,19.79,0.33,59.96969696969696
2010-02-02,19.49,0.33,59.060606060606055
2010-02-03,19.12,0.33,57.93939393939394
2010-02-04,18.01,0.33,54.57575757575758
2010-02-05,17.92,0.33,54.303030303030305
2010-02-08,17.87,0.33,54.15151515151515
2010-02-09,17.94,0.33,54.36363636363637
2010-02-10,17.29,0.33,52.39393939393939
2010-02-11,17.75,0.33,53.78787878787878
2010-02-12,17.86,0.33,54.12121212121212
2010-02-16,18.39,0.33,55.72727272727273
2010-02-17,18.45,0.33,55.90909090909091
2010-02-18,18.42,0.33,55.81818181818182
2010-02-19,17.94,0.33,54.36363636363637
2010-02-22,17.98,0.33,54.484848484848484
2010-02-23,17.72,0.33,53.69696969696969
2010-02-24,18.36,0.33,55.63636363636363
2010-02-25,18.1,0.33,54.84848484848485
2010-02-26,18.33,0.33,55.54545454545454
2010-03-01,19.12,0.33,57.93939393939394
2010-03-02,19.67,0.33,59.60606060606061
2010-03-03,19.97,0.33,60.51515151515151
2010-03-04,21.21,0.33,64.27272727272727
2010-03-05,21.4,0.33,64.84848484848484
2010-03-08,20.98,0.33,63.57575757575757
2010-03-09,21.17,0.33,64.15151515151516
2010-03-10,21.47,0.33,65.06060606060605
2010-03-11,21.54,0.33,65.27272727272727
2010-03-12,23.33,0.33,70.69696969696969
2010-03-15,22.11,0.33,67.0
2010-03-16,22.86,0.33,69.27272727272727
2010-03-17,22.49,0.33,68.15151515151514
2010-03-18,22.64,0.33,68.60606060606061
2010-03-19,21.7,0.33,65.75757575757575
2010-03-22,22.07,0.33,66.87878787878788
2010-03-23,22.21,0.33,67.3030303030303
2010-03-24,21.97,0.33,66.57575757575756
2010-03-25,22.72,0.33,68.84848484848484
2010-03-26,22.5,0.33,68.18181818181817
2010-03-29,22.81,0.33,69.12121212121211
2010-03-30,23.21,0.33,70.33333333333333
2010-03-31,22.62,0.0,inf
2010-04-01,22.15,0.0,inf
2010-04-05,22.63,0.0,inf
2010-04-06,23.19,0.0,inf
2010-04-07,22.2,0.0,inf
2010-04-08,22.15,0.0,inf
2010-04-09,23.2,0.0,inf
2010-04-12,23.22,0.0,inf
2010-04-13,22.84,0.0,inf
2010-04-14,23.26,0.0,inf
2010-04-15,23.81,0.0,inf
2010-04-16,23.61,0.0,inf
2010-04-19,22.17,0.0,inf
2010-04-20,22.82,0.0,inf
2010-04-21,23.18,0.0,inf
2010-04-22,24.59,0.0,inf
2010-04-23,25.36,0.0,inf
2010-04-26,24.97,0.0,inf
2010-04-27,22.75,0.0,inf
2010-04-28,22.98,0.0,inf
2010-04-29,24.08,0.0,inf
2010-04-30,23.12,0.0,inf
2010-05-03,23.93,0.0,inf
2010-05-04,23.01,0.0,inf
2010-05-05,22.5,0.0,inf
2010-05-06,21.99,0.0,inf
2010-05-07,21.24,0.0,inf
2010-05-10,22.82,0.0,inf
2010-05-11,23.4,0.0,inf
2010-05-12,24.7,0.0,inf
2010-05-13,24.18,0.0,inf
2010-05-14,23.74,0.0,inf
2010-05-17,23.76,0.0,inf
2010-05-18,23.5,0.0,inf
2010-05-19,23.51,0.0,inf
2010-05-20,22.16,0.0,inf
2010-05-21,23.32,0.0,inf
2010-05-24,23.55,0.0,inf
2010-05-25,22.86,0.0,inf
2010-05-26,23.62,0.0,inf
2010-05-27,24.59,0.0,inf
2010-05-28,25.58,0.0,inf
2010-06-01,24.75,0.0,inf
2010-06-02,23.59,0.0,inf
2010-06-03,23.9,0.23,103.91304347826086
2010-06-04,23.16,0.23,100.69565217391305
2010-06-07,22.23,0.23,96.65217391304347
2010-06-08,21.42,0.23,93.1304347826087
2010-06-09,21.9,0.23,95.21739130434781
2010-06-10,22.4,0.23,97.39130434782608
2010-06-11,24.68,0.23,107.30434782608695
2010-06-14,24.53,0.23,106.65217391304348
2010-06-15,25.12,0.23,109.21739130434783
2010-06-16,25.85,0.23,112.3913043478261
2010-06-17,25.8,0.23,112.17391304347827
2010-06-18,26.18,0.23,113.82608695652173
2010-06-21,25.55,0.23,111.08695652173913
2010-06-22,25.05,0.23,108.91304347826087
2010-06-23,24.97,0.23,108.56521739130434
2010-06-24,24.42,0.23,106.17391304347827
2010-06-25,24.92,0.23,108.34782608695653
2010-06-28,25.82,0.23,112.26086956521739
2010-06-29,24.04,0.23,104.52173913043478
2010-06-30,23.66,0.23,102.8695652173913
2010-07-01,23.0,0.23,100.0
2010-07-02,23.08,0.23,100.34782608695652
2010-07-06,22.21,0.23,96.56521739130434
2010-07-07,23.35,0.23,101.52173913043478
2010-07-08,22.97,0.23,99.8695652173913
2010-07-09,23.51,0.23,102.21739130434783
2010-07-12,23.09,0.23,100.39130434782608
2010-07-13,23.89,0.23,103.8695652173913
2010-07-14,23.6,0.23,102.60869565217392
2010-07-15,23.3,0.23,101.30434782608695
2010-07-16,22.77,0.23,99.0
2010-07-19,22.9,0.23,99.56521739130434
2010-07-20,23.15,0.23,100.65217391304347
2010-07-21,22.86,0.23,99.39130434782608
2010-07-22,24.12,0.23,104.8695652173913
2010-07-23,24.74,0.23,107.56521739130433
2010-07-26,25.42,0.23,110.52173913043478
2010-07-27,24.67,0.23,107.26086956521739
2010-07-28,24.61,0.23,106.99999999999999
2010-07-29,25.44,0.23,110.6086956521739
2010-07-30,25.26,0.23,109.82608695652173
2010-08-02,25.43,0.23,110.56521739130434
2010-08-03,25.33,0.23,110.13043478260869
2010-08-04,24.9,0.23,108.26086956521738
2010-08-05,24.89,0.23,108.21739130434783
