date,MCO,MCO_EPS,PE Ratio
2003-07-30,25.75,0.62,41.53225806451613
2003-07-31,25.86,0.62,41.70967741935484
2003-08-01,25.55,0.62,41.20967741935484
2003-08-04,25.46,0.62,41.064516129032256
2003-08-05,25.25,0.62,40.725806451612904
2003-08-06,25.32,0.62,40.83870967741935
2003-08-07,25.33,0.62,40.854838709677416
2003-08-08,25.63,0.62,41.33870967741935
2003-08-11,25.78,0.62,41.58064516129033
2003-08-12,25.87,0.62,41.725806451612904
2003-08-13,25.76,0.62,41.5483870967742
2003-08-14,26.08,1.3,20.061538461538458
2003-08-15,26.14,1.3,20.107692307692307
2003-08-18,26.15,1.3,20.115384615384613
2003-08-19,26.06,1.3,20.046153846153846
2003-08-20,26.31,1.3,20.238461538461536
2003-08-21,26.17,1.3,20.130769230769232
2003-08-22,25.8,1.3,19.846153846153847
2003-08-25,25.65,1.3,19.73076923076923
2003-08-26,25.68,1.3,19.753846153846155
2003-08-27,25.7,1.3,19.769230769230766
2003-08-28,25.87,1.3,19.9
2003-08-29,25.93,1.3,19.946153846153845
2003-09-02,26.41,1.3,20.315384615384616
2003-09-03,26.67,1.3,20.515384615384615
2003-09-04,26.64,1.3,20.49230769230769
2003-09-05,26.37,1.3,20.284615384615385
2003-09-08,26.3,1.3,20.23076923076923
2003-09-09,25.81,1.3,19.853846153846153
2003-09-10,25.81,1.3,19.853846153846153
2003-09-11,25.83,1.3,19.869230769230768
2003-09-12,25.97,1.3,19.976923076923075
2003-09-15,25.97,1.3,19.976923076923075
2003-09-16,26.15,1.3,20.115384615384613
2003-09-17,26.33,1.3,20.25384615384615
2003-09-18,26.67,1.3,20.515384615384615
2003-09-19,27.08,1.3,20.830769230769228
2003-09-22,27.14,1.3,20.876923076923077
2003-09-23,27.22,1.3,20.938461538461535
2003-09-24,27.29,1.3,20.99230769230769
2003-09-25,27.28,1.3,20.984615384615385
2003-09-26,27.45,1.3,21.115384615384613
2003-09-29,27.63,1.3,21.25384615384615
2003-09-30,27.49,1.3,21.146153846153844
2003-10-01,28.0,1.3,21.538461538461537
2003-10-02,28.23,1.3,21.715384615384615
2003-10-03,28.44,1.3,21.876923076923077
2003-10-06,28.67,1.3,22.053846153846155
2003-10-07,28.93,1.3,22.25384615384615
2003-10-08,28.95,1.3,22.269230769230766
2003-10-09,29.32,1.3,22.553846153846152
2003-10-10,29.75,1.3,22.884615384615383
2003-10-13,29.84,1.3,22.953846153846154
2003-10-14,28.33,1.3,21.79230769230769
2003-10-15,28.16,1.3,21.66153846153846
2003-10-16,28.36,1.3,21.815384615384612
2003-10-17,28.32,1.3,21.784615384615385
2003-10-20,28.35,1.3,21.807692307692307
2003-10-21,28.05,1.3,21.576923076923077
2003-10-22,28.05,1.3,21.576923076923077
2003-10-23,27.88,1.3,21.446153846153845
2003-10-24,27.93,1.3,21.484615384615385
2003-10-27,27.99,1.3,21.530769230769227
2003-10-28,28.96,1.3,22.276923076923076
2003-10-29,28.92,1.3,22.246153846153845
2003-10-30,28.92,1.3,22.246153846153845
2003-10-31,28.92,1.3,22.246153846153845
2003-11-03,29.15,1.3,22.42307692307692
2003-11-04,29.01,1.3,22.315384615384616
2003-11-05,28.94,1.3,22.26153846153846
2003-11-06,28.98,1.3,22.29230769230769
2003-11-07,28.88,1.3,22.215384615384615
2003-11-10,28.63,1.3,22.02307692307692
2003-11-11,28.4,1.3,21.846153846153843
2003-11-12,28.78,1.87,15.390374331550802
2003-11-13,28.8,1.87,15.401069518716577
2003-11-14,28.56,1.87,15.272727272727272
2003-11-17,28.59,1.87,15.288770053475934
2003-11-18,28.12,1.87,15.037433155080214
2003-11-19,28.16,1.87,15.058823529411764
2003-11-20,28.16,1.87,15.058823529411764
2003-11-21,28.37,1.87,15.171122994652405
2003-11-24,28.5,1.87,15.240641711229946
2003-11-25,28.78,1.87,15.390374331550802
2003-11-26,28.7,1.87,15.347593582887699
2003-11-28,28.64,1.87,15.315508021390373
2003-12-01,28.84,1.87,15.422459893048128
2003-12-02,28.72,1.87,15.358288770053475
2003-12-03,29.06,1.87,15.540106951871657
2003-12-04,28.8,1.87,15.401069518716577
2003-12-05,28.81,1.87,15.406417112299463
2003-12-08,28.81,1.87,15.406417112299463
2003-12-09,28.54,1.87,15.262032085561495
2003-12-10,28.71,1.87,15.352941176470587
2003-12-11,28.96,1.87,15.48663101604278
2003-12-12,29.09,1.87,15.55614973262032
2003-12-15,28.73,1.87,15.363636363636363
2003-12-16,29.12,1.87,15.572192513368984
2003-12-17,29.0,1.87,15.508021390374331
2003-12-18,29.1,1.87,15.561497326203208
2003-12-19,29.47,1.87,15.759358288770052
2003-12-22,30.08,1.87,16.0855614973262
2003-12-23,30.03,1.87,16.058823529411764
2003-12-24,30.01,1.87,16.048128342245988
2003-12-26,30.0,1.87,16.0427807486631
2003-12-29,30.1,1.87,16.09625668449198
2003-12-30,30.28,1.87,16.192513368983956
2003-12-31,30.28,1.87,16.192513368983956
2004-01-02,30.25,1.87,16.176470588235293
2004-01-05,30.32,1.87,16.21390374331551
2004-01-06,30.4,1.87,16.256684491978607
2004-01-07,30.13,1.87,16.11229946524064
2004-01-08,29.95,1.87,16.016042780748663
2004-01-09,30.0,1.87,16.0427807486631
2004-01-12,30.05,1.87,16.06951871657754
2004-01-13,30.17,1.87,16.13368983957219
2004-01-14,30.71,1.87,16.422459893048128
2004-01-15,30.45,1.87,16.283422459893046
2004-01-16,30.53,1.87,16.326203208556148
2004-01-20,30.34,1.87,16.22459893048128
2004-01-21,30.49,1.87,16.3048128342246
2004-01-22,30.86,1.87,16.50267379679144
2004-01-23,30.75,1.87,16.443850267379677
2004-01-26,30.96,1.87,16.55614973262032
2004-01-27,31.25,1.87,16.711229946524064
2004-01-28,31.21,1.87,16.68983957219251
2004-01-29,31.33,1.87,16.754010695187166
2004-01-30,31.95,1.87,17.085561497326204
2004-02-02,31.79,1.87,17.0
2004-02-03,31.7,1.87,16.95187165775401
2004-02-04,31.55,1.87,16.871657754010695
2004-02-05,31.05,1.87,16.60427807486631
2004-02-06,32.7,1.87,17.486631016042782
2004-02-09,32.1,1.87,17.165775401069517
2004-02-10,32.16,1.87,17.197860962566843
2004-02-11,32.72,1.87,17.497326203208555
2004-02-12,32.7,1.87,17.486631016042782
2004-02-13,32.51,1.87,17.385026737967912
2004-02-17,32.99,1.87,17.641711229946523
2004-02-18,32.63,1.87,17.449197860962567
2004-02-19,33.08,1.87,17.68983957219251
2004-02-20,32.74,1.87,17.50802139037433
2004-02-23,32.69,1.87,17.481283422459892
2004-02-24,32.49,1.87,17.37433155080214
2004-02-25,32.66,1.87,17.465240641711226
2004-02-26,32.63,1.87,17.449197860962567
2004-02-27,33.43,1.87,17.87700534759358
2004-03-01,33.25,1.87,17.780748663101605
2004-03-02,33.29,1.87,17.802139037433154
2004-03-03,33.25,1.87,17.780748663101605
2004-03-04,33.87,1.87,18.11229946524064
2004-03-05,34.58,1.87,18.491978609625665
2004-03-08,34.13,1.87,18.25133689839572
2004-03-09,34.13,1.87,18.25133689839572
2004-03-10,34.22,1.87,18.29946524064171
2004-03-11,33.95,1.87,18.155080213903744
2004-03-12,34.38,2.44,14.090163934426231
2004-03-15,33.7,2.44,13.811475409836067
2004-03-16,34.12,2.44,13.983606557377048
2004-03-17,34.35,2.44,14.077868852459018
2004-03-18,35.17,2.44,14.41393442622951
2004-03-19,34.85,2.44,14.282786885245903
2004-03-22,34.9,2.44,14.303278688524589
2004-03-23,34.96,2.44,14.327868852459018
2004-03-24,34.88,2.44,14.295081967213116
2004-03-25,34.78,2.44,14.254098360655739
2004-03-26,34.9,2.44,14.303278688524589
2004-03-29,35.11,2.44,14.389344262295083
2004-03-30,35.36,2.44,14.491803278688524
2004-03-31,35.4,2.44,14.508196721311474
2004-04-01,35.32,2.44,14.475409836065575
2004-04-02,34.45,2.44,14.118852459016395
2004-04-05,34.0,2.44,13.934426229508198
2004-04-06,34.56,2.44,14.16393442622951
2004-04-07,34.35,2.44,14.077868852459018
2004-04-08,34.71,2.44,14.225409836065575
2004-04-12,34.4,2.44,14.098360655737705
2004-04-13,33.65,2.44,13.790983606557377
2004-04-14,33.04,2.44,13.540983606557377
2004-04-15,33.13,2.44,13.577868852459018
2004-04-16,33.49,2.44,13.725409836065575
2004-04-19,33.29,2.44,13.64344262295082
2004-04-20,33.31,2.44,13.651639344262296
2004-04-21,32.7,2.44,13.401639344262296
2004-04-22,33.65,2.44,13.790983606557377
2004-04-23,33.22,2.44,13.614754098360656
2004-04-26,33.17,2.44,13.594262295081968
2004-04-27,33.61,2.44,13.774590163934427
2004-04-28,32.35,2.44,13.258196721311476
2004-04-29,32.0,2.44,13.114754098360656
2004-04-30,32.26,2.44,13.221311475409836
2004-05-03,32.95,2.44,13.504098360655739
2004-05-04,32.58,2.44,13.352459016393443
2004-05-05,32.58,2.44,13.352459016393443
2004-05-06,32.59,2.44,13.356557377049182
2004-05-07,31.24,0.69,45.27536231884058
2004-05-10,31.71,0.69,45.95652173913044
2004-05-11,31.66,0.69,45.8840579710145
2004-05-12,31.92,0.69,46.2608695652174
2004-05-13,31.64,0.69,45.85507246376812
2004-05-14,31.85,0.69,46.15942028985508
2004-05-17,31.79,0.69,46.072463768115945
2004-05-18,32.45,0.69,47.02898550724638
2004-05-19,32.54,0.69,47.15942028985508
2004-05-20,32.42,0.69,46.98550724637682
2004-05-21,31.98,0.69,46.34782608695652
2004-05-24,32.31,0.69,46.82608695652175
2004-05-25,32.81,0.69,47.550724637681164
2004-05-26,32.84,0.69,47.59420289855073
2004-05-27,32.72,0.69,47.42028985507247
2004-05-28,32.7,0.69,47.39130434782609
2004-06-01,32.63,0.69,47.28985507246377
2004-06-02,33.04,0.69,47.88405797101449
2004-06-03,32.65,0.69,47.31884057971015
2004-06-04,32.89,0.69,47.66666666666667
2004-06-07,32.85,0.69,47.60869565217392
2004-06-08,33.44,0.69,48.46376811594203
2004-06-09,33.15,0.69,48.04347826086957
2004-06-10,33.0,0.69,47.82608695652174
2004-06-14,32.54,0.69,47.15942028985508
2004-06-15,33.08,0.69,47.94202898550725
2004-06-16,33.15,0.69,48.04347826086957
2004-06-17,32.69,0.69,47.3768115942029
2004-06-18,32.76,0.69,47.47826086956522
2004-06-21,32.95,0.69,47.753623188405804
2004-06-22,32.8,0.69,47.53623188405797
2004-06-23,32.76,0.69,47.47826086956522
2004-06-24,32.61,0.69,47.26086956521739
2004-06-25,32.42,0.69,46.98550724637682
2004-06-28,32.34,0.69,46.86956521739131
2004-06-29,32.4,0.69,46.95652173913044
2004-06-30,32.33,0.69,46.85507246376812
2004-07-01,32.95,0.69,47.753623188405804
2004-07-02,32.88,0.69,47.652173913043484
2004-07-06,32.63,0.69,47.28985507246377
2004-07-07,33.0,0.69,47.82608695652174
2004-07-08,32.95,0.69,47.753623188405804
2004-07-09,32.72,0.69,47.42028985507247
2004-07-12,32.66,0.69,47.33333333333333
2004-07-13,32.74,0.69,47.44927536231885
2004-07-14,32.6,0.69,47.24637681159421
2004-07-15,32.53,0.69,47.14492753623189
2004-07-16,32.63,0.69,47.28985507246377
2004-07-19,32.7,0.69,47.39130434782609
2004-07-20,33.12,0.69,48.0
2004-07-21,32.81,0.69,47.550724637681164
2004-07-22,32.9,0.69,47.68115942028986
2004-07-23,32.58,0.69,47.21739130434783
2004-07-26,32.49,0.69,47.08695652173914
2004-07-27,32.99,0.69,47.811594202898554
2004-07-28,32.95,0.69,47.753623188405804
2004-07-29,32.85,0.69,47.60869565217392
2004-07-30,34.05,0.69,49.34782608695652
2004-08-02,34.97,0.69,50.68115942028986
2004-08-03,34.82,0.69,50.46376811594203
2004-08-04,34.56,0.69,50.08695652173914
2004-08-05,33.56,0.69,48.637681159420296
2004-08-06,33.67,0.69,48.79710144927537
2004-08-09,33.54,1.39,24.1294964028777
2004-08-10,33.83,1.39,24.33812949640288
2004-08-11,33.85,1.39,24.352517985611513
2004-08-12,33.41,1.39,24.035971223021583
2004-08-13,33.25,1.39,23.92086330935252
2004-08-16,34.11,1.39,24.539568345323744
2004-08-17,33.63,1.39,24.19424460431655
2004-08-18,34.15,1.39,24.568345323741006
2004-08-19,34.15,1.39,24.568345323741006
2004-08-20,34.17,1.39,24.582733812949645
2004-08-23,33.96,1.39,24.431654676258994
2004-08-24,33.99,1.39,24.453237410071946
2004-08-25,34.0,1.39,24.46043165467626
2004-08-26,34.17,1.39,24.582733812949645
2004-08-27,34.26,1.39,24.64748201438849
2004-08-30,33.81,1.39,24.323741007194247
2004-08-31,34.28,1.39,24.661870503597125
2004-09-01,34.59,1.39,24.88489208633094
2004-09-02,34.78,1.39,25.021582733812952
2004-09-03,34.81,1.39,25.043165467625904
2004-09-07,34.85,1.39,25.071942446043167
2004-09-08,34.45,1.39,24.784172661870507
2004-09-09,34.4,1.39,24.748201438848923
2004-09-10,34.72,1.39,24.97841726618705
2004-09-13,35.36,1.39,25.43884892086331
2004-09-14,35.58,1.39,25.597122302158272
2004-09-15,35.56,1.39,25.582733812949645
2004-09-16,35.95,1.39,25.86330935251799
2004-09-17,35.5,1.39,25.539568345323744
2004-09-20,35.65,1.39,25.64748201438849
2004-09-21,36.16,1.39,26.01438848920863
2004-09-22,35.93,1.39,25.848920863309353
2004-09-23,36.05,1.39,25.93525179856115
2004-09-24,36.51,1.39,26.26618705035971
2004-09-27,36.9,1.39,26.546762589928058
2004-09-28,36.5,1.39,26.258992805755398
2004-09-29,36.36,1.39,26.158273381294965
2004-09-30,36.63,1.39,26.352517985611513
2004-10-01,37.2,1.39,26.762589928057558
2004-10-04,37.47,1.39,26.956834532374103
2004-10-05,37.45,1.39,26.94244604316547
2004-10-06,37.33,1.39,26.85611510791367
2004-10-07,36.81,1.39,26.482014388489212
2004-10-08,36.58,1.39,26.31654676258993
2004-10-11,36.65,1.39,26.366906474820144
2004-10-12,36.89,1.39,26.539568345323744
2004-10-13,36.01,1.39,25.906474820143885
2004-10-14,36.08,1.39,25.956834532374103
2004-10-15,36.4,1.39,26.18705035971223
2004-10-18,36.42,1.39,26.201438848920866
2004-10-19,36.31,1.39,26.122302158273385
2004-10-20,36.49,1.39,26.251798561151084
2004-10-21,36.5,1.39,26.258992805755398
2004-10-22,36.35,1.39,26.15107913669065
2004-10-25,36.88,1.39,26.532374100719426
2004-10-26,37.5,1.39,26.97841726618705
2004-10-27,38.39,1.39,27.618705035971225
2004-10-28,38.95,1.39,28.021582733812952
2004-10-29,38.9,1.39,27.98561151079137
2004-11-01,39.17,1.39,28.179856115107917
2004-11-02,39.43,1.39,28.366906474820144
2004-11-03,39.89,2.04,19.55392156862745
2004-11-04,39.9,2.04,19.558823529411764
2004-11-05,39.69,2.04,19.455882352941174
2004-11-08,39.88,2.04,19.54901960784314
2004-11-09,39.91,2.04,19.563725490196077
2004-11-10,39.8,2.04,19.509803921568626
2004-11-11,39.88,2.04,19.54901960784314
2004-11-12,40.15,2.04,19.681372549019606
2004-11-15,40.4,2.04,19.80392156862745
2004-11-16,40.6,2.04,19.901960784313726
2004-11-17,40.72,2.04,19.96078431372549
2004-11-18,40.6,2.04,19.901960784313726
2004-11-19,40.1,2.04,19.65686274509804
2004-11-22,40.28,2.04,19.745098039215687
2004-11-23,40.38,2.04,19.794117647058826
2004-11-24,40.71,2.04,19.955882352941178
2004-11-26,40.67,2.04,19.936274509803923
2004-11-29,40.25,2.04,19.730392156862745
2004-11-30,40.38,2.04,19.794117647058826
2004-12-01,41.42,2.04,20.30392156862745
2004-12-02,41.69,2.04,20.43627450980392
2004-12-03,41.53,2.04,20.357843137254903
2004-12-06,41.37,2.04,20.27941176470588
2004-12-07,40.78,2.04,19.990196078431374
2004-12-08,40.72,2.04,19.96078431372549
2004-12-09,41.36,2.04,20.274509803921568
2004-12-10,41.67,2.04,20.426470588235293
2004-12-13,41.72,2.04,20.45098039215686
2004-12-14,41.45,2.04,20.318627450980394
2004-12-15,41.99,2.04,20.583333333333336
2004-12-16,41.99,2.04,20.583333333333336
2004-12-17,42.08,2.04,20.627450980392155
2004-12-20,42.33,2.04,20.75
2004-12-21,42.6,2.04,20.88235294117647
2004-12-22,42.67,2.04,20.916666666666668
2004-12-23,42.53,2.04,20.848039215686274
2004-12-27,42.38,2.04,20.77450980392157
2004-12-28,42.67,2.04,20.916666666666668
2004-12-29,43.13,2.04,21.1421568627451
2004-12-30,43.6,2.04,21.372549019607842
2004-12-31,43.42,2.04,21.284313725490197
2005-01-03,42.45,2.04,20.808823529411764
2005-01-04,41.81,2.04,20.495098039215687
2005-01-05,41.63,2.04,20.40686274509804
2005-01-06,41.51,2.04,20.348039215686274
2005-01-07,41.5,2.04,20.34313725490196
2005-01-10,41.9,2.04,20.53921568627451
2005-01-11,41.54,2.04,20.362745098039216
2005-01-12,41.75,2.04,20.465686274509803
2005-01-13,41.58,2.04,20.38235294117647
2005-01-14,42.05,2.04,20.612745098039213
2005-01-18,42.1,2.04,20.637254901960784
2005-01-19,42.67,2.04,20.916666666666668
2005-01-20,42.67,2.04,20.916666666666668
2005-01-21,42.34,2.04,20.754901960784316
2005-01-24,41.72,2.04,20.45098039215686
2005-01-25,41.04,2.04,20.11764705882353
2005-01-26,41.53,2.04,20.357843137254903
2005-01-27,42.05,2.04,20.612745098039213
2005-01-28,41.95,2.04,20.56372549019608
2005-01-31,41.89,2.04,20.534313725490197
2005-02-01,42.26,2.04,20.715686274509803
2005-02-02,42.72,2.04,20.941176470588236
2005-02-03,43.14,2.04,21.147058823529413
2005-02-04,43.17,2.04,21.161764705882355
2005-02-07,42.9,2.04,21.02941176470588
2005-02-08,43.01,2.04,21.083333333333332
2005-02-09,42.44,2.04,20.803921568627448
2005-02-10,42.66,2.04,20.91176470588235
2005-02-11,43.12,2.04,21.137254901960784
2005-02-14,42.99,2.04,21.073529411764707
2005-02-15,44.25,2.04,21.691176470588236
2005-02-16,42.91,2.04,21.034313725490193
2005-02-17,42.67,2.04,20.916666666666668
2005-02-18,42.14,2.04,20.65686274509804
2005-02-22,41.76,2.04,20.470588235294116
2005-02-23,41.84,2.04,20.50980392156863
2005-02-24,41.83,2.04,20.504901960784313
2005-02-25,42.66,2.04,20.91176470588235
2005-02-28,41.96,2.04,20.568627450980394
2005-03-01,42.8,2.04,20.98039215686274
2005-03-02,42.81,2.04,20.985294117647058
2005-03-03,42.91,2.04,21.034313725490193
2005-03-04,43.1,2.04,21.127450980392158
2005-03-07,43.05,2.04,21.102941176470587
2005-03-08,43.12,2.86,15.076923076923077
2005-03-09,42.12,2.86,14.727272727272727
2005-03-10,42.29,2.86,14.786713286713287
2005-03-11,42.15,2.86,14.737762237762238
2005-03-14,42.63,2.86,14.905594405594407
2005-03-15,42.74,2.86,14.944055944055945
2005-03-16,42.35,2.86,14.807692307692308
2005-03-17,41.92,2.86,14.657342657342658
2005-03-18,41.85,2.86,14.632867132867133
2005-03-21,41.49,2.86,14.506993006993008
2005-03-22,41.04,2.86,14.34965034965035
2005-03-23,40.48,2.86,14.153846153846153
2005-03-24,40.5,2.86,14.160839160839162
2005-03-28,40.65,2.86,14.213286713286713
2005-03-29,40.49,2.86,14.157342657342658
2005-03-30,40.88,2.86,14.293706293706295
2005-03-31,40.43,2.86,14.136363636363637
2005-04-01,40.22,2.86,14.062937062937063
2005-04-04,41.54,2.86,14.524475524475525
2005-04-05,41.61,2.86,14.54895104895105
2005-04-06,41.56,2.86,14.531468531468533
2005-04-07,41.65,2.86,14.562937062937063
2005-04-08,41.24,2.86,14.41958041958042
2005-04-11,41.11,2.86,14.374125874125875
2005-04-12,41.65,2.86,14.562937062937063
2005-04-13,40.67,2.86,14.220279720279722
2005-04-14,40.63,2.86,14.206293706293708
2005-04-15,40.22,2.86,14.062937062937063
2005-04-18,40.29,2.86,14.087412587412588
2005-04-19,40.74,2.86,14.244755244755247
2005-04-20,40.01,2.86,13.98951048951049
2005-04-21,40.85,2.86,14.283216783216785
2005-04-22,40.8,2.86,14.265734265734265
2005-04-25,41.58,2.86,14.538461538461538
2005-04-26,41.45,2.86,14.493006993006995
2005-04-27,42.04,2.86,14.6993006993007
2005-04-28,40.47,2.86,14.15034965034965
2005-04-29,41.07,2.86,14.36013986013986
2005-05-02,41.19,2.86,14.402097902097902
2005-05-03,41.44,2.86,14.48951048951049
2005-05-04,42.2,2.86,14.755244755244757
2005-05-05,42.5,2.86,14.86013986013986
2005-05-06,42.1,2.86,14.720279720279722
2005-05-09,42.35,2.86,14.807692307692308
2005-05-10,42.11,0.79,53.303797468354425
2005-05-11,42.11,0.79,53.303797468354425
2005-05-12,41.97,0.79,53.12658227848101
2005-05-13,41.1,0.79,52.0253164556962
2005-05-16,41.51,0.79,52.54430379746835
2005-05-17,41.99,0.79,53.151898734177216
2005-05-18,42.79,0.79,54.164556962025316
2005-05-19,42.98,0.79,54.405063291139236
2005-05-20,43.21,0.79,54.69620253164557
2005-05-23,43.64,0.79,55.24050632911392
2005-05-24,43.92,0.79,55.59493670886076
2005-05-25,43.16,0.79,54.632911392405056
2005-05-26,43.25,0.79,54.74683544303797
2005-05-27,43.74,0.79,55.36708860759494
2005-05-31,43.27,0.79,54.77215189873418
2005-06-01,43.53,0.79,55.10126582278481
2005-06-02,43.4,0.79,54.93670886075949
2005-06-03,43.26,0.79,54.75949367088607
2005-06-06,43.62,0.79,55.215189873417714
2005-06-07,43.9,0.79,55.56962025316455
2005-06-08,43.62,0.79,55.215189873417714
2005-06-09,44.08,0.79,55.79746835443037
2005-06-10,43.91,0.79,55.58227848101265
2005-06-13,43.84,0.79,55.493670886075954
2005-06-14,44.45,0.79,56.265822784810126
2005-06-15,44.7,0.79,56.58227848101266
2005-06-16,45.14,0.79,57.13924050632911
2005-06-17,46.11,0.79,58.36708860759494
2005-06-20,46.04,0.79,58.278481012658226
2005-06-21,46.6,0.79,58.9873417721519
2005-06-22,45.84,0.79,58.025316455696206
2005-06-23,44.73,0.79,56.62025316455696
2005-06-24,44.65,0.79,56.518987341772146
2005-06-27,44.69,0.79,56.56962025316455
2005-06-28,45.37,0.79,57.430379746835435
2005-06-29,45.25,0.79,57.278481012658226
2005-06-30,44.96,0.79,56.91139240506329
2005-07-01,45.29,0.79,57.32911392405063
2005-07-05,45.42,0.79,57.49367088607595
2005-07-06,45.0,0.79,56.962025316455694
2005-07-07,45.18,0.79,57.189873417721515
2005-07-08,45.92,0.79,58.12658227848101
2005-07-11,45.91,0.79,58.1139240506329
2005-07-12,46.39,0.79,58.72151898734177
2005-07-13,46.58,0.79,58.962025316455694
2005-07-14,46.6,0.79,58.9873417721519
2005-07-15,46.86,0.79,59.31645569620253
2005-07-18,46.55,0.79,58.92405063291139
2005-07-19,47.27,0.79,59.835443037974684
2005-07-20,48.12,0.79,60.91139240506328
2005-07-21,47.75,0.79,60.44303797468354
2005-07-22,47.54,0.79,60.177215189873415
2005-07-25,47.68,0.79,60.35443037974683
2005-07-26,48.9,0.79,61.89873417721518
2005-07-27,48.6,0.79,61.51898734177215
2005-07-28,49.43,0.79,62.56962025316455
2005-07-29,47.31,0.88,53.76136363636364
2005-08-01,47.12,0.88,53.54545454545454
2005-08-02,47.1,0.88,53.52272727272727
2005-08-03,47.62,0.88,54.11363636363636
2005-08-04,47.6,0.88,54.09090909090909
2005-08-05,46.99,0.88,53.39772727272727
2005-08-08,46.34,0.88,52.659090909090914
2005-08-09,46.41,0.88,52.73863636363636
2005-08-10,46.45,0.88,52.784090909090914
2005-08-11,46.74,0.88,53.11363636363637
2005-08-12,46.67,0.88,53.034090909090914
2005-08-15,46.75,0.88,53.125
2005-08-16,46.59,0.88,52.94318181818182
2005-08-17,46.99,0.88,53.39772727272727
2005-08-18,47.03,0.88,53.44318181818182
2005-08-19,47.49,0.88,53.96590909090909
2005-08-22,48.62,0.88,55.25
2005-08-23,48.15,0.88,54.715909090909086
2005-08-24,48.17,0.88,54.73863636363637
2005-08-25,49.2,0.88,55.909090909090914
2005-08-26,48.78,0.88,55.43181818181818
2005-08-29,48.87,0.88,55.53409090909091
2005-08-30,48.8,0.88,55.45454545454545
2005-08-31,49.11,0.88,55.80681818181818
2005-09-01,49.95,0.88,56.76136363636364
2005-09-02,50.37,0.88,57.23863636363636
2005-09-06,50.31,0.88,57.17045454545455
2005-09-07,49.71,0.88,56.48863636363637
2005-09-08,50.27,0.88,57.125
2005-09-09,51.42,0.88,58.43181818181819
2005-09-12,50.8,0.88,57.72727272727273
2005-09-13,51.01,0.88,57.965909090909086
2005-09-14,51.68,0.88,58.72727272727273
2005-09-15,51.51,0.88,58.53409090909091
2005-09-16,50.67,0.88,57.57954545454545
2005-09-19,50.42,0.88,57.29545454545455
2005-09-20,49.47,0.88,56.215909090909086
2005-09-21,49.42,0.88,56.159090909090914
2005-09-22,49.34,0.88,56.06818181818182
2005-09-23,49.43,0.88,56.17045454545455
2005-09-26,49.48,0.88,56.22727272727273
2005-09-27,49.56,0.88,56.31818181818182
2005-09-28,49.74,0.88,56.52272727272727
2005-09-29,50.8,0.88,57.72727272727273
2005-09-30,51.08,0.88,58.04545454545455
2005-10-03,51.32,0.88,58.31818181818182
2005-10-04,51.14,0.88,58.11363636363637
2005-10-05,51.02,0.88,57.977272727272734
2005-10-06,50.66,0.88,57.56818181818181
2005-10-07,51.01,0.88,57.965909090909086
2005-10-10,50.61,0.88,57.51136363636363
2005-10-11,50.27,0.88,57.125
2005-10-12,49.71,0.88,56.48863636363637
2005-10-13,49.92,0.88,56.72727272727273
2005-10-14,50.01,0.88,56.82954545454545
2005-10-17,50.7,0.88,57.61363636363637
2005-10-18,51.1,0.88,58.06818181818182
2005-10-19,51.55,0.88,58.57954545454545
2005-10-20,50.98,0.88,57.93181818181818
2005-10-21,51.19,0.88,58.17045454545454
2005-10-24,51.62,0.88,58.65909090909091
2005-10-25,52.46,0.88,59.61363636363637
2005-10-26,54.14,0.88,61.52272727272727
2005-10-27,54.39,0.88,61.80681818181818
2005-10-28,52.92,0.88,60.13636363636364
2005-10-31,53.26,0.88,60.52272727272727
2005-11-01,52.47,1.37,38.2992700729927
2005-11-02,53.48,1.37,39.036496350364956
2005-11-03,53.28,1.37,38.89051094890511
2005-11-04,53.44,1.37,39.00729927007299
2005-11-07,54.17,1.37,39.54014598540146
2005-11-08,54.75,1.37,39.96350364963504
2005-11-09,54.31,1.37,39.64233576642336
2005-11-10,55.99,1.37,40.86861313868613
2005-11-11,55.89,1.37,40.7956204379562
2005-11-14,55.98,1.37,40.86131386861313
2005-11-15,56.12,1.37,40.96350364963503
2005-11-16,56.2,1.37,41.021897810218974
2005-11-17,58.39,1.37,42.62043795620438
2005-11-18,58.15,1.37,42.44525547445255
2005-11-21,58.9,1.37,42.992700729927
2005-11-22,59.0,1.37,43.06569343065693
2005-11-23,59.09,1.37,43.13138686131387
2005-11-25,59.32,1.37,43.2992700729927
2005-11-28,60.45,1.37,44.12408759124087
2005-11-29,60.02,1.37,43.81021897810219
2005-11-30,60.15,1.37,43.90510948905109
2005-12-01,60.15,1.37,43.90510948905109
2005-12-02,60.13,1.37,43.89051094890511
2005-12-05,60.05,1.37,43.832116788321166
2005-12-06,60.05,1.37,43.832116788321166
2005-12-07,59.66,1.37,43.54744525547445
2005-12-08,60.17,1.37,43.919708029197075
2005-12-09,60.63,1.37,44.25547445255474
2005-12-12,60.2,1.37,43.941605839416056
2005-12-13,61.3,1.37,44.74452554744525
2005-12-14,61.69,1.37,45.029197080291965
2005-12-15,61.46,1.37,44.86131386861314
2005-12-16,61.5,1.37,44.8905109489051
2005-12-19,61.42,1.37,44.832116788321166
2005-12-20,61.87,1.37,45.160583941605836
2005-12-21,62.3,1.37,45.474452554744516
2005-12-22,62.13,1.37,45.35036496350365
2005-12-23,62.12,1.37,45.34306569343065
2005-12-27,61.83,1.37,45.131386861313864
