date,FLIR,FLIR_EPS,PE Ratio
2003-09-09,6.83,0.55,12.418181818181818
2003-09-10,6.77,0.55,12.309090909090907
2003-09-11,6.81,0.55,12.381818181818181
2003-09-12,6.88,0.55,12.509090909090908
2003-09-15,6.85,0.55,12.454545454545453
2003-09-16,6.99,0.55,12.709090909090909
2003-09-17,7.1,0.55,12.909090909090908
2003-09-18,7.12,0.55,12.945454545454545
2003-09-19,6.95,0.55,12.636363636363635
2003-09-22,7.0,0.55,12.727272727272727
2003-09-23,7.03,0.55,12.781818181818181
2003-09-24,6.88,0.55,12.509090909090908
2003-09-25,6.7,0.55,12.181818181818182
2003-09-26,6.49,0.55,11.799999999999999
2003-09-29,6.54,0.55,11.89090909090909
2003-09-30,6.36,0.55,11.563636363636363
2003-10-01,6.49,0.55,11.799999999999999
2003-10-02,6.48,0.55,11.781818181818181
2003-10-03,6.6,0.55,11.999999999999998
2003-10-06,6.81,0.55,12.381818181818181
2003-10-07,6.73,0.55,12.236363636363636
2003-10-08,6.62,0.55,12.036363636363635
2003-10-09,6.45,0.55,11.727272727272727
2003-10-10,6.47,0.55,11.763636363636362
2003-10-13,6.43,0.55,11.69090909090909
2003-10-14,6.55,0.55,11.909090909090908
2003-10-15,6.6,0.55,11.999999999999998
2003-10-16,6.71,0.55,12.2
2003-10-17,6.56,0.55,11.927272727272726
2003-10-20,6.61,0.55,12.018181818181818
2003-10-21,6.71,0.55,12.2
2003-10-22,6.96,0.55,12.654545454545454
2003-10-23,7.68,0.55,13.963636363636361
2003-10-24,7.65,0.55,13.909090909090908
2003-10-27,7.69,0.55,13.98181818181818
2003-10-28,8.0,0.55,14.545454545454545
2003-10-29,7.99,0.55,14.527272727272727
2003-10-30,7.88,0.55,14.327272727272726
2003-10-31,7.82,0.55,14.218181818181817
2003-11-03,7.81,0.55,14.199999999999998
2003-11-04,7.96,0.55,14.47272727272727
2003-11-05,7.97,0.55,14.490909090909089
2003-11-06,8.01,0.55,14.563636363636363
2003-11-07,8.11,0.87,9.32183908045977
2003-11-10,7.75,0.87,8.908045977011493
2003-11-11,7.6,0.87,8.735632183908045
2003-11-12,7.83,0.87,9.0
2003-11-13,8.0,0.87,9.195402298850574
2003-11-14,8.09,0.87,9.298850574712644
2003-11-17,8.05,0.87,9.252873563218392
2003-11-18,8.2,0.87,9.425287356321839
2003-11-19,8.26,0.87,9.494252873563218
2003-11-20,8.21,0.87,9.436781609195403
2003-11-21,8.48,0.87,9.74712643678161
2003-11-24,8.46,0.87,9.724137931034484
2003-11-25,8.68,0.87,9.977011494252872
2003-11-26,8.62,0.87,9.908045977011493
2003-11-28,8.62,0.87,9.908045977011493
2003-12-01,8.74,0.87,10.045977011494253
2003-12-02,8.83,0.87,10.149425287356323
2003-12-03,8.83,0.87,10.149425287356323
2003-12-04,8.84,0.87,10.160919540229886
2003-12-05,8.74,0.87,10.045977011494253
2003-12-08,8.81,0.87,10.126436781609197
2003-12-09,8.74,0.87,10.045977011494253
2003-12-10,8.59,0.87,9.873563218390805
2003-12-11,8.82,0.87,10.13793103448276
2003-12-12,8.83,0.87,10.149425287356323
2003-12-15,8.67,0.87,9.96551724137931
2003-12-16,8.6,0.87,9.885057471264368
2003-12-17,8.66,0.87,9.954022988505747
2003-12-18,8.74,0.87,10.045977011494253
2003-12-19,8.8,0.87,10.114942528735632
2003-12-22,8.79,0.87,10.103448275862068
2003-12-23,9.01,0.87,10.35632183908046
2003-12-24,9.01,0.87,10.35632183908046
2003-12-26,8.98,0.87,10.321839080459771
2003-12-29,9.13,0.87,10.49425287356322
2003-12-30,9.17,0.87,10.540229885057471
2003-12-31,9.13,0.87,10.49425287356322
2004-01-02,9.05,0.87,10.402298850574713
2004-01-05,9.29,0.87,10.678160919540229
2004-01-06,9.42,0.87,10.827586206896552
2004-01-07,9.58,0.87,11.011494252873563
2004-01-08,9.79,0.87,11.25287356321839
2004-01-09,9.85,0.87,11.32183908045977
2004-01-12,10.0,0.87,11.494252873563218
2004-01-13,9.82,0.87,11.28735632183908
2004-01-14,10.0,0.87,11.494252873563218
2004-01-15,10.0,0.87,11.494252873563218
2004-01-16,10.06,0.87,11.563218390804598
2004-01-20,9.74,0.87,11.195402298850574
2004-01-21,9.75,0.87,11.206896551724139
2004-01-22,9.48,0.87,10.896551724137932
2004-01-23,9.65,0.87,11.091954022988507
2004-01-26,9.62,0.87,11.057471264367816
2004-01-27,9.26,0.87,10.64367816091954
2004-01-28,9.14,0.87,10.505747126436782
2004-01-29,8.95,0.87,10.287356321839079
2004-01-30,9.05,0.87,10.402298850574713
2004-02-02,9.15,0.87,10.517241379310345
2004-02-03,8.88,0.87,10.206896551724139
2004-02-04,9.43,0.87,10.839080459770114
2004-02-05,9.57,0.87,11.0
2004-02-06,9.88,0.87,11.356321839080461
2004-02-09,10.09,0.87,11.597701149425287
2004-02-10,10.09,0.87,11.597701149425287
2004-02-11,10.14,0.87,11.655172413793105
2004-02-12,10.13,0.87,11.64367816091954
2004-02-13,9.87,0.87,11.344827586206895
2004-02-17,9.97,0.87,11.459770114942529
2004-02-18,10.01,0.87,11.50574712643678
2004-02-19,9.86,0.87,11.333333333333332
2004-02-20,9.87,0.87,11.344827586206895
2004-02-23,9.63,0.87,11.06896551724138
2004-02-24,9.61,0.87,11.045977011494251
2004-02-25,9.71,0.87,11.160919540229886
2004-02-26,9.72,0.87,11.172413793103448
2004-02-27,9.61,0.87,11.045977011494251
2004-03-01,9.89,0.87,11.367816091954024
2004-03-02,9.84,0.87,11.310344827586206
2004-03-03,9.79,0.87,11.25287356321839
2004-03-04,9.67,0.87,11.114942528735632
2004-03-05,9.87,1.32,7.477272727272727
2004-03-08,9.56,1.32,7.242424242424242
2004-03-09,9.26,1.32,7.015151515151515
2004-03-10,9.2,1.32,6.969696969696969
2004-03-11,9.2,1.32,6.969696969696969
2004-03-12,9.33,1.32,7.068181818181818
2004-03-15,9.15,1.32,6.931818181818182
2004-03-16,9.29,1.32,7.037878787878787
2004-03-17,9.61,1.32,7.280303030303029
2004-03-18,9.41,1.32,7.128787878787879
2004-03-19,9.38,1.32,7.106060606060606
2004-03-22,9.35,1.32,7.083333333333333
2004-03-23,9.28,1.32,7.030303030303029
2004-03-24,9.23,1.32,6.992424242424242
2004-03-25,9.52,1.32,7.212121212121211
2004-03-26,9.39,1.32,7.113636363636363
2004-03-29,9.53,1.32,7.219696969696969
2004-03-30,9.69,1.32,7.34090909090909
2004-03-31,9.53,1.32,7.219696969696969
2004-04-01,9.75,1.32,7.386363636363636
2004-04-02,9.87,1.32,7.477272727272727
2004-04-05,9.97,1.32,7.553030303030303
2004-04-06,9.82,1.32,7.4393939393939394
2004-04-07,9.87,1.32,7.477272727272727
2004-04-08,9.94,1.32,7.530303030303029
2004-04-12,10.55,1.32,7.992424242424242
2004-04-13,10.0,1.32,7.575757575757575
2004-04-14,9.81,1.32,7.431818181818182
2004-04-15,9.79,1.32,7.416666666666666
2004-04-16,9.64,1.32,7.303030303030303
2004-04-19,9.79,1.32,7.416666666666666
2004-04-20,9.6,1.32,7.2727272727272725
2004-04-21,11.12,1.32,8.424242424242424
2004-04-22,11.41,1.32,8.643939393939394
2004-04-23,11.39,1.32,8.628787878787879
2004-04-26,11.72,1.32,8.878787878787879
2004-04-27,12.13,1.32,9.18939393939394
2004-04-28,12.35,1.32,9.356060606060606
2004-04-29,11.85,1.32,8.977272727272727
2004-04-30,11.71,1.32,8.871212121212121
2004-05-03,11.52,1.32,8.727272727272727
2004-05-04,11.53,1.32,8.734848484848484
2004-05-05,11.6,1.32,8.787878787878787
2004-05-06,11.44,0.38,30.105263157894736
2004-05-07,11.22,0.38,29.526315789473685
2004-05-10,11.03,0.38,29.02631578947368
2004-05-11,11.26,0.38,29.63157894736842
2004-05-12,11.14,0.38,29.315789473684212
2004-05-13,11.75,0.38,30.92105263157895
2004-05-14,11.7,0.38,30.789473684210524
2004-05-17,11.57,0.38,30.447368421052634
2004-05-18,11.56,0.38,30.42105263157895
2004-05-19,11.72,0.38,30.842105263157897
2004-05-20,11.96,0.38,31.47368421052632
2004-05-21,11.98,0.38,31.526315789473685
2004-05-24,12.22,0.38,32.15789473684211
2004-05-25,12.45,0.38,32.76315789473684
2004-05-26,12.44,0.38,32.73684210526316
2004-05-27,12.14,0.38,31.947368421052634
2004-05-28,12.3,0.38,32.36842105263158
2004-06-01,12.21,0.38,32.131578947368425
2004-06-02,12.27,0.38,32.28947368421053
2004-06-03,12.13,0.38,31.92105263157895
2004-06-04,13.06,0.38,34.36842105263158
2004-06-07,13.08,0.38,34.421052631578945
2004-06-08,13.38,0.38,35.21052631578947
2004-06-09,12.7,0.38,33.421052631578945
2004-06-10,12.71,0.38,33.44736842105263
2004-06-14,12.31,0.38,32.39473684210527
2004-06-15,12.66,0.38,33.31578947368421
2004-06-16,12.73,0.38,33.5
2004-06-17,12.77,0.38,33.60526315789473
2004-06-18,12.57,0.38,33.078947368421055
2004-06-21,12.38,0.38,32.578947368421055
2004-06-22,12.45,0.38,32.76315789473684
2004-06-23,13.09,0.38,34.44736842105263
2004-06-24,12.93,0.38,34.026315789473685
2004-06-25,13.19,0.38,34.71052631578947
2004-06-28,13.49,0.38,35.5
2004-06-29,13.58,0.38,35.73684210526316
2004-06-30,13.73,0.38,36.131578947368425
2004-07-01,13.55,0.38,35.65789473684211
2004-07-02,13.25,0.38,34.868421052631575
2004-07-06,13.03,0.38,34.28947368421053
2004-07-07,13.2,0.38,34.73684210526316
2004-07-08,13.27,0.38,34.921052631578945
2004-07-09,13.43,0.38,35.34210526315789
2004-07-12,13.24,0.38,34.8421052631579
2004-07-13,13.33,0.38,35.078947368421055
2004-07-14,13.55,0.38,35.65789473684211
2004-07-15,13.85,0.38,36.44736842105263
2004-07-16,13.88,0.38,36.526315789473685
2004-07-19,14.03,0.38,36.921052631578945
2004-07-20,14.13,0.38,37.18421052631579
2004-07-21,13.84,0.38,36.421052631578945
2004-07-22,15.32,0.38,40.31578947368421
2004-07-23,15.2,0.38,40.0
2004-07-26,15.71,0.38,41.3421052631579
2004-07-27,15.48,0.38,40.73684210526316
2004-07-28,15.17,0.38,39.921052631578945
2004-07-29,15.77,0.38,41.5
2004-07-30,15.91,0.38,41.86842105263158
2004-08-02,15.96,0.38,42.0
2004-08-03,15.77,0.38,41.5
2004-08-04,15.6,0.38,41.05263157894737
2004-08-05,15.42,0.38,40.578947368421055
2004-08-06,14.81,0.92,16.097826086956523
2004-08-09,14.98,0.92,16.282608695652172
2004-08-10,15.4,0.92,16.73913043478261
2004-08-11,15.3,0.92,16.630434782608695
2004-08-12,15.18,0.92,16.5
2004-08-13,15.01,0.92,16.315217391304348
2004-08-16,15.18,0.92,16.5
2004-08-17,15.48,0.92,16.82608695652174
2004-08-18,15.71,0.92,17.07608695652174
2004-08-19,15.7,0.92,17.065217391304348
2004-08-20,15.78,0.92,17.152173913043477
2004-08-23,16.48,0.92,17.91304347826087
2004-08-24,15.89,0.92,17.27173913043478
2004-08-25,15.99,0.92,17.380434782608695
2004-08-26,15.76,0.92,17.130434782608695
2004-08-27,15.63,0.92,16.98913043478261
2004-08-30,15.08,0.92,16.391304347826086
2004-08-31,14.59,0.92,15.858695652173912
2004-09-01,14.5,0.92,15.76086956521739
2004-09-02,14.95,0.92,16.25
2004-09-03,14.98,0.92,16.282608695652172
2004-09-07,15.22,0.92,16.543478260869566
2004-09-08,15.09,0.92,16.402173913043477
2004-09-09,15.24,0.92,16.565217391304348
2004-09-10,15.36,0.92,16.695652173913043
2004-09-13,15.61,0.92,16.967391304347824
2004-09-14,15.4,0.92,16.73913043478261
2004-09-15,15.24,0.92,16.565217391304348
2004-09-16,15.52,0.92,16.869565217391305
2004-09-17,15.72,0.92,17.08695652173913
2004-09-20,15.78,0.92,17.152173913043477
2004-09-21,15.99,0.92,17.380434782608695
2004-09-22,15.83,0.92,17.206521739130434
2004-09-23,15.62,0.92,16.978260869565215
2004-09-24,15.73,0.92,17.09782608695652
2004-09-27,15.35,0.92,16.684782608695652
2004-09-28,15.59,0.92,16.945652173913043
2004-09-29,14.84,0.92,16.130434782608695
2004-09-30,14.63,0.92,15.902173913043478
2004-10-01,14.51,0.92,15.771739130434781
2004-10-04,14.88,0.92,16.17391304347826
2004-10-05,15.0,0.92,16.304347826086957
2004-10-06,14.86,0.92,16.152173913043477
2004-10-07,14.54,0.92,15.804347826086955
2004-10-08,13.63,0.92,14.815217391304348
2004-10-11,13.93,0.92,15.141304347826086
2004-10-12,13.53,0.92,14.706521739130434
2004-10-13,13.74,0.92,14.934782608695652
2004-10-14,13.82,0.92,15.021739130434783
2004-10-15,13.63,0.92,14.815217391304348
2004-10-18,13.56,0.92,14.73913043478261
2004-10-19,13.35,0.92,14.51086956521739
2004-10-20,13.72,0.92,14.91304347826087
2004-10-21,14.08,0.92,15.304347826086955
2004-10-22,13.65,0.92,14.83695652173913
2004-10-25,13.51,0.92,14.68478260869565
2004-10-26,13.44,0.92,14.608695652173912
2004-10-27,13.49,0.92,14.66304347826087
2004-10-28,13.36,0.92,14.521739130434781
2004-10-29,13.3,0.92,14.456521739130435
2004-11-01,13.49,0.92,14.66304347826087
2004-11-02,13.85,0.92,15.054347826086955
2004-11-03,14.07,0.92,15.293478260869565
2004-11-04,14.58,0.92,15.847826086956522
2004-11-05,14.44,1.41,10.24113475177305
2004-11-08,14.32,1.41,10.156028368794328
2004-11-09,14.61,1.41,10.361702127659575
2004-11-10,14.72,1.41,10.439716312056738
2004-11-11,15.28,1.41,10.836879432624114
2004-11-12,15.18,1.41,10.76595744680851
2004-11-15,15.25,1.41,10.815602836879433
2004-11-16,14.95,1.41,10.602836879432624
2004-11-17,14.88,1.41,10.553191489361703
2004-11-18,14.95,1.41,10.602836879432624
2004-11-19,14.56,1.41,10.326241134751774
2004-11-22,14.6,1.41,10.354609929078014
2004-11-23,14.72,1.41,10.439716312056738
2004-11-24,14.59,1.41,10.347517730496454
2004-11-26,14.52,1.41,10.297872340425533
2004-11-29,14.71,1.41,10.432624113475178
2004-11-30,14.09,1.41,9.99290780141844
2004-12-01,14.31,1.41,10.148936170212767
2004-12-02,14.34,1.41,10.170212765957448
2004-12-03,14.15,1.41,10.035460992907803
2004-12-06,13.99,1.41,9.921985815602838
2004-12-07,13.62,1.41,9.659574468085106
2004-12-08,13.87,1.41,9.836879432624114
2004-12-09,14.07,1.41,9.97872340425532
2004-12-10,13.73,1.41,9.73758865248227
2004-12-13,13.58,1.41,9.631205673758865
2004-12-14,13.93,1.41,9.879432624113475
2004-12-15,13.97,1.41,9.907801418439718
2004-12-16,15.03,1.41,10.659574468085106
2004-12-17,15.03,1.41,10.659574468085106
2004-12-20,14.97,1.41,10.617021276595747
2004-12-21,15.13,1.41,10.73049645390071
2004-12-22,15.57,1.41,11.042553191489363
2004-12-23,15.38,1.41,10.907801418439718
2004-12-27,15.23,1.41,10.801418439716313
2004-12-28,15.72,1.41,11.148936170212767
2004-12-29,15.66,1.41,11.106382978723405
2004-12-30,15.77,1.41,11.184397163120568
2004-12-31,15.95,1.41,11.312056737588653
2005-01-03,15.7,1.41,11.134751773049645
2005-01-04,15.1,1.41,10.709219858156029
2005-01-05,15.13,1.41,10.73049645390071
2005-01-06,15.01,1.41,10.645390070921986
2005-01-07,15.02,1.41,10.652482269503546
2005-01-10,15.13,1.41,10.73049645390071
2005-01-11,14.72,1.41,10.439716312056738
2005-01-12,14.68,1.41,10.411347517730498
2005-01-13,14.65,1.41,10.390070921985817
2005-01-14,14.73,1.41,10.446808510638299
2005-01-18,15.08,1.41,10.695035460992909
2005-01-19,14.8,1.41,10.496453900709222
2005-01-20,14.69,1.41,10.418439716312056
2005-01-21,14.44,1.41,10.24113475177305
2005-01-24,14.14,1.41,10.028368794326243
2005-01-25,14.47,1.41,10.262411347517732
2005-01-26,14.75,1.41,10.460992907801419
2005-01-27,15.0,1.41,10.638297872340425
2005-01-28,14.96,1.41,10.609929078014186
2005-01-31,15.24,1.41,10.808510638297873
2005-02-01,15.47,1.41,10.97163120567376
2005-02-02,15.29,1.41,10.843971631205674
2005-02-03,15.57,1.41,11.042553191489363
2005-02-04,15.7,1.41,11.134751773049645
2005-02-07,15.86,1.41,11.24822695035461
2005-02-08,15.85,1.41,11.24113475177305
2005-02-09,15.55,1.41,11.028368794326243
2005-02-10,15.67,1.41,11.113475177304965
2005-02-11,15.93,1.41,11.297872340425533
2005-02-14,15.94,1.41,11.304964539007093
2005-02-15,15.88,1.41,11.262411347517732
2005-02-16,15.9,1.41,11.276595744680852
2005-02-17,15.5,1.41,10.99290780141844
2005-02-18,15.51,1.41,11.0
2005-02-22,15.22,1.41,10.794326241134753
2005-02-23,15.65,1.41,11.099290780141844
2005-02-24,15.59,1.41,11.056737588652483
2005-02-25,15.54,1.41,11.02127659574468
2005-02-28,15.63,1.41,11.085106382978724
2005-03-01,15.89,1.41,11.269503546099292
2005-03-02,15.71,1.41,11.141843971631207
2005-03-03,15.91,1.41,11.283687943262413
2005-03-04,16.67,1.06,15.726415094339623
2005-03-07,17.07,1.06,16.10377358490566
2005-03-08,16.84,1.06,15.886792452830187
2005-03-09,16.87,1.06,15.915094339622641
2005-03-10,16.76,1.06,15.811320754716983
2005-03-11,16.67,1.06,15.726415094339623
2005-03-14,16.63,1.06,15.688679245283017
2005-03-15,16.58,1.06,15.641509433962261
2005-03-16,16.25,1.06,15.330188679245282
2005-03-17,16.26,1.06,15.339622641509434
2005-03-18,16.08,1.06,15.169811320754715
2005-03-21,15.88,1.06,14.981132075471699
2005-03-22,15.81,1.06,14.915094339622641
2005-03-23,15.63,1.06,14.745283018867925
2005-03-24,14.78,1.06,13.943396226415093
2005-03-28,14.67,1.06,13.839622641509433
2005-03-29,14.05,1.06,13.254716981132075
2005-03-30,15.43,1.06,14.556603773584905
2005-03-31,15.15,1.06,14.29245283018868
2005-04-01,15.3,1.06,14.433962264150944
2005-04-04,15.14,1.06,14.283018867924529
2005-04-05,15.09,1.06,14.235849056603772
2005-04-06,15.09,1.06,14.235849056603772
2005-04-07,15.08,1.06,14.226415094339622
2005-04-08,14.81,1.06,13.971698113207546
2005-04-11,14.72,1.06,13.88679245283019
2005-04-12,12.25,1.06,11.556603773584905
2005-04-13,12.59,1.06,11.877358490566037
2005-04-14,12.29,1.06,11.594339622641508
2005-04-15,12.23,1.06,11.537735849056604
2005-04-18,12.61,1.06,11.896226415094338
2005-04-19,12.96,1.06,12.226415094339623
2005-04-20,12.87,1.06,12.141509433962263
2005-04-21,13.03,1.06,12.292452830188678
2005-04-22,13.43,1.06,12.669811320754716
2005-04-25,13.28,1.06,12.528301886792452
2005-04-26,13.15,1.06,12.40566037735849
2005-04-27,13.19,1.06,12.443396226415093
2005-04-28,12.84,1.06,12.11320754716981
2005-04-29,13.3,1.06,12.547169811320755
2005-05-02,13.42,1.06,12.660377358490566
2005-05-03,13.24,1.06,12.49056603773585
2005-05-04,13.53,1.06,12.764150943396226
2005-05-05,13.43,1.06,12.669811320754716
2005-05-06,13.59,1.06,12.820754716981131
2005-05-09,13.33,1.06,12.575471698113207
2005-05-10,12.96,0.21,61.71428571428572
2005-05-11,13.01,0.21,61.952380952380956
2005-05-12,13.07,0.21,62.23809523809524
2005-05-13,12.92,0.21,61.523809523809526
2005-05-16,12.74,0.21,60.66666666666667
2005-05-17,12.55,0.21,59.761904761904766
2005-05-18,12.56,0.21,59.80952380952382
2005-05-19,12.82,0.21,61.04761904761905
2005-05-20,12.97,0.21,61.761904761904766
2005-05-23,13.15,0.21,62.61904761904762
2005-05-24,12.98,0.21,61.80952380952382
2005-05-25,12.89,0.21,61.38095238095239
2005-05-26,12.99,0.21,61.85714285714286
2005-05-27,13.14,0.21,62.57142857142858
2005-05-31,13.41,0.21,63.85714285714286
2005-06-01,13.9,0.21,66.19047619047619
2005-06-02,14.06,0.21,66.95238095238096
2005-06-03,14.02,0.21,66.76190476190476
2005-06-06,13.99,0.21,66.61904761904762
2005-06-07,14.14,0.21,67.33333333333334
2005-06-08,13.81,0.21,65.76190476190477
2005-06-09,13.67,0.21,65.0952380952381
2005-06-10,13.52,0.21,64.38095238095238
2005-06-13,13.75,0.21,65.47619047619048
2005-06-14,13.9,0.21,66.19047619047619
2005-06-15,14.63,0.21,69.66666666666667
2005-06-16,14.61,0.21,69.57142857142857
2005-06-17,14.83,0.21,70.61904761904762
2005-06-20,14.84,0.21,70.66666666666667
2005-06-21,14.81,0.21,70.52380952380953
2005-06-22,14.86,0.21,70.76190476190476
2005-06-23,14.6,0.21,69.52380952380952
2005-06-24,14.26,0.21,67.90476190476191
2005-06-27,14.22,0.21,67.71428571428572
2005-06-28,14.77,0.21,70.33333333333333
2005-06-29,15.19,0.21,72.33333333333333
2005-06-30,14.92,0.21,71.04761904761905
2005-07-01,15.03,0.21,71.57142857142857
2005-07-05,15.06,0.21,71.71428571428572
2005-07-06,14.98,0.21,71.33333333333334
2005-07-07,15.27,0.21,72.71428571428571
2005-07-08,15.28,0.21,72.76190476190476
2005-07-11,15.14,0.21,72.0952380952381
2005-07-12,14.98,0.21,71.33333333333334
2005-07-13,14.73,0.21,70.14285714285715
2005-07-14,14.69,0.21,69.95238095238095
2005-07-15,14.61,0.21,69.57142857142857
2005-07-18,14.48,0.21,68.95238095238096
2005-07-19,14.53,0.21,69.19047619047619
2005-07-20,14.49,0.21,69.0
2005-07-21,16.34,0.21,77.80952380952381
2005-07-22,16.49,0.21,78.52380952380952
2005-07-25,16.93,0.21,80.61904761904762
2005-07-26,16.75,0.21,79.76190476190476
2005-07-27,16.53,0.21,78.71428571428572
2005-07-28,16.55,0.21,78.80952380952381
2005-07-29,16.45,0.21,78.33333333333333
2005-08-01,18.05,0.21,85.95238095238096
2005-08-02,17.62,0.21,83.90476190476191
2005-08-03,17.07,0.56,30.482142857142854
2005-08-04,16.59,0.56,29.624999999999996
2005-08-05,16.34,0.56,29.178571428571427
2005-08-08,16.15,0.56,28.839285714285708
2005-08-09,16.23,0.56,28.982142857142854
2005-08-10,16.38,0.56,29.249999999999996
2005-08-11,16.18,0.56,28.89285714285714
2005-08-12,16.0,0.56,28.57142857142857
2005-08-15,16.14,0.56,28.82142857142857
2005-08-16,16.15,0.56,28.839285714285708
2005-08-17,16.21,0.56,28.94642857142857
2005-08-18,16.4,0.56,29.28571428571428
2005-08-19,16.35,0.56,29.196428571428573
2005-08-22,16.57,0.56,29.58928571428571
2005-08-23,16.54,0.56,29.53571428571428
2005-08-24,16.25,0.56,29.01785714285714
2005-08-25,16.26,0.56,29.035714285714285
2005-08-26,16.25,0.56,29.01785714285714
2005-08-29,16.09,0.56,28.732142857142854
2005-08-30,16.19,0.56,28.910714285714285
2005-08-31,16.15,0.56,28.839285714285708
2005-09-01,15.8,0.56,28.21428571428571
2005-09-02,15.4,0.56,27.499999999999996
2005-09-06,15.31,0.56,27.33928571428571
2005-09-07,15.51,0.56,27.69642857142857
2005-09-08,15.15,0.56,27.053571428571427
2005-09-09,15.0,0.56,26.785714285714285
2005-09-12,15.38,0.56,27.46428571428571
2005-09-13,15.19,0.56,27.124999999999996
2005-09-14,14.82,0.56,26.46428571428571
2005-09-15,14.81,0.56,26.44642857142857
2005-09-16,15.05,0.56,26.875
2005-09-19,14.91,0.56,26.624999999999996
2005-09-20,14.52,0.56,25.928571428571427
2005-09-21,14.45,0.56,25.803571428571423
2005-09-22,14.37,0.56,25.66071428571428
2005-09-23,14.57,0.56,26.017857142857142
2005-09-26,14.84,0.56,26.499999999999996
2005-09-27,14.84,0.56,26.499999999999996
2005-09-28,14.96,0.56,26.71428571428571
2005-09-29,14.94,0.56,26.678571428571423
2005-09-30,14.79,0.56,26.41071428571428
2005-10-03,14.78,0.56,26.39285714285714
2005-10-04,14.92,0.56,26.64285714285714
2005-10-05,14.34,0.56,25.607142857142854
2005-10-06,14.09,0.56,25.160714285714285
2005-10-07,13.93,0.56,24.874999999999996
2005-10-10,12.01,0.56,21.44642857142857
2005-10-11,11.99,0.56,21.410714285714285
2005-10-12,11.85,0.56,21.160714285714285
2005-10-13,12.07,0.56,21.553571428571427
2005-10-14,11.99,0.56,21.410714285714285
2005-10-17,11.63,0.56,20.767857142857142
2005-10-18,11.22,0.56,20.035714285714285
2005-10-19,10.98,0.56,19.607142857142858
2005-10-20,11.01,0.56,19.660714285714285
2005-10-21,10.94,0.56,19.535714285714285
2005-10-24,11.05,0.56,19.732142857142858
2005-10-25,11.12,0.56,19.857142857142854
2005-10-26,10.95,0.56,19.553571428571427
2005-10-27,10.66,0.56,19.035714285714285
2005-10-28,10.5,0.56,18.749999999999996
2005-10-31,10.48,0.56,18.71428571428571
2005-11-01,10.27,0.56,18.33928571428571
2005-11-02,10.66,0.56,19.035714285714285
2005-11-03,10.96,0.56,19.57142857142857
2005-11-04,11.6,0.81,14.320987654320986
2005-11-07,12.1,0.81,14.93827160493827
2005-11-08,11.88,0.81,14.666666666666666
2005-11-09,12.23,0.81,15.098765432098764
2005-11-10,12.19,0.81,15.049382716049381
2005-11-11,12.05,0.81,14.876543209876543
2005-11-14,11.84,0.81,14.617283950617283
2005-11-15,11.57,0.81,14.28395061728395
2005-11-16,11.41,0.81,14.08641975308642
2005-11-17,11.66,0.81,14.395061728395062
2005-11-18,11.54,0.81,14.246913580246911
2005-11-21,11.77,0.81,14.530864197530862
2005-11-22,11.8,0.81,14.567901234567902
2005-11-23,12.25,0.81,15.123456790123456
2005-11-25,12.23,0.81,15.098765432098764
2005-11-28,11.82,0.81,14.592592592592592
2005-11-29,11.92,0.81,14.716049382716049
2005-11-30,12.4,0.81,15.30864197530864
2005-12-01,10.97,0.81,13.54320987654321
2005-12-02,11.49,0.81,14.185185185185185
2005-12-05,11.38,0.81,14.049382716049383
2005-12-06,11.49,0.81,14.185185185185185
2005-12-07,11.25,0.81,13.888888888888888
2005-12-08,11.57,0.81,14.28395061728395
2005-12-09,11.41,0.81,14.08641975308642
2005-12-12,11.56,0.81,14.271604938271604
2005-12-13,11.61,0.81,14.333333333333332
2005-12-14,11.65,0.81,14.382716049382715
2005-12-15,11.69,0.81,14.432098765432098
2005-12-16,11.59,0.81,14.30864197530864
2005-12-19,11.51,0.81,14.209876543209875
2005-12-20,11.47,0.81,14.160493827160494
2005-12-21,11.46,0.81,14.148148148148149
2005-12-22,11.37,0.81,14.037037037037035
2005-12-23,11.4,0.81,14.074074074074074
2005-12-27,11.22,0.81,13.851851851851851
2005-12-28,11.23,0.81,13.864197530864198
2005-12-29,11.17,0.81,13.790123456790122
2005-12-30,11.17,0.81,13.790123456790122
2006-01-03,11.36,0.81,14.02469135802469
2006-01-04,11.65,0.81,14.382716049382715
2006-01-05,11.58,0.81,14.296296296296296
2006-01-06,11.54,0.81,14.246913580246911
2006-01-09,12.01,0.81,14.82716049382716
2006-01-10,12.06,0.81,14.88888888888889
2006-01-11,12.21,0.81,15.074074074074074
2006-01-12,12.44,0.81,15.358024691358024
2006-01-13,12.42,0.81,15.333333333333332
2006-01-17,12.32,0.81,15.209876543209877
2006-01-18,12.0,0.81,14.814814814814813
2006-01-19,11.97,0.81,14.777777777777777
2006-01-20,11.61,0.81,14.333333333333332
2006-01-23,11.52,0.81,14.222222222222221
2006-01-24,11.59,0.81,14.30864197530864
2006-01-25,11.55,0.81,14.25925925925926
2006-01-26,11.78,0.81,14.543209876543209
2006-01-27,11.82,0.81,14.592592592592592
2006-01-30,11.88,0.81,14.666666666666666
2006-01-31,11.85,0.81,14.629629629629628
2006-02-01,11.9,0.81,14.691358024691358
2006-02-02,11.85,0.81,14.629629629629628
2006-02-03,12.03,0.81,14.85185185185185
2006-02-06,12.45,0.81,15.370370370370368
2006-02-07,12.49,0.81,15.419753086419753
2006-02-08,12.51,0.81,15.444444444444443
