date,PG,PG_EPS,PE Ratio
2000-04-26,30.38,,
2000-04-27,30.44,,
2000-04-28,29.88,,
2000-05-01,29.85,,
2000-05-02,29.91,,
2000-05-03,30.31,,
2000-05-04,30.22,,
2000-05-05,30.44,,
2000-05-08,30.59,,
2000-05-09,31.38,,
2000-05-10,32.09,,
2000-05-11,32.5,,
2000-05-12,32.06,,
2000-05-15,32.44,,
2000-05-16,32.25,,
2000-05-17,32.5,,
2000-05-18,32.38,,
2000-05-19,32.53,,
2000-05-22,32.44,,
2000-05-23,32.19,,
2000-05-24,32.94,,
2000-05-25,32.97,,
2000-05-26,33.13,,
2000-05-30,33.06,,
2000-05-31,33.25,,
2000-06-01,32.81,,
2000-06-02,32.0,,
2000-06-05,31.66,,
2000-06-06,31.63,,
2000-06-07,30.94,,
2000-06-08,28.75,,
2000-06-09,28.5,,
2000-06-12,28.19,,
2000-06-13,28.5,,
2000-06-14,28.5,,
2000-06-15,28.38,,
2000-06-16,27.75,,
2000-06-19,28.05,,
2000-06-20,27.63,,
2000-06-21,27.28,,
2000-06-22,27.06,,
2000-06-23,27.47,,
2000-06-26,27.81,,
2000-06-27,27.81,,
2000-06-28,27.77,,
2000-06-29,26.81,,
2000-06-30,28.38,,
2000-07-03,27.94,,
2000-07-05,27.81,,
2000-07-06,27.63,,
2000-07-07,27.44,,
2000-07-10,27.72,,
2000-07-11,27.56,,
2000-07-12,27.56,,
2000-07-13,27.28,,
2000-07-14,28.0,,
2000-07-17,28.06,,
2000-07-18,29.13,,
2000-07-19,29.56,,
2000-07-20,29.5,,
2000-07-21,29.56,,
2000-07-24,29.5,,
2000-07-25,30.31,,
2000-07-26,29.83,,
2000-07-27,29.78,,
2000-07-28,29.59,,
2000-07-31,28.5,,
2000-08-01,29.38,,
2000-08-02,29.09,,
2000-08-03,29.03,,
2000-08-04,28.69,,
2000-08-07,28.56,,
2000-08-08,28.25,,
2000-08-09,28.16,,
2000-08-10,28.41,,
2000-08-11,29.13,,
2000-08-14,29.63,,
2000-08-15,31.38,,
2000-08-16,31.38,,
2000-08-17,31.13,,
2000-08-18,31.5,,
2000-08-21,31.59,,
2000-08-22,32.06,,
2000-08-23,32.16,,
2000-08-24,31.47,,
2000-08-25,31.38,,
2000-08-28,31.38,,
2000-08-29,31.25,,
2000-08-30,31.03,,
2000-08-31,30.91,,
2000-09-01,30.69,,
2000-09-05,31.25,,
2000-09-06,31.72,,
2000-09-07,31.31,,
2000-09-08,31.72,,
2000-09-11,31.34,,
2000-09-12,31.53,,
2000-09-13,31.25,,
2000-09-14,30.65,,
2000-09-15,31.25,,
2000-09-18,31.06,,
2000-09-19,30.75,,
2000-09-20,30.91,,
2000-09-21,31.44,,
2000-09-22,31.94,,
2000-09-25,31.56,,
2000-09-26,30.88,,
2000-09-27,30.88,,
2000-09-28,33.47,,
2000-09-29,33.5,,
2000-10-02,34.03,,
2000-10-03,34.41,,
2000-10-04,35.06,,
2000-10-05,36.5,,
2000-10-06,36.97,,
2000-10-09,36.44,,
2000-10-10,36.22,,
2000-10-11,36.75,,
2000-10-12,36.81,,
2000-10-13,36.31,,
2000-10-16,35.97,,
2000-10-17,36.66,,
2000-10-18,37.34,,
2000-10-19,36.5,,
2000-10-20,36.44,,
2000-10-23,34.78,,
2000-10-24,36.81,,
2000-10-25,37.47,,
2000-10-26,37.47,,
2000-10-27,38.47,,
2000-10-30,38.44,,
2000-10-31,35.72,,
2000-11-01,34.5,,
2000-11-02,33.97,,
2000-11-03,34.13,,
2000-11-06,34.25,,
2000-11-07,34.22,,
2000-11-08,34.72,,
2000-11-09,34.75,,
2000-11-10,35.81,,
2000-11-13,36.13,,
2000-11-14,36.22,,
2000-11-15,36.69,,
2000-11-16,37.03,,
2000-11-17,37.88,,
2000-11-20,37.47,,
2000-11-21,37.03,,
2000-11-22,37.72,,
2000-11-24,36.81,,
2000-11-27,36.44,,
2000-11-28,36.84,,
2000-11-29,37.78,,
2000-11-30,37.44,,
2000-12-01,36.97,,
2000-12-04,37.69,,
2000-12-05,36.59,,
2000-12-06,36.06,,
2000-12-07,36.78,,
2000-12-08,35.63,,
2000-12-11,34.53,,
2000-12-12,35.97,,
2000-12-13,36.22,,
2000-12-14,36.75,,
2000-12-15,35.69,,
2000-12-18,36.31,,
2000-12-19,36.56,,
2000-12-20,36.28,,
2000-12-21,37.25,,
2000-12-22,36.88,,
2000-12-26,37.22,,
2000-12-27,38.25,,
2000-12-28,38.63,,
2000-12-29,39.22,,
2001-01-02,39.25,,
2001-01-03,37.31,,
2001-01-04,36.16,,
2001-01-05,37.47,,
2001-01-08,38.28,,
2001-01-09,37.31,,
2001-01-10,36.91,,
2001-01-11,36.38,,
2001-01-12,35.16,,
2001-01-16,35.97,,
2001-01-17,35.09,,
2001-01-18,35.41,,
2001-01-19,34.97,,
2001-01-22,34.56,,
2001-01-23,34.72,,
2001-01-24,34.97,,
2001-01-25,34.97,,
2001-01-26,34.63,,
2001-01-29,33.42,,
2001-01-30,35.55,,
2001-01-31,35.92,,
2001-02-01,36.97,,
2001-02-02,36.88,,
2001-02-05,37.17,,
2001-02-06,37.06,,
2001-02-07,37.6,,
2001-02-08,37.45,,
2001-02-09,37.49,,
2001-02-12,37.55,,
2001-02-13,37.28,,
2001-02-14,36.85,,
2001-02-15,36.93,,
2001-02-16,37.42,,
2001-02-20,37.86,,
2001-02-21,38.4,,
2001-02-22,38.05,,
2001-02-23,37.51,,
2001-02-26,35.56,,
2001-02-27,35.35,,
2001-02-28,35.25,,
2001-03-01,34.33,,
2001-03-02,34.83,,
2001-03-05,35.08,,
2001-03-06,34.53,,
2001-03-07,34.26,,
2001-03-08,35.5,,
2001-03-09,34.57,,
2001-03-12,34.13,,
2001-03-13,34.07,,
2001-03-14,33.3,,
2001-03-15,32.47,,
2001-03-16,32.35,,
2001-03-19,32.95,,
2001-03-20,32.95,,
2001-03-21,31.6,,
2001-03-22,31.38,,
2001-03-23,30.1,,
2001-03-26,30.21,,
2001-03-27,31.09,,
2001-03-28,31.04,,
2001-03-29,30.63,,
2001-03-30,31.3,,
2001-04-02,30.8,,
2001-04-03,30.55,,
2001-04-04,30.43,,
2001-04-05,30.78,,
2001-04-06,30.84,,
2001-04-09,30.17,,
2001-04-10,29.35,,
2001-04-11,29.49,,
2001-04-12,29.4,,
2001-04-16,29.58,,
2001-04-17,28.7,,
2001-04-18,28.72,,
2001-04-19,29.48,,
2001-04-20,29.0,,
2001-04-23,29.03,,
2001-04-24,28.32,,
2001-04-25,28.78,,
2001-04-26,29.15,,
2001-04-27,29.92,,
2001-04-30,30.03,,
2001-05-01,32.09,,
2001-05-02,32.08,,
2001-05-03,32.13,,
2001-05-04,32.13,,
2001-05-07,32.33,,
2001-05-08,32.25,,
2001-05-09,33.1,,
2001-05-10,32.92,,
2001-05-11,32.75,,
2001-05-14,33.03,,
2001-05-15,32.99,,
2001-05-16,34.15,,
2001-05-17,33.58,,
2001-05-18,33.74,,
2001-05-21,32.63,,
2001-05-22,32.0,,
2001-05-23,32.1,,
2001-05-24,32.13,,
2001-05-25,31.75,,
2001-05-29,32.32,,
2001-05-30,32.19,,
2001-05-31,32.12,,
2001-06-01,31.75,,
2001-06-04,31.8,,
2001-06-05,32.04,,
2001-06-06,32.33,,
2001-06-07,32.46,,
2001-06-08,32.14,,
2001-06-11,32.17,,
2001-06-12,32.75,,
2001-06-13,32.47,,
2001-06-14,32.43,,
2001-06-15,31.3,,
2001-06-18,31.08,,
2001-06-19,31.21,,
2001-06-20,31.28,,
2001-06-21,31.17,,
2001-06-22,31.64,,
2001-06-25,31.4,,
2001-06-26,31.93,,
2001-06-27,31.7,,
2001-06-28,31.83,,
2001-06-29,31.9,,
2001-07-02,32.24,,
2001-07-03,32.3,,
2001-07-05,32.26,,
2001-07-06,32.5,,
2001-07-09,33.07,,
2001-07-10,33.51,,
2001-07-11,34.38,,
2001-07-12,34.38,,
2001-07-13,34.07,,
2001-07-16,34.58,,
2001-07-17,34.97,,
2001-07-18,34.6,,
2001-07-19,34.2,,
2001-07-20,34.04,,
2001-07-23,33.9,,
2001-07-24,34.04,,
2001-07-25,35.0,,
2001-07-26,35.5,,
2001-07-27,35.24,,
2001-07-30,35.55,,
2001-07-31,35.51,,
2001-08-01,35.75,,
2001-08-02,35.73,,
2001-08-03,35.11,,
2001-08-06,35.38,,
2001-08-07,35.31,,
2001-08-08,34.92,,
2001-08-09,35.35,,
2001-08-10,35.94,,
2001-08-13,36.06,,
2001-08-14,36.25,,
2001-08-15,36.09,,
2001-08-16,37.1,,
2001-08-17,37.38,,
2001-08-20,37.84,,
2001-08-21,37.39,,
2001-08-22,37.83,,
2001-08-23,38.47,,
2001-08-24,38.5,,
2001-08-27,38.42,,
2001-08-28,37.49,,
2001-08-29,37.01,,
2001-08-30,37.29,,
2001-08-31,37.08,,
2001-09-04,37.76,,
2001-09-05,37.94,,
2001-09-06,37.75,,
2001-09-07,37.17,,
2001-09-10,37.1,,
2001-09-17,37.28,,
2001-09-18,37.1,,
2001-09-19,37.28,,
2001-09-20,36.4,,
2001-09-21,33.5,,
2001-09-24,34.73,,
2001-09-25,35.5,,
2001-09-26,35.56,,
2001-09-27,36.2,,
2001-09-28,36.4,,
2001-10-01,36.2,,
2001-10-02,36.64,,
2001-10-03,36.63,,
2001-10-04,35.6,,
2001-10-05,36.35,,
2001-10-08,36.13,,
2001-10-09,36.27,,
2001-10-10,36.67,,
2001-10-11,36.29,,
2001-10-12,35.97,,
2001-10-15,35.56,,
2001-10-16,35.47,,
2001-10-17,34.9,,
2001-10-18,35.15,,
2001-10-19,35.88,,
2001-10-22,36.22,,
2001-10-23,35.75,,
2001-10-24,35.7,,
2001-10-25,36.15,,
2001-10-26,36.67,,
2001-10-29,35.65,,
2001-10-30,37.1,,
2001-10-31,36.89,,
2001-11-01,37.99,,
2001-11-02,38.0,,
2001-11-05,38.47,,
2001-11-06,39.0,,
2001-11-07,39.06,,
2001-11-08,38.35,,
2001-11-09,38.65,,
2001-11-12,38.63,,
2001-11-13,38.93,,
2001-11-14,39.12,,
2001-11-15,39.15,,
2001-11-16,39.37,,
2001-11-19,39.34,,
2001-11-20,39.25,,
2001-11-21,38.95,,
2001-11-23,39.22,,
2001-11-26,39.08,,
2001-11-27,38.56,,
2001-11-28,38.0,,
2001-11-29,38.72,,
2001-11-30,38.73,,
2001-12-03,38.15,,
2001-12-04,38.17,,
2001-12-05,38.35,,
2001-12-06,37.85,,
2001-12-07,37.72,,
2001-12-10,38.36,,
2001-12-11,38.35,,
2001-12-12,39.97,,
2001-12-13,40.45,,
2001-12-14,39.95,,
2001-12-17,39.9,,
2001-12-18,40.69,,
2001-12-19,40.73,,
2001-12-20,40.49,,
2001-12-21,40.32,,
2001-12-24,40.13,,
2001-12-26,40.25,,
2001-12-27,40.08,,
2001-12-28,39.76,,
2001-12-31,39.56,,
2002-01-02,40.0,,
2002-01-03,39.62,,
2002-01-04,39.22,,
2002-01-07,38.78,,
2002-01-08,38.88,,
2002-01-09,38.6,,
2002-01-10,38.47,,
2002-01-11,38.61,,
2002-01-14,39.35,,
2002-01-15,39.83,,
2002-01-16,39.74,,
2002-01-17,39.85,,
2002-01-18,39.9,,
2002-01-22,39.71,,
2002-01-23,39.3,,
2002-01-24,38.89,,
2002-01-25,39.57,,
2002-01-28,39.58,,
2002-01-29,38.76,,
2002-01-30,39.15,,
2002-01-31,40.84,,
2002-02-01,41.29,,
2002-02-04,41.35,,
2002-02-05,41.31,,
2002-02-06,41.25,,
2002-02-07,41.06,,
2002-02-08,41.04,,
2002-02-11,40.86,,
2002-02-12,41.78,,
2002-02-13,41.87,,
2002-02-14,42.02,,
2002-02-15,42.49,,
2002-02-19,42.0,,
2002-02-20,42.5,,
2002-02-21,41.55,,
2002-02-22,42.8,,
2002-02-25,43.69,,
2002-02-26,43.25,,
2002-02-27,42.75,,
2002-02-28,42.4,,
2002-03-01,43.78,,
2002-03-04,43.49,,
2002-03-05,42.53,,
2002-03-06,42.53,,
2002-03-07,41.97,,
2002-03-08,41.96,,
2002-03-11,42.05,,
2002-03-12,42.64,,
2002-03-13,42.61,,
2002-03-14,42.49,,
2002-03-15,43.54,,
2002-03-18,43.83,,
2002-03-19,44.97,,
2002-03-20,44.8,,
2002-03-21,45.2,,
2002-03-22,45.05,,
2002-03-25,44.88,,
2002-03-26,44.72,,
2002-03-27,45.01,,
2002-03-28,45.04,,
2002-04-01,44.99,,
2002-04-02,45.3,,
2002-04-03,44.63,,
2002-04-04,44.99,,
2002-04-05,44.9,,
2002-04-08,45.13,,
2002-04-09,45.06,,
2002-04-10,46.17,,
2002-04-11,45.65,,
2002-04-12,45.97,,
2002-04-15,45.28,,
2002-04-16,45.6,,
2002-04-17,45.06,,
2002-04-18,44.21,,
2002-04-19,44.44,,
2002-04-22,44.45,,
2002-04-23,44.45,,
2002-04-24,44.72,,
2002-04-25,44.71,,
2002-04-26,44.9,,
2002-04-29,45.0,,
2002-04-30,45.13,,
2002-05-01,45.9,,
2002-05-02,46.62,,
2002-05-03,45.97,,
2002-05-06,46.1,,
2002-05-07,45.83,,
2002-05-08,45.9,,
2002-05-09,46.03,,
2002-05-10,46.2,,
2002-05-13,46.61,,
2002-05-14,46.53,,
2002-05-15,46.08,,
2002-05-16,46.49,,
2002-05-17,46.81,,
2002-05-20,46.2,,
2002-05-21,45.55,,
2002-05-22,45.95,,
2002-05-23,45.69,,
2002-05-24,45.13,,
2002-05-28,44.01,,
2002-05-29,43.51,,
2002-05-30,44.38,,
2002-05-31,44.78,,
2002-06-03,44.46,,
2002-06-04,44.78,,
2002-06-05,45.27,,
2002-06-06,44.78,,
2002-06-07,44.67,,
2002-06-10,44.6,,
2002-06-11,44.5,,
2002-06-12,46.5,,
2002-06-13,45.74,,
2002-06-14,45.78,,
2002-06-17,46.95,,
2002-06-18,46.95,,
2002-06-19,47.2,,
2002-06-20,46.92,,
2002-06-21,46.92,,
2002-06-24,46.7,,
2002-06-25,44.5,,
2002-06-26,45.54,,
2002-06-27,46.12,,
2002-06-28,44.65,,
2002-07-01,45.01,,
2002-07-02,44.64,,
2002-07-03,44.18,,
2002-07-05,44.94,,
2002-07-08,45.17,,
2002-07-09,43.95,,
2002-07-10,43.97,,
2002-07-11,42.97,,
2002-07-12,41.81,,
2002-07-15,41.15,,
2002-07-16,40.63,,
2002-07-17,40.04,,
2002-07-18,40.2,,
2002-07-19,37.23,,
2002-07-22,38.92,,
2002-07-23,39.61,,
2002-07-24,41.13,,
2002-07-25,42.51,,
2002-07-26,42.1,,
2002-07-29,43.61,,
2002-07-30,43.64,,
2002-07-31,44.49,,
2002-08-01,43.94,,
2002-08-02,44.92,,
2002-08-05,44.0,,
2002-08-06,43.86,,
2002-08-07,44.47,,
2002-08-08,45.42,,
2002-08-09,45.57,,
2002-08-12,45.42,,
2002-08-13,45.03,,
2002-08-14,46.45,,
2002-08-15,45.66,,
2002-08-16,45.49,,
2002-08-19,45.63,,
2002-08-20,45.11,,
2002-08-21,45.45,,
2002-08-22,45.38,,
2002-08-23,45.13,,
2002-08-26,45.2,,
2002-08-27,45.21,,
2002-08-28,44.87,,
2002-08-29,43.94,,
2002-08-30,44.33,,
2002-09-03,43.27,,
2002-09-04,44.28,,
2002-09-05,44.92,,
2002-09-06,44.97,,
2002-09-09,45.42,,
2002-09-10,45.75,,
2002-09-11,45.94,,
2002-09-12,45.6,,
2002-09-13,46.0,,
2002-09-16,46.5,,
2002-09-17,46.03,,
2002-09-18,46.05,,
2002-09-19,45.56,,
2002-09-20,45.54,,
2002-09-23,45.37,,
2002-09-24,44.02,,
2002-09-25,44.55,,
2002-09-26,45.38,,
2002-09-27,44.06,,
2002-09-30,44.69,,
2002-10-01,45.58,,
2002-10-02,45.28,,
2002-10-03,44.9,,
2002-10-04,44.26,,
2002-10-07,44.47,,
2002-10-08,44.65,,
2002-10-09,44.1,,
2002-10-10,44.49,,
2002-10-11,45.12,,
2002-10-14,45.65,,
2002-10-15,45.21,,
2002-10-16,45.25,,
2002-10-17,45.17,,
2002-10-18,45.88,,
2002-10-21,46.1,,
2002-10-22,45.17,,
2002-10-23,45.5,,
2002-10-24,44.4,,
2002-10-25,44.35,,
2002-10-28,42.88,,
2002-10-29,44.51,,
2002-10-30,44.47,,
2002-10-31,44.22,,
2002-11-01,43.99,,
2002-11-04,43.25,,
2002-11-05,44.37,,
2002-11-06,43.93,,
2002-11-07,44.01,,
2002-11-08,43.85,,
2002-11-11,43.13,,
2002-11-12,42.71,,
2002-11-13,42.9,,
2002-11-14,43.24,,
2002-11-15,43.64,,
2002-11-18,43.08,,
2002-11-19,43.55,,
2002-11-20,43.99,,
2002-11-21,43.37,,
2002-11-22,43.29,,
2002-11-25,42.82,,
2002-11-26,42.21,,
2002-11-27,42.51,,
2002-11-29,42.26,,
2002-12-02,41.4,,
2002-12-03,42.24,,
2002-12-04,43.03,,
2002-12-05,42.62,,
2002-12-06,42.97,,
2002-12-09,43.19,,
2002-12-10,43.83,,
2002-12-11,43.73,,
2002-12-12,43.85,,
2002-12-13,43.71,,
2002-12-16,44.03,,
2002-12-17,43.7,,
2002-12-18,43.69,,
2002-12-19,42.85,,
2002-12-20,43.84,,
2002-12-23,43.85,,
2002-12-24,43.76,,
2002-12-26,43.72,,
2002-12-27,43.28,,
2002-12-30,43.05,,
2002-12-31,42.97,,
2003-01-02,43.9,,
2003-01-03,43.42,,
2003-01-06,43.92,,
2003-01-07,43.24,,
2003-01-08,42.6,,
2003-01-09,42.89,,
2003-01-10,43.06,,
2003-01-13,43.1,,
2003-01-14,43.18,,
2003-01-15,42.95,,
2003-01-16,43.44,,
2003-01-17,43.52,,
2003-01-21,43.01,,
2003-01-22,42.56,,
2003-01-23,42.72,,
2003-01-24,42.11,,
2003-01-27,41.53,,
2003-01-28,42.5,,
2003-01-29,42.54,,
2003-01-30,42.25,,
2003-01-31,42.79,,
2003-02-03,42.86,,
2003-02-04,42.96,,
2003-02-05,42.65,,
2003-02-06,42.42,,
2003-02-07,41.99,,
2003-02-10,42.44,,
2003-02-11,41.6,,
2003-02-12,41.66,,
2003-02-13,41.35,,
2003-02-14,41.85,,
2003-02-18,42.31,,
2003-02-19,42.0,,
2003-02-20,41.72,,
2003-02-21,42.12,,
2003-02-24,41.45,,
2003-02-25,41.54,,
2003-02-26,41.28,,
2003-02-27,41.3,,
2003-02-28,40.93,,
2003-03-03,40.41,,
2003-03-04,39.95,,
2003-03-05,40.49,,
2003-03-06,40.08,,
2003-03-07,40.48,,
2003-03-10,39.9,,
2003-03-11,40.35,,
2003-03-12,40.97,,
2003-03-13,41.74,,
2003-03-14,41.7,,
2003-03-17,42.75,,
2003-03-18,43.31,,
2003-03-19,43.96,,
2003-03-20,44.0,,
2003-03-21,44.45,,
2003-03-24,43.78,,
2003-03-25,44.01,,
2003-03-26,44.17,,
2003-03-27,44.39,,
2003-03-28,44.32,,
2003-03-31,44.53,,
2003-04-01,44.76,,
2003-04-02,45.06,,
2003-04-03,44.72,,
2003-04-04,45.08,,
2003-04-07,44.71,,
2003-04-08,44.95,,
2003-04-09,44.65,,
2003-04-10,44.38,,
2003-04-11,44.6,,
2003-04-14,44.97,,
2003-04-15,44.94,,
2003-04-16,44.55,,
2003-04-17,44.63,,
2003-04-21,44.72,,
2003-04-22,45.56,,
2003-04-23,45.28,,
2003-04-24,44.94,,
2003-04-25,44.57,,
2003-04-28,45.35,,
2003-04-29,45.42,,
2003-04-30,44.92,,
2003-05-01,44.94,,
2003-05-02,45.08,,
2003-05-05,45.07,,
2003-05-06,44.85,,
2003-05-07,44.92,,
2003-05-08,44.56,,
2003-05-09,44.75,,
2003-05-12,44.44,,
2003-05-13,43.9,,
2003-05-14,44.3,,
2003-05-15,44.95,,
2003-05-16,45.16,,
2003-05-19,45.01,,
2003-05-20,44.67,,
2003-05-21,44.72,,
2003-05-22,44.79,,
2003-05-23,44.9,,
2003-05-27,45.56,,
2003-05-28,45.89,,
2003-05-29,45.56,,
2003-05-30,45.91,,
2003-06-02,45.66,,
2003-06-03,46.03,,
2003-06-04,46.19,,
2003-06-05,45.69,,
2003-06-06,45.4,,
2003-06-09,45.29,,
2003-06-10,45.3,,
2003-06-11,45.25,,
2003-06-12,45.41,,
2003-06-13,45.58,,
2003-06-16,46.2,,
2003-06-17,45.95,,
2003-06-18,45.77,,
2003-06-19,45.21,,
2003-06-20,45.62,,
2003-06-23,45.75,,
2003-06-24,46.19,,
2003-06-25,45.35,,
2003-06-26,45.14,,
2003-06-27,44.58,,
2003-06-30,44.59,,
2003-07-01,44.98,,
2003-07-02,45.06,,
2003-07-03,44.98,,
2003-07-07,45.4,,
2003-07-08,45.05,,
2003-07-09,44.25,,
2003-07-10,44.17,,
2003-07-11,44.28,,
2003-07-14,44.17,,
2003-07-15,44.38,,
2003-07-16,44.29,,
2003-07-17,44.07,,
2003-07-18,44.9,,
2003-07-21,44.58,,
2003-07-22,44.75,,
2003-07-23,44.45,,
2003-07-24,44.12,,
2003-07-25,44.78,,
2003-07-28,44.15,,
2003-07-29,43.55,,
2003-07-30,43.88,,
2003-07-31,43.94,,
2003-08-01,43.35,,
2003-08-04,43.92,,
2003-08-05,43.76,,
2003-08-06,44.4,,
2003-08-07,44.1,,
2003-08-08,44.54,,
2003-08-11,44.56,,
2003-08-12,44.71,,
2003-08-13,44.56,,
2003-08-14,44.49,,
2003-08-15,44.56,,
2003-08-18,44.2,,
2003-08-19,43.9,,
2003-08-20,43.69,,
2003-08-21,43.35,,
2003-08-22,43.36,,
2003-08-25,43.59,,
2003-08-26,43.83,,
2003-08-27,43.63,,
2003-08-28,43.7,,
2003-08-29,43.65,,
2003-09-02,44.04,,
2003-09-03,44.4,,
2003-09-04,45.72,,
2003-09-05,45.49,,
2003-09-08,45.81,,
2003-09-09,45.58,,
2003-09-10,45.48,,
2003-09-11,45.78,,
2003-09-12,45.96,,
2003-09-15,45.87,,
2003-09-16,46.29,,
2003-09-17,46.25,,
2003-09-18,46.63,,
2003-09-19,46.33,,
2003-09-22,46.1,,
2003-09-23,46.15,,
2003-09-24,46.19,,
2003-09-25,46.08,,
2003-09-26,45.86,,
2003-09-29,46.45,,
2003-09-30,46.41,,
2003-10-01,46.99,,
2003-10-02,47.24,,
2003-10-03,47.45,,
2003-10-06,47.01,,
2003-10-07,47.55,,
2003-10-08,47.49,,
2003-10-09,47.49,,
2003-10-10,47.79,,
2003-10-13,47.75,,
2003-10-14,47.99,,
2003-10-15,47.81,,
2003-10-16,48.15,,
2003-10-17,48.1,,
2003-10-20,47.99,,
2003-10-21,47.86,,
2003-10-22,47.63,,
2003-10-23,47.58,,
2003-10-24,48.03,,
2003-10-27,48.4,,
2003-10-28,48.75,,
2003-10-29,48.63,,
2003-10-30,48.97,,
2003-10-31,49.15,,
2003-11-03,48.75,,
2003-11-04,48.67,,
2003-11-05,48.65,,
2003-11-06,48.78,,
2003-11-07,48.4,,
2003-11-10,48.0,,
2003-11-11,47.97,,
2003-11-12,48.5,,
2003-11-13,48.17,,
2003-11-14,47.86,,
2003-11-17,48.02,,
2003-11-18,47.83,,
2003-11-19,48.04,,
2003-11-20,47.71,,
2003-11-21,47.88,,
2003-11-24,48.31,,
2003-11-25,48.44,,
2003-11-26,47.94,,
2003-11-28,48.12,,
2003-12-01,48.52,,
2003-12-02,48.47,,
2003-12-03,48.4,,
2003-12-04,48.4,,
2003-12-05,48.26,,
2003-12-08,48.42,,
2003-12-09,48.29,,
2003-12-10,48.44,,
2003-12-11,48.0,,
2003-12-12,48.41,,
2003-12-15,48.91,,
2003-12-16,49.33,,
2003-12-17,49.19,,
2003-12-18,49.65,,
2003-12-19,48.76,,
2003-12-22,49.08,,
2003-12-23,49.24,,
2003-12-24,49.17,,
2003-12-26,49.12,,
2003-12-29,49.6,,
2003-12-30,49.83,,
2003-12-31,49.94,,
2004-01-02,49.49,,
2004-01-05,49.74,,
2004-01-06,49.49,,
2004-01-07,49.05,,
2004-01-08,49.56,,
2004-01-09,49.82,,
2004-01-12,50.13,,
2004-01-13,49.85,,
2004-01-14,50.01,,
2004-01-15,49.76,,
2004-01-16,49.5,,
2004-01-20,49.33,,
2004-01-21,49.58,,
2004-01-22,49.62,,
2004-01-23,49.18,,
2004-01-26,49.92,,
2004-01-27,49.59,,
2004-01-28,49.31,,
2004-01-29,50.5,,
2004-01-30,50.54,,
2004-02-02,50.84,,
2004-02-03,51.01,,
2004-02-04,51.6,,
2004-02-05,51.35,,
2004-02-06,51.18,,
2004-02-09,51.28,,
2004-02-10,51.17,,
2004-02-11,51.6,,
2004-02-12,51.2,,
2004-02-13,51.03,,
2004-02-17,51.56,,
2004-02-18,51.47,,
2004-02-19,51.22,,
2004-02-20,51.25,,
2004-02-23,51.79,,
2004-02-24,50.89,,
2004-02-25,51.35,,
2004-02-26,51.54,,
2004-02-27,51.26,,
2004-03-01,51.93,,
2004-03-02,51.06,,
2004-03-03,51.23,,
2004-03-04,51.05,,
2004-03-05,50.88,,
2004-03-08,51.24,,
2004-03-09,51.24,,
2004-03-10,52.76,,
2004-03-11,51.97,,
2004-03-12,52.06,,
2004-03-15,51.26,,
2004-03-16,51.53,,
2004-03-17,52.11,,
2004-03-18,52.22,,
2004-03-19,52.01,,
2004-03-22,51.99,,
2004-03-23,51.68,,
2004-03-24,51.51,,
2004-03-25,52.27,,
2004-03-26,51.97,,
2004-03-29,52.44,,
2004-03-30,52.99,,
2004-03-31,52.44,,
2004-04-01,52.99,,
2004-04-02,53.06,,
2004-04-05,53.17,,
2004-04-06,53.5,,
2004-04-07,53.22,,
2004-04-08,53.2,,
2004-04-12,53.56,,
2004-04-13,52.97,,
2004-04-14,52.9,,
2004-04-15,53.06,,
2004-04-16,52.99,,
2004-04-19,53.01,,
2004-04-20,52.31,,
2004-04-21,51.77,,
2004-04-22,52.31,,
2004-04-23,52.49,,
2004-04-26,52.62,,
2004-04-27,52.81,,
2004-04-28,52.08,,
2004-04-29,52.99,,
2004-04-30,52.9,,
2004-05-03,53.4,,
2004-05-04,53.15,,
2004-05-05,53.4,,
2004-05-06,53.89,,
2004-05-07,53.36,,
2004-05-10,52.83,,
2004-05-11,53.04,,
2004-05-12,53.07,,
2004-05-13,52.65,,
2004-05-14,53.21,,
2004-05-17,53.14,,
2004-05-18,53.03,,
2004-05-19,52.74,,
2004-05-20,53.35,,
2004-05-21,53.46,,
2004-05-24,53.08,,
2004-05-25,53.88,,
2004-05-26,53.8,,
2004-05-27,54.29,,
2004-05-28,53.91,,
2004-06-01,54.3,,
2004-06-02,54.4,,
2004-06-03,53.97,,
2004-06-04,53.94,,
2004-06-07,54.75,,
2004-06-08,55.15,,
2004-06-09,55.38,,
2004-06-10,55.26,,
2004-06-14,55.27,,
2004-06-15,55.52,,
2004-06-16,55.59,,
2004-06-17,55.19,,
2004-06-18,55.1,,
2004-06-21,55.5,,
2004-06-22,55.9,,
2004-06-23,55.96,,
2004-06-24,55.29,,
2004-06-25,54.75,,
2004-06-28,54.6,,
2004-06-29,54.85,,
2004-06-30,54.44,,
2004-07-01,54.25,,
2004-07-02,54.33,,
2004-07-06,54.15,,
2004-07-07,54.42,,
2004-07-08,54.55,,
2004-07-09,54.72,,
2004-07-12,54.88,,
2004-07-13,54.9,,
2004-07-14,55.08,,
2004-07-15,55.01,,
2004-07-16,55.1,,
2004-07-19,54.68,,
2004-07-20,54.5,,
2004-07-21,53.24,,
2004-07-22,53.38,,
2004-07-23,52.49,,
2004-07-26,53.12,,
2004-07-27,53.89,,
2004-07-28,53.44,,
2004-07-29,52.92,,
2004-07-30,52.15,,
2004-08-02,53.34,,
2004-08-03,53.66,,
2004-08-04,54.06,,
2004-08-05,53.15,,
2004-08-06,52.99,,
