date,close price,PEG_SHE,PEG_TA,PEG_TL,market cap,PB Ratio
1981-12-30,6.0,,,,,
1981-12-31,6.0,,,,,
1982-01-04,6.04,,,,,
1982-01-05,6.08,,,,,
1982-01-06,6.08,,,,,
1982-01-07,6.04,,,,,
1982-01-08,6.21,,,,,
1982-01-11,6.08,,,,,
1982-01-12,6.04,,,,,
1982-01-13,6.04,,,,,
1982-01-14,5.96,,,,,
1982-01-15,6.13,,,,,
1982-01-18,6.13,,,,,
1982-01-19,6.04,,,,,
1982-01-20,6.04,,,,,
1982-01-21,6.04,,,,,
1982-01-22,6.04,,,,,
1982-01-25,6.0,,,,,
1982-01-26,6.04,,,,,
1982-01-27,6.13,,,,,
1982-01-28,6.21,,,,,
1982-01-29,6.42,,,,,
1982-02-01,6.33,,,,,
1982-02-02,6.33,,,,,
1982-02-03,6.33,,,,,
1982-02-04,6.21,,,,,
1982-02-05,6.33,,,,,
1982-02-08,6.33,,,,,
1982-02-09,6.33,,,,,
1982-02-10,6.38,,,,,
1982-02-11,6.42,,,,,
1982-02-12,6.38,,,,,
1982-02-16,6.38,,,,,
1982-02-17,6.42,,,,,
1982-02-18,6.46,,,,,
1982-02-19,6.46,,,,,
1982-02-22,6.5,,,,,
1982-02-23,6.54,,,,,
1982-02-24,6.67,,,,,
1982-02-25,6.67,,,,,
1982-02-26,6.63,,,,,
1982-03-01,6.46,,,,,
1982-03-02,6.46,,,,,
1982-03-03,6.42,,,,,
1982-03-04,6.33,,,,,
1982-03-05,6.5,,,,,
1982-03-08,6.58,,,,,
1982-03-09,6.67,,,,,
1982-03-10,6.63,,,,,
1982-03-11,6.63,,,,,
1982-03-12,6.54,,,,,
1982-03-15,6.5,,,,,
1982-03-16,6.33,,,,,
1982-03-17,6.46,,,,,
1982-03-18,6.5,,,,,
1982-03-19,6.5,,,,,
1982-03-22,6.63,,,,,
1982-03-23,6.67,,,,,
1982-03-24,6.63,,,,,
1982-03-25,6.63,,,,,
1982-03-26,6.63,,,,,
1982-03-29,6.63,,,,,
1982-03-30,6.5,,,,,
1982-03-31,6.46,,,,,
1982-04-01,6.5,,,,,
1982-04-02,6.58,,,,,
1982-04-05,6.5,,,,,
1982-04-06,6.54,,,,,
1982-04-07,6.63,,,,,
1982-04-08,6.67,,,,,
1982-04-12,6.75,,,,,
1982-04-13,6.79,,,,,
1982-04-14,6.88,,,,,
1982-04-15,6.83,,,,,
1982-04-16,6.83,,,,,
1982-04-19,6.83,,,,,
1982-04-20,6.79,,,,,
1982-04-21,6.83,,,,,
1982-04-22,6.92,,,,,
1982-04-23,7.08,,,,,
1982-04-26,7.04,,,,,
1982-04-27,7.04,,,,,
1982-04-28,7.13,,,,,
1982-04-29,7.04,,,,,
1982-04-30,7.0,,,,,
1982-05-03,7.04,,,,,
1982-05-04,7.04,,,,,
1982-05-05,7.13,,,,,
1982-05-06,7.17,,,,,
1982-05-07,7.25,,,,,
1982-05-10,7.21,,,,,
1982-05-11,7.21,,,,,
1982-05-12,7.25,,,,,
1982-05-13,7.13,,,,,
1982-05-14,7.17,,,,,
1982-05-17,7.21,,,,,
1982-05-18,7.21,,,,,
1982-05-19,7.08,,,,,
1982-05-20,7.13,,,,,
1982-05-21,7.13,,,,,
1982-05-24,7.13,,,,,
1982-05-25,7.04,,,,,
1982-05-26,6.83,,,,,
1982-05-27,6.83,,,,,
1982-05-28,6.58,,,,,
1982-06-01,6.46,,,,,
1982-06-02,6.5,,,,,
1982-06-03,6.54,,,,,
1982-06-04,6.5,,,,,
1982-06-07,6.5,,,,,
1982-06-08,6.54,,,,,
1982-06-09,6.54,,,,,
1982-06-10,6.54,,,,,
1982-06-11,6.67,,,,,
1982-06-14,6.67,,,,,
1982-06-15,6.67,,,,,
1982-06-16,6.75,,,,,
1982-06-17,6.63,,,,,
1982-06-18,6.58,,,,,
1982-06-21,6.63,,,,,
1982-06-22,6.63,,,,,
1982-06-23,6.58,,,,,
1982-06-24,6.58,,,,,
1982-06-25,6.63,,,,,
1982-06-28,6.58,,,,,
1982-06-29,6.54,,,,,
1982-06-30,6.58,,,,,
1982-07-01,6.54,,,,,
1982-07-02,6.5,,,,,
1982-07-06,6.54,,,,,
1982-07-07,6.46,,,,,
1982-07-08,6.46,,,,,
1982-07-09,6.63,,,,,
1982-07-12,6.71,,,,,
1982-07-13,6.63,,,,,
1982-07-14,6.63,,,,,
1982-07-15,6.63,,,,,
1982-07-16,6.67,,,,,
1982-07-19,6.75,,,,,
1982-07-20,7.0,,,,,
1982-07-21,6.96,,,,,
1982-07-22,6.96,,,,,
1982-07-23,6.88,,,,,
1982-07-26,6.79,,,,,
1982-07-27,6.67,,,,,
1982-07-28,6.63,,,,,
1982-07-29,6.67,,,,,
1982-07-30,6.63,,,,,
1982-08-02,6.83,,,,,
1982-08-03,6.83,,,,,
1982-08-04,6.67,,,,,
1982-08-05,6.67,,,,,
1982-08-06,6.75,,,,,
1982-08-09,6.63,,,,,
1982-08-10,6.71,,,,,
1982-08-11,6.75,,,,,
1982-08-12,6.79,,,,,
1982-08-13,7.0,,,,,
1982-08-16,7.13,,,,,
1982-08-17,7.33,,,,,
1982-08-18,7.5,,,,,
1982-08-19,7.46,,,,,
1982-08-20,7.58,,,,,
1982-08-23,7.67,,,,,
1982-08-24,7.67,,,,,
1982-08-25,7.58,,,,,
1982-08-26,7.5,,,,,
1982-08-27,7.46,,,,,
1982-08-30,7.5,,,,,
1982-08-31,7.21,,,,,
1982-09-01,7.04,,,,,
1982-09-02,7.13,,,,,
1982-09-03,7.29,,,,,
1982-09-07,7.25,,,,,
1982-09-08,7.17,,,,,
1982-09-09,7.13,,,,,
1982-09-10,7.04,,,,,
1982-09-13,7.17,,,,,
1982-09-14,7.25,,,,,
1982-09-15,7.29,,,,,
1982-09-16,7.25,,,,,
1982-09-17,7.08,,,,,
1982-09-20,7.13,,,,,
1982-09-21,7.33,,,,,
1982-09-22,7.54,,,,,
1982-09-23,7.46,,,,,
1982-09-24,7.38,,,,,
1982-09-27,7.33,,,,,
1982-09-28,7.25,,,,,
1982-09-29,7.08,,,,,
1982-09-30,7.08,,,,,
1982-10-01,7.21,,,,,
1982-10-04,7.29,,,,,
1982-10-05,7.29,,,,,
1982-10-06,7.38,,,,,
1982-10-07,7.5,,,,,
1982-10-08,7.71,,,,,
1982-10-11,7.75,,,,,
1982-10-12,7.71,,,,,
1982-10-13,7.71,,,,,
1982-10-14,7.67,,,,,
1982-10-15,7.5,,,,,
1982-10-18,7.58,,,,,
1982-10-19,7.67,,,,,
1982-10-20,7.58,,,,,
1982-10-21,7.63,,,,,
1982-10-22,7.63,,,,,
1982-10-25,7.63,,,,,
1982-10-26,7.5,,,,,
1982-10-27,7.5,,,,,
1982-10-28,7.46,,,,,
1982-10-29,7.5,,,,,
1982-11-01,7.54,,,,,
1982-11-02,7.54,,,,,
1982-11-03,7.67,,,,,
1982-11-04,7.46,,,,,
1982-11-05,7.58,,,,,
1982-11-08,7.5,,,,,
1982-11-09,7.54,,,,,
1982-11-10,7.54,,,,,
1982-11-11,7.54,,,,,
1982-11-12,7.58,,,,,
1982-11-15,7.63,,,,,
1982-11-16,7.58,,,,,
1982-11-17,7.67,,,,,
1982-11-18,7.58,,,,,
1982-11-19,7.63,,,,,
1982-11-22,7.58,,,,,
1982-11-23,7.46,,,,,
1982-11-24,7.38,,,,,
1982-11-26,7.29,,,,,
1982-11-29,7.33,,,,,
1982-11-30,7.25,,,,,
1982-12-01,7.08,,,,,
1982-12-02,7.08,,,,,
1982-12-03,7.29,,,,,
1982-12-06,7.29,,,,,
1982-12-07,7.33,,,,,
1982-12-08,7.33,,,,,
1982-12-09,7.33,,,,,
1982-12-10,7.33,,,,,
1982-12-13,7.25,,,,,
1982-12-14,7.33,,,,,
1982-12-15,7.33,,,,,
1982-12-16,7.33,,,,,
1982-12-17,7.33,,,,,
1982-12-20,7.25,,,,,
1982-12-21,7.21,,,,,
1982-12-22,7.29,,,,,
1982-12-23,7.54,,,,,
1982-12-27,7.63,,,,,
1982-12-28,7.58,,,,,
1982-12-29,7.67,,,,,
1982-12-30,7.67,,,,,
1982-12-31,7.75,,,,,
1983-01-03,7.67,,,,,
1983-01-04,7.79,,,,,
1983-01-05,7.88,,,,,
1983-01-06,7.83,,,,,
1983-01-07,7.83,,,,,
1983-01-10,7.88,,,,,
1983-01-11,7.96,,,,,
1983-01-12,8.0,,,,,
1983-01-13,8.08,,,,,
1983-01-14,7.92,,,,,
1983-01-17,7.83,,,,,
1983-01-18,7.83,,,,,
1983-01-19,7.96,,,,,
1983-01-20,7.88,,,,,
1983-01-21,7.79,,,,,
1983-01-24,7.67,,,,,
1983-01-25,7.71,,,,,
1983-01-26,7.88,,,,,
1983-01-27,7.92,,,,,
1983-01-28,7.83,,,,,
1983-01-31,7.83,,,,,
1983-02-01,7.83,,,,,
1983-02-02,7.88,,,,,
1983-02-03,7.83,,,,,
1983-02-04,7.96,,,,,
1983-02-07,8.0,,,,,
1983-02-08,7.96,,,,,
1983-02-09,7.92,,,,,
1983-02-10,8.0,,,,,
1983-02-11,8.04,,,,,
1983-02-14,8.04,,,,,
1983-02-15,8.13,,,,,
1983-02-16,8.13,,,,,
1983-02-17,8.08,,,,,
1983-02-18,8.0,,,,,
1983-02-22,8.08,,,,,
1983-02-23,8.08,,,,,
1983-02-24,8.08,,,,,
1983-02-25,8.04,,,,,
1983-02-28,7.83,,,,,
1983-03-01,7.75,,,,,
1983-03-02,7.75,,,,,
1983-03-03,7.96,,,,,
1983-03-04,8.04,,,,,
1983-03-07,8.0,,,,,
1983-03-08,7.88,,,,,
1983-03-09,7.88,,,,,
1983-03-10,7.75,,,,,
1983-03-11,7.75,,,,,
1983-03-14,7.79,,,,,
1983-03-15,7.83,,,,,
1983-03-16,7.75,,,,,
1983-03-17,7.67,,,,,
1983-03-18,7.71,,,,,
1983-03-21,7.71,,,,,
1983-03-22,7.75,,,,,
1983-03-23,7.83,,,,,
1983-03-24,7.83,,,,,
1983-03-25,7.75,,,,,
1983-03-28,7.63,,,,,
1983-03-29,7.58,,,,,
1983-03-30,7.5,,,,,
1983-03-31,7.46,,,,,
1983-04-04,7.46,,,,,
1983-04-05,7.54,,,,,
1983-04-06,7.5,,,,,
1983-04-07,7.5,,,,,
1983-04-08,7.58,,,,,
1983-04-11,7.67,,,,,
1983-04-12,7.75,,,,,
1983-04-13,7.67,,,,,
1983-04-14,7.67,,,,,
1983-04-15,7.67,,,,,
1983-04-18,7.63,,,,,
1983-04-19,7.79,,,,,
1983-04-20,7.88,,,,,
1983-04-21,7.75,,,,,
1983-04-22,7.71,,,,,
1983-04-25,7.75,,,,,
1983-04-26,7.71,,,,,
1983-04-27,7.79,,,,,
1983-04-28,7.88,,,,,
1983-04-29,7.88,,,,,
1983-05-02,7.92,,,,,
1983-05-03,8.0,,,,,
1983-05-04,8.0,,,,,
1983-05-05,8.04,,,,,
1983-05-06,8.04,,,,,
1983-05-09,8.0,,,,,
1983-05-10,7.96,,,,,
1983-05-11,8.0,,,,,
1983-05-12,8.0,,,,,
1983-05-13,8.04,,,,,
1983-05-16,8.04,,,,,
1983-05-17,8.08,,,,,
1983-05-18,8.17,,,,,
1983-05-19,8.13,,,,,
1983-05-20,8.13,,,,,
1983-05-23,8.13,,,,,
1983-05-24,8.25,,,,,
1983-05-25,8.25,,,,,
1983-05-26,8.08,,,,,
1983-05-27,8.17,,,,,
1983-05-31,7.79,,,,,
1983-06-01,7.79,,,,,
1983-06-02,7.79,,,,,
1983-06-03,7.75,,,,,
1983-06-06,7.67,,,,,
1983-06-07,7.58,,,,,
1983-06-08,7.54,,,,,
1983-06-09,7.5,,,,,
