date,close price,NTAP_SHE,NTAP_TA,NTAP_TL,market cap,PB Ratio
1996-09-30,1.88,,,,,
1996-10-01,1.75,,,,,
1996-10-02,1.8,,,,,
1996-10-03,1.88,,,,,
1996-10-04,1.89,,,,,
1996-10-07,1.88,,,,,
1996-10-08,1.89,,,,,
1996-10-09,1.84,,,,,
1996-10-10,1.8,,,,,
1996-10-11,1.95,,,,,
1996-10-14,1.98,,,,,
1996-10-15,2.18,,,,,
1996-10-16,2.2,,,,,
1996-10-17,2.2,,,,,
1996-10-18,2.08,,,,,
1996-10-21,2.09,,,,,
1996-10-22,1.98,,,,,
1996-10-23,1.97,,,,,
1996-10-24,2.06,,,,,
1996-10-25,2.0,,,,,
1996-10-28,1.97,,,,,
1996-10-29,2.0,,,,,
1996-10-30,2.06,,,,,
1996-10-31,2.19,,,,,
1996-11-01,2.13,,,,,
1996-11-04,2.13,,,,,
1996-11-05,2.13,,,,,
1996-11-06,2.22,,,,,
1996-11-07,2.36,,,,,
1996-11-08,2.41,,,,,
1996-11-11,2.44,,,,,
1996-11-12,2.31,,,,,
1996-11-13,2.39,,,,,
1996-11-14,2.4,,,,,
1996-11-15,2.31,,,,,
1996-11-18,2.17,,,,,
1996-11-19,2.16,,,,,
1996-11-20,2.22,,,,,
1996-11-21,2.19,,,,,
1996-11-22,2.23,,,,,
1996-11-25,2.27,,,,,
1996-11-26,2.25,,,,,
1996-11-27,2.25,,,,,
1996-11-29,2.25,,,,,
1996-12-02,2.32,,,,,
1996-12-03,2.42,,,,,
1996-12-04,2.34,,,,,
1996-12-05,2.35,,,,,
1996-12-06,2.3,,,,,
1996-12-09,2.36,,,,,
1996-12-10,2.32,,,,,
1996-12-11,2.27,,,,,
1996-12-12,2.34,,,,,
1996-12-13,2.39,,,,,
1996-12-16,2.44,,,,,
1996-12-17,2.5,,,,,
1996-12-18,2.77,,,,,
1996-12-19,2.78,,,,,
1996-12-20,2.93,,,,,
1996-12-23,2.91,,,,,
1996-12-24,2.94,,,,,
1996-12-26,3.09,,,,,
1996-12-27,3.16,,,,,
1996-12-30,3.08,,,,,
1996-12-31,3.18,,,,,
1997-01-02,3.02,,,,,
1997-01-03,2.98,,,,,
1997-01-06,2.96,,,,,
1997-01-07,2.91,,,,,
1997-01-08,2.98,,,,,
1997-01-09,3.02,,,,,
1997-01-10,3.02,,,,,
1997-01-13,2.97,,,,,
1997-01-14,2.97,,,,,
1997-01-15,3.0,,,,,
1997-01-16,3.02,,,,,
1997-01-17,3.14,,,,,
1997-01-20,3.19,,,,,
1997-01-21,3.38,,,,,
1997-01-22,3.49,,,,,
1997-01-23,3.5,,,,,
1997-01-24,3.38,,,,,
1997-01-27,3.27,,,,,
1997-01-28,3.34,,,,,
1997-01-29,3.22,,,,,
1997-01-30,3.19,,,,,
1997-01-31,3.2,,,,,
1997-02-03,3.34,,,,,
1997-02-04,3.33,,,,,
1997-02-05,3.19,,,,,
1997-02-06,3.26,,,,,
1997-02-07,3.44,,,,,
1997-02-10,2.97,,,,,
1997-02-11,2.81,,,,,
1997-02-12,3.0,,,,,
1997-02-13,2.75,,,,,
1997-02-14,2.81,,,,,
1997-02-18,2.81,,,,,
1997-02-19,2.77,,,,,
1997-02-20,2.67,,,,,
1997-02-21,2.65,,,,,
1997-02-24,2.69,,,,,
1997-02-25,2.61,,,,,
1997-02-26,2.47,,,,,
1997-02-27,2.42,,,,,
1997-02-28,2.5,,,,,
1997-03-03,2.45,,,,,
1997-03-04,2.33,,,,,
1997-03-05,2.41,,,,,
1997-03-06,2.47,,,,,
1997-03-07,2.53,,,,,
1997-03-10,2.58,,,,,
1997-03-11,2.53,,,,,
1997-03-12,2.41,,,,,
1997-03-13,2.34,,,,,
1997-03-14,2.34,,,,,
1997-03-17,2.33,,,,,
1997-03-18,2.11,,,,,
1997-03-19,1.92,,,,,
1997-03-20,2.0,,,,,
1997-03-21,2.11,,,,,
1997-03-24,2.09,,,,,
1997-03-25,2.11,,,,,
1997-03-26,2.19,,,,,
1997-03-27,2.2,,,,,
1997-03-31,2.03,,,,,
1997-04-01,1.95,,,,,
1997-04-02,1.96,,,,,
1997-04-03,2.02,,,,,
1997-04-04,2.17,,,,,
1997-04-07,2.25,,,,,
1997-04-08,2.41,,,,,
1997-04-09,2.44,,,,,
1997-04-10,2.41,,,,,
1997-04-11,2.27,,,,,
1997-04-14,2.28,,,,,
1997-04-15,2.25,,,,,
1997-04-16,2.17,,,,,
1997-04-17,2.12,,,,,
1997-04-18,2.0,,,,,
1997-04-21,1.78,,,,,
1997-04-22,1.64,,,,,
1997-04-23,1.67,,,,,
1997-04-24,1.77,,,,,
1997-04-25,1.78,,,,,
1997-04-28,1.75,,,,,
1997-04-29,1.8,,,,,
1997-04-30,1.82,,,,,
1997-05-01,1.83,,,,,
1997-05-02,1.9,,,,,
1997-05-05,2.19,,,,,
1997-05-06,2.39,,,,,
1997-05-07,2.47,,,,,
1997-05-08,2.39,,,,,
1997-05-09,2.36,,,,,
1997-05-12,2.52,,,,,
1997-05-13,2.42,,,,,
1997-05-14,2.48,,,,,
1997-05-15,2.45,,,,,
1997-05-16,2.47,,,,,
1997-05-19,2.48,,,,,
1997-05-20,2.42,,,,,
1997-05-21,2.48,,,,,
1997-05-22,2.5,,,,,
1997-05-23,2.56,,,,,
1997-05-27,2.55,,,,,
1997-05-28,2.56,,,,,
1997-05-29,2.53,,,,,
1997-05-30,2.54,,,,,
1997-06-02,2.44,,,,,
1997-06-03,2.41,,,,,
1997-06-04,2.19,,,,,
1997-06-05,2.31,,,,,
1997-06-06,2.38,,,,,
1997-06-09,2.36,,,,,
1997-06-10,2.32,,,,,
1997-06-11,2.3,,,,,
1997-06-12,2.32,,,,,
1997-06-13,2.23,,,,,
1997-06-16,2.23,,,,,
1997-06-17,2.24,,,,,
1997-06-18,2.2,,,,,
1997-06-19,2.27,,,,,
1997-06-20,2.36,,,,,
1997-06-23,2.31,,,,,
1997-06-24,2.28,,,,,
1997-06-25,2.23,,,,,
1997-06-26,2.14,,,,,
1997-06-27,2.15,,,,,
1997-06-30,2.38,,,,,
1997-07-01,2.38,,,,,
1997-07-02,2.49,,,,,
1997-07-03,2.36,,,,,
1997-07-07,2.31,,,,,
1997-07-08,2.45,,,,,
1997-07-09,2.41,,,,,
1997-07-10,2.38,,,,,
1997-07-11,2.41,,,,,
1997-07-14,2.38,,,,,
1997-07-15,2.34,,,,,
1997-07-16,2.36,,,,,
1997-07-17,2.37,,,,,
1997-07-18,2.34,,,,,
1997-07-21,2.41,,,,,
1997-07-22,2.49,,,,,
1997-07-23,2.48,,,,,
1997-07-24,2.48,,,,,
1997-07-25,2.5,,,,,
1997-07-28,2.5,,,,,
1997-07-29,2.48,,,,,
1997-07-30,2.68,,,,,
1997-07-31,2.73,,,,,
1997-08-01,2.73,,,,,
1997-08-04,2.83,,,,,
1997-08-05,2.81,,,,,
1997-08-06,2.88,,,,,
1997-08-07,2.81,,,,,
1997-08-08,2.77,,,,,
1997-08-11,2.72,,,,,
1997-08-12,2.63,,,,,
1997-08-13,2.72,,,,,
1997-08-14,2.68,,,,,
1997-08-15,2.7,,,,,
1997-08-18,2.84,,,,,
1997-08-19,2.77,,,,,
1997-08-20,2.77,,,,,
1997-08-21,2.77,,,,,
1997-08-22,2.77,,,,,
1997-08-25,2.86,,,,,
1997-08-26,2.92,,,,,
1997-08-27,2.94,,,,,
1997-08-28,2.92,,,,,
1997-08-29,2.95,,,,,
1997-09-02,2.94,,,,,
1997-09-03,2.77,,,,,
1997-09-04,2.75,,,,,
1997-09-05,2.8,,,,,
1997-09-08,2.77,,,,,
1997-09-09,2.76,,,,,
1997-09-10,3.02,,,,,
1997-09-11,2.98,,,,,
1997-09-12,3.16,,,,,
1997-09-15,3.19,,,,,
1997-09-16,3.2,,,,,
1997-09-17,3.14,,,,,
1997-09-18,3.09,,,,,
1997-09-19,3.2,,,,,
1997-09-22,3.46,,,,,
1997-09-23,3.41,,,,,
1997-09-24,3.31,,,,,
1997-09-25,3.27,,,,,
1997-09-26,3.3,,,,,
1997-09-29,3.24,,,,,
1997-09-30,3.39,,,,,
1997-10-01,3.31,,,,,
1997-10-02,3.23,,,,,
1997-10-03,3.27,,,,,
1997-10-06,3.28,,,,,
1997-10-07,3.38,,,,,
1997-10-08,3.3,,,,,
1997-10-09,3.36,,,,,
1997-10-10,3.47,,,,,
1997-10-13,3.51,,,,,
1997-10-14,3.54,,,,,
1997-10-15,3.47,,,,,
1997-10-16,3.48,,,,,
1997-10-17,3.41,,,,,
1997-10-20,3.38,,,,,
1997-10-21,3.44,,,,,
1997-10-22,3.51,,,,,
1997-10-23,3.42,,,,,
1997-10-24,3.39,,,,,
1997-10-27,3.08,,,,,
1997-10-28,3.16,,,,,
1997-10-29,3.15,,,,,
1997-10-30,3.1,,,,,
1997-10-31,3.14,,,,,
1997-11-03,3.17,,,,,
1997-11-04,3.25,,,,,
1997-11-05,3.39,,,,,
1997-11-06,3.38,,,,,
1997-11-07,3.37,,,,,
1997-11-10,3.35,,,,,
1997-11-11,3.23,,,,,
1997-11-12,3.11,,,,,
1997-11-13,3.11,,,,,
1997-11-14,3.16,,,,,
1997-11-17,3.2,,,,,
1997-11-18,3.18,,,,,
1997-11-19,3.22,,,,,
1997-11-20,3.23,,,,,
1997-11-21,3.19,,,,,
1997-11-24,3.17,,,,,
1997-11-25,3.16,,,,,
1997-11-26,3.16,,,,,
1997-11-28,3.15,,,,,
1997-12-01,3.2,,,,,
1997-12-02,3.13,,,,,
1997-12-03,3.02,,,,,
1997-12-04,3.06,,,,,
1997-12-05,3.34,,,,,
1997-12-08,3.48,,,,,
1997-12-09,3.42,,,,,
1997-12-10,3.41,,,,,
1997-12-11,3.31,,,,,
1997-12-12,3.33,,,,,
1997-12-15,3.28,,,,,
1997-12-16,3.44,,,,,
1997-12-17,3.6,,,,,
1997-12-18,3.67,,,,,
1997-12-19,3.56,,,,,
1997-12-22,3.7,,,,,
1997-12-23,3.8,,,,,
1997-12-24,3.81,,,,,
1997-12-26,3.81,,,,,
1997-12-29,4.06,,,,,
1997-12-30,4.19,,,,,
1997-12-31,4.44,,,,,
1998-01-02,4.0,,,,,
1998-01-05,4.22,,,,,
1998-01-06,4.2,,,,,
1998-01-07,3.81,,,,,
1998-01-08,3.84,,,,,
1998-01-09,3.5,,,,,
1998-01-12,3.47,,,,,
1998-01-13,3.64,,,,,
1998-01-14,3.52,,,,,
1998-01-15,3.45,,,,,
1998-01-16,3.5,,,,,
1998-01-20,3.61,,,,,
1998-01-21,3.67,,,,,
1998-01-22,3.66,,,,,
1998-01-23,3.64,,,,,
1998-01-26,3.61,,,,,
1998-01-27,3.59,,,,,
1998-01-28,3.63,,,,,
1998-01-29,3.86,,,,,
1998-01-30,3.77,,,,,
1998-02-02,3.95,,,,,
1998-02-03,4.0,,,,,
1998-02-04,4.09,,,,,
1998-02-05,4.03,,,,,
1998-02-06,4.14,,,,,
1998-02-09,4.14,,,,,
1998-02-10,4.28,,,,,
1998-02-11,3.84,,,,,
1998-02-12,3.69,,,,,
1998-02-13,3.7,,,,,
1998-02-17,3.57,,,,,
1998-02-18,3.65,,,,,
1998-02-19,3.47,,,,,
1998-02-20,3.48,,,,,
1998-02-23,3.52,,,,,
1998-02-24,3.42,,,,,
1998-02-25,3.41,,,,,
1998-02-26,3.42,,,,,
1998-02-27,3.69,,,,,
1998-03-02,3.98,,,,,
1998-03-03,3.89,,,,,
1998-03-04,3.98,,,,,
1998-03-05,3.58,,,,,
1998-03-06,3.72,,,,,
1998-03-09,3.52,,,,,
1998-03-10,3.74,,,,,
1998-03-11,3.8,,,,,
1998-03-12,3.86,,,,,
1998-03-13,4.02,,,,,
1998-03-16,4.09,,,,,
1998-03-17,4.03,,,,,
1998-03-18,3.97,,,,,
1998-03-19,3.95,,,,,
1998-03-20,3.85,,,,,
1998-03-23,4.09,,,,,
1998-03-24,4.27,,,,,
1998-03-25,4.25,,,,,
1998-03-26,4.25,,,,,
1998-03-27,4.41,,,,,
1998-03-30,4.53,,,,,
1998-03-31,4.44,,,,,
1998-04-01,4.42,,,,,
1998-04-02,4.39,,,,,
1998-04-03,4.3,,,,,
1998-04-06,4.13,,,,,
1998-04-07,3.94,,,,,
1998-04-08,4.14,,,,,
1998-04-09,4.09,,,,,
1998-04-13,4.19,,,,,
1998-04-14,4.29,,,,,
1998-04-15,4.31,,,,,
1998-04-16,4.26,,,,,
1998-04-17,4.31,,,,,
1998-04-20,4.3,,,,,
1998-04-21,4.47,,,,,
1998-04-22,4.42,,,,,
1998-04-23,4.42,,,,,
1998-04-24,4.41,,,,,
1998-04-27,4.14,,,,,
1998-04-28,4.4,,,,,
1998-04-29,4.58,,,,,
1998-04-30,4.51,,,,,
1998-05-01,4.61,,,,,
1998-05-04,4.8,,,,,
1998-05-05,4.7,,,,,
1998-05-06,4.66,,,,,
1998-05-07,4.64,,,,,
1998-05-08,4.73,,,,,
1998-05-11,4.57,,,,,
1998-05-12,4.54,,,,,
1998-05-13,4.52,,,,,
1998-05-14,4.45,,,,,
1998-05-15,4.47,,,,,
1998-05-18,4.66,,,,,
1998-05-19,4.77,,,,,
1998-05-20,4.67,,,,,
1998-05-21,4.7,,,,,
1998-05-22,4.63,,,,,
1998-05-26,4.5,,,,,
1998-05-27,4.25,,,,,
1998-05-28,4.31,,,,,
1998-05-29,4.35,,,,,
1998-06-01,4.28,,,,,
1998-06-02,4.48,,,,,
1998-06-03,4.38,,,,,
1998-06-04,4.28,,,,,
1998-06-05,4.31,,,,,
1998-06-08,4.56,,,,,
1998-06-09,4.63,,,,,
1998-06-10,4.64,,,,,
1998-06-11,4.41,,,,,
1998-06-12,4.31,,,,,
1998-06-15,4.19,,,,,
1998-06-16,4.36,,,,,
1998-06-17,4.34,,,,,
1998-06-18,4.17,,,,,
1998-06-19,4.34,,,,,
1998-06-22,4.47,,,,,
1998-06-23,4.59,,,,,
1998-06-24,4.67,,,,,
1998-06-25,4.53,,,,,
1998-06-26,4.59,,,,,
1998-06-29,4.75,,,,,
1998-06-30,4.87,,,,,
1998-07-01,4.8,,,,,
1998-07-02,4.81,,,,,
1998-07-06,5.3,,,,,
1998-07-07,5.59,,,,,
1998-07-08,5.67,,,,,
1998-07-09,5.88,,,,,
1998-07-10,5.83,,,,,
1998-07-13,5.78,,,,,
1998-07-14,5.73,,,,,
1998-07-15,6.06,,,,,
1998-07-16,6.19,,,,,
1998-07-17,6.28,,,,,
1998-07-20,6.13,,,,,
1998-07-21,5.83,,,,,
1998-07-22,5.75,,,,,
1998-07-23,5.58,,,,,
1998-07-24,5.39,,,,,
1998-07-27,5.38,,,,,
1998-07-28,5.46,,,,,
1998-07-29,5.36,,,,,
1998-07-30,5.45,,,,,
1998-07-31,5.22,,,,,
1998-08-03,5.11,,,,,
1998-08-04,4.92,,,,,
1998-08-05,5.25,,,,,
1998-08-06,5.61,,,,,
1998-08-07,5.77,,,,,
1998-08-10,5.66,,,,,
1998-08-11,5.47,,,,,
1998-08-12,5.63,,,,,
1998-08-13,5.81,,,,,
1998-08-14,5.66,,,,,
1998-08-17,5.82,,,,,
1998-08-18,6.05,,,,,
1998-08-19,5.98,,,,,
1998-08-20,5.97,,,,,
1998-08-21,5.77,,,,,
1998-08-24,6.09,,,,,
1998-08-25,5.91,,,,,
1998-08-26,5.92,,,,,
1998-08-27,5.79,,,,,
1998-08-28,5.75,,,,,
1998-08-31,5.21,,,,,
1998-09-01,5.66,,,,,
1998-09-02,5.83,,,,,
1998-09-03,5.84,,,,,
1998-09-04,5.97,,,,,
1998-09-08,6.16,,,,,
1998-09-09,6.22,,,,,
1998-09-10,6.1,,,,,
1998-09-11,6.38,,,,,
1998-09-14,6.75,,,,,
1998-09-15,6.75,,,,,
1998-09-16,6.44,,,,,
1998-09-17,6.28,,,,,
1998-09-18,6.59,,,,,
1998-09-21,6.67,,,,,
1998-09-22,7.11,,,,,
1998-09-23,7.31,,,,,
1998-09-24,7.05,,,,,
1998-09-25,7.31,,,,,
1998-09-28,7.55,,,,,
1998-09-29,7.02,,,,,
1998-09-30,6.33,,,,,
1998-10-01,5.27,,,,,
1998-10-02,5.66,,,,,
1998-10-05,5.33,,,,,
1998-10-06,5.23,,,,,
1998-10-07,4.63,,,,,
1998-10-08,4.34,,,,,
1998-10-09,5.38,,,,,
1998-10-12,5.63,,,,,
1998-10-13,5.0,,,,,
1998-10-14,5.44,,,,,
1998-10-15,5.62,,,,,
1998-10-16,5.77,,,,,
1998-10-19,6.31,,,,,
1998-10-20,6.32,,,,,
1998-10-21,6.25,,,,,
1998-10-22,6.27,,,,,
1998-10-23,6.31,,,,,
1998-10-26,6.75,,,,,
1998-10-27,6.38,,,,,
1998-10-28,6.41,,,,,
1998-10-29,6.61,,,,,
1998-10-30,6.84,,,,,
1998-11-02,7.11,,,,,
1998-11-03,6.84,,,,,
1998-11-04,7.06,,,,,
1998-11-05,7.87,,,,,
1998-11-06,8.1,,,,,
1998-11-09,8.06,,,,,
1998-11-10,8.43,,,,,
1998-11-11,8.42,,,,,
1998-11-12,8.16,,,,,
1998-11-13,7.94,,,,,
1998-11-16,8.3,,,,,
1998-11-17,8.78,,,,,
1998-11-18,9.2,,,,,
1998-11-19,9.25,,,,,
1998-11-20,9.09,,,,,
1998-11-23,9.21,,,,,
1998-11-24,9.08,,,,,
1998-11-25,9.02,,,,,
1998-11-27,9.25,,,,,
1998-11-30,9.39,,,,,
1998-12-01,9.2,,,,,
1998-12-02,9.02,,,,,
1998-12-03,8.99,,,,,
1998-12-04,9.38,,,,,
1998-12-07,9.52,,,,,
1998-12-08,9.39,,,,,
1998-12-09,9.38,,,,,
1998-12-10,9.28,,,,,
1998-12-11,8.97,,,,,
1998-12-14,8.42,,,,,
1998-12-15,9.03,,,,,
1998-12-16,9.27,,,,,
1998-12-17,10.19,,,,,
1998-12-18,10.58,,,,,
1998-12-21,11.11,,,,,
1998-12-22,10.75,,,,,
1998-12-23,11.09,,,,,
1998-12-24,11.22,,,,,
1998-12-28,10.88,,,,,
1998-12-29,10.66,,,,,
1998-12-30,11.03,,,,,
1998-12-31,11.21,,,,,
1999-01-04,11.25,,,,,
1999-01-05,11.22,,,,,
1999-01-06,11.47,,,,,
1999-01-07,11.56,,,,,
1999-01-08,11.94,,,,,
1999-01-11,12.75,,,,,
1999-01-12,12.59,,,,,
1999-01-13,13.09,,,,,
1999-01-14,12.47,,,,,
1999-01-15,13.19,,,,,
1999-01-19,13.88,,,,,
1999-01-20,13.38,,,,,
1999-01-21,12.75,,,,,
1999-01-22,12.0,,,,,
1999-01-25,12.25,,,,,
1999-01-26,12.5,,,,,
1999-01-27,12.59,,,,,
1999-01-28,13.03,,,,,
1999-01-29,13.25,,,,,
1999-02-01,13.19,,,,,
1999-02-02,13.19,,,,,
1999-02-03,13.16,,,,,
1999-02-04,12.28,,,,,
1999-02-05,11.56,,,,,
1999-02-08,11.94,,,,,
1999-02-09,10.97,,,,,
1999-02-10,11.05,,,,,
1999-02-11,12.97,,,,,
1999-02-12,11.94,,,,,
1999-02-16,11.48,,,,,
1999-02-17,10.47,,,,,
1999-02-18,9.91,,,,,
1999-02-19,10.75,,,,,
1999-02-22,11.19,,,,,
1999-02-23,11.48,,,,,
1999-02-24,10.63,,,,,
1999-02-25,10.75,,,,,
1999-02-26,10.5,,,,,
1999-03-01,10.5,,,,,
1999-03-02,10.66,,,,,
1999-03-03,10.63,,,,,
1999-03-04,10.95,,,,,
1999-03-05,11.44,,,,,
1999-03-08,11.38,,,,,
1999-03-09,11.19,,,,,
1999-03-10,11.09,,,,,
1999-03-11,10.94,,,,,
1999-03-12,10.39,,,,,
1999-03-15,10.77,,,,,
1999-03-16,11.34,,,,,
1999-03-17,11.75,,,,,
1999-03-18,13.47,,,,,
1999-03-19,13.53,,,,,
1999-03-22,13.47,,,,,
1999-03-23,12.22,,,,,
1999-03-24,12.84,,,,,
1999-03-25,12.94,,,,,
1999-03-26,12.78,,,,,
1999-03-29,13.22,,,,,
1999-03-30,13.13,,,,,
1999-03-31,12.66,,,,,
1999-04-01,14.13,,,,,
1999-04-05,14.69,,,,,
1999-04-06,14.5,,,,,
1999-04-07,13.81,,,,,
1999-04-08,14.22,,,,,
1999-04-09,14.66,,,,,
1999-04-12,14.73,,,,,
1999-04-13,15.88,,,,,
1999-04-14,15.81,,,,,
1999-04-15,14.66,,,,,
1999-04-16,14.0,,,,,
1999-04-19,12.25,,,,,
1999-04-20,12.44,,,,,
1999-04-21,13.88,,,,,
1999-04-22,13.72,,,,,
1999-04-23,13.88,,,,,
1999-04-26,14.44,,,,,
1999-04-27,13.94,,,,,
1999-04-28,13.13,,,,,
1999-04-29,12.89,,,,,
1999-04-30,12.58,,,,,
1999-05-03,12.08,,,,,
