date,close price,BK_SHE,BK_TA,BK_TL,market cap,PB Ratio
1990-11-05,2.4,,,,,
1990-11-06,2.35,,,,,
1990-11-07,2.3,,,,,
1990-11-08,2.32,,,,,
1990-11-09,2.32,,,,,
1990-11-12,2.42,,,,,
1990-11-13,2.43,,,,,
1990-11-14,2.5,,,,,
1990-11-15,2.5,,,,,
1990-11-16,2.48,,,,,
1990-11-19,2.48,,,,,
1990-11-20,2.42,,,,,
1990-11-21,2.38,,,,,
1990-11-23,2.38,,,,,
1990-11-26,2.38,,,,,
1990-11-27,2.38,,,,,
1990-11-28,2.4,,,,,
1990-11-29,2.38,,,,,
1990-11-30,2.38,,,,,
1990-12-03,2.48,,,,,
1990-12-04,2.62,,,,,
1990-12-05,2.88,,,,,
1990-12-06,2.75,,,,,
1990-12-07,2.67,,,,,
1990-12-10,2.67,,,,,
1990-12-11,2.58,,,,,
1990-12-12,2.45,,,,,
1990-12-13,2.45,,,,,
1990-12-14,2.38,,,,,
1990-12-17,2.32,,,,,
1990-12-18,2.43,,,,,
1990-12-19,2.42,,,,,
1990-12-20,2.52,,,,,
1990-12-21,2.55,,,,,
1990-12-24,2.55,,,,,
1990-12-26,2.5,,,,,
1990-12-27,2.37,,,,,
1990-12-28,2.34,,,,,
1990-12-31,2.35,,,,,
1991-01-02,2.38,,,,,
1991-01-03,2.38,,,,,
1991-01-04,2.42,,,,,
1991-01-07,2.4,,,,,
1991-01-08,2.35,,,,,
1991-01-09,2.32,,,,,
1991-01-10,2.35,,,,,
1991-01-11,2.4,,,,,
1991-01-14,2.25,,,,,
1991-01-15,2.19,,,,,
1991-01-16,2.3,,,,,
1991-01-17,2.38,,,,,
1991-01-18,2.45,,,,,
1991-01-21,2.47,,,,,
1991-01-22,2.48,,,,,
1991-01-23,2.52,,,,,
1991-01-24,2.63,,,,,
1991-01-25,2.67,,,,,
1991-01-28,2.67,,,,,
1991-01-29,2.77,,,,,
1991-01-30,2.78,,,,,
1991-01-31,2.77,,,,,
1991-02-01,2.96,,,,,
1991-02-04,3.2,,,,,
1991-02-05,3.25,,,,,
1991-02-06,3.2,,,,,
1991-02-07,3.21,,,,,
1991-02-08,3.33,,,,,
1991-02-11,3.53,,,,,
1991-02-12,3.56,,,,,
1991-02-13,3.61,,,,,
1991-02-14,3.56,,,,,
1991-02-15,3.51,,,,,
1991-02-19,3.48,,,,,
1991-02-20,3.38,,,,,
1991-02-21,3.31,,,,,
1991-02-22,3.38,,,,,
1991-02-25,3.44,,,,,
1991-02-26,3.41,,,,,
1991-02-27,3.53,,,,,
1991-02-28,3.56,,,,,
1991-03-01,3.68,,,,,
1991-03-04,3.84,,,,,
1991-03-05,4.04,,,,,
1991-03-06,4.04,,,,,
1991-03-07,3.91,,,,,
1991-03-08,3.76,,,,,
1991-03-11,3.79,,,,,
1991-03-12,3.79,,,,,
1991-03-13,3.79,,,,,
1991-03-14,3.81,,,,,
1991-03-15,3.64,,,,,
1991-03-18,3.56,,,,,
1991-03-19,3.53,,,,,
1991-03-20,3.48,,,,,
1991-03-21,3.51,,,,,
1991-03-22,3.48,,,,,
1991-03-25,3.58,,,,,
1991-03-26,3.74,,,,,
1991-03-27,3.81,,,,,
1991-03-28,3.88,,,,,
1991-04-01,3.74,,,,,
1991-04-02,3.69,,,,,
1991-04-03,3.79,,,,,
1991-04-04,3.89,,,,,
1991-04-05,3.79,,,,,
1991-04-08,3.88,,,,,
1991-04-09,3.59,,,,,
1991-04-10,3.4,,,,,
1991-04-11,3.56,,,,,
1991-04-12,3.54,,,,,
1991-04-15,3.48,,,,,
1991-04-16,3.58,,,,,
1991-04-17,3.61,,,,,
1991-04-18,3.63,,,,,
1991-04-19,3.56,,,,,
1991-04-22,3.51,,,,,
1991-04-23,3.53,,,,,
1991-04-24,3.58,,,,,
1991-04-25,3.64,,,,,
1991-04-26,3.59,,,,,
1991-04-29,3.54,,,,,
1991-04-30,3.41,,,,,
1991-05-01,3.38,,,,,
1991-05-02,3.33,,,,,
1991-05-03,3.35,,,,,
1991-05-06,3.38,,,,,
1991-05-07,3.54,,,,,
1991-05-08,3.66,,,,,
1991-05-09,3.84,,,,,
1991-05-10,3.76,,,,,
1991-05-13,3.73,,,,,
1991-05-14,3.64,,,,,
1991-05-15,3.59,,,,,
1991-05-16,3.66,,,,,
1991-05-17,3.64,,,,,
1991-05-20,3.64,,,,,
1991-05-21,3.63,,,,,
1991-05-22,3.64,,,,,
1991-05-23,3.71,,,,,
1991-05-24,3.79,,,,,
1991-05-28,4.07,,,,,
1991-05-29,4.12,,,,,
1991-05-30,4.14,,,,,
1991-05-31,4.11,,,,,
1991-06-03,4.12,,,,,
1991-06-04,4.19,,,,,
1991-06-05,4.24,,,,,
1991-06-06,4.37,,,,,
1991-06-07,4.36,,,,,
1991-06-10,4.27,,,,,
1991-06-11,4.27,,,,,
1991-06-12,4.12,,,,,
1991-06-13,4.17,,,,,
1991-06-14,4.26,,,,,
1991-06-17,4.17,,,,,
1991-06-18,4.17,,,,,
1991-06-19,4.09,,,,,
1991-06-20,4.01,,,,,
1991-06-21,4.02,,,,,
1991-06-24,3.96,,,,,
1991-06-25,3.78,,,,,
1991-06-26,3.64,,,,,
1991-06-27,3.74,,,,,
1991-06-28,3.63,,,,,
1991-07-01,3.73,,,,,
1991-07-02,3.63,,,,,
1991-07-03,3.53,,,,,
1991-07-05,3.51,,,,,
1991-07-08,3.64,,,,,
1991-07-09,3.86,,,,,
1991-07-10,3.89,,,,,
1991-07-11,3.78,,,,,
1991-07-12,3.89,,,,,
1991-07-15,4.21,,,,,
1991-07-16,4.19,,,,,
1991-07-17,4.14,,,,,
1991-07-18,4.09,,,,,
1991-07-19,4.07,,,,,
1991-07-22,4.14,,,,,
1991-07-23,4.04,,,,,
1991-07-24,4.02,,,,,
1991-07-25,4.04,,,,,
1991-07-26,4.09,,,,,
1991-07-29,4.21,,,,,
1991-07-30,4.21,,,,,
1991-07-31,4.14,,,,,
1991-08-01,4.16,,,,,
1991-08-02,4.16,,,,,
1991-08-05,4.16,,,,,
1991-08-06,4.27,,,,,
1991-08-07,4.34,,,,,
1991-08-08,4.36,,,,,
1991-08-09,4.34,,,,,
1991-08-12,4.64,,,,,
1991-08-13,4.74,,,,,
1991-08-14,4.64,,,,,
1991-08-15,4.52,,,,,
1991-08-16,4.42,,,,,
1991-08-19,4.36,,,,,
1991-08-20,4.26,,,,,
1991-08-21,4.44,,,,,
1991-08-22,4.39,,,,,
1991-08-23,4.24,,,,,
1991-08-26,4.24,,,,,
1991-08-27,4.21,,,,,
1991-08-28,4.22,,,,,
1991-08-29,4.22,,,,,
1991-08-30,4.19,,,,,
1991-09-03,4.16,,,,,
1991-09-04,4.09,,,,,
1991-09-05,4.04,,,,,
1991-09-06,3.96,,,,,
1991-09-09,4.06,,,,,
1991-09-10,4.01,,,,,
1991-09-11,4.04,,,,,
1991-09-12,4.06,,,,,
1991-09-13,3.97,,,,,
1991-09-16,3.97,,,,,
1991-09-17,3.97,,,,,
1991-09-18,3.99,,,,,
1991-09-19,4.06,,,,,
1991-09-20,4.07,,,,,
1991-09-23,4.14,,,,,
1991-09-24,4.14,,,,,
1991-09-25,4.12,,,,,
1991-09-26,4.11,,,,,
1991-09-27,4.09,,,,,
1991-09-30,4.04,,,,,
1991-10-01,3.99,,,,,
1991-10-02,3.97,,,,,
1991-10-03,3.88,,,,,
1991-10-04,3.78,,,,,
1991-10-07,3.79,,,,,
1991-10-08,3.83,,,,,
1991-10-09,3.74,,,,,
1991-10-10,4.07,,,,,
1991-10-11,4.16,,,,,
1991-10-14,4.19,,,,,
1991-10-15,4.24,,,,,
1991-10-16,4.19,,,,,
1991-10-17,4.11,,,,,
1991-10-18,4.16,,,,,
1991-10-21,4.31,,,,,
1991-10-22,4.32,,,,,
1991-10-23,4.19,,,,,
1991-10-24,4.17,,,,,
1991-10-25,4.09,,,,,
1991-10-28,4.19,,,,,
1991-10-29,4.27,,,,,
1991-10-30,4.34,,,,,
1991-10-31,4.37,,,,,
1991-11-01,4.29,,,,,
1991-11-04,4.17,,,,,
1991-11-05,4.24,,,,,
1991-11-06,4.34,,,,,
1991-11-07,4.5,,,,,
1991-11-08,4.49,,,,,
1991-11-11,4.49,,,,,
1991-11-12,4.55,,,,,
1991-11-13,4.52,,,,,
1991-11-14,4.49,,,,,
1991-11-15,4.11,,,,,
1991-11-18,4.07,,,,,
1991-11-19,3.97,,,,,
1991-11-20,4.02,,,,,
1991-11-21,4.02,,,,,
1991-11-22,3.96,,,,,
1991-11-25,3.88,,,,,
1991-11-26,3.86,,,,,
1991-11-27,3.83,,,,,
1991-11-29,3.74,,,,,
1991-12-02,4.01,,,,,
1991-12-03,3.81,,,,,
1991-12-04,3.71,,,,,
1991-12-05,3.54,,,,,
1991-12-06,3.56,,,,,
1991-12-09,3.51,,,,,
1991-12-10,3.53,,,,,
1991-12-11,3.43,,,,,
1991-12-12,3.64,,,,,
1991-12-13,3.63,,,,,
1991-12-16,3.61,,,,,
1991-12-17,3.51,,,,,
1991-12-18,3.56,,,,,
1991-12-19,3.48,,,,,
1991-12-20,3.69,,,,,
1991-12-23,3.84,,,,,
1991-12-24,4.11,,,,,
1991-12-26,4.36,,,,,
1991-12-27,4.27,,,,,
1991-12-30,4.19,,,,,
1991-12-31,4.09,,,,,
1992-01-02,4.16,,,,,
1992-01-03,4.14,,,,,
1992-01-06,4.24,,,,,
1992-01-07,4.22,,,,,
1992-01-08,4.26,,,,,
1992-01-09,4.27,,,,,
1992-01-10,4.24,,,,,
1992-01-13,4.26,,,,,
1992-01-14,4.46,,,,,
1992-01-15,4.85,,,,,
1992-01-16,4.99,,,,,
1992-01-17,4.82,,,,,
1992-01-20,4.75,,,,,
1992-01-21,4.75,,,,,
1992-01-22,4.75,,,,,
1992-01-23,4.8,,,,,
1992-01-24,4.87,,,,,
1992-01-27,4.89,,,,,
1992-01-28,5.1,,,,,
1992-01-29,5.0,,,,,
1992-01-30,4.92,,,,,
1992-01-31,4.82,,,,,
1992-02-03,4.87,,,,,
1992-02-04,5.0,,,,,
1992-02-05,4.97,,,,,
1992-02-06,4.92,,,,,
1992-02-07,4.89,,,,,
1992-02-10,5.02,,,,,
1992-02-11,5.0,,,,,
1992-02-12,5.07,,,,,
1992-02-13,5.08,,,,,
1992-02-14,5.12,,,,,
1992-02-18,5.25,,,,,
1992-02-19,5.3,,,,,
1992-02-20,5.35,,,,,
1992-02-21,5.23,,,,,
1992-02-24,5.23,,,,,
1992-02-25,5.33,,,,,
1992-02-26,5.4,,,,,
1992-02-27,5.38,,,,,
1992-02-28,5.35,,,,,
1992-03-02,5.32,,,,,
1992-03-03,5.32,,,,,
1992-03-04,5.25,,,,,
1992-03-05,5.2,,,,,
1992-03-06,5.12,,,,,
1992-03-09,5.12,,,,,
1992-03-10,5.15,,,,,
1992-03-11,5.07,,,,,
1992-03-12,4.97,,,,,
1992-03-13,5.0,,,,,
1992-03-16,4.99,,,,,
1992-03-17,5.1,,,,,
1992-03-18,5.12,,,,,
1992-03-19,5.13,,,,,
1992-03-20,5.13,,,,,
1992-03-23,5.05,,,,,
1992-03-24,5.03,,,,,
1992-03-25,5.08,,,,,
1992-03-26,5.13,,,,,
1992-03-27,5.23,,,,,
1992-03-30,5.25,,,,,
1992-03-31,5.52,,,,,
1992-04-01,5.3,,,,,
1992-04-02,5.28,,,,,
1992-04-03,5.15,,,,,
1992-04-06,5.2,,,,,
1992-04-07,5.12,,,,,
1992-04-08,5.0,,,,,
1992-04-09,5.32,,,,,
1992-04-10,5.3,,,,,
1992-04-13,5.23,,,,,
1992-04-14,5.33,,,,,
1992-04-15,5.4,,,,,
1992-04-16,5.43,,,,,
1992-04-20,5.32,,,,,
1992-04-21,5.43,,,,,
1992-04-22,5.55,,,,,
1992-04-23,5.55,,,,,
1992-04-24,5.47,,,,,
1992-04-27,5.3,,,,,
1992-04-28,5.27,,,,,
1992-04-29,5.35,,,,,
1992-04-30,5.27,,,,,
1992-05-01,5.32,,,,,
1992-05-04,5.47,,,,,
1992-05-05,5.47,,,,,
1992-05-06,5.56,,,,,
1992-05-07,5.58,,,,,
1992-05-08,5.65,,,,,
1992-05-11,5.75,,,,,
1992-05-12,5.71,,,,,
1992-05-13,5.7,,,,,
1992-05-14,5.6,,,,,
1992-05-15,5.5,,,,,
1992-05-18,5.63,,,,,
1992-05-19,5.65,,,,,
1992-05-20,5.55,,,,,
1992-05-21,5.65,,,,,
1992-05-22,5.65,,,,,
1992-05-26,5.45,,,,,
1992-05-27,5.43,,,,,
1992-05-28,5.56,,,,,
1992-05-29,5.56,,,,,
1992-06-01,5.65,,,,,
1992-06-02,5.7,,,,,
1992-06-03,5.65,,,,,
1992-06-04,5.6,,,,,
1992-06-05,5.61,,,,,
1992-06-08,5.56,,,,,
1992-06-09,5.43,,,,,
1992-06-10,5.4,,,,,
1992-06-11,5.43,,,,,
1992-06-12,5.43,,,,,
1992-06-15,5.25,,,,,
1992-06-16,5.3,,,,,
1992-06-17,5.17,,,,,
1992-06-18,5.13,,,,,
1992-06-19,5.15,,,,,
1992-06-22,5.0,,,,,
1992-06-23,4.99,,,,,
1992-06-24,5.0,,,,,
1992-06-25,5.05,,,,,
1992-06-26,5.18,,,,,
1992-06-29,5.3,,,,,
1992-06-30,5.35,,,,,
1992-07-01,5.53,,,,,
1992-07-02,5.56,,,,,
1992-07-06,5.52,,,,,
1992-07-07,5.45,,,,,
1992-07-08,5.38,,,,,
1992-07-09,5.5,,,,,
1992-07-10,5.56,,,,,
1992-07-13,5.47,,,,,
1992-07-14,5.48,,,,,
1992-07-15,5.28,,,,,
1992-07-16,5.3,,,,,
1992-07-17,5.43,,,,,
1992-07-20,5.47,,,,,
1992-07-21,5.48,,,,,
1992-07-22,5.56,,,,,
1992-07-23,5.55,,,,,
1992-07-24,5.52,,,,,
1992-07-27,5.5,,,,,
1992-07-28,5.47,,,,,
1992-07-29,5.48,,,,,
1992-07-30,5.45,,,,,
1992-07-31,5.45,,,,,
1992-08-03,5.47,,,,,
1992-08-04,5.53,,,,,
1992-08-05,5.65,,,,,
1992-08-06,5.68,,,,,
1992-08-07,5.7,,,,,
1992-08-10,5.66,,,,,
1992-08-11,5.71,,,,,
1992-08-12,5.7,,,,,
1992-08-13,5.66,,,,,
1992-08-14,5.66,,,,,
1992-08-17,5.73,,,,,
1992-08-18,5.7,,,,,
1992-08-19,5.53,,,,,
1992-08-20,5.56,,,,,
1992-08-21,5.42,,,,,
1992-08-24,5.3,,,,,
1992-08-25,5.27,,,,,
1992-08-26,5.3,,,,,
1992-08-27,5.56,,,,,
1992-08-28,5.58,,,,,
1992-08-31,5.58,,,,,
1992-09-01,5.53,,,,,
1992-09-02,5.61,,,,,
1992-09-03,5.61,,,,,
1992-09-04,5.56,,,,,
1992-09-08,5.43,,,,,
1992-09-09,5.42,,,,,
1992-09-10,5.5,,,,,
1992-09-11,5.53,,,,,
1992-09-14,5.7,,,,,
1992-09-15,5.56,,,,,
1992-09-16,5.43,,,,,
1992-09-17,5.55,,,,,
1992-09-18,5.55,,,,,
1992-09-21,5.53,,,,,
1992-09-22,5.55,,,,,
1992-09-23,5.55,,,,,
1992-09-24,5.52,,,,,
1992-09-25,5.5,,,,,
1992-09-28,5.5,,,,,
1992-09-29,5.55,,,,,
1992-09-30,5.83,,,,,
1992-10-01,5.83,,,,,
1992-10-02,5.83,,,,,
1992-10-05,5.96,,,,,
1992-10-06,5.9,,,,,
1992-10-07,5.8,,,,,
1992-10-08,5.75,,,,,
1992-10-09,5.76,,,,,
1992-10-12,5.8,,,,,
1992-10-13,5.85,,,,,
1992-10-14,5.93,,,,,
1992-10-15,6.0,,,,,
1992-10-16,5.96,,,,,
1992-10-19,5.88,,,,,
1992-10-20,5.83,,,,,
1992-10-21,5.91,,,,,
1992-10-22,5.9,,,,,
1992-10-23,5.88,,,,,
1992-10-26,6.03,,,,,
1992-10-27,6.13,,,,,
1992-10-28,6.28,,,,,
1992-10-29,6.24,,,,,
1992-10-30,6.18,,,,,
1992-11-02,6.21,,,,,
1992-11-03,6.19,,,,,
1992-11-04,6.21,,,,,
1992-11-05,6.24,,,,,
1992-11-06,6.34,,,,,
1992-11-09,6.33,,,,,
1992-11-10,6.34,,,,,
1992-11-11,6.39,,,,,
1992-11-12,6.41,,,,,
1992-11-13,6.43,,,,,
1992-11-16,6.38,,,,,
1992-11-17,6.31,,,,,
1992-11-18,6.43,,,,,
1992-11-19,6.56,,,,,
1992-11-20,6.53,,,,,
1992-11-23,6.61,,,,,
1992-11-24,6.64,,,,,
1992-11-25,6.77,,,,,
1992-11-27,6.79,,,,,
1992-11-30,6.89,,,,,
1992-12-01,6.72,,,,,
1992-12-02,6.64,,,,,
1992-12-03,6.59,,,,,
1992-12-04,6.61,,,,,
1992-12-07,6.56,,,,,
1992-12-08,6.54,,,,,
1992-12-09,6.43,,,,,
1992-12-10,6.49,,,,,
1992-12-11,6.44,,,,,
1992-12-14,6.48,,,,,
1992-12-15,6.53,,,,,
1992-12-16,6.59,,,,,
1992-12-17,6.91,,,,,
1992-12-18,7.06,,,,,
1992-12-21,7.02,,,,,
1992-12-22,7.07,,,,,
1992-12-23,7.11,,,,,
1992-12-24,7.12,,,,,
1992-12-28,7.24,,,,,
1992-12-29,7.12,,,,,
1992-12-30,7.14,,,,,
1992-12-31,7.14,,,,,
1993-01-04,7.07,,,,,
1993-01-05,7.04,,,,,
1993-01-06,7.06,,,,,
1993-01-07,6.96,,,,,
1993-01-08,6.89,,,,,
1993-01-11,6.91,,,,,
1993-01-12,6.96,,,,,
1993-01-13,7.25,,,,,
1993-01-14,7.3,,,,,
1993-01-15,7.52,,,,,
1993-01-18,7.88,,,,,
1993-01-19,7.98,,,,,
1993-01-20,7.82,,,,,
1993-01-21,7.72,,,,,
1993-01-22,7.67,,,,,
1993-01-25,7.57,,,,,
1993-01-26,7.65,,,,,
1993-01-27,7.75,,,,,
1993-01-28,7.67,,,,,
1993-01-29,7.5,,,,,
1993-02-01,7.59,,,,,
1993-02-02,7.55,,,,,
1993-02-03,7.52,,,,,
1993-02-04,7.54,,,,,
1993-02-05,7.47,,,,,
1993-02-08,7.47,,,,,
1993-02-09,7.35,,,,,
1993-02-10,7.37,,,,,
1993-02-11,7.29,,,,,
1993-02-12,7.29,,,,,
1993-02-16,7.12,,,,,
1993-02-17,6.94,,,,,
1993-02-18,6.94,,,,,
1993-02-19,7.19,,,,,
1993-02-22,7.19,,,,,
1993-02-23,7.15,,,,,
1993-02-24,7.35,,,,,
1993-02-25,7.35,,,,,
