date,close price,GIS_SHE,GIS_TA,GIS_TL,market cap,PB Ratio
1981-10-06,1.83,,,,,
1981-10-07,1.92,,,,,
1981-10-08,1.9,,,,,
1981-10-09,1.89,,,,,
1981-10-12,1.89,,,,,
1981-10-13,1.87,,,,,
1981-10-14,1.83,,,,,
1981-10-15,1.83,,,,,
1981-10-16,1.8,,,,,
1981-10-19,1.81,,,,,
1981-10-20,1.85,,,,,
1981-10-21,1.96,,,,,
1981-10-22,1.89,,,,,
1981-10-23,1.85,,,,,
1981-10-26,1.88,,,,,
1981-10-27,1.96,,,,,
1981-10-28,1.98,,,,,
1981-10-29,1.91,,,,,
1981-10-30,1.96,,,,,
1981-11-02,1.94,,,,,
1981-11-03,1.94,,,,,
1981-11-04,1.9,,,,,
1981-11-05,1.87,,,,,
1981-11-06,1.89,,,,,
1981-11-09,1.9,,,,,
1981-11-10,1.86,,,,,
1981-11-11,1.85,,,,,
1981-11-12,1.86,,,,,
1981-11-13,1.82,,,,,
1981-11-16,1.78,,,,,
1981-11-17,1.78,,,,,
1981-11-18,1.81,,,,,
1981-11-19,1.81,,,,,
1981-11-20,1.84,,,,,
1981-11-23,1.85,,,,,
1981-11-24,1.84,,,,,
1981-11-25,1.91,,,,,
1981-11-27,1.91,,,,,
1981-11-30,1.9,,,,,
1981-12-01,1.87,,,,,
1981-12-02,1.87,,,,,
1981-12-03,1.87,,,,,
1981-12-04,1.89,,,,,
1981-12-07,1.9,,,,,
1981-12-08,1.9,,,,,
1981-12-09,1.9,,,,,
1981-12-10,1.91,,,,,
1981-12-11,1.9,,,,,
1981-12-14,1.89,,,,,
1981-12-15,1.92,,,,,
1981-12-16,1.92,,,,,
1981-12-17,1.95,,,,,
1981-12-18,1.98,,,,,
1981-12-21,1.94,,,,,
1981-12-22,1.89,,,,,
1981-12-23,1.9,,,,,
1981-12-24,1.9,,,,,
1981-12-28,1.89,,,,,
1981-12-29,1.87,,,,,
1981-12-30,1.87,,,,,
1981-12-31,1.85,,,,,
1982-01-04,1.81,,,,,
1982-01-05,1.77,,,,,
1982-01-06,1.78,,,,,
1982-01-07,1.78,,,,,
1982-01-08,1.77,,,,,
1982-01-11,1.75,,,,,
1982-01-12,1.77,,,,,
1982-01-13,1.76,,,,,
1982-01-14,1.77,,,,,
1982-01-15,1.74,,,,,
1982-01-18,1.77,,,,,
1982-01-19,1.73,,,,,
1982-01-20,1.71,,,,,
1982-01-21,1.72,,,,,
1982-01-22,1.72,,,,,
1982-01-25,1.71,,,,,
1982-01-26,1.71,,,,,
1982-01-27,1.74,,,,,
1982-01-28,1.76,,,,,
1982-01-29,1.78,,,,,
1982-02-01,1.78,,,,,
1982-02-02,1.77,,,,,
1982-02-03,1.8,,,,,
1982-02-04,1.79,,,,,
1982-02-05,1.78,,,,,
1982-02-08,1.78,,,,,
1982-02-09,1.78,,,,,
1982-02-10,1.82,,,,,
1982-02-11,1.85,,,,,
1982-02-12,1.84,,,,,
1982-02-16,1.87,,,,,
1982-02-17,1.89,,,,,
1982-02-18,1.93,,,,,
1982-02-19,1.93,,,,,
1982-02-22,1.92,,,,,
1982-02-23,1.94,,,,,
1982-02-24,1.96,,,,,
1982-02-25,1.95,,,,,
1982-02-26,1.95,,,,,
1982-03-01,1.96,,,,,
1982-03-02,1.99,,,,,
1982-03-03,1.98,,,,,
1982-03-04,1.95,,,,,
1982-03-05,1.89,,,,,
1982-03-08,1.9,,,,,
1982-03-09,1.9,,,,,
1982-03-10,1.9,,,,,
1982-03-11,1.93,,,,,
1982-03-12,1.92,,,,,
1982-03-15,1.89,,,,,
1982-03-16,1.9,,,,,
1982-03-17,1.89,,,,,
1982-03-18,1.96,,,,,
1982-03-19,1.93,,,,,
1982-03-22,1.93,,,,,
1982-03-23,1.96,,,,,
1982-03-24,2.01,,,,,
1982-03-25,1.99,,,,,
1982-03-26,1.98,,,,,
1982-03-29,1.98,,,,,
1982-03-30,1.98,,,,,
1982-03-31,1.99,,,,,
1982-04-01,1.98,,,,,
1982-04-02,2.01,,,,,
1982-04-05,2.03,,,,,
1982-04-06,2.07,,,,,
1982-04-07,2.1,,,,,
1982-04-08,2.11,,,,,
1982-04-12,2.09,,,,,
1982-04-13,2.08,,,,,
1982-04-14,2.06,,,,,
1982-04-15,2.07,,,,,
1982-04-16,2.05,,,,,
1982-04-19,2.08,,,,,
1982-04-20,2.07,,,,,
1982-04-21,2.05,,,,,
1982-04-22,2.07,,,,,
1982-04-23,2.06,,,,,
1982-04-26,2.12,,,,,
1982-04-27,2.11,,,,,
1982-04-28,2.09,,,,,
1982-04-29,2.09,,,,,
1982-04-30,2.12,,,,,
1982-05-03,2.15,,,,,
1982-05-04,2.18,,,,,
1982-05-05,2.16,,,,,
1982-05-06,2.16,,,,,
1982-05-07,2.14,,,,,
1982-05-10,2.15,,,,,
1982-05-11,2.14,,,,,
1982-05-12,2.14,,,,,
1982-05-13,2.12,,,,,
1982-05-14,2.1,,,,,
1982-05-17,2.1,,,,,
1982-05-18,2.1,,,,,
1982-05-19,2.1,,,,,
1982-05-20,2.13,,,,,
1982-05-21,2.12,,,,,
1982-05-24,2.14,,,,,
1982-05-25,2.12,,,,,
1982-05-26,2.09,,,,,
1982-05-27,2.08,,,,,
1982-05-28,2.06,,,,,
1982-06-01,2.06,,,,,
1982-06-02,2.1,,,,,
1982-06-03,2.1,,,,,
1982-06-04,2.06,,,,,
1982-06-07,2.08,,,,,
1982-06-08,2.09,,,,,
1982-06-09,2.09,,,,,
1982-06-10,2.12,,,,,
1982-06-11,2.17,,,,,
1982-06-14,2.14,,,,,
1982-06-15,2.17,,,,,
1982-06-16,2.18,,,,,
1982-06-17,2.18,,,,,
1982-06-18,2.17,,,,,
1982-06-21,2.18,,,,,
1982-06-22,2.18,,,,,
1982-06-23,2.18,,,,,
1982-06-24,2.19,,,,,
1982-06-25,2.17,,,,,
1982-06-28,2.18,,,,,
1982-06-29,2.17,,,,,
1982-06-30,2.16,,,,,
1982-07-01,2.16,,,,,
1982-07-02,2.12,,,,,
1982-07-06,2.15,,,,,
1982-07-07,2.14,,,,,
1982-07-08,2.14,,,,,
1982-07-09,2.2,,,,,
1982-07-12,2.24,,,,,
1982-07-13,2.25,,,,,
1982-07-14,2.26,,,,,
1982-07-15,2.28,,,,,
1982-07-16,2.28,,,,,
1982-07-19,2.27,,,,,
1982-07-20,2.29,,,,,
1982-07-21,2.32,,,,,
1982-07-22,2.34,,,,,
1982-07-23,2.35,,,,,
1982-07-26,2.35,,,,,
1982-07-27,2.29,,,,,
1982-07-28,2.2,,,,,
1982-07-29,2.2,,,,,
1982-07-30,2.22,,,,,
1982-08-02,2.29,,,,,
1982-08-03,2.25,,,,,
1982-08-04,2.18,,,,,
1982-08-05,2.14,,,,,
1982-08-06,2.12,,,,,
1982-08-09,2.02,,,,,
1982-08-10,2.02,,,,,
1982-08-11,2.02,,,,,
1982-08-12,2.03,,,,,
1982-08-13,2.07,,,,,
1982-08-16,2.12,,,,,
1982-08-17,2.31,,,,,
1982-08-18,2.25,,,,,
1982-08-19,2.25,,,,,
1982-08-20,2.32,,,,,
1982-08-23,2.31,,,,,
1982-08-24,2.29,,,,,
1982-08-25,2.31,,,,,
1982-08-26,2.33,,,,,
1982-08-27,2.31,,,,,
1982-08-30,2.29,,,,,
1982-08-31,2.29,,,,,
1982-09-01,2.26,,,,,
1982-09-02,2.21,,,,,
1982-09-03,2.36,,,,,
1982-09-07,2.28,,,,,
1982-09-08,2.26,,,,,
1982-09-09,2.29,,,,,
1982-09-10,2.3,,,,,
1982-09-13,2.3,,,,,
1982-09-14,2.4,,,,,
1982-09-15,2.41,,,,,
1982-09-16,2.39,,,,,
1982-09-17,2.36,,,,,
1982-09-20,2.31,,,,,
1982-09-21,2.32,,,,,
1982-09-22,2.34,,,,,
1982-09-23,2.34,,,,,
1982-09-24,2.33,,,,,
1982-09-27,2.32,,,,,
1982-09-28,2.34,,,,,
1982-09-29,2.31,,,,,
1982-09-30,2.29,,,,,
1982-10-01,2.31,,,,,
1982-10-04,2.27,,,,,
1982-10-05,2.25,,,,,
1982-10-06,2.27,,,,,
1982-10-07,2.4,,,,,
1982-10-08,2.47,,,,,
1982-10-11,2.52,,,,,
1982-10-12,2.51,,,,,
1982-10-13,2.47,,,,,
1982-10-14,2.48,,,,,
1982-10-15,2.45,,,,,
1982-10-18,2.54,,,,,
1982-10-19,2.52,,,,,
1982-10-20,2.72,,,,,
1982-10-21,2.7,,,,,
1982-10-22,2.65,,,,,
1982-10-25,2.61,,,,,
1982-10-26,2.65,,,,,
1982-10-27,2.62,,,,,
1982-10-28,2.6,,,,,
1982-10-29,2.63,,,,,
1982-11-01,2.67,,,,,
1982-11-02,2.67,,,,,
1982-11-03,2.75,,,,,
1982-11-04,2.73,,,,,
1982-11-05,2.74,,,,,
1982-11-08,2.71,,,,,
1982-11-09,2.71,,,,,
1982-11-10,2.74,,,,,
1982-11-11,2.78,,,,,
1982-11-12,2.82,,,,,
1982-11-15,2.76,,,,,
1982-11-16,2.69,,,,,
1982-11-17,2.69,,,,,
1982-11-18,2.61,,,,,
1982-11-19,2.52,,,,,
1982-11-22,2.51,,,,,
1982-11-23,2.48,,,,,
1982-11-24,2.52,,,,,
1982-11-26,2.52,,,,,
1982-11-29,2.49,,,,,
1982-11-30,2.57,,,,,
1982-12-01,2.58,,,,,
1982-12-02,2.56,,,,,
1982-12-03,2.58,,,,,
1982-12-06,2.6,,,,,
1982-12-07,2.62,,,,,
1982-12-08,2.58,,,,,
1982-12-09,2.52,,,,,
1982-12-10,2.5,,,,,
1982-12-13,2.49,,,,,
1982-12-14,2.45,,,,,
1982-12-15,2.42,,,,,
1982-12-16,2.46,,,,,
1982-12-17,2.56,,,,,
1982-12-20,2.48,,,,,
1982-12-21,2.52,,,,,
1982-12-22,2.53,,,,,
1982-12-23,2.49,,,,,
1982-12-27,2.48,,,,,
1982-12-28,2.47,,,,,
1982-12-29,2.5,,,,,
1982-12-30,2.46,,,,,
1982-12-31,2.52,,,,,
1983-01-03,2.47,,,,,
1983-01-04,2.47,,,,,
1983-01-05,2.45,,,,,
1983-01-06,2.48,,,,,
1983-01-07,2.51,,,,,
1983-01-10,2.53,,,,,
1983-01-11,2.51,,,,,
1983-01-12,2.52,,,,,
1983-01-13,2.5,,,,,
1983-01-14,2.51,,,,,
1983-01-17,2.48,,,,,
1983-01-18,2.43,,,,,
1983-01-19,2.36,,,,,
1983-01-20,2.35,,,,,
1983-01-21,2.31,,,,,
1983-01-24,2.38,,,,,
1983-01-25,2.39,,,,,
1983-01-26,2.37,,,,,
1983-01-27,2.38,,,,,
1983-01-28,2.37,,,,,
1983-01-31,2.4,,,,,
1983-02-01,2.4,,,,,
1983-02-02,2.39,,,,,
1983-02-03,2.37,,,,,
1983-02-04,2.37,,,,,
1983-02-07,2.4,,,,,
1983-02-08,2.37,,,,,
1983-02-09,2.36,,,,,
1983-02-10,2.39,,,,,
1983-02-11,2.41,,,,,
1983-02-14,2.43,,,,,
1983-02-15,2.47,,,,,
1983-02-16,2.49,,,,,
1983-02-17,2.52,,,,,
1983-02-18,2.54,,,,,
1983-02-22,2.48,,,,,
1983-02-23,2.51,,,,,
1983-02-24,2.52,,,,,
1983-02-25,2.52,,,,,
1983-02-28,2.56,,,,,
1983-03-01,2.58,,,,,
1983-03-02,2.58,,,,,
1983-03-03,2.56,,,,,
1983-03-04,2.56,,,,,
1983-03-07,2.56,,,,,
1983-03-08,2.51,,,,,
1983-03-09,2.51,,,,,
1983-03-10,2.51,,,,,
1983-03-11,2.49,,,,,
1983-03-14,2.48,,,,,
1983-03-15,2.51,,,,,
1983-03-16,2.5,,,,,
1983-03-17,2.48,,,,,
1983-03-18,2.56,,,,,
1983-03-21,2.65,,,,,
1983-03-22,2.69,,,,,
1983-03-23,2.78,,,,,
1983-03-24,2.85,,,,,
1983-03-25,2.82,,,,,
1983-03-28,2.77,,,,,
1983-03-29,2.72,,,,,
1983-03-30,2.71,,,,,
1983-03-31,2.71,,,,,
1983-04-04,2.68,,,,,
1983-04-05,2.68,,,,,
1983-04-06,2.6,,,,,
1983-04-07,2.62,,,,,
1983-04-08,2.66,,,,,
1983-04-11,2.74,,,,,
1983-04-12,2.81,,,,,
1983-04-13,2.75,,,,,
1983-04-14,2.77,,,,,
1983-04-15,2.71,,,,,
1983-04-18,2.71,,,,,
1983-04-19,2.69,,,,,
1983-04-20,2.72,,,,,
1983-04-21,2.72,,,,,
1983-04-22,2.75,,,,,
1983-04-25,2.76,,,,,
1983-04-26,2.78,,,,,
1983-04-27,2.79,,,,,
1983-04-28,2.82,,,,,
1983-04-29,2.87,,,,,
1983-05-02,2.89,,,,,
1983-05-03,2.84,,,,,
1983-05-04,2.81,,,,,
1983-05-05,2.83,,,,,
1983-05-06,2.88,,,,,
1983-05-09,2.84,,,,,
1983-05-10,2.85,,,,,
1983-05-11,2.82,,,,,
1983-05-12,2.83,,,,,
1983-05-13,2.83,,,,,
1983-05-16,2.8,,,,,
1983-05-17,2.89,,,,,
1983-05-18,2.89,,,,,
1983-05-19,2.88,,,,,
1983-05-20,2.89,,,,,
1983-05-23,2.88,,,,,
1983-05-24,2.89,,,,,
1983-05-25,2.97,,,,,
1983-05-26,2.91,,,,,
1983-05-27,2.91,,,,,
1983-05-31,2.93,,,,,
1983-06-01,2.94,,,,,
1983-06-02,2.93,,,,,
1983-06-03,2.93,,,,,
1983-06-06,2.93,,,,,
1983-06-07,2.85,,,,,
1983-06-08,2.83,,,,,
1983-06-09,2.81,,,,,
1983-06-10,2.82,,,,,
1983-06-13,2.85,,,,,
1983-06-14,2.81,,,,,
1983-06-15,2.76,,,,,
1983-06-16,2.82,,,,,
1983-06-17,2.87,,,,,
1983-06-20,2.91,,,,,
1983-06-21,2.87,,,,,
1983-06-22,2.89,,,,,
1983-06-23,2.85,,,,,
1983-06-24,2.84,,,,,
1983-06-27,2.82,,,,,
1983-06-28,2.72,,,,,
1983-06-29,2.83,,,,,
1983-06-30,2.85,,,,,
1983-07-01,2.84,,,,,
1983-07-05,2.85,,,,,
1983-07-06,2.82,,,,,
1983-07-07,2.83,,,,,
1983-07-08,2.85,,,,,
1983-07-11,2.85,,,,,
1983-07-12,2.82,,,,,
1983-07-13,2.78,,,,,
1983-07-14,2.75,,,,,
1983-07-15,2.74,,,,,
1983-07-18,2.71,,,,,
1983-07-19,2.69,,,,,
1983-07-20,2.74,,,,,
1983-07-21,2.71,,,,,
1983-07-22,2.7,,,,,
1983-07-25,2.65,,,,,
1983-07-26,2.67,,,,,
1983-07-27,2.68,,,,,
1983-07-28,2.68,,,,,
1983-07-29,2.62,,,,,
1983-08-01,2.62,,,,,
1983-08-02,2.65,,,,,
1983-08-03,2.64,,,,,
1983-08-04,2.6,,,,,
1983-08-05,2.62,,,,,
1983-08-08,2.59,,,,,
1983-08-09,2.57,,,,,
1983-08-10,2.58,,,,,
1983-08-11,2.6,,,,,
1983-08-12,2.63,,,,,
1983-08-15,2.6,,,,,
1983-08-16,2.54,,,,,
1983-08-17,2.54,,,,,
1983-08-18,2.51,,,,,
1983-08-19,2.49,,,,,
1983-08-22,2.49,,,,,
1983-08-23,2.5,,,,,
