date,close price,PH_SHE,PH_TA,PH_TL,market cap,PB Ratio
1982-01-26,3.9,,,,,
1982-01-27,3.93,,,,,
1982-01-28,3.98,,,,,
1982-01-29,3.98,,,,,
1982-02-01,3.98,,,,,
1982-02-02,3.9,,,,,
1982-02-03,3.75,,,,,
1982-02-04,3.8,,,,,
1982-02-05,3.78,,,,,
1982-02-08,3.7,,,,,
1982-02-09,3.56,,,,,
1982-02-10,3.56,,,,,
1982-02-11,3.51,,,,,
1982-02-12,3.41,,,,,
1982-02-16,3.56,,,,,
1982-02-17,3.58,,,,,
1982-02-18,3.63,,,,,
1982-02-19,3.63,,,,,
1982-02-22,3.75,,,,,
1982-02-23,3.75,,,,,
1982-02-24,3.83,,,,,
1982-02-25,3.75,,,,,
1982-02-26,3.8,,,,,
1982-03-01,3.8,,,,,
1982-03-02,3.9,,,,,
1982-03-03,3.83,,,,,
1982-03-04,3.65,,,,,
1982-03-05,3.58,,,,,
1982-03-08,3.58,,,,,
1982-03-09,3.6,,,,,
1982-03-10,3.56,,,,,
1982-03-11,3.28,,,,,
1982-03-12,3.43,,,,,
1982-03-15,3.46,,,,,
1982-03-16,3.46,,,,,
1982-03-17,3.48,,,,,
1982-03-18,3.53,,,,,
1982-03-19,3.56,,,,,
1982-03-22,3.63,,,,,
1982-03-23,3.65,,,,,
1982-03-24,3.73,,,,,
1982-03-25,3.75,,,,,
1982-03-26,3.78,,,,,
1982-03-29,3.73,,,,,
1982-03-30,3.73,,,,,
1982-03-31,3.7,,,,,
1982-04-01,3.78,,,,,
1982-04-02,3.7,,,,,
1982-04-05,3.73,,,,,
1982-04-06,3.8,,,,,
1982-04-07,3.75,,,,,
1982-04-08,3.85,,,,,
1982-04-12,3.85,,,,,
1982-04-13,3.85,,,,,
1982-04-14,3.83,,,,,
1982-04-15,3.93,,,,,
1982-04-16,4.0,,,,,
1982-04-19,4.0,,,,,
1982-04-20,4.0,,,,,
1982-04-21,4.07,,,,,
1982-04-22,4.05,,,,,
1982-04-23,3.95,,,,,
1982-04-26,3.98,,,,,
1982-04-27,3.95,,,,,
1982-04-28,3.98,,,,,
1982-04-29,3.93,,,,,
1982-04-30,3.93,,,,,
1982-05-03,3.88,,,,,
1982-05-04,3.88,,,,,
1982-05-05,3.65,,,,,
1982-05-06,3.73,,,,,
1982-05-07,3.7,,,,,
1982-05-10,3.73,,,,,
1982-05-11,3.63,,,,,
1982-05-12,3.7,,,,,
1982-05-13,3.85,,,,,
1982-05-14,3.85,,,,,
1982-05-17,3.78,,,,,
1982-05-18,3.68,,,,,
1982-05-19,3.68,,,,,
1982-05-20,3.63,,,,,
1982-05-21,3.6,,,,,
1982-05-24,3.6,,,,,
1982-05-25,3.56,,,,,
1982-05-26,3.48,,,,,
1982-05-27,3.41,,,,,
1982-05-28,3.36,,,,,
1982-06-01,3.31,,,,,
1982-06-02,3.36,,,,,
1982-06-03,3.41,,,,,
1982-06-04,3.41,,,,,
1982-06-07,3.38,,,,,
1982-06-08,3.36,,,,,
1982-06-09,3.36,,,,,
1982-06-10,3.33,,,,,
1982-06-11,3.31,,,,,
1982-06-14,3.33,,,,,
1982-06-15,3.16,,,,,
1982-06-16,3.14,,,,,
1982-06-17,3.11,,,,,
1982-06-18,3.14,,,,,
1982-06-21,3.14,,,,,
1982-06-22,3.09,,,,,
1982-06-23,3.14,,,,,
1982-06-24,3.16,,,,,
1982-06-25,3.14,,,,,
1982-06-28,3.14,,,,,
1982-06-29,3.09,,,,,
1982-06-30,3.14,,,,,
1982-07-01,3.06,,,,,
1982-07-02,3.09,,,,,
1982-07-06,3.11,,,,,
1982-07-07,3.11,,,,,
1982-07-08,3.06,,,,,
1982-07-09,3.06,,,,,
1982-07-12,2.99,,,,,
1982-07-13,3.04,,,,,
1982-07-14,3.04,,,,,
1982-07-15,3.01,,,,,
1982-07-16,3.01,,,,,
1982-07-19,3.09,,,,,
1982-07-20,3.16,,,,,
1982-07-21,3.16,,,,,
1982-07-22,3.11,,,,,
1982-07-23,3.09,,,,,
1982-07-26,3.06,,,,,
1982-07-27,3.04,,,,,
1982-07-28,3.06,,,,,
1982-07-29,3.11,,,,,
1982-07-30,3.14,,,,,
1982-08-02,3.11,,,,,
1982-08-03,3.19,,,,,
1982-08-04,3.11,,,,,
1982-08-05,3.21,,,,,
1982-08-06,3.06,,,,,
1982-08-09,3.11,,,,,
1982-08-10,3.01,,,,,
1982-08-11,3.01,,,,,
1982-08-12,2.96,,,,,
1982-08-13,2.99,,,,,
1982-08-16,3.01,,,,,
1982-08-17,3.01,,,,,
1982-08-18,3.04,,,,,
1982-08-19,2.96,,,,,
1982-08-20,3.04,,,,,
1982-08-23,3.16,,,,,
1982-08-24,3.36,,,,,
1982-08-25,3.68,,,,,
1982-08-26,3.63,,,,,
1982-08-27,3.51,,,,,
1982-08-30,3.46,,,,,
1982-08-31,3.63,,,,,
1982-09-01,3.6,,,,,
1982-09-02,3.6,,,,,
1982-09-03,3.73,,,,,
1982-09-07,3.75,,,,,
1982-09-08,3.75,,,,,
1982-09-09,3.73,,,,,
1982-09-10,3.7,,,,,
1982-09-13,3.83,,,,,
1982-09-14,3.9,,,,,
1982-09-15,3.95,,,,,
1982-09-16,3.93,,,,,
1982-09-17,3.8,,,,,
1982-09-20,3.73,,,,,
1982-09-21,3.83,,,,,
1982-09-22,3.78,,,,,
1982-09-23,3.78,,,,,
1982-09-24,3.83,,,,,
1982-09-27,3.78,,,,,
1982-09-28,3.78,,,,,
1982-09-29,3.56,,,,,
1982-09-30,3.53,,,,,
1982-10-01,3.63,,,,,
1982-10-04,3.6,,,,,
1982-10-05,3.75,,,,,
1982-10-06,3.75,,,,,
1982-10-07,3.75,,,,,
1982-10-08,3.88,,,,,
1982-10-11,3.9,,,,,
1982-10-12,4.07,,,,,
1982-10-13,4.12,,,,,
1982-10-14,4.07,,,,,
1982-10-15,4.05,,,,,
1982-10-18,4.15,,,,,
1982-10-19,4.17,,,,,
1982-10-20,4.15,,,,,
1982-10-21,4.2,,,,,
1982-10-22,4.12,,,,,
1982-10-25,4.05,,,,,
1982-10-26,3.9,,,,,
1982-10-27,3.95,,,,,
1982-10-28,3.9,,,,,
1982-10-29,3.85,,,,,
1982-11-01,3.85,,,,,
1982-11-02,3.9,,,,,
1982-11-03,4.15,,,,,
1982-11-04,4.4,,,,,
1982-11-05,4.44,,,,,
1982-11-08,4.35,,,,,
1982-11-09,4.52,,,,,
1982-11-10,4.37,,,,,
1982-11-11,4.35,,,,,
1982-11-12,4.42,,,,,
1982-11-15,4.3,,,,,
1982-11-16,4.27,,,,,
1982-11-17,4.44,,,,,
1982-11-18,4.44,,,,,
1982-11-19,4.42,,,,,
1982-11-22,4.42,,,,,
1982-11-23,4.25,,,,,
1982-11-24,4.3,,,,,
1982-11-26,4.22,,,,,
1982-11-29,4.35,,,,,
1982-11-30,4.59,,,,,
1982-12-01,4.42,,,,,
1982-12-02,4.4,,,,,
1982-12-03,4.35,,,,,
1982-12-06,4.3,,,,,
1982-12-07,4.4,,,,,
1982-12-08,4.35,,,,,
1982-12-09,4.2,,,,,
1982-12-10,4.15,,,,,
1982-12-13,4.07,,,,,
1982-12-14,4.0,,,,,
1982-12-15,3.83,,,,,
1982-12-16,3.95,,,,,
1982-12-17,3.93,,,,,
1982-12-20,3.9,,,,,
1982-12-21,4.07,,,,,
1982-12-22,4.17,,,,,
1982-12-23,4.15,,,,,
1982-12-27,4.22,,,,,
1982-12-28,4.15,,,,,
1982-12-29,4.15,,,,,
1982-12-30,4.15,,,,,
1982-12-31,4.22,,,,,
1983-01-03,4.07,,,,,
1983-01-04,4.07,,,,,
1983-01-05,4.15,,,,,
1983-01-06,4.54,,,,,
1983-01-07,4.42,,,,,
1983-01-10,4.74,,,,,
1983-01-11,4.89,,,,,
1983-01-12,4.86,,,,,
1983-01-13,4.86,,,,,
1983-01-14,4.94,,,,,
1983-01-17,5.14,,,,,
1983-01-18,4.99,,,,,
1983-01-19,4.84,,,,,
1983-01-20,4.81,,,,,
1983-01-21,4.69,,,,,
1983-01-24,4.52,,,,,
1983-01-25,4.64,,,,,
1983-01-26,4.84,,,,,
1983-01-27,4.86,,,,,
1983-01-28,4.99,,,,,
1983-01-31,4.79,,,,,
1983-02-01,4.74,,,,,
1983-02-02,4.81,,,,,
1983-02-03,5.04,,,,,
1983-02-04,4.96,,,,,
1983-02-07,4.99,,,,,
1983-02-08,4.99,,,,,
1983-02-09,4.91,,,,,
1983-02-10,4.99,,,,,
1983-02-11,5.04,,,,,
1983-02-14,5.19,,,,,
1983-02-15,5.26,,,,,
1983-02-16,5.23,,,,,
1983-02-17,5.28,,,,,
1983-02-18,5.28,,,,,
1983-02-22,5.26,,,,,
1983-02-23,5.36,,,,,
1983-02-24,5.36,,,,,
1983-02-25,5.33,,,,,
1983-02-28,5.28,,,,,
1983-03-01,5.33,,,,,
1983-03-02,5.26,,,,,
1983-03-03,5.28,,,,,
1983-03-04,5.46,,,,,
1983-03-07,5.33,,,,,
1983-03-08,5.41,,,,,
1983-03-09,5.53,,,,,
1983-03-10,5.6,,,,,
1983-03-11,5.58,,,,,
1983-03-14,5.48,,,,,
1983-03-15,5.43,,,,,
1983-03-16,5.48,,,,,
1983-03-17,5.38,,,,,
1983-03-18,5.26,,,,,
1983-03-21,4.89,,,,,
1983-03-22,5.14,,,,,
1983-03-23,5.33,,,,,
1983-03-24,5.38,,,,,
1983-03-25,5.31,,,,,
1983-03-28,5.28,,,,,
1983-03-29,5.33,,,,,
1983-03-30,5.26,,,,,
1983-03-31,5.36,,,,,
1983-04-04,5.33,,,,,
1983-04-05,5.33,,,,,
1983-04-06,5.33,,,,,
1983-04-07,5.36,,,,,
1983-04-08,5.48,,,,,
1983-04-11,5.63,,,,,
1983-04-12,5.75,,,,,
1983-04-13,5.8,,,,,
1983-04-14,5.85,,,,,
1983-04-15,5.73,,,,,
1983-04-18,5.68,,,,,
1983-04-19,5.65,,,,,
1983-04-20,5.7,,,,,
1983-04-21,5.65,,,,,
1983-04-22,5.53,,,,,
1983-04-25,5.58,,,,,
1983-04-26,5.51,,,,,
1983-04-27,5.33,,,,,
1983-04-28,5.38,,,,,
1983-04-29,5.43,,,,,
1983-05-02,5.28,,,,,
1983-05-03,5.14,,,,,
1983-05-04,5.23,,,,,
1983-05-05,5.23,,,,,
1983-05-06,5.43,,,,,
1983-05-09,5.46,,,,,
1983-05-10,5.51,,,,,
1983-05-11,5.48,,,,,
1983-05-12,5.36,,,,,
1983-05-13,5.41,,,,,
1983-05-16,5.38,,,,,
1983-05-17,5.33,,,,,
1983-05-18,5.48,,,,,
1983-05-19,5.19,,,,,
1983-05-20,5.33,,,,,
1983-05-23,5.28,,,,,
1983-05-24,5.41,,,,,
1983-05-25,5.53,,,,,
1983-05-26,5.48,,,,,
1983-05-27,5.48,,,,,
1983-05-31,5.41,,,,,
1983-06-01,5.31,,,,,
1983-06-02,5.33,,,,,
1983-06-03,5.26,,,,,
1983-06-06,5.23,,,,,
1983-06-07,5.14,,,,,
1983-06-08,4.96,,,,,
1983-06-09,5.11,,,,,
1983-06-10,5.23,,,,,
1983-06-13,5.41,,,,,
1983-06-14,5.38,,,,,
1983-06-15,5.36,,,,,
1983-06-16,5.58,,,,,
1983-06-17,5.93,,,,,
1983-06-20,5.95,,,,,
1983-06-21,5.93,,,,,
1983-06-22,5.93,,,,,
1983-06-23,5.9,,,,,
1983-06-24,5.9,,,,,
1983-06-27,5.8,,,,,
1983-06-28,5.83,,,,,
1983-06-29,5.83,,,,,
1983-06-30,5.9,,,,,
1983-07-01,5.9,,,,,
1983-07-05,5.73,,,,,
1983-07-06,5.75,,,,,
1983-07-07,5.93,,,,,
1983-07-08,5.8,,,,,
1983-07-11,5.88,,,,,
1983-07-12,5.83,,,,,
1983-07-13,5.93,,,,,
1983-07-14,5.9,,,,,
1983-07-15,5.78,,,,,
1983-07-18,5.8,,,,,
1983-07-19,5.65,,,,,
1983-07-20,5.73,,,,,
1983-07-21,5.85,,,,,
1983-07-22,5.83,,,,,
1983-07-25,5.88,,,,,
1983-07-26,6.1,,,,,
1983-07-27,6.12,,,,,
1983-07-28,6.05,,,,,
1983-07-29,5.98,,,,,
1983-08-01,5.65,,,,,
1983-08-02,5.68,,,,,
1983-08-03,5.7,,,,,
1983-08-04,5.65,,,,,
1983-08-05,5.53,,,,,
1983-08-08,5.48,,,,,
1983-08-09,5.43,,,,,
1983-08-10,5.46,,,,,
1983-08-11,5.28,,,,,
1983-08-12,5.31,,,,,
1983-08-15,5.43,,,,,
1983-08-16,5.43,,,,,
1983-08-17,5.46,,,,,
1983-08-18,5.46,,,,,
1983-08-19,5.51,,,,,
1983-08-22,5.46,,,,,
1983-08-23,5.36,,,,,
