date,close price,IBM_SHE,IBM_TA,IBM_TL,market cap,PB Ratio
1962-07-24,4.84,,,,,
1962-07-25,4.9,,,,,
1962-07-26,4.93,,,,,
1962-07-27,5.01,,,,,
1962-07-30,5.17,,,,,
1962-07-31,5.16,,,,,
1962-08-01,5.02,,,,,
1962-08-02,5.14,,,,,
1962-08-03,5.13,,,,,
1962-08-06,5.07,,,,,
1962-08-07,4.98,,,,,
1962-08-08,5.09,,,,,
1962-08-09,5.02,,,,,
1962-08-10,5.01,,,,,
1962-08-13,5.05,,,,,
1962-08-14,5.15,,,,,
1962-08-15,5.15,,,,,
1962-08-16,5.15,,,,,
1962-08-17,5.19,,,,,
1962-08-20,5.25,,,,,
1962-08-21,5.24,,,,,
1962-08-22,5.45,,,,,
1962-08-23,5.47,,,,,
1962-08-24,5.45,,,,,
1962-08-27,5.44,,,,,
1962-08-28,5.25,,,,,
1962-08-29,5.21,,,,,
1962-08-30,5.17,,,,,
1962-08-31,5.28,,,,,
1962-09-04,5.17,,,,,
1962-09-05,5.11,,,,,
1962-09-06,5.17,,,,,
1962-09-07,5.1,,,,,
1962-09-10,5.12,,,,,
1962-09-11,5.09,,,,,
1962-09-12,5.12,,,,,
1962-09-13,5.11,,,,,
1962-09-14,5.18,,,,,
1962-09-17,5.27,,,,,
1962-09-18,5.23,,,,,
1962-09-19,5.15,,,,,
1962-09-20,5.1,,,,,
1962-09-21,5.02,,,,,
1962-09-24,4.83,,,,,
1962-09-25,4.92,,,,,
1962-09-26,4.74,,,,,
1962-09-27,4.67,,,,,
1962-09-28,4.71,,,,,
1962-10-01,4.54,,,,,
1962-10-02,4.67,,,,,
1962-10-03,4.65,,,,,
1962-10-04,4.77,,,,,
1962-10-05,4.8,,,,,
1962-10-08,4.8,,,,,
1962-10-09,4.88,,,,,
1962-10-10,4.79,,,,,
1962-10-11,4.75,,,,,
1962-10-12,4.74,,,,,
1962-10-15,4.89,,,,,
1962-10-16,4.77,,,,,
1962-10-17,4.82,,,,,
1962-10-18,4.74,,,,,
1962-10-19,4.64,,,,,
1962-10-22,4.57,,,,,
1962-10-23,4.4,,,,,
1962-10-24,4.53,,,,,
1962-10-25,4.51,,,,,
1962-10-26,4.42,,,,,
1962-10-29,4.59,,,,,
1962-10-30,4.69,,,,,
1962-10-31,4.61,,,,,
1962-11-01,4.69,,,,,
1962-11-02,4.76,,,,,
1962-11-05,4.82,,,,,
1962-11-07,4.82,,,,,
1962-11-08,4.74,,,,,
1962-11-09,4.82,,,,,
1962-11-12,4.98,,,,,
1962-11-13,4.89,,,,,
1962-11-14,4.99,,,,,
1962-11-15,4.97,,,,,
1962-11-16,5.05,,,,,
1962-11-19,4.96,,,,,
1962-11-20,5.02,,,,,
1962-11-21,5.03,,,,,
1962-11-23,5.17,,,,,
1962-11-26,5.18,,,,,
1962-11-27,5.26,,,,,
1962-11-28,5.3,,,,,
1962-11-29,5.35,,,,,
1962-11-30,5.31,,,,,
1962-12-03,5.22,,,,,
1962-12-04,5.34,,,,,
1962-12-05,5.32,,,,,
1962-12-06,5.31,,,,,
1962-12-07,5.3,,,,,
1962-12-10,5.19,,,,,
1962-12-11,5.17,,,,,
1962-12-12,5.25,,,,,
1962-12-13,5.17,,,,,
1962-12-14,5.19,,,,,
1962-12-17,5.13,,,,,
1962-12-18,5.1,,,,,
1962-12-19,5.23,,,,,
1962-12-20,5.23,,,,,
1962-12-21,5.14,,,,,
1962-12-24,5.25,,,,,
1962-12-26,5.25,,,,,
1962-12-27,5.21,,,,,
1962-12-28,5.23,,,,,
1962-12-31,5.2,,,,,
1963-01-02,5.13,,,,,
1963-01-03,5.29,,,,,
1963-01-04,5.29,,,,,
1963-01-07,5.25,,,,,
1963-01-08,5.38,,,,,
1963-01-09,5.38,,,,,
1963-01-10,5.42,,,,,
1963-01-11,5.44,,,,,
1963-01-14,5.52,,,,,
1963-01-15,5.53,,,,,
1963-01-16,5.45,,,,,
1963-01-17,5.52,,,,,
1963-01-18,5.5,,,,,
1963-01-21,5.52,,,,,
1963-01-22,5.53,,,,,
1963-01-23,5.52,,,,,
1963-01-24,5.55,,,,,
1963-01-25,5.58,,,,,
1963-01-28,5.66,,,,,
1963-01-29,5.62,,,,,
1963-01-30,5.59,,,,,
1963-01-31,5.65,,,,,
1963-02-01,5.65,,,,,
1963-02-04,5.6,,,,,
1963-02-05,5.61,,,,,
1963-02-06,5.58,,,,,
1963-02-07,5.59,,,,,
1963-02-08,5.6,,,,,
1963-02-11,5.57,,,,,
1963-02-12,5.58,,,,,
1963-02-13,5.57,,,,,
1963-02-14,5.57,,,,,
1963-02-15,5.58,,,,,
1963-02-18,5.57,,,,,
1963-02-19,5.53,,,,,
1963-02-20,5.48,,,,,
1963-02-21,5.47,,,,,
1963-02-25,5.39,,,,,
1963-02-26,5.42,,,,,
1963-02-27,5.4,,,,,
1963-02-28,5.33,,,,,
1963-03-01,5.3,,,,,
1963-03-04,5.38,,,,,
1963-03-05,5.36,,,,,
1963-03-06,5.4,,,,,
1963-03-07,5.45,,,,,
1963-03-08,5.45,,,,,
1963-03-11,5.44,,,,,
1963-03-12,5.44,,,,,
1963-03-13,5.45,,,,,
1963-03-14,5.47,,,,,
1963-03-15,5.51,,,,,
1963-03-18,5.46,,,,,
1963-03-19,5.47,,,,,
1963-03-20,5.52,,,,,
1963-03-21,5.48,,,,,
1963-03-22,5.52,,,,,
1963-03-25,5.51,,,,,
1963-03-26,5.55,,,,,
1963-03-27,5.61,,,,,
1963-03-28,5.61,,,,,
1963-03-29,5.61,,,,,
1963-04-01,5.61,,,,,
1963-04-02,5.57,,,,,
1963-04-03,5.63,,,,,
1963-04-04,5.72,,,,,
1963-04-05,5.89,,,,,
1963-04-08,6.0,,,,,
1963-04-09,5.93,,,,,
1963-04-10,5.9,,,,,
1963-04-11,5.95,,,,,
1963-04-15,5.95,,,,,
1963-04-16,5.9,,,,,
1963-04-17,5.87,,,,,
1963-04-18,5.87,,,,,
1963-04-19,6.0,,,,,
1963-04-22,6.09,,,,,
1963-04-23,6.15,,,,,
1963-04-24,6.17,,,,,
1963-04-25,6.2,,,,,
1963-04-26,6.27,,,,,
1963-04-29,6.25,,,,,
1963-04-30,6.18,,,,,
1963-05-01,6.2,,,,,
1963-05-02,6.25,,,,,
1963-05-03,6.21,,,,,
1963-05-06,6.11,,,,,
1963-05-07,6.14,,,,,
1963-05-08,6.27,,,,,
1963-05-09,6.27,,,,,
1963-05-10,6.33,,,,,
1963-05-13,6.28,,,,,
1963-05-14,6.27,,,,,
1963-05-15,6.29,,,,,
1963-05-16,6.27,,,,,
1963-05-17,6.23,,,,,
1963-05-20,6.17,,,,,
1963-05-21,6.23,,,,,
1963-05-22,6.21,,,,,
1963-05-23,6.19,,,,,
1963-05-24,6.17,,,,,
1963-05-27,6.11,,,,,
1963-05-28,6.13,,,,,
1963-05-29,6.27,,,,,
1963-05-31,6.36,,,,,
1963-06-03,6.31,,,,,
1963-06-04,6.32,,,,,
1963-06-05,6.27,,,,,
1963-06-06,6.27,,,,,
1963-06-07,6.24,,,,,
1963-06-10,6.16,,,,,
1963-06-11,6.2,,,,,
1963-06-12,6.24,,,,,
1963-06-13,6.18,,,,,
1963-06-14,6.18,,,,,
1963-06-17,6.12,,,,,
1963-06-18,6.11,,,,,
1963-06-19,6.09,,,,,
1963-06-20,6.06,,,,,
1963-06-21,6.07,,,,,
1963-06-24,5.99,,,,,
1963-06-25,5.96,,,,,
1963-06-26,5.85,,,,,
1963-06-27,5.79,,,,,
1963-06-28,5.82,,,,,
1963-07-01,5.69,,,,,
1963-07-02,5.85,,,,,
1963-07-03,5.89,,,,,
1963-07-05,5.93,,,,,
1963-07-08,5.81,,,,,
1963-07-09,5.88,,,,,
1963-07-10,5.83,,,,,
1963-07-11,5.79,,,,,
1963-07-12,5.75,,,,,
1963-07-15,5.77,,,,,
1963-07-16,5.8,,,,,
1963-07-17,5.77,,,,,
1963-07-18,5.73,,,,,
1963-07-19,5.72,,,,,
1963-07-22,5.71,,,,,
1963-07-23,5.69,,,,,
1963-07-24,5.71,,,,,
1963-07-25,5.72,,,,,
1963-07-26,5.75,,,,,
1963-07-29,5.77,,,,,
1963-07-30,5.91,,,,,
1963-07-31,5.79,,,,,
1963-08-01,5.8,,,,,
1963-08-02,5.76,,,,,
1963-08-05,5.84,,,,,
1963-08-06,5.89,,,,,
1963-08-07,5.83,,,,,
1963-08-08,5.85,,,,,
1963-08-09,5.91,,,,,
1963-08-12,5.94,,,,,
1963-08-13,6.06,,,,,
1963-08-14,6.09,,,,,
1963-08-15,6.05,,,,,
1963-08-16,6.03,,,,,
1963-08-19,6.03,,,,,
1963-08-20,5.95,,,,,
1963-08-21,5.98,,,,,
1963-08-22,6.03,,,,,
1963-08-23,5.98,,,,,
1963-08-26,6.0,,,,,
1963-08-27,5.89,,,,,
1963-08-28,5.91,,,,,
1963-08-29,5.9,,,,,
1963-08-30,5.93,,,,,
1963-09-03,5.97,,,,,
1963-09-04,5.97,,,,,
1963-09-05,6.01,,,,,
1963-09-06,6.11,,,,,
1963-09-09,6.09,,,,,
1963-09-10,6.11,,,,,
1963-09-11,6.09,,,,,
1963-09-12,6.09,,,,,
1963-09-13,6.07,,,,,
1963-09-16,6.07,,,,,
1963-09-17,6.07,,,,,
1963-09-18,6.0,,,,,
1963-09-19,6.06,,,,,
1963-09-20,6.09,,,,,
1963-09-23,6.06,,,,,
1963-09-24,6.17,,,,,
1963-09-25,6.11,,,,,
1963-09-26,6.0,,,,,
1963-09-27,5.98,,,,,
1963-09-30,6.03,,,,,
1963-10-01,6.0,,,,,
1963-10-02,5.99,,,,,
1963-10-03,6.09,,,,,
1963-10-04,6.15,,,,,
1963-10-07,6.26,,,,,
1963-10-08,6.17,,,,,
1963-10-09,6.17,,,,,
1963-10-10,6.21,,,,,
1963-10-11,6.25,,,,,
1963-10-14,6.35,,,,,
1963-10-15,6.37,,,,,
1963-10-16,6.54,,,,,
1963-10-17,6.56,,,,,
1963-10-18,6.6,,,,,
1963-10-21,6.59,,,,,
1963-10-22,6.48,,,,,
1963-10-23,6.44,,,,,
1963-10-24,6.47,,,,,
1963-10-25,6.58,,,,,
1963-10-28,6.63,,,,,
1963-10-29,6.55,,,,,
1963-10-30,6.46,,,,,
1963-10-31,6.59,,,,,
1963-11-01,6.51,,,,,
1963-11-04,6.45,,,,,
1963-11-06,6.4,,,,,
1963-11-07,6.42,,,,,
1963-11-08,6.46,,,,,
1963-11-11,6.49,,,,,
1963-11-12,6.51,,,,,
1963-11-13,6.53,,,,,
1963-11-14,6.49,,,,,
1963-11-15,6.47,,,,,
1963-11-18,6.41,,,,,
1963-11-19,6.3,,,,,
1963-11-20,6.29,,,,,
1963-11-21,6.19,,,,,
1963-11-22,6.2,,,,,
1963-11-26,6.28,,,,,
1963-11-27,6.37,,,,,
1963-11-29,6.47,,,,,
1963-12-02,6.56,,,,,
1963-12-03,6.53,,,,,
1963-12-04,6.44,,,,,
1963-12-05,6.5,,,,,
1963-12-06,6.46,,,,,
1963-12-09,6.45,,,,,
1963-12-10,6.41,,,,,
1963-12-11,6.4,,,,,
1963-12-12,6.34,,,,,
1963-12-13,6.34,,,,,
1963-12-16,6.35,,,,,
1963-12-17,6.45,,,,,
1963-12-18,6.45,,,,,
1963-12-19,6.44,,,,,
1963-12-20,6.45,,,,,
1963-12-23,6.44,,,,,
1963-12-24,6.46,,,,,
1963-12-26,6.54,,,,,
1963-12-27,6.58,,,,,
1963-12-30,6.65,,,,,
1963-12-31,6.76,,,,,
1964-01-02,6.89,,,,,
1964-01-03,6.8,,,,,
1964-01-06,6.82,,,,,
1964-01-07,6.77,,,,,
1964-01-08,6.84,,,,,
1964-01-09,7.05,,,,,
1964-01-10,7.11,,,,,
1964-01-13,7.15,,,,,
1964-01-14,7.13,,,,,
1964-01-15,7.48,,,,,
1964-01-16,7.33,,,,,
1964-01-17,7.37,,,,,
1964-01-20,7.36,,,,,
1964-01-21,7.23,,,,,
1964-01-22,7.29,,,,,
1964-01-23,7.33,,,,,
1964-01-24,7.28,,,,,
1964-01-27,7.2,,,,,
1964-01-28,7.12,,,,,
1964-01-29,6.99,,,,,
1964-01-30,7.05,,,,,
1964-01-31,7.23,,,,,
1964-02-03,7.21,,,,,
1964-02-04,7.19,,,,,
1964-02-05,7.15,,,,,
1964-02-06,7.15,,,,,
1964-02-07,7.16,,,,,
1964-02-10,7.2,,,,,
1964-02-11,7.23,,,,,
1964-02-12,7.28,,,,,
1964-02-13,7.39,,,,,
1964-02-14,7.41,,,,,
1964-02-17,7.37,,,,,
1964-02-18,7.39,,,,,
1964-02-19,7.39,,,,,
1964-02-20,7.41,,,,,
1964-02-24,7.42,,,,,
1964-02-25,7.6,,,,,
1964-02-26,7.67,,,,,
1964-02-27,7.55,,,,,
1964-02-28,7.59,,,,,
1964-03-02,7.53,,,,,
1964-03-03,7.52,,,,,
1964-03-04,7.44,,,,,
1964-03-05,7.5,,,,,
1964-03-06,7.57,,,,,
1964-03-09,7.57,,,,,
1964-03-10,7.58,,,,,
1964-03-11,7.67,,,,,
1964-03-12,7.8,,,,,
1964-03-13,7.85,,,,,
1964-03-16,7.79,,,,,
1964-03-17,7.78,,,,,
1964-03-18,7.73,,,,,
1964-03-19,7.7,,,,,
1964-03-20,7.66,,,,,
1964-03-23,7.73,,,,,
1964-03-24,7.76,,,,,
1964-03-25,7.82,,,,,
1964-03-26,7.85,,,,,
1964-03-30,7.85,,,,,
1964-03-31,7.92,,,,,
1964-04-01,7.94,,,,,
1964-04-02,7.97,,,,,
1964-04-03,7.98,,,,,
1964-04-06,7.96,,,,,
1964-04-07,7.84,,,,,
1964-04-08,7.79,,,,,
1964-04-09,7.8,,,,,
1964-04-10,7.96,,,,,
1964-04-13,7.87,,,,,
1964-04-14,7.81,,,,,
1964-04-15,7.79,,,,,
1964-04-16,7.76,,,,,
1964-04-17,7.81,,,,,
1964-04-20,7.76,,,,,
1964-04-21,7.87,,,,,
1964-04-22,7.92,,,,,
1964-04-23,7.79,,,,,
1964-04-24,7.77,,,,,
1964-04-27,7.75,,,,,
1964-04-28,7.78,,,,,
1964-04-29,7.69,,,,,
1964-04-30,7.6,,,,,
1964-05-01,7.73,,,,,
1964-05-04,7.79,,,,,
1964-05-05,7.8,,,,,
1964-05-06,7.79,,,,,
1964-05-07,7.78,,,,,
1964-05-08,7.79,,,,,
1964-05-11,7.79,,,,,
1964-05-12,7.82,,,,,
1964-05-13,7.83,,,,,
1964-05-14,7.79,,,,,
1964-05-15,7.83,,,,,
1964-05-18,7.88,,,,,
1964-05-19,7.97,,,,,
1964-05-20,8.09,,,,,
1964-05-21,8.15,,,,,
1964-05-22,8.18,,,,,
1964-05-25,8.06,,,,,
1964-05-26,8.03,,,,,
1964-05-27,7.94,,,,,
1964-05-28,8.0,,,,,
1964-06-01,7.89,,,,,
1964-06-02,7.93,,,,,
1964-06-03,7.83,,,,,
1964-06-04,7.7,,,,,
1964-06-05,7.73,,,,,
1964-06-08,7.68,,,,,
1964-06-09,7.83,,,,,
1964-06-10,7.78,,,,,
1964-06-11,7.82,,,,,
1964-06-12,7.88,,,,,
1964-06-15,7.93,,,,,
1964-06-16,7.99,,,,,
1964-06-17,8.03,,,,,
1964-06-18,7.96,,,,,
1964-06-19,7.99,,,,,
1964-06-22,8.01,,,,,
1964-06-23,7.98,,,,,
1964-06-24,8.02,,,,,
1964-06-25,8.02,,,,,
1964-06-26,7.97,,,,,
1964-06-29,7.95,,,,,
1964-06-30,7.95,,,,,
1964-07-01,8.02,,,,,
1964-07-02,8.07,,,,,
1964-07-06,8.13,,,,,
1964-07-07,8.18,,,,,
1964-07-08,8.15,,,,,
1964-07-09,8.13,,,,,
1964-07-10,8.04,,,,,
1964-07-13,8.03,,,,,
1964-07-14,7.87,,,,,
1964-07-15,7.95,,,,,
1964-07-16,7.98,,,,,
1964-07-17,7.98,,,,,
1964-07-20,7.9,,,,,
1964-07-21,7.87,,,,,
1964-07-22,7.86,,,,,
1964-07-23,7.83,,,,,
1964-07-24,7.73,,,,,
1964-07-27,7.69,,,,,
1964-07-28,7.68,,,,,
1964-07-29,7.74,,,,,
1964-07-30,7.69,,,,,
1964-07-31,7.7,,,,,
1964-08-03,7.66,,,,,
1964-08-04,7.4,,,,,
1964-08-05,7.52,,,,,
1964-08-06,7.41,,,,,
1964-08-07,7.48,,,,,
1964-08-10,7.48,,,,,
1964-08-11,7.43,,,,,
1964-08-12,7.48,,,,,
1964-08-13,7.54,,,,,
1964-08-14,7.45,,,,,
1964-08-17,7.46,,,,,
1964-08-18,7.46,,,,,
1964-08-19,7.39,,,,,
1964-08-20,7.23,,,,,
1964-08-21,7.32,,,,,
1964-08-24,7.25,,,,,
1964-08-25,7.14,,,,,
1964-08-26,7.13,,,,,
1964-08-27,7.17,,,,,
1964-08-28,7.3,,,,,
1964-08-31,7.34,,,,,
1964-09-01,7.35,,,,,
1964-09-02,7.37,,,,,
1964-09-03,7.4,,,,,
1964-09-04,7.4,,,,,
1964-09-08,7.34,,,,,
1964-09-09,7.25,,,,,
1964-09-10,7.1,,,,,
1964-09-11,7.09,,,,,
1964-09-14,6.87,,,,,
1964-09-15,6.94,,,,,
1964-09-16,7.11,,,,,
1964-09-17,7.23,,,,,
1964-09-18,7.09,,,,,
1964-09-21,7.11,,,,,
1964-09-22,7.09,,,,,
1964-09-23,7.17,,,,,
1964-09-24,7.2,,,,,
1964-09-25,7.31,,,,,
1964-09-28,7.25,,,,,
1964-09-29,7.29,,,,,
1964-09-30,7.28,,,,,
1964-10-01,7.25,,,,,
1964-10-02,7.22,,,,,
1964-10-05,7.17,,,,,
1964-10-06,7.08,,,,,
1964-10-07,7.09,,,,,
1964-10-08,7.14,,,,,
1964-10-09,7.18,,,,,
1964-10-12,7.13,,,,,
1964-10-13,7.02,,,,,
1964-10-14,7.03,,,,,
1964-10-15,7.09,,,,,
1964-10-16,7.18,,,,,
1964-10-19,7.13,,,,,
1964-10-20,7.07,,,,,
1964-10-21,7.08,,,,,
1964-10-22,7.05,,,,,
1964-10-23,7.02,,,,,
1964-10-26,6.92,,,,,
1964-10-27,6.94,,,,,
1964-10-28,6.98,,,,,
1964-10-29,7.01,,,,,
1964-10-30,7.0,,,,,
1964-11-02,6.95,,,,,
1964-11-04,6.95,,,,,
1964-11-05,6.98,,,,,
1964-11-06,6.98,,,,,
1964-11-09,6.98,,,,,
1964-11-10,6.98,,,,,
1964-11-11,6.98,,,,,
1964-11-12,6.99,,,,,
1964-11-13,7.1,,,,,
1964-11-16,7.2,,,,,
1964-11-17,7.18,,,,,
1964-11-18,7.02,,,,,
1964-11-19,7.02,,,,,
1964-11-20,7.1,,,,,
1964-11-23,7.05,,,,,
1964-11-24,6.98,,,,,
1964-11-25,6.95,,,,,
1964-11-27,6.94,,,,,
1964-11-30,6.88,,,,,
1964-12-01,6.79,,,,,
1964-12-02,6.8,,,,,
1964-12-03,6.88,,,,,
1964-12-04,6.95,,,,,
1964-12-07,6.94,,,,,
1964-12-08,6.8,,,,,
1964-12-09,6.79,,,,,
1964-12-10,6.82,,,,,
1964-12-11,6.89,,,,,
1964-12-14,6.85,,,,,
1964-12-15,6.84,,,,,
1964-12-16,6.85,,,,,
1964-12-17,6.88,,,,,
1964-12-18,6.92,,,,,
1964-12-21,6.92,,,,,
1964-12-22,6.9,,,,,
1964-12-23,6.85,,,,,
1964-12-24,6.89,,,,,
1964-12-28,6.88,,,,,
1964-12-29,6.84,,,,,
1964-12-30,6.85,,,,,
1964-12-31,6.83,,,,,
1965-01-04,6.75,,,,,
1965-01-05,6.74,,,,,
1965-01-06,6.81,,,,,
1965-01-07,6.96,,,,,
1965-01-08,7.08,,,,,
1965-01-11,7.04,,,,,
1965-01-12,7.05,,,,,
1965-01-13,7.07,,,,,
1965-01-14,7.13,,,,,
1965-01-15,7.25,,,,,
1965-01-18,7.34,,,,,
1965-01-19,7.4,,,,,
1965-01-20,7.4,,,,,
1965-01-21,7.38,,,,,
1965-01-22,7.45,,,,,
1965-01-25,7.43,,,,,
1965-01-26,7.39,,,,,
1965-01-27,7.48,,,,,
1965-01-28,7.48,,,,,
1965-01-29,7.48,,,,,
1965-02-01,7.43,,,,,
1965-02-02,7.41,,,,,
1965-02-03,7.37,,,,,
1965-02-04,7.48,,,,,
1965-02-05,7.43,,,,,
1965-02-08,7.35,,,,,
1965-02-09,7.44,,,,,
1965-02-10,7.33,,,,,
1965-02-11,7.33,,,,,
1965-02-12,7.35,,,,,
1965-02-15,7.22,,,,,
1965-02-16,7.17,,,,,
1965-02-17,7.21,,,,,
1965-02-18,7.39,,,,,
1965-02-19,7.46,,,,,
1965-02-23,7.47,,,,,
1965-02-24,7.49,,,,,
1965-02-25,7.58,,,,,
1965-02-26,7.6,,,,,
1965-03-01,7.59,,,,,
1965-03-02,7.6,,,,,
1965-03-03,7.56,,,,,
1965-03-04,7.48,,,,,
1965-03-05,7.53,,,,,
1965-03-08,7.57,,,,,
1965-03-09,7.67,,,,,
1965-03-10,7.62,,,,,
1965-03-11,7.66,,,,,
1965-03-12,7.74,,,,,
1965-03-15,7.79,,,,,
1965-03-16,7.73,,,,,
1965-03-17,7.72,,,,,
1965-03-18,7.74,,,,,
1965-03-19,7.72,,,,,
1965-03-22,7.73,,,,,
1965-03-23,7.69,,,,,
1965-03-24,7.65,,,,,
1965-03-25,7.6,,,,,
1965-03-26,7.48,,,,,
1965-03-29,7.58,,,,,
1965-03-30,7.58,,,,,
1965-03-31,7.57,,,,,
1965-04-01,7.6,,,,,
1965-04-02,7.63,,,,,
1965-04-05,7.66,,,,,
1965-04-06,7.61,,,,,
1965-04-07,7.6,,,,,
1965-04-08,7.63,,,,,
1965-04-09,7.83,,,,,
1965-04-12,7.83,,,,,
1965-04-13,7.87,,,,,
1965-04-14,7.88,,,,,
1965-04-15,7.87,,,,,
1965-04-19,7.98,,,,,
1965-04-20,7.98,,,,,
1965-04-21,7.94,,,,,
1965-04-22,7.99,,,,,
1965-04-23,8.0,,,,,
1965-04-26,7.98,,,,,
1965-04-27,7.98,,,,,
1965-04-28,7.98,,,,,
1965-04-29,8.0,,,,,
1965-04-30,8.08,,,,,
1965-05-03,8.06,,,,,
1965-05-04,8.08,,,,,
1965-05-05,8.08,,,,,
1965-05-06,8.17,,,,,
1965-05-07,8.08,,,,,
1965-05-10,7.98,,,,,
1965-05-11,8.0,,,,,
1965-05-12,8.08,,,,,
1965-05-13,8.07,,,,,
1965-05-14,8.03,,,,,
1965-05-17,7.91,,,,,
1965-05-18,7.93,,,,,
1965-05-19,7.97,,,,,
1965-05-20,7.88,,,,,
1965-05-21,7.82,,,,,
1965-05-24,7.67,,,,,
1965-05-25,7.85,,,,,
1965-05-26,7.78,,,,,
1965-05-27,7.78,,,,,
1965-05-28,7.97,,,,,
1965-06-01,7.81,,,,,
1965-06-02,7.92,,,,,
1965-06-03,7.85,,,,,
1965-06-04,7.91,,,,,
1965-06-07,7.9,,,,,
1965-06-08,7.81,,,,,
1965-06-09,7.64,,,,,
1965-06-10,7.55,,,,,
1965-06-11,7.58,,,,,
1965-06-14,7.53,,,,,
1965-06-15,7.64,,,,,
