date,close price,URI_SHE,URI_TA,URI_TL,market cap,PB Ratio
1999-07-22,30.63,,,,,
1999-07-23,30.63,,,,,
1999-07-26,29.44,,,,,
1999-07-27,29.88,,,,,
1999-07-28,30.06,,,,,
1999-07-29,28.88,,,,,
1999-07-30,28.94,,,,,
1999-08-02,27.25,,,,,
1999-08-03,27.25,,,,,
1999-08-04,26.69,,,,,
1999-08-05,26.0,,,,,
1999-08-06,24.25,,,,,
1999-08-09,24.94,,,,,
1999-08-10,24.56,,,,,
1999-08-11,23.75,,,,,
1999-08-12,24.31,,,,,
1999-08-13,24.88,,,,,
1999-08-16,24.5,,,,,
1999-08-17,24.13,,,,,
1999-08-18,24.63,,,,,
1999-08-19,23.63,,,,,
1999-08-20,24.06,,,,,
1999-08-23,26.25,,,,,
1999-08-24,27.94,,,,,
1999-08-25,28.06,,,,,
1999-08-26,27.56,,,,,
1999-08-27,26.69,,,,,
1999-08-30,25.06,,,,,
1999-08-31,24.44,,,,,
1999-09-01,24.31,,,,,
1999-09-02,24.75,,,,,
1999-09-03,24.38,,,,,
1999-09-07,25.19,,,,,
1999-09-08,25.0,,,,,
1999-09-09,24.25,,,,,
1999-09-10,24.5,,,,,
1999-09-13,25.13,,,,,
1999-09-14,25.5,,,,,
1999-09-15,25.25,,,,,
1999-09-16,24.5,,,,,
1999-09-17,24.63,,,,,
1999-09-20,23.75,,,,,
1999-09-21,23.06,,,,,
1999-09-22,22.56,,,,,
1999-09-23,22.38,,,,,
1999-09-24,22.25,,,,,
1999-09-27,23.0,,,,,
1999-09-28,22.94,,,,,
1999-09-29,22.5,,,,,
1999-09-30,21.75,,,,,
1999-10-01,21.81,,,,,
1999-10-04,21.44,,,,,
1999-10-05,21.5,,,,,
1999-10-06,21.25,,,,,
1999-10-07,19.31,,,,,
1999-10-08,19.81,,,,,
1999-10-11,20.06,,,,,
1999-10-12,18.75,,,,,
1999-10-13,18.69,,,,,
1999-10-14,18.13,,,,,
1999-10-15,16.44,,,,,
1999-10-18,16.0,,,,,
1999-10-19,16.06,,,,,
1999-10-20,18.13,,,,,
1999-10-21,17.56,,,,,
1999-10-22,18.13,,,,,
1999-10-25,18.13,,,,,
1999-10-26,17.94,,,,,
1999-10-27,17.44,,,,,
1999-10-28,18.5,,,,,
1999-10-29,18.63,,,,,
1999-11-01,19.75,,,,,
1999-11-02,18.56,,,,,
1999-11-03,18.38,,,,,
1999-11-04,18.13,,,,,
1999-11-05,17.56,,,,,
1999-11-08,16.94,,,,,
1999-11-09,16.5,,,,,
1999-11-10,16.69,,,,,
1999-11-11,16.5,,,,,
1999-11-12,16.25,,,,,
1999-11-15,16.0,,,,,
1999-11-16,15.13,,,,,
1999-11-17,15.06,,,,,
1999-11-18,15.63,,,,,
1999-11-19,15.56,,,,,
1999-11-22,15.25,,,,,
1999-11-23,14.69,,,,,
1999-11-24,15.81,,,,,
1999-11-26,15.69,,,,,
1999-11-29,16.19,,,,,
1999-11-30,17.25,,,,,
1999-12-01,18.81,,,,,
1999-12-02,19.06,,,,,
1999-12-03,19.5,,,,,
1999-12-06,19.13,,,,,
1999-12-07,19.0,,,,,
1999-12-08,19.0,,,,,
1999-12-09,18.19,,,,,
1999-12-10,19.06,,,,,
1999-12-13,18.69,,,,,
1999-12-14,18.38,,,,,
1999-12-15,18.38,,,,,
1999-12-16,17.69,,,,,
1999-12-17,16.94,,,,,
1999-12-20,16.5,,,,,
1999-12-21,15.94,,,,,
1999-12-22,17.06,,,,,
1999-12-23,18.0,,,,,
1999-12-27,18.0,,,,,
1999-12-28,17.13,,,,,
1999-12-29,17.13,,,,,
1999-12-30,17.0,,,,,
1999-12-31,17.13,,,,,
2000-01-03,16.69,,,,,
2000-01-04,16.5,,,,,
2000-01-05,16.44,,,,,
2000-01-06,17.38,,,,,
2000-01-07,17.94,,,,,
2000-01-10,17.81,,,,,
2000-01-11,17.81,,,,,
2000-01-12,17.81,,,,,
2000-01-13,18.56,,,,,
2000-01-14,18.75,,,,,
2000-01-18,19.0,,,,,
2000-01-19,20.75,,,,,
2000-01-20,20.13,,,,,
2000-01-21,20.63,,,,,
2000-01-24,21.19,,,,,
2000-01-25,20.31,,,,,
2000-01-26,21.25,,,,,
2000-01-27,20.31,,,,,
2000-01-28,19.19,,,,,
2000-01-31,19.13,,,,,
2000-02-01,19.75,,,,,
2000-02-02,19.31,,,,,
2000-02-03,19.25,,,,,
2000-02-04,18.94,,,,,
2000-02-07,18.5,,,,,
2000-02-08,17.69,,,,,
2000-02-09,17.06,,,,,
2000-02-10,16.88,,,,,
2000-02-11,16.31,,,,,
2000-02-14,15.75,,,,,
2000-02-15,17.25,,,,,
2000-02-16,16.94,,,,,
2000-02-17,16.81,,,,,
2000-02-18,16.38,,,,,
2000-02-22,16.06,,,,,
2000-02-23,16.38,,,,,
2000-02-24,16.56,,,,,
2000-02-25,16.44,,,,,
2000-02-28,15.88,,,,,
2000-02-29,15.63,,,,,
2000-03-01,15.5,,,,,
2000-03-02,15.0,,,,,
2000-03-03,14.94,,,,,
2000-03-06,15.0,,,,,
2000-03-07,14.5,,,,,
2000-03-08,13.94,,,,,
2000-03-09,14.5,,,,,
2000-03-10,14.56,,,,,
2000-03-13,14.5,,,,,
2000-03-14,13.81,,,,,
2000-03-15,13.75,,,,,
2000-03-16,14.38,,,,,
2000-03-17,13.75,,,,,
2000-03-20,14.13,,,,,
2000-03-21,14.88,,,,,
2000-03-22,14.81,,,,,
2000-03-23,14.81,,,,,
2000-03-24,15.13,,,,,
2000-03-27,15.19,,,,,
2000-03-28,14.94,,,,,
2000-03-29,14.75,,,,,
2000-03-30,15.75,,,,,
2000-03-31,17.25,,,,,
2000-04-03,16.38,,,,,
2000-04-04,15.94,,,,,
2000-04-05,15.69,,,,,
2000-04-06,15.25,,,,,
2000-04-07,15.0,,,,,
2000-04-10,14.56,,,,,
2000-04-11,14.5,,,,,
2000-04-12,14.06,,,,,
2000-04-13,14.88,,,,,
2000-04-14,14.38,,,,,
2000-04-17,14.81,,,,,
2000-04-18,14.75,,,,,
2000-04-19,14.5,,,,,
2000-04-20,14.63,,,,,
2000-04-24,13.88,,,,,
2000-04-25,14.13,,,,,
2000-04-26,13.75,,,,,
2000-04-27,13.81,,,,,
2000-04-28,13.5,,,,,
2000-05-01,14.0,,,,,
2000-05-02,13.56,,,,,
2000-05-03,13.25,,,,,
2000-05-04,13.38,,,,,
2000-05-05,13.44,,,,,
2000-05-08,13.81,,,,,
2000-05-09,14.0,,,,,
2000-05-10,13.94,,,,,
2000-05-11,13.88,,,,,
2000-05-12,13.94,,,,,
2000-05-15,14.19,,,,,
2000-05-16,14.56,,,,,
2000-05-17,14.88,,,,,
2000-05-18,14.56,,,,,
2000-05-19,14.44,,,,,
2000-05-22,14.06,,,,,
2000-05-23,15.06,,,,,
2000-05-24,16.06,,,,,
2000-05-25,16.69,,,,,
2000-05-26,16.69,,,,,
2000-05-30,16.44,,,,,
2000-05-31,16.25,,,,,
2000-06-01,16.06,,,,,
2000-06-02,16.06,,,,,
2000-06-05,16.0,,,,,
2000-06-06,16.38,,,,,
2000-06-07,17.0,,,,,
2000-06-08,17.06,,,,,
2000-06-09,17.63,,,,,
2000-06-12,18.06,,,,,
2000-06-13,19.06,,,,,
2000-06-14,19.69,,,,,
2000-06-15,18.19,,,,,
2000-06-16,18.31,,,,,
2000-06-19,18.81,,,,,
2000-06-20,19.06,,,,,
2000-06-21,19.13,,,,,
2000-06-22,18.5,,,,,
2000-06-23,18.5,,,,,
2000-06-26,18.38,,,,,
2000-06-27,18.0,,,,,
2000-06-28,18.44,,,,,
2000-06-29,18.44,,,,,
2000-06-30,17.13,,,,,
2000-07-03,18.63,,,,,
2000-07-05,17.81,,,,,
2000-07-06,17.38,,,,,
2000-07-07,18.0,,,,,
2000-07-10,18.19,,,,,
2000-07-11,18.0,,,,,
2000-07-12,18.69,,,,,
2000-07-13,19.38,,,,,
2000-07-14,19.69,,,,,
2000-07-17,19.69,,,,,
2000-07-18,19.25,,,,,
2000-07-19,19.0,,,,,
2000-07-20,19.81,,,,,
2000-07-21,19.56,,,,,
2000-07-24,19.38,,,,,
2000-07-25,19.0,,,,,
2000-07-26,19.06,,,,,
2000-07-27,19.13,,,,,
2000-07-28,19.88,,,,,
2000-07-31,20.63,,,,,
2000-08-01,20.75,,,,,
2000-08-02,21.06,,,,,
2000-08-03,21.19,,,,,
2000-08-04,21.56,,,,,
2000-08-07,22.25,,,,,
2000-08-08,22.56,,,,,
2000-08-09,22.56,,,,,
2000-08-10,21.5,,,,,
2000-08-11,20.56,,,,,
2000-08-14,20.56,,,,,
2000-08-15,20.56,,,,,
2000-08-16,20.5,,,,,
2000-08-17,20.06,,,,,
2000-08-18,20.0,,,,,
2000-08-21,20.31,,,,,
2000-08-22,20.38,,,,,
2000-08-23,20.0,,,,,
2000-08-24,18.81,,,,,
2000-08-25,19.06,,,,,
2000-08-28,19.44,,,,,
2000-08-29,19.25,,,,,
2000-08-30,20.63,,,,,
2000-08-31,20.75,,,,,
2000-09-01,20.44,,,,,
2000-09-05,21.13,,,,,
2000-09-06,20.75,,,,,
2000-09-07,20.53,,,,,
2000-09-08,20.41,,,,,
2000-09-11,20.75,,,,,
2000-09-12,20.13,,,,,
2000-09-13,20.94,,,,,
2000-09-14,21.75,,,,,
2000-09-15,21.69,,,,,
2000-09-18,20.69,,,,,
2000-09-19,20.81,,,,,
2000-09-20,20.75,,,,,
2000-09-21,20.31,,,,,
2000-09-22,20.0,,,,,
2000-09-25,22.44,,,,,
2000-09-26,22.25,,,,,
2000-09-27,23.0,,,,,
2000-09-28,23.63,,,,,
2000-09-29,24.13,,,,,
2000-10-02,23.69,,,,,
2000-10-03,24.31,,,,,
2000-10-04,23.63,,,,,
2000-10-05,23.94,,,,,
2000-10-06,23.56,,,,,
2000-10-09,23.38,,,,,
2000-10-10,23.5,,,,,
2000-10-11,22.69,,,,,
2000-10-12,21.56,,,,,
2000-10-13,21.75,,,,,
2000-10-16,21.75,,,,,
2000-10-17,19.75,,,,,
2000-10-18,19.69,,,,,
2000-10-19,20.19,,,,,
2000-10-20,20.38,,,,,
2000-10-23,20.31,,,,,
2000-10-24,20.13,,,,,
2000-10-25,19.81,,,,,
2000-10-26,18.81,,,,,
2000-10-27,18.56,,,,,
2000-10-30,19.38,,,,,
2000-10-31,21.5,,,,,
2000-11-01,20.38,,,,,
2000-11-02,20.38,,,,,
2000-11-03,19.0,,,,,
2000-11-06,18.94,,,,,
2000-11-07,18.63,,,,,
2000-11-08,19.56,,,,,
2000-11-09,18.44,,,,,
2000-11-10,18.31,,,,,
2000-11-13,17.94,,,,,
2000-11-14,17.88,,,,,
2000-11-15,18.56,,,,,
2000-11-16,17.69,,,,,
2000-11-17,17.94,,,,,
2000-11-20,17.06,,,,,
2000-11-21,16.63,,,,,
2000-11-22,15.81,,,,,
2000-11-24,16.31,,,,,
2000-11-27,16.38,,,,,
2000-11-28,15.94,,,,,
2000-11-29,15.38,,,,,
2000-11-30,15.56,,,,,
2000-12-01,16.56,,,,,
2000-12-04,15.63,,,,,
2000-12-05,17.06,,,,,
2000-12-06,16.5,,,,,
2000-12-07,16.56,,,,,
2000-12-08,18.0,,,,,
2000-12-11,17.81,,,,,
2000-12-12,18.25,,,,,
2000-12-13,17.13,,,,,
2000-12-14,16.56,,,,,
2000-12-15,16.25,,,,,
2000-12-18,12.75,,,,,
2000-12-19,12.88,,,,,
2000-12-20,12.19,,,,,
2000-12-21,12.0,,,,,
2000-12-22,12.44,,,,,
2000-12-26,12.5,,,,,
2000-12-27,13.5,,,,,
2000-12-28,14.31,,,,,
2000-12-29,13.44,,,,,
2001-01-02,13.19,,,,,
2001-01-03,14.31,,,,,
2001-01-04,14.88,,,,,
2001-01-05,14.75,,,,,
2001-01-08,14.94,,,,,
2001-01-09,14.69,,,,,
2001-01-10,15.19,,,,,
2001-01-11,14.81,,,,,
2001-01-12,14.88,,,,,
2001-01-16,16.0,,,,,
2001-01-17,15.81,,,,,
2001-01-18,15.19,,,,,
2001-01-19,15.31,,,,,
2001-01-22,15.56,,,,,
2001-01-23,16.13,,,,,
2001-01-24,15.94,,,,,
2001-01-25,16.56,,,,,
2001-01-26,16.94,,,,,
2001-01-29,17.47,,,,,
2001-01-30,18.18,,,,,
2001-01-31,17.29,,,,,
2001-02-01,17.29,,,,,
2001-02-02,16.81,,,,,
2001-02-05,17.0,,,,,
2001-02-06,17.05,,,,,
2001-02-07,17.16,,,,,
2001-02-08,17.39,,,,,
2001-02-09,17.34,,,,,
2001-02-12,17.88,,,,,
2001-02-13,18.66,,,,,
2001-02-14,16.93,,,,,
2001-02-15,17.89,,,,,
2001-02-16,17.26,,,,,
2001-02-20,16.95,,,,,
2001-02-21,16.98,,,,,
2001-02-22,16.82,,,,,
2001-02-23,17.0,,,,,
2001-02-26,16.99,,,,,
2001-02-27,16.28,,,,,
2001-02-28,17.11,,,,,
2001-03-01,17.09,,,,,
2001-03-02,17.9,,,,,
2001-03-05,17.2,,,,,
2001-03-06,17.37,,,,,
2001-03-07,17.49,,,,,
2001-03-08,18.28,,,,,
2001-03-09,19.44,,,,,
2001-03-12,18.67,,,,,
2001-03-13,19.43,,,,,
2001-03-14,18.45,,,,,
2001-03-15,18.0,,,,,
2001-03-16,17.54,,,,,
2001-03-19,17.25,,,,,
2001-03-20,17.01,,,,,
2001-03-21,16.18,,,,,
2001-03-22,16.02,,,,,
2001-03-23,16.49,,,,,
2001-03-26,16.22,,,,,
2001-03-27,17.0,,,,,
2001-03-28,16.35,,,,,
2001-03-29,15.98,,,,,
2001-03-30,16.33,,,,,
2001-04-02,15.78,,,,,
2001-04-03,15.26,,,,,
2001-04-04,15.19,,,,,
2001-04-05,16.94,,,,,
2001-04-06,16.48,,,,,
2001-04-09,16.99,,,,,
2001-04-10,17.69,,,,,
2001-04-11,17.92,,,,,
2001-04-12,17.64,,,,,
2001-04-16,17.22,,,,,
2001-04-17,17.89,,,,,
2001-04-18,19.01,,,,,
2001-04-19,18.53,,,,,
2001-04-20,18.25,,,,,
2001-04-23,18.06,,,,,
2001-04-24,17.7,,,,,
2001-04-25,18.47,,,,,
2001-04-26,19.0,,,,,
2001-04-27,19.79,,,,,
2001-04-30,20.02,,,,,
2001-05-01,21.7,,,,,
2001-05-02,22.26,,,,,
2001-05-03,22.22,,,,,
2001-05-04,22.4,,,,,
2001-05-07,22.1,,,,,
2001-05-08,21.4,,,,,
2001-05-09,21.5,,,,,
2001-05-10,21.81,,,,,
2001-05-11,21.45,,,,,
2001-05-14,21.28,,,,,
2001-05-15,20.69,,,,,
2001-05-16,20.7,,,,,
2001-05-17,20.8,,,,,
2001-05-18,20.85,,,,,
2001-05-21,21.24,,,,,
2001-05-22,22.29,,,,,
2001-05-23,22.85,,,,,
2001-05-24,22.43,,,,,
2001-05-25,22.26,,,,,
2001-05-29,22.17,,,,,
2001-05-30,22.97,,,,,
2001-05-31,23.07,,,,,
2001-06-01,23.1,,,,,
