date,close price,DLTR_SHE,DLTR_TA,DLTR_TL,market cap,PB Ratio
1995-12-27,1.64,,,,,
1995-12-28,1.68,,,,,
1995-12-29,1.63,,,,,
1996-01-02,1.65,,,,,
1996-01-03,1.68,,,,,
1996-01-04,1.83,,,,,
1996-01-05,1.89,,,,,
1996-01-08,1.85,,,,,
1996-01-09,1.83,,,,,
1996-01-10,1.82,,,,,
1996-01-11,1.79,,,,,
1996-01-12,1.85,,,,,
1996-01-15,1.85,,,,,
1996-01-16,1.94,,,,,
1996-01-17,2.04,,,,,
1996-01-18,2.09,,,,,
1996-01-19,2.06,,,,,
1996-01-22,2.09,,,,,
1996-01-23,2.27,,,,,
1996-01-24,2.35,,,,,
1996-01-25,2.34,,,,,
1996-01-26,2.37,,,,,
1996-01-29,2.3,,,,,
1996-01-30,2.3,,,,,
1996-01-31,2.32,,,,,
1996-02-01,2.26,,,,,
1996-02-02,2.21,,,,,
1996-02-05,2.23,,,,,
1996-02-06,2.37,,,,,
1996-02-07,2.3,,,,,
1996-02-08,2.27,,,,,
1996-02-09,2.3,,,,,
1996-02-12,2.35,,,,,
1996-02-13,2.3,,,,,
1996-02-14,2.3,,,,,
1996-02-15,2.33,,,,,
1996-02-16,2.3,,,,,
1996-02-20,2.29,,,,,
1996-02-21,2.29,,,,,
1996-02-22,2.34,,,,,
1996-02-23,2.3,,,,,
1996-02-26,2.29,,,,,
1996-02-27,2.28,,,,,
1996-02-28,2.29,,,,,
1996-02-29,2.49,,,,,
1996-03-01,2.45,,,,,
1996-03-04,2.62,,,,,
1996-03-05,2.59,,,,,
1996-03-06,2.58,,,,,
1996-03-07,2.63,,,,,
1996-03-08,2.49,,,,,
1996-03-11,2.58,,,,,
1996-03-12,2.52,,,,,
1996-03-13,2.62,,,,,
1996-03-14,2.72,,,,,
1996-03-15,2.8,,,,,
1996-03-18,2.91,,,,,
1996-03-19,2.96,,,,,
1996-03-20,2.83,,,,,
1996-03-21,3.01,,,,,
1996-03-22,2.9,,,,,
1996-03-25,2.86,,,,,
1996-03-26,2.87,,,,,
1996-03-27,2.96,,,,,
1996-03-28,2.96,,,,,
1996-03-29,2.9,,,,,
1996-04-01,2.91,,,,,
1996-04-02,2.9,,,,,
1996-04-03,2.9,,,,,
1996-04-04,2.98,,,,,
1996-04-08,2.95,,,,,
1996-04-09,3.13,,,,,
1996-04-10,3.08,,,,,
1996-04-11,2.96,,,,,
1996-04-12,3.03,,,,,
1996-04-15,3.06,,,,,
1996-04-16,3.04,,,,,
1996-04-17,3.0,,,,,
1996-04-18,3.09,,,,,
1996-04-19,3.23,,,,,
1996-04-22,3.25,,,,,
1996-04-23,3.16,,,,,
1996-04-24,3.27,,,,,
1996-04-25,3.23,,,,,
1996-04-26,3.32,,,,,
1996-04-29,3.26,,,,,
1996-04-30,3.31,,,,,
1996-05-01,3.31,,,,,
1996-05-02,3.21,,,,,
1996-05-03,3.23,,,,,
1996-05-06,3.33,,,,,
1996-05-07,3.23,,,,,
1996-05-08,3.26,,,,,
1996-05-09,3.31,,,,,
1996-05-10,3.35,,,,,
1996-05-13,3.7,,,,,
1996-05-14,3.56,,,,,
1996-05-15,3.56,,,,,
1996-05-16,3.51,,,,,
1996-05-17,3.56,,,,,
1996-05-20,3.73,,,,,
1996-05-21,3.96,,,,,
1996-05-22,3.75,,,,,
1996-05-23,3.73,,,,,
1996-05-24,3.83,,,,,
1996-05-28,3.83,,,,,
1996-05-29,3.98,,,,,
1996-05-30,4.15,,,,,
1996-05-31,4.2,,,,,
1996-06-03,4.2,,,,,
1996-06-04,3.96,,,,,
1996-06-05,3.88,,,,,
1996-06-06,3.78,,,,,
1996-06-07,3.6,,,,,
1996-06-10,3.64,,,,,
1996-06-11,3.46,,,,,
1996-06-12,3.44,,,,,
1996-06-13,3.22,,,,,
1996-06-14,3.26,,,,,
1996-06-17,3.21,,,,,
1996-06-18,3.14,,,,,
1996-06-19,3.23,,,,,
1996-06-20,3.12,,,,,
1996-06-21,3.16,,,,,
1996-06-24,3.06,,,,,
1996-06-25,2.94,,,,,
1996-06-26,2.96,,,,,
1996-06-27,3.14,,,,,
1996-06-28,3.14,,,,,
1996-07-01,3.16,,,,,
1996-07-02,3.14,,,,,
1996-07-03,3.17,,,,,
1996-07-05,2.96,,,,,
1996-07-08,2.94,,,,,
1996-07-09,2.81,,,,,
1996-07-10,2.72,,,,,
1996-07-11,2.77,,,,,
1996-07-12,2.74,,,,,
1996-07-15,2.57,,,,,
1996-07-16,2.47,,,,,
1996-07-17,2.59,,,,,
1996-07-18,2.64,,,,,
1996-07-19,2.62,,,,,
1996-07-22,2.79,,,,,
1996-07-23,2.79,,,,,
1996-07-24,2.77,,,,,
1996-07-25,2.84,,,,,
1996-07-26,2.79,,,,,
1996-07-29,2.86,,,,,
1996-07-30,2.84,,,,,
1996-07-31,2.86,,,,,
1996-08-01,2.91,,,,,
1996-08-02,2.94,,,,,
1996-08-05,2.86,,,,,
1996-08-06,2.91,,,,,
1996-08-07,2.96,,,,,
1996-08-08,3.21,,,,,
1996-08-09,3.26,,,,,
1996-08-12,3.26,,,,,
1996-08-13,3.19,,,,,
1996-08-14,3.23,,,,,
1996-08-15,3.48,,,,,
1996-08-16,3.41,,,,,
1996-08-19,3.56,,,,,
1996-08-20,3.53,,,,,
1996-08-21,3.38,,,,,
1996-08-22,3.43,,,,,
1996-08-23,3.41,,,,,
1996-08-26,3.31,,,,,
1996-08-27,3.32,,,,,
1996-08-28,3.33,,,,,
1996-08-29,3.16,,,,,
1996-08-30,3.16,,,,,
1996-09-03,3.01,,,,,
1996-09-04,3.04,,,,,
1996-09-05,3.19,,,,,
1996-09-06,3.22,,,,,
1996-09-09,3.19,,,,,
1996-09-10,3.11,,,,,
1996-09-11,3.26,,,,,
1996-09-12,3.36,,,,,
1996-09-13,3.47,,,,,
1996-09-16,3.58,,,,,
1996-09-17,3.57,,,,,
1996-09-18,3.58,,,,,
1996-09-19,3.6,,,,,
1996-09-20,3.75,,,,,
1996-09-23,3.83,,,,,
1996-09-24,3.83,,,,,
1996-09-25,3.93,,,,,
1996-09-26,4.07,,,,,
1996-09-27,4.02,,,,,
1996-09-30,3.8,,,,,
1996-10-01,3.78,,,,,
1996-10-02,3.7,,,,,
1996-10-03,3.88,,,,,
1996-10-04,3.89,,,,,
1996-10-07,3.89,,,,,
1996-10-08,3.88,,,,,
1996-10-09,3.73,,,,,
1996-10-10,3.69,,,,,
1996-10-11,3.7,,,,,
1996-10-14,3.74,,,,,
1996-10-15,3.58,,,,,
1996-10-16,3.51,,,,,
1996-10-17,3.58,,,,,
1996-10-18,3.6,,,,,
1996-10-21,3.58,,,,,
1996-10-22,3.86,,,,,
1996-10-23,3.99,,,,,
1996-10-24,3.95,,,,,
1996-10-25,4.05,,,,,
1996-10-28,3.95,,,,,
1996-10-29,3.73,,,,,
1996-10-30,3.81,,,,,
1996-10-31,3.73,,,,,
1996-11-01,3.67,,,,,
1996-11-04,3.75,,,,,
1996-11-05,3.75,,,,,
1996-11-06,3.88,,,,,
1996-11-07,3.8,,,,,
1996-11-08,3.88,,,,,
1996-11-11,4.0,,,,,
1996-11-12,4.15,,,,,
1996-11-13,4.21,,,,,
1996-11-14,4.07,,,,,
1996-11-15,4.09,,,,,
1996-11-18,4.05,,,,,
1996-11-19,4.14,,,,,
1996-11-20,4.17,,,,,
1996-11-21,3.93,,,,,
1996-11-22,3.65,,,,,
1996-11-25,3.63,,,,,
1996-11-26,3.75,,,,,
1996-11-27,3.8,,,,,
1996-11-29,3.78,,,,,
1996-12-02,3.56,,,,,
1996-12-03,3.65,,,,,
1996-12-04,3.6,,,,,
1996-12-05,3.58,,,,,
1996-12-06,3.51,,,,,
1996-12-09,3.49,,,,,
1996-12-10,3.36,,,,,
1996-12-11,3.21,,,,,
1996-12-12,3.23,,,,,
1996-12-13,3.31,,,,,
1996-12-16,3.14,,,,,
1996-12-17,3.26,,,,,
1996-12-18,3.36,,,,,
1996-12-19,3.51,,,,,
1996-12-20,3.53,,,,,
1996-12-23,3.48,,,,,
1996-12-24,3.56,,,,,
1996-12-26,3.65,,,,,
1996-12-27,3.73,,,,,
1996-12-30,3.78,,,,,
1996-12-31,3.78,,,,,
1997-01-02,3.65,,,,,
1997-01-03,3.86,,,,,
1997-01-06,3.85,,,,,
1997-01-07,3.85,,,,,
1997-01-08,3.9,,,,,
1997-01-09,4.11,,,,,
1997-01-10,4.12,,,,,
1997-01-13,4.1,,,,,
1997-01-14,4.1,,,,,
1997-01-15,4.15,,,,,
1997-01-16,4.15,,,,,
1997-01-17,4.12,,,,,
1997-01-20,4.3,,,,,
1997-01-21,4.47,,,,,
1997-01-22,4.27,,,,,
1997-01-23,4.2,,,,,
1997-01-24,4.0,,,,,
1997-01-27,4.1,,,,,
1997-01-28,4.15,,,,,
1997-01-29,4.07,,,,,
1997-01-30,4.2,,,,,
1997-01-31,4.17,,,,,
1997-02-03,4.17,,,,,
1997-02-04,4.15,,,,,
1997-02-05,4.16,,,,,
1997-02-06,4.19,,,,,
1997-02-07,4.12,,,,,
1997-02-10,4.15,,,,,
1997-02-11,4.21,,,,,
1997-02-12,4.26,,,,,
1997-02-13,4.35,,,,,
1997-02-14,4.36,,,,,
1997-02-18,4.38,,,,,
1997-02-19,4.38,,,,,
1997-02-20,4.32,,,,,
1997-02-21,4.25,,,,,
1997-02-24,4.21,,,,,
1997-02-25,4.07,,,,,
1997-02-26,4.0,,,,,
1997-02-27,4.02,,,,,
1997-02-28,3.88,,,,,
1997-03-03,3.89,,,,,
1997-03-04,4.05,,,,,
1997-03-05,4.15,,,,,
1997-03-06,4.15,,,,,
1997-03-07,4.05,,,,,
1997-03-10,3.85,,,,,
1997-03-11,3.8,,,,,
1997-03-12,3.67,,,,,
1997-03-13,3.6,,,,,
1997-03-14,3.59,,,,,
1997-03-17,3.42,,,,,
1997-03-18,3.31,,,,,
1997-03-19,3.36,,,,,
1997-03-20,3.65,,,,,
1997-03-21,3.7,,,,,
1997-03-24,3.6,,,,,
1997-03-25,3.64,,,,,
1997-03-26,3.6,,,,,
1997-03-27,3.65,,,,,
1997-03-31,3.65,,,,,
1997-04-01,3.98,,,,,
1997-04-02,3.85,,,,,
1997-04-03,3.85,,,,,
1997-04-04,3.9,,,,,
1997-04-07,3.88,,,,,
1997-04-08,3.96,,,,,
1997-04-09,3.86,,,,,
1997-04-10,3.95,,,,,
1997-04-11,3.83,,,,,
1997-04-14,3.9,,,,,
1997-04-15,3.93,,,,,
1997-04-16,3.95,,,,,
1997-04-17,3.83,,,,,
1997-04-18,3.6,,,,,
1997-04-21,3.6,,,,,
1997-04-22,3.56,,,,,
1997-04-23,3.5,,,,,
1997-04-24,3.7,,,,,
1997-04-25,3.63,,,,,
1997-04-28,3.57,,,,,
1997-04-29,3.78,,,,,
1997-04-30,3.9,,,,,
1997-05-01,4.0,,,,,
1997-05-02,4.05,,,,,
1997-05-05,4.42,,,,,
1997-05-06,4.36,,,,,
1997-05-07,4.32,,,,,
1997-05-08,4.38,,,,,
1997-05-09,4.26,,,,,
1997-05-12,4.33,,,,,
1997-05-13,4.15,,,,,
1997-05-14,4.12,,,,,
1997-05-15,3.99,,,,,
1997-05-16,3.88,,,,,
1997-05-19,3.88,,,,,
1997-05-20,4.04,,,,,
1997-05-21,4.13,,,,,
1997-05-22,4.05,,,,,
1997-05-23,4.33,,,,,
1997-05-27,4.54,,,,,
1997-05-28,4.52,,,,,
1997-05-29,4.52,,,,,
1997-05-30,4.74,,,,,
1997-06-02,4.74,,,,,
1997-06-03,4.84,,,,,
1997-06-04,4.64,,,,,
1997-06-05,4.69,,,,,
1997-06-06,4.81,,,,,
1997-06-09,4.67,,,,,
1997-06-10,4.72,,,,,
1997-06-11,4.77,,,,,
1997-06-12,4.77,,,,,
1997-06-13,4.77,,,,,
1997-06-16,4.69,,,,,
1997-06-17,4.79,,,,,
1997-06-18,4.8,,,,,
1997-06-19,4.89,,,,,
1997-06-20,4.78,,,,,
1997-06-23,4.77,,,,,
1997-06-24,4.68,,,,,
1997-06-25,4.69,,,,,
1997-06-26,4.68,,,,,
1997-06-27,4.77,,,,,
1997-06-30,4.98,,,,,
1997-07-01,4.79,,,,,
1997-07-02,4.78,,,,,
1997-07-03,4.96,,,,,
1997-07-07,4.83,,,,,
1997-07-08,4.85,,,,,
1997-07-09,4.99,,,,,
1997-07-10,5.28,,,,,
1997-07-11,5.21,,,,,
1997-07-14,5.22,,,,,
1997-07-15,5.31,,,,,
1997-07-16,5.57,,,,,
1997-07-17,5.53,,,,,
1997-07-18,5.51,,,,,
1997-07-21,5.43,,,,,
1997-07-22,5.56,,,,,
1997-07-23,5.47,,,,,
1997-07-24,5.46,,,,,
1997-07-25,5.57,,,,,
1997-07-28,5.72,,,,,
1997-07-29,6.04,,,,,
1997-07-30,6.19,,,,,
1997-07-31,6.19,,,,,
1997-08-01,6.2,,,,,
1997-08-04,6.24,,,,,
1997-08-05,6.22,,,,,
1997-08-06,6.22,,,,,
1997-08-07,6.19,,,,,
1997-08-08,5.85,,,,,
1997-08-11,5.93,,,,,
1997-08-12,5.81,,,,,
1997-08-13,5.59,,,,,
1997-08-14,5.57,,,,,
1997-08-15,5.37,,,,,
1997-08-18,5.33,,,,,
1997-08-19,5.35,,,,,
1997-08-20,5.39,,,,,
1997-08-21,5.43,,,,,
1997-08-22,5.48,,,,,
1997-08-25,5.67,,,,,
1997-08-26,5.52,,,,,
1997-08-27,5.74,,,,,
1997-08-28,5.76,,,,,
1997-08-29,5.76,,,,,
1997-09-02,6.22,,,,,
1997-09-03,6.22,,,,,
1997-09-04,6.3,,,,,
1997-09-05,6.17,,,,,
1997-09-08,6.04,,,,,
1997-09-09,5.76,,,,,
1997-09-10,5.87,,,,,
1997-09-11,6.04,,,,,
1997-09-12,6.11,,,,,
1997-09-15,6.31,,,,,
1997-09-16,6.43,,,,,
1997-09-17,6.35,,,,,
1997-09-18,6.81,,,,,
1997-09-19,6.7,,,,,
1997-09-22,6.44,,,,,
1997-09-23,6.26,,,,,
1997-09-24,6.17,,,,,
1997-09-25,5.91,,,,,
1997-09-26,6.06,,,,,
1997-09-29,6.11,,,,,
1997-09-30,6.23,,,,,
1997-10-01,6.17,,,,,
1997-10-02,6.17,,,,,
1997-10-03,6.31,,,,,
1997-10-06,6.41,,,,,
1997-10-07,6.52,,,,,
1997-10-08,6.35,,,,,
1997-10-09,6.48,,,,,
1997-10-10,6.44,,,,,
1997-10-13,6.37,,,,,
1997-10-14,6.35,,,,,
1997-10-15,6.15,,,,,
1997-10-16,6.17,,,,,
1997-10-17,5.96,,,,,
1997-10-20,5.93,,,,,
1997-10-21,6.46,,,,,
1997-10-22,6.0,,,,,
1997-10-23,5.83,,,,,
1997-10-24,5.93,,,,,
1997-10-27,5.41,,,,,
1997-10-28,5.93,,,,,
1997-10-29,5.93,,,,,
1997-10-30,5.87,,,,,
1997-10-31,6.0,,,,,
1997-11-03,6.35,,,,,
1997-11-04,6.26,,,,,
1997-11-05,6.4,,,,,
1997-11-06,6.22,,,,,
1997-11-07,6.15,,,,,
1997-11-10,6.37,,,,,
1997-11-11,6.3,,,,,
1997-11-12,6.11,,,,,
1997-11-13,6.11,,,,,
1997-11-14,6.28,,,,,
1997-11-17,6.56,,,,,
1997-11-18,6.44,,,,,
1997-11-19,6.41,,,,,
1997-11-20,6.46,,,,,
1997-11-21,6.35,,,,,
1997-11-24,6.22,,,,,
1997-11-25,6.02,,,,,
1997-11-26,6.15,,,,,
1997-11-28,6.17,,,,,
1997-12-01,5.95,,,,,
1997-12-02,5.91,,,,,
1997-12-03,6.11,,,,,
1997-12-04,5.93,,,,,
1997-12-05,5.94,,,,,
1997-12-08,5.96,,,,,
1997-12-09,5.91,,,,,
1997-12-10,5.83,,,,,
1997-12-11,5.72,,,,,
1997-12-12,5.63,,,,,
1997-12-15,5.63,,,,,
1997-12-16,5.52,,,,,
1997-12-17,5.71,,,,,
1997-12-18,5.63,,,,,
1997-12-19,5.65,,,,,
1997-12-22,5.56,,,,,
1997-12-23,5.39,,,,,
1997-12-24,5.31,,,,,
1997-12-26,5.41,,,,,
1997-12-29,5.61,,,,,
1997-12-30,5.93,,,,,
1997-12-31,6.13,,,,,
1998-01-02,5.77,,,,,
1998-01-05,5.67,,,,,
1998-01-06,5.65,,,,,
1998-01-07,5.69,,,,,
1998-01-08,5.68,,,,,
1998-01-09,5.46,,,,,
1998-01-12,5.59,,,,,
1998-01-13,5.74,,,,,
1998-01-14,5.56,,,,,
1998-01-15,5.39,,,,,
1998-01-16,5.31,,,,,
1998-01-20,5.39,,,,,
1998-01-21,5.37,,,,,
1998-01-22,5.37,,,,,
1998-01-23,5.57,,,,,
1998-01-26,5.69,,,,,
1998-01-27,5.61,,,,,
1998-01-28,6.2,,,,,
1998-01-29,6.19,,,,,
1998-01-30,6.31,,,,,
1998-02-02,6.37,,,,,
1998-02-03,6.41,,,,,
1998-02-04,6.44,,,,,
1998-02-05,6.58,,,,,
1998-02-06,6.44,,,,,
1998-02-09,6.41,,,,,
1998-02-10,6.38,,,,,
1998-02-11,6.22,,,,,
1998-02-12,6.08,,,,,
1998-02-13,6.22,,,,,
1998-02-17,6.54,,,,,
1998-02-18,6.44,,,,,
1998-02-19,6.35,,,,,
1998-02-20,6.22,,,,,
1998-02-23,6.33,,,,,
1998-02-24,6.35,,,,,
1998-02-25,6.31,,,,,
1998-02-26,6.41,,,,,
1998-02-27,6.43,,,,,
1998-03-02,6.3,,,,,
1998-03-03,6.26,,,,,
1998-03-04,6.35,,,,,
1998-03-05,6.24,,,,,
1998-03-06,6.24,,,,,
1998-03-09,6.15,,,,,
1998-03-10,6.26,,,,,
1998-03-11,6.24,,,,,
1998-03-12,6.49,,,,,
1998-03-13,6.67,,,,,
1998-03-16,6.94,,,,,
1998-03-17,7.31,,,,,
1998-03-18,7.44,,,,,
1998-03-19,7.56,,,,,
1998-03-20,7.59,,,,,
1998-03-23,7.67,,,,,
1998-03-24,7.5,,,,,
1998-03-25,7.3,,,,,
1998-03-26,7.54,,,,,
1998-03-27,7.44,,,,,
1998-03-30,7.8,,,,,
1998-03-31,7.87,,,,,
1998-04-01,7.76,,,,,
1998-04-02,7.87,,,,,
1998-04-03,8.46,,,,,
1998-04-06,8.28,,,,,
1998-04-07,7.93,,,,,
1998-04-08,7.81,,,,,
1998-04-09,7.7,,,,,
1998-04-13,7.6,,,,,
1998-04-14,7.85,,,,,
1998-04-15,7.69,,,,,
1998-04-16,7.59,,,,,
1998-04-17,7.72,,,,,
1998-04-20,7.67,,,,,
1998-04-21,7.81,,,,,
1998-04-22,7.85,,,,,
1998-04-23,7.43,,,,,
1998-04-24,7.94,,,,,
1998-04-27,8.15,,,,,
1998-04-28,8.09,,,,,
1998-04-29,7.81,,,,,
1998-04-30,8.04,,,,,
1998-05-01,8.15,,,,,
1998-05-04,8.31,,,,,
1998-05-05,8.04,,,,,
1998-05-06,7.89,,,,,
1998-05-07,8.0,,,,,
1998-05-08,7.89,,,,,
1998-05-11,7.85,,,,,
1998-05-12,7.87,,,,,
1998-05-13,7.92,,,,,
1998-05-14,7.74,,,,,
1998-05-15,7.83,,,,,
1998-05-18,7.74,,,,,
1998-05-19,7.93,,,,,
1998-05-20,7.91,,,,,
1998-05-21,7.91,,,,,
1998-05-22,7.87,,,,,
1998-05-26,7.85,,,,,
1998-05-27,7.66,,,,,
1998-05-28,7.78,,,,,
1998-05-29,7.67,,,,,
1998-06-01,7.52,,,,,
1998-06-02,7.57,,,,,
1998-06-03,7.44,,,,,
1998-06-04,7.65,,,,,
1998-06-05,8.22,,,,,
1998-06-08,8.85,,,,,
1998-06-09,8.41,,,,,
1998-06-10,8.13,,,,,
1998-06-11,8.43,,,,,
1998-06-12,8.71,,,,,
1998-06-15,8.31,,,,,
1998-06-16,8.52,,,,,
1998-06-17,8.74,,,,,
1998-06-18,8.46,,,,,
1998-06-19,8.54,,,,,
1998-06-22,9.04,,,,,
1998-06-23,9.2,,,,,
1998-06-24,8.72,,,,,
1998-06-25,8.94,,,,,
1998-06-26,8.89,,,,,
1998-06-29,9.15,,,,,
1998-06-30,9.03,,,,,
1998-07-01,8.88,,,,,
1998-07-02,8.83,,,,,
1998-07-06,9.0,,,,,
1998-07-07,8.92,,,,,
1998-07-08,9.11,,,,,
1998-07-09,9.33,,,,,
1998-07-10,9.19,,,,,
1998-07-13,9.33,,,,,
1998-07-14,9.31,,,,,
1998-07-15,9.42,,,,,
1998-07-16,9.61,,,,,
1998-07-17,9.61,,,,,
1998-07-20,9.94,,,,,
1998-07-21,9.92,,,,,
1998-07-22,10.36,,,,,
1998-07-23,10.22,,,,,
1998-07-24,10.67,,,,,
1998-07-27,10.35,,,,,
1998-07-28,10.69,,,,,
1998-07-29,10.64,,,,,
1998-07-30,10.78,,,,,
1998-07-31,10.08,,,,,
1998-08-03,10.22,,,,,
1998-08-04,9.42,,,,,
1998-08-05,9.32,,,,,
1998-08-06,9.5,,,,,
1998-08-07,9.5,,,,,
1998-08-10,9.11,,,,,
1998-08-11,9.15,,,,,
1998-08-12,9.57,,,,,
