date,close price,WAB_SHE,WAB_TA,WAB_TL,market cap,PB Ratio
1996-08-16,5.88,,,,,
1996-08-19,5.88,,,,,
1996-08-20,5.81,,,,,
1996-08-21,5.81,,,,,
1996-08-22,5.94,,,,,
1996-08-23,5.81,,,,,
1996-08-26,5.81,,,,,
1996-08-27,5.88,,,,,
1996-08-28,6.0,,,,,
1996-08-29,6.0,,,,,
1996-08-30,6.19,,,,,
1996-09-03,6.06,,,,,
1996-09-04,6.13,,,,,
1996-09-05,5.94,,,,,
1996-09-06,5.94,,,,,
1996-09-09,5.88,,,,,
1996-09-10,6.0,,,,,
1996-09-11,6.0,,,,,
1996-09-12,6.13,,,,,
1996-09-13,6.13,,,,,
1996-09-16,6.13,,,,,
1996-09-17,6.13,,,,,
1996-09-18,6.06,,,,,
1996-09-19,6.06,,,,,
1996-09-20,5.94,,,,,
1996-09-23,5.75,,,,,
1996-09-24,5.75,,,,,
1996-09-25,5.56,,,,,
1996-09-26,5.88,,,,,
1996-09-27,5.81,,,,,
1996-09-30,5.63,,,,,
1996-10-01,5.75,,,,,
1996-10-02,5.81,,,,,
1996-10-03,5.69,,,,,
1996-10-04,5.63,,,,,
1996-10-07,5.69,,,,,
1996-10-08,5.63,,,,,
1996-10-09,5.75,,,,,
1996-10-10,5.75,,,,,
1996-10-11,5.69,,,,,
1996-10-14,5.56,,,,,
1996-10-15,5.5,,,,,
1996-10-16,5.56,,,,,
1996-10-17,5.5,,,,,
1996-10-18,5.5,,,,,
1996-10-21,5.44,,,,,
1996-10-22,5.31,,,,,
1996-10-23,5.44,,,,,
1996-10-24,5.44,,,,,
1996-10-25,5.44,,,,,
1996-10-28,5.44,,,,,
1996-10-29,5.38,,,,,
1996-10-30,5.38,,,,,
1996-10-31,5.44,,,,,
1996-11-01,5.56,,,,,
1996-11-04,5.5,,,,,
1996-11-05,5.56,,,,,
1996-11-06,5.5,,,,,
1996-11-07,5.56,,,,,
1996-11-08,5.56,,,,,
1996-11-11,5.5,,,,,
1996-11-12,5.56,,,,,
1996-11-13,5.5,,,,,
1996-11-14,5.5,,,,,
1996-11-15,5.69,,,,,
1996-11-18,5.69,,,,,
1996-11-19,5.56,,,,,
1996-11-20,5.56,,,,,
1996-11-21,5.5,,,,,
1996-11-22,5.63,,,,,
1996-11-25,5.69,,,,,
1996-11-26,5.5,,,,,
1996-11-27,5.5,,,,,
1996-11-29,5.56,,,,,
1996-12-02,5.63,,,,,
1996-12-03,5.63,,,,,
1996-12-04,5.69,,,,,
1996-12-05,5.75,,,,,
1996-12-06,5.63,,,,,
1996-12-09,5.75,,,,,
1996-12-10,5.69,,,,,
1996-12-11,5.69,,,,,
1996-12-12,5.63,,,,,
1996-12-13,5.63,,,,,
1996-12-16,5.69,,,,,
1996-12-17,5.75,,,,,
1996-12-18,5.88,,,,,
1996-12-19,6.19,,,,,
1996-12-20,6.19,,,,,
1996-12-23,6.44,,,,,
1996-12-24,6.5,,,,,
1996-12-26,6.44,,,,,
1996-12-27,6.44,,,,,
1996-12-30,6.25,,,,,
1996-12-31,6.31,,,,,
1997-01-02,6.19,,,,,
1997-01-03,6.13,,,,,
1997-01-06,6.19,,,,,
1997-01-07,6.25,,,,,
1997-01-08,6.38,,,,,
1997-01-09,6.38,,,,,
1997-01-10,6.31,,,,,
1997-01-13,6.31,,,,,
1997-01-14,6.25,,,,,
1997-01-15,6.25,,,,,
1997-01-16,6.19,,,,,
1997-01-17,6.19,,,,,
1997-01-20,6.25,,,,,
1997-01-21,6.38,,,,,
1997-01-22,6.31,,,,,
1997-01-23,6.25,,,,,
1997-01-24,6.31,,,,,
1997-01-27,6.44,,,,,
1997-01-28,6.38,,,,,
1997-01-29,6.31,,,,,
1997-01-30,6.31,,,,,
1997-01-31,6.31,,,,,
1997-02-03,6.25,,,,,
1997-02-04,6.13,,,,,
1997-02-05,6.13,,,,,
1997-02-06,6.19,,,,,
1997-02-07,6.25,,,,,
1997-02-10,6.13,,,,,
1997-02-11,6.19,,,,,
1997-02-12,6.19,,,,,
1997-02-13,6.19,,,,,
1997-02-14,6.31,,,,,
1997-02-18,6.25,,,,,
1997-02-19,6.19,,,,,
1997-02-20,6.31,,,,,
1997-02-21,6.25,,,,,
1997-02-24,6.44,,,,,
1997-02-25,6.44,,,,,
1997-02-26,6.63,,,,,
1997-02-27,6.5,,,,,
1997-02-28,6.31,,,,,
1997-03-03,6.25,,,,,
1997-03-04,6.31,,,,,
1997-03-05,6.31,,,,,
1997-03-06,6.56,,,,,
1997-03-07,6.88,,,,,
1997-03-10,6.75,,,,,
1997-03-11,6.75,,,,,
1997-03-12,7.0,,,,,
1997-03-13,6.94,,,,,
1997-03-14,7.13,,,,,
1997-03-17,7.0,,,,,
1997-03-18,6.94,,,,,
1997-03-19,6.88,,,,,
1997-03-20,6.81,,,,,
1997-03-21,6.81,,,,,
1997-03-24,6.81,,,,,
1997-03-25,6.88,,,,,
1997-03-26,7.0,,,,,
1997-03-27,7.0,,,,,
1997-03-31,6.5,,,,,
1997-04-01,6.38,,,,,
1997-04-02,6.81,,,,,
1997-04-03,6.69,,,,,
1997-04-04,6.81,,,,,
1997-04-07,6.69,,,,,
1997-04-08,6.69,,,,,
1997-04-09,6.88,,,,,
1997-04-10,7.13,,,,,
1997-04-11,7.31,,,,,
1997-04-14,7.31,,,,,
1997-04-15,7.31,,,,,
1997-04-16,7.25,,,,,
1997-04-17,7.19,,,,,
1997-04-18,7.13,,,,,
1997-04-21,7.0,,,,,
1997-04-22,7.13,,,,,
1997-04-23,7.31,,,,,
1997-04-24,7.25,,,,,
1997-04-25,7.25,,,,,
1997-04-28,7.06,,,,,
1997-04-29,7.19,,,,,
1997-04-30,7.19,,,,,
1997-05-01,7.19,,,,,
1997-05-02,7.25,,,,,
1997-05-05,7.25,,,,,
1997-05-06,7.25,,,,,
1997-05-07,7.25,,,,,
1997-05-08,7.25,,,,,
1997-05-09,7.25,,,,,
1997-05-12,7.5,,,,,
1997-05-13,7.94,,,,,
1997-05-14,8.63,,,,,
1997-05-15,8.31,,,,,
1997-05-16,8.44,,,,,
1997-05-19,8.5,,,,,
1997-05-20,8.5,,,,,
1997-05-21,8.63,,,,,
1997-05-22,8.81,,,,,
1997-05-23,9.0,,,,,
1997-05-27,8.75,,,,,
1997-05-28,8.5,,,,,
1997-05-29,8.38,,,,,
1997-05-30,8.25,,,,,
1997-06-02,8.25,,,,,
1997-06-03,8.31,,,,,
1997-06-04,8.13,,,,,
1997-06-05,8.13,,,,,
1997-06-06,8.0,,,,,
1997-06-09,7.88,,,,,
1997-06-10,7.94,,,,,
1997-06-11,8.56,,,,,
1997-06-12,8.25,,,,,
1997-06-13,8.44,,,,,
1997-06-16,8.44,,,,,
1997-06-17,8.44,,,,,
1997-06-18,8.38,,,,,
1997-06-19,8.44,,,,,
1997-06-20,8.38,,,,,
1997-06-23,8.31,,,,,
1997-06-24,8.44,,,,,
1997-06-25,8.81,,,,,
1997-06-26,8.78,,,,,
1997-06-27,8.94,,,,,
1997-06-30,10.0,,,,,
1997-07-01,9.63,,,,,
1997-07-02,10.0,,,,,
1997-07-03,10.0,,,,,
1997-07-07,10.03,,,,,
1997-07-08,9.97,,,,,
1997-07-09,9.88,,,,,
1997-07-10,9.5,,,,,
1997-07-11,9.63,,,,,
1997-07-14,9.69,,,,,
1997-07-15,9.91,,,,,
1997-07-16,10.0,,,,,
1997-07-17,10.0,,,,,
1997-07-18,9.97,,,,,
1997-07-21,9.94,,,,,
1997-07-22,9.91,,,,,
1997-07-23,10.0,,,,,
1997-07-24,10.0,,,,,
1997-07-25,9.94,,,,,
1997-07-28,9.94,,,,,
1997-07-29,10.0,,,,,
1997-07-30,9.94,,,,,
1997-07-31,9.75,,,,,
1997-08-01,9.72,,,,,
1997-08-04,9.72,,,,,
1997-08-05,9.75,,,,,
1997-08-06,9.81,,,,,
1997-08-07,9.97,,,,,
1997-08-08,9.59,,,,,
1997-08-11,9.59,,,,,
1997-08-12,9.63,,,,,
1997-08-13,9.16,,,,,
1997-08-14,8.97,,,,,
1997-08-15,8.97,,,,,
1997-08-18,9.0,,,,,
1997-08-19,8.97,,,,,
1997-08-20,9.0,,,,,
1997-08-21,9.0,,,,,
1997-08-22,8.94,,,,,
1997-08-25,9.31,,,,,
1997-08-26,9.25,,,,,
1997-08-27,9.53,,,,,
1997-08-28,9.72,,,,,
1997-08-29,9.63,,,,,
1997-09-02,9.94,,,,,
1997-09-03,10.03,,,,,
1997-09-04,9.88,,,,,
1997-09-05,9.88,,,,,
1997-09-08,10.06,,,,,
1997-09-09,10.13,,,,,
1997-09-10,10.19,,,,,
1997-09-11,10.06,,,,,
1997-09-12,10.16,,,,,
1997-09-15,10.38,,,,,
1997-09-16,10.53,,,,,
1997-09-17,10.53,,,,,
1997-09-18,10.75,,,,,
1997-09-19,10.91,,,,,
1997-09-22,11.16,,,,,
1997-09-23,10.91,,,,,
1997-09-24,10.75,,,,,
1997-09-25,10.56,,,,,
1997-09-26,10.75,,,,,
1997-09-29,10.94,,,,,
1997-09-30,11.56,,,,,
1997-10-01,11.59,,,,,
1997-10-02,11.63,,,,,
1997-10-03,11.63,,,,,
1997-10-06,11.97,,,,,
1997-10-07,12.31,,,,,
1997-10-08,12.28,,,,,
1997-10-09,12.44,,,,,
1997-10-10,12.38,,,,,
1997-10-13,12.56,,,,,
1997-10-14,12.53,,,,,
1997-10-15,12.66,,,,,
1997-10-16,12.59,,,,,
1997-10-17,12.44,,,,,
1997-10-20,12.88,,,,,
1997-10-21,13.94,,,,,
1997-10-22,13.78,,,,,
1997-10-23,13.09,,,,,
1997-10-24,13.13,,,,,
1997-10-27,11.88,,,,,
1997-10-28,11.94,,,,,
1997-10-29,12.41,,,,,
1997-10-30,12.31,,,,,
1997-10-31,12.41,,,,,
1997-11-03,12.47,,,,,
1997-11-04,12.44,,,,,
1997-11-05,12.5,,,,,
1997-11-06,12.94,,,,,
1997-11-07,13.06,,,,,
1997-11-10,12.72,,,,,
1997-11-11,12.63,,,,,
1997-11-12,12.44,,,,,
1997-11-13,12.16,,,,,
1997-11-14,11.94,,,,,
1997-11-17,11.94,,,,,
1997-11-18,11.97,,,,,
1997-11-19,11.84,,,,,
1997-11-20,11.97,,,,,
1997-11-21,11.84,,,,,
1997-11-24,11.72,,,,,
1997-11-25,11.53,,,,,
1997-11-26,11.5,,,,,
1997-11-28,11.5,,,,,
1997-12-01,11.5,,,,,
1997-12-02,11.5,,,,,
1997-12-03,11.47,,,,,
1997-12-04,11.5,,,,,
1997-12-05,11.47,,,,,
1997-12-08,11.34,,,,,
1997-12-09,11.91,,,,,
1997-12-10,11.63,,,,,
1997-12-11,11.38,,,,,
1997-12-12,11.09,,,,,
1997-12-15,11.0,,,,,
1997-12-16,10.94,,,,,
1997-12-17,11.19,,,,,
1997-12-18,11.0,,,,,
1997-12-19,11.16,,,,,
1997-12-22,11.34,,,,,
1997-12-23,11.91,,,,,
1997-12-24,11.84,,,,,
1997-12-26,12.0,,,,,
1997-12-29,12.13,,,,,
1997-12-30,12.31,,,,,
1997-12-31,12.81,,,,,
1998-01-02,12.47,,,,,
1998-01-05,12.81,,,,,
1998-01-06,12.75,,,,,
1998-01-07,12.5,,,,,
1998-01-08,12.47,,,,,
1998-01-09,12.25,,,,,
1998-01-12,11.69,,,,,
1998-01-13,11.5,,,,,
1998-01-14,11.66,,,,,
1998-01-15,11.63,,,,,
1998-01-16,11.72,,,,,
1998-01-20,12.0,,,,,
1998-01-21,11.84,,,,,
1998-01-22,11.88,,,,,
1998-01-23,12.03,,,,,
1998-01-26,12.06,,,,,
1998-01-27,12.0,,,,,
1998-01-28,12.19,,,,,
1998-01-29,12.34,,,,,
1998-01-30,12.38,,,,,
1998-02-02,12.28,,,,,
1998-02-03,12.38,,,,,
1998-02-04,12.19,,,,,
1998-02-05,12.25,,,,,
1998-02-06,12.47,,,,,
1998-02-09,12.44,,,,,
1998-02-10,12.25,,,,,
1998-02-11,12.09,,,,,
1998-02-12,12.25,,,,,
1998-02-13,12.25,,,,,
1998-02-17,12.72,,,,,
1998-02-18,12.84,,,,,
1998-02-19,12.94,,,,,
1998-02-20,12.69,,,,,
1998-02-23,12.41,,,,,
1998-02-24,12.19,,,,,
1998-02-25,12.25,,,,,
1998-02-26,12.5,,,,,
1998-02-27,12.63,,,,,
1998-03-02,12.38,,,,,
1998-03-03,12.69,,,,,
1998-03-04,12.56,,,,,
1998-03-05,13.0,,,,,
1998-03-06,13.25,,,,,
1998-03-09,13.19,,,,,
1998-03-10,13.25,,,,,
1998-03-11,13.59,,,,,
1998-03-12,13.75,,,,,
1998-03-13,13.81,,,,,
1998-03-16,13.75,,,,,
1998-03-17,13.69,,,,,
1998-03-18,13.69,,,,,
1998-03-19,13.75,,,,,
1998-03-20,14.06,,,,,
1998-03-23,13.59,,,,,
1998-03-24,13.78,,,,,
1998-03-25,13.78,,,,,
1998-03-26,13.88,,,,,
1998-03-27,13.75,,,,,
1998-03-30,14.25,,,,,
1998-03-31,14.75,,,,,
1998-04-01,14.72,,,,,
1998-04-02,14.69,,,,,
1998-04-03,14.5,,,,,
1998-04-06,14.5,,,,,
1998-04-07,14.44,,,,,
1998-04-08,13.91,,,,,
1998-04-09,13.91,,,,,
1998-04-13,13.91,,,,,
1998-04-14,13.81,,,,,
1998-04-15,13.84,,,,,
1998-04-16,14.84,,,,,
1998-04-17,14.78,,,,,
1998-04-20,14.72,,,,,
1998-04-21,14.66,,,,,
1998-04-22,14.5,,,,,
1998-04-23,14.38,,,,,
1998-04-24,14.19,,,,,
1998-04-27,13.94,,,,,
1998-04-28,13.78,,,,,
1998-04-29,13.81,,,,,
1998-04-30,14.03,,,,,
1998-05-01,13.97,,,,,
1998-05-04,13.88,,,,,
1998-05-05,13.69,,,,,
1998-05-06,13.63,,,,,
1998-05-07,13.5,,,,,
1998-05-08,13.56,,,,,
1998-05-11,13.72,,,,,
1998-05-12,13.47,,,,,
1998-05-13,13.41,,,,,
1998-05-14,13.38,,,,,
1998-05-15,13.34,,,,,
1998-05-18,13.5,,,,,
1998-05-19,13.5,,,,,
1998-05-20,13.44,,,,,
1998-05-21,13.72,,,,,
1998-05-22,13.81,,,,,
1998-05-26,13.5,,,,,
1998-05-27,13.38,,,,,
1998-05-28,13.38,,,,,
1998-05-29,13.81,,,,,
1998-06-01,13.63,,,,,
1998-06-02,13.34,,,,,
1998-06-03,13.28,,,,,
1998-06-04,13.38,,,,,
1998-06-05,13.31,,,,,
1998-06-08,13.09,,,,,
1998-06-09,13.03,,,,,
1998-06-10,12.81,,,,,
1998-06-11,12.53,,,,,
1998-06-12,12.44,,,,,
1998-06-15,12.38,,,,,
1998-06-16,12.16,,,,,
1998-06-17,12.22,,,,,
1998-06-18,12.16,,,,,
1998-06-19,12.31,,,,,
1998-06-22,12.38,,,,,
1998-06-23,12.56,,,,,
1998-06-24,12.66,,,,,
1998-06-25,12.88,,,,,
1998-06-26,12.81,,,,,
1998-06-29,12.91,,,,,
1998-06-30,13.13,,,,,
1998-07-01,12.88,,,,,
1998-07-02,12.5,,,,,
1998-07-06,12.63,,,,,
1998-07-07,12.69,,,,,
1998-07-08,12.56,,,,,
1998-07-09,12.38,,,,,
1998-07-10,12.47,,,,,
1998-07-13,12.5,,,,,
1998-07-14,12.56,,,,,
1998-07-15,12.53,,,,,
1998-07-16,12.69,,,,,
1998-07-17,13.25,,,,,
1998-07-20,13.03,,,,,
1998-07-21,13.16,,,,,
1998-07-22,13.06,,,,,
1998-07-23,12.72,,,,,
1998-07-24,12.22,,,,,
1998-07-27,12.0,,,,,
1998-07-28,11.88,,,,,
1998-07-29,11.66,,,,,
1998-07-30,11.44,,,,,
1998-07-31,10.94,,,,,
1998-08-03,10.5,,,,,
1998-08-04,10.28,,,,,
1998-08-05,10.09,,,,,
1998-08-06,9.81,,,,,
1998-08-07,10.19,,,,,
1998-08-10,9.97,,,,,
1998-08-11,9.81,,,,,
1998-08-12,10.06,,,,,
1998-08-13,10.09,,,,,
1998-08-14,10.28,,,,,
1998-08-17,10.41,,,,,
1998-08-18,10.94,,,,,
1998-08-19,11.13,,,,,
1998-08-20,11.19,,,,,
1998-08-21,10.94,,,,,
1998-08-24,11.06,,,,,
1998-08-25,11.13,,,,,
1998-08-26,11.0,,,,,
1998-08-27,10.59,,,,,
1998-08-28,10.59,,,,,
1998-08-31,10.09,,,,,
1998-09-01,9.84,,,,,
1998-09-02,10.06,,,,,
1998-09-03,10.06,,,,,
1998-09-04,10.25,,,,,
1998-09-08,10.22,,,,,
1998-09-09,9.63,,,,,
1998-09-10,8.94,,,,,
1998-09-11,8.88,,,,,
1998-09-14,8.88,,,,,
1998-09-15,8.72,,,,,
1998-09-16,8.66,,,,,
1998-09-17,8.72,,,,,
1998-09-18,8.69,,,,,
1998-09-21,8.72,,,,,
1998-09-22,8.75,,,,,
1998-09-23,9.5,,,,,
1998-09-24,9.5,,,,,
1998-09-25,9.38,,,,,
1998-09-28,9.44,,,,,
1998-09-29,9.75,,,,,
1998-09-30,9.88,,,,,
1998-10-01,10.0,,,,,
1998-10-02,10.5,,,,,
1998-10-05,9.84,,,,,
1998-10-06,10.31,,,,,
1998-10-07,10.19,,,,,
1998-10-08,10.0,,,,,
1998-10-09,10.16,,,,,
1998-10-12,10.16,,,,,
1998-10-13,10.06,,,,,
1998-10-14,10.25,,,,,
1998-10-15,10.28,,,,,
1998-10-16,10.66,,,,,
1998-10-19,11.09,,,,,
1998-10-20,11.44,,,,,
1998-10-21,11.5,,,,,
1998-10-22,11.47,,,,,
1998-10-23,11.19,,,,,
1998-10-26,11.03,,,,,
1998-10-27,10.88,,,,,
1998-10-28,10.69,,,,,
1998-10-29,10.69,,,,,
1998-10-30,10.75,,,,,
1998-11-02,10.97,,,,,
1998-11-03,11.22,,,,,
1998-11-04,11.16,,,,,
1998-11-05,11.47,,,,,
1998-11-06,11.44,,,,,
1998-11-09,11.38,,,,,
1998-11-10,11.31,,,,,
1998-11-11,11.25,,,,,
1998-11-12,11.28,,,,,
1998-11-13,10.94,,,,,
1998-11-16,10.81,,,,,
1998-11-17,10.66,,,,,
1998-11-18,10.47,,,,,
1998-11-19,10.5,,,,,
1998-11-20,10.5,,,,,
1998-11-23,10.56,,,,,
