date,close price,MAS_SHE,MAS_TA,MAS_TL,market cap,PB Ratio
1980-08-11,3.42,,,,,
1980-08-12,3.41,,,,,
1980-08-13,3.34,,,,,
1980-08-14,3.31,,,,,
1980-08-15,3.3,,,,,
1980-08-18,3.28,,,,,
1980-08-19,3.19,,,,,
1980-08-20,3.17,,,,,
1980-08-21,3.2,,,,,
1980-08-22,3.19,,,,,
1980-08-25,3.14,,,,,
1980-08-26,3.03,,,,,
1980-08-27,3.08,,,,,
1980-08-28,3.06,,,,,
1980-08-29,3.12,,,,,
1980-09-02,3.1,,,,,
1980-09-03,3.13,,,,,
1980-09-04,3.23,,,,,
1980-09-05,3.27,,,,,
1980-09-08,3.24,,,,,
1980-09-09,3.28,,,,,
1980-09-10,3.3,,,,,
1980-09-11,3.39,,,,,
1980-09-12,3.49,,,,,
1980-09-15,3.49,,,,,
1980-09-16,3.49,,,,,
1980-09-17,3.61,,,,,
1980-09-18,3.62,,,,,
1980-09-19,3.68,,,,,
1980-09-22,3.56,,,,,
1980-09-23,3.49,,,,,
1980-09-24,3.43,,,,,
1980-09-25,3.42,,,,,
1980-09-26,3.39,,,,,
1980-09-29,3.23,,,,,
1980-09-30,3.25,,,,,
1980-10-01,3.31,,,,,
1980-10-02,3.38,,,,,
1980-10-03,3.5,,,,,
1980-10-06,3.54,,,,,
1980-10-07,3.5,,,,,
1980-10-08,3.47,,,,,
1980-10-09,3.49,,,,,
1980-10-10,3.51,,,,,
1980-10-13,3.5,,,,,
1980-10-14,3.47,,,,,
1980-10-15,3.46,,,,,
1980-10-16,3.5,,,,,
1980-10-17,3.47,,,,,
1980-10-20,3.45,,,,,
1980-10-21,3.32,,,,,
1980-10-22,3.34,,,,,
1980-10-23,3.34,,,,,
1980-10-24,3.35,,,,,
1980-10-27,3.35,,,,,
1980-10-28,3.36,,,,,
1980-10-29,3.49,,,,,
1980-10-30,3.43,,,,,
1980-10-31,3.43,,,,,
1980-11-03,3.43,,,,,
1980-11-05,3.47,,,,,
1980-11-06,3.45,,,,,
1980-11-07,3.45,,,,,
1980-11-10,3.46,,,,,
1980-11-11,3.45,,,,,
1980-11-12,3.42,,,,,
1980-11-13,3.46,,,,,
1980-11-14,3.57,,,,,
1980-11-17,3.56,,,,,
1980-11-18,3.68,,,,,
1980-11-19,3.69,,,,,
1980-11-20,3.71,,,,,
1980-11-21,3.73,,,,,
1980-11-24,3.79,,,,,
1980-11-25,3.73,,,,,
1980-11-26,3.76,,,,,
1980-11-28,3.71,,,,,
1980-12-01,3.58,,,,,
1980-12-02,3.46,,,,,
1980-12-03,3.46,,,,,
1980-12-04,3.46,,,,,
1980-12-05,3.43,,,,,
1980-12-08,3.35,,,,,
1980-12-09,3.46,,,,,
1980-12-10,3.42,,,,,
1980-12-11,3.35,,,,,
1980-12-12,3.34,,,,,
1980-12-15,3.28,,,,,
1980-12-16,3.27,,,,,
1980-12-17,3.25,,,,,
1980-12-18,3.3,,,,,
1980-12-19,3.3,,,,,
1980-12-22,3.25,,,,,
1980-12-23,3.35,,,,,
1980-12-24,3.36,,,,,
1980-12-26,3.35,,,,,
1980-12-29,3.35,,,,,
1980-12-30,3.32,,,,,
1980-12-31,3.34,,,,,
1981-01-02,3.31,,,,,
1981-01-05,3.38,,,,,
1981-01-06,3.36,,,,,
1981-01-07,3.27,,,,,
1981-01-08,3.32,,,,,
1981-01-09,3.27,,,,,
1981-01-12,3.25,,,,,
1981-01-13,3.24,,,,,
1981-01-14,3.28,,,,,
1981-01-15,3.25,,,,,
1981-01-16,3.23,,,,,
1981-01-19,3.23,,,,,
1981-01-20,3.23,,,,,
1981-01-21,3.13,,,,,
1981-01-22,3.17,,,,,
1981-01-23,3.23,,,,,
1981-01-26,3.27,,,,,
1981-01-27,3.25,,,,,
1981-01-28,3.25,,,,,
1981-01-29,3.27,,,,,
1981-01-30,3.28,,,,,
1981-02-02,3.27,,,,,
1981-02-03,3.27,,,,,
1981-02-04,3.41,,,,,
1981-02-05,3.42,,,,,
1981-02-06,3.45,,,,,
1981-02-09,3.36,,,,,
1981-02-10,3.39,,,,,
1981-02-11,3.43,,,,,
1981-02-12,3.38,,,,,
1981-02-13,3.41,,,,,
1981-02-17,3.47,,,,,
1981-02-18,3.51,,,,,
1981-02-19,3.5,,,,,
1981-02-20,3.47,,,,,
1981-02-23,3.53,,,,,
1981-02-24,3.71,,,,,
1981-02-25,3.65,,,,,
1981-02-26,3.65,,,,,
1981-02-27,3.79,,,,,
1981-03-02,3.98,,,,,
1981-03-03,4.01,,,,,
1981-03-04,4.04,,,,,
1981-03-05,4.0,,,,,
1981-03-06,4.05,,,,,
1981-03-09,4.05,,,,,
1981-03-10,4.06,,,,,
1981-03-11,4.05,,,,,
1981-03-12,4.04,,,,,
1981-03-13,4.04,,,,,
1981-03-16,4.05,,,,,
1981-03-17,3.98,,,,,
1981-03-18,4.01,,,,,
1981-03-19,4.04,,,,,
1981-03-20,4.05,,,,,
1981-03-23,4.06,,,,,
1981-03-24,4.06,,,,,
1981-03-25,4.23,,,,,
1981-03-26,4.2,,,,,
1981-03-27,4.23,,,,,
1981-03-30,4.27,,,,,
1981-03-31,4.26,,,,,
1981-04-01,4.26,,,,,
1981-04-02,4.23,,,,,
1981-04-03,4.23,,,,,
1981-04-06,4.22,,,,,
1981-04-07,4.23,,,,,
1981-04-08,4.12,,,,,
1981-04-09,4.17,,,,,
1981-04-10,4.22,,,,,
1981-04-13,4.22,,,,,
1981-04-14,4.22,,,,,
1981-04-15,4.28,,,,,
1981-04-16,4.41,,,,,
1981-04-20,4.49,,,,,
1981-04-21,4.41,,,,,
1981-04-22,4.49,,,,,
1981-04-23,4.52,,,,,
1981-04-24,4.57,,,,,
1981-04-27,4.64,,,,,
1981-04-28,4.49,,,,,
1981-04-29,4.38,,,,,
1981-04-30,4.33,,,,,
1981-05-01,4.33,,,,,
1981-05-04,4.19,,,,,
1981-05-05,4.13,,,,,
1981-05-06,4.3,,,,,
1981-05-07,4.34,,,,,
1981-05-08,4.33,,,,,
1981-05-11,4.17,,,,,
1981-05-12,4.13,,,,,
1981-05-13,4.17,,,,,
1981-05-14,4.06,,,,,
1981-05-15,4.12,,,,,
1981-05-18,4.13,,,,,
1981-05-19,4.23,,,,,
1981-05-20,4.39,,,,,
1981-05-21,4.3,,,,,
1981-05-22,4.33,,,,,
1981-05-26,4.3,,,,,
1981-05-27,4.3,,,,,
1981-05-28,4.37,,,,,
1981-05-29,4.42,,,,,
1981-06-01,4.48,,,,,
1981-06-02,4.57,,,,,
1981-06-03,4.59,,,,,
1981-06-04,4.61,,,,,
1981-06-05,4.63,,,,,
1981-06-08,4.61,,,,,
1981-06-09,4.6,,,,,
1981-06-10,4.52,,,,,
1981-06-11,4.53,,,,,
1981-06-12,4.53,,,,,
1981-06-15,4.53,,,,,
1981-06-16,4.49,,,,,
1981-06-17,4.49,,,,,
1981-06-18,4.54,,,,,
1981-06-19,4.46,,,,,
1981-06-22,4.39,,,,,
1981-06-23,4.43,,,,,
1981-06-24,4.45,,,,,
1981-06-25,4.45,,,,,
1981-06-26,4.41,,,,,
1981-06-29,4.37,,,,,
1981-06-30,4.34,,,,,
1981-07-01,4.27,,,,,
1981-07-02,4.15,,,,,
1981-07-06,4.06,,,,,
1981-07-07,3.94,,,,,
1981-07-08,3.95,,,,,
1981-07-09,4.04,,,,,
1981-07-10,4.01,,,,,
1981-07-13,3.98,,,,,
1981-07-14,4.0,,,,,
1981-07-15,4.0,,,,,
1981-07-16,3.93,,,,,
1981-07-17,3.94,,,,,
1981-07-20,3.94,,,,,
1981-07-21,3.94,,,,,
1981-07-22,3.91,,,,,
1981-07-23,3.91,,,,,
1981-07-24,3.97,,,,,
1981-07-27,3.98,,,,,
1981-07-28,4.0,,,,,
1981-07-29,3.98,,,,,
1981-07-30,4.01,,,,,
1981-07-31,3.98,,,,,
1981-08-03,4.0,,,,,
1981-08-04,3.98,,,,,
1981-08-05,3.95,,,,,
1981-08-06,4.0,,,,,
1981-08-07,4.01,,,,,
1981-08-10,4.0,,,,,
1981-08-11,4.0,,,,,
1981-08-12,3.95,,,,,
1981-08-13,3.94,,,,,
1981-08-14,3.95,,,,,
1981-08-17,3.93,,,,,
1981-08-18,3.86,,,,,
1981-08-19,3.83,,,,,
1981-08-20,3.87,,,,,
1981-08-21,3.84,,,,,
1981-08-24,3.78,,,,,
1981-08-25,3.62,,,,,
1981-08-26,3.8,,,,,
1981-08-27,3.72,,,,,
1981-08-28,3.71,,,,,
1981-08-31,3.69,,,,,
1981-09-01,3.72,,,,,
1981-09-02,3.75,,,,,
1981-09-03,3.75,,,,,
1981-09-04,3.71,,,,,
1981-09-08,3.65,,,,,
1981-09-09,3.68,,,,,
1981-09-10,3.72,,,,,
1981-09-11,3.72,,,,,
1981-09-14,3.79,,,,,
1981-09-15,3.78,,,,,
1981-09-16,3.87,,,,,
1981-09-17,3.8,,,,,
1981-09-18,3.76,,,,,
1981-09-21,3.75,,,,,
1981-09-22,3.93,,,,,
1981-09-23,3.83,,,,,
1981-09-24,3.89,,,,,
1981-09-25,3.84,,,,,
1981-09-28,3.86,,,,,
1981-09-29,3.95,,,,,
1981-09-30,3.9,,,,,
1981-10-01,3.9,,,,,
1981-10-02,3.87,,,,,
1981-10-05,3.82,,,,,
1981-10-06,3.87,,,,,
1981-10-07,3.91,,,,,
1981-10-08,3.93,,,,,
1981-10-09,4.01,,,,,
1981-10-12,4.2,,,,,
1981-10-13,4.31,,,,,
1981-10-14,4.15,,,,,
1981-10-15,4.17,,,,,
1981-10-16,4.12,,,,,
1981-10-19,4.16,,,,,
1981-10-20,4.19,,,,,
1981-10-21,4.28,,,,,
1981-10-22,4.2,,,,,
1981-10-23,4.17,,,,,
1981-10-26,4.2,,,,,
1981-10-27,4.24,,,,,
1981-10-28,4.23,,,,,
1981-10-29,4.17,,,,,
1981-10-30,4.23,,,,,
1981-11-02,4.31,,,,,
1981-11-03,4.33,,,,,
1981-11-04,4.33,,,,,
1981-11-05,4.3,,,,,
1981-11-06,4.33,,,,,
1981-11-09,4.3,,,,,
1981-11-10,4.38,,,,,
1981-11-11,4.3,,,,,
1981-11-12,4.26,,,,,
1981-11-13,4.2,,,,,
1981-11-16,4.16,,,,,
1981-11-17,4.2,,,,,
1981-11-18,4.15,,,,,
1981-11-19,4.12,,,,,
1981-11-20,4.15,,,,,
1981-11-23,4.16,,,,,
1981-11-24,4.15,,,,,
1981-11-25,4.19,,,,,
1981-11-27,4.19,,,,,
1981-11-30,4.11,,,,,
1981-12-01,4.2,,,,,
1981-12-02,4.19,,,,,
1981-12-03,4.17,,,,,
1981-12-04,4.26,,,,,
1981-12-07,4.26,,,,,
1981-12-08,4.2,,,,,
1981-12-09,4.2,,,,,
1981-12-10,4.2,,,,,
1981-12-11,4.26,,,,,
1981-12-14,4.24,,,,,
1981-12-15,4.22,,,,,
1981-12-16,4.2,,,,,
1981-12-17,4.24,,,,,
1981-12-18,4.39,,,,,
1981-12-21,4.27,,,,,
1981-12-22,4.11,,,,,
1981-12-23,4.06,,,,,
1981-12-24,4.15,,,,,
1981-12-28,4.13,,,,,
1981-12-29,4.11,,,,,
1981-12-30,4.08,,,,,
1981-12-31,4.06,,,,,
1982-01-04,4.16,,,,,
1982-01-05,4.04,,,,,
1982-01-06,3.98,,,,,
1982-01-07,3.97,,,,,
1982-01-08,4.05,,,,,
1982-01-11,3.98,,,,,
1982-01-12,3.95,,,,,
1982-01-13,3.97,,,,,
1982-01-14,3.98,,,,,
1982-01-15,4.04,,,,,
1982-01-18,4.12,,,,,
1982-01-19,4.09,,,,,
1982-01-20,4.04,,,,,
1982-01-21,4.04,,,,,
1982-01-22,4.02,,,,,
1982-01-25,3.95,,,,,
1982-01-26,3.98,,,,,
1982-01-27,3.93,,,,,
1982-01-28,3.93,,,,,
1982-01-29,3.93,,,,,
1982-02-01,3.87,,,,,
1982-02-02,3.84,,,,,
1982-02-03,3.86,,,,,
1982-02-04,3.82,,,,,
1982-02-05,3.84,,,,,
1982-02-08,3.82,,,,,
1982-02-09,3.78,,,,,
1982-02-10,3.83,,,,,
1982-02-11,3.79,,,,,
1982-02-12,3.79,,,,,
1982-02-16,3.82,,,,,
1982-02-17,3.79,,,,,
1982-02-18,3.79,,,,,
1982-02-19,3.82,,,,,
1982-02-22,3.73,,,,,
1982-02-23,3.62,,,,,
1982-02-24,3.61,,,,,
1982-02-25,3.64,,,,,
1982-02-26,3.54,,,,,
1982-03-01,3.54,,,,,
1982-03-02,3.6,,,,,
1982-03-03,3.51,,,,,
1982-03-04,3.32,,,,,
1982-03-05,3.24,,,,,
1982-03-08,2.98,,,,,
1982-03-09,3.2,,,,,
1982-03-10,3.23,,,,,
1982-03-11,3.23,,,,,
1982-03-12,3.19,,,,,
1982-03-15,3.17,,,,,
1982-03-16,3.34,,,,,
1982-03-17,3.36,,,,,
1982-03-18,3.47,,,,,
1982-03-19,3.6,,,,,
1982-03-22,3.68,,,,,
1982-03-23,3.68,,,,,
1982-03-24,3.76,,,,,
1982-03-25,3.73,,,,,
1982-03-26,3.68,,,,,
1982-03-29,3.71,,,,,
1982-03-30,3.72,,,,,
1982-03-31,3.72,,,,,
1982-04-01,3.73,,,,,
1982-04-02,3.75,,,,,
1982-04-05,3.65,,,,,
1982-04-06,3.58,,,,,
1982-04-07,3.61,,,,,
1982-04-08,3.6,,,,,
1982-04-12,3.57,,,,,
1982-04-13,3.64,,,,,
1982-04-14,3.61,,,,,
1982-04-15,3.57,,,,,
1982-04-16,3.62,,,,,
1982-04-19,3.65,,,,,
1982-04-20,3.73,,,,,
1982-04-21,3.76,,,,,
1982-04-22,3.91,,,,,
1982-04-23,3.86,,,,,
1982-04-26,3.86,,,,,
1982-04-27,3.89,,,,,
1982-04-28,3.82,,,,,
1982-04-29,3.73,,,,,
1982-04-30,3.79,,,,,
1982-05-03,3.8,,,,,
1982-05-04,3.78,,,,,
1982-05-05,3.75,,,,,
1982-05-06,3.76,,,,,
1982-05-07,3.76,,,,,
1982-05-10,3.75,,,,,
1982-05-11,3.75,,,,,
1982-05-12,3.68,,,,,
1982-05-13,3.71,,,,,
1982-05-14,3.68,,,,,
1982-05-17,3.71,,,,,
1982-05-18,3.8,,,,,
1982-05-19,3.84,,,,,
1982-05-20,3.78,,,,,
1982-05-21,3.78,,,,,
1982-05-24,3.73,,,,,
1982-05-25,3.72,,,,,
1982-05-26,3.69,,,,,
1982-05-27,3.57,,,,,
1982-05-28,3.56,,,,,
1982-06-01,3.51,,,,,
1982-06-02,3.46,,,,,
1982-06-03,3.43,,,,,
1982-06-04,3.41,,,,,
1982-06-07,3.49,,,,,
1982-06-08,3.43,,,,,
1982-06-09,3.31,,,,,
1982-06-10,3.3,,,,,
1982-06-11,3.42,,,,,
1982-06-14,3.3,,,,,
1982-06-15,3.3,,,,,
1982-06-16,3.34,,,,,
1982-06-17,3.36,,,,,
1982-06-18,3.41,,,,,
1982-06-21,3.35,,,,,
1982-06-22,3.34,,,,,
1982-06-23,3.46,,,,,
1982-06-24,3.62,,,,,
1982-06-25,3.61,,,,,
1982-06-28,3.57,,,,,
1982-06-29,3.57,,,,,
1982-06-30,3.58,,,,,
1982-07-01,3.56,,,,,
1982-07-02,3.54,,,,,
1982-07-06,3.5,,,,,
1982-07-07,3.57,,,,,
1982-07-08,3.57,,,,,
1982-07-09,3.67,,,,,
1982-07-12,3.76,,,,,
1982-07-13,3.9,,,,,
1982-07-14,3.84,,,,,
1982-07-15,3.8,,,,,
1982-07-16,3.78,,,,,
1982-07-19,3.78,,,,,
1982-07-20,3.76,,,,,
1982-07-21,3.79,,,,,
1982-07-22,3.89,,,,,
1982-07-23,3.86,,,,,
1982-07-26,3.84,,,,,
1982-07-27,3.79,,,,,
1982-07-28,3.68,,,,,
1982-07-29,3.49,,,,,
1982-07-30,3.43,,,,,
1982-08-02,3.56,,,,,
1982-08-03,3.54,,,,,
1982-08-04,3.5,,,,,
1982-08-05,3.43,,,,,
1982-08-06,3.41,,,,,
1982-08-09,3.32,,,,,
1982-08-10,3.36,,,,,
1982-08-11,3.38,,,,,
1982-08-12,3.46,,,,,
1982-08-13,3.57,,,,,
1982-08-16,3.61,,,,,
1982-08-17,3.67,,,,,
1982-08-18,3.76,,,,,
1982-08-19,3.69,,,,,
1982-08-20,3.84,,,,,
1982-08-23,3.84,,,,,
1982-08-24,3.86,,,,,
1982-08-25,3.9,,,,,
1982-08-26,3.84,,,,,
1982-08-27,3.82,,,,,
1982-08-30,3.79,,,,,
1982-08-31,3.9,,,,,
1982-09-01,3.89,,,,,
1982-09-02,3.84,,,,,
1982-09-03,4.17,,,,,
1982-09-07,4.11,,,,,
1982-09-08,4.23,,,,,
1982-09-09,4.39,,,,,
1982-09-10,4.39,,,,,
1982-09-13,4.31,,,,,
1982-09-14,4.23,,,,,
1982-09-15,4.35,,,,,
1982-09-16,4.33,,,,,
1982-09-17,4.23,,,,,
1982-09-20,4.3,,,,,
1982-09-21,4.37,,,,,
1982-09-22,4.23,,,,,
1982-09-23,4.17,,,,,
1982-09-24,4.19,,,,,
1982-09-27,4.13,,,,,
1982-09-28,4.13,,,,,
1982-09-29,4.01,,,,,
1982-09-30,4.04,,,,,
1982-10-01,4.04,,,,,
1982-10-04,4.11,,,,,
1982-10-05,4.13,,,,,
1982-10-06,4.16,,,,,
1982-10-07,4.33,,,,,
1982-10-08,4.43,,,,,
1982-10-11,4.6,,,,,
1982-10-12,4.83,,,,,
1982-10-13,4.98,,,,,
1982-10-14,4.96,,,,,
1982-10-15,4.9,,,,,
1982-10-18,4.98,,,,,
1982-10-19,5.01,,,,,
1982-10-20,5.14,,,,,
1982-10-21,5.24,,,,,
1982-10-22,5.38,,,,,
1982-10-25,5.3,,,,,
1982-10-26,5.3,,,,,
1982-10-27,5.35,,,,,
1982-10-28,5.3,,,,,
1982-10-29,5.31,,,,,
1982-11-01,5.35,,,,,
1982-11-02,5.35,,,,,
1982-11-03,5.51,,,,,
1982-11-04,5.44,,,,,
1982-11-05,5.48,,,,,
1982-11-08,5.6,,,,,
1982-11-09,5.73,,,,,
1982-11-10,5.52,,,,,
1982-11-11,5.53,,,,,
1982-11-12,5.53,,,,,
1982-11-15,5.45,,,,,
1982-11-16,5.37,,,,,
1982-11-17,5.41,,,,,
1982-11-18,5.46,,,,,
1982-11-19,5.48,,,,,
1982-11-22,5.38,,,,,
1982-11-23,5.37,,,,,
1982-11-24,5.35,,,,,
1982-11-26,5.41,,,,,
1982-11-29,5.46,,,,,
1982-11-30,5.77,,,,,
1982-12-01,5.68,,,,,
1982-12-02,5.9,,,,,
1982-12-03,5.88,,,,,
1982-12-06,5.9,,,,,
1982-12-07,5.86,,,,,
1982-12-08,5.79,,,,,
1982-12-09,5.6,,,,,
1982-12-10,5.63,,,,,
1982-12-13,5.59,,,,,
1982-12-14,5.63,,,,,
1982-12-15,5.53,,,,,
1982-12-16,5.57,,,,,
1982-12-17,5.66,,,,,
1982-12-20,5.71,,,,,
1982-12-21,5.74,,,,,
1982-12-22,5.74,,,,,
1982-12-23,5.82,,,,,
1982-12-27,6.01,,,,,
1982-12-28,6.04,,,,,
1982-12-29,6.26,,,,,
1982-12-30,6.21,,,,,
1982-12-31,6.23,,,,,
1983-01-03,6.04,,,,,
1983-01-04,6.23,,,,,
1983-01-05,6.12,,,,,
1983-01-06,6.45,,,,,
1983-01-07,6.84,,,,,
1983-01-10,6.56,,,,,
1983-01-11,6.48,,,,,
1983-01-12,6.59,,,,,
1983-01-13,6.43,,,,,
1983-01-14,6.32,,,,,
1983-01-17,6.26,,,,,
1983-01-18,6.23,,,,,
1983-01-19,6.1,,,,,
1983-01-20,6.01,,,,,
1983-01-21,6.01,,,,,
1983-01-24,5.71,,,,,
1983-01-25,5.93,,,,,
1983-01-26,5.88,,,,,
1983-01-27,5.96,,,,,
1983-01-28,6.07,,,,,
1983-01-31,6.04,,,,,
1983-02-01,5.93,,,,,
1983-02-02,5.79,,,,,
1983-02-03,5.99,,,,,
1983-02-04,6.26,,,,,
1983-02-07,6.45,,,,,
1983-02-08,6.51,,,,,
1983-02-09,6.56,,,,,
1983-02-10,6.59,,,,,
1983-02-11,6.54,,,,,
1983-02-14,6.54,,,,,
1983-02-15,6.43,,,,,
1983-02-16,6.4,,,,,
1983-02-17,6.37,,,,,
1983-02-18,6.29,,,,,
1983-02-22,6.23,,,,,
1983-02-23,6.56,,,,,
1983-02-24,6.51,,,,,
1983-02-25,6.65,,,,,
1983-02-28,6.76,,,,,
1983-03-01,6.92,,,,,
1983-03-02,7.03,,,,,
1983-03-03,7.08,,,,,
1983-03-04,7.11,,,,,
1983-03-07,6.92,,,,,
1983-03-08,6.76,,,,,
1983-03-09,7.03,,,,,
1983-03-10,7.03,,,,,
1983-03-11,6.92,,,,,
1983-03-14,6.76,,,,,
1983-03-15,6.73,,,,,
1983-03-16,6.65,,,,,
1983-03-17,6.67,,,,,
1983-03-18,6.59,,,,,
1983-03-21,6.51,,,,,
1983-03-22,6.56,,,,,
1983-03-23,7.0,,,,,
1983-03-24,7.36,,,,,
1983-03-25,7.36,,,,,
1983-03-28,7.36,,,,,
1983-03-29,7.33,,,,,
1983-03-30,7.33,,,,,
1983-03-31,7.36,,,,,
1983-04-04,7.19,,,,,
1983-04-05,7.14,,,,,
1983-04-06,7.19,,,,,
1983-04-07,7.14,,,,,
1983-04-08,7.17,,,,,
1983-04-11,7.22,,,,,
1983-04-12,7.3,,,,,
1983-04-13,7.28,,,,,
1983-04-14,7.3,,,,,
1983-04-15,7.36,,,,,
1983-04-18,7.36,,,,,
1983-04-19,7.14,,,,,
1983-04-20,7.03,,,,,
1983-04-21,6.97,,,,,
1983-04-22,6.97,,,,,
1983-04-25,6.92,,,,,
1983-04-26,6.73,,,,,
1983-04-27,6.73,,,,,
1983-04-28,6.78,,,,,
1983-04-29,7.0,,,,,
1983-05-02,6.92,,,,,
1983-05-03,6.76,,,,,
1983-05-04,6.81,,,,,
1983-05-05,6.92,,,,,
1983-05-06,7.19,,,,,
1983-05-09,7.3,,,,,
1983-05-10,7.19,,,,,
1983-05-11,6.97,,,,,
1983-05-12,6.97,,,,,
1983-05-13,6.92,,,,,
1983-05-16,6.81,,,,,
1983-05-17,6.76,,,,,
1983-05-18,6.81,,,,,
1983-05-19,6.89,,,,,
1983-05-20,6.87,,,,,
1983-05-23,6.87,,,,,
1983-05-24,6.81,,,,,
1983-05-25,6.67,,,,,
1983-05-26,6.73,,,,,
1983-05-27,6.78,,,,,
1983-05-31,6.67,,,,,
1983-06-01,6.67,,,,,
1983-06-02,6.59,,,,,
1983-06-03,6.7,,,,,
1983-06-06,6.51,,,,,
1983-06-07,6.37,,,,,
1983-06-08,6.56,,,,,
1983-06-09,6.54,,,,,
1983-06-10,6.59,,,,,
1983-06-13,6.59,,,,,
1983-06-14,6.67,,,,,
1983-06-15,6.73,,,,,
1983-06-16,7.08,,,,,
1983-06-17,7.58,,,,,
1983-06-20,7.72,,,,,
1983-06-21,7.74,,,,,
1983-06-22,8.02,,,,,
1983-06-23,7.99,,,,,
1983-06-24,7.8,,,,,
1983-06-27,7.63,,,,,
1983-06-28,7.47,,,,,
1983-06-29,7.3,,,,,
1983-06-30,7.17,,,,,
1983-07-01,7.25,,,,,
1983-07-05,7.22,,,,,
1983-07-06,7.03,,,,,
1983-07-07,7.08,,,,,
1983-07-08,7.06,,,,,
1983-07-11,7.06,,,,,
1983-07-12,6.76,,,,,
1983-07-13,6.7,,,,,
1983-07-14,7.03,,,,,
1983-07-15,7.08,,,,,
1983-07-18,7.11,,,,,
1983-07-19,7.11,,,,,
1983-07-20,7.28,,,,,
1983-07-21,7.17,,,,,
1983-07-22,7.17,,,,,
1983-07-25,7.17,,,,,
1983-07-26,7.19,,,,,
1983-07-27,7.14,,,,,
1983-07-28,6.76,,,,,
1983-07-29,6.78,,,,,
1983-08-01,6.4,,,,,
1983-08-02,6.48,,,,,
1983-08-03,6.43,,,,,
1983-08-04,6.34,,,,,
1983-08-05,6.32,,,,,
1983-08-08,6.18,,,,,
1983-08-09,6.15,,,,,
1983-08-10,6.18,,,,,
1983-08-11,6.37,,,,,
1983-08-12,6.48,,,,,
1983-08-15,6.62,,,,,
1983-08-16,6.62,,,,,
1983-08-17,6.92,,,,,
1983-08-18,6.84,,,,,
1983-08-19,6.84,,,,,
1983-08-22,7.08,,,,,
1983-08-23,7.14,,,,,
