date,close price,AZO_SHE,AZO_TA,AZO_TL,market cap,PB Ratio
1991-07-24,9.66,,,,,
1991-07-25,9.75,,,,,
1991-07-26,9.72,,,,,
1991-07-29,9.72,,,,,
1991-07-30,9.75,,,,,
1991-07-31,9.44,,,,,
1991-08-01,9.44,,,,,
1991-08-02,9.56,,,,,
1991-08-05,9.56,,,,,
1991-08-06,9.56,,,,,
1991-08-07,9.72,,,,,
1991-08-08,9.81,,,,,
1991-08-09,9.81,,,,,
1991-08-12,9.78,,,,,
1991-08-13,9.84,,,,,
1991-08-14,9.84,,,,,
1991-08-15,9.66,,,,,
1991-08-16,9.47,,,,,
1991-08-19,9.13,,,,,
1991-08-20,9.22,,,,,
1991-08-21,9.56,,,,,
1991-08-22,9.94,,,,,
1991-08-23,10.0,,,,,
1991-08-26,10.0,,,,,
1991-08-27,9.91,,,,,
1991-08-28,10.22,,,,,
1991-08-29,10.13,,,,,
1991-08-30,10.19,,,,,
1991-09-03,10.19,,,,,
1991-09-04,9.94,,,,,
1991-09-05,9.84,,,,,
1991-09-06,9.75,,,,,
1991-09-09,9.72,,,,,
1991-09-10,9.72,,,,,
1991-09-11,10.0,,,,,
1991-09-12,10.03,,,,,
1991-09-13,10.0,,,,,
1991-09-16,10.25,,,,,
1991-09-17,10.53,,,,,
1991-09-18,10.47,,,,,
1991-09-19,11.0,,,,,
1991-09-20,11.56,,,,,
1991-09-23,11.81,,,,,
1991-09-24,11.63,,,,,
1991-09-25,11.31,,,,,
1991-09-26,11.19,,,,,
1991-09-27,11.09,,,,,
1991-09-30,11.16,,,,,
1991-10-01,11.5,,,,,
1991-10-02,11.63,,,,,
1991-10-03,11.22,,,,,
1991-10-04,11.16,,,,,
1991-10-07,11.0,,,,,
1991-10-08,11.16,,,,,
1991-10-09,11.0,,,,,
1991-10-10,10.78,,,,,
1991-10-11,10.91,,,,,
1991-10-14,11.28,,,,,
1991-10-15,11.28,,,,,
1991-10-16,11.44,,,,,
1991-10-17,11.41,,,,,
1991-10-18,11.53,,,,,
1991-10-21,11.5,,,,,
1991-10-22,11.56,,,,,
1991-10-23,11.59,,,,,
1991-10-24,11.25,,,,,
1991-10-25,11.06,,,,,
1991-10-28,11.22,,,,,
1991-10-29,11.69,,,,,
1991-10-30,11.78,,,,,
1991-10-31,11.94,,,,,
1991-11-01,11.94,,,,,
1991-11-04,11.94,,,,,
1991-11-05,11.88,,,,,
1991-11-06,12.0,,,,,
1991-11-07,12.53,,,,,
1991-11-08,12.72,,,,,
1991-11-11,13.19,,,,,
1991-11-12,13.72,,,,,
1991-11-13,13.84,,,,,
1991-11-14,13.56,,,,,
1991-11-15,13.41,,,,,
1991-11-18,12.69,,,,,
1991-11-19,12.44,,,,,
1991-11-20,12.47,,,,,
1991-11-21,12.75,,,,,
1991-11-22,13.16,,,,,
1991-11-25,13.06,,,,,
1991-11-26,12.94,,,,,
1991-11-27,12.75,,,,,
1991-11-29,12.81,,,,,
1991-12-02,13.09,,,,,
1991-12-03,13.03,,,,,
1991-12-04,13.19,,,,,
1991-12-05,13.75,,,,,
1991-12-06,14.28,,,,,
1991-12-09,14.03,,,,,
1991-12-10,13.97,,,,,
1991-12-11,13.69,,,,,
1991-12-12,13.72,,,,,
1991-12-13,14.0,,,,,
1991-12-16,14.75,,,,,
1991-12-17,14.72,,,,,
1991-12-18,14.75,,,,,
1991-12-19,14.53,,,,,
1991-12-20,14.5,,,,,
1991-12-23,14.94,,,,,
1991-12-24,14.97,,,,,
1991-12-26,15.34,,,,,
1991-12-27,15.75,,,,,
1991-12-30,16.19,,,,,
1991-12-31,16.78,,,,,
1992-01-02,16.78,,,,,
1992-01-03,16.78,,,,,
1992-01-06,17.0,,,,,
1992-01-07,17.16,,,,,
1992-01-08,17.06,,,,,
1992-01-09,17.06,,,,,
1992-01-10,17.25,,,,,
1992-01-13,17.5,,,,,
1992-01-14,17.44,,,,,
1992-01-15,17.47,,,,,
1992-01-16,16.75,,,,,
1992-01-17,16.38,,,,,
1992-01-20,15.97,,,,,
1992-01-21,15.41,,,,,
1992-01-22,15.56,,,,,
1992-01-23,15.81,,,,,
1992-01-24,16.06,,,,,
1992-01-27,16.06,,,,,
1992-01-28,16.44,,,,,
1992-01-29,16.13,,,,,
1992-01-30,16.5,,,,,
1992-01-31,17.06,,,,,
1992-02-03,17.81,,,,,
1992-02-04,18.75,,,,,
1992-02-05,20.0,,,,,
1992-02-06,20.44,,,,,
1992-02-07,20.0,,,,,
1992-02-10,19.94,,,,,
1992-02-11,20.0,,,,,
1992-02-12,19.19,,,,,
1992-02-13,18.75,,,,,
1992-02-14,18.94,,,,,
1992-02-18,18.0,,,,,
1992-02-19,18.19,,,,,
1992-02-20,18.81,,,,,
1992-02-21,19.5,,,,,
1992-02-24,19.19,,,,,
1992-02-25,18.44,,,,,
1992-02-26,19.19,,,,,
1992-02-27,19.94,,,,,
1992-02-28,19.31,,,,,
1992-03-02,19.44,,,,,
1992-03-03,19.31,,,,,
1992-03-04,18.69,,,,,
1992-03-05,18.38,,,,,
1992-03-06,18.19,,,,,
1992-03-09,17.88,,,,,
1992-03-10,17.63,,,,,
1992-03-11,17.5,,,,,
1992-03-12,17.81,,,,,
1992-03-13,18.06,,,,,
1992-03-16,18.0,,,,,
1992-03-17,18.19,,,,,
1992-03-18,18.75,,,,,
1992-03-19,18.75,,,,,
1992-03-20,19.0,,,,,
1992-03-23,19.38,,,,,
1992-03-24,19.25,,,,,
1992-03-25,19.56,,,,,
1992-03-26,19.38,,,,,
1992-03-27,19.69,,,,,
1992-03-30,19.19,,,,,
1992-03-31,18.44,,,,,
1992-04-01,17.69,,,,,
1992-04-02,17.63,,,,,
1992-04-03,17.31,,,,,
1992-04-06,18.0,,,,,
1992-04-07,17.88,,,,,
1992-04-08,17.63,,,,,
1992-04-09,18.06,,,,,
1992-04-10,17.94,,,,,
1992-04-13,18.31,,,,,
1992-04-14,18.94,,,,,
1992-04-15,18.88,,,,,
1992-04-16,18.5,,,,,
1992-04-20,17.75,,,,,
1992-04-21,17.44,,,,,
1992-04-22,17.94,,,,,
1992-04-23,17.44,,,,,
1992-04-24,17.44,,,,,
1992-04-27,17.13,,,,,
1992-04-28,16.44,,,,,
1992-04-29,17.06,,,,,
1992-04-30,17.94,,,,,
1992-05-01,18.0,,,,,
1992-05-04,18.63,,,,,
1992-05-05,18.31,,,,,
1992-05-06,18.63,,,,,
1992-05-07,18.56,,,,,
1992-05-08,18.31,,,,,
1992-05-11,18.19,,,,,
1992-05-12,17.56,,,,,
1992-05-13,17.38,,,,,
1992-05-14,17.0,,,,,
1992-05-15,17.44,,,,,
1992-05-18,17.75,,,,,
1992-05-19,17.81,,,,,
1992-05-20,17.31,,,,,
1992-05-21,17.19,,,,,
1992-05-22,17.25,,,,,
1992-05-26,17.56,,,,,
1992-05-27,17.06,,,,,
1992-05-28,16.88,,,,,
1992-05-29,17.56,,,,,
1992-06-01,17.44,,,,,
1992-06-02,17.38,,,,,
1992-06-03,17.38,,,,,
1992-06-04,16.63,,,,,
1992-06-05,16.31,,,,,
1992-06-08,15.44,,,,,
1992-06-09,14.44,,,,,
1992-06-10,14.31,,,,,
1992-06-11,14.44,,,,,
1992-06-12,14.94,,,,,
1992-06-15,15.25,,,,,
1992-06-16,14.88,,,,,
1992-06-17,14.25,,,,,
1992-06-18,13.5,,,,,
1992-06-19,13.38,,,,,
1992-06-22,12.88,,,,,
1992-06-23,13.38,,,,,
1992-06-24,13.5,,,,,
1992-06-25,13.94,,,,,
1992-06-26,14.13,,,,,
1992-06-29,14.44,,,,,
1992-06-30,14.0,,,,,
1992-07-01,14.69,,,,,
1992-07-02,14.06,,,,,
1992-07-06,13.94,,,,,
1992-07-07,14.06,,,,,
1992-07-08,13.81,,,,,
1992-07-09,13.94,,,,,
1992-07-10,14.0,,,,,
1992-07-13,14.31,,,,,
1992-07-14,14.19,,,,,
1992-07-15,14.13,,,,,
1992-07-16,14.25,,,,,
1992-07-17,14.25,,,,,
1992-07-20,14.06,,,,,
1992-07-21,14.31,,,,,
1992-07-22,13.75,,,,,
1992-07-23,14.75,,,,,
1992-07-24,14.75,,,,,
1992-07-27,15.88,,,,,
1992-07-28,15.88,,,,,
1992-07-29,15.94,,,,,
1992-07-30,15.69,,,,,
1992-07-31,15.5,,,,,
1992-08-03,15.75,,,,,
1992-08-04,15.63,,,,,
1992-08-05,15.44,,,,,
1992-08-06,15.25,,,,,
1992-08-07,14.44,,,,,
1992-08-10,14.5,,,,,
1992-08-11,15.0,,,,,
1992-08-12,15.25,,,,,
1992-08-13,15.63,,,,,
1992-08-14,16.0,,,,,
1992-08-17,16.06,,,,,
1992-08-18,16.19,,,,,
1992-08-19,16.31,,,,,
1992-08-20,16.0,,,,,
1992-08-21,15.75,,,,,
1992-08-24,15.81,,,,,
1992-08-25,15.63,,,,,
1992-08-26,15.63,,,,,
1992-08-27,15.0,,,,,
1992-08-28,14.63,,,,,
1992-08-31,14.5,,,,,
1992-09-01,14.31,,,,,
1992-09-02,14.63,,,,,
1992-09-03,15.13,,,,,
1992-09-04,15.19,,,,,
1992-09-08,14.81,,,,,
1992-09-09,14.69,,,,,
1992-09-10,15.06,,,,,
1992-09-11,15.0,,,,,
1992-09-14,16.06,,,,,
1992-09-15,16.5,,,,,
1992-09-16,16.44,,,,,
1992-09-17,16.25,,,,,
1992-09-18,16.5,,,,,
1992-09-21,16.38,,,,,
1992-09-22,16.5,,,,,
1992-09-23,16.69,,,,,
1992-09-24,17.0,,,,,
1992-09-25,16.81,,,,,
1992-09-28,16.63,,,,,
1992-09-29,16.63,,,,,
1992-09-30,16.69,,,,,
1992-10-01,16.44,,,,,
1992-10-02,16.5,,,,,
1992-10-05,16.06,,,,,
1992-10-06,15.69,,,,,
1992-10-07,15.69,,,,,
1992-10-08,15.69,,,,,
1992-10-09,15.75,,,,,
1992-10-12,16.38,,,,,
1992-10-13,16.38,,,,,
1992-10-14,16.19,,,,,
1992-10-15,16.13,,,,,
1992-10-16,16.19,,,,,
1992-10-19,16.19,,,,,
1992-10-20,16.38,,,,,
1992-10-21,16.38,,,,,
1992-10-22,16.31,,,,,
1992-10-23,16.19,,,,,
1992-10-26,16.31,,,,,
1992-10-27,16.94,,,,,
1992-10-28,16.75,,,,,
1992-10-29,16.69,,,,,
1992-10-30,16.5,,,,,
1992-11-02,16.38,,,,,
1992-11-03,16.38,,,,,
1992-11-04,16.19,,,,,
1992-11-05,16.38,,,,,
1992-11-06,17.19,,,,,
1992-11-09,17.38,,,,,
1992-11-10,17.5,,,,,
1992-11-11,18.13,,,,,
1992-11-12,17.81,,,,,
1992-11-13,18.31,,,,,
1992-11-16,18.31,,,,,
1992-11-17,18.25,,,,,
1992-11-18,18.63,,,,,
1992-11-19,18.5,,,,,
1992-11-20,18.44,,,,,
1992-11-23,18.38,,,,,
1992-11-24,18.31,,,,,
1992-11-25,18.5,,,,,
1992-11-27,18.69,,,,,
1992-11-30,19.38,,,,,
1992-12-01,19.44,,,,,
1992-12-02,19.75,,,,,
1992-12-03,20.0,,,,,
1992-12-04,20.0,,,,,
1992-12-07,19.88,,,,,
1992-12-08,19.75,,,,,
1992-12-09,19.25,,,,,
1992-12-10,19.0,,,,,
1992-12-11,19.06,,,,,
1992-12-14,18.75,,,,,
1992-12-15,18.94,,,,,
1992-12-16,18.75,,,,,
1992-12-17,19.0,,,,,
1992-12-18,18.88,,,,,
1992-12-21,18.88,,,,,
1992-12-22,19.13,,,,,
1992-12-23,19.38,,,,,
1992-12-24,19.56,,,,,
1992-12-28,19.44,,,,,
1992-12-29,19.06,,,,,
1992-12-30,19.63,,,,,
1992-12-31,19.63,,,,,
1993-01-04,19.31,,,,,
1993-01-05,19.38,,,,,
1993-01-06,19.63,,,,,
1993-01-07,19.63,,,,,
1993-01-08,19.0,,,,,
1993-01-11,19.44,,,,,
1993-01-12,19.38,,,,,
1993-01-13,19.25,,,,,
1993-01-14,19.25,,,,,
1993-01-15,19.0,,,,,
1993-01-18,18.94,,,,,
1993-01-19,18.94,,,,,
1993-01-20,18.5,,,,,
1993-01-21,17.75,,,,,
1993-01-22,17.88,,,,,
1993-01-25,17.94,,,,,
1993-01-26,18.25,,,,,
1993-01-27,18.25,,,,,
1993-01-28,18.13,,,,,
1993-01-29,17.56,,,,,
1993-02-01,17.13,,,,,
1993-02-02,17.19,,,,,
1993-02-03,17.88,,,,,
1993-02-04,18.13,,,,,
1993-02-05,18.06,,,,,
1993-02-08,17.63,,,,,
1993-02-09,17.94,,,,,
1993-02-10,18.31,,,,,
1993-02-11,18.44,,,,,
1993-02-12,18.19,,,,,
1993-02-16,17.69,,,,,
1993-02-17,17.75,,,,,
1993-02-18,17.94,,,,,
1993-02-19,18.31,,,,,
1993-02-22,18.0,,,,,
1993-02-23,17.5,,,,,
1993-02-24,18.25,,,,,
1993-02-25,18.88,,,,,
1993-02-26,18.88,,,,,
1993-03-01,19.75,,,,,
1993-03-02,19.75,,,,,
1993-03-03,20.25,,,,,
1993-03-04,20.06,,,,,
1993-03-05,19.75,,,,,
1993-03-08,20.13,,,,,
1993-03-09,20.38,,,,,
1993-03-10,20.75,,,,,
1993-03-11,20.81,,,,,
1993-03-12,20.75,,,,,
1993-03-15,20.88,,,,,
1993-03-16,21.0,,,,,
1993-03-17,21.0,,,,,
1993-03-18,20.94,,,,,
1993-03-19,21.38,,,,,
1993-03-22,21.13,,,,,
1993-03-23,21.25,,,,,
1993-03-24,21.56,,,,,
1993-03-25,21.25,,,,,
1993-03-26,21.63,,,,,
1993-03-29,21.63,,,,,
1993-03-30,21.75,,,,,
1993-03-31,21.81,,,,,
1993-04-01,21.63,,,,,
1993-04-02,20.75,,,,,
1993-04-05,20.81,,,,,
1993-04-06,20.06,,,,,
1993-04-07,20.44,,,,,
1993-04-08,20.19,,,,,
1993-04-12,21.19,,,,,
1993-04-13,21.5,,,,,
1993-04-14,21.19,,,,,
1993-04-15,21.44,,,,,
1993-04-16,21.56,,,,,
1993-04-19,21.31,,,,,
1993-04-20,21.06,,,,,
1993-04-21,20.75,,,,,
1993-04-22,20.56,,,,,
1993-04-23,20.31,,,,,
1993-04-26,19.88,,,,,
1993-04-27,20.0,,,,,
1993-04-28,19.56,,,,,
1993-04-29,19.56,,,,,
1993-04-30,19.44,,,,,
1993-05-03,20.63,,,,,
1993-05-04,20.5,,,,,
1993-05-05,21.25,,,,,
1993-05-06,21.06,,,,,
1993-05-07,20.88,,,,,
1993-05-10,20.81,,,,,
1993-05-11,21.19,,,,,
1993-05-12,21.5,,,,,
1993-05-13,21.0,,,,,
1993-05-14,20.88,,,,,
1993-05-17,20.94,,,,,
1993-05-18,20.75,,,,,
1993-05-19,21.63,,,,,
1993-05-20,22.69,,,,,
1993-05-21,22.81,,,,,
1993-05-24,22.94,,,,,
1993-05-25,23.44,,,,,
1993-05-26,23.63,,,,,
1993-05-27,23.56,,,,,
1993-05-28,23.63,,,,,
1993-06-01,24.0,,,,,
1993-06-02,24.0,,,,,
1993-06-03,24.31,,,,,
1993-06-04,24.13,,,,,
1993-06-07,23.5,,,,,
1993-06-08,22.31,,,,,
1993-06-09,23.19,,,,,
1993-06-10,23.19,,,,,
1993-06-11,23.19,,,,,
1993-06-14,23.13,,,,,
1993-06-15,22.38,,,,,
1993-06-16,22.13,,,,,
1993-06-17,22.13,,,,,
1993-06-18,22.56,,,,,
1993-06-21,22.5,,,,,
1993-06-22,22.69,,,,,
1993-06-23,22.13,,,,,
1993-06-24,21.94,,,,,
1993-06-25,22.19,,,,,
1993-06-28,22.88,,,,,
1993-06-29,23.0,,,,,
1993-06-30,23.44,,,,,
1993-07-01,23.69,,,,,
1993-07-02,23.81,,,,,
1993-07-06,23.94,,,,,
1993-07-07,23.69,,,,,
1993-07-08,22.88,,,,,
1993-07-09,23.19,,,,,
1993-07-12,23.06,,,,,
1993-07-13,23.19,,,,,
1993-07-14,23.13,,,,,
1993-07-15,23.69,,,,,
1993-07-16,23.19,,,,,
1993-07-19,23.38,,,,,
1993-07-20,23.69,,,,,
1993-07-21,24.31,,,,,
1993-07-22,23.5,,,,,
1993-07-23,23.63,,,,,
1993-07-26,23.94,,,,,
1993-07-27,23.88,,,,,
1993-07-28,23.75,,,,,
1993-07-29,23.81,,,,,
1993-07-30,23.69,,,,,
1993-08-02,23.0,,,,,
1993-08-03,23.44,,,,,
1993-08-04,24.19,,,,,
1993-08-05,24.5,,,,,
1993-08-06,24.19,,,,,
1993-08-09,24.63,,,,,
1993-08-10,25.13,,,,,
1993-08-11,25.5,,,,,
1993-08-12,25.5,,,,,
1993-08-13,25.38,,,,,
1993-08-16,25.31,,,,,
1993-08-17,25.75,,,,,
1993-08-18,25.5,,,,,
1993-08-19,25.81,,,,,
1993-08-20,26.75,,,,,
1993-08-23,27.19,,,,,
1993-08-24,27.5,,,,,
1993-08-25,26.81,,,,,
1993-08-26,26.81,,,,,
1993-08-27,26.13,,,,,
1993-08-30,26.5,,,,,
1993-08-31,26.81,,,,,
1993-09-01,27.25,,,,,
1993-09-02,27.13,,,,,
1993-09-03,27.13,,,,,
1993-09-07,27.0,,,,,
1993-09-08,26.56,,,,,
1993-09-09,26.88,,,,,
1993-09-10,26.94,,,,,
1993-09-13,27.19,,,,,
1993-09-14,26.81,,,,,
1993-09-15,26.63,,,,,
1993-09-16,26.75,,,,,
1993-09-17,26.88,,,,,
1993-09-20,27.19,,,,,
1993-09-21,26.63,,,,,
1993-09-22,27.0,,,,,
1993-09-23,26.94,,,,,
1993-09-24,25.94,,,,,
1993-09-27,26.5,,,,,
1993-09-28,26.13,,,,,
1993-09-29,25.63,,,,,
1993-09-30,25.0,,,,,
1993-10-01,24.81,,,,,
1993-10-04,25.5,,,,,
1993-10-05,25.38,,,,,
1993-10-06,25.19,,,,,
1993-10-07,24.81,,,,,
1993-10-08,25.13,,,,,
1993-10-11,25.5,,,,,
1993-10-12,25.13,,,,,
1993-10-13,25.25,,,,,
1993-10-14,25.5,,,,,
1993-10-15,25.69,,,,,
1993-10-18,25.38,,,,,
1993-10-19,24.81,,,,,
1993-10-20,24.56,,,,,
1993-10-21,24.63,,,,,
1993-10-22,25.25,,,,,
1993-10-25,25.13,,,,,
1993-10-26,25.63,,,,,
1993-10-27,25.88,,,,,
1993-10-28,26.19,,,,,
1993-10-29,26.63,,,,,
1993-11-01,27.13,,,,,
1993-11-02,27.38,,,,,
1993-11-03,27.56,,,,,
1993-11-04,26.5,,,,,
1993-11-05,26.5,,,,,
1993-11-08,26.69,,,,,
1993-11-09,27.13,,,,,
1993-11-10,27.63,,,,,
1993-11-11,27.75,,,,,
1993-11-12,27.75,,,,,
1993-11-15,27.25,,,,,
1993-11-16,26.88,,,,,
1993-11-17,27.06,,,,,
1993-11-18,26.94,,,,,
1993-11-19,26.75,,,,,
1993-11-22,26.5,,,,,
1993-11-23,26.75,,,,,
1993-11-24,27.13,,,,,
1993-11-26,26.88,,,,,
1993-11-29,27.69,,,,,
1993-11-30,27.81,,,,,
1993-12-01,28.69,,,,,
1993-12-02,28.5,,,,,
1993-12-03,29.06,,,,,
1993-12-06,29.19,,,,,
1993-12-07,29.44,,,,,
1993-12-08,29.44,,,,,
1993-12-09,29.19,,,,,
1993-12-10,29.0,,,,,
1993-12-13,28.44,,,,,
1993-12-14,28.06,,,,,
1993-12-15,27.69,,,,,
1993-12-16,27.63,,,,,
1993-12-17,27.5,,,,,
1993-12-20,27.94,,,,,
1993-12-21,27.75,,,,,
1993-12-22,27.44,,,,,
1993-12-23,27.13,,,,,
1993-12-27,27.06,,,,,
1993-12-28,27.25,,,,,
1993-12-29,27.38,,,,,
1993-12-30,27.63,,,,,
1993-12-31,28.63,,,,,
1994-01-03,28.13,,,,,
1994-01-04,27.31,,,,,
1994-01-05,27.06,,,,,
1994-01-06,27.25,,,,,
1994-01-07,27.31,,,,,
1994-01-10,27.25,,,,,
1994-01-11,27.13,,,,,
1994-01-12,26.94,,,,,
1994-01-13,27.0,,,,,
1994-01-14,27.31,,,,,
1994-01-17,27.63,,,,,
1994-01-18,27.94,,,,,
1994-01-19,27.44,,,,,
1994-01-20,27.38,,,,,
1994-01-21,27.44,,,,,
1994-01-24,27.25,,,,,
1994-01-25,27.5,,,,,
1994-01-26,27.56,,,,,
1994-01-27,28.19,,,,,
1994-01-28,28.13,,,,,
1994-01-31,28.19,,,,,
1994-02-01,28.38,,,,,
1994-02-02,28.19,,,,,
1994-02-03,27.75,,,,,
1994-02-04,27.25,,,,,
1994-02-07,27.44,,,,,
1994-02-08,27.75,,,,,
1994-02-09,27.38,,,,,
1994-02-10,28.13,,,,,
1994-02-11,28.0,,,,,
1994-02-14,27.88,,,,,
1994-02-15,27.88,,,,,
1994-02-16,27.75,,,,,
1994-02-17,27.63,,,,,
1994-02-18,27.5,,,,,
1994-02-22,27.94,,,,,
1994-02-23,27.75,,,,,
1994-02-24,27.94,,,,,
1994-02-25,28.06,,,,,
1994-02-28,28.25,,,,,
1994-03-01,28.0,,,,,
1994-03-02,27.81,,,,,
1994-03-03,28.19,,,,,
1994-03-04,28.88,,,,,
1994-03-07,29.88,,,,,
1994-03-08,29.44,,,,,
1994-03-09,29.69,,,,,
1994-03-10,29.5,,,,,
1994-03-11,29.31,,,,,
1994-03-14,30.0,,,,,
1994-03-15,30.31,,,,,
1994-03-16,30.75,,,,,
1994-03-17,30.13,,,,,
1994-03-18,29.81,,,,,
1994-03-21,29.13,,,,,
1994-03-22,28.94,,,,,
1994-03-23,29.06,,,,,
1994-03-24,28.63,,,,,
1994-03-25,28.63,,,,,
1994-03-28,28.38,,,,,
1994-03-29,28.0,,,,,
1994-03-30,27.38,,,,,
1994-03-31,27.13,,,,,
1994-04-04,26.56,,,,,
1994-04-05,27.88,,,,,
1994-04-06,27.44,,,,,
1994-04-07,27.63,,,,,
1994-04-08,27.5,,,,,
1994-04-11,27.38,,,,,
1994-04-12,27.31,,,,,
1994-04-13,27.13,,,,,
1994-04-14,27.06,,,,,
1994-04-15,27.38,,,,,
1994-04-18,26.25,,,,,
1994-04-19,25.75,,,,,
1994-04-20,26.25,,,,,
1994-04-21,27.13,,,,,
1994-04-22,27.25,,,,,
1994-04-25,27.0,,,,,
1994-04-26,27.0,,,,,
1994-04-28,26.88,,,,,
1994-04-29,29.0,,,,,
1994-05-02,30.25,,,,,
1994-05-03,29.63,,,,,
1994-05-04,29.5,,,,,
1994-05-05,29.25,,,,,
1994-05-06,28.75,,,,,
1994-05-09,28.25,,,,,
1994-05-10,27.5,,,,,
1994-05-11,27.38,,,,,
1994-05-12,27.88,,,,,
1994-05-13,27.0,,,,,
1994-05-16,26.75,,,,,
1994-05-17,26.5,,,,,
1994-05-18,27.0,,,,,
1994-05-19,26.25,,,,,
1994-05-20,26.25,,,,,
1994-05-23,26.5,,,,,
1994-05-24,27.13,,,,,
1994-05-25,26.88,,,,,
1994-05-26,27.0,,,,,
1994-05-27,27.25,,,,,
1994-05-31,27.25,,,,,
1994-06-01,27.88,,,,,
1994-06-02,27.25,,,,,
1994-06-03,27.63,,,,,
1994-06-06,27.38,,,,,
1994-06-07,27.5,,,,,
1994-06-08,27.38,,,,,
1994-06-09,27.75,,,,,
1994-06-10,27.88,,,,,
1994-06-13,27.88,,,,,
1994-06-14,28.25,,,,,
1994-06-15,28.0,,,,,
1994-06-16,27.75,,,,,
1994-06-17,26.88,,,,,
1994-06-20,25.75,,,,,
1994-06-21,25.5,,,,,
1994-06-22,25.63,,,,,
1994-06-23,25.38,,,,,
1994-06-24,23.75,,,,,
1994-06-27,23.88,,,,,
1994-06-28,25.0,,,,,
1994-06-29,25.25,,,,,
1994-06-30,24.38,,,,,
1994-07-01,25.5,,,,,
1994-07-05,24.75,,,,,
1994-07-06,25.13,,,,,
1994-07-07,24.5,,,,,
1994-07-08,23.75,,,,,
1994-07-11,24.0,,,,,
1994-07-12,24.13,,,,,
1994-07-13,23.75,,,,,
1994-07-14,24.13,,,,,
1994-07-15,23.5,,,,,
1994-07-18,23.63,,,,,
1994-07-19,23.88,,,,,
1994-07-20,23.5,,,,,
1994-07-21,23.38,,,,,
1994-07-22,23.25,,,,,
1994-07-25,23.5,,,,,
1994-07-26,23.25,,,,,
1994-07-27,23.0,,,,,
1994-07-28,22.63,,,,,
1994-07-29,24.0,,,,,
1994-08-01,24.13,,,,,
1994-08-02,23.75,,,,,
1994-08-03,23.5,,,,,
1994-08-04,23.0,,,,,
1994-08-05,23.5,,,,,
1994-08-08,22.75,,,,,
1994-08-09,23.0,,,,,
1994-08-10,23.0,,,,,
1994-08-11,23.0,,,,,
1994-08-12,22.75,,,,,
1994-08-15,22.25,,,,,
1994-08-16,22.88,,,,,
1994-08-17,22.75,,,,,
1994-08-18,23.5,,,,,
1994-08-19,24.5,,,,,
1994-08-22,23.63,,,,,
1994-08-23,23.63,,,,,
1994-08-24,23.25,,,,,
1994-08-25,23.25,,,,,
1994-08-26,24.0,,,,,
1994-08-29,24.0,,,,,
1994-08-30,25.63,,,,,
1994-08-31,24.88,,,,,
1994-09-01,24.5,,,,,
1994-09-02,25.0,,,,,
1994-09-06,25.25,,,,,
1994-09-07,25.25,,,,,
