date,close price,MDLZ_SHE,MDLZ_TA,MDLZ_TL,market cap,PB Ratio
2001-11-08,35.03,,,,,
2001-11-09,34.46,,,,,
2001-11-12,34.42,,,,,
2001-11-13,33.9,,,,,
2001-11-14,33.95,,,,,
2001-11-15,34.05,,,,,
2001-11-16,34.0,,,,,
2001-11-19,33.3,,,,,
2001-11-20,33.28,,,,,
2001-11-21,33.9,,,,,
2001-11-23,33.71,,,,,
2001-11-26,33.25,,,,,
2001-11-27,32.86,,,,,
2001-11-28,32.95,,,,,
2001-11-29,33.81,,,,,
2001-11-30,33.12,,,,,
2001-12-03,33.6,,,,,
2001-12-04,32.98,,,,,
2001-12-05,33.0,,,,,
2001-12-06,32.3,,,,,
2001-12-07,32.0,,,,,
2001-12-10,32.0,,,,,
2001-12-11,32.22,,,,,
2001-12-12,32.32,,,,,
2001-12-13,32.5,,,,,
2001-12-14,32.8,,,,,
2001-12-17,33.28,,,,,
2001-12-18,33.8,,,,,
2001-12-19,33.98,,,,,
2001-12-20,34.05,,,,,
2001-12-21,34.98,,,,,
2001-12-24,34.68,,,,,
2001-12-26,34.05,,,,,
2001-12-27,33.66,,,,,
2001-12-28,33.8,,,,,
2001-12-31,34.03,,,,,
2002-01-02,34.75,,,,,
2002-01-03,34.08,,,,,
2002-01-04,33.01,,,,,
2002-01-07,33.15,,,,,
2002-01-08,33.49,,,,,
2002-01-09,33.6,,,,,
2002-01-10,33.7,,,,,
2002-01-11,33.94,,,,,
2002-01-14,33.99,,,,,
2002-01-15,34.32,,,,,
2002-01-16,34.21,,,,,
2002-01-17,34.6,,,,,
2002-01-18,34.59,,,,,
2002-01-22,34.65,,,,,
2002-01-23,34.4,,,,,
2002-01-24,33.72,,,,,
2002-01-25,34.0,,,,,
2002-01-28,33.72,,,,,
2002-01-29,34.04,,,,,
2002-01-30,35.5,,,,,
2002-01-31,37.06,,,,,
2002-02-01,36.85,,,,,
2002-02-04,37.5,,,,,
2002-02-05,37.1,,,,,
2002-02-06,37.32,,,,,
2002-02-07,37.25,,,,,
2002-02-08,37.23,,,,,
2002-02-11,36.7,,,,,
2002-02-12,37.5,,,,,
2002-02-13,37.76,,,,,
2002-02-14,37.8,,,,,
2002-02-15,38.15,,,,,
2002-02-19,38.36,,,,,
2002-02-20,38.0,,,,,
2002-02-21,38.09,,,,,
2002-02-22,38.55,,,,,
2002-02-25,39.28,,,,,
2002-02-26,39.12,,,,,
2002-02-27,38.82,,,,,
2002-02-28,39.1,,,,,
2002-03-01,38.98,,,,,
2002-03-04,36.45,,,,,
2002-03-05,37.56,,,,,
2002-03-06,37.85,,,,,
2002-03-07,38.02,,,,,
2002-03-08,38.01,,,,,
2002-03-11,37.51,,,,,
2002-03-12,37.31,,,,,
2002-03-13,37.55,,,,,
2002-03-14,37.15,,,,,
2002-03-15,37.65,,,,,
2002-03-18,37.55,,,,,
2002-03-19,37.8,,,,,
2002-03-20,38.74,,,,,
2002-03-21,39.25,,,,,
2002-03-22,39.24,,,,,
2002-03-25,38.9,,,,,
2002-03-26,39.6,,,,,
2002-03-27,39.35,,,,,
2002-03-28,38.65,,,,,
2002-04-01,38.96,,,,,
2002-04-02,39.66,,,,,
2002-04-03,39.85,,,,,
2002-04-04,40.35,,,,,
2002-04-05,41.1,,,,,
2002-04-08,40.0,,,,,
2002-04-09,39.05,,,,,
2002-04-10,39.52,,,,,
2002-04-11,40.0,,,,,
2002-04-12,39.6,,,,,
2002-04-15,40.45,,,,,
2002-04-16,39.91,,,,,
2002-04-17,38.74,,,,,
2002-04-18,38.85,,,,,
2002-04-19,40.04,,,,,
2002-04-22,39.03,,,,,
2002-04-23,40.11,,,,,
2002-04-24,40.01,,,,,
2002-04-25,40.3,,,,,
2002-04-26,40.4,,,,,
2002-04-29,40.35,,,,,
2002-04-30,41.04,,,,,
2002-05-01,41.25,,,,,
2002-05-02,41.95,,,,,
2002-05-03,40.35,,,,,
2002-05-06,40.63,,,,,
2002-05-07,39.91,,,,,
2002-05-08,39.24,,,,,
2002-05-09,39.78,,,,,
2002-05-10,39.72,,,,,
2002-05-13,40.6,,,,,
2002-05-14,41.08,,,,,
2002-05-15,41.21,,,,,
2002-05-16,41.11,,,,,
2002-05-17,41.09,,,,,
2002-05-20,40.92,,,,,
2002-05-21,40.57,,,,,
2002-05-22,41.5,,,,,
2002-05-23,41.58,,,,,
2002-05-24,41.7,,,,,
2002-05-28,41.71,,,,,
2002-05-29,42.25,,,,,
2002-05-30,42.53,,,,,
2002-05-31,43.01,,,,,
2002-06-03,41.55,,,,,
2002-06-04,41.57,,,,,
2002-06-05,41.7,,,,,
2002-06-06,41.68,,,,,
2002-06-07,41.81,,,,,
2002-06-10,42.1,,,,,
2002-06-11,43.58,,,,,
2002-06-12,43.8,,,,,
2002-06-13,43.45,,,,,
2002-06-14,42.95,,,,,
2002-06-17,43.45,,,,,
2002-06-18,43.84,,,,,
2002-06-19,42.38,,,,,
2002-06-20,42.27,,,,,
2002-06-21,41.93,,,,,
2002-06-24,41.32,,,,,
2002-06-25,40.62,,,,,
2002-06-26,39.49,,,,,
2002-06-27,39.48,,,,,
2002-06-28,40.95,,,,,
2002-07-01,41.13,,,,,
2002-07-02,40.64,,,,,
2002-07-03,39.55,,,,,
2002-07-05,40.26,,,,,
2002-07-08,39.94,,,,,
2002-07-09,38.69,,,,,
2002-07-10,37.82,,,,,
2002-07-11,36.98,,,,,
2002-07-12,35.99,,,,,
2002-07-15,36.16,,,,,
2002-07-16,36.0,,,,,
2002-07-17,37.94,,,,,
2002-07-18,35.13,,,,,
2002-07-19,34.81,,,,,
2002-07-22,35.47,,,,,
2002-07-23,35.1,,,,,
2002-07-24,37.2,,,,,
2002-07-25,36.96,,,,,
2002-07-26,37.03,,,,,
2002-07-29,37.19,,,,,
2002-07-30,36.96,,,,,
2002-07-31,37.0,,,,,
2002-08-01,37.6,,,,,
2002-08-02,37.2,,,,,
2002-08-05,37.85,,,,,
2002-08-06,37.55,,,,,
2002-08-07,38.03,,,,,
2002-08-08,38.48,,,,,
2002-08-09,38.92,,,,,
2002-08-12,38.6,,,,,
2002-08-13,38.33,,,,,
2002-08-14,38.7,,,,,
2002-08-15,39.5,,,,,
2002-08-16,39.53,,,,,
2002-08-19,40.12,,,,,
2002-08-20,40.16,,,,,
2002-08-21,39.26,,,,,
2002-08-22,39.69,,,,,
2002-08-23,39.29,,,,,
2002-08-26,38.73,,,,,
2002-08-27,38.81,,,,,
2002-08-28,39.0,,,,,
2002-08-29,39.66,,,,,
2002-08-30,39.77,,,,,
2002-09-03,38.6,,,,,
2002-09-04,38.58,,,,,
2002-09-05,39.26,,,,,
2002-09-06,38.39,,,,,
2002-09-09,38.88,,,,,
2002-09-10,39.14,,,,,
2002-09-11,39.5,,,,,
2002-09-12,39.29,,,,,
2002-09-13,39.49,,,,,
2002-09-16,40.01,,,,,
2002-09-17,38.74,,,,,
2002-09-18,39.48,,,,,
2002-09-19,39.01,,,,,
2002-09-20,38.8,,,,,
2002-09-23,39.24,,,,,
2002-09-24,37.45,,,,,
2002-09-25,37.13,,,,,
2002-09-26,37.67,,,,,
2002-09-27,36.5,,,,,
2002-09-30,36.46,,,,,
2002-10-01,36.8,,,,,
2002-10-02,36.92,,,,,
2002-10-03,36.76,,,,,
2002-10-04,36.96,,,,,
2002-10-07,36.73,,,,,
2002-10-08,37.17,,,,,
2002-10-09,37.11,,,,,
2002-10-10,36.52,,,,,
2002-10-11,37.5,,,,,
2002-10-14,38.65,,,,,
2002-10-15,39.18,,,,,
2002-10-16,37.9,,,,,
2002-10-17,38.63,,,,,
2002-10-18,39.55,,,,,
2002-10-21,40.4,,,,,
2002-10-22,41.05,,,,,
2002-10-23,39.19,,,,,
2002-10-24,39.21,,,,,
2002-10-25,38.48,,,,,
2002-10-28,37.9,,,,,
2002-10-29,37.96,,,,,
2002-10-30,38.82,,,,,
2002-10-31,39.5,,,,,
2002-11-01,39.59,,,,,
2002-11-04,38.97,,,,,
2002-11-05,39.19,,,,,
2002-11-06,39.15,,,,,
2002-11-07,39.76,,,,,
2002-11-08,39.6,,,,,
2002-11-11,39.74,,,,,
2002-11-12,37.5,,,,,
2002-11-13,38.29,,,,,
2002-11-14,38.34,,,,,
2002-11-15,38.43,,,,,
2002-11-18,38.15,,,,,
2002-11-19,38.0,,,,,
2002-11-20,37.4,,,,,
2002-11-21,37.36,,,,,
2002-11-22,37.1,,,,,
2002-11-25,37.84,,,,,
2002-11-26,37.96,,,,,
2002-11-27,37.95,,,,,
2002-11-29,37.56,,,,,
2002-12-02,37.83,,,,,
2002-12-03,37.72,,,,,
2002-12-04,38.51,,,,,
2002-12-05,38.01,,,,,
2002-12-06,38.63,,,,,
2002-12-09,39.2,,,,,
2002-12-10,39.1,,,,,
2002-12-11,38.96,,,,,
2002-12-12,39.41,,,,,
2002-12-13,39.61,,,,,
2002-12-16,39.49,,,,,
2002-12-17,39.52,,,,,
2002-12-18,39.35,,,,,
2002-12-19,38.95,,,,,
2002-12-20,39.0,,,,,
2002-12-23,39.07,,,,,
2002-12-24,39.26,,,,,
2002-12-26,39.19,,,,,
2002-12-27,39.0,,,,,
2002-12-30,38.95,,,,,
2002-12-31,38.93,,,,,
2003-01-02,39.2,,,,,
2003-01-03,38.87,,,,,
2003-01-06,38.52,,,,,
2003-01-07,38.66,,,,,
2003-01-08,38.6,,,,,
2003-01-09,38.99,,,,,
2003-01-10,38.69,,,,,
2003-01-13,38.9,,,,,
2003-01-14,38.39,,,,,
2003-01-15,37.48,,,,,
2003-01-16,38.14,,,,,
2003-01-17,38.0,,,,,
2003-01-21,37.8,,,,,
2003-01-22,38.1,,,,,
2003-01-23,37.02,,,,,
2003-01-24,36.35,,,,,
2003-01-27,36.8,,,,,
2003-01-28,36.11,,,,,
2003-01-29,31.2,,,,,
2003-01-30,29.98,,,,,
2003-01-31,31.85,,,,,
2003-02-03,31.8,,,,,
2003-02-04,31.65,,,,,
2003-02-05,31.77,,,,,
2003-02-06,31.26,,,,,
2003-02-07,31.55,,,,,
2003-02-10,31.57,,,,,
2003-02-11,31.17,,,,,
2003-02-12,31.42,,,,,
2003-02-13,31.35,,,,,
2003-02-14,31.35,,,,,
2003-02-18,31.53,,,,,
2003-02-19,31.48,,,,,
2003-02-20,30.0,,,,,
2003-02-21,30.11,,,,,
2003-02-24,29.93,,,,,
2003-02-25,30.15,,,,,
2003-02-26,29.73,,,,,
2003-02-27,29.72,,,,,
2003-02-28,29.61,,,,,
2003-03-03,29.3,,,,,
2003-03-04,28.5,,,,,
2003-03-05,27.86,,,,,
2003-03-06,27.46,,,,,
2003-03-07,27.3,,,,,
2003-03-10,26.99,,,,,
2003-03-11,27.7,,,,,
2003-03-12,27.8,,,,,
2003-03-13,28.5,,,,,
2003-03-14,28.7,,,,,
2003-03-17,29.7,,,,,
2003-03-18,28.93,,,,,
2003-03-19,29.99,,,,,
2003-03-20,29.5,,,,,
2003-03-21,30.8,,,,,
2003-03-24,30.05,,,,,
2003-03-25,29.76,,,,,
2003-03-26,29.41,,,,,
2003-03-27,29.14,,,,,
2003-03-28,28.6,,,,,
2003-03-31,28.2,,,,,
2003-04-01,28.18,,,,,
2003-04-02,28.76,,,,,
2003-04-03,29.46,,,,,
2003-04-04,28.5,,,,,
2003-04-07,28.75,,,,,
2003-04-08,29.26,,,,,
2003-04-09,29.3,,,,,
2003-04-10,28.14,,,,,
2003-04-11,28.37,,,,,
2003-04-14,29.06,,,,,
2003-04-15,28.85,,,,,
2003-04-16,29.1,,,,,
2003-04-17,29.75,,,,,
2003-04-21,30.04,,,,,
2003-04-22,30.64,,,,,
2003-04-23,30.71,,,,,
2003-04-24,30.86,,,,,
2003-04-25,30.15,,,,,
2003-04-28,30.31,,,,,
2003-04-29,30.95,,,,,
2003-04-30,30.9,,,,,
2003-05-01,31.06,,,,,
2003-05-02,31.11,,,,,
2003-05-05,31.28,,,,,
2003-05-06,31.23,,,,,
2003-05-07,31.24,,,,,
2003-05-08,31.12,,,,,
2003-05-09,31.3,,,,,
2003-05-12,31.18,,,,,
2003-05-13,31.25,,,,,
2003-05-14,31.09,26476000000.0,57943000000.0,31467000000.0,,
2003-05-15,30.8,26476000000.0,57943000000.0,31467000000.0,,
2003-05-16,30.9,26476000000.0,57943000000.0,31467000000.0,,
2003-05-19,30.71,26476000000.0,57943000000.0,31467000000.0,,
2003-05-20,31.28,26476000000.0,57943000000.0,31467000000.0,,
2003-05-21,32.08,26476000000.0,57943000000.0,31467000000.0,,
2003-05-22,32.91,26476000000.0,57943000000.0,31467000000.0,,
2003-05-23,32.95,26476000000.0,57943000000.0,31467000000.0,,
2003-05-27,32.46,26476000000.0,57943000000.0,31467000000.0,,
2003-05-28,32.38,26476000000.0,57943000000.0,31467000000.0,,
2003-05-29,32.46,26476000000.0,57943000000.0,31467000000.0,,
2003-05-30,32.4,26476000000.0,57943000000.0,31467000000.0,,
2003-06-02,32.5,26476000000.0,57943000000.0,31467000000.0,,
2003-06-03,32.84,26476000000.0,57943000000.0,31467000000.0,,
2003-06-04,33.09,26476000000.0,57943000000.0,31467000000.0,,
2003-06-05,33.19,26476000000.0,57943000000.0,31467000000.0,,
2003-06-06,33.42,26476000000.0,57943000000.0,31467000000.0,,
2003-06-09,33.03,26476000000.0,57943000000.0,31467000000.0,,
2003-06-10,33.32,26476000000.0,57943000000.0,31467000000.0,,
2003-06-11,33.55,26476000000.0,57943000000.0,31467000000.0,,
2003-06-12,33.74,26476000000.0,57943000000.0,31467000000.0,,
2003-06-13,33.48,26476000000.0,57943000000.0,31467000000.0,,
2003-06-16,33.61,26476000000.0,57943000000.0,31467000000.0,,
2003-06-17,33.47,26476000000.0,57943000000.0,31467000000.0,,
2003-06-18,33.83,26476000000.0,57943000000.0,31467000000.0,,
2003-06-19,33.06,26476000000.0,57943000000.0,31467000000.0,,
2003-06-20,32.91,26476000000.0,57943000000.0,31467000000.0,,
2003-06-23,32.6,26476000000.0,57943000000.0,31467000000.0,,
2003-06-24,32.99,26476000000.0,57943000000.0,31467000000.0,,
2003-06-25,32.58,26476000000.0,57943000000.0,31467000000.0,,
2003-06-26,32.57,26476000000.0,57943000000.0,31467000000.0,,
2003-06-27,32.58,26476000000.0,57943000000.0,31467000000.0,,
2003-06-30,32.55,26476000000.0,57943000000.0,31467000000.0,56283476793.6,2.1258300647227677
2003-07-01,32.3,26476000000.0,57943000000.0,31467000000.0,55851192025.6,2.1095026448708265
2003-07-02,32.53,26476000000.0,57943000000.0,31467000000.0,56248894012.16,2.124523871134613
2003-07-03,32.08,26476000000.0,57943000000.0,31467000000.0,55470781429.759995,2.0951345154011176
2003-07-07,32.48,26476000000.0,57943000000.0,31467000000.0,56162437058.56,2.1212583871642243
2003-07-08,32.48,26476000000.0,57943000000.0,31467000000.0,56162437058.56,2.1212583871642243
2003-07-09,31.32,26476000000.0,57943000000.0,31467000000.0,54156635735.04,2.045499159051216
2003-07-10,31.25,26476000000.0,57943000000.0,31467000000.0,54035596000.0,2.040927481492673
2003-07-11,31.24,26476000000.0,57943000000.0,31467000000.0,54018304609.28,2.040274384698595
2003-07-14,31.25,26476000000.0,57943000000.0,31467000000.0,54035596000.0,2.040927481492673
2003-07-15,30.78,26476000000.0,57943000000.0,31467000000.0,53222900636.16,2.010231932171023
2003-07-16,30.8,26476000000.0,57943000000.0,31467000000.0,53257483417.6,2.011538125759178
2003-07-17,28.81,26476000000.0,57943000000.0,31467000000.0,49816496664.32,1.8815718637377248
2003-07-18,28.79,26476000000.0,57943000000.0,31467000000.0,49781913882.88,1.8802656701495692
2003-07-21,28.71,26476000000.0,57943000000.0,31467000000.0,49643582757.12,1.8750408957969482
2003-07-22,28.98,26476000000.0,57943000000.0,31467000000.0,50110450306.56,1.8926745092370447
2003-07-23,28.69,26476000000.0,57943000000.0,31467000000.0,49608999975.68,1.873734702208793
2003-07-24,28.52,26476000000.0,57943000000.0,31467000000.0,49315046333.44,1.8626320567094727
2003-07-25,28.55,26476000000.0,57943000000.0,31467000000.0,49366920505.6,1.8645913470917057
2003-07-28,28.55,26476000000.0,57943000000.0,31467000000.0,49366920505.6,1.8645913470917057
2003-07-29,28.23,26476000000.0,57943000000.0,31467000000.0,48813596002.56,1.8436922496812207
2003-07-30,27.76,26476000000.0,57943000000.0,31467000000.0,48000900638.72,1.812996700359571
2003-07-31,27.81,26476000000.0,57943000000.0,31467000000.0,48087357592.32,1.8162621843299591
2003-08-01,27.95,26476000000.0,57943000000.0,31467000000.0,48329437062.4,1.8254055394470465
2003-08-04,28.22,26476000000.0,57943000000.0,31467000000.0,48796304611.84,1.843039152887143
2003-08-05,27.86,26476000000.0,57943000000.0,31467000000.0,48173814545.92,1.8195276683003474
2003-08-06,28.14,26476000000.0,57943000000.0,31467000000.0,48657973486.08,1.837814378534522
2003-08-07,28.14,26476000000.0,57943000000.0,31467000000.0,48657973486.08,1.837814378534522
2003-08-08,28.08,26476000000.0,57943000000.0,31467000000.0,48554225141.759995,1.8338957977700556
2003-08-11,28.45,26476000000.0,57943000000.0,31467000000.0,49194006598.4,1.8580603791509291
2003-08-12,28.73,26476000000.0,57943000000.0,31467000000.0,49678165538.56,1.8763470893851033
2003-08-13,28.52,27557000000.0,59881000000.0,32324000000.0,49315046333.44,1.789565131670356
2003-08-14,28.76,27557000000.0,59881000000.0,32324000000.0,49730039710.72,1.8046245857938092
2003-08-15,28.82,27557000000.0,59881000000.0,32324000000.0,49833788055.04,1.8083894493246726
2003-08-18,28.48,27557000000.0,59881000000.0,32324000000.0,49245880770.56,1.7870552226497805
2003-08-19,28.5,27557000000.0,59881000000.0,32324000000.0,49280463552.0,1.7883101771600682
2003-08-20,28.33,27557000000.0,59881000000.0,32324000000.0,48986509909.759995,1.777643063822622
2003-08-21,28.52,27557000000.0,59881000000.0,32324000000.0,49315046333.44,1.789565131670356
2003-08-22,28.7,27557000000.0,59881000000.0,32324000000.0,49626291366.4,1.8008597222629459
2003-08-25,29.32,27557000000.0,59881000000.0,32324000000.0,50698357591.04,1.8397633120818666
2003-08-26,29.07,27557000000.0,59881000000.0,32324000000.0,50266072823.04,1.8240763807032696
2003-08-27,29.17,27557000000.0,59881000000.0,32324000000.0,50438986730.240005,1.8303511532547085
2003-08-28,29.48,27557000000.0,59881000000.0,32324000000.0,50975019842.56,1.8498029481641687
2003-08-29,29.7,27557000000.0,59881000000.0,32324000000.0,51355430438.4,1.8636074477773343
2003-09-02,30.15,27557000000.0,59881000000.0,32324000000.0,52133543020.799995,1.8918439242588088
2003-09-03,29.85,27557000000.0,59881000000.0,32324000000.0,51614801299.200005,1.8730196066044926
2003-09-04,29.37,27557000000.0,59881000000.0,32324000000.0,50784814544.64,1.842900698357586
2003-09-05,29.26,27557000000.0,59881000000.0,32324000000.0,50594609246.72,1.8359984485510035
2003-09-08,29.57,27557000000.0,59881000000.0,32324000000.0,51130642359.04,1.8554502434604638
2003-09-09,29.49,27557000000.0,59881000000.0,32324000000.0,50992311233.28,1.8504304254193127
2003-09-10,29.64,27557000000.0,59881000000.0,32324000000.0,51251682094.08,1.859842584246471
2003-09-11,29.68,27557000000.0,59881000000.0,32324000000.0,51320847656.96,1.8623524932670465
2003-09-12,29.77,27557000000.0,59881000000.0,32324000000.0,51476470173.44,1.8679997885633415
2003-09-15,29.63,27557000000.0,59881000000.0,32324000000.0,51234390703.36,1.8592151069913272
2003-09-16,29.48,27557000000.0,59881000000.0,32324000000.0,50975019842.56,1.8498029481641687
2003-09-17,29.92,27557000000.0,59881000000.0,32324000000.0,51735841034.240005,1.8774119473905
2003-09-18,29.67,27557000000.0,59881000000.0,32324000000.0,51303556266.240005,1.8617250160119028
2003-09-19,29.35,27557000000.0,59881000000.0,32324000000.0,50750231763.200005,1.8416457438472984
2003-09-22,29.2,27557000000.0,59881000000.0,32324000000.0,50490860902.4,1.83223358502014
2003-09-23,29.4,27557000000.0,59881000000.0,32324000000.0,50836688716.799995,1.8447831301230175
2003-09-24,29.61,27557000000.0,59881000000.0,32324000000.0,51199807921.92,1.8579601524810392
2003-09-25,29.37,27557000000.0,59881000000.0,32324000000.0,50784814544.64,1.842900698357586
2003-09-26,29.01,27557000000.0,59881000000.0,32324000000.0,50162324478.72,1.8203115171724062
2003-09-29,29.68,27557000000.0,59881000000.0,32324000000.0,51320847656.96,1.8623524932670465
2003-09-30,29.5,27557000000.0,59881000000.0,32324000000.0,51009602624.0,1.8510579026744567
2003-10-01,29.95,27557000000.0,59881000000.0,32324000000.0,50915000000.0,1.8476249228871067
2003-10-02,29.93,27557000000.0,59881000000.0,32324000000.0,50881000000.0,1.8463911165946947
2003-10-03,29.92,27557000000.0,59881000000.0,32324000000.0,50864000000.0,1.8457742134484887
2003-10-06,30.0,27557000000.0,59881000000.0,32324000000.0,51000000000.0,1.8507094386181369
2003-10-07,30.0,27557000000.0,59881000000.0,32324000000.0,51000000000.0,1.8507094386181369
2003-10-08,29.67,27557000000.0,59881000000.0,32324000000.0,50439000000.0,1.8303516347933375
2003-10-09,29.65,27557000000.0,59881000000.0,32324000000.0,50405000000.0,1.8291178285009253
2003-10-10,29.47,27557000000.0,59881000000.0,32324000000.0,50099000000.0,1.8180135718692165
2003-10-13,29.51,27557000000.0,59881000000.0,32324000000.0,50167000000.0,1.8204811844540407
2003-10-14,29.35,27557000000.0,59881000000.0,32324000000.0,49895000000.0,1.810610734114744
2003-10-15,29.49,27557000000.0,59881000000.0,32324000000.0,50133000000.0,1.8192473781616285
2003-10-16,29.38,27557000000.0,59881000000.0,32324000000.0,49946000000.0,1.8124614435533621
2003-10-17,29.15,27557000000.0,59881000000.0,32324000000.0,49555000000.0,1.7982726711906232
2003-10-20,29.2,27557000000.0,59881000000.0,32324000000.0,49640000000.0,1.8013571869216534
2003-10-21,28.95,27557000000.0,59881000000.0,32324000000.0,49215000000.0,1.7859346082665022
2003-10-22,29.0,27557000000.0,59881000000.0,32324000000.0,49300000000.0,1.7890191239975324
2003-10-23,29.19,27557000000.0,59881000000.0,32324000000.0,49623000000.0,1.8007402837754471
2003-10-24,29.05,27557000000.0,59881000000.0,32324000000.0,49385000000.0,1.7921036397285626
2003-10-27,28.95,27557000000.0,59881000000.0,32324000000.0,49215000000.0,1.7859346082665022
2003-10-28,29.3,27557000000.0,59881000000.0,32324000000.0,49810000000.0,1.8075262183837137
2003-10-29,29.32,27557000000.0,59881000000.0,32324000000.0,49844000000.0,1.808760024676126
2003-10-30,29.19,27557000000.0,59881000000.0,32324000000.0,49623000000.0,1.8007402837754471
2003-10-31,29.1,27557000000.0,59881000000.0,32324000000.0,49470000000.0,1.7951881554595928
2003-11-03,29.23,27557000000.0,59881000000.0,32324000000.0,49691000000.0,1.8032078963602713
2003-11-04,29.15,27557000000.0,59881000000.0,32324000000.0,49555000000.0,1.7982726711906232
2003-11-05,28.99,27557000000.0,59881000000.0,32324000000.0,49283000000.0,1.7884022208513264
2003-11-06,29.35,27557000000.0,59881000000.0,32324000000.0,49895000000.0,1.810610734114744
2003-11-07,29.8,27557000000.0,59881000000.0,32324000000.0,50660000000.0,1.838371375694016
2003-11-10,29.72,27557000000.0,59881000000.0,32324000000.0,50524000000.0,1.8334361505243677
2003-11-11,29.36,27557000000.0,59881000000.0,32324000000.0,49912000000.0,1.81122763726095
2003-11-12,30.33,27557000000.0,59881000000.0,32324000000.0,51561000000.0,1.8710672424429364
2003-11-13,30.27,27743000000.0,58226000000.0,30483000000.0,51459000000.0,1.8548462675269437
2003-11-14,30.52,27743000000.0,58226000000.0,30483000000.0,51884000000.0,1.870165447139819
2003-11-17,31.2,27743000000.0,58226000000.0,30483000000.0,53040000000.0,1.9118336156868398
2003-11-18,31.0,27743000000.0,58226000000.0,30483000000.0,52700000000.0,1.8995782719965397
2003-11-19,30.68,27743000000.0,58226000000.0,30483000000.0,52156000000.0,1.8799697220920593
2003-11-20,30.72,27743000000.0,58226000000.0,30483000000.0,52224000000.0,1.8824207908301194
2003-11-21,30.95,27743000000.0,58226000000.0,30483000000.0,52615000000.0,1.8965144360739645
2003-11-24,31.35,27743000000.0,58226000000.0,30483000000.0,53295000000.0,1.9210251234545652
2003-11-25,31.61,27743000000.0,58226000000.0,30483000000.0,53737000000.0,1.9369570702519554
2003-11-26,31.79,27743000000.0,58226000000.0,30483000000.0,54043000000.0,1.9479868795732256
2003-11-28,31.67,27743000000.0,58226000000.0,30483000000.0,53839000000.0,1.9406336733590455
