date,close price,FTI_SHE,FTI_TA,FTI_TL,market cap,PB Ratio
2002-12-24,4.89,,,,,
2002-12-26,4.93,,,,,
2002-12-27,5.15,,,,,
2002-12-30,5.0,,,,,
2002-12-31,5.11,,,,,
2003-01-02,5.18,,,,,
2003-01-03,5.15,,,,,
2003-01-06,5.13,,,,,
2003-01-07,4.94,,,,,
2003-01-08,4.84,,,,,
2003-01-09,5.01,,,,,
2003-01-10,4.84,,,,,
2003-01-13,4.76,,,,,
2003-01-14,4.78,,,,,
2003-01-15,5.0,,,,,
2003-01-16,5.0,,,,,
2003-01-17,4.98,,,,,
2003-01-21,4.85,,,,,
2003-01-22,4.94,,,,,
2003-01-23,4.94,,,,,
2003-01-24,4.87,,,,,
2003-01-27,4.7,,,,,
2003-01-28,4.77,,,,,
2003-01-29,4.77,,,,,
2003-01-30,4.89,,,,,
2003-01-31,4.85,,,,,
2003-02-03,4.81,,,,,
2003-02-04,4.85,,,,,
2003-02-05,4.98,,,,,
2003-02-06,4.91,,,,,
2003-02-07,4.89,,,,,
2003-02-10,4.93,,,,,
2003-02-11,4.9,,,,,
2003-02-12,4.75,,,,,
2003-02-13,4.69,,,,,
2003-02-14,4.75,,,,,
2003-02-18,4.9,,,,,
2003-02-19,4.86,,,,,
2003-02-20,4.85,,,,,
2003-02-21,5.04,,,,,
2003-02-24,5.16,,,,,
2003-02-25,5.08,,,,,
2003-02-26,5.18,,,,,
2003-02-27,5.04,,,,,
2003-02-28,4.99,,,,,
2003-03-03,4.98,,,,,
2003-03-04,4.99,,,,,
2003-03-05,4.93,,,,,
2003-03-06,4.94,,,,,
2003-03-07,4.91,,,,,
2003-03-10,4.82,,,,,
2003-03-11,4.64,,,,,
2003-03-12,4.54,,,,,
2003-03-13,4.6,,,,,
2003-03-14,4.75,,,,,
2003-03-17,4.75,,,,,
2003-03-18,4.99,,,,,
2003-03-19,4.93,,,,,
2003-03-20,5.01,,,,,
2003-03-21,4.84,,,,,
2003-03-24,4.73,,,,,
2003-03-25,4.85,,,,,
2003-03-26,4.79,,,,,
2003-03-27,4.88,,,,,
2003-03-28,4.91,,,,,
2003-03-31,4.8,,,,,
2003-04-01,4.85,,,,,
2003-04-02,4.91,,,,,
2003-04-03,4.76,,,,,
2003-04-04,4.75,,,,,
2003-04-07,4.68,,,,,
2003-04-08,4.69,,,,,
2003-04-09,4.79,,,,,
2003-04-10,4.85,,,,,
2003-04-11,4.75,,,,,
2003-04-14,4.74,,,,,
2003-04-15,4.75,,,,,
2003-04-16,4.63,,,,,
2003-04-17,4.73,,,,,
2003-04-21,4.75,,,,,
2003-04-22,4.74,,,,,
2003-04-23,4.75,,,,,
2003-04-24,4.66,,,,,
2003-04-25,4.61,,,,,
2003-04-28,4.72,,,,,
2003-04-29,4.69,,,,,
2003-04-30,4.71,,,,,
2003-05-01,4.85,,,,,
2003-05-02,4.88,,,,,
2003-05-05,5.0,,,,,
2003-05-06,5.04,,,,,
2003-05-07,5.01,,,,,
2003-05-08,5.17,,,,,
2003-05-09,5.23,,,,,
2003-05-12,5.24,,,,,
2003-05-13,5.3,,,,,
2003-05-14,5.31,,,,,
2003-05-15,5.29,,,,,
2003-05-16,5.2,,,,,
2003-05-19,5.07,,,,,
2003-05-20,5.13,,,,,
2003-05-21,5.31,,,,,
2003-05-22,5.31,,,,,
2003-05-23,5.43,,,,,
2003-05-27,5.62,,,,,
2003-05-28,5.5,,,,,
2003-05-29,5.35,,,,,
2003-05-30,5.58,,,,,
2003-06-02,5.58,,,,,
2003-06-03,5.5,,,,,
2003-06-04,5.54,,,,,
2003-06-05,5.54,,,,,
2003-06-06,5.54,,,,,
2003-06-09,5.53,,,,,
2003-06-10,5.5,,,,,
2003-06-11,5.65,,,,,
2003-06-12,5.49,,,,,
2003-06-13,5.27,,,,,
2003-06-16,5.28,,,,,
2003-06-17,5.3,,,,,
2003-06-18,5.25,,,,,
2003-06-19,5.29,,,,,
2003-06-20,5.24,,,,,
2003-06-23,5.16,,,,,
2003-06-24,5.22,,,,,
2003-06-25,5.28,,,,,
2003-06-26,5.23,,,,,
2003-06-27,5.31,,,,,
2003-06-30,5.26,,,,,
2003-07-01,5.22,,,,,
2003-07-02,5.29,,,,,
2003-07-03,5.27,,,,,
2003-07-07,5.16,,,,,
2003-07-08,5.28,,,,,
2003-07-09,5.26,,,,,
2003-07-10,5.15,,,,,
2003-07-11,5.19,,,,,
2003-07-14,5.1,,,,,
2003-07-15,5.13,,,,,
2003-07-16,5.13,,,,,
2003-07-17,5.15,,,,,
2003-07-18,5.46,,,,,
2003-07-21,5.28,,,,,
2003-07-22,5.31,,,,,
2003-07-23,5.22,,,,,
2003-07-24,5.34,,,,,
2003-07-25,5.42,,,,,
2003-07-28,5.53,,,,,
2003-07-29,5.44,,,,,
2003-07-30,5.56,,,,,
2003-07-31,5.62,,,,,
2003-08-01,5.63,,,,,
2003-08-04,5.57,,,,,
2003-08-05,5.55,,,,,
2003-08-06,5.54,,,,,
2003-08-07,5.67,,,,,
2003-08-08,5.7,,,,,
2003-08-11,5.78,,,,,
2003-08-12,5.8,,,,,
2003-08-13,5.81,,,,,
2003-08-14,5.78,,,,,
2003-08-15,5.89,,,,,
2003-08-18,5.93,,,,,
2003-08-19,5.98,,,,,
2003-08-20,6.04,,,,,
2003-08-21,6.13,,,,,
2003-08-22,5.93,,,,,
2003-08-25,5.84,,,,,
2003-08-26,5.77,,,,,
2003-08-27,5.83,,,,,
2003-08-28,5.95,,,,,
2003-08-29,5.92,,,,,
2003-09-02,5.86,,,,,
2003-09-03,5.93,,,,,
2003-09-04,5.81,,,,,
2003-09-05,5.79,,,,,
2003-09-08,5.86,,,,,
2003-09-09,5.69,,,,,
2003-09-10,5.69,,,,,
2003-09-11,5.66,,,,,
2003-09-12,5.75,,,,,
2003-09-15,5.7,,,,,
2003-09-16,5.7,,,,,
2003-09-17,5.61,,,,,
2003-09-18,5.63,,,,,
2003-09-19,5.66,,,,,
2003-09-22,5.53,,,,,
2003-09-23,5.52,,,,,
2003-09-24,5.61,,,,,
2003-09-25,5.61,,,,,
2003-09-26,5.44,,,,,
2003-09-29,5.45,,,,,
2003-09-30,5.36,,,,,
2003-10-01,5.58,,,,,
2003-10-02,5.54,,,,,
2003-10-03,5.6,,,,,
2003-10-06,5.63,,,,,
2003-10-07,5.52,,,,,
2003-10-08,5.48,,,,,
2003-10-09,5.4,,,,,
2003-10-10,5.37,,,,,
2003-10-13,5.33,,,,,
2003-10-14,5.3,,,,,
2003-10-15,5.23,,,,,
2003-10-16,5.25,,,,,
2003-10-17,5.22,,,,,
2003-10-20,5.22,,,,,
2003-10-21,5.32,,,,,
2003-10-22,5.22,,,,,
2003-10-23,5.16,,,,,
2003-10-24,5.08,,,,,
2003-10-27,5.13,,,,,
2003-10-28,4.86,,,,,
2003-10-29,4.9,,,,,
2003-10-30,4.95,,,,,
2003-10-31,5.02,,,,,
2003-11-03,5.03,,,,,
2003-11-04,5.09,,,,,
2003-11-05,5.02,,,,,
2003-11-06,5.16,,,,,
2003-11-07,5.13,,,,,
2003-11-10,5.09,,,,,
2003-11-11,5.04,,,,,
2003-11-12,5.14,,,,,
2003-11-13,5.28,,,,,
2003-11-14,5.28,,,,,
2003-11-17,5.27,,,,,
2003-11-18,5.23,,,,,
2003-11-19,5.21,,,,,
2003-11-20,5.17,,,,,
2003-11-21,4.98,,,,,
2003-11-24,5.01,,,,,
2003-11-25,5.3,,,,,
2003-11-26,5.31,,,,,
2003-11-28,5.32,,,,,
2003-12-01,5.5,,,,,
2003-12-02,5.56,,,,,
2003-12-03,5.51,,,,,
2003-12-04,5.72,,,,,
2003-12-05,5.78,,,,,
2003-12-08,5.82,,,,,
2003-12-09,5.71,,,,,
2003-12-10,5.67,,,,,
2003-12-11,5.66,,,,,
2003-12-12,5.72,,,,,
2003-12-15,5.66,,,,,
2003-12-16,5.65,,,,,
2003-12-17,5.65,,,,,
2003-12-18,5.88,,,,,
2003-12-19,5.75,,,,,
2003-12-22,5.83,,,,,
2003-12-23,5.72,,,,,
2003-12-24,5.75,,,,,
2003-12-26,5.77,,,,,
2003-12-29,5.85,,,,,
2003-12-30,5.81,,,,,
2003-12-31,5.83,,,,,
2004-01-02,5.83,,,,,
2004-01-05,5.9,,,,,
2004-01-06,5.82,,,,,
2004-01-07,5.8,,,,,
2004-01-08,5.76,,,,,
2004-01-09,5.93,,,,,
2004-01-12,5.78,,,,,
2004-01-13,5.85,,,,,
2004-01-14,5.88,,,,,
2004-01-15,5.82,,,,,
2004-01-16,5.89,,,,,
2004-01-20,6.16,,,,,
2004-01-21,6.08,,,,,
2004-01-22,6.04,,,,,
2004-01-23,6.16,,,,,
2004-01-26,6.27,,,,,
2004-01-27,6.21,,,,,
2004-01-28,6.4,,,,,
2004-01-29,6.27,,,,,
2004-01-30,6.15,,,,,
2004-02-02,6.19,,,,,
2004-02-03,6.16,,,,,
2004-02-04,6.11,,,,,
2004-02-05,6.04,,,,,
2004-02-06,6.07,,,,,
2004-02-09,6.21,,,,,
2004-02-10,6.33,,,,,
2004-02-11,6.34,,,,,
2004-02-12,6.38,,,,,
2004-02-13,6.31,,,,,
2004-02-17,6.39,,,,,
2004-02-18,6.35,,,,,
2004-02-19,6.31,,,,,
2004-02-20,6.26,,,,,
2004-02-23,6.2,,,,,
2004-02-24,6.23,,,,,
2004-02-25,6.35,,,,,
2004-02-26,6.41,,,,,
2004-02-27,6.58,,,,,
2004-03-01,6.7,,,,,
2004-03-02,6.84,,,,,
2004-03-03,6.89,,,,,
2004-03-04,6.91,,,,,
2004-03-05,6.99,,,,,
2004-03-08,7.09,,,,,
2004-03-09,7.0,,,,,
2004-03-10,6.75,,,,,
2004-03-11,6.67,,,,,
2004-03-12,6.8,,,,,
2004-03-15,6.73,,,,,
2004-03-16,6.65,,,,,
2004-03-17,6.82,,,,,
2004-03-18,6.86,,,,,
2004-03-19,6.68,,,,,
2004-03-22,6.62,,,,,
2004-03-23,6.55,,,,,
2004-03-24,6.32,,,,,
2004-03-25,6.41,,,,,
2004-03-26,6.61,,,,,
2004-03-29,6.61,,,,,
2004-03-30,6.73,,,,,
2004-03-31,6.76,,,,,
2004-04-01,6.7,,,,,
2004-04-02,6.73,,,,,
2004-04-05,6.75,,,,,
2004-04-06,6.66,,,,,
2004-04-07,6.63,,,,,
2004-04-08,6.65,,,,,
2004-04-12,6.83,,,,,
2004-04-13,7.05,,,,,
2004-04-14,6.94,,,,,
2004-04-15,7.0,,,,,
2004-04-16,7.06,,,,,
2004-04-19,7.05,,,,,
2004-04-20,6.83,,,,,
2004-04-21,6.86,,,,,
2004-04-22,6.91,,,,,
2004-04-23,6.98,,,,,
2004-04-26,7.0,,,,,
2004-04-27,7.15,,,,,
2004-04-28,7.16,,,,,
2004-04-29,6.84,,,,,
2004-04-30,6.81,,,,,
2004-05-03,6.93,,,,,
2004-05-04,6.95,,,,,
2004-05-05,6.69,,,,,
2004-05-06,6.7,,,,,
2004-05-07,6.42,,,,,
2004-05-10,6.23,,,,,
2004-05-11,6.4,,,,,
2004-05-12,6.36,,,,,
2004-05-13,6.53,,,,,
2004-05-14,6.55,,,,,
2004-05-17,6.5,,,,,
2004-05-18,6.44,,,,,
2004-05-19,6.54,,,,,
2004-05-20,6.5,,,,,
2004-05-21,6.4,,,,,
2004-05-24,6.63,,,,,
2004-05-25,6.74,,,,,
2004-05-26,6.66,,,,,
2004-05-27,6.57,,,,,
2004-05-28,6.74,,,,,
2004-06-01,6.87,,,,,
2004-06-02,6.75,,,,,
2004-06-03,6.66,,,,,
2004-06-04,6.68,,,,,
2004-06-07,6.84,,,,,
2004-06-08,6.8,,,,,
2004-06-09,6.64,,,,,
2004-06-10,6.75,,,,,
2004-06-14,6.73,,,,,
2004-06-15,6.94,,,,,
2004-06-16,7.06,,,,,
2004-06-17,7.03,,,,,
2004-06-18,6.99,,,,,
2004-06-21,6.94,,,,,
2004-06-22,6.95,,,,,
2004-06-23,7.04,,,,,
2004-06-24,6.96,,,,,
2004-06-25,7.0,,,,,
2004-06-28,6.81,,,,,
2004-06-29,6.9,,,,,
2004-06-30,7.2,,,,,
2004-07-01,7.12,,,,,
2004-07-02,7.18,,,,,
2004-07-06,7.09,,,,,
2004-07-07,7.15,,,,,
2004-07-08,7.08,,,,,
2004-07-09,7.21,,,,,
2004-07-12,7.33,,,,,
2004-07-13,7.29,,,,,
2004-07-14,7.43,,,,,
2004-07-15,7.46,,,,,
2004-07-16,7.52,,,,,
2004-07-19,7.54,,,,,
2004-07-20,7.47,,,,,
2004-07-21,7.33,,,,,
2004-07-22,7.34,,,,,
2004-07-23,7.31,,,,,
2004-07-26,7.26,,,,,
2004-07-27,7.36,,,,,
2004-07-28,7.44,,,,,
2004-07-29,7.54,,,,,
2004-07-30,7.5,,,,,
2004-08-02,7.42,,,,,
2004-08-03,7.63,,,,,
2004-08-04,7.46,,,,,
2004-08-05,7.3,,,,,
2004-08-06,7.17,,,,,
2004-08-09,7.25,,,,,
2004-08-10,7.29,,,,,
2004-08-11,7.36,,,,,
2004-08-12,7.25,,,,,
2004-08-13,7.23,,,,,
2004-08-16,7.37,,,,,
2004-08-17,7.25,,,,,
2004-08-18,7.5,,,,,
2004-08-19,7.5,,,,,
2004-08-20,7.69,,,,,
2004-08-23,7.54,,,,,
2004-08-24,7.49,,,,,
2004-08-25,7.51,,,,,
2004-08-26,7.64,,,,,
2004-08-27,7.65,,,,,
2004-08-30,7.66,,,,,
2004-08-31,7.68,,,,,
2004-09-01,7.92,,,,,
2004-09-02,7.91,,,,,
2004-09-03,7.93,,,,,
2004-09-07,7.81,,,,,
2004-09-08,7.87,,,,,
2004-09-09,8.01,,,,,
2004-09-10,7.94,,,,,
2004-09-13,7.89,,,,,
2004-09-14,7.92,,,,,
2004-09-15,8.02,,,,,
2004-09-16,8.08,,,,,
2004-09-17,8.14,,,,,
2004-09-20,8.16,,,,,
2004-09-21,8.25,,,,,
2004-09-22,8.21,,,,,
2004-09-23,8.14,,,,,
2004-09-24,8.26,,,,,
2004-09-27,8.27,,,,,
2004-09-28,8.36,,,,,
2004-09-29,8.32,,,,,
2004-09-30,8.35,,,,,
2004-10-01,8.46,,,,,
2004-10-04,8.34,,,,,
2004-10-05,8.41,,,,,
2004-10-06,8.62,,,,,
2004-10-07,8.49,,,,,
2004-10-08,8.5,,,,,
2004-10-11,8.31,,,,,
2004-10-12,8.27,,,,,
2004-10-13,8.15,,,,,
2004-10-14,8.26,,,,,
2004-10-15,8.26,,,,,
2004-10-18,8.12,,,,,
2004-10-19,8.11,,,,,
2004-10-20,8.33,,,,,
2004-10-21,8.37,,,,,
2004-10-22,8.26,,,,,
2004-10-25,8.38,,,,,
2004-10-26,8.35,,,,,
2004-10-27,7.9,,,,,
2004-10-28,7.59,,,,,
2004-10-29,7.56,,,,,
2004-11-01,7.49,,,,,
2004-11-02,7.28,,,,,
2004-11-03,7.43,,,,,
2004-11-04,7.46,,,,,
2004-11-05,7.41,,,,,
2004-11-08,7.17,,,,,
2004-11-09,7.23,,,,,
2004-11-10,7.37,,,,,
2004-11-11,7.29,,,,,
2004-11-12,7.58,,,,,
2004-11-15,7.43,,,,,
2004-11-16,7.5,,,,,
2004-11-17,7.6,,,,,
2004-11-18,7.83,,,,,
2004-11-19,8.01,,,,,
2004-11-22,8.12,,,,,
2004-11-23,8.24,,,,,
2004-11-24,8.27,,,,,
2004-11-26,8.26,,,,,
2004-11-29,8.19,,,,,
2004-11-30,8.21,,,,,
2004-12-01,7.95,,,,,
2004-12-02,7.8,,,,,
