date,close price,MMC_SHE,MMC_TA,MMC_TL,market cap,PB Ratio
1973-07-25,3.63,,,,,
1973-07-26,3.6,,,,,
1973-07-27,3.61,,,,,
1973-07-30,3.69,,,,,
1973-07-31,3.85,,,,,
1973-08-01,3.75,,,,,
1973-08-02,3.78,,,,,
1973-08-03,3.71,,,,,
1973-08-06,3.73,,,,,
1973-08-07,3.76,,,,,
1973-08-08,3.71,,,,,
1973-08-09,3.75,,,,,
1973-08-10,3.75,,,,,
1973-08-13,3.74,,,,,
1973-08-14,3.71,,,,,
1973-08-15,3.67,,,,,
1973-08-16,3.71,,,,,
1973-08-17,3.73,,,,,
1973-08-20,3.73,,,,,
1973-08-21,3.77,,,,,
1973-08-22,3.79,,,,,
1973-08-23,3.77,,,,,
1973-08-24,3.75,,,,,
1973-08-27,3.77,,,,,
1973-08-28,3.79,,,,,
1973-08-29,3.84,,,,,
1973-08-30,3.98,,,,,
1973-08-31,4.16,,,,,
1973-09-04,4.13,,,,,
1973-09-05,4.15,,,,,
1973-09-06,4.13,,,,,
1973-09-07,4.04,,,,,
1973-09-10,4.04,,,,,
1973-09-11,3.98,,,,,
1973-09-12,3.97,,,,,
1973-09-13,3.98,,,,,
1973-09-14,4.02,,,,,
1973-09-17,3.93,,,,,
1973-09-18,3.93,,,,,
1973-09-19,4.0,,,,,
1973-09-20,4.0,,,,,
1973-09-21,4.0,,,,,
1973-09-24,4.13,,,,,
1973-09-25,4.18,,,,,
1973-09-26,4.17,,,,,
1973-09-27,4.18,,,,,
1973-09-28,4.18,,,,,
1973-10-01,4.13,,,,,
1973-10-02,4.1,,,,,
1973-10-03,4.1,,,,,
1973-10-04,4.09,,,,,
1973-10-05,4.17,,,,,
1973-10-08,4.17,,,,,
1973-10-09,4.17,,,,,
1973-10-10,4.19,,,,,
1973-10-11,4.17,,,,,
1973-10-12,4.25,,,,,
1973-10-15,4.23,,,,,
1973-10-16,4.19,,,,,
1973-10-17,4.21,,,,,
1973-10-18,4.18,,,,,
1973-10-19,4.18,,,,,
1973-10-22,4.13,,,,,
1973-10-23,4.07,,,,,
1973-10-24,3.98,,,,,
1973-10-25,3.84,,,,,
1973-10-26,3.88,,,,,
1973-10-29,3.76,,,,,
1973-10-30,3.72,,,,,
1973-10-31,3.75,,,,,
1973-11-01,3.72,,,,,
1973-11-02,3.65,,,,,
1973-11-05,3.65,,,,,
1973-11-06,3.6,,,,,
1973-11-07,3.44,,,,,
1973-11-08,3.5,,,,,
1973-11-09,3.67,,,,,
1973-11-12,3.55,,,,,
1973-11-13,3.54,,,,,
1973-11-14,3.65,,,,,
1973-11-15,3.63,,,,,
1973-11-16,3.58,,,,,
1973-11-19,3.4,,,,,
1973-11-20,3.23,,,,,
1973-11-21,3.33,,,,,
1973-11-23,3.4,,,,,
1973-11-26,3.42,,,,,
1973-11-27,3.46,,,,,
1973-11-28,3.56,,,,,
1973-11-29,3.58,,,,,
1973-11-30,3.58,,,,,
1973-12-03,3.58,,,,,
1973-12-04,3.6,,,,,
1973-12-05,3.58,,,,,
1973-12-06,3.6,,,,,
1973-12-07,3.67,,,,,
1973-12-10,3.69,,,,,
1973-12-11,3.7,,,,,
1973-12-12,3.65,,,,,
1973-12-13,3.63,,,,,
1973-12-14,3.61,,,,,
1973-12-17,3.63,,,,,
1973-12-18,3.67,,,,,
1973-12-19,3.6,,,,,
1973-12-20,3.58,,,,,
1973-12-21,3.56,,,,,
1973-12-24,3.6,,,,,
1973-12-26,3.58,,,,,
1973-12-27,3.73,,,,,
1973-12-28,3.69,,,,,
1973-12-31,3.6,,,,,
1974-01-02,3.55,,,,,
1974-01-03,3.67,,,,,
1974-01-04,3.77,,,,,
1974-01-07,3.71,,,,,
1974-01-08,3.65,,,,,
1974-01-09,3.64,,,,,
1974-01-10,3.61,,,,,
1974-01-11,3.61,,,,,
1974-01-14,3.58,,,,,
1974-01-15,3.67,,,,,
1974-01-16,3.71,,,,,
1974-01-17,3.75,,,,,
1974-01-18,3.71,,,,,
1974-01-21,3.75,,,,,
1974-01-22,3.72,,,,,
1974-01-23,3.75,,,,,
1974-01-24,3.76,,,,,
1974-01-25,3.83,,,,,
1974-01-28,3.9,,,,,
1974-01-29,3.97,,,,,
1974-01-30,3.94,,,,,
1974-01-31,3.85,,,,,
1974-02-01,3.83,,,,,
1974-02-04,3.81,,,,,
1974-02-05,3.79,,,,,
1974-02-06,3.79,,,,,
1974-02-07,3.79,,,,,
1974-02-08,3.79,,,,,
1974-02-11,3.8,,,,,
1974-02-12,3.73,,,,,
1974-02-13,3.71,,,,,
1974-02-14,3.69,,,,,
1974-02-15,3.75,,,,,
1974-02-19,3.73,,,,,
1974-02-20,3.81,,,,,
1974-02-21,3.88,,,,,
1974-02-22,3.98,,,,,
1974-02-25,4.04,,,,,
1974-02-26,4.08,,,,,
1974-02-27,4.08,,,,,
1974-02-28,4.08,,,,,
1974-03-01,4.05,,,,,
1974-03-04,4.06,,,,,
1974-03-05,4.08,,,,,
1974-03-06,4.08,,,,,
1974-03-07,4.0,,,,,
1974-03-08,3.98,,,,,
1974-03-11,3.96,,,,,
1974-03-12,3.99,,,,,
1974-03-13,3.99,,,,,
1974-03-14,4.05,,,,,
1974-03-15,4.06,,,,,
1974-03-18,4.08,,,,,
1974-03-19,4.0,,,,,
1974-03-20,4.0,,,,,
1974-03-21,3.95,,,,,
1974-03-22,3.88,,,,,
1974-03-25,3.73,,,,,
1974-03-26,3.75,,,,,
1974-03-27,3.83,,,,,
1974-03-28,3.84,,,,,
1974-03-29,3.86,,,,,
1974-04-01,3.83,,,,,
1974-04-02,3.83,,,,,
1974-04-03,3.77,,,,,
1974-04-04,3.81,,,,,
1974-04-05,3.81,,,,,
1974-04-08,3.75,,,,,
1974-04-09,3.76,,,,,
1974-04-10,3.73,,,,,
1974-04-11,3.79,,,,,
1974-04-15,3.75,,,,,
1974-04-16,3.75,,,,,
1974-04-17,3.81,,,,,
1974-04-18,3.8,,,,,
1974-04-19,3.82,,,,,
1974-04-22,3.73,,,,,
1974-04-23,3.76,,,,,
1974-04-24,3.76,,,,,
1974-04-25,3.77,,,,,
1974-04-26,3.71,,,,,
1974-04-29,3.71,,,,,
1974-04-30,3.71,,,,,
1974-05-01,3.79,,,,,
1974-05-02,3.79,,,,,
1974-05-03,3.75,,,,,
1974-05-06,3.71,,,,,
1974-05-07,3.71,,,,,
1974-05-08,3.69,,,,,
1974-05-09,3.68,,,,,
1974-05-10,3.61,,,,,
1974-05-13,3.58,,,,,
1974-05-14,3.54,,,,,
1974-05-15,3.51,,,,,
1974-05-16,3.61,,,,,
1974-05-17,3.54,,,,,
1974-05-20,3.54,,,,,
1974-05-21,3.48,,,,,
1974-05-22,3.44,,,,,
1974-05-23,3.35,,,,,
1974-05-24,3.4,,,,,
1974-05-28,3.4,,,,,
1974-05-29,3.41,,,,,
1974-05-30,3.43,,,,,
1974-05-31,3.48,,,,,
1974-06-03,3.5,,,,,
1974-06-04,3.54,,,,,
1974-06-05,3.52,,,,,
1974-06-06,3.52,,,,,
1974-06-07,3.58,,,,,
1974-06-10,3.56,,,,,
1974-06-11,3.58,,,,,
1974-06-12,3.63,,,,,
1974-06-13,3.68,,,,,
1974-06-14,3.65,,,,,
1974-06-17,3.63,,,,,
1974-06-18,3.69,,,,,
1974-06-19,3.67,,,,,
1974-06-20,3.7,,,,,
1974-06-21,3.71,,,,,
1974-06-24,3.75,,,,,
1974-06-25,3.78,,,,,
1974-06-26,3.76,,,,,
1974-06-27,3.67,,,,,
1974-06-28,3.65,,,,,
1974-07-01,3.6,,,,,
1974-07-02,3.46,,,,,
1974-07-03,3.48,,,,,
1974-07-05,3.52,,,,,
1974-07-08,3.49,,,,,
1974-07-09,3.42,,,,,
1974-07-10,3.38,,,,,
1974-07-11,3.23,,,,,
1974-07-12,3.26,,,,,
1974-07-15,3.27,,,,,
1974-07-16,3.22,,,,,
1974-07-17,3.19,,,,,
1974-07-18,3.23,,,,,
1974-07-19,3.21,,,,,
1974-07-22,3.24,,,,,
1974-07-23,3.23,,,,,
1974-07-24,3.24,,,,,
1974-07-25,3.21,,,,,
1974-07-26,3.21,,,,,
1974-07-29,3.17,,,,,
1974-07-30,3.18,,,,,
1974-07-31,3.18,,,,,
1974-08-01,3.19,,,,,
1974-08-02,3.24,,,,,
1974-08-05,3.27,,,,,
1974-08-06,3.27,,,,,
1974-08-07,3.32,,,,,
1974-08-08,3.38,,,,,
1974-08-09,3.48,,,,,
1974-08-12,3.46,,,,,
1974-08-13,3.3,,,,,
1974-08-14,3.19,,,,,
1974-08-15,3.23,,,,,
1974-08-16,3.21,,,,,
1974-08-19,3.13,,,,,
1974-08-20,3.06,,,,,
1974-08-21,2.93,,,,,
1974-08-22,2.88,,,,,
1974-08-23,2.73,,,,,
1974-08-26,2.75,,,,,
1974-08-27,2.81,,,,,
1974-08-28,2.79,,,,,
1974-08-29,2.73,,,,,
1974-08-30,2.64,,,,,
1974-09-03,2.56,,,,,
1974-09-04,2.58,,,,,
1974-09-05,2.71,,,,,
1974-09-06,2.71,,,,,
1974-09-09,2.73,,,,,
1974-09-10,2.83,,,,,
1974-09-11,2.85,,,,,
1974-09-12,2.75,,,,,
1974-09-13,2.83,,,,,
1974-09-16,2.83,,,,,
1974-09-17,2.84,,,,,
1974-09-18,2.83,,,,,
1974-09-19,2.92,,,,,
1974-09-20,2.93,,,,,
1974-09-23,2.98,,,,,
1974-09-24,3.03,,,,,
1974-09-25,3.15,,,,,
1974-09-26,2.94,,,,,
1974-09-27,2.91,,,,,
1974-09-30,2.89,,,,,
1974-10-01,2.92,,,,,
1974-10-02,2.9,,,,,
1974-10-03,2.9,,,,,
1974-10-04,2.93,,,,,
1974-10-07,2.96,,,,,
1974-10-08,2.96,,,,,
1974-10-09,3.1,,,,,
1974-10-10,3.24,,,,,
1974-10-11,3.39,,,,,
1974-10-14,3.46,,,,,
1974-10-15,3.33,,,,,
1974-10-16,3.23,,,,,
1974-10-17,3.13,,,,,
1974-10-18,3.23,,,,,
1974-10-21,3.25,,,,,
1974-10-22,3.27,,,,,
1974-10-23,3.21,,,,,
1974-10-24,3.15,,,,,
1974-10-25,3.16,,,,,
1974-10-28,3.15,,,,,
1974-10-29,3.27,,,,,
1974-10-30,3.38,,,,,
1974-10-31,3.41,,,,,
1974-11-01,3.43,,,,,
1974-11-04,3.4,,,,,
1974-11-05,3.4,,,,,
1974-11-06,3.4,,,,,
1974-11-07,3.5,,,,,
1974-11-08,3.55,,,,,
1974-11-11,3.58,,,,,
1974-11-12,3.58,,,,,
1974-11-13,3.6,,,,,
1974-11-14,3.63,,,,,
1974-11-15,3.58,,,,,
1974-11-18,3.51,,,,,
1974-11-19,3.42,,,,,
1974-11-20,3.42,,,,,
1974-11-21,3.46,,,,,
1974-11-22,3.52,,,,,
1974-11-25,3.5,,,,,
1974-11-26,3.58,,,,,
1974-11-27,3.6,,,,,
1974-11-29,3.61,,,,,
1974-12-02,3.54,,,,,
1974-12-03,3.54,,,,,
1974-12-04,3.56,,,,,
1974-12-05,3.58,,,,,
1974-12-06,3.58,,,,,
1974-12-09,3.58,,,,,
1974-12-10,3.58,,,,,
1974-12-11,3.71,,,,,
1974-12-12,3.67,,,,,
1974-12-13,3.71,,,,,
1974-12-16,3.7,,,,,
1974-12-17,3.69,,,,,
1974-12-18,3.7,,,,,
1974-12-19,3.63,,,,,
1974-12-20,3.63,,,,,
1974-12-23,3.6,,,,,
1974-12-24,3.65,,,,,
1974-12-26,3.71,,,,,
1974-12-27,3.67,,,,,
1974-12-30,3.67,,,,,
1974-12-31,3.67,,,,,
1975-01-02,3.69,,,,,
1975-01-03,3.71,,,,,
1975-01-06,3.67,,,,,
1975-01-07,3.67,,,,,
1975-01-08,3.67,,,,,
1975-01-09,3.71,,,,,
1975-01-10,3.76,,,,,
1975-01-13,3.76,,,,,
1975-01-14,3.8,,,,,
1975-01-15,3.83,,,,,
1975-01-16,3.92,,,,,
1975-01-17,3.67,,,,,
1975-01-20,3.55,,,,,
1975-01-21,3.6,,,,,
1975-01-22,3.7,,,,,
1975-01-23,3.88,,,,,
1975-01-24,3.88,,,,,
1975-01-27,3.82,,,,,
1975-01-28,3.91,,,,,
1975-01-29,3.88,,,,,
1975-01-30,3.77,,,,,
1975-01-31,3.81,,,,,
1975-02-03,3.83,,,,,
1975-02-04,3.81,,,,,
1975-02-05,3.85,,,,,
1975-02-06,3.93,,,,,
1975-02-07,3.95,,,,,
1975-02-10,3.94,,,,,
1975-02-11,3.9,,,,,
1975-02-12,3.92,,,,,
1975-02-13,4.05,,,,,
1975-02-14,4.06,,,,,
1975-02-18,4.06,,,,,
1975-02-19,4.1,,,,,
1975-02-20,4.03,,,,,
1975-02-21,4.04,,,,,
1975-02-24,4.04,,,,,
1975-02-25,3.96,,,,,
1975-02-26,3.93,,,,,
1975-02-27,4.0,,,,,
1975-02-28,4.0,,,,,
1975-03-03,4.1,,,,,
1975-03-04,4.13,,,,,
1975-03-05,4.06,,,,,
1975-03-06,4.08,,,,,
1975-03-07,4.11,,,,,
1975-03-10,4.18,,,,,
1975-03-11,4.27,,,,,
1975-03-12,4.27,,,,,
1975-03-13,4.21,,,,,
1975-03-14,4.29,,,,,
1975-03-17,4.4,,,,,
1975-03-18,4.44,,,,,
1975-03-19,4.31,,,,,
1975-03-20,4.23,,,,,
1975-03-21,4.23,,,,,
1975-03-24,4.22,,,,,
1975-03-25,4.31,,,,,
1975-03-26,4.38,,,,,
1975-03-27,4.34,,,,,
1975-03-31,4.29,,,,,
1975-04-01,4.23,,,,,
1975-04-02,4.21,,,,,
1975-04-03,4.27,,,,,
1975-04-04,4.33,,,,,
1975-04-07,4.29,,,,,
1975-04-08,4.33,,,,,
1975-04-09,4.35,,,,,
1975-04-10,4.46,,,,,
1975-04-11,4.46,,,,,
1975-04-14,4.75,,,,,
1975-04-15,4.75,,,,,
1975-04-16,4.71,,,,,
1975-04-17,4.69,,,,,
1975-04-18,4.65,,,,,
1975-04-21,4.67,,,,,
1975-04-22,4.69,,,,,
1975-04-23,4.67,,,,,
1975-04-24,4.66,,,,,
1975-04-25,4.63,,,,,
1975-04-28,4.64,,,,,
1975-04-29,4.61,,,,,
1975-04-30,4.63,,,,,
1975-05-01,4.6,,,,,
1975-05-02,4.63,,,,,
1975-05-05,4.72,,,,,
1975-05-06,4.71,,,,,
1975-05-07,4.75,,,,,
1975-05-08,4.73,,,,,
1975-05-09,4.73,,,,,
1975-05-12,4.72,,,,,
1975-05-13,4.63,,,,,
1975-05-14,4.59,,,,,
1975-05-15,4.5,,,,,
1975-05-16,4.54,,,,,
1975-05-19,4.64,,,,,
1975-05-20,4.63,,,,,
1975-05-21,4.6,,,,,
1975-05-22,4.67,,,,,
1975-05-23,4.72,,,,,
1975-05-27,4.75,,,,,
1975-05-28,4.69,,,,,
1975-05-29,4.74,,,,,
1975-05-30,4.71,,,,,
1975-06-02,4.76,,,,,
1975-06-03,4.75,,,,,
1975-06-04,4.9,,,,,
1975-06-05,4.94,,,,,
1975-06-06,4.98,,,,,
1975-06-09,4.96,,,,,
1975-06-10,4.94,,,,,
1975-06-11,5.02,,,,,
1975-06-12,4.97,,,,,
1975-06-13,4.98,,,,,
1975-06-16,5.0,,,,,
1975-06-17,4.94,,,,,
1975-06-18,4.96,,,,,
1975-06-19,4.95,,,,,
1975-06-20,4.94,,,,,
1975-06-23,4.98,,,,,
1975-06-24,5.0,,,,,
1975-06-25,4.98,,,,,
1975-06-26,5.02,,,,,
1975-06-27,4.96,,,,,
1975-06-30,4.98,,,,,
1975-07-01,4.9,,,,,
1975-07-02,4.88,,,,,
1975-07-03,4.89,,,,,
1975-07-07,4.83,,,,,
1975-07-08,4.77,,,,,
1975-07-09,4.81,,,,,
1975-07-10,4.81,,,,,
1975-07-11,4.96,,,,,
1975-07-14,4.96,,,,,
1975-07-15,4.99,,,,,
1975-07-16,5.08,,,,,
1975-07-17,5.01,,,,,
1975-07-18,4.98,,,,,
1975-07-21,4.98,,,,,
1975-07-22,4.98,,,,,
1975-07-23,4.88,,,,,
1975-07-24,4.88,,,,,
1975-07-25,4.81,,,,,
1975-07-28,4.8,,,,,
1975-07-29,4.75,,,,,
1975-07-30,4.76,,,,,
1975-07-31,4.75,,,,,
1975-08-01,4.67,,,,,
1975-08-04,4.51,,,,,
1975-08-05,4.48,,,,,
1975-08-06,4.46,,,,,
1975-08-07,4.52,,,,,
1975-08-08,4.49,,,,,
1975-08-11,4.44,,,,,
1975-08-12,4.52,,,,,
1975-08-13,4.5,,,,,
1975-08-14,4.5,,,,,
1975-08-15,4.56,,,,,
1975-08-18,4.5,,,,,
1975-08-19,4.26,,,,,
1975-08-20,4.23,,,,,
1975-08-21,4.15,,,,,
1975-08-22,4.17,,,,,
1975-08-25,4.15,,,,,
1975-08-26,4.06,,,,,
1975-08-27,4.02,,,,,
1975-08-28,4.1,,,,,
1975-08-29,4.17,,,,,
1975-09-02,4.15,,,,,
1975-09-03,4.14,,,,,
1975-09-04,4.09,,,,,
1975-09-05,4.08,,,,,
1975-09-08,4.08,,,,,
1975-09-09,4.1,,,,,
1975-09-10,4.06,,,,,
1975-09-11,4.1,,,,,
1975-09-12,4.13,,,,,
1975-09-15,4.17,,,,,
1975-09-16,4.17,,,,,
1975-09-17,4.27,,,,,
1975-09-18,4.35,,,,,
1975-09-19,4.58,,,,,
1975-09-22,4.57,,,,,
1975-09-23,4.48,,,,,
1975-09-24,4.46,,,,,
1975-09-25,4.46,,,,,
1975-09-26,4.54,,,,,
1975-09-29,4.52,,,,,
1975-09-30,4.52,,,,,
1975-10-01,4.46,,,,,
1975-10-02,4.54,,,,,
1975-10-03,4.57,,,,,
1975-10-06,4.56,,,,,
1975-10-07,4.51,,,,,
1975-10-08,4.56,,,,,
1975-10-09,4.56,,,,,
1975-10-10,4.5,,,,,
1975-10-13,4.5,,,,,
1975-10-14,4.58,,,,,
1975-10-15,4.67,,,,,
1975-10-16,4.75,,,,,
1975-10-17,4.65,,,,,
1975-10-20,4.71,,,,,
1975-10-21,4.71,,,,,
1975-10-22,4.79,,,,,
1975-10-23,4.75,,,,,
1975-10-24,4.81,,,,,
1975-10-27,4.83,,,,,
1975-10-28,4.94,,,,,
1975-10-29,4.9,,,,,
1975-10-30,4.83,,,,,
1975-10-31,4.84,,,,,
1975-11-03,4.79,,,,,
1975-11-04,4.8,,,,,
1975-11-05,4.88,,,,,
1975-11-06,4.88,,,,,
1975-11-07,4.83,,,,,
1975-11-10,4.81,,,,,
1975-11-11,4.81,,,,,
1975-11-12,4.88,,,,,
1975-11-13,4.89,,,,,
1975-11-14,4.85,,,,,
1975-11-17,4.94,,,,,
1975-11-18,4.88,,,,,
1975-11-19,4.86,,,,,
1975-11-20,4.83,,,,,
1975-11-21,4.83,,,,,
1975-11-24,4.88,,,,,
1975-11-25,4.95,,,,,
1975-11-26,4.95,,,,,
1975-11-28,4.91,,,,,
1975-12-01,4.83,,,,,
1975-12-02,4.79,,,,,
1975-12-03,4.71,,,,,
1975-12-04,4.75,,,,,
1975-12-05,4.74,,,,,
1975-12-08,4.71,,,,,
1975-12-09,4.75,,,,,
1975-12-10,4.74,,,,,
1975-12-11,4.7,,,,,
1975-12-12,4.72,,,,,
1975-12-15,4.73,,,,,
1975-12-16,4.73,,,,,
1975-12-17,4.79,,,,,
1975-12-18,4.86,,,,,
1975-12-19,4.85,,,,,
1975-12-22,4.84,,,,,
1975-12-23,4.83,,,,,
1975-12-24,4.84,,,,,
1975-12-26,4.9,,,,,
1975-12-29,4.8,,,,,
1975-12-30,4.82,,,,,
1975-12-31,4.85,,,,,
1976-01-02,4.83,,,,,
1976-01-05,4.91,,,,,
1976-01-06,4.94,,,,,
1976-01-07,4.93,,,,,
1976-01-08,5.0,,,,,
1976-01-09,4.98,,,,,
1976-01-12,4.98,,,,,
1976-01-13,5.01,,,,,
1976-01-14,5.08,,,,,
1976-01-15,5.1,,,,,
1976-01-16,5.07,,,,,
1976-01-19,5.04,,,,,
1976-01-20,5.1,,,,,
1976-01-21,5.03,,,,,
1976-01-22,4.96,,,,,
1976-01-23,4.97,,,,,
1976-01-26,5.03,,,,,
1976-01-27,4.99,,,,,
1976-01-28,4.96,,,,,
1976-01-29,4.9,,,,,
1976-01-30,4.92,,,,,
1976-02-02,4.88,,,,,
1976-02-03,4.98,,,,,
1976-02-04,5.08,,,,,
1976-02-05,5.08,,,,,
1976-02-06,4.96,,,,,
1976-02-09,5.02,,,,,
1976-02-10,5.0,,,,,
1976-02-11,5.08,,,,,
1976-02-12,5.08,,,,,
1976-02-13,4.98,,,,,
1976-02-17,5.04,,,,,
1976-02-18,5.09,,,,,
1976-02-19,5.06,,,,,
1976-02-20,5.06,,,,,
1976-02-23,5.04,,,,,
1976-02-24,5.0,,,,,
1976-02-25,4.98,,,,,
1976-02-26,4.96,,,,,
1976-02-27,4.83,,,,,
1976-03-01,4.83,,,,,
1976-03-02,4.88,,,,,
1976-03-03,4.81,,,,,
1976-03-04,4.81,,,,,
1976-03-05,4.73,,,,,
1976-03-08,4.64,,,,,
1976-03-09,4.67,,,,,
1976-03-10,4.67,,,,,
1976-03-11,4.61,,,,,
1976-03-12,4.64,,,,,
1976-03-15,4.58,,,,,
1976-03-16,4.6,,,,,
1976-03-17,4.48,,,,,
1976-03-18,4.4,,,,,
1976-03-19,4.53,,,,,
1976-03-22,4.57,,,,,
1976-03-23,4.54,,,,,
1976-03-24,4.52,,,,,
1976-03-25,4.52,,,,,
1976-03-26,4.56,,,,,
1976-03-29,4.48,,,,,
1976-03-30,4.4,,,,,
1976-03-31,4.42,,,,,
1976-04-01,4.46,,,,,
1976-04-02,4.52,,,,,
1976-04-05,4.58,,,,,
1976-04-06,4.65,,,,,
1976-04-07,4.68,,,,,
1976-04-08,4.68,,,,,
1976-04-09,4.69,,,,,
1976-04-12,4.71,,,,,
1976-04-13,4.82,,,,,
1976-04-14,4.89,,,,,
1976-04-15,4.83,,,,,
1976-04-19,4.88,,,,,
1976-04-20,4.92,,,,,
1976-04-21,4.92,,,,,
1976-04-22,4.85,,,,,
1976-04-23,4.79,,,,,
1976-04-26,4.81,,,,,
1976-04-27,4.81,,,,,
1976-04-28,4.73,,,,,
1976-04-29,4.71,,,,,
1976-04-30,4.75,,,,,
1976-05-03,4.65,,,,,
1976-05-04,4.66,,,,,
1976-05-05,4.65,,,,,
1976-05-06,4.63,,,,,
1976-05-07,4.59,,,,,
1976-05-10,4.63,,,,,
1976-05-11,4.6,,,,,
1976-05-12,4.61,,,,,
1976-05-13,4.58,,,,,
1976-05-14,4.56,,,,,
1976-05-17,4.52,,,,,
1976-05-18,4.52,,,,,
1976-05-19,4.5,,,,,
1976-05-20,4.58,,,,,
1976-05-21,4.54,,,,,
1976-05-24,4.49,,,,,
1976-05-25,4.5,,,,,
1976-05-26,4.48,,,,,
1976-05-27,4.56,,,,,
1976-05-28,4.6,,,,,
1976-06-01,4.67,,,,,
1976-06-02,4.77,,,,,
1976-06-03,4.68,,,,,
1976-06-04,4.69,,,,,
1976-06-07,4.74,,,,,
1976-06-08,4.73,,,,,
1976-06-09,4.67,,,,,
1976-06-10,4.63,,,,,
1976-06-11,4.67,,,,,
1976-06-14,4.73,,,,,
1976-06-15,4.77,,,,,
1976-06-16,4.85,,,,,
1976-06-17,4.88,,,,,
1976-06-18,4.92,,,,,
1976-06-21,4.94,,,,,
1976-06-22,4.92,,,,,
1976-06-23,4.81,,,,,
1976-06-24,4.85,,,,,
1976-06-25,4.88,,,,,
1976-06-28,4.88,,,,,
1976-06-29,4.82,,,,,
1976-06-30,4.81,,,,,
1976-07-01,4.85,,,,,
1976-07-02,4.75,,,,,
1976-07-06,4.71,,,,,
1976-07-07,4.69,,,,,
1976-07-08,4.73,,,,,
1976-07-09,4.67,,,,,
1976-07-12,4.69,,,,,
1976-07-13,4.71,,,,,
1976-07-14,4.73,,,,,
1976-07-15,4.71,,,,,
1976-07-16,4.74,,,,,
1976-07-19,4.73,,,,,
1976-07-20,4.7,,,,,
1976-07-21,4.7,,,,,
1976-07-22,4.71,,,,,
1976-07-23,4.73,,,,,
1976-07-26,4.75,,,,,
1976-07-27,4.72,,,,,
1976-07-28,4.73,,,,,
1976-07-29,4.71,,,,,
