date,close price,MCO_SHE,MCO_TA,MCO_TL,market cap,PB Ratio
1996-07-11,8.5,,,,,
1996-07-12,8.5,,,,,
1996-07-15,8.06,,,,,
1996-07-16,8.06,,,,,
1996-07-17,8.13,,,,,
1996-07-18,8.25,,,,,
1996-07-19,8.38,,,,,
1996-07-22,8.25,,,,,
1996-07-23,8.19,,,,,
1996-07-24,8.06,,,,,
1996-07-25,8.13,,,,,
1996-07-26,8.31,,,,,
1996-07-29,8.13,,,,,
1996-07-30,8.19,,,,,
1996-07-31,8.13,,,,,
1996-08-01,8.13,,,,,
1996-08-02,8.13,,,,,
1996-08-05,8.13,,,,,
1996-08-06,8.06,,,,,
1996-08-07,8.13,,,,,
1996-08-08,8.13,,,,,
1996-08-09,8.19,,,,,
1996-08-12,8.13,,,,,
1996-08-13,8.19,,,,,
1996-08-14,8.31,,,,,
1996-08-15,8.31,,,,,
1996-08-16,8.44,,,,,
1996-08-19,8.38,,,,,
1996-08-20,8.31,,,,,
1996-08-21,8.31,,,,,
1996-08-22,8.38,,,,,
1996-08-23,8.25,,,,,
1996-08-26,8.31,,,,,
1996-08-27,8.5,,,,,
1996-08-28,8.38,,,,,
1996-08-29,8.31,,,,,
1996-08-30,8.13,,,,,
1996-09-03,8.13,,,,,
1996-09-04,8.06,,,,,
1996-09-05,8.06,,,,,
1996-09-06,8.19,,,,,
1996-09-09,8.38,,,,,
1996-09-10,8.19,,,,,
1996-09-11,8.19,,,,,
1996-09-12,8.25,,,,,
1996-09-13,8.19,,,,,
1996-09-16,8.31,,,,,
1996-09-17,8.25,,,,,
1996-09-18,8.31,,,,,
1996-09-19,8.38,,,,,
1996-09-20,8.31,,,,,
1996-09-23,8.5,,,,,
1996-09-24,8.5,,,,,
1996-09-25,8.5,,,,,
1996-09-26,8.44,,,,,
1996-09-27,8.38,,,,,
1996-09-30,8.44,,,,,
1996-10-01,8.44,,,,,
1996-10-02,8.5,,,,,
1996-10-03,8.5,,,,,
1996-10-04,8.5,,,,,
1996-10-07,8.69,,,,,
1996-10-08,8.81,,,,,
1996-10-09,8.63,,,,,
1996-10-10,8.44,,,,,
1996-10-11,8.56,,,,,
1996-10-14,8.63,,,,,
1996-10-15,8.63,,,,,
1996-10-16,8.69,,,,,
1996-10-17,8.81,,,,,
1996-10-18,8.75,,,,,
1996-10-21,8.75,,,,,
1996-10-22,8.75,,,,,
1996-10-23,8.56,,,,,
1996-10-24,8.31,,,,,
1996-10-25,8.19,,,,,
1996-10-28,8.25,,,,,
1996-10-29,8.25,,,,,
1996-10-30,8.13,,,,,
1996-10-31,8.19,,,,,
1996-11-01,8.38,,,,,
1996-11-04,8.38,,,,,
1996-11-05,8.38,,,,,
1996-11-06,8.25,,,,,
1996-11-07,8.0,,,,,
1996-11-08,8.31,,,,,
1996-11-11,8.38,,,,,
1996-11-12,8.56,,,,,
1996-11-13,8.63,,,,,
1996-11-14,8.56,,,,,
1996-11-15,8.56,,,,,
1996-11-18,8.56,,,,,
1996-11-19,8.5,,,,,
1996-11-20,8.63,,,,,
1996-11-21,8.56,,,,,
1996-11-22,8.75,,,,,
1996-11-25,8.63,,,,,
1996-11-26,8.56,,,,,
1996-11-27,8.5,,,,,
1996-11-29,8.5,,,,,
1996-12-02,8.5,,,,,
1996-12-03,8.44,,,,,
1996-12-04,8.38,,,,,
1996-12-05,8.38,,,,,
1996-12-06,8.38,,,,,
1996-12-09,8.44,,,,,
1996-12-10,8.56,,,,,
1996-12-11,8.5,,,,,
1996-12-12,8.44,,,,,
1996-12-13,8.44,,,,,
1996-12-16,8.56,,,,,
1996-12-17,8.5,,,,,
1996-12-18,8.63,,,,,
1996-12-19,8.94,,,,,
1996-12-20,8.94,,,,,
1996-12-23,8.94,,,,,
1996-12-24,9.06,,,,,
1996-12-26,9.13,,,,,
1996-12-27,9.25,,,,,
1996-12-30,9.13,,,,,
1996-12-31,8.94,,,,,
1997-01-02,8.75,,,,,
1997-01-03,8.94,,,,,
1997-01-06,9.0,,,,,
1997-01-07,9.13,,,,,
1997-01-08,8.94,,,,,
1997-01-09,8.94,,,,,
1997-01-10,9.0,,,,,
1997-01-13,8.81,,,,,
1997-01-14,9.0,,,,,
1997-01-15,9.13,,,,,
1997-01-16,9.06,,,,,
1997-01-17,9.0,,,,,
1997-01-20,9.13,,,,,
1997-01-21,9.38,,,,,
1997-01-22,9.31,,,,,
1997-01-23,9.31,,,,,
1997-01-24,9.5,,,,,
1997-01-27,9.31,,,,,
1997-01-28,9.06,,,,,
1997-01-29,9.31,,,,,
1997-01-30,9.13,,,,,
1997-01-31,9.0,,,,,
1997-02-03,9.06,,,,,
1997-02-04,9.0,,,,,
1997-02-05,8.94,,,,,
1997-02-06,8.94,,,,,
1997-02-07,9.13,,,,,
1997-02-10,9.31,,,,,
1997-02-11,9.31,,,,,
1997-02-12,9.5,,,,,
1997-02-13,9.38,,,,,
1997-02-14,9.31,,,,,
1997-02-18,9.31,,,,,
1997-02-19,9.25,,,,,
1997-02-20,9.38,,,,,
1997-02-21,9.38,,,,,
1997-02-24,9.31,,,,,
1997-02-25,9.31,,,,,
1997-02-26,9.5,,,,,
1997-02-27,9.31,,,,,
1997-02-28,9.19,,,,,
1997-03-03,9.19,,,,,
1997-03-04,9.13,,,,,
1997-03-05,9.13,,,,,
1997-03-06,9.31,,,,,
1997-03-07,9.56,,,,,
1997-03-10,9.69,,,,,
1997-03-11,9.88,,,,,
1997-03-12,9.88,,,,,
1997-03-13,9.94,,,,,
1997-03-14,9.94,,,,,
1997-03-17,9.94,,,,,
1997-03-18,9.94,,,,,
1997-03-19,10.0,,,,,
1997-03-20,9.88,,,,,
1997-03-21,10.06,,,,,
1997-03-24,10.13,,,,,
1997-03-25,10.06,,,,,
1997-03-26,10.06,,,,,
1997-03-27,9.69,,,,,
1997-03-31,9.5,,,,,
1997-04-01,9.5,,,,,
1997-04-02,9.19,,,,,
1997-04-03,9.06,,,,,
1997-04-04,9.19,,,,,
1997-04-07,9.31,,,,,
1997-04-08,9.63,,,,,
1997-04-09,9.5,,,,,
1997-04-10,9.38,,,,,
1997-04-11,9.38,,,,,
1997-04-14,9.31,,,,,
1997-04-15,9.38,,,,,
1997-04-16,9.81,,,,,
1997-04-17,9.44,,,,,
1997-04-18,9.38,,,,,
1997-04-21,9.31,,,,,
1997-04-22,9.38,,,,,
1997-04-23,9.31,,,,,
1997-04-24,9.31,,,,,
1997-04-25,9.0,,,,,
1997-04-28,9.13,,,,,
1997-04-29,9.31,,,,,
1997-04-30,9.25,,,,,
1997-05-01,9.5,,,,,
1997-05-02,9.88,,,,,
1997-05-05,10.0,,,,,
1997-05-06,9.88,,,,,
1997-05-07,9.69,,,,,
1997-05-08,9.94,,,,,
1997-05-09,9.88,,,,,
1997-05-12,9.81,,,,,
1997-05-13,9.69,,,,,
1997-05-14,9.56,,,,,
1997-05-15,9.5,,,,,
1997-05-16,9.5,,,,,
1997-05-19,9.5,,,,,
1997-05-20,9.5,,,,,
1997-05-21,9.5,,,,,
1997-05-22,9.5,,,,,
1997-05-23,9.56,,,,,
1997-05-27,9.56,,,,,
1997-05-28,9.56,,,,,
1997-05-29,9.69,,,,,
1997-05-30,9.81,,,,,
1997-06-02,9.69,,,,,
1997-06-03,9.69,,,,,
1997-06-04,9.63,,,,,
1997-06-05,9.63,,,,,
1997-06-06,9.69,,,,,
1997-06-09,9.69,,,,,
1997-06-10,9.63,,,,,
1997-06-11,9.75,,,,,
1997-06-12,9.75,,,,,
1997-06-13,9.81,,,,,
1997-06-16,9.94,,,,,
1997-06-17,9.75,,,,,
1997-06-18,10.0,,,,,
1997-06-19,10.0,,,,,
1997-06-20,10.06,,,,,
1997-06-23,10.19,,,,,
1997-06-24,10.13,,,,,
1997-06-25,10.13,,,,,
1997-06-26,10.0,,,,,
1997-06-27,10.0,,,,,
1997-06-30,9.88,,,,,
1997-07-01,10.06,,,,,
1997-07-02,10.0,,,,,
1997-07-03,10.0,,,,,
1997-07-07,10.13,,,,,
1997-07-08,10.19,,,,,
1997-07-09,9.88,,,,,
1997-07-10,10.13,,,,,
1997-07-11,10.13,,,,,
1997-07-14,10.19,,,,,
1997-07-15,10.31,,,,,
1997-07-16,10.44,,,,,
1997-07-17,10.31,,,,,
1997-07-18,9.94,,,,,
1997-07-21,9.81,,,,,
1997-07-22,9.88,,,,,
1997-07-23,9.81,,,,,
1997-07-24,10.0,,,,,
1997-07-25,10.0,,,,,
1997-07-28,10.13,,,,,
1997-07-29,10.06,,,,,
1997-07-30,10.19,,,,,
1997-07-31,10.13,,,,,
1997-08-01,10.13,,,,,
1997-08-04,10.19,,,,,
1997-08-05,10.25,,,,,
1997-08-06,10.31,,,,,
1997-08-07,10.38,,,,,
1997-08-08,10.31,,,,,
1997-08-11,10.56,,,,,
1997-08-12,10.69,,,,,
1997-08-13,10.75,,,,,
1997-08-14,10.81,,,,,
1997-08-15,10.56,,,,,
1997-08-18,10.25,,,,,
1997-08-19,10.19,,,,,
1997-08-20,10.44,,,,,
1997-08-21,10.25,,,,,
1997-08-22,10.19,,,,,
1997-08-25,10.31,,,,,
1997-08-26,10.44,,,,,
1997-08-27,10.63,,,,,
1997-08-28,10.56,,,,,
1997-08-29,10.5,,,,,
1997-09-02,10.63,,,,,
1997-09-03,10.63,,,,,
1997-09-04,10.75,,,,,
1997-09-05,10.44,,,,,
1997-09-08,10.56,,,,,
1997-09-09,10.63,,,,,
1997-09-10,10.31,,,,,
1997-09-11,10.19,,,,,
1997-09-12,10.38,,,,,
1997-09-15,10.38,,,,,
1997-09-16,10.56,,,,,
1997-09-17,10.5,,,,,
1997-09-18,10.56,,,,,
1997-09-19,10.56,,,,,
1997-09-22,10.56,,,,,
1997-09-23,10.5,,,,,
1997-09-24,10.44,,,,,
1997-09-25,10.31,,,,,
1997-09-26,10.56,,,,,
1997-09-29,10.69,,,,,
1997-09-30,10.63,,,,,
1997-10-01,10.56,,,,,
1997-10-02,10.56,,,,,
1997-10-03,10.5,,,,,
1997-10-06,10.38,,,,,
1997-10-07,10.38,,,,,
1997-10-08,10.31,,,,,
1997-10-09,10.38,,,,,
1997-10-10,10.31,,,,,
1997-10-13,10.25,,,,,
1997-10-14,10.88,,,,,
1997-10-15,10.63,,,,,
1997-10-16,10.63,,,,,
1997-10-17,10.69,,,,,
1997-10-20,10.81,,,,,
1997-10-21,11.06,,,,,
1997-10-22,10.94,,,,,
1997-10-23,10.56,,,,,
1997-10-24,10.69,,,,,
1997-10-27,9.75,,,,,
1997-10-28,10.63,,,,,
1997-10-29,10.5,,,,,
1997-10-30,10.38,,,,,
1997-10-31,10.75,,,,,
1997-11-03,10.88,,,,,
1997-11-04,10.94,,,,,
1997-11-05,11.19,,,,,
1997-11-06,11.0,,,,,
1997-11-07,10.81,,,,,
1997-11-10,10.69,,,,,
1997-11-11,10.75,,,,,
1997-11-12,10.44,,,,,
1997-11-13,10.63,,,,,
1997-11-14,10.31,,,,,
1997-11-17,10.69,,,,,
1997-11-18,10.38,,,,,
1997-11-19,10.75,,,,,
1997-11-20,10.81,,,,,
1997-11-21,10.75,,,,,
1997-11-24,10.5,,,,,
1997-11-25,10.63,,,,,
1997-11-26,10.56,,,,,
1997-11-28,10.5,,,,,
1997-12-01,10.88,,,,,
1997-12-02,10.88,,,,,
1997-12-03,10.56,,,,,
1997-12-04,10.38,,,,,
1997-12-05,10.75,,,,,
1997-12-08,10.88,,,,,
1997-12-09,10.94,,,,,
1997-12-10,11.06,,,,,
1997-12-11,11.0,,,,,
1997-12-12,11.0,,,,,
1997-12-15,11.13,,,,,
1997-12-16,11.19,,,,,
1997-12-17,11.06,,,,,
1997-12-18,11.19,,,,,
1997-12-19,11.44,,,,,
1997-12-22,11.44,,,,,
1997-12-23,11.31,,,,,
1997-12-24,11.31,,,,,
1997-12-26,11.31,,,,,
1997-12-29,11.44,,,,,
1997-12-30,11.5,,,,,
1997-12-31,11.63,,,,,
1998-01-02,11.63,,,,,
1998-01-05,11.56,,,,,
1998-01-06,11.63,,,,,
1998-01-07,12.25,,,,,
1998-01-08,12.25,,,,,
1998-01-09,12.06,,,,,
1998-01-12,11.88,,,,,
1998-01-13,11.69,,,,,
1998-01-14,12.06,,,,,
1998-01-15,12.0,,,,,
1998-01-16,11.94,,,,,
1998-01-20,12.0,,,,,
1998-01-21,11.81,,,,,
1998-01-22,11.75,,,,,
1998-01-23,11.69,,,,,
1998-01-26,11.88,,,,,
1998-01-27,11.88,,,,,
1998-01-28,12.0,,,,,
1998-01-29,12.0,,,,,
1998-01-30,12.0,,,,,
1998-02-02,12.06,,,,,
1998-02-03,12.19,,,,,
1998-02-04,12.0,,,,,
1998-02-05,12.0,,,,,
1998-02-06,12.0,,,,,
1998-02-09,12.0,,,,,
1998-02-10,12.0,,,,,
1998-02-11,12.06,,,,,
1998-02-12,12.19,,,,,
1998-02-13,12.06,,,,,
1998-02-17,11.88,,,,,
1998-02-18,12.13,,,,,
1998-02-19,12.19,,,,,
1998-02-20,12.38,,,,,
1998-02-23,12.31,,,,,
1998-02-24,12.19,,,,,
1998-02-25,12.38,,,,,
1998-02-26,12.5,,,,,
1998-02-27,12.56,,,,,
1998-03-02,12.56,,,,,
1998-03-03,12.75,,,,,
1998-03-04,12.69,,,,,
1998-03-05,12.56,,,,,
1998-03-06,12.94,,,,,
1998-03-09,13.06,,,,,
1998-03-10,13.13,,,,,
1998-03-11,13.19,,,,,
1998-03-12,13.06,,,,,
1998-03-13,13.06,,,,,
1998-03-16,12.81,,,,,
1998-03-17,12.81,,,,,
1998-03-18,12.88,,,,,
1998-03-19,13.06,,,,,
1998-03-20,12.94,,,,,
1998-03-23,12.69,,,,,
1998-03-24,12.63,,,,,
1998-03-25,12.56,,,,,
1998-03-26,12.56,,,,,
1998-03-27,12.5,,,,,
1998-03-30,12.44,,,,,
1998-03-31,12.81,,,,,
1998-04-01,13.56,,,,,
1998-04-02,13.5,,,,,
1998-04-03,13.5,,,,,
1998-04-06,13.31,,,,,
1998-04-07,13.13,,,,,
1998-04-08,12.94,,,,,
1998-04-09,13.0,,,,,
