date,close price,SWK_SHE,SWK_TA,SWK_TL,market cap,PB Ratio
1980-12-08,5.63,,,,,
1980-12-09,5.67,,,,,
1980-12-10,5.75,,,,,
1980-12-11,5.88,,,,,
1980-12-12,5.75,,,,,
1980-12-15,5.75,,,,,
1980-12-16,5.75,,,,,
1980-12-17,5.75,,,,,
1980-12-18,5.75,,,,,
1980-12-19,5.79,,,,,
1980-12-22,5.79,,,,,
1980-12-23,5.75,,,,,
1980-12-24,5.88,,,,,
1980-12-26,5.75,,,,,
1980-12-29,5.83,,,,,
1980-12-30,5.83,,,,,
1980-12-31,5.83,,,,,
1981-01-02,5.75,,,,,
1981-01-05,6.0,,,,,
1981-01-06,6.08,,,,,
1981-01-07,6.0,,,,,
1981-01-08,6.13,,,,,
1981-01-09,6.13,,,,,
1981-01-12,6.13,,,,,
1981-01-13,6.08,,,,,
1981-01-14,6.17,,,,,
1981-01-15,6.17,,,,,
1981-01-16,6.08,,,,,
1981-01-19,6.08,,,,,
1981-01-20,6.04,,,,,
1981-01-21,6.13,,,,,
1981-01-22,6.0,,,,,
1981-01-23,6.08,,,,,
1981-01-26,5.83,,,,,
1981-01-27,5.92,,,,,
1981-01-28,5.96,,,,,
1981-01-29,5.92,,,,,
1981-01-30,5.96,,,,,
1981-02-02,5.83,,,,,
1981-02-03,6.0,,,,,
1981-02-04,5.96,,,,,
1981-02-05,6.08,,,,,
1981-02-06,6.08,,,,,
1981-02-09,6.25,,,,,
1981-02-10,5.88,,,,,
1981-02-11,6.0,,,,,
1981-02-12,6.0,,,,,
1981-02-13,6.0,,,,,
1981-02-17,6.0,,,,,
1981-02-18,6.17,,,,,
1981-02-19,6.33,,,,,
1981-02-20,6.17,,,,,
1981-02-23,6.04,,,,,
1981-02-24,6.21,,,,,
1981-02-25,6.46,,,,,
1981-02-26,6.58,,,,,
1981-02-27,6.5,,,,,
1981-03-02,6.46,,,,,
1981-03-03,6.42,,,,,
1981-03-04,6.5,,,,,
1981-03-05,6.42,,,,,
1981-03-06,6.17,,,,,
1981-03-09,5.96,,,,,
1981-03-10,6.0,,,,,
1981-03-11,6.0,,,,,
1981-03-12,6.46,,,,,
1981-03-13,6.42,,,,,
1981-03-16,6.33,,,,,
1981-03-17,6.21,,,,,
1981-03-18,6.04,,,,,
1981-03-19,6.17,,,,,
1981-03-20,6.13,,,,,
1981-03-23,6.17,,,,,
1981-03-24,6.17,,,,,
1981-03-25,6.17,,,,,
1981-03-26,6.17,,,,,
1981-03-27,6.21,,,,,
1981-03-30,6.25,,,,,
1981-03-31,6.67,,,,,
1981-04-01,6.63,,,,,
1981-04-02,6.67,,,,,
1981-04-03,6.71,,,,,
1981-04-06,6.67,,,,,
1981-04-07,6.67,,,,,
1981-04-08,7.0,,,,,
1981-04-09,7.04,,,,,
1981-04-10,7.0,,,,,
1981-04-13,6.88,,,,,
1981-04-14,6.83,,,,,
1981-04-15,7.0,,,,,
1981-04-16,6.83,,,,,
1981-04-20,6.83,,,,,
1981-04-21,6.75,,,,,
1981-04-22,6.83,,,,,
1981-04-23,6.83,,,,,
1981-04-24,6.83,,,,,
1981-04-27,6.79,,,,,
1981-04-28,6.67,,,,,
1981-04-29,6.42,,,,,
1981-04-30,6.33,,,,,
1981-05-01,6.42,,,,,
1981-05-04,6.29,,,,,
1981-05-05,6.21,,,,,
1981-05-06,6.0,,,,,
1981-05-07,5.92,,,,,
1981-05-08,6.08,,,,,
1981-05-11,6.0,,,,,
1981-05-12,6.17,,,,,
1981-05-13,6.67,,,,,
1981-05-14,6.79,,,,,
1981-05-15,6.75,,,,,
1981-05-18,6.71,,,,,
1981-05-19,6.71,,,,,
1981-05-20,6.75,,,,,
1981-05-21,6.67,,,,,
1981-05-22,6.17,,,,,
1981-05-26,6.08,,,,,
1981-05-27,6.08,,,,,
1981-05-28,6.17,,,,,
1981-05-29,6.5,,,,,
1981-06-01,6.67,,,,,
1981-06-02,6.75,,,,,
1981-06-03,6.75,,,,,
1981-06-04,6.67,,,,,
1981-06-05,6.67,,,,,
1981-06-08,6.67,,,,,
1981-06-09,6.71,,,,,
1981-06-10,6.67,,,,,
1981-06-11,6.67,,,,,
1981-06-12,6.54,,,,,
1981-06-15,6.58,,,,,
1981-06-16,6.5,,,,,
1981-06-17,6.5,,,,,
1981-06-18,6.33,,,,,
1981-06-19,6.29,,,,,
1981-06-22,6.25,,,,,
1981-06-23,6.38,,,,,
1981-06-24,6.25,,,,,
1981-06-25,6.21,,,,,
1981-06-26,6.08,,,,,
1981-06-29,6.25,,,,,
1981-06-30,6.17,,,,,
1981-07-01,6.0,,,,,
1981-07-02,6.08,,,,,
1981-07-06,6.17,,,,,
1981-07-07,6.17,,,,,
1981-07-08,6.04,,,,,
1981-07-09,6.13,,,,,
1981-07-10,6.13,,,,,
1981-07-13,6.17,,,,,
1981-07-14,5.83,,,,,
1981-07-15,6.08,,,,,
1981-07-16,6.0,,,,,
1981-07-17,5.96,,,,,
1981-07-20,5.92,,,,,
1981-07-21,6.0,,,,,
1981-07-22,5.83,,,,,
1981-07-23,5.67,,,,,
1981-07-24,5.58,,,,,
1981-07-27,5.67,,,,,
1981-07-28,5.58,,,,,
1981-07-29,5.67,,,,,
1981-07-30,5.79,,,,,
1981-07-31,5.88,,,,,
1981-08-03,5.96,,,,,
1981-08-04,5.88,,,,,
1981-08-05,5.88,,,,,
1981-08-06,5.67,,,,,
1981-08-07,5.58,,,,,
1981-08-10,5.79,,,,,
1981-08-11,6.08,,,,,
1981-08-12,5.83,,,,,
1981-08-13,6.0,,,,,
1981-08-14,5.92,,,,,
1981-08-17,5.92,,,,,
1981-08-18,5.92,,,,,
1981-08-19,5.83,,,,,
1981-08-20,5.67,,,,,
1981-08-21,5.67,,,,,
1981-08-24,5.58,,,,,
1981-08-25,5.5,,,,,
1981-08-26,5.67,,,,,
1981-08-27,5.67,,,,,
1981-08-28,5.71,,,,,
1981-08-31,5.63,,,,,
1981-09-01,5.63,,,,,
1981-09-02,5.71,,,,,
1981-09-03,5.75,,,,,
1981-09-04,5.71,,,,,
1981-09-08,5.58,,,,,
1981-09-09,5.63,,,,,
1981-09-10,5.58,,,,,
1981-09-11,5.58,,,,,
1981-09-14,5.67,,,,,
1981-09-15,5.67,,,,,
1981-09-16,5.75,,,,,
1981-09-17,5.63,,,,,
1981-09-18,5.54,,,,,
1981-09-21,5.5,,,,,
1981-09-22,5.67,,,,,
1981-09-23,5.63,,,,,
1981-09-24,5.5,,,,,
1981-09-25,5.5,,,,,
1981-09-28,5.33,,,,,
1981-09-29,5.67,,,,,
1981-09-30,5.67,,,,,
1981-10-01,5.5,,,,,
1981-10-02,5.58,,,,,
1981-10-05,5.54,,,,,
1981-10-06,5.54,,,,,
1981-10-07,5.54,,,,,
1981-10-08,5.46,,,,,
1981-10-09,5.58,,,,,
1981-10-12,5.5,,,,,
1981-10-13,5.42,,,,,
1981-10-14,5.33,,,,,
1981-10-15,5.33,,,,,
1981-10-16,5.25,,,,,
1981-10-19,5.33,,,,,
1981-10-20,5.25,,,,,
1981-10-21,5.46,,,,,
1981-10-22,5.5,,,,,
1981-10-23,5.38,,,,,
1981-10-26,5.33,,,,,
1981-10-27,5.33,,,,,
1981-10-28,5.33,,,,,
1981-10-29,5.38,,,,,
1981-10-30,5.42,,,,,
1981-11-02,5.67,,,,,
1981-11-03,5.71,,,,,
1981-11-04,5.58,,,,,
1981-11-05,5.5,,,,,
1981-11-06,5.58,,,,,
1981-11-09,5.33,,,,,
1981-11-10,5.58,,,,,
1981-11-11,5.46,,,,,
1981-11-12,5.54,,,,,
1981-11-13,5.58,,,,,
1981-11-16,5.5,,,,,
1981-11-17,5.67,,,,,
1981-11-18,5.58,,,,,
1981-11-19,5.58,,,,,
1981-11-20,5.63,,,,,
1981-11-23,5.5,,,,,
1981-11-24,5.54,,,,,
1981-11-25,5.58,,,,,
1981-11-27,5.63,,,,,
1981-11-30,5.67,,,,,
1981-12-01,5.79,,,,,
1981-12-02,5.83,,,,,
1981-12-03,5.83,,,,,
1981-12-04,5.88,,,,,
1981-12-07,5.92,,,,,
1981-12-08,5.71,,,,,
1981-12-09,5.88,,,,,
1981-12-10,5.88,,,,,
1981-12-11,5.83,,,,,
1981-12-14,5.67,,,,,
1981-12-15,5.71,,,,,
1981-12-16,5.58,,,,,
1981-12-17,5.63,,,,,
1981-12-18,5.67,,,,,
1981-12-21,5.58,,,,,
1981-12-22,5.58,,,,,
1981-12-23,5.58,,,,,
1981-12-24,5.54,,,,,
1981-12-28,5.46,,,,,
1981-12-29,5.5,,,,,
1981-12-30,5.71,,,,,
1981-12-31,5.83,,,,,
1982-01-04,5.67,,,,,
1982-01-05,5.5,,,,,
1982-01-06,5.54,,,,,
1982-01-07,5.63,,,,,
1982-01-08,5.54,,,,,
1982-01-11,5.5,,,,,
1982-01-12,5.46,,,,,
1982-01-13,5.33,,,,,
1982-01-14,5.46,,,,,
1982-01-15,5.25,,,,,
1982-01-18,5.29,,,,,
1982-01-19,5.42,,,,,
1982-01-20,5.33,,,,,
1982-01-21,5.38,,,,,
1982-01-22,5.46,,,,,
1982-01-25,5.38,,,,,
1982-01-26,5.46,,,,,
1982-01-27,5.79,,,,,
1982-01-28,5.63,,,,,
1982-01-29,5.58,,,,,
1982-02-01,5.67,,,,,
1982-02-02,5.67,,,,,
1982-02-03,5.58,,,,,
1982-02-04,5.63,,,,,
1982-02-05,5.5,,,,,
1982-02-08,5.5,,,,,
1982-02-09,5.58,,,,,
1982-02-10,5.58,,,,,
1982-02-11,5.5,,,,,
1982-02-12,5.46,,,,,
1982-02-16,5.42,,,,,
1982-02-17,5.42,,,,,
1982-02-18,5.42,,,,,
1982-02-19,5.42,,,,,
1982-02-22,5.21,,,,,
1982-02-23,5.17,,,,,
1982-02-24,5.25,,,,,
1982-02-25,5.33,,,,,
1982-02-26,5.38,,,,,
1982-03-01,5.38,,,,,
1982-03-02,5.33,,,,,
1982-03-03,5.25,,,,,
1982-03-04,5.21,,,,,
1982-03-05,5.08,,,,,
1982-03-08,5.17,,,,,
1982-03-09,5.08,,,,,
1982-03-10,5.17,,,,,
1982-03-11,5.04,,,,,
1982-03-12,5.0,,,,,
1982-03-15,4.96,,,,,
1982-03-16,5.13,,,,,
1982-03-17,5.08,,,,,
1982-03-18,5.08,,,,,
1982-03-19,5.0,,,,,
1982-03-22,5.0,,,,,
1982-03-23,5.0,,,,,
1982-03-24,4.96,,,,,
1982-03-25,5.08,,,,,
1982-03-26,5.0,,,,,
1982-03-29,5.21,,,,,
1982-03-30,5.33,,,,,
1982-03-31,5.17,,,,,
1982-04-01,5.33,,,,,
1982-04-02,5.21,,,,,
1982-04-05,5.08,,,,,
1982-04-06,5.21,,,,,
1982-04-07,4.92,,,,,
1982-04-08,5.25,,,,,
1982-04-12,5.25,,,,,
1982-04-13,5.29,,,,,
1982-04-14,5.33,,,,,
1982-04-15,5.29,,,,,
1982-04-16,5.33,,,,,
1982-04-19,5.21,,,,,
1982-04-20,5.33,,,,,
1982-04-21,5.25,,,,,
1982-04-22,5.33,,,,,
1982-04-23,5.13,,,,,
1982-04-26,5.21,,,,,
1982-04-27,5.25,,,,,
1982-04-28,5.5,,,,,
1982-04-29,5.33,,,,,
1982-04-30,5.21,,,,,
1982-05-03,5.08,,,,,
1982-05-04,5.13,,,,,
1982-05-05,5.17,,,,,
1982-05-06,5.33,,,,,
1982-05-07,5.21,,,,,
1982-05-10,5.21,,,,,
1982-05-11,5.25,,,,,
1982-05-12,5.25,,,,,
1982-05-13,5.17,,,,,
1982-05-14,5.17,,,,,
1982-05-17,5.13,,,,,
1982-05-18,5.0,,,,,
1982-05-19,4.92,,,,,
1982-05-20,4.88,,,,,
1982-05-21,4.83,,,,,
1982-05-24,4.71,,,,,
1982-05-25,4.63,,,,,
1982-05-26,4.46,,,,,
1982-05-27,4.33,,,,,
1982-05-28,4.46,,,,,
1982-06-01,4.25,,,,,
1982-06-02,4.38,,,,,
1982-06-03,4.46,,,,,
1982-06-04,4.38,,,,,
1982-06-07,4.33,,,,,
1982-06-08,4.33,,,,,
1982-06-09,4.38,,,,,
1982-06-10,4.46,,,,,
1982-06-11,4.75,,,,,
1982-06-14,4.67,,,,,
1982-06-15,4.75,,,,,
1982-06-16,4.79,,,,,
1982-06-17,4.75,,,,,
1982-06-18,4.88,,,,,
1982-06-21,4.83,,,,,
1982-06-22,4.67,,,,,
1982-06-23,4.67,,,,,
1982-06-24,4.67,,,,,
1982-06-25,4.71,,,,,
1982-06-28,4.75,,,,,
1982-06-29,4.75,,,,,
1982-06-30,4.71,,,,,
1982-07-01,4.67,,,,,
1982-07-02,4.67,,,,,
1982-07-06,4.63,,,,,
1982-07-07,4.5,,,,,
1982-07-08,4.5,,,,,
1982-07-09,4.58,,,,,
1982-07-12,4.58,,,,,
1982-07-13,4.58,,,,,
1982-07-14,4.75,,,,,
1982-07-15,4.75,,,,,
1982-07-16,4.63,,,,,
1982-07-19,4.67,,,,,
1982-07-20,4.67,,,,,
1982-07-21,4.92,,,,,
1982-07-22,5.0,,,,,
1982-07-23,5.0,,,,,
1982-07-26,4.92,,,,,
1982-07-27,4.75,,,,,
1982-07-28,4.63,,,,,
1982-07-29,4.38,,,,,
1982-07-30,4.5,,,,,
1982-08-02,4.58,,,,,
1982-08-03,4.75,,,,,
1982-08-04,4.67,,,,,
1982-08-05,4.5,,,,,
1982-08-06,4.67,,,,,
1982-08-09,4.5,,,,,
1982-08-10,4.5,,,,,
1982-08-11,4.63,,,,,
1982-08-12,4.5,,,,,
1982-08-13,4.63,,,,,
1982-08-16,4.67,,,,,
1982-08-17,4.75,,,,,
1982-08-18,4.96,,,,,
1982-08-19,4.92,,,,,
1982-08-20,5.0,,,,,
1982-08-23,5.04,,,,,
1982-08-24,5.46,,,,,
1982-08-25,5.42,,,,,
1982-08-26,5.58,,,,,
1982-08-27,5.63,,,,,
1982-08-30,5.5,,,,,
1982-08-31,5.46,,,,,
1982-09-01,5.71,,,,,
1982-09-02,5.75,,,,,
1982-09-03,5.71,,,,,
1982-09-07,5.75,,,,,
1982-09-08,5.67,,,,,
1982-09-09,5.71,,,,,
1982-09-10,5.75,,,,,
1982-09-13,5.75,,,,,
1982-09-14,5.75,,,,,
1982-09-15,5.83,,,,,
1982-09-16,5.92,,,,,
1982-09-17,5.88,,,,,
1982-09-20,6.0,,,,,
1982-09-21,6.17,,,,,
1982-09-22,6.21,,,,,
1982-09-23,6.08,,,,,
1982-09-24,6.08,,,,,
1982-09-27,5.88,,,,,
1982-09-28,5.92,,,,,
1982-09-29,5.96,,,,,
1982-09-30,5.88,,,,,
1982-10-01,6.0,,,,,
1982-10-04,5.96,,,,,
1982-10-05,5.96,,,,,
1982-10-06,6.0,,,,,
1982-10-07,6.13,,,,,
1982-10-08,6.08,,,,,
1982-10-11,6.17,,,,,
1982-10-12,6.21,,,,,
1982-10-13,7.08,,,,,
1982-10-14,6.75,,,,,
1982-10-15,6.63,,,,,
1982-10-18,7.0,,,,,
1982-10-19,7.33,,,,,
1982-10-20,7.29,,,,,
1982-10-21,7.08,,,,,
1982-10-22,7.38,,,,,
1982-10-25,6.75,,,,,
1982-10-26,6.83,,,,,
1982-10-27,7.58,,,,,
1982-10-28,7.25,,,,,
1982-10-29,7.25,,,,,
1982-11-01,7.38,,,,,
1982-11-02,7.63,,,,,
1982-11-03,7.67,,,,,
1982-11-04,7.54,,,,,
1982-11-05,7.58,,,,,
1982-11-08,7.46,,,,,
1982-11-09,7.83,,,,,
1982-11-10,7.71,,,,,
1982-11-11,7.67,,,,,
1982-11-12,7.75,,,,,
1982-11-15,7.67,,,,,
1982-11-16,7.58,,,,,
1982-11-17,7.71,,,,,
1982-11-18,7.67,,,,,
1982-11-19,7.67,,,,,
1982-11-22,7.67,,,,,
1982-11-23,7.5,,,,,
1982-11-24,7.58,,,,,
1982-11-26,7.58,,,,,
1982-11-29,7.58,,,,,
1982-11-30,7.63,,,,,
1982-12-01,8.21,,,,,
1982-12-02,8.42,,,,,
1982-12-03,8.92,,,,,
1982-12-06,8.54,,,,,
1982-12-07,8.5,,,,,
1982-12-08,8.54,,,,,
1982-12-09,8.58,,,,,
1982-12-10,8.29,,,,,
1982-12-13,8.17,,,,,
1982-12-14,8.25,,,,,
1982-12-15,8.17,,,,,
1982-12-16,8.13,,,,,
1982-12-17,8.21,,,,,
1982-12-20,8.25,,,,,
1982-12-21,8.21,,,,,
1982-12-22,8.38,,,,,
1982-12-23,8.5,,,,,
1982-12-27,8.25,,,,,
1982-12-28,8.25,,,,,
1982-12-29,8.29,,,,,
1982-12-30,8.25,,,,,
1982-12-31,8.17,,,,,
1983-01-03,7.96,,,,,
1983-01-04,8.13,,,,,
1983-01-05,8.29,,,,,
1983-01-06,8.5,,,,,
1983-01-07,8.5,,,,,
1983-01-10,8.58,,,,,
1983-01-11,8.25,,,,,
1983-01-12,8.33,,,,,
1983-01-13,8.25,,,,,
1983-01-14,7.42,,,,,
1983-01-17,7.96,,,,,
1983-01-18,7.58,,,,,
1983-01-19,7.54,,,,,
1983-01-20,7.33,,,,,
1983-01-21,7.08,,,,,
1983-01-24,6.92,,,,,
1983-01-25,7.17,,,,,
1983-01-26,7.33,,,,,
1983-01-27,7.21,,,,,
1983-01-28,7.58,,,,,
1983-01-31,7.54,,,,,
1983-02-01,7.58,,,,,
1983-02-02,7.54,,,,,
1983-02-03,7.54,,,,,
1983-02-04,7.83,,,,,
1983-02-07,7.92,,,,,
1983-02-08,7.67,,,,,
1983-02-09,7.58,,,,,
1983-02-10,7.79,,,,,
1983-02-11,7.5,,,,,
1983-02-14,7.5,,,,,
1983-02-15,7.42,,,,,
1983-02-16,7.42,,,,,
1983-02-17,7.42,,,,,
1983-02-18,7.42,,,,,
1983-02-22,7.08,,,,,
1983-02-23,7.33,,,,,
1983-02-24,7.58,,,,,
1983-02-25,7.67,,,,,
1983-02-28,7.67,,,,,
1983-03-01,7.79,,,,,
1983-03-02,7.88,,,,,
1983-03-03,7.79,,,,,
1983-03-04,7.67,,,,,
1983-03-07,7.54,,,,,
1983-03-08,7.42,,,,,
1983-03-09,7.67,,,,,
1983-03-10,7.58,,,,,
1983-03-11,7.58,,,,,
1983-03-14,7.67,,,,,
1983-03-15,7.79,,,,,
1983-03-16,8.0,,,,,
1983-03-17,8.13,,,,,
1983-03-18,8.13,,,,,
1983-03-21,7.92,,,,,
1983-03-22,7.96,,,,,
1983-03-23,8.21,,,,,
1983-03-24,8.38,,,,,
1983-03-25,8.33,,,,,
1983-03-28,8.17,,,,,
1983-03-29,8.25,,,,,
1983-03-30,8.13,,,,,
1983-03-31,8.04,,,,,
1983-04-04,7.83,,,,,
1983-04-05,7.67,,,,,
1983-04-06,7.54,,,,,
1983-04-07,7.46,,,,,
1983-04-08,7.13,,,,,
1983-04-11,7.33,,,,,
1983-04-12,7.42,,,,,
1983-04-13,7.67,,,,,
1983-04-14,7.79,,,,,
1983-04-15,7.83,,,,,
1983-04-18,7.83,,,,,
1983-04-19,7.58,,,,,
1983-04-20,7.58,,,,,
1983-04-21,7.67,,,,,
1983-04-22,7.42,,,,,
1983-04-25,7.54,,,,,
1983-04-26,8.0,,,,,
1983-04-27,8.0,,,,,
1983-04-28,8.0,,,,,
1983-04-29,7.92,,,,,
1983-05-02,7.92,,,,,
1983-05-03,7.92,,,,,
1983-05-04,7.96,,,,,
1983-05-05,7.92,,,,,
1983-05-06,7.92,,,,,
1983-05-09,8.04,,,,,
1983-05-10,8.08,,,,,
1983-05-11,8.25,,,,,
1983-05-12,8.17,,,,,
1983-05-13,8.25,,,,,
1983-05-16,8.17,,,,,
1983-05-17,8.17,,,,,
1983-05-18,8.25,,,,,
1983-05-19,8.0,,,,,
1983-05-20,8.0,,,,,
1983-05-23,8.0,,,,,
1983-05-24,8.13,,,,,
1983-05-25,8.25,,,,,
1983-05-26,8.33,,,,,
1983-05-27,8.25,,,,,
1983-05-31,8.25,,,,,
1983-06-01,8.33,,,,,
1983-06-02,8.13,,,,,
1983-06-03,8.21,,,,,
1983-06-06,8.46,,,,,
1983-06-07,8.42,,,,,
1983-06-08,8.21,,,,,
1983-06-09,8.21,,,,,
1983-06-10,8.29,,,,,
1983-06-13,8.29,,,,,
1983-06-14,8.33,,,,,
1983-06-15,8.42,,,,,
1983-06-16,8.33,,,,,
1983-06-17,8.33,,,,,
1983-06-20,8.33,,,,,
1983-06-21,8.08,,,,,
1983-06-22,8.0,,,,,
1983-06-23,7.71,,,,,
1983-06-24,7.58,,,,,
1983-06-27,7.33,,,,,
1983-06-28,7.63,,,,,
1983-06-29,7.75,,,,,
1983-06-30,7.54,,,,,
1983-07-01,7.63,,,,,
1983-07-05,7.25,,,,,
1983-07-06,7.17,,,,,
1983-07-07,7.79,,,,,
1983-07-08,7.67,,,,,
1983-07-11,7.71,,,,,
1983-07-12,7.54,,,,,
1983-07-13,7.54,,,,,
1983-07-14,7.58,,,,,
1983-07-15,7.29,,,,,
1983-07-18,7.25,,,,,
1983-07-19,7.25,,,,,
1983-07-20,7.42,,,,,
1983-07-21,7.33,,,,,
1983-07-22,7.33,,,,,
1983-07-25,7.46,,,,,
1983-07-26,7.42,,,,,
1983-07-27,7.29,,,,,
1983-07-28,7.29,,,,,
1983-07-29,7.25,,,,,
1983-08-01,7.17,,,,,
1983-08-02,7.17,,,,,
1983-08-03,7.17,,,,,
1983-08-04,7.13,,,,,
1983-08-05,7.13,,,,,
1983-08-08,6.96,,,,,
1983-08-09,7.0,,,,,
1983-08-10,7.21,,,,,
1983-08-11,7.63,,,,,
1983-08-12,7.63,,,,,
1983-08-15,7.5,,,,,
1983-08-16,7.38,,,,,
1983-08-17,7.42,,,,,
1983-08-18,7.58,,,,,
1983-08-19,7.42,,,,,
1983-08-22,7.5,,,,,
1983-08-23,7.46,,,,,
