date,CSX,dcf,Deviation
1999-11-24,6.25,,
1999-11-26,6.19,,
1999-11-29,6.06,,
1999-11-30,5.93,,
1999-12-01,5.97,,
1999-12-02,5.86,,
1999-12-03,6.05,,
1999-12-06,5.93,,
1999-12-07,5.88,,
1999-12-08,5.91,,
1999-12-09,5.92,,
1999-12-10,5.94,,
1999-12-13,5.9,,
1999-12-14,5.82,,
1999-12-15,5.84,,
1999-12-16,5.84,,
1999-12-17,5.83,,
1999-12-20,5.71,,
1999-12-21,4.83,,
1999-12-22,4.84,,
1999-12-23,5.03,,
1999-12-27,5.26,,
1999-12-28,5.35,,
1999-12-29,5.17,,
1999-12-30,5.22,,
1999-12-31,5.23,,
2000-01-03,5.16,,
2000-01-04,5.0,,
2000-01-05,5.1,,
2000-01-06,5.33,,
2000-01-07,5.33,,
2000-01-10,5.33,,
2000-01-11,5.33,,
2000-01-12,5.35,,
2000-01-13,5.43,,
2000-01-14,5.38,,
2000-01-18,5.29,,
2000-01-19,5.29,,
2000-01-20,5.05,,
2000-01-21,5.11,,
2000-01-24,5.09,,
2000-01-25,5.01,,
2000-01-26,4.99,,
2000-01-27,5.06,,
2000-01-28,4.85,,
2000-01-31,4.88,,
2000-02-01,4.82,,
2000-02-02,4.71,,
2000-02-03,4.65,,
2000-02-04,4.61,,
2000-02-07,4.35,,
2000-02-08,4.13,,
2000-02-09,4.17,,
2000-02-10,3.83,,
2000-02-11,3.6,,
2000-02-14,3.65,,
2000-02-15,3.67,,
2000-02-16,3.66,,
2000-02-17,3.75,,
2000-02-18,3.64,,
2000-02-22,3.74,,
2000-02-23,3.56,,
2000-02-24,3.61,,
2000-02-25,3.54,,
2000-02-28,3.63,,
2000-02-29,3.7,,
2000-03-01,3.75,,
2000-03-02,3.67,,
2000-03-03,3.81,,
2000-03-06,3.72,,
2000-03-07,3.54,,
2000-03-08,3.79,,
2000-03-09,3.69,,
2000-03-10,3.71,,
2000-03-13,3.65,,
2000-03-14,3.59,,
2000-03-15,3.9,,
2000-03-16,4.07,,
2000-03-17,4.22,,
2000-03-20,4.15,,
2000-03-21,4.19,,
2000-03-22,4.15,,
2000-03-23,4.14,,
2000-03-24,4.05,,
2000-03-27,4.03,,
2000-03-28,3.95,,
2000-03-29,3.97,,
2000-03-30,3.99,,
2000-03-31,3.92,,
2000-04-03,3.83,,
2000-04-04,3.84,,
2000-04-05,3.98,,
2000-04-06,3.95,,
2000-04-07,3.77,,
2000-04-10,3.72,,
2000-04-11,3.74,,
2000-04-12,3.64,,
2000-04-13,3.63,,
2000-04-14,3.55,,
2000-04-17,3.48,,
2000-04-18,3.51,,
2000-04-19,3.51,,
2000-04-20,3.44,,
2000-04-24,3.49,,
2000-04-25,3.63,,
2000-04-26,3.65,,
2000-04-27,3.48,,
2000-04-28,3.49,,
2000-05-01,3.53,,
2000-05-02,3.51,,
2000-05-03,3.43,,
2000-05-04,3.32,,
2000-05-05,3.35,,
2000-05-08,3.48,,
2000-05-09,3.64,,
2000-05-10,3.6,,
2000-05-11,3.72,,
2000-05-12,3.8,,
2000-05-15,3.77,,
2000-05-16,3.86,,
2000-05-17,3.86,,
2000-05-18,3.85,,
2000-05-19,3.86,,
2000-05-22,3.72,,
2000-05-23,3.72,,
2000-05-24,3.74,,
2000-05-25,3.63,,
2000-05-26,3.64,,
2000-05-30,3.68,,
2000-05-31,3.63,,
2000-06-01,3.75,,
2000-06-02,3.79,,
2000-06-05,3.69,,
2000-06-06,3.67,,
2000-06-07,3.56,,
2000-06-08,3.38,,
2000-06-09,3.45,,
2000-06-12,3.48,,
2000-06-13,3.51,,
2000-06-14,3.42,,
2000-06-15,3.46,,
2000-06-16,3.45,,
2000-06-19,3.35,,
2000-06-20,3.29,,
2000-06-21,3.26,,
2000-06-22,3.3,,
2000-06-23,3.36,,
2000-06-26,3.31,,
2000-06-27,3.43,,
2000-06-28,3.84,,
2000-06-29,3.75,,
2000-06-30,3.53,,
2000-07-03,3.72,,
2000-07-05,4.02,,
2000-07-06,3.98,,
2000-07-07,4.02,,
2000-07-10,4.05,,
2000-07-11,3.96,,
2000-07-12,3.98,,
2000-07-13,3.85,,
2000-07-14,3.98,,
2000-07-17,4.04,,
2000-07-18,3.98,,
2000-07-19,3.9,,
2000-07-20,3.86,,
2000-07-21,3.83,,
2000-07-24,3.84,,
2000-07-25,3.73,,
2000-07-26,4.0,,
2000-07-27,4.09,,
2000-07-28,4.1,,
2000-07-31,4.14,,
2000-08-01,4.25,,
2000-08-02,4.24,,
2000-08-03,4.29,,
2000-08-04,4.45,,
2000-08-07,4.49,,
2000-08-08,4.57,,
2000-08-09,4.5,,
2000-08-10,4.42,,
2000-08-11,4.39,,
2000-08-14,4.48,,
2000-08-15,4.35,,
2000-08-16,4.31,,
2000-08-17,4.28,,
2000-08-18,4.35,,
2000-08-21,4.27,,
2000-08-22,4.44,,
2000-08-23,4.27,,
2000-08-24,4.26,,
2000-08-25,4.22,,
2000-08-28,4.17,,
2000-08-29,4.06,,
2000-08-30,4.04,,
2000-08-31,3.96,,
2000-09-01,3.99,,
2000-09-05,4.03,,
2000-09-06,4.09,,
2000-09-07,4.0,,
2000-09-08,3.96,,
2000-09-11,3.96,,
2000-09-12,3.97,,
2000-09-13,4.06,,
2000-09-14,3.95,,
2000-09-15,3.91,,
2000-09-18,3.92,,
2000-09-19,3.81,,
2000-09-20,3.73,,
2000-09-21,3.66,,
2000-09-22,3.65,,
2000-09-25,3.58,,
2000-09-26,3.53,,
2000-09-27,3.54,,
2000-09-28,3.61,,
2000-09-29,3.64,,
2000-10-02,3.44,,
2000-10-03,3.5,,
2000-10-04,3.72,,
2000-10-05,3.67,,
2000-10-06,3.73,,
2000-10-09,3.73,,
2000-10-10,3.77,,
2000-10-11,3.67,,
2000-10-12,3.63,,
2000-10-13,3.54,,
2000-10-16,3.56,,
2000-10-17,3.49,,
2000-10-18,3.42,,
2000-10-19,3.49,,
2000-10-20,3.53,,
2000-10-23,3.47,,
2000-10-24,3.74,,
2000-10-25,3.73,,
2000-10-26,3.81,,
2000-10-27,3.85,,
2000-10-30,4.07,,
2000-10-31,4.22,,
2000-11-01,4.25,,
2000-11-02,4.3,,
2000-11-03,4.34,,
2000-11-06,4.36,,
2000-11-07,4.36,,
2000-11-08,4.32,,
2000-11-09,4.34,,
2000-11-10,4.27,,
2000-11-13,4.29,,
2000-11-14,4.44,,
2000-11-15,4.49,,
2000-11-16,4.47,,
2000-11-17,4.41,,
2000-11-20,4.29,,
2000-11-21,4.2,,
2000-11-22,4.18,,
2000-11-24,4.25,,
2000-11-27,4.29,,
2000-11-28,4.33,,
2000-11-29,4.43,,
2000-11-30,4.32,,
2000-12-01,4.25,,
2000-12-04,4.41,,
2000-12-05,4.51,,
2000-12-06,4.35,,
2000-12-07,4.29,,
2000-12-08,4.3,,
2000-12-11,4.48,,
2000-12-12,4.47,,
2000-12-13,4.32,,
2000-12-14,4.13,,
2000-12-15,4.02,,
2000-12-18,4.08,,
2000-12-19,4.11,,
2000-12-20,4.0,,
2000-12-21,4.2,,
2000-12-22,4.3,,
2000-12-26,4.32,,
2000-12-27,4.46,,
2000-12-28,4.34,,
2000-12-29,4.32,,
2001-01-02,4.28,,
2001-01-03,4.46,,
2001-01-04,4.64,,
2001-01-05,4.67,,
2001-01-08,4.85,,
2001-01-09,4.88,,
2001-01-10,4.76,,
2001-01-11,4.75,,
2001-01-12,4.58,,
2001-01-16,4.77,,
2001-01-17,4.8,,
2001-01-18,4.71,,
2001-01-19,4.61,,
2001-01-22,4.71,,
2001-01-23,4.68,,
2001-01-24,4.66,,
2001-01-25,4.67,,
2001-01-26,4.45,,
2001-01-29,4.54,,
2001-01-30,4.76,,
2001-01-31,5.08,,
2001-02-01,5.23,,
2001-02-02,5.08,,
2001-02-05,5.1,,
2001-02-06,5.14,,
2001-02-07,4.99,,
2001-02-08,5.11,,
2001-02-09,5.14,,
2001-02-12,5.29,,
2001-02-13,5.38,,
2001-02-14,5.21,,
2001-02-15,5.25,,
2001-02-16,5.3,,
2001-02-20,5.46,,
2001-02-21,5.46,,
2001-02-22,5.43,,
2001-02-23,5.54,,
2001-02-26,5.57,,
2001-02-27,5.61,,
2001-02-28,5.57,,
2001-03-01,5.56,,
2001-03-02,5.5,,
2001-03-05,5.51,,
2001-03-06,5.48,,
2001-03-07,5.51,,
2001-03-08,5.57,,
2001-03-09,5.56,,
2001-03-12,5.53,,
2001-03-13,5.15,,
2001-03-14,4.92,,
2001-03-15,5.0,,
2001-03-16,4.67,,
2001-03-19,4.92,,
2001-03-20,4.83,,
2001-03-21,4.89,,
2001-03-22,4.82,,
2001-03-23,4.88,,
2001-03-26,4.99,,
2001-03-27,5.43,,
2001-03-28,5.55,,
2001-03-29,5.55,,
2001-03-30,5.62,,
2001-04-02,5.65,,
2001-04-03,5.54,,
2001-04-04,5.51,,
2001-04-05,5.58,,
2001-04-06,5.51,,
2001-04-09,5.48,,
2001-04-10,5.77,,
2001-04-11,5.7,,
2001-04-12,5.69,,
2001-04-16,5.67,,
2001-04-17,5.76,,
2001-04-18,6.09,,
2001-04-19,5.96,,
2001-04-20,5.88,,
2001-04-23,5.53,,
2001-04-24,5.56,,
2001-04-25,5.6,,
2001-04-26,5.93,,
2001-04-27,5.97,,
2001-04-30,5.85,,
2001-05-01,5.69,,
2001-05-02,5.72,,
2001-05-03,5.75,,
2001-05-04,5.79,,
2001-05-07,5.83,,
2001-05-08,5.91,,
2001-05-09,5.97,,
2001-05-10,6.34,,
2001-05-11,6.33,,
2001-05-14,6.3,,
2001-05-15,6.3,,
2001-05-16,6.58,,
2001-05-17,6.66,,
2001-05-18,6.66,,
2001-05-21,6.6,,
2001-05-22,6.38,,
2001-05-23,6.24,,
2001-05-24,6.18,,
2001-05-25,6.13,,
2001-05-29,6.1,,
2001-05-30,6.0,,
2001-05-31,6.2,,
2001-06-01,6.18,,
2001-06-04,6.18,,
2001-06-05,6.26,,
2001-06-06,6.21,,
2001-06-07,6.35,,
2001-06-08,6.28,,
2001-06-11,6.15,,
2001-06-12,6.07,,
2001-06-13,6.0,,
2001-06-14,5.68,,
2001-06-15,5.58,,
2001-06-18,5.61,,
2001-06-19,5.58,,
2001-06-20,5.51,,
2001-06-21,5.6,,
2001-06-22,5.56,,
2001-06-25,5.51,,
2001-06-26,5.44,,
2001-06-27,5.69,,
2001-06-28,5.81,,
2001-06-29,6.04,,
2001-07-02,5.89,,
2001-07-03,5.82,,
2001-07-05,5.85,,
2001-07-06,5.71,,
2001-07-09,5.79,,
2001-07-10,5.95,,
2001-07-11,6.23,,
2001-07-12,6.22,,
2001-07-13,6.37,,
2001-07-16,6.49,,
2001-07-17,6.55,,
2001-07-18,6.53,,
2001-07-19,6.43,,
2001-07-20,6.17,,
2001-07-23,6.24,,
2001-07-24,5.88,,
2001-07-25,6.16,,
2001-07-26,6.63,,
2001-07-27,6.63,,
2001-07-30,6.65,,
2001-07-31,6.52,,
2001-08-01,6.58,,
2001-08-02,6.72,,
2001-08-03,6.77,,
2001-08-06,6.67,,
2001-08-07,6.67,,
2001-08-08,6.56,,
2001-08-09,6.52,,
2001-08-10,6.57,,
2001-08-13,6.34,,
2001-08-14,6.34,,
2001-08-15,6.27,,
2001-08-16,6.28,,
2001-08-17,6.12,,
2001-08-20,6.03,,
2001-08-21,5.87,,
2001-08-22,6.04,,
2001-08-23,5.97,,
2001-08-24,6.0,,
2001-08-27,5.83,,
2001-08-28,5.88,,
2001-08-29,5.8,,
2001-08-30,5.73,,
2001-08-31,5.89,,
2001-09-04,6.09,,
2001-09-05,6.05,,
2001-09-06,6.01,,
2001-09-07,5.79,,
2001-09-10,5.69,,
2001-09-17,5.36,,
2001-09-18,5.17,,
2001-09-19,4.89,,
2001-09-20,4.46,,
2001-09-21,4.69,,
2001-09-24,5.05,,
2001-09-25,4.81,,
2001-09-26,4.82,,
2001-09-27,4.88,,
2001-09-28,5.25,,
2001-10-01,4.98,,
2001-10-02,5.06,,
2001-10-03,5.35,,
2001-10-04,5.27,,
2001-10-05,5.33,,
2001-10-08,5.34,,
2001-10-09,5.28,,
2001-10-10,5.67,,
2001-10-11,5.79,,
2001-10-12,5.64,,
2001-10-15,5.73,,
2001-10-16,5.75,,
2001-10-17,5.53,,
2001-10-18,5.56,,
2001-10-19,5.41,,
2001-10-22,5.46,,
2001-10-23,5.87,,
2001-10-24,5.6,,
2001-10-25,5.56,,
2001-10-26,5.69,,
2001-10-29,5.52,,
2001-10-30,5.6,,
2001-10-31,5.62,,
2001-11-01,5.54,,
2001-11-02,5.73,,
2001-11-05,5.75,,
2001-11-06,5.82,,
2001-11-07,5.88,,
2001-11-08,5.92,,
2001-11-09,5.92,,
2001-11-12,5.92,,
2001-11-13,5.96,,
2001-11-14,5.99,,
2001-11-15,6.21,,
2001-11-16,6.27,,
2001-11-19,6.28,,
2001-11-20,6.27,,
2001-11-21,6.15,,
2001-11-23,6.29,,
2001-11-26,6.29,,
2001-11-27,6.26,,
2001-11-28,6.24,,
2001-11-29,6.17,,
2001-11-30,6.23,,
2001-12-03,6.11,,
2001-12-04,5.99,,
2001-12-05,6.13,,
2001-12-06,6.18,,
2001-12-07,6.19,,
2001-12-10,6.08,,
2001-12-11,6.0,,
2001-12-12,5.81,,
2001-12-13,5.68,,
2001-12-14,5.63,,
2001-12-17,5.77,,
2001-12-18,5.81,,
2001-12-19,5.72,,
2001-12-20,5.7,,
2001-12-21,5.7,,
2001-12-24,5.82,,
2001-12-26,5.79,,
2001-12-27,5.84,,
2001-12-28,5.85,,
2001-12-31,5.84,,
2002-01-02,5.92,,
2002-01-03,6.24,,
2002-01-04,6.42,,
2002-01-07,6.46,,
2002-01-08,6.3,,
2002-01-09,6.2,,
2002-01-10,6.17,,
2002-01-11,6.04,,
2002-01-14,5.9,,
2002-01-15,5.88,,
2002-01-16,5.85,,
2002-01-17,6.11,,
2002-01-18,6.1,,
2002-01-22,6.24,,
2002-01-23,6.55,,
2002-01-24,6.44,,
2002-01-25,6.53,,
2002-01-28,6.61,,
2002-01-29,6.43,,
2002-01-30,6.51,,
2002-01-31,6.67,,
2002-02-01,6.62,,
2002-02-04,6.53,,
2002-02-05,6.47,,
2002-02-06,6.32,,
2002-02-07,6.22,,
2002-02-08,6.26,,
2002-02-11,6.47,,
2002-02-12,6.42,,
2002-02-13,6.31,,
2002-02-14,6.15,,
2002-02-15,6.12,,
2002-02-19,6.06,,
2002-02-20,6.02,,
2002-02-21,6.1,,
2002-02-22,6.01,,
2002-02-25,6.22,,
2002-02-26,6.22,,
2002-02-27,6.37,,
2002-02-28,6.29,,
2002-03-01,6.46,,
2002-03-04,6.74,,
2002-03-05,6.55,,
2002-03-06,6.72,,
2002-03-07,6.85,,
2002-03-08,6.44,,
2002-03-11,6.51,,
2002-03-12,6.4,,
2002-03-13,6.42,,
2002-03-14,6.34,,
2002-03-15,6.4,,
2002-03-18,6.31,,
2002-03-19,6.41,,
2002-03-20,6.43,,
2002-03-21,6.26,,
2002-03-22,6.28,,
2002-03-25,6.15,,
2002-03-26,6.24,,
2002-03-27,6.38,,
2002-03-28,6.35,,
2002-04-01,6.25,,
2002-04-02,6.18,,
2002-04-03,6.04,,
2002-04-04,6.15,,
2002-04-05,6.09,,
2002-04-08,6.1,,
2002-04-09,6.09,,
2002-04-10,6.27,,
2002-04-11,6.1,,
2002-04-12,6.25,,
2002-04-15,6.07,,
2002-04-16,6.25,,
2002-04-17,6.21,,
2002-04-18,6.1,,
2002-04-19,6.12,,
2002-04-22,5.84,,
2002-04-23,5.83,,
2002-04-24,5.84,,
2002-04-25,6.04,,
2002-04-26,6.11,,
2002-04-29,5.93,,
2002-04-30,6.03,,
2002-05-01,6.14,,
2002-05-02,6.13,,
2002-05-03,6.14,,
2002-05-06,6.0,,
2002-05-07,6.0,,
2002-05-08,6.16,,
2002-05-09,6.0,,
2002-05-10,5.94,,
2002-05-13,5.92,,
2002-05-14,6.03,,
2002-05-15,5.99,,
2002-05-16,5.95,,
2002-05-17,5.98,,
2002-05-20,5.89,,
2002-05-21,5.67,,
2002-05-22,5.69,,
2002-05-23,5.79,,
2002-05-24,5.75,,
2002-05-28,5.69,,
2002-05-29,5.69,,
2002-05-30,5.67,,
2002-05-31,5.73,,
2002-06-03,5.63,,
2002-06-04,5.62,,
2002-06-05,5.67,,
2002-06-06,5.67,,
2002-06-07,5.75,,
2002-06-10,5.83,,
2002-06-11,5.76,,
2002-06-12,5.66,,
2002-06-13,5.65,,
2002-06-14,5.61,,
2002-06-17,5.77,,
2002-06-18,5.75,,
2002-06-19,5.73,,
2002-06-20,5.77,,
2002-06-21,5.69,,
2002-06-24,5.76,,
2002-06-25,5.53,,
2002-06-26,5.63,,
2002-06-27,5.84,,
2002-06-28,5.84,,
2002-07-01,6.0,,
2002-07-02,5.94,,
2002-07-03,5.85,,
2002-07-05,6.02,,
2002-07-08,5.89,,
2002-07-09,5.74,,
2002-07-10,5.7,,
2002-07-11,5.65,,
2002-07-12,5.56,,
2002-07-15,5.31,,
2002-07-16,5.41,,
2002-07-17,5.52,,
2002-07-18,5.51,,
2002-07-19,5.48,,
2002-07-22,5.33,,
2002-07-23,5.29,,
2002-07-24,5.39,,
2002-07-25,5.61,,
2002-07-26,5.59,,
2002-07-29,5.82,,
2002-07-30,5.83,,
2002-07-31,5.76,,
2002-08-01,5.75,,
2002-08-02,5.52,,
2002-08-05,5.32,,
2002-08-06,5.59,,
2002-08-07,5.71,,
2002-08-08,5.97,,
2002-08-09,5.96,,
2002-08-12,5.8,,
2002-08-13,5.76,,
2002-08-14,5.95,,
2002-08-15,5.89,,
2002-08-16,5.93,,
2002-08-19,6.0,,
2002-08-20,5.93,,
2002-08-21,6.05,,
2002-08-22,6.05,,
2002-08-23,5.97,,
2002-08-26,6.01,,
2002-08-27,6.09,,
2002-08-28,5.85,,
2002-08-29,5.67,,
2002-08-30,5.81,,
2002-09-03,5.62,,
2002-09-04,5.77,,
2002-09-05,4.84,,
2002-09-06,4.94,,
2002-09-09,4.79,,
2002-09-10,4.84,,
2002-09-11,4.87,,
2002-09-12,4.81,,
2002-09-13,4.82,,
2002-09-16,4.84,,
2002-09-17,4.83,,
2002-09-18,4.83,,
2002-09-19,4.76,,
2002-09-20,4.9,,
2002-09-23,4.76,,
2002-09-24,4.49,,
2002-09-25,4.57,,
2002-09-26,4.72,,
2002-09-27,4.55,6.382121219629247,-0.2870708901601965
2002-09-30,4.4,6.532121219629247,-0.3264056418950325
2002-10-01,4.55,6.372121219629247,-0.2859520647561167
2002-10-02,4.39,6.462121219629247,-0.32065650723712846
2002-10-03,4.48,6.372121219629247,-0.29693741760602244
2002-10-04,4.39,6.242121219629247,-0.2967134335368218
2002-10-07,4.26,6.352121219629247,-0.3293578864906104
2002-10-08,4.37,6.242121219629247,-0.2999174725639888
2002-10-09,4.26,6.372121219629247,-0.33146281227715535
2002-10-10,4.39,6.402121219629247,-0.31428977218675214
2002-10-11,4.42,6.362121219629247,-0.3052631587146063
2002-10-14,4.38,6.642121219629247,-0.3405721071371105
2002-10-15,4.66,6.4821212196292475,-0.28109952867149035
2002-10-16,4.5,6.582121219629247,-0.31632981984894637
2002-10-17,4.6,6.512121219629247,-0.2936249426478136
2002-10-18,4.53,6.622121219629247,-0.31592916381956215
2002-10-21,4.64,6.582121219629247,-0.2950600809109136
2002-10-22,4.6,6.652121219629247,-0.30849125442479863
2002-10-23,4.67,6.572121219629247,-0.28942272305448313
2002-10-24,4.59,6.552121219629247,-0.2994635101913261
2002-10-25,4.57,6.562121219629247,-0.3035788509468893
2002-10-28,4.58,6.502121219629247,-0.2956144855968783
2002-10-29,4.52,6.642121219629247,-0.3194945032556483
2002-10-30,4.66,6.582121219629247,-0.29202154677690895
2002-10-31,4.6,6.742121219629247,-0.3177221455752829
2002-11-01,4.76,6.822121219629247,-0.30226980043918283
2002-11-04,4.84,6.862121219629247,-0.29467873779975284
2002-11-05,4.88,6.9821212196292475,-0.3010720028348163
2002-11-06,5.0,6.872121219629247,-0.27242261301820414
2002-11-07,4.89,6.812121219629247,-0.2821619224993561
2002-11-08,4.83,6.642121219629247,-0.2728226660895533
2002-11-11,4.66,6.682121219629247,-0.3026166621594816
2002-11-12,4.7,6.662121219629247,-0.2945189910156635
2002-11-13,4.68,6.642121219629247,-0.2954058131054058
2002-11-14,4.66,6.622121219629247,-0.29629799192034423
2002-11-15,4.64,6.562121219629247,-0.29291156857627276
2002-11-18,4.58,6.542121219629247,-0.29992125699872674
2002-11-19,4.56,6.532121219629247,-0.30191130160030655
2002-11-20,4.55,6.612121219629247,-0.31186984496102055
2002-11-21,4.63,6.562121219629247,-0.2944354660577895
2002-11-22,4.58,6.562121219629247,-0.3020549534653727
2002-11-25,4.58,6.502121219629247,-0.2956144855968783
2002-11-26,4.52,6.652121219629247,-0.3205174934782804
2002-11-27,4.67,6.592121219629247,-0.29157856107162883
2002-11-29,4.61,6.542121219629247,-0.2953355883764476
2002-12-02,4.56,6.682121219629247,-0.31758196983846276
2002-12-03,4.7,6.662121219629247,-0.2945189910156635
2002-12-04,4.68,6.632121219629247,-0.2943434166811528
2002-12-05,4.65,6.7321212196292475,-0.30928159961800483
2002-12-06,4.75,6.662121219629247,-0.28701387389880884
2002-12-09,4.68,6.672121219629247,-0.2985738948759604
2002-12-10,4.69,6.712121219629247,-0.30126410913373536
2002-12-11,4.73,6.592121219629247,-0.28247678669567544
2002-12-12,4.61,6.622121219629247,-0.3038484426508127
2002-12-13,4.64,6.842121219629247,-0.32184773536481914
2002-12-16,4.86,6.872121219629247,-0.2927947798536943
2002-12-17,4.89,6.822121219629247,-0.2832141437284883
2002-12-18,4.84,6.742121219629247,-0.28212504012703676
2002-12-19,4.76,6.782121219629247,-0.29815468555423275
2002-12-20,4.8,6.742121219629247,-0.28805789103507773
2002-12-23,4.76,6.782121219629247,-0.29815468555423275
2002-12-24,4.8,6.762121219629247,-0.2901635678954637
2002-12-26,4.78,6.682121219629247,-0.28465829294470424
2002-12-27,4.7,5.756819302687138,-0.18357694537916813
2002-12-30,4.7,5.77681930268714,-0.1864034940795617
2002-12-31,4.72,5.956819302687136,-0.20763082441147818
2003-01-02,4.9,5.9068193026871425,-0.17045033055761805
2003-01-03,4.85,6.016819302687134,-0.19392626635239463
2003-01-06,4.96,5.946819302687139,-0.16594069072205264
2003-01-07,4.89,5.946819302687139,-0.17771168903847534
2003-01-08,4.89,6.096819302687144,-0.19794244224283375
2003-01-09,5.04,6.13681930268714,-0.17872765166914295
2003-01-10,5.08,6.106819302687141,-0.1681430629911248
2003-01-13,5.05,6.16681930268714,-0.1811013502861184
2003-01-14,5.11,6.126819302687143,-0.16596201919014963
2003-01-15,5.07,5.936819302687142,-0.14600735823217648
2003-01-16,4.88,5.876819302687143,-0.16961884504962632
2003-01-17,4.82,5.846819302687136,-0.17562015337385584
2003-01-21,4.79,5.536819302687137,-0.13488236871387327
2003-01-22,4.48,5.606819302687141,-0.2009730012428076
2003-01-23,4.55,5.466819302687141,-0.1677061654912375
2003-01-24,4.41,5.396819302687137,-0.18285201844645582
2003-01-27,4.34,5.376819302687143,-0.19283134587933393
2003-01-28,4.32,5.516819302687143,-0.21694009483040233
2003-01-29,4.46,5.66681930268714,-0.21296237593368827
2003-01-30,4.61,5.726819302687138,-0.19501563497264596
2003-01-31,4.67,5.726819302687138,-0.18453861503736602
2003-02-03,4.67,5.66681930268714,-0.17590455058527443
2003-02-04,4.61,5.63681930268714,-0.18216289143731157
2003-02-05,4.58,5.6568193026871425,-0.19035773374900344
2003-02-06,4.6,5.5768193026871415,-0.17515706528566743
2003-02-07,4.52,5.586819302687139,-0.19095289195661336
2003-02-10,4.53,5.496819302687141,-0.1758870447523183
2003-02-11,4.44,5.536819302687137,-0.19809555680367363
2003-02-12,4.48,5.456819302687136,-0.17900891499304628
2003-02-13,4.4,5.456819302687136,-0.19366947008245616
2003-02-14,4.4,5.606819302687141,-0.21524134050632893
2003-02-18,4.55,5.556819302687139,-0.18118625923291531
2003-02-19,4.5,5.516819302687143,-0.18431259878166906
2003-02-20,4.46,5.556819302687139,-0.19738257498435208
2003-02-21,4.5,5.446819302687139,-0.17382976193464583
2003-02-24,4.39,5.486819302687135,-0.19990075163400678
2003-02-25,4.43,5.486819302687135,-0.19261055347121858
2003-02-26,4.43,5.38681930268714,-0.177622312708697
2003-02-27,4.33,5.536819302687137,-0.2179625587747539
2003-02-28,4.48,5.546819302687142,-0.19232991818758616
2003-03-03,4.49,5.446819302687139,-0.1756656957970133
2003-03-04,4.39,5.536819302687137,-0.20712601224507388
2003-03-05,4.48,5.52681930268714,-0.18940718799657086
2003-03-06,4.47,5.566819302687136,-0.19702800523050845
2003-03-07,4.51,5.476819302687138,-0.17652934107444074
2003-03-10,4.42,5.456819302687136,-0.19000433131010375
2003-03-11,4.4,5.476819302687138,-0.1966139912921372
2003-03-12,4.42,5.63681930268714,-0.2158698438509582
2003-03-13,4.58,5.546819302687142,-0.1743015681471306
2003-03-14,4.49,5.716819302687141,-0.21459822984268284
2003-03-17,4.66,5.716819302687141,-0.18486141449151494
2003-03-18,4.66,5.716819302687141,-0.18486141449151494
2003-03-19,4.66,5.756819302687138,-0.1905252266950901
2003-03-20,4.7,6.056819302687139,-0.22401515298387376
2003-03-21,5.0,5.876819302687143,-0.14919963632133837
2003-03-24,4.82,5.8268193026871415,-0.1727905483910971
2003-03-25,4.77,5.9068193026871425,-0.19245879117547726
2003-03-26,4.85,5.836819302687139,-0.1690679891756851
2003-03-27,4.78,5.91681930268714,-0.19213351710282078
2003-03-28,4.86,,
2003-03-31,4.75,,
2003-04-01,4.78,,
2003-04-02,4.98,,
2003-04-03,4.87,,
2003-04-04,4.92,,
2003-04-07,4.98,,
2003-04-08,4.96,,
2003-04-09,4.9,,
2003-04-10,4.88,,
2003-04-11,4.88,,
2003-04-14,5.03,,
2003-04-15,5.14,,
2003-04-16,5.14,,
2003-04-17,5.19,,
2003-04-21,5.11,,
2003-04-22,5.15,,
2003-04-23,5.12,,
2003-04-24,5.17,,
2003-04-25,5.18,,
2003-04-28,5.25,,
2003-04-29,5.24,,
2003-04-30,5.33,,
2003-05-01,5.29,,
2003-05-02,5.34,,
2003-05-05,5.33,,
2003-05-06,5.36,,
2003-05-07,5.31,,
2003-05-08,5.27,,
2003-05-09,5.37,,
2003-05-12,5.42,,
2003-05-13,5.45,,
2003-05-14,5.42,,
2003-05-15,5.4,,
2003-05-16,5.42,,
2003-05-19,5.28,,
2003-05-20,5.3,,
2003-05-21,5.25,,
2003-05-22,5.17,,
2003-05-23,5.18,,
2003-05-27,5.27,,
2003-05-28,5.28,,
2003-05-29,5.3,,
2003-05-30,5.46,,
2003-06-02,5.44,,
2003-06-03,5.41,,
2003-06-04,5.42,,
2003-06-05,5.41,,
2003-06-06,5.29,,
2003-06-09,5.24,,
2003-06-10,5.22,,
2003-06-11,5.17,,
2003-06-12,5.22,,
2003-06-13,5.11,,
2003-06-16,5.15,,
2003-06-17,5.1,,
2003-06-18,5.1,,
2003-06-19,5.06,,
2003-06-20,5.06,,
2003-06-23,4.96,,
2003-06-24,4.94,,
2003-06-25,4.88,,
2003-06-26,4.92,6.453786986549666,-0.23765689660136458
2003-06-27,5.0,6.473786986549666,-0.22765453815698522
2003-06-30,5.02,6.553786986549666,-0.2340306436107027
2003-07-01,5.1,6.613786986549665,-0.22888354124924581
2003-07-02,5.16,6.533786986549666,-0.210258918660452
2003-07-03,5.08,6.663786986549666,-0.23767071032528742
2003-07-07,5.21,6.703786986549666,-0.2228273346910885
2003-07-08,5.25,6.6037869865496654,-0.205001613363212
2003-07-09,5.15,6.563786986549665,-0.21539196647404302
2003-07-10,5.11,6.623786986549666,-0.22853799339012226
