date,MSI,dcf,Deviation
1990-09-25,18.5,,
1990-09-26,18.28,,
1990-09-27,18.13,,
1990-09-28,18.99,,
1990-10-01,19.94,,
1990-10-02,20.05,,
1990-10-03,19.3,,
1990-10-04,18.24,,
1990-10-05,18.24,,
1990-10-08,18.01,,
1990-10-09,15.9,,
1990-10-10,15.98,,
1990-10-11,16.09,,
1990-10-12,16.51,,
1990-10-15,16.39,,
1990-10-16,16.39,,
1990-10-17,16.28,,
1990-10-18,16.85,,
1990-10-19,15.49,,
1990-10-22,16.06,,
1990-10-23,16.39,,
1990-10-24,16.39,,
1990-10-25,16.24,,
1990-10-26,16.13,,
1990-10-29,15.9,,
1990-10-30,16.17,,
1990-10-31,16.24,,
1990-11-01,16.77,,
1990-11-02,17.41,,
1990-11-05,17.49,,
1990-11-06,17.52,,
1990-11-07,16.58,,
1990-11-08,16.36,,
1990-11-09,16.77,,
1990-11-12,17.37,,
1990-11-13,17.34,,
1990-11-14,16.88,,
1990-11-15,15.75,,
1990-11-16,15.57,,
1990-11-19,15.49,,
1990-11-20,15.49,,
1990-11-21,15.83,,
1990-11-23,15.98,,
1990-11-26,15.98,,
1990-11-27,16.43,,
1990-11-28,16.28,,
1990-11-29,16.24,,
1990-11-30,15.23,,
1990-12-03,15.68,,
1990-12-04,16.36,,
1990-12-05,16.58,,
1990-12-06,16.28,,
1990-12-07,15.83,,
1990-12-10,15.87,,
1990-12-11,15.6,,
1990-12-12,15.83,,
1990-12-13,15.23,,
1990-12-14,15.04,,
1990-12-17,15.23,,
1990-12-18,15.34,,
1990-12-19,15.23,,
1990-12-20,15.45,,
1990-12-21,15.87,,
1990-12-24,15.83,,
1990-12-26,16.06,,
1990-12-27,15.75,,
1990-12-28,15.79,,
1990-12-31,15.79,,
1991-01-02,15.68,,
1991-01-03,15.49,,
1991-01-04,15.41,,
1991-01-07,15.41,,
1991-01-08,15.19,,
1991-01-09,14.77,,
1991-01-10,15.23,,
1991-01-11,14.4,,
1991-01-14,14.59,,
1991-01-15,14.55,,
1991-01-16,14.96,,
1991-01-17,13.83,,
1991-01-18,14.32,,
1991-01-21,14.36,,
1991-01-22,14.47,,
1991-01-23,14.89,,
1991-01-24,15.34,,
1991-01-25,15.0,,
1991-01-28,15.15,,
1991-01-29,15.38,,
1991-01-30,15.98,,
1991-01-31,16.51,,
1991-02-01,16.43,,
1991-02-04,17.11,,
1991-02-05,17.41,,
1991-02-06,17.11,,
1991-02-07,16.92,,
1991-02-08,16.73,,
1991-02-11,17.86,,
1991-02-12,17.26,,
1991-02-13,18.39,,
1991-02-14,17.75,,
1991-02-15,18.09,,
1991-02-19,18.92,,
1991-02-20,18.58,,
1991-02-21,18.47,,
1991-02-22,19.03,,
1991-02-25,18.96,,
1991-02-26,18.32,,
1991-02-27,18.43,,
1991-02-28,18.05,,
1991-03-01,18.62,,
1991-03-04,18.39,,
1991-03-05,19.15,,
1991-03-06,19.37,,
1991-03-07,19.48,,
1991-03-08,19.41,,
1991-03-11,18.62,,
1991-03-12,18.17,,
1991-03-13,18.62,,
1991-03-14,18.88,,
1991-03-15,18.58,,
1991-03-18,18.43,,
1991-03-19,18.09,,
1991-03-20,17.56,,
1991-03-21,17.37,,
1991-03-22,17.26,,
1991-03-25,17.19,,
1991-03-26,17.3,,
1991-03-27,17.6,,
1991-03-28,17.26,,
1991-04-01,17.0,,
1991-04-02,17.3,,
1991-04-03,17.68,,
1991-04-04,17.83,,
1991-04-05,17.41,,
1991-04-08,17.11,,
1991-04-09,16.92,,
1991-04-10,18.96,,
1991-04-11,18.96,,
1991-04-12,19.07,,
1991-04-15,19.15,,
1991-04-16,19.52,,
1991-04-17,19.82,,
1991-04-18,19.97,,
1991-04-19,19.6,,
1991-04-22,19.26,,
1991-04-23,19.37,,
1991-04-24,19.52,,
1991-04-25,19.82,,
1991-04-26,19.45,,
1991-04-29,19.6,,
1991-04-30,19.52,,
1991-05-01,19.22,,
1991-05-02,19.03,,
1991-05-03,18.96,,
1991-05-06,19.03,,
1991-05-07,18.81,,
1991-05-08,18.77,,
1991-05-09,19.52,,
1991-05-10,19.22,,
1991-05-13,19.71,,
1991-05-14,19.11,,
1991-05-15,18.92,,
1991-05-16,19.37,,
1991-05-17,19.56,,
1991-05-20,19.67,,
1991-05-21,19.71,,
1991-05-22,20.09,,
1991-05-23,20.2,,
1991-05-24,20.62,,
1991-05-28,21.14,,
1991-05-29,20.65,,
1991-05-30,20.8,,
1991-05-31,21.48,,
1991-06-03,21.26,,
1991-06-04,20.95,,
1991-06-05,20.69,,
1991-06-06,20.65,,
1991-06-07,20.09,,
1991-06-10,19.71,,
1991-06-11,19.48,,
1991-06-12,19.15,,
1991-06-13,19.56,,
1991-06-14,19.64,,
1991-06-17,19.52,,
1991-06-18,19.6,,
1991-06-19,19.41,,
1991-06-20,19.67,,
1991-06-21,19.9,,
1991-06-24,19.48,,
1991-06-25,19.71,,
1991-06-26,20.43,,
1991-06-27,19.86,,
1991-06-28,20.05,,
1991-07-01,20.39,,
1991-07-02,20.16,,
1991-07-03,19.64,,
1991-07-05,19.75,,
1991-07-08,19.86,,
1991-07-09,19.56,,
1991-07-10,19.11,,
1991-07-11,19.41,,
1991-07-12,19.45,,
1991-07-15,19.6,,
1991-07-16,19.48,,
1991-07-17,19.52,,
1991-07-18,19.82,,
1991-07-19,19.56,,
1991-07-22,19.52,,
1991-07-23,19.15,,
1991-07-24,18.84,,
1991-07-25,19.22,,
1991-07-26,19.11,,
1991-07-29,19.26,,
1991-07-30,19.6,,
1991-07-31,19.64,,
1991-08-01,19.9,,
1991-08-02,19.94,,
1991-08-05,19.67,,
1991-08-06,20.09,,
1991-08-07,19.64,,
1991-08-08,19.45,,
1991-08-09,19.56,,
1991-08-12,19.6,,
1991-08-13,19.71,,
1991-08-14,20.5,,
1991-08-15,20.62,,
1991-08-16,20.13,,
1991-08-19,19.45,,
1991-08-20,19.52,,
1991-08-21,20.43,,
1991-08-22,20.46,,
1991-08-23,20.62,,
1991-08-26,20.46,,
1991-08-27,20.39,,
1991-08-28,20.54,,
1991-08-29,20.58,,
1991-08-30,20.54,,
1991-09-03,20.5,,
1991-09-04,20.13,,
1991-09-05,19.79,,
1991-09-06,19.9,,
1991-09-09,19.86,,
1991-09-10,19.48,,
1991-09-11,19.33,,
1991-09-12,19.56,,
1991-09-13,19.07,,
1991-09-16,18.96,,
1991-09-17,18.81,,
1991-09-18,18.81,,
1991-09-19,18.77,,
1991-09-20,18.5,,
1991-09-23,18.47,,
1991-09-24,18.43,,
1991-09-25,18.39,,
1991-09-26,18.54,,
1991-09-27,18.24,,
1991-09-30,17.86,,
1991-10-01,17.64,,
1991-10-02,17.71,,
1991-10-03,17.45,,
1991-10-04,17.11,,
1991-10-07,16.73,,
1991-10-08,16.88,,
1991-10-09,17.41,,
1991-10-10,17.79,,
1991-10-11,17.79,,
1991-10-14,18.01,,
1991-10-15,18.24,,
1991-10-16,18.5,,
1991-10-17,18.77,,
1991-10-18,18.43,,
1991-10-21,18.84,,
1991-10-22,19.22,,
1991-10-23,19.3,,
1991-10-24,19.03,,
1991-10-25,18.84,,
1991-10-28,18.81,,
1991-10-29,18.99,,
1991-10-30,19.07,,
1991-10-31,18.96,,
1991-11-01,18.66,,
1991-11-04,18.39,,
1991-11-05,18.09,,
1991-11-06,18.17,,
1991-11-07,18.01,,
1991-11-08,18.17,,
1991-11-11,18.47,,
1991-11-12,18.96,,
1991-11-13,19.22,,
1991-11-14,19.03,,
1991-11-15,18.28,,
1991-11-18,18.39,,
1991-11-19,18.32,,
1991-11-20,18.32,,
1991-11-21,18.32,,
1991-11-22,18.13,,
1991-11-25,18.28,,
1991-11-26,18.17,,
1991-11-27,18.05,,
1991-11-29,17.98,,
1991-12-02,18.2,,
1991-12-03,18.01,,
1991-12-04,17.79,,
1991-12-05,17.41,,
1991-12-06,17.6,,
1991-12-09,17.6,,
1991-12-10,17.9,,
1991-12-11,18.05,,
1991-12-12,18.2,,
1991-12-13,18.09,,
1991-12-16,17.9,,
1991-12-17,17.64,,
1991-12-18,17.6,,
1991-12-19,17.52,,
1991-12-20,17.56,,
1991-12-23,18.66,,
1991-12-24,18.62,,
1991-12-26,19.22,,
1991-12-27,19.15,,
1991-12-30,19.41,,
1991-12-31,19.67,,
1992-01-02,19.75,,
1992-01-03,19.82,,
1992-01-06,19.97,,
1992-01-07,20.62,,
1992-01-08,20.88,,
1992-01-09,21.63,,
1992-01-10,21.41,,
1992-01-13,21.18,,
1992-01-14,21.29,,
1992-01-15,23.4,,
1992-01-16,23.89,,
1992-01-17,24.08,,
1992-01-20,23.74,,
1992-01-21,23.59,,
1992-01-22,23.97,,
1992-01-23,23.25,,
1992-01-24,23.14,,
1992-01-27,23.55,,
1992-01-28,23.25,,
1992-01-29,22.91,,
1992-01-30,22.91,,
1992-01-31,23.1,,
1992-02-03,22.91,,
1992-02-04,23.29,,
1992-02-05,23.74,,
1992-02-06,23.82,,
1992-02-07,24.2,,
1992-02-10,24.42,,
1992-02-11,24.16,,
1992-02-12,24.53,,
1992-02-13,24.46,,
1992-02-14,24.42,,
1992-02-18,24.23,,
1992-02-19,24.27,,
1992-02-20,24.57,,
1992-02-21,24.42,,
1992-02-24,23.82,,
1992-02-25,23.25,,
1992-02-26,23.4,,
1992-02-27,23.33,,
1992-02-28,22.91,,
1992-03-02,23.14,,
1992-03-03,23.37,,
1992-03-04,23.06,,
1992-03-05,22.99,,
1992-03-06,22.69,,
1992-03-09,22.24,,
1992-03-10,22.69,,
1992-03-11,22.2,,
1992-03-12,22.39,,
1992-03-13,22.73,,
1992-03-16,22.73,,
1992-03-17,22.99,,
1992-03-18,23.52,,
1992-03-19,23.37,,
1992-03-20,23.4,,
1992-03-23,23.44,,
1992-03-24,23.52,,
1992-03-25,23.48,,
1992-03-26,23.63,,
1992-03-27,22.76,,
1992-03-30,22.69,,
1992-03-31,22.69,,
1992-04-01,22.58,,
1992-04-02,22.16,,
1992-04-03,22.12,,
1992-04-06,22.5,,
1992-04-07,22.05,,
1992-04-08,22.61,,
1992-04-09,22.69,,
1992-04-10,22.35,,
1992-04-13,22.46,,
1992-04-14,22.91,,
1992-04-15,24.72,,
1992-04-16,24.65,,
1992-04-20,24.38,,
1992-04-21,24.16,,
1992-04-22,24.04,,
1992-04-23,24.31,,
1992-04-24,23.86,,
1992-04-27,23.71,,
1992-04-28,23.52,,
1992-04-29,23.93,,
1992-04-30,24.27,,
1992-05-01,24.08,,
1992-05-04,24.42,,
1992-05-05,25.02,,
1992-05-06,24.72,,
1992-05-07,24.72,,
1992-05-08,24.76,,
1992-05-11,24.57,,
1992-05-12,24.35,,
1992-05-13,24.35,,
1992-05-14,23.86,,
1992-05-15,23.67,,
1992-05-18,23.4,,
1992-05-19,23.82,,
1992-05-20,23.78,,
1992-05-21,23.63,,
1992-05-22,23.71,,
1992-05-26,23.63,,
1992-05-27,23.71,,
1992-05-28,24.27,,
1992-05-29,24.12,,
1992-06-01,23.82,,
1992-06-02,23.93,,
1992-06-03,24.12,,
1992-06-04,24.31,,
1992-06-05,24.8,,
1992-06-08,24.8,,
1992-06-09,24.65,,
1992-06-10,24.08,,
1992-06-11,24.04,,
1992-06-12,24.12,,
1992-06-15,24.16,,
1992-06-16,23.74,,
1992-06-17,22.88,,
1992-06-18,22.88,,
1992-06-19,22.84,,
1992-06-22,22.61,,
1992-06-23,22.54,,
1992-06-24,22.5,,
1992-06-25,22.65,,
1992-06-26,22.99,,
1992-06-29,23.18,,
1992-06-30,23.1,,
1992-07-01,23.33,,
1992-07-02,23.1,,
1992-07-06,22.84,,
1992-07-07,22.8,,
1992-07-08,23.06,,
1992-07-09,23.33,,
1992-07-10,23.52,,
1992-07-13,23.82,,
1992-07-14,24.16,,
1992-07-15,24.95,,
1992-07-16,25.25,,
1992-07-17,25.02,,
1992-07-20,24.99,,
1992-07-21,24.84,,
1992-07-22,24.57,,
1992-07-23,25.1,,
1992-07-24,25.21,,
1992-07-27,24.87,,
1992-07-28,25.29,,
1992-07-29,25.63,,
1992-07-30,25.51,,
1992-07-31,25.82,,
1992-08-03,26.38,,
1992-08-04,26.23,,
1992-08-05,26.23,,
1992-08-06,26.0,,
1992-08-07,25.51,,
1992-08-10,25.44,,
1992-08-11,25.74,,
1992-08-12,25.89,,
1992-08-13,25.85,,
1992-08-14,25.78,,
1992-08-17,25.63,,
1992-08-18,25.7,,
1992-08-19,25.29,,
1992-08-20,25.59,,
1992-08-21,25.67,,
1992-08-24,25.4,,
1992-08-25,25.67,,
1992-08-26,26.12,,
1992-08-27,26.16,,
1992-08-28,25.89,,
1992-08-31,25.74,,
1992-09-01,26.08,,
1992-09-02,26.8,,
1992-09-03,27.06,,
1992-09-04,26.53,,
1992-09-08,26.31,,
1992-09-09,26.49,,
1992-09-10,27.25,,
1992-09-11,27.14,,
1992-09-14,27.14,,
1992-09-15,26.91,,
1992-09-16,27.14,,
1992-09-17,27.06,,
1992-09-18,27.14,,
1992-09-21,26.98,,
1992-09-22,26.72,,
1992-09-23,26.65,,
1992-09-24,26.46,,
1992-09-25,25.93,,
1992-09-28,25.93,,
1992-09-29,26.31,,
1992-09-30,26.46,,
1992-10-01,26.12,,
1992-10-02,26.08,,
1992-10-05,26.38,,
1992-10-06,26.72,,
1992-10-07,27.06,,
1992-10-08,27.4,,
1992-10-09,27.14,,
1992-10-12,26.98,,
1992-10-13,27.44,,
1992-10-14,27.55,,
1992-10-15,27.89,,
1992-10-16,28.38,,
1992-10-19,28.45,,
1992-10-20,29.02,,
1992-10-21,29.32,,
1992-10-22,29.17,,
1992-10-23,28.72,,
1992-10-26,29.28,,
1992-10-27,29.21,,
1992-10-28,29.36,,
1992-10-29,29.32,,
1992-10-30,28.94,,
1992-11-02,28.76,,
1992-11-03,29.1,,
1992-11-04,29.06,,
1992-11-05,29.55,,
1992-11-06,29.06,,
1992-11-09,29.36,,
1992-11-10,30.56,,
1992-11-11,30.15,,
1992-11-12,29.62,,
1992-11-13,29.74,,
1992-11-16,29.43,,
1992-11-17,28.76,,
1992-11-18,29.55,,
1992-11-19,29.77,,
1992-11-20,30.04,,
1992-11-23,29.66,,
1992-11-24,30.19,,
1992-11-25,30.15,,
1992-11-27,30.23,,
1992-11-30,31.02,,
1992-12-01,31.39,,
1992-12-02,30.9,,
1992-12-03,30.83,,
1992-12-04,31.24,,
1992-12-07,31.54,,
1992-12-08,31.66,,
1992-12-09,31.17,,
1992-12-10,31.05,,
1992-12-11,30.75,,
1992-12-14,30.72,,
1992-12-15,30.23,,
1992-12-16,30.68,,
1992-12-17,31.54,,
1992-12-18,31.58,,
1992-12-21,31.13,,
1992-12-22,31.05,,
1992-12-23,31.47,,
1992-12-24,31.39,,
1992-12-28,31.54,,
1992-12-29,31.73,,
1992-12-30,31.73,,
1992-12-31,31.51,,
1993-01-04,31.17,,
1993-01-05,31.88,,
1993-01-06,32.6,,
1993-01-07,32.94,,
1993-01-08,33.01,,
1993-01-11,33.99,,
1993-01-12,33.58,,
1993-01-13,33.88,,
1993-01-14,37.16,,
1993-01-15,36.56,,
1993-01-18,37.01,,
1993-01-19,37.16,,
1993-01-20,36.48,,
1993-01-21,37.01,,
1993-01-22,35.65,,
1993-01-25,36.86,,
1993-01-26,35.58,,
1993-01-27,34.6,,
1993-01-28,33.69,,
1993-01-29,30.75,,
1993-02-01,32.41,,
1993-02-02,32.71,,
1993-02-03,32.79,,
1993-02-04,33.01,,
1993-02-05,32.19,,
1993-02-08,32.41,,
1993-02-09,32.41,,
1993-02-10,33.69,,
1993-02-11,33.77,,
1993-02-12,32.94,,
1993-02-16,31.73,,
1993-02-17,32.86,,
1993-02-18,33.62,,
1993-02-19,35.05,,
1993-02-22,33.62,,
1993-02-23,34.22,,
1993-02-24,35.28,,
1993-02-25,34.9,,
1993-02-26,35.43,,
1993-03-01,34.22,,
1993-03-02,34.97,,
1993-03-03,36.18,,
1993-03-04,35.8,,
1993-03-05,36.33,,
1993-03-08,37.39,,
1993-03-09,37.46,,
1993-03-10,38.14,,
1993-03-11,38.59,,
1993-03-12,39.2,,
1993-03-15,39.42,,
1993-03-16,39.8,,
1993-03-17,38.59,,
1993-03-18,39.04,,
1993-03-19,37.69,,
1993-03-22,37.46,,
1993-03-23,38.14,,
1993-03-24,38.59,,
1993-03-25,39.65,,
1993-03-26,39.35,,
1993-03-29,38.97,,
1993-03-30,40.25,,
1993-03-31,39.95,,
1993-04-01,39.27,,
1993-04-02,37.84,,
1993-04-05,39.5,,
1993-04-06,40.02,,
1993-04-07,41.16,,
1993-04-08,41.46,,
1993-04-12,43.42,,
1993-04-13,42.96,,
1993-04-14,44.02,,
1993-04-15,44.02,,
1993-04-16,42.89,,
1993-04-19,42.59,,
1993-04-20,43.94,,
1993-04-21,43.49,,
1993-04-22,43.72,,
1993-04-23,42.59,,
1993-04-26,41.68,,
1993-04-27,42.06,,
1993-04-28,42.29,,
1993-04-29,43.57,,
1993-04-30,44.02,,
1993-05-03,44.62,,
1993-05-04,45.38,,
1993-05-05,46.66,,
1993-05-06,46.21,,
1993-05-07,46.13,,
1993-05-10,46.58,,
1993-05-11,46.51,,
1993-05-12,45.83,,
1993-05-13,44.85,,
1993-05-14,45.07,,
1993-05-17,45.75,,
1993-05-18,47.03,,
1993-05-19,48.32,,
1993-05-20,47.86,,
1993-05-21,46.96,,
1993-05-24,48.32,,
1993-05-25,47.49,,
1993-05-26,49.82,,
1993-05-27,49.6,,
1993-05-28,48.84,,
1993-06-01,50.43,,
1993-06-02,50.88,,
1993-06-03,51.33,,
1993-06-04,51.93,,
1993-06-07,51.48,,
1993-06-08,50.95,,
1993-06-09,49.45,,
1993-06-10,50.12,,
1993-06-11,50.95,,
1993-06-14,51.03,,
1993-06-15,50.43,,
1993-06-16,49.9,,
1993-06-17,49.9,,
1993-06-18,48.84,,
1993-06-21,49.45,,
1993-06-22,50.35,,
1993-06-23,49.75,,
1993-06-24,50.43,,
1993-06-25,51.93,,
1993-06-28,53.14,,
1993-06-29,52.46,,
1993-06-30,52.69,,
1993-07-01,51.86,,
1993-07-02,52.01,,
1993-07-06,50.43,,
1993-07-07,50.28,,
1993-07-08,51.03,,
1993-07-09,51.71,,
1993-07-12,52.39,,
1993-07-13,53.97,,
1993-07-14,53.97,,
1993-07-15,53.52,,
1993-07-16,52.16,,
1993-07-19,51.03,,
1993-07-20,52.31,,
1993-07-21,52.69,,
1993-07-22,52.39,,
1993-07-23,53.22,,
1993-07-26,54.35,,
1993-07-27,53.74,,
1993-07-28,53.67,,
1993-07-29,53.82,,
1993-07-30,54.65,,
1993-08-02,56.91,,
1993-08-03,57.06,,
1993-08-04,57.89,,
1993-08-05,58.34,,
1993-08-06,58.04,,
1993-08-09,57.59,,
1993-08-10,57.29,,
1993-08-11,57.89,,
1993-08-12,57.96,,
1993-08-13,57.96,,
1993-08-16,58.49,,
1993-08-17,59.17,,
1993-08-18,57.89,,
1993-08-19,57.96,,
1993-08-20,57.81,,
1993-08-23,57.96,,
1993-08-24,58.64,,
1993-08-25,57.29,,
1993-08-26,56.91,,
1993-08-27,57.66,,
1993-08-30,58.19,,
1993-08-31,57.81,,
1993-09-01,57.29,,
1993-09-02,57.29,,
1993-09-03,57.06,,
1993-09-07,55.63,,
1993-09-08,55.48,,
1993-09-09,56.53,,
1993-09-10,56.91,,
1993-09-13,55.4,,
1993-09-14,54.5,,
1993-09-15,56.08,,
1993-09-16,55.78,,
1993-09-17,55.33,,
1993-09-20,56.53,,
1993-09-21,55.63,,
1993-09-22,57.29,,
1993-09-23,59.25,,
1993-09-24,60.0,,
1993-09-27,61.81,,
1993-09-28,63.01,,
1993-09-29,61.28,,
1993-09-30,60.9,,
1993-10-01,60.3,,
1993-10-04,60.83,,
1993-10-05,59.55,,
1993-10-06,59.4,,
1993-10-07,58.34,,
1993-10-08,60.6,,
1993-10-11,59.4,,
1993-10-12,62.41,,
1993-10-13,61.96,,
1993-10-14,62.94,,
1993-10-15,63.92,,
1993-10-18,63.84,,
1993-10-19,61.21,,
1993-10-20,61.51,,
1993-10-21,62.19,,
1993-10-22,62.11,,
1993-10-25,61.58,,
1993-10-26,62.26,,
1993-10-27,63.69,,
1993-10-28,63.01,,
1993-10-29,63.16,,
1993-11-01,63.01,,
1993-11-02,62.26,,
1993-11-03,59.92,,
1993-11-04,58.49,,
1993-11-05,59.7,,
1993-11-08,59.55,,
1993-11-09,60.15,,
1993-11-10,62.03,,
1993-11-11,62.71,,
1993-11-12,62.11,,
1993-11-15,60.83,,
1993-11-16,61.43,,
1993-11-17,60.15,,
1993-11-18,57.66,,
1993-11-19,57.89,,
1993-11-22,56.38,,
1993-11-23,57.81,,
1993-11-24,58.11,,
1993-11-26,57.96,,
1993-11-29,56.23,,
1993-11-30,56.53,,
1993-12-01,56.76,,
1993-12-02,57.74,,
1993-12-03,57.96,,
1993-12-06,56.76,,
1993-12-07,56.76,,
1993-12-08,56.68,,
1993-12-09,54.87,,
1993-12-10,53.59,,
1993-12-13,54.12,,
1993-12-14,54.2,,
1993-12-15,54.12,,
1993-12-16,53.82,,
1993-12-17,52.76,,
1993-12-20,51.26,,
1993-12-21,52.16,,
1993-12-22,53.67,,
1993-12-23,54.42,,
1993-12-27,55.1,,
1993-12-28,55.4,,
1993-12-29,55.4,,
1993-12-30,55.85,,
1993-12-31,55.63,,
1994-01-03,53.44,,
1994-01-04,53.22,,
1994-01-05,54.35,,
1994-01-06,54.04,,
1994-01-07,54.04,,
1994-01-10,54.57,,
1994-01-11,55.63,,
1994-01-12,57.13,,
1994-01-13,59.09,,
1994-01-14,59.7,,
1994-01-17,59.7,,
1994-01-18,60.75,,
1994-01-19,61.28,,
1994-01-20,61.88,,
1994-01-21,61.05,,
1994-01-24,61.36,,
1994-01-25,61.36,,
1994-01-26,61.21,,
1994-01-27,60.98,,
1994-01-28,60.38,,
1994-01-31,59.4,,
1994-02-01,60.9,,
1994-02-02,60.98,,
1994-02-03,59.85,,
1994-02-04,57.44,,
1994-02-07,58.04,,
1994-02-08,60.45,,
1994-02-09,60.38,,
1994-02-10,59.85,,
1994-02-11,59.4,,
1994-02-14,59.85,,
1994-02-15,61.13,,
1994-02-16,63.01,,
1994-02-17,62.19,,
1994-02-18,62.56,,
1994-02-22,64.52,,
1994-02-23,63.84,,
1994-02-24,62.11,,
1994-02-25,62.26,,
1994-02-28,61.58,,
1994-03-01,62.34,,
1994-03-02,63.92,,
1994-03-03,63.32,,
1994-03-04,63.16,,
1994-03-07,63.24,,
1994-03-08,64.3,,
1994-03-09,65.35,,
1994-03-10,63.84,,
1994-03-11,63.69,,
1994-03-14,64.52,,
1994-03-15,65.5,,
1994-03-16,65.95,,
1994-03-17,66.03,,
1994-03-18,65.28,,
1994-03-21,65.05,,
1994-03-22,64.75,,
1994-03-23,64.22,,
1994-03-24,63.39,,
1994-03-25,61.36,,
1994-03-28,62.49,,
1994-03-29,60.53,,
1994-03-30,59.17,,
1994-03-31,61.05,,
1994-04-04,60.9,,
1994-04-05,63.09,,
1994-04-06,64.14,,
1994-04-07,64.3,,
1994-04-08,63.92,,
1994-04-11,59.85,,
1994-04-12,57.59,,
1994-04-13,57.59,,
1994-04-14,55.25,,
1994-04-15,54.2,,
1994-04-18,54.27,,
1994-04-19,52.91,,
1994-04-20,52.46,,
1994-04-21,55.63,,
1994-04-22,55.48,,
1994-04-25,56.08,,
1994-04-26,55.48,,
1994-04-28,53.82,,
1994-04-29,53.67,,
1994-05-02,52.91,,
1994-05-03,52.91,,
1994-05-04,53.52,,
1994-05-05,53.06,,
1994-05-06,53.22,,
1994-05-09,52.61,,
1994-05-10,53.52,,
1994-05-11,53.22,,
1994-05-12,54.12,,
1994-05-13,53.97,,
1994-05-16,53.06,,
1994-05-17,54.12,,
1994-05-18,55.63,,
1994-05-19,56.83,,
1994-05-20,57.13,,
1994-05-23,56.83,,
1994-05-24,56.98,,
1994-05-25,57.74,,
1994-05-26,57.29,,
1994-05-27,56.68,,
1994-05-31,56.38,,
1994-06-01,58.34,,
1994-06-02,57.59,,
1994-06-03,57.44,,
1994-06-06,56.23,,
1994-06-07,55.33,,
1994-06-08,54.57,,
1994-06-09,53.97,,
1994-06-10,55.48,,
1994-06-13,55.63,,
1994-06-14,57.29,,
1994-06-15,57.89,,
1994-06-16,57.29,,
1994-06-17,56.83,,
1994-06-20,55.63,,
1994-06-21,55.18,,
1994-06-22,55.93,,
1994-06-23,54.72,,
1994-06-24,54.12,,
1994-06-27,56.23,,
1994-06-28,55.33,,
1994-06-29,54.87,,
1994-06-30,53.82,,
1994-07-01,54.12,,
1994-07-05,53.67,,
1994-07-06,53.06,,
1994-07-07,53.52,,
1994-07-08,54.12,,
1994-07-11,53.97,,
1994-07-12,60.3,,
1994-07-13,59.09,,
1994-07-14,60.6,,
1994-07-15,58.94,,
1994-07-18,60.3,,
1994-07-19,59.7,,
1994-07-20,59.55,,
1994-07-21,58.94,,
1994-07-22,59.7,,
1994-07-25,60.15,,
1994-07-26,60.15,,
1994-07-27,61.51,,
1994-07-28,62.56,,
1994-07-29,64.07,,
1994-08-01,62.56,,
1994-08-02,63.16,,
1994-08-03,63.92,,
1994-08-04,63.32,,
1994-08-05,63.47,,
1994-08-08,64.37,,
1994-08-09,64.52,,
1994-08-10,65.12,,
1994-08-11,64.82,,
1994-08-12,64.37,,
1994-08-15,63.62,,
1994-08-16,63.92,,
1994-08-17,64.07,,
1994-08-18,63.47,,
1994-08-19,63.47,,
1994-08-22,63.62,,
1994-08-23,63.77,,
1994-08-24,63.92,,
1994-08-25,65.28,,
1994-08-26,66.78,,
1994-08-29,65.58,,
1994-08-30,66.93,,
1994-08-31,65.12,,
1994-09-01,63.62,,
1994-09-02,62.41,,
1994-09-06,64.22,,
1994-09-07,64.82,,
1994-09-08,64.52,,
1994-09-09,63.01,,
1994-09-12,63.16,,
1994-09-13,64.07,,
1994-09-14,64.22,,
1994-09-15,65.88,,
1994-09-16,65.73,,
1994-09-19,65.73,,
1994-09-20,64.52,,
1994-09-21,63.62,,
1994-09-22,63.77,,
1994-09-23,63.47,,
1994-09-26,63.32,,
1994-09-27,63.16,,
1994-09-28,62.71,,
1994-09-29,63.92,,
1994-09-30,63.62,,
1994-10-03,63.47,,
1994-10-04,61.51,,
1994-10-05,60.3,,
1994-10-06,59.25,,
1994-10-07,61.21,,
1994-10-10,63.62,,
1994-10-11,65.28,,
1994-10-12,65.12,,
1994-10-13,65.43,,
1994-10-14,65.12,,
1994-10-17,65.12,,
1994-10-18,65.73,,
1994-10-19,67.69,,
1994-10-20,67.69,,
1994-10-21,67.84,,
1994-10-24,67.24,,
1994-10-25,67.39,,
1994-10-26,68.74,,
1994-10-27,67.99,,
1994-10-28,70.7,,
1994-10-31,71.0,,
1994-11-01,71.61,,
1994-11-02,71.76,,
1994-11-03,72.21,,
1994-11-04,70.55,,
1994-11-07,68.14,,
1994-11-08,69.4,,
1994-11-09,69.5,,
1994-11-10,68.74,,
1994-11-11,69.65,,
1994-11-14,71.46,,
1994-11-15,71.91,,
1994-11-16,72.66,,
1994-11-17,73.57,,
1994-11-18,72.66,,
1994-11-21,71.15,,
1994-11-22,68.74,,
1994-11-23,67.54,,
1994-11-25,68.29,,
1994-11-28,68.44,,
1994-11-29,68.74,,
1994-11-30,68.29,,
1994-12-01,67.69,,
1994-12-02,69.04,,
1994-12-05,68.89,,
1994-12-06,68.29,,
1994-12-07,67.54,,
1994-12-08,64.97,,
1994-12-09,66.63,,
1994-12-12,67.39,,
1994-12-13,66.78,,
1994-12-14,67.54,,
1994-12-15,67.69,,
1994-12-16,67.84,,
1994-12-19,67.08,,
1994-12-20,68.14,,
1994-12-21,69.5,,
1994-12-22,69.8,,
