date,BAX,dcf,Deviation
1983-01-03,5.72,,
1983-01-04,5.75,,
1983-01-05,5.87,,
1983-01-06,6.03,,
1983-01-07,6.07,,
1983-01-10,5.98,,
1983-01-11,5.87,,
1983-01-12,5.86,,
1983-01-13,5.86,,
1983-01-14,5.89,,
1983-01-17,5.9,,
1983-01-18,5.92,,
1983-01-19,5.78,,
1983-01-20,5.75,,
1983-01-21,5.57,,
1983-01-24,5.58,,
1983-01-25,5.67,,
1983-01-26,5.8,,
1983-01-27,5.83,,
1983-01-28,5.81,,
1983-01-31,5.87,,
1983-02-01,5.87,,
1983-02-02,5.83,,
1983-02-03,5.86,,
1983-02-04,5.95,,
1983-02-07,5.86,,
1983-02-08,5.72,,
1983-02-09,5.74,,
1983-02-10,5.74,,
1983-02-11,5.78,,
1983-02-14,5.8,,
1983-02-15,5.74,,
1983-02-16,5.72,,
1983-02-17,5.6,,
1983-02-18,5.52,,
1983-02-22,5.55,,
1983-02-23,5.69,,
1983-02-24,5.86,,
1983-02-25,5.89,,
1983-02-28,5.89,,
1983-03-01,6.07,,
1983-03-02,6.27,,
1983-03-03,6.54,,
1983-03-04,6.51,,
1983-03-07,6.37,,
1983-03-08,6.34,,
1983-03-09,6.37,,
1983-03-10,6.27,,
1983-03-11,6.35,,
1983-03-14,6.38,,
1983-03-15,6.38,,
1983-03-16,6.38,,
1983-03-17,6.32,,
1983-03-18,6.32,,
1983-03-21,6.35,,
1983-03-22,6.35,,
1983-03-23,6.44,,
1983-03-24,6.4,,
1983-03-25,6.43,,
1983-03-28,6.48,,
1983-03-29,6.41,,
1983-03-30,6.4,,
1983-03-31,6.37,,
1983-04-04,6.4,,
1983-04-05,6.4,,
1983-04-06,6.35,,
1983-04-07,6.26,,
1983-04-08,6.26,,
1983-04-11,6.26,,
1983-04-12,6.43,,
1983-04-13,6.57,,
1983-04-14,6.64,,
1983-04-15,6.91,,
1983-04-18,6.91,,
1983-04-19,7.0,,
1983-04-20,6.97,,
1983-04-21,6.98,,
1983-04-22,6.94,,
1983-04-25,6.81,,
1983-04-26,6.89,,
1983-04-27,6.54,,
1983-04-28,6.68,,
1983-04-29,6.71,,
1983-05-02,6.63,,
1983-05-03,6.6,,
1983-05-04,6.55,,
1983-05-05,6.54,,
1983-05-06,6.55,,
1983-05-09,6.46,,
1983-05-10,6.52,,
1983-05-11,6.43,,
1983-05-12,6.48,,
1983-05-13,6.43,,
1983-05-16,6.38,,
1983-05-17,6.54,,
1983-05-18,6.64,,
1983-05-19,6.69,,
1983-05-20,6.78,,
1983-05-23,6.75,,
1983-05-24,6.8,,
1983-05-25,6.69,,
1983-05-26,6.63,,
1983-05-27,6.66,,
1983-05-31,6.64,,
1983-06-01,6.68,,
1983-06-02,6.71,,
1983-06-03,6.66,,
1983-06-06,6.66,,
1983-06-07,6.52,,
1983-06-08,6.46,,
1983-06-09,6.51,,
1983-06-10,6.46,,
1983-06-13,6.61,,
1983-06-14,6.85,,
1983-06-15,7.17,,
1983-06-16,7.35,,
1983-06-17,7.26,,
1983-06-20,7.2,,
1983-06-21,7.08,,
1983-06-22,7.09,,
1983-06-23,7.18,,
1983-06-24,7.43,,
1983-06-27,7.35,,
1983-06-28,7.29,,
1983-06-29,7.25,,
1983-06-30,7.4,,
1983-07-01,7.42,,
1983-07-05,7.25,,
1983-07-06,7.34,,
1983-07-07,7.29,,
1983-07-08,7.22,,
1983-07-11,7.23,,
1983-07-12,7.17,,
1983-07-13,7.09,,
1983-07-14,7.14,,
1983-07-15,7.15,,
1983-07-18,7.2,,
1983-07-19,7.31,,
1983-07-20,7.49,,
1983-07-21,7.52,,
1983-07-22,7.62,,
1983-07-25,7.72,,
1983-07-26,7.69,,
1983-07-27,7.65,,
1983-07-28,7.6,,
1983-07-29,7.4,,
1983-08-01,7.32,,
1983-08-02,7.23,,
1983-08-03,7.15,,
1983-08-04,7.18,,
1983-08-05,7.31,,
1983-08-08,7.31,,
1983-08-09,7.26,,
1983-08-10,7.31,,
1983-08-11,7.28,,
1983-08-12,7.26,,
1983-08-15,7.34,,
1983-08-16,7.32,,
1983-08-17,7.4,,
1983-08-18,7.38,,
1983-08-19,7.4,,
1983-08-22,7.42,,
1983-08-23,7.34,,
1983-08-24,7.17,,
1983-08-25,7.18,,
1983-08-26,7.18,,
1983-08-29,7.14,,
1983-08-30,7.12,,
1983-08-31,7.17,,
1983-09-01,7.26,,
1983-09-02,7.37,,
1983-09-06,7.46,,
1983-09-07,7.59,,
1983-09-08,7.49,,
1983-09-09,7.34,,
1983-09-12,7.22,,
1983-09-13,7.25,,
1983-09-14,7.28,,
1983-09-15,7.31,,
1983-09-16,7.28,,
1983-09-19,7.28,,
1983-09-20,7.46,,
1983-09-21,7.49,,
1983-09-22,7.54,,
1983-09-23,7.48,,
1983-09-26,7.52,,
1983-09-27,7.43,,
1983-09-28,7.42,,
1983-09-29,7.38,,
1983-09-30,7.29,,
1983-10-03,7.34,,
1983-10-04,7.23,,
1983-10-05,7.22,,
1983-10-06,7.38,,
1983-10-07,7.38,,
1983-10-10,7.38,,
1983-10-11,7.32,,
1983-10-12,7.2,,
1983-10-13,7.17,,
1983-10-14,7.17,,
1983-10-17,7.2,,
1983-10-18,7.0,,
1983-10-19,6.88,,
1983-10-20,6.81,,
1983-10-21,6.78,,
1983-10-24,6.66,,
1983-10-25,6.64,,
1983-10-26,6.68,,
1983-10-27,6.81,,
1983-10-28,6.74,,
1983-10-31,6.78,,
1983-11-01,6.83,,
1983-11-02,6.77,,
1983-11-03,6.6,,
1983-11-04,6.54,,
1983-11-07,6.49,,
1983-11-08,6.4,,
1983-11-09,6.29,,
1983-11-10,6.34,,
1983-11-11,6.44,,
1983-11-14,6.66,,
1983-11-15,6.68,,
1983-11-16,6.63,,
1983-11-17,6.38,,
1983-11-18,6.11,,
1983-11-21,6.35,,
1983-11-22,5.92,,
1983-11-23,5.89,,
1983-11-25,5.89,,
1983-11-28,5.77,,
1983-11-29,5.89,,
1983-11-30,5.8,,
1983-12-01,5.27,,
1983-12-02,5.27,,
1983-12-05,5.52,,
1983-12-06,5.55,,
1983-12-07,5.64,,
1983-12-08,5.61,,
1983-12-09,5.55,,
1983-12-12,5.67,,
1983-12-13,5.49,,
1983-12-14,5.46,,
1983-12-15,5.37,,
1983-12-16,5.43,,
1983-12-19,5.64,,
1983-12-20,5.61,,
1983-12-21,5.67,,
1983-12-22,5.64,,
1983-12-23,5.58,,
1983-12-27,5.55,,
1983-12-28,5.61,,
1983-12-29,5.55,,
1983-12-30,5.74,,
1984-01-03,5.74,,
1984-01-04,5.95,,
1984-01-05,5.92,,
1984-01-06,6.04,,
1984-01-09,5.92,,
1984-01-10,5.86,,
1984-01-11,5.58,,
1984-01-12,5.52,,
1984-01-13,5.52,,
1984-01-16,5.55,,
1984-01-17,5.46,,
1984-01-18,5.55,,
1984-01-19,5.49,,
1984-01-20,5.43,,
1984-01-23,5.3,,
1984-01-24,5.33,,
1984-01-25,5.18,,
1984-01-26,5.12,,
1984-01-27,5.18,,
1984-01-30,5.18,,
1984-01-31,5.18,,
1984-02-01,5.06,,
1984-02-02,5.43,,
1984-02-03,5.37,,
1984-02-06,5.3,,
1984-02-07,5.12,,
1984-02-08,4.93,,
1984-02-09,4.93,,
1984-02-10,4.93,,
1984-02-13,4.9,,
1984-02-14,5.06,,
1984-02-15,5.0,,
1984-02-16,4.96,,
1984-02-17,4.9,,
1984-02-21,4.47,,
1984-02-22,4.32,,
1984-02-23,4.44,,
1984-02-24,4.59,,
1984-02-27,4.53,,
1984-02-28,4.44,,
1984-02-29,4.44,,
1984-03-01,4.44,,
1984-03-02,4.41,,
1984-03-05,4.38,,
1984-03-06,4.19,,
1984-03-07,4.16,,
1984-03-08,4.16,,
1984-03-09,4.19,,
1984-03-12,4.32,,
1984-03-13,4.32,,
1984-03-14,4.26,,
1984-03-15,4.19,,
1984-03-16,4.19,,
1984-03-19,4.22,,
1984-03-20,4.32,,
1984-03-21,4.29,,
1984-03-22,4.26,,
1984-03-23,4.22,,
1984-03-26,4.19,,
1984-03-27,4.19,,
1984-03-28,4.16,,
1984-03-29,4.16,,
1984-03-30,4.16,,
1984-04-02,4.1,,
1984-04-03,4.16,,
1984-04-04,4.19,,
1984-04-05,4.16,,
1984-04-06,4.16,,
1984-04-09,4.19,,
1984-04-10,4.13,,
1984-04-11,4.1,,
1984-04-12,4.07,,
1984-04-13,3.92,,
1984-04-16,3.92,,
1984-04-17,4.1,,
1984-04-18,4.04,,
1984-04-19,4.19,,
1984-04-23,4.19,,
1984-04-24,4.19,,
1984-04-25,4.16,,
1984-04-26,4.22,,
1984-04-27,4.26,,
1984-04-30,4.38,,
1984-05-01,4.59,,
1984-05-02,4.56,,
1984-05-03,4.44,,
1984-05-04,4.35,,
1984-05-07,4.29,,
1984-05-08,4.32,,
1984-05-09,4.32,,
1984-05-10,4.26,,
1984-05-11,4.19,,
1984-05-14,4.16,,
1984-05-15,4.19,,
1984-05-16,4.19,,
1984-05-17,4.13,,
1984-05-18,4.13,,
1984-05-21,4.16,,
1984-05-22,4.13,,
1984-05-23,4.07,,
1984-05-24,4.07,,
1984-05-25,4.07,,
1984-05-29,3.98,,
1984-05-30,3.92,,
1984-05-31,3.89,,
1984-06-01,3.92,,
1984-06-04,3.89,,
1984-06-05,3.85,,
1984-06-06,3.95,,
1984-06-07,3.92,,
1984-06-08,3.98,,
1984-06-11,3.92,,
1984-06-12,3.92,,
1984-06-13,3.85,,
1984-06-14,3.85,,
1984-06-15,3.67,,
1984-06-18,3.7,,
1984-06-19,3.76,,
1984-06-20,3.82,,
1984-06-21,3.79,,
1984-06-22,3.79,,
1984-06-25,3.79,,
1984-06-26,3.73,,
1984-06-27,3.7,,
1984-06-28,3.73,,
1984-06-29,3.79,,
1984-07-02,3.76,,
1984-07-03,3.73,,
1984-07-05,3.58,,
1984-07-06,3.52,,
1984-07-09,3.64,,
1984-07-10,3.58,,
1984-07-11,3.33,,
1984-07-12,3.48,,
1984-07-13,3.58,,
1984-07-16,3.55,,
1984-07-17,3.61,,
1984-07-18,3.55,,
1984-07-19,3.52,,
1984-07-20,3.52,,
1984-07-23,3.52,,
1984-07-24,3.55,,
1984-07-25,3.64,,
1984-07-26,3.76,,
1984-07-27,3.79,,
1984-07-30,3.73,,
1984-07-31,3.82,,
1984-08-01,3.98,,
1984-08-02,4.1,,
1984-08-03,4.29,,
1984-08-06,4.44,,
1984-08-07,4.26,,
1984-08-08,4.19,,
1984-08-09,4.32,,
1984-08-10,4.22,,
1984-08-13,4.22,,
1984-08-14,4.22,,
1984-08-15,4.01,,
1984-08-16,4.07,,
1984-08-17,4.1,,
1984-08-20,4.1,,
1984-08-21,4.32,,
1984-08-22,4.13,,
1984-08-23,4.22,,
1984-08-24,4.22,,
1984-08-27,4.16,,
1984-08-28,4.16,,
1984-08-29,4.16,,
1984-08-30,4.16,,
1984-08-31,4.13,,
1984-09-04,4.07,,
1984-09-05,4.04,,
1984-09-06,4.16,,
1984-09-07,4.01,,
1984-09-10,3.98,,
1984-09-11,3.95,,
1984-09-12,3.98,,
1984-09-13,4.01,,
1984-09-14,3.95,,
1984-09-17,3.95,,
1984-09-18,3.76,,
1984-09-19,3.73,,
1984-09-20,3.7,,
1984-09-21,3.64,,
1984-09-24,3.64,,
1984-09-25,3.55,,
1984-09-26,3.52,,
1984-09-27,3.52,,
1984-09-28,3.55,,
1984-10-01,3.48,,
1984-10-02,3.45,,
1984-10-03,3.39,,
1984-10-04,3.42,,
1984-10-05,3.39,,
1984-10-08,3.39,,
1984-10-09,3.36,,
1984-10-10,3.27,,
1984-10-11,3.27,,
1984-10-12,3.33,,
1984-10-15,3.33,,
1984-10-16,3.33,,
1984-10-17,3.3,,
1984-10-18,3.52,,
1984-10-19,3.42,,
1984-10-22,3.42,,
1984-10-23,3.39,,
1984-10-24,3.45,,
1984-10-25,3.42,,
1984-10-26,3.39,,
1984-10-29,3.39,,
1984-10-30,3.45,,
1984-10-31,3.39,,
1984-11-01,3.42,,
1984-11-02,3.48,,
1984-11-05,3.48,,
1984-11-06,3.58,,
1984-11-07,3.52,,
1984-11-08,3.55,,
1984-11-09,3.48,,
1984-11-12,3.45,,
1984-11-13,3.42,,
1984-11-14,3.42,,
1984-11-15,3.39,,
1984-11-16,3.39,,
1984-11-19,3.36,,
1984-11-20,3.11,,
1984-11-21,3.15,,
1984-11-23,3.21,,
1984-11-26,3.05,,
1984-11-27,3.18,,
1984-11-28,3.08,,
1984-11-29,3.05,,
1984-11-30,3.05,,
1984-12-03,2.99,,
1984-12-04,2.96,,
1984-12-05,2.96,,
1984-12-06,3.02,,
1984-12-07,3.05,,
1984-12-10,3.05,,
1984-12-11,3.18,,
1984-12-12,3.11,,
1984-12-13,3.18,,
1984-12-14,3.18,,
1984-12-17,3.27,,
1984-12-18,3.3,,
1984-12-19,3.15,,
1984-12-20,3.18,,
1984-12-21,3.15,,
1984-12-24,3.15,,
1984-12-26,3.15,,
1984-12-27,3.21,,
1984-12-28,3.21,,
1984-12-31,3.24,,
1985-01-02,3.24,,
1985-01-03,3.24,,
1985-01-04,3.27,,
1985-01-07,3.3,,
1985-01-08,3.36,,
1985-01-09,3.24,,
1985-01-10,3.3,,
1985-01-11,3.24,,
1985-01-14,3.33,,
1985-01-15,3.27,,
1985-01-16,3.27,,
1985-01-17,3.27,,
1985-01-18,3.27,,
1985-01-21,3.33,,
1985-01-22,3.36,,
1985-01-23,3.42,,
1985-01-24,3.61,,
1985-01-25,3.67,,
1985-01-28,3.67,,
1985-01-29,3.7,,
1985-01-30,3.76,,
1985-01-31,3.73,,
1985-02-01,3.64,,
1985-02-04,3.64,,
1985-02-05,3.61,,
1985-02-06,3.55,,
1985-02-07,3.61,,
1985-02-08,3.64,,
1985-02-11,3.64,,
1985-02-12,3.61,,
1985-02-13,3.58,,
1985-02-14,3.58,,
1985-02-15,3.48,,
1985-02-19,3.55,,
1985-02-20,3.52,,
1985-02-21,3.55,,
1985-02-22,3.55,,
1985-02-25,3.52,,
1985-02-26,3.52,,
1985-02-27,3.48,,
1985-02-28,3.58,,
1985-03-01,3.58,,
1985-03-04,3.64,,
1985-03-05,3.73,,
1985-03-06,3.73,,
1985-03-07,3.67,,
1985-03-08,3.7,,
1985-03-11,3.67,,
1985-03-12,3.67,,
1985-03-13,3.67,,
1985-03-14,3.67,,
1985-03-15,3.64,,
1985-03-18,3.67,,
1985-03-19,3.76,,
1985-03-20,3.76,,
1985-03-21,3.76,,
1985-03-22,3.79,,
1985-03-25,3.92,,
1985-03-26,3.92,,
1985-03-27,3.92,,
1985-03-28,3.82,,
1985-03-29,3.89,,
1985-04-01,3.98,,
1985-04-02,3.98,,
1985-04-03,3.92,,
1985-04-04,3.95,,
1985-04-08,3.92,,
1985-04-09,3.85,,
1985-04-10,3.92,,
1985-04-11,3.92,,
1985-04-12,3.92,,
1985-04-15,3.92,,
1985-04-16,3.92,,
1985-04-17,3.89,,
1985-04-18,3.92,,
1985-04-19,3.92,,
1985-04-22,3.89,,
1985-04-23,3.89,,
1985-04-24,3.85,,
1985-04-25,3.82,,
1985-04-26,3.82,,
1985-04-29,3.7,,
1985-04-30,3.7,,
1985-05-01,3.7,,
1985-05-02,3.67,,
1985-05-03,3.67,,
1985-05-06,3.64,,
1985-05-07,3.64,,
1985-05-08,3.64,,
1985-05-09,3.67,,
1985-05-10,3.7,,
1985-05-13,3.79,,
1985-05-14,3.76,,
1985-05-15,3.73,,
1985-05-16,3.73,,
1985-05-17,3.73,,
1985-05-20,3.73,,
1985-05-21,3.76,,
1985-05-22,3.73,,
1985-05-23,3.73,,
1985-05-24,3.76,,
1985-05-28,3.7,,
1985-05-29,3.76,,
1985-05-30,3.73,,
1985-05-31,3.76,,
1985-06-03,3.76,,
1985-06-04,3.73,,
1985-06-05,3.73,,
1985-06-06,3.73,,
1985-06-07,3.67,,
1985-06-10,3.7,,
1985-06-11,3.67,,
1985-06-12,3.73,,
1985-06-13,3.64,,
1985-06-14,3.67,,
1985-06-17,3.82,,
1985-06-18,3.95,,
1985-06-19,4.1,,
1985-06-20,4.1,,
1985-06-21,3.92,,
1985-06-24,3.95,,
1985-06-25,3.95,,
1985-06-26,3.92,,
1985-06-27,3.73,,
1985-06-28,3.79,,
1985-07-01,3.92,,
1985-07-02,3.82,,
1985-07-03,3.82,,
1985-07-05,3.82,,
1985-07-08,3.76,,
1985-07-09,3.95,,
1985-07-10,3.92,,
1985-07-11,3.98,,
1985-07-12,3.89,,
1985-07-15,3.45,,
1985-07-16,3.7,,
1985-07-17,3.76,,
1985-07-18,3.76,,
1985-07-19,3.79,,
1985-07-22,3.79,,
1985-07-23,3.76,,
1985-07-24,3.73,,
1985-07-25,3.73,,
1985-07-26,3.64,,
1985-07-29,3.61,,
1985-07-30,3.61,,
1985-07-31,3.61,,
1985-08-01,3.64,,
1985-08-02,3.61,,
1985-08-05,3.58,,
1985-08-06,3.58,,
1985-08-07,3.55,,
1985-08-08,3.55,,
1985-08-09,3.48,,
1985-08-12,3.45,,
1985-08-13,3.45,,
1985-08-14,3.45,,
1985-08-15,3.45,,
1985-08-16,3.39,,
1985-08-19,3.33,,
1985-08-20,3.45,,
1985-08-21,3.52,,
1985-08-22,3.48,,
1985-08-23,3.55,,
1985-08-26,3.55,,
1985-08-27,3.55,,
1985-08-28,3.58,,
1985-08-29,3.64,,
1985-08-30,3.64,,
1985-09-03,3.61,,
1985-09-04,3.58,,
1985-09-05,3.48,,
1985-09-06,3.52,,
1985-09-09,3.58,,
1985-09-10,3.48,,
1985-09-11,3.45,,
1985-09-12,3.42,,
1985-09-13,3.39,,
1985-09-16,3.33,,
1985-09-17,3.39,,
1985-09-18,3.33,,
1985-09-19,3.45,,
1985-09-20,3.39,,
1985-09-23,3.45,,
1985-09-24,3.33,,
1985-09-25,3.21,,
1985-09-26,3.18,,
1985-09-30,3.15,,
1985-10-01,3.27,,
1985-10-02,3.11,,
1985-10-03,3.15,,
1985-10-04,3.08,,
1985-10-07,3.15,,
1985-10-08,3.24,,
1985-10-09,3.21,,
1985-10-10,3.24,,
1985-10-11,3.36,,
1985-10-14,3.39,,
1985-10-15,3.33,,
1985-10-16,3.33,,
1985-10-17,3.33,,
1985-10-18,3.36,,
1985-10-21,3.36,,
1985-10-22,3.33,,
1985-10-23,3.3,,
1985-10-24,3.33,,
1985-10-25,3.21,,
1985-10-28,3.21,,
1985-10-29,3.21,,
1985-10-30,3.15,,
1985-10-31,3.18,,
1985-11-01,3.18,,
1985-11-04,3.15,,
1985-11-05,3.3,,
1985-11-06,3.27,,
1985-11-07,3.24,,
1985-11-08,3.24,,
1985-11-11,3.21,,
1985-11-12,3.21,,
1985-11-13,3.27,,
1985-11-14,3.45,,
1985-11-15,3.52,,
1985-11-18,3.48,,
1985-11-19,3.42,,
1985-11-20,3.39,,
1985-11-21,3.33,,
1985-11-22,3.45,,
1985-11-25,3.39,,
1985-11-26,3.45,,
1985-11-27,3.67,,
1985-11-29,3.73,,
1985-12-02,3.64,,
1985-12-03,3.7,,
1985-12-04,3.89,,
1985-12-05,3.82,,
1985-12-06,3.82,,
1985-12-09,3.82,,
1985-12-10,3.85,,
1985-12-11,3.92,,
1985-12-12,3.95,,
1985-12-13,3.92,,
1985-12-16,3.95,,
1985-12-17,3.89,,
1985-12-18,3.79,,
1985-12-19,3.7,,
1985-12-20,3.7,,
1985-12-23,3.7,,
1985-12-24,3.73,,
1985-12-26,3.73,,
1985-12-27,3.89,,
1985-12-30,3.82,,
1985-12-31,3.89,,
1986-01-02,3.82,,
1986-01-03,3.85,,
1986-01-06,3.85,,
1986-01-07,3.98,,
1986-01-08,3.85,,
1986-01-09,3.92,,
1986-01-10,3.98,,
1986-01-13,4.04,,
1986-01-14,4.01,,
1986-01-15,4.01,,
1986-01-16,4.04,,
1986-01-17,3.98,,
1986-01-20,3.95,,
1986-01-21,3.98,,
1986-01-22,3.95,,
1986-01-23,3.98,,
1986-01-24,3.98,,
