date,XEL,dcf,Deviation
1973-10-12,6.38,,
1973-10-15,6.38,,
1973-10-16,6.28,,
1973-10-17,6.28,,
1973-10-18,6.31,,
1973-10-19,6.28,,
1973-10-22,6.28,,
1973-10-23,6.28,,
1973-10-24,6.28,,
1973-10-25,6.28,,
1973-10-26,6.28,,
1973-10-29,6.25,,
1973-10-30,6.19,,
1973-10-31,6.25,,
1973-11-01,6.19,,
1973-11-02,6.22,,
1973-11-05,6.16,,
1973-11-06,6.19,,
1973-11-07,6.16,,
1973-11-08,6.06,,
1973-11-09,6.06,,
1973-11-12,6.0,,
1973-11-13,5.91,,
1973-11-14,5.72,,
1973-11-15,5.72,,
1973-11-16,5.75,,
1973-11-19,5.75,,
1973-11-20,5.75,,
1973-11-21,5.81,,
1973-11-23,5.78,,
1973-11-26,5.66,,
1973-11-27,5.69,,
1973-11-28,5.75,,
1973-11-29,5.78,,
1973-11-30,5.78,,
1973-12-03,5.72,,
1973-12-04,5.72,,
1973-12-05,5.66,,
1973-12-06,5.75,,
1973-12-07,5.91,,
1973-12-10,6.06,,
1973-12-11,6.0,,
1973-12-12,6.0,,
1973-12-13,5.97,,
1973-12-14,5.97,,
1973-12-17,6.0,,
1973-12-18,6.13,,
1973-12-19,6.31,,
1973-12-20,6.25,,
1973-12-21,6.25,,
1973-12-24,6.16,,
1973-12-26,6.19,,
1973-12-27,6.19,,
1973-12-28,6.34,,
1973-12-31,6.31,,
1974-01-02,6.38,,
1974-01-03,6.38,,
1974-01-04,6.41,,
1974-01-07,6.44,,
1974-01-08,6.44,,
1974-01-09,6.34,,
1974-01-10,6.38,,
1974-01-11,6.44,,
1974-01-14,6.38,,
1974-01-15,6.44,,
1974-01-16,6.41,,
1974-01-17,6.38,,
1974-01-18,6.34,,
1974-01-21,6.28,,
1974-01-22,6.41,,
1974-01-23,6.34,,
1974-01-24,6.34,,
1974-01-25,6.34,,
1974-01-28,6.31,,
1974-01-29,6.41,,
1974-01-30,6.34,,
1974-01-31,6.28,,
1974-02-01,6.28,,
1974-02-04,6.19,,
1974-02-05,6.06,,
1974-02-06,6.31,,
1974-02-07,6.34,,
1974-02-08,6.34,,
1974-02-11,6.22,,
1974-02-12,6.25,,
1974-02-13,6.28,,
1974-02-14,6.34,,
1974-02-15,6.41,,
1974-02-19,6.38,,
1974-02-20,6.41,,
1974-02-21,6.41,,
1974-02-22,6.56,,
1974-02-25,6.44,,
1974-02-26,6.44,,
1974-02-27,6.38,,
1974-02-28,6.19,,
1974-03-01,6.41,,
1974-03-04,6.41,,
1974-03-05,6.5,,
1974-03-06,6.34,,
1974-03-07,6.31,,
1974-03-08,6.34,,
1974-03-11,6.34,,
1974-03-12,6.31,,
1974-03-13,6.31,,
1974-03-14,6.28,,
1974-03-15,6.31,,
1974-03-18,6.31,,
1974-03-19,6.22,,
1974-03-20,6.28,,
1974-03-21,6.28,,
1974-03-22,6.38,,
1974-03-25,6.25,,
1974-03-26,6.22,,
1974-03-27,6.13,,
1974-03-28,6.09,,
1974-03-29,6.09,,
1974-04-01,6.06,,
1974-04-02,5.91,,
1974-04-03,5.75,,
1974-04-04,5.84,,
1974-04-05,5.78,,
1974-04-08,5.84,,
1974-04-09,5.81,,
1974-04-10,5.69,,
1974-04-11,5.63,,
1974-04-15,5.56,,
1974-04-16,5.63,,
1974-04-17,5.63,,
1974-04-18,5.56,,
1974-04-19,5.66,,
1974-04-22,5.72,,
1974-04-23,5.66,,
1974-04-24,5.53,,
1974-04-25,5.53,,
1974-04-26,5.5,,
1974-04-29,5.5,,
1974-04-30,5.56,,
1974-05-01,5.5,,
1974-05-02,5.5,,
1974-05-03,5.5,,
1974-05-06,5.44,,
1974-05-07,5.25,,
1974-05-08,5.13,,
1974-05-09,5.31,,
1974-05-10,5.25,,
1974-05-13,5.22,,
1974-05-14,5.13,,
1974-05-15,5.03,,
1974-05-16,5.22,,
1974-05-17,5.16,,
1974-05-20,5.09,,
1974-05-21,5.06,,
1974-05-22,5.0,,
1974-05-23,5.06,,
1974-05-24,5.06,,
1974-05-28,5.09,,
1974-05-29,5.06,,
1974-05-30,5.09,,
1974-05-31,5.06,,
1974-06-03,5.06,,
1974-06-04,5.09,,
1974-06-05,5.19,,
1974-06-06,5.09,,
1974-06-07,5.09,,
1974-06-10,5.13,,
1974-06-11,5.06,,
1974-06-12,5.06,,
1974-06-13,5.06,,
1974-06-14,5.03,,
1974-06-17,4.91,,
1974-06-18,4.88,,
1974-06-19,4.88,,
1974-06-20,4.88,,
1974-06-21,4.88,,
1974-06-24,4.72,,
1974-06-25,4.72,,
1974-06-26,4.63,,
1974-06-27,4.63,,
1974-06-28,4.56,,
1974-07-01,4.56,,
1974-07-02,4.56,,
1974-07-03,4.56,,
1974-07-05,4.66,,
1974-07-08,4.5,,
1974-07-09,4.59,,
1974-07-10,4.5,,
1974-07-11,4.56,,
1974-07-12,4.66,,
1974-07-15,4.78,,
1974-07-16,4.75,,
1974-07-17,4.81,,
1974-07-18,4.97,,
1974-07-19,4.97,,
1974-07-22,5.06,,
1974-07-23,5.22,,
1974-07-24,5.22,,
1974-07-25,5.22,,
1974-07-26,5.22,,
1974-07-29,5.19,,
1974-07-30,5.13,,
1974-07-31,5.03,,
1974-08-01,4.84,,
1974-08-02,4.78,,
1974-08-05,4.88,,
1974-08-06,4.94,,
1974-08-07,4.94,,
1974-08-08,4.94,,
1974-08-09,4.88,,
1974-08-12,4.88,,
1974-08-13,4.78,,
1974-08-14,4.69,,
1974-08-15,4.63,,
1974-08-16,4.72,,
1974-08-19,4.59,,
1974-08-20,4.63,,
1974-08-21,4.56,,
1974-08-22,4.53,,
1974-08-23,4.53,,
1974-08-26,4.5,,
1974-08-27,4.5,,
1974-08-28,4.47,,
1974-08-29,4.47,,
1974-08-30,4.47,,
1974-09-03,4.47,,
1974-09-04,4.28,,
1974-09-05,4.34,,
1974-09-06,4.25,,
1974-09-09,4.19,,
1974-09-10,4.03,,
1974-09-11,4.0,,
1974-09-12,4.0,,
1974-09-13,3.91,,
1974-09-16,3.97,,
1974-09-17,4.0,,
1974-09-18,4.09,,
1974-09-19,4.25,,
1974-09-20,4.25,,
1974-09-23,4.34,,
1974-09-24,4.22,,
1974-09-25,4.25,,
1974-09-26,4.22,,
1974-09-27,4.19,,
1974-09-30,4.09,,
1974-10-01,4.0,,
1974-10-02,3.88,,
1974-10-03,3.88,,
1974-10-04,3.97,,
1974-10-07,4.03,,
1974-10-08,4.16,,
1974-10-09,4.25,,
1974-10-10,4.34,,
1974-10-11,4.44,,
1974-10-14,4.56,,
1974-10-15,4.59,,
1974-10-16,4.5,,
1974-10-17,4.56,,
1974-10-18,4.5,,
1974-10-21,4.38,,
1974-10-22,4.28,,
1974-10-23,4.28,,
1974-10-24,4.25,,
1974-10-25,4.31,,
1974-10-28,4.34,,
1974-10-29,4.34,,
1974-10-30,4.34,,
1974-10-31,4.38,,
1974-11-01,4.38,,
1974-11-04,4.31,,
1974-11-05,4.47,,
1974-11-06,4.56,,
1974-11-07,4.59,,
1974-11-08,4.69,,
1974-11-11,4.56,,
1974-11-12,4.56,,
1974-11-13,4.5,,
1974-11-14,4.5,,
1974-11-15,4.44,,
1974-11-18,4.44,,
1974-11-19,4.38,,
1974-11-20,4.41,,
1974-11-21,4.41,,
1974-11-22,4.38,,
1974-11-25,4.38,,
1974-11-26,4.47,,
1974-11-27,4.31,,
1974-11-29,4.31,,
1974-12-02,4.19,,
1974-12-03,4.16,,
1974-12-04,4.16,,
1974-12-05,4.22,,
1974-12-06,4.19,,
1974-12-09,4.25,,
1974-12-10,4.34,,
1974-12-11,4.38,,
1974-12-12,4.31,,
1974-12-13,4.25,,
1974-12-16,4.22,,
1974-12-17,4.25,,
1974-12-18,4.22,,
1974-12-19,4.28,,
1974-12-20,4.28,,
1974-12-23,4.22,,
1974-12-24,4.09,,
1974-12-26,4.09,,
1974-12-27,4.06,,
1974-12-30,4.0,,
1974-12-31,4.0,,
1975-01-02,4.28,,
1975-01-03,4.41,,
1975-01-06,4.47,,
1975-01-07,4.5,,
1975-01-08,4.47,,
1975-01-09,4.66,,
1975-01-10,4.88,,
1975-01-13,4.78,,
1975-01-14,4.72,,
1975-01-15,4.75,,
1975-01-16,4.81,,
1975-01-17,4.78,,
1975-01-20,4.75,,
1975-01-21,4.78,,
1975-01-22,4.88,,
1975-01-23,4.94,,
1975-01-24,5.0,,
1975-01-27,5.06,,
1975-01-28,5.16,,
1975-01-29,5.28,,
1975-01-30,5.25,,
1975-01-31,5.28,,
1975-02-03,5.47,,
1975-02-04,5.41,,
1975-02-05,5.53,,
1975-02-06,5.56,,
1975-02-07,5.56,,
1975-02-10,5.5,,
1975-02-11,5.47,,
1975-02-12,5.38,,
1975-02-13,5.44,,
1975-02-14,5.44,,
1975-02-18,5.53,,
1975-02-19,5.5,,
1975-02-20,5.44,,
1975-02-21,5.47,,
1975-02-24,5.38,,
1975-02-25,5.19,,
1975-02-26,5.25,,
1975-02-27,5.28,,
1975-02-28,5.41,,
1975-03-03,5.5,,
1975-03-04,5.44,,
1975-03-05,5.44,,
1975-03-06,5.44,,
1975-03-07,5.53,,
1975-03-10,5.56,,
1975-03-11,5.66,,
1975-03-12,5.63,,
1975-03-13,5.53,,
1975-03-14,5.59,,
1975-03-17,5.63,,
1975-03-18,5.63,,
1975-03-19,5.63,,
1975-03-20,5.63,,
1975-03-21,5.63,,
1975-03-24,5.38,,
1975-03-25,5.31,,
1975-03-26,5.34,,
1975-03-27,5.38,,
1975-03-31,5.38,,
1975-04-01,5.38,,
1975-04-02,5.31,,
1975-04-03,5.31,,
1975-04-04,5.28,,
1975-04-07,5.31,,
1975-04-08,5.22,,
1975-04-09,5.31,,
1975-04-10,5.38,,
1975-04-11,5.38,,
1975-04-14,5.47,,
1975-04-15,5.41,,
1975-04-16,5.47,,
1975-04-17,5.5,,
1975-04-18,5.5,,
1975-04-21,5.5,,
1975-04-22,5.5,,
1975-04-23,5.47,,
1975-04-24,5.53,,
1975-04-25,5.53,,
1975-04-28,5.47,,
1975-04-29,5.5,,
1975-04-30,5.5,,
1975-05-01,5.5,,
1975-05-02,5.53,,
1975-05-05,5.53,,
1975-05-06,5.59,,
1975-05-07,5.31,,
1975-05-08,5.38,,
1975-05-09,5.5,,
1975-05-12,5.53,,
1975-05-13,5.56,,
1975-05-14,5.47,,
1975-05-15,5.44,,
1975-05-16,5.41,,
1975-05-19,5.41,,
1975-05-20,5.5,,
1975-05-21,5.38,,
1975-05-22,5.41,,
1975-05-23,5.53,,
1975-05-27,5.47,,
1975-05-28,5.41,,
1975-05-29,5.38,,
1975-05-30,5.5,,
1975-06-02,5.69,,
1975-06-03,5.81,,
1975-06-04,5.97,,
1975-06-05,6.0,,
1975-06-06,5.94,,
1975-06-09,5.81,,
1975-06-10,5.78,,
1975-06-11,5.78,,
1975-06-12,5.81,,
1975-06-13,6.0,,
1975-06-16,6.06,,
1975-06-17,6.19,,
1975-06-18,6.16,,
1975-06-19,6.28,,
1975-06-20,6.41,,
1975-06-23,6.5,,
1975-06-24,6.5,,
1975-06-25,6.38,,
1975-06-26,6.41,,
1975-06-27,6.38,,
1975-06-30,6.47,,
1975-07-01,6.47,,
1975-07-02,6.41,,
1975-07-03,6.41,,
1975-07-07,6.44,,
1975-07-08,6.38,,
1975-07-09,6.44,,
1975-07-10,6.47,,
1975-07-11,6.5,,
1975-07-14,6.53,,
1975-07-15,6.5,,
1975-07-16,6.5,,
1975-07-17,6.47,,
1975-07-18,6.47,,
1975-07-21,6.47,,
1975-07-22,6.44,,
1975-07-23,6.38,,
1975-07-24,6.34,,
1975-07-25,6.25,,
1975-07-28,6.0,,
1975-07-29,6.03,,
1975-07-30,6.09,,
1975-07-31,6.16,,
1975-08-01,6.09,,
1975-08-04,6.03,,
1975-08-05,6.0,,
1975-08-06,6.13,,
1975-08-07,6.06,,
1975-08-08,5.94,,
1975-08-11,5.81,,
1975-08-12,5.75,,
1975-08-13,5.75,,
1975-08-14,5.75,,
1975-08-15,5.75,,
1975-08-18,5.75,,
1975-08-19,5.75,,
1975-08-20,5.44,,
1975-08-21,5.38,,
1975-08-22,5.41,,
1975-08-25,5.5,,
1975-08-26,5.5,,
1975-08-27,5.66,,
1975-08-28,5.72,,
1975-08-29,5.81,,
1975-09-02,5.81,,
1975-09-03,5.81,,
1975-09-04,5.91,,
1975-09-05,5.94,,
1975-09-08,6.03,,
1975-09-09,6.19,,
1975-09-10,6.16,,
1975-09-11,6.13,,
1975-09-12,5.97,,
1975-09-15,5.97,,
1975-09-16,6.0,,
1975-09-17,6.0,,
1975-09-18,5.94,,
1975-09-19,6.06,,
1975-09-22,6.06,,
1975-09-23,6.09,,
1975-09-24,6.0,,
1975-09-25,6.0,,
1975-09-26,6.13,,
1975-09-29,6.03,,
1975-09-30,6.0,,
1975-10-01,6.0,,
1975-10-02,6.06,,
1975-10-03,6.06,,
1975-10-06,6.06,,
1975-10-07,6.13,,
1975-10-08,6.13,,
1975-10-09,6.13,,
1975-10-10,6.09,,
1975-10-13,6.22,,
1975-10-14,6.28,,
1975-10-15,6.38,,
1975-10-16,6.41,,
1975-10-17,6.44,,
1975-10-20,6.47,,
1975-10-21,6.5,,
1975-10-22,6.5,,
1975-10-23,6.56,,
1975-10-24,6.59,,
1975-10-27,6.59,,
1975-10-28,6.72,,
1975-10-29,6.63,,
1975-10-30,6.63,,
1975-10-31,6.69,,
1975-11-03,6.63,,
1975-11-04,6.63,,
1975-11-05,6.69,,
1975-11-06,6.66,,
1975-11-07,6.56,,
1975-11-10,6.47,,
1975-11-11,6.63,,
1975-11-12,6.63,,
1975-11-13,6.47,,
1975-11-14,6.47,,
1975-11-17,6.56,,
1975-11-18,6.56,,
1975-11-19,6.53,,
1975-11-20,6.56,,
1975-11-21,6.59,,
1975-11-24,6.72,,
1975-11-25,6.72,,
1975-11-26,6.69,,
1975-11-28,6.75,,
1975-12-01,6.75,,
1975-12-02,6.66,,
1975-12-03,6.63,,
1975-12-04,6.59,,
1975-12-05,6.59,,
1975-12-08,6.47,,
1975-12-09,6.41,,
1975-12-10,6.47,,
1975-12-11,6.5,,
1975-12-12,6.47,,
1975-12-15,6.47,,
1975-12-16,6.63,,
1975-12-17,6.63,,
1975-12-18,6.66,,
1975-12-19,6.63,,
1975-12-22,6.69,,
1975-12-23,6.66,,
1975-12-24,6.53,,
1975-12-26,6.63,,
1975-12-29,6.66,,
1975-12-30,6.47,,
1975-12-31,6.59,,
1976-01-02,6.56,,
1976-01-05,6.56,,
1976-01-06,6.69,,
1976-01-07,6.72,,
1976-01-08,6.78,,
1976-01-09,6.84,,
1976-01-12,6.88,,
1976-01-13,6.91,,
1976-01-14,6.91,,
1976-01-15,7.0,,
1976-01-16,7.06,,
1976-01-19,7.06,,
1976-01-20,7.03,,
1976-01-21,7.0,,
1976-01-22,6.97,,
1976-01-23,6.94,,
1976-01-26,6.88,,
1976-01-27,6.91,,
1976-01-28,6.81,,
1976-01-29,6.84,,
1976-01-30,6.91,,
1976-02-02,6.91,,
1976-02-03,6.97,,
1976-02-04,6.97,,
1976-02-05,6.88,,
1976-02-06,6.88,,
1976-02-09,6.81,,
1976-02-10,6.69,,
1976-02-11,6.56,,
1976-02-12,6.47,,
1976-02-13,6.41,,
1976-02-17,6.34,,
1976-02-18,6.25,,
1976-02-19,6.28,,
1976-02-20,6.44,,
1976-02-23,6.38,,
1976-02-24,6.28,,
1976-02-25,6.38,,
1976-02-26,6.25,,
1976-02-27,6.25,,
1976-03-01,6.19,,
1976-03-02,6.28,,
1976-03-03,6.28,,
1976-03-04,6.28,,
1976-03-05,6.38,,
1976-03-08,6.38,,
1976-03-09,6.38,,
1976-03-10,6.31,,
1976-03-11,6.47,,
1976-03-12,6.56,,
1976-03-15,6.59,,
1976-03-16,6.66,,
1976-03-17,6.66,,
1976-03-18,6.53,,
1976-03-19,6.56,,
1976-03-22,6.63,,
1976-03-23,6.69,,
1976-03-24,6.63,,
1976-03-25,6.5,,
1976-03-26,6.56,,
1976-03-29,6.5,,
1976-03-30,6.47,,
1976-03-31,6.63,,
1976-04-01,6.53,,
1976-04-02,6.63,,
1976-04-05,6.59,,
1976-04-06,6.56,,
1976-04-07,6.47,,
1976-04-08,6.44,,
1976-04-09,6.47,,
1976-04-12,6.56,,
1976-04-13,6.56,,
1976-04-14,6.63,,
1976-04-15,6.59,,
1976-04-19,6.5,,
1976-04-20,6.5,,
1976-04-21,6.56,,
1976-04-22,6.34,,
1976-04-23,6.34,,
1976-04-26,6.41,,
1976-04-27,6.34,,
1976-04-28,6.34,,
1976-04-29,6.28,,
1976-04-30,6.19,,
1976-05-03,6.25,,
1976-05-04,6.25,,
1976-05-05,6.31,,
1976-05-06,6.38,,
1976-05-07,6.38,,
1976-05-10,6.34,,
1976-05-11,6.34,,
1976-05-12,6.28,,
1976-05-13,6.22,,
1976-05-14,6.22,,
1976-05-17,6.19,,
1976-05-18,6.16,,
1976-05-19,6.09,,
1976-05-20,6.13,,
1976-05-21,6.09,,
1976-05-24,6.06,,
1976-05-25,6.0,,
1976-05-26,5.91,,
1976-05-27,6.03,,
1976-05-28,6.09,,
1976-06-01,6.03,,
1976-06-02,6.03,,
1976-06-03,6.0,,
1976-06-04,6.0,,
1976-06-07,6.03,,
1976-06-08,6.06,,
1976-06-09,6.13,,
1976-06-10,6.22,,
1976-06-11,6.19,,
1976-06-14,6.16,,
1976-06-15,6.16,,
1976-06-16,6.09,,
1976-06-17,6.13,,
1976-06-18,6.06,,
1976-06-21,6.09,,
1976-06-22,6.0,,
1976-06-23,6.03,,
1976-06-24,5.97,,
1976-06-25,6.06,,
1976-06-28,6.06,,
1976-06-29,6.03,,
1976-06-30,6.09,,
1976-07-01,6.13,,
1976-07-02,6.31,,
1976-07-06,6.38,,
1976-07-07,6.41,,
1976-07-08,6.47,,
1976-07-09,6.66,,
1976-07-12,6.59,,
1976-07-13,6.59,,
1976-07-14,6.63,,
1976-07-15,6.56,,
1976-07-16,6.69,,
1976-07-19,6.75,,
1976-07-20,6.69,,
1976-07-21,6.66,,
1976-07-22,6.56,,
1976-07-23,6.53,,
1976-07-26,6.56,,
1976-07-27,6.63,,
1976-07-28,6.59,,
1976-07-29,6.69,,
1976-07-30,6.63,,
1976-08-02,6.69,,
1976-08-03,6.69,,
1976-08-04,6.78,,
1976-08-05,6.84,,
1976-08-06,6.81,,
1976-08-09,6.78,,
1976-08-10,6.84,,
1976-08-11,6.88,,
1976-08-12,6.75,,
1976-08-13,6.84,,
1976-08-16,6.84,,
1976-08-17,6.75,,
1976-08-18,6.78,,
1976-08-19,6.81,,
1976-08-20,6.75,,
1976-08-23,6.78,,
1976-08-24,6.91,,
1976-08-25,6.94,,
1976-08-26,6.94,,
1976-08-27,6.97,,
1976-08-30,7.06,,
1976-08-31,7.06,,
1976-09-01,7.0,,
1976-09-02,7.06,,
1976-09-03,7.13,,
1976-09-07,7.22,,
1976-09-08,7.19,,
1976-09-09,7.16,,
1976-09-10,7.28,,
1976-09-13,7.38,,
1976-09-14,7.31,,
1976-09-15,7.25,,
1976-09-16,7.28,,
1976-09-17,7.31,,
1976-09-20,7.25,,
1976-09-21,7.22,,
1976-09-22,7.28,,
1976-09-23,7.34,,
1976-09-24,7.22,,
1976-09-27,7.16,,
1976-09-28,7.09,,
1976-09-29,7.03,,
1976-09-30,7.0,,
1976-10-01,6.91,,
1976-10-04,7.0,,
1976-10-05,7.03,,
1976-10-06,7.06,,
1976-10-07,7.09,,
1976-10-08,7.13,,
1976-10-11,7.03,,
1976-10-12,7.03,,
1976-10-13,7.16,,
1976-10-14,7.13,,
1976-10-15,7.09,,
1976-10-18,7.06,,
1976-10-19,7.06,,
1976-10-20,6.97,,
1976-10-21,6.84,,
1976-10-22,6.75,,
1976-10-25,6.78,,
1976-10-26,6.88,,
1976-10-27,6.97,,
1976-10-28,6.97,,
1976-10-29,7.0,,
1976-11-01,7.03,,
1976-11-03,7.0,,
1976-11-04,7.0,,
1976-11-05,6.84,,
1976-11-08,6.84,,
1976-11-09,6.94,,
1976-11-10,7.0,,
1976-11-11,6.94,,
1976-11-12,7.0,,
1976-11-15,7.06,,
1976-11-16,7.09,,
1976-11-17,7.13,,
1976-11-18,7.22,,
1976-11-19,7.25,,
1976-11-22,7.28,,
1976-11-23,7.25,,
1976-11-24,7.22,,
1976-11-26,7.22,,
1976-11-29,7.16,,
1976-11-30,7.19,,
1976-12-01,7.25,,
1976-12-02,7.28,,
1976-12-03,7.25,,
1976-12-06,7.09,,
1976-12-07,7.25,,
1976-12-08,7.28,,
1976-12-09,7.28,,
1976-12-10,7.38,,
1976-12-13,7.38,,
1976-12-14,7.38,,
1976-12-15,7.38,,
1976-12-16,7.44,,
1976-12-17,7.47,,
1976-12-20,7.44,,
1976-12-21,7.47,,
1976-12-22,7.47,,
1976-12-23,7.5,,
1976-12-27,7.31,,
1976-12-28,7.28,,
1976-12-29,7.31,,
1976-12-30,7.34,,
1976-12-31,7.38,,
1977-01-03,7.34,,
1977-01-04,7.31,,
1977-01-05,7.28,,
1977-01-06,7.25,,
1977-01-07,7.28,,
1977-01-10,7.25,,
1977-01-11,7.0,,
1977-01-12,6.88,,
1977-01-13,7.09,,
1977-01-14,7.13,,
1977-01-17,7.22,,
1977-01-18,7.19,,
1977-01-19,7.16,,
1977-01-20,7.13,,
1977-01-21,7.13,,
1977-01-24,7.31,,
1977-01-25,7.22,,
1977-01-26,7.25,,
1977-01-27,7.28,,
1977-01-28,7.41,,
1977-01-31,7.34,,
1977-02-01,7.38,,
1977-02-02,7.38,,
1977-02-03,7.41,,
1977-02-04,7.38,,
1977-02-07,7.41,,
1977-02-08,7.41,,
1977-02-09,7.34,,
1977-02-10,7.28,,
1977-02-11,7.16,,
1977-02-14,7.22,,
1977-02-15,7.13,,
1977-02-16,7.13,,
1977-02-17,7.03,,
1977-02-18,7.0,,
1977-02-22,7.0,,
1977-02-23,6.91,,
1977-02-24,6.84,,
1977-02-25,6.88,,
1977-02-28,6.94,,
1977-03-01,6.94,,
1977-03-02,6.97,,
1977-03-03,7.03,,
1977-03-04,7.09,,
1977-03-07,7.13,,
1977-03-08,7.16,,
1977-03-09,7.22,,
1977-03-10,7.22,,
1977-03-11,7.13,,
1977-03-14,7.13,,
1977-03-15,7.16,,
1977-03-16,7.16,,
1977-03-17,7.06,,
1977-03-18,7.09,,
1977-03-21,7.03,,
1977-03-22,7.0,,
1977-03-23,7.03,,
1977-03-24,7.03,,
1977-03-25,6.81,,
1977-03-28,6.81,,
1977-03-29,6.75,,
1977-03-30,6.75,,
1977-03-31,6.75,,
1977-04-01,6.78,,
1977-04-04,6.75,,
1977-04-05,6.72,,
1977-04-06,6.72,,
1977-04-07,6.72,,
1977-04-11,6.72,,
1977-04-12,6.75,,
1977-04-13,6.84,,
1977-04-14,7.0,,
1977-04-15,7.0,,
1977-04-18,6.97,,
1977-04-19,6.97,,
1977-04-20,6.94,,
1977-04-21,6.84,,
1977-04-22,6.81,,
1977-04-25,6.78,,
1977-04-26,6.75,,
1977-04-27,6.84,,
1977-04-28,6.75,,
1977-04-29,6.84,,
1977-05-02,6.81,,
1977-05-03,6.81,,
1977-05-04,6.91,,
1977-05-05,6.84,,
1977-05-06,6.84,,
1977-05-09,6.81,,
1977-05-10,6.81,,
1977-05-11,6.88,,
1977-05-12,6.91,,
1977-05-13,6.94,,
1977-05-16,6.88,,
1977-05-17,6.91,,
1977-05-18,6.91,,
1977-05-19,6.84,,
