date,HBAN,dcf,Deviation
1996-12-17,17.08,,
1996-12-18,17.25,,
1996-12-19,17.59,,
1996-12-20,18.19,,
1996-12-23,18.44,,
1996-12-24,19.55,,
1996-12-26,18.74,,
1996-12-27,18.36,,
1996-12-30,18.1,,
1996-12-31,18.01,,
1997-01-02,17.93,,
1997-01-03,17.84,,
1997-01-06,17.76,,
1997-01-07,18.14,,
1997-01-08,17.93,,
1997-01-09,17.97,,
1997-01-10,17.93,,
1997-01-13,17.46,,
1997-01-14,17.93,,
1997-01-15,17.76,,
1997-01-16,17.67,,
1997-01-17,17.84,,
1997-01-20,17.84,,
1997-01-21,17.84,,
1997-01-22,18.27,,
1997-01-23,17.76,,
1997-01-24,17.59,,
1997-01-27,17.76,,
1997-01-28,17.93,,
1997-01-29,18.1,,
1997-01-30,18.27,,
1997-01-31,18.19,,
1997-02-03,18.44,,
1997-02-04,18.53,,
1997-02-05,18.27,,
1997-02-06,18.53,,
1997-02-07,18.61,,
1997-02-10,19.42,,
1997-02-11,19.72,,
1997-02-12,19.76,,
1997-02-13,19.81,,
1997-02-14,21.43,,
1997-02-18,20.92,,
1997-02-19,20.66,,
1997-02-20,19.98,,
1997-02-21,19.64,,
1997-02-24,19.55,,
1997-02-25,19.98,,
1997-02-26,20.06,,
1997-02-27,19.98,,
1997-02-28,19.47,,
1997-03-03,19.15,,
1997-03-04,19.21,,
1997-03-05,19.3,,
1997-03-06,19.89,,
1997-03-07,20.06,,
1997-03-10,20.28,,
1997-03-11,20.23,,
1997-03-12,19.98,,
1997-03-13,19.12,,
1997-03-14,19.17,,
1997-03-17,19.21,,
1997-03-18,19.12,,
1997-03-19,19.12,,
1997-03-20,19.04,,
1997-03-21,19.12,,
1997-03-24,19.21,,
1997-03-25,19.12,,
1997-03-26,19.04,,
1997-03-27,18.48,,
1997-03-31,17.93,,
1997-04-01,18.01,,
1997-04-02,17.76,,
1997-04-03,17.93,,
1997-04-04,18.1,,
1997-04-07,18.44,,
1997-04-08,18.95,,
1997-04-09,18.44,,
1997-04-10,18.48,,
1997-04-11,17.93,,
1997-04-14,17.84,,
1997-04-15,18.61,,
1997-04-16,18.19,,
1997-04-17,18.53,,
1997-04-18,18.95,,
1997-04-21,18.87,,
1997-04-22,19.04,,
1997-04-23,18.95,,
1997-04-24,18.89,,
1997-04-25,18.95,,
1997-04-28,18.95,,
1997-04-29,19.21,,
1997-04-30,19.55,,
1997-05-01,19.38,,
1997-05-02,20.49,,
1997-05-05,20.23,,
1997-05-06,20.06,,
1997-05-07,19.89,,
1997-05-08,19.98,,
1997-05-09,19.81,,
1997-05-12,19.89,,
1997-05-13,19.72,,
1997-05-14,19.72,,
1997-05-15,19.81,,
1997-05-16,19.72,,
1997-05-19,19.64,,
1997-05-20,19.55,,
1997-05-21,19.64,,
1997-05-22,19.47,,
1997-05-23,19.55,,
1997-05-27,19.3,,
1997-05-28,19.38,,
1997-05-29,19.17,,
1997-05-30,19.38,,
1997-06-02,19.55,,
1997-06-03,19.64,,
1997-06-04,19.51,,
1997-06-05,19.47,,
1997-06-06,19.47,,
1997-06-09,19.59,,
1997-06-10,19.55,,
1997-06-11,19.98,,
1997-06-12,19.89,,
1997-06-13,19.81,,
1997-06-16,19.64,,
1997-06-17,19.47,,
1997-06-18,19.59,,
1997-06-19,19.55,,
1997-06-20,19.59,,
1997-06-23,19.47,,
1997-06-24,19.81,,
1997-06-25,20.15,,
1997-06-26,20.15,,
1997-06-27,20.23,,
1997-06-30,20.06,,
1997-07-01,20.15,,
1997-07-02,20.23,,
1997-07-03,20.49,,
1997-07-07,20.58,,
1997-07-08,20.53,,
1997-07-09,20.75,,
1997-07-10,20.87,,
1997-07-11,21.41,,
1997-07-14,21.32,,
1997-07-15,20.76,,
1997-07-16,20.94,,
1997-07-17,20.76,,
1997-07-18,20.76,,
1997-07-21,20.85,,
1997-07-22,21.37,,
1997-07-23,21.32,,
1997-07-24,21.04,,
1997-07-25,21.79,,
1997-07-28,21.74,,
1997-07-29,21.6,,
1997-07-30,21.51,,
1997-07-31,21.41,,
1997-08-01,21.32,,
1997-08-04,21.37,,
1997-08-05,25.87,,
1997-08-06,25.54,,
1997-08-07,25.12,,
1997-08-08,25.19,,
1997-08-11,25.26,,
1997-08-12,25.17,,
1997-08-13,24.84,,
1997-08-14,24.61,,
1997-08-15,24.35,,
1997-08-18,24.28,,
1997-08-19,24.61,,
1997-08-20,24.7,,
1997-08-21,24.42,,
1997-08-22,24.32,,
1997-08-25,24.32,,
1997-08-26,24.23,,
1997-08-27,24.42,,
1997-08-28,24.09,,
1997-08-29,24.32,,
1997-09-02,24.68,,
1997-09-03,24.89,,
1997-09-04,24.89,,
1997-09-05,24.75,,
1997-09-08,24.86,,
1997-09-09,25.26,,
1997-09-10,24.79,,
1997-09-11,24.86,,
1997-09-12,24.98,,
1997-09-15,24.75,,
1997-09-16,25.45,,
1997-09-17,25.83,,
1997-09-18,26.2,,
1997-09-19,26.16,,
1997-09-22,26.34,,
1997-09-23,26.39,,
1997-09-24,27.05,,
1997-09-25,26.39,,
1997-09-26,26.72,,
1997-09-29,27.24,,
1997-09-30,27.09,,
1997-10-01,27.7,,
1997-10-02,28.36,,
1997-10-03,28.36,,
1997-10-06,28.93,,
1997-10-07,29.02,,
1997-10-08,28.46,,
1997-10-09,28.55,,
1997-10-10,28.27,,
1997-10-13,28.03,,
1997-10-14,27.7,,
1997-10-15,27.61,,
1997-10-16,27.19,,
1997-10-17,26.86,,
1997-10-20,27.05,,
1997-10-21,27.05,,
1997-10-22,27.09,,
1997-10-23,27.09,,
1997-10-24,26.58,,
1997-10-27,25.54,,
1997-10-28,24.51,,
1997-10-29,25.05,,
1997-10-30,24.28,,
1997-10-31,24.28,,
1997-11-03,25.73,,
1997-11-04,26.01,,
1997-11-05,25.83,,
1997-11-06,25.83,,
1997-11-07,25.08,,
1997-11-10,24.98,,
1997-11-11,24.79,,
1997-11-12,24.7,,
1997-11-13,25.36,,
1997-11-14,24.98,,
1997-11-17,25.22,,
1997-11-18,25.17,,
1997-11-19,25.17,,
1997-11-20,25.97,,
1997-11-21,25.73,,
1997-11-24,25.36,,
1997-11-25,25.5,,
1997-11-26,25.36,,
1997-11-28,25.54,,
1997-12-01,26.72,,
1997-12-02,26.67,,
1997-12-03,27.52,,
1997-12-04,27.94,,
1997-12-05,28.64,,
1997-12-08,28.32,,
1997-12-09,28.13,,
1997-12-10,27.89,,
1997-12-11,27.82,,
1997-12-12,27.56,,
1997-12-15,27.89,,
1997-12-16,28.22,,
1997-12-17,27.89,,
1997-12-18,27.8,,
1997-12-19,27.66,,
1997-12-22,26.67,,
1997-12-23,25.69,,
1997-12-24,25.45,,
1997-12-26,26.06,,
1997-12-29,26.81,,
1997-12-30,27.05,,
1997-12-31,27.05,,
1998-01-02,27.61,,
1998-01-05,28.08,,
1998-01-06,27.75,,
1998-01-07,27.0,,
1998-01-08,26.53,,
1998-01-09,25.08,,
1998-01-12,25.36,,
1998-01-13,25.73,,
1998-01-14,26.11,,
1998-01-15,25.45,,
1998-01-16,25.64,,
1998-01-20,26.2,,
1998-01-21,25.64,,
1998-01-22,24.98,,
1998-01-23,24.51,,
1998-01-26,24.89,,
1998-01-27,24.04,,
1998-01-28,24.7,,
1998-01-29,25.73,,
1998-01-30,25.36,,
1998-02-02,26.2,,
1998-02-03,26.72,,
1998-02-04,26.67,,
1998-02-05,25.69,,
1998-02-06,26.08,,
1998-02-09,26.11,,
1998-02-10,25.73,,
1998-02-11,26.11,,
1998-02-12,26.3,,
1998-02-13,26.01,,
1998-02-17,26.3,,
1998-02-18,26.91,,
1998-02-19,26.81,,
1998-02-20,27.05,,
1998-02-23,27.12,,
1998-02-24,27.14,,
1998-02-25,27.52,,
1998-02-26,27.33,,
1998-02-27,26.95,,
1998-03-02,26.74,,
1998-03-03,26.86,,
1998-03-04,26.86,,
1998-03-05,26.55,,
1998-03-06,27.05,,
1998-03-09,27.14,,
1998-03-10,27.05,,
1998-03-11,26.91,,
1998-03-12,26.91,,
1998-03-13,26.86,,
1998-03-16,27.42,,
1998-03-17,27.61,,
1998-03-18,27.47,,
1998-03-19,27.8,,
1998-03-20,27.78,,
1998-03-23,27.42,,
1998-03-24,27.61,,
1998-03-25,27.8,,
1998-03-26,27.8,,
1998-03-27,27.56,,
1998-03-30,27.14,,
1998-03-31,27.38,,
1998-04-01,27.33,,
1998-04-02,27.75,,
1998-04-03,28.13,,
1998-04-06,27.85,,
1998-04-07,27.52,,
1998-04-08,26.67,,
1998-04-09,27.28,,
1998-04-13,27.24,,
1998-04-14,27.52,,
1998-04-15,27.38,,
1998-04-16,26.86,,
1998-04-17,27.14,,
1998-04-20,27.0,,
1998-04-21,26.91,,
1998-04-22,27.24,,
1998-04-23,27.14,,
1998-04-24,27.14,,
1998-04-27,26.11,,
1998-04-28,26.48,,
1998-04-29,26.3,,
1998-04-30,26.72,,
1998-05-01,26.62,,
1998-05-04,26.11,,
1998-05-05,26.3,,
1998-05-06,25.73,,
1998-05-07,25.03,,
1998-05-08,25.64,,
1998-05-11,25.85,,
1998-05-12,26.16,,
1998-05-13,26.08,,
1998-05-14,26.06,,
1998-05-15,26.11,,
1998-05-18,25.78,,
1998-05-19,26.3,,
1998-05-20,26.67,,
1998-05-21,26.79,,
1998-05-22,26.01,,
1998-05-26,25.4,,
1998-05-27,25.36,,
1998-05-28,25.54,,
1998-05-29,24.61,,
1998-06-01,25.64,,
1998-06-02,25.64,,
1998-06-03,25.03,,
1998-06-04,25.54,,
1998-06-05,25.54,,
1998-06-08,25.36,,
1998-06-09,25.66,,
1998-06-10,25.45,,
1998-06-11,25.08,,
1998-06-12,25.17,,
1998-06-15,25.08,,
1998-06-16,25.08,,
1998-06-17,26.01,,
1998-06-18,25.36,,
1998-06-19,25.08,,
1998-06-22,25.36,,
1998-06-23,25.31,,
1998-06-24,25.87,,
1998-06-25,25.0,,
1998-06-26,25.45,,
1998-06-29,25.36,,
1998-06-30,25.17,,
1998-07-01,25.94,,
1998-07-02,26.3,,
1998-07-06,26.86,,
1998-07-07,26.2,,
1998-07-08,26.67,,
1998-07-09,26.48,,
1998-07-10,26.44,,
1998-07-13,26.65,,
1998-07-14,27.17,,
1998-07-15,26.5,,
1998-07-16,26.14,,
1998-07-17,25.77,,
1998-07-20,27.48,,
1998-07-21,26.27,,
1998-07-22,27.17,,
1998-07-23,26.55,,
1998-07-24,25.93,,
1998-07-27,25.52,,
1998-07-28,24.59,,
1998-07-29,25.31,,
1998-07-30,25.93,,
1998-07-31,25.0,,
1998-08-03,24.79,,
1998-08-04,22.88,,
1998-08-05,23.76,,
1998-08-06,23.3,,
1998-08-07,23.55,,
1998-08-10,22.42,,
1998-08-11,22.47,,
1998-08-12,23.19,,
1998-08-13,22.62,,
1998-08-14,22.31,,
1998-08-17,22.93,,
1998-08-18,23.14,,
1998-08-19,22.93,,
1998-08-20,22.52,,
1998-08-21,22.11,,
1998-08-24,22.31,,
1998-08-25,22.24,,
1998-08-26,21.8,,
1998-08-27,20.25,,
1998-08-28,20.76,,
1998-08-31,18.8,,
1998-09-01,20.97,,
1998-09-02,20.51,,
1998-09-03,20.09,,
1998-09-04,19.73,,
1998-09-08,21.07,,
1998-09-09,20.35,,
1998-09-10,19.06,,
1998-09-11,20.56,,
1998-09-14,21.33,,
1998-09-15,22.06,,
1998-09-16,22.26,,
1998-09-17,20.82,,
1998-09-18,20.71,,
1998-09-21,21.28,,
1998-09-22,21.9,,
1998-09-23,22.62,,
1998-09-24,21.75,,
1998-09-25,22.37,,
1998-09-28,22.31,,
1998-09-29,22.31,,
1998-09-30,20.76,,
1998-10-01,21.02,,
1998-10-02,21.8,,
1998-10-05,21.59,,
1998-10-06,21.07,,
1998-10-07,20.71,,
1998-10-08,20.09,,
1998-10-09,20.45,,
1998-10-12,21.18,,
1998-10-13,21.07,,
1998-10-14,21.23,,
1998-10-15,22.42,,
1998-10-16,22.31,,
1998-10-19,22.16,,
1998-10-20,22.73,,
1998-10-21,23.09,,
1998-10-22,22.96,,
1998-10-23,22.93,,
1998-10-26,22.93,,
1998-10-27,23.14,,
1998-10-28,23.01,,
1998-10-29,23.14,,
1998-10-30,23.76,,
1998-11-02,23.76,,
1998-11-03,23.76,,
1998-11-04,24.48,,
1998-11-05,24.79,,
1998-11-06,25.21,,
1998-11-09,24.95,,
1998-11-10,24.85,,
1998-11-11,24.79,,
1998-11-12,24.74,,
1998-11-13,24.79,,
1998-11-16,24.79,,
1998-11-17,24.69,,
1998-11-18,24.9,,
1998-11-19,25.05,,
1998-11-20,25.52,,
1998-11-23,25.88,,
1998-11-24,25.36,,
1998-11-25,25.62,,
1998-11-27,25.36,,
1998-11-30,24.48,,
1998-12-01,24.64,,
1998-12-02,24.61,,
1998-12-03,24.17,,
1998-12-04,24.74,,
1998-12-07,25.15,,
1998-12-08,24.23,,
1998-12-09,24.59,,
1998-12-10,24.02,,
1998-12-11,24.12,,
1998-12-14,23.66,,
1998-12-15,24.23,,
1998-12-16,23.71,,
1998-12-17,24.69,,
1998-12-18,24.74,,
1998-12-21,24.59,,
1998-12-22,24.48,,
1998-12-23,24.79,,
1998-12-24,24.48,,
1998-12-28,24.23,,
1998-12-29,24.79,,
1998-12-30,24.74,,
1998-12-31,24.85,,
1999-01-04,24.85,,
1999-01-05,25.52,,
1999-01-06,26.03,,
1999-01-07,25.15,,
1999-01-08,25.83,,
1999-01-11,26.08,,
1999-01-12,26.14,,
1999-01-13,25.93,,
1999-01-14,25.67,,
1999-01-15,26.45,,
1999-01-19,26.24,,
1999-01-20,25.72,,
1999-01-21,26.29,,
1999-01-22,26.03,,
1999-01-25,26.11,,
1999-01-26,26.19,,
1999-01-27,25.41,,
1999-01-28,26.27,,
1999-01-29,25.72,,
1999-02-01,27.17,,
1999-02-02,26.14,,
1999-02-03,26.7,,
1999-02-04,25.52,,
1999-02-05,26.11,,
1999-02-08,25.93,,
1999-02-09,26.14,,
1999-02-10,26.03,,
1999-02-11,26.03,,
1999-02-12,26.21,,
1999-02-16,26.55,,
1999-02-17,26.32,,
1999-02-18,26.55,,
1999-02-19,26.34,,
1999-02-22,27.22,,
1999-02-23,26.7,,
1999-02-24,25.98,,
1999-02-25,25.88,,
1999-02-26,26.24,,
1999-03-01,26.24,,
1999-03-02,26.08,,
1999-03-03,26.14,,
1999-03-04,26.5,,
1999-03-05,26.55,,
1999-03-08,26.03,,
1999-03-09,26.24,,
1999-03-10,26.76,,
1999-03-11,26.86,,
1999-03-12,26.78,,
1999-03-15,27.12,,
1999-03-16,26.76,,
1999-03-17,26.7,,
1999-03-18,27.22,,
1999-03-19,27.53,,
1999-03-22,27.43,,
1999-03-23,26.76,,
1999-03-24,26.6,,
1999-03-25,26.76,,
1999-03-26,25.93,,
1999-03-29,26.68,,
1999-03-30,26.08,,
1999-03-31,25.57,,
1999-04-01,26.01,,
1999-04-05,27.14,,
1999-04-06,26.34,,
1999-04-07,26.39,,
1999-04-08,26.56,,
1999-04-09,27.22,,
1999-04-12,27.27,,
1999-04-13,27.38,,
1999-04-14,27.58,,
1999-04-15,27.69,,
1999-04-16,27.58,,
1999-04-19,28.25,,
1999-04-20,28.46,,
1999-04-21,28.77,,
1999-04-22,28.59,,
1999-04-23,28.25,,
1999-04-26,28.28,,
1999-04-27,28.38,,
1999-04-28,28.93,,
1999-04-29,29.18,,
1999-04-30,29.29,,
1999-05-03,30.06,,
1999-05-04,29.62,,
1999-05-05,29.86,,
1999-05-06,29.44,,
1999-05-07,29.31,,
1999-05-10,28.31,,
1999-05-11,28.98,,
1999-05-12,28.77,,
1999-05-13,29.29,,
1999-05-14,28.93,,
1999-05-17,27.71,,
1999-05-18,28.05,,
1999-05-19,28.41,,
1999-05-20,28.2,,
1999-05-21,27.94,,
1999-05-24,28.13,,
1999-05-25,27.89,,
1999-05-26,29.13,,
1999-05-27,27.12,,
1999-05-28,28.62,,
1999-06-01,28.69,,
1999-06-02,28.46,,
1999-06-03,30.4,,
1999-06-04,30.55,,
1999-06-07,30.53,,
1999-06-08,30.48,,
1999-06-09,29.98,,
1999-06-10,29.8,,
1999-06-11,28.87,,
1999-06-14,29.6,,
1999-06-15,29.7,,
1999-06-16,30.11,,
1999-06-17,30.58,,
1999-06-18,30.37,,
1999-06-21,30.11,,
1999-06-22,29.75,,
1999-06-23,29.49,,
1999-06-24,28.93,,
1999-06-25,29.03,,
1999-06-28,29.18,,
1999-06-29,29.49,,
1999-06-30,28.93,,
1999-07-01,30.17,,
1999-07-02,29.86,,
1999-07-06,29.86,,
1999-07-07,30.45,,
1999-07-08,29.57,,
1999-07-09,29.44,,
1999-07-12,29.55,,
1999-07-13,28.92,,
1999-07-14,28.72,,
1999-07-15,29.26,,
1999-07-16,29.32,,
1999-07-19,29.83,,
1999-07-20,28.92,,
1999-07-21,29.43,,
1999-07-22,28.47,,
1999-07-23,28.24,,
1999-07-26,29.26,,
1999-07-27,29.26,,
1999-07-28,29.09,,
1999-07-29,28.18,,
1999-07-30,27.39,,
1999-08-02,28.64,,
1999-08-03,28.04,,
1999-08-04,28.13,,
1999-08-05,27.61,,
1999-08-06,27.67,,
1999-08-09,27.27,,
1999-08-10,26.59,,
1999-08-11,26.93,,
1999-08-12,26.88,,
1999-08-13,27.5,,
1999-08-16,27.44,,
1999-08-17,28.01,,
1999-08-18,27.95,,
1999-08-19,27.36,,
1999-08-20,27.7,,
1999-08-23,28.47,,
1999-08-24,28.49,,
1999-08-25,27.95,,
1999-08-26,27.16,,
1999-08-27,27.67,,
1999-08-30,26.14,,
1999-08-31,27.22,,
1999-09-01,27.19,,
1999-09-02,26.36,,
1999-09-03,27.84,,
1999-09-07,26.48,,
1999-09-08,25.74,,
1999-09-09,26.36,,
1999-09-10,26.56,,
1999-09-13,26.22,,
1999-09-14,25.34,,
1999-09-15,24.55,,
1999-09-16,24.6,,
1999-09-17,25.06,,
1999-09-20,24.49,,
1999-09-21,22.9,,
1999-09-22,23.07,,
1999-09-23,23.92,,
1999-09-24,23.64,,
1999-09-27,23.3,,
1999-09-28,23.21,,
1999-09-29,23.78,,
1999-09-30,24.15,,
1999-10-01,24.18,,
1999-10-04,25.17,,
1999-10-05,24.35,,
1999-10-06,24.55,,
1999-10-07,24.03,,
1999-10-08,25.09,,
1999-10-11,24.55,,
1999-10-12,24.43,,
1999-10-13,24.32,,
1999-10-14,24.09,,
1999-10-15,22.95,,
1999-10-18,23.35,,
1999-10-19,24.2,,
1999-10-20,24.2,,
1999-10-21,24.29,,
1999-10-22,24.32,,
1999-10-25,25.28,,
1999-10-26,24.72,,
1999-10-27,25.51,,
1999-10-28,27.1,,
1999-10-29,26.93,,
1999-11-01,26.93,,
1999-11-02,26.88,,
1999-11-03,26.93,,
1999-11-04,27.05,,
1999-11-05,27.73,,
1999-11-08,26.7,,
1999-11-09,26.76,,
1999-11-10,26.53,,
1999-11-11,26.53,,
1999-11-12,27.05,,
1999-11-15,26.65,,
1999-11-16,26.88,,
1999-11-17,26.88,,
1999-11-18,26.93,,
1999-11-19,26.53,,
1999-11-22,25.91,,
1999-11-23,25.34,,
1999-11-24,25.17,,
1999-11-26,25.0,,
1999-11-29,24.55,,
1999-11-30,25.17,,
1999-12-01,24.72,,
1999-12-02,24.49,,
1999-12-03,25.74,,
1999-12-06,24.29,,
1999-12-07,23.18,,
1999-12-08,22.78,,
1999-12-09,21.82,,
1999-12-10,22.44,,
1999-12-13,21.88,,
1999-12-14,21.42,,
1999-12-15,21.59,,
1999-12-16,21.08,,
1999-12-17,20.8,,
1999-12-20,19.49,,
1999-12-21,20.8,,
1999-12-22,20.68,,
1999-12-23,20.74,,
1999-12-27,20.97,,
1999-12-28,21.02,,
1999-12-29,21.42,,
1999-12-30,21.48,,
1999-12-31,21.7,,
2000-01-03,20.4,,
2000-01-04,19.77,,
2000-01-05,19.26,,
2000-01-06,19.94,,
2000-01-07,20.11,,
2000-01-10,19.26,,
2000-01-11,19.38,,
2000-01-12,19.38,,
2000-01-13,19.6,,
2000-01-14,19.94,,
2000-01-18,19.26,,
2000-01-19,19.32,,
2000-01-20,18.98,,
2000-01-21,18.64,,
2000-01-24,18.32,,
2000-01-25,18.64,,
2000-01-26,18.86,,
2000-01-27,18.69,,
2000-01-28,17.9,,
2000-01-31,19.6,,
2000-02-01,19.32,,
2000-02-02,19.2,,
2000-02-03,19.94,,
2000-02-04,19.32,,
2000-02-07,18.98,,
2000-02-08,18.58,,
2000-02-09,18.86,,
2000-02-10,19.49,,
2000-02-11,19.43,,
2000-02-14,19.19,,
2000-02-15,19.6,,
2000-02-16,19.49,,
2000-02-17,19.2,,
2000-02-18,18.75,,
2000-02-22,19.01,,
2000-02-23,18.92,,
2000-02-24,19.09,,
2000-02-25,18.86,,
2000-02-28,19.32,,
2000-02-29,18.98,,
2000-03-01,18.35,,
2000-03-02,18.07,,
2000-03-03,17.98,,
2000-03-06,17.78,,
2000-03-07,16.82,,
2000-03-08,16.19,,
2000-03-09,16.93,,
2000-03-10,16.88,,
2000-03-13,16.88,,
2000-03-14,16.42,,
2000-03-15,17.84,,
2000-03-16,19.7,,
2000-03-17,19.43,,
2000-03-20,18.47,,
2000-03-21,19.2,,
2000-03-22,19.09,,
2000-03-23,19.72,,
2000-03-24,19.2,,
2000-03-27,18.75,,
2000-03-28,19.26,,
2000-03-29,19.89,,
2000-03-30,19.2,,
2000-03-31,20.34,,
2000-04-03,20.8,,
2000-04-04,20.63,,
2000-04-05,20.17,,
2000-04-06,20.0,,
2000-04-07,19.26,,
2000-04-10,19.6,,
2000-04-11,19.66,,
2000-04-12,20.8,,
2000-04-13,19.55,,
2000-04-14,18.52,,
2000-04-17,17.84,,
2000-04-18,18.47,,
2000-04-19,17.27,,
2000-04-20,17.44,,
2000-04-24,17.56,,
2000-04-25,18.13,,
2000-04-26,17.56,,
2000-04-27,16.88,,
2000-04-28,16.59,,
2000-05-01,16.59,,
2000-05-02,16.59,,
2000-05-03,16.42,,
2000-05-04,15.63,,
2000-05-05,15.85,,
2000-05-08,16.02,,
2000-05-09,15.34,,
2000-05-10,15.0,,
2000-05-11,15.23,,
2000-05-12,15.68,,
2000-05-15,15.81,,
2000-05-16,15.68,,
2000-05-17,15.51,,
2000-05-18,16.31,,
2000-05-19,15.74,,
2000-05-22,16.31,,
2000-05-23,16.82,,
2000-05-24,17.1,,
2000-05-25,16.76,,
2000-05-26,17.27,,
2000-05-30,17.22,,
2000-05-31,17.61,,
2000-06-01,18.13,,
2000-06-02,18.58,,
2000-06-05,17.78,,
2000-06-06,17.27,,
2000-06-07,17.78,,
2000-06-08,17.39,,
2000-06-09,17.1,,
2000-06-12,17.33,,
2000-06-13,17.16,,
2000-06-14,16.83,,
2000-06-15,15.85,,
2000-06-16,15.68,,
2000-06-19,15.45,,
2000-06-20,15.34,,
2000-06-21,15.23,,
2000-06-22,14.94,,
2000-06-23,15.17,,
2000-06-26,15.23,,
2000-06-27,15.17,,
2000-06-28,15.45,,
2000-06-29,14.55,,
2000-06-30,14.38,,
2000-07-03,15.4,,
2000-07-05,15.74,,
2000-07-06,16.02,,
2000-07-07,16.19,,
2000-07-10,16.14,,
2000-07-11,16.36,,
2000-07-12,16.44,,
2000-07-13,15.88,,
2000-07-14,16.44,,
2000-07-17,16.0,,
2000-07-18,16.42,,
2000-07-19,16.56,,
2000-07-20,16.81,,
2000-07-21,16.63,,
2000-07-24,16.81,,
2000-07-25,16.75,,
2000-07-26,16.0,,
2000-07-27,16.25,,
2000-07-28,15.88,,
2000-07-31,15.69,,
2000-08-01,16.06,,
2000-08-02,16.19,,
2000-08-03,16.69,,
2000-08-04,17.13,,
2000-08-07,17.44,,
2000-08-08,17.13,,
2000-08-09,17.13,,
2000-08-10,17.13,,
2000-08-11,17.31,,
2000-08-14,17.5,,
2000-08-15,17.25,,
2000-08-16,16.94,,
2000-08-17,17.06,,
2000-08-18,16.63,,
2000-08-21,16.69,,
2000-08-22,17.0,,
2000-08-23,17.13,,
2000-08-24,16.81,,
2000-08-25,16.75,,
2000-08-28,16.5,,
2000-08-29,16.44,,
2000-08-30,16.5,,
2000-08-31,16.88,,
2000-09-01,16.81,,
2000-09-05,16.94,,
2000-09-06,17.0,,
2000-09-07,17.5,,
2000-09-08,18.19,,
2000-09-11,18.44,,
2000-09-12,18.69,,
2000-09-13,18.75,,
2000-09-14,18.0,,
2000-09-15,17.75,,
2000-09-18,16.75,,
2000-09-19,17.31,,
2000-09-20,17.13,,
2000-09-21,16.75,,
2000-09-22,16.69,,
2000-09-25,17.06,,
2000-09-26,16.81,,
2000-09-27,17.13,,
2000-09-28,17.63,,
2000-09-29,14.69,,
2000-10-02,15.25,,
2000-10-03,15.13,,
2000-10-04,14.94,,
2000-10-05,14.81,,
2000-10-06,14.31,,
2000-10-09,14.06,,
2000-10-10,13.81,,
2000-10-11,13.63,,
2000-10-12,13.44,,
2000-10-13,13.25,,
2000-10-16,13.56,,
2000-10-17,13.31,,
2000-10-18,13.06,,
2000-10-19,13.5,,
2000-10-20,13.19,,
2000-10-23,12.81,,
2000-10-24,13.25,,
2000-10-25,13.69,,
2000-10-26,13.56,,
2000-10-27,13.88,,
2000-10-30,14.69,,
2000-10-31,14.38,,
2000-11-01,14.13,,
2000-11-02,14.25,,
2000-11-03,14.31,,
2000-11-06,14.63,,
2000-11-07,14.44,,
2000-11-08,14.08,,
2000-11-09,14.31,,
2000-11-10,14.31,,
2000-11-13,14.14,,
2000-11-14,13.94,,
2000-11-15,13.63,,
2000-11-16,13.81,,
2000-11-17,14.0,,
2000-11-20,13.63,,
2000-11-21,13.81,,
2000-11-22,13.94,,
2000-11-24,14.31,,
2000-11-27,14.06,,
2000-11-28,14.25,,
2000-11-29,14.81,,
2000-11-30,15.25,,
2000-12-01,15.25,,
2000-12-04,14.75,,
2000-12-05,15.56,,
2000-12-06,15.19,,
2000-12-07,15.5,,
2000-12-08,15.75,,
2000-12-11,15.69,,
2000-12-12,15.63,,
2000-12-13,15.13,,
2000-12-14,14.81,,
2000-12-15,14.69,,
2000-12-18,15.06,,
2000-12-19,14.88,,
2000-12-20,15.06,,
2000-12-21,15.5,,
2000-12-22,15.75,,
2000-12-26,15.69,,
2000-12-27,15.94,,
2000-12-28,15.94,,
2000-12-29,16.19,,
2001-01-02,16.0,,
2001-01-03,17.59,,
2001-01-04,17.44,,
2001-01-05,16.69,,
2001-01-08,16.56,,
2001-01-09,16.56,,
2001-01-10,16.81,,
2001-01-11,17.06,,
2001-01-12,16.38,,
2001-01-16,16.75,,
2001-01-17,17.06,,
2001-01-18,15.38,,
2001-01-19,15.56,,
2001-01-22,15.5,,
2001-01-23,15.88,,
2001-01-24,15.88,,
2001-01-25,15.63,,
2001-01-26,15.63,,
2001-01-29,15.61,,
2001-01-30,15.63,,
2001-01-31,15.44,,
2001-02-01,14.75,,
2001-02-02,15.0,,
2001-02-05,15.13,,
2001-02-06,14.69,,
2001-02-07,14.81,,
2001-02-08,15.0,,
2001-02-09,14.81,,
2001-02-12,15.06,,
2001-02-13,14.88,,
2001-02-14,15.19,,
2001-02-15,15.31,,
2001-02-16,15.5,,
2001-02-20,15.06,,
2001-02-21,14.88,,
2001-02-22,15.0,,
2001-02-23,15.0,,
2001-02-26,15.5,,
2001-02-27,15.31,,
2001-02-28,14.94,,
2001-03-01,15.25,,
2001-03-02,15.31,,
2001-03-05,15.19,,
2001-03-06,15.19,,
2001-03-07,15.5,,
2001-03-08,15.38,,
2001-03-09,15.0,,
2001-03-12,14.5,,
2001-03-13,14.98,,
2001-03-14,14.31,,
2001-03-15,14.56,,
2001-03-16,14.44,,
2001-03-19,14.5,,
2001-03-20,13.94,,
2001-03-21,13.5,,
2001-03-22,12.94,,
