date,ALLE,dcf,Deviation
2014-05-01,51.25,5143580000.0,-0.9999999900361227
2014-05-02,50.7,5081244000.0,-0.9999999900221285
2014-05-05,50.06,5064686000.0,-0.9999999901158729
2014-05-06,49.89,5068582000.0,-0.9999999901570104
2014-05-07,49.93,5013064000.0,-0.9999999900400234
2014-05-08,49.36,5075400000.0,-0.9999999902746581
2014-05-09,50.0,5122152000.0,-0.9999999902384779
2014-05-12,50.48,5122152000.0,-0.9999999901447673
2014-05-13,50.48,5054946000.0,-0.999999990013741
2014-05-14,49.79,4908846000.0,-0.9999999898570866
2014-05-15,48.29,5005272000.0,-0.9999999903521727
2014-05-16,49.28,5095854000.0,-0.9999999903293932
2014-05-19,50.21,5124100000.0,-0.9999999902012061
2014-05-20,50.5,5144554000.0,-0.9999999901837944
2014-05-21,50.71,5220526000.0,-0.9999999902864194
2014-05-22,51.49,5315004000.0,-0.9999999903123309
2014-05-23,52.46,5315978000.0,-0.9999999901316371
2014-05-27,52.47,5361756000.0,-0.9999999902140269
2014-05-28,52.94,5418248000.0,-0.999999990229314
2014-05-29,53.52,5308186000.0,-0.9999999899174595
2014-05-30,52.39,5277018000.0,-0.9999999900720444
2014-06-02,52.07,5310134000.0,-0.999999990194221
2014-06-03,52.41,5382210000.0,-0.9999999902623643
2014-06-04,53.15,5495194000.0,-0.999999990327912
2014-06-05,54.31,5643242000.0,-0.9999999903760994
2014-06-06,55.83,5693890000.0,-0.9999999901947526
2014-06-09,56.35,5730902000.0,-0.9999999901673419
2014-06-10,56.73,5692916000.0,-0.9999999900349839
2014-06-11,56.34,5671488000.0,-0.9999999900660991
2014-06-12,56.12,5668566000.0,-0.9999999900997889
2014-06-13,56.09,5769862000.0,-0.9999999902787969
2014-06-16,57.13,5781550000.0,-0.9999999901185668
2014-06-17,57.25,5790316000.0,-0.9999999901128022
2014-06-18,57.34,5783498000.0,-0.9999999900855849
2014-06-19,57.27,5817588000.0,-0.9999999901557141
2014-06-20,57.62,5811744000.0,-0.9999999900855923
2014-06-23,57.56,5726032000.0,-0.9999999899476636
2014-06-24,56.68,5727006000.0,-0.9999999901030312
2014-06-25,56.69,5690968000.0,-0.9999999900386015
2014-06-26,56.32,5618892000.0,-0.9999999899766716
2014-06-27,55.58,5726032000.0,-0.9999999902934528
2014-06-30,56.68,5750844000.0,-0.9999999901440554
2014-07-01,57.06,5781038000.0,-0.9999999901298002
2014-07-02,57.37,5760584000.0,-0.9999999900409403
2014-07-03,57.16,5651496000.0,-0.9999999898858638
2014-07-07,56.04,5599874000.0,-0.999999989992632
2014-07-08,55.51,5609614000.0,-0.9999999901044885
2014-07-09,55.61,5608640000.0,-0.9999999900849403
2014-07-10,55.6,5650522000.0,-0.9999999901602011
2014-07-11,56.03,5645652000.0,-0.9999999900755484
2014-07-14,55.98,5609614000.0,-0.9999999900207037
2014-07-15,55.61,5592082000.0,-0.9999999900555822
2014-07-16,55.43,5479098000.0,-0.9999999898833714
2014-07-17,54.27,5539486000.0,-0.9999999902030622
2014-07-18,54.89,5526824000.0,-0.9999999900684371
2014-07-21,54.76,5540460000.0,-0.9999999901163441
2014-07-22,54.9,5496630000.0,-0.999999990012062
2014-07-23,54.45,5547278000.0,-0.9999999901843751
2014-07-24,54.97,5559940000.0,-0.9999999901132026
2014-07-25,55.1,5410918000.0,-0.9999999898168851
2014-07-28,53.57,5301830000.0,-0.9999999898959416
2014-07-29,52.45,5419684000.0,-0.999999990322314
2014-07-30,53.66,5202482000.0,-0.9999999896856924
2014-07-31,51.43,5098264000.0,-0.9999999899122525
2014-08-01,50.36,5074888000.0,-0.9999999900766283
2014-08-04,50.12,5102160000.0,-0.9999999901767095
2014-08-05,50.4,5074888000.0,-0.9999999900687463
2014-08-06,50.12,5050538000.0,-0.9999999900763047
2014-08-07,49.87,5122614000.0,-0.999999990264736
2014-08-08,50.61,5098264000.0,-0.9999999900730916
2014-08-11,50.36,5156704000.0,-0.999999990234072
2014-08-12,50.96,5281376000.0,-0.9999999903509994
2014-08-13,52.24,5259948000.0,-0.9999999900683428
2014-08-14,52.02,5283324000.0,-0.9999999901539258
2014-08-15,52.26,5320336000.0,-0.9999999901773121
2014-08-18,52.64,5317414000.0,-0.999999990100451
2014-08-19,52.61,5308648000.0,-0.9999999900897555
2014-08-20,52.52,5271636000.0,-0.9999999900372484
2014-08-21,52.14,5255078000.0,-0.9999999900781682
2014-08-22,51.97,5303778000.0,-0.9999999902013245
2014-08-25,52.47,5295012000.0,-0.999999990090674
2014-08-26,52.38,5258974000.0,-0.9999999900398823
2014-08-27,52.01,5214170000.0,-0.9999999900252581
2014-08-28,51.55,5202482000.0,-0.9999999900912679
2014-08-29,51.43,5284298000.0,-0.9999999902673922
2014-09-02,52.27,5276506000.0,-0.9999999900938235
2014-09-03,52.19,5290142000.0,-0.9999999901344804
2014-09-04,52.33,5304752000.0,-0.9999999901352599
2014-09-05,52.48,5279428000.0,-0.9999999900595292
2014-09-08,52.22,5232676000.0,-0.9999999900204025
2014-09-09,51.74,5253130000.0,-0.999999990150634
2014-09-10,51.95,5263844000.0,-0.9999999901307866
2014-09-11,52.06,5147938000.0,-0.9999999898872131
2014-09-12,50.87,5141120000.0,-0.9999999901052689
2014-09-15,50.8,5170340000.0,-0.9999999901747274
2014-09-16,51.1,5166444000.0,-0.9999999901092511
2014-09-17,51.06,5123588000.0,-0.9999999900343275
2014-09-18,50.62,5049564000.0,-0.9999999899753721
2014-09-19,49.86,4985280000.0,-0.9999999899985558
2014-09-22,49.2,4958008000.0,-0.9999999900766599
2014-09-23,48.92,4965800000.0,-0.9999999901486165
2014-09-24,49.0,4888854000.0,-0.9999999899772012
2014-09-25,48.21,4907360000.0,-0.9999999901759805
2014-09-26,48.4,4868400000.0,-0.9999999900583354
2014-09-29,48.0,4833336000.0,-0.999999990068971
2014-09-30,47.64,4899421000.0,-0.9999999902764021
2014-10-01,47.77,4909151000.0,-0.9999999902691932
2014-10-02,47.87,5032722000.0,-0.9999999904882487
2014-10-03,49.14,4979207000.0,-0.9999999901309586
2014-10-06,48.59,4784607000.0,-0.999999989844516
2014-10-07,46.59,4847852000.0,-0.9999999903895581
2014-10-08,47.24,4795310000.0,-0.9999999901487078
2014-10-09,46.7,4751525000.0,-0.9999999901715765
2014-10-10,46.25,4661036000.0,-0.9999999900773133
2014-10-13,45.32,4635738000.0,-0.9999999902237788
2014-10-14,45.06,4699956000.0,-0.9999999904126762
2014-10-15,45.72,4759309000.0,-0.9999999903935635
2014-10-16,46.33,4800175000.0,-0.9999999903482686
2014-10-17,46.75,4814770000.0,-0.9999999902902943
2014-10-20,46.9,4944179000.0,-0.9999999905140975
2014-10-21,48.23,4834230000.0,-0.9999999900232301
2014-10-22,47.1,4965585000.0,-0.9999999905147128
2014-10-23,48.45,5030776000.0,-0.999999990369279
2014-10-24,49.12,5033695000.0,-0.9999999902417608
2014-10-27,49.15,5135860000.0,-0.9999999904300351
2014-10-28,50.2,5144617000.0,-0.999999990242228
2014-10-29,50.29,5373272000.0,-0.999999990640712
2014-10-30,52.64,5417057000.0,-0.9999999902825464
2014-10-31,53.09,5450139000.0,-0.999999990258964
2014-11-03,53.43,5419976000.0,-0.9999999901420228
2014-11-04,53.12,5413165000.0,-0.999999990186887
2014-11-05,53.05,5449166000.0,-0.9999999902645652
2014-11-06,53.42,5404408000.0,-0.9999999901154761
2014-11-07,52.96,5377164000.0,-0.999999990150942
2014-11-10,52.68,5361596000.0,-0.9999999901745674
2014-11-11,52.52,5359650000.0,-0.9999999902008526
2014-11-12,52.5,5322676000.0,-0.9999999901365404
2014-11-13,52.12,5337271000.0,-0.9999999902347099
2014-11-14,52.27,5392732000.0,-0.9999999903073248
2014-11-17,52.84,5492951000.0,-0.9999999903803984
2014-11-18,53.87,5505600000.0,-0.9999999902154171
2014-11-19,54.0,5514357000.0,-0.9999999902073805
2014-11-20,54.09,5525060000.0,-0.999999990210061
2014-11-21,54.2,5500735000.0,-0.9999999901467713
2014-11-24,53.95,5463761000.0,-0.9999999901258492
2014-11-25,53.57,5414138000.0,-0.9999999901055348
2014-11-26,53.06,5491005000.0,-0.9999999903369238
2014-11-28,53.85,5476410000.0,-0.9999999901669159
2014-12-01,53.7,5540628000.0,-0.9999999903079578
2014-12-02,54.36,5572737000.0,-0.9999999902453678
2014-12-03,54.69,5563007000.0,-0.999999990168986
2014-12-04,54.59,5656415000.0,-0.9999999903490108
2014-12-05,55.55,5594143000.0,-0.9999999900699714
2014-12-08,54.91,5602900000.0,-0.999999990199718
2014-12-09,55.0,5520195000.0,-0.9999999900365839
2014-12-10,54.15,5524087000.0,-0.9999999901974752
2014-12-11,54.19,5487113000.0,-0.9999999901241327
2014-12-12,53.81,5476410000.0,-0.9999999901742199
2014-12-15,53.7,5450139000.0,-0.9999999901470403
2014-12-16,53.43,5516303000.0,-0.9999999903141651
2014-12-17,54.11,5598035000.0,-0.9999999903341084
2014-12-18,54.95,5601927000.0,-0.9999999901908754
2014-12-19,54.99,5662253000.0,-0.9999999902883181
2014-12-22,55.61,5669064000.0,-0.9999999901906206
2014-12-23,55.68,5673929000.0,-0.9999999901866943
2014-12-24,55.73,5666145000.0,-0.9999999901643887
2014-12-26,55.65,5691443000.0,-0.9999999902221633
2014-12-29,55.91,5667118000.0,-0.9999999901343152
2014-12-30,55.66,5647658000.0,-0.9999999901445874
2014-12-31,55.46,5641360000.0,-0.9999999901690373
2015-01-02,55.05,5630668000.0,-0.9999999902231849
2015-01-05,54.94,5621920000.0,-0.9999999902275379
2015-01-06,54.85,5694820000.0,-0.9999999903684401
2015-01-07,55.6,5767720000.0,-0.9999999903601423
2015-01-08,56.35,5722036000.0,-0.9999999901521067
2015-01-09,55.88,5635528000.0,-0.9999999900843364
2015-01-12,54.99,5646220000.0,-0.9999999902607408
2015-01-13,55.1,5668576000.0,-0.9999999902797457
2015-01-14,55.33,5519860000.0,-0.9999999899761951
2015-01-15,53.8,5478064000.0,-0.9999999901790122
2015-01-16,53.37,5421688000.0,-0.9999999901562022
2015-01-20,52.79,5434324000.0,-0.9999999902858203
2015-01-21,52.92,5574292000.0,-0.9999999905064176
2015-01-22,54.36,5585956000.0,-0.9999999902684518
2015-01-23,54.48,5530552000.0,-0.9999999901492654
2015-01-26,53.91,5519860000.0,-0.999999990233448
2015-01-27,53.8,5573320000.0,-0.9999999903468668
2015-01-28,54.35,5616088000.0,-0.9999999903224451
2015-01-29,54.79,5540272000.0,-0.9999999901105938
2015-01-30,54.01,5586928000.0,-0.9999999903327911
2015-02-02,54.49,5641360000.0,-0.9999999903409816
2015-02-03,55.05,5697736000.0,-0.9999999903382677
2015-02-04,55.63,5830900000.0,-0.9999999904594488
2015-02-05,57.0,5884360000.0,-0.9999999903133051
2015-02-06,57.55,5822152000.0,-0.9999999901153388
2015-02-09,56.91,5819236000.0,-0.9999999902203657
2015-02-10,56.88,5803684000.0,-0.9999999901993286
2015-02-11,56.72,5904772000.0,-0.99999999039421
2015-02-12,57.76,5992252000.0,-0.999999990360886
2015-02-13,58.66,5982532000.0,-0.9999999901947871
2015-02-17,58.56,5733700000.0,-0.9999999897866997
2015-02-18,56.0,5891164000.0,-0.9999999904942385
2015-02-19,57.62,5986420000.0,-0.9999999903748819
2015-02-20,58.6,5961148000.0,-0.9999999901696788
2015-02-23,58.34,5966980000.0,-0.9999999902228598
2015-02-24,58.4,5981560000.0,-0.9999999902366606
2015-02-25,58.55,5956288000.0,-0.9999999901700523
2015-02-26,58.29,5901856000.0,-0.9999999901234459
2015-02-27,57.73,6007804000.0,-0.9999999903908317
2015-03-02,58.82,5976700000.0,-0.9999999901584486
2015-03-03,58.5,5971840000.0,-0.9999999902040242
2015-03-04,58.45,5938792000.0,-0.9999999901579311
2015-03-05,58.11,5874640000.0,-0.9999999901083301
2015-03-06,57.45,5927128000.0,-0.9999999903072787
2015-03-09,57.99,5890192000.0,-0.9999999901548201
2015-03-10,57.61,5919352000.0,-0.9999999902675157
2015-03-11,57.91,5966980000.0,-0.999999990294923
2015-03-12,58.4,5943652000.0,-0.9999999901743911
2015-03-13,58.16,6000028000.0,-0.9999999903067119
2015-03-16,58.74,5961148000.0,-0.9999999901461933
2015-03-17,58.34,6106948000.0,-0.9999999904469467
2015-03-18,59.84,6123472000.0,-0.9999999902277662
2015-03-19,60.01,6233308000.0,-0.9999999903726882
2015-03-20,61.14,6209980000.0,-0.9999999901545576
2015-03-23,60.9,6209980000.0,-0.9999999901932052
2015-03-24,60.9,6152632000.0,-0.9999999901017971
2015-03-25,60.31,6172072000.0,-0.999999990228565
2015-03-26,60.51,6242056000.0,-0.9999999903060787
2015-03-27,61.23,6308152000.0,-0.9999999902935123
2015-03-30,61.91,6236224000.0,-0.9999999900725183
2015-03-31,61.17,6148252000.0,-0.9999999900508307
2015-04-01,61.08,6184105000.0,-0.9999999901230655
2015-04-02,61.45,6203485000.0,-0.9999999900942776
2015-04-06,61.65,6195733000.0,-0.9999999900496035
2015-04-07,61.57,6207361000.0,-0.999999990081131
2015-04-08,61.69,6183136000.0,-0.9999999900228622
2015-04-09,61.44,6163756000.0,-0.9999999900320519
2015-04-10,61.24,6070732000.0,-0.9999999899122544
2015-04-13,60.28,6040693000.0,-0.9999999900210125
2015-04-14,59.97,6091081000.0,-0.999999990154457
2015-04-15,60.49,6059104000.0,-0.9999999900166757
2015-04-16,60.16,5956390000.0,-0.9999999898999226
2015-04-17,59.1,5976739000.0,-0.9999999901116645
2015-04-20,59.31,6025189000.0,-0.9999999901563253
2015-04-21,59.81,6078484000.0,-0.9999999901603756
2015-04-22,60.36,6018406000.0,-0.9999999899707663
2015-04-23,59.74,6136624000.0,-0.9999999902650056
2015-04-24,60.96,6100771000.0,-0.9999999900078204
2015-04-27,60.59,6122089000.0,-0.9999999901030514
2015-04-28,60.81,6096895000.0,-0.9999999900260707
2015-04-29,60.55,6155035000.0,-0.9999999901625255
2015-04-30,61.15,6184105000.0,-0.9999999901117461
2015-05-01,61.45,6261625000.0,-0.9999999901862535
2015-05-04,62.25,6188950000.0,-0.999999989941751
2015-05-05,61.5,6167632000.0,-0.999999990028588
2015-05-06,61.28,6187981000.0,-0.9999999900969314
2015-05-07,61.49,6274222000.0,-0.9999999901995817
2015-05-08,62.38,6351742000.0,-0.9999999901790722
2015-05-11,63.18,6216082000.0,-0.9999999898360414
2015-05-12,61.78,6212206000.0,-0.9999999900550626
2015-05-13,61.74,6224803000.0,-0.9999999900816138
2015-05-14,61.87,6217051000.0,-0.9999999900483364
2015-05-15,61.79,6226741000.0,-0.999999990076671
2015-05-18,61.89,6220927000.0,-0.9999999900513219
2015-05-19,61.83,6192826000.0,-0.9999999900158667
2015-05-20,61.54,6179260000.0,-0.9999999900408787
2015-05-21,61.4,6165694000.0,-0.9999999900416725
2015-05-22,61.26,6129841000.0,-0.999999990006266
2015-05-26,60.89,6219958000.0,-0.9999999902105449
2015-05-27,61.82,6231586000.0,-0.9999999900795721
2015-05-28,61.94,6280036000.0,-0.9999999901369993
2015-05-29,62.44,6241276000.0,-0.9999999899956356
2015-06-01,62.04,6275191000.0,-0.9999999901134483
2015-06-02,62.39,6315889000.0,-0.999999990121739
2015-06-03,62.81,6220927000.0,-0.999999989903434
2015-06-04,61.83,6227710000.0,-0.9999999900717921
2015-06-05,61.9,6179260000.0,-0.9999999899826193
2015-06-08,61.4,6135655000.0,-0.9999999899929184
2015-06-09,60.95,6200578000.0,-0.9999999901702712
2015-06-10,61.62,6203485000.0,-0.9999999900668737
2015-06-11,61.65,6150190000.0,-0.9999999899759194
2015-06-12,61.1,6126934000.0,-0.9999999900276386
2015-06-15,60.86,6102709000.0,-0.9999999900273796
2015-06-16,60.61,6156973000.0,-0.9999999901558769
2015-06-17,61.17,6180229000.0,-0.9999999901023086
2015-06-18,61.41,6205423000.0,-0.9999999901038172
2015-06-19,61.67,6245152000.0,-0.9999999901251403
2015-06-22,62.08,6245152000.0,-0.9999999900594894
2015-06-23,62.08,6242245000.0,-0.9999999900548601
2015-06-24,62.05,6211237000.0,-0.9999999900100415
2015-06-25,61.73,6201547000.0,-0.999999990046032
2015-06-26,61.63,6033910000.0,-0.9999999897860591
2015-06-29,59.9,6057166000.0,-0.9999999901108868
2015-06-30,60.14,6035349000.0,-0.9999999900353732
2015-07-01,60.21,5992713000.0,-0.9999999899527977
2015-07-02,59.77,5972364000.0,-0.9999999899922376
2015-07-06,59.56,5981085000.0,-0.9999999900419405
2015-07-07,59.65,5867712000.0,-0.9999999898341977
2015-07-08,58.48,5936511000.0,-0.999999990149096
2015-07-09,59.19,6041163000.0,-0.9999999902022176
2015-07-10,60.27,6110931000.0,-0.9999999901373456
2015-07-13,60.99,6162288000.0,-0.9999999901027021
2015-07-14,61.52,6101241000.0,-0.9999999899168055
2015-07-15,60.89,6138063000.0,-0.9999999900799323
2015-07-16,61.27,6149691000.0,-0.9999999900368978
2015-07-17,61.39,6176823000.0,-0.9999999900612337
2015-07-20,61.67,6094458000.0,-0.9999999898809705
2015-07-21,60.82,6118683000.0,-0.9999999900599524
2015-07-22,61.07,6119652000.0,-0.9999999900206744
2015-07-23,61.08,6153567000.0,-0.9999999900740497
2015-07-24,61.43,6131280000.0,-0.9999999899808849
2015-07-27,61.2,6246591000.0,-0.9999999902026562
2015-07-28,62.39,6378375000.0,-0.9999999902185117
2015-07-29,63.75,6325080000.0,-0.9999999899210761
2015-07-30,63.2,6327018000.0,-0.9999999900110921
2015-07-31,63.22,6275661000.0,-0.9999999899261608
2015-08-03,62.69,6269847000.0,-0.9999999900013509
2015-08-04,62.63,6294072000.0,-0.9999999900493671
2015-08-05,62.88,6236901000.0,-0.9999999899180699
2015-08-06,62.29,6273723000.0,-0.9999999900712863
2015-08-07,62.67,6342522000.0,-0.9999999901190725
2015-08-10,63.38,6321204000.0,-0.9999999899734291
2015-08-11,63.16,6312483000.0,-0.9999999899944285
2015-08-12,63.07,6333801000.0,-0.9999999900423142
2015-08-13,63.29,6363840000.0,-0.9999999900547468
2015-08-14,63.6,6468492000.000001,-0.9999999901677238
2015-08-17,64.68,6457832999.999999,-0.9999999899842563
2015-08-18,64.57,6424887000.0,-0.9999999899500178
2015-08-19,64.23,6266940000.0,-0.9999999897509789
2015-08-20,62.6,6051822000.0,-0.9999999896560078
2015-08-21,60.38,5875464000.0,-0.9999999897233648
2015-08-24,58.56,5719455000.0,-0.9999999897612623
2015-08-25,56.95,5920038000.0,-0.9999999903801293
2015-08-26,59.02,6064419000.0,-0.9999999902678228
2015-08-27,60.51,6041163000.0,-0.9999999899837168
2015-08-28,60.27,5977209000.0,-0.9999999899166986
2015-08-31,59.61,5875464000.0,-0.9999999898544183
2015-09-01,58.56,5949108000.0,-0.9999999901565075
2015-09-02,59.32,5994651000.0,-0.9999999901045115
2015-09-03,59.79,5890968000.0,-0.9999999898505645
2015-09-04,58.72,6049884000.0,-0.9999999902940288
2015-09-08,60.36,6034380000.0,-0.9999999899973154
2015-09-09,60.2,6044070000.0,-0.9999999900398242
2015-09-10,60.3,6076047000.0,-0.9999999900757844
2015-09-11,60.63,6084768000.0,-0.9999999900357746
2015-09-14,60.72,6173916000.0,-0.9999999901650751
2015-09-15,61.64,6190389000.0,-0.999999990042629
2015-09-16,61.81,6212676000.0,-0.999999990050986
2015-09-17,62.04,6123528000.0,-0.9999999898685855
2015-09-18,61.12,6181668000.0,-0.999999990112701
2015-09-21,61.72,6050853000.0,-0.9999999897997852
2015-09-22,60.37,6072171000.0,-0.9999999900579216
2015-09-23,60.59,6032442000.0,-0.9999999899559747
2015-09-24,60.18,5980116000.0,-0.9999999899366501
2015-09-25,59.64,5749494000.0,-0.9999999896269133
2015-09-28,57.26,5634183000.0,-0.9999999898370359
2015-09-29,56.07,5788254000.0,-0.999999990313141
2015-09-30,57.66,5849664000.0,-0.9999999901430237
2015-10-01,58.56,5803152000.0,-0.9999999899089322
2015-10-02,58.08,5893269000.0,-0.9999999901446888
2015-10-05,59.01,5858385000.0,-0.9999999899272581
2015-10-06,58.65,5954316000.0,-0.9999999901500021
2015-10-07,59.64,5964006000.0,-0.99999999000001
2015-10-08,59.74,5957223000.0,-0.9999999899718376
2015-10-09,59.67,5905866000.0,-0.999999989896486
2015-10-12,59.14,5878734000.0,-0.9999999899400109
2015-10-13,58.86,5875827000.0,-0.9999999899826867
2015-10-14,58.83,6022146000.0,-0.9999999902310571
2015-10-15,60.34,6020208000.0,-0.9999999899770905
2015-10-16,60.32,5987262000.0,-0.999999989925278
2015-10-19,59.98,6182031000.0,-0.9999999902976869
2015-10-20,61.99,6112263000.0,-0.9999999898580935
2015-10-21,61.27,6376800000.0,-0.9999999903917325
2015-10-22,64.0,6350637000.0,-0.9999999899222708
2015-10-23,63.73,6383582999.999999,-0.9999999900165785
2015-10-26,64.07,6425250000.0,-0.9999999900284036
2015-10-27,64.5,6493080000.0,-0.9999999900663475
2015-10-28,65.2,6426219000.000001,-0.999999989854065
2015-10-29,64.51,6490173000.0,-0.9999999900603574
2015-10-30,65.17,6643275000.0,-0.9999999901900795
2015-11-02,66.75,6505677000.0,-0.9999999897397304
2015-11-03,65.33,6444630000.0,-0.9999999898628781
2015-11-04,64.7,6392304000.0,-0.9999999898784538
2015-11-05,64.16,6402963000.0,-0.9999999899796391
2015-11-06,64.27,6345792000.0,-0.9999999898720285
2015-11-09,63.68,6311877000.0,-0.9999999899110835
2015-11-10,63.33,6474669000.000001,-0.999999990218805
2015-11-11,65.01,6442692000.000001,-0.9999999899094975
2015-11-12,64.68,6346761000.0,-0.999999989808975
2015-11-13,63.69,6446568000.0,-0.9999999901203245
2015-11-16,64.72,6433971000.0,-0.9999999899408935
2015-11-17,64.59,6556064999.999999,-0.9999999901480537
2015-11-18,65.85,6636492000.000001,-0.9999999900775892
2015-11-19,66.68,6620019000.000001,-0.9999999899275214
2015-11-20,66.51,6540561000.0,-0.9999999898311475
2015-11-23,65.69,6491142000.000001,-0.999999989880055
2015-11-24,65.18,6609360000.000001,-0.9999999901382282
2015-11-25,66.4,6680097000.0,-0.9999999900600246
2015-11-27,67.13,6687848999.999999,-0.999999989962393
2015-11-30,67.21,6767307000.0,-0.9999999900684275
2015-12-01,68.03,6697539000.0,-0.9999999898425377
2015-12-02,67.31,6580289999.999999,-0.9999999897709675
2015-12-03,66.1,6679128000.0,-0.9999999901034985
2015-12-04,67.12,6608391000.0,-0.999999989843216
2015-12-07,66.39,6556064999.999999,-0.9999999898734988
2015-12-08,65.85,6491142000.000001,-0.9999999898554061
2015-12-09,65.18,6511491000.0,-0.9999999899900038
2015-12-10,65.39,6433971000.0,-0.9999999898367586
2015-12-11,64.59,6464979000.0,-0.9999999900092483
2015-12-14,64.91,6515367000.000001,-0.9999999900373993
2015-12-15,65.43,6615173999.999999,-0.9999999901091037
2015-12-16,66.46,6533778000.0,-0.9999999898282433
2015-12-17,65.62,6439785000.000001,-0.9999999898102189
2015-12-18,64.65,6450444000.000001,-0.9999999899774341
2015-12-21,64.76,6490173000.0,-0.9999999900218376
2015-12-22,65.17,6553157999.999999,-0.9999999900551765
2015-12-23,65.82,6532809000.0,-0.9999999899247016
2015-12-24,65.61,6600639000.0,-0.9999999900600532
2015-12-28,66.31,6663623999.999999,-0.9999999900489583
2015-12-29,66.96,6629709000.0,-0.9999999899000092
2015-12-30,66.61,6562848000.0,-0.999999989850443
2015-12-31,65.92,6452657000.0,-0.9999999897840532
2016-01-04,64.53,6445873999.999999,-0.9999999899889449
2016-01-05,64.46,6282113000.0,-0.9999999897391212
2016-01-06,62.77,6106724000.0,-0.9999999897211663
2016-01-07,60.96,5991413000.0,-0.9999999898254385
2016-01-08,59.77,5964281000.0,-0.9999999899786747
2016-01-11,59.49,6024359000.0,-0.9999999901250904
2016-01-12,60.11,5898389000.0,-0.9999999898090818
2016-01-13,58.81,6035987000.0,-0.9999999902567716
2016-01-14,60.23,5885792000.0,-0.9999999897668826
2016-01-15,58.68,5820869000.0,-0.9999999899190309
2016-01-19,58.01,5762729000.0,-0.9999999899335887
2016-01-20,57.41,5743349000.0,-0.9999999900040899
2016-01-21,57.21,6009824000.0,-0.9999999904805864
2016-01-22,59.96,5935211000.0,-0.999999989897579
