date,ZBRA,dcf,Deviation
1992-01-10,4.5,,
1992-01-13,4.5,,
1992-01-14,4.44,,
1992-01-15,4.56,,
1992-01-16,4.78,,
1992-01-17,4.67,,
1992-01-20,4.72,,
1992-01-21,4.5,,
1992-01-22,4.72,,
1992-01-23,4.58,,
1992-01-24,4.67,,
1992-01-27,4.72,,
1992-01-28,4.67,,
1992-01-29,4.5,,
1992-01-30,4.5,,
1992-01-31,4.61,,
1992-02-03,4.61,,
1992-02-04,4.39,,
1992-02-05,4.56,,
1992-02-06,4.39,,
1992-02-07,4.44,,
1992-02-10,4.5,,
1992-02-11,4.39,,
1992-02-12,4.5,,
1992-02-13,4.5,,
1992-02-14,4.39,,
1992-02-18,4.44,,
1992-02-19,4.25,,
1992-02-20,4.42,,
1992-02-21,4.33,,
1992-02-24,4.33,,
1992-02-25,4.17,,
1992-02-26,4.33,,
1992-02-27,4.33,,
1992-02-28,4.44,,
1992-03-02,4.39,,
1992-03-03,4.39,,
1992-03-04,4.39,,
1992-03-05,4.28,,
1992-03-06,4.17,,
1992-03-09,4.14,,
1992-03-10,4.28,,
1992-03-11,4.28,,
1992-03-12,4.11,,
1992-03-13,4.28,,
1992-03-16,4.17,,
1992-03-17,4.06,,
1992-03-18,4.22,,
1992-03-19,4.22,,
1992-03-20,4.22,,
1992-03-23,4.17,,
1992-03-24,4.17,,
1992-03-25,4.06,,
1992-03-26,4.17,,
1992-03-27,4.06,,
1992-03-30,4.06,,
1992-03-31,4.06,,
1992-04-01,4.06,,
1992-04-02,4.14,,
1992-04-03,4.11,,
1992-04-06,4.06,,
1992-04-07,3.72,,
1992-04-08,3.56,,
1992-04-09,3.72,,
1992-04-10,3.78,,
1992-04-13,3.94,,
1992-04-14,4.0,,
1992-04-15,3.94,,
1992-04-16,3.83,,
1992-04-20,3.83,,
1992-04-21,3.81,,
1992-04-22,3.94,,
1992-04-23,3.83,,
1992-04-24,4.0,,
1992-04-27,4.0,,
1992-04-28,3.89,,
1992-04-29,3.83,,
1992-04-30,3.94,,
1992-05-01,4.0,,
1992-05-04,3.94,,
1992-05-05,4.22,,
1992-05-06,4.17,,
1992-05-07,4.17,,
1992-05-08,4.22,,
1992-05-11,4.17,,
1992-05-12,4.22,,
1992-05-13,4.17,,
1992-05-14,4.17,,
1992-05-15,4.33,,
1992-05-18,4.22,,
1992-05-19,4.5,,
1992-05-20,4.61,,
1992-05-21,4.5,,
1992-05-22,4.5,,
1992-05-26,4.39,,
1992-05-27,4.39,,
1992-05-28,4.39,,
1992-05-29,4.33,,
1992-06-01,4.28,,
1992-06-02,4.17,,
1992-06-03,4.33,,
1992-06-04,4.17,,
1992-06-05,4.33,,
1992-06-08,4.28,,
1992-06-09,4.22,,
1992-06-10,4.33,,
1992-06-11,4.22,,
1992-06-12,4.0,,
1992-06-15,4.0,,
1992-06-16,4.11,,
1992-06-17,3.89,,
1992-06-18,3.72,,
1992-06-19,3.94,,
1992-06-22,3.78,,
1992-06-23,3.78,,
1992-06-24,3.78,,
1992-06-25,3.89,,
1992-06-26,3.56,,
1992-06-29,3.78,,
1992-06-30,4.06,,
1992-07-01,3.94,,
1992-07-02,4.0,,
1992-07-06,4.11,,
1992-07-07,4.11,,
1992-07-08,4.03,,
1992-07-09,4.06,,
1992-07-10,4.06,,
1992-07-13,4.06,,
1992-07-14,4.22,,
1992-07-15,4.22,,
1992-07-16,4.28,,
1992-07-17,4.22,,
1992-07-20,4.17,,
1992-07-21,4.11,,
1992-07-22,3.94,,
1992-07-23,3.89,,
1992-07-24,3.83,,
1992-07-27,3.72,,
1992-07-28,3.86,,
1992-07-29,3.83,,
1992-07-30,3.89,,
1992-07-31,3.83,,
1992-08-03,3.78,,
1992-08-04,3.61,,
1992-08-05,3.44,,
1992-08-06,3.42,,
1992-08-07,3.28,,
1992-08-10,3.33,,
1992-08-11,3.44,,
1992-08-12,3.56,,
1992-08-13,3.56,,
1992-08-14,3.61,,
1992-08-17,3.67,,
1992-08-18,3.72,,
1992-08-19,3.75,,
1992-08-20,3.78,,
1992-08-21,3.67,,
1992-08-24,3.53,,
1992-08-25,3.5,,
1992-08-26,3.56,,
1992-08-27,3.83,,
1992-08-28,3.89,,
1992-08-31,3.78,,
1992-09-01,3.78,,
1992-09-02,4.11,,
1992-09-03,4.11,,
1992-09-04,3.89,,
1992-09-08,3.89,,
1992-09-09,3.89,,
1992-09-10,4.0,,
1992-09-11,4.06,,
1992-09-14,4.0,,
1992-09-15,3.83,,
1992-09-16,3.94,,
1992-09-17,3.94,,
1992-09-18,4.0,,
1992-09-21,4.0,,
1992-09-22,4.11,,
1992-09-23,3.94,,
1992-09-24,4.11,,
1992-09-25,3.89,,
1992-09-28,3.89,,
1992-09-29,3.83,,
1992-09-30,3.94,,
1992-10-01,3.94,,
1992-10-02,3.83,,
1992-10-05,3.67,,
1992-10-06,3.83,,
1992-10-07,3.72,,
1992-10-08,3.5,,
1992-10-09,3.56,,
1992-10-12,3.5,,
1992-10-13,3.44,,
1992-10-14,3.44,,
1992-10-15,3.44,,
1992-10-16,3.44,,
1992-10-19,3.61,,
1992-10-20,3.61,,
1992-10-21,3.5,,
1992-10-22,3.67,,
1992-10-23,3.78,,
1992-10-26,4.11,,
1992-10-27,4.06,,
1992-10-28,4.22,,
1992-10-29,4.17,,
1992-10-30,4.28,,
1992-11-02,4.25,,
1992-11-03,4.17,,
1992-11-04,4.17,,
1992-11-05,4.22,,
1992-11-06,4.33,,
1992-11-09,4.67,,
1992-11-10,4.67,,
1992-11-11,4.67,,
1992-11-12,4.61,,
1992-11-13,4.72,,
1992-11-16,4.72,,
1992-11-17,4.56,,
1992-11-18,4.5,,
1992-11-19,4.64,,
1992-11-20,4.56,,
1992-11-23,4.61,,
1992-11-24,4.78,,
1992-11-25,4.67,,
1992-11-27,4.67,,
1992-11-30,4.78,,
1992-12-01,4.67,,
1992-12-02,4.67,,
1992-12-03,4.67,,
1992-12-04,4.78,,
1992-12-07,5.11,,
1992-12-08,5.0,,
1992-12-09,5.0,,
1992-12-10,5.11,,
1992-12-11,5.11,,
1992-12-14,5.06,,
1992-12-15,5.06,,
1992-12-16,5.06,,
1992-12-17,5.06,,
1992-12-18,5.11,,
1992-12-21,5.17,,
1992-12-22,5.28,,
1992-12-23,5.22,,
1992-12-24,5.5,,
1992-12-28,5.33,,
1992-12-29,5.22,,
1992-12-30,5.22,,
1992-12-31,5.33,,
1993-01-04,5.28,,
1993-01-05,5.31,,
1993-01-06,5.36,,
1993-01-07,5.22,,
1993-01-08,5.22,,
1993-01-11,5.11,,
1993-01-12,5.22,,
1993-01-13,5.22,,
1993-01-14,5.22,,
1993-01-15,5.28,,
1993-01-18,5.44,,
1993-01-19,5.44,,
1993-01-20,5.56,,
1993-01-21,5.56,,
1993-01-22,5.56,,
1993-01-25,5.72,,
1993-01-26,5.72,,
1993-01-27,5.56,,
1993-01-28,5.39,,
1993-01-29,5.39,,
1993-02-01,5.44,,
1993-02-02,5.44,,
1993-02-03,5.56,,
1993-02-04,5.39,,
1993-02-05,5.22,,
1993-02-08,5.17,,
1993-02-09,5.11,,
1993-02-10,5.0,,
1993-02-11,5.11,,
1993-02-12,5.06,,
1993-02-16,4.89,,
1993-02-17,4.56,,
1993-02-18,4.61,,
1993-02-19,4.61,,
1993-02-22,4.61,,
1993-02-23,4.67,,
1993-02-24,4.83,,
1993-02-25,4.89,,
1993-02-26,5.17,,
1993-03-01,5.06,,
1993-03-02,5.11,,
1993-03-03,5.28,,
1993-03-04,5.22,,
1993-03-05,4.94,,
1993-03-08,4.89,,
1993-03-09,5.06,,
1993-03-10,5.06,,
1993-03-11,5.11,,
1993-03-12,5.0,,
1993-03-15,5.03,,
1993-03-16,4.97,,
1993-03-17,4.94,,
1993-03-18,4.94,,
1993-03-19,5.0,,
1993-03-22,5.06,,
1993-03-23,5.17,,
1993-03-24,5.28,,
1993-03-25,5.33,,
1993-03-26,5.22,,
1993-03-29,5.5,,
1993-03-30,5.61,,
1993-03-31,5.78,,
1993-04-01,5.89,,
1993-04-02,5.89,,
1993-04-05,6.11,,
1993-04-06,6.17,,
1993-04-07,6.0,,
1993-04-08,6.06,,
1993-04-12,6.06,,
1993-04-13,6.11,,
1993-04-14,6.44,,
1993-04-15,6.39,,
1993-04-16,6.56,,
1993-04-19,6.67,,
1993-04-20,6.72,,
1993-04-21,6.61,,
1993-04-22,6.67,,
1993-04-23,6.61,,
1993-04-26,6.47,,
1993-04-27,6.44,,
1993-04-28,6.42,,
1993-04-29,6.44,,
1993-04-30,6.72,,
1993-05-03,6.89,,
1993-05-04,7.33,,
1993-05-05,7.56,,
1993-05-06,7.67,,
1993-05-07,7.33,,
1993-05-10,7.33,,
1993-05-11,7.33,,
1993-05-12,7.36,,
1993-05-13,7.17,,
1993-05-14,7.17,,
1993-05-17,7.44,,
1993-05-18,8.0,,
1993-05-19,8.28,,
1993-05-20,8.22,,
1993-05-21,8.28,,
1993-05-24,8.28,,
1993-05-25,8.11,,
1993-05-26,8.06,,
1993-05-27,8.06,,
1993-05-28,8.11,,
1993-06-01,8.28,,
1993-06-02,8.17,,
1993-06-03,8.17,,
1993-06-04,8.06,,
1993-06-07,8.22,,
1993-06-08,8.28,,
1993-06-09,8.22,,
1993-06-10,8.11,,
1993-06-11,8.11,,
1993-06-14,8.11,,
1993-06-15,8.17,,
1993-06-16,8.17,,
1993-06-17,8.22,,
1993-06-18,8.28,,
1993-06-21,8.28,,
1993-06-22,8.67,,
1993-06-23,8.72,,
1993-06-24,8.72,,
1993-06-25,8.86,,
1993-06-28,8.78,,
1993-06-29,8.67,,
1993-06-30,9.11,,
1993-07-01,9.11,,
1993-07-02,9.11,,
1993-07-06,9.28,,
1993-07-07,9.28,,
1993-07-08,9.22,,
1993-07-09,9.22,,
1993-07-12,8.94,,
1993-07-13,8.61,,
1993-07-14,8.61,,
1993-07-15,8.61,,
1993-07-16,8.0,,
1993-07-19,7.56,,
1993-07-20,8.08,,
1993-07-21,8.22,,
1993-07-22,8.42,,
1993-07-23,8.17,,
1993-07-26,8.17,,
1993-07-27,7.89,,
1993-07-28,7.94,,
1993-07-29,7.72,,
1993-07-30,7.61,,
1993-08-02,7.94,,
1993-08-03,7.92,,
1993-08-04,8.28,,
1993-08-05,8.56,,
1993-08-06,8.33,,
1993-08-09,8.56,,
1993-08-10,8.67,,
1993-08-11,8.67,,
1993-08-12,8.61,,
1993-08-13,8.61,,
1993-08-16,8.72,,
1993-08-17,9.33,,
1993-08-18,9.78,,
1993-08-19,9.5,,
1993-08-20,9.06,,
1993-08-23,8.89,,
1993-08-24,9.0,,
1993-08-25,9.11,,
1993-08-26,8.94,,
1993-08-27,8.61,,
1993-08-30,8.83,,
1993-08-31,8.61,,
1993-09-01,9.06,,
1993-09-02,9.33,,
1993-09-03,9.0,,
1993-09-07,8.89,,
1993-09-08,8.61,,
1993-09-09,8.72,,
1993-09-10,9.17,,
1993-09-13,9.5,,
1993-09-14,9.22,,
1993-09-15,9.28,,
1993-09-16,9.56,,
1993-09-17,9.36,,
1993-09-20,9.0,,
1993-09-21,8.67,,
1993-09-22,8.92,,
1993-09-23,8.78,,
1993-09-24,9.39,,
1993-09-27,9.39,,
1993-09-28,9.22,,
1993-09-29,9.5,,
1993-09-30,9.89,,
1993-10-01,10.0,,
1993-10-04,9.89,,
1993-10-05,10.67,,
1993-10-06,10.83,,
1993-10-07,10.56,,
1993-10-08,10.44,,
1993-10-11,10.44,,
1993-10-12,10.39,,
1993-10-13,10.75,,
1993-10-14,10.72,,
1993-10-15,10.94,,
1993-10-18,10.89,,
1993-10-19,10.89,,
1993-10-20,11.33,,
1993-10-21,11.11,,
1993-10-22,11.44,,
1993-10-25,11.44,,
1993-10-26,11.06,,
1993-10-27,11.17,,
1993-10-28,11.53,,
1993-10-29,11.5,,
1993-11-01,11.67,,
1993-11-02,11.78,,
1993-11-03,11.78,,
1993-11-04,11.72,,
1993-11-05,11.67,,
1993-11-08,11.67,,
1993-11-09,12.22,,
1993-11-10,12.56,,
1993-11-11,12.94,,
1993-11-12,12.78,,
1993-11-15,12.39,,
1993-11-16,12.61,,
1993-11-17,12.28,,
1993-11-18,11.69,,
1993-11-19,11.19,,
1993-11-22,10.61,,
1993-11-23,11.39,,
1993-11-24,11.72,,
1993-11-26,11.56,,
1993-11-29,12.67,,
1993-11-30,12.72,,
1993-12-01,12.72,,
1993-12-02,13.28,,
1993-12-03,12.92,,
1993-12-06,12.81,,
1993-12-07,12.58,,
1993-12-08,12.56,,
1993-12-09,12.14,,
1993-12-10,11.78,,
1993-12-13,11.89,,
1993-12-14,11.94,,
1993-12-15,12.11,,
1993-12-16,12.42,,
1993-12-17,12.61,,
1993-12-20,12.56,,
1993-12-21,12.44,,
1993-12-22,12.25,,
1993-12-23,12.36,,
1993-12-27,12.64,,
1993-12-28,12.47,,
1993-12-29,12.44,,
1993-12-30,12.44,,
1993-12-31,12.58,,
1994-01-03,12.19,,
1994-01-04,11.89,,
1994-01-05,12.06,,
1994-01-06,11.61,,
1994-01-07,11.72,,
1994-01-10,11.83,,
1994-01-11,12.11,,
1994-01-12,12.17,,
1994-01-13,12.22,,
1994-01-14,12.44,,
1994-01-17,12.33,,
1994-01-18,12.33,,
1994-01-19,12.33,,
1994-01-20,11.5,,
1994-01-21,11.0,,
1994-01-24,10.78,,
1994-01-25,10.83,,
1994-01-26,11.14,,
1994-01-27,11.06,,
1994-01-28,10.61,,
1994-01-31,10.67,,
1994-02-01,9.92,,
1994-02-02,9.56,,
1994-02-03,10.5,,
1994-02-04,10.11,,
1994-02-07,10.39,,
1994-02-08,10.17,,
1994-02-09,10.83,,
1994-02-10,11.11,,
1994-02-11,10.86,,
1994-02-14,11.17,,
1994-02-15,10.72,,
1994-02-16,11.5,,
1994-02-17,11.19,,
1994-02-18,10.83,,
1994-02-22,10.61,,
1994-02-23,10.28,,
1994-02-24,10.17,,
1994-02-25,10.0,,
1994-02-28,10.22,,
1994-03-01,10.44,,
1994-03-02,10.11,,
1994-03-03,10.33,,
1994-03-04,11.11,,
1994-03-07,11.11,,
1994-03-08,10.89,,
1994-03-09,10.78,,
1994-03-10,10.83,,
1994-03-11,11.22,,
1994-03-14,12.22,,
1994-03-15,12.44,,
1994-03-16,12.22,,
1994-03-17,11.89,,
1994-03-18,11.31,,
1994-03-21,11.39,,
1994-03-22,10.81,,
1994-03-23,10.72,,
1994-03-24,9.89,,
1994-03-25,8.67,,
1994-03-28,8.25,,
1994-03-29,8.03,,
1994-03-30,7.86,,
1994-03-31,8.78,,
1994-04-04,7.89,,
1994-04-05,8.11,,
1994-04-06,8.28,,
1994-04-07,8.21,,
1994-04-08,8.28,,
1994-04-11,8.25,,
1994-04-12,8.28,,
1994-04-13,8.06,,
1994-04-14,7.78,,
1994-04-15,7.56,,
1994-04-18,6.86,,
1994-04-19,7.11,,
1994-04-20,6.89,,
1994-04-21,7.36,,
1994-04-22,5.83,,
1994-04-25,6.11,,
1994-04-26,6.33,,
1994-04-28,6.31,,
1994-04-29,6.39,,
1994-05-02,6.5,,
1994-05-03,6.39,,
1994-05-04,6.44,,
1994-05-05,6.33,,
1994-05-06,6.33,,
1994-05-09,6.0,,
1994-05-10,6.06,,
1994-05-11,5.94,,
1994-05-12,5.89,,
1994-05-13,5.94,,
1994-05-16,6.11,,
1994-05-17,6.14,,
1994-05-18,6.44,,
1994-05-19,6.39,,
1994-05-20,6.56,,
1994-05-23,6.28,,
1994-05-24,6.67,,
1994-05-25,6.83,,
1994-05-26,6.78,,
1994-05-27,6.78,,
1994-05-31,6.61,,
1994-06-01,6.89,,
1994-06-02,7.14,,
1994-06-03,7.63,,
1994-06-06,7.56,,
1994-06-07,7.56,,
1994-06-08,7.22,,
1994-06-09,7.22,,
1994-06-10,7.5,,
1994-06-13,7.17,,
1994-06-14,7.39,,
1994-06-15,7.25,,
1994-06-16,7.22,,
1994-06-17,7.33,,
1994-06-20,7.28,,
1994-06-21,7.17,,
1994-06-22,7.5,,
1994-06-23,7.39,,
1994-06-24,7.08,,
1994-06-27,7.11,,
1994-06-28,6.92,,
1994-06-29,7.11,,
1994-06-30,7.06,,
1994-07-01,7.22,,
1994-07-05,7.0,,
1994-07-06,6.89,,
1994-07-07,7.22,,
1994-07-08,7.39,,
1994-07-11,7.61,,
1994-07-12,7.78,,
1994-07-13,7.94,,
1994-07-14,8.22,,
1994-07-15,8.14,,
1994-07-18,8.22,,
1994-07-19,8.28,,
1994-07-20,8.17,,
1994-07-21,8.06,,
1994-07-22,7.83,,
1994-07-25,7.61,,
1994-07-26,7.61,,
1994-07-27,7.64,,
1994-07-28,7.78,,
1994-07-29,7.94,,
1994-08-01,7.89,,
1994-08-02,8.06,,
1994-08-03,8.0,,
1994-08-04,7.83,,
1994-08-05,8.0,,
1994-08-08,8.0,,
1994-08-09,8.06,,
1994-08-10,8.56,,
1994-08-11,8.39,,
1994-08-12,8.48,,
1994-08-15,8.56,,
1994-08-16,8.64,,
1994-08-17,8.72,,
1994-08-18,8.72,,
1994-08-19,8.64,,
1994-08-22,8.61,,
1994-08-23,8.72,,
1994-08-24,8.72,,
1994-08-25,8.56,,
1994-08-26,8.89,,
1994-08-29,8.72,,
1994-08-30,8.72,,
1994-08-31,8.72,,
1994-09-01,8.83,,
1994-09-02,8.83,,
1994-09-06,8.72,,
1994-09-07,8.83,,
1994-09-08,8.83,,
1994-09-09,8.61,,
1994-09-12,8.61,,
1994-09-13,8.11,,
1994-09-14,8.33,,
1994-09-15,8.31,,
1994-09-16,8.17,,
1994-09-19,8.33,,
1994-09-20,8.28,,
1994-09-21,8.03,,
1994-09-22,7.81,,
1994-09-23,7.67,,
1994-09-26,7.67,,
1994-09-27,7.89,,
1994-09-28,8.22,,
1994-09-29,8.17,,
1994-09-30,8.17,,
1994-10-03,8.0,,
1994-10-04,7.67,,
1994-10-05,8.22,,
1994-10-06,8.11,,
1994-10-07,8.0,,
1994-10-10,8.11,,
1994-10-11,8.06,,
1994-10-12,8.0,,
1994-10-13,8.0,,
1994-10-14,8.06,,
1994-10-17,7.94,,
1994-10-18,7.89,,
1994-10-19,7.89,,
1994-10-20,8.0,,
1994-10-21,7.89,,
1994-10-24,8.06,,
1994-10-25,7.89,,
1994-10-26,8.06,,
1994-10-27,8.44,,
1994-10-28,8.56,,
1994-10-31,8.94,,
1994-11-01,8.83,,
1994-11-02,9.39,,
1994-11-03,9.19,,
1994-11-04,9.22,,
1994-11-07,9.06,,
1994-11-08,8.94,,
1994-11-09,9.03,,
1994-11-10,9.0,,
1994-11-11,9.0,,
1994-11-14,9.11,,
1994-11-15,9.08,,
1994-11-16,8.92,,
1994-11-17,8.78,,
1994-11-18,8.72,,
1994-11-21,8.56,,
1994-11-22,8.0,,
1994-11-23,8.11,,
1994-11-25,8.28,,
1994-11-28,8.72,,
1994-11-29,8.72,,
1994-11-30,8.33,,
1994-12-01,8.33,,
1994-12-02,8.28,,
1994-12-05,8.33,,
1994-12-06,8.17,,
1994-12-07,8.11,,
1994-12-08,7.81,,
1994-12-09,7.83,,
1994-12-12,7.64,,
1994-12-13,7.78,,
1994-12-14,7.61,,
1994-12-15,8.22,,
1994-12-16,8.11,,
1994-12-19,8.06,,
1994-12-20,8.11,,
1994-12-21,7.89,,
1994-12-22,7.92,,
1994-12-23,8.08,,
1994-12-27,8.44,,
1994-12-28,8.44,,
1994-12-29,8.75,,
1994-12-30,8.68,,
1995-01-03,8.33,,
1995-01-04,8.22,,
1995-01-05,8.22,,
1995-01-06,8.22,,
1995-01-09,8.31,,
1995-01-10,8.28,,
1995-01-11,8.5,,
1995-01-12,8.56,,
1995-01-13,8.28,,
1995-01-16,8.28,,
1995-01-17,8.44,,
1995-01-18,8.89,,
1995-01-19,9.17,,
1995-01-20,9.17,,
1995-01-23,9.0,,
1995-01-24,8.89,,
1995-01-25,8.72,,
1995-01-26,8.72,,
1995-01-27,8.72,,
1995-01-30,9.0,,
1995-01-31,8.89,,
1995-02-01,9.17,,
1995-02-02,9.22,,
1995-02-03,9.5,,
1995-02-06,9.28,,
1995-02-07,9.17,,
1995-02-08,9.19,,
1995-02-09,9.42,,
1995-02-10,9.39,,
1995-02-13,9.28,,
1995-02-14,9.44,,
1995-02-15,9.39,,
1995-02-16,9.39,,
1995-02-17,9.11,,
1995-02-21,8.36,,
1995-02-22,8.78,,
1995-02-23,8.44,,
1995-02-24,8.39,,
1995-02-27,8.06,,
1995-02-28,8.08,,
1995-03-01,8.28,,
1995-03-02,8.22,,
1995-03-03,8.5,,
1995-03-06,8.33,,
1995-03-07,8.28,,
1995-03-08,8.44,,
1995-03-09,8.44,,
1995-03-10,8.47,,
1995-03-13,8.47,,
1995-03-14,8.72,,
1995-03-15,8.78,,
1995-03-16,8.78,,
1995-03-17,8.94,,
1995-03-20,8.78,,
1995-03-21,8.81,,
1995-03-22,8.94,,
1995-03-23,9.22,,
1995-03-24,9.0,,
1995-03-27,9.0,,
1995-03-28,9.0,,
1995-03-29,9.0,,
1995-03-30,9.06,,
1995-03-31,9.11,,
1995-04-03,9.14,,
1995-04-04,8.83,,
1995-04-05,8.67,,
1995-04-06,8.97,,
1995-04-07,9.56,,
1995-04-10,9.53,,
1995-04-11,10.11,,
1995-04-12,10.06,,
1995-04-13,9.99,,
1995-04-17,10.06,,
1995-04-18,10.0,,
1995-04-19,10.11,,
1995-04-20,10.17,,
1995-04-21,10.33,,
1995-04-24,10.28,,
1995-04-25,10.28,,
1995-04-26,10.06,,
1995-04-27,10.11,,
1995-04-28,10.19,,
1995-05-01,10.11,,
1995-05-02,10.17,,
1995-05-03,10.19,,
1995-05-04,10.0,,
1995-05-05,10.0,,
1995-05-08,10.0,,
1995-05-09,9.78,,
1995-05-10,9.83,,
1995-05-11,9.72,,
1995-05-12,9.89,,
1995-05-15,9.94,,
1995-05-16,9.92,,
1995-05-17,10.06,,
1995-05-18,10.0,,
1995-05-19,9.89,,
1995-05-22,10.22,,
1995-05-23,10.08,,
1995-05-24,10.06,,
1995-05-25,10.06,,
1995-05-26,10.11,,
1995-05-30,10.17,,
1995-05-31,10.0,,
1995-06-01,10.17,,
1995-06-02,10.11,,
1995-06-05,10.78,,
1995-06-06,11.0,,
1995-06-07,10.83,,
1995-06-08,11.0,,
1995-06-09,10.72,,
1995-06-12,10.78,,
1995-06-13,10.94,,
1995-06-14,11.31,,
1995-06-15,11.31,,
1995-06-16,11.33,,
1995-06-19,11.53,,
1995-06-20,12.0,,
1995-06-21,11.89,,
1995-06-22,12.06,,
1995-06-23,11.89,,
1995-06-26,11.78,,
1995-06-27,11.67,,
1995-06-28,11.61,,
1995-06-29,11.72,,
1995-06-30,11.83,,
1995-07-03,12.17,,
1995-07-05,12.19,,
1995-07-06,12.56,,
1995-07-07,13.17,,
1995-07-10,12.81,,
1995-07-11,12.83,,
1995-07-12,12.97,,
1995-07-13,12.81,,
1995-07-14,13.39,,
1995-07-17,13.22,,
1995-07-18,13.06,,
1995-07-19,12.58,,
1995-07-20,12.11,,
1995-07-21,12.17,,
1995-07-24,12.56,,
1995-07-25,13.22,,
1995-07-26,13.33,,
1995-07-27,13.56,,
1995-07-28,13.61,,
1995-07-31,13.94,,
1995-08-01,13.94,,
1995-08-02,14.22,,
1995-08-03,13.92,,
1995-08-04,13.89,,
1995-08-07,13.89,,
1995-08-08,13.89,,
1995-08-09,13.78,,
1995-08-10,13.33,,
1995-08-11,13.11,,
1995-08-14,13.11,,
1995-08-15,13.11,,
1995-08-16,12.83,,
1995-08-17,12.82,,
1995-08-18,12.72,,
1995-08-21,12.74,,
1995-08-22,12.78,,
1995-08-23,13.33,,
1995-08-24,13.44,,
1995-08-25,13.5,,
1995-08-28,13.22,,
1995-08-29,12.97,,
1995-08-30,13.17,,
1995-08-31,12.94,,
1995-09-01,13.0,,
1995-09-05,13.19,,
1995-09-06,13.25,,
1995-09-07,13.11,,
1995-09-08,13.11,,
1995-09-11,13.28,,
1995-09-12,13.22,,
1995-09-13,13.61,,
1995-09-14,13.78,,
1995-09-15,13.39,,
1995-09-18,13.5,,
1995-09-19,13.78,,
1995-09-20,13.72,,
1995-09-21,13.67,,
1995-09-22,13.44,,
1995-09-25,13.11,,
1995-09-26,12.33,,
1995-09-27,12.11,,
1995-09-28,11.83,,
1995-09-29,11.83,,
1995-10-02,11.44,,
1995-10-03,11.44,,
1995-10-04,11.11,,
1995-10-05,11.0,,
1995-10-06,11.11,,
1995-10-09,10.39,,
1995-10-10,10.39,,
1995-10-11,10.72,,
1995-10-12,11.0,,
1995-10-13,11.97,,
1995-10-16,12.61,,
1995-10-17,12.78,,
1995-10-18,12.89,,
1995-10-19,12.67,,
1995-10-20,12.89,,
1995-10-23,12.56,,
1995-10-24,12.72,,
1995-10-25,12.56,,
1995-10-26,12.39,,
1995-10-27,12.28,,
1995-10-30,12.67,,
1995-10-31,13.22,,
1995-11-01,13.11,,
1995-11-02,12.94,,
1995-11-03,13.0,,
1995-11-06,12.89,,
1995-11-07,12.44,,
1995-11-08,12.44,,
1995-11-09,12.58,,
1995-11-10,13.0,,
