date,CB,dcf,Deviation
2003-11-14,34.88,36.3542852385249,-0.04055327257438657
2003-11-17,34.79,36.0342852385249,-0.03453059302518413
2003-11-18,34.47,35.914285238524904,-0.040214784421649385
2003-11-19,34.35,35.7142852385249,-0.03819998718757078
2003-11-20,34.15,35.8342852385249,-0.047002060381942545
2003-11-21,34.27,36.0842852385249,-0.05027909591480284
2003-11-24,34.52,37.4042852385249,-0.07711109088522827
2003-11-25,35.84,37.8142852385249,-0.052210037187573555
2003-11-26,36.25,38.0142852385249,-0.04641111170326351
2003-11-28,36.45,38.6342852385249,-0.05653748283524085
2003-12-01,37.07,39.8842852385249,-0.07056125543417124
2003-12-02,38.32,39.5642852385249,-0.03144970851927098
2003-12-03,38.0,39.8642852385249,-0.046765801202005575
2003-12-04,38.3,40.274285238524904,-0.04902098763099527
2003-12-05,38.71,40.5442852385249,-0.045241523626169955
2003-12-08,38.98,40.3642852385249,-0.03429480369452198
2003-12-09,38.8,39.7642852385249,-0.02425003323310515
2003-12-10,38.2,40.0642852385249,-0.046532347386850303
2003-12-11,38.5,40.3342852385249,-0.045477073107344945
2003-12-12,38.77,39.6742852385249,-0.022792729171761117
2003-12-15,38.11,39.844285238524904,-0.04352657421617012
2003-12-16,38.28,40.1042852385249,-0.045488536391429246
2003-12-17,38.54,40.2142852385249,-0.04163409168145438
2003-12-18,38.65,41.2042852385249,-0.06199076682773563
2003-12-19,39.64,41.694285238524905,-0.049270187191667536
2003-12-22,40.13,42.024285238524904,-0.04507596566540417
2003-12-23,40.46,42.6542852385249,-0.05144348864960102
2003-12-24,41.09,42.6542852385249,-0.03667357757321066
2003-12-26,41.09,42.7142852385249,-0.03802674513817972
2003-12-29,41.15,42.8542852385249,-0.03976930729421646
2003-12-30,41.29,42.984285238524905,-0.03941638738723041
2003-12-31,41.42,,
2004-01-02,41.15,,
2004-01-05,41.5,,
2004-01-06,41.38,,
2004-01-07,41.2,,
2004-01-08,41.93,,
2004-01-09,42.1,,
2004-01-12,42.96,,
2004-01-13,43.06,,
2004-01-14,43.4,129.68854302623495,-0.6653520890336433
2004-01-15,43.31,,
2004-01-16,43.69,129.16854302623494,-0.6617597522089702
2004-01-20,42.79,,
2004-01-21,43.59,129.39854302623496,-0.6631337650288509
2004-01-22,43.02,129.04854302623494,-0.6666370732193834
2004-01-23,42.67,,
2004-01-26,43.36,129.61854302623493,-0.6654799615266167
2004-01-27,43.24,129.28854302623495,-0.6655542789183893
2004-01-28,42.91,,
2004-01-29,42.45,,
2004-01-30,43.42,129.96854302623495,-0.6659191602137495
2004-02-02,43.59,130.22854302623495,-0.6652807519222674
2004-02-03,43.85,129.83854302623496,-0.6622728584443547
2004-02-04,43.46,,
2004-02-05,45.05,130.97854302623495,-0.6560505334757274
2004-02-06,44.6,130.95854302623496,-0.6594342074265038
2004-02-09,44.58,130.72854302623495,-0.6589880146445634
2004-02-10,44.35,131.04854302623494,-0.6615757872934043
2004-02-11,44.67,131.45854302623496,-0.6601970554999588
2004-02-12,45.08,131.51854302623497,-0.6572346456802858
2004-02-13,45.14,131.17854302623493,-0.6558888446338951
2004-02-17,44.8,131.07854302623494,-0.6582201864188144
2004-02-18,44.7,130.64854302623496,-0.6578607080905297
2004-02-19,44.27,130.85854302623494,-0.6616957595873232
2004-02-20,44.48,130.54854302623494,-0.659283826774985
2004-02-23,44.17,130.20854302623496,-0.6607749463020991
2004-02-24,43.83,129.93854302623495,-0.6626866903444454
2004-02-25,43.56,130.13854302623494,-0.6652797934642727
2004-02-26,43.76,,
2004-02-27,44.96,130.97854302623495,-0.6567376689249435
2004-03-01,44.6,130.87854302623495,-0.6592260353092423
2004-03-02,44.5,131.62854302623495,-0.6619274286798823
2004-03-03,45.25,131.39854302623496,-0.6556278406301248
2004-03-04,45.02,131.48854302623494,-0.6576127549681838
2004-03-05,45.11,131.38854302623494,-0.6566671723348612
2004-03-08,45.01,130.81854302623495,-0.6559356268707757
2004-03-09,44.44,130.28854302623495,-0.6589109144381824
2004-03-10,43.91,129.26854302623497,-0.660319525755864
2004-03-11,42.89,,
2004-03-12,44.18,128.91854302623494,-0.6573029840167417
2004-03-15,42.54,,
2004-03-16,42.72,,
2004-03-17,43.34,129.18854302623495,-0.6645213345954468
2004-03-18,42.81,,
2004-03-19,42.46,,
2004-03-22,41.99,,
2004-03-23,42.2,,
2004-03-24,41.65,,
2004-03-25,42.25,,
2004-03-26,42.34,,
2004-03-29,43.04,,
2004-03-30,42.91,,
2004-03-31,42.66,45.203260023501244,-0.0562627567608841
2004-04-01,43.06,46.18326002350124,-0.06762753478017591
2004-04-02,44.04,47.06326002350124,-0.06423821940918595
2004-04-05,44.92,46.99326002350124,-0.044118242115239625
2004-04-06,44.85,46.97326002350125,-0.04520146190489982
2004-04-07,44.83,47.14326002350124,-0.04906873267457679
2004-04-08,45.0,47.88326002350124,-0.060214363476633226
2004-04-12,45.74,47.53326002350124,-0.037726426140656466
2004-04-13,45.39,45.953260023501244,-0.012257237532509846
2004-04-14,43.81,45.42326002350125,-0.03551616556509973
2004-04-15,43.28,45.49326002350124,-0.048650284071924066
2004-04-16,43.35,45.39326002350124,-0.04501240982567445
2004-04-19,43.25,44.50326002350124,-0.02816108354397906
2004-04-20,42.36,44.64326002350124,-0.0511445629709677
2004-04-21,42.5,45.64326002350124,-0.0688658089251909
2004-04-22,43.5,45.24326002350124,-0.03853082254894369
2004-04-23,43.1,44.79326002350125,-0.037801669773819935
2004-04-26,42.65,45.35326002350125,-0.059604536081870885
2004-04-27,43.21,46.54326002350125,-0.07161638488189637
2004-04-28,44.4,46.86326002350124,-0.05256271164801496
2004-04-29,44.72,45.98326002350125,-0.027472171891588903
2004-04-30,43.84,45.94326002350124,-0.04577951199861219
2004-05-03,43.8,45.54326002350125,-0.0382770144825314
2004-05-04,43.4,45.35326002350125,-0.043067687361153406
2004-05-05,43.21,45.03326002350124,-0.04048696502428972
2004-05-06,42.89,43.97326002350125,-0.024634517043364612
2004-05-07,41.83,42.92326002350125,-0.025470106951398175
2004-05-10,40.78,43.76326002350124,-0.06816813971123725
2004-05-11,41.62,43.343260023501244,-0.039758431243216874
2004-05-12,41.2,43.54326002350125,-0.05381452886707461
2004-05-13,41.4,43.523260023501244,-0.04878448954317183
2004-05-14,41.38,42.85326002350125,-0.03437918195006151
2004-05-17,40.71,42.76326002350124,-0.048014581263749245
2004-05-18,40.62,42.53326002350124,-0.044982679964905015
2004-05-19,40.39,41.80326002350124,-0.03380741173551349
2004-05-20,39.66,43.32326002350124,-0.08455642584408618
2004-05-21,41.18,43.38326002350124,-0.050785948826983285
2004-05-24,41.24,43.87326002350124,-0.06001970270936552
2004-05-25,41.73,43.83326002350124,-0.047983198657220005
2004-05-26,41.69,43.64326002350124,-0.044755135671566304
2004-05-27,41.5,43.32326002350124,-0.04208501443594481
2004-05-28,41.18,43.94326002350124,-0.06288245391951852
2004-06-01,41.8,43.94326002350124,-0.04877335050597087
2004-06-02,41.8,44.04326002350125,-0.05093310582150956
2004-06-03,41.9,44.41326002350125,-0.05658805550800283
2004-06-04,42.27,45.14326002350124,-0.06364759705004563
2004-06-07,43.0,45.04326002350125,-0.0453621701101381
2004-06-08,42.9,44.56326002350124,-0.03732357153906818
2004-06-09,42.42,44.12326002350124,-0.03860231593481611
2004-06-10,41.98,43.87326002350124,-0.04315293694808853
2004-06-14,41.73,43.90326002350124,-0.049501108171418395
2004-06-15,41.76,44.15326002350124,-0.054203472681912834
2004-06-16,42.01,44.72326002350125,-0.06066776040198052
2004-06-17,42.58,44.54326002350125,-0.044075355563679475
2004-06-18,42.4,44.80326002350124,-0.05364029363578959
2004-06-21,42.66,44.76326002350124,-0.04698630131936343
2004-06-22,42.62,44.90326002350124,-0.050848424419657756
2004-06-23,42.76,44.99326002350124,-0.049635434781448384
2004-06-24,42.85,44.843260023501244,-0.04444948967708018
2004-06-25,42.7,44.47326002350125,-0.039872499172855624
2004-06-28,42.33,44.33326002350124,-0.04518639104002964
2004-06-29,42.19,44.42326002350125,-0.05027231280009148
2004-06-30,42.28,44.3563609952663,-0.046810895859736745
2004-07-01,42.05,44.2063609952663,-0.048779427818028576
2004-07-02,41.9,43.6663609952663,-0.0404512983222437
2004-07-06,41.36,43.4963609952663,-0.04911585581834765
2004-07-07,41.19,43.9263609952663,-0.062294279181496215
2004-07-08,41.62,44.2363609952663,-0.059145032195263125
2004-07-09,41.93,44.4863609952663,-0.057463926877235894
2004-07-12,42.18,44.866360995266305,-0.05987472430736551
2004-07-13,42.56,44.7863609952663,-0.04971069195600897
2004-07-14,42.48,44.9463609952663,-0.05487343003198997
2004-07-15,42.64,44.586360995266304,-0.043653730688471004
2004-07-16,42.28,44.2363609952663,-0.044225179269959614
2004-07-19,41.93,42.6663609952663,-0.01725858447004658
2004-07-20,40.36,41.8863609952663,-0.03644052524493113
2004-07-21,39.58,41.396360995266306,-0.04387731074898127
2004-07-22,39.09,40.9563609952663,-0.04556950251224734
2004-07-23,38.65,41.7563609952663,-0.0743925217913135
2004-07-26,39.45,41.8763609952663,-0.05794106597611426
2004-07-27,39.57,42.2463609952663,-0.06335127883715674
2004-07-28,39.94,42.3163609952663,-0.05615702625119712
2004-07-29,40.01,42.896360995266306,-0.06728684970701415
2004-07-30,40.59,42.2363609952663,-0.038979707448063894
2004-08-02,39.93,41.7363609952663,-0.04328027054086436
2004-08-03,39.43,41.906360995266304,-0.05909272331105131
2004-08-04,39.6,41.016360995266304,-0.03453161033544061
2004-08-05,38.71,40.7363609952663,-0.0497432992481035
2004-08-06,38.43,40.586360995266304,-0.05313018813186543
2004-08-09,38.28,40.8763609952663,-0.06351742014331885
2004-08-10,38.57,40.936360995266305,-0.05780584638531838
2004-08-11,38.63,40.6063609952663,-0.048671216696731134
2004-08-12,38.3,40.586360995266304,-0.056333234594078796
2004-08-13,38.28,41.406360995266304,-0.07550436503279578
2004-08-16,39.1,41.1963609952663,-0.050887043045068636
2004-08-17,38.89,41.586360995266304,-0.06483762778794766
2004-08-18,39.28,41.7363609952663,-0.058854220557103654
2004-08-19,39.43,41.586360995266304,-0.051852601277417865
2004-08-20,39.28,41.3063609952663,-0.04905687517471036
2004-08-23,39.0,41.4863609952663,-0.05993200983691971
2004-08-24,39.18,41.5363609952663,-0.05673007790775997
2004-08-25,39.23,41.2863609952663,-0.04980727159514198
2004-08-26,38.98,41.326360995266306,-0.0567763756294698
2004-08-27,39.02,41.1063609952663,-0.0507551859311155
2004-08-30,38.8,40.8563609952663,-0.05033147703743257
2004-08-31,38.55,39.826360995266306,-0.032048145082047896
2004-09-01,37.52,40.7163609952663,-0.07850311071851201
2004-09-02,38.41,41.2563609952663,-0.06899205180972912
2004-09-03,38.95,41.5563609952663,-0.0627187013695254
2004-09-07,39.25,41.156360995266304,-0.04631996000534566
2004-09-08,38.85,41.0563609952663,-0.05373980893047703
2004-09-09,38.75,41.156360995266304,-0.058468750323748875
2004-09-10,38.85,41.6663609952663,-0.06759315975749036
2004-09-13,39.36,41.896360995266306,-0.060538933096191294
2004-09-14,39.59,42.1063609952663,-0.05976201542444359
2004-09-15,39.8,42.476360995266305,-0.06300824582323727
2004-09-16,40.17,42.266360995266304,-0.04959880495747171
2004-09-17,39.96,42.1263609952663,-0.05142530577254789
2004-09-20,39.82,42.1263609952663,-0.054748640537108484
2004-09-21,39.82,41.5563609952663,-0.04178327826789485
2004-09-22,39.25,41.576360995266306,-0.05595393487013389
2004-09-23,39.27,41.4963609952663,-0.053651957469722955
2004-09-24,39.19,40.686360995266305,-0.03677795110357507
2004-09-27,38.38,41.2463609952663,-0.06949366989236361
2004-09-28,38.94,41.156360995266304,-0.05385221000275575
2004-09-29,38.85,42.366360995266305,-0.08299889140016525
2004-09-30,40.06,43.24631242606939,-0.07367824555021807
2004-10-01,41.1,44.51631242606938,-0.07674293399173693
2004-10-04,42.37,44.42631242606939,-0.046285912869571066
2004-10-05,42.28,44.42631242606939,-0.04831173934683641
2004-10-06,42.28,43.87631242606938,-0.036382100906021564
2004-10-07,41.73,43.186312426069385,-0.0337216202138686
2004-10-08,41.04,42.646312426069386,-0.0376659161059717
2004-10-11,40.5,42.51631242606938,-0.04742444278476643
2004-10-12,40.37,42.45631242606939,-0.04914021748126052
2004-10-13,40.31,38.616312426069385,0.043859381373432926
2004-10-14,36.47,37.12631242606938,-0.017677824248673146
2004-10-15,34.98,37.52631242606939,-0.0678540539011363
2004-10-18,35.38,35.296312426069385,0.002371000486407926
2004-10-19,33.15,36.146312426069386,-0.08289400010575887
2004-10-20,34.0,36.156312426069384,-0.05963861581510843
2004-10-21,34.01,36.69631242606939,-0.07320387931298
2004-10-22,34.55,36.936312426069385,-0.06460613605772803
2004-10-25,34.79,39.326312426069386,-0.11535056673816857
2004-10-26,37.18,39.24631242606939,-0.052649849077204935
2004-10-27,37.1,40.12631242606938,-0.07541964967862924
2004-10-28,37.98,40.20631242606939,-0.055372211270632965
2004-10-29,38.06,40.42631242606939,-0.05853396671776179
2004-11-01,38.28,40.09631242606939,-0.04529873986338151
2004-11-02,37.95,40.646312426069386,-0.06633596666299413
2004-11-03,38.5,41.166312426069396,-0.06476928024237849
2004-11-04,39.02,41.23631242606939,-0.05374662028868138
2004-11-05,39.09,41.38631242606939,-0.05548482798923948
2004-11-08,39.24,41.53631242606939,-0.05528445574355201
2004-11-09,39.39,41.296312426069385,-0.04616180753383625
2004-11-10,39.15,41.53631242606939,-0.05745123451478251
2004-11-11,39.39,41.34631242606939,-0.04731528185415412
2004-11-12,39.2,41.436312426069385,-0.053969870751877536
2004-11-15,39.29,40.866312426069385,-0.03857241655755139
2004-11-16,38.72,40.84631242606939,-0.05205641096532154
2004-11-17,38.7,41.086312426069384,-0.0580804721855559
2004-11-18,38.94,41.13631242606939,-0.05339108676832971
2004-11-19,38.99,41.586312426069384,-0.06243189825221962
2004-11-22,39.44,41.75631242606939,-0.055472149993380904
2004-11-23,39.61,42.34631242606939,-0.06461749014974094
2004-11-24,40.2,42.326312426069386,-0.05023618416518982
2004-11-26,40.18,42.546312426069385,-0.05561733299874594
2004-11-29,40.4,42.56631242606939,-0.05089264967060314
2004-11-30,40.42,43.156312426069384,-0.0634046857167635
2004-12-01,41.01,43.34631242606939,-0.053898758517328504
2004-12-02,41.2,43.186312426069385,-0.045994027146210925
2004-12-03,41.04,42.88631242606939,-0.04305132154349245
2004-12-06,40.74,42.216312426069386,-0.03497018903900595
2004-12-07,40.07,41.936312426069385,-0.04450349394357345
2004-12-08,39.79,42.586312426069384,-0.06566223433700291
2004-12-09,40.44,42.75631242606939,-0.05417474741477224
2004-12-10,40.61,43.34631242606939,-0.06312676379879811
2004-12-13,41.2,44.22631242606939,-0.06842787155561081
2004-12-14,42.08,43.94631242606939,-0.042468009783734995
2004-12-15,41.8,43.84631242606939,-0.04667011460814963
2004-12-16,41.7,44.59631242606939,-0.0649451102234253
2004-12-17,42.45,44.34631242606939,-0.042761445593267
2004-12-20,42.2,44.116312426069385,-0.043437729055001095
2004-12-21,41.97,44.646312426069386,-0.059944758718900704
2004-12-22,42.5,44.296312426069385,-0.04055218883213885
2004-12-23,42.15,44.03631242606939,-0.04283538566577827
2004-12-27,41.89,44.70631242606939,-0.06299585613836323
2004-12-28,42.56,44.45631242606939,-0.04265563926884275
2004-12-29,42.31,44.77631242606939,-0.05508074007080277
2004-12-30,42.63,44.896312426069386,-0.050478810031476695
2004-12-31,42.75,44.15828602859147,-0.03189177287541545
2005-01-03,42.33,44.04828602859147,-0.03900914617826767
2005-01-04,42.22,44.01828602859147,-0.040853158785497
2005-01-05,42.19,44.48828602859147,-0.05166047590852163
2005-01-06,42.66,44.32828602859147,-0.037634796606289767
2005-01-07,42.5,44.00828602859147,-0.034272773713831084
2005-01-10,42.18,44.36828602859147,-0.049320950265721586
2005-01-11,42.54,44.58828602859147,-0.04593776103611702
2005-01-12,42.76,44.21828602859147,-0.03297925269307245
2005-01-13,42.39,44.32828602859147,-0.04372571561511063
2005-01-14,42.5,45.348286028591474,-0.06280912197642197
2005-01-18,43.52,45.67828602859147,-0.04724971570169101
2005-01-19,43.85,45.50828602859147,-0.03643921081865442
2005-01-20,43.68,44.65828602859147,-0.021906036160123654
2005-01-21,42.83,44.05828602859147,-0.027878661185193998
2005-01-24,42.23,44.42828602859147,-0.04947942459848187
2005-01-25,42.6,44.99828602859147,-0.05329727507993576
2005-01-26,43.17,44.57828602859147,-0.03159130047503911
2005-01-27,42.75,43.95828602859147,-0.027487105111549948
2005-01-28,42.13,45.22828602859147,-0.06850328192036415
2005-01-31,43.4,45.69828602859147,-0.050292608942784645
2005-02-01,43.87,45.82828602859147,-0.042730946284347926
2005-02-02,44.0,46.348286028591474,-0.05066608131189265
2005-02-03,44.52,47.80828602859147,-0.06878067175687752
2005-02-04,45.98,47.81828602859148,-0.038443160164551626
2005-02-07,45.99,47.47828602859147,-0.03134666714159018
2005-02-08,45.65,47.61828602859148,-0.04133466768227778
2005-02-09,45.79,47.88828602859148,-0.04381626912557923
2005-02-10,46.06,49.07828602859147,-0.06149941802843539
2005-02-11,47.25,48.63828602859148,-0.02854307053039229
2005-02-14,46.81,48.668286028591474,-0.03818268897942645
2005-02-15,46.84,47.73828602859147,-0.01881688898619993
2005-02-16,45.91,47.08828602859147,-0.0250229118102967
2005-02-17,45.26,46.73828602859147,-0.03162901668424789
2005-02-18,44.91,45.87828602859147,-0.021105540603413853
2005-02-22,44.05,46.30828602859147,-0.048766348795487025
2005-02-23,44.48,46.49828602859147,-0.043405600527951615
2005-02-24,44.67,46.80828602859147,-0.045681784359405064
2005-02-25,44.98,46.28828602859147,-0.02826386848247886
2005-02-28,44.46,46.668286028591474,-0.04731877290797781
2005-03-01,44.84,46.87828602859147,-0.04348038721697922
2005-03-02,45.05,47.04828602859147,-0.04247308876198175
2005-03-03,45.22,47.44828602859147,-0.04696241350527908
2005-03-04,45.62,47.668286028591474,-0.04296957577545191
2005-03-07,45.84,47.56828602859148,-0.03633273705831386
2005-03-08,45.74,47.24828602859147,-0.03192255540611055
2005-03-09,45.42,47.29828602859147,-0.039711503022668904
2005-03-10,45.47,47.45828602859147,-0.041895445347386207
2005-03-11,45.63,47.25828602859147,-0.03445503773891312
2005-03-14,45.43,46.15828602859147,-0.015778012817467935
2005-03-15,44.33,46.44828602859147,-0.045605257151739687
2005-03-16,44.62,45.71828602859147,-0.024022904706108683
2005-03-17,43.89,44.87828602859147,-0.02202147443781255
2005-03-18,43.05,44.65828602859147,-0.03601316063858351
2005-03-21,42.83,43.68828602859147,-0.019645678661547206
2005-03-22,41.86,43.67828602859147,-0.0416290608885439
2005-03-23,41.85,43.528286028591474,-0.038556216697553714
2005-03-24,41.7,44.07828602859147,-0.053955955253087384
2005-03-28,42.25,43.98828602859147,-0.03951702113289024
2005-03-29,42.16,43.82828602859147,-0.03806414030206806
2005-03-30,42.0,43.098286028591474,-0.025483287847290925
2005-03-31,41.27,41.90547461134796,-0.015164477129579468
2005-04-01,39.93,43.22547461134796,-0.07623917703572891
2005-04-04,41.25,43.12547461134796,-0.043488787735090906
2005-04-05,41.15,43.285474611347965,-0.04933467012946002
2005-04-06,41.31,43.26547461134796,-0.04519711453332964
2005-04-07,41.29,42.175474611347965,-0.020995012374080413
2005-04-08,40.2,42.22547461134796,-0.047968072117385296
2005-04-11,40.25,42.815474611347966,-0.05991933137809957
2005-04-12,40.84,42.035474611347965,-0.028439660129952027
2005-04-13,40.06,41.325474611347964,-0.030622143441770944
2005-04-14,39.35,41.26547461134796,-0.04641833468265033
2005-04-15,39.29,41.26547461134796,-0.04787233468059304
2005-04-18,39.29,41.495474611347966,-0.053149762281422985
2005-04-19,39.52,40.675474611347965,-0.02840715744286848
2005-04-20,38.7,41.83547461134796,-0.0749477480649271
2005-04-21,39.86,41.995474611347966,-0.05085011256834138
2005-04-22,40.02,41.76547461134796,-0.0417922848379102
2005-04-25,39.79,41.59547461134796,-0.0434055538064565
2005-04-26,39.62,43.465474611347965,-0.08847193423591404
2005-04-27,41.49,43.63547461134796,-0.04916812823642347
2005-04-28,41.66,44.93547461134796,-0.07289284556751474
2005-04-29,42.96,44.925474611347965,-0.043749668275101405
2005-05-02,42.95,44.965474611347965,-0.044822714066034
2005-05-03,42.99,46.12547461134796,-0.06797706988963015
2005-05-04,44.15,45.465474611347965,-0.028933484640664697
2005-05-05,43.49,45.355474611347965,-0.04113008688219566
2005-05-06,43.38,45.70547461134796,-0.0508795637967312
2005-05-09,43.73,44.62547461134796,-0.02006644453973494
2005-05-10,42.65,44.59547461134796,-0.04362493343333329
2005-05-11,42.62,44.51547461134796,-0.042580128099201864
2005-05-12,42.54,43.785474611347965,-0.028444926597305242
2005-05-13,41.81,44.59547461134796,-0.06246092536571313
2005-05-16,42.62,45.48547461134796,-0.06299757528820138
2005-05-17,43.51,45.395474611347964,-0.04153441785751555
2005-05-18,43.42,45.535474611347965,-0.0464577261882928
2005-05-19,43.56,45.33547461134796,-0.03916303130316279
2005-05-20,43.36,45.295474611347956,-0.0427299775077985
2005-05-23,43.32,45.175474611347965,-0.04107260913827515
2005-05-24,43.2,45.16547461134796,-0.043517191577438386
2005-05-25,43.19,45.425474611347965,-0.04921191535089675
2005-05-26,43.45,45.37547461134796,-0.042434258326554564
2005-05-27,43.4,45.19547461134796,-0.03972686705445383
2005-05-31,43.22,45.66547461134796,-0.053551936822315516
2005-06-01,43.69,45.62547461134796,-0.04242092006351583
2005-06-02,43.65,45.245474611347966,-0.03526263399937479
2005-06-03,43.27,45.645474611347964,-0.052041842736309074
2005-06-06,43.67,46.425474611347965,-0.05935264279828023
2005-06-07,44.45,46.425474611347965,-0.04255152215213087
2005-06-08,44.45,46.72547461134796,-0.048698801462689234
2005-06-09,44.75,46.66547461134796,-0.04104693303348861
2005-06-10,44.69,46.88547461134796,-0.04682632797358055
2005-06-13,44.91,47.745474611347966,-0.05938729553803712
2005-06-14,45.77,47.44547461134796,-0.035313686396283184
2005-06-15,45.47,47.87547461134796,-0.05024440239758565
2005-06-16,45.9,47.87547461134796,-0.04126276819989405
2005-06-17,45.9,47.37547461134796,-0.031144270816329533
2005-06-20,45.4,47.66547461134796,-0.047528628002134865
2005-06-21,45.69,47.315474611347966,-0.03435397456539768
2005-06-22,45.34,46.47547461134796,-0.02443169479910401
2005-06-23,44.5,45.815474611347966,-0.02871245190641636
2005-06-24,43.84,46.035474611347965,-0.04769093030718463
2005-06-27,44.06,46.715474611347965,-0.05684357556977282
2005-06-28,44.74,47.08547461134796,-0.049813124550786236
2005-06-29,45.11,46.825474611347964,-0.03663549863800475
2005-06-30,44.85,47.529612833072356,-0.05637775427465319
2005-07-01,45.29,47.859612833072354,-0.053690631431449476
2005-07-05,45.62,47.26961283307236,-0.03489795524447792
2005-07-06,45.03,47.55961283307236,-0.05318825537859073
2005-07-07,45.32,47.639612833072356,-0.04869084140545399
2005-07-08,45.4,47.709612833072356,-0.0484098003719563
2005-07-11,45.47,47.54961283307236,-0.04373564176795819
2005-07-12,45.31,47.069612833072355,-0.03738320175508225
2005-07-13,44.83,47.72961283307236,-0.060750814032649925
2005-07-14,45.49,48.11961283307236,-0.05464742291660829
2005-07-15,45.88,47.82961283307236,-0.04076162689998353
2005-07-18,45.59,48.43961283307236,-0.05882815048279599
2005-07-19,46.2,48.83961283307236,-0.05404655524388002
2005-07-20,46.6,48.499612833072355,-0.039167587576637075
2005-07-21,46.26,48.749612833072355,-0.05106938677846018
2005-07-22,46.51,48.54961283307236,-0.04201089800829394
2005-07-25,46.31,48.029612833072356,-0.03580317915634457
2005-07-26,45.79,48.73961283307236,-0.06051777315454776
2005-07-27,46.5,48.93961283307236,-0.04984945102433913
2005-07-28,46.7,48.44961283307236,-0.036112008554133324
2005-07-29,46.21,48.469612833072354,-0.04661916406995825
2005-08-01,46.23,49.11961283307236,-0.058828086509810196
2005-08-02,46.88,49.219612833072354,-0.047534157592972415
2005-08-03,46.98,48.66961283307236,-0.034715970288636044
2005-08-04,46.43,47.969612833072354,-0.03209558597919049
2005-08-05,45.73,47.58961283307236,-0.03907602357672524
2005-08-08,45.35,47.789612833072354,-0.05104901857217059
2005-08-09,45.55,47.61961283307236,-0.043461353630220856
2005-08-10,45.38,47.84961283307236,-0.0516119710662617
2005-08-11,45.61,47.11961283307236,-0.03203788703486099
2005-08-12,44.88,47.08961283307236,-0.04692357189058227
2005-08-15,44.85,46.66961283307236,-0.038989242091652554
2005-08-16,44.43,46.859612833072354,-0.05184876029017449
2005-08-17,44.62,46.82961283307236,-0.04718409355526154
2005-08-18,44.59,47.34961283307236,-0.0582816345890973
2005-08-19,45.11,47.54961283307236,-0.05130668133170424
2005-08-22,45.31,47.389612833072356,-0.043883304984948746
2005-08-23,45.15,46.929612833072355,-0.03792089313420077
2005-08-24,44.69,46.98961283307236,-0.04893874825573874
2005-08-25,44.75,47.289612833072354,-0.053703396600791264
2005-08-26,45.05,46.749612833072355,-0.036355655802779
2005-08-29,44.51,46.429612833072355,-0.0413445798045724
2005-08-30,44.19,46.649612833072354,-0.05272525716073273
2005-08-31,44.41,46.93961283307236,-0.053890790323904536
2005-09-01,44.7,46.86961283307236,-0.046290393752547176
2005-09-02,44.63,47.18961283307236,-0.05424102211066417
2005-09-06,44.95,47.32961283307236,-0.050277462472914314
2005-09-07,45.09,46.08961283307236,-0.021688462359029992
2005-09-08,43.85,46.41961283307236,-0.05535618839202372
2005-09-09,44.18,47.04961283307236,-0.060991210347542624
2005-09-12,44.81,48.539612833072354,-0.07683647675350203
2005-09-13,46.3,47.48961283307236,-0.025049958551018103
2005-09-14,45.25,48.219612833072354,-0.061585165425376176
2005-09-15,45.98,49.54961283307236,-0.0720411851672389
2005-09-16,47.31,48.389612833072356,-0.02231083841891124
2005-09-19,46.15,47.90961283307236,-0.03672776148709944
2005-09-20,45.67,46.289612833072354,-0.013385569572741396
2005-09-21,44.05,45.719612833072354,-0.03651852519329746
2005-09-22,43.48,48.11961283307236,-0.09641833256570964
2005-09-23,45.88,48.139612833072356,-0.046938741300386555
2005-09-26,45.9,47.91961283307236,-0.04214585038714036
2005-09-27,45.68,47.61961283307236,-0.040731386033556305
2005-09-28,45.38,48.959612833072356,-0.07311358538060808
2005-09-29,46.72,49.30961283307236,-0.05251740348963929
2005-09-30,47.07,46.95882575982157,0.002367483393793668
2005-10-03,45.58,48.728825759821575,-0.06461936463114781
2005-10-04,47.35,49.16882575982157,-0.03699144186818937
2005-10-05,47.79,49.35882575982157,-0.03178409809535232
2005-10-06,47.98,49.33882575982157,-0.027540699213966957
2005-10-07,47.96,48.938825759821576,-0.02000100624860479
2005-10-10,47.56,48.89882575982157,-0.02737950736071937
2005-10-11,47.52,48.71882575982157,-0.024607033136053946
2005-10-12,47.34,49.33882575982157,-0.04051222802811982
2005-10-13,47.96,50.448825759821574,-0.04933367075123718
2005-10-14,49.07,50.91882575982157,-0.03630927721197419
2005-10-17,49.54,51.42882575982157,-0.03672698592502577
2005-10-18,50.05,51.188825759821576,-0.022247546079000924
2005-10-19,49.81,50.10882575982157,-0.005963535470854597
2005-10-20,48.73,51.518825759821574,-0.054132168555684035
2005-10-21,50.14,51.878825759821574,-0.033517060850059455
2005-10-24,50.5,51.548825759821575,-0.020346258995467825
2005-10-25,50.17,52.378825759821574,-0.04217020385202874
2005-10-26,51.0,51.74882575982157,-0.014470391334038157
2005-10-27,50.37,52.92882575982158,-0.04834465384576869
2005-10-28,51.55,53.47882575982158,-0.03606709258135399
2005-10-31,52.1,53.198825759821574,-0.020655075448140048
2005-11-01,51.82,54.20882575982157,-0.044067100261598324
2005-11-02,52.83,54.47882575982158,-0.030265442340675408
2005-11-03,53.1,54.86882575982158,-0.032237354004335694
2005-11-04,53.49,55.278825759821565,-0.03236005351477167
