date,MDLZ,dcf,Deviation
2001-12-17,33.28,,
2001-12-18,33.8,,
2001-12-19,33.98,,
2001-12-20,34.05,,
2001-12-21,34.98,,
2001-12-24,34.68,,
2001-12-26,34.05,,
2001-12-27,33.66,,
2001-12-28,33.8,,
2001-12-31,34.03,,
2002-01-02,34.75,,
2002-01-03,34.08,,
2002-01-04,33.01,,
2002-01-07,33.15,,
2002-01-08,33.49,,
2002-01-09,33.6,,
2002-01-10,33.7,,
2002-01-11,33.94,,
2002-01-14,33.99,,
2002-01-15,34.32,,
2002-01-16,34.21,,
2002-01-17,34.6,,
2002-01-18,34.59,,
2002-01-22,34.65,,
2002-01-23,34.4,,
2002-01-24,33.72,,
2002-01-25,34.0,,
2002-01-28,33.72,,
2002-01-29,34.04,,
2002-01-30,35.5,,
2002-01-31,37.06,,
2002-02-01,36.85,,
2002-02-04,37.5,,
2002-02-05,37.1,,
2002-02-06,37.32,,
2002-02-07,37.25,,
2002-02-08,37.23,,
2002-02-11,36.7,,
2002-02-12,37.5,,
2002-02-13,37.76,,
2002-02-14,37.8,,
2002-02-15,38.15,,
2002-02-19,38.36,,
2002-02-20,38.0,,
2002-02-21,38.09,,
2002-02-22,38.55,,
2002-02-25,39.28,,
2002-02-26,39.12,,
2002-02-27,38.82,,
2002-02-28,39.1,,
2002-03-01,38.98,,
2002-03-04,36.45,,
2002-03-05,37.56,,
2002-03-06,37.85,,
2002-03-07,38.02,,
2002-03-08,38.01,,
2002-03-11,37.51,,
2002-03-12,37.31,,
2002-03-13,37.55,,
2002-03-14,37.15,,
2002-03-15,37.65,,
2002-03-18,37.55,,
2002-03-19,37.8,,
2002-03-20,38.74,,
2002-03-21,39.25,,
2002-03-22,39.24,,
2002-03-25,38.9,,
2002-03-26,39.6,,
2002-03-27,39.35,,
2002-03-28,38.65,,
2002-04-01,38.96,,
2002-04-02,39.66,,
2002-04-03,39.85,,
2002-04-04,40.35,,
2002-04-05,41.1,,
2002-04-08,40.0,,
2002-04-09,39.05,,
2002-04-10,39.52,,
2002-04-11,40.0,,
2002-04-12,39.6,,
2002-04-15,40.45,,
2002-04-16,39.91,,
2002-04-17,38.74,,
2002-04-18,38.85,,
2002-04-19,40.04,,
2002-04-22,39.03,,
2002-04-23,40.11,,
2002-04-24,40.01,,
2002-04-25,40.3,,
2002-04-26,40.4,,
2002-04-29,40.35,,
2002-04-30,41.04,,
2002-05-01,41.25,,
2002-05-02,41.95,,
2002-05-03,40.35,,
2002-05-06,40.63,,
2002-05-07,39.91,,
2002-05-08,39.24,,
2002-05-09,39.78,,
2002-05-10,39.72,,
2002-05-13,40.6,,
2002-05-14,41.08,,
2002-05-15,41.21,,
2002-05-16,41.11,,
2002-05-17,41.09,,
2002-05-20,40.92,,
2002-05-21,40.57,,
2002-05-22,41.5,,
2002-05-23,41.58,,
2002-05-24,41.7,,
2002-05-28,41.71,,
2002-05-29,42.25,,
2002-05-30,42.53,,
2002-05-31,43.01,,
2002-06-03,41.55,,
2002-06-04,41.57,,
2002-06-05,41.7,,
2002-06-06,41.68,,
2002-06-07,41.81,,
2002-06-10,42.1,,
2002-06-11,43.58,,
2002-06-12,43.8,,
2002-06-13,43.45,,
2002-06-14,42.95,,
2002-06-17,43.45,,
2002-06-18,43.84,,
2002-06-19,42.38,,
2002-06-20,42.27,,
2002-06-21,41.93,,
2002-06-24,41.32,,
2002-06-25,40.62,,
2002-06-26,39.49,,
2002-06-27,39.48,,
2002-06-28,40.95,,
2002-07-01,41.13,,
2002-07-02,40.64,,
2002-07-03,39.55,,
2002-07-05,40.26,,
2002-07-08,39.94,,
2002-07-09,38.69,,
2002-07-10,37.82,,
2002-07-11,36.98,,
2002-07-12,35.99,,
2002-07-15,36.16,,
2002-07-16,36.0,,
2002-07-17,37.94,,
2002-07-18,35.13,,
2002-07-19,34.81,,
2002-07-22,35.47,,
2002-07-23,35.1,,
2002-07-24,37.2,,
2002-07-25,36.96,,
2002-07-26,37.03,,
2002-07-29,37.19,,
2002-07-30,36.96,,
2002-07-31,37.0,,
2002-08-01,37.6,,
2002-08-02,37.2,,
2002-08-05,37.85,,
2002-08-06,37.55,,
2002-08-07,38.03,,
2002-08-08,38.48,,
2002-08-09,38.92,,
2002-08-12,38.6,,
2002-08-13,38.33,,
2002-08-14,38.7,,
2002-08-15,39.5,,
2002-08-16,39.53,,
2002-08-19,40.12,,
2002-08-20,40.16,,
2002-08-21,39.26,,
2002-08-22,39.69,,
2002-08-23,39.29,,
2002-08-26,38.73,,
2002-08-27,38.81,,
2002-08-28,39.0,,
2002-08-29,39.66,,
2002-08-30,39.77,,
2002-09-03,38.6,,
2002-09-04,38.58,,
2002-09-05,39.26,,
2002-09-06,38.39,,
2002-09-09,38.88,,
2002-09-10,39.14,,
2002-09-11,39.5,,
2002-09-12,39.29,,
2002-09-13,39.49,,
2002-09-16,40.01,,
2002-09-17,38.74,,
2002-09-18,39.48,,
2002-09-19,39.01,,
2002-09-20,38.8,,
2002-09-23,39.24,,
2002-09-24,37.45,,
2002-09-25,37.13,,
2002-09-26,37.67,,
2002-09-27,36.5,,
2002-09-30,36.46,,
2002-10-01,36.8,,
2002-10-02,36.92,,
2002-10-03,36.76,,
2002-10-04,36.96,,
2002-10-07,36.73,,
2002-10-08,37.17,,
2002-10-09,37.11,,
2002-10-10,36.52,,
2002-10-11,37.5,,
2002-10-14,38.65,,
2002-10-15,39.18,,
2002-10-16,37.9,,
2002-10-17,38.63,,
2002-10-18,39.55,,
2002-10-21,40.4,,
2002-10-22,41.05,,
2002-10-23,39.19,,
2002-10-24,39.21,,
2002-10-25,38.48,,
2002-10-28,37.9,,
2002-10-29,37.96,,
2002-10-30,38.82,,
2002-10-31,39.5,,
2002-11-01,39.59,,
2002-11-04,38.97,,
2002-11-05,39.19,,
2002-11-06,39.15,,
2002-11-07,39.76,,
2002-11-08,39.6,,
2002-11-11,39.74,,
2002-11-12,37.5,,
2002-11-13,38.29,,
2002-11-14,38.34,,
2002-11-15,38.43,,
2002-11-18,38.15,,
2002-11-19,38.0,,
2002-11-20,37.4,,
2002-11-21,37.36,,
2002-11-22,37.1,,
2002-11-25,37.84,,
2002-11-26,37.96,,
2002-11-27,37.95,,
2002-11-29,37.56,,
2002-12-02,37.83,,
2002-12-03,37.72,,
2002-12-04,38.51,,
2002-12-05,38.01,,
2002-12-06,38.63,,
2002-12-09,39.2,,
2002-12-10,39.1,,
2002-12-11,38.96,,
2002-12-12,39.41,,
2002-12-13,39.61,,
2002-12-16,39.49,,
2002-12-17,39.52,,
2002-12-18,39.35,,
2002-12-19,38.95,,
2002-12-20,39.0,,
2002-12-23,39.07,,
2002-12-24,39.26,,
2002-12-26,39.19,,
2002-12-27,39.0,,
2002-12-30,38.95,,
2002-12-31,38.93,,
2003-01-02,39.2,,
2003-01-03,38.87,,
2003-01-06,38.52,,
2003-01-07,38.66,,
2003-01-08,38.6,,
2003-01-09,38.99,,
2003-01-10,38.69,,
2003-01-13,38.9,,
2003-01-14,38.39,,
2003-01-15,37.48,,
2003-01-16,38.14,,
2003-01-17,38.0,,
2003-01-21,37.8,,
2003-01-22,38.1,,
2003-01-23,37.02,,
2003-01-24,36.35,,
2003-01-27,36.8,,
2003-01-28,36.11,,
2003-01-29,31.2,,
2003-01-30,29.98,,
2003-01-31,31.85,,
2003-02-03,31.8,,
2003-02-04,31.65,,
2003-02-05,31.77,,
2003-02-06,31.26,,
2003-02-07,31.55,,
2003-02-10,31.57,,
2003-02-11,31.17,,
2003-02-12,31.42,,
2003-02-13,31.35,,
2003-02-14,31.35,,
2003-02-18,31.53,,
2003-02-19,31.48,,
2003-02-20,30.0,,
2003-02-21,30.11,,
2003-02-24,29.93,,
2003-02-25,30.15,,
2003-02-26,29.73,,
2003-02-27,29.72,,
2003-02-28,29.61,,
2003-03-03,29.3,,
2003-03-04,28.5,,
2003-03-05,27.86,,
2003-03-06,27.46,,
2003-03-07,27.3,,
2003-03-10,26.99,,
2003-03-11,27.7,,
2003-03-12,27.8,,
2003-03-13,28.5,,
2003-03-14,28.7,,
2003-03-17,29.7,,
2003-03-18,28.93,,
2003-03-19,29.99,,
2003-03-20,29.5,,
2003-03-21,30.8,,
2003-03-24,30.05,,
2003-03-25,29.76,,
2003-03-26,29.41,,
2003-03-27,29.14,,
2003-03-28,28.6,,
2003-03-31,28.2,,
2003-04-01,28.18,,
2003-04-02,28.76,,
2003-04-03,29.46,,
2003-04-04,28.5,,
2003-04-07,28.75,,
2003-04-08,29.26,,
2003-04-09,29.3,,
2003-04-10,28.14,,
2003-04-11,28.37,,
2003-04-14,29.06,,
2003-04-15,28.85,,
2003-04-16,29.1,,
2003-04-17,29.75,,
2003-04-21,30.04,,
2003-04-22,30.64,,
2003-04-23,30.71,,
2003-04-24,30.86,,
2003-04-25,30.15,,
2003-04-28,30.31,,
2003-04-29,30.95,,
2003-04-30,30.9,,
2003-05-01,31.06,,
2003-05-02,31.11,,
2003-05-05,31.28,,
2003-05-06,31.23,,
2003-05-07,31.24,,
2003-05-08,31.12,,
2003-05-09,31.3,,
2003-05-12,31.18,,
2003-05-13,31.25,,
2003-05-14,31.09,,
2003-05-15,30.8,,
2003-05-16,30.9,,
2003-05-19,30.71,,
2003-05-20,31.28,,
2003-05-21,32.08,,
2003-05-22,32.91,,
2003-05-23,32.95,,
2003-05-27,32.46,,
2003-05-28,32.38,,
2003-05-29,32.46,,
2003-05-30,32.4,,
2003-06-02,32.5,,
2003-06-03,32.84,,
2003-06-04,33.09,,
2003-06-05,33.19,,
2003-06-06,33.42,,
2003-06-09,33.03,,
2003-06-10,33.32,,
2003-06-11,33.55,,
2003-06-12,33.74,,
2003-06-13,33.48,,
2003-06-16,33.61,,
2003-06-17,33.47,,
2003-06-18,33.83,,
2003-06-19,33.06,,
2003-06-20,32.91,,
2003-06-23,32.6,,
2003-06-24,32.99,,
2003-06-25,32.58,,
2003-06-26,32.57,,
2003-06-27,32.58,,
2003-06-30,32.55,33.170617009604555,-0.018709842190299253
2003-07-01,32.3,33.40061700960456,-0.032951996344500856
2003-07-02,32.53,32.95061700960456,-0.012765072334820049
2003-07-03,32.08,33.350617009604555,-0.038098755691345576
2003-07-07,32.48,33.350617009604555,-0.026104974590240193
2003-07-08,32.48,32.19061700960456,0.008989668955680319
2003-07-09,31.32,32.12061700960456,-0.024925330960023584
2003-07-10,31.25,32.11061700960455,-0.026801634155679266
2003-07-11,31.24,32.12061700960456,-0.02741594314147955
2003-07-14,31.25,31.65061700960456,-0.012657478667255972
2003-07-15,30.78,31.670617009604555,-0.028121239612555193
2003-07-16,30.8,29.680617009604553,0.037714276291265
2003-07-17,28.81,29.660617009604557,-0.02867833158457611
2003-07-18,28.79,29.580617009604556,-0.026727536120962236
2003-07-21,28.71,29.85061700960456,-0.03821083528148039
2003-07-22,28.98,29.56061700960456,-0.019641572752554848
2003-07-23,28.69,29.390617009604554,-0.023838118450374757
2003-07-24,28.52,29.420617009604555,-0.030611764848797796
2003-07-25,28.55,29.420617009604555,-0.029592071754318994
2003-07-28,28.55,29.10061700960456,-0.01892114553525892
2003-07-29,28.23,28.63061700960456,-0.013992608314035482
2003-07-30,27.76,28.680617009604553,-0.03209892622938537
2003-07-31,27.81,28.820617009604558,-0.03506576591569044
2003-08-01,27.95,29.090617009604557,-0.03920910337611516
2003-08-04,28.22,28.730617009604558,-0.01777257374715835
2003-08-05,27.86,29.010617009604555,-0.039661928225229404
2003-08-06,28.14,29.010617009604555,-0.030010289312920158
2003-08-07,28.14,28.950617009604557,-0.027999990788991735
2003-08-08,28.08,29.320617009604558,-0.042312104455311084
2003-08-11,28.45,29.60061700960456,-0.038871385999528885
2003-08-12,28.73,29.390617009604554,-0.022477139877283614
2003-08-13,28.52,29.63061700960456,-0.037482075018706595
2003-08-14,28.76,29.69061700960456,-0.0313438083588331
2003-08-15,28.82,29.35061700960456,-0.018078564053046087
2003-08-18,28.48,29.37061700960456,-0.030323401422357454
2003-08-19,28.5,29.200617009604557,-0.023993226217586816
2003-08-20,28.33,29.390617009604554,-0.03608692560819515
2003-08-21,28.52,29.570617009604558,-0.035529086500403984
2003-08-22,28.7,30.19061700960456,-0.0493735192338185
2003-08-25,29.32,29.94061700960456,-0.020728263863282193
2003-08-26,29.07,30.040617009604556,-0.032310155590154155
2003-08-27,29.17,30.35061700960456,-0.03889927539960547
2003-08-28,29.48,30.570617009604558,-0.03567533521688204
2003-08-29,29.7,31.020617009604553,-0.04257223540059396
2003-09-02,30.15,30.72061700960456,-0.018574399382218165
2003-09-03,29.85,30.240617009604556,-0.01291696559896549
2003-09-04,29.37,30.13061700960456,-0.02524399050182413
2003-09-05,29.26,30.44061700960456,-0.038784266732571515
2003-09-08,29.57,30.360617009604553,-0.02604087424687196
2003-09-09,29.49,30.510617009604555,-0.033451208452561665
2003-09-10,29.64,30.550617009604554,-0.02980682875629881
2003-09-11,29.68,30.640617009604554,-0.031351098749200834
2003-09-12,29.77,30.500617009604557,-0.023954171463957175
2003-09-15,29.63,30.35061700960456,-0.02374307610868398
2003-09-16,29.48,30.790617009604556,-0.042565467564217196
2003-09-17,29.92,30.540617009604556,-0.02032103704418875
2003-09-18,29.67,30.22061700960456,-0.01821991289686653
2003-09-19,29.35,30.070617009604558,-0.023964157748222803
2003-09-22,29.2,30.270617009604553,-0.035368192503801854
2003-09-23,29.4,30.480617009604558,-0.0354525962930492
2003-09-24,29.61,30.240617009604556,-0.02085331160420001
2003-09-25,29.37,29.88061700960456,-0.01708856980565132
2003-09-26,29.01,30.550617009604554,-0.05042834352969727
2003-09-29,29.68,30.37061700960456,-0.022739643695291245
2003-09-30,29.5,30.236847951117262,-0.024369205160157392
2003-10-01,29.95,30.21684795111726,-0.008831098185652864
2003-10-02,29.93,30.206847951117265,-0.009165072488373505
2003-10-03,29.92,30.28684795111726,-0.012112450648854134
2003-10-06,30.0,30.28684795111726,-0.009471040089091831
2003-10-07,30.0,29.956847951117265,0.001440473609010784
2003-10-08,29.67,29.936847951117258,-0.008913695642005504
2003-10-09,29.65,29.75684795111726,-0.003590701249432837
2003-10-10,29.47,29.79684795111726,-0.010969212302370579
2003-10-13,29.51,29.63684795111726,-0.004280075645240022
2003-10-14,29.35,29.776847951117258,-0.014334893734151644
2003-10-15,29.49,29.66684795111726,-0.005961130464842701
2003-10-16,29.38,29.436847951117258,-0.0019311833662238875
2003-10-17,29.15,29.486847951117262,-0.011423667652632252
2003-10-20,29.2,29.236847951117262,-0.001260325708806631
2003-10-21,28.95,29.28684795111726,-0.01150167992402229
2003-10-22,29.0,29.47684795111726,-0.016177033307904543
2003-10-23,29.19,29.33684795111726,-0.00500558040052379
2003-10-24,29.05,29.236847951117262,-0.006390837734275068
2003-10-27,28.95,29.58684795111726,-0.021524697465895914
2003-10-28,29.3,29.60684795111726,-0.010364087106600639
2003-10-29,29.32,29.47684795111726,-0.005321055744405556
2003-10-30,29.19,29.38684795111726,-0.006698505108295394
2003-10-31,29.1,29.51684795111726,-0.014122373493524742
2003-11-03,29.23,29.436847951117258,-0.007026837637669203
2003-11-04,29.15,29.276847951117258,-0.0043327051917970705
2003-11-05,28.99,29.63684795111726,-0.021825801184531035
2003-11-06,29.35,30.08684795111726,-0.02449069946823379
2003-11-07,29.8,30.00684795111726,-0.00689335819124437
2003-11-10,29.72,29.64684795111726,0.0024674477706148057
2003-11-11,29.36,30.616847951117258,-0.04105086039960537
2003-11-12,30.33,30.556847951117263,-0.007423800762439869
2003-11-13,30.27,30.806847951117263,-0.017426253798152436
2003-11-14,30.52,31.486847951117262,-0.03070640645320466
2003-11-17,31.2,31.28684795111726,-0.002775861322078632
2003-11-18,31.0,30.96684795111726,0.0010705658171950017
2003-11-19,30.68,31.00684795111726,-0.010541153735863062
2003-11-20,30.72,31.236847951117262,-0.016546098118673247
2003-11-21,30.95,31.63684795111726,-0.02171037873869497
2003-11-24,31.35,31.89684795111726,-0.017144263030482332
2003-11-25,31.61,32.07684795111726,-0.01455404695089435
2003-11-26,31.79,31.956847951117265,-0.005221039051551135
2003-11-28,31.67,32.09684795111726,-0.013298749826379797
2003-12-01,31.81,32.50684795111726,-0.02143695851917593
2003-12-02,32.22,32.58684795111726,-0.011257546347150815
2003-12-03,32.3,31.83684795111726,0.014547672859884564
2003-12-04,31.55,31.79684795111726,-0.007763283690784384
2003-12-05,31.51,31.99684795111726,-0.015215497222133667
2003-12-08,31.71,31.686847951117258,0.0007306516861020906
2003-12-09,31.4,31.65684795111726,-0.008113503641103859
2003-12-10,31.37,31.64684795111726,-0.008748041875920376
2003-12-11,31.36,31.986847951117262,-0.01959705289108893
2003-12-12,31.7,32.11684795111726,-0.01297910528927726
2003-12-15,31.83,31.876847951117263,-0.0014696544397709843
2003-12-16,31.59,31.776847951117258,-0.005880002680086149
2003-12-17,31.49,31.776847951117258,-0.0090269479074363
2003-12-18,31.49,31.65684795111726,-0.00527051686810065
2003-12-19,31.37,32.03684795111726,-0.020815029997169332
2003-12-22,31.75,31.876847951117263,-0.0039793128640505104
2003-12-23,31.59,31.72684795111726,-0.004313316952510027
2003-12-24,31.44,31.76684795111726,-0.010288963878953616
2003-12-26,31.48,32.00684795111726,-0.016460475955704545
2003-12-29,31.72,32.53684795111726,-0.025105319124473224
2003-12-30,32.25,32.50684795111726,-0.007901349017397696
2003-12-31,32.22,32.36684795111726,-0.0045369864664931425
2004-01-02,32.08,32.446847951117256,-0.011306119832346528
2004-01-05,32.16,32.77684795111726,-0.018819623901517923
2004-01-06,32.49,32.56684795111726,-0.002359698771972285
2004-01-07,32.28,32.58684795111726,-0.009416312727685394
2004-01-08,32.3,32.38684795111726,-0.0026815808456676082
2004-01-09,32.1,32.31684795111726,-0.006710058835108668
2004-01-12,32.03,31.58684795111726,0.01402963820791947
2004-01-13,31.3,31.85684795111726,-0.017479693909821625
2004-01-14,31.57,31.626847951117263,-0.0017974586403655124
2004-01-15,31.34,31.90684795111726,-0.017765714494446416
2004-01-16,31.62,32.11684795111726,-0.015470009755424119
2004-01-20,31.83,32.09684795111726,-0.008313836658467744
2004-01-21,31.81,32.24684795111726,-0.013546996958570201
2004-01-22,31.96,31.46684795111726,0.015672114653772606
2004-01-23,31.18,32.766847951117256,-0.04842845895597203
2004-01-26,32.48,32.41684795111726,0.001948124289504083
2004-01-27,32.13,32.34684795111726,-0.006703835608494524
2004-01-28,32.06,32.42684795111726,-0.011313093140297603
2004-01-29,32.14,32.49684795111726,-0.010981001962222292
2004-01-30,32.21,32.83684795111726,-0.019089772320729947
2004-02-02,32.55,33.43684795111725,-0.026523072761337252
2004-02-03,33.15,33.766847951117256,-0.018267857041623814
2004-02-04,33.48,33.986847951117255,-0.014913061424414842
2004-02-05,33.7,33.47684795111726,0.006665862007336765
2004-02-06,33.19,33.38684795111727,-0.005895972911413527
2004-02-09,33.1,33.30684795111726,-0.006210373056641072
2004-02-10,33.02,33.46684795111725,-0.013351958086101456
2004-02-11,33.18,33.38684795111727,-0.006195492051843887
2004-02-12,33.1,33.22684795111726,-0.003817634200628084
2004-02-13,32.94,33.97684795111726,-0.030516307828465483
2004-02-17,33.69,33.90684795111726,-0.00639540282334361
2004-02-18,33.62,33.52684795111726,0.0027784314534593513
2004-02-19,33.24,33.486847951117255,-0.007371489591304403
2004-02-20,33.2,33.49684795111726,-0.008861966700581925
2004-02-23,33.21,33.53684795111726,-0.009745935324442678
2004-02-24,33.25,33.42684795111726,-0.0052905960913777195
2004-02-25,33.14,33.54684795111726,-0.01212775494467011
2004-02-26,33.26,34.076847951117266,-0.023970760214941933
2004-02-27,33.79,34.50684795111726,-0.0207740780071467
2004-03-01,34.22,34.28684795111726,-0.0019496674413631565
2004-03-02,34.0,33.92684795111726,0.00215616991558254
2004-03-03,33.64,33.80684795111726,-0.004935330006468397
2004-03-04,33.52,34.40684795111726,-0.025775332642421156
2004-03-05,34.12,34.49684795111726,-0.010924127086951896
2004-03-08,34.21,34.78684795111726,-0.016582357560186223
2004-03-09,34.5,34.43684795111725,0.0018338510241238115
2004-03-10,34.15,33.266847951117256,0.026547512111170235
2004-03-11,32.98,33.08684795111726,-0.0032293179233972014
2004-03-12,32.8,32.80684795111726,-0.0002087354179063361
2004-03-15,32.52,32.68684795111726,-0.005104436847712335
2004-03-16,32.4,33.16684795111726,-0.023120917376516337
2004-03-17,32.88,33.016847951117256,-0.004144791511287327
2004-03-18,32.73,32.75684795111726,-0.0008196133876289258
2004-03-19,32.47,32.39684795111726,0.0022579989569699865
2004-03-22,32.11,32.446847951117256,-0.010381530792289428
2004-03-23,32.16,31.90684795111726,0.007934097698104603
2004-03-24,31.62,31.78684795111726,-0.005248961815082831
2004-03-25,31.5,31.706847951117265,-0.0065237626722203235
2004-03-26,31.42,32.14684795111726,-0.022610240115065294
2004-03-29,31.86,31.99684795111726,-0.004276919755543673
2004-03-30,31.71,32.29684795111726,-0.018170440409710498
2004-03-31,32.01,32.11882352941176,-0.003388154280063005
2004-04-01,31.95,32.02882352941177,-0.0024610185678342056
2004-04-02,31.86,32.36882352941177,-0.015719555854398992
2004-04-05,32.2,31.968823529411765,0.007231309915910922
2004-04-06,31.8,31.668823529411764,0.004142132733993442
2004-04-07,31.5,31.618823529411763,-0.0037579997023365896
2004-04-08,31.45,31.248823529411766,0.006437889426425425
2004-04-12,31.08,31.008823529411764,0.002295361851465394
2004-04-13,30.84,31.158823529411766,-0.010232206909571495
2004-04-14,30.99,31.458823529411763,-0.014902767389678329
2004-04-15,31.29,31.528823529411763,-0.007574768185973579
2004-04-16,31.36,31.558823529411764,-0.006300093196644929
2004-04-19,31.39,31.438823529411764,-0.0015529693522433607
2004-04-20,31.27,32.26882352941176,-0.03095320560730619
2004-04-21,32.1,33.11882352941177,-0.030762672729210405
2004-04-22,32.95,33.258823529411764,-0.009285461620091806
2004-04-23,33.09,32.94882352941176,0.004284719618660171
2004-04-26,32.78,33.22882352941177,-0.013507054470782043
2004-04-27,33.06,33.068823529411766,-0.0002668232029456874
2004-04-28,32.9,33.07882352941176,-0.005405982146032495
2004-04-29,32.91,33.07882352941176,-0.005103673933918862
2004-04-30,32.91,33.248823529411766,-0.010190541903296157
2004-05-03,33.08,33.02882352941177,0.0015494487880460817
2004-05-04,32.86,32.79882352941177,0.0018652031995407548
2004-05-05,32.63,32.71882352941176,-0.0027147531552260684
2004-05-06,32.55,32.248823529411766,0.009339145978877417
2004-05-07,32.08,31.768823529411765,0.009795026570629695
2004-05-10,31.6,31.758823529411764,-0.005000926097425418
2004-05-11,31.59,31.338823529411766,0.008014865980929375
2004-05-12,31.17,30.768823529411765,0.013038407861280632
2004-05-13,30.6,31.148823529411764,-0.017619398334371983
2004-05-14,30.98,31.078823529411764,-0.0031797706022637096
2004-05-17,30.91,30.778823529411763,0.004261906582065711
2004-05-18,30.61,30.648823529411764,-0.00126672168589137
2004-05-19,30.48,30.118823529411763,0.011991719073473739
2004-05-20,29.95,30.088823529411766,-0.00461379054172939
2004-05-21,29.92,30.118823529411763,-0.006601304636537519
2004-05-24,29.95,30.048823529411763,-0.0032887653426775243
2004-05-25,29.88,30.178823529411765,-0.009901762045844476
2004-05-26,30.01,30.198823529411765,-0.006252678327944183
2004-05-27,30.03,30.028823529411763,3.917804462383323e-05
2004-05-28,29.86,30.068823529411766,-0.006944852006182001
2004-06-01,29.9,30.218823529411765,-0.010550494432765012
2004-06-02,30.05,30.858823529411765,-0.02621044605413647
2004-06-03,30.69,30.438823529411764,0.008251845553279624
2004-06-04,30.27,30.808823529411764,-0.01748926014319807
2004-06-07,30.64,30.728823529411766,-0.00289056069220317
2004-06-08,30.56,30.678823529411765,-0.0038731449169767673
2004-06-09,30.51,31.148823529411764,-0.020508753045153205
2004-06-10,30.98,30.888823529411766,0.002951762487859666
2004-06-14,30.72,30.908823529411766,-0.0061090493862404616
2004-06-15,30.74,30.948823529411765,-0.006747381825784604
2004-06-16,30.78,31.028823529411763,-0.00801910936700212
2004-06-17,30.86,31.368823529411763,-0.016220676205299323
2004-06-18,31.2,31.018823529411765,0.005840855647424759
2004-06-21,30.85,31.108823529411765,-0.008319939491349126
2004-06-22,30.94,30.948823529411765,-0.0002851006405261147
2004-06-23,30.78,30.918823529411764,-0.004489935694988678
2004-06-24,30.75,30.828823529411764,-0.0025568127611669267
2004-06-25,30.66,31.168823529411764,-0.016324758903127123
2004-06-28,31.0,31.368823529411763,-0.011757646220488582
2004-06-29,31.2,31.848823529411764,-0.020371977910348504
