date,AVB,dcf,Deviation
1994-11-30,18.0,,
1994-12-01,18.13,,
1994-12-02,18.0,,
1994-12-05,18.0,,
1994-12-06,17.75,,
1994-12-07,17.88,,
1994-12-08,18.0,,
1994-12-09,17.75,,
1994-12-12,18.13,,
1994-12-13,18.25,,
1994-12-14,18.75,,
1994-12-15,18.88,,
1994-12-16,20.0,,
1994-12-19,21.0,,
1994-12-20,20.75,,
1994-12-21,20.75,,
1994-12-22,20.13,,
1994-12-23,20.13,,
1994-12-27,20.0,,
1994-12-28,20.13,,
1994-12-29,20.13,,
1994-12-30,20.13,,
1995-01-03,20.0,,
1995-01-04,20.13,,
1995-01-05,20.63,,
1995-01-06,20.25,,
1995-01-09,20.5,,
1995-01-10,20.5,,
1995-01-11,20.38,,
1995-01-12,20.38,,
1995-01-13,20.25,,
1995-01-16,20.38,,
1995-01-17,20.13,,
1995-01-18,19.88,,
1995-01-19,20.13,,
1995-01-20,20.0,,
1995-01-23,19.75,,
1995-01-24,19.63,,
1995-01-25,19.63,,
1995-01-26,19.5,,
1995-01-27,19.38,,
1995-01-30,19.75,,
1995-01-31,19.88,,
1995-02-01,20.0,,
1995-02-02,20.0,,
1995-02-03,19.75,,
1995-02-06,19.88,,
1995-02-07,19.75,,
1995-02-08,19.63,,
1995-02-09,19.5,,
1995-02-10,19.75,,
1995-02-13,19.5,,
1995-02-14,19.5,,
1995-02-15,19.5,,
1995-02-16,19.25,,
1995-02-17,19.13,,
1995-02-21,19.25,,
1995-02-22,19.0,,
1995-02-23,18.75,,
1995-02-24,18.5,,
1995-02-27,18.75,,
1995-02-28,18.88,,
1995-03-01,19.0,,
1995-03-02,19.25,,
1995-03-03,19.13,,
1995-03-06,19.13,,
1995-03-07,19.13,,
1995-03-08,19.0,,
1995-03-09,18.88,,
1995-03-10,19.13,,
1995-03-13,18.88,,
1995-03-14,19.0,,
1995-03-15,19.0,,
1995-03-16,18.75,,
1995-03-17,18.5,,
1995-03-20,18.5,,
1995-03-21,18.5,,
1995-03-22,18.75,,
1995-03-23,19.0,,
1995-03-24,19.25,,
1995-03-27,19.0,,
1995-03-28,19.13,,
1995-03-29,18.88,,
1995-03-30,18.75,,
1995-03-31,18.38,,
1995-04-03,18.25,,
1995-04-04,18.5,,
1995-04-05,18.38,,
1995-04-06,18.38,,
1995-04-07,18.38,,
1995-04-10,18.38,,
1995-04-11,18.25,,
1995-04-12,18.25,,
1995-04-13,18.0,,
1995-04-17,18.13,,
1995-04-18,18.0,,
1995-04-19,17.75,,
1995-04-20,17.38,,
1995-04-21,17.75,,
1995-04-24,17.38,,
1995-04-25,17.0,,
1995-04-26,17.13,,
1995-04-27,17.75,,
1995-04-28,18.0,,
1995-05-01,17.88,,
1995-05-02,17.75,,
1995-05-03,18.0,,
1995-05-04,17.88,,
1995-05-05,18.0,,
1995-05-08,18.5,,
1995-05-09,19.25,,
1995-05-10,19.13,,
1995-05-11,19.25,,
1995-05-12,19.25,,
1995-05-15,18.63,,
1995-05-16,18.63,,
1995-05-17,19.0,,
1995-05-18,18.75,,
1995-05-19,18.25,,
1995-05-22,18.13,,
1995-05-23,17.75,,
1995-05-24,17.5,,
1995-05-25,17.63,,
1995-05-26,17.75,,
1995-05-30,17.75,,
1995-05-31,18.25,,
1995-06-01,18.25,,
1995-06-02,19.0,,
1995-06-05,19.13,,
1995-06-06,19.38,,
1995-06-07,19.63,,
1995-06-08,19.75,,
1995-06-09,19.5,,
1995-06-12,19.63,,
1995-06-13,19.63,,
1995-06-14,19.63,,
1995-06-15,19.63,,
1995-06-16,19.63,,
1995-06-19,19.88,,
1995-06-20,20.0,,
1995-06-21,19.63,,
1995-06-22,19.88,,
1995-06-23,19.75,,
1995-06-26,19.75,,
1995-06-27,19.63,,
1995-06-28,19.5,,
1995-06-29,19.38,,
1995-06-30,19.5,,
1995-07-03,19.25,,
1995-07-05,19.75,,
1995-07-06,19.5,,
1995-07-07,19.63,,
1995-07-10,19.88,,
1995-07-11,19.88,,
1995-07-12,19.88,,
1995-07-13,19.88,,
1995-07-14,19.88,,
1995-07-17,19.88,,
1995-07-18,19.88,,
1995-07-19,19.88,,
1995-07-20,19.63,,
1995-07-21,19.63,,
1995-07-24,19.63,,
1995-07-25,19.5,,
1995-07-26,19.63,,
1995-07-27,19.88,,
1995-07-28,19.75,,
1995-07-31,19.88,,
1995-08-01,19.88,,
1995-08-02,20.0,,
1995-08-03,20.13,,
1995-08-04,19.75,,
1995-08-07,19.5,,
1995-08-08,19.13,,
1995-08-09,19.38,,
1995-08-10,19.38,,
1995-08-11,19.13,,
1995-08-14,19.25,,
1995-08-15,19.5,,
1995-08-16,19.38,,
1995-08-17,19.88,,
1995-08-18,20.13,,
1995-08-21,19.88,,
1995-08-22,20.0,,
1995-08-23,19.88,,
1995-08-24,20.0,,
1995-08-25,19.88,,
1995-08-28,20.0,,
1995-08-29,20.25,,
1995-08-30,20.38,,
1995-08-31,20.88,,
1995-09-01,21.38,,
1995-09-05,21.38,,
1995-09-06,21.38,,
1995-09-07,21.25,,
1995-09-08,21.25,,
1995-09-11,20.88,,
1995-09-12,21.13,,
1995-09-13,21.38,,
1995-09-14,21.5,,
1995-09-15,21.75,,
1995-09-18,21.5,,
1995-09-19,21.5,,
1995-09-20,21.13,,
1995-09-21,21.5,,
1995-09-22,21.13,,
1995-09-25,21.25,,
1995-09-26,21.38,,
1995-09-27,21.13,,
1995-09-28,21.25,,
1995-09-29,21.38,,
1995-10-02,21.5,,
1995-10-03,21.0,,
1995-10-04,20.75,,
1995-10-05,20.88,,
1995-10-06,20.88,,
1995-10-09,20.88,,
1995-10-10,20.88,,
1995-10-11,21.0,,
1995-10-12,21.0,,
1995-10-13,20.75,,
1995-10-16,21.0,,
1995-10-17,20.88,,
1995-10-18,21.0,,
1995-10-19,20.75,,
1995-10-20,21.0,,
1995-10-23,20.75,,
1995-10-24,20.75,,
1995-10-25,20.63,,
1995-10-26,20.63,,
1995-10-27,20.75,,
1995-10-30,20.5,,
1995-10-31,20.63,,
1995-11-01,20.13,,
1995-11-02,20.25,,
1995-11-03,20.13,,
1995-11-06,20.5,,
1995-11-07,20.38,,
1995-11-08,20.38,,
1995-11-09,20.38,,
1995-11-10,20.0,,
1995-11-13,20.25,,
1995-11-14,20.88,,
1995-11-15,21.25,,
1995-11-16,21.38,,
1995-11-17,21.25,,
1995-11-20,21.75,,
1995-11-21,21.75,,
1995-11-22,21.75,,
1995-11-24,21.88,,
1995-11-27,21.63,,
1995-11-28,21.88,,
1995-11-29,21.88,,
1995-11-30,21.75,,
1995-12-01,22.0,,
1995-12-04,22.13,,
1995-12-05,22.25,,
1995-12-06,23.25,,
1995-12-07,23.63,,
1995-12-08,23.0,,
1995-12-11,22.75,,
1995-12-12,22.63,,
1995-12-13,23.0,,
1995-12-14,23.0,,
1995-12-15,22.75,,
1995-12-18,22.88,,
1995-12-19,23.0,,
1995-12-20,23.5,,
1995-12-21,23.63,,
1995-12-22,23.75,,
1995-12-26,24.13,,
1995-12-27,23.88,,
1995-12-28,24.38,,
1995-12-29,24.25,,
1996-01-02,24.38,,
1996-01-03,23.88,,
1996-01-04,23.38,,
1996-01-05,23.25,,
1996-01-08,23.38,,
1996-01-09,23.5,,
1996-01-10,23.13,,
1996-01-11,23.25,,
1996-01-12,23.38,,
1996-01-15,23.25,,
1996-01-16,24.0,,
1996-01-17,23.75,,
1996-01-18,23.63,,
1996-01-19,23.75,,
1996-01-22,23.63,,
1996-01-23,23.63,,
1996-01-24,23.63,,
1996-01-25,23.63,,
1996-01-26,23.38,,
1996-01-29,23.25,,
1996-01-30,23.38,,
1996-01-31,23.88,,
1996-02-01,23.5,,
1996-02-02,23.25,,
1996-02-05,23.38,,
1996-02-06,23.13,,
1996-02-07,23.25,,
1996-02-08,23.5,,
1996-02-09,22.88,,
1996-02-12,23.0,,
1996-02-13,23.38,,
1996-02-14,23.5,,
1996-02-15,23.88,,
1996-02-16,24.0,,
1996-02-20,24.13,,
1996-02-21,24.25,,
1996-02-22,24.13,,
1996-02-23,24.25,,
1996-02-26,24.13,,
1996-02-27,23.75,,
1996-02-28,24.0,,
1996-02-29,23.5,,
1996-03-01,23.63,,
1996-03-04,24.63,,
1996-03-05,25.38,,
1996-03-06,25.38,,
1996-03-07,25.5,,
1996-03-08,24.88,,
1996-03-11,25.0,,
1996-03-12,24.75,,
1996-03-13,24.75,,
1996-03-14,24.13,,
1996-03-15,24.38,,
1996-03-18,24.63,,
1996-03-19,24.63,,
1996-03-20,24.25,,
1996-03-21,24.13,,
1996-03-22,24.25,,
1996-03-25,24.5,,
1996-03-26,24.5,,
1996-03-27,24.25,,
1996-03-28,24.25,,
1996-03-29,24.13,,
1996-04-01,24.38,,
1996-04-02,24.0,,
1996-04-03,24.13,,
1996-04-04,24.0,,
1996-04-08,23.75,,
1996-04-09,23.63,,
1996-04-10,23.25,,
1996-04-11,23.38,,
1996-04-12,23.5,,
1996-04-15,23.63,,
1996-04-16,24.0,,
1996-04-17,24.13,,
1996-04-18,24.0,,
1996-04-19,23.88,,
1996-04-22,24.0,,
1996-04-23,24.25,,
1996-04-24,24.38,,
1996-04-25,24.75,,
1996-04-26,25.0,,
1996-04-29,25.13,,
1996-04-30,25.13,,
1996-05-01,25.38,,
1996-05-02,25.0,,
1996-05-03,25.13,,
1996-05-06,25.25,,
1996-05-07,25.13,,
1996-05-08,25.25,,
1996-05-09,25.13,,
1996-05-10,25.38,,
1996-05-13,25.63,,
1996-05-14,25.25,,
1996-05-15,25.13,,
1996-05-16,25.0,,
1996-05-17,25.0,,
1996-05-20,25.25,,
1996-05-21,25.25,,
1996-05-22,25.38,,
1996-05-23,25.5,,
1996-05-24,25.63,,
1996-05-28,25.75,,
1996-05-29,25.75,,
1996-05-30,25.5,,
1996-05-31,25.63,,
1996-06-03,25.63,,
1996-06-04,25.5,,
1996-06-05,25.63,,
1996-06-06,25.63,,
1996-06-07,25.38,,
1996-06-10,25.5,,
1996-06-11,25.38,,
1996-06-12,25.13,,
1996-06-13,25.13,,
1996-06-14,25.5,,
1996-06-17,25.63,,
1996-06-18,25.63,,
1996-06-19,25.38,,
1996-06-20,25.63,,
1996-06-21,25.75,,
1996-06-24,26.0,,
1996-06-25,26.0,,
1996-06-26,26.0,,
1996-06-27,25.75,,
1996-06-28,25.88,,
1996-07-01,25.75,,
1996-07-02,25.88,,
1996-07-03,25.88,,
1996-07-05,25.88,,
1996-07-08,25.88,,
1996-07-09,25.88,,
1996-07-10,25.25,,
1996-07-11,25.5,,
1996-07-12,25.38,,
1996-07-15,24.63,,
1996-07-16,24.75,,
1996-07-17,24.88,,
1996-07-18,25.25,,
1996-07-19,26.0,,
1996-07-22,25.75,,
1996-07-23,25.75,,
1996-07-24,25.63,,
1996-07-25,25.88,,
1996-07-26,25.88,,
1996-07-29,25.25,,
1996-07-30,24.75,,
1996-07-31,25.38,,
1996-08-01,25.75,,
1996-08-02,26.25,,
1996-08-05,26.0,,
1996-08-06,26.13,,
1996-08-07,26.0,,
1996-08-08,26.0,,
1996-08-09,26.5,,
1996-08-12,26.63,,
1996-08-13,26.63,,
1996-08-14,26.75,,
1996-08-15,26.63,,
1996-08-16,27.13,,
1996-08-19,27.25,,
1996-08-20,27.13,,
1996-08-21,27.13,,
1996-08-22,27.5,,
1996-08-23,27.5,,
1996-08-26,27.38,,
1996-08-27,27.63,,
1996-08-28,27.75,,
1996-08-29,28.0,,
1996-08-30,28.0,,
1996-09-03,28.13,,
1996-09-04,28.25,,
1996-09-05,27.88,,
1996-09-06,28.13,,
1996-09-09,28.38,,
1996-09-10,28.88,,
1996-09-11,29.13,,
1996-09-12,29.25,,
1996-09-13,29.0,,
1996-09-16,28.63,,
1996-09-17,28.75,,
1996-09-18,28.38,,
1996-09-19,27.88,,
1996-09-20,27.88,,
1996-09-23,28.0,,
1996-09-24,27.63,,
1996-09-25,27.88,,
1996-09-26,27.63,,
1996-09-27,28.25,,
1996-09-30,28.5,,
1996-10-01,28.5,,
1996-10-02,28.63,,
1996-10-03,28.75,,
1996-10-04,28.88,,
1996-10-07,28.63,,
1996-10-08,28.25,,
1996-10-09,28.5,,
1996-10-10,28.5,,
1996-10-11,28.88,,
1996-10-14,29.13,,
1996-10-15,28.88,,
1996-10-16,28.88,,
1996-10-17,28.88,,
1996-10-18,29.13,,
1996-10-21,29.5,,
1996-10-22,29.38,,
1996-10-23,29.88,,
1996-10-24,30.38,,
1996-10-25,30.63,,
1996-10-28,30.13,,
1996-10-29,30.0,,
1996-10-30,29.25,,
1996-10-31,30.0,,
1996-11-01,30.75,,
1996-11-04,31.0,,
1996-11-05,30.88,,
1996-11-06,31.75,,
1996-11-07,31.25,,
1996-11-08,31.25,,
1996-11-11,31.88,,
1996-11-12,31.88,,
1996-11-13,31.75,,
1996-11-14,31.75,,
1996-11-15,31.63,,
1996-11-18,32.0,,
1996-11-19,31.88,,
1996-11-20,32.13,,
1996-11-21,32.38,,
1996-11-22,32.25,,
1996-11-25,31.88,,
1996-11-26,31.75,,
1996-11-27,31.75,,
1996-11-29,32.5,,
1996-12-02,32.5,,
1996-12-03,32.38,,
1996-12-04,32.13,,
1996-12-05,32.25,,
1996-12-06,32.5,,
1996-12-09,32.5,,
1996-12-10,33.38,,
1996-12-11,33.63,,
1996-12-12,33.63,,
1996-12-13,34.0,,
1996-12-16,33.38,,
1996-12-17,34.0,,
1996-12-18,34.75,,
1996-12-19,35.13,,
1996-12-20,34.75,,
1996-12-23,34.88,,
1996-12-24,34.75,,
1996-12-26,35.0,,
1996-12-27,35.0,,
1996-12-30,35.75,,
1996-12-31,36.0,,
1997-01-02,35.25,,
1997-01-03,34.88,,
1997-01-06,34.63,,
1997-01-07,34.38,,
1997-01-08,34.25,,
1997-01-09,34.38,,
1997-01-10,34.38,,
1997-01-13,34.5,,
1997-01-14,34.5,,
1997-01-15,34.63,,
1997-01-16,34.88,,
1997-01-17,35.0,,
1997-01-20,36.25,,
1997-01-21,37.0,,
1997-01-22,37.13,,
1997-01-23,36.75,,
1997-01-24,36.63,,
1997-01-27,36.5,,
1997-01-28,36.5,,
1997-01-29,36.25,,
1997-01-30,35.88,,
1997-01-31,36.0,,
1997-02-03,36.38,,
1997-02-04,36.0,,
1997-02-05,36.0,,
1997-02-06,35.63,,
1997-02-07,36.0,,
1997-02-10,36.13,,
1997-02-11,36.0,,
1997-02-12,35.75,,
1997-02-13,36.0,,
1997-02-14,36.0,,
1997-02-18,36.0,,
1997-02-19,35.88,,
1997-02-20,35.75,,
1997-02-21,36.0,,
1997-02-24,35.75,,
1997-02-25,35.75,,
1997-02-26,35.75,,
1997-02-27,35.63,,
1997-02-28,35.88,,
1997-03-03,36.13,,
1997-03-04,36.63,,
1997-03-05,36.88,,
1997-03-06,36.5,,
1997-03-07,36.88,,
1997-03-10,36.75,,
1997-03-11,36.88,,
1997-03-12,37.0,,
1997-03-13,36.75,,
1997-03-14,36.75,,
1997-03-17,37.0,,
1997-03-18,37.0,,
1997-03-19,36.88,,
1997-03-20,36.75,,
1997-03-21,36.75,,
1997-03-24,36.63,,
1997-03-25,36.75,,
1997-03-26,36.5,,
1997-03-27,36.25,,
1997-03-31,35.88,,
1997-04-01,35.88,,
1997-04-02,35.5,,
1997-04-03,35.38,,
1997-04-04,35.63,,
1997-04-07,36.38,,
1997-04-08,36.38,,
1997-04-09,36.25,,
1997-04-10,36.38,,
1997-04-11,36.25,,
1997-04-14,35.88,,
1997-04-15,36.13,,
1997-04-16,36.13,,
1997-04-17,36.0,,
1997-04-18,35.5,,
1997-04-21,35.13,,
1997-04-22,35.25,,
1997-04-23,34.25,,
1997-04-24,33.25,,
1997-04-25,33.13,,
1997-04-28,33.5,,
1997-04-29,34.25,,
1997-04-30,33.5,,
1997-05-01,34.25,,
1997-05-02,34.38,,
1997-05-05,35.38,,
1997-05-06,36.0,,
1997-05-07,35.38,,
1997-05-08,35.38,,
1997-05-09,35.38,,
1997-05-12,35.5,,
1997-05-13,35.5,,
1997-05-14,35.38,,
1997-05-15,35.38,,
1997-05-16,35.25,,
1997-05-19,35.5,,
1997-05-20,35.5,,
1997-05-21,35.38,,
1997-05-22,35.63,,
1997-05-23,35.5,,
1997-05-27,35.25,,
1997-05-28,35.13,,
1997-05-29,34.88,,
1997-05-30,35.25,,
1997-06-02,35.38,,
1997-06-03,35.5,,
1997-06-04,35.88,,
1997-06-05,35.88,,
1997-06-06,36.38,,
1997-06-09,36.25,,
1997-06-10,36.5,,
1997-06-11,36.38,,
1997-06-12,36.88,,
1997-06-13,37.25,,
1997-06-16,37.25,,
1997-06-17,37.13,,
1997-06-18,37.25,,
1997-06-19,37.38,,
1997-06-20,37.13,,
1997-06-23,36.5,,
1997-06-24,36.38,,
1997-06-25,36.38,,
1997-06-26,35.88,,
1997-06-27,36.13,,
1997-06-30,37.0,,
1997-07-01,37.0,,
1997-07-02,37.25,,
1997-07-03,37.38,,
1997-07-07,37.5,,
1997-07-08,37.63,,
1997-07-09,38.13,,
1997-07-10,38.0,,
1997-07-11,38.25,,
1997-07-14,38.63,,
1997-07-15,38.38,,
1997-07-16,38.5,,
1997-07-17,38.38,,
1997-07-18,38.38,,
1997-07-21,38.38,,
1997-07-22,38.5,,
1997-07-23,38.88,,
1997-07-24,38.88,,
1997-07-25,38.88,,
1997-07-28,38.25,,
1997-07-29,38.13,,
1997-07-30,38.5,,
1997-07-31,38.38,,
1997-08-01,38.63,,
1997-08-04,38.25,,
1997-08-05,38.5,,
1997-08-06,39.0,,
1997-08-07,39.0,,
1997-08-08,38.75,,
1997-08-11,38.13,,
1997-08-12,38.13,,
1997-08-13,37.88,,
1997-08-14,37.88,,
1997-08-15,37.63,,
1997-08-18,37.63,,
1997-08-19,37.75,,
1997-08-20,37.5,,
1997-08-21,37.38,,
1997-08-22,37.38,,
1997-08-25,37.0,,
1997-08-26,37.13,,
1997-08-27,37.0,,
1997-08-28,36.75,,
1997-08-29,37.25,,
1997-09-02,37.13,,
1997-09-03,37.88,,
1997-09-04,37.88,,
1997-09-05,38.13,,
1997-09-08,38.25,,
1997-09-09,38.5,,
1997-09-10,38.63,,
1997-09-11,38.63,,
1997-09-12,39.25,,
1997-09-15,39.13,,
1997-09-16,39.5,,
1997-09-17,39.38,,
1997-09-18,39.63,,
1997-09-19,39.63,,
1997-09-22,39.63,,
1997-09-23,39.75,,
1997-09-24,39.5,,
1997-09-25,39.88,,
1997-09-26,39.63,,
1997-09-29,39.63,,
1997-09-30,39.88,,
1997-10-01,40.0,,
1997-10-02,40.13,,
1997-10-03,40.13,,
1997-10-06,40.25,,
1997-10-07,40.25,,
1997-10-08,40.25,,
1997-10-09,40.13,,
1997-10-10,40.13,,
1997-10-13,39.88,,
1997-10-14,40.13,,
1997-10-15,39.5,,
1997-10-16,39.0,,
1997-10-17,38.88,,
1997-10-20,38.63,,
1997-10-21,38.88,,
1997-10-22,39.0,,
1997-10-23,39.0,,
1997-10-24,39.0,,
1997-10-27,37.75,,
1997-10-28,38.5,,
1997-10-29,38.88,,
1997-10-30,38.63,,
1997-10-31,39.13,,
1997-11-03,38.75,,
1997-11-04,38.75,,
1997-11-05,38.88,,
1997-11-06,38.75,,
1997-11-07,38.88,,
1997-11-10,38.75,,
1997-11-11,38.5,,
1997-11-12,38.88,,
1997-11-13,38.25,,
1997-11-14,38.38,,
1997-11-17,38.88,,
1997-11-18,39.13,,
1997-11-19,39.25,,
1997-11-20,39.5,,
1997-11-21,39.75,,
1997-11-24,39.25,,
1997-11-25,39.5,,
1997-11-26,39.5,,
1997-11-28,39.88,,
1997-12-01,40.0,,
1997-12-02,40.0,,
1997-12-03,40.25,,
1997-12-04,40.25,,
1997-12-05,40.13,,
1997-12-08,40.25,,
1997-12-09,40.0,,
1997-12-10,39.75,,
1997-12-11,39.88,,
1997-12-12,39.63,,
1997-12-15,39.63,,
1997-12-16,39.38,,
1997-12-17,39.13,,
1997-12-18,39.13,,
1997-12-19,38.88,,
1997-12-22,38.88,,
1997-12-23,38.88,,
1997-12-24,38.88,,
1997-12-26,38.88,,
1997-12-29,38.88,,
1997-12-30,39.13,,
1997-12-31,39.0,,
1998-01-02,39.13,,
1998-01-05,39.25,,
1998-01-06,38.88,,
1998-01-07,38.88,,
1998-01-08,38.5,,
1998-01-09,38.75,,
1998-01-12,38.5,,
1998-01-13,38.88,,
1998-01-14,38.75,,
1998-01-15,38.13,,
1998-01-16,38.38,,
1998-01-20,38.63,,
1998-01-21,38.25,,
1998-01-22,38.0,,
1998-01-23,38.0,,
1998-01-26,38.13,,
1998-01-27,38.0,,
1998-01-28,38.13,,
1998-01-29,38.13,,
1998-01-30,37.88,,
1998-02-02,38.25,,
1998-02-03,38.25,,
1998-02-04,38.25,,
1998-02-05,38.0,,
1998-02-06,38.13,,
1998-02-09,37.88,,
1998-02-10,38.13,,
1998-02-11,37.75,,
1998-02-12,38.0,,
1998-02-13,37.88,,
1998-02-17,38.0,,
1998-02-18,38.25,,
1998-02-19,37.88,,
1998-02-20,37.5,,
1998-02-23,37.88,,
1998-02-24,37.88,,
1998-02-25,37.88,,
1998-02-26,38.0,,
1998-02-27,37.75,,
1998-03-02,37.38,,
1998-03-03,37.38,,
1998-03-04,37.13,,
1998-03-05,36.63,,
1998-03-06,37.0,,
1998-03-09,37.25,,
1998-03-10,37.25,,
1998-03-11,37.13,,
1998-03-12,36.75,,
1998-03-13,36.25,,
1998-03-16,36.88,,
1998-03-17,36.88,,
1998-03-18,37.0,,
1998-03-19,36.88,,
1998-03-20,36.75,,
1998-03-23,36.88,,
1998-03-24,36.88,,
1998-03-25,37.0,,
1998-03-26,37.13,,
1998-03-27,36.75,,
1998-03-30,37.0,,
1998-03-31,37.13,,
1998-04-01,37.13,,
1998-04-02,37.38,,
1998-04-03,37.25,,
1998-04-06,37.0,,
1998-04-07,37.38,,
1998-04-08,37.25,,
1998-04-09,37.25,,
1998-04-13,37.25,,
1998-04-14,37.38,,
1998-04-15,37.25,,
1998-04-16,37.38,,
1998-04-17,37.5,,
1998-04-20,37.5,,
1998-04-21,37.38,,
1998-04-22,37.38,,
1998-04-23,37.38,,
1998-04-24,37.25,,
1998-04-27,37.0,,
1998-04-28,37.0,,
1998-04-29,36.88,,
1998-04-30,37.0,,
1998-05-01,37.38,,
1998-05-04,37.5,,
1998-05-05,37.13,,
1998-05-06,37.25,,
1998-05-07,37.5,,
1998-05-08,37.5,,
1998-05-11,37.38,,
1998-05-12,37.38,,
1998-05-13,37.38,,
1998-05-14,37.25,,
1998-05-15,37.25,,
1998-05-18,37.25,,
1998-05-19,37.13,,
1998-05-20,36.63,,
1998-05-21,36.5,,
1998-05-22,36.25,,
1998-05-26,36.25,,
1998-05-27,36.13,,
1998-05-28,36.5,,
1998-05-29,36.75,,
1998-06-01,36.88,,
1998-06-02,36.88,,
1998-06-03,37.0,,
1998-06-04,36.75,,
1998-06-05,36.25,,
1998-06-08,36.31,,
1998-06-09,36.44,,
1998-06-10,36.06,,
1998-06-11,36.13,,
