date,ORLY,dcf,Deviation
2005-01-05,22.45,,
2005-01-06,22.24,,
2005-01-07,22.18,,
2005-01-10,22.6,,
2005-01-11,22.82,,
2005-01-12,23.01,,
2005-01-13,22.92,,
2005-01-14,23.05,,
2005-01-18,23.32,,
2005-01-19,23.15,,
2005-01-20,23.14,,
2005-01-21,23.06,,
2005-01-24,22.84,,
2005-01-25,22.85,,
2005-01-26,22.95,,
2005-01-27,22.82,,
2005-01-28,22.58,,
2005-01-31,22.87,,
2005-02-01,22.95,,
2005-02-02,23.26,,
2005-02-03,23.2,,
2005-02-04,23.72,,
2005-02-07,24.05,,
2005-02-08,23.82,,
2005-02-09,23.45,,
2005-02-10,23.48,,
2005-02-11,23.54,,
2005-02-14,23.46,,
2005-02-15,23.51,,
2005-02-16,23.79,,
2005-02-17,24.51,,
2005-02-18,24.34,,
2005-02-22,24.09,,
2005-02-23,24.0,,
2005-02-24,24.58,,
2005-02-25,24.92,,
2005-02-28,25.45,,
2005-03-01,25.69,,
2005-03-02,25.66,,
2005-03-03,25.59,,
2005-03-04,25.76,,
2005-03-07,25.87,,
2005-03-08,25.73,,
2005-03-09,25.82,,
2005-03-10,25.96,,
2005-03-11,26.11,,
2005-03-14,25.41,,
2005-03-15,25.09,,
2005-03-16,24.96,,
2005-03-17,24.83,,
2005-03-18,24.66,,
2005-03-21,24.38,,
2005-03-22,24.44,,
2005-03-23,24.38,,
2005-03-24,24.51,,
2005-03-28,24.48,,
2005-03-29,24.45,,
2005-03-30,24.84,,
2005-03-31,24.76,,
2005-04-01,24.53,,
2005-04-04,24.84,,
2005-04-05,25.08,,
2005-04-06,24.84,,
2005-04-07,25.09,,
2005-04-08,24.71,,
2005-04-11,24.83,,
2005-04-12,24.78,,
2005-04-13,24.65,,
2005-04-14,24.09,,
2005-04-15,23.42,,
2005-04-18,23.5,,
2005-04-19,23.55,,
2005-04-20,23.34,,
2005-04-21,23.66,,
2005-04-22,23.5,,
2005-04-25,24.0,,
2005-04-26,24.05,,
2005-04-27,25.96,,
2005-04-28,25.83,,
2005-04-29,25.66,,
2005-05-02,25.82,,
2005-05-03,26.17,,
2005-05-04,26.7,,
2005-05-05,26.84,,
2005-05-06,26.67,,
2005-05-09,26.89,,
2005-05-10,26.86,,
2005-05-11,26.79,,
2005-05-12,26.79,,
2005-05-13,26.9,,
2005-05-16,27.23,,
2005-05-17,27.23,,
2005-05-18,27.75,,
2005-05-19,27.9,,
2005-05-20,28.15,,
2005-05-23,28.58,,
2005-05-24,28.51,,
2005-05-25,28.31,,
2005-05-26,28.18,,
2005-05-27,27.73,,
2005-05-31,27.78,,
2005-06-01,28.14,,
2005-06-02,28.56,,
2005-06-03,28.35,,
2005-06-06,28.69,,
2005-06-07,28.68,,
2005-06-08,28.22,,
2005-06-09,29.15,,
2005-06-10,29.19,,
2005-06-13,29.36,,
2005-06-14,29.35,,
2005-06-15,29.5,,
2005-06-16,29.78,,
2005-06-17,30.04,,
2005-06-20,29.7,,
2005-06-21,29.55,,
2005-06-22,29.46,,
2005-06-23,29.13,,
2005-06-24,28.98,,
2005-06-27,28.9,,
2005-06-28,29.65,,
2005-06-29,29.61,,
2005-06-30,29.83,,
2005-07-01,29.56,,
2005-07-05,29.75,,
2005-07-06,29.69,,
2005-07-07,29.62,,
2005-07-08,29.68,,
2005-07-11,30.11,,
2005-07-12,30.2,,
2005-07-13,29.75,,
2005-07-14,29.76,,
2005-07-15,30.63,,
2005-07-18,30.46,,
2005-07-19,30.98,,
2005-07-20,30.97,,
2005-07-21,30.82,,
2005-07-22,30.58,,
2005-07-25,30.85,,
2005-07-26,31.02,,
2005-07-27,31.82,,
2005-07-28,32.2,,
2005-07-29,32.26,,
2005-08-01,32.08,,
2005-08-02,32.41,,
2005-08-03,32.14,,
2005-08-04,31.59,,
2005-08-05,31.13,,
2005-08-08,30.53,,
2005-08-09,30.51,,
2005-08-10,30.61,,
2005-08-11,30.47,,
2005-08-12,29.86,,
2005-08-15,30.12,,
2005-08-16,29.52,,
2005-08-17,29.69,,
2005-08-18,29.74,,
2005-08-19,29.72,,
2005-08-22,29.55,,
2005-08-23,29.34,,
2005-08-24,29.14,,
2005-08-25,29.21,,
2005-08-26,28.34,,
2005-08-29,27.7,,
2005-08-30,27.51,,
2005-08-31,27.57,,
2005-09-01,26.9,,
2005-09-02,26.8,,
2005-09-06,27.3,,
2005-09-07,27.77,,
2005-09-08,27.35,,
2005-09-09,28.04,,
2005-09-12,29.71,,
2005-09-13,29.42,,
2005-09-14,29.02,,
2005-09-15,28.58,,
2005-09-16,28.93,,
2005-09-19,28.43,,
2005-09-20,28.05,,
2005-09-21,27.23,,
2005-09-22,27.72,,
2005-09-23,28.2,,
2005-09-26,28.52,,
2005-09-27,28.64,,
2005-09-28,27.58,,
2005-09-29,28.48,,
2005-09-30,28.18,,
2005-10-03,28.73,,
2005-10-04,28.63,,
2005-10-05,27.59,,
2005-10-06,28.17,,
2005-10-07,28.23,,
2005-10-10,28.09,,
2005-10-11,27.45,,
2005-10-12,26.32,,
2005-10-13,26.3,,
2005-10-14,26.38,,
2005-10-17,26.64,,
2005-10-18,26.11,,
2005-10-19,26.87,,
2005-10-20,26.65,,
2005-10-21,26.8,,
2005-10-24,26.91,,
2005-10-25,27.0,,
2005-10-26,27.42,,
2005-10-27,27.23,,
2005-10-28,27.01,,
2005-10-31,28.2,,
2005-11-01,28.83,,
2005-11-02,29.78,,
2005-11-03,29.97,,
2005-11-04,29.9,,
2005-11-07,30.68,,
2005-11-08,30.36,,
2005-11-09,30.52,,
2005-11-10,30.76,,
2005-11-11,30.89,,
2005-11-14,30.6,,
2005-11-15,30.0,,
2005-11-16,29.6,,
2005-11-17,30.67,,
2005-11-18,30.69,,
2005-11-21,30.84,,
2005-11-22,30.98,,
2005-11-23,30.95,,
2005-11-25,30.96,,
2005-11-28,30.34,,
2005-11-29,30.25,,
2005-11-30,30.45,,
2005-12-01,30.87,,
2005-12-02,31.35,,
2005-12-05,30.73,,
2005-12-06,31.33,,
2005-12-07,31.12,,
2005-12-08,31.28,,
2005-12-09,31.48,,
2005-12-12,31.78,,
2005-12-13,32.09,,
2005-12-14,32.28,,
2005-12-15,31.82,,
2005-12-16,31.96,,
2005-12-19,31.63,,
2005-12-20,31.57,,
2005-12-21,31.97,,
2005-12-22,31.62,,
2005-12-23,32.13,,
2005-12-27,31.84,,
2005-12-28,32.13,,
2005-12-29,32.07,,
2005-12-30,32.01,,
2006-01-03,31.99,32.20118588336484,-0.0065583262718887925
2006-01-04,31.92,32.27118588336484,-0.010882335859429104
2006-01-05,31.99,31.921185883364842,0.002155750631777753
2006-01-06,31.64,32.12118588336484,-0.014980327473340216
2006-01-09,31.84,32.411185883364844,-0.01762310967023295
2006-01-10,32.13,32.42118588336484,-0.008981345852442923
2006-01-11,32.14,32.10118588336484,0.0012091178430662097
2006-01-12,31.82,31.96118588336484,-0.004417416921889794
2006-01-13,31.68,31.86118588336484,-0.005686727544546244
2006-01-17,31.58,32.06118588336484,-0.015008361983719132
2006-01-18,31.78,32.14118588336484,-0.011237478438895332
2006-01-19,31.86,31.41118588336484,0.01428835314596788
2006-01-20,31.13,31.68118588336484,-0.01739789303954864
2006-01-23,31.4,32.091185883364844,-0.021538184530698112
2006-01-24,31.81,32.13118588336484,-0.009996079339578023
2006-01-25,31.85,32.43118588336484,-0.017920586852883225
2006-01-26,32.15,32.79118588336484,-0.019553604607210007
2006-01-27,32.51,32.841185883364844,-0.01008446785512096
2006-01-30,32.56,33.10118588336484,-0.01634944093156543
2006-01-31,32.82,33.21118588336484,-0.011778738788149723
2006-02-01,32.93,32.68118588336484,0.007613374787657445
2006-02-02,32.4,32.86118588336484,-0.014034365193080434
2006-02-03,32.58,32.46118588336484,0.003660190267295249
2006-02-06,32.18,32.92118588336484,-0.022513948494770508
2006-02-07,32.64,33.14118588336484,-0.015122750438945842
2006-02-08,32.86,33.06118588336484,-0.006085259133613574
2006-02-09,32.78,33.33118588336484,-0.016536641849275724
2006-02-10,33.05,33.72118588336484,-0.01990398219345979
2006-02-13,33.44,34.06118588336484,-0.018237353376126197
2006-02-14,33.78,34.35118588336484,-0.01662783594441919
2006-02-15,34.07,33.77118588336484,0.00884819732618114
2006-02-16,33.49,33.94118588336484,-0.013293167920392812
2006-02-17,33.66,33.40118588336484,0.007748650528125678
2006-02-21,33.12,33.83118588336484,-0.021021606686112082
2006-02-22,33.55,33.841185883364844,-0.008604482253323886
2006-02-23,33.56,33.53118588336484,0.0008593229221116605
2006-02-24,33.25,33.83118588336484,-0.017178998258249423
2006-02-27,33.55,33.00118588336484,0.016630133188995533
2006-02-28,32.72,37.481185883364844,-0.12702868842466342
2006-03-01,37.2,37.08118588336484,0.0032041617279685575
2006-03-02,36.8,36.31118588336484,0.013461805356764556
2006-03-03,36.03,35.551185883364845,0.013468302244713737
2006-03-06,35.27,35.96118588336484,-0.019220330653349493
2006-03-07,35.68,35.70118588336484,-0.0005934223987420495
2006-03-08,35.42,35.731185883364844,-0.008709083554646835
2006-03-09,35.45,35.99118588336484,-0.01503662271975803
2006-03-10,35.71,36.20118588336484,-0.013568226326821864
2006-03-13,35.92,36.20118588336484,-0.007767311387830822
2006-03-14,35.92,35.99118588336484,-0.00197786990391291
2006-03-15,35.71,36.02118588336484,-0.008638968310828221
2006-03-16,35.74,36.231185883364844,-0.013556991618934644
2006-03-17,35.95,36.341185883364844,-0.010764257518186993
2006-03-20,36.06,36.091185883364844,-0.0008640858592351419
2006-03-21,35.81,36.371185883364845,-0.015429408465383987
2006-03-22,36.09,36.21118588336484,-0.003346642215893536
2006-03-23,35.93,36.19118588336484,-0.007216836834431861
2006-03-24,35.91,36.07118588336484,-0.0044685496031662275
2006-03-27,35.79,35.97118588336484,-0.005036972757927138
2006-03-28,35.69,36.45118588336484,-0.0208823352359635
2006-03-29,36.17,36.411185883364844,-0.006623950237089948
2006-03-30,36.13,36.841185883364844,-0.01930409856013804
2006-03-31,36.56,36.70136620957493,-0.0038517969267870544
2006-04-03,36.21,36.75136620957493,-0.014730505703863805
2006-04-04,36.26,36.73136620957493,-0.012832798183587846
2006-04-05,36.24,36.98136620957493,-0.020047020582570574
2006-04-06,36.49,36.69136620957494,-0.005488108794444058
2006-04-07,36.2,36.32136620957493,-0.0033414549682587724
2006-04-10,35.83,35.061366209574935,0.021922528227526827
2006-04-11,34.57,35.721366209574924,-0.03223186377642817
2006-04-12,35.23,35.781366209574934,-0.015409311269601322
2006-04-13,35.29,35.601366209574934,-0.008745906203206144
2006-04-17,35.11,35.16136620957493,-0.0014608706973662233
2006-04-18,34.67,35.32136620957493,-0.018441138593284556
2006-04-19,34.83,36.05136620957494,-0.033878499984573485
2006-04-20,35.56,35.601366209574934,-0.0011619275881554758
2006-04-21,35.11,35.41136620957493,-0.008510437236207036
2006-04-24,34.92,35.241366209574934,-0.009119005422883353
2006-04-25,34.75,34.63136620957493,0.003425616815321275
2006-04-26,34.14,34.651366209574924,-0.014757461696665253
2006-04-27,34.16,34.37136620957494,-0.006149485251361941
2006-04-28,33.88,34.151366209574924,-0.007945984002796336
2006-05-01,33.66,34.26136620957494,-0.017552312593036024
2006-05-02,33.77,34.38136620957493,-0.017781905635985584
2006-05-03,33.89,34.111366209574925,-0.006489514615594216
2006-05-04,33.62,34.62136620957494,-0.02892335916247002
2006-05-05,34.13,34.32136620957493,-0.00557571654946365
2006-05-08,33.83,34.51136620957494,-0.019743240688799513
2006-05-09,34.02,34.75136620957493,-0.021045682208989502
2006-05-10,34.26,34.19136620957494,0.0020073427310383085
2006-05-11,33.7,34.05136620957494,-0.010318711073511455
2006-05-12,33.56,33.741366209574934,-0.005375188676369214
2006-05-15,33.25,33.33136620957494,-0.002441130347413223
2006-05-16,32.84,32.971366209574924,-0.0039842513270430535
2006-05-17,32.48,32.46136620957493,0.0005740297652527815
2006-05-18,31.97,33.00136620957493,-0.031252227650978126
2006-05-19,32.51,32.46136620957493,0.0014982052853560468
2006-05-22,31.97,32.47136620957493,-0.015440256080974324
2006-05-23,31.98,32.07136620957493,-0.002848840581903711
2006-05-24,31.58,32.07136620957493,-0.015321025190009996
2006-05-25,31.58,32.33136620957493,-0.02323954406085116
2006-05-26,31.84,31.841366209574932,-4.2906751109295094e-05
2006-05-30,31.35,32.18136620957493,-0.025833776110088635
2006-05-31,31.69,33.05136620957494,-0.041189408054803756
2006-06-01,32.56,33.531366209574934,-0.02896888255324226
2006-06-02,33.04,33.421366209574934,-0.011410850387847948
2006-06-05,32.93,33.19136620957494,-0.007874523992915328
2006-06-06,32.7,33.12136620957494,-0.012721884927957006
2006-06-07,32.63,32.38136620957493,0.007678298340344725
2006-06-08,31.89,32.16136620957493,-0.008437645584040476
2006-06-09,31.67,31.72136620957493,-0.0016192937351930947
2006-06-12,31.23,31.33136620957493,-0.0032352949085237004
2006-06-13,30.84,31.201366209574932,-0.01158174315661975
2006-06-14,30.71,32.491366209574934,-0.054825832748454206
2006-06-15,32.0,32.57136620957493,-0.017541978617002907
2006-06-16,32.08,31.79136620957493,0.009078999264213294
2006-06-19,31.3,32.41136620957493,-0.03428939719445123
2006-06-20,31.92,32.791366209574925,-0.02657303767113206
2006-06-21,32.3,32.741366209574934,-0.01348038462261425
2006-06-22,32.25,33.101366209574934,-0.025719971924562657
2006-06-23,32.61,33.46136620957493,-0.02544325907802647
2006-06-26,32.97,33.491366209574934,-0.015567182488538833
2006-06-27,33.0,33.51136620957494,-0.015259485583993593
2006-06-28,33.02,32.08136620957493,0.02925791203196737
2006-06-29,31.59,31.681366209574932,-0.0028839100236567328
2006-06-30,31.19,32.089387899725395,-0.028027580411812414
2006-07-03,31.6,30.819387899725395,0.025328604929287346
2006-07-05,30.33,30.389387899725396,-0.00195423152060048
2006-07-06,29.9,29.619387899725396,0.009473933128685719
2006-07-07,29.13,29.579387899725397,-0.015192603080524503
2006-07-10,29.09,29.789387899725398,-0.02347775328850732
2006-07-11,29.3,29.459387899725396,-0.0054104280872340205
2006-07-12,28.97,30.049387899725396,-0.035920462118140595
2006-07-13,29.56,29.759387899725397,-0.006700000026789499
2006-07-14,29.27,29.919387899725397,-0.021704585063765824
2006-07-17,29.43,29.129387899725398,0.010319890734038939
2006-07-18,28.64,29.879387899725398,-0.04147969509565452
2006-07-19,29.39,29.299387899725396,0.0030926277567544513
2006-07-20,28.81,28.719387899725398,0.003155084662353369
2006-07-21,28.23,29.049387899725396,-0.02820671824665677
2006-07-24,28.56,29.599387899725397,-0.03511518222088106
2006-07-25,29.11,29.289387899725398,-0.00612467219661772
2006-07-26,28.8,28.849387899725397,-0.0017119219269766672
2006-07-27,28.36,28.529387899725396,-0.005937312792014926
2006-07-28,28.04,28.839387899725395,-0.027718615336250196
2006-07-31,28.35,28.839387899725395,-0.016969427417356964
2006-08-01,28.35,29.109387899725398,-0.026087388107963627
2006-08-02,28.62,29.509387899725397,-0.030139151064318526
2006-08-03,29.02,29.639387899725396,-0.020897459212750324
2006-08-04,29.15,29.469387899725398,-0.010837954992895305
2006-08-07,28.98,29.009387899725397,-0.0010130479080420196
2006-08-08,28.52,28.369387899725396,0.0053089654527251895
2006-08-09,27.88,29.499387899725395,-0.0548956441140418
2006-08-10,29.01,28.979387899725396,0.0010563404713905822
2006-08-11,28.49,28.949387899725398,-0.015868656750761767
2006-08-14,28.46,29.489387899725397,-0.03490706227018636
2006-08-15,29.0,29.949387899725398,-0.03169974300990985
2006-08-16,29.46,29.939387899725396,-0.016011947249255254
2006-08-17,29.45,29.659387899725395,-0.007059751213791432
2006-08-18,29.17,29.369387899725396,-0.006788970216408896
2006-08-21,28.88,29.259387899725397,-0.012966364881780712
2006-08-22,28.77,29.219387899725398,-0.015379784862968426
2006-08-23,28.73,28.919387899725397,-0.006548821170837993
2006-08-24,28.43,28.649387899725397,-0.007657681919532422
2006-08-25,28.16,29.209387899725396,-0.03592639131391251
2006-08-28,28.72,29.909387899725395,-0.03976637381256187
2006-08-29,29.42,30.029387899725396,-0.020293050985929928
2006-08-30,29.54,30.179387899725395,-0.021186244792301245
2006-08-31,29.69,30.669387899725397,-0.03193372828070573
2006-09-01,30.18,30.699387899725398,-0.016918509952768335
2006-09-05,30.21,30.389387899725396,-0.005902978379074719
2006-09-06,29.9,30.139387899725396,-0.007942692815190777
2006-09-07,29.65,30.509387899725397,-0.028167982345300824
2006-09-08,30.02,30.739387899725397,-0.023402804963849833
2006-09-11,30.25,31.849387899725397,-0.050217225673564236
2006-09-12,31.36,31.739387899725397,-0.011953220425170219
2006-09-13,31.25,31.859387899725398,-0.019127420201649592
2006-09-14,31.37,31.859387899725398,-0.015360869495223861
2006-09-15,31.37,31.939387899725396,-0.01782713875146902
2006-09-18,31.45,32.269387899725395,-0.025392111628258274
2006-09-19,31.78,33.10938789972539,-0.04015138859563194
2006-09-20,32.62,33.059387899725394,-0.013290866154513581
2006-09-21,32.57,32.879387899725394,-0.009409782830171798
2006-09-22,32.39,33.3693878997254,-0.029349891063883193
2006-09-25,32.88,34.089387899725395,-0.035476961431012755
2006-09-26,33.6,34.09938789972539,-0.01464506932481957
2006-09-27,33.61,34.23938789972539,-0.018381984560256748
2006-09-28,33.75,33.699387899725394,0.001501870016903828
2006-09-29,33.21,33.35099713487319,-0.004227673742496774
2006-10-02,32.99,33.6309971348732,-0.01905971245225202
2006-10-03,33.27,34.730997134873185,-0.04206608664875344
2006-10-04,34.37,34.730997134873185,-0.010394090715890036
2006-10-05,34.37,34.35099713487319,0.0005531968999967773
2006-10-06,33.99,34.520997134873184,-0.015381859706965595
2006-10-09,34.16,34.39099713487319,-0.006716790849863319
2006-10-10,34.03,34.040997134873194,-0.000323055603501321
2006-10-11,33.68,34.3109971348732,-0.018390521627593914
2006-10-12,33.95,34.290997134873194,-0.009944217531265842
2006-10-13,33.93,34.360997134873195,-0.012543208021043473
2006-10-16,34.0,34.300997134873185,-0.008775171569784135
2006-10-17,33.94,34.610997134873195,-0.019386818942500716
2006-10-18,34.25,34.62099713487319,-0.010715957527967723
2006-10-19,34.26,34.7409971348732,-0.013845231125803603
2006-10-20,34.38,35.19099713487319,-0.023045585544648195
2006-10-23,34.83,35.180997134873195,-0.00997689558165682
2006-10-24,34.82,32.58099713487319,0.06872112771313188
2006-10-25,32.22,33.00099713487319,-0.023665864751943655
2006-10-26,32.64,32.7009971348732,-0.0018652989271739084
2006-10-27,32.34,32.4209971348732,-0.002498292527408741
2006-10-30,32.06,32.650997134873194,-0.0181004314334392
2006-10-31,32.29,32.06099713487319,0.007142724356433705
2006-11-01,31.7,32.23099713487319,-0.016474734946957836
2006-11-02,31.87,32.01099713487319,-0.00440464676183383
2006-11-03,31.65,32.46099713487319,-0.024983740687433365
2006-11-06,32.1,32.53099713487319,-0.013248814141364251
2006-11-07,32.17,32.87099713487319,-0.021325703385173367
2006-11-08,32.51,32.410997134873185,0.003054607197514825
2006-11-09,32.05,33.090997134873184,-0.031458620924303404
2006-11-10,32.73,33.090997134873184,-0.010909225049998472
2006-11-13,32.73,33.230997134873185,-0.015076199273822977
2006-11-14,32.87,33.2409971348732,-0.011160830506013464
2006-11-15,32.88,33.53099713487319,-0.019414786033789988
2006-11-16,33.17,33.39099713487319,-0.006618464671196644
2006-11-17,33.03,33.1309971348732,-0.0030484182067339605
2006-11-20,32.77,33.2009971348732,-0.012981451524553433
2006-11-21,32.84,33.300997134873185,-0.013843343279064113
2006-11-22,32.94,32.910997134873185,0.0008812514858773657
2006-11-24,32.55,32.4909971348732,0.0018159758188360797
2006-11-27,32.13,32.10099713487319,0.0009034879821632202
2006-11-28,31.74,31.910997134873192,-0.005358564451949488
2006-11-29,31.55,32.03099713487319,-0.0150166144640409
2006-11-30,31.67,31.97099713487319,-0.009414693373603567
2006-12-01,31.61,32.28099713487319,-0.020786134085935992
2006-12-04,31.92,32.53099713487319,-0.018781998361132257
2006-12-05,32.17,32.480997134873185,-0.009574740996460385
2006-12-06,32.12,32.25099713487319,-0.004061801076269411
2006-12-07,31.89,32.4509971348732,-0.017287516082836407
2006-12-08,32.09,32.53099713487319,-0.013556213264684591
2006-12-11,32.17,32.430997134873195,-0.008047767812619622
2006-12-12,32.07,32.35099713487319,-0.008685887909473
2006-12-13,31.99,32.770997134873184,-0.02383196128146159
2006-12-14,32.41,32.7409971348732,-0.010109561828850033
2006-12-15,32.38,32.770997134873184,-0.011931194319903748
2006-12-18,32.41,32.550997134873185,-0.0043315765194219535
2006-12-19,32.19,32.82099713487319,-0.019225410254301467
2006-12-20,32.46,32.7409971348732,-0.008582424466660465
2006-12-21,32.38,32.87099713487319,-0.014937092807333352
2006-12-22,32.51,32.8809971348732,-0.011283025674416858
2006-12-26,32.52,32.910997134873185,-0.011880440245272128
2006-12-27,32.55,32.7009971348732,-0.004617508580867513
2006-12-28,32.34,32.4209971348732,-0.002498292527408741
2006-12-29,32.06,32.45403715574863,-0.01214139103426859
2007-01-03,32.19,32.61403715574863,-0.013001676355602454
2007-01-04,32.35,32.20403715574864,0.004532439319500314
2007-01-05,31.94,31.944037155748635,-0.00012638213914384355
2007-01-08,31.68,32.18403715574863,-0.015661091655762127
2007-01-09,31.92,32.30403715574863,-0.011888209324953936
2007-01-10,32.04,32.57403715574864,-0.016394564578999238
2007-01-11,32.31,32.784037155748635,-0.014459389290483071
2007-01-12,32.52,32.80403715574863,-0.008658603646863994
2007-01-16,32.54,32.88403715574863,-0.01046213255748274
2007-01-17,32.62,32.61403715574863,0.00018283060827117836
2007-01-18,32.35,32.66403715574863,-0.009614156212572222
2007-01-19,32.4,33.57403715574864,-0.03496860238470367
2007-01-22,33.31,34.034037155748635,-0.021273913301417924
2007-01-23,33.77,34.30403715574863,-0.015567764030920639
2007-01-24,34.04,33.47403715574863,0.016907516760468644
2007-01-25,33.21,33.56403715574863,-0.010548109993615329
2007-01-26,33.3,33.36403715574863,-0.0019193467340208326
2007-01-29,33.1,33.004037155748634,0.002907609266057598
2007-01-30,32.74,35.17403715574863,-0.0691998232949732
2007-01-31,34.91,34.92403715574863,-0.0004019339369624175
2007-02-01,34.66,34.86403715574863,-0.005852367436310901
2007-02-02,34.6,34.09403715574863,0.014840215077493779
2007-02-05,33.83,34.56403715574863,-0.021237020213842328
2007-02-06,34.3,34.73403715574863,-0.012496018064424685
2007-02-07,34.47,34.81403715574863,-0.009882139040913285
2007-02-08,34.55,34.49403715574863,0.0016223918353970301
2007-02-09,34.23,34.62403715574863,-0.01138045092708695
2007-02-12,34.36,34.80403715574863,-0.01275820830099561
2007-02-13,34.54,34.86403715574863,-0.009294309614834906
2007-02-14,34.6,34.97403715574863,-0.010694709166200744
2007-02-15,34.71,34.92403715574863,-0.006128648723917496
2007-02-16,34.66,34.65403715574863,0.00017206780914347242
2007-02-20,34.39,34.68403715574863,-0.008477593148348284
2007-02-21,34.42,34.84403715574863,-0.012169575926384013
2007-02-22,34.58,34.92403715574863,-0.009851013335438474
2007-02-23,34.66,34.76403715574863,-0.0029926661072916527
2007-02-26,34.5,33.43403715574863,0.0318825644443026
2007-02-27,33.17,34.69403715574863,-0.043927927698552804
2007-02-28,34.43,34.284037155748635,0.004257457883045435
2007-03-01,34.02,33.604037155748635,0.012378359252593896
2007-03-02,33.34,32.354037155748635,0.030474182850970255
2007-03-05,32.09,32.66403715574863,-0.017573980613954876
2007-03-06,32.4,32.95403715574863,-0.01681242128635463
2007-03-07,32.69,33.18403715574863,-0.014887795400839288
2007-03-08,32.92,33.01403715574863,-0.0028483991613929005
2007-03-09,32.75,33.38403715574863,-0.01899222531986222
2007-03-12,33.12,32.854037155748635,0.008095286524165468
2007-03-13,32.59,32.45403715574863,0.00418939694925724
2007-03-14,32.19,32.504037155748634,-0.009661481564393837
2007-03-15,32.24,32.16403715574863,0.0023617322627609294
2007-03-16,31.9,32.714037155748635,-0.024883420895839836
2007-03-19,32.45,33.144037155748634,-0.02094003070559114
2007-03-20,32.88,33.32403715574864,-0.013324830772253549
2007-03-21,33.06,33.87403715574863,-0.02403130019624722
2007-03-22,33.61,34.04403715574863,-0.0127492856902649
2007-03-23,33.78,33.90403715574863,-0.0036584774603339865
2007-03-26,33.64,33.95403715574863,-0.009248890030606027
2007-03-27,33.69,33.61403715574863,0.002259854830866992
2007-03-28,33.35,33.29403715574863,0.0016808668768397705
2007-03-29,33.03,33.36403715574863,-0.010011892571312409
2007-03-30,33.1,33.92182172447691,-0.024226933657985228
2007-04-02,33.13,34.2218217244769,-0.03190425493029725
2007-04-03,33.43,34.161821724476894,-0.021422210161366917
2007-04-04,33.37,34.0718217244769,-0.020598303494078207
2007-04-05,33.28,34.161821724476894,-0.025813076702670967
2007-04-09,33.37,33.901821724476896,-0.01568711347723617
2007-04-10,33.11,33.9418217244769,-0.024507279875229604
2007-04-11,33.15,33.8918217244769,-0.0218879271379252
2007-04-12,33.1,34.2618217244769,-0.03391009777062981
2007-04-13,33.47,34.1818217244769,-0.02082456956842582
2007-04-16,33.39,34.5318217244769,-0.03306578302144858
2007-04-17,33.74,34.70182172447689,-0.02771675020733777
2007-04-18,33.91,34.771821724476894,-0.024785061056212476
2007-04-19,33.98,35.601821724476906,-0.04555445889899157
2007-04-20,34.81,35.6318217244769,-0.023064263478629776
2007-04-23,34.84,35.6818217244769,-0.023592453630231103
2007-04-24,34.89,37.7118217244769,-0.07482591917975134
2007-04-25,36.92,37.17182172447691,-0.0067745327722553705
2007-04-26,36.38,37.021821724476894,-0.017336308549412927
2007-04-27,36.23,36.3918217244769,-0.004446650835510657
2007-04-30,35.6,36.7618217244769,-0.031604030213315926
2007-05-01,35.97,37.271821724476894,-0.0349277728923556
2007-05-02,36.48,37.0318217244769,-0.014901284862045117
2007-05-03,36.24,36.9418217244769,-0.018998026943860435
2007-05-04,36.15,36.70182172447689,-0.01503526796624588
2007-05-07,35.91,36.601821724476906,-0.01890129211831726
2007-05-08,35.81,36.8018217244769,-0.026950343162421175
2007-05-09,36.01,36.42182172447691,-0.011307005113369906
2007-05-10,35.63,36.2218217244769,-0.016338817218488177
2007-05-11,35.43,36.2518217244769,-0.02266980486451009
2007-05-14,35.46,35.9718217244769,-0.014228407123696774
2007-05-15,35.18,36.4318217244769,-0.03436066782342251
2007-05-16,35.64,37.0518217244769,-0.03810397596575488
2007-05-17,36.26,37.42182172447691,-0.031046637254353193
2007-05-18,36.63,37.3018217244769,-0.018010426660638346
2007-05-21,36.51,37.45182172447689,-0.025147554407516592
2007-05-22,36.66,37.331821724476896,-0.017995953410342547
2007-05-23,36.54,37.091821724476894,-0.014877180435512227
2007-05-24,36.3,37.411821724476894,-0.029718459920637375
2007-05-25,36.62,37.7818217244769,-0.030750812730774624
2007-05-29,36.99,38.4218217244769,-0.03726584686026857
2007-05-30,37.63,38.7818217244769,-0.029700041753065287
2007-05-31,37.99,38.9218217244769,-0.023940855879592604
2007-06-01,38.13,38.7918217244769,-0.017060857032638377
2007-06-04,38.0,38.4318217244769,-0.011236046200793881
2007-06-05,37.64,37.9418217244769,-0.007954855901981972
2007-06-06,37.15,37.271821724476894,-0.0032684671379208385
2007-06-07,36.48,37.9118217244769,-0.03776715703303912
2007-06-08,37.12,37.7818217244769,-0.017516935242117837
2007-06-11,36.99,37.231821724476895,-0.0064950279969221425
2007-06-12,36.44,37.4618217244769,-0.027276349025206703
2007-06-13,36.67,37.5318217244769,-0.02296242721186237
2007-06-14,36.74,37.9118217244769,-0.0309091378671561
2007-06-15,37.12,38.1218217244769,-0.026279481912420355
2007-06-18,37.33,37.601821724476906,-0.0072289509393627105
2007-06-19,36.81,37.4718217244769,-0.017661850799332468
2007-06-20,36.68,37.5418217244769,-0.022956310719333017
2007-06-21,36.75,36.9618217244769,-0.005730824796891021
2007-06-22,36.17,36.9418217244769,-0.020892898304620044
