date,IVZ,dcf,Deviation
2008-01-28,26.6,29.19971768559895,-0.0890322883800041
2008-01-29,26.97,28.599717685598954,-0.05698369835376316
2008-01-30,26.37,29.44971768559895,-0.10457545700361492
2008-01-31,27.22,30.55971768559895,-0.10928496525911202
2008-02-01,28.33,29.739717685598954,-0.047401851641705184
2008-02-04,27.51,29.209717685598953,-0.05819014424904734
2008-02-05,26.98,28.799717685598957,-0.0631852612398659
2008-02-06,26.57,28.509717685598954,-0.0680370709731285
2008-02-07,26.28,27.869717685598953,-0.0570410401545044
2008-02-08,25.64,27.439717685598954,-0.06558805401060996
2008-02-11,25.21,27.679717685598952,-0.0892248148500403
2008-02-12,25.45,27.829717685598954,-0.0855099470459374
2008-02-13,25.6,27.069717685598953,-0.054293794367158754
2008-02-14,24.84,27.389717685598953,-0.093090323707117
2008-02-15,25.16,27.289717685598955,-0.07804103032999965
2008-02-19,25.06,27.789717685598955,-0.09822761484955767
2008-02-20,25.56,27.989717685598954,-0.08680750956087968
2008-02-21,25.76,27.929717685598952,-0.07768491289540302
2008-02-22,25.7,28.429717685598952,-0.09601634865975783
2008-02-25,26.2,29.299717685598957,-0.10579343182963474
2008-02-26,27.07,29.429717685598952,-0.08018145844306379
2008-02-27,27.2,29.239717685598954,-0.06975846030837529
2008-02-28,27.01,27.839717685598952,-0.029803380011577896
2008-02-29,25.61,26.739717685598954,-0.042248676627105186
2008-03-03,24.51,26.51971768559895,-0.07578201658950112
2008-03-04,24.29,26.55971768559895,-0.08545714651287972
2008-03-05,24.33,24.989717685598954,-0.02639956536920529
2008-03-06,22.76,24.539717685598955,-0.07252396740665745
2008-03-07,22.31,23.65971768559895,-0.0570470748440286
2008-03-10,21.43,24.91971768559895,-0.14003841173592635
2008-03-11,22.69,25.149717685598954,-0.09780299390825442
2008-03-12,22.92,25.16971768559895,-0.08938191972197373
2008-03-13,22.94,24.35971768559895,-0.058281368607086215
2008-03-14,22.13,23.729717685598953,-0.06741410524954483
2008-03-17,21.5,25.049717685598957,-0.1417068938720888
2008-03-18,22.82,24.839717685598952,-0.08131000968541202
2008-03-19,22.61,26.779717685598953,-0.15570431826625486
2008-03-20,24.55,26.729717685598953,-0.08154660334378727
2008-03-24,24.5,27.239717685598954,-0.10057804993505437
2008-03-25,25.01,26.929717685598952,-0.07128621651409095
2008-03-26,24.7,26.209717685598953,-0.057601447818282914
2008-03-27,23.98,25.94971768559895,-0.07590516819734283
2008-03-28,23.72,26.589717685598952,-0.10792584259565863
2008-03-31,24.36,27.228322581526445,-0.10534334507526777
2008-04-01,26.09,26.558322581526443,-0.01763374098980941
2008-04-02,25.42,26.968322581526444,-0.05741263947157982
2008-04-03,25.83,26.478322581526445,-0.024485032219479508
2008-04-04,25.34,25.978322581526445,-0.02457135481027417
2008-04-07,24.84,25.65832258152644,-0.03189306623323929
2008-04-08,24.52,24.35832258152644,0.006637461094967767
2008-04-09,23.22,24.13832258152644,-0.038044175539739156
2008-04-10,23.0,23.628322581526444,-0.026591924981491988
2008-04-11,22.49,23.44832258152644,-0.04086955807582793
2008-04-14,22.31,24.27832258152644,-0.0810732526893827
2008-04-15,23.14,24.628322581526444,-0.06043134186665333
2008-04-16,23.49,24.618322581526442,-0.04583263452616937
2008-04-17,23.48,25.10832258152644,-0.06485190622508907
2008-04-18,23.97,24.77832258152644,-0.03262216717321642
2008-04-21,23.64,24.218322581526444,-0.0238795473790403
2008-04-22,23.08,23.618322581526442,-0.022792583159462088
2008-04-23,22.48,25.33832258152644,-0.11280630642891787
2008-04-24,24.2,25.618322581526446,-0.055363600681225256
2008-04-25,24.48,26.968322581526444,-0.09226834831881492
2008-04-28,25.83,26.928322581526444,-0.040786891875690956
2008-04-29,25.79,26.78832258152644,-0.03726708077701357
2008-04-30,25.65,28.03832258152644,-0.08518065139531672
2008-05-01,26.9,28.90832258152644,-0.06947212436358519
2008-05-02,27.77,28.83832258152644,-0.03704524001027709
2008-05-05,27.7,29.19832258152644,-0.05131536502971645
2008-05-06,28.06,28.718322581526444,-0.022923434321680092
2008-05-07,27.58,28.558322581526443,-0.03425700437179369
2008-05-08,27.42,28.63832258152644,-0.042541687909903536
2008-05-09,27.5,29.13832258152644,-0.056225699916066185
2008-05-12,28.0,29.488322581526447,-0.05047159184493033
2008-05-13,28.35,29.438322581526446,-0.036969585427717444
2008-05-14,28.3,29.678322581526444,-0.046442064835038654
2008-05-15,28.54,29.798322581526442,-0.042227966963031105
2008-05-16,28.66,29.278322581526446,-0.02111878437723702
2008-05-19,28.14,28.558322581526443,-0.014648009536703088
2008-05-20,27.42,27.988322581526447,-0.020305703561583344
2008-05-21,26.85,28.378322581526444,-0.05385528257125882
2008-05-22,27.24,28.348322581526443,-0.039096584227833575
2008-05-23,27.21,27.918322581526443,-0.02537124425932158
2008-05-27,26.78,28.38832258152644,-0.05665437177232335
2008-05-28,27.25,29.098322581526443,-0.06351990140833341
2008-05-29,27.96,28.968322581526444,-0.03480776557526555
2008-05-30,27.83,28.738322581526447,-0.031606666636498026
2008-06-02,27.6,28.798322581526442,-0.04161084653920577
2008-06-03,27.66,28.868322581526446,-0.041856348879088734
2008-06-04,27.73,29.938322581526446,-0.07376240186847005
2008-06-05,28.8,28.458322581526442,0.012006238860169383
2008-06-06,27.32,28.08832258152644,-0.027353807949776376
2008-06-09,26.95,28.28832258152644,-0.04731007212143523
2008-06-10,27.15,26.94832258152644,0.007483857960488116
2008-06-11,25.81,27.99832258152644,-0.0781590602492136
2008-06-12,26.86,28.708322581526442,-0.06438281359969888
2008-06-13,27.57,28.58832258152644,-0.035620228455952585
2008-06-16,27.45,27.798322581526442,-0.012530345329466841
2008-06-17,26.66,27.15832258152644,-0.018348798237834085
2008-06-18,26.02,27.558322581526443,-0.0558206174187702
2008-06-19,26.42,27.15832258152644,-0.02718586832121428
2008-06-20,26.02,27.128322581526444,-0.0408548143069184
2008-06-23,25.99,26.678322581526444,-0.025800819351478932
2008-06-24,25.54,26.768322581526444,-0.04588717047119506
2008-06-25,25.63,26.33832258152644,-0.026893230551563563
2008-06-26,25.2,25.568322581526445,-0.014405426103023533
2008-06-27,24.43,25.118322581526442,-0.02740320653548245
2008-06-30,23.98,24.10805031446541,-0.0053115168084983955
2008-07-01,23.46,24.26805031446541,-0.033296878158512566
2008-07-02,23.62,24.20805031446541,-0.024291519012335394
2008-07-03,23.56,23.398050314465408,0.0069215034311840284
2008-07-07,22.75,24.29805031446541,-0.06371088603532138
2008-07-08,23.65,23.19805031446541,0.019482227144441255
2008-07-09,22.55,23.098050314465407,-0.023727124454404058
2008-07-10,22.45,22.54805031446541,-0.004348505218764176
2008-07-11,21.9,21.578050314465408,0.01492023981975632
2008-07-14,20.93,21.20805031446541,-0.013110602358188506
2008-07-15,20.56,23.01805031446541,-0.10678794601994068
2008-07-16,22.37,23.808050314465408,-0.06040185128438136
2008-07-17,23.16,24.03805031446541,-0.03652751795502407
2008-07-18,23.39,24.258050314465407,-0.03578400997658815
2008-07-21,23.61,25.03805031446541,-0.05703520428027786
2008-07-22,24.39,24.848050314465407,-0.01843405453017577
2008-07-23,24.2,23.49805031446541,0.029872677781376256
2008-07-24,22.85,22.86805031446541,-0.0007893245911738678
2008-07-25,22.22,22.44805031446541,-0.010159025450796277
2008-07-28,21.8,24.24805031446541,-0.10095864544643407
2008-07-29,23.6,24.438050314465407,-0.03429284675665578
2008-07-30,23.79,23.938050314465407,-0.006184727349158536
2008-07-31,23.29,24.21805031446541,-0.038320603946845666
2008-08-01,23.57,23.69805031446541,-0.005403411367864597
2008-08-04,23.05,25.598050314465407,-0.09954079639516566
2008-08-05,24.95,24.95805031446541,-0.0003225538198688982
2008-08-06,24.31,24.51805031446541,-0.008485597826784042
2008-08-07,23.87,25.648050314465408,-0.06932496983845171
2008-08-08,25.0,26.10805031446541,-0.042440944502527
2008-08-11,25.46,24.898050314465408,0.02257002771048744
2008-08-12,24.25,24.20805031446541,0.001732881623660587
2008-08-13,23.56,26.44805031446541,-0.10919709695522728
2008-08-14,25.8,27.19805031446541,-0.05140259313815032
2008-08-15,26.55,26.45805031446541,0.0034753008797598905
2008-08-18,25.81,25.58805031446541,0.00867395846134933
2008-08-19,24.94,25.898050314465408,-0.036993144380845
2008-08-20,25.25,25.418050314465408,-0.006611455732691285
2008-08-21,24.77,26.51805031446541,-0.06591926230383005
2008-08-22,25.87,25.53805031446541,0.012998239154794256
2008-08-25,24.89,25.738050314465408,-0.032949283419062336
2008-08-26,25.09,26.29805031446541,-0.045936877449843316
2008-08-27,25.65,26.72805031446541,-0.04033404239298233
2008-08-28,26.08,26.27805031446541,-0.0075367202701637215
2008-08-29,25.63,26.38805031446541,-0.028727030054579772
2008-09-02,25.74,26.328050314465408,-0.022335505570737824
2008-09-03,25.68,25.508050314465407,0.006740996799629251
2008-09-04,24.86,26.22805031446541,-0.052159817373497175
2008-09-05,25.58,26.69805031446541,-0.04187760159623466
2008-09-08,26.05,24.38805031446541,0.06814606596693906
2008-09-09,23.74,24.79805031446541,-0.042666673429895496
2008-09-10,24.15,25.24805031446541,-0.04349049929753601
2008-09-11,24.6,25.49805031446541,-0.035220352277520295
2008-09-12,24.85,23.85805031446541,0.04157714785827071
2008-09-15,23.21,24.86805031446541,-0.0666739166721464
2008-09-16,24.22,23.42805031446541,0.03380348236001551
2008-09-17,22.78,24.60805031446541,-0.07428667818477352
2008-09-18,23.96,27.648050314465408,-0.13339278077542505
2008-09-19,27.0,25.02805031446541,0.0787895845164921
2008-09-22,24.38,24.19805031446541,0.00751918783414629
2008-09-23,23.55,24.578050314465408,-0.041827984779588046
2008-09-24,23.93,24.508050314465407,-0.02358614035177753
2008-09-25,23.86,25.988050314465408,-0.08188572396602212
2008-09-26,25.34,21.35805031446541,0.18643788299523245
2008-09-29,20.71,21.62805031446541,-0.042447206341636456
2008-09-30,20.98,21.76220489980812,-0.03594327428720312
2008-10-01,21.07,21.372204899808114,-0.014140089954444823
2008-10-02,20.68,21.072204899808114,-0.01861242815704045
2008-10-03,20.38,21.40220489980812,-0.04776166309001573
2008-10-06,20.71,18.192204899808115,0.13839966700344508
2008-10-07,17.5,16.842204899808113,0.03905635301939481
2008-10-08,16.15,13.692204899808116,0.1795032369276277
2008-10-09,13.0,14.992204899808117,-0.13288271559266207
2008-10-10,14.3,17.222204899808116,-0.1696765842009389
2008-10-13,16.53,17.662204899808117,-0.06410325926070626
2008-10-14,16.97,15.322204899808117,0.10754294900549977
2008-10-15,14.63,15.582204899808115,-0.06110848278088299
2008-10-16,14.89,15.342204899808117,-0.02947457049108837
2008-10-17,14.65,15.532204899808114,-0.0567984330298793
2008-10-20,14.84,15.022204899808116,-0.012129038381738733
2008-10-21,14.33,13.122204899808116,0.09204208510793377
2008-10-22,12.43,12.292204899808116,0.011209957962385886
2008-10-23,11.6,11.822204899808117,-0.018795554779440837
2008-10-24,11.13,11.672204899808117,-0.04645265435813495
2008-10-27,10.98,14.752204899808117,-0.2557044811557072
2008-10-28,14.06,14.832204899808115,-0.0520627179185007
2008-10-29,14.14,15.062204899808115,-0.06122642109455456
2008-10-30,14.37,15.602204899808116,-0.0789763310840298
2008-10-31,14.91,15.162204899808117,-0.0166337878609798
2008-11-03,14.47,16.802204899808117,-0.13880350309468914
2008-11-04,16.11,15.272204899808116,0.05485750785090704
2008-11-05,14.58,13.702204899808116,0.06406232475797946
2008-11-06,13.01,14.862204899808116,-0.12462517589378885
2008-11-07,14.17,13.402204899808117,0.05728871524736023
2008-11-10,12.71,13.282204899808114,-0.043080565623285993
2008-11-11,12.59,12.262204899808117,0.026732149957550577
2008-11-12,11.57,13.932204899808115,-0.16954996834999525
2008-11-13,13.24,12.652204899808117,0.04645791819264611
2008-11-14,11.96,11.512204899808117,0.03889742269956886
2008-11-17,10.82,11.842204899808117,-0.08631879860689451
2008-11-18,11.15,10.582204899808115,0.053655651687691375
2008-11-19,9.89,9.532204899808114,0.03753539752372381
2008-11-20,8.84,9.952204899808116,-0.11175462231787048
2008-11-21,9.26,12.192204899808116,-0.24049832855534314
2008-11-24,11.5,11.852204899808116,-0.029716403216570986
2008-11-25,11.16,13.072204899808117,-0.14628021167539884
2008-11-26,12.38,13.242204899808117,-0.06511037295764921
2008-11-28,12.55,11.172204899808117,0.12332347218368223
2008-12-01,10.48,12.092204899808117,-0.13332596603897273
2008-12-02,11.4,12.682204899808115,-0.10110267969472042
2008-12-03,11.99,12.192204899808116,-0.016584768831378383
2008-12-04,11.5,13.092204899808117,-0.12161472509733273
2008-12-05,12.4,14.072204899808117,-0.11883034049844732
2008-12-08,13.38,12.822204899808117,0.04350227628948833
2008-12-09,12.13,13.462204899808116,-0.09895889341478559
2008-12-10,12.77,12.652204899808117,0.009310242848949546
2008-12-11,11.96,12.422204899808117,-0.037207959741129004
2008-12-12,11.73,12.072204899808117,-0.028346511896394033
2008-12-15,11.38,14.182204899808115,-0.1975859832518727
2008-12-16,13.49,13.912204899808117,-0.030347806321767146
2008-12-17,13.22,13.222204899808116,-0.00016675734681337318
2008-12-18,12.53,13.842204899808117,-0.09479739025003941
2008-12-19,13.15,13.792204899808116,-0.046562888564470994
2008-12-22,13.1,13.592204899808117,-0.036212292518858824
2008-12-23,12.9,13.852204899808116,-0.0687403129462304
2008-12-24,13.16,13.792204899808116,-0.0458378413314402
2008-12-26,13.1,13.552204899808116,-0.03336762564846685
2008-12-29,12.86,14.552204899808116,-0.11628512046517636
2008-12-30,13.86,15.132204899808114,-0.08407267204161684
2008-12-31,14.44,15.632432432432433,-0.0762793914246197
2009-01-02,15.0,14.742432432432432,0.017471171650136563
2009-01-05,14.11,15.332432432432432,-0.0797285386920501
2009-01-06,14.7,14.442432432432433,0.017834084997286448
2009-01-07,13.81,14.232432432432432,-0.029680972274971462
2009-01-08,13.6,14.192432432432433,-0.04174283973187087
2009-01-09,13.56,13.732432432432432,-0.012556583349734307
2009-01-12,13.1,13.852432432432433,-0.05431771178834832
2009-01-13,13.22,12.942432432432433,0.021446321548645786
2009-01-14,12.31,13.032432432432433,-0.05543343011198676
2009-01-15,12.4,12.992432432432432,-0.04559826926277244
2009-01-16,12.36,11.742432432432432,0.05259281423343376
2009-01-20,11.11,12.172432432432432,-0.08728185088147788
2009-01-21,11.54,11.802432432432433,-0.022235453067393385
2009-01-22,11.17,12.532432432432433,-0.10871252965279277
2009-01-23,11.9,12.112432432432433,-0.01753837915030343
2009-01-26,11.48,12.132432432432433,-0.05377589663622184
2009-01-27,11.5,13.672432432432432,-0.15889143670435668
2009-01-28,13.04,12.162432432432432,0.07215395213439701
2009-01-29,11.53,12.422432432432432,-0.07184039335987646
2009-01-30,11.79,13.122432432432433,-0.10153852491092219
2009-02-02,12.49,12.962432432432433,-0.03644627926857236
2009-02-03,12.33,13.172432432432432,-0.06395420411178132
2009-02-04,12.54,14.332432432432432,-0.12506128606449185
2009-02-05,13.7,14.842432432432432,-0.07697070124005312
2009-02-06,14.21,14.582432432432432,-0.025539801686590535
2009-02-09,13.95,13.422432432432432,0.039304915127962525
2009-02-10,12.79,14.092432432432432,-0.09242069732653135
2009-02-11,13.46,14.032432432432433,-0.04079352850539286
2009-02-12,13.4,13.942432432432433,-0.0389051505224185
2009-02-13,13.31,13.222432432432432,0.006622651922408629
2009-02-17,12.59,13.442432432432433,-0.06341355530088266
2009-02-18,12.81,12.922432432432432,-0.008700562608495499
2009-02-19,12.29,13.082432432432432,-0.06057225493234175
2009-02-20,12.45,11.722432432432432,0.06206626242132196
2009-02-23,11.09,13.292432432432433,-0.16569069984953844
2009-02-24,12.66,12.782432432432433,-0.009578179511576357
2009-02-25,12.15,12.882432432432433,-0.05685513479492288
2009-02-26,12.25,12.062432432432432,0.015549730008290297
2009-02-27,11.43,11.132432432432433,0.02672978878368526
2009-03-02,10.5,10.542432432432433,-0.004024918604353056
2009-03-03,9.91,11.112432432432433,-0.1082060511722931
2009-03-04,10.48,10.282432432432433,0.019214088579313948
2009-03-05,9.65,10.462432432432433,-0.07765234687814837
2009-03-06,9.83,10.142432432432432,-0.030804487435712957
2009-03-09,9.51,11.782432432432433,-0.1928661543755018
2009-03-10,11.15,12.172432432432432,-0.08399573693325624
2009-03-11,11.54,13.232432432432432,-0.12790032679738572
2009-03-12,12.6,12.922432432432432,-0.024951373057536586
2009-03-13,12.29,12.282432432432433,0.0006161293871711493
2009-03-16,11.65,13.122432432432433,-0.11220727864395608
2009-03-17,12.49,13.862432432432433,-0.09900372385018819
2009-03-18,13.23,12.602432432432433,0.04979733642154027
2009-03-19,11.97,12.982432432432432,-0.07798480274799624
2009-03-20,12.35,14.992432432432432,-0.17625108162676661
2009-03-23,14.36,14.322432432432432,0.0026229879418036006
2009-03-24,13.69,14.352432432432433,-0.04615471527568549
2009-03-25,13.72,15.282432432432433,-0.10223715624723673
2009-03-26,14.65,15.422432432432432,-0.05008499377880582
2009-03-27,14.79,13.672432432432432,0.08173875227326644
2009-03-30,13.04,14.492432432432432,-0.1002200589310358
2009-03-31,13.86,12.611176470588235,0.09902514109799898
2009-04-01,14.57,13.851176470588236,0.05189620758483038
2009-04-02,15.81,13.921176470588236,0.13567987830643125
2009-04-03,15.88,13.681176470588236,0.16071889242411208
2009-04-06,15.64,12.471176470588235,0.2540917881232019
2009-04-07,14.43,13.381176470588235,0.07838051696852477
2009-04-08,15.34,14.541176470588235,0.05493527508090623
2009-04-09,16.5,15.041176470588235,0.09698865858427852
2009-04-13,17.0,13.691176470588236,0.2416756176154673
2009-04-14,15.65,14.461176470588239,0.08220794012365751
2009-04-15,16.42,14.341176470588236,0.14495488105004117
2009-04-16,16.3,14.021176470588236,0.1625272696761202
2009-04-17,15.98,12.461176470588235,0.2823829305135952
2009-04-20,14.42,13.811176470588235,0.0440819455683803
2009-04-21,15.77,13.511176470588236,0.1671818538029517
2009-04-22,15.47,13.701176470588235,0.1291001202129487
2009-04-23,15.66,12.721176470588235,0.23101821881069085
2009-04-24,14.68,12.021176470588236,0.22117831278136624
2009-04-27,13.98,11.641176470588235,0.20090955027791813
2009-04-28,13.6,12.921176470588236,0.052535737048165165
2009-04-29,14.88,12.761176470588236,0.16603669217295103
2009-04-30,14.72,12.881176470588235,0.14275276280938898
2009-05-01,14.84,14.061176470588235,0.05538821954484607
2009-05-04,16.02,14.191176470588232,0.12887046632124366
2009-05-05,16.15,14.661176470588236,0.10154870807254035
2009-05-06,16.62,13.901176470588235,0.19558226134055534
2009-05-07,15.86,14.781176470588232,0.07298631009232759
2009-05-08,16.74,13.631176470588235,0.22806714711086173
2009-05-11,15.59,13.311176470588235,0.17119625259622606
2009-05-12,15.27,12.571176470588235,0.21468344953441587
2009-05-13,14.53,13.081176470588236,0.11075636298228253
2009-05-14,15.04,12.431176470588236,0.20986135428003583
2009-05-15,14.39,13.621176470588235,0.056443254448091285
2009-05-18,15.58,12.041176470588235,0.29389350268685877
2009-05-19,14.0,12.671176470588236,0.10486978320412232
2009-05-20,14.63,12.531176470588235,0.16748814720931327
2009-05-21,14.49,12.711176470588235,0.13994169096209919
2009-05-22,14.67,13.551176470588235,0.082562833702305
2009-05-26,15.51,12.691176470588236,0.22210892236384705
2009-05-27,14.65,13.271176470588236,0.10389610389610393
2009-05-28,15.23,13.691176470588236,0.11239527389903325
2009-05-29,15.65,14.331176470588236,0.09202479169232025
2009-06-01,16.29,15.211176470588239,0.07092308287250049
2009-06-02,17.17,15.471176470588235,0.10980571080947499
2009-06-03,17.43,15.891176470588238,0.09683509161576875
2009-06-04,17.85,15.421176470588236,0.15749923710711022
2009-06-05,17.38,15.611176470588235,0.11330494743584896
2009-06-08,17.57,16.081176470588236,0.09258175433462568
2009-06-09,18.04,16.091176470588234,0.12111131420215693
2009-06-10,18.05,16.591176470588234,0.08792767239851096
2009-06-11,18.55,16.771176470588234,0.10606432604959504
2009-06-12,18.73,15.781176470588232,0.18685701505889396
2009-06-15,17.74,15.331176470588236,0.15711928787936902
2009-06-16,17.29,14.721176470588235,0.17449852153760093
2009-06-17,16.68,14.801176470588238,0.12693744535410523
2009-06-18,16.76,15.521176470588236,0.07981505343742912
2009-06-19,17.48,14.101176470588236,0.23961288169531114
2009-06-22,16.06,14.531176470588232,0.10520989353519838
2009-06-23,16.49,15.061176470588235,0.09486798937665974
2009-06-24,17.02,14.991176470588234,0.13533451049637035
2009-06-25,16.95,15.671176470588236,0.08160354341053244
2009-06-26,17.63,15.721176470588235,0.1214173464042505
2009-06-29,17.68,15.861176470588235,0.11467141373683432
2009-06-30,17.82,20.280487808037183,-0.12132291053975974
2009-07-01,17.69,19.370487808037183,-0.08675505876211931
2009-07-02,16.78,19.27048780803718,-0.12923844133299356
2009-07-06,16.68,18.950487808037177,-0.1198115758832462
2009-07-07,16.36,18.31048780803718,-0.10652298444943864
2009-07-08,15.72,18.72048780803718,-0.16027829182682918
2009-07-09,16.13,18.36048780803718,-0.12148303636359814
2009-07-10,15.77,19.65048780803718,-0.1974753932800607
2009-07-13,17.06,19.54048780803718,-0.12694093578446564
2009-07-14,16.95,20.43048780803718,-0.17035754803015457
2009-07-15,17.84,20.530487808037183,-0.13104841118212118
2009-07-16,17.94,20.410487808037182,-0.12104011581067453
2009-07-17,17.82,21.030487808037183,-0.1526587417915355
2009-07-20,18.44,21.210487808037183,-0.13061876903120417
2009-07-21,18.62,21.27048780803718,-0.12460869877350333
2009-07-22,18.68,22.11048780803718,-0.15515206348320354
2009-07-23,19.52,21.950487808037177,-0.11072591321397673
2009-07-24,19.36,21.870487808037183,-0.11478883461916223
2009-07-27,19.28,21.68048780803718,-0.11072111611562974
2009-07-28,19.09,21.44048780803718,-0.10962846690251493
2009-07-29,18.85,22.26048780803718,-0.15320813440601322
2009-07-30,19.67,22.34048780803718,-0.11953578771348261
2009-07-31,19.75,22.380487808037177,-0.11753487370782545
2009-08-03,19.79,22.880487808037177,-0.13507088808445722
2009-08-04,20.29,22.850487808037183,-0.11205396705520598
2009-08-05,20.26,22.61048780803718,-0.10395564341613495
2009-08-06,20.02,23.11048780803718,-0.13372663674205942
2009-08-07,20.52,22.880487808037177,-0.10316597390060955
2009-08-10,20.29,22.700487808037177,-0.10618660834168236
2009-08-11,20.11,23.17048780803718,-0.13208560101939604
2009-08-12,20.58,23.33048780803718,-0.11789242602504257
2009-08-13,20.74,22.350487808037183,-0.07205604736099125
2009-08-14,19.76,21.34048780803718,-0.07406052861837309
2009-08-17,18.75,21.660487808037182,-0.1343685254843262
2009-08-18,19.07,21.59048780803718,-0.11674066053750376
2009-08-19,19.0,22.410487808037182,-0.15218266720700568
2009-08-20,19.82,22.84048780803718,-0.13224270135659377
2009-08-21,20.25,22.730487808037182,-0.1091260261981758
2009-08-24,20.14,23.120487808037183,-0.12891111263669364
2009-08-25,20.53,22.730487808037182,-0.09680776878264441
2009-08-26,20.14,23.15048780803718,-0.1300399297414383
2009-08-27,20.56,23.43048780803718,-0.12251080009749271
2009-08-28,20.84,23.34048780803718,-0.1071309146836319
2009-08-31,20.75,22.32048780803718,-0.07036081924122084
2009-09-01,19.73,22.550487808037182,-0.12507435901372987
2009-09-02,19.96,23.58048780803718,-0.15353744322469742
2009-09-03,20.99,24.24048780803718,-0.1340933331778682
2009-09-04,21.65,24.94048780803718,-0.13193357857967825
2009-09-08,22.35,25.59048780803718,-0.1266286063925457
2009-09-09,23.0,25.300487808037182,-0.09092661870758034
2009-09-10,22.71,24.99048780803718,-0.0912542334329205
2009-09-11,22.4,25.230487808037182,-0.1121852193097721
2009-09-14,22.64,25.160487808037182,-0.1001764285043808
2009-09-15,22.57,25.52048780803718,-0.11561251611765755
2009-09-16,22.93,25.40048780803718,-0.09726143161925704
2009-09-17,22.81,25.15048780803718,-0.0930593404748693
2009-09-18,22.56,25.030487808037183,-0.09869914749499697
2009-09-21,22.44,25.58048780803718,-0.12276887882687149
2009-09-22,22.99,24.89048780803718,-0.07635397999003901
2009-09-23,22.3,24.09048780803718,-0.07432343513774053
2009-09-24,21.5,23.58048780803718,-0.08822920988632243
2009-09-25,20.99,24.630487808037177,-0.14780412943544097
2009-09-28,22.04,24.69048780803718,-0.10734853959322754
2009-09-29,22.1,25.350487808037183,-0.12822190376181397
2009-09-30,22.76,23.776227673768023,-0.042741333390292624
2009-10-01,21.79,24.96622767376802,-0.12722096887329437
2009-10-02,22.98,25.486227673768024,-0.09833654889411447
2009-10-05,23.5,25.486227673768024,-0.07793337245481691
2009-10-06,23.5,25.576227673768024,-0.0811780259485837
2009-10-07,23.59,25.55622767376802,-0.07693732028323719
2009-10-08,23.57,25.796227673768023,-0.0863005126920885
2009-10-09,23.81,25.10622767376802,-0.05162972672005095
2009-10-12,23.12,24.69622767376802,-0.063824633243168
2009-10-13,22.71,25.956227673768023,-0.1250654646186794
2009-10-14,23.97,25.086227673768022,-0.044495636740761624
2009-10-15,23.1,24.736227673768024,-0.06614701705317783
2009-10-16,22.75,25.10622767376802,-0.09385032687447115
2009-10-19,23.12,25.28622767376802,-0.08566828163203122
2009-10-20,23.3,24.776227673768023,-0.05958242284522541
2009-10-21,22.79,24.986227673768024,-0.08789752908854465
2009-10-22,23.0,24.346227673768023,-0.05529512381988133
2009-10-23,22.36,23.67622767376802,-0.05559279509828041
2009-10-26,21.69,23.28622767376802,-0.06854814339748871
2009-10-27,21.3,22.026227673768023,-0.03297104181997168
2009-10-28,20.04,23.576227673768024,-0.14999124214017456
2009-10-29,21.59,23.136227673768023,-0.06683145133124457
2009-10-30,21.15,23.706227673768023,-0.10782937331680997
2009-11-02,21.72,24.206227673768023,-0.10271024908446669
2009-11-03,22.22,24.456227673768023,-0.09143796433358453
2009-11-04,22.47,24.87622767376802,-0.09672799691833456
2009-11-05,22.89,25.076227673768024,-0.08718327581843632
2009-11-06,23.09,25.456227673768023,-0.09295280133773942
2009-11-09,23.47,25.116227673768023,-0.06554438409902541
2009-11-10,23.13,25.756227673768024,-0.10196476390223719
2009-11-11,23.77,25.596227673768023,-0.07134753202869859
2009-11-12,23.61,25.636227673768023,-0.07903766886269847
2009-11-13,23.65,25.726227673768022,-0.08070470727758772
2009-11-16,23.74,25.486227673768024,-0.0685165217905257
2009-11-17,23.5,25.246227673768022,-0.06916786524833696
2009-11-18,23.26,24.296227673768023,-0.04264973508158254
2009-11-19,22.31,24.086227673768022,-0.07374453558381366
2009-11-20,22.1,24.53622767376802,-0.09929104449795356
2009-11-23,22.55,24.706227673768023,-0.08727466217181379
2009-11-24,22.72,24.666227673768024,-0.07890252613851423
2009-11-25,22.68,23.666227673768024,-0.04167236482986991
2009-11-27,21.68,24.236227673768024,-0.10547135091220261
2009-11-30,22.25,24.19622767376802,-0.0804351694821418
2009-12-01,22.21,24.236227673768024,-0.08360326124354334
2009-12-02,22.25,23.796227673768023,-0.06497784837856968
2009-12-03,21.81,23.616227673768023,-0.07648248055189233
2009-12-04,21.63,23.28622767376802,-0.0711247737062094
2009-12-07,21.3,23.066227673768022,-0.07657202117087647
2009-12-08,21.08,23.476227673768022,-0.10207038826964232
2009-12-09,21.49,23.636227673768023,-0.09080246236373635
2009-12-10,21.65,23.456227673768023,-0.07700418408659959
2009-12-11,21.47,24.046227673768023,-0.10713645852145137
2009-12-14,22.06,23.796227673768023,-0.0729623072014044
2009-12-15,21.81,24.326227673768024,-0.10343682166887624
2009-12-16,22.34,23.746227673768022,-0.05921899230004657
2009-12-17,21.76,23.226227673768022,-0.0631281021766611
2009-12-18,21.24,24.44622767376802,-0.1311542916377425
2009-12-21,22.46,24.78622767376802,-0.09385162213409082
2009-12-22,22.8,25.10622767376802,-0.09185878913133805
2009-12-23,23.12,25.246227673768022,-0.08421961891666163
2009-12-24,23.26,25.336227673768022,-0.0819469930765444
2009-12-28,23.35,25.256227673768024,-0.07547554996694517
2009-12-29,23.27,25.486227673768024,-0.08695785434142933
