date,ALK,dcf,Deviation
1998-11-03,9.36,,
1998-11-04,9.19,,
1998-11-05,9.39,,
1998-11-06,9.5,,
1998-11-09,9.14,,
1998-11-10,8.81,,
1998-11-11,8.91,,
1998-11-12,8.67,,
1998-11-13,8.78,,
1998-11-16,8.66,,
1998-11-17,8.75,,
1998-11-18,8.88,,
1998-11-19,8.47,,
1998-11-20,8.31,,
1998-11-23,8.83,,
1998-11-24,9.27,,
1998-11-25,9.41,,
1998-11-27,9.56,,
1998-11-30,9.36,,
1998-12-01,9.78,,
1998-12-02,9.91,,
1998-12-03,9.75,,
1998-12-04,9.55,,
1998-12-07,10.08,,
1998-12-08,9.73,,
1998-12-09,9.73,,
1998-12-10,9.55,,
1998-12-11,9.3,,
1998-12-14,9.06,,
1998-12-15,9.48,,
1998-12-16,9.47,,
1998-12-17,10.0,,
1998-12-18,10.31,,
1998-12-21,10.53,,
1998-12-22,10.34,,
1998-12-23,10.28,,
1998-12-24,10.22,,
1998-12-28,10.14,,
1998-12-29,10.45,,
1998-12-30,10.92,,
1998-12-31,11.06,,
1999-01-04,10.86,,
1999-01-05,11.72,,
1999-01-06,11.97,,
1999-01-07,12.25,,
1999-01-08,12.5,,
1999-01-11,11.89,,
1999-01-12,11.89,,
1999-01-13,11.84,,
1999-01-14,11.75,,
1999-01-15,12.33,,
1999-01-19,13.06,,
1999-01-20,12.47,,
1999-01-21,12.45,,
1999-01-22,12.53,,
1999-01-25,12.45,,
1999-01-26,12.25,,
1999-01-27,11.7,,
1999-01-28,11.41,,
1999-01-29,12.59,,
1999-02-01,13.39,,
1999-02-02,13.48,,
1999-02-03,13.34,,
1999-02-04,13.3,,
1999-02-05,13.27,,
1999-02-08,13.17,,
1999-02-09,12.95,,
1999-02-10,12.86,,
1999-02-11,12.61,,
1999-02-12,12.48,,
1999-02-16,12.13,,
1999-02-17,12.23,,
1999-02-18,12.2,,
1999-02-19,12.53,,
1999-02-22,12.98,,
1999-02-23,12.94,,
1999-02-24,12.72,,
1999-02-25,12.69,,
1999-02-26,12.67,,
1999-03-01,12.7,,
1999-03-02,13.27,,
1999-03-03,13.23,,
1999-03-04,13.02,,
1999-03-05,13.02,,
1999-03-08,12.95,,
1999-03-09,12.94,,
1999-03-10,12.45,,
1999-03-11,12.28,,
1999-03-12,12.44,,
1999-03-15,13.28,,
1999-03-16,12.84,,
1999-03-17,12.83,,
1999-03-18,13.27,,
1999-03-19,12.75,,
1999-03-22,12.28,,
1999-03-23,11.72,,
1999-03-24,11.84,,
1999-03-25,11.92,,
1999-03-26,12.05,,
1999-03-29,11.78,,
1999-03-30,11.91,,
1999-03-31,11.88,,
1999-04-01,11.91,,
1999-04-05,11.8,,
1999-04-06,11.47,,
1999-04-07,11.39,,
1999-04-08,11.59,,
1999-04-09,12.03,,
1999-04-12,11.94,,
1999-04-13,11.63,,
1999-04-14,12.33,,
1999-04-15,11.98,,
1999-04-16,12.55,,
1999-04-19,11.95,,
1999-04-20,12.05,,
1999-04-21,12.47,,
1999-04-22,12.53,,
1999-04-23,12.0,,
1999-04-26,11.66,,
1999-04-27,11.58,,
1999-04-28,11.59,,
1999-04-29,11.5,,
1999-04-30,11.02,,
1999-05-03,11.0,,
1999-05-04,11.2,,
1999-05-05,11.39,,
1999-05-06,11.48,,
1999-05-07,11.34,,
1999-05-10,11.16,,
1999-05-11,11.11,,
1999-05-12,11.2,,
1999-05-13,11.05,,
1999-05-14,10.95,,
1999-05-17,11.08,,
1999-05-18,11.16,,
1999-05-19,10.48,,
1999-05-20,10.42,,
1999-05-21,10.06,,
1999-05-24,9.53,,
1999-05-25,9.92,,
1999-05-26,10.42,,
1999-05-27,10.19,,
1999-05-28,10.38,,
1999-06-01,10.48,,
1999-06-02,10.28,,
1999-06-03,10.48,,
1999-06-04,10.41,,
1999-06-07,10.63,,
1999-06-08,10.27,,
1999-06-09,9.81,,
1999-06-10,9.92,,
1999-06-11,9.73,,
1999-06-14,9.53,,
1999-06-15,9.58,,
1999-06-16,9.91,,
1999-06-17,9.63,,
1999-06-18,10.03,,
1999-06-21,10.09,,
1999-06-22,10.0,,
1999-06-23,10.14,,
1999-06-24,9.94,,
1999-06-25,9.88,,
1999-06-28,10.25,,
1999-06-29,10.48,,
1999-06-30,10.44,,
1999-07-01,10.56,,
1999-07-02,10.88,,
1999-07-06,10.67,,
1999-07-07,10.78,,
1999-07-08,10.77,,
1999-07-09,10.61,,
1999-07-12,10.66,,
1999-07-13,10.55,,
1999-07-14,10.61,,
1999-07-15,10.53,,
1999-07-16,10.47,,
1999-07-19,10.81,,
1999-07-20,11.16,,
1999-07-21,11.45,,
1999-07-22,11.5,,
1999-07-23,11.34,,
1999-07-26,11.11,,
1999-07-27,11.33,,
1999-07-28,11.39,,
1999-07-29,11.16,,
1999-07-30,11.09,,
1999-08-02,11.3,,
1999-08-03,11.2,,
1999-08-04,10.97,,
1999-08-05,10.89,,
1999-08-06,10.63,,
1999-08-09,10.73,,
1999-08-10,10.33,,
1999-08-11,10.27,,
1999-08-12,10.67,,
1999-08-13,10.64,,
1999-08-16,10.72,,
1999-08-17,10.63,,
1999-08-18,10.84,,
1999-08-19,10.7,,
1999-08-20,10.66,,
1999-08-23,10.84,,
1999-08-24,11.0,,
1999-08-25,11.47,,
1999-08-26,11.17,,
1999-08-27,11.19,,
1999-08-30,10.97,,
1999-08-31,10.81,,
1999-09-01,10.95,,
1999-09-02,11.05,,
1999-09-03,11.28,,
1999-09-07,10.92,,
1999-09-08,10.8,,
1999-09-09,11.17,,
1999-09-10,11.02,,
1999-09-13,11.14,,
1999-09-14,11.28,,
1999-09-15,11.19,,
1999-09-16,10.53,,
1999-09-17,10.3,,
1999-09-20,10.23,,
1999-09-21,10.06,,
1999-09-22,9.98,,
1999-09-23,9.81,,
1999-09-24,9.67,,
1999-09-27,9.7,,
1999-09-28,9.59,,
1999-09-29,9.98,,
1999-09-30,10.17,,
1999-10-01,10.09,,
1999-10-04,10.86,,
1999-10-05,10.53,,
1999-10-06,10.7,,
1999-10-07,10.38,,
1999-10-08,10.67,,
1999-10-11,10.28,,
1999-10-12,9.94,,
1999-10-13,10.03,,
1999-10-14,9.98,,
1999-10-15,9.64,,
1999-10-18,9.53,,
1999-10-19,9.56,,
1999-10-20,9.44,,
1999-10-21,9.36,,
1999-10-22,9.66,,
1999-10-25,9.41,,
1999-10-26,9.23,,
1999-10-27,9.7,,
1999-10-28,9.83,,
1999-10-29,9.94,,
1999-11-01,9.75,,
1999-11-02,9.8,,
1999-11-03,10.06,,
1999-11-04,10.0,,
1999-11-05,10.11,,
1999-11-08,10.02,,
1999-11-09,9.91,,
1999-11-10,9.75,,
1999-11-11,9.75,,
1999-11-12,9.83,,
1999-11-15,9.75,,
1999-11-16,9.81,,
1999-11-17,9.56,,
1999-11-18,9.52,,
1999-11-19,9.31,,
1999-11-22,9.39,,
1999-11-23,9.72,,
1999-11-24,9.52,,
1999-11-26,9.41,,
1999-11-29,9.28,,
1999-11-30,9.5,,
1999-12-01,9.27,,
1999-12-02,9.25,,
1999-12-03,9.28,,
1999-12-06,9.08,,
1999-12-07,9.16,,
1999-12-08,8.81,,
1999-12-09,8.72,,
1999-12-10,8.92,,
1999-12-13,8.91,,
1999-12-14,8.83,,
1999-12-15,8.77,,
1999-12-16,8.59,,
1999-12-17,8.39,,
1999-12-20,8.44,,
1999-12-21,8.53,,
1999-12-22,8.45,,
1999-12-23,8.84,,
1999-12-27,8.89,,
1999-12-28,8.77,,
1999-12-29,8.78,,
1999-12-30,8.81,,
1999-12-31,8.78,,
2000-01-03,8.75,,
2000-01-04,8.64,,
2000-01-05,8.69,,
2000-01-06,8.7,,
2000-01-07,9.02,,
2000-01-10,8.86,,
2000-01-11,8.86,,
2000-01-12,8.61,,
2000-01-13,8.59,,
2000-01-14,8.55,,
2000-01-18,8.53,,
2000-01-19,8.33,,
2000-01-20,8.13,,
2000-01-21,7.95,,
2000-01-24,7.53,,
2000-01-25,7.63,,
2000-01-26,8.06,,
2000-01-27,7.97,,
2000-01-28,8.16,,
2000-01-31,7.97,,
2000-02-01,7.94,,
2000-02-02,7.95,,
2000-02-03,7.78,,
2000-02-04,7.67,,
2000-02-07,7.59,,
2000-02-08,7.52,,
2000-02-09,7.39,,
2000-02-10,7.45,,
2000-02-11,7.3,,
2000-02-14,6.83,,
2000-02-15,6.92,,
2000-02-16,6.95,,
2000-02-17,7.09,,
2000-02-18,7.03,,
2000-02-22,6.86,,
2000-02-23,6.78,,
2000-02-24,6.81,,
2000-02-25,6.66,,
2000-02-28,6.77,,
2000-02-29,6.63,,
2000-03-01,6.67,,
2000-03-02,6.53,,
2000-03-03,6.8,,
2000-03-06,6.52,,
2000-03-07,6.38,,
2000-03-08,6.69,,
2000-03-09,6.5,,
2000-03-10,6.72,,
2000-03-13,6.77,,
2000-03-14,6.48,,
2000-03-15,7.52,,
2000-03-16,8.13,,
2000-03-17,7.67,,
2000-03-20,7.5,,
2000-03-21,7.91,,
2000-03-22,7.23,,
2000-03-23,7.59,,
2000-03-24,7.27,,
2000-03-27,7.23,,
2000-03-28,7.44,,
2000-03-29,7.31,,
2000-03-30,7.2,,
2000-03-31,7.52,,
2000-04-03,7.25,,
2000-04-04,7.25,,
2000-04-05,7.75,,
2000-04-06,7.72,,
2000-04-07,7.48,,
2000-04-10,7.59,,
2000-04-11,7.84,,
2000-04-12,7.84,,
2000-04-13,7.8,,
2000-04-14,7.41,,
2000-04-17,7.23,,
2000-04-18,7.44,,
2000-04-19,7.61,,
2000-04-20,7.44,,
2000-04-24,7.11,,
2000-04-25,7.44,,
2000-04-26,7.23,,
2000-04-27,7.19,,
2000-04-28,7.19,,
2000-05-01,7.47,,
2000-05-02,7.31,,
2000-05-03,7.22,,
2000-05-04,7.42,,
2000-05-05,7.53,,
2000-05-08,7.75,,
2000-05-09,7.56,,
2000-05-10,7.38,,
2000-05-11,7.45,,
2000-05-12,7.19,,
2000-05-15,7.3,,
2000-05-16,7.45,,
2000-05-17,7.53,,
2000-05-18,7.27,,
2000-05-19,7.16,,
2000-05-22,6.98,,
2000-05-23,7.14,,
2000-05-24,7.5,,
2000-05-25,7.61,,
2000-05-26,7.52,,
2000-05-30,7.78,,
2000-05-31,7.78,,
2000-06-01,7.98,,
2000-06-02,7.69,,
2000-06-05,7.5,,
2000-06-06,7.44,,
2000-06-07,7.59,,
2000-06-08,7.73,,
2000-06-09,7.86,,
2000-06-12,7.47,,
2000-06-13,7.34,,
2000-06-14,7.44,,
2000-06-15,7.25,,
2000-06-16,7.2,,
2000-06-19,7.25,,
2000-06-20,7.22,,
2000-06-21,7.17,,
2000-06-22,6.95,,
2000-06-23,6.97,,
2000-06-26,6.81,,
2000-06-27,6.94,,
2000-06-28,7.05,,
2000-06-29,6.64,,
2000-06-30,6.78,,
2000-07-03,6.77,,
2000-07-05,6.98,,
2000-07-06,6.95,,
2000-07-07,7.0,,
2000-07-10,6.89,,
2000-07-11,6.78,,
2000-07-12,7.17,,
2000-07-13,7.11,,
2000-07-14,6.88,,
2000-07-17,7.08,,
2000-07-18,7.02,,
2000-07-19,6.73,,
2000-07-20,6.78,,
2000-07-21,6.88,,
2000-07-24,6.92,,
2000-07-25,6.88,,
2000-07-26,7.14,,
2000-07-27,6.94,,
2000-07-28,6.7,,
2000-07-31,6.86,,
2000-08-01,6.92,,
2000-08-02,6.95,,
2000-08-03,6.98,,
2000-08-04,6.98,,
2000-08-07,7.02,,
2000-08-08,7.06,,
2000-08-09,6.92,,
2000-08-10,6.92,,
2000-08-11,6.94,,
2000-08-14,6.86,,
2000-08-15,6.81,,
2000-08-16,6.75,,
2000-08-17,6.61,,
2000-08-18,6.61,,
2000-08-21,6.58,,
2000-08-22,6.56,,
2000-08-23,6.47,,
2000-08-24,6.48,,
2000-08-25,6.61,,
2000-08-28,6.45,,
2000-08-29,6.45,,
2000-08-30,6.41,,
2000-08-31,6.5,,
2000-09-01,6.45,,
2000-09-05,6.59,,
2000-09-06,6.64,,
2000-09-07,6.5,,
2000-09-08,6.5,,
2000-09-11,6.36,,
2000-09-12,6.34,,
2000-09-13,6.42,,
2000-09-14,6.34,,
2000-09-15,6.39,,
2000-09-18,6.19,,
2000-09-19,6.06,,
2000-09-20,5.98,,
2000-09-21,5.95,,
2000-09-22,5.98,,
2000-09-25,6.08,,
2000-09-26,5.91,,
2000-09-27,5.91,,
2000-09-28,6.06,,
2000-09-29,6.0,,
2000-10-02,5.84,,
2000-10-03,5.97,,
2000-10-04,6.13,,
2000-10-05,6.34,,
2000-10-06,6.06,,
2000-10-09,6.17,,
2000-10-10,6.16,,
2000-10-11,5.3,,
2000-10-12,5.34,,
2000-10-13,5.38,,
2000-10-16,5.28,,
2000-10-17,5.25,,
2000-10-18,5.23,,
2000-10-19,5.5,,
2000-10-20,5.19,,
2000-10-23,5.45,,
2000-10-24,5.45,,
2000-10-25,5.42,,
2000-10-26,5.58,,
2000-10-27,6.16,,
2000-10-30,6.52,,
2000-10-31,6.48,,
2000-11-01,6.7,,
2000-11-02,6.63,,
2000-11-03,6.64,,
2000-11-06,6.7,,
2000-11-07,6.59,,
2000-11-08,6.64,,
2000-11-09,6.58,,
2000-11-10,6.47,,
2000-11-13,6.78,,
2000-11-14,6.8,,
2000-11-15,6.98,,
2000-11-16,6.88,,
2000-11-17,7.16,,
2000-11-20,7.23,,
2000-11-21,7.25,,
2000-11-22,7.08,,
2000-11-24,7.25,,
2000-11-27,7.13,,
2000-11-28,6.98,,
2000-11-29,7.03,,
2000-11-30,6.98,,
2000-12-01,6.98,,
2000-12-04,6.8,,
2000-12-05,7.14,,
2000-12-06,6.94,,
2000-12-07,6.55,,
2000-12-08,6.69,,
2000-12-11,7.2,,
2000-12-12,6.98,,
2000-12-13,6.86,,
2000-12-14,6.52,,
2000-12-15,6.47,,
2000-12-18,6.44,,
2000-12-19,6.47,,
2000-12-20,6.28,,
2000-12-21,6.48,,
2000-12-22,6.52,,
2000-12-26,6.55,,
2000-12-27,6.69,,
2000-12-28,7.09,,
2000-12-29,7.44,,
2001-01-02,7.39,11.864615384615385,-0.3771395228215768
2001-01-03,7.98,12.384615384615385,-0.3556521739130435
2001-01-04,8.5,12.334615384615384,-0.31088244465232306
2001-01-05,8.45,12.354615384615384,-0.3160450781395928
2001-01-08,8.47,11.614615384615385,-0.2707464070468243
2001-01-09,7.73,11.604615384615384,-0.33388572186132826
2001-01-10,7.72,11.434615384615384,-0.3248570467541204
2001-01-11,7.55,11.354615384615384,-0.3350721495833615
2001-01-12,7.47,11.384615384615385,-0.34385135135135136
2001-01-16,7.5,11.264615384615384,-0.334198306473641
2001-01-17,7.38,11.334615384615384,-0.34889718357651844
2001-01-18,7.45,11.384615384615385,-0.34560810810810816
2001-01-19,7.5,11.464615384615385,-0.34581320450885666
2001-01-22,7.58,11.934615384615384,-0.36487270383499837
2001-01-23,8.05,11.514615384615384,-0.30088850290600566
2001-01-24,7.63,11.774615384615384,-0.35199581890638265
2001-01-25,7.89,11.474615384615385,-0.31239525373734667
2001-01-26,7.59,11.684615384615384,-0.3504279131007242
2001-01-29,7.8,11.834615384615384,-0.3409164770880728
2001-01-30,7.95,11.974615384615385,-0.33609558681826945
2001-01-31,8.09,11.884615384615385,-0.31928802588996763
2001-02-01,8.0,11.964615384615385,-0.33136170759933137
2001-02-02,8.08,12.104615384615384,-0.33248601931875954
2001-02-05,8.22,12.214615384615385,-0.32703570753825806
2001-02-06,8.33,12.174615384615384,-0.3157894736842105
2001-02-07,8.29,12.004615384615384,-0.30943226963988213
2001-02-08,8.12,11.854615384615384,-0.315034715462981
2001-02-09,7.97,11.864615384615385,-0.32825466804979264
2001-02-12,7.98,11.844615384615384,-0.3262761397584101
2001-02-13,7.96,11.814615384615385,-0.32625821993619375
2001-02-14,7.93,11.684615384615384,-0.3213298222514812
2001-02-15,7.8,11.504615384615384,-0.32201123294998657
2001-02-16,7.62,11.134615384615385,-0.31564766839378244
2001-02-20,7.25,11.164615384615384,-0.3506269808460797
2001-02-21,7.28,11.094615384615384,-0.34382583373777986
2001-02-22,7.21,11.014615384615384,-0.3454151826244849
2001-02-23,7.13,11.284615384615385,-0.3681663258350375
2001-02-26,7.4,11.144615384615385,-0.3360022087244616
2001-02-27,7.26,11.034615384615385,-0.34207040780759856
2001-02-28,7.15,10.714615384615385,-0.33268719936822455
2001-03-01,6.83,10.944615384615384,-0.3759488332864773
2001-03-02,7.06,10.854615384615384,-0.34958542980653395
2001-03-05,6.97,10.914615384615384,-0.36140672351821834
2001-03-06,7.03,10.944615384615384,-0.3576750070283946
2001-03-07,7.06,11.094615384615384,-0.3636552728281217
2001-03-08,7.21,10.994615384615384,-0.3442244455327783
2001-03-09,7.11,10.884615384615385,-0.34678445229681976
2001-03-12,7.0,10.984615384615385,-0.36274509803921573
2001-03-13,7.1,10.824615384615385,-0.3440875497441729
2001-03-14,6.94,10.784615384615385,-0.356490727532097
2001-03-15,6.9,10.554615384615385,-0.3462575614022302
2001-03-16,6.67,10.324615384615385,-0.3539710922366265
2001-03-19,6.44,10.374615384615385,-0.3792540965374064
2001-03-20,6.49,10.254615384615384,-0.3671142449928737
2001-03-21,6.37,10.144615384615385,-0.37208067940552014
2001-03-22,6.26,10.274615384615384,-0.39073145167327994
2001-03-23,6.39,10.464615384615385,-0.3893707733019701
2001-03-26,6.58,10.424615384615384,-0.36880165289256195
2001-03-27,6.54,10.344615384615384,-0.36778703152885184
2001-03-28,6.46,10.244615384615384,-0.36942483856434905
2001-03-29,6.36,10.314615384615385,-0.383399209486166
2001-03-30,6.43,9.54076923076923,-0.3260501491574619
2001-04-02,6.31,9.510769230769231,-0.3365415723066969
2001-04-03,6.28,9.600769230769231,-0.34588574633442837
2001-04-04,6.37,9.72076923076923,-0.3447020653636147
2001-04-05,6.49,9.510769230769231,-0.31761565836298933
2001-04-06,6.28,9.490769230769232,-0.3383044253525693
2001-04-09,6.26,9.78076923076923,-0.359968541093197
2001-04-10,6.55,9.760769230769231,-0.32894633146820085
2001-04-11,6.53,9.740769230769232,-0.32962173260680727
2001-04-12,6.51,9.760769230769231,-0.333044369138624
2001-04-16,6.53,9.87076923076923,-0.3384507481296758
2001-04-17,6.64,10.010769230769231,-0.3367143076686646
2001-04-18,6.78,10.23076923076923,-0.33729323308270664
2001-04-19,7.0,10.070769230769232,-0.30491903452490077
2001-04-20,6.84,9.98076923076923,-0.3146820809248555
2001-04-23,6.75,9.94076923076923,-0.32097810106012536
2001-04-24,6.71,9.98076923076923,-0.32770712909441224
2001-04-25,6.75,10.11076923076923,-0.33239500912964093
2001-04-26,6.88,10.30076923076923,-0.3320887163019939
2001-04-27,7.07,10.27076923076923,-0.31163870581186337
2001-04-30,7.04,10.22076923076923,-0.3112064423872958
2001-05-01,6.99,10.28076923076923,-0.3200897867564534
2001-05-02,7.05,10.330769230769231,-0.3175725986597171
2001-05-03,7.1,10.39076923076923,-0.3167012140953509
2001-05-04,7.16,10.48076923076923,-0.3168440366972476
2001-05-07,7.25,10.410769230769231,-0.30360573370769917
2001-05-08,7.18,10.39076923076923,-0.309002072845721
2001-05-09,7.16,10.420769230769231,-0.3129106075145789
2001-05-10,7.19,10.350769230769231,-0.3053656361474435
2001-05-11,7.12,10.37076923076923,-0.3134549770063788
2001-05-14,7.14,10.100769230769231,-0.29312314370573456
2001-05-15,6.87,10.22076923076923,-0.327839241363739
2001-05-16,6.99,10.410769230769231,-0.32857987291266444
2001-05-17,7.18,10.38076923076923,-0.3083364208966284
2001-05-18,7.15,10.430769230769231,-0.31452802359882004
2001-05-21,7.2,10.600769230769231,-0.32080400551483923
2001-05-22,7.37,10.45076923076923,-0.29478875312822017
2001-05-23,7.22,10.38076923076923,-0.30448314190440906
2001-05-24,7.15,10.420769230769231,-0.31387022957112276
2001-05-25,7.19,10.46076923076923,-0.31267004926832853
2001-05-29,7.23,10.340769230769231,-0.30082570854719926
2001-05-30,7.11,10.410769230769231,-0.3170533471257574
2001-05-31,7.18,10.240769230769232,-0.2988807932096448
2001-06-01,7.01,10.250769230769231,-0.31614888188503687
2001-06-04,7.02,10.30076923076923,-0.31849749831976704
2001-06-05,7.07,10.240769230769232,-0.30962217381506796
2001-06-06,7.01,10.22076923076923,-0.3141416422066682
2001-06-07,6.99,10.23076923076923,-0.31676691729323303
2001-06-08,7.0,10.20076923076923,-0.31377724153532915
2001-06-11,6.97,10.06076923076923,-0.3072100313479623
2001-06-12,6.83,10.160769230769231,-0.3278067983950337
2001-06-13,6.93,10.100769230769231,-0.31391363947909534
2001-06-14,6.87,9.94076923076923,-0.3089066006345276
2001-06-15,6.71,10.02076923076923,-0.3303907269517157
2001-06-18,6.79,9.900769230769232,-0.3141947012664129
2001-06-19,6.67,9.77076923076923,-0.317351598173516
2001-06-20,6.54,9.81076923076923,-0.3333856045162301
2001-06-21,6.58,9.840769230769231,-0.33135308371765815
2001-06-22,6.61,9.69076923076923,-0.3179076043816479
2001-06-25,6.46,9.80076923076923,-0.3408680637312612
2001-06-26,6.57,10.100769230769231,-0.3495544893762851
2001-06-27,6.87,10.19076923076923,-0.32586050724637683
2001-06-28,6.96,10.46076923076923,-0.3346569600705934
2001-06-29,7.23,8.546153846153846,-0.15400540054005396
2001-07-02,7.2,8.516153846153847,-0.15454791798392198
2001-07-03,7.17,8.506153846153847,-0.15708084644601206
2001-07-05,7.16,8.396153846153846,-0.14722858451672005
2001-07-06,7.05,8.496153846153845,-0.17021276595744672
2001-07-09,7.15,8.676153846153847,-0.17590211898217933
2001-07-10,7.33,8.696153846153846,-0.15709862892525428
2001-07-11,7.35,8.846153846153847,-0.1691304347826088
2001-07-12,7.5,9.026153846153846,-0.16908130219873874
2001-07-13,7.68,9.176153846153847,-0.16304803420236402
2001-07-16,7.83,9.176153846153847,-0.14670131612037896
2001-07-17,7.83,8.996153846153845,-0.12962804617357837
2001-07-18,7.65,9.046153846153846,-0.15433673469387754
2001-07-19,7.7,9.236153846153845,-0.16631964687265754
2001-07-20,7.89,9.136153846153846,-0.13639808032331402
2001-07-23,7.79,9.046153846153846,-0.138860544217687
2001-07-24,7.7,9.046153846153846,-0.14880952380952372
2001-07-25,7.7,9.066153846153846,-0.15068725606651956
2001-07-26,7.72,9.006153846153847,-0.14280833618038957
2001-07-27,7.66,8.996153846153845,-0.14852501068832824
2001-07-30,7.65,9.256153846153847,-0.17352281226626776
2001-07-31,7.91,9.386153846153846,-0.15726930011473528
2001-08-01,8.04,9.366153846153846,-0.1415900131406046
2001-08-02,8.02,9.306153846153846,-0.1382046619275914
2001-08-03,7.96,9.346153846153847,-0.14831275720164616
2001-08-06,8.0,9.306153846153846,-0.14035377748388156
2001-08-07,7.96,9.376153846153846,-0.15103782098613505
2001-08-08,8.03,9.376153846153846,-0.14357207318073684
2001-08-09,8.03,9.466153846153846,-0.1517146107589794
2001-08-10,8.12,9.446153846153846,-0.14039087947882745
2001-08-13,8.1,9.536153846153846,-0.1506009518431879
2001-08-14,8.19,9.596153846153847,-0.14653306613226458
2001-08-15,8.25,9.736153846153845,-0.15264280635221605
2001-08-16,8.39,9.596153846153847,-0.12569138276553105
2001-08-17,8.25,9.406153846153845,-0.12291462217860638
2001-08-20,8.06,9.346153846153847,-0.13761316872427987
2001-08-21,8.0,9.456153846153846,-0.15399007565281053
2001-08-22,8.11,9.446153846153846,-0.14144951140065154
2001-08-23,8.1,9.596153846153847,-0.15591182364729472
2001-08-24,8.25,9.476153846153846,-0.12939361961198148
2001-08-27,8.13,9.436153846153847,-0.1384201516263145
2001-08-28,8.09,9.366153846153846,-0.13625164257555855
2001-08-29,8.02,9.396153846153846,-0.14645927138763815
2001-08-30,8.05,9.506153846153847,-0.15318012623401844
2001-08-31,8.16,9.486153846153845,-0.13979889717807326
2001-09-04,8.14,9.426153846153847,-0.13644524236983846
2001-09-05,8.08,9.246153846153845,-0.1261231281198002
2001-09-06,7.9,8.996153846153845,-0.12184694313809308
2001-09-07,7.65,8.936153846153847,-0.14392700352931054
2001-09-10,7.59,6.766153846153846,0.12175989085948169
2001-09-17,5.42,6.6461538461538465,-0.1844907407407408
2001-09-18,5.3,6.516153846153846,-0.18663676071302082
2001-09-19,5.17,6.126153846153846,-0.15607734806629836
2001-09-20,4.78,5.866153846153846,-0.1851560451088382
2001-09-21,4.52,6.056153846153846,-0.2536517210720183
2001-09-24,4.71,5.886153846153846,-0.1998170412963931
2001-09-25,4.54,5.796153846153846,-0.21672196416721956
2001-09-26,4.45,5.776153846153846,-0.2295911572779331
2001-09-27,4.43,6.336153846153846,-0.30083768362267815
2001-09-28,4.99,4.95,0.008080808080808133
2001-10-01,4.95,5.29,-0.06427221172022679
2001-10-02,5.29,5.75,-0.07999999999999996
2001-10-03,5.75,5.62,0.02313167259786475
2001-10-04,5.62,5.44,0.03308823529411753
2001-10-05,5.44,5.29,0.02835538752362954
2001-10-08,5.29,5.23,0.011472275334607929
2001-10-09,5.23,5.48,-0.04562043795620441
2001-10-10,5.48,5.74,-0.04529616724738672
2001-10-11,5.74,5.25,0.09333333333333327
2001-10-12,5.25,5.36,-0.020522388059701524
2001-10-15,5.36,5.4,-0.007407407407407418
2001-10-16,5.4,5.02,0.07569721115537864
2001-10-17,5.02,4.93,0.018255578093306246
2001-10-18,4.93,5.12,-0.03710937500000011
2001-10-19,5.12,5.47,-0.0639853747714807
2001-10-22,5.47,5.88,-0.0697278911564626
2001-10-23,5.88,5.78,0.01730103806228378
2001-10-24,5.78,5.79,-0.0017271157167529916
2001-10-25,5.79,5.98,-0.03177257525083621
2001-10-26,5.98,6.0,-0.0033333333333332993
2001-10-29,6.0,6.04,-0.0066225165562914245
2001-10-30,6.04,6.1,-0.00983606557377048
2001-10-31,6.1,6.17,-0.011345218800648316
2001-11-01,6.17,6.19,-0.003231017770597866
2001-11-02,6.19,6.29,-0.015898251192368762
2001-11-05,6.29,6.34,-0.007886435331230235
2001-11-06,6.34,6.61,-0.04084720121028751
2001-11-07,6.61,6.68,-0.010479041916167553
2001-11-08,6.68,6.38,0.047021943573667624
2001-11-09,6.38,6.3,0.012698412698412653
2001-11-12,6.3,6.7,-0.059701492537313494
2001-11-13,6.7,6.9,-0.02898550724637683
2001-11-14,6.9,6.73,0.02526002971768193
2001-11-15,6.73,6.62,0.0166163141993958
2001-11-16,6.62,7.08,-0.06497175141242939
2001-11-19,7.08,6.98,0.014326647564469885
2001-11-20,6.98,7.06,-0.011331444759206666
2001-11-21,7.06,7.4,-0.04594594594594603
2001-11-23,7.4,7.27,0.017881705639614998
2001-11-26,7.27,7.06,0.02974504249291776
2001-11-27,7.06,6.9,0.02318840579710124
2001-11-28,6.9,7.28,-0.052197802197802234
2001-11-29,7.28,7.16,0.016759776536312776
2001-11-30,7.16,7.18,-0.0027855153203342198
2001-12-03,7.18,7.18,0.0
2001-12-04,7.18,7.37,-0.02578018995929454
2001-12-05,7.37,7.34,0.004087193460490468
2001-12-06,7.34,7.62,-0.036745406824147064
2001-12-07,7.62,7.38,0.03252032520325199
2001-12-10,7.38,7.36,0.0027173913043476716
2001-12-11,7.36,7.53,-0.02257636122177953
2001-12-12,7.53,7.44,0.012096774193548265
2001-12-13,7.44,7.38,0.008130081300813163
2001-12-14,7.38,7.15,0.03216783216783203
2001-12-17,7.15,7.37,-0.02985074626865669
2001-12-18,7.37,7.33,0.005457025920873049
2001-12-19,7.33,7.16,0.023743016759776525
2001-12-20,7.16,7.55,-0.051655629139072845
2001-12-21,7.55,7.24,0.04281767955801108
2001-12-24,7.24,7.06,0.025495750708215414
2001-12-26,7.06,7.19,-0.018080667593880495
2001-12-27,7.19,7.33,-0.019099590723055893
2001-12-28,7.33,7.28,0.006868131868131844
2001-12-31,7.28,26.086153846153845,-0.7209247464024534
