date,MGM,dcf,Deviation
1988-09-22,2.56,,
1988-09-23,2.56,,
1988-09-26,2.56,,
1988-09-27,2.56,,
1988-09-28,2.56,,
1988-09-29,2.56,,
1988-09-30,2.56,,
1988-10-03,2.56,,
1988-10-04,2.56,,
1988-10-05,2.56,,
1988-10-06,2.56,,
1988-10-07,2.56,,
1988-10-10,2.56,,
1988-10-11,2.56,,
1988-10-12,2.56,,
1988-10-13,2.5,,
1988-10-14,2.5,,
1988-10-17,2.5,,
1988-10-18,2.5,,
1988-10-19,2.5,,
1988-10-20,2.44,,
1988-10-21,2.44,,
1988-10-24,2.44,,
1988-10-25,2.38,,
1988-10-26,2.38,,
1988-10-27,2.38,,
1988-10-28,2.25,,
1988-10-31,2.25,,
1988-11-01,2.25,,
1988-11-02,2.25,,
1988-11-03,2.25,,
1988-11-04,2.25,,
1988-11-07,2.19,,
1988-11-08,2.19,,
1988-11-09,2.19,,
1988-11-10,2.19,,
1988-11-11,2.19,,
1988-11-14,2.19,,
1988-11-15,2.19,,
1988-11-16,2.19,,
1988-11-17,2.19,,
1988-11-18,2.19,,
1988-11-21,2.19,,
1988-11-22,2.19,,
1988-11-23,2.25,,
1988-11-25,2.25,,
1988-11-28,2.25,,
1988-11-29,2.25,,
1988-11-30,2.5,,
1988-12-01,2.63,,
1988-12-02,2.63,,
1988-12-05,2.63,,
1988-12-06,2.69,,
1988-12-07,2.69,,
1988-12-08,2.69,,
1988-12-09,2.69,,
1988-12-12,2.69,,
1988-12-13,2.69,,
1988-12-14,2.69,,
1988-12-15,2.56,,
1988-12-16,2.56,,
1988-12-19,2.63,,
1988-12-20,2.63,,
1988-12-21,2.63,,
1988-12-22,2.63,,
1988-12-23,2.63,,
1988-12-27,2.63,,
1988-12-28,2.63,,
1988-12-29,2.63,,
1988-12-30,2.56,,
1989-01-03,2.56,,
1989-01-04,2.56,,
1989-01-05,2.56,,
1989-01-06,2.56,,
1989-01-09,2.69,,
1989-01-10,2.69,,
1989-01-11,2.69,,
1989-01-12,2.56,,
1989-01-13,2.31,,
1989-01-16,2.31,,
1989-01-17,2.31,,
1989-01-18,2.31,,
1989-01-19,2.31,,
1989-01-20,2.31,,
1989-01-23,2.31,,
1989-01-24,2.31,,
1989-01-25,2.31,,
1989-01-26,2.31,,
1989-01-27,2.31,,
1989-01-30,2.38,,
1989-01-31,2.38,,
1989-02-01,2.38,,
1989-02-02,2.38,,
1989-02-03,2.38,,
1989-02-06,2.63,,
1989-02-07,2.63,,
1989-02-08,2.75,,
1989-02-09,2.75,,
1989-02-10,2.75,,
1989-02-13,2.75,,
1989-02-14,2.63,,
1989-02-15,2.63,,
1989-02-16,2.63,,
1989-02-17,2.63,,
1989-02-21,2.63,,
1989-02-22,2.63,,
1989-02-23,2.63,,
1989-02-24,2.63,,
1989-02-27,2.69,,
1989-02-28,2.69,,
1989-03-01,2.69,,
1989-03-02,2.69,,
1989-03-03,2.63,,
1989-03-06,2.63,,
1989-03-07,2.63,,
1989-03-08,2.63,,
1989-03-09,2.63,,
1989-03-10,2.63,,
1989-03-13,2.44,,
1989-03-14,2.44,,
1989-03-15,2.44,,
1989-03-16,2.44,,
1989-03-17,2.44,,
1989-03-20,2.44,,
1989-03-21,2.44,,
1989-03-22,2.44,,
1989-03-23,2.44,,
1989-03-27,2.44,,
1989-03-28,2.44,,
1989-03-29,2.44,,
1989-03-30,2.44,,
1989-03-31,2.44,,
1989-04-03,2.5,,
1989-04-04,2.5,,
1989-04-05,2.5,,
1989-04-06,2.5,,
1989-04-07,2.5,,
1989-04-10,2.5,,
1989-04-11,2.5,,
1989-04-12,2.5,,
1989-04-13,2.5,,
1989-04-14,2.63,,
1989-04-17,2.63,,
1989-04-18,2.63,,
1989-04-19,2.63,,
1989-04-20,2.63,,
1989-04-21,2.63,,
1989-04-24,2.63,,
1989-04-25,2.63,,
1989-04-26,2.63,,
1989-04-27,2.75,,
1989-04-28,2.75,,
1989-05-01,2.75,,
1989-05-02,2.75,,
1989-05-03,2.75,,
1989-05-04,2.63,,
1989-05-05,2.63,,
1989-05-08,2.88,,
1989-05-09,3.0,,
1989-05-10,3.0,,
1989-05-11,3.25,,
1989-05-12,3.25,,
1989-05-15,3.38,,
1989-05-16,3.38,,
1989-05-17,3.25,,
1989-05-18,3.38,,
1989-05-19,3.38,,
1989-05-22,3.38,,
1989-05-23,3.38,,
1989-05-24,3.38,,
1989-05-25,3.5,,
1989-05-26,3.5,,
1989-05-30,3.75,,
1989-05-31,3.75,,
1989-06-01,3.88,,
1989-06-02,3.88,,
1989-06-05,4.0,,
1989-06-06,4.0,,
1989-06-07,4.0,,
1989-06-08,4.25,,
1989-06-09,4.5,,
1989-06-12,4.25,,
1989-06-13,4.25,,
1989-06-14,4.13,,
1989-06-15,4.0,,
1989-06-16,4.0,,
1989-06-19,4.0,,
1989-06-20,3.88,,
1989-06-21,3.75,,
1989-06-22,3.75,,
1989-06-23,3.75,,
1989-06-26,3.75,,
1989-06-27,3.75,,
1989-06-28,3.75,,
1989-06-29,3.75,,
1989-06-30,3.88,,
1989-07-03,3.88,,
1989-07-05,3.88,,
1989-07-06,3.88,,
1989-07-07,4.25,,
1989-07-10,4.5,,
1989-07-11,4.5,,
1989-07-12,4.63,,
1989-07-13,4.63,,
1989-07-14,4.63,,
1989-07-17,4.63,,
1989-07-18,4.63,,
1989-07-19,4.63,,
1989-07-20,4.75,,
1989-07-21,4.75,,
1989-07-24,4.75,,
1989-07-25,4.88,,
1989-07-26,4.88,,
1989-07-27,4.88,,
1989-07-28,4.88,,
1989-07-31,4.88,,
1989-08-01,4.88,,
1989-08-02,4.88,,
1989-08-03,4.88,,
1989-08-04,4.88,,
1989-08-07,4.88,,
1989-08-08,4.75,,
1989-08-09,4.25,,
1989-08-10,4.25,,
1989-08-11,4.25,,
1989-08-14,4.25,,
1989-08-15,4.25,,
1989-08-16,4.25,,
1989-08-17,4.13,,
1989-08-18,4.13,,
1989-08-21,4.13,,
1989-08-22,4.13,,
1989-08-23,4.13,,
1989-08-24,4.13,,
1989-08-25,4.25,,
1989-08-28,4.25,,
1989-08-29,4.25,,
1989-08-30,4.25,,
1989-08-31,4.25,,
1989-09-01,4.25,,
1989-09-05,4.25,,
1989-09-06,4.25,,
1989-09-07,4.25,,
1989-09-08,4.25,,
1989-09-11,4.25,,
1989-09-12,4.25,,
1989-09-13,4.25,,
1989-09-14,4.25,,
1989-09-15,4.25,,
1989-09-18,4.25,,
1989-09-19,4.25,,
1989-09-20,4.25,,
1989-09-21,4.13,,
1989-09-22,4.0,,
1989-09-25,4.0,,
1989-09-26,4.0,,
1989-09-27,4.0,,
1989-09-28,4.0,,
1989-09-29,4.0,,
1989-10-02,4.38,,
1989-10-03,4.5,,
1989-10-04,4.75,,
1989-10-05,4.88,,
1989-10-06,4.88,,
1989-10-09,4.88,,
1989-10-10,4.88,,
1989-10-11,4.75,,
1989-10-12,4.75,,
1989-10-13,4.5,,
1989-10-16,4.63,,
1989-10-17,4.63,,
1989-10-18,4.63,,
1989-10-19,4.63,,
1989-10-20,4.63,,
1989-10-23,4.63,,
1989-10-24,4.38,,
1989-10-25,4.38,,
1989-10-26,4.38,,
1989-10-27,4.5,,
1989-10-30,4.5,,
1989-10-31,4.5,,
1989-11-01,4.63,,
1989-11-02,4.38,,
1989-11-03,4.25,,
1989-11-06,4.13,,
1989-11-07,4.13,,
1989-11-08,4.38,,
1989-11-09,4.38,,
1989-11-10,4.38,,
1989-11-13,4.38,,
1989-11-14,4.38,,
1989-11-15,4.38,,
1989-11-16,4.38,,
1989-11-17,4.38,,
1989-11-20,4.38,,
1989-11-21,4.38,,
1989-11-22,4.38,,
1989-11-24,4.38,,
1989-11-27,4.38,,
1989-11-28,4.63,,
1989-11-29,4.63,,
1989-11-30,4.63,,
1989-12-01,4.63,,
1989-12-04,4.63,,
1989-12-05,4.13,,
1989-12-06,4.13,,
1989-12-07,4.13,,
1989-12-08,4.13,,
1989-12-11,3.88,,
1989-12-12,4.0,,
1989-12-13,3.91,,
1989-12-14,3.84,,
1989-12-15,3.84,,
1989-12-18,3.78,,
1989-12-19,3.75,,
1989-12-20,3.78,,
1989-12-21,3.81,,
1989-12-22,3.88,,
1989-12-26,3.91,,
1989-12-27,3.84,,
1989-12-28,3.88,,
1989-12-29,3.91,,
1990-01-02,3.91,,
1990-01-03,3.94,,
1990-01-04,3.94,,
1990-01-05,4.0,,
1990-01-08,4.06,,
1990-01-09,4.03,,
1990-01-10,4.0,,
1990-01-11,3.94,,
1990-01-12,3.88,,
1990-01-15,3.84,,
1990-01-16,3.91,,
1990-01-17,3.97,,
1990-01-18,3.84,,
1990-01-19,3.84,,
1990-01-22,3.78,,
1990-01-23,3.81,,
1990-01-24,3.78,,
1990-01-25,3.78,,
1990-01-26,3.66,,
1990-01-29,3.69,,
1990-01-30,3.69,,
1990-01-31,3.66,,
1990-02-01,3.66,,
1990-02-02,3.69,,
1990-02-05,3.66,,
1990-02-06,3.59,,
1990-02-07,3.72,,
1990-02-08,3.66,,
1990-02-09,3.69,,
1990-02-12,3.63,,
1990-02-13,3.5,,
1990-02-14,3.53,,
1990-02-15,3.5,,
1990-02-16,3.44,,
1990-02-20,3.31,,
1990-02-21,3.19,,
1990-02-22,3.19,,
1990-02-23,3.22,,
1990-02-26,3.25,,
1990-02-27,3.34,,
1990-02-28,3.44,,
1990-03-01,3.5,,
1990-03-02,3.63,,
1990-03-05,3.66,,
1990-03-06,3.69,,
1990-03-07,3.75,,
1990-03-08,3.69,,
1990-03-09,3.66,,
1990-03-12,3.63,,
1990-03-13,3.56,,
1990-03-14,3.59,,
1990-03-15,3.59,,
1990-03-16,3.63,,
1990-03-19,3.66,,
1990-03-20,3.56,,
1990-03-21,3.56,,
1990-03-22,3.47,,
1990-03-23,3.5,,
1990-03-26,3.5,,
1990-03-27,3.5,,
1990-03-28,3.47,,
1990-03-29,3.5,,
1990-03-30,3.44,,
1990-04-02,3.44,,
1990-04-03,3.34,,
1990-04-04,3.38,,
1990-04-05,3.31,,
1990-04-06,3.25,,
1990-04-09,3.25,,
1990-04-10,3.28,,
1990-04-11,3.22,,
1990-04-12,3.25,,
1990-04-16,3.25,,
1990-04-17,3.31,,
1990-04-18,3.41,,
1990-04-19,3.41,,
1990-04-20,3.41,,
1990-04-23,3.38,,
1990-04-24,3.34,,
1990-04-25,3.34,,
1990-04-26,3.34,,
1990-04-27,3.31,,
1990-04-30,3.44,,
1990-05-01,3.44,,
1990-05-02,3.47,,
1990-05-03,3.47,,
1990-05-04,3.47,,
1990-05-07,3.53,,
1990-05-08,3.63,,
1990-05-09,3.75,,
1990-05-10,3.72,,
1990-05-11,3.69,,
1990-05-14,3.66,,
1990-05-15,3.63,,
1990-05-16,3.63,,
1990-05-17,3.69,,
1990-05-18,3.78,,
1990-05-21,3.78,,
1990-05-22,3.75,,
1990-05-23,3.81,,
1990-05-24,3.75,,
1990-05-25,3.78,,
1990-05-29,3.78,,
1990-05-30,3.75,,
1990-05-31,3.69,,
1990-06-01,3.63,,
1990-06-04,3.66,,
1990-06-05,3.59,,
1990-06-06,3.59,,
1990-06-07,3.63,,
1990-06-08,3.63,,
1990-06-11,3.66,,
1990-06-12,3.69,,
1990-06-13,3.69,,
1990-06-14,3.66,,
1990-06-15,3.72,,
1990-06-18,3.69,,
1990-06-19,3.66,,
1990-06-20,3.66,,
1990-06-21,3.59,,
1990-06-22,3.59,,
1990-06-25,3.59,,
1990-06-26,3.59,,
1990-06-27,3.59,,
1990-06-28,3.59,,
1990-06-29,3.63,,
1990-07-02,3.59,,
1990-07-03,3.56,,
1990-07-05,3.5,,
1990-07-06,3.56,,
1990-07-09,3.53,,
1990-07-10,3.56,,
1990-07-11,3.53,,
1990-07-12,3.56,,
1990-07-13,3.59,,
1990-07-16,3.59,,
1990-07-17,3.63,,
1990-07-18,3.66,,
1990-07-19,3.66,,
1990-07-20,3.81,,
1990-07-23,3.84,,
1990-07-24,3.84,,
1990-07-25,3.81,,
1990-07-26,3.81,,
1990-07-27,3.81,,
1990-07-30,3.81,,
1990-07-31,3.75,,
1990-08-01,3.69,,
1990-08-02,3.63,,
1990-08-03,3.5,,
1990-08-06,3.22,,
1990-08-07,3.19,,
1990-08-08,3.16,,
1990-08-09,3.16,,
1990-08-10,3.09,,
1990-08-13,3.0,,
1990-08-14,2.91,,
1990-08-15,3.03,,
1990-08-16,3.03,,
1990-08-17,2.97,,
1990-08-20,3.0,,
1990-08-21,3.0,,
1990-08-22,3.0,,
1990-08-23,3.0,,
1990-08-24,3.0,,
1990-08-27,3.09,,
1990-08-28,3.09,,
1990-08-29,3.19,,
1990-08-30,3.19,,
1990-08-31,2.91,,
1990-09-04,2.88,,
1990-09-05,2.91,,
1990-09-06,2.91,,
1990-09-07,2.88,,
1990-09-10,2.94,,
1990-09-11,2.94,,
1990-09-12,2.91,,
1990-09-13,2.91,,
1990-09-14,2.94,,
1990-09-17,2.94,,
1990-09-18,2.94,,
1990-09-19,2.94,,
1990-09-20,2.94,,
1990-09-21,2.97,,
1990-09-24,2.88,,
1990-09-25,2.84,,
1990-09-26,2.81,,
1990-09-27,2.69,,
1990-09-28,2.59,,
1990-10-01,2.63,,
1990-10-02,2.66,,
1990-10-03,2.63,,
1990-10-04,2.66,,
1990-10-05,2.66,,
1990-10-08,2.66,,
1990-10-09,2.59,,
1990-10-10,2.53,,
1990-10-11,2.53,,
1990-10-12,2.5,,
1990-10-15,2.53,,
1990-10-16,2.5,,
1990-10-17,2.5,,
1990-10-18,2.5,,
1990-10-19,2.53,,
1990-10-22,2.53,,
1990-10-23,2.66,,
1990-10-24,2.72,,
1990-10-25,2.75,,
1990-10-26,2.78,,
1990-10-29,2.75,,
1990-10-30,2.78,,
1990-10-31,2.78,,
1990-11-01,2.78,,
1990-11-02,2.72,,
1990-11-05,2.72,,
1990-11-06,2.72,,
1990-11-07,2.72,,
1990-11-08,2.69,,
1990-11-09,2.69,,
1990-11-12,2.66,,
1990-11-13,2.66,,
1990-11-14,2.81,,
1990-11-15,2.84,,
1990-11-16,2.88,,
1990-11-19,2.88,,
1990-11-20,2.94,,
1990-11-21,3.0,,
1990-11-23,3.03,,
1990-11-26,3.09,,
1990-11-27,3.09,,
1990-11-28,3.13,,
1990-11-29,3.09,,
1990-11-30,3.09,,
1990-12-03,3.06,,
1990-12-04,3.03,,
1990-12-05,3.03,,
1990-12-06,3.03,,
1990-12-07,3.0,,
1990-12-10,2.97,,
1990-12-11,2.94,,
1990-12-12,2.91,,
1990-12-13,2.88,,
1990-12-14,2.84,,
1990-12-17,2.75,,
1990-12-18,2.72,,
1990-12-19,2.59,,
1990-12-20,2.59,,
1990-12-21,2.56,,
1990-12-24,2.5,,
1990-12-26,2.47,,
1990-12-27,2.44,,
1990-12-28,2.44,,
1990-12-31,2.44,,
1991-01-02,2.53,,
1991-01-03,2.72,,
1991-01-04,2.72,,
1991-01-07,2.69,,
1991-01-08,2.66,,
1991-01-09,2.56,,
1991-01-10,2.63,,
1991-01-11,2.63,,
1991-01-14,2.59,,
1991-01-15,2.56,,
1991-01-16,2.5,,
1991-01-17,2.53,,
1991-01-18,2.56,,
1991-01-21,2.56,,
1991-01-22,2.53,,
1991-01-23,2.56,,
1991-01-24,2.59,,
1991-01-25,2.63,,
1991-01-28,2.59,,
1991-01-29,2.63,,
1991-01-30,2.59,,
1991-01-31,2.59,,
1991-02-01,2.56,,
1991-02-04,2.63,,
1991-02-05,2.63,,
1991-02-06,2.66,,
1991-02-07,2.66,,
1991-02-08,2.63,,
1991-02-11,2.69,,
1991-02-12,2.66,,
1991-02-13,2.63,,
1991-02-14,2.81,,
1991-02-15,2.78,,
1991-02-19,2.78,,
1991-02-20,2.78,,
1991-02-21,2.78,,
1991-02-22,2.81,,
1991-02-25,2.78,,
1991-02-26,2.78,,
1991-02-27,2.81,,
1991-02-28,2.81,,
1991-03-01,2.84,,
1991-03-04,2.91,,
1991-03-05,3.03,,
1991-03-06,3.0,,
1991-03-07,3.03,,
1991-03-08,2.97,,
1991-03-11,2.94,,
1991-03-12,2.94,,
1991-03-13,2.94,,
1991-03-14,2.94,,
1991-03-15,2.94,,
1991-03-18,2.97,,
1991-03-19,2.97,,
1991-03-20,3.0,,
1991-03-21,3.09,,
1991-03-22,3.09,,
1991-03-25,3.13,,
1991-03-26,3.19,,
1991-03-27,3.38,,
1991-03-28,3.44,,
1991-04-01,3.59,,
1991-04-02,3.81,,
1991-04-03,3.75,,
1991-04-04,3.63,,
1991-04-05,3.53,,
1991-04-08,3.53,,
1991-04-09,3.41,,
1991-04-10,3.5,,
1991-04-11,3.44,,
1991-04-12,3.5,,
1991-04-15,3.5,,
1991-04-16,3.47,,
1991-04-17,3.44,,
1991-04-18,3.38,,
1991-04-19,3.5,,
1991-04-22,3.53,,
1991-04-23,3.5,,
1991-04-24,3.5,,
1991-04-25,3.56,,
1991-04-26,3.53,,
1991-04-29,3.5,,
1991-04-30,3.56,,
1991-05-01,3.59,,
1991-05-02,3.53,,
1991-05-03,3.56,,
1991-05-06,3.56,,
1991-05-07,3.59,,
1991-05-08,3.56,,
1991-05-09,3.53,,
1991-05-10,3.5,,
1991-05-13,3.53,,
1991-05-14,3.53,,
1991-05-15,3.53,,
1991-05-16,3.5,,
1991-05-17,3.5,,
1991-05-20,3.5,,
1991-05-21,3.41,,
1991-05-22,3.44,,
1991-05-23,3.41,,
1991-05-24,3.44,,
1991-05-28,3.44,,
1991-05-29,3.44,,
1991-05-30,3.41,,
1991-05-31,3.44,,
1991-06-03,3.44,,
1991-06-04,3.56,,
1991-06-05,3.59,,
1991-06-06,3.63,,
1991-06-07,3.63,,
1991-06-10,3.56,,
1991-06-11,3.63,,
1991-06-12,3.66,,
1991-06-13,3.63,,
1991-06-14,3.59,,
1991-06-17,3.59,,
1991-06-18,3.59,,
1991-06-19,3.59,,
1991-06-20,3.56,,
1991-06-21,3.5,,
1991-06-24,3.41,,
1991-06-25,3.16,,
1991-06-26,3.19,,
1991-06-27,3.25,,
1991-06-28,3.25,,
1991-07-01,3.25,,
1991-07-02,3.28,,
1991-07-03,3.28,,
1991-07-05,3.28,,
1991-07-08,3.25,,
1991-07-09,3.22,,
1991-07-10,3.25,,
1991-07-11,3.25,,
1991-07-12,3.22,,
1991-07-15,3.25,,
1991-07-16,3.28,,
1991-07-17,3.28,,
1991-07-18,3.06,,
1991-07-19,3.09,,
1991-07-22,3.0,,
1991-07-23,3.0,,
1991-07-24,3.03,,
1991-07-25,3.0,,
1991-07-26,3.0,,
1991-07-29,3.0,,
1991-07-30,3.0,,
1991-07-31,2.97,,
1991-08-01,3.0,,
1991-08-02,3.0,,
1991-08-05,3.0,,
1991-08-06,2.97,,
1991-08-07,3.0,,
1991-08-08,3.0,,
1991-08-09,3.0,,
1991-08-12,3.0,,
1991-08-13,3.0,,
1991-08-14,3.03,,
1991-08-15,3.03,,
1991-08-16,3.06,,
1991-08-19,3.0,,
1991-08-20,3.0,,
1991-08-21,3.03,,
1991-08-22,3.03,,
1991-08-23,3.0,,
1991-08-26,3.0,,
1991-08-27,3.0,,
1991-08-28,3.03,,
1991-08-29,3.0,,
1991-08-30,3.06,,
1991-09-03,3.13,,
1991-09-04,3.13,,
1991-09-05,3.09,,
1991-09-06,3.06,,
1991-09-09,3.0,,
1991-09-10,3.0,,
1991-09-11,2.97,,
1991-09-12,2.94,,
1991-09-13,2.94,,
1991-09-16,2.97,,
1991-09-17,3.0,,
1991-09-18,2.97,,
1991-09-19,2.94,,
1991-09-20,2.94,,
1991-09-23,2.97,,
1991-09-24,2.91,,
1991-09-25,2.91,,
1991-09-26,3.0,,
1991-09-27,2.97,,
1991-09-30,3.0,,
1991-10-01,3.0,,
1991-10-02,3.0,,
1991-10-03,3.06,,
1991-10-04,3.06,,
1991-10-07,3.13,,
1991-10-08,3.16,,
1991-10-09,3.16,,
1991-10-10,3.22,,
1991-10-11,3.25,,
1991-10-14,3.22,,
1991-10-15,3.25,,
1991-10-16,3.28,,
1991-10-17,3.44,,
1991-10-18,3.47,,
1991-10-21,3.5,,
1991-10-22,3.44,,
1991-10-23,3.47,,
1991-10-24,3.41,,
1991-10-25,3.31,,
1991-10-28,3.28,,
1991-10-29,3.16,,
1991-10-30,3.03,,
1991-10-31,3.06,,
1991-11-01,3.0,,
1991-11-04,3.0,,
1991-11-05,3.06,,
1991-11-06,3.06,,
1991-11-07,3.03,,
1991-11-08,2.97,,
1991-11-11,3.0,,
1991-11-12,2.91,,
1991-11-13,2.91,,
1991-11-14,2.97,,
1991-11-15,2.88,,
1991-11-18,2.84,,
1991-11-19,2.81,,
1991-11-20,2.81,,
1991-11-21,2.91,,
1991-11-22,2.88,,
1991-11-25,2.84,,
1991-11-26,2.78,,
1991-11-27,2.78,,
1991-11-29,2.81,,
1991-12-02,2.75,,
1991-12-03,2.72,,
1991-12-04,2.69,,
1991-12-05,2.63,,
1991-12-06,2.66,,
1991-12-09,2.69,,
1991-12-10,2.81,,
1991-12-11,2.75,,
1991-12-12,2.75,,
1991-12-13,2.75,,
1991-12-16,2.75,,
1991-12-17,2.63,,
1991-12-18,2.56,,
1991-12-19,2.53,,
1991-12-20,2.53,,
1991-12-23,2.63,,
1991-12-24,2.56,,
1991-12-26,2.66,,
1991-12-27,2.66,,
1991-12-30,2.81,,
1991-12-31,2.84,,
1992-01-02,2.88,,
1992-01-03,2.88,,
1992-01-06,2.94,,
1992-01-07,2.81,,
1992-01-08,2.91,,
1992-01-09,2.91,,
1992-01-10,2.97,,
1992-01-13,2.91,,
1992-01-14,3.0,,
1992-01-15,3.09,,
1992-01-16,3.0,,
1992-01-17,3.03,,
1992-01-20,2.94,,
1992-01-21,2.84,,
1992-01-22,2.97,,
1992-01-23,2.97,,
1992-01-24,2.84,,
1992-01-27,2.75,,
1992-01-28,2.84,,
1992-01-29,2.78,,
1992-01-30,2.94,,
1992-01-31,2.88,,
1992-02-03,2.81,,
1992-02-04,2.84,,
1992-02-05,2.88,,
1992-02-06,2.91,,
1992-02-07,2.94,,
1992-02-10,2.94,,
1992-02-11,2.97,,
1992-02-12,3.06,,
1992-02-13,3.13,,
1992-02-14,3.16,,
1992-02-18,3.16,,
1992-02-19,3.06,,
1992-02-20,3.06,,
1992-02-21,3.09,,
1992-02-24,3.03,,
1992-02-25,3.0,,
1992-02-26,3.0,,
1992-02-27,2.91,,
1992-02-28,3.0,,
1992-03-02,3.22,,
1992-03-03,3.19,,
1992-03-04,3.13,,
1992-03-05,3.03,,
1992-03-06,2.91,,
1992-03-09,2.91,,
1992-03-10,2.91,,
1992-03-11,2.88,,
1992-03-12,2.97,,
1992-03-13,3.0,,
1992-03-16,3.0,,
1992-03-17,2.97,,
1992-03-18,3.03,,
1992-03-19,3.16,,
1992-03-20,3.34,,
1992-03-23,3.31,,
1992-03-24,3.28,,
1992-03-25,3.28,,
1992-03-26,3.28,,
1992-03-27,3.13,,
1992-03-30,3.06,,
1992-03-31,3.09,,
1992-04-01,3.0,,
1992-04-02,3.13,,
1992-04-03,3.06,,
1992-04-06,3.03,,
1992-04-07,3.0,,
1992-04-08,3.03,,
1992-04-09,3.03,,
1992-04-10,3.13,,
1992-04-13,3.03,,
1992-04-14,3.0,,
1992-04-15,3.09,,
1992-04-16,3.06,,
1992-04-20,3.0,,
1992-04-21,2.97,,
1992-04-22,2.91,,
1992-04-23,2.84,,
1992-04-24,2.88,,
1992-04-27,2.84,,
1992-04-28,2.84,,
1992-04-29,2.81,,
1992-04-30,2.84,,
1992-05-01,2.84,,
1992-05-04,2.88,,
1992-05-05,2.78,,
1992-05-06,2.81,,
1992-05-07,2.81,,
1992-05-08,2.84,,
1992-05-11,2.84,,
1992-05-12,2.78,,
1992-05-13,2.75,,
1992-05-14,2.69,,
1992-05-15,2.81,,
1992-05-18,2.88,,
1992-05-19,2.88,,
1992-05-20,2.84,,
1992-05-21,2.88,,
1992-05-22,2.84,,
1992-05-26,2.88,,
1992-05-27,3.06,,
1992-05-28,2.94,,
1992-05-29,2.97,,
1992-06-01,3.0,,
1992-06-02,3.03,,
1992-06-03,3.06,,
1992-06-04,3.09,,
1992-06-05,3.19,,
1992-06-08,3.25,,
1992-06-09,3.25,,
1992-06-10,3.28,,
1992-06-11,3.25,,
1992-06-12,3.31,,
1992-06-15,3.38,,
1992-06-16,3.38,,
1992-06-17,3.28,,
1992-06-18,3.25,,
1992-06-19,3.25,,
1992-06-22,3.28,,
1992-06-23,3.31,,
1992-06-24,3.25,,
1992-06-25,3.22,,
1992-06-26,3.16,,
1992-06-29,3.13,,
1992-06-30,3.31,,
1992-07-01,3.38,,
1992-07-02,3.38,,
1992-07-06,3.34,,
1992-07-07,3.28,,
1992-07-08,3.38,,
1992-07-09,3.31,,
1992-07-10,3.31,,
1992-07-13,3.34,,
1992-07-14,3.31,,
1992-07-15,3.31,,
1992-07-16,3.34,,
1992-07-17,3.38,,
1992-07-20,3.41,,
1992-07-21,3.47,,
1992-07-22,3.56,,
1992-07-23,3.56,,
1992-07-24,3.69,,
1992-07-27,3.56,,
1992-07-28,3.63,,
1992-07-29,3.66,,
