date,JPM,dcf,Deviation
2001-01-23,51.69,,
2001-01-24,53.25,,
2001-01-25,53.06,,
2001-01-26,54.19,,
2001-01-29,55.12,,
2001-01-30,55.98,,
2001-01-31,54.99,,
2001-02-01,55.85,,
2001-02-02,54.64,,
2001-02-05,54.6,,
2001-02-06,52.28,,
2001-02-07,52.33,,
2001-02-08,51.68,,
2001-02-09,51.95,,
2001-02-12,52.55,,
2001-02-13,51.14,,
2001-02-14,51.19,,
2001-02-15,51.11,,
2001-02-16,51.99,,
2001-02-20,49.95,,
2001-02-21,47.35,,
2001-02-22,48.3,,
2001-02-23,47.05,,
2001-02-26,48.55,,
2001-02-27,47.6,,
2001-02-28,46.66,,
2001-03-01,46.11,,
2001-03-02,45.8,,
2001-03-05,46.76,,
2001-03-06,47.96,,
2001-03-07,50.25,,
2001-03-08,50.24,,
2001-03-09,48.95,,
2001-03-12,45.49,,
2001-03-13,47.4,,
2001-03-14,43.75,,
2001-03-15,45.26,,
2001-03-16,44.58,,
2001-03-19,45.15,,
2001-03-20,42.59,,
2001-03-21,40.2,,
2001-03-22,38.91,,
2001-03-23,41.71,,
2001-03-26,42.11,,
2001-03-27,43.36,,
2001-03-28,42.55,,
2001-03-29,43.0,,
2001-03-30,44.9,,
2001-04-02,44.6,,
2001-04-03,41.6,,
2001-04-04,40.49,,
2001-04-05,42.5,,
2001-04-06,40.39,,
2001-04-09,40.42,,
2001-04-10,43.3,,
2001-04-11,44.74,,
2001-04-12,45.37,,
2001-04-16,45.5,,
2001-04-17,45.37,,
2001-04-18,49.1,,
2001-04-19,48.8,,
2001-04-20,47.8,,
2001-04-23,47.3,,
2001-04-24,47.4,,
2001-04-25,47.48,,
2001-04-26,48.5,,
2001-04-27,49.85,,
2001-04-30,47.98,,
2001-05-01,48.73,,
2001-05-02,49.57,,
2001-05-03,49.0,,
2001-05-04,50.6,,
2001-05-07,49.2,,
2001-05-08,47.75,,
2001-05-09,47.25,,
2001-05-10,47.51,,
2001-05-11,46.44,,
2001-05-14,47.64,,
2001-05-15,47.28,,
2001-05-16,48.31,,
2001-05-17,48.19,,
2001-05-18,48.16,,
2001-05-21,49.43,,
2001-05-22,50.02,,
2001-05-23,48.92,,
2001-05-24,49.34,,
2001-05-25,48.7,,
2001-05-29,49.33,,
2001-05-30,48.62,,
2001-05-31,49.15,,
2001-06-01,48.89,,
2001-06-04,49.5,,
2001-06-05,48.5,,
2001-06-06,46.84,,
2001-06-07,45.63,,
2001-06-08,44.2,,
2001-06-11,44.18,,
2001-06-12,43.49,,
2001-06-13,43.9,,
2001-06-14,43.59,,
2001-06-15,44.9,,
2001-06-18,44.31,,
2001-06-19,44.52,,
2001-06-20,45.6,,
2001-06-21,47.12,,
2001-06-22,45.9,,
2001-06-25,45.82,,
2001-06-26,44.68,,
2001-06-27,44.02,,
2001-06-28,45.0,,
2001-06-29,44.47,,
2001-07-02,45.8,,
2001-07-03,45.65,,
2001-07-05,45.53,,
2001-07-06,44.51,,
2001-07-09,43.99,,
2001-07-10,42.01,,
2001-07-11,42.05,,
2001-07-12,42.54,,
2001-07-13,42.55,,
2001-07-16,41.2,,
2001-07-17,42.3,,
2001-07-18,43.58,,
2001-07-19,43.7,,
2001-07-20,43.4,,
2001-07-23,43.01,,
2001-07-24,42.68,,
2001-07-25,42.9,,
2001-07-26,43.24,,
2001-07-27,44.21,,
2001-07-30,43.81,,
2001-07-31,43.3,,
2001-08-01,43.5,,
2001-08-02,43.5,,
2001-08-03,43.32,,
2001-08-06,42.76,,
2001-08-07,42.77,,
2001-08-08,42.08,,
2001-08-09,41.9,,
2001-08-10,42.25,,
2001-08-13,42.12,,
2001-08-14,42.25,,
2001-08-15,42.15,,
2001-08-16,42.18,,
2001-08-17,41.48,,
2001-08-20,41.09,,
2001-08-21,40.41,,
2001-08-22,41.2,,
2001-08-23,40.72,,
2001-08-24,40.93,,
2001-08-27,41.1,,
2001-08-28,40.49,,
2001-08-29,39.57,,
2001-08-30,39.24,,
2001-08-31,39.4,,
2001-09-04,39.83,,
2001-09-05,38.35,,
2001-09-06,36.94,,
2001-09-07,37.0,,
2001-09-10,37.26,,
2001-09-17,35.25,,
2001-09-18,34.84,,
2001-09-19,34.11,,
2001-09-20,31.56,,
2001-09-21,30.82,,
2001-09-24,32.58,,
2001-09-25,33.25,,
2001-09-26,32.59,,
2001-09-27,33.12,,
2001-09-28,34.15,,
2001-10-01,34.0,,
2001-10-02,34.99,,
2001-10-03,34.67,,
2001-10-04,34.16,,
2001-10-05,33.41,,
2001-10-08,32.44,,
2001-10-09,32.95,,
2001-10-10,33.39,,
2001-10-11,33.42,,
2001-10-12,32.89,,
2001-10-15,33.55,,
2001-10-16,33.94,,
2001-10-17,34.6,,
2001-10-18,34.14,,
2001-10-19,33.87,,
2001-10-22,35.31,,
2001-10-23,35.76,,
2001-10-24,36.22,,
2001-10-25,37.48,,
2001-10-26,37.55,,
2001-10-29,35.71,,
2001-10-30,35.51,,
2001-10-31,35.36,,
2001-11-01,36.34,,
2001-11-02,36.04,,
2001-11-05,36.36,,
2001-11-06,37.54,,
2001-11-07,38.59,,
2001-11-08,38.8,,
2001-11-09,39.05,,
2001-11-12,38.8,,
2001-11-13,39.35,,
2001-11-14,39.65,,
2001-11-15,39.55,,
2001-11-16,39.41,,
2001-11-19,40.1,,
2001-11-20,39.4,,
2001-11-21,38.84,,
2001-11-23,39.39,,
2001-11-26,39.49,,
2001-11-27,39.8,,
2001-11-28,37.5,,
2001-11-29,38.06,,
2001-11-30,37.72,,
2001-12-03,36.55,,
2001-12-04,37.22,,
2001-12-05,39.02,,
2001-12-06,40.38,,
2001-12-07,39.77,,
2001-12-10,38.68,,
2001-12-11,38.5,,
2001-12-12,38.37,,
2001-12-13,37.09,,
2001-12-14,36.04,,
2001-12-17,36.7,,
2001-12-18,37.19,,
2001-12-19,38.0,,
2001-12-20,36.52,,
2001-12-21,35.75,,
2001-12-24,36.04,,
2001-12-26,36.31,,
2001-12-27,36.32,,
2001-12-28,36.55,,
2001-12-31,36.35,,
2002-01-02,36.35,,
2002-01-03,37.32,,
2002-01-04,39.0,,
2002-01-07,38.9,,
2002-01-08,38.6,,
2002-01-09,38.71,,
2002-01-10,39.14,,
2002-01-11,38.34,,
2002-01-14,37.31,,
2002-01-15,37.87,,
2002-01-16,36.51,,
2002-01-17,36.85,,
2002-01-18,35.91,,
2002-01-22,35.76,,
2002-01-23,35.75,,
2002-01-24,35.9,,
2002-01-25,34.99,,
2002-01-28,34.31,,
2002-01-29,32.05,,
2002-01-30,33.06,,
2002-01-31,34.05,,
2002-02-01,32.16,,
2002-02-04,30.56,,
2002-02-05,29.02,,
2002-02-06,29.44,,
2002-02-07,30.07,,
2002-02-08,31.12,,
2002-02-11,31.84,,
2002-02-12,31.49,,
2002-02-13,30.25,,
2002-02-14,30.21,,
2002-02-15,30.05,,
2002-02-19,29.03,,
2002-02-20,29.41,,
2002-02-21,29.14,,
2002-02-22,28.19,,
2002-02-25,29.0,,
2002-02-26,28.96,,
2002-02-27,28.96,,
2002-02-28,29.25,,
2002-03-01,29.66,,
2002-03-04,32.5,,
2002-03-05,32.51,,
2002-03-06,34.05,,
2002-03-07,34.05,,
2002-03-08,34.74,,
2002-03-11,36.3,,
2002-03-12,36.25,,
2002-03-13,35.37,,
2002-03-14,35.11,,
2002-03-15,36.01,,
2002-03-18,35.34,,
2002-03-19,36.09,,
2002-03-20,35.19,,
2002-03-21,34.79,,
2002-03-22,35.2,,
2002-03-25,34.95,,
2002-03-26,35.15,,
2002-03-27,35.5,,
2002-03-28,35.65,,
2002-04-01,35.61,,
2002-04-02,35.31,,
2002-04-03,35.01,,
2002-04-04,34.44,,
2002-04-05,34.86,,
2002-04-08,34.98,,
2002-04-09,35.19,,
2002-04-10,35.04,,
2002-04-11,33.46,,
2002-04-12,34.28,,
2002-04-15,34.4,,
2002-04-16,35.38,,
2002-04-17,37.27,,
2002-04-18,37.26,,
2002-04-19,37.76,,
2002-04-22,36.6,,
2002-04-23,36.6,,
2002-04-24,35.89,,
2002-04-25,35.03,,
2002-04-26,34.99,,
2002-04-29,34.34,,
2002-04-30,35.1,,
2002-05-01,35.5,,
2002-05-02,36.25,,
2002-05-03,35.68,,
2002-05-06,34.4,,
2002-05-07,34.63,,
2002-05-08,36.91,,
2002-05-09,35.77,,
2002-05-10,35.08,,
2002-05-13,36.34,,
2002-05-14,37.59,,
2002-05-15,36.96,,
2002-05-16,37.83,,
2002-05-17,38.1,,
2002-05-20,37.46,,
2002-05-21,37.52,,
2002-05-22,37.56,,
2002-05-23,38.37,,
2002-05-24,37.8,,
2002-05-28,37.2,,
2002-05-29,36.97,,
2002-05-30,36.01,,
2002-05-31,35.95,,
2002-06-03,34.66,,
2002-06-04,34.65,,
2002-06-05,34.7,,
2002-06-06,33.69,,
2002-06-07,33.69,,
2002-06-10,33.88,,
2002-06-11,32.93,,
2002-06-12,33.17,,
2002-06-13,32.66,,
2002-06-14,33.0,,
2002-06-17,35.48,,
2002-06-18,35.02,,
2002-06-19,34.61,,
2002-06-20,33.38,,
2002-06-21,32.99,,
2002-06-24,33.18,,
2002-06-25,32.93,,
2002-06-26,31.49,,
2002-06-27,32.72,,
2002-06-28,33.92,,
2002-07-01,31.36,,
2002-07-02,31.23,,
2002-07-03,30.95,,
2002-07-05,32.59,,
2002-07-08,32.28,,
2002-07-09,31.27,,
2002-07-10,30.15,,
2002-07-11,30.57,,
2002-07-12,30.21,,
2002-07-15,30.08,,
2002-07-16,28.5,,
2002-07-17,28.14,,
2002-07-18,27.2,,
2002-07-19,26.1,,
2002-07-22,24.52,,
2002-07-23,20.08,,
2002-07-24,23.3,,
2002-07-25,22.35,,
2002-07-26,22.25,,
2002-07-29,25.1,,
2002-07-30,24.89,,
2002-07-31,24.96,,
2002-08-01,25.02,,
2002-08-02,23.85,,
2002-08-05,22.35,,
2002-08-06,23.65,,
2002-08-07,24.04,,
2002-08-08,26.38,,
2002-08-09,26.35,,
2002-08-12,25.46,,
2002-08-13,24.4,,
2002-08-14,25.14,,
2002-08-15,24.79,,
2002-08-16,24.86,,
2002-08-19,27.21,,
2002-08-20,26.54,,
2002-08-21,26.88,,
2002-08-22,26.69,,
2002-08-23,25.71,,
2002-08-26,26.49,,
2002-08-27,26.75,,
2002-08-28,26.28,,
2002-08-29,26.6,,
2002-08-30,26.4,,
2002-09-03,24.75,,
2002-09-04,25.39,,
2002-09-05,24.1,,
2002-09-06,23.91,,
2002-09-09,23.59,,
2002-09-10,23.15,,
2002-09-11,22.98,,
2002-09-12,22.01,,
2002-09-13,22.04,,
2002-09-16,21.71,,
2002-09-17,21.55,,
2002-09-18,20.44,,
2002-09-19,19.87,,
2002-09-20,20.18,,
2002-09-23,19.25,,
2002-09-24,18.64,,
2002-09-25,18.89,,
2002-09-26,19.27,,
2002-09-27,18.34,,
2002-09-30,18.99,,
2002-10-01,19.74,,
2002-10-02,18.25,,
2002-10-03,17.62,,
2002-10-04,16.54,,
2002-10-07,16.77,,
2002-10-08,16.6,,
2002-10-09,15.45,,
2002-10-10,15.95,,
2002-10-11,17.19,,
2002-10-14,16.88,,
2002-10-15,18.61,,
2002-10-16,18.29,,
2002-10-17,18.79,,
2002-10-18,18.97,,
2002-10-21,20.27,,
2002-10-22,19.91,,
2002-10-23,19.77,,
2002-10-24,19.7,,
2002-10-25,20.37,,
2002-10-28,21.25,,
2002-10-29,20.46,,
2002-10-30,21.05,,
2002-10-31,20.75,,
2002-11-01,21.52,,
2002-11-04,22.01,,
2002-11-05,22.47,,
2002-11-06,22.06,,
2002-11-07,20.6,,
2002-11-08,20.2,,
2002-11-11,20.42,,
2002-11-12,20.54,,
2002-11-13,20.95,,
2002-11-14,21.92,,
2002-11-15,22.09,,
2002-11-18,21.89,,
2002-11-19,21.95,,
2002-11-20,23.72,,
2002-11-21,24.89,,
2002-11-22,24.99,,
2002-11-25,24.95,,
2002-11-26,24.19,,
2002-11-27,25.19,,
2002-11-29,25.17,,
2002-12-02,25.22,,
2002-12-03,24.61,,
2002-12-04,24.7,,
2002-12-05,23.61,,
2002-12-06,24.43,,
2002-12-09,23.26,,
2002-12-10,24.15,,
2002-12-11,24.09,,
2002-12-12,24.15,,
2002-12-13,23.62,,
2002-12-16,24.8,,
2002-12-17,25.02,,
2002-12-18,24.0,,
2002-12-19,23.33,,
2002-12-20,24.87,,
2002-12-23,24.71,,
2002-12-24,24.2,,
2002-12-26,24.45,,
2002-12-27,23.8,,
2002-12-30,23.99,,
2002-12-31,24.0,34.684978953698135,-0.3080578185721775
2003-01-02,25.44,35.184978953698135,-0.27696418311126725
2003-01-03,25.94,37.224978953698134,-0.30315608687743856
2003-01-06,27.98,37.08497895369813,-0.24551662723244394
2003-01-07,27.84,36.01497895369813,-0.22698830295605932
2003-01-08,26.77,36.544978953698134,-0.2674780293643859
2003-01-09,27.3,36.33497895369813,-0.24865788322628335
2003-01-10,27.09,36.52497895369814,-0.25831579439535446
2003-01-13,27.28,36.83497895369813,-0.25939960399349804
2003-01-14,27.59,36.324978953698135,-0.24046755718240698
2003-01-15,27.08,36.02497895369814,-0.24829935265735648
2003-01-16,26.78,35.434978953698135,-0.24424958640464678
2003-01-17,26.19,34.66497895369814,-0.24448244913167638
2003-01-21,25.42,33.94497895369813,-0.25114108821002457
2003-01-22,24.7,34.37497895369813,-0.28145410552047123
2003-01-23,25.13,33.05497895369814,-0.2397514445493697
2003-01-24,23.81,32.534978953698136,-0.26817226364630553
2003-01-27,23.29,32.754978953698135,-0.28896306015270734
2003-01-28,23.51,32.74497895369814,-0.28202732903742356
2003-01-29,23.5,32.284978953698136,-0.272107315488643
2003-01-30,23.04,32.58497895369813,-0.2929257363419244
2003-01-31,23.34,32.824978953698135,-0.2889561320687316
2003-02-03,23.58,32.294978953698134,-0.26985553903574144
2003-02-04,23.05,32.184978953698135,-0.28382740180877153
2003-02-05,22.94,31.554978953698136,-0.2730148851101829
2003-02-06,22.31,31.224978953698137,-0.285507925142806
2003-02-07,21.98,31.344978953698135,-0.2987712630954962
2003-02-10,22.1,31.244978953698137,-0.292686353453784
2003-02-11,22.0,30.754978953698135,-0.2846686699697901
2003-02-12,21.51,30.534978953698136,-0.2955619837623994
2003-02-13,21.29,31.094978953698135,-0.3153235436595151
2003-02-14,21.85,31.744978953698137,-0.3117021740077549
2003-02-18,22.5,31.744978953698137,-0.2912264949736607
2003-02-19,22.5,31.934978953698135,-0.29544340603379493
2003-02-20,22.69,32.12497895369813,-0.2936960353280482
2003-02-21,22.88,31.544978953698134,-0.2746864712262649
2003-02-24,22.3,31.794978953698134,-0.2986313960932424
2003-02-25,22.55,31.584978953698137,-0.2860530306809108
2003-02-26,22.34,31.904978953698137,-0.2997958082836927
2003-02-27,22.66,31.924978953698137,-0.2902109651234366
2003-02-28,22.68,32.09497895369814,-0.29334741011298593
2003-03-03,22.85,31.644978953698136,-0.2779265224529506
2003-03-04,22.4,32.05497895369814,-0.30120060186731956
2003-03-05,22.81,31.244978953698137,-0.2699627023656478
2003-03-06,22.0,31.534978953698136,-0.30236198881559617
2003-03-07,22.29,30.684978953698135,-0.27358594465277863
2003-03-10,21.44,29.994978953698137,-0.2852137008298643
2003-03-11,20.75,29.994978953698137,-0.30821755094308234
2003-03-12,20.75,30.964978953698136,-0.32988812842316384
2003-03-13,21.72,30.504978953698135,-0.28798508489490793
2003-03-14,21.26,31.804978953698136,-0.3315512004912682
2003-03-17,22.56,32.05497895369814,-0.29620917759494325
2003-03-18,22.81,32.574978953698135,-0.299769309677161
2003-03-19,23.33,32.77497895369814,-0.2881765070556185
2003-03-20,23.53,33.894978953698136,-0.3057968841891626
2003-03-21,24.65,32.87497895369813,-0.2501896340460744
2003-03-24,23.63,33.38497895369814,-0.29219664829585146
2003-03-25,24.14,33.41497895369814,-0.27756949859373314
2003-03-26,24.17,33.364978953698134,-0.2755877342664702
2003-03-27,24.12,33.69497895369813,-0.2841663432066708
2003-03-28,24.45,32.95497895369814,-0.2580787250887845
2003-03-31,23.71,35.18572142990177,-0.32614711205407865
2003-04-01,24.23,36.065721429901764,-0.3281709324158666
2003-04-02,25.11,35.89572142990177,-0.30047373336581207
2003-04-03,24.94,36.53572142990176,-0.31738038763377285
2003-04-04,25.58,36.59572142990177,-0.30101118380743286
2003-04-07,25.64,36.94572142990176,-0.30600895022045915
2003-04-08,25.99,36.68572142990177,-0.2915499822005384
2003-04-09,25.73,36.67572142990177,-0.29844597469806566
2003-04-10,25.72,36.54572142990177,-0.2962240450134922
2003-04-11,25.59,37.495721429901764,-0.31752213254942985
2003-04-14,26.54,37.82572142990176,-0.29836103591087737
2003-04-15,26.87,37.455721429901764,-0.28261961125786617
2003-04-16,26.5,38.26572142990177,-0.30747418290427797
2003-04-17,27.31,38.40572142990176,-0.28890803288655065
2003-04-21,27.45,39.63572142990177,-0.30744290731412505
2003-04-22,28.68,40.39572142990177,-0.2900238197313031
2003-04-23,29.44,39.51572142990177,-0.25498007034429115
2003-04-24,28.56,38.915721429901765,-0.2661063716512452
2003-04-25,27.96,39.76572142990177,-0.2968818622016618
2003-04-28,28.81,40.09572142990177,-0.28146946924579686
2003-04-29,29.14,40.30572142990177,-0.2770257182797431
2003-04-30,29.35,40.23572142990176,-0.27054868268900667
2003-05-01,29.28,40.815721429901764,-0.2826293650037176
2003-05-02,29.86,41.315721429901764,-0.2772726950765725
2003-05-05,30.36,41.665721429901765,-0.27134346992941105
2003-05-06,30.71,41.775721429901765,-0.26488402955457435
2003-05-07,30.82,40.915721429901765,-0.24674430945078418
2003-05-08,29.96,41.03572142990176,-0.2699043916852195
2003-05-09,30.08,41.89572142990177,-0.28202692367217874
2003-05-12,30.94,41.67572142990177,-0.257601333859551
2003-05-13,30.72,41.44572142990176,-0.25878959419351544
2003-05-14,30.49,41.995721429901764,-0.27397365822389397
2003-05-15,31.04,42.205721429901764,-0.26455468717544806
2003-05-16,31.25,41.375721429901766,-0.24472616017237636
2003-05-19,30.42,41.38572142990177,-0.2649638824944799
2003-05-20,30.43,41.50572142990177,-0.26684806451581256
2003-05-21,30.55,41.44572142990176,-0.2628913444860642
2003-05-22,30.49,41.85572142990176,-0.2715452282655456
2003-05-23,30.9,43.00572142990176,-0.2814909511431818
2003-05-27,32.05,43.50572142990176,-0.2633152848266107
2003-05-28,32.55,43.225721429901775,-0.24697613080245207
2003-05-29,32.27,43.815721429901764,-0.26350636376883796
2003-05-30,32.86,44.875721429901766,-0.26775550446962626
2003-06-02,33.92,44.775721429901765,-0.24244660014907504
2003-06-03,33.82,45.64572142990177,-0.2590762301361049
2003-06-04,34.69,46.055721429901766,-0.2467819649118025
2003-06-05,35.1,46.08572142990177,-0.2383758155248039
2003-06-06,35.13,44.71572142990177,-0.21437027343791704
2003-06-09,33.76,45.03572142990176,-0.2503728389796632
2003-06-10,34.08,45.495721429901764,-0.2509185714856883
2003-06-11,34.54,45.65572142990177,-0.24346831200484842
2003-06-12,34.7,45.65572142990177,-0.23996382242525294
2003-06-13,34.7,46.90572142990177,-0.2602181793140651
2003-06-16,35.95,47.04572142990177,-0.23584974558067762
2003-06-17,36.09,46.02572142990177,-0.21587323612154785
2003-06-18,35.07,45.40572142990177,-0.2276303757414857
2003-06-19,34.45,45.75572142990176,-0.24708869353578522
2003-06-20,34.8,44.80572142990177,-0.22331347672987822
2003-06-23,33.85,45.25572142990176,-0.2520282755312717
2003-06-24,34.3,44.94572142990177,-0.23685728232230185
2003-06-25,33.99,45.35572142990177,-0.2505906878246382
2003-06-26,34.4,44.85572142990177,-0.2330967175779669
2003-06-27,33.9,45.135721429901764,-0.24893191188605357
2003-06-30,34.18,45.608040507800034,-0.25057074104829336
2003-07-01,34.21,45.76804050780004,-0.25253518349404214
2003-07-02,34.37,45.528040507800036,-0.24508062247678775
2003-07-03,34.13,46.46804050780004,-0.265516694333797
2003-07-07,35.07,46.79804050780004,-0.2506096490481321
2003-07-08,35.4,47.05804050780003,-0.24773748294656828
2003-07-09,35.66,46.40804050780003,-0.2315986710534257
2003-07-10,35.01,47.15804050780003,-0.2576027412714641
2003-07-11,35.76,48.69804050780004,-0.2656788727613739
2003-07-14,37.3,48.68804050780004,-0.23389810698944902
2003-07-15,37.29,47.64804050780004,-0.21738649475216965
2003-07-16,36.25,46.43804050780004,-0.21938997417620987
2003-07-17,35.04,46.72804050780003,-0.25012905272261565
2003-07-18,35.33,45.82804050780003,-0.22907461003080076
2003-07-21,34.43,46.33804050780004,-0.256981960767106
2003-07-22,34.94,46.25804050780003,-0.24467185344549103
2003-07-23,34.86,45.97804050780003,-0.24181196904017455
2003-07-24,34.58,46.86804050780004,-0.2621837903753411
2003-07-25,35.47,46.88804050780004,-0.24351711831294376
2003-07-28,35.49,46.63804050780004,-0.23903320950921103
2003-07-29,35.24,46.458040507800035,-0.2414660710004889
2003-07-30,35.06,46.44804050780004,-0.24517806097520167
2003-07-31,35.05,44.75804050780003,-0.2169004808445134
2003-08-01,33.36,45.12804050780003,-0.26077003068116855
2003-08-04,33.73,44.15804050780004,-0.23615270034362235
2003-08-05,32.76,44.388040507800035,-0.26196336614040694
2003-08-06,32.99,44.24804050780004,-0.2544302612861573
2003-08-07,32.85,44.388040507800035,-0.259935792970463
2003-08-08,32.99,44.61804050780004,-0.2606129802084707
2003-08-11,33.22,45.03804050780004,-0.2624013028664802
2003-08-12,33.64,44.82804050780003,-0.24957683586132484
2003-08-13,33.43,45.29804050780004,-0.26199898218017703
2003-08-14,33.9,45.05804050780003,-0.24763705616245013
2003-08-15,33.66,45.44804050780004,-0.2593740098822723
2003-08-18,34.05,45.58804050780004,-0.25309358286250316
2003-08-19,34.19,46.22804050780003,-0.2604055974591625
2003-08-20,34.83,45.99804050780004,-0.2427938317482511
2003-08-21,34.6,45.31804050780004,-0.23650714787536486
2003-08-22,33.92,45.13804050780004,-0.24852741460634553
2003-08-25,33.74,44.778040507800036,-0.2465056617624275
2003-08-26,33.38,44.65804050780004,-0.2525422159046633
2003-08-27,33.26,45.30804050780003,-0.26591396080627006
2003-08-28,33.91,45.61804050780004,-0.25665373561580607
2003-08-29,34.22,46.09804050780004,-0.2576690977958209
2003-09-02,34.7,46.25804050780003,-0.2498601406570845
2003-09-03,34.86,46.07804050780003,-0.24345741234159157
2003-09-04,34.68,45.58804050780004,-0.2392741689771397
2003-09-05,34.19,46.04804050780004,-0.25751455169501547
2003-09-08,34.65,45.65804050780003,-0.2410975237958244
2003-09-09,34.26,44.778040507800036,-0.23489282667400024
2003-09-10,33.38,45.07804050780003,-0.25950641101571115
2003-09-11,33.68,45.39804050780004,-0.2581177596373727
2003-09-12,34.0,45.36804050780004,-0.2505737603070063
2003-09-15,33.97,45.99804050780004,-0.2614902803470597
2003-09-16,34.6,46.05804050780003,-0.24877394655683593
2003-09-17,34.66,47.13804050780004,-0.26471275372032643
2003-09-18,35.74,46.88804050780004,-0.23775872028487754
2003-09-19,35.49,46.38804050780004,-0.23493211587515883
2003-09-22,34.99,46.84804050780004,-0.25311710755171746
2003-09-23,35.45,46.26804050780004,-0.23381237651454656
2003-09-24,34.87,45.87804050780003,-0.23994138341476212
2003-09-25,34.48,45.58804050780004,-0.24366128449630275
2003-09-26,34.19,46.04804050780004,-0.25751455169501547
2003-09-29,34.65,45.72804050780003,-0.24225924366714124
2003-09-30,34.33,44.37582904574503,-0.22638065049757694
2003-10-01,35.38,44.01582904574503,-0.1961982594209445
2003-10-02,35.02,44.16582904574502,-0.2070793018800161
2003-10-03,35.17,44.545829045745016,-0.2104760254010939
2003-10-06,35.55,45.08582904574503,-0.21150390815858744
2003-10-07,36.09,44.60582904574502,-0.190912919408172
2003-10-08,35.61,44.69582904574503,-0.20328136293088817
2003-10-09,35.7,44.51582904574503,-0.19803807397781514
2003-10-10,35.52,45.43582904574502,-0.21823810094367835
2003-10-13,36.44,45.77582904574502,-0.2039466950214157
2003-10-14,36.78,45.59582904574502,-0.19334726948160863
2003-10-15,36.6,45.83582904574503,-0.20149802540993633
2003-10-16,36.84,45.33582904574503,-0.18739767694933984
2003-10-17,36.34,45.59582904574502,-0.20299727495817443
2003-10-20,36.6,45.66582904574502,-0.19852544528784244
2003-10-21,36.67,43.975829045745016,-0.16613283261005185
2003-10-22,34.98,43.99582904574502,-0.20492463129563354
2003-10-23,35.0,43.76582904574503,-0.20028934072247984
2003-10-24,34.77,43.94582904574503,-0.20879863334000426
2003-10-27,34.95,44.545829045745016,-0.2154147593906236
2003-10-28,35.55,44.92582904574502,-0.20869573795061702
2003-10-29,35.93,44.83582904574503,-0.19863196990644705
2003-10-30,35.84,44.89582904574502,-0.20170758037495862
2003-10-31,35.9,45.70582904574502,-0.21454219845636724
2003-11-03,36.71,45.59582904574502,-0.19488249762560772
2003-11-04,36.6,45.52582904574502,-0.19606076886103962
2003-11-05,36.53,45.30582904574503,-0.19370198560728524
2003-11-06,36.31,45.03582904574502,-0.19375304575567553
2003-11-07,36.04,44.88582904574502,-0.19707398156175004
2003-11-10,35.89,45.03582904574502,-0.2030789537915504
2003-11-11,36.04,44.88582904574502,-0.19707398156175004
2003-11-12,35.89,44.85582904574502,-0.19988102408276653
2003-11-13,35.86,44.45582904574502,-0.1933566245474787
2003-11-14,35.46,44.405829045745016,-0.20145618802723841
2003-11-17,35.41,43.88582904574502,-0.19313362035180248
2003-11-18,34.89,43.75582904574502,-0.2026205248328431
2003-11-19,34.76,43.62582904574503,-0.2032243109110552
2003-11-20,34.63,43.99582904574502,-0.21287993086814705
2003-11-21,35.0,44.26582904574503,-0.20932238806980374
2003-11-24,35.27,44.52582904574502,-0.20787550157091395
2003-11-25,35.53,44.50582904574502,-0.20167760579224958
2003-11-26,35.51,44.39582904574502,-0.2001500869955407
2003-11-28,35.4,44.655829045745016,-0.207270343951367
2003-12-01,35.66,44.80582904574503,-0.20412141099783
2003-12-02,35.81,44.795829045745016,-0.20059521694684523
2003-12-03,35.8,44.38582904574502,-0.19343626626634092
2003-12-04,35.39,43.95582904574502,-0.19487356356833863
2003-12-05,34.96,44.45582904574502,-0.2136014387668671
2003-12-08,35.46,43.82582904574502,-0.19088809562536369
2003-12-09,34.83,43.66582904574502,-0.2023511115863268
2003-12-10,34.67,43.975829045745016,-0.21161236178321507
2003-12-11,34.98,44.08582904574503,-0.20654775565854733
2003-12-12,35.09,44.25582904574502,-0.20711009698339988
2003-12-15,35.26,44.71582904574502,-0.2114649162843778
2003-12-16,35.72,44.655829045745016,-0.2001044261565772
2003-12-17,35.66,44.64582904574502,-0.20126917201017724
2003-12-18,35.65,44.77582904574502,-0.2038115036668927
2003-12-19,35.78,45.09582904574502,-0.206578507211722
2003-12-22,36.1,45.16582904574502,-0.20072318470149042
2003-12-23,36.17,45.12582904574503,-0.1984634794557748
2003-12-24,36.13,45.21582904574502,-0.20094354648574175
2003-12-26,36.22,45.52582904574502,-0.20440767891111633
2003-12-29,36.53,45.59582904574502,-0.19883022713874832
2003-12-30,36.6,45.725829045745016,-0.19957711508336695
2003-12-31,36.73,46.39352582276046,-0.208294706025977
2004-01-02,36.62,46.323525822760445,-0.20947295462541737
2004-01-05,36.55,47.243525822760446,-0.22634902108869792
2004-01-06,37.47,47.793525822760465,-0.2160025996208078
2004-01-07,38.02,48.44352582276046,-0.2151686039719083
2004-01-08,38.67,48.53352582276046,-0.20323118206538426
2004-01-09,38.76,48.56352582276046,-0.20187014135958403
2004-01-12,38.79,48.67352582276045,-0.20305752779756037
2004-01-13,38.9,48.993525822760446,-0.20601754320101207
2004-01-14,39.22,48.69352582276046,-0.19455411500171804
2004-01-15,38.92,49.043525822760465,-0.20641920932328783
2004-01-16,39.27,48.863525822760465,-0.19633306563997133
2004-01-20,39.09,49.87352582276046,-0.2162174348988828
