date,MHK,dcf,Deviation
2004-10-29,85.08,84.85,0.0027106658809663564
2004-11-01,84.85,86.11,-0.014632446870282312
2004-11-02,86.11,87.0,-0.010229885057471244
2004-11-03,87.0,89.17,-0.024335538858360484
2004-11-04,89.17,87.65,0.01734169994295498
2004-11-05,87.65,87.63,0.00022823234052271602
2004-11-08,87.63,87.44,0.002172918572735494
2004-11-09,87.44,87.45,-0.00011435105774737497
2004-11-10,87.45,87.97,-0.005911106058883675
2004-11-11,87.97,89.1,-0.012682379349045925
2004-11-12,89.1,89.03,0.000786251825227291
2004-11-15,89.03,88.4,0.00712669683257916
2004-11-16,88.4,88.27,0.0014727540500738545
2004-11-17,88.27,88.78,-0.005744537057896015
2004-11-18,88.78,86.64,0.024699907663896514
2004-11-19,86.64,86.93,-0.003336017485333076
2004-11-22,86.93,87.6,-0.007648401826483853
2004-11-23,87.6,88.59,-0.011175076193701394
2004-11-24,88.59,89.15,-0.006281547952888378
2004-11-26,89.15,87.3,0.021191294387170823
2004-11-29,87.3,87.7,-0.004561003420752607
2004-11-30,87.7,89.0,-0.014606741573033655
2004-12-01,89.0,89.29,-0.0032478441034831107
2004-12-02,89.29,89.79,-0.005568548836173304
2004-12-03,89.79,87.79,0.022781637999772286
2004-12-06,87.79,87.56,0.002626770214710028
2004-12-07,87.56,87.71,-0.0017101812792155169
2004-12-08,87.71,87.98,-0.003068879290748061
2004-12-09,87.98,88.05,-0.0007950028392957886
2004-12-10,88.05,88.75,-0.007887323943661984
2004-12-13,88.75,91.0,-0.02472527472527475
2004-12-14,91.0,91.57,-0.00622474609588286
2004-12-15,91.57,90.97,0.006595580960756298
2004-12-16,90.97,89.4,0.01756152125279642
2004-12-17,89.4,88.81,0.006643396013962466
2004-12-20,88.81,89.3,-0.005487122060470306
2004-12-21,89.3,89.26,0.0004481290611695332
2004-12-22,89.26,89.62,-0.004016960499888422
2004-12-23,89.62,88.74,0.009916610322289854
2004-12-27,88.74,90.5,-0.019447513812154704
2004-12-28,90.5,90.6,-0.001103752759381793
2004-12-29,90.6,91.5,-0.009836065573770592
2004-12-30,91.5,91.25,0.00273972602739736
2004-12-31,91.25,89.8,0.01614699331848546
2005-01-03,89.8,88.75,0.01183098591549303
2005-01-04,88.75,87.8,0.010820045558086688
2005-01-05,87.8,88.3,-0.005662514156285381
2005-01-06,88.3,87.1,0.013777267508610747
2005-01-07,87.1,88.1,-0.011350737797956922
2005-01-10,88.1,87.62,0.005478201323898535
2005-01-11,87.62,87.52,0.0011425959780622108
2005-01-12,87.52,87.85,-0.0037564029595902326
2005-01-13,87.85,89.45,-0.017887087758524434
2005-01-14,89.45,89.9,-0.0050055617352614545
2005-01-18,89.9,89.64,0.0029004908522980433
2005-01-19,89.64,90.15,-0.005657237936772086
2005-01-20,90.15,88.5,0.01864406779661021
2005-01-21,88.5,86.8,0.019585253456221308
2005-01-24,86.8,87.78,-0.011164274322169154
2005-01-25,87.78,87.25,0.006074498567335329
2005-01-26,87.25,87.0,0.002873563218390718
2005-01-27,87.0,87.0,0.0
2005-01-28,87.0,88.51,-0.01706021918427303
2005-01-31,88.51,90.05,-0.017101610216546326
2005-02-01,90.05,90.12,-0.0007767421216157144
2005-02-02,90.12,91.4,-0.014004376367614868
2005-02-03,91.4,92.61,-0.01306554367778856
2005-02-04,92.61,93.0,-0.004193548387096735
2005-02-07,93.0,93.16,-0.0017174753112924046
2005-02-08,93.16,91.8,0.014814814814814836
2005-02-09,91.8,92.9,-0.011840688912809538
2005-02-10,92.9,93.66,-0.008114456544949689
2005-02-11,93.66,92.85,0.008723747980613927
2005-02-14,92.85,92.36,0.005305326981377201
2005-02-15,92.36,90.56,0.019876325088339142
2005-02-16,90.56,89.46,0.012295998211491188
2005-02-17,89.46,89.49,-0.0003352329869259485
2005-02-18,89.49,87.52,0.022509140767824398
2005-02-22,87.52,88.33,-0.009170157364428833
2005-02-23,88.33,89.55,-0.01362367392518149
2005-02-24,89.55,89.78,-0.002561817776787767
2005-02-25,89.78,89.74,0.00044573211499887577
2005-02-28,89.74,90.57,-0.009164182400353327
2005-03-01,90.57,90.82,-0.0027526976436907935
2005-03-02,90.82,90.57,0.002760295903720955
2005-03-03,90.57,91.7,-0.01232279171210482
2005-03-04,91.7,91.93,-0.0025019036223213886
2005-03-07,91.93,89.99,0.021557950883431598
2005-03-08,89.99,90.0,-0.00011111111111117289
2005-03-09,90.0,89.43,0.006373700100637203
2005-03-10,89.43,89.31,0.0013436345314075115
2005-03-11,89.31,90.2,-0.009866962305986715
2005-03-14,90.2,90.2,0.0
2005-03-15,90.2,89.39,0.009061416265801592
2005-03-16,89.39,89.31,0.0008957563542715263
2005-03-17,89.31,88.46,0.009608862762830794
2005-03-18,88.46,87.81,0.007402345974262481
2005-03-21,87.81,87.45,0.004116638078902168
2005-03-22,87.45,83.9,0.04231227651966618
2005-03-23,83.9,84.5,-0.007100591715976212
2005-03-24,84.5,84.42,0.0009476427386874153
2005-03-28,84.42,83.63,0.009446370919526492
2005-03-29,83.63,85.42,-0.02095527979395928
2005-03-30,85.42,84.3,0.013285883748517247
2005-03-31,84.3,83.04,0.015173410404624166
2005-04-01,83.04,83.63,-0.007054884610785517
2005-04-04,83.63,83.58,0.0005982292414452584
2005-04-05,83.58,83.97,-0.004644515898535206
2005-04-06,83.97,83.47,0.005990176111177581
2005-04-07,83.47,82.22,0.015203113597664908
2005-04-08,82.22,81.72,0.006118453255017142
2005-04-11,81.72,82.64,-0.011132623426911903
2005-04-12,82.64,81.62,0.012496937025238797
2005-04-13,81.62,79.13,0.03146720586376861
2005-04-14,79.13,79.02,0.0013920526449000548
2005-04-15,79.02,79.4,-0.00478589420654929
2005-04-18,79.4,79.43,-0.00037769104872220627
2005-04-19,79.43,78.73,0.008891146957957563
2005-04-20,78.73,81.5,-0.0339877300613497
2005-04-21,81.5,78.0,0.044871794871794934
2005-04-22,78.0,77.63,0.004766198634548635
2005-04-25,77.63,78.06,-0.005508583141173529
2005-04-26,78.06,77.46,0.0077459333849729806
2005-04-27,77.46,77.25,0.0027184466019416487
2005-04-28,77.25,77.81,-0.007197018378100495
2005-04-29,77.81,77.6,0.0027061855670105217
2005-05-02,77.6,78.25,-0.008306709265175738
2005-05-03,78.25,80.06,-0.02260804396702476
2005-05-04,80.06,79.93,0.0016264231202300916
2005-05-05,79.93,80.09,-0.0019977525284055053
2005-05-06,80.09,81.0,-0.01123456790123456
2005-05-09,81.0,80.91,0.0011123470522802492
2005-05-10,80.91,81.65,-0.009063074096754553
2005-05-11,81.65,80.48,0.014537773359841077
2005-05-12,80.48,79.83,0.0081423023925844
2005-05-13,79.83,81.74,-0.023366772693907523
2005-05-16,81.74,82.67,-0.011249546389258569
2005-05-17,82.67,83.88,-0.014425369575584046
2005-05-18,83.88,84.81,-0.010965688008489627
2005-05-19,84.81,84.6,0.0024822695035462417
2005-05-20,84.6,83.94,0.00786275911365264
2005-05-23,83.94,83.51,0.00514908394204272
2005-05-24,83.51,83.1,0.004933814681107318
2005-05-25,83.1,83.46,-0.004313443565780006
2005-05-26,83.46,83.25,0.0025225225225224968
2005-05-27,83.25,83.42,-0.002037880604171649
2005-05-31,83.42,84.03,-0.0072593121504224145
2005-06-01,84.03,83.85,0.0021466905187836893
2005-06-02,83.85,83.83,0.00023857807467497771
2005-06-03,83.83,84.56,-0.008632923368022793
2005-06-06,84.56,84.75,-0.002241887905604645
2005-06-07,84.75,84.64,0.0012996219281662391
2005-06-08,84.64,85.74,-0.01282948448798682
2005-06-09,85.74,85.86,-0.0013976240391335715
2005-06-10,85.86,86.59,-0.008430534703776416
2005-06-13,86.59,87.87,-0.014566973938773153
2005-06-14,87.87,88.37,-0.005658028742785981
2005-06-15,88.37,88.33,0.00045284727725580787
2005-06-16,88.33,87.75,0.006609686609686527
2005-06-17,87.75,87.53,0.002513423968924844
2005-06-20,87.53,87.0,0.006091954022988455
2005-06-21,87.0,86.03,0.01127513658026258
2005-06-22,86.03,85.0,0.012117647058823566
2005-06-23,85.0,82.34,0.03230507651202319
2005-06-24,82.34,83.15,-0.009741431148526769
2005-06-27,83.15,83.6,-0.005382775119617045
2005-06-28,83.6,84.0,-0.004761904761904856
2005-06-29,84.0,82.5,0.018181818181818077
2005-06-30,82.5,82.2,0.0036496350364962904
2005-07-01,82.2,87.5,-0.0605714285714285
2005-07-05,87.5,85.75,0.020408163265306145
2005-07-06,85.75,86.84,-0.012551819438047063
2005-07-07,86.84,89.43,-0.02896119870289615
2005-07-08,89.43,90.14,-0.007876636343465693
2005-07-11,90.14,89.8,0.0037861915367483068
2005-07-12,89.8,90.0,-0.0022222222222222365
2005-07-13,90.0,89.73,0.0030090270812437314
2005-07-14,89.73,89.46,0.003018108651911655
2005-07-15,89.46,90.0,-0.006000000000000116
2005-07-18,90.0,90.25,-0.0027700831024930483
2005-07-19,90.25,90.98,-0.008023741481644309
2005-07-20,90.98,89.28,0.019041218637992907
2005-07-21,89.28,90.25,-0.010747922437673085
2005-07-22,90.25,90.0,0.002777777777777768
2005-07-25,90.0,90.05,-0.0005552470849528035
2005-07-26,90.05,89.61,0.004910166276085315
2005-07-27,89.61,88.82,0.00889439315469498
2005-07-28,88.82,87.82,0.011386927806877667
2005-07-29,87.82,87.48,0.0038866026520345542
2005-08-01,87.48,88.12,-0.0072628234226055355
2005-08-02,88.12,87.03,0.012524416867746746
2005-08-03,87.03,85.96,0.012447650069800087
2005-08-04,85.96,85.46,0.005850690381465018
2005-08-05,85.46,84.54,0.010882422521882873
2005-08-08,84.54,85.69,-0.013420469132920942
2005-08-09,85.69,84.95,0.00871100647439671
2005-08-10,84.95,85.55,-0.007013442431326622
2005-08-11,85.55,85.05,0.005878894767783693
2005-08-12,85.05,85.08,-0.00035260930888580955
2005-08-15,85.08,84.01,0.012736578978692847
2005-08-16,84.01,84.15,-0.0016636957813428443
2005-08-17,84.15,83.72,0.005136168179646461
2005-08-18,83.72,83.95,-0.00273972602739736
2005-08-19,83.95,83.81,0.0016704450542894822
2005-08-22,83.81,83.28,0.006364073006724258
2005-08-23,83.28,82.55,0.00884312537855858
2005-08-24,82.55,82.91,-0.004342057652876652
2005-08-25,82.91,82.27,0.007779263400996772
2005-08-26,82.27,82.64,-0.00447725072604066
2005-08-29,82.64,82.17,0.005719849093342999
2005-08-30,82.17,85.38,-0.037596626844694225
2005-08-31,85.38,84.3,0.012811387900355742
2005-09-01,84.3,84.15,0.0017825311942958333
2005-09-02,84.15,84.81,-0.0077821011673151474
2005-09-06,84.81,86.46,-0.01908396946564872
2005-09-07,86.46,84.4,0.024407582938388517
2005-09-08,84.4,84.97,-0.006708249970577729
2005-09-09,84.97,83.16,0.021765271765271876
2005-09-12,83.16,82.2,0.011678832116788218
2005-09-13,82.2,82.29,-0.001093693036821053
2005-09-14,82.29,81.67,0.007591526876454147
2005-09-15,81.67,81.06,0.007525289908709487
2005-09-16,81.06,80.87,0.0023494497341411957
2005-09-19,80.87,78.63,0.028487854508457477
2005-09-20,78.63,77.03,0.02077112813189652
2005-09-21,77.03,77.96,-0.011929194458696668
2005-09-22,77.96,77.6,0.004639175257731942
2005-09-23,77.6,77.57,0.0003867474539125393
2005-09-26,77.57,78.0,-0.005512820512820649
2005-09-27,78.0,78.84,-0.010654490106544956
2005-09-28,78.84,79.8,-0.012030075187969835
2005-09-29,79.8,80.25,-0.005607476635514086
2005-09-30,80.25,79.4,0.010705289672543916
2005-10-03,79.4,79.0,0.005063291139240533
2005-10-04,79.0,77.76,0.015946502057613055
2005-10-05,77.76,77.31,0.005820721769499437
2005-10-06,77.31,78.07,-0.00973485333674895
2005-10-07,78.07,78.26,-0.002427804753386331
2005-10-10,78.26,77.38,0.011372447660894514
2005-10-11,77.38,77.69,-0.003990217531213869
2005-10-12,77.69,76.15,0.020223243598161522
2005-10-13,76.15,76.95,-0.010396361273554255
2005-10-14,76.95,77.68,-0.009397528321318238
2005-10-17,77.68,75.5,0.028874172185430647
2005-10-18,75.5,77.12,-0.021006224066390078
2005-10-19,77.12,77.62,-0.006441638752898715
2005-10-20,77.62,76.74,0.011467292155329822
2005-10-21,76.74,79.4,-0.03350125944584392
2005-10-24,79.4,77.73,0.021484626270423357
2005-10-25,77.73,76.73,0.013032712107389655
2005-10-26,76.73,75.22,0.020074448285030577
2005-10-27,75.22,76.95,-0.022482131254061177
2005-10-28,76.95,78.05,-0.014093529788597015
2005-10-31,78.05,79.3,-0.015762925598991173
2005-11-01,79.3,81.12,-0.022435897435897578
2005-11-02,81.12,80.43,0.008578888474449764
2005-11-03,80.43,79.58,0.010681075647147598
2005-11-04,79.58,81.18,-0.019709288001971026
2005-11-07,81.18,78.32,0.036516853932584414
2005-11-08,78.32,79.61,-0.016203994473056205
2005-11-09,79.61,82.19,-0.03139068013140278
2005-11-10,82.19,82.25,-0.0007294832826747477
2005-11-11,82.25,82.33,-0.0009716992590792506
2005-11-14,82.33,81.9,0.005250305250305232
2005-11-15,81.9,83.02,-0.013490725126475422
2005-11-16,83.02,83.3,-0.003361344537815114
2005-11-17,83.3,84.38,-0.012799241526428085
2005-11-18,84.38,85.88,-0.017466231951560274
2005-11-21,85.88,86.88,-0.011510128913443829
2005-11-22,86.88,88.01,-0.012839450062492985
2005-11-23,88.01,88.16,-0.0017014519056259836
2005-11-25,88.16,86.79,0.015785228712985155
2005-11-28,86.79,87.0,-0.0024137931034482474
2005-11-29,87.0,87.98,-0.011138895203455346
2005-11-30,87.98,89.41,-0.015993736718487805
2005-12-01,89.41,89.0,0.004606741573033757
2005-12-02,89.0,88.96,0.0004496402877698369
2005-12-05,88.96,88.45,0.005765969474279098
2005-12-06,88.45,86.78,0.019244065452869386
2005-12-07,86.78,86.05,0.008483439860546227
2005-12-08,86.05,87.26,-0.013866605546642319
2005-12-09,87.26,87.0,0.002988505747126391
2005-12-12,87.0,87.72,-0.008207934336525335
2005-12-13,87.72,88.68,-0.010825439783491264
2005-12-14,88.68,88.0,0.007727272727272805
2005-12-15,88.0,87.84,0.0018214936247722413
2005-12-16,87.84,86.17,0.019380294766159878
2005-12-19,86.17,86.5,-0.00381502890173413
2005-12-20,86.5,88.04,-0.017492049068605242
2005-12-21,88.04,87.97,0.0007957258156190417
2005-12-22,87.97,87.94,0.0003411416875143125
2005-12-23,87.94,87.1,0.0096440872560275
2005-12-27,87.1,87.78,-0.007746639325586724
2005-12-28,87.78,87.6,0.00205479452054802
2005-12-29,87.6,86.98,0.007128075419636559
2005-12-30,86.98,89.6,-0.029241071428571352
2006-01-03,89.6,90.14,-0.0059906811626360135
2006-01-04,90.14,89.16,0.010991475998205491
2006-01-05,89.16,88.56,0.006775067750677488
2006-01-06,88.56,89.5,-0.010502793296089385
2006-01-09,89.5,89.8,-0.0033407572383072903
2006-01-10,89.8,88.51,0.014574624336233022
2006-01-11,88.51,87.45,0.0121212121212122
2006-01-12,87.45,87.02,0.004941392783268217
2006-01-13,87.02,86.32,0.00810936051899902
2006-01-17,86.32,85.87,0.005240479795038944
2006-01-18,85.87,86.01,-0.001627717707243348
2006-01-19,86.01,84.65,0.016066154754873052
2006-01-20,84.65,83.0,0.01987951807228927
2006-01-23,83.0,82.88,0.0014478764478764727
2006-01-24,82.88,82.63,0.003025535519787015
2006-01-25,82.63,83.9,-0.015137067938021609
2006-01-26,83.9,84.68,-0.009211147850732182
2006-01-27,84.68,84.3,0.004507710557532629
2006-01-30,84.3,85.04,-0.008701787394167604
2006-01-31,85.04,84.27,0.00913729678414632
2006-02-01,84.27,83.91,0.004290311047550954
2006-02-02,83.91,83.87,0.00047692857994507953
2006-02-03,83.87,83.33,0.006480259210368544
2006-02-06,83.33,82.15,0.014363968350578071
2006-02-07,82.15,82.26,-0.0013372234378798975
2006-02-08,82.26,81.69,0.006977598237238425
2006-02-09,81.69,81.46,0.0028234716425239448
2006-02-10,81.46,80.63,0.010293935259828801
2006-02-13,80.63,82.65,-0.024440411373260806
2006-02-14,82.65,82.44,0.002547307132459986
2006-02-15,82.44,82.9,-0.005548854041013351
2006-02-16,82.9,83.15,-0.0030066145520144527
2006-02-17,83.15,84.38,-0.014576913960654081
2006-02-21,84.38,83.5,0.010538922155688635
2006-02-22,83.5,84.4,-0.010663507109004766
2006-02-23,84.4,86.9,-0.028768699654775576
2006-02-24,86.9,86.68,0.002538071065989911
2006-02-27,86.68,86.51,0.0019650907409547447
2006-02-28,86.51,87.05,-0.006203331418724756
2006-03-01,87.05,87.4,-0.004004576659038972
2006-03-02,87.4,87.43,-0.0003431316481756763
2006-03-03,87.43,87.0,0.004942528735632168
2006-03-06,87.0,86.55,0.005199306759098743
2006-03-07,86.55,86.97,-0.004829251466022755
2006-03-08,86.97,86.51,0.005317304357877584
2006-03-09,86.51,86.85,-0.003914795624640033
2006-03-10,86.85,86.15,0.008125362739407782
2006-03-13,86.15,86.3,-0.0017381228273464222
2006-03-14,86.3,86.79,-0.005645811729461991
2006-03-15,86.79,89.05196317565567,-0.025400486356420116
2006-03-16,87.06,89.42196317565568,-0.02641368061911098
2006-03-17,87.43,89.03196317565568,-0.01799312425016475
2006-03-20,87.04,88.42196317565568,-0.015629184492435555
2006-03-21,86.43,88.22196317565567,-0.020311984806864358
2006-03-22,86.23,87.85196317565567,-0.018462457946587185
2006-03-23,85.86,88.33196317565567,-0.02798492286127463
2006-03-24,86.34,87.80196317565567,-0.016650688922876133
2006-03-27,85.81,87.74196317565567,-0.022018691008633517
2006-03-28,85.75,88.54196317565568,-0.03153265497532276
2006-03-29,86.55,87.31196317565568,-0.00872690462958381
2006-03-30,85.32,82.71196317565567,0.031531555100507314
2006-03-31,80.72,81.98196317565568,-0.015393180728690004
2006-04-03,79.99,81.52196317565567,-0.01879202997546503
2006-04-04,79.53,82.18196317565568,-0.03226940648749621
2006-04-05,80.19,81.93196317565568,-0.0212610940607032
2006-04-06,79.94,81.74196317565567,-0.02204453019783026
2006-04-07,79.75,81.17196317565568,-0.017517910372311096
2006-04-10,79.18,80.62196317565568,-0.017885488257262883
2006-04-11,78.63,80.61196317565567,-0.02458646455907454
2006-04-12,78.62,80.87196317565568,-0.027846030777865072
2006-04-13,78.88,80.45196317565568,-0.019539152478150412
2006-04-17,78.46,80.38196317565567,-0.023910378643722363
2006-04-18,78.39,80.57196317565567,-0.027080923557723846
2006-04-19,78.58,80.84196317565568,-0.027980062418088814
2006-04-20,78.85,80.64196317565568,-0.022221224596831735
2006-04-21,78.65,79.90196317565568,-0.015668741115951956
2006-04-24,77.91,79.69196317565567,-0.022360638446412784
2006-04-25,77.7,80.14196317565568,-0.03047046863954861
2006-04-26,78.15,79.84196317565568,-0.02119140247006801
2006-04-27,77.85,82.09196317565568,-0.051673306515754414
2006-04-28,80.1,80.02196317565567,0.0009751925752312651
2006-05-01,78.03,79.77196317565567,-0.021836784583324276
2006-05-02,77.78,78.74196317565567,-0.012216652174517728
2006-05-03,76.75,78.89196317565568,-0.02715058783473956
2006-05-04,76.9,79.21196317565567,-0.029187045529079914
2006-05-05,77.22,78.80196317565567,-0.0200751746771759
2006-05-08,76.81,79.17196317565568,-0.0298333283768053
2006-05-09,77.18,78.86507045793964,-0.021366499112408843
2006-05-10,77.65,78.81507045793964,-0.014782330982770375
2006-05-11,77.6,77.71507045793965,-0.0014806710881376528
2006-05-12,76.5,77.51507045793964,-0.013095136880387992
2006-05-15,76.3,76.72507045793964,-0.005540176834020083
2006-05-16,75.51,76.61507045793964,-0.014423669538309647
2006-05-17,75.4,77.04507045793964,-0.02135205339110846
2006-05-18,75.83,76.78507045793964,-0.012438231185355253
2006-05-19,75.57,76.72507045793964,-0.015054667933773302
2006-05-22,75.51,75.01507045793964,0.0065977348156709414
2006-05-23,73.8,75.34507045793964,-0.020506589861139735
2006-05-24,74.13,75.85507045793965,-0.022741663115271593
2006-05-25,74.64,76.29507045793964,-0.021693019588363338
2006-05-26,75.08,74.74507045793965,0.004480958276021907
2006-05-30,73.53,74.91507045793963,-0.018488542418407916
2006-05-31,73.7,75.56507045793964,-0.02468164783857052
2006-06-01,74.35,74.98507045793964,-0.008469292007878715
2006-06-02,73.77,74.55507045793964,-0.01053007465645861
2006-06-05,73.34,73.23507045793964,0.0014327772391593552
2006-06-06,72.02,72.42507045793964,-0.0055929591145498225
2006-06-07,71.21,72.42507045793964,-0.01677693166546923
2006-06-08,71.21,72.87507045793964,-0.022848286080226266
2006-06-09,71.66,71.84507045793964,-0.002575965988480644
2006-06-12,70.63,70.94507045793964,-0.004441047924907404
2006-06-13,69.73,71.15507045793964,-0.020027672641853567
2006-06-14,69.94,72.20507045793964,-0.03136996395923575
2006-06-15,70.99,72.16507045793963,-0.01628309167417097
2006-06-16,70.95,71.56507045793964,-0.00859456231935285
2006-06-19,70.35,71.94507045793964,-0.02217067059336819
2006-06-20,70.73,73.22507045793964,-0.03407399190380833
2006-06-21,72.01,72.81507045793964,-0.011056371337368587
2006-06-22,71.6,72.60507045793965,-0.013842978893903735
2006-06-23,71.39,72.21507045793965,-0.011425183866852207
2006-06-26,71.0,71.28507045793964,-0.003999020497676864
2006-06-27,70.07,71.55507045793964,-0.020754230950168262
2006-06-28,70.34,72.58507045793964,-0.03093019602757796
2006-06-29,71.37,71.56507045793964,-0.0027257774874166474
2006-06-30,70.35,72.04507045793964,-0.02352791727685577
2006-07-03,70.83,70.45507045793964,0.005321540942666125
2006-07-05,69.24,70.13507045793965,-0.012762095369625803
2006-07-06,68.92,69.59507045793964,-0.009699975206543199
2006-07-07,68.38,70.27507045793965,-0.026966468273751154
2006-07-10,69.06,70.00507045793964,-0.013500028665887176
2006-07-11,68.79,69.30507045793964,-0.007431930370119466
2006-07-12,68.09,68.44507045793964,-0.005187670281643242
2006-07-13,67.23,67.26507045793964,-0.0005213769598527707
2006-07-14,66.05,66.92507045793964,-0.01307537596825692
2006-07-17,65.71,66.36507045793964,-0.009870711406157695
2006-07-18,65.15,68.11507045793964,-0.04353031477476832
2006-07-19,66.9,66.21507045793965,0.010344012885940002
2006-07-20,65.0,66.72507045793964,-0.025853407813589913
2006-07-21,65.51,67.76507045793964,-0.03327777043099678
2006-07-24,66.55,68.46507045793965,-0.02797149619697159
2006-07-25,67.25,68.47507045793964,-0.017890751331057442
2006-07-26,67.26,67.08507045793964,0.002607577824190299
2006-07-27,65.87,71.17507045793964,-0.07453551396306135
2006-07-28,69.96,70.23507045793964,-0.0039164260268576
2006-07-31,69.02,68.92507045793964,0.0013772861083731769
2006-08-01,67.71,69.93507045793964,-0.031816232447751
2006-08-02,68.72,71.41507045793963,-0.037738119428544326
2006-08-03,70.2,71.04507045793964,-0.011894850022563408
2006-08-04,69.83,70.76507045793964,-0.013213728918639589
2006-08-07,69.55,69.92490259260354,-0.005361503251392508
2006-08-08,68.84,67.93490259260354,0.01332301030626648
2006-08-09,66.85,68.26490259260355,-0.02072664779216804
2006-08-10,67.18,67.85490259260354,-0.009946261313727
2006-08-11,66.77,68.23490259260355,-0.021468523247549
2006-08-14,67.15,69.94490259260354,-0.03995863156579882
2006-08-15,68.86,69.48490259260355,-0.008993357827201787
2006-08-16,68.4,71.11490259260354,-0.03817628223659986
2006-08-17,70.03,71.93490259260354,-0.026480922666869633
2006-08-18,70.85,71.93490259260354,-0.01508172741607483
2006-08-21,70.85,71.53490259260354,-0.00957438352162332
2006-08-22,70.45,70.58490259260354,-0.0019112102963739774
2006-08-23,69.5,69.84490259260355,-0.004938121177078814
2006-08-24,68.76,69.31490259260354,-0.008005530872126632
2006-08-25,68.23,70.56490259260354,-0.03308872409395602
2006-08-28,69.48,70.74490259260354,-0.017879770078809587
2006-08-29,69.66,71.22490259260354,-0.021971284419363357
2006-08-30,70.14,71.96490259260354,-0.025358230566007833
2006-08-31,70.88,72.66490259260354,-0.02456347602377751
2006-09-01,71.58,72.54490259260353,-0.013300763501223778
2006-09-05,71.46,71.44490259260354,0.0002113153891822872
2006-09-06,70.36,71.60490259260354,-0.017385717283723068
2006-09-07,70.52,72.62490259260355,-0.028983207101993758
2006-09-08,71.54,75.54490259260353,-0.053013538374667823
2006-09-11,74.46,76.11490259260354,-0.02174216265454909
2006-09-12,75.03,76.09490259260355,-0.013994401153317959
2006-09-13,75.01,76.44490259260354,-0.018770415605740776
2006-09-14,75.36,77.35490259260354,-0.025788961342371186
2006-09-15,76.27,76.39490259260354,-0.001634959773031297
2006-09-18,75.31,75.20490259260355,0.0013974807994339145
2006-09-19,74.12,73.97490259260354,0.001961441006492981
2006-09-20,72.89,74.07490259260354,-0.015996006084817327
2006-09-21,72.99,74.62490259260355,-0.02190827104363413
2006-09-22,73.54,74.76490259260355,-0.016383390469697723
2006-09-25,73.68,75.97490259260354,-0.030206061663670347
2006-09-26,74.89,75.02490259260354,-0.0017981042019618032
2006-09-27,73.94,75.96490259260354,-0.026655765011152632
2006-09-28,74.88,75.53490259260354,-0.008670198413252117
2006-09-29,74.45,76.35490259260354,-0.024948006322099148
2006-10-02,75.27,76.18490259260354,-0.012008975026140734
2006-10-03,75.1,77.19490259260354,-0.027137835818763945
2006-10-04,76.11,77.08490259260354,-0.012647127515434953
2006-10-05,76.0,77.83490259260354,-0.023574290343852833
2006-10-06,76.75,79.27490259260354,-0.03184996146358077
2006-10-09,78.19,79.71490259260354,-0.01912945438065461
2006-10-10,78.63,79.59490259260355,-0.012122668175652884
2006-10-11,78.51,80.32490259260354,-0.02259451968225168
2006-10-12,79.24,79.66490259260354,-0.005333623449920499
2006-10-13,78.58,78.99490259260354,-0.005252270450199714
2006-10-16,77.91,77.75490259260354,0.001994696182812783
2006-10-17,76.67,77.76490259260355,-0.014079649766161828
2006-10-18,76.68,77.07490259260354,-0.005123621040312831
2006-10-19,75.99,76.07490259260354,-0.0011160394520413064
2006-10-20,74.99,76.90490259260355,-0.024899616644046385
2006-10-23,75.82,76.67490259260354,-0.011149705623310635
2006-10-24,75.59,75.79490259260353,-0.002703382227494666
2006-10-25,74.71,78.87490259260355,-0.05280390156696202
2006-10-26,77.79,74.68490259260354,0.041575971844461934
2006-10-27,73.6,72.80490259260354,0.010920932232347136
2006-10-30,71.72,73.78490259260354,-0.02798543496092576
2006-10-31,72.7,73.39490259260354,-0.009467995297449572
2006-11-01,72.31,72.20490259260355,0.0014555439260051095
2006-11-02,71.12,71.31490259260354,-0.0027329854703294076
2006-11-03,70.23,71.7803809439371,-0.021598951183443793
2006-11-06,70.75,71.2303809439371,-0.006744045694704326
2006-11-07,70.2,71.63038094393711,-0.019968914378057367
2006-11-08,70.6,72.13038094393711,-0.021216870393719334
2006-11-09,71.1,73.19038094393711,-0.02856086984351569
2006-11-10,72.16,73.66038094393711,-0.02036890014292836
2006-11-13,72.63,74.50038094393712,-0.025105656108585728
2006-11-14,73.47,75.86038094393712,-0.031510268129337105
2006-11-15,74.83,77.10038094393711,-0.02944707816149439
2006-11-16,76.07,77.00038094393712,-0.01208280962420849
2006-11-17,75.97,77.10038094393711,-0.014661158999448531
2006-11-20,76.07,77.4803809439371,-0.018203071884192568
2006-11-21,76.45,77.55038094393711,-0.01418923969867536
2006-11-22,76.52,77.41038094393711,-0.011502087098395175
2006-11-24,76.38,75.63038094393711,0.009911612855930896
2006-11-27,74.6,75.82038094393711,-0.016095684679288125
2006-11-28,74.79,76.4803809439371,-0.022102151206284004
2006-11-29,75.45,78.46038094393711,-0.03836816629896478
2006-11-30,77.43,78.2303809439371,-0.010231075629181463
2006-12-01,77.2,79.4203809439371,-0.02795731923653788
2006-12-04,78.39,79.2803809439371,-0.011230785388969489
2006-12-05,78.25,78.60038094393711,-0.0044577512186235735
2006-12-06,77.57,78.7003809439371,-0.01436309367730193
2006-12-07,77.67,78.29038094393711,-0.007924101740945044
2006-12-08,77.26,78.2803809439371,-0.01303495117975828
2006-12-11,77.25,78.32038094393711,-0.013666697365827485
