date,PBCT,dcf,Deviation
1990-06-07,0.95,,
1990-06-08,0.95,,
1990-06-11,0.93,,
1990-06-12,0.93,,
1990-06-13,0.9,,
1990-06-14,0.92,,
1990-06-15,0.9,,
1990-06-18,0.85,,
1990-06-19,0.88,,
1990-06-20,0.88,,
1990-06-21,0.88,,
1990-06-22,0.88,,
1990-06-25,0.85,,
1990-06-26,0.88,,
1990-06-27,0.85,,
1990-06-28,0.86,,
1990-06-29,0.86,,
1990-07-02,0.85,,
1990-07-03,0.86,,
1990-07-05,0.85,,
1990-07-06,0.85,,
1990-07-09,0.86,,
1990-07-10,0.86,,
1990-07-11,0.85,,
1990-07-12,0.85,,
1990-07-13,0.85,,
1990-07-16,0.85,,
1990-07-17,0.83,,
1990-07-18,0.81,,
1990-07-19,0.85,,
1990-07-20,0.85,,
1990-07-23,0.83,,
1990-07-24,0.85,,
1990-07-25,0.83,,
1990-07-26,0.83,,
1990-07-27,0.85,,
1990-07-30,0.81,,
1990-07-31,0.83,,
1990-08-01,0.85,,
1990-08-02,0.81,,
1990-08-03,0.85,,
1990-08-06,0.81,,
1990-08-07,0.85,,
1990-08-08,0.85,,
1990-08-09,0.83,,
1990-08-10,0.83,,
1990-08-13,0.81,,
1990-08-14,0.85,,
1990-08-15,0.83,,
1990-08-16,0.85,,
1990-08-17,0.83,,
1990-08-20,0.81,,
1990-08-21,0.81,,
1990-08-22,0.79,,
1990-08-23,0.72,,
1990-08-24,0.65,,
1990-08-27,0.69,,
1990-08-28,0.71,,
1990-08-29,0.69,,
1990-08-30,0.71,,
1990-08-31,0.74,,
1990-09-04,0.76,,
1990-09-05,0.74,,
1990-09-06,0.74,,
1990-09-07,0.71,,
1990-09-10,0.74,,
1990-09-11,0.63,,
1990-09-12,0.63,,
1990-09-13,0.63,,
1990-09-14,0.65,,
1990-09-17,0.63,,
1990-09-18,0.63,,
1990-09-19,0.63,,
1990-09-20,0.62,,
1990-09-21,0.62,,
1990-09-24,0.63,,
1990-09-25,0.63,,
1990-09-26,0.62,,
1990-09-27,0.63,,
1990-09-28,0.63,,
1990-10-01,0.63,,
1990-10-02,0.62,,
1990-10-03,0.62,,
1990-10-04,0.55,,
1990-10-05,0.56,,
1990-10-08,0.56,,
1990-10-09,0.55,,
1990-10-10,0.56,,
1990-10-11,0.56,,
1990-10-12,0.56,,
1990-10-15,0.55,,
1990-10-16,0.56,,
1990-10-17,0.55,,
1990-10-18,0.56,,
1990-10-19,0.55,,
1990-10-22,0.55,,
1990-10-23,0.55,,
1990-10-24,0.58,,
1990-10-25,0.6,,
1990-10-26,0.55,,
1990-10-29,0.55,,
1990-10-30,0.55,,
1990-10-31,0.49,,
1990-11-01,0.49,,
1990-11-02,0.53,,
1990-11-05,0.53,,
1990-11-06,0.51,,
1990-11-07,0.53,,
1990-11-08,0.51,,
1990-11-09,0.49,,
1990-11-12,0.49,,
1990-11-13,0.49,,
1990-11-14,0.49,,
1990-11-15,0.53,,
1990-11-16,0.53,,
1990-11-19,0.55,,
1990-11-20,0.53,,
1990-11-21,0.51,,
1990-11-23,0.51,,
1990-11-26,0.49,,
1990-11-27,0.49,,
1990-11-28,0.49,,
1990-11-29,0.49,,
1990-11-30,0.49,,
1990-12-03,0.51,,
1990-12-04,0.51,,
1990-12-05,0.49,,
1990-12-06,0.51,,
1990-12-07,0.48,,
1990-12-10,0.48,,
1990-12-11,0.42,,
1990-12-12,0.41,,
1990-12-13,0.41,,
1990-12-14,0.37,,
1990-12-17,0.3,,
1990-12-18,0.34,,
1990-12-19,0.34,,
1990-12-20,0.42,,
1990-12-21,0.37,,
1990-12-24,0.37,,
1990-12-26,0.37,,
1990-12-27,0.39,,
1990-12-28,0.37,,
1990-12-31,0.41,,
1991-01-02,0.39,,
1991-01-03,0.35,,
1991-01-04,0.37,,
1991-01-07,0.35,,
1991-01-08,0.35,,
1991-01-09,0.35,,
1991-01-10,0.34,,
1991-01-11,0.34,,
1991-01-14,0.34,,
1991-01-15,0.34,,
1991-01-16,0.35,,
1991-01-17,0.35,,
1991-01-18,0.34,,
1991-01-21,0.32,,
1991-01-22,0.34,,
1991-01-23,0.35,,
1991-01-24,0.35,,
1991-01-25,0.37,,
1991-01-28,0.41,,
1991-01-29,0.42,,
1991-01-30,0.42,,
1991-01-31,0.49,,
1991-02-01,0.51,,
1991-02-04,0.56,,
1991-02-05,0.61,,
1991-02-06,0.6,,
1991-02-07,0.62,,
1991-02-08,0.67,,
1991-02-11,0.65,,
1991-02-12,0.65,,
1991-02-13,0.65,,
1991-02-14,0.62,,
1991-02-15,0.63,,
1991-02-19,0.62,,
1991-02-20,0.62,,
1991-02-21,0.6,,
1991-02-22,0.56,,
1991-02-25,0.56,,
1991-02-26,0.56,,
1991-02-27,0.56,,
1991-02-28,0.56,,
1991-03-01,0.58,,
1991-03-04,0.62,,
1991-03-05,0.65,,
1991-03-06,0.58,,
1991-03-07,0.6,,
1991-03-08,0.56,,
1991-03-11,0.56,,
1991-03-12,0.56,,
1991-03-13,0.56,,
1991-03-14,0.56,,
1991-03-15,0.58,,
1991-03-18,0.6,,
1991-03-19,0.58,,
1991-03-20,0.6,,
1991-03-21,0.58,,
1991-03-22,0.6,,
1991-03-25,0.6,,
1991-03-26,0.58,,
1991-03-27,0.58,,
1991-03-28,0.58,,
1991-04-01,0.56,,
1991-04-02,0.6,,
1991-04-03,0.6,,
1991-04-04,0.56,,
1991-04-05,0.56,,
1991-04-08,0.56,,
1991-04-09,0.58,,
1991-04-10,0.56,,
1991-04-11,0.55,,
1991-04-12,0.58,,
1991-04-15,0.55,,
1991-04-16,0.55,,
1991-04-17,0.56,,
1991-04-18,0.56,,
1991-04-19,0.58,,
1991-04-22,0.56,,
1991-04-23,0.58,,
1991-04-24,0.59,,
1991-04-25,0.6,,
1991-04-26,0.6,,
1991-04-29,0.58,,
1991-04-30,0.58,,
1991-05-01,0.62,,
1991-05-02,0.62,,
1991-05-03,0.6,,
1991-05-06,0.58,,
1991-05-07,0.58,,
1991-05-08,0.62,,
1991-05-09,0.58,,
1991-05-10,0.56,,
1991-05-13,0.55,,
1991-05-14,0.56,,
1991-05-15,0.56,,
1991-05-16,0.55,,
1991-05-17,0.58,,
1991-05-20,0.55,,
1991-05-21,0.55,,
1991-05-22,0.55,,
1991-05-23,0.56,,
1991-05-24,0.55,,
1991-05-28,0.56,,
1991-05-29,0.58,,
1991-05-30,0.55,,
1991-05-31,0.56,,
1991-06-03,0.56,,
1991-06-04,0.56,,
1991-06-05,0.55,,
1991-06-06,0.51,,
1991-06-07,0.49,,
1991-06-10,0.51,,
1991-06-11,0.53,,
1991-06-12,0.53,,
1991-06-13,0.53,,
1991-06-14,0.53,,
1991-06-17,0.49,,
1991-06-18,0.44,,
1991-06-19,0.41,,
1991-06-20,0.44,,
1991-06-21,0.41,,
1991-06-24,0.42,,
1991-06-25,0.42,,
1991-06-26,0.42,,
1991-06-27,0.42,,
1991-06-28,0.41,,
1991-07-01,0.46,,
1991-07-02,0.46,,
1991-07-03,0.44,,
1991-07-05,0.44,,
1991-07-08,0.45,,
1991-07-09,0.44,,
1991-07-10,0.46,,
1991-07-11,0.42,,
1991-07-12,0.43,,
1991-07-15,0.42,,
1991-07-16,0.41,,
1991-07-17,0.41,,
1991-07-18,0.42,,
1991-07-19,0.44,,
1991-07-22,0.44,,
1991-07-23,0.41,,
1991-07-24,0.41,,
1991-07-25,0.41,,
1991-07-26,0.43,,
1991-07-29,0.44,,
1991-07-30,0.42,,
1991-07-31,0.42,,
1991-08-01,0.44,,
1991-08-02,0.44,,
1991-08-05,0.41,,
1991-08-06,0.45,,
1991-08-07,0.46,,
1991-08-08,0.44,,
1991-08-09,0.44,,
1991-08-12,0.44,,
1991-08-13,0.46,,
1991-08-14,0.49,,
1991-08-15,0.49,,
1991-08-16,0.51,,
1991-08-19,0.51,,
1991-08-20,0.49,,
1991-08-21,0.51,,
1991-08-22,0.53,,
1991-08-23,0.51,,
1991-08-26,0.53,,
1991-08-27,0.53,,
1991-08-28,0.51,,
1991-08-29,0.49,,
1991-08-30,0.49,,
1991-09-03,0.49,,
1991-09-04,0.53,,
1991-09-05,0.48,,
1991-09-06,0.48,,
1991-09-09,0.48,,
1991-09-10,0.48,,
1991-09-11,0.46,,
1991-09-12,0.44,,
1991-09-13,0.48,,
1991-09-16,0.42,,
1991-09-17,0.41,,
1991-09-18,0.44,,
1991-09-19,0.42,,
1991-09-20,0.42,,
1991-09-23,0.44,,
1991-09-24,0.42,,
1991-09-25,0.46,,
1991-09-26,0.42,,
1991-09-27,0.42,,
1991-09-30,0.42,,
1991-10-01,0.42,,
1991-10-02,0.41,,
1991-10-03,0.37,,
1991-10-04,0.37,,
1991-10-07,0.39,,
1991-10-08,0.39,,
1991-10-09,0.41,,
1991-10-10,0.39,,
1991-10-11,0.41,,
1991-10-14,0.39,,
1991-10-15,0.41,,
1991-10-16,0.37,,
1991-10-17,0.37,,
1991-10-18,0.37,,
1991-10-21,0.37,,
1991-10-22,0.41,,
1991-10-23,0.41,,
1991-10-24,0.39,,
1991-10-25,0.4,,
1991-10-28,0.37,,
1991-10-29,0.39,,
1991-10-30,0.37,,
1991-10-31,0.39,,
1991-11-01,0.37,,
1991-11-04,0.37,,
1991-11-05,0.37,,
1991-11-06,0.41,,
1991-11-07,0.37,,
1991-11-08,0.37,,
1991-11-11,0.37,,
1991-11-12,0.37,,
1991-11-13,0.37,,
1991-11-14,0.37,,
1991-11-15,0.39,,
1991-11-18,0.39,,
1991-11-19,0.37,,
1991-11-20,0.41,,
1991-11-21,0.37,,
1991-11-22,0.41,,
1991-11-25,0.41,,
1991-11-26,0.39,,
1991-11-27,0.39,,
1991-11-29,0.37,,
1991-12-02,0.39,,
1991-12-03,0.35,,
1991-12-04,0.35,,
1991-12-05,0.37,,
1991-12-06,0.35,,
1991-12-09,0.35,,
1991-12-10,0.34,,
1991-12-11,0.34,,
1991-12-12,0.35,,
1991-12-13,0.34,,
1991-12-16,0.32,,
1991-12-17,0.3,,
1991-12-18,0.28,,
1991-12-19,0.28,,
1991-12-20,0.3,,
1991-12-23,0.3,,
1991-12-24,0.28,,
1991-12-26,0.3,,
1991-12-27,0.28,,
1991-12-30,0.28,,
1991-12-31,0.26,,
1992-01-02,0.34,,
1992-01-03,0.32,,
1992-01-06,0.37,,
1992-01-07,0.42,,
1992-01-08,0.48,,
1992-01-09,0.48,,
1992-01-10,0.51,,
1992-01-13,0.62,,
1992-01-14,0.58,,
1992-01-15,0.55,,
1992-01-16,0.6,,
1992-01-17,0.56,,
1992-01-20,0.55,,
1992-01-21,0.53,,
1992-01-22,0.53,,
1992-01-23,0.58,,
1992-01-24,0.6,,
1992-01-27,0.6,,
1992-01-28,0.55,,
1992-01-29,0.55,,
1992-01-30,0.56,,
1992-01-31,0.55,,
1992-02-03,0.53,,
1992-02-04,0.56,,
1992-02-05,0.56,,
1992-02-06,0.53,,
1992-02-07,0.55,,
1992-02-10,0.58,,
1992-02-11,0.6,,
1992-02-12,0.65,,
1992-02-13,0.74,,
1992-02-14,0.74,,
1992-02-18,0.72,,
1992-02-19,0.72,,
1992-02-20,0.74,,
1992-02-21,0.81,,
1992-02-24,0.85,,
1992-02-25,0.85,,
1992-02-26,0.93,,
1992-02-27,0.9,,
1992-02-28,0.93,,
1992-03-02,0.92,,
1992-03-03,0.88,,
1992-03-04,0.86,,
1992-03-05,0.86,,
1992-03-06,0.86,,
1992-03-09,0.86,,
1992-03-10,0.86,,
1992-03-11,0.79,,
1992-03-12,0.76,,
1992-03-13,0.74,,
1992-03-16,0.74,,
1992-03-17,0.76,,
1992-03-18,0.72,,
1992-03-19,0.74,,
1992-03-20,0.72,,
1992-03-23,0.71,,
1992-03-24,0.71,,
1992-03-25,0.69,,
1992-03-26,0.69,,
1992-03-27,0.72,,
1992-03-30,0.69,,
1992-03-31,0.72,,
1992-04-01,0.76,,
1992-04-02,0.78,,
1992-04-03,0.79,,
1992-04-06,0.83,,
1992-04-07,0.83,,
1992-04-08,0.78,,
1992-04-09,0.79,,
1992-04-10,0.81,,
1992-04-13,0.78,,
1992-04-14,0.78,,
1992-04-15,0.78,,
1992-04-16,0.79,,
1992-04-20,0.81,,
1992-04-21,0.78,,
1992-04-22,0.83,,
1992-04-23,0.83,,
1992-04-24,0.81,,
1992-04-27,0.78,,
1992-04-28,0.78,,
1992-04-29,0.76,,
1992-04-30,0.78,,
1992-05-01,0.78,,
1992-05-04,0.78,,
1992-05-05,0.79,,
1992-05-06,0.81,,
1992-05-07,0.81,,
1992-05-08,0.79,,
1992-05-11,0.76,,
1992-05-12,0.79,,
1992-05-13,0.76,,
1992-05-14,0.78,,
1992-05-15,0.76,,
1992-05-18,0.78,,
1992-05-19,0.78,,
1992-05-20,0.74,,
1992-05-21,0.74,,
1992-05-22,0.78,,
1992-05-26,0.79,,
1992-05-27,0.78,,
1992-05-28,0.79,,
1992-05-29,0.83,,
1992-06-01,0.81,,
1992-06-02,0.85,,
1992-06-03,0.85,,
1992-06-04,0.85,,
1992-06-05,0.85,,
1992-06-08,0.83,,
1992-06-09,0.83,,
1992-06-10,0.81,,
1992-06-11,0.83,,
1992-06-12,0.85,,
1992-06-15,0.83,,
1992-06-16,0.79,,
1992-06-17,0.79,,
1992-06-18,0.76,,
1992-06-19,0.79,,
1992-06-22,0.79,,
1992-06-23,0.83,,
1992-06-24,0.81,,
1992-06-25,0.83,,
1992-06-26,0.83,,
1992-06-29,0.83,,
1992-06-30,0.85,,
1992-07-01,0.83,,
1992-07-02,0.88,,
1992-07-06,0.86,,
1992-07-07,0.86,,
1992-07-08,0.88,,
1992-07-09,0.9,,
1992-07-10,0.97,,
1992-07-13,0.97,,
1992-07-14,0.99,,
1992-07-15,1.02,,
1992-07-16,0.99,,
1992-07-17,0.97,,
1992-07-20,0.97,,
1992-07-21,0.97,,
1992-07-22,0.97,,
1992-07-23,0.93,,
1992-07-24,0.95,,
1992-07-27,0.93,,
1992-07-28,0.93,,
1992-07-29,0.93,,
1992-07-30,0.93,,
1992-07-31,0.94,,
1992-08-03,0.92,,
1992-08-04,0.88,,
1992-08-05,0.88,,
1992-08-06,0.86,,
1992-08-07,0.85,,
1992-08-10,0.85,,
1992-08-11,0.83,,
1992-08-12,0.76,,
1992-08-13,0.71,,
1992-08-14,0.76,,
1992-08-17,0.76,,
1992-08-18,0.71,,
1992-08-19,0.72,,
1992-08-20,0.71,,
1992-08-21,0.69,,
1992-08-24,0.71,,
1992-08-25,0.65,,
1992-08-26,0.65,,
1992-08-27,0.65,,
1992-08-28,0.65,,
1992-08-31,0.72,,
1992-09-01,0.72,,
1992-09-02,0.73,,
1992-09-03,0.74,,
1992-09-04,0.72,,
1992-09-08,0.71,,
1992-09-09,0.72,,
1992-09-10,0.72,,
1992-09-11,0.76,,
1992-09-14,0.79,,
1992-09-15,0.74,,
1992-09-16,0.74,,
1992-09-17,0.71,,
1992-09-18,0.71,,
1992-09-21,0.71,,
1992-09-22,0.72,,
1992-09-23,0.69,,
1992-09-24,0.69,,
1992-09-25,0.69,,
1992-09-28,0.71,,
1992-09-29,0.69,,
1992-09-30,0.71,,
1992-10-01,0.69,,
1992-10-02,0.71,,
1992-10-05,0.71,,
1992-10-06,0.67,,
1992-10-07,0.67,,
1992-10-08,0.72,,
1992-10-09,0.69,,
1992-10-12,0.69,,
1992-10-13,0.69,,
1992-10-14,0.63,,
1992-10-15,0.63,,
1992-10-16,0.63,,
1992-10-19,0.67,,
1992-10-20,0.67,,
1992-10-21,0.71,,
1992-10-22,0.71,,
1992-10-23,0.76,,
1992-10-26,0.78,,
1992-10-27,0.74,,
1992-10-28,0.73,,
1992-10-29,0.73,,
1992-10-30,0.71,,
1992-11-02,0.71,,
1992-11-03,0.71,,
1992-11-04,0.69,,
1992-11-05,0.69,,
1992-11-06,0.72,,
1992-11-09,0.69,,
1992-11-10,0.71,,
1992-11-11,0.71,,
1992-11-12,0.72,,
1992-11-13,0.71,,
1992-11-16,0.71,,
1992-11-17,0.71,,
1992-11-18,0.71,,
1992-11-19,0.72,,
1992-11-20,0.71,,
1992-11-23,0.69,,
1992-11-24,0.72,,
1992-11-25,0.69,,
1992-11-27,0.71,,
1992-11-30,0.71,,
1992-12-01,0.72,,
1992-12-02,0.71,,
1992-12-03,0.71,,
1992-12-04,0.71,,
1992-12-07,0.78,,
1992-12-08,0.78,,
1992-12-09,0.78,,
1992-12-10,0.78,,
1992-12-11,0.85,,
1992-12-14,0.85,,
1992-12-15,0.78,,
1992-12-16,0.79,,
1992-12-17,0.79,,
1992-12-18,0.79,,
1992-12-21,0.79,,
1992-12-22,0.86,,
1992-12-23,0.86,,
1992-12-24,0.86,,
1992-12-28,0.83,,
1992-12-29,0.83,,
1992-12-30,0.79,,
1992-12-31,0.79,,
1993-01-04,0.82,,
1993-01-05,0.83,,
1993-01-06,0.86,,
1993-01-07,0.83,,
1993-01-08,0.81,,
1993-01-11,0.81,,
1993-01-12,0.81,,
1993-01-13,0.78,,
1993-01-14,0.81,,
1993-01-15,0.83,,
1993-01-18,0.86,,
1993-01-19,0.86,,
1993-01-20,0.86,,
1993-01-21,0.92,,
1993-01-22,0.93,,
1993-01-25,0.9,,
1993-01-26,0.86,,
1993-01-27,0.88,,
1993-01-28,0.9,,
1993-01-29,0.9,,
1993-02-01,0.92,,
1993-02-02,0.99,,
1993-02-03,0.95,,
1993-02-04,0.95,,
1993-02-05,0.97,,
1993-02-08,1.01,,
1993-02-09,0.99,,
1993-02-10,0.95,,
1993-02-11,0.97,,
1993-02-12,0.95,,
1993-02-16,0.93,,
1993-02-17,0.93,,
1993-02-18,0.95,,
1993-02-19,0.99,,
1993-02-22,0.99,,
1993-02-23,0.97,,
1993-02-24,0.95,,
1993-02-25,1.01,,
1993-02-26,0.97,,
1993-03-01,0.97,,
1993-03-02,1.01,,
1993-03-03,1.0,,
1993-03-04,1.01,,
1993-03-05,1.02,,
1993-03-08,1.11,,
1993-03-09,1.15,,
1993-03-10,1.15,,
1993-03-11,1.18,,
1993-03-12,1.15,,
1993-03-15,1.11,,
1993-03-16,1.09,,
1993-03-17,1.13,,
1993-03-18,1.16,,
1993-03-19,1.16,,
1993-03-22,1.13,,
1993-03-23,1.13,,
1993-03-24,1.27,,
1993-03-25,1.32,,
1993-03-26,1.34,,
1993-03-29,1.25,,
1993-03-30,1.23,,
1993-03-31,1.23,,
1993-04-01,1.25,,
1993-04-02,1.22,,
1993-04-05,1.27,,
1993-04-06,1.29,,
1993-04-07,1.27,,
1993-04-08,1.27,,
1993-04-12,1.25,,
1993-04-13,1.29,,
1993-04-14,1.27,,
1993-04-15,1.29,,
1993-04-16,1.27,,
1993-04-19,1.27,,
1993-04-20,1.2,,
1993-04-21,1.22,,
1993-04-22,1.23,,
1993-04-23,1.22,,
1993-04-26,1.18,,
1993-04-27,1.08,,
1993-04-28,1.06,,
1993-04-29,1.09,,
1993-04-30,1.15,,
1993-05-03,1.2,,
1993-05-04,1.25,,
1993-05-05,1.22,,
1993-05-06,1.16,,
1993-05-07,1.11,,
1993-05-10,1.08,,
1993-05-11,1.04,,
1993-05-12,0.97,,
1993-05-13,0.93,,
1993-05-14,0.92,,
1993-05-17,0.93,,
1993-05-18,0.93,,
1993-05-19,0.93,,
1993-05-20,0.92,,
1993-05-21,0.93,,
1993-05-24,0.92,,
1993-05-25,0.93,,
1993-05-26,0.92,,
1993-05-27,0.86,,
1993-05-28,0.88,,
1993-06-01,0.88,,
1993-06-02,0.9,,
1993-06-03,0.88,,
1993-06-04,0.88,,
1993-06-07,0.92,,
1993-06-08,0.86,,
1993-06-09,0.88,,
1993-06-10,0.88,,
1993-06-11,0.9,,
1993-06-14,0.9,,
1993-06-15,0.9,,
1993-06-16,0.9,,
1993-06-17,0.9,,
1993-06-18,0.9,,
1993-06-21,0.92,,
1993-06-22,0.88,,
1993-06-23,0.92,,
1993-06-24,1.01,,
1993-06-25,0.99,,
1993-06-28,1.04,,
1993-06-29,1.02,,
1993-06-30,1.01,,
1993-07-01,1.01,,
1993-07-02,0.99,,
1993-07-06,0.99,,
1993-07-07,0.99,,
1993-07-08,1.02,,
1993-07-09,1.04,,
1993-07-12,1.08,,
1993-07-13,1.11,,
1993-07-14,1.11,,
1993-07-15,1.15,,
1993-07-16,1.13,,
1993-07-19,1.09,,
1993-07-20,1.11,,
1993-07-21,1.13,,
1993-07-22,1.13,,
1993-07-23,1.11,,
1993-07-26,1.13,,
1993-07-27,1.08,,
1993-07-28,1.04,,
1993-07-29,1.04,,
1993-07-30,1.06,,
1993-08-02,1.04,,
1993-08-03,1.09,,
1993-08-04,1.11,,
1993-08-05,1.11,,
1993-08-06,1.09,,
1993-08-09,1.08,,
1993-08-10,1.08,,
1993-08-11,1.08,,
1993-08-12,1.08,,
1993-08-13,1.08,,
1993-08-16,1.11,,
1993-08-17,1.09,,
1993-08-18,1.09,,
1993-08-19,1.13,,
1993-08-20,1.15,,
1993-08-23,1.16,,
1993-08-24,1.15,,
1993-08-25,1.13,,
1993-08-26,1.13,,
1993-08-27,1.13,,
1993-08-30,1.16,,
1993-08-31,1.22,,
1993-09-01,1.25,,
1993-09-02,1.27,,
1993-09-03,1.25,,
1993-09-07,1.2,,
1993-09-08,1.18,,
1993-09-09,1.16,,
1993-09-10,1.2,,
1993-09-13,1.31,,
1993-09-14,1.32,,
1993-09-15,1.34,,
1993-09-16,1.34,,
1993-09-17,1.34,,
1993-09-20,1.32,,
1993-09-21,1.29,,
1993-09-22,1.29,,
1993-09-23,1.27,,
1993-09-24,1.31,,
1993-09-27,1.29,,
1993-09-28,1.27,,
1993-09-29,1.27,,
1993-09-30,1.32,,
1993-10-01,1.32,,
1993-10-04,1.29,,
1993-10-05,1.29,,
1993-10-06,1.32,,
1993-10-07,1.31,,
1993-10-08,1.29,,
1993-10-11,1.31,,
1993-10-12,1.29,,
1993-10-13,1.31,,
1993-10-14,1.23,,
1993-10-15,1.29,,
1993-10-18,1.29,,
1993-10-19,1.27,,
1993-10-20,1.29,,
1993-10-21,1.29,,
1993-10-22,1.27,,
1993-10-25,1.31,,
1993-10-26,1.27,,
1993-10-27,1.27,,
1993-10-28,1.29,,
1993-10-29,1.29,,
1993-11-01,1.27,,
1993-11-02,1.27,,
1993-11-03,1.27,,
1993-11-04,1.23,,
1993-11-05,1.18,,
1993-11-08,1.27,,
1993-11-09,1.27,,
1993-11-10,1.23,,
1993-11-11,1.27,,
1993-11-12,1.23,,
1993-11-15,1.25,,
1993-11-16,1.23,,
1993-11-17,1.25,,
1993-11-18,1.25,,
1993-11-19,1.25,,
1993-11-22,1.25,,
1993-11-23,1.25,,
1993-11-24,1.25,,
1993-11-26,1.23,,
1993-11-29,1.25,,
1993-11-30,1.23,,
1993-12-01,1.25,,
1993-12-02,1.25,,
1993-12-03,1.23,,
1993-12-06,1.23,,
1993-12-07,1.23,,
1993-12-08,1.23,,
1993-12-09,1.25,,
1993-12-10,1.23,,
1993-12-13,1.25,,
1993-12-14,1.22,,
1993-12-15,1.22,,
