date,RE,dcf,Deviation
2004-09-10,71.08,71.96497737362165,-0.01229733414667944
2004-09-13,71.95,71.50497737362164,0.006223659425176331
2004-09-14,71.49,72.63497737362167,-0.015763443660649967
2004-09-15,72.62,74.41497737362167,-0.02412118416175102
2004-09-16,74.4,74.41497737362167,-0.00020126826816679877
2004-09-17,74.4,73.88497737362167,0.006970600041926955
2004-09-20,73.87,74.80497737362167,-0.012498865803431958
2004-09-21,74.79,74.59497737362165,0.002614420343632018
2004-09-22,74.58,74.06497737362166,0.0069536594034222965
2004-09-23,74.05,74.08497737362164,-0.00047212504966087643
2004-09-24,74.07,74.07497737362165,-6.719372449559557e-05
2004-09-27,74.06,74.18497737362165,-0.001684672261773712
2004-09-28,74.17,73.94497737362165,0.003043109003081801
2004-09-29,73.93,74.34497737362165,-0.005581780885293264
2004-09-30,74.33,75.52491521648336,-0.015821470478427968
2004-10-01,75.5,76.50491521648337,-0.013135302661793635
2004-10-04,76.48,75.75491521648337,0.009571455283720942
2004-10-05,75.73,75.99491521648336,-0.003485959760974877
2004-10-06,75.97,75.67491521648337,0.0038993738238422004
2004-10-07,75.65,75.39491521648337,0.0033833154767028972
2004-10-08,75.37,75.27491521648336,0.0012631669294238534
2004-10-11,75.25,75.23491521648336,0.00020050243259039924
2004-10-12,75.21,76.52491521648336,-0.0171828379392982
2004-10-13,76.5,74.13491521648336,0.031902441334292764
2004-10-14,74.11,75.77491521648336,-0.021971851921270047
2004-10-15,75.75,75.62491521648336,0.0016540155206596907
2004-10-18,75.6,75.59491521648336,6.726356530828426e-05
2004-10-19,75.57,75.91491521648337,-0.0045434446643296544
2004-10-20,75.89,75.91491521648337,-0.000328199226888648
2004-10-21,75.89,75.77491521648336,0.0015187715246904876
2004-10-22,75.75,76.15491521648336,-0.005316993858273222
2004-10-25,76.13,78.54491521648336,-0.030745659471748676
2004-10-26,78.52,79.16491521648337,-0.008146477700630261
2004-10-27,79.14,79.60491521648336,-0.005840282791823026
2004-10-28,79.58,79.39491521648337,0.0023311919033097706
2004-10-29,79.37,79.47491521648337,-0.0013201047927837717
2004-11-01,79.45,80.26491521648336,-0.010152819750515407
2004-11-02,80.24,80.38491521648336,-0.001802766303766079
2004-11-03,80.36,81.95491521648336,-0.019460885442568077
2004-11-04,81.93,82.36491521648337,-0.0052803455857418635
2004-11-05,82.34,81.97491521648337,0.004453615872032302
2004-11-08,81.95,81.81491521648336,0.0016511021634528777
2004-11-09,81.79,82.48491521648336,-0.00842475517686514
2004-11-10,82.46,82.32491521648336,0.00164087364270471
2004-11-11,82.3,82.41491521648337,-0.001394349750667323
2004-11-12,82.39,82.43491521648336,-0.0005448567074449739
2004-11-15,82.41,81.93491521648336,0.0057983190958506015
2004-11-16,81.91,83.13491521648336,-0.014734064662166202
2004-11-17,83.11,83.41491521648337,-0.003655404020876052
2004-11-18,83.39,82.76491521648336,0.007552533363704317
2004-11-19,82.74,83.99491521648336,-0.014940371250438567
2004-11-22,83.97,83.21491521648336,0.009073911588472816
2004-11-23,83.19,83.09491521648336,0.0011442912393486715
2004-11-24,83.07,83.02491521648336,0.0005430271551505328
2004-11-26,83.0,82.37491521648336,0.007588290462866132
2004-11-29,82.35,84.29491521648336,-0.02307274657656988
2004-11-30,84.27,86.40491521648336,-0.02470826122720493
2004-12-01,86.38,86.02491521648336,0.004127696988983409
2004-12-02,86.0,86.62491521648336,-0.0072140355337911855
2004-12-03,86.6,86.45491521648336,0.0016781554079758898
2004-12-06,86.43,86.46491521648336,-0.0004038079074725198
2004-12-07,86.44,86.92491521648337,-0.005578552654042945
2004-12-08,86.9,87.71491521648336,-0.009290497681860854
2004-12-09,87.69,87.72491521648337,-0.00039800798207911825
2004-12-10,87.7,87.96491521648336,-0.0030116008846413633
2004-12-13,87.94,88.46491521648336,-0.00593359768896895
2004-12-14,88.44,88.02491521648336,0.00471553744182307
2004-12-15,88.0,88.42491521648337,-0.004805378839697894
2004-12-16,88.4,89.17491521648337,-0.008689834070513713
2004-12-17,89.15,88.88491521648336,0.002982337136408608
2004-12-20,88.86,89.16491521648337,-0.0034196770752605854
2004-12-21,89.14,89.59491521648336,-0.005077466900707095
2004-12-22,89.57,89.67491521648337,-0.001169950551166976
2004-12-23,89.65,89.00491521648337,0.007247743362797765
2004-12-27,88.98,90.11491521648337,-0.012594088489757294
2004-12-28,90.09,90.08491521648337,5.64443392594427e-05
2004-12-29,90.06,90.15491521648336,-0.00105280135038055
2004-12-30,90.13,89.58491521648337,0.006084559908321907
2004-12-31,89.56,88.53160517889461,0.011616132103640542
2005-01-03,88.53,87.70160517889461,0.009445606148435148
2005-01-04,87.7,86.59160517889461,0.012800257239896418
2005-01-05,86.59,86.84160517889461,-0.0028972884411371247
2005-01-06,86.84,86.70160517889461,0.0015962198256864735
2005-01-07,86.7,87.66160517889462,-0.010969513699095823
2005-01-10,87.66,87.42160517889461,0.0027269554318700706
2005-01-11,87.42,88.02160517889462,-0.006834744466110543
2005-01-12,88.02,87.39160517889461,0.00719056275278418
2005-01-13,87.39,89.05160517889462,-0.018658902055236903
2005-01-14,89.05,90.80160517889462,-0.01929046491461972
2005-01-18,90.8,88.99160517889462,0.020320959684568818
2005-01-19,88.99,88.10160517889462,0.010083752949806568
2005-01-20,88.1,86.02160517889462,0.024161311763283733
2005-01-21,86.02,85.21160517889462,0.009486909903976493
2005-01-24,85.21,87.20160517889461,-0.022839088509997385
2005-01-25,87.2,88.2216051788946,-0.011579988562019583
2005-01-26,88.22,86.25160517889461,0.022821544213846634
2005-01-27,86.25,85.74160517889462,0.0059293830579056905
2005-01-28,85.74,86.90160517889461,-0.013366901296050337
2005-01-31,86.9,86.10160517889462,0.009272705421072613
2005-02-01,86.1,85.01160517889461,0.012802896955245169
2005-02-02,85.01,85.93160517889461,-0.010724868655438091
2005-02-03,85.93,87.05160517889462,-0.012884371018658025
2005-02-04,87.05,87.48160517889461,-0.004933667803785791
2005-02-07,87.48,88.09160517889461,-0.006942831585967535
2005-02-08,88.09,88.25160517889461,-0.0018311868499957251
2005-02-09,88.25,88.85160517889462,-0.00677089825989452
2005-02-10,88.85,89.5816051788946,-0.00816691303346928
2005-02-11,89.58,89.54160517889461,0.00042879308483101397
2005-02-14,89.54,89.05160517889462,0.005484402219637197
2005-02-15,89.05,89.37160517889461,-0.003598516310083677
2005-02-16,89.37,89.50160517889461,-0.0014704225542273575
2005-02-17,89.5,89.27160517889462,0.002558426284009263
2005-02-18,89.27,86.7216051788946,0.029385927714880244
2005-02-22,86.72,87.30160517889462,-0.006662021594022516
2005-02-23,87.3,87.20160517889461,0.001128360205107759
2005-02-24,87.2,87.75160517889461,-0.0062859839175599674
2005-02-25,87.75,86.87160517889461,0.010111414648048767
2005-02-28,86.87,87.00160517889461,-0.0015126752963234846
2005-03-01,87.0,87.32160517889461,-0.003682996644825187
2005-03-02,87.32,86.46160517889462,0.00992804631985833
2005-03-03,86.46,87.8316051788946,-0.015616305498469929
2005-03-04,87.83,88.0816051788946,-0.0028565008367364975
2005-03-07,88.08,87.95160517889461,0.0014598348812875361
2005-03-08,87.95,88.04160517889461,-0.0010404760193600815
2005-03-09,88.04,88.49160517889462,-0.0051033674661189465
2005-03-10,88.49,88.76160517889461,-0.0030599399182473785
2005-03-11,88.76,90.01160517889461,-0.01390493121866998
2005-03-14,90.01,89.71160517889462,0.003326156303973704
2005-03-15,89.71,88.98160517889461,0.008185903363295832
2005-03-16,88.98,88.0816051788946,0.010199573671264783
2005-03-17,88.08,87.25160517889461,0.009494321845505471
2005-03-18,87.25,87.4716051788946,-0.0025334527523690475
2005-03-21,87.47,86.49160517889462,0.011312020618437169
2005-03-22,86.49,85.98160517889461,0.005912832402321433
2005-03-23,85.98,85.41160517889462,0.006654772731584657
2005-03-24,85.41,86.92160517889461,-0.017390442523277816
2005-03-28,86.92,86.34160517889461,0.006698912070339569
2005-03-29,86.34,85.96160517889462,0.004401905016988783
2005-03-30,85.96,85.1116051788946,0.009968027501327859
2005-03-31,85.11,83.71091465053763,0.016713296650777698
2005-04-01,83.66,84.85091465053763,-0.014035377879454525
2005-04-04,84.8,84.80091465053763,-1.0785856985218167e-05
2005-04-05,84.75,84.83091465053764,-0.000953834470263204
2005-04-06,84.78,85.99091465053763,-0.014081890574820899
2005-04-07,85.94,85.44091465053764,0.0058412922134982725
2005-04-08,85.39,85.32091465053763,0.000809711777532307
2005-04-11,85.27,86.83091465053764,-0.017976485181801283
2005-04-12,86.78,84.80091465053763,0.023338018907203217
2005-04-13,84.75,84.74091465053763,0.00010721325701790185
2005-04-14,84.69,84.51091465053763,0.002119079531950563
2005-04-15,84.46,86.07091465053763,-0.018716132587625278
2005-04-18,86.02,84.16091465053763,0.02208965239008953
2005-04-19,84.11,82.96091465053763,0.013850924309390056
2005-04-20,82.91,82.60091465053763,0.003741911948191179
2005-04-21,82.55,84.22091465053764,-0.019839664024914216
2005-04-22,84.17,84.41091465053763,-0.0028540698976551315
2005-04-25,84.36,82.47091465053764,0.022906079767238907
2005-04-26,82.42,82.68091465053763,-0.003155681714944958
2005-04-27,82.63,82.32091465053763,0.003754639398438009
2005-04-28,82.27,82.25091465053764,0.0002320381425962026
2005-04-29,82.2,83.79091465053763,-0.018986720185270367
2005-05-02,83.74,83.27091465053763,0.0056332436293149435
2005-05-03,83.22,84.98091465053764,-0.02072129557299962
2005-05-04,84.93,85.61091465053764,-0.007953596259508644
2005-05-05,85.56,86.20091465053764,-0.007435125870020487
2005-05-06,86.15,87.14091465053764,-0.011371405206285878
2005-05-09,87.09,86.80091465053763,0.0033304412819408213
2005-05-10,86.75,87.76091465053763,-0.011518962109306585
2005-05-11,87.71,86.69091465053764,0.011755388134620848
2005-05-12,86.64,85.53091465053764,0.012967069906756779
2005-05-13,85.48,85.75091465053764,-0.0031593208263923644
2005-05-16,85.7,86.05091465053763,-0.0040779886182817915
2005-05-17,86.0,86.84091465053764,-0.00968339237238136
2005-05-18,86.79,87.44091465053764,-0.007444051256085826
2005-05-19,87.39,87.60091465053763,-0.0024076763510862964
2005-05-20,87.55,88.12091465053763,-0.00647876446586737
2005-05-23,88.07,89.38091465053763,-0.014666605904214203
2005-05-24,89.33,88.58091465053764,0.008456509536141077
2005-05-25,88.53,88.75091465053764,-0.002489153507966635
2005-05-26,88.7,89.02091465053763,-0.003604935444635915
2005-05-27,88.97,89.54091465053763,-0.0063760198649500666
2005-05-31,89.49,90.54091465053763,-0.0116070690758302
2005-06-01,90.49,90.86091465053764,-0.004082224485239094
2005-06-02,90.81,90.87091465053763,-0.0006703426588351435
2005-06-03,90.82,91.49091465053763,-0.007333128683873036
2005-06-06,91.44,92.38091465053763,-0.010185162748138743
2005-06-07,92.33,91.02091465053763,0.01438224779973285
2005-06-08,90.97,90.00091465053764,0.010767505566195545
2005-06-09,89.95,89.06091465053764,0.009982890395309862
2005-06-10,89.01,89.59091465053764,-0.0064840799181878905
2005-06-13,89.54,89.85091465053763,-0.0034603392936720656
2005-06-14,89.8,89.90091465053763,-0.0011225097200613376
2005-06-15,89.85,91.62091465053763,-0.019328716126577605
2005-06-16,91.57,92.00091465053764,-0.004683808331411243
2005-06-17,91.95,91.75091465053764,0.0021698459380012913
2005-06-20,91.7,92.57091465053763,-0.009408080862389645
2005-06-21,92.52,92.37091465053763,0.0016139858528672058
2005-06-22,92.32,91.03091465053764,0.014160962288592538
2005-06-23,90.98,91.22091465053764,-0.0026410023563189222
2005-06-24,91.17,91.13091465053763,0.0004288923205943984
2005-06-27,91.08,92.59091465053764,-0.016318173940069958
2005-06-28,92.54,92.99091465053763,-0.00484901833939555
2005-06-29,92.94,93.05091465053763,-0.0011919780794652501
2005-06-30,93.0,93.28757414034541,-0.0030826628626099417
2005-07-01,93.27,93.76757414034542,-0.00530646276079072
2005-07-05,93.75,93.50757414034541,0.0025925799261001803
2005-07-06,93.49,93.97757414034542,-0.005188196703367676
2005-07-07,93.96,93.71757414034542,0.002586770537738481
2005-07-08,93.7,94.52757414034542,-0.00875484373603741
2005-07-11,94.51,95.07757414034542,-0.0059695900476762764
2005-07-12,95.06,95.20757414034541,-0.0015500252125726366
2005-07-13,95.19,95.77757414034542,-0.006134777849817308
2005-07-14,95.76,95.83757414034542,-0.0008094334715924578
2005-07-15,95.82,95.93757414034542,-0.0012255275516288577
2005-07-18,95.92,96.72757414034542,-0.00834895475796471
2005-07-19,96.71,97.06757414034541,-0.0036837650833677626
2005-07-20,97.05,96.16757414034542,0.00917591888474556
2005-07-21,96.15,95.66757414034542,0.005042731186502669
2005-07-22,95.65,94.69757414034542,0.010057552881376441
2005-07-25,94.68,98.50757414034541,-0.03885563291704042
2005-07-26,98.49,97.47757414034542,0.010386243898487857
2005-07-27,97.46,97.48757414034542,-0.0002828477433003407
2005-07-28,97.47,97.41757414034542,0.0005381560782764527
2005-07-29,97.4,96.94757414034542,0.004666706347903338
2005-08-01,96.93,97.68757414034542,-0.007755071686569082
2005-08-02,97.67,97.89757414034541,-0.002324614704131145
2005-08-03,97.88,97.02757414034542,0.008785398039752979
2005-08-04,97.01,95.91757414034542,0.011389214848742446
2005-08-05,95.9,95.23757414034542,0.0069555095836273395
2005-08-08,95.22,94.66757414034542,0.00583542849461427
2005-08-09,94.65,94.31757414034541,0.003524537846572917
2005-08-10,94.3,94.67757414034541,-0.003987999732499636
2005-08-11,94.66,94.61757414034541,0.00044839301831656186
2005-08-12,94.6,94.98757414034542,-0.004080261485284176
2005-08-15,94.97,94.54757414034542,0.004467865659118164
2005-08-16,94.53,94.64757414034541,-0.0012422308908950352
2005-08-17,94.63,94.68757414034542,-0.0006080432503222655
2005-08-18,94.67,94.51757414034542,0.0016126721516176445
2005-08-19,94.5,95.61757414034541,-0.011687957474272093
2005-08-22,95.6,95.06757414034541,0.005600499060474329
2005-08-23,95.05,94.69757414034542,0.0037215933233121223
2005-08-24,94.68,94.89757414034541,-0.002292726050337479
2005-08-25,94.88,93.88757414034542,0.010570364276012434
2005-08-26,93.87,93.93757414034542,-0.0007193515583493459
2005-08-29,93.92,93.61757414034541,0.0032304389686621526
2005-08-30,93.6,92.60757414034542,0.010716465352505367
2005-08-31,92.59,91.96757414034542,0.0067678838489828586
2005-09-01,91.95,91.95757414034541,-8.23655953978708e-05
2005-09-02,91.94,93.34757414034542,-0.015078850771517271
2005-09-06,93.33,94.56757414034541,-0.013086664764274891
2005-09-07,94.55,92.01757414034542,0.027521110867279708
2005-09-08,92.0,93.95757414034541,-0.020834660305526498
2005-09-09,93.94,94.51757414034542,-0.006110759248727726
2005-09-12,94.5,96.13757414034542,-0.017033653646750246
2005-09-13,96.12,94.81757414034541,0.013736122986302002
2005-09-14,94.8,95.53757414034541,-0.0077202519216357235
2005-09-15,95.52,100.03757414034541,-0.04515877338256513
2005-09-16,100.02,98.26757414034542,0.017833205663057905
2005-09-19,98.25,97.45757414034541,0.008130982806050957
2005-09-20,97.44,94.90757414034542,0.026683074376231852
2005-09-21,94.89,93.89757414034541,0.010569238542533999
2005-09-22,93.88,96.81757414034541,-0.030341331792585025
2005-09-23,96.8,96.79757414034542,2.5061161667672138e-05
2005-09-26,96.78,96.52757414034542,0.0026150647822928974
2005-09-27,96.51,96.24757414034542,0.002726571157751101
2005-09-28,96.23,97.23757414034542,-0.010361983515663975
2005-09-29,97.22,97.91757414034542,-0.007124095408507447
2005-09-30,97.9,96.06493239230093,0.01910236713856417
2005-10-03,96.2,95.21493239230094,0.010345726063643257
2005-10-04,95.35,94.34493239230093,0.010653117048405214
2005-10-05,94.48,93.88493239230093,0.0063382652842798315
2005-10-06,94.02,93.66493239230093,0.0037908275662008606
2005-10-07,93.8,92.86493239230093,0.010069114181324501
2005-10-10,93.0,91.09493239230093,0.020912992168377498
2005-10-11,91.23,90.98493239230095,0.002693496618125568
2005-10-12,91.12,91.58493239230093,-0.005076516192744518
2005-10-13,91.72,91.96493239230094,-0.0026633237901607654
2005-10-14,92.1,91.23493239230095,0.009481758631434634
2005-10-17,91.37,89.89493239230094,0.01640879600711953
2005-10-18,90.03,91.26493239230093,-0.013531291372600784
2005-10-19,91.4,89.89493239230094,0.01674251893455958
2005-10-20,90.03,92.41493239230093,-0.025806786095745826
2005-10-21,92.55,96.09493239230093,-0.03688989943641352
2005-10-24,96.23,93.76493239230093,0.0262898670622993
2005-10-25,93.9,94.86493239230093,-0.010171644758155463
2005-10-26,95.0,95.81493239230093,-0.008505275450848337
2005-10-27,95.95,97.16493239230093,-0.01250381554731772
2005-10-28,97.3,99.31493239230093,-0.020288312580648116
2005-10-31,99.45,99.16493239230093,0.0028746816119566976
2005-11-01,99.3,100.82493239230092,-0.015124556556780466
2005-11-02,100.96,100.02493239230093,0.009348345310864037
2005-11-03,100.16,100.75493239230093,-0.005904747074659267
2005-11-04,100.89,100.12493239230095,0.007641129830694204
2005-11-07,100.26,98.66493239230093,0.01616650991415014
2005-11-08,98.8,98.11493239230093,0.006982297097855694
2005-11-09,98.25,100.49493239230092,-0.02233876215307462
2005-11-10,100.63,102.72493239230093,-0.020393611789399912
2005-11-11,102.86,107.20493239230093,-0.04052922095413747
2005-11-14,107.34,106.29493239230094,0.00983177263655488
2005-11-15,106.43,106.24493239230092,0.0017418958582959831
2005-11-16,106.38,106.36493239230093,0.00014165954286027294
2005-11-17,106.5,105.71493239230094,0.007426269779804873
2005-11-18,105.85,105.53493239230095,0.002985434306508772
2005-11-21,105.67,105.03493239230095,0.006046251406409242
2005-11-22,105.17,106.94493239230093,-0.016596694696949466
2005-11-23,107.08,106.64493239230094,0.00407959007464731
2005-11-25,106.78,106.30493239230094,0.004468914066432017
2005-11-28,106.44,105.73493239230095,0.006668256098023351
2005-11-29,105.87,104.98493239230095,0.008430425086066506
2005-11-30,105.12,104.78493239230095,0.0031976697417201994
2005-12-01,104.92,103.26493239230093,0.016027392546111408
2005-12-02,103.4,102.26493239230093,0.011099284780679453
2005-12-05,102.4,101.33493239230093,0.010510369746691506
2005-12-06,101.47,100.51493239230093,0.009501748496149043
2005-12-07,100.65,100.29493239230094,0.003540234777867246
2005-12-08,100.43,102.08493239230093,-0.01621132868013475
2005-12-09,102.22,102.40493239230094,-0.001805893407482384
2005-12-12,102.54,101.92493239230093,0.006034515729004708
2005-12-13,102.06,101.81493239230093,0.002406990820902344
2005-12-14,101.95,101.06493239230093,0.008757415522364642
2005-12-15,101.2,99.35493239230092,0.01857046815163499
2005-12-16,99.49,96.91493239230093,0.02657039059033206
2005-12-19,97.05,99.07493239230092,-0.020438392875030464
2005-12-20,99.21,99.71493239230094,-0.005063759059820927
2005-12-21,99.85,100.82493239230092,-0.00966955661827329
2005-12-22,100.96,100.75493239230093,0.00203531085605424
2005-12-23,100.89,100.20493239230093,0.006836665534756703
2005-12-27,100.34,101.30493239230094,-0.009525028737635943
2005-12-28,101.44,101.36493239230093,0.0007405678268352922
2005-12-29,101.5,100.21493239230094,0.012823115049048095
2005-12-30,100.35,100.79707892172196,-0.004435435297377666
2006-01-03,100.81,101.03707892172197,-0.0022474810648266397
2006-01-04,101.05,100.62707892172197,0.004202855561443952
2006-01-05,100.64,102.27707892172198,-0.016006312841364223
2006-01-06,102.29,102.02707892172198,0.002576973496219992
2006-01-09,102.04,102.22707892172195,-0.001830032939366233
2006-01-10,102.24,103.01707892172197,-0.007543204775903645
2006-01-11,103.03,101.64707892172197,0.01360512365872335
2006-01-12,101.66,99.43707892172198,0.02235505208301558
2006-01-13,99.45,99.24707892172198,0.002044605045132597
2006-01-17,99.26,98.40707892172198,0.008667273611042692
2006-01-18,98.42,97.42707892172197,0.01019142818677543
2006-01-19,97.44,95.40707892172198,0.021307864167458224
2006-01-20,95.42,95.01707892172197,0.004240512156872045
2006-01-23,95.03,95.78707892172197,-0.007903768757168805
2006-01-24,95.8,95.85707892172198,-0.0005954585969450976
2006-01-25,95.87,97.23707892172197,-0.014059234778355467
2006-01-26,97.25,98.72707892172195,-0.014961233917323624
2006-01-27,98.74,100.00707892172197,-0.012669892325459786
2006-01-30,100.02,96.63707892172197,0.035006450070973916
2006-01-31,96.65,98.38707892172197,-0.01765555945719255
2006-02-01,98.4,98.24707892172198,0.0015564949101425363
2006-02-02,98.26,97.62707892172197,0.006483048404894998
2006-02-03,97.64,97.43707892172198,0.0020825858135693487
2006-02-06,97.45,97.58707892172197,-0.001404683112114835
2006-02-07,97.6,97.51707892172197,0.0008503236478667464
2006-02-08,97.53,97.44707892172197,0.0008509344681808528
2006-02-09,97.46,97.40707892172198,0.0005432980730337711
2006-02-10,97.42,97.31707892172196,0.0010575849523888348
2006-02-13,97.33,99.48707892172197,-0.021682000769358223
2006-02-14,99.5,100.27707892172198,-0.007749317491872465
2006-02-15,100.29,100.52707892172198,-0.002358358805059746
2006-02-16,100.54,99.35707892172198,0.01190575539373473
2006-02-17,99.37,99.16707892172198,0.002046254467555686
2006-02-21,99.18,100.73707892172197,-0.015456859960490843
2006-02-22,100.75,99.42707892172197,0.013305440455708695
2006-02-23,99.44,100.16707892172198,-0.00725866152381438
2006-02-24,100.18,99.98707892172197,0.0019294600898289715
2006-02-27,100.0,99.02707892172198,0.009824798316499628
2006-02-28,99.04,98.26707892172197,0.007865513931616164
2006-03-01,98.28,99.45707892172196,-0.011835044166623732
2006-03-02,99.47,97.70707892172196,0.018042920714991473
2006-03-03,97.72,96.78707892172197,0.009638901066872263
2006-03-06,96.8,96.85707892172198,-0.0005893107902635863
2006-03-07,96.87,96.53707892172197,0.003448634265679207
2006-03-08,96.55,96.64707892172197,-0.001004468244721557
2006-03-09,96.66,96.43707892172198,0.002311570204847957
2006-03-10,96.45,96.34707892172197,0.0010682324719117897
2006-03-13,96.36,96.59707892172197,-0.0024543073596883236
2006-03-14,96.61,96.26707892172197,0.003562184311802552
2006-03-15,96.28,96.31707892172196,-0.00038496725749015415
2006-03-16,96.33,96.02707892172198,0.0031545380915414256
2006-03-17,96.04,95.85707892172198,0.0019082688554217242
2006-03-20,95.87,95.19707892172197,0.00706871561501754
2006-03-21,95.21,94.98707892172197,0.0023468568652555977
2006-03-22,95.0,92.82707892172198,0.023408267323701715
2006-03-23,92.84,92.19707892172197,0.006973334576292789
2006-03-24,92.21,91.49707892172198,0.00779173594042204
2006-03-27,91.51,91.53707892172197,-0.000295824621464269
2006-03-28,91.55,92.62707892172197,-0.011628121433389982
2006-03-29,92.64,92.42707892172197,0.0023036655573456244
2006-03-30,92.44,93.35707892172198,-0.009823346363385443
2006-03-31,93.37,93.86386333973128,-0.005261485327359594
2006-04-03,93.8,93.83386333973128,-0.0003608861292290211
2006-04-04,93.77,94.12386333973129,-0.0037595496739658563
2006-04-05,94.06,93.76386333973129,0.0031583240037340587
2006-04-06,93.7,93.20386333973129,0.005323134068598412
2006-04-07,93.14,92.82386333973129,0.0034057692590498956
2006-04-10,92.76,91.79386333973129,0.01052506807228526
2006-04-11,91.73,91.28386333973128,0.004887355157267237
2006-04-12,91.22,91.26386333973129,-0.0004806211147122541
2006-04-13,91.2,91.08386333973128,0.0012750519796853599
2006-04-17,91.02,91.82386333973129,-0.008754405559665335
2006-04-18,91.76,93.32386333973129,-0.016757378914311283
2006-04-19,93.26,93.33386333973128,-0.0007913884316822495
2006-04-20,93.27,92.95386333973129,0.003401006143373353
2006-04-21,92.89,93.95386333973129,-0.011323252731869293
2006-04-24,93.89,90.06386333973128,0.04248248429934742
2006-04-25,90.0,90.08386333973128,-0.000930947415243577
2006-04-26,90.02,89.14386333973128,0.009828345187707699
2006-04-27,89.08,91.06386333973128,-0.02178540715245192
2006-04-28,91.0,90.36386333973128,0.007039724030800887
2006-05-01,90.3,90.81386333973128,-0.005658423954599812
2006-05-02,90.75,89.31386333973128,0.016079661169800197
2006-05-03,89.25,90.85386333973129,-0.017653221126480267
2006-05-04,90.79,92.07386333973129,-0.013943841315685046
2006-05-05,92.01,92.74386333973129,-0.007912796742605588
2006-05-08,92.68,92.86386333973128,-0.0019799234397414045
2006-05-09,92.8,93.36386333973128,-0.006039417388711832
2006-05-10,93.3,92.21386333973129,0.01177845305393177
2006-05-11,92.15,91.9138633397313,0.002569108202925996
2006-05-12,91.85,92.21386333973129,-0.0039458637405827
2006-05-15,92.15,92.02386333973128,0.0013706951185374905
2006-05-16,91.96,91.47386333973128,0.005314487029625337
2006-05-17,91.41,91.1638633397313,0.0026999366991660168
2006-05-18,91.1,91.10386333973129,-4.240588257919953e-05
2006-05-19,91.04,91.06386333973128,-0.00026205059675810105
2006-05-22,91.0,90.87386333973129,0.0013880411334241671
2006-05-23,90.81,89.27386333973128,0.01720701449228157
2006-05-24,89.21,89.33386333973128,-0.001386521696260301
2006-05-25,89.27,89.39386333973128,-0.001385591080906301
2006-05-26,89.33,88.01386333973129,0.014953742630163358
2006-05-30,87.95,89.4138633397313,-0.01637177150224778
2006-05-31,89.35,90.89386333973128,-0.016985341837224333
2006-06-01,90.83,90.70386333973129,0.001390642643260609
2006-06-02,90.64,88.74386333973129,0.02136639750525493
2006-06-05,88.68,89.57386333973129,-0.009979064276161465
2006-06-06,89.51,89.63386333973128,-0.0013818810783799984
2006-06-07,89.57,90.6638633397313,-0.012065042227821565
2006-06-08,90.6,89.87386333973129,0.008079508694578408
2006-06-09,89.81,88.92386333973128,0.00996511652764398
2006-06-12,88.86,87.82386333973129,0.01179789434063716
2006-06-13,87.76,86.39386333973128,0.015812890030123983
2006-06-14,86.33,87.4138633397313,-0.012399215620054416
2006-06-15,87.35,87.49386333973129,-0.0016442677719314958
2006-06-16,87.43,87.07386333973129,0.004090052360249619
2006-06-19,87.01,86.83386333973128,0.002028432842836825
2006-06-20,86.77,87.62386333973129,-0.009744643835443934
2006-06-21,87.56,86.4138633397313,0.01326334243109506
2006-06-22,86.35,85.93386333973129,0.004842522424757689
2006-06-23,85.87,87.28386333973128,-0.0161984504997007
2006-06-26,87.22,86.81386333973128,0.004678246591553803
2006-06-27,86.75,86.22386333973128,0.006101984298658492
2006-06-28,86.16,87.1638633397313,-0.011516967023577407
2006-06-29,87.1,86.63386333973128,0.005380536458829965
2006-06-30,86.57,87.80150411039342,-0.014026002434366691
2006-07-03,87.75,86.92150411039343,0.00953154110810539
2006-07-05,86.87,88.39150411039343,-0.01721323927798757
2006-07-06,88.34,88.44150411039342,-0.0011476976948144868
2006-07-07,88.39,89.98150411039342,-0.017687013860547274
2006-07-10,89.93,89.95150411039343,-0.00023906337760659646
2006-07-11,89.9,90.28150411039343,-0.00422571726238552
2006-07-12,90.23,89.56150411039343,0.007464098512488082
2006-07-13,89.51,89.21150411039342,0.0033459349506899105
2006-07-14,89.16,88.20150411039343,0.01086711501435289
2006-07-17,88.15,87.28150411039343,0.009950514699060387
2006-07-18,87.23,88.10150411039342,-0.009892045762367463
2006-07-19,88.05,89.41150411039342,-0.015227392984155874
2006-07-20,89.36,89.30150411039342,0.0006550381226979596
2006-07-21,89.25,91.18150411039342,-0.021183069189722348
2006-07-24,91.13,92.96150411039342,-0.01970174781400358
2006-07-25,92.91,95.19150411039342,-0.023967518233009244
2006-07-26,95.14,93.93150411039342,0.012865714235623216
2006-07-27,93.88,95.30150411039342,-0.014915862280062364
2006-07-28,95.25,94.66150411039342,0.006216844905826635
2006-07-31,94.61,93.19150411039342,0.01522130051604531
2006-08-01,93.14,92.07150411039342,0.011605066083480775
2006-08-02,92.02,91.98150411039342,0.0004185177224367287
2006-08-03,91.93,92.61150411039343,-0.007358741410581793
2006-08-04,92.56,91.90150411039342,0.007165235171946671
2006-08-07,91.85,91.89150411039343,-0.0004516642838229279
2006-08-08,91.84,91.80150411039342,0.00041933833197638215
2006-08-09,91.75,91.69150411039342,0.0006379641186400331
2006-08-10,91.64,91.80150411039342,-0.0017592752096873276
2006-08-11,91.75,93.16150411039342,-0.01515115201146644
