date,AXP,dcf,Deviation
2003-02-26,28.65,,
2003-02-27,28.95,,
2003-02-28,29.39,,
2003-03-03,29.02,,
2003-03-04,28.67,,
2003-03-05,29.01,,
2003-03-06,28.49,,
2003-03-07,28.95,,
2003-03-10,27.9,,
2003-03-11,27.65,,
2003-03-12,27.56,,
2003-03-13,28.92,,
2003-03-14,29.31,,
2003-03-17,31.21,,
2003-03-18,31.56,,
2003-03-19,31.77,,
2003-03-20,32.12,,
2003-03-21,33.14,,
2003-03-24,31.82,,
2003-03-25,30.86,,
2003-03-26,30.79,,
2003-03-27,30.14,,
2003-03-28,29.95,,
2003-03-31,29.09,,
2003-04-01,29.43,,
2003-04-02,30.41,,
2003-04-03,30.36,,
2003-04-04,31.06,,
2003-04-07,31.31,,
2003-04-08,30.84,,
2003-04-09,30.11,,
2003-04-10,30.52,,
2003-04-11,30.3,,
2003-04-14,31.17,,
2003-04-15,32.3,,
2003-04-16,31.82,,
2003-04-17,32.46,,
2003-04-21,31.92,,
2003-04-22,33.17,,
2003-04-23,32.84,,
2003-04-24,32.43,,
2003-04-25,32.11,,
2003-04-28,32.81,,
2003-04-29,33.03,,
2003-04-30,33.14,,
2003-05-01,33.04,,
2003-05-02,33.66,,
2003-05-05,33.53,,
2003-05-06,34.22,,
2003-05-07,34.15,,
2003-05-08,33.5,,
2003-05-09,34.84,,
2003-05-12,35.38,,
2003-05-13,35.27,,
2003-05-14,35.37,,
2003-05-15,35.88,,
2003-05-16,35.55,,
2003-05-19,34.74,,
2003-05-20,34.71,,
2003-05-21,35.09,,
2003-05-22,34.97,,
2003-05-23,35.0,,
2003-05-27,35.64,,
2003-05-28,36.44,,
2003-05-29,35.91,,
2003-05-30,36.46,,
2003-06-02,37.1,,
2003-06-03,37.07,,
2003-06-04,38.04,,
2003-06-05,38.08,,
2003-06-06,37.8,,
2003-06-09,37.44,,
2003-06-10,37.73,,
2003-06-11,38.21,,
2003-06-12,38.2,,
2003-06-13,38.01,,
2003-06-16,39.03,,
2003-06-17,38.52,,
2003-06-18,38.43,,
2003-06-19,37.67,,
2003-06-20,37.58,,
2003-06-23,36.88,,
2003-06-24,37.23,,
2003-06-25,37.17,,
2003-06-26,37.28,,
2003-06-27,37.13,,
2003-06-30,36.6,,
2003-07-01,36.68,,
2003-07-02,37.02,,
2003-07-03,37.0,,
2003-07-07,38.14,,
2003-07-08,38.71,,
2003-07-09,38.35,,
2003-07-10,37.89,,
2003-07-11,38.48,,
2003-07-14,39.74,,
2003-07-15,39.51,,
2003-07-16,39.86,,
2003-07-17,39.23,,
2003-07-18,39.86,,
2003-07-21,38.92,,
2003-07-22,39.19,,
2003-07-23,39.11,,
2003-07-24,38.86,,
2003-07-25,39.91,,
2003-07-28,39.4,,
2003-07-29,39.26,,
2003-07-30,38.82,,
2003-07-31,38.66,,
2003-08-01,38.01,,
2003-08-04,38.22,,
2003-08-05,37.16,,
2003-08-06,38.12,,
2003-08-07,38.72,,
2003-08-08,38.85,,
2003-08-11,38.58,,
2003-08-12,39.3,,
2003-08-13,39.2,,
2003-08-14,39.87,,
2003-08-15,39.83,,
2003-08-18,39.91,,
2003-08-19,40.08,,
2003-08-20,39.8,,
2003-08-21,40.2,,
2003-08-22,39.76,,
2003-08-25,39.5,,
2003-08-26,38.99,,
2003-08-27,38.92,,
2003-08-28,39.34,,
2003-08-29,39.43,,
2003-09-02,39.9,,
2003-09-03,39.97,,
2003-09-04,39.82,,
2003-09-05,39.56,,
2003-09-08,40.0,,
2003-09-09,39.88,,
2003-09-10,39.43,,
2003-09-11,39.76,,
2003-09-12,39.3,,
2003-09-15,39.07,,
2003-09-16,39.61,,
2003-09-17,39.69,,
2003-09-18,41.21,,
2003-09-19,41.18,,
2003-09-22,40.81,,
2003-09-23,41.15,,
2003-09-24,40.18,,
2003-09-25,39.92,,
2003-09-26,39.27,,
2003-09-29,39.9,,
2003-09-30,39.44,,
2003-10-01,40.32,,
2003-10-02,40.41,,
2003-10-03,40.77,,
2003-10-06,40.74,,
2003-10-07,40.97,,
2003-10-08,40.72,,
2003-10-09,41.24,,
2003-10-10,41.59,,
2003-10-13,42.15,,
2003-10-14,42.9,,
2003-10-15,42.28,,
2003-10-16,42.35,,
2003-10-17,41.87,,
2003-10-20,41.94,,
2003-10-21,42.36,,
2003-10-22,41.17,,
2003-10-23,41.69,,
2003-10-24,41.68,,
2003-10-27,40.92,,
2003-10-28,41.61,,
2003-10-29,41.45,,
2003-10-30,40.72,,
2003-10-31,41.08,,
2003-11-03,41.34,,
2003-11-04,41.24,,
2003-11-05,41.41,,
2003-11-06,41.46,,
2003-11-07,40.7,,
2003-11-10,40.33,,
2003-11-11,39.81,,
2003-11-12,40.28,,
2003-11-13,40.09,,
2003-11-14,39.68,,
2003-11-17,38.45,,
2003-11-18,38.93,,
2003-11-19,39.28,,
2003-11-20,38.86,,
2003-11-21,39.3,,
2003-11-24,39.52,,
2003-11-25,39.69,,
2003-11-26,40.03,,
2003-11-28,40.01,,
2003-12-01,40.31,,
2003-12-02,40.09,,
2003-12-03,40.26,,
2003-12-04,40.33,,
2003-12-05,39.83,,
2003-12-08,40.4,,
2003-12-09,40.0,,
2003-12-10,39.55,,
2003-12-11,39.61,,
2003-12-12,39.56,,
2003-12-15,39.66,,
2003-12-16,39.62,,
2003-12-17,39.39,,
2003-12-18,40.94,,
2003-12-19,41.32,,
2003-12-22,41.52,,
2003-12-23,41.73,,
2003-12-24,41.91,,
2003-12-26,41.87,,
2003-12-29,42.45,,
2003-12-30,42.27,,
2003-12-31,42.22,,
2004-01-02,41.8,,
2004-01-05,42.16,,
2004-01-06,42.23,,
2004-01-07,42.36,,
2004-01-08,42.23,,
2004-01-09,41.92,,
2004-01-12,41.75,,
2004-01-13,41.9,,
2004-01-14,42.67,,
2004-01-15,43.48,,
2004-01-16,43.69,,
2004-01-20,43.98,,
2004-01-21,44.12,,
2004-01-22,43.76,,
2004-01-23,43.73,,
2004-01-26,44.6,,
2004-01-27,44.19,,
2004-01-28,43.55,,
2004-01-29,44.6,,
2004-01-30,45.38,,
2004-02-02,45.99,,
2004-02-03,45.96,,
2004-02-04,45.74,,
2004-02-05,45.59,,
2004-02-06,46.44,,
2004-02-09,46.49,,
2004-02-10,46.26,,
2004-02-11,47.01,,
2004-02-12,46.7,,
2004-02-13,46.96,,
2004-02-17,46.99,,
2004-02-18,46.74,,
2004-02-19,46.74,,
2004-02-20,46.53,,
2004-02-23,46.44,,
2004-02-24,46.55,,
2004-02-25,46.9,,
2004-02-26,46.73,,
2004-02-27,46.76,,
2004-03-01,46.96,,
2004-03-02,46.75,,
2004-03-03,46.82,,
2004-03-04,46.71,,
2004-03-05,46.19,,
2004-03-08,46.51,,
2004-03-09,46.55,,
2004-03-10,45.68,,
2004-03-11,45.1,,
2004-03-12,45.62,,
2004-03-15,44.6,,
2004-03-16,44.33,,
2004-03-17,44.64,,
2004-03-18,45.13,,
2004-03-19,44.71,,
2004-03-22,43.95,,
2004-03-23,43.95,,
2004-03-24,43.79,,
2004-03-25,43.72,,
2004-03-26,43.79,,
2004-03-29,44.52,,
2004-03-30,45.44,,
2004-03-31,45.38,,
2004-04-01,45.69,,
2004-04-02,45.89,,
2004-04-05,46.03,,
2004-04-06,45.87,,
2004-04-07,45.85,,
2004-04-08,45.64,,
2004-04-12,45.74,,
2004-04-13,44.99,,
2004-04-14,43.59,,
2004-04-15,43.55,,
2004-04-16,44.27,,
2004-04-19,43.95,,
2004-04-20,43.34,,
2004-04-21,43.66,,
2004-04-22,44.45,,
2004-04-23,44.0,,
2004-04-26,44.01,,
2004-04-27,43.9,,
2004-04-28,42.92,,
2004-04-29,42.92,,
2004-04-30,42.85,,
2004-05-03,43.23,,
2004-05-04,43.16,,
2004-05-05,43.34,,
2004-05-06,43.05,,
2004-05-07,42.44,,
2004-05-10,42.23,,
2004-05-11,42.14,,
2004-05-12,42.2,,
2004-05-13,42.43,,
2004-05-14,42.77,,
2004-05-17,42.69,,
2004-05-18,42.88,,
2004-05-19,42.75,,
2004-05-20,43.18,,
2004-05-21,43.44,,
2004-05-24,43.7,,
2004-05-25,44.17,,
2004-05-26,43.98,,
2004-05-27,44.66,,
2004-05-28,44.38,,
2004-06-01,44.29,,
2004-06-02,44.57,,
2004-06-03,44.42,,
2004-06-04,44.62,,
2004-06-07,45.03,,
2004-06-08,45.23,,
2004-06-09,44.84,,
2004-06-10,44.82,,
2004-06-14,44.68,,
2004-06-15,44.83,,
2004-06-16,45.09,,
2004-06-17,45.04,,
2004-06-18,45.48,,
2004-06-21,45.08,,
2004-06-22,45.08,,
2004-06-23,44.98,,
2004-06-24,44.61,,
2004-06-25,44.95,,
2004-06-28,44.59,,
2004-06-29,44.88,,
2004-06-30,44.97,,
2004-07-01,44.93,,
2004-07-02,44.85,,
2004-07-06,44.49,,
2004-07-07,44.65,,
2004-07-08,44.0,,
2004-07-09,43.77,,
2004-07-12,43.51,,
2004-07-13,43.32,,
2004-07-14,43.11,,
2004-07-15,42.8,,
2004-07-16,42.65,,
2004-07-19,42.41,,
2004-07-20,42.99,,
2004-07-21,42.32,,
2004-07-22,42.3,,
2004-07-23,42.11,,
2004-07-26,42.8,,
2004-07-27,43.27,,
2004-07-28,43.67,,
2004-07-29,43.73,,
2004-07-30,43.98,,
2004-08-02,44.01,,
2004-08-03,43.69,,
2004-08-04,43.95,,
2004-08-05,43.37,,
2004-08-06,43.19,,
2004-08-09,43.15,,
2004-08-10,43.84,,
2004-08-11,43.88,,
2004-08-12,43.3,,
2004-08-13,43.2,,
2004-08-16,43.26,,
2004-08-17,43.53,,
2004-08-18,43.79,,
2004-08-19,43.62,,
2004-08-20,43.76,,
2004-08-23,43.5,,
2004-08-24,43.55,,
2004-08-25,43.72,,
2004-08-26,43.87,,
2004-08-27,43.76,,
2004-08-30,43.44,,
2004-08-31,43.78,,
2004-09-01,43.86,,
2004-09-02,44.18,,
2004-09-03,43.99,,
2004-09-07,44.63,,
2004-09-08,44.59,,
2004-09-09,44.55,,
2004-09-10,44.93,,
2004-09-13,45.07,,
2004-09-14,44.93,,
2004-09-15,44.55,,
2004-09-16,44.55,,
2004-09-17,44.99,,
2004-09-20,44.78,,
2004-09-21,45.06,,
2004-09-22,44.53,,
2004-09-23,44.53,,
2004-09-24,44.82,,
2004-09-27,44.33,,
2004-09-28,44.49,,
2004-09-29,44.97,,
2004-09-30,45.04,,
2004-10-01,45.21,,
2004-10-04,46.07,,
2004-10-05,46.18,,
2004-10-06,46.63,,
2004-10-07,46.45,,
2004-10-08,45.73,,
2004-10-11,45.98,,
2004-10-12,46.14,,
2004-10-13,45.65,,
2004-10-14,45.26,,
2004-10-15,45.95,,
2004-10-18,46.13,,
2004-10-19,45.66,,
2004-10-20,45.61,,
2004-10-21,45.77,,
2004-10-22,45.28,,
2004-10-25,44.77,,
2004-10-26,45.32,,
2004-10-27,46.0,,
2004-10-28,46.17,,
2004-10-29,46.45,,
2004-11-01,46.31,,
2004-11-02,47.27,,
2004-11-03,47.56,,
2004-11-04,48.1,,
2004-11-05,48.25,,
2004-11-08,47.93,,
2004-11-09,47.82,,
2004-11-10,47.94,,
2004-11-11,48.48,,
2004-11-12,48.69,,
2004-11-15,49.02,,
2004-11-16,48.81,,
2004-11-17,49.05,,
2004-11-18,49.04,,
2004-11-19,48.75,,
2004-11-22,49.12,,
2004-11-23,49.19,,
2004-11-24,49.24,,
2004-11-26,49.11,,
2004-11-29,48.86,,
2004-11-30,48.76,,
2004-12-01,49.41,,
2004-12-02,49.15,,
2004-12-03,49.24,,
2004-12-06,49.24,,
2004-12-07,48.54,,
2004-12-08,48.74,,
2004-12-09,48.4,,
2004-12-10,48.3,,
2004-12-13,48.18,,
2004-12-14,48.97,,
2004-12-15,49.14,,
2004-12-16,48.96,,
2004-12-17,48.94,,
2004-12-20,48.89,,
2004-12-21,49.4,,
2004-12-22,49.82,,
2004-12-23,49.39,,
2004-12-27,49.24,,
2004-12-28,49.32,,
2004-12-29,49.26,,
2004-12-30,49.15,,
2004-12-31,49.34,,
2005-01-03,48.94,,
2005-01-04,48.2,,
2005-01-05,47.65,,
2005-01-06,47.41,,
2005-01-07,47.06,,
2005-01-10,47.15,,
2005-01-11,46.71,,
2005-01-12,46.61,,
2005-01-13,46.29,,
2005-01-14,46.15,,
2005-01-18,46.52,,
2005-01-19,46.44,,
2005-01-20,45.87,,
2005-01-21,45.45,,
2005-01-24,46.04,,
2005-01-25,46.78,,
2005-01-26,46.48,,
2005-01-27,46.2,,
2005-01-28,46.22,,
2005-01-31,46.7,,
2005-02-01,49.67,,
2005-02-02,48.82,,
2005-02-03,48.5,,
2005-02-04,48.86,,
2005-02-07,48.63,,
2005-02-08,48.2,,
2005-02-09,47.94,,
2005-02-10,48.24,,
2005-02-11,48.31,,
2005-02-14,47.79,,
2005-02-15,47.7,,
2005-02-16,47.81,,
2005-02-17,47.7,,
2005-02-18,47.38,,
2005-02-22,47.07,,
2005-02-23,47.26,,
2005-02-24,47.57,,
2005-02-25,47.77,,
2005-02-28,47.4,,
2005-03-01,47.84,,
2005-03-02,47.88,,
2005-03-03,47.89,,
2005-03-04,48.1,,
2005-03-07,48.1,,
2005-03-08,47.63,,
2005-03-09,46.96,,
2005-03-10,47.29,,
2005-03-11,46.86,,
2005-03-14,47.13,,
2005-03-15,46.83,,
2005-03-16,46.11,,
2005-03-17,45.91,,
2005-03-18,45.87,,
2005-03-21,45.77,,
2005-03-22,44.8,,
2005-03-23,44.13,,
2005-03-24,44.01,,
2005-03-28,44.72,,
2005-03-29,44.56,,
2005-03-30,45.05,,
2005-03-31,44.96,,
2005-04-01,44.55,,
2005-04-04,44.9,,
2005-04-05,44.83,,
2005-04-06,45.1,,
2005-04-07,45.3,,
2005-04-08,45.11,,
2005-04-11,44.92,,
2005-04-12,45.66,,
2005-04-13,45.59,,
2005-04-14,44.74,,
2005-04-15,44.4,,
2005-04-18,44.58,,
2005-04-19,44.25,,
2005-04-20,43.79,,
2005-04-21,44.12,,
2005-04-22,43.6,,
2005-04-25,44.61,,
2005-04-26,45.12,,
2005-04-27,45.6,,
2005-04-28,45.25,,
2005-04-29,46.13,,
2005-05-02,46.43,,
2005-05-03,46.39,,
2005-05-04,46.85,,
2005-05-05,46.55,,
2005-05-06,46.39,,
2005-05-09,46.21,,
2005-05-10,45.94,,
2005-05-11,45.85,,
2005-05-12,45.64,,
2005-05-13,45.3,,
2005-05-16,45.92,,
2005-05-17,46.08,,
2005-05-18,46.86,,
2005-05-19,46.6,,
2005-05-20,46.44,,
2005-05-23,46.43,,
2005-05-24,46.3,,
2005-05-25,46.07,,
2005-05-26,46.29,,
2005-05-27,46.61,,
2005-05-31,47.13,,
2005-06-01,47.34,,
2005-06-02,47.49,,
2005-06-03,47.42,,
2005-06-06,47.39,,
2005-06-07,47.85,,
2005-06-08,47.75,,
2005-06-09,47.87,,
2005-06-10,47.89,,
2005-06-13,48.11,,
2005-06-14,48.14,,
2005-06-15,48.13,,
2005-06-16,48.07,,
2005-06-17,47.99,,
2005-06-20,47.81,,
2005-06-21,47.92,,
2005-06-22,47.95,,
2005-06-23,46.99,,
2005-06-24,46.92,,
2005-06-27,46.71,,
2005-06-28,47.27,,
2005-06-29,46.84,,
2005-06-30,46.59,,
2005-07-01,46.86,,
2005-07-05,47.22,,
2005-07-06,46.62,,
2005-07-07,46.8,,
2005-07-08,47.2,,
2005-07-11,47.24,,
2005-07-12,47.12,,
2005-07-13,47.2,,
2005-07-14,47.34,,
2005-07-15,47.06,,
2005-07-18,46.39,,
2005-07-19,46.74,,
2005-07-20,47.19,,
2005-07-21,47.56,,
2005-07-22,47.77,,
2005-07-25,47.76,,
2005-07-26,47.51,,
2005-07-27,48.1,,
2005-07-28,48.55,,
2005-07-29,48.14,,
2005-08-01,47.99,,
2005-08-02,48.49,,
2005-08-03,48.56,,
2005-08-04,48.89,,
2005-08-05,48.85,,
2005-08-08,48.75,,
2005-08-09,48.66,,
2005-08-10,49.45,,
2005-08-11,49.72,,
2005-08-12,49.6,,
2005-08-15,49.48,,
2005-08-16,49.07,,
2005-08-17,49.04,,
2005-08-18,49.12,,
2005-08-19,49.1,,
2005-08-22,49.26,,
2005-08-23,49.02,,
2005-08-24,48.53,,
2005-08-25,48.78,,
2005-08-26,48.15,,
2005-08-29,48.92,,
2005-08-30,48.32,,
2005-08-31,48.35,,
2005-09-01,48.4,,
2005-09-02,48.46,,
2005-09-06,49.86,,
2005-09-07,50.22,,
2005-09-08,50.21,,
2005-09-09,50.93,,
2005-09-12,51.28,,
2005-09-13,50.54,,
2005-09-14,49.87,,
2005-09-15,50.38,,
2005-09-16,52.05,,
2005-09-19,51.67,,
2005-09-20,51.21,,
2005-09-21,49.89,,
2005-09-22,49.89,,
2005-09-23,49.8,,
2005-09-26,49.89,,
2005-09-27,49.63,,
2005-09-28,49.56,,
2005-09-29,50.34,,
2005-09-30,50.28,,
2005-10-03,50.75,,
2005-10-04,49.93,,
2005-10-05,50.07,,
2005-10-06,50.07,,
2005-10-07,49.82,,
2005-10-10,49.05,,
2005-10-11,49.18,,
2005-10-12,48.21,,
2005-10-13,48.25,,
2005-10-14,47.95,,
2005-10-17,48.12,,
2005-10-18,47.89,,
2005-10-19,48.97,,
2005-10-20,47.36,,
2005-10-21,47.15,,
2005-10-24,49.54,,
2005-10-25,49.72,,
2005-10-26,50.14,,
2005-10-27,48.9,,
2005-10-28,49.54,,
2005-10-31,49.77,,
2005-11-01,49.15,,
2005-11-02,49.97,,
2005-11-03,49.73,,
2005-11-04,49.4,,
2005-11-07,49.8,,
2005-11-08,49.13,,
2005-11-09,49.33,,
2005-11-10,49.86,,
2005-11-11,50.45,,
2005-11-14,50.91,,
2005-11-15,50.93,,
2005-11-16,50.08,,
2005-11-17,49.5,,
2005-11-18,49.91,,
2005-11-21,50.9,,
2005-11-22,51.75,,
2005-11-23,52.4,,
2005-11-25,52.62,,
2005-11-28,52.84,,
2005-11-29,52.13,,
2005-11-30,51.42,,
2005-12-01,51.99,,
2005-12-02,51.61,,
2005-12-05,51.39,,
2005-12-06,51.5,,
2005-12-07,51.11,,
2005-12-08,50.65,,
2005-12-09,51.15,,
2005-12-12,51.03,,
2005-12-13,50.77,,
2005-12-14,51.46,,
2005-12-15,51.43,,
2005-12-16,51.93,,
2005-12-19,51.27,,
2005-12-20,51.75,,
2005-12-21,52.39,,
2005-12-22,52.3,,
2005-12-23,52.31,,
2005-12-27,51.27,,
2005-12-28,51.43,,
2005-12-29,51.11,,
2005-12-30,51.46,,
2006-01-03,52.58,,
2006-01-04,51.95,,
2006-01-05,52.5,,
2006-01-06,52.68,,
2006-01-09,53.99,,
2006-01-10,53.83,,
2006-01-11,53.54,,
2006-01-12,53.55,,
2006-01-13,53.44,,
2006-01-17,52.96,,
2006-01-18,52.77,,
2006-01-19,52.59,,
2006-01-20,51.4,,
2006-01-23,51.44,,
2006-01-24,52.82,,
2006-01-25,52.9,,
2006-01-26,53.32,,
2006-01-27,53.3,,
2006-01-30,52.68,,
2006-01-31,52.45,,
2006-02-01,52.62,,
2006-02-02,52.56,,
2006-02-03,52.33,,
2006-02-06,52.22,,
2006-02-07,52.07,,
2006-02-08,52.73,,
2006-02-09,53.04,,
2006-02-10,53.0,,
2006-02-13,53.02,,
2006-02-14,53.51,,
2006-02-15,54.19,,
2006-02-16,54.48,,
2006-02-17,54.45,,
2006-02-21,53.86,,
2006-02-22,54.84,,
2006-02-23,54.57,,
2006-02-24,54.87,,
2006-02-27,54.74,,
2006-02-28,53.88,,
2006-03-01,54.12,,
2006-03-02,53.78,,
2006-03-03,53.75,,
2006-03-06,53.75,,
2006-03-07,53.59,,
2006-03-08,53.84,,
2006-03-09,53.2,,
2006-03-10,54.23,,
2006-03-13,53.84,,
2006-03-14,53.96,,
2006-03-15,54.02,,
2006-03-16,54.12,,
2006-03-17,54.65,,
2006-03-20,54.12,,
2006-03-21,53.59,,
2006-03-22,53.55,,
2006-03-23,53.1,,
2006-03-24,53.18,,
2006-03-27,53.36,,
2006-03-28,52.57,,
2006-03-29,52.5,,
2006-03-30,52.13,,
2006-03-31,52.55,,
2006-04-03,52.43,,
2006-04-04,53.23,,
2006-04-05,52.9,,
2006-04-06,52.27,,
2006-04-07,51.7,,
2006-04-10,51.85,,
2006-04-11,51.25,,
2006-04-12,51.19,,
2006-04-13,51.21,,
2006-04-17,51.0,,
2006-04-18,52.3,,
2006-04-19,51.87,,
2006-04-20,52.44,,
2006-04-21,52.25,,
2006-04-24,51.78,,
2006-04-25,51.31,,
2006-04-26,51.9,,
2006-04-27,53.7,,
2006-04-28,53.81,,
2006-05-01,52.81,,
2006-05-02,52.53,,
2006-05-03,52.38,,
2006-05-04,52.75,,
2006-05-05,53.75,,
2006-05-08,53.6,,
2006-05-09,53.57,,
2006-05-10,53.62,,
2006-05-11,52.71,,
2006-05-12,52.89,,
2006-05-15,53.13,,
2006-05-16,52.98,,
2006-05-17,52.0,,
2006-05-18,51.91,,
2006-05-19,52.23,,
2006-05-22,51.9,,
2006-05-23,52.22,,
2006-05-24,53.41,,
2006-05-25,54.09,,
2006-05-26,54.41,,
2006-05-30,53.8,,
2006-05-31,54.36,,
2006-06-01,54.78,,
2006-06-02,54.72,,
2006-06-05,53.6,,
2006-06-06,53.26,,
2006-06-07,53.48,,
2006-06-08,53.39,,
2006-06-09,53.46,,
2006-06-12,52.83,,
2006-06-13,52.22,,
2006-06-14,52.74,,
2006-06-15,53.57,,
2006-06-16,52.92,,
2006-06-19,52.22,,
2006-06-20,52.73,,
2006-06-21,53.13,,
2006-06-22,52.75,,
2006-06-23,52.59,,
2006-06-26,52.99,,
2006-06-27,52.31,,
2006-06-28,52.18,,
2006-06-29,53.89,,
2006-06-30,53.22,,
2006-07-03,53.66,,
2006-07-05,52.5,,
2006-07-06,52.54,,
2006-07-07,51.98,,
2006-07-10,52.1,,
2006-07-11,52.49,,
2006-07-12,52.2,,
2006-07-13,51.25,,
2006-07-14,51.27,,
2006-07-17,51.25,,
2006-07-18,50.95,,
2006-07-19,52.1,,
2006-07-20,51.79,,
2006-07-21,50.62,,
2006-07-24,50.66,,
2006-07-25,50.84,,
2006-07-26,51.75,,
2006-07-27,51.29,,
2006-07-28,52.19,,
2006-07-31,52.06,,
2006-08-01,52.11,,
2006-08-02,51.77,,
2006-08-03,52.13,,
2006-08-04,52.21,,
2006-08-07,52.1,,
2006-08-08,52.27,,
2006-08-09,52.06,,
2006-08-10,51.98,,
2006-08-11,51.8,,
2006-08-14,51.8,,
2006-08-15,52.81,,
2006-08-16,53.03,,
2006-08-17,53.51,,
2006-08-18,53.26,,
2006-08-21,53.3,,
2006-08-22,53.09,,
2006-08-23,53.0,,
2006-08-24,53.13,,
2006-08-25,52.92,,
2006-08-28,52.94,,
2006-08-29,52.55,,
2006-08-30,52.47,,
2006-08-31,52.54,,
2006-09-01,52.55,,
2006-09-05,52.65,,
2006-09-06,52.32,,
2006-09-07,52.3,,
2006-09-08,52.62,,
2006-09-11,52.48,,
2006-09-12,52.61,,
2006-09-13,53.41,,
2006-09-14,53.48,,
2006-09-15,53.75,,
2006-09-18,53.49,,
2006-09-19,53.41,,
2006-09-20,54.26,,
2006-09-21,54.24,,
2006-09-22,54.11,,
2006-09-25,54.94,,
2006-09-26,55.96,,
2006-09-27,56.03,,
2006-09-28,55.99,,
2006-09-29,56.08,,
2006-10-02,55.18,,
2006-10-03,55.99,,
2006-10-04,56.56,,
2006-10-05,56.65,,
2006-10-06,56.59,,
2006-10-09,56.52,,
2006-10-10,57.66,,
2006-10-11,57.45,,
2006-10-12,57.89,,
2006-10-13,58.02,,
2006-10-16,57.64,,
2006-10-17,58.1,,
2006-10-18,57.93,,
2006-10-19,57.97,,
2006-10-20,58.04,,
2006-10-23,56.65,,
2006-10-24,56.7,,
2006-10-25,56.86,,
2006-10-26,57.82,,
2006-10-27,57.27,,
2006-10-30,57.31,,
2006-10-31,57.81,,
2006-11-01,57.65,,
2006-11-02,57.46,,
2006-11-03,57.06,,
2006-11-06,58.16,,
2006-11-07,58.45,,
2006-11-08,59.07,,
2006-11-09,58.91,,
2006-11-10,58.86,,
2006-11-13,58.97,,
2006-11-14,59.34,,
2006-11-15,59.48,,
2006-11-16,59.57,,
2006-11-17,59.84,,
2006-11-20,59.58,,
2006-11-21,59.41,,
2006-11-22,59.89,,
2006-11-24,59.9,,
2006-11-27,58.82,,
2006-11-28,58.9,,
2006-11-29,58.77,,
2006-11-30,58.72,,
2006-12-01,58.55,,
2006-12-04,59.89,,
2006-12-05,59.85,,
2006-12-06,59.67,,
2006-12-07,59.17,,
2006-12-08,59.83,,
2006-12-11,59.31,,
2006-12-12,59.12,,
2006-12-13,59.97,,
2006-12-14,61.9,,
2006-12-15,61.64,,
2006-12-18,61.77,,
2006-12-19,61.55,,
2006-12-20,61.33,,
2006-12-21,60.86,,
2006-12-22,60.85,,
2006-12-26,61.16,,
2006-12-27,61.57,,
2006-12-28,61.14,,
2006-12-29,60.67,,
2007-01-03,60.36,,
2007-01-04,59.92,,
2007-01-05,59.13,,
2007-01-08,59.69,,
2007-01-09,59.31,,
2007-01-10,59.27,,
2007-01-11,59.45,,
2007-01-12,59.01,,
2007-01-16,59.13,,
2007-01-17,59.22,,
2007-01-18,59.0,,
2007-01-19,58.09,,
2007-01-22,58.06,,
2007-01-23,57.54,,
2007-01-24,58.93,,
2007-01-25,57.77,,
2007-01-26,57.85,,
2007-01-29,57.64,,
2007-01-30,58.01,,
2007-01-31,58.22,,
2007-02-01,58.07,,
2007-02-02,58.16,,
2007-02-05,58.2,,
2007-02-06,58.06,,
2007-02-07,58.68,,
2007-02-08,58.49,,
2007-02-09,57.53,,
2007-02-12,57.0,,
2007-02-13,57.6,,
2007-02-14,58.69,,
2007-02-15,58.85,,
2007-02-16,59.02,,
2007-02-20,58.71,,
2007-02-21,58.53,,
2007-02-22,58.15,,
2007-02-23,58.02,,
2007-02-26,57.14,,
2007-02-27,55.59,,
2007-02-28,56.87,,
2007-03-01,56.55,,
2007-03-02,55.44,,
2007-03-05,54.9,,
2007-03-06,56.37,,
2007-03-07,55.86,,
2007-03-08,56.82,,
2007-03-09,56.9,,
2007-03-12,56.71,,
2007-03-13,54.75,,
2007-03-14,55.71,,
2007-03-15,56.11,,
2007-03-16,55.55,,
2007-03-19,56.04,,
2007-03-20,56.26,,
2007-03-21,57.49,,
2007-03-22,57.44,,
2007-03-23,57.43,,
2007-03-26,57.2,,
2007-03-27,56.43,,
2007-03-28,55.86,,
2007-03-29,56.46,,
2007-03-30,56.4,62.653850522911576,-0.09981590071027857
2007-04-02,55.86,62.71385052291159,-0.10928766876477536
2007-04-03,55.92,63.10385052291158,-0.11384171430716872
2007-04-04,56.31,62.75385052291157,-0.10268454396370308
2007-04-05,55.96,63.153850522911576,-0.11390992731791894
2007-04-09,56.36,63.20385052291157,-0.10828217689728659
2007-04-10,56.41,62.84385052291158,-0.1023783627097441
2007-04-11,56.05,63.30385052291158,-0.1145878246424551
2007-04-12,56.51,64.15385052291158,-0.11914874104371487
2007-04-13,57.36,65.35385052291159,-0.12231644285609644
2007-04-16,58.56,65.03385052291158,-0.09954585913117386
2007-04-17,58.24,65.23385052291158,-0.10721198376071917
2007-04-18,58.44,65.74385052291159,-0.11109556962086076
2007-04-19,58.95,67.79385052291158,-0.13045210523811035
2007-04-20,61.0,67.94385052291157,-0.10219983809380973
2007-04-23,61.15,67.70385052291158,-0.09680173981675833
2007-04-24,60.91,69.11385052291158,-0.11870052761988659
2007-04-25,62.32,68.93385052291158,-0.09594488734839113
2007-04-26,62.14,68.93385052291158,-0.09855608632588286
2007-04-27,62.14,67.46385052291157,-0.07891412188374158
