date,SJM,dcf,Deviation
2003-12-30,45.66,46.69660930121829,-0.02219881307723226
2003-12-31,45.29,46.586609301218296,-0.02783223163623516
2004-01-02,45.18,46.666609301218294,-0.03185595275677089
2004-01-05,45.26,46.626609301218295,-0.029309643606930447
2004-01-06,45.22,46.55660930121829,-0.028709335178825235
2004-01-07,45.15,46.30660930121829,-0.024977196963282267
2004-01-08,44.9,46.73660930121829,-0.03929701637920091
2004-01-09,45.33,46.69660930121829,-0.02926570733225886
2004-01-12,45.29,46.7566093012183,-0.03136688744408345
2004-01-13,45.35,46.94660930121829,-0.03400904399664184
2004-01-14,45.54,46.916609301218294,-0.029341619561210397
2004-01-15,45.51,47.416609301218294,-0.040209735139566605
2004-01-16,46.01,47.94660930121829,-0.04039095421850991
2004-01-20,46.54,47.7566093012183,-0.025475202679166364
2004-01-21,46.35,47.886609301218286,-0.03208849663071034
2004-01-22,46.48,47.73660930121829,-0.02632380723333483
2004-01-23,46.33,48.57660930121829,-0.04624878791533826
2004-01-26,47.17,48.65660930121829,-0.030553080507832786
2004-01-27,47.25,48.49660930121829,-0.025705081637263594
2004-01-28,47.09,48.45660930121829,-0.028202743050449675
2004-01-29,47.05,47.99660930121829,-0.01972242029176563
2004-01-30,46.59,48.92515758604496,-0.04772917863244697
2004-02-02,46.55,48.81515758604496,-0.04640275066309563
2004-02-03,46.44,48.445157586044964,-0.0413902583035991
2004-02-04,46.07,48.765157586044964,-0.055268099591176845
2004-02-05,46.39,49.10515758604496,-0.055292717089590826
2004-02-06,46.73,49.325157586044966,-0.052613264975745144
2004-02-09,46.95,49.165157586044955,-0.04505543549144864
2004-02-10,46.79,49.86515758604496,-0.06166946491121805
2004-02-11,47.49,49.49515758604496,-0.04051219722978128
2004-02-12,47.12,49.595157586044955,-0.04990724309627792
2004-02-13,47.22,50.525157586044955,-0.06541607674189309
2004-02-17,48.15,51.18515758604496,-0.05929761144024415
2004-02-18,48.81,51.43515758604496,-0.051038194675565585
2004-02-19,49.06,51.345157586044955,-0.04450580528875492
2004-02-20,48.97,51.585157586044964,-0.05069593093096281
2004-02-23,49.21,52.325157586044966,-0.05953460495407614
2004-02-24,49.95,53.075157586044966,-0.05888173918237527
2004-02-25,50.7,52.87515758604496,-0.04113760951927714
2004-02-26,50.5,52.95515758604496,-0.04636295495968756
2004-02-27,50.58,54.04515758604496,-0.06411596784648288
2004-03-01,51.67,53.905157586044965,-0.04146463318425775
2004-03-02,51.53,54.195157586044964,-0.049177042834750107
2004-03-03,51.82,54.025157586044955,-0.04081723560977746
2004-03-04,51.65,54.30515758604496,-0.04889328572222529
2004-03-05,51.93,51.695157586044964,0.004542831957986548
2004-03-08,49.32,53.325157586044966,-0.07510821847234639
2004-03-09,50.95,52.99515758604496,-0.038591404935901186
2004-03-10,50.62,53.18515758604496,-0.04823070387438355
2004-03-11,50.81,53.64515758604497,-0.05285020519321748
2004-03-12,51.27,53.075157586044966,-0.03401134670431183
2004-03-15,50.7,53.53515758604496,-0.05295879780475321
2004-03-16,51.16,54.43515758604496,-0.06016621851177639
2004-03-17,52.06,54.695157586044964,-0.048178992480264804
2004-03-18,52.32,54.265157586044964,-0.03584542407272373
2004-03-19,51.89,54.525157586044955,-0.04832920623634085
2004-03-22,52.15,54.49515758604496,-0.043034238085137844
2004-03-23,52.12,53.93515758604496,-0.033654441134229884
2004-03-24,51.56,54.445157586044964,-0.052991996239247996
2004-03-25,52.07,54.03515758604496,-0.03636812908180509
2004-03-26,51.66,54.29515758604496,-0.04853393383873805
2004-03-29,51.92,54.63515758604496,-0.04969616097050433
2004-03-30,52.26,55.155157586044965,-0.05249114883822725
2004-03-31,52.78,55.75515758604496,-0.05336111877100347
2004-04-01,53.38,54.38515758604496,-0.018482204164889215
2004-04-02,52.01,54.825157586044966,-0.051347915993250726
2004-04-05,52.45,54.80515758604496,-0.042973283715995625
2004-04-06,52.43,54.655157586044965,-0.040712673502804275
2004-04-07,52.28,54.37515758604496,-0.038531522096823645
2004-04-08,52.0,53.81515758604496,-0.03372948565917899
2004-04-12,51.44,53.345157586044955,-0.035713786822580196
2004-04-13,50.97,53.075157586044966,-0.039663708631144545
2004-04-14,50.7,53.67515758604496,-0.05542894925414199
2004-04-15,51.3,53.64515758604497,-0.043716109553474936
2004-04-16,51.27,54.11515758604496,-0.052575982644438524
2004-04-19,51.74,53.92515758604496,-0.040522043585282774
2004-04-20,51.55,54.70515758604496,-0.05767568772802201
2004-04-21,52.33,55.325157586044966,-0.05413735300051736
2004-04-22,52.95,55.525157586044955,-0.046378213011900815
2004-04-23,53.15,55.54515758604496,-0.04312090720662054
2004-04-26,53.17,55.12515758604496,-0.03546760992008324
2004-04-27,52.75,54.575157586044966,-0.03344301082717649
2004-04-28,52.2,54.485157586044956,-0.041940919092252726
2004-04-29,52.11,54.67515758604496,-0.04691632725535444
2004-04-30,52.3,55.12515758604496,-0.05124987772842504
2004-05-03,52.75,54.95515758604496,-0.04012649008589009
2004-05-04,52.58,55.46515758604497,-0.052017477486999364
2004-05-05,53.09,54.835157586044964,-0.03182552331150934
2004-05-06,52.46,53.89515758604497,-0.02662869263817813
2004-05-07,51.52,53.39515758604497,-0.03511849521228949
2004-05-10,51.02,53.38515758604496,-0.044303654667177006
2004-05-11,51.01,52.665157586044955,-0.03142794329136378
2004-05-12,50.29,52.25515758604496,-0.0376069593285423
2004-05-13,49.88,52.335157586044964,-0.04691220394260598
2004-05-14,49.96,51.63515758604496,-0.03244218986363068
2004-05-17,49.26,51.20515758604496,-0.03798753246245412
2004-05-18,48.83,50.92515758604496,-0.04114189695937431
2004-05-19,48.55,50.915157586044955,-0.046452916934371036
2004-05-20,48.54,50.64515758604497,-0.04156680887937514
2004-05-21,48.27,50.70515758604496,-0.048025836068304795
2004-05-24,48.33,51.265157586044964,-0.057254434088464645
2004-05-25,48.89,51.525157586044955,-0.05114312521304465
2004-05-26,49.15,51.575157586044966,-0.04702181630756974
2004-05-27,49.2,51.275157586044955,-0.040471013327704086
2004-05-28,48.9,51.12515758604496,-0.043523730607577416
2004-06-01,48.75,51.225157586044965,-0.04831917953375431
2004-06-02,48.85,51.525157586044955,-0.051919445012420296
2004-06-03,49.15,51.46515758604497,-0.04498495088010257
2004-06-04,49.09,51.42515758604496,-0.04540885620307056
2004-06-07,49.05,51.38515758604496,-0.04544420404150207
2004-06-08,49.01,51.325157586044966,-0.045107656652854544
2004-06-09,48.95,51.35515758604496,-0.04683380791919767
2004-06-10,48.98,51.39515758604497,-0.04699192880188274
2004-06-14,49.02,51.275157586044955,-0.04398148523016365
2004-06-15,48.9,51.025157586044955,-0.04164921161607882
2004-06-16,48.65,48.87515758604496,-0.004606789976044023
2004-06-17,46.5,48.88515758604496,-0.048791038094676
2004-06-18,46.51,48.67515758604496,-0.044481778661271454
2004-06-21,46.3,48.155157586044965,-0.038524587584001124
2004-06-22,45.78,47.655157586044965,-0.03934847099517458
2004-06-23,45.28,48.325157586044966,-0.06301391941915424
2004-06-24,45.95,48.655157586044965,-0.05559857824447456
2004-06-25,46.28,48.24515758604496,-0.04073274260821125
2004-06-28,45.87,48.235157586044956,-0.049033893624703895
2004-06-29,45.86,48.28515758604496,-0.05022573617417092
2004-06-30,45.91,48.195157586044964,-0.047414671940125386
2004-07-01,45.82,48.14515758604497,-0.048294734146200446
2004-07-02,45.77,48.075157586044966,-0.04794903858441213
2004-07-06,45.7,48.275157586044955,-0.05334332842839562
2004-07-07,45.9,48.79515758604496,-0.05933288730423025
2004-07-08,46.42,48.87515758604496,-0.050233241329660006
2004-07-09,46.5,48.88515758604496,-0.048791038094676
2004-07-12,46.51,48.88515758604496,-0.04858647702759966
2004-07-13,46.51,48.80515758604496,-0.04702694755156833
2004-07-14,46.43,48.93515758604496,-0.051193410006701745
2004-07-15,46.56,48.725157586044965,-0.044436133063735284
2004-07-16,46.35,48.075157586044966,-0.035884595551398335
2004-07-19,45.7,47.975157586044965,-0.04742366050521862
2004-07-20,45.6,47.10515758604496,-0.031953137685518884
2004-07-21,44.73,46.655157586044965,-0.04126355339159338
2004-07-22,44.28,45.585157586044964,-0.02863119609889231
2004-07-23,43.21,45.075157586044966,-0.04137883672363263
2004-07-26,42.7,44.93515758604497,-0.049741843717025724
2004-07-27,42.56,44.72515758604496,-0.04841028411983783
2004-07-28,42.35,43.655157586044965,-0.0298969848745243
2004-07-29,41.28,44.18515758604497,-0.06574962600025913
2004-07-30,41.81,43.30690148713721,-0.0345649639141653
2004-08-02,42.6,43.71690148713721,-0.025548505249527564
2004-08-03,43.01,44.20690148713721,-0.027074991616082178
2004-08-04,43.5,43.70690148713721,-0.004733840196795902
2004-08-05,43.0,44.32690148713721,-0.029934451599831435
2004-08-06,43.62,44.426901487137215,-0.01816245248097792
2004-08-09,43.72,44.91690148713722,-0.02664701810475445
2004-08-10,44.21,45.256901487137206,-0.023132416332893535
2004-08-11,44.55,45.536901487137214,-0.02167256565350606
2004-08-12,44.83,45.396901487137214,-0.01248766917050148
2004-08-13,44.69,45.38690148713721,-0.015354683053980134
2004-08-16,44.68,45.45690148713721,-0.01709094684680712
2004-08-17,44.75,45.84690148713721,-0.02392531341392734
2004-08-18,45.14,45.20690148713721,-0.0014798954349093396
2004-08-19,44.5,45.30690148713721,-0.017809681541923417
2004-08-20,44.6,45.95690148713721,-0.029525521591506565
2004-08-23,45.25,46.26690148713721,-0.02197902721927303
2004-08-24,45.56,47.116901487137206,-0.0330433759011558
2004-08-25,46.41,47.276901487137216,-0.018336681547818423
2004-08-26,46.57,47.08690148713721,-0.010977606740133705
2004-08-27,46.38,46.036901487137214,0.007452684732890846
2004-08-30,45.33,46.686901487137206,-0.02906385825392699
2004-08-31,45.98,46.94690148713721,-0.02059564010634718
2004-09-01,46.24,47.256901487137206,-0.021518581522192992
2004-09-02,46.55,47.116901487137206,-0.012031807467050237
2004-09-03,46.41,47.006901487137206,-0.012698167040440689
2004-09-07,46.3,46.63690148713721,-0.007223925183583058
2004-09-08,45.93,46.56690148713721,-0.013677128320705112
2004-09-09,45.86,46.56690148713721,-0.015180341928751062
2004-09-10,45.86,46.81690148713721,-0.02043923148993776
2004-09-13,46.11,47.10690148713721,-0.021162535757301204
2004-09-14,46.4,46.69690148713721,-0.006358055410143115
2004-09-15,45.99,46.56690148713721,-0.01238865951380852
2004-09-16,45.86,46.48690148713721,-0.013485551135531626
2004-09-17,45.78,45.72690148713721,0.0011612095098489927
2004-09-20,45.02,44.76690148713721,0.005653697362447918
2004-09-21,44.06,44.256901487137206,-0.004449057220927033
2004-09-22,43.55,43.756901487137206,-0.004728430947013695
2004-09-23,43.05,43.896901487137214,-0.019292967349537782
2004-09-24,43.19,43.83690148713721,-0.014757007571053582
2004-09-27,43.13,43.99690148713721,-0.01970369407469863
2004-09-28,43.29,44.686901487137206,-0.03125975264897918
2004-09-29,43.98,45.116901487137206,-0.025199015217419962
2004-09-30,44.41,44.97690148713721,-0.012604280606109408
2004-10-01,44.27,44.71690148713721,-0.009994017301618197
2004-10-04,44.01,45.21690148713721,-0.026691379715183206
2004-10-05,44.51,45.31690148713721,-0.01780575151119368
2004-10-06,44.61,45.08690148713721,-0.01057738437122957
2004-10-07,44.38,44.40690148713722,-0.0006057951858002841
2004-10-08,43.7,44.436901487137206,-0.016583097886573084
2004-10-11,43.73,44.96690148713721,-0.027506931681539726
2004-10-12,44.26,44.57690148713721,-0.007109096338350329
2004-10-13,43.87,44.22690148713721,-0.008069782759730804
2004-10-14,43.52,44.176901487137215,-0.014869795413978482
2004-10-15,43.47,44.526901487137216,-0.02373624599597468
2004-10-18,43.82,44.34690148713721,-0.011881359677181402
2004-10-19,43.64,44.72690148713721,-0.024300844704160607
2004-10-20,44.02,44.90690148713722,-0.019749781386971255
2004-10-21,44.2,44.13690148713721,0.0014296090286534113
2004-10-22,43.43,44.37690148713721,-0.02133771073250068
2004-10-25,43.67,43.99690148713721,-0.007430102486484791
2004-10-26,43.29,45.16690148713722,-0.041554798432912876
2004-10-27,44.46,45.036901487137214,-0.0128095288105462
2004-10-28,44.33,45.20690148713721,-0.019397513616072892
2004-10-29,44.5,44.35976430563355,0.0031613264083245607
2004-11-01,43.8,44.06976430563355,-0.006121301302241533
2004-11-02,43.51,45.17976430563355,-0.03695823409652765
2004-11-03,44.62,46.38976430563354,-0.03814988784969153
2004-11-04,45.83,46.87976430563355,-0.02239269589304227
2004-11-05,46.32,47.42976430563355,-0.02339805651325433
2004-11-08,46.87,47.41976430563355,-0.011593568919705421
2004-11-09,46.86,47.62976430563355,-0.01616141328548426
2004-11-10,47.07,47.45976430563355,-0.008212520886608843
2004-11-11,46.9,48.00976430563355,-0.02311538749844133
2004-11-12,47.45,47.87976430563355,-0.008975906875610562
2004-11-15,47.32,47.72976430563355,-0.008585089652017985
2004-11-16,47.17,47.44976430563355,-0.005896010438145249
2004-11-17,46.89,46.93976430563355,-0.0010601737433005853
2004-11-18,46.38,45.30976430563355,0.023620420692265442
2004-11-19,44.75,44.60976430563355,0.0031436098475137175
2004-11-22,44.05,44.65976430563355,-0.013653549567807177
2004-11-23,44.1,45.13976430563354,-0.023034331738940317
2004-11-24,44.58,45.38976430563354,-0.01784024037183729
2004-11-26,44.83,45.92976430563355,-0.023944479625789383
2004-11-29,45.37,46.03976430563354,-0.014547518123405934
2004-11-30,45.48,46.47976430563355,-0.02150966814417299
2004-12-01,45.92,46.75976430563355,-0.01795912186692472
2004-12-02,46.2,46.61976430563355,-0.009003998880852904
2004-12-03,46.06,46.32976430563355,-0.005822699719643221
2004-12-06,45.77,46.339764305633544,-0.012295364773020068
2004-12-07,45.78,46.45976430563355,-0.014631247398539271
2004-12-08,45.9,46.54976430563355,-0.013958487552533483
2004-12-09,45.99,47.05976430563355,-0.022732037047314413
2004-12-10,46.5,47.19976430563355,-0.014825588981808302
2004-12-13,46.64,47.41976430563355,-0.01644386717335311
2004-12-14,46.86,47.70976430563355,-0.017811119337959314
2004-12-15,47.15,47.99976430563355,-0.017703509963564845
2004-12-16,47.44,48.03976430563354,-0.012484747048669642
2004-12-17,47.48,47.85976430563355,-0.007934938902088295
2004-12-20,47.3,47.35976430563355,-0.0012619215173425014
2004-12-21,46.8,47.27976430563355,-0.010147349773830916
2004-12-22,46.72,47.00976430563355,-0.006163917431060817
2004-12-23,46.45,46.62976430563355,-0.003855140773504351
2004-12-27,46.07,47.00976430563355,-0.01999083210721253
2004-12-28,46.45,47.25976430563355,-0.017134328059630666
2004-12-29,46.7,47.52976430563355,-0.017457782881014516
2004-12-30,46.97,47.62976430563355,-0.013851933034980779
2004-12-31,47.07,47.39976430563355,-0.006957087455271571
2005-01-03,46.84,46.95976430563355,-0.0025503600242554603
2005-01-04,46.4,47.09976430563355,-0.014857065973679418
2005-01-05,46.54,47.38976430563354,-0.01793138915300585
2005-01-06,46.83,47.30976430563355,-0.01014091515092208
2005-01-07,46.75,47.16976430563355,-0.0088990121492597
2005-01-10,46.61,46.96976430563355,-0.007659487139270116
2005-01-11,46.41,46.78976430563354,-0.00811639706395828
2005-01-12,46.23,46.55976430563355,-0.007082602555048889
2005-01-13,46.0,46.59976430563355,-0.012870543758545239
2005-01-14,46.04,47.05976430563355,-0.021669558287852997
2005-01-18,46.5,47.09976430563355,-0.012733913098622707
2005-01-19,46.54,47.36976430563355,-0.017516749719923563
2005-01-20,46.81,47.20976430563355,-0.008467830998805548
2005-01-21,46.65,46.88976430563354,-0.005113361288632823
2005-01-24,46.33,46.48976430563354,-0.003436547980394611
2005-01-25,45.93,46.37976430563355,-0.009697425426090867
2005-01-26,45.82,46.63976430563354,-0.017576510469940798
2005-01-27,46.08,46.77976430563355,-0.014958696693332385
2005-01-28,46.22,47.20976430563355,-0.020965245647613595
2005-01-31,46.65,47.84873048613472,-0.02505250346155119
2005-02-01,46.9,48.62873048613472,-0.03554957056976071
2005-02-02,47.68,48.67873048613472,-0.02051677346883951
2005-02-03,47.73,48.818730486134726,-0.022301491154997244
2005-02-04,47.87,49.93873048613472,-0.041425371970741254
2005-02-07,48.99,49.24873048613472,-0.005253546306286161
2005-02-08,48.3,48.75873048613472,-0.009408171245663843
2005-02-09,47.81,48.38873048613472,-0.011960026235872112
2005-02-10,47.44,48.38873048613472,-0.01960643473394219
2005-02-11,47.44,48.568730486134726,-0.02323985977885412
2005-02-14,47.62,48.89873048613473,-0.02615058659850722
2005-02-15,47.95,48.80873048613473,-0.017593788602608074
2005-02-16,47.86,49.25873048613472,-0.028395585357776087
2005-02-17,48.31,49.13873048613472,-0.016865117961656684
2005-02-18,48.19,48.65873048613472,-0.009633019222897499
2005-02-22,47.71,49.47873048613473,-0.03574728916358061
2005-02-23,48.53,49.69873048613472,-0.023516304636006402
2005-02-24,48.75,49.88873048613472,-0.022825405157407275
2005-02-25,48.94,50.10873048613472,-0.023323889366107853
2005-02-28,49.16,50.568730486134726,-0.02785773881590692
2005-03-01,49.62,50.92873048613472,-0.025697292542782302
2005-03-02,49.98,51.70873048613472,-0.03343208138900777
2005-03-03,50.76,52.44873048613472,-0.03219773806691384
2005-03-04,51.5,52.42873048613472,-0.01771415171649693
2005-03-07,51.48,52.04873048613472,-0.010926884879281173
2005-03-08,51.1,51.51873048613472,-0.008127733004745008
2005-03-09,50.57,51.97873048613473,-0.02710205641729757
2005-03-10,51.03,51.94873048613472,-0.017685330854811387
2005-03-11,51.0,52.54873048613472,-0.029472272152100132
2005-03-14,51.6,52.04873048613472,-0.008621353142402977
2005-03-15,51.1,51.14873048613473,-0.0009527213221438569
2005-03-16,50.2,50.88873048613472,-0.013534047313724429
2005-03-17,49.94,50.328730486134724,-0.00772382856431908
2005-03-18,49.38,50.14873048613473,-0.01532901189487279
2005-03-21,49.2,49.59873048613472,-0.008039126853179868
2005-03-22,48.65,49.74873048613472,-0.02208559847453684
2005-03-23,48.8,49.89873048613473,-0.022019207210893565
2005-03-24,48.95,50.48873048613473,-0.030476711759613195
2005-03-28,49.54,50.71873048613473,-0.02324053608670207
2005-03-29,49.77,50.77873048613472,-0.01986521672514352
2005-03-30,49.83,51.24873048613472,-0.02768323181231891
2005-03-31,50.3,50.62873048613472,-0.006492963243957872
2005-04-01,49.68,50.80873048613473,-0.02221528613950996
2005-04-04,49.86,51.00873048613472,-0.022520272023766053
2005-04-05,50.06,50.72873048613473,-0.013182480218335124
2005-04-06,49.78,50.91873048613472,-0.022363685725526827
2005-04-07,49.97,50.61873048613472,-0.012816016520059148
2005-04-08,49.67,50.47873048613473,-0.01602121286225422
2005-04-11,49.53,51.01873048613472,-0.029180077041299768
2005-04-12,50.07,50.94873048613472,-0.017247348025165365
2005-04-13,50.0,51.068730486134726,-0.020927296918510363
2005-04-14,50.12,50.95873048613472,-0.016459014542423267
2005-04-15,50.01,51.15873048613472,-0.022454241440687417
2005-04-18,50.21,51.09873048613472,-0.017392418122322395
2005-04-19,50.15,50.63873048613472,-0.009651317903171752
2005-04-20,49.69,50.37873048613472,-0.013671056802915582
2005-04-21,49.43,49.74873048613472,-0.006406806425413247
2005-04-22,48.8,50.76873048613472,-0.03877840685168199
2005-04-25,49.82,50.58873048613472,-0.015195686445332202
2005-04-26,49.64,50.41873048613472,-0.015445261684025824
2005-04-27,49.47,50.02873048613472,-0.011168192370773267
2005-04-28,49.08,50.568730486134726,-0.02943974412295991
2005-04-29,49.62,50.52873048613472,-0.017984431379768795
2005-05-02,49.58,50.33873048613472,-0.015072499421567853
2005-05-03,49.39,50.30873048613473,-0.018261849926583418
2005-05-04,49.36,50.24873048613472,-0.017686625662710953
2005-05-05,49.3,50.14873048613473,-0.016924266634613883
2005-05-06,49.2,50.51873048613472,-0.026103793057441482
2005-05-09,49.57,50.83873048613472,-0.024955982850137115
2005-05-10,49.89,51.328730486134724,-0.028029730572108447
2005-05-11,50.38,51.05873048613473,-0.013293132823171905
2005-05-12,50.11,51.24873048613472,-0.022219681840563887
2005-05-13,50.3,51.61873048613472,-0.025547518773034295
2005-05-16,50.67,51.71873048613473,-0.020277575962849403
2005-05-17,50.77,51.818730486134726,-0.02023844421305021
2005-05-18,50.87,51.68873048613472,-0.01583963232283958
2005-05-19,50.74,51.45873048613472,-0.013967124321661473
2005-05-20,50.51,51.61873048613472,-0.021479228095943603
2005-05-23,50.67,51.39873048613473,-0.014177986095032291
2005-05-24,50.45,51.068730486134726,-0.01211564259077691
2005-05-25,50.12,51.04873048613472,-0.018193018264910155
2005-05-26,50.1,51.11873048613472,-0.019928712556956718
2005-05-27,50.17,50.75873048613472,-0.01159860541223623
2005-05-31,49.81,51.42873048613472,-0.03147521766206396
2005-06-01,50.48,51.26873048613472,-0.015384240621055145
2005-06-02,50.32,51.47873048613473,-0.022508917278890928
2005-06-03,50.53,51.05873048613473,-0.010355339451267875
2005-06-06,50.11,51.19873048613472,-0.02126479457199748
2005-06-07,50.25,50.58873048613472,-0.006695769648292771
2005-06-08,49.64,50.93873048613472,-0.02549593352131596
2005-06-09,49.99,51.078730486134724,-0.021314752261320513
2005-06-10,50.13,51.14873048613473,-0.019917023872388806
2005-06-13,50.2,51.34873048613472,-0.022371156506876044
2005-06-14,50.4,51.788730486134725,-0.026815302732831614
2005-06-15,50.84,51.27873048613472,-0.00855579851481203
2005-06-16,50.33,49.54873048613472,0.01576769992288507
2005-06-17,48.6,49.30873048613473,-0.014373326572137524
2005-06-20,48.36,49.19873048613472,-0.0170478074911119
2005-06-21,48.25,49.21873048613473,-0.01968215101378179
2005-06-22,48.27,49.19873048613472,-0.01887712298585542
2005-06-23,48.25,48.63873048613472,-0.007992200500494873
2005-06-24,47.69,48.34873048613472,-0.01362456634354925
2005-06-27,47.4,48.14873048613473,-0.015550368173265605
2005-06-28,47.2,48.12873048613472,-0.01929679999355627
2005-06-29,47.18,47.88873048613472,-0.014799525461212992
2005-06-30,46.94,48.12873048613472,-0.024698978637659685
2005-07-01,47.18,47.99873048613472,-0.01705733626374184
2005-07-05,47.05,47.44873048613472,-0.008403396298479304
2005-07-06,46.5,47.29873048613472,-0.0168869328611021
2005-07-07,46.35,47.33873048613472,-0.020886290696458643
2005-07-08,46.39,47.34873048613472,-0.02024828282176372
2005-07-11,46.4,47.45873048613472,-0.022308445154133105
2005-07-12,46.51,47.25873048613472,-0.015843220468107932
2005-07-13,46.31,47.63873048613472,-0.027891811401679623
2005-07-14,46.69,47.75873048613472,-0.022377698805143065
2005-07-15,46.81,47.84873048613472,-0.021708632090786883
2005-07-18,46.9,48.17873048613472,-0.026541390219958605
2005-07-19,47.23,47.79873048613472,-0.011898443334173892
2005-07-20,46.85,47.90873048613472,-0.0220989050511603
2005-07-21,46.96,48.14873048613473,-0.024688719186003127
2005-07-22,47.2,47.66873048613472,-0.009833080960086726
2005-07-25,46.72,47.95873048613472,-0.025829092504707774
2005-07-26,47.01,48.34873048613472,-0.027689051453349656
2005-07-27,47.4,48.89873048613473,-0.03064968090653597
2005-07-28,47.95,48.51873048613472,-0.011721874839599189
2005-07-29,47.57,47.75006021538012,-0.0037708898076346253
2005-08-01,46.94,48.34006021538011,-0.028962732134426794
2005-08-02,47.53,48.690060215380115,-0.023825401123937717
2005-08-03,47.88,48.89006021538012,-0.02065982759952434
2005-08-04,48.08,48.41006021538012,-0.00681800877568961
2005-08-05,47.6,48.34006021538011,-0.015309459940321957
2005-08-08,47.53,48.31006021538011,-0.016146951833683865
2005-08-09,47.5,48.06006021538011,-0.011653339859962975
2005-08-10,47.25,48.17006021538011,-0.019100250472312008
2005-08-11,47.36,47.89006021538012,-0.011068272058883055
2005-08-12,47.08,48.36006021538011,-0.026469367690592938
2005-08-15,47.55,47.68006021538011,-0.002727769528658386
2005-08-16,46.87,47.86006021538011,-0.02068656434874172
2005-08-17,47.05,48.74006021538011,-0.03467497183860291
2005-08-18,47.93,48.830060215380115,-0.018432502671717366
2005-08-19,48.02,46.82006021538011,0.025628753553497585
2005-08-22,46.01,46.51006021538012,-0.01075165701924341
2005-08-23,45.7,46.81006021538011,-0.023714137736045582
2005-08-24,46.0,47.940060215380115,-0.04046845595654269
2005-08-25,47.13,47.800060215380114,-0.014017978478707338
2005-08-26,46.99,48.09006021538011,-0.022875001828928654
2005-08-29,47.28,48.27006021538012,-0.020510855196005262
2005-08-30,47.46,48.53006021538012,-0.022049431025453203
2005-08-31,47.72,48.76006021538012,-0.02133016675504562
2005-09-01,47.95,48.85006021538011,-0.01842495610878958
2005-09-02,48.04,48.82006021538011,-0.015978272290912976
2005-09-06,48.01,48.550060215380114,-0.01112378054701224
2005-09-07,47.74,48.370060215380114,-0.013025830701359653
2005-09-08,47.56,48.830060215380115,-0.02600980235900019
2005-09-09,48.02,48.91006021538012,-0.018197896536226943
2005-09-12,48.1,48.79006021538011,-0.014143458981888735
2005-09-13,47.98,48.18006021538011,-0.004152344652243678
2005-09-14,47.37,48.91006021538012,-0.0314875959791977
2005-09-15,48.1,49.050060215380114,-0.019369195699421637
2005-09-16,48.24,48.79006021538011,-0.01127402206416439
2005-09-19,47.98,48.67006021538011,-0.014178330832679942
2005-09-20,47.86,48.29006021538011,-0.008905770948762215
2005-09-21,47.48,47.67006021538011,-0.003986993398401362
2005-09-22,46.86,47.92006021538011,-0.022121429117901714
2005-09-23,47.11,48.26006021538012,-0.023830476179422688
2005-09-26,47.45,48.230060215380114,-0.016173735050228233
2005-09-27,47.42,48.550060215380114,-0.023276185660056514
2005-09-28,47.74,49.21006021538011,-0.02987316432749776
2005-09-29,48.4,49.35006021538011,-0.019251449972578216
2005-09-30,48.54,49.56006021538011,-0.02058230379356063
2005-10-03,48.75,50.01006021538012,-0.025196134736758524
2005-10-04,49.2,48.45006021538011,0.015478614088116904
2005-10-05,47.64,47.85006021538011,-0.004389967628767866
2005-10-06,47.04,47.47006021538011,-0.009059609645086786
2005-10-07,46.66,47.66006021538012,-0.020983192443751908
2005-10-10,46.85,48.00006021538012,-0.023959557763463257
2005-10-11,47.19,47.51006021538012,-0.006736683008381261
2005-10-12,46.7,47.34006021538011,-0.01352047742373097
2005-10-13,46.53,46.91006021538012,-0.008101891441518738
2005-10-14,46.1,47.06006021538011,-0.0204007434539224
2005-10-17,46.25,46.91006021538012,-0.01407076035182131
2005-10-18,46.1,46.99006021538011,-0.018941457220963298
2005-10-19,46.18,46.51006021538012,-0.007096533821966067
2005-10-20,45.7,46.53006021538012,-0.017839225041573092
2005-10-21,45.72,46.56006021538011,-0.018042507064941815
2005-10-24,45.75,46.77006021538012,-0.021810111226768902
2005-10-25,45.96,46.45006021538011,-0.010550260066570338
2005-10-26,45.64,45.41006021538012,0.00506363091194495
2005-10-27,44.6,46.42006021538011,-0.03920848458479764
2005-10-28,45.61,46.52006021538012,-0.01956274800949731
2005-10-31,45.71,46.41690835192488,-0.015229544082626667
2005-11-01,45.69,46.39690835192489,-0.015236108978704532
2005-11-02,45.67,46.40690835192488,-0.01587928129873617
2005-11-03,45.68,46.62690835192488,-0.020308195104378868
2005-11-04,45.9,46.40690835192488,-0.010923122654083461
2005-11-07,45.68,46.286908351924886,-0.013111879223181022
2005-11-08,45.56,46.73690835192488,-0.02518156192666532
2005-11-09,46.01,46.55690835192488,-0.011747093423618016
2005-11-10,45.83,46.42690835192489,-0.012856948117247136
2005-11-11,45.7,46.186908351924885,-0.010542129129207822
2005-11-14,45.46,46.51690835192489,-0.022720950066776213
2005-11-15,45.79,46.16690835192488,-0.008164037085865772
2005-11-16,45.44,46.476908351924884,-0.0223101834587055
2005-11-17,45.75,46.006908351924885,-0.005584125539575324
2005-11-18,45.28,45.796908351924884,-0.011286970464309931
2005-11-21,45.07,45.81690835192489,-0.01630202426990046
2005-11-22,45.09,46.02690835192488,-0.020355665532892475
2005-11-23,45.3,46.296908351924884,-0.02153293572752013
2005-11-25,45.57,45.73690835192488,-0.0036493142614842933
