date,GWW,dcf,Deviation
1974-02-06,4.13,,
1974-02-07,4.16,,
1974-02-08,4.23,,
1974-02-11,4.13,,
1974-02-12,4.0,,
1974-02-13,4.0,,
1974-02-14,4.0,,
1974-02-15,4.06,,
1974-02-19,4.22,,
1974-02-20,4.42,,
1974-02-21,4.48,,
1974-02-22,4.53,,
1974-02-25,4.5,,
1974-02-26,4.58,,
1974-02-27,4.58,,
1974-02-28,4.56,,
1974-03-01,4.41,,
1974-03-04,4.28,,
1974-03-05,4.34,,
1974-03-06,4.25,,
1974-03-07,4.25,,
1974-03-08,4.25,,
1974-03-11,4.28,,
1974-03-12,4.31,,
1974-03-13,4.38,,
1974-03-14,4.41,,
1974-03-15,4.45,,
1974-03-18,4.48,,
1974-03-19,4.44,,
1974-03-20,4.38,,
1974-03-21,4.34,,
1974-03-22,4.31,,
1974-03-25,4.14,,
1974-03-26,4.0,,
1974-03-27,3.95,,
1974-03-28,3.7,,
1974-03-29,3.84,,
1974-04-01,3.83,,
1974-04-02,3.83,,
1974-04-03,3.81,,
1974-04-04,3.78,,
1974-04-05,3.78,,
1974-04-08,3.75,,
1974-04-09,3.73,,
1974-04-10,3.78,,
1974-04-11,3.92,,
1974-04-15,3.94,,
1974-04-16,3.94,,
1974-04-17,4.05,,
1974-04-18,4.25,,
1974-04-19,4.22,,
1974-04-22,4.25,,
1974-04-23,4.16,,
1974-04-24,4.16,,
1974-04-25,4.13,,
1974-04-26,4.14,,
1974-04-29,4.16,,
1974-04-30,4.19,,
1974-05-01,4.23,,
1974-05-02,4.31,,
1974-05-03,4.28,,
1974-05-06,4.2,,
1974-05-07,4.16,,
1974-05-08,4.16,,
1974-05-09,4.28,,
1974-05-10,4.27,,
1974-05-13,4.27,,
1974-05-14,4.31,,
1974-05-15,4.31,,
1974-05-16,4.33,,
1974-05-17,4.33,,
1974-05-20,4.33,,
1974-05-21,4.33,,
1974-05-22,4.33,,
1974-05-23,4.38,,
1974-05-24,4.48,,
1974-05-28,4.5,,
1974-05-29,4.53,,
1974-05-30,4.5,,
1974-05-31,4.44,,
1974-06-03,4.5,,
1974-06-04,4.48,,
1974-06-05,4.52,,
1974-06-06,4.44,,
1974-06-07,4.45,,
1974-06-10,4.44,,
1974-06-11,4.53,,
1974-06-12,4.56,,
1974-06-13,4.66,,
1974-06-14,4.56,,
1974-06-17,4.58,,
1974-06-18,4.61,,
1974-06-19,4.5,,
1974-06-20,4.31,,
1974-06-21,4.25,,
1974-06-24,4.25,,
1974-06-25,4.38,,
1974-06-26,4.38,,
1974-06-27,4.34,,
1974-06-28,4.31,,
1974-07-01,4.25,,
1974-07-02,4.19,,
1974-07-03,4.06,,
1974-07-05,4.03,,
1974-07-08,3.81,,
1974-07-09,3.78,,
1974-07-10,3.75,,
1974-07-11,3.78,,
1974-07-12,3.88,,
1974-07-15,3.88,,
1974-07-16,3.81,,
1974-07-17,3.78,,
1974-07-18,3.94,,
1974-07-19,3.94,,
1974-07-22,3.91,,
1974-07-23,3.94,,
1974-07-24,3.91,,
1974-07-25,4.0,,
1974-07-26,4.0,,
1974-07-29,4.08,,
1974-07-30,4.06,,
1974-07-31,3.94,,
1974-08-01,3.89,,
1974-08-02,3.88,,
1974-08-05,3.94,,
1974-08-06,4.0,,
1974-08-07,4.19,,
1974-08-08,4.25,,
1974-08-09,4.25,,
1974-08-12,4.22,,
1974-08-13,4.17,,
1974-08-14,4.09,,
1974-08-15,3.89,,
1974-08-16,3.81,,
1974-08-19,3.73,,
1974-08-20,3.7,,
1974-08-21,3.63,,
1974-08-22,3.38,,
1974-08-23,3.13,,
1974-08-26,3.13,,
1974-08-27,3.0,,
1974-08-28,3.0,,
1974-08-29,2.97,,
1974-08-30,3.05,,
1974-09-03,3.02,,
1974-09-04,2.97,,
1974-09-05,3.03,,
1974-09-06,3.13,,
1974-09-09,3.16,,
1974-09-10,3.03,,
1974-09-11,2.95,,
1974-09-12,2.91,,
1974-09-13,2.84,,
1974-09-16,2.78,,
1974-09-17,2.78,,
1974-09-18,2.88,,
1974-09-19,2.88,,
1974-09-20,2.91,,
1974-09-23,2.94,,
1974-09-24,3.0,,
1974-09-25,3.09,,
1974-09-26,3.11,,
1974-09-27,3.11,,
1974-09-30,2.91,,
1974-10-01,2.63,,
1974-10-02,2.56,,
1974-10-03,2.59,,
1974-10-04,2.59,,
1974-10-07,2.56,,
1974-10-08,2.5,,
1974-10-09,2.44,,
1974-10-10,2.56,,
1974-10-11,2.7,,
1974-10-14,2.72,,
1974-10-15,2.63,,
1974-10-16,2.52,,
1974-10-17,2.3,,
1974-10-18,2.3,,
1974-10-21,2.19,,
1974-10-22,2.23,,
1974-10-23,2.19,,
1974-10-24,2.16,,
1974-10-25,2.16,,
1974-10-28,2.09,,
1974-10-29,2.16,,
1974-10-30,2.3,,
1974-10-31,2.38,,
1974-11-01,2.38,,
1974-11-04,2.38,,
1974-11-05,2.39,,
1974-11-06,2.44,,
1974-11-07,2.5,,
1974-11-08,2.59,,
1974-11-11,2.63,,
1974-11-12,2.63,,
1974-11-13,2.45,,
1974-11-14,2.34,,
1974-11-15,2.31,,
1974-11-18,2.16,,
1974-11-19,2.13,,
1974-11-20,2.19,,
1974-11-21,2.19,,
1974-11-22,2.19,,
1974-11-25,2.14,,
1974-11-26,2.16,,
1974-11-27,2.09,,
1974-11-29,2.0,,
1974-12-02,2.0,,
1974-12-03,2.06,,
1974-12-04,1.97,,
1974-12-05,1.94,,
1974-12-06,2.0,,
1974-12-09,2.05,,
1974-12-10,1.97,,
1974-12-11,1.97,,
1974-12-12,2.03,,
1974-12-13,2.0,,
1974-12-16,1.98,,
1974-12-17,2.05,,
1974-12-18,2.08,,
1974-12-19,2.08,,
1974-12-20,2.11,,
1974-12-23,2.06,,
1974-12-24,2.0,,
1974-12-26,1.97,,
1974-12-27,2.03,,
1974-12-30,2.05,,
1974-12-31,2.17,,
1975-01-02,2.28,,
1975-01-03,2.38,,
1975-01-06,2.38,,
1975-01-07,2.34,,
1975-01-08,2.25,,
1975-01-09,2.25,,
1975-01-10,2.28,,
1975-01-13,2.31,,
1975-01-14,2.38,,
1975-01-15,2.38,,
1975-01-16,2.38,,
1975-01-17,2.34,,
1975-01-20,2.31,,
1975-01-21,2.38,,
1975-01-22,2.38,,
1975-01-23,2.34,,
1975-01-24,2.38,,
1975-01-27,2.47,,
1975-01-28,2.56,,
1975-01-29,2.86,,
1975-01-30,2.91,,
1975-01-31,2.95,,
1975-02-03,2.92,,
1975-02-04,2.94,,
1975-02-05,2.94,,
1975-02-06,3.25,,
1975-02-07,3.02,,
1975-02-10,3.05,,
1975-02-11,3.03,,
1975-02-12,3.06,,
1975-02-13,2.73,,
1975-02-14,2.75,,
1975-02-18,2.75,,
1975-02-19,2.73,,
1975-02-20,2.7,,
1975-02-21,2.73,,
1975-02-24,2.69,,
1975-02-25,2.73,,
1975-02-26,2.81,,
1975-02-27,2.95,,
1975-02-28,2.97,,
1975-03-03,2.94,,
1975-03-04,2.88,,
1975-03-05,2.84,,
1975-03-06,2.77,,
1975-03-07,2.59,,
1975-03-10,2.63,,
1975-03-11,2.91,,
1975-03-12,2.97,,
1975-03-13,2.98,,
1975-03-14,3.17,,
1975-03-17,3.11,,
1975-03-18,3.11,,
1975-03-19,3.06,,
1975-03-20,3.08,,
1975-03-21,2.94,,
1975-03-24,2.81,,
1975-03-25,2.78,,
1975-03-26,2.91,,
1975-03-27,3.0,,
1975-03-31,3.09,,
1975-04-01,3.11,,
1975-04-02,3.14,,
1975-04-03,3.06,,
1975-04-04,3.06,,
1975-04-07,3.06,,
1975-04-08,3.06,,
1975-04-09,3.0,,
1975-04-10,3.0,,
1975-04-11,3.0,,
1975-04-14,3.0,,
1975-04-15,3.09,,
1975-04-16,3.0,,
1975-04-17,2.89,,
1975-04-18,2.89,,
1975-04-21,2.75,,
1975-04-22,2.58,,
1975-04-23,2.55,,
1975-04-24,2.55,,
1975-04-25,2.7,,
1975-04-28,2.92,,
1975-04-29,2.92,,
1975-04-30,2.94,,
1975-05-01,3.0,,
1975-05-02,3.13,,
1975-05-05,3.28,,
1975-05-06,3.02,,
1975-05-07,3.0,,
1975-05-08,2.94,,
1975-05-09,2.91,,
1975-05-12,2.88,,
1975-05-13,2.89,,
1975-05-14,2.88,,
1975-05-15,2.92,,
1975-05-16,3.02,,
1975-05-19,3.0,,
1975-05-20,3.05,,
1975-05-21,3.03,,
1975-05-22,3.0,,
1975-05-23,3.09,,
1975-05-27,3.06,,
1975-05-28,3.06,,
1975-05-29,3.11,,
1975-05-30,3.13,,
1975-06-02,3.11,,
1975-06-03,3.16,,
1975-06-04,3.19,,
1975-06-05,3.19,,
1975-06-06,3.25,,
1975-06-09,3.27,,
1975-06-10,3.23,,
1975-06-11,3.23,,
1975-06-12,3.22,,
1975-06-13,3.25,,
1975-06-16,3.23,,
1975-06-17,3.23,,
1975-06-18,3.13,,
1975-06-19,3.19,,
1975-06-20,3.05,,
1975-06-23,3.13,,
1975-06-24,3.16,,
1975-06-25,3.17,,
1975-06-26,3.28,,
1975-06-27,3.5,,
1975-06-30,3.69,,
1975-07-01,3.58,,
1975-07-02,3.42,,
1975-07-03,3.44,,
1975-07-07,3.34,,
1975-07-08,3.42,,
1975-07-09,3.27,,
1975-07-10,3.27,,
1975-07-11,3.34,,
1975-07-14,3.44,,
1975-07-15,3.38,,
1975-07-16,3.34,,
1975-07-17,3.34,,
1975-07-18,3.45,,
1975-07-21,3.47,,
1975-07-22,3.31,,
1975-07-23,3.27,,
1975-07-24,3.31,,
1975-07-25,3.28,,
1975-07-28,3.28,,
1975-07-29,3.3,,
1975-07-30,3.3,,
1975-07-31,3.31,,
1975-08-01,3.31,,
1975-08-04,3.34,,
1975-08-05,3.28,,
1975-08-06,3.17,,
1975-08-07,3.22,,
1975-08-08,3.2,,
1975-08-11,3.2,,
1975-08-12,3.28,,
1975-08-13,3.31,,
1975-08-14,3.31,,
1975-08-15,3.25,,
1975-08-18,3.23,,
1975-08-19,3.08,,
1975-08-20,3.03,,
1975-08-21,2.97,,
1975-08-22,2.95,,
1975-08-25,2.98,,
1975-08-26,2.95,,
1975-08-27,2.92,,
1975-08-28,3.0,,
1975-08-29,3.02,,
1975-09-02,2.97,,
1975-09-03,2.95,,
1975-09-04,2.92,,
1975-09-05,2.8,,
1975-09-08,2.78,,
1975-09-09,2.69,,
1975-09-10,2.55,,
1975-09-11,2.53,,
1975-09-12,2.55,,
1975-09-15,2.55,,
1975-09-16,2.55,,
1975-09-17,2.55,,
1975-09-18,2.53,,
1975-09-19,2.72,,
1975-09-22,2.81,,
1975-09-23,2.91,,
1975-09-24,2.97,,
1975-09-25,3.0,,
1975-09-26,3.0,,
1975-09-29,3.02,,
1975-09-30,3.03,,
1975-10-01,3.06,,
1975-10-02,3.14,,
1975-10-03,3.25,,
1975-10-06,3.25,,
1975-10-07,3.22,,
1975-10-08,3.22,,
1975-10-09,3.25,,
1975-10-10,3.25,,
1975-10-13,3.17,,
1975-10-14,3.25,,
1975-10-15,3.28,,
1975-10-16,3.3,,
1975-10-17,3.31,,
1975-10-20,3.31,,
1975-10-21,3.25,,
1975-10-22,3.23,,
1975-10-23,3.28,,
1975-10-24,3.2,,
1975-10-27,3.17,,
1975-10-28,3.25,,
1975-10-29,3.34,,
1975-10-30,3.34,,
1975-10-31,3.34,,
1975-11-03,3.25,,
1975-11-04,3.25,,
1975-11-05,3.22,,
1975-11-06,3.14,,
1975-11-07,3.14,,
1975-11-10,3.22,,
1975-11-11,3.25,,
1975-11-12,3.27,,
1975-11-13,3.28,,
1975-11-14,3.28,,
1975-11-17,3.31,,
1975-11-18,3.47,,
1975-11-19,3.44,,
1975-11-20,3.33,,
1975-11-21,3.33,,
1975-11-24,3.3,,
1975-11-25,3.36,,
1975-11-26,3.36,,
1975-11-28,3.41,,
1975-12-01,3.42,,
1975-12-02,3.36,,
1975-12-03,3.31,,
1975-12-04,3.3,,
1975-12-05,3.3,,
1975-12-08,3.33,,
1975-12-09,3.27,,
1975-12-10,3.25,,
1975-12-11,3.19,,
1975-12-12,3.25,,
1975-12-15,3.25,,
1975-12-16,3.27,,
1975-12-17,3.36,,
1975-12-18,3.39,,
1975-12-19,3.42,,
1975-12-22,3.34,,
1975-12-23,3.25,,
1975-12-24,3.22,,
1975-12-26,3.27,,
1975-12-29,3.19,,
1975-12-30,3.17,,
1975-12-31,3.13,,
1976-01-02,3.13,,
1976-01-05,3.16,,
1976-01-06,3.34,,
1976-01-07,3.5,,
1976-01-08,3.47,,
1976-01-09,3.45,,
1976-01-12,3.45,,
1976-01-13,3.44,,
1976-01-14,3.59,,
1976-01-15,3.69,,
1976-01-16,3.72,,
1976-01-19,3.72,,
1976-01-20,3.7,,
1976-01-21,3.64,,
1976-01-22,3.67,,
1976-01-23,3.69,,
1976-01-26,3.58,,
1976-01-27,3.5,,
1976-01-28,3.47,,
1976-01-29,3.53,,
1976-01-30,3.5,,
1976-02-02,3.5,,
1976-02-03,3.59,,
1976-02-04,3.63,,
1976-02-05,3.58,,
1976-02-06,3.55,,
1976-02-09,3.59,,
1976-02-10,3.63,,
1976-02-11,3.73,,
1976-02-12,3.88,,
1976-02-13,4.03,,
1976-02-17,4.03,,
1976-02-18,4.0,,
1976-02-19,4.09,,
1976-02-20,4.06,,
1976-02-23,4.09,,
1976-02-24,4.11,,
1976-02-25,4.06,,
1976-02-26,4.09,,
1976-02-27,4.03,,
1976-03-01,4.05,,
1976-03-02,4.06,,
1976-03-03,4.02,,
1976-03-04,4.03,,
1976-03-05,4.08,,
1976-03-08,4.13,,
1976-03-09,4.14,,
1976-03-10,4.16,,
1976-03-11,4.13,,
1976-03-12,4.13,,
1976-03-15,4.13,,
1976-03-16,4.14,,
1976-03-17,4.22,,
1976-03-18,4.16,,
1976-03-19,4.13,,
1976-03-22,4.13,,
1976-03-23,4.16,,
1976-03-24,4.16,,
1976-03-25,3.98,,
1976-03-26,3.92,,
1976-03-29,3.81,,
1976-03-30,3.69,,
1976-03-31,3.75,,
1976-04-01,3.75,,
1976-04-02,3.7,,
1976-04-05,3.7,,
1976-04-06,3.73,,
1976-04-07,3.75,,
1976-04-08,3.78,,
1976-04-09,3.8,,
1976-04-12,3.84,,
1976-04-13,4.0,,
1976-04-14,4.03,,
1976-04-15,4.06,,
1976-04-19,4.03,,
1976-04-20,4.06,,
1976-04-21,4.13,,
1976-04-22,4.14,,
1976-04-23,4.02,,
1976-04-26,3.97,,
1976-04-27,3.97,,
1976-04-28,3.94,,
1976-04-29,3.94,,
1976-04-30,4.03,,
1976-05-03,3.95,,
1976-05-04,3.97,,
1976-05-05,3.95,,
1976-05-06,3.92,,
1976-05-07,3.91,,
1976-05-10,3.95,,
1976-05-11,4.0,,
1976-05-12,4.0,,
1976-05-13,4.06,,
1976-05-14,4.14,,
1976-05-17,4.13,,
1976-05-18,4.13,,
1976-05-19,4.08,,
1976-05-20,4.08,,
1976-05-21,4.06,,
1976-05-24,4.05,,
1976-05-25,4.06,,
1976-05-26,4.06,,
1976-05-27,4.11,,
1976-05-28,4.13,,
1976-06-01,4.13,,
1976-06-02,4.16,,
1976-06-03,4.19,,
1976-06-04,4.25,,
1976-06-07,4.22,,
1976-06-08,4.22,,
1976-06-09,4.23,,
1976-06-10,4.23,,
1976-06-11,4.2,,
1976-06-14,4.22,,
1976-06-15,4.23,,
1976-06-16,4.06,,
1976-06-17,4.16,,
1976-06-18,4.17,,
1976-06-21,4.17,,
1976-06-22,4.19,,
1976-06-23,4.14,,
1976-06-24,4.23,,
1976-06-25,4.19,,
1976-06-28,4.23,,
1976-06-29,4.16,,
1976-06-30,4.16,,
1976-07-01,4.16,,
1976-07-02,4.13,,
1976-07-06,4.06,,
1976-07-07,4.0,,
1976-07-08,4.05,,
1976-07-09,4.03,,
1976-07-12,4.0,,
1976-07-13,3.91,,
1976-07-14,3.84,,
1976-07-15,3.86,,
1976-07-16,4.03,,
1976-07-19,4.09,,
1976-07-20,4.03,,
1976-07-21,4.03,,
1976-07-22,4.06,,
1976-07-23,4.09,,
1976-07-26,4.05,,
1976-07-27,4.05,,
1976-07-28,4.09,,
1976-07-29,4.08,,
1976-07-30,4.11,,
1976-08-02,4.06,,
1976-08-03,4.02,,
1976-08-04,4.02,,
1976-08-05,4.02,,
1976-08-06,4.0,,
1976-08-09,4.06,,
1976-08-10,4.02,,
1976-08-11,4.0,,
1976-08-12,3.97,,
1976-08-13,4.0,,
1976-08-16,4.0,,
1976-08-17,4.03,,
1976-08-18,4.02,,
1976-08-19,4.0,,
1976-08-20,4.02,,
1976-08-23,4.0,,
1976-08-24,4.02,,
1976-08-25,4.02,,
1976-08-26,3.98,,
1976-08-27,3.91,,
1976-08-30,3.91,,
1976-08-31,3.91,,
1976-09-01,3.97,,
1976-09-02,4.0,,
1976-09-03,4.03,,
1976-09-07,4.05,,
1976-09-08,4.11,,
1976-09-09,4.06,,
1976-09-10,4.02,,
1976-09-13,4.05,,
1976-09-14,4.02,,
1976-09-15,4.03,,
1976-09-16,4.03,,
1976-09-17,4.08,,
1976-09-20,4.13,,
1976-09-21,4.19,,
1976-09-22,4.22,,
1976-09-23,4.22,,
1976-09-24,4.19,,
1976-09-27,4.13,,
1976-09-28,4.06,,
1976-09-29,4.06,,
1976-09-30,4.09,,
1976-10-01,4.11,,
1976-10-04,4.08,,
1976-10-05,3.97,,
1976-10-06,3.88,,
1976-10-07,3.89,,
1976-10-08,3.92,,
1976-10-11,3.97,,
1976-10-12,3.95,,
1976-10-13,3.98,,
1976-10-14,3.91,,
1976-10-15,3.86,,
1976-10-18,3.81,,
1976-10-19,3.75,,
1976-10-20,3.75,,
1976-10-21,3.64,,
1976-10-22,3.63,,
1976-10-25,3.56,,
1976-10-26,3.58,,
1976-10-27,3.64,,
1976-10-28,3.58,,
1976-10-29,3.64,,
1976-11-01,3.59,,
1976-11-03,3.47,,
1976-11-04,3.52,,
1976-11-05,3.55,,
1976-11-08,3.53,,
1976-11-09,3.52,,
1976-11-10,3.5,,
1976-11-11,3.5,,
1976-11-12,3.48,,
1976-11-15,3.53,,
1976-11-16,3.52,,
1976-11-17,3.53,,
1976-11-18,3.63,,
1976-11-19,3.61,,
1976-11-22,3.73,,
1976-11-23,3.78,,
1976-11-24,3.78,,
1976-11-26,3.8,,
1976-11-29,3.83,,
1976-11-30,3.88,,
1976-12-01,3.86,,
1976-12-02,4.0,,
1976-12-03,3.98,,
1976-12-06,4.05,,
1976-12-07,4.0,,
1976-12-08,4.06,,
1976-12-09,4.03,,
1976-12-10,4.03,,
1976-12-13,3.94,,
1976-12-14,3.97,,
1976-12-15,3.86,,
1976-12-16,3.78,,
1976-12-17,3.75,,
1976-12-20,3.73,,
1976-12-21,3.75,,
1976-12-22,3.69,,
1976-12-23,3.69,,
1976-12-27,3.72,,
1976-12-28,3.77,,
1976-12-29,3.75,,
1976-12-30,3.75,,
1976-12-31,3.75,,
1977-01-03,3.69,,
1977-01-04,3.7,,
1977-01-05,3.7,,
1977-01-06,3.73,,
1977-01-07,3.73,,
1977-01-10,3.69,,
1977-01-11,3.63,,
1977-01-12,3.61,,
1977-01-13,3.64,,
1977-01-14,3.63,,
1977-01-17,3.61,,
1977-01-18,3.56,,
1977-01-19,3.53,,
1977-01-20,3.47,,
1977-01-21,3.52,,
1977-01-24,3.47,,
1977-01-25,3.42,,
1977-01-26,3.36,,
1977-01-27,3.36,,
1977-01-28,3.39,,
1977-01-31,3.39,,
1977-02-01,3.34,,
1977-02-02,3.33,,
1977-02-03,3.36,,
1977-02-04,3.33,,
1977-02-07,3.33,,
1977-02-08,3.36,,
1977-02-09,3.33,,
1977-02-10,3.36,,
1977-02-11,3.44,,
1977-02-14,3.44,,
1977-02-15,3.55,,
1977-02-16,3.61,,
1977-02-17,3.61,,
1977-02-18,3.61,,
1977-02-22,3.61,,
1977-02-23,3.59,,
1977-02-24,3.55,,
1977-02-25,3.5,,
1977-02-28,3.48,,
1977-03-01,3.56,,
1977-03-02,3.53,,
1977-03-03,3.48,,
1977-03-04,3.45,,
1977-03-07,3.5,,
1977-03-08,3.5,,
1977-03-09,3.45,,
1977-03-10,3.5,,
1977-03-11,3.45,,
1977-03-14,3.5,,
1977-03-15,3.55,,
1977-03-16,3.58,,
1977-03-17,3.59,,
1977-03-18,3.66,,
1977-03-21,3.7,,
1977-03-22,3.67,,
1977-03-23,3.67,,
1977-03-24,3.59,,
1977-03-25,3.59,,
1977-03-28,3.58,,
1977-03-29,3.55,,
1977-03-30,3.58,,
1977-03-31,3.55,,
1977-04-01,3.56,,
1977-04-04,3.56,,
1977-04-05,3.53,,
1977-04-06,3.56,,
1977-04-07,3.55,,
1977-04-11,3.55,,
1977-04-12,3.59,,
1977-04-13,3.59,,
1977-04-14,3.59,,
1977-04-15,3.59,,
1977-04-18,3.61,,
1977-04-19,3.53,,
1977-04-20,3.55,,
1977-04-21,3.55,,
1977-04-22,3.58,,
1977-04-25,3.61,,
1977-04-26,3.56,,
1977-04-27,3.5,,
1977-04-28,3.55,,
1977-04-29,3.52,,
1977-05-02,3.53,,
1977-05-03,3.66,,
1977-05-04,3.63,,
1977-05-05,3.61,,
1977-05-06,3.66,,
1977-05-09,3.63,,
1977-05-10,3.66,,
1977-05-11,3.69,,
1977-05-12,3.69,,
1977-05-13,3.75,,
1977-05-16,3.84,,
1977-05-17,3.86,,
1977-05-18,3.78,,
1977-05-19,3.77,,
