date,WLTW,dcf,Deviation
2002-02-19,71.79,,
2002-02-20,71.52,,
2002-02-21,71.84,,
2002-02-22,70.46,,
2002-02-25,71.36,,
2002-02-26,70.33,,
2002-02-27,70.7,,
2002-02-28,71.5,,
2002-03-01,71.26,,
2002-03-04,71.13,,
2002-03-05,70.99,,
2002-03-06,69.64,,
2002-03-07,67.97,,
2002-03-08,67.97,,
2002-03-11,66.89,,
2002-03-12,68.64,,
2002-03-13,67.95,,
2002-03-14,68.21,,
2002-03-15,66.89,,
2002-03-18,65.96,,
2002-03-19,66.57,,
2002-03-20,66.12,,
2002-03-21,67.95,,
2002-03-22,67.5,,
2002-03-25,66.49,,
2002-03-26,65.72,,
2002-03-27,65.43,,
2002-03-28,65.43,,
2002-04-01,65.3,,
2002-04-02,67.02,,
2002-04-03,66.49,,
2002-04-04,68.79,,
2002-04-05,69.93,,
2002-04-08,69.32,,
2002-04-09,72.61,,
2002-04-10,73.51,,
2002-04-11,73.38,,
2002-04-12,74.15,,
2002-04-15,74.04,,
2002-04-16,74.17,,
2002-04-17,75.5,,
2002-04-18,75.13,,
2002-04-19,74.83,,
2002-04-22,72.87,,
2002-04-23,72.87,,
2002-04-24,71.66,,
2002-04-25,70.3,,
2002-04-26,72.19,,
2002-04-29,71.63,,
2002-04-30,77.48,,
2002-05-01,77.75,,
2002-05-02,80.79,,
2002-05-03,79.47,,
2002-05-06,80.79,,
2002-05-07,74.7,,
2002-05-08,74.12,,
2002-05-09,73.8,,
2002-05-10,75.23,,
2002-05-13,75.23,,
2002-05-14,77.83,,
2002-05-15,76.19,,
2002-05-16,82.12,,
2002-05-17,81.99,,
2002-05-20,80.95,,
2002-05-21,79.87,,
2002-05-22,79.84,,
2002-05-23,80.93,,
2002-05-24,82.12,,
2002-05-28,85.51,,
2002-05-29,85.7,,
2002-05-30,82.7,,
2002-05-31,86.17,,
2002-06-03,85.19,,
2002-06-04,83.07,,
2002-06-05,83.58,,
2002-06-06,84.24,,
2002-06-07,86.78,,
2002-06-10,85.96,,
2002-06-11,87.42,,
2002-06-12,89.7,,
2002-06-13,84.29,,
2002-06-14,84.79,,
2002-06-17,83.84,,
2002-06-18,84.9,,
2002-06-19,87.02,,
2002-06-20,87.74,,
2002-06-21,87.79,,
2002-06-24,87.28,,
2002-06-25,86.94,,
2002-06-26,85.14,,
2002-06-27,88.48,,
2002-06-28,87.18,,
2002-07-01,84.11,,
2002-07-02,81.19,,
2002-07-03,80.53,,
2002-07-05,81.62,,
2002-07-08,81.85,,
2002-07-09,81.03,,
2002-07-10,78.94,,
2002-07-11,78.41,,
2002-07-12,76.82,,
2002-07-15,74.28,,
2002-07-16,74.54,,
2002-07-17,74.86,,
2002-07-18,73.27,,
2002-07-19,71.5,,
2002-07-22,66.75,,
2002-07-23,69.96,,
2002-07-24,72.72,,
2002-07-25,72.72,,
2002-07-26,76.95,,
2002-07-29,80.0,,
2002-07-30,86.01,,
2002-07-31,83.81,,
2002-08-01,79.42,,
2002-08-02,76.82,,
2002-08-05,75.1,,
2002-08-06,77.48,,
2002-08-07,75.79,,
2002-08-08,82.54,,
2002-08-09,84.85,,
2002-08-12,85.46,,
2002-08-13,85.54,,
2002-08-14,85.17,,
2002-08-15,86.3,,
2002-08-16,84.5,,
2002-08-19,81.83,,
2002-08-20,80.79,,
2002-08-21,80.61,,
2002-08-22,80.9,,
2002-08-23,80.26,,
2002-08-26,79.74,,
2002-08-27,79.15,,
2002-08-28,78.97,,
2002-08-29,82.44,,
2002-08-30,83.42,,
2002-09-03,80.13,,
2002-09-04,82.52,,
2002-09-05,82.17,,
2002-09-06,86.09,,
2002-09-09,87.42,,
2002-09-10,86.89,,
2002-09-11,86.25,,
2002-09-12,84.95,,
2002-09-13,85.03,,
2002-09-16,85.83,,
2002-09-17,83.97,,
2002-09-18,82.97,,
2002-09-19,82.49,,
2002-09-20,83.39,,
2002-09-23,83.44,,
2002-09-24,81.46,,
2002-09-25,83.5,,
2002-09-26,87.15,,
2002-09-27,87.5,,
2002-09-30,88.72,,
2002-10-01,91.26,,
2002-10-02,89.56,,
2002-10-03,91.02,,
2002-10-04,87.18,,
2002-10-07,85.4,,
2002-10-08,87.13,,
2002-10-09,84.9,,
2002-10-10,89.75,,
2002-10-11,92.45,,
2002-10-14,94.7,,
2002-10-15,92.98,,
2002-10-16,91.63,,
2002-10-17,90.62,,
2002-10-18,90.62,,
2002-10-21,90.65,,
2002-10-22,90.54,,
2002-10-23,90.07,,
2002-10-24,89.75,,
2002-10-25,86.86,,
2002-10-28,87.36,,
2002-10-29,80.93,,
2002-10-30,80.82,,
2002-10-31,81.06,,
2002-11-01,81.32,,
2002-11-04,80.45,,
2002-11-05,83.05,,
2002-11-06,83.13,,
2002-11-07,80.64,,
2002-11-08,79.58,,
2002-11-11,78.49,,
2002-11-12,78.83,,
2002-11-13,80.13,,
2002-11-14,81.46,,
2002-11-15,82.12,,
2002-11-18,83.55,,
2002-11-19,82.91,,
2002-11-20,81.48,,
2002-11-21,78.73,,
2002-11-22,79.07,,
2002-11-25,75.13,,
2002-11-26,73.64,,
2002-11-27,73.51,,
2002-11-29,73.14,,
2002-12-02,75.81,,
2002-12-03,77.62,,
2002-12-04,76.74,,
2002-12-05,78.6,,
2002-12-06,80.95,,
2002-12-09,80.4,,
2002-12-10,81.19,,
2002-12-11,81.85,,
2002-12-12,82.78,,
2002-12-13,80.37,,
2002-12-16,77.88,,
2002-12-17,78.01,,
2002-12-18,78.46,,
2002-12-19,76.42,,
2002-12-20,77.17,,
2002-12-23,76.48,,
2002-12-24,76.32,,
2002-12-26,75.52,,
2002-12-27,75.23,,
2002-12-30,75.26,,
2002-12-31,75.95,,
2003-01-02,76.95,,
2003-01-03,76.19,,
2003-01-06,77.22,,
2003-01-07,76.32,,
2003-01-08,75.07,,
2003-01-09,76.53,,
2003-01-10,75.39,,
2003-01-13,74.83,,
2003-01-14,74.52,,
2003-01-15,73.96,,
2003-01-16,71.26,,
2003-01-17,71.52,,
2003-01-21,70.73,,
2003-01-22,70.07,,
2003-01-23,73.43,,
2003-01-24,71.6,,
2003-01-27,71.13,,
2003-01-28,71.28,,
2003-01-29,71.79,,
2003-01-30,70.49,,
2003-01-31,69.01,,
2003-02-03,68.87,,
2003-02-04,67.68,,
2003-02-05,69.17,,
2003-02-06,71.87,,
2003-02-07,72.32,,
2003-02-10,73.11,,
2003-02-11,70.73,,
2003-02-12,69.54,,
2003-02-13,69.09,,
2003-02-14,69.67,,
2003-02-18,69.4,,
2003-02-19,68.74,,
2003-02-20,67.5,,
2003-02-21,67.95,,
2003-02-24,68.48,,
2003-02-25,68.5,,
2003-02-26,67.6,,
2003-02-27,67.87,,
2003-02-28,66.36,,
2003-03-03,64.58,,
2003-03-04,64.13,,
2003-03-05,65.7,,
2003-03-06,67.87,,
2003-03-07,69.54,,
2003-03-10,66.91,,
2003-03-11,67.02,,
2003-03-12,65.06,,
2003-03-13,67.26,,
2003-03-14,67.44,,
2003-03-17,67.68,,
2003-03-18,68.69,,
2003-03-19,70.78,,
2003-03-20,72.29,,
2003-03-21,75.5,,
2003-03-24,73.09,,
2003-03-25,73.51,,
2003-03-26,74.57,,
2003-03-27,74.68,,
2003-03-28,75.23,,
2003-03-31,73.38,74.262,-0.011876868384907535
2003-04-01,73.11,75.722,-0.03449459866353233
2003-04-02,74.57,74.502,0.0009127271751092625
2003-04-03,73.35,75.722,-0.03132511027178364
2003-04-04,74.57,75.802,-0.016252869317432417
2003-04-07,74.65,77.362,-0.03505597063157606
2003-04-08,76.21,76.572,-0.004727576659875776
2003-04-09,75.42,77.412,-0.025732444582235336
2003-04-10,76.26,75.772,0.006440373752837347
2003-04-11,74.62,77.44200000000001,-0.036440174582268
2003-04-14,76.29,79.672,-0.04244904106838021
2003-04-15,78.52,81.262,-0.03374270876916641
2003-04-16,80.11,80.622,-0.006350623899183838
2003-04-17,79.47,80.732,-0.015631967497398813
2003-04-21,79.58,83.642,-0.04856411850505726
2003-04-22,82.49,84.962,-0.029095360278712956
2003-04-23,83.81,82.472,0.01622368803957719
2003-04-24,81.32,83.032,-0.020618556701030966
2003-04-25,81.88,82.742,-0.010417925600058164
2003-04-28,81.59,82.422,-0.010094392273907404
2003-04-29,81.27,83.772,-0.029866781263429454
2003-04-30,82.62,83.982,-0.016217760948774695
2003-05-01,82.83,83.272,-0.005307906619271829
2003-05-02,82.12,83.222,-0.013241690899041036
2003-05-05,82.07,82.612,-0.006560790199971023
2003-05-06,81.46,82.612,-0.013944705369679955
2003-05-07,81.46,81.812,-0.004302547303574045
2003-05-08,80.66,81.872,-0.01480359585694746
2003-05-09,80.72,83.532,-0.033663745630417075
2003-05-12,82.38,83.272,-0.010711883946584844
2003-05-13,82.12,83.002,-0.010626249969880153
2003-05-14,81.85,82.532,-0.00826346144525758
2003-05-15,81.38,83.932,-0.030405566410904195
2003-05-16,82.78,83.08200000000001,-0.003634963048554485
2003-05-19,81.93,82.472,-0.006571927442040826
2003-05-20,81.32,82.322,-0.012171715944705008
2003-05-21,81.17,83.302,-0.025593623202324167
2003-05-22,82.15,83.532,-0.016544557774266
2003-05-23,82.38,83.69200000000001,-0.015676528222530406
2003-05-27,82.54,85.282,-0.0321521540301587
2003-05-28,84.13,84.062,0.0008089267445456905
2003-05-29,82.91,84.912,-0.023577350668927965
2003-05-30,83.76,84.83200000000001,-0.012636740852508543
2003-06-02,83.68,86.182,-0.029031584321552062
2003-06-03,85.03,86.852,-0.02097821581541015
2003-06-04,85.7,87.112,-0.016209018275323617
2003-06-05,85.96,87.982,-0.022981973585506243
2003-06-06,86.83,84.962,0.02198629975753863
2003-06-09,83.81,84.33200000000001,-0.0061898211829436445
2003-06-10,83.18,85.392,-0.025904065954655997
2003-06-11,84.24,88.142,-0.044269474257448205
2003-06-12,86.99,86.772,0.0025123311667356596
2003-06-13,85.62,86.772,-0.013276172037062661
2003-06-16,85.62,88.962,-0.03756660147029067
2003-06-17,87.81,88.382,-0.006471906044217213
2003-06-18,87.23,86.58200000000001,0.007484234598415407
2003-06-19,85.43,85.792,-0.004219507646400555
2003-06-20,84.64,83.482,0.013871253683428675
2003-06-23,82.33,83.532,-0.014389694967198219
2003-06-24,82.38,82.262,0.0014344411757554187
2003-06-25,81.11,81.682,-0.007002766827452822
2003-06-26,80.53,81.682,-0.014103474449695175
2003-06-27,80.53,82.612,-0.025202149808744467
2003-06-30,81.46,82.37025000945141,-0.011050713204669993
2003-07-01,80.69,82.71025000945141,-0.024425630550271138
2003-07-02,81.03,81.2802500094514,-0.0030788538350003947
2003-07-03,79.6,80.6702500094514,-0.013266972760416773
2003-07-07,78.99,80.2502500094514,-0.01570400103804026
2003-07-08,78.57,80.2202500094514,-0.020571489234413765
2003-07-09,78.54,78.10025000945141,0.005630583647240339
2003-07-10,76.42,78.16025000945142,-0.02226515408076324
2003-07-11,76.48,77.87025000945141,-0.017853416539470035
2003-07-14,76.19,78.66025000945142,-0.031404044725952485
2003-07-15,76.98,77.5202500094514,-0.006969146892399469
2003-07-16,75.84,76.59025000945141,-0.009795633378384627
2003-07-17,74.91,76.96025000945141,-0.026640376157816892
2003-07-18,75.28,76.30025000945142,-0.013371515942936396
2003-07-21,74.62,76.2502500094514,-0.021380257890948884
2003-07-22,74.57,78.87025000945141,-0.054523093421614544
2003-07-23,77.19,78.98025000945141,-0.02266705928681123
2003-07-24,77.3,82.4702500094514,-0.06269230430196193
2003-07-25,80.79,82.4702500094514,-0.020374013771739974
2003-07-28,80.79,82.4002500094514,-0.019541809755027395
2003-07-29,80.72,82.55025000945142,-0.022171344232656653
2003-07-30,80.87,81.4202500094514,-0.006758146890822769
2003-07-31,79.74,81.2802500094514,-0.01894986800941556
2003-08-01,79.6,80.3602500094514,-0.009460523198496773
2003-08-04,78.68,78.6302500094514,0.0006327080295767118
2003-08-05,76.95,77.44025000945142,-0.006330687328509166
2003-08-06,75.76,77.7902500094514,-0.026099029238300653
2003-08-07,76.11,77.68025000945141,-0.020214275948653104
2003-08-08,76.0,77.10025000945141,-0.014270381864086579
2003-08-11,75.42,76.59025000945141,-0.015279360092270156
2003-08-12,74.91,77.0402500094514,-0.02765113053488355
2003-08-13,75.36,77.18025000945141,-0.023584401569423652
2003-08-14,75.5,76.91025000945142,-0.018336307699924448
2003-08-15,75.23,76.7802500094514,-0.020190739275537162
2003-08-18,75.1,76.3802500094514,-0.016761532062188667
2003-08-19,74.7,75.98025000945141,-0.01684977358316342
2003-08-20,74.3,73.71025000945141,0.008000922401877109
2003-08-21,72.03,75.2702500094514,-0.04304821638090128
2003-08-22,73.59,75.69025000945142,-0.027747959733111727
2003-08-25,74.01,75.98025000945141,-0.025931080895447378
2003-08-26,74.3,76.7502500094514,-0.03192497756228385
2003-08-27,75.07,78.0202500094514,-0.037813900994857264
2003-08-28,76.34,78.4702500094514,-0.027147231074130973
2003-08-29,76.79,79.30025000945142,-0.03165500750820116
2003-09-02,77.62,80.12025000945141,-0.031206218267622265
2003-09-03,78.44,81.3602500094514,-0.03589283475790905
2003-09-04,79.68,81.18025000945141,-0.018480480280323563
2003-09-05,79.5,81.94025000945142,-0.0297808465213365
2003-09-08,80.26,82.2402500094514,-0.024078842284937285
2003-09-09,80.56,81.07025000945141,-0.006293924212543156
2003-09-10,79.39,80.2202500094514,-0.01034963128827926
2003-09-11,78.54,81.2802500094514,-0.03371360212515029
2003-09-12,79.6,82.08025000945142,-0.030217378835539987
2003-09-15,80.4,82.55025000945142,-0.026047771014687693
2003-09-16,80.87,80.8902500094514,-0.00025033931096807294
2003-09-17,79.21,82.1302500094514,-0.03555632679938692
2003-09-18,80.45,81.68025000945141,-0.015061780654552992
2003-09-19,80.0,81.4202500094514,-0.017443449378828135
2003-09-22,79.74,84.0602500094514,-0.05139468427664262
2003-09-23,82.38,83.80025000945142,-0.01694804024201879
2003-09-24,82.12,83.4002500094514,-0.01535067352083841
2003-09-25,81.72,82.08025000945142,-0.004388997467843159
2003-09-26,80.4,82.87025000945141,-0.02980864676008188
2003-09-29,81.19,83.1402500094514,-0.02345735079254274
2003-09-30,81.46,85.63868687037241,-0.04879438280852577
2003-10-01,83.97,85.10868687037241,-0.013379208541975607
2003-10-02,83.44,85.53868687037242,-0.024534943744844107
2003-10-03,83.87,85.3786868703724,-0.017670532608014766
2003-10-06,83.71,85.77868687037241,-0.024116560253464647
2003-10-07,84.11,85.82868687037241,-0.02002462035762187
2003-10-08,84.16,86.93868687037241,-0.031961454335231676
2003-10-09,85.27,84.2686868703724,0.01188238676565434
2003-10-10,82.6,84.2386868703724,-0.019452901407331358
2003-10-13,82.57,82.88868687037241,-0.0038447571364087496
2003-10-14,81.22,83.70868687037242,-0.02973032983095636
2003-10-15,82.04,84.60868687037241,-0.030359611588203106
2003-10-16,82.94,84.84868687037242,-0.02249518455469346
2003-10-17,83.18,84.89868687037242,-0.020243974715375535
2003-10-20,83.23,85.9886868703724,-0.03208197462686124
2003-10-21,84.32,86.43868687037241,-0.024510863677854045
2003-10-22,84.77,88.41868687037241,-0.04126601513231731
2003-10-23,86.75,88.94868687037241,-0.024718598415922943
2003-10-24,87.28,89.21868687037241,-0.02172960551626546
2003-10-27,87.55,89.74868687037241,-0.02449826228152019
2003-10-28,88.08,89.66868687037241,-0.017717298265659487
2003-10-29,88.0,89.4086868703724,-0.01575559288120143
2003-10-30,87.74,89.8786868703724,-0.023795261644809496
2003-10-31,88.21,91.22868687037241,-0.0330892285522173
2003-11-03,89.56,91.70868687037242,-0.023429480278237103
2003-11-04,90.04,91.43868687037241,-0.0152964452820199
2003-11-05,89.77,91.30868687037241,-0.016851483939932632
2003-11-06,89.64,91.5186868703724,-0.02052790456918807
2003-11-07,89.85,91.36868687037241,-0.0166215245330934
2003-11-10,89.7,89.66868687037241,0.0003492091913073203
2003-11-11,88.0,90.80868687037241,-0.03092971572622516
2003-11-12,89.14,90.53868687037242,-0.015448499627291556
2003-11-13,88.87,90.45868687037242,-0.017562568342927687
2003-11-14,88.79,91.06868687037242,-0.02502162871433411
2003-11-17,89.4,89.4086868703724,-9.71591315841458e-05
2003-11-18,87.74,89.34868687037242,-0.01800459443468172
2003-11-19,87.68,89.50868687037242,-0.02043027257254637
2003-11-20,87.84,89.05868687037241,-0.013684087574143633
2003-11-21,87.39,88.94868687037241,-0.017523438796167246
2003-11-24,87.28,88.55868687037241,-0.014438864391068562
2003-11-25,86.89,88.44868687037241,-0.01762249871110888
2003-11-26,86.78,89.21868687037241,-0.027333812634068755
2003-11-28,87.55,89.58868687037241,-0.022756074919618285
2003-12-01,87.92,90.27868687037241,-0.026126729930832426
2003-12-02,88.61,89.08868687037241,-0.005373149915981146
2003-12-03,87.42,89.10868687037241,-0.01895086696574222
2003-12-04,87.44,88.68868687037241,-0.014079438025703217
2003-12-05,87.02,88.81868687037242,-0.02025122115346667
2003-12-08,87.15,89.13868687037241,-0.02231003103360052
2003-12-09,87.47,88.1586868703724,-0.007811900276884165
2003-12-10,86.49,87.89868687037242,-0.016026256142482098
2003-12-11,86.23,87.6286868703724,-0.01596151808643964
2003-12-12,85.96,88.07868687037241,-0.024054478394875956
2003-12-15,86.41,88.18868687037241,-0.02016910483072376
2003-12-16,86.52,88.1586868703724,-0.018587922853047
2003-12-17,86.49,87.75868687037242,-0.014456538897925753
2003-12-18,86.09,88.6586868703724,-0.028972760155223987
2003-12-19,86.99,89.00868687037242,-0.02267966129319865
2003-12-22,87.34,89.13868687037241,-0.020178521061097743
2003-12-23,87.47,89.61868687037241,-0.0239758798684514
2003-12-24,87.95,90.53868687037242,-0.028592052302224502
2003-12-26,88.87,91.7386868703724,-0.03127019764764982
2003-12-29,90.07,92.2686868703724,-0.02382917699328846
2003-12-30,90.6,91.91868687037241,-0.014346232689682381
2003-12-31,90.25,93.58929293148414,-0.03568028806381518
2004-01-02,91.42,93.82929293148412,-0.025677406875946773
2004-01-05,91.66,94.98929293148413,-0.03504913900017714
2004-01-06,92.82,95.80929293148414,-0.0312004487249673
2004-01-07,93.64,92.94929293148414,0.007431009389442078
2004-01-08,90.78,92.68929293148413,-0.02059885096863867
2004-01-09,90.52,92.17929293148414,-0.0180007122935677
2004-01-12,90.01,92.20929293148414,-0.023851098534269366
2004-01-13,90.04,92.23929293148413,-0.02384334117909781
2004-01-14,90.07,92.20929293148414,-0.023200404899251792
2004-01-15,90.04,91.96929293148413,-0.020977577080226406
2004-01-16,89.8,92.60929293148413,-0.030334892347818276
2004-01-20,90.44,93.71929293148413,-0.03499058549109568
2004-01-21,91.55,94.88929293148412,-0.0351914618427529
2004-01-22,92.72,96.09929293148414,-0.03516459724520005
2004-01-23,93.93,97.84929293148414,-0.04005438173404585
2004-01-26,95.68,99.78929293148414,-0.04117969784900266
2004-01-27,97.62,99.51929293148412,-0.019084670675782567
2004-01-28,97.35,99.06929293148414,-0.01735444839273459
2004-01-29,96.9,100.17929293148414,-0.032734239137891974
2004-01-30,98.01,97.71929293148413,0.0029749198934514443
2004-02-02,95.55,99.91929293148414,-0.04372822108018937
2004-02-03,97.75,99.38929293148412,-0.01649365724549623
2004-02-04,97.22,98.08929293148414,-0.008862261165358265
2004-02-05,95.92,100.31929293148414,-0.04385291007272907
2004-02-06,98.15,100.44929293148414,-0.022890085777432678
2004-02-09,98.28,101.37929293148413,-0.030571262058206927
2004-02-10,99.21,100.76929293148412,-0.015473889774579752
2004-02-11,98.6,100.17929293148414,-0.015764664385925276
2004-02-12,98.01,99.41929293148414,-0.014175245970169614
2004-02-13,97.25,101.23929293148413,-0.0394045910038503
2004-02-17,99.07,101.95929293148414,-0.028337710554993123
2004-02-18,99.79,103.54929293148413,-0.036304380503800804
2004-02-19,101.38,103.54929293148413,-0.020949374641500484
2004-02-20,101.38,103.59929293148416,-0.02142189264700778
2004-02-23,101.43,103.01929293148413,-0.015427138803419393
2004-02-24,100.85,102.56929293148413,-0.01676225780977758
2004-02-25,100.4,103.51929293148413,-0.03013247910752903
2004-02-26,101.35,103.75929293148414,-0.023220020717325873
2004-02-27,101.59,103.78929293148414,-0.021189978940659993
2004-03-01,101.62,102.29929293148413,-0.006640250504361678
2004-03-02,100.13,102.37929293148413,-0.021970194040990654
2004-03-03,100.21,102.21929293148413,-0.01965668978781665
2004-03-04,100.05,103.35929293148415,-0.03201737200038557
2004-03-05,101.19,102.56929293148413,-0.013447425560450088
2004-03-08,100.4,101.44929293148414,-0.010343028533405296
2004-03-09,99.28,101.02929293148414,-0.01731471022637432
2004-03-10,98.86,99.80929293148414,-0.009511067593032663
2004-03-11,97.64,100.31929293148414,-0.02670765366452532
2004-03-12,98.15,100.25929293148414,-0.021038378287044135
2004-03-15,98.09,102.16929293148414,-0.039926800063300405
2004-03-16,100.0,103.25929293148414,-0.031564160851331624
2004-03-17,101.09,102.98929293148412,-0.018441654247958184
2004-03-18,100.82,101.50929293148414,-0.006790441658867663
2004-03-19,99.34,100.78929293148414,-0.014379433462931024
2004-03-22,98.62,100.97929293148414,-0.023364126079640335
2004-03-23,98.81,100.25929293148414,-0.014455447361618301
2004-03-24,98.09,100.09929293148414,-0.020072998246445706
2004-03-25,97.93,99.11929293148414,-0.011998601849452561
2004-03-26,96.95,100.04929293148413,-0.030977659518359513
2004-03-29,97.88,100.41929293148414,-0.02528690311747861
2004-03-30,98.25,100.70929293148414,-0.024419721953139684
2004-03-31,98.54,102.43033784169295,-0.037980328129987195
2004-04-01,101.19,102.54033784169293,-0.013168845257538142
2004-04-02,101.3,102.49033784169295,-0.011614146921162027
2004-04-05,101.25,101.82033784169295,-0.005601413762540197
2004-04-06,100.58,101.53033784169294,-0.009360136702930344
2004-04-07,100.29,100.55033784169295,-0.0025891294577530255
2004-04-08,99.31,101.37033784169293,-0.020324859180310684
2004-04-12,100.13,99.84033784169293,0.002901253787485736
2004-04-13,98.6,98.33033784169295,0.0027424105746609584
2004-04-14,97.09,97.43033784169295,-0.0034931403219182755
2004-04-15,96.19,100.74033784169295,-0.04516897539934317
2004-04-16,99.5,99.84033784169293,-0.003408821014133312
2004-04-19,98.6,96.87033784169293,0.017855436419905057
2004-04-20,95.63,97.88033784169293,-0.022990703662389533
2004-04-21,96.64,98.59033784169293,-0.019782241184978955
2004-04-22,97.35,95.28033784169294,0.02172181800767503
2004-04-23,94.04,93.29033784169295,0.008035796371315351
2004-04-26,92.05,93.56033784169293,-0.016142928473050988
2004-04-27,92.32,93.69033784169294,-0.014626245067110188
2004-04-28,92.45,96.02033784169295,-0.03718314184208871
2004-04-29,94.78,97.43033784169295,-0.027202387884554757
2004-04-30,96.19,99.15033784169293,-0.02985706257924725
2004-05-03,97.91,98.94033784169294,-0.010413728759866459
2004-05-04,97.7,98.72033784169294,-0.010335639686820608
2004-05-05,97.48,98.19033784169294,-0.007234294710729783
2004-05-06,96.95,95.17033784169296,0.01869975665387824
2004-05-07,93.93,93.11033784169295,0.008803127314398251
2004-05-10,91.87,93.90033784169293,-0.021622263437602096
2004-05-11,92.66,93.16033784169294,-0.0053707173383501505
2004-05-12,91.92,94.22033784169294,-0.024414451214958666
2004-05-13,92.98,94.62033784169293,-0.01733599645815398
2004-05-14,93.38,93.29033784169295,0.0009611087319589817
2004-05-17,92.05,93.82033784169295,-0.018869446459254036
2004-05-18,92.58,93.69033784169294,-0.011851145670635277
2004-05-19,92.45,93.13033784169293,-0.00730522252425847
